
[00:00:00.000 --> 00:00:12.400]  明白舊約聖經這個課程不是要代替我們自己親自去讀舊約聖經的功夫
[00:03:09.000 --> 00:03:13.000]  最早的譯本是希臘文譯本稱為七十事譯
[00:03:13.000 --> 00:03:18.000]  這是因為猶太人散居在當時地中海的世界
[00:03:18.000 --> 00:03:23.000]  他們要用希臘文和其他人交往
[00:03:23.000 --> 00:03:25.000]  他們需要一本希臘文的聖經
[00:03:25.000 --> 00:03:29.000]  另外有阿蘭文的譯本稱為Targum
[00:03:29.000 --> 00:03:35.000]  後來教會需要將舊約聖經翻譯為拉丁文
[00:03:35.000 --> 00:03:40.000]  由其中一位教父叫做Jerome譯了這本武加大的譯
[00:03:40.000 --> 00:03:49.000]  翻譯的意思是今天讀聖經大部分弟兄姊妹都不可能讀到希伯來文的聖經
[00:03:49.000 --> 00:03:53.000]  我們要依靠準確的譯本
[00:03:53.000 --> 00:03:58.000]  另外一個很有趣的問題大概就是作者的問題
[00:03:58.000 --> 00:04:02.000]  我們對於舊約聖經是怎樣形成的
[00:04:02.000 --> 00:04:06.000]  哪一個寫哪一本書都有很濃厚的興趣
[00:04:06.000 --> 00:04:11.000]  很多舊約道論的著作都有討論到這個問題
[00:04:11.000 --> 00:04:17.000]  不過我們不打算在這個課程裏對於作者的問題來長加討論
[00:04:17.000 --> 00:04:21.000]  我們相信聖經既然是神所默示
[00:04:21.000 --> 00:04:28.000]  對我們今天最大的意義是神將祂自己的心意向我們講明
[00:04:28.000 --> 00:04:32.000]  我們可以停在這一點上
[00:04:32.000 --> 00:04:36.000]  聖經最終的來源是聖靈的默示
[00:04:36.000 --> 00:04:39.000]  至於哪一本書哪一個人寫呢?
[00:04:39.000 --> 00:04:46.000]  坦白說舊約聖經本身往往對於這一點保持緘默
[00:04:46.000 --> 00:04:52.000]  但是猶太人的傳統教會的傳統都對作者有很多的推測
[00:04:52.000 --> 00:04:57.000]  我們就不在這裏用時間來分辨了
[00:04:57.000 --> 00:05:02.000]  最後一點當我們提到舊約正典結構的時候
[00:05:02.000 --> 00:05:05.000]  我們稍微需要解釋一下正典是什麼意思
[00:05:05.000 --> 00:05:08.000]  正典當然在歷史背景裏面來講
[00:05:08.000 --> 00:05:12.000]  就是分辨哪一本書屬於聖經的一部分
[00:05:12.000 --> 00:05:16.000]  哪一本書就不屬於聖經的一部分
[00:05:16.000 --> 00:05:20.000]  所以有所謂次經的名稱出現
[00:05:20.000 --> 00:05:27.000]  在希臘文的七十事譯本裏面有十多卷書被稱為次經
[00:05:27.000 --> 00:05:33.000]  這個就是加入去舊約聖經的正典裏面
[00:05:33.000 --> 00:05:38.000]  這些次經不等於說他們是偽作的書卷
[00:05:38.000 --> 00:05:41.000]  或者說是模仿的書卷
[00:05:41.000 --> 00:05:44.000]  其實他們都是很有價值屬靈的著作
[00:05:44.000 --> 00:05:47.000]  但是在聖靈的引導之下
[00:05:47.000 --> 00:05:53.000]  教會並沒有接納這些書卷成為舊約聖經的一部分
[00:05:53.000 --> 00:06:00.000]  我們所要關心的不是歷史的過程如何判別正典與次經
[00:06:00.000 --> 00:06:03.000]  我們關心的就是我們今天所讀的舊約聖經
[00:06:03.000 --> 00:06:12.000]  到底它的編排能夠幫助我們怎樣去明白它裏面的內容和主題呢?
[00:06:12.000 --> 00:06:15.000]  這個我們稱為正典結構
[00:06:15.000 --> 00:06:24.000]  我們今天的中文聖經編排其實是來自十六世紀改教運動的時候
[00:06:24.000 --> 00:06:30.000]  馬丁路德將新舊約聖經翻譯成為德文
[00:06:30.000 --> 00:06:36.000]  是那個時候開始有這個正典的編排
[00:06:36.000 --> 00:06:46.000]  三十九卷的舊約聖經其實在編排上是非常有次序和深思的
[00:06:46.000 --> 00:06:52.000]  如果很簡單要用一個圖來代表的話
[00:06:52.000 --> 00:06:57.000]  你可以將這三十九卷的舊約聖經分成五部分
[00:06:57.000 --> 00:07:00.000]  這五部分是對稱的
[00:07:00.000 --> 00:07:07.000]  第一部分是摩西五經、唐世紀、春埃及紀、利美紀、文素紀、新冥紀
[00:07:07.000 --> 00:07:13.000]  這五本書也有另外五本的詩歌自慰書來平衡
[00:07:13.000 --> 00:07:17.000]  再進一步有五本大仙之書
[00:07:17.000 --> 00:07:21.000]  所以有三個部分都是由五卷書所組成的
[00:07:21.000 --> 00:07:23.000]  摩西五經是第一部分
[00:07:23.000 --> 00:07:27.000]  中間這部分通常稱為詩歌自慰書
[00:07:27.000 --> 00:07:31.000]  就是由約伯記、詩篇、針研、傳道書及雅歌
[00:07:31.000 --> 00:07:35.000]  五卷大仙之書你也很容易記得
[00:07:35.000 --> 00:07:39.000]  以塞亞、耶利米、愛歌、以西傑及達爾尼
[00:07:39.000 --> 00:07:42.000]  剩下來有二十四卷書
[00:07:42.000 --> 00:07:46.000]  分為十二卷一部分
[00:07:46.000 --> 00:07:51.000]  在摩西五經之後就有十二卷我們通常稱為歷史書
[00:07:51.000 --> 00:07:55.000]  由約書亞紀、時司紀、盧德紀、撒姆爾紀上下
[00:07:55.000 --> 00:07:58.000]  列王紀上下、歷代治上下
[00:07:58.000 --> 00:08:01.000]  以至以斯拉、尼希米、以斯帖紀
[00:08:01.000 --> 00:08:03.000]  十二卷歷史書
[00:08:03.000 --> 00:08:07.000]  相對有十二卷小仙之書
[00:08:07.000 --> 00:08:13.000]  由荷西亞、約爾、阿摩斯、俄巴底亞、約拿、尼加、拿紅
[00:08:13.000 --> 00:08:18.000]  哈巴谷、西班牙、哈蓋、撒加利亞、馬拉傑
[00:08:18.000 --> 00:08:24.000]  這十二卷歷史書和十二卷小仙之書其實也有對稱
[00:08:24.000 --> 00:08:33.000]  因為兩部分最後的三卷都是以色列在秘魯之後所完成
[00:08:33.000 --> 00:08:38.000]  內容也是關於秘魯回歸的情況
[00:08:38.000 --> 00:08:44.000]  所以我們很簡單地將舊約聖經這三十九卷書
[00:08:44.000 --> 00:08:47.000]  用一個表列出來的時候
[00:08:47.000 --> 00:08:51.000]  我們首先發覺其實不是那麼雜亂無章
[00:08:51.000 --> 00:08:55.000]  不是一大堆書卷混在一起
[00:08:55.000 --> 00:08:57.000]  它有一個很清楚的結構
[00:08:57.000 --> 00:09:00.000]  摩世五經有五卷
[00:09:00.000 --> 00:09:02.000]  詩歌子位書有五卷
[00:09:02.000 --> 00:09:04.000]  大仙之書有五卷
[00:09:04.000 --> 00:09:08.000]  然後十二卷歷史書又有十卷小仙之書
[00:09:08.000 --> 00:09:12.000]  有一個很對稱的結構在那裡
[00:09:12.000 --> 00:09:15.000]  這是我們所熟悉的中文聖經
[00:09:15.000 --> 00:09:18.000]  我將它稱為路德的正典
[00:09:18.000 --> 00:09:23.000]  因為這個編排是馬丁路德的時候所出現的
[00:09:23.000 --> 00:09:31.000]  我們中文聖經是根據改教運動之後的聖經正典翻譯而成
[00:09:31.000 --> 00:09:38.000]  當然這個正典的結構我們不能說是馬丁路德自己創作出來的
[00:09:38.000 --> 00:09:47.000]  剛才我說過舊約聖經有一個最早的譯本是希臘文七十事譯本
[00:09:47.000 --> 00:09:55.000]  其實路德正典中文聖經這五個部分的分法
[00:09:55.000 --> 00:10:02.000]  可以追溯到希臘文七十事正典的結構裡
[00:10:02.000 --> 00:10:06.000]  希臘文七十事正典是怎樣的結構呢?
[00:10:06.000 --> 00:10:14.000]  就是摩西五經、歷史書、詩歌自慰書、大仙之、小仙之書
[00:10:14.000 --> 00:10:16.000]  同樣是這五部分
[00:10:16.000 --> 00:10:21.000]  不過它多加了次經的書卷在其中
[00:10:21.000 --> 00:10:28.000]  這五個部分其實也可以將它歸納成三個部分
[00:10:28.000 --> 00:10:39.000]  摩西五經加上歷史書就是討論或記述以色列過去所經歷的歷史
[00:10:39.000 --> 00:10:46.000]  所以頭兩個部分加起來就是談到過去的事情
[00:10:46.000 --> 00:10:55.000]  中間這部分五卷詩歌自慰書就是談到現在的信徒的生活
[00:10:55.000 --> 00:11:00.000]  他們在神的面前怎樣過他們日常的生活
[00:11:00.000 --> 00:11:02.000]  怎樣敬拜、祈禱
[00:11:02.000 --> 00:11:07.000]  這些書卷並沒有時間上的限制
[00:11:07.000 --> 00:11:09.000]  所以可以稱為現在
[00:11:09.000 --> 00:11:12.000]  有過去有現在就必有將來
[00:11:12.000 --> 00:11:18.000]  大仙之和小仙之書又是這十七卷書
[00:11:18.000 --> 00:11:22.000]  可以說是提到以色列的將來
[00:11:22.000 --> 00:11:29.000]  所以如果我們看看希臘文七十事譯館的正典結構
[00:11:29.000 --> 00:11:34.000]  我們會發覺它很著重歷史的進程
[00:11:34.000 --> 00:11:37.000]  即是當我們打開舊約聖經讀的時候
[00:11:37.000 --> 00:11:42.000]  我們就可以看到過去、現在、將來
[00:11:42.000 --> 00:11:45.000]  神有什麼說話說過
[00:11:45.000 --> 00:11:49.000]  神有什麼作為在歷史上出現過
[00:11:49.000 --> 00:11:57.000]  這個結構也在新約聖經裡有反映出來
[00:11:57.000 --> 00:12:01.000]  譬如我們打開馬太福音第一章
[00:12:01.000 --> 00:12:09.000]  馬太記載耶穌基督的加泡提到他是亞伯拉罕的後裔
[00:12:09.000 --> 00:12:11.000]  大衛的子孫
[00:12:11.000 --> 00:12:17.000]  亞伯拉罕是記載在創世紀摩西五經第一章
[00:12:17.000 --> 00:12:23.000]  大衛的子孫是詩篇的作者
[00:12:23.000 --> 00:12:29.000]  詩篇是詩歌智慧書裡最長又最重要的
[00:12:29.000 --> 00:12:32.000]  還有仙之書
[00:12:32.000 --> 00:12:35.000]  馬太記載完加泡之後
[00:12:35.000 --> 00:12:40.000]  當他提到耶穌基督是由童女所生
[00:12:40.000 --> 00:12:43.000]  天使向弱勢報夢的時候
[00:12:43.000 --> 00:12:47.000]  馬太引用以賽亞的預言
[00:12:47.000 --> 00:12:50.000]  必有童女懷孕生子
[00:12:50.000 --> 00:12:54.000]  所以福音書的開頭第一章裡
[00:12:54.000 --> 00:13:02.000]  已經將歷史、詩歌書和仙之書總括起來
[00:13:02.000 --> 00:13:06.000]  舊約聖經都要應驗在耶穌基督的身上
[00:13:06.000 --> 00:13:09.000]  另外我們打開馬可福音
[00:13:09.000 --> 00:13:15.000]  馬可福音開始時記載耶穌基督的福音
[00:13:15.000 --> 00:13:17.000]  接著講下去不是講耶穌
[00:13:17.000 --> 00:13:19.000]  是講施洗肉
[00:13:19.000 --> 00:13:23.000]  為什麼介紹耶穌基督要從施洗肉講起呢?
[00:13:23.000 --> 00:13:25.000]  如果我們讀舊約聖經
[00:13:25.000 --> 00:13:30.000]  一直讀到小仙之書最後一卷馬拉基書
[00:13:30.000 --> 00:13:33.000]  最後一章甚至最後一節
[00:13:33.000 --> 00:13:38.000]  我們就發覺仙之書停在一個什麼預言上呢?
[00:13:38.000 --> 00:13:41.000]  就是說以利亞要再來
[00:13:41.000 --> 00:13:44.000]  大而可畏的日子臨到已先
[00:13:44.000 --> 00:13:46.000]  以利亞要再來
[00:13:46.000 --> 00:13:47.000]  以利亞是誰呢?
[00:13:47.000 --> 00:13:49.000]  以利亞就是施洗約翰
[00:13:49.000 --> 00:13:52.000]  所以當人去問耶穌的時候
[00:13:52.000 --> 00:13:57.000]  耶穌就為約翰的身份做了肯定
[00:13:57.000 --> 00:13:59.000]  雖然在約翰福音一章裡
[00:13:59.000 --> 00:14:00.000]  施洗約翰自己否認
[00:14:00.000 --> 00:14:01.000]  別人問他是不是以利亞
[00:14:01.000 --> 00:14:02.000]  他說不是
[00:14:02.000 --> 00:14:04.000]  這個我們要記得
[00:14:04.000 --> 00:14:06.000]  猶太人他們有謙虛
[00:14:06.000 --> 00:14:11.000]  約翰不想把注意力集中在他的身上
[00:14:11.000 --> 00:14:13.000]  因為他的見證說我必衰微
[00:14:13.000 --> 00:14:15.000]  他必興旺
[00:14:15.000 --> 00:14:18.000]  但是無論從福音書的記載
[00:14:18.000 --> 00:14:20.000]  或者耶穌基督自己的肯定
[00:14:20.000 --> 00:14:22.000]  我們知道以利亞已經來了
[00:14:22.000 --> 00:14:27.000]  施洗約翰的出就是被尼塞亞降臨
[00:14:27.000 --> 00:14:29.000]  所以在福音書裡
[00:14:29.000 --> 00:14:31.000]  其實也是反映出
[00:14:31.000 --> 00:14:38.000]  舊約聖經這個過去、現在、將來的結構
[00:14:38.000 --> 00:14:45.000]  不過在我們留意看中文聖經
[00:14:45.000 --> 00:14:48.000]  舊約這三十九卷書
[00:14:48.000 --> 00:14:51.000]  以至追上去看這個結構
[00:14:51.000 --> 00:14:55.000]  是在七十事易館那裡來的時候
[00:14:55.000 --> 00:14:57.000]  我們就已經注意到
[00:14:57.000 --> 00:15:00.000]  七十事易館指三十九卷
[00:15:00.000 --> 00:15:03.000]  有次經包括在內
[00:15:03.000 --> 00:15:08.000]  這三十九卷書的數目是怎樣來的呢?
[00:15:08.000 --> 00:15:14.000]  這個書卷的數目是由希伯來的馬索拉正典那裡來
[00:15:14.000 --> 00:15:17.000]  就是我們剛才一開始提過
[00:15:17.000 --> 00:15:21.000]  舊約原本希伯來文的首抄稿
[00:15:21.000 --> 00:15:24.000]  馬索拉抄本在那裡來
[00:15:24.000 --> 00:15:28.000]  而希伯來的舊約正典
[00:15:28.000 --> 00:15:32.000]  它的編排方式
[00:15:32.000 --> 00:15:37.000]  與希臘七十事易館的正典有很大的分別
[00:15:37.000 --> 00:15:41.000]  希伯來的正典也是分開三部分
[00:15:41.000 --> 00:15:46.000]  不過不是用過去、現在、將來來劃分
[00:15:46.000 --> 00:15:53.000]  相反是用律法、先知和著作這三部分來分
[00:15:53.000 --> 00:15:57.000]  律法就是摩世五經
[00:15:57.000 --> 00:15:58.000]  這是相同的
[00:15:58.000 --> 00:16:00.000]  從創世紀到新明紀
[00:16:00.000 --> 00:16:05.000]  先知在希伯來的馬索拉正典裡
[00:16:05.000 --> 00:16:10.000]  有分前先之書和後先之書兩個部分
[00:16:10.000 --> 00:16:13.000]  前先之書有四本
[00:16:13.000 --> 00:16:19.000]  就是約書亞紀、時斯紀、薩姆爾紀和列王紀
[00:16:19.000 --> 00:16:23.000]  薩姆爾紀和列王紀沒有分上下
[00:16:23.000 --> 00:16:26.000]  所以用中文聖經來說就是六本書
[00:16:26.000 --> 00:16:28.000]  包括在前先之書裡
[00:16:28.000 --> 00:16:37.000]  後先之書包括以賽亞、耶利米、西潔和十二卷
[00:16:37.000 --> 00:16:42.000]  我們通常稱小先之書合併成為一卷
[00:16:42.000 --> 00:16:45.000]  所以在希伯來文的正典裡
[00:16:45.000 --> 00:16:47.000]  後先之書又是四本
[00:16:47.000 --> 00:16:50.000]  但如果用中文聖經來看就是十五本
[00:16:50.000 --> 00:16:54.000]  我們留意到耶利米、埃哥和但爾利書
[00:16:54.000 --> 00:17:01.000]  我們稱為大先之書的就屬於後先之書這部分
[00:17:01.000 --> 00:17:06.000]  所以前後先之書在希伯來文的正典裡
[00:17:06.000 --> 00:17:08.000]  都是各有四卷
[00:17:08.000 --> 00:17:12.000]  約書亞、時斯紀、薩姆爾紀、列王紀前先之書
[00:17:12.000 --> 00:17:18.000]  以賽亞、耶利米、以西潔和十二小先之合併成為後先之書
[00:17:18.000 --> 00:17:21.000]  第三部分稱為著作
[00:17:21.000 --> 00:17:28.000]  著作這部分包括了以上沒有提及的經卷
[00:17:28.000 --> 00:17:33.000]  這部分可以分開有五個小部分
[00:17:33.000 --> 00:17:35.000]  第一部分是詩篇
[00:17:35.000 --> 00:17:39.000]  第二部分稱為智慧書(約伯記和真言)
[00:17:39.000 --> 00:17:44.000]  第三部分有五卷很有興趣的小品
[00:17:44.000 --> 00:17:51.000]  包括雅歌、路德記、耶利米埃哥、傳道書和以斯帖記
[00:17:51.000 --> 00:17:55.000]  這五卷在猶太人的會堂裡
[00:17:55.000 --> 00:17:59.000]  每一年的節期裡都要中讀
[00:17:59.000 --> 00:18:05.000]  他們的重要程度幾乎和摩西五經相近
[00:18:05.000 --> 00:18:10.000]  第四部分在著作下就是但爾里書
[00:18:10.000 --> 00:18:13.000]  但爾里書沒有入先知的那一部
[00:18:13.000 --> 00:18:16.000]  屬於著作的那一部分
[00:18:16.000 --> 00:18:18.000]  我們稱為啟示文學
[00:18:18.000 --> 00:18:23.000]  和新約的啟示錄非常相似
[00:18:23.000 --> 00:18:28.000]  而著作最後一部分就是以斯拉尼希米記
[00:18:28.000 --> 00:18:30.000]  這兩卷書其實是一卷的
[00:18:30.000 --> 00:18:34.000]  以斯拉尼希米記的次序很重要
[00:18:34.000 --> 00:18:38.000]  連同歷代字也沒有分上下
[00:18:38.000 --> 00:18:42.000]  所以著作部分可以分成五個小部分
[00:18:42.000 --> 00:18:46.000]  而我們這樣看的時候或覺得很陌生
[00:18:46.000 --> 00:18:52.000]  我們比較習慣的是摩西五經歷史書、師哥智慧書、大小先知書這個分法
[00:18:52.000 --> 00:18:56.000]  希伯來這個正典的分法看起來很陌生
[00:18:56.000 --> 00:19:00.000]  但其實我們不應該覺得太陌生
[00:19:00.000 --> 00:19:08.000]  因為中國人將過去中國歷代文學收集起來
[00:19:08.000 --> 00:19:10.000]  要將它分類的時候
[00:19:10.000 --> 00:19:14.000]  在清朝有四庫傳書
[00:19:14.000 --> 00:19:20.000]  皇帝將民間一直以來流傳的經卷
[00:19:20.000 --> 00:19:25.000]  以至文學各方面的書收集起來分佈
[00:19:25.000 --> 00:19:28.000]  也是分開四個部分
[00:19:28.000 --> 00:19:30.000]  第一個部分稱為經
[00:19:30.000 --> 00:19:32.000]  第二個部分稱為史
[00:19:32.000 --> 00:19:34.000]  第三部分是子
[00:19:34.000 --> 00:19:36.000]  第四部分是集
[00:19:36.000 --> 00:19:39.000]  這個經史子集的分類
[00:19:39.000 --> 00:19:44.000]  其實和猶太人將舊約聖經在他們希伯來的正典裡
[00:19:44.000 --> 00:19:52.000]  分為律法、前先知、後先知和著作相當吻合
[00:19:52.000 --> 00:20:03.000]  除了希伯來文的馬索拉正典和中文經史子集的分類吻合之外
[00:20:03.000 --> 00:20:08.000]  新約聖經也有顯示給我們知道
[00:20:08.000 --> 00:20:14.000]  其實他們也很熟悉這個希伯來正典的分法
[00:20:14.000 --> 00:20:20.000]  路加福音24章第44節那裡耶穌復活之後
[00:20:20.000 --> 00:20:27.000]  就和門徒解釋關於他的尼塞亞言如何應驗
[00:20:27.000 --> 00:20:35.000]  他就說是從摩西的律法先知的書和詩篇上所記的
[00:20:35.000 --> 00:20:37.000]  指著我的話道別遂言
[00:20:37.000 --> 00:20:42.000]  摩西的律法書先知的書
[00:20:42.000 --> 00:20:44.000]  前後先知的書
[00:20:44.000 --> 00:20:53.000]  詩篇就是以詩篇一卷書來統稱舊約著作集第四部分
[00:20:53.000 --> 00:20:58.000]  另外一節的經文有時我們會引起一些誤會
[00:20:58.000 --> 00:21:03.000]  就是在路加福音第十一章第五十一節那裡
[00:21:03.000 --> 00:21:14.000]  耶穌說創世以來所流中先知血的罪都要問在這世代的人身上
[00:21:14.000 --> 00:21:21.000]  耶穌就舉例從阿伯的血開始直到被殺在彈簧殿中間
[00:21:21.000 --> 00:21:23.000]  撒加利亞的血為止
[00:21:23.000 --> 00:21:28.000]  阿伯我們知道是創世紀第四章所記載該人的弟弟
[00:21:28.000 --> 00:21:33.000]  第一個被流無辜的血的犧牲者
[00:21:33.000 --> 00:21:35.000]  這個撒加利亞是誰呢?
[00:21:35.000 --> 00:21:41.000]  有時我們以為他是路加福音第一章司祭約翰的親稱撒加利亞
[00:21:41.000 --> 00:21:42.000]  但其實不是
[00:21:42.000 --> 00:21:44.000]  如果我們熟悉舊約聖經的話
[00:21:44.000 --> 00:21:53.000]  歷代至下二十四章提到耶和耶大這位祭司有個兒子叫撒加利亞
[00:21:53.000 --> 00:22:00.000]  他當時勸誡以色列人不要離棄耶和華
[00:22:00.000 --> 00:22:03.000]  但卻被眾民謀害
[00:22:03.000 --> 00:22:09.000]  然後聖經記載撒加利亞臨死時
[00:22:09.000 --> 00:22:13.000]  他怨耶和華監察身冤
[00:22:13.000 --> 00:22:17.000]  這個最後一位的殉道者
[00:22:17.000 --> 00:22:18.000]  可以這麼說
[00:22:18.000 --> 00:22:20.000]  舊約的殉道者記載在歷代至下
[00:22:20.000 --> 00:22:24.000]  就是希伯來正典的最後一卷書
[00:22:24.000 --> 00:22:29.000]  所以路加福音十一章所說的從阿伯到撒加利亞
[00:22:29.000 --> 00:22:33.000]  其實換句話說就是從創世紀到歷代至
[00:22:33.000 --> 00:22:37.000]  就是希伯來正典的第一卷和最後一卷
[00:22:37.000 --> 00:22:42.000]  希伯來正典有很重要的意義在裏面
[00:22:42.000 --> 00:22:46.000]  律法書裏記載神的作為
[00:22:46.000 --> 00:22:51.000]  先知書集中記載神的說話
[00:22:51.000 --> 00:22:55.000]  神不單止有自己的工作
[00:22:55.000 --> 00:22:59.000]  也有自己的說話來解釋
[00:22:59.000 --> 00:23:09.000]  著作第四部分就是人對神的作為和神的說話的回應
[00:23:09.000 --> 00:23:15.000]  所以我們如果要追回中文聖經這個舊約的正典結構
[00:23:15.000 --> 00:23:17.000]  他有爸爸有媽媽
[00:23:17.000 --> 00:23:21.000]  爸爸這個結構可以說是從希臘文七十事正典而來
[00:23:21.000 --> 00:23:28.000]  但這個卷目三十九卷就從希伯來的瑪瑟拉正典而來
[00:23:28.000 --> 00:23:32.000]  如果我們將這兩個背景合在一起
[00:23:32.000 --> 00:23:40.000]  來問舊約這個編排對我們來說有什麼特別的意思呢?
[00:23:40.000 --> 00:23:47.000]  我們發覺如果從希臘文七十事正典來看
[00:23:47.000 --> 00:23:58.000]  舊約聖經是說到神在過去現在以至將來要成的工作
[00:23:58.000 --> 00:24:03.000]  這個在舊約神學上稱為救恩的歷史
[00:24:03.000 --> 00:24:07.000]  過去現在將來就是人類的歷史
[00:24:07.000 --> 00:24:11.000]  舊約聖經不是說一些哲學的理論
[00:24:11.000 --> 00:24:15.000]  不是說一些倫理的教誨
[00:24:15.000 --> 00:24:17.000]  舊約聖經是說歷史
[00:24:17.000 --> 00:24:24.000]  是神在人的歷史當中所成就的救恩
[00:24:24.000 --> 00:24:26.000]  這個救恩的內容是什麼呢?
[00:24:26.000 --> 00:24:30.000]  如果我們參考希伯來的瑪瑟拉正典
[00:24:30.000 --> 00:24:35.000]  我們就發覺神這個拯救救贖的恩典的內容
[00:24:35.000 --> 00:24:40.000]  包括他的作為包括他的說話
[00:24:40.000 --> 00:24:42.000]  但是我們不要忘記也不要忽略
[00:24:42.000 --> 00:24:46.000]  也包括人的回應
[00:24:46.000 --> 00:24:51.000]  其實我們說到舊約聖經這個約字
[00:24:51.000 --> 00:24:56.000]  神和人立約這個聖約的意思
[00:24:56.000 --> 00:25:00.000]  神不是單方面在那裡工作
[00:25:00.000 --> 00:25:03.000]  神不是單方面在那裡說話
[00:25:03.000 --> 00:25:06.000]  神在人類的歷史當中
[00:25:06.000 --> 00:25:14.000]  他要完成這個救恩是為了要恢復神和人的關係
[00:25:14.000 --> 00:25:19.000]  神和人的關係一方面有神的作為律法書
[00:25:19.000 --> 00:25:22.000]  有神的說話先知書
[00:25:22.000 --> 00:25:28.000]  也有人的回應就是著作這一部分
[00:25:28.000 --> 00:25:30.000]  所以我們這樣看的話
[00:25:30.000 --> 00:25:35.000]  我們就發覺舊約的正典希臘七十時的正典
[00:25:35.000 --> 00:25:40.000]  將歷史的重要性鋪陳出來
[00:25:40.000 --> 00:25:42.000]  希伯來瑪瑟拉的正典
[00:25:42.000 --> 00:25:48.000]  就將救恩的內涵向我們展示出來
[00:25:48.000 --> 00:25:52.000]  神與人同在神與人和好
[00:25:52.000 --> 00:25:56.000]  神有他的工作有他的說話
[00:25:56.000 --> 00:25:59.000]  人對神有合適的回應
[00:25:59.000 --> 00:26:04.000]  我們這樣了解舊約的主題的時候
[00:26:04.000 --> 00:26:07.000]  我們就更加可以明白
[00:26:07.000 --> 00:26:12.000]  舊約聖經如何為蘇基督作見證
[00:26:12.000 --> 00:26:18.000]  剛才我們開始引用約翰福音第五章第三十九節
[00:26:18.000 --> 00:26:20.000]  耶穌說你們查考聖經
[00:26:20.000 --> 00:26:23.000]  你們以為內宗有永生
[00:26:23.000 --> 00:26:27.000]  給我作見證的就是這經
[00:26:27.000 --> 00:26:30.000]  這句話的準確翻譯應該這樣說
[00:26:30.000 --> 00:26:34.000]  你們查考聖經你們以為內宗有永生嗎?
[00:26:34.000 --> 00:26:36.000]  其實我告訴你
[00:26:36.000 --> 00:26:44.000]  舊約聖經是為我基督尼塞亞作見證
[00:26:44.000 --> 00:26:46.000]  猶太人查考舊約
[00:26:46.000 --> 00:26:50.000]  他們以為在當中能夠找出我當怎樣行才可以得永生
[00:26:50.000 --> 00:26:53.000]  好像那個少年的官來問耶穌的問題
[00:26:53.000 --> 00:26:56.000]  不是舊約聖經最大的目的
[00:26:56.000 --> 00:27:02.000]  是為基督為神所差離的救世主作見證
[00:27:02.000 --> 00:27:07.000]  神在歷史裡最大的作為
[00:27:07.000 --> 00:27:14.000]  就是他的獨生子親自來成為人
