
[00:00:00.000 --> 00:00:08.000]  今日我們的主題是大使命與神學教育
[00:02:19.000 --> 00:02:28.000]  我們需要在加拿大開辦一個以中文用國語來教授的一個中國的神學院
[00:02:28.000 --> 00:02:38.000]  以中國文化為主導的、又吸收西方辦學的經驗來開辦一個華人神學院呢?
[00:02:38.000 --> 00:02:41.000]  這是2002年
[00:02:41.000 --> 00:02:44.000]  於是經過了兩年的土稿籌備
[00:02:44.000 --> 00:02:49.000]  就開辦了這個加拿大華人神學協會
[00:02:49.000 --> 00:02:55.000]  英文叫做Association of Canadian Chinese Theological Education
[00:02:55.000 --> 00:02:57.000]  簡稱ACCTE
[00:02:57.000 --> 00:03:06.000]  成立這個協會來在全國聯合國中派聯合東西岸來推動
[00:03:06.000 --> 00:03:11.000]  當時高雲厚牧師、麥希珍牧師帶頭來推動
[00:03:11.000 --> 00:03:16.000]  他們兩位的老牧者結合多年的侍奉經驗
[00:03:16.000 --> 00:03:20.000]  認為辦一個神學院不應該是隨隨便便
[00:03:20.000 --> 00:03:25.000]  不應該好像一個野雞學校那樣來隨便開一個
[00:03:25.000 --> 00:03:30.000]  我們加拿大的國情、我們的民情喜歡是聯合一起
[00:03:30.000 --> 00:03:34.000]  大家來到是忠致誠誠的來到去籌備
[00:03:34.000 --> 00:03:39.000]  於是經過了兩年的時間來到去籌備
[00:03:39.000 --> 00:03:41.000]  在2005年的時候
[00:03:41.000 --> 00:03:47.000]  就是首先和天道神學院來到簽一個協議
[00:03:47.000 --> 00:03:49.000]  我們一起來合辦
[00:03:49.000 --> 00:03:56.000]  我們借助西人辦學這麼多年有一定的教育的水平
[00:03:56.000 --> 00:03:57.000]  辦學的水平
[00:03:57.000 --> 00:04:02.000]  同時我們聯合所有大部分的中派
[00:04:02.000 --> 00:04:07.000]  無論是浸信會的、長老會的、華基聯會的、福音堂的
[00:04:07.000 --> 00:04:12.000]  是信義中的、宣道會的、不同中派的
[00:04:12.000 --> 00:04:18.000]  我們大家齊心合力的來到是為了要培養神國的工人
[00:04:18.000 --> 00:04:24.000]  今天我願意將這個訊息和大家分享
[00:04:24.000 --> 00:04:28.000]  我過往很少提及到加拿大華人神學院
[00:04:28.000 --> 00:04:30.000]  這個是我對大家的虧欠
[00:04:30.000 --> 00:04:31.000]  我對教會的虧欠
[00:04:31.000 --> 00:04:36.000]  因為我們需要邀請弟兄姐妹有一個的體見
[00:04:36.000 --> 00:04:40.000]  體見我們在神國裏面所需要的是什麼
[00:04:40.000 --> 00:04:43.000]  正如剛才讀出來的這段經文
[00:04:43.000 --> 00:04:46.000]  在列王志上
[00:04:46.000 --> 00:04:50.000]  他當時提到以利沙這一位先知
[00:04:50.000 --> 00:04:53.000]  以利沙是接續以利亞做先知的
[00:04:53.000 --> 00:04:59.000]  他面對著以色列國當時有一個危機
[00:04:59.000 --> 00:05:03.000]  這個危機就是阿蘭在北面而來的大軍壓境
[00:05:03.000 --> 00:05:06.000]  圍著首都撒瑪利亞城
[00:05:06.000 --> 00:05:09.000]  在這個困難的環境裏面
[00:05:09.000 --> 00:05:11.000]  當時大家都是慌失失
[00:05:11.000 --> 00:05:13.000]  惶恐無措
[00:05:13.000 --> 00:05:17.000]  當時這個神人和他的僕人清早起來的時候
[00:05:17.000 --> 00:05:20.000]  在城門口一看出去的時候
[00:05:20.000 --> 00:05:23.000]  就見到亞述的大軍
[00:05:23.000 --> 00:05:25.000]  這個阿蘭的大軍
[00:05:25.000 --> 00:05:30.000]  來到三十多萬圍困著這個城邑
[00:05:30.000 --> 00:05:33.000]  危在旦夕
[00:05:33.000 --> 00:05:36.000]  當時他的年輕的僕人就這樣說
[00:05:36.000 --> 00:05:38.000]  哀哉呀我主呀
[00:05:38.000 --> 00:05:41.000]  就是說他的先生
[00:05:41.000 --> 00:05:44.000]  我主呀我們怎樣行方好呢
[00:05:44.000 --> 00:05:47.000]  在這種惶恐失措的裏面
[00:05:47.000 --> 00:05:50.000]  以利沙他不慌不忙的
[00:05:50.000 --> 00:05:53.000]  他安慰這個年輕人
[00:05:53.000 --> 00:05:56.000]  他說不用懼怕不用驚慌
[00:05:56.000 --> 00:05:58.000]  與我們同在的
[00:05:58.000 --> 00:06:03.000]  比與他們這個阿蘭軍隊同在的更多
[00:06:03.000 --> 00:06:07.000]  就是說完這番安慰說話之後
[00:06:07.000 --> 00:06:10.000]  他就默默的來祈禱
[00:06:10.000 --> 00:06:13.000]  在他的祈禱裏面很簡單
[00:06:13.000 --> 00:06:16.000]  在這個安靜的禱告裏面
[00:06:16.000 --> 00:06:17.000]  他祈禱一樣東西
[00:06:17.000 --> 00:06:19.000]  他說耀華神呀
[00:06:19.000 --> 00:06:21.000]  求你開這個年輕人
[00:06:21.000 --> 00:06:23.000]  他的僕人的眼目
[00:06:23.000 --> 00:06:25.000]  使他們能夠看見
[00:06:25.000 --> 00:06:28.000]  使他們不只是看見前面的困難
[00:06:28.000 --> 00:06:32.000]  不只是看見亞蘭大軍圍困這個
[00:06:32.000 --> 00:06:35.000]  撒瑪利亞城危在旦夕
[00:06:35.000 --> 00:06:37.000]  這種這樣的環境
[00:06:37.000 --> 00:06:41.000]  他的禱告就是求神開他的眼睛
[00:06:41.000 --> 00:06:43.000]  一個屬靈的眼睛
[00:06:43.000 --> 00:06:46.000]  讓他能夠看見甚麼呢
[00:06:46.000 --> 00:06:49.000]  讓他能夠看見當時原來是
[00:06:49.000 --> 00:06:54.000]  滿山火車火馬圍繞著以利沙
[00:06:54.000 --> 00:06:56.000]  和圍繞著他的百姓
[00:06:56.000 --> 00:06:58.000]  在這個景象裏面
[00:06:58.000 --> 00:07:00.000]  一個屬靈的眼光
[00:07:00.000 --> 00:07:02.000]  是穿透萬事
[00:07:02.000 --> 00:07:04.000]  是能夠看見不是困難
[00:07:04.000 --> 00:07:06.000]  不是攔阻我們前面的大山
[00:07:06.000 --> 00:07:08.000]  不是一些障礙
[00:07:08.000 --> 00:07:11.000]  看見這個障礙後面的
[00:07:11.000 --> 00:07:13.000]  還有這位掌管的
[00:07:13.000 --> 00:07:17.000]  這位萬能的全能的主
[00:07:17.000 --> 00:07:19.000]  所以今天我們需要同樣的
[00:07:19.000 --> 00:07:22.000]  求主開我們的眼睛
[00:07:22.000 --> 00:07:24.000]  開我們屬靈的眼睛
[00:07:24.000 --> 00:07:26.000]  讓我們能夠看見
[00:07:26.000 --> 00:07:28.000]  參透萬事
[00:07:28.000 --> 00:07:30.000]  能夠看見不是一些困難
[00:07:30.000 --> 00:07:32.000]  阻擋著我們的前路
[00:07:32.000 --> 00:07:34.000]  看不見這個視野
[00:07:34.000 --> 00:07:36.000]  模糊不清
[00:07:36.000 --> 00:07:39.000]  我們需要求神開我們的眼睛
[00:07:39.000 --> 00:07:40.000]  見到神國裏面
[00:07:40.000 --> 00:07:42.000]  祂是需要工人
[00:07:42.000 --> 00:07:44.000]  莊稼已經屬了
[00:07:44.000 --> 00:07:47.000]  作工的工人何等稀少
[00:07:47.000 --> 00:07:49.000]  我們要求莊稼的主
[00:07:49.000 --> 00:07:51.000]  來打發工人
[00:07:51.000 --> 00:07:53.000]  去收他的莊稼
[00:07:53.000 --> 00:07:55.000]  今天我們需要
[00:07:55.000 --> 00:07:56.000]  打開我們的眼睛
[00:07:56.000 --> 00:07:58.000]  屬靈的眼睛
[00:07:58.000 --> 00:07:59.000]  來看一看
[00:07:59.000 --> 00:08:01.000]  在《針研書》裏面
[00:08:01.000 --> 00:08:02.000]  有這樣提到
[00:08:02.000 --> 00:08:03.000]  我們一起讀一讀
[00:08:03.000 --> 00:08:05.000]  這段經文是新譯本的
[00:08:05.000 --> 00:08:06.000]  我們讀完括號
[00:08:06.000 --> 00:08:09.000]  沒有自謀領袖
[00:08:09.000 --> 00:08:11.000]  國家敗落
[00:08:11.000 --> 00:08:13.000]  謀事好領袖眾多
[00:08:13.000 --> 00:08:15.000]  就能得勝
[00:08:15.000 --> 00:08:17.000]  《針研》十一章十四節
[00:08:17.000 --> 00:08:19.000]  《針研書》裏面提到
[00:08:19.000 --> 00:08:23.000]  一個國家如果要是昌盛的
[00:08:23.000 --> 00:08:25.000]  要是得勝的
[00:08:25.000 --> 00:08:27.000]  就需要有很多的
[00:08:27.000 --> 00:08:28.000]  謀事
[00:08:28.000 --> 00:08:30.000]  很多的好領袖
[00:08:30.000 --> 00:08:32.000]  如果國家裏面沒有智囊
[00:08:32.000 --> 00:08:34.000]  沒有謀事的
[00:08:34.000 --> 00:08:36.000]  一群都是分軍的
[00:08:36.000 --> 00:08:39.000]  這個國家就會敗落
[00:08:39.000 --> 00:08:41.000]  我們感謝主恩典
[00:08:41.000 --> 00:08:43.000]  在過往這麼多年來
[00:08:43.000 --> 00:08:45.000]  成不腳發展
[00:08:45.000 --> 00:08:47.000]  無論在人數方面
[00:08:47.000 --> 00:08:49.000]  在建堂方面
[00:08:49.000 --> 00:08:52.000]  都是見到神的恩代
[00:08:52.000 --> 00:08:54.000]  我們要認識一下
[00:08:54.000 --> 00:08:56.000]  一個教會人數的飆升
[00:08:56.000 --> 00:08:58.000]  過往這麼多年來
[00:08:58.000 --> 00:09:00.000]  一直成長到如今
[00:09:00.000 --> 00:09:03.000]  我們同樣要問一個問題
[00:09:03.000 --> 00:09:05.000]  究竟我們中間
[00:09:05.000 --> 00:09:07.000]  神有沒有興起
[00:09:07.000 --> 00:09:09.000]  有沒有預備
[00:09:09.000 --> 00:09:10.000]  相應的
[00:09:10.000 --> 00:09:12.000]  合神心意的
[00:09:12.000 --> 00:09:14.000]  屬靈的領袖出來呢
[00:09:14.000 --> 00:09:16.000]  無論在執事的層面
[00:09:16.000 --> 00:09:19.000]  甚至在教睦同工的層面裏
[00:09:19.000 --> 00:09:21.000]  求主幫助我們
[00:09:21.000 --> 00:09:23.000]  不斷的來產生
[00:09:23.000 --> 00:09:25.000]  有神國的工人
[00:09:25.000 --> 00:09:27.000]  神國的新力軍
[00:09:27.000 --> 00:09:29.000]  能夠挺身而出
[00:09:29.000 --> 00:09:31.000]  回應主的呼召
[00:09:31.000 --> 00:09:33.000]  見到裝甲已經熟了
[00:09:33.000 --> 00:09:34.000]  可以收割了
[00:09:34.000 --> 00:09:36.000]  但是收割的工人
[00:09:36.000 --> 00:09:37.000]  還是這麼少
[00:09:37.000 --> 00:09:39.000]  我們有時處理教會的事情
[00:09:39.000 --> 00:09:42.000]  不單止是要看教會的ABC
[00:09:42.000 --> 00:09:44.000]  在這個量數方面來說
[00:09:44.000 --> 00:09:45.000]  ABC呢
[00:09:45.000 --> 00:09:47.000]  Attendance Building Cash
[00:09:47.000 --> 00:09:50.000]  我們就是看出席人數
[00:09:50.000 --> 00:09:52.000]  建築物
[00:09:52.000 --> 00:09:54.000]  奉獻的獻金是怎樣
[00:09:54.000 --> 00:09:56.000]  ABC都是重要的
[00:09:56.000 --> 00:09:58.000]  但是不要忘記質數
[00:09:58.000 --> 00:10:01.000]  Quantitative和Qualitative Group
[00:10:01.000 --> 00:10:03.000]  兩方面是要配合的
[00:10:03.000 --> 00:10:05.000]  在質數裏面我們要講DEF
[00:10:05.000 --> 00:10:07.000]  D就是Discipleship
[00:10:07.000 --> 00:10:08.000]  門徒的訓練
[00:10:08.000 --> 00:10:10.000]  要訓練門徒
[00:10:10.000 --> 00:10:12.000]  E就是Equipping the Leaders
[00:10:12.000 --> 00:10:15.000]  訓練教會裏面的領袖
[00:10:15.000 --> 00:10:16.000]  然後呢
[00:10:16.000 --> 00:10:19.000]  就是有參與海外的宣教
[00:10:19.000 --> 00:10:20.000]  Foreign Mission
[00:10:20.000 --> 00:10:22.000]  ABC
[00:10:22.000 --> 00:10:23.000]  DEF
[00:10:23.000 --> 00:10:24.000]  當然如果講下去的話
[00:10:24.000 --> 00:10:26.000]  就GHL
[00:10:26.000 --> 00:10:27.000]  MNL
[00:10:27.000 --> 00:10:29.000]  講到今晚都講不完的
[00:10:29.000 --> 00:10:30.000]  但是呢
[00:10:30.000 --> 00:10:31.000]  我們就是
[00:10:31.000 --> 00:10:32.000]  簡單的來說
[00:10:32.000 --> 00:10:35.000]  我們要做主的門徒
[00:10:35.000 --> 00:10:38.000]  而這個是主給教會的大使命
[00:10:38.000 --> 00:10:40.000]  當教會增長的時候
[00:10:40.000 --> 00:10:42.000]  在遠東方廣播
[00:10:42.000 --> 00:10:44.000]  有一位退休的牧師
[00:10:44.000 --> 00:10:46.000]  盧家敏牧師
[00:10:46.000 --> 00:10:48.000]  他寫了一本很小的書
[00:10:48.000 --> 00:10:50.000]  這本小的書的書名叫
[00:10:50.000 --> 00:10:53.000]  《不可或缺的增長》
[00:10:53.000 --> 00:10:56.000]  是講到今天教會增長的路向
[00:10:56.000 --> 00:11:01.000]  他總結這麼多年來的研究和觀察
[00:11:01.000 --> 00:11:03.000]  見到教會增長有七方面
[00:11:03.000 --> 00:11:06.000]  我用我的說話來表達他的意思
[00:11:06.000 --> 00:11:09.000]  第一方面是有紮實的真理教導
[00:11:09.000 --> 00:11:10.000]  在港台裏面
[00:11:10.000 --> 00:11:11.000]  在主要學裏面
[00:11:11.000 --> 00:11:12.000]  在團體裏面
[00:11:12.000 --> 00:11:14.000]  有紮實的真理教導
[00:11:14.000 --> 00:11:16.000]  有真實的肢體生活
[00:11:16.000 --> 00:11:18.000]  有自有真朋的
[00:11:18.000 --> 00:11:20.000]  我們建立朋友的關係
[00:11:20.000 --> 00:11:21.000]  在教會裏面
[00:11:21.000 --> 00:11:22.000]  是弟兄姊妹
[00:11:22.000 --> 00:11:24.000]  這種真實的
[00:11:24.000 --> 00:11:27.000]  很真誠的肢體的生活
[00:11:27.000 --> 00:11:29.000]  有紮實的青年工作
[00:11:29.000 --> 00:11:31.000]  我們能夠發展青年的工作
[00:11:31.000 --> 00:11:32.000]  我們教會有Nexus
[00:11:32.000 --> 00:11:34.000]  Brian Pastor Brian
[00:11:34.000 --> 00:11:36.000]  就在Nexus那邊
[00:11:36.000 --> 00:11:38.000]  來帶領我們年輕人
[00:11:38.000 --> 00:11:40.000]  從多少歲開始?
[00:11:40.000 --> 00:11:43.000]  8年級開始
[00:11:43.000 --> 00:11:44.000]  一直到大學都有
[00:11:44.000 --> 00:11:46.000]  到研究院都有
[00:11:46.000 --> 00:11:48.000]  有一個年輕人的試工
[00:11:48.000 --> 00:11:51.000]  使我們教會有生機有活力的
[00:11:51.000 --> 00:11:54.000]  堅實的報道愛戰
[00:11:54.000 --> 00:11:56.000]  不斷的我們有Alpha的課程
[00:11:56.000 --> 00:11:58.000]  一開始如果你還記得
[00:11:58.000 --> 00:12:00.000]  一開始問的問題
[00:12:00.000 --> 00:12:01.000]  很不興奮的
[00:12:01.000 --> 00:12:02.000]  你死了去哪裏?
[00:12:02.000 --> 00:12:05.000]  但是我們死了之後
[00:12:05.000 --> 00:12:06.000]  我們會怎樣呢?
[00:12:06.000 --> 00:12:08.000]  是不是兩腳一伸
[00:12:08.000 --> 00:12:09.000]  兩手一直
[00:12:09.000 --> 00:12:11.000]  我們就結束了我們人生呢?
[00:12:11.000 --> 00:12:14.000]  我們有一個永恆的價值呢?
[00:12:14.000 --> 00:12:17.000]  我們有一個愛戰的工作
[00:12:17.000 --> 00:12:18.000]  無論是Alpha的課程
[00:12:18.000 --> 00:12:19.000]  啟發的課程
[00:12:19.000 --> 00:12:21.000]  或者其他的課程
[00:12:21.000 --> 00:12:25.000]  第五有實在的恩賜的動員
[00:12:25.000 --> 00:12:27.000]  能夠動員我們弟兄姊妹
[00:12:27.000 --> 00:12:31.000]  在不同的崗位裏面參與
[00:12:31.000 --> 00:12:33.000]  有些是比較明顯的
[00:12:33.000 --> 00:12:34.000]  在教導性的
[00:12:34.000 --> 00:12:36.000]  有些可能隱藏的
[00:12:36.000 --> 00:12:37.000]  在禱告裏面的
[00:12:37.000 --> 00:12:38.000]  在探訪裏面的
[00:12:38.000 --> 00:12:40.000]  有些可能事務性的
[00:12:40.000 --> 00:12:42.000]  做交代的
[00:12:42.000 --> 00:12:44.000]  有些可能在音樂方面的
[00:12:44.000 --> 00:12:45.000]  在文字
[00:12:45.000 --> 00:12:48.000]  在科技影音方面的
[00:12:48.000 --> 00:12:49.000]  各方面
[00:12:49.000 --> 00:12:53.000]  有大陸有實效的教會增長計劃
[00:12:53.000 --> 00:12:54.000]  能夠有策略的
[00:12:54.000 --> 00:12:56.000]  按部就班的
[00:12:56.000 --> 00:12:58.000]  逐漸的來到外展
[00:12:58.000 --> 00:13:00.000]  來到推展出來
[00:13:00.000 --> 00:13:02.000]  你看我們對面
[00:13:02.000 --> 00:13:03.000]  這個社區
[00:13:03.000 --> 00:13:06.000]  很快明年就已經住滿人了
[00:13:06.000 --> 00:13:07.000]  那裏有幾百戶
[00:13:07.000 --> 00:13:09.000]  幾千人在那裏
[00:13:09.000 --> 00:13:11.000]  怎樣的有計劃的
[00:13:11.000 --> 00:13:14.000]  來接觸這班群體
[00:13:14.000 --> 00:13:16.000]  讓他們來主要的跟前
[00:13:16.000 --> 00:13:18.000]  但是盧家敏牧師
[00:13:18.000 --> 00:13:20.000]  他說最重要的
[00:13:20.000 --> 00:13:22.000]  我就用紅字大字
[00:13:22.000 --> 00:13:24.000]  來標點出來
[00:13:24.000 --> 00:13:26.000]  他說最重要的是什麼呢
[00:13:26.000 --> 00:13:28.000]  就是需要有誠實的
[00:13:28.000 --> 00:13:30.000]  有真誠的
[00:13:30.000 --> 00:13:32.000]  有真正在主裏面
[00:13:32.000 --> 00:13:33.000]  合神心意的
[00:13:33.000 --> 00:13:35.000]  屬靈的領袖
[00:13:35.000 --> 00:13:36.000]  來帶領教會
[00:13:36.000 --> 00:13:39.000]  這個就是我們今天來思想
[00:13:39.000 --> 00:13:41.000]  當我們說到大使命的時候
[00:13:41.000 --> 00:13:43.000]  我們求神可以開我們的眼睛
[00:13:43.000 --> 00:13:46.000]  看見他神國裏面
[00:13:46.000 --> 00:13:47.000]  是需要工人
[00:13:47.000 --> 00:13:49.000]  裝甲已經是熟了
[00:13:49.000 --> 00:13:51.000]  是要收割的時間
[00:13:51.000 --> 00:13:52.000]  在這個末後的世代
[00:13:52.000 --> 00:13:54.000]  主耶穌基督再回來之前
[00:13:54.000 --> 00:13:56.000]  這個大收割的時候
[00:13:56.000 --> 00:13:58.000]  我們要更多的工人
[00:13:58.000 --> 00:14:00.000]  在不同的崗位
[00:14:00.000 --> 00:14:02.000]  在職場裏面
[00:14:02.000 --> 00:14:04.000]  在宣教工場裏面
[00:14:04.000 --> 00:14:06.000]  在不同的地方裏面
[00:14:06.000 --> 00:14:08.000]  來收他的裝甲
[00:14:08.000 --> 00:14:11.000]  我們更加需要求神給我們恩典
[00:14:11.000 --> 00:14:13.000]  來完成他的大使命
[00:14:13.000 --> 00:14:15.000]  下個月10月份
[00:14:15.000 --> 00:14:16.000]  就是華基聯會
[00:14:16.000 --> 00:14:21.000]  我們宗教會一齊來進行宣教月的時間
[00:14:21.000 --> 00:14:23.000]  我們來思想
[00:14:23.000 --> 00:14:25.000]  這段經文大家很熟的
[00:14:25.000 --> 00:14:26.000]  已熟能詳
[00:14:26.000 --> 00:14:28.000]  但是太熟的緣故
[00:14:28.000 --> 00:14:30.000]  有時我們不到心裏
[00:14:30.000 --> 00:14:32.000]  我們的腦不到心
[00:14:32.000 --> 00:14:34.000]  更加不到我們的手腳
[00:14:34.000 --> 00:14:37.000]  我們需要將這種距離縮短
[00:14:37.000 --> 00:14:41.000]  我們的腦所知道的認知的真理
[00:14:41.000 --> 00:14:43.000]  要落到心裏有一個感動
[00:14:43.000 --> 00:14:46.000]  有感而需要有一個行動
[00:14:46.000 --> 00:14:48.000]  在生活裏面來行出來
[00:14:48.000 --> 00:14:51.000]  主耶穌基督用他最大的權柄
[00:14:51.000 --> 00:14:52.000]  來吩咐我們
[00:14:52.000 --> 00:14:54.000]  天上地下所有的權柄
[00:14:54.000 --> 00:14:57.000]  給了他來命令我們
[00:14:57.000 --> 00:15:01.000]  命令我們去洗到萬民做主的門徒
[00:15:01.000 --> 00:15:03.000]  就是奉父子聖靈的名禱
[00:15:03.000 --> 00:15:04.000]  來施洗
[00:15:04.000 --> 00:15:06.000]  凡是主所教導我們的
[00:15:06.000 --> 00:15:07.000]  吩咐他們的
[00:15:07.000 --> 00:15:09.000]  都要教訓他們來遵守
[00:15:09.000 --> 00:15:10.000]  主應許
[00:15:10.000 --> 00:15:12.000]  就常與我們同在
[00:15:12.000 --> 00:15:14.000]  直到世界的門了
[00:15:14.000 --> 00:15:17.000]  所以整個大使命的中心點
[00:15:17.000 --> 00:15:21.000]  這個帶著命令時態的唯一動詞
[00:15:21.000 --> 00:15:24.000]  其他去、施洗、教導
[00:15:24.000 --> 00:15:25.000]  都是輔助性的
[00:15:25.000 --> 00:15:27.000]  在原文我們叫participle
[00:15:27.000 --> 00:15:28.000]  是輔助性的
[00:15:28.000 --> 00:15:30.000]  而帶著一個命令性的
[00:15:30.000 --> 00:15:32.000]  imperative的動詞
[00:15:32.000 --> 00:15:36.000]  就是萬民做主的門徒
[00:15:36.000 --> 00:15:37.000]  做主的門徒
[00:15:37.000 --> 00:15:38.000]  就是耶穌基督
[00:15:38.000 --> 00:15:42.000]  他復活與門徒40天一起相處
[00:15:42.000 --> 00:15:43.000]  在升天之前
[00:15:43.000 --> 00:15:47.000]  所留下來最後最後一道的命令
[00:15:47.000 --> 00:15:51.000]  這一道的命令
[00:15:51.000 --> 00:15:54.000]  叫我們做一個門徒
[00:15:54.000 --> 00:15:56.000]  我們有時有一個觀念
[00:15:56.000 --> 00:15:58.000]  我信了做個信徒也好
[00:15:58.000 --> 00:16:01.000]  我信了經過十年二十年之後
[00:16:01.000 --> 00:16:03.000]  我才做主的門徒
[00:16:03.000 --> 00:16:07.000]  然後才出來和平福音學
[00:16:07.000 --> 00:16:09.000]  去門徒訓練學
[00:16:09.000 --> 00:16:12.000]  然後才出來侍奉
[00:16:12.000 --> 00:16:16.000]  但如果你看福音書和小行傳的話
[00:16:16.000 --> 00:16:18.000]  這個觀念是完全錯誤的
[00:16:18.000 --> 00:16:21.000]  在福音書和小行傳裏
[00:16:21.000 --> 00:16:23.000]  信徒和門徒是互相來的
[00:16:23.000 --> 00:16:24.000]  是對換的
[00:16:24.000 --> 00:16:26.000]  即是說一個人信主
[00:16:26.000 --> 00:16:28.000]  他立時就要做主的門徒
[00:16:28.000 --> 00:16:29.000]  跟隨耶穌
[00:16:29.000 --> 00:16:30.000]  效法基督
[00:16:30.000 --> 00:16:32.000]  然後出來侍奉
[00:16:32.000 --> 00:16:36.000]  你看看保羅
[00:16:36.000 --> 00:16:39.000]  保羅以前是迫不得已教會的
[00:16:39.000 --> 00:16:43.000]  有一次拿著大祭司的文書去大馬士革
[00:16:43.000 --> 00:16:45.000]  在路上的時候
[00:16:45.000 --> 00:16:46.000]  本來要迫不得已的基督徒
[00:16:46.000 --> 00:16:48.000]  將他們收入監獄裏面
[00:16:48.000 --> 00:16:50.000]  在路上突然之間
[00:16:50.000 --> 00:16:52.000]  一個大綱在午正的時候
[00:16:52.000 --> 00:16:54.000]  籠罩著他
[00:16:54.000 --> 00:16:56.000]  他在這個大綱底下撲倒
[00:16:56.000 --> 00:16:59.000]  然後聽到這位復活的主呼喚他
[00:16:59.000 --> 00:17:02.000]  他立時問出兩個問題
[00:17:02.000 --> 00:17:04.000]  第一個問題是主啊
[00:17:04.000 --> 00:17:05.000]  你是誰
[00:17:05.000 --> 00:17:08.000]  這個是他和主的關係
[00:17:08.000 --> 00:17:10.000]  他對主的認識是關乎到真理
[00:17:10.000 --> 00:17:12.000]  關乎到教義的
[00:17:12.000 --> 00:17:15.000]  然後他問出第二個問題
[00:17:15.000 --> 00:17:18.000]  他說主啊
[00:17:18.000 --> 00:17:20.000]  我當作什麼
[00:17:20.000 --> 00:17:22.000]  我當作什麼
[00:17:22.000 --> 00:17:24.000]  就是我們應該要做什麼
[00:17:24.000 --> 00:17:27.000]  這番話在《說行傳》裏面
[00:17:27.000 --> 00:17:29.000]  複述過三次
[00:17:29.000 --> 00:17:31.000]  第八章22章
[00:17:31.000 --> 00:17:34.000]  然後後來有一章是複述過
[00:17:34.000 --> 00:17:36.000]  意思就是說
[00:17:36.000 --> 00:17:39.000]  一個人他和這位復活的主相遇
[00:17:39.000 --> 00:17:41.000]  他生命有所改變
[00:17:41.000 --> 00:17:43.000]  他相信了
[00:17:43.000 --> 00:17:46.000]  立時他就要問出這個問題
[00:17:46.000 --> 00:17:48.000]  我當作什麼
[00:17:48.000 --> 00:17:50.000]  我現在要怎樣去
[00:17:50.000 --> 00:17:51.000]  在生活
[00:17:51.000 --> 00:17:53.000]  在我的行為裏面
[00:17:53.000 --> 00:17:56.000]  行動裏面來回應主呢
[00:17:56.000 --> 00:17:59.000]  所以如果你說相信了主
[00:17:59.000 --> 00:18:02.000]  十年八年都做過信徒
[00:18:02.000 --> 00:18:07.000]  然後才慢慢出來學習做個門徒
[00:18:07.000 --> 00:18:09.000]  這個不是主的心意
[00:18:09.000 --> 00:18:11.000]  主的心意叫我們
[00:18:11.000 --> 00:18:12.000]  你相信了耶穌基督
[00:18:12.000 --> 00:18:14.000]  將祂接受進入你的內心
[00:18:14.000 --> 00:18:16.000]  你的生命裏面
[00:18:16.000 --> 00:18:18.000]  生命有所改變
[00:18:18.000 --> 00:18:21.000]  剛才我們讀出來的那段經文
[00:18:21.000 --> 00:18:22.000]  《舊事已過》
[00:18:22.000 --> 00:18:23.000]  哥林多後書裏面
[00:18:23.000 --> 00:18:25.000]  都變成新的了
[00:18:25.000 --> 00:18:28.000]  一個生命改變之後
[00:18:28.000 --> 00:18:30.000]  新的生命
