
[00:00:00.000 --> 00:00:07.040]  曾經有人說人生有兩個重要的日子
[00:02:39.840 --> 00:02:45.520]  剛才程長老已經說了我信息的一大半
[00:02:45.520 --> 00:02:47.760]  不動的
[00:02:47.760 --> 00:02:49.680]  他將我的結論都說了
[00:02:49.680 --> 00:02:55.760]  所以不動
[00:02:55.760 --> 00:02:59.760]  為什麼不動呢?
[00:02:59.760 --> 00:03:02.320]  我們來看這一段經文
[00:03:02.320 --> 00:03:05.120]  耶穌又出去到海邊
[00:03:05.120 --> 00:03:08.000]  眾人就遷就了他來
[00:03:08.000 --> 00:03:09.920]  他們教訓他們
[00:03:09.920 --> 00:03:11.280]  耶穌經過的時候
[00:03:11.280 --> 00:03:15.840]  在見阿肋肥的兒子利尼坐在水關上
[00:03:15.840 --> 00:03:18.480]  就對他說:你跟從我來
[00:03:18.480 --> 00:03:23.280]  他就起來跟從了耶穌
[00:03:23.280 --> 00:03:27.920]  利尼他的人生的背景我們知道不是很多
[00:03:27.920 --> 00:03:31.040]  我們知道他是阿肋肥的兒子
[00:03:31.040 --> 00:03:33.360]  他是加利利人
[00:03:33.360 --> 00:03:40.000]  歷史家猶西比奧說他是敘利亞人
[00:03:40.000 --> 00:03:42.800]  後來他就做了瑞利
[00:03:42.800 --> 00:03:47.040]  在加伯隆這個地方來收稅
[00:03:47.040 --> 00:03:49.600]  大家跟我去過聖地的就知道
[00:03:49.600 --> 00:03:53.040]  加伯隆是耶穌之城
[00:03:53.040 --> 00:03:58.880]  加伯隆其實是一個非常重要的城市
[00:03:58.880 --> 00:04:07.360]  在Villamarais那條大路商業通道上
[00:04:07.360 --> 00:04:10.400]  其實是其中一個很重要的城市
[00:04:10.400 --> 00:04:12.960]  這裡就寫提比利亞
[00:04:12.960 --> 00:04:18.880]  提比利亞的地方其實就是加伯隆的地方
[00:04:18.880 --> 00:04:22.880]  在加伯隆現在發現到
[00:04:22.880 --> 00:04:27.680]  之前發現過一個石碑寫著Villamarais
[00:04:27.680 --> 00:04:30.240]  在加伯隆那裡發現
[00:04:30.240 --> 00:04:34.080]  所以當時羅馬統治的地圖是非常大
[00:04:34.080 --> 00:04:39.520]  他們會找一些人來收稅
[00:04:39.520 --> 00:04:41.760]  那時候沒有郵寄
[00:04:41.760 --> 00:04:44.560]  沒有上網等等
[00:04:44.560 --> 00:04:49.840]  就要有人來收各地的稅務
[00:04:49.840 --> 00:04:53.840]  敘利就是其中一個收稅源
[00:04:53.840 --> 00:04:55.840]  敘利也分很多級
[00:04:55.840 --> 00:04:57.840]  有些是普通敘利
[00:04:57.840 --> 00:05:02.240]  有些叫上一級的敘利長
[00:05:02.240 --> 00:05:05.840]  敘利長負責整區的稅收
[00:05:05.840 --> 00:05:09.840]  大家知道聖經裡面有誰是敘利長嗎?
[00:05:09.840 --> 00:05:15.840]  撒蓋在耶利哥那裡做敘利
[00:05:15.840 --> 00:05:20.160]  敘利其實不是很好的明星
[00:05:20.160 --> 00:05:24.240]  因為他們是幫助羅馬人來收稅
[00:05:24.240 --> 00:05:26.800]  他們稱他為「郵間」
[00:05:26.800 --> 00:05:32.400]  幫助外面的人欺壓自己的百姓
[00:05:32.400 --> 00:05:36.000]  甚至很多時候是挖了一些文資文膏
[00:05:36.000 --> 00:05:38.400]  自己放進自己的袋子裡
[00:05:38.400 --> 00:05:41.280]  敘利就是這樣的一個職業
[00:05:41.280 --> 00:05:45.360]  聖經說耶穌來到加伯隆海邊的時候
[00:05:45.360 --> 00:05:49.200]  他看到敘利坐在稅關上
[00:05:49.200 --> 00:05:53.040]  然後對敘利利未講
[00:05:53.040 --> 00:05:55.600]  你更從我來
[00:05:55.600 --> 00:05:59.120]  雖然明星不是很好
[00:05:59.120 --> 00:06:01.680]  但做敘利也算是一份優差
[00:06:01.680 --> 00:06:06.160]  比其他勞動的大眾好很多
[00:06:06.160 --> 00:06:08.160]  明星不好
[00:06:08.160 --> 00:06:10.160]  在耶穌的時代
[00:06:10.160 --> 00:06:15.440]  敘利經常和什麼人放在一起呢?
[00:06:15.440 --> 00:06:20.080]  敘利和罪人放在一起
[00:06:20.080 --> 00:06:24.400]  如果你看馬太第11章
[00:06:24.400 --> 00:06:25.920]  路加福音第15章
[00:06:25.920 --> 00:06:26.960]  你就會發現
[00:06:26.960 --> 00:06:30.320]  敘利和罪人在一起
[00:06:30.320 --> 00:06:32.880]  他們不是人上人
[00:06:32.880 --> 00:06:34.160]  他們是人下人
[00:06:34.160 --> 00:06:38.000]  比普通的人不如
[00:06:38.000 --> 00:06:39.280]  在明星上
[00:06:39.280 --> 00:06:42.320]  利未有兩個名字
[00:06:42.320 --> 00:06:44.400]  第一個名字就是利未
[00:06:44.400 --> 00:06:48.240]  後來他改名叫馬太
[00:06:48.240 --> 00:06:52.080]  馬太的意思是什麼?
[00:06:52.080 --> 00:06:57.840]  馬太的意思就是耶和華的恩賜
[00:06:57.840 --> 00:07:01.200]  如果你看利未
[00:07:01.200 --> 00:07:04.560]  他在路加福音和馬克福音
[00:07:04.560 --> 00:07:05.600]  都用他舊名
[00:07:05.600 --> 00:07:09.360]  但在馬太福音他用他的新名
[00:07:09.360 --> 00:07:15.120]  意思是利未在這一天遇到耶穌的時候
[00:07:15.120 --> 00:07:18.720]  他的人生做了一個很大的改變
[00:07:18.720 --> 00:07:20.880]  他欺咎重生
[00:07:20.880 --> 00:07:24.720]  他讓人知道他是一個新做的人
[00:07:24.720 --> 00:07:27.280]  所以當他寫馬太福音的時候
[00:07:27.280 --> 00:07:30.480]  他寫他自己的新名
[00:07:30.480 --> 00:07:33.840]  所以剛才我們說了
[00:07:33.840 --> 00:07:42.480]  是一個被人忽視的職業
[00:07:42.480 --> 00:07:45.280]  第一件我要跟大家說的是
[00:07:45.280 --> 00:07:48.240]  英雄莫問出處
[00:07:48.240 --> 00:07:50.000]  英雄莫問出處
[00:07:50.000 --> 00:07:52.720]  不需要看一個人的背景
[00:07:52.720 --> 00:07:58.160]  看他現在和他在世界上的影響
[00:07:58.160 --> 00:08:00.720]  來斷定他生命的價值
[00:08:00.720 --> 00:08:04.160]  無論在哪種地位
[00:08:04.160 --> 00:08:08.080]  我們看到耶穌基督都不看我們的過去
[00:08:08.080 --> 00:08:10.480]  他只看我們的現在
[00:08:10.480 --> 00:08:12.720]  和看我們對他的心
[00:08:12.720 --> 00:08:18.160]  也直此斷定我們的將來
[00:08:18.160 --> 00:08:20.720]  馬太他坐在水關的時候
[00:08:20.720 --> 00:08:21.760]  本來好端端的
[00:08:21.760 --> 00:08:24.080]  耶穌忽然出現在他面前
[00:08:24.080 --> 00:08:27.920]  然後說你跟從我來
[00:08:27.920 --> 00:08:30.160]  聖經告訴我們
[00:08:30.160 --> 00:08:34.560]  馬太又如何
[00:08:34.560 --> 00:08:36.560]  路加福音第五章說
[00:08:36.560 --> 00:08:41.680]  他撇下所有的起來跟從耶穌
[00:08:41.680 --> 00:08:44.880]  馬太在這種情況下
[00:08:44.880 --> 00:08:49.520]  他還沒搞清楚事情的來龍去脈的時候
[00:08:49.520 --> 00:08:51.680]  就放下自己的職業
[00:08:51.680 --> 00:08:54.480]  路加福音說他撇下所有
[00:08:54.480 --> 00:08:58.800]  這個所有當然就是當時他的所有
[00:08:58.800 --> 00:09:03.440]  是不是太倉促呢
[00:09:03.440 --> 00:09:07.760]  有沒有人這樣改變他一生
[00:09:07.760 --> 00:09:12.640]  然後跟著耶穌不做自己的稅利或職業呢
[00:09:12.640 --> 00:09:14.720]  有沒有這樣的人呢
[00:09:14.720 --> 00:09:17.040]  其實如果你要回答這個答案
[00:09:17.040 --> 00:09:19.440]  其實有些倉促的
[00:09:19.440 --> 00:09:22.320]  但也不是
[00:09:22.320 --> 00:09:26.240]  所以回答這個問題有是也有不是
[00:09:26.240 --> 00:09:30.640]  從聖經記載的情況
[00:09:30.640 --> 00:09:34.480]  馬太當時的反應是非常果斷
[00:09:34.480 --> 00:09:36.800]  耶穌一說他就走了
[00:09:36.800 --> 00:09:38.560]  他什麼都不理
[00:09:38.560 --> 00:09:40.240]  甚至沒有交代
[00:09:40.240 --> 00:09:41.840]  很清楚就走了
[00:09:41.840 --> 00:09:44.320]  乾淨零落
[00:09:44.320 --> 00:09:46.320]  是不是很倉促
[00:09:46.320 --> 00:09:48.800]  但我說不是呢
[00:09:48.800 --> 00:09:51.120]  不是的原因大家想想
[00:09:51.120 --> 00:09:53.360]  為什麼叫做不是呢
[00:09:53.360 --> 00:09:56.560]  因為我們看一個人
[00:09:56.560 --> 00:09:59.120]  經常他要做一個重大決定的時候
[00:09:59.120 --> 00:10:03.280]  他應該不會這麼貿然
[00:10:03.280 --> 00:10:09.360]  所以我發現有很多事情聖經沒有說
[00:10:09.360 --> 00:10:12.880]  而我們可以從其中做一些推理
[00:10:12.880 --> 00:10:17.680]  第一他對耶穌的教導應該不陌生
[00:10:17.680 --> 00:10:20.880]  因為耶穌經常去海邊
[00:10:20.880 --> 00:10:24.400]  耶穌時時都會在加勃隆出現
[00:10:24.400 --> 00:10:25.760]  耶穌的城
[00:10:26.240 --> 00:10:29.280]  所以耶穌遊到海邊
[00:10:29.280 --> 00:10:31.520]  眾人就就他來
[00:10:31.520 --> 00:10:36.160]  所以如果馬太經常坐在加勃隆的瑞關
[00:10:36.160 --> 00:10:39.040]  他應該對耶穌基督不陌生
[00:10:39.040 --> 00:10:41.920]  對耶穌基督的教導也不陌生
[00:10:41.920 --> 00:10:45.120]  他在瑞關的辦公室裡
[00:10:45.120 --> 00:10:48.560]  可能有時會走出去聽聽耶穌講道
[00:10:48.560 --> 00:10:51.760]  有一個作者叫Alexander White
[00:10:51.760 --> 00:10:55.120]  他寫了一本聖經人物的書
[00:10:55.120 --> 00:11:03.120]  他相信尼米和耶穌的認識已經很久
[00:11:03.120 --> 00:11:06.800]  因為耶穌經常到他的城市
[00:11:06.800 --> 00:11:08.240]  而且在他的附近
[00:11:08.240 --> 00:11:12.320]  第二他對耶穌不陌生
[00:11:12.320 --> 00:11:17.600]  第二他對自己的職業也有充分的不滿
[00:11:17.600 --> 00:11:21.120]  因為當時做稅吏很多人看不起
[00:11:21.120 --> 00:11:23.840]  被人的鄙視和壓力
[00:11:23.840 --> 00:11:27.040]  被人的排斥和不恥的底下
[00:11:27.040 --> 00:11:29.600]  我相信對於一個男人來說
[00:11:29.600 --> 00:11:32.320]  雖然現在賺到錢
[00:11:32.320 --> 00:11:35.360]  但是對於他的尊嚴和面子
[00:11:35.360 --> 00:11:39.840]  有時他也覺得不一定可以繼續下去
[00:11:39.840 --> 00:11:44.000]  所以他對自己的職業應該是有所不滿
[00:11:44.000 --> 00:11:48.960]  第三他也知道如果要跟從耶穌
[00:11:48.960 --> 00:11:51.760]  如果耶穌發出一個呼召你跟從我來
[00:11:51.760 --> 00:11:56.080]  他知道跟從耶穌是要做一個更有意義
[00:11:56.080 --> 00:12:00.240]  更能夠影響心願的一件事
[00:12:00.240 --> 00:12:02.720]  所以他毅然撇下自己的職位
[00:12:02.720 --> 00:12:04.560]  撇下自己的前途
[00:12:04.560 --> 00:12:08.400]  撇下自己擁有的一份優柴
[00:12:08.400 --> 00:12:10.880]  頂智慧有沒有看到
[00:12:10.880 --> 00:12:13.520]  很多時候我發現
[00:12:13.520 --> 00:12:17.920]  今天的人可能想了很久
[00:12:18.240 --> 00:12:20.160]  但你在外面看
[00:12:20.160 --> 00:12:24.000]  你忽然間覺得他做了一個很重大的決定
[00:12:24.000 --> 00:12:25.200]  你會覺得奇怪
[00:12:25.200 --> 00:12:30.720]  為什麼好好的會做這麼大的決定呢
[00:12:30.720 --> 00:12:36.080]  其實我們的過去不能夠限制我們的現在
[00:12:36.080 --> 00:12:39.040]  更無法斷定我們的將來
[00:12:39.040 --> 00:12:40.320]  大家同意嗎?
[00:12:40.320 --> 00:12:45.040]  馬太雖然有不好的背景
[00:12:45.040 --> 00:12:47.040]  但耶穌沒有看他的過去
[00:12:47.040 --> 00:12:50.240]  耶穌看他生命的本質
[00:12:50.240 --> 00:12:53.440]  然後他呼召馬太
[00:12:53.440 --> 00:12:56.640]  讓馬太將生命交託給他
[00:12:56.640 --> 00:13:03.040]  然後被主冒做成為神手裡的器皿
[00:13:03.040 --> 00:13:08.560]  然後被耶穌基督斷定他的將來
[00:13:08.560 --> 00:13:12.000]  頂智慧你知道馬太放下了什麼嗎?
[00:13:12.000 --> 00:13:15.440]  路加芬說他撇下所有
[00:13:15.440 --> 00:13:17.440]  跟從耶穌
[00:13:17.440 --> 00:13:19.440]  他撇下了什麼呢?
[00:13:19.440 --> 00:13:21.440]  他放下了什麼呢?
[00:13:21.440 --> 00:13:23.440]  他放下了一份優柴
[00:13:23.440 --> 00:13:27.440]  很穩定的一份優柴
[00:13:27.440 --> 00:13:29.440]  他放下了可觀的收入
[00:13:29.440 --> 00:13:35.440]  他也放下了一個職業的保障
[00:13:35.440 --> 00:13:37.440]  其實對一個男人來說
[00:13:37.440 --> 00:13:39.440]  那份工作很重要
[00:13:39.440 --> 00:13:41.440]  那個保障很重要
[00:13:41.440 --> 00:13:45.040]  他為什麼要放下這麼多呢?
[00:13:45.040 --> 00:13:47.040]  為什麼呢?
[00:13:47.040 --> 00:13:49.040]  因為他要找另外一件事
[00:13:49.040 --> 00:13:51.040]  他要換另一件事
[00:13:51.040 --> 00:13:55.040]  大家知道我們人生有很多的抉擇
[00:13:55.040 --> 00:13:57.040]  你要放下一些東西
[00:13:57.040 --> 00:13:59.040]  你才可以得到另外一些東西
[00:13:59.040 --> 00:14:01.040]  你不放下
[00:14:01.040 --> 00:14:03.040]  有時你就不可以得到
[00:14:03.040 --> 00:14:07.040]  以前大家可能經歷過
[00:14:07.040 --> 00:14:11.040]  在鄉下或看一些小說或電視集
[00:14:11.040 --> 00:14:13.040]  你就會發現
[00:14:13.040 --> 00:14:17.040]  以前的人可能到市集
[00:14:17.040 --> 00:14:19.040]  拿一些東西來交換
[00:14:19.040 --> 00:14:23.040]  例如拿幾隻雞來換一匹布
[00:14:23.040 --> 00:14:27.040]  或者用一些勞力來換一些食物
[00:14:27.040 --> 00:14:31.040]  用時間或自己的知識
[00:14:31.040 --> 00:14:33.040]  來解決別人的問題
[00:14:33.040 --> 00:14:37.040]  來換取其他有意義的東西
[00:14:37.040 --> 00:14:39.040]  等著你不要放下
[00:14:39.040 --> 00:14:41.040]  你就不要回饋
[00:14:41.040 --> 00:14:43.040]  這個叫做Trade-off
[00:14:43.040 --> 00:14:45.040]  當我們放下
[00:14:45.040 --> 00:14:49.040]  我們才可以得到更有意義的東西
[00:14:49.040 --> 00:14:51.040]  如果你看利味
[00:14:51.040 --> 00:14:53.040]  他放下了人生很多的東西
[00:14:53.040 --> 00:14:55.040]  休閒的差事
[00:14:55.040 --> 00:14:57.040]  可觀的收入
[00:14:57.040 --> 00:14:59.040]  職業的保障
[00:14:59.040 --> 00:15:01.040]  但是他找到一個更有意義
[00:15:01.040 --> 00:15:03.040]  更有價值
[00:15:03.040 --> 00:15:07.040]  更讓他嚮往的人生的目標
[00:15:07.040 --> 00:15:09.040]  這個就是我剛才所說的
[00:15:09.040 --> 00:15:13.040]  他找到人生第二個重大日子
[00:15:13.040 --> 00:15:19.040]  就是他發現他出生的意義到底是甚麼
[00:15:19.040 --> 00:15:24.040]  其實人生有很多東西比事業
[00:15:24.040 --> 00:15:25.040]  比金錢
[00:15:25.040 --> 00:15:27.040]  比物質更有價值
[00:15:27.040 --> 00:15:29.040]  這個就可以解釋
[00:15:29.040 --> 00:15:32.040]  為何有些人到事業的高峰
[00:15:32.040 --> 00:15:34.040]  忽然間急流勇退
[00:15:34.040 --> 00:15:37.040]  他就不做了
[00:15:37.040 --> 00:15:41.040]  然後去做牧師
[00:15:41.040 --> 00:15:43.040]  去讀神學
[00:15:43.040 --> 00:15:49.040]  這個其實我們有一個專門的名詞
[00:15:49.040 --> 00:15:51.040]  叫做人生下半場
[00:15:51.040 --> 00:15:54.040]  人生下半場其實就是
[00:15:54.040 --> 00:15:56.040]  有些人到中年的時候
[00:15:56.040 --> 00:15:58.040]  他會有一個中年危機
[00:15:58.040 --> 00:16:00.040]  中年危機是甚麼呢
[00:16:00.040 --> 00:16:02.040]  中年危機就是
[00:16:02.040 --> 00:16:04.040]  人到了中年的時候
[00:16:04.040 --> 00:16:08.040]  不是看他要賺的錢有多少
[00:16:08.040 --> 00:16:11.040]  不是看他物質的生活是怎樣
[00:16:11.040 --> 00:16:13.040]  而人到中年的時候
[00:16:13.040 --> 00:16:19.040]  他就很想做一些他心底裡嚮往要做的事
[00:16:19.040 --> 00:16:22.040]  要找一個有意義有價值的事
[00:16:22.040 --> 00:16:26.040]  或者目標來追求
[00:16:26.040 --> 00:16:29.040]  所以在人生下半場的時候
[00:16:29.040 --> 00:16:33.040]  他們經常說有一個問題要問
[00:16:33.040 --> 00:16:38.040]  以前我們大學畢業出來找工作
[00:16:38.040 --> 00:16:43.040]  我們經常要為甚麼而活
[00:16:43.040 --> 00:16:45.040]  What am I living for
[00:16:45.040 --> 00:16:47.040]  我為甚麼而活呢
[00:16:47.040 --> 00:16:49.040]  為國家
[00:16:49.040 --> 00:16:51.040]  為兒子
[00:16:51.040 --> 00:16:53.040]  讓他們可以上大學
[00:16:53.040 --> 00:16:55.040]  現在就要賺錢
[00:16:55.040 --> 00:16:58.040]  到底我為甚麼而活呢
[00:16:58.040 --> 00:17:00.040]  這個就是上半生
[00:17:00.040 --> 00:17:03.040]  到下半生大家都發現
[00:17:03.040 --> 00:17:05.040]  有時兒女長大了
[00:17:05.040 --> 00:17:07.040]  又穩定了
[00:17:07.040 --> 00:17:09.040]  又賺到錢
[00:17:09.040 --> 00:17:11.040]  又有房子
[00:17:11.040 --> 00:17:13.040]  又有房子
[00:17:13.040 --> 00:17:15.040]  現在就不是再追求這些東西
[00:17:15.040 --> 00:17:17.040]  現在是追求甚麼呢
[00:17:17.040 --> 00:17:20.040]  這個問題就調一調
[00:17:20.040 --> 00:17:23.040]  不是What am I living for
[00:17:23.040 --> 00:17:25.040]  是What am I dying for
[00:17:25.040 --> 00:17:27.040]  我為甚麼而死呢
[00:17:27.040 --> 00:17:31.040]  即是我快要離開世界了
[00:17:31.040 --> 00:17:33.040]  我人生到底有甚麼
[00:17:33.040 --> 00:17:36.040]  我為它而死都願意
[00:17:36.040 --> 00:17:38.040]  有甚麼呢
[00:17:38.040 --> 00:17:40.040]  大家有沒有發現
[00:17:40.040 --> 00:17:45.040]  有些事你不收錢都願意去做
[00:17:45.040 --> 00:17:47.040]  如果你喜歡
[00:17:47.040 --> 00:17:49.040]  你覺得有意義
[00:17:49.040 --> 00:17:51.040]  不收錢你都要去做
[00:17:51.040 --> 00:17:54.040]  當然這個前提是你有飯吃
[00:17:54.040 --> 00:17:57.040]  如果你沒有飯吃就很難了
[00:17:57.040 --> 00:18:00.040]  當你人生走到一個階段的時候
[00:18:00.040 --> 00:18:02.040]  有些事你很想做
[00:18:02.040 --> 00:18:05.040]  但你不用物質去換取
[00:18:05.040 --> 00:18:08.040]  你都願意去做
[00:18:08.040 --> 00:18:10.040]  這個也是我們經常說
[00:18:10.040 --> 00:18:16.040]  換個跑道去走人手
[00:18:16.040 --> 00:18:22.040]  前一陣子我讀到三文治的一份報紙
[00:18:22.040 --> 00:18:24.040]  他這樣說
[00:18:24.040 --> 00:18:29.040]  不知為何這份報紙不是屬靈的
[00:18:29.040 --> 00:18:31.040]  或者基督徒的報紙
[00:18:31.040 --> 00:18:35.040]  但他說有一個現象
[00:18:35.040 --> 00:18:40.040]  有很多人入神學院受詛咒
[00:18:40.040 --> 00:18:42.040]  他做了一個統計
[00:18:42.040 --> 00:18:46.040]  經常都是35歲以上
[00:18:46.040 --> 00:18:49.040]  而且很多讀神學院的人
[00:18:49.040 --> 00:18:53.040]  曾經有一份優厚的職業
[00:18:53.040 --> 00:18:56.040]  有豐富的物質享受
[00:18:56.040 --> 00:18:59.040]  而他們放下這些東西
[00:18:59.040 --> 00:19:01.040]  接受人生的挑戰
[00:19:01.040 --> 00:19:04.040]  他這篇文章討論
[00:19:04.040 --> 00:19:08.040]  其實看人看來不是很可能發生
[00:19:08.040 --> 00:19:10.040]  但就發生在這些人身上
[00:19:10.040 --> 00:19:13.040]  他訪問的人當中
[00:19:13.040 --> 00:19:15.040]  其實有些類同的情況
[00:19:15.040 --> 00:19:20.040]  他們都是要追求人生有意義
[00:19:20.040 --> 00:19:24.040]  而他願意用優厚的生活條件
[00:19:24.040 --> 00:19:29.040]  放下來換取意義和目標
[00:19:29.040 --> 00:19:35.040]  根據我在美國大概二三十年的神學教育經驗
[00:19:35.040 --> 00:19:38.040]  我發現現在神學院的學生
[00:19:38.040 --> 00:19:42.040]  平均年齡是多少歲
[00:19:42.040 --> 00:19:44.040]  或者多少歲以上
[00:19:44.040 --> 00:19:47.040]  四十以上
[00:19:47.040 --> 00:19:51.040]  四十可能我已經放低了
[00:19:51.040 --> 00:19:53.040]  可能四十五
[00:19:53.040 --> 00:19:56.040]  我以前在海外神學院教書的時候
[00:19:56.040 --> 00:20:00.040]  很多我的學生都是四十多歲
[00:20:00.040 --> 00:20:02.040]  甚至有些比我年紀還大
[00:20:02.040 --> 00:20:05.040]  他們畢業之後
[00:20:05.040 --> 00:20:09.040]  他們沒有幾年去做屬靈的事
[00:20:09.040 --> 00:20:12.040]  但是他們在中年的時候
[00:20:12.040 --> 00:20:15.040]  他們體會到回應中年的危機
[00:20:15.040 --> 00:20:18.040]  或者要找到人生更大的
[00:20:18.040 --> 00:20:21.040]  所以他們回應神的召命
[00:20:21.040 --> 00:20:26.040]  他們願意全職侍奉神
[00:20:26.040 --> 00:20:28.040]  人生苦短
[00:20:28.040 --> 00:20:31.040]  我這裡奉勸大家
[00:20:31.040 --> 00:20:34.040]  如果你還沒有找到人生的意義的時候
[00:20:34.040 --> 00:20:38.040]  我希望你好像利味、馬太一樣
[00:20:38.040 --> 00:20:41.040]  你找到人生的終結意義
[00:20:41.040 --> 00:20:44.040]  不要只在地上找銀子
[00:20:44.040 --> 00:20:47.040]  不要只想著在地上散散氣
[00:20:47.040 --> 00:20:49.040]  就過你一生
[00:20:49.040 --> 00:20:52.040]  到最後的時候你可能會後悔
[00:20:52.040 --> 00:20:55.040]  當你後悔的時候可能也太遲了
[00:20:55.040 --> 00:20:57.040]  傳道書說
[00:20:57.040 --> 00:21:01.040]  當趁著年幼衰敗的日子尚未來到的時候
[00:21:01.040 --> 00:21:04.040]  就是你說毫無喜樂的那些年日
[00:21:04.040 --> 00:21:07.040]  未曾臨近節線
[00:21:07.040 --> 00:21:09.040]  那叫什麼?
[00:21:09.040 --> 00:21:12.040]  紀念做你的主
[00:21:12.040 --> 00:21:17.040]  這個紀念其實就是指到神的事
[00:21:17.040 --> 00:21:18.040]  神的心意
[00:21:18.040 --> 00:21:20.040]  參與神的聖講
[00:21:20.040 --> 00:21:24.040]  所以如果清楚神的呼召在你的身上的話
[00:21:24.040 --> 00:21:29.040]  我覺得我們可以憑信心走出來
[00:21:29.040 --> 00:21:32.040]  不要想著放下了這麼多東西
[00:21:32.040 --> 00:21:34.040]  那怎麼辦呢?
[00:21:34.040 --> 00:21:37.040]  如果跟耶穌基督走天路的話
[00:21:37.040 --> 00:21:43.040]  耶穌基督會為你負責一切
[00:21:43.040 --> 00:21:48.040]  其實我以前讀神學的時候也沒有想那麼多
[00:21:48.040 --> 00:21:52.040]  我年紀很輕的時候就奉獻
[00:21:52.040 --> 00:21:55.040]  讀了神學就去了菲律賓
[00:21:55.040 --> 00:21:58.040]  去菲律賓的時候也沒有問薪水多少錢
[00:21:58.040 --> 00:22:00.040]  到底生活怎麼樣
[00:22:00.040 --> 00:22:04.040]  總而言之跟從主一定沒有錯
[00:22:04.040 --> 00:22:06.040]  我們在菲律賓的時候
[00:22:06.040 --> 00:22:10.040]  真的不知道下一餐在哪裡
[00:22:10.040 --> 00:22:18.040]  有一次我真的有點傻
[00:22:18.040 --> 00:22:20.040]  有一次要請人吃飯
[00:22:20.040 --> 00:22:25.040]  請人吃飯的那個是我的
[00:22:25.040 --> 00:22:30.040]  在教會裡的牧師
[00:22:30.040 --> 00:22:32.040]  我去的時候照顧我很多
[00:22:32.040 --> 00:22:34.040]  我打算請他吃飯
[00:22:34.040 --> 00:22:37.040]  但我不知道原來我們沒有錢
[00:22:37.040 --> 00:22:42.040]  只有20塊菲幣
[00:22:42.040 --> 00:22:44.040]  那怎麼辦呢
[00:22:44.040 --> 00:22:46.040]  後來已經請了人
[00:22:46.040 --> 00:22:49.040]  打算開罐頭
[00:22:49.040 --> 00:22:50.040]  後來找了一找
[00:22:50.040 --> 00:22:53.040]  找到有人送給我們的一罐鮑魚
[00:22:53.040 --> 00:22:55.040]  鮑魚也不錯
[00:22:55.040 --> 00:22:58.040]  那20塊出去買菜
[00:22:58.040 --> 00:23:02.040]  然後簡單請了牧師吃飯
[00:23:02.040 --> 00:23:11.040]  其實過去在經濟不足的情況下
[00:23:11.040 --> 00:23:14.040]  我們的心靈是非常滿足的
[00:23:14.040 --> 00:23:16.040]  我們的心靈是非常喜樂的
[00:23:16.040 --> 00:23:17.040]  為什麼呢
[00:23:17.040 --> 00:23:22.040]  因為我們知道我們自己侍奉的是什麼
[00:23:22.040 --> 00:23:25.040]  英雄莫問出處
