
[00:00:00.000 --> 00:00:05.000]  各位聽眾你好,歡迎大家收聽
[00:04:20.000 --> 00:04:24.000]  中國和德國是一個非常有趣的關係
[00:04:24.000 --> 00:04:28.000]  事實上中國經常都想仿效德國
[00:04:28.000 --> 00:04:31.000]  來這個所謂勵精圖治
[00:04:31.000 --> 00:04:34.000]  所以李鴻章去到德國的時候
[00:04:34.000 --> 00:04:39.000]  就訪問當時一個很出名的所謂鐵面的宰相
[00:04:39.000 --> 00:04:41.000]  俾斯麥
[00:04:41.000 --> 00:04:45.000]  俾斯麥就和他提到練兵的心得
[00:04:45.000 --> 00:04:47.000]  俾斯麥就這樣說
[00:04:47.000 --> 00:04:50.000]  以練兵為國家的基礎,兵不貴多,而事貴精
[00:04:50.000 --> 00:04:54.000]  必須練清,技藝精湛,才向無所敵
[00:04:54.000 --> 00:04:58.000]  事實上日後中國的軍事方面
[00:04:58.000 --> 00:05:01.000]  是事實上想仿效德國制的
[00:05:01.000 --> 00:05:04.000]  無論是日後的皇保軍校
[00:05:04.000 --> 00:05:07.000]  想仿效蘇聯和德國制度
[00:05:07.000 --> 00:05:13.000]  共產黨也有一個德國的將領
[00:05:13.000 --> 00:05:16.000]  李德,在二萬五千里長征的時候
[00:05:16.000 --> 00:05:19.000]  李德也是其中一個將領,是德國人
[00:05:19.000 --> 00:05:22.000]  而國民黨的剿共也是德國人
[00:05:22.000 --> 00:05:25.000]  是很厲害的,德國人打了德國人
[00:05:25.000 --> 00:05:29.000]  所謂國共內戰,其實就是德國人打德國人
[00:05:29.000 --> 00:05:31.000]  真是有趣的
[00:05:31.000 --> 00:05:34.000]  李鴻章去完德國,還去比利時、法國
[00:05:34.000 --> 00:05:36.000]  最後還去英國
[00:05:36.000 --> 00:05:41.000]  在英國的時候,就好像他和英女皇維多利亞
[00:05:41.000 --> 00:05:44.000]  有些很有趣的事情,你可不可以說說
[00:05:44.000 --> 00:05:47.000]  他去到英國的時候
[00:05:47.000 --> 00:05:50.000]  李鴻章的文學根不錯
[00:05:50.000 --> 00:05:56.000]  他在送了兩個名句寫了一些字
[00:05:56.000 --> 00:06:01.000]  非常工整的字給英女皇維多利亞
[00:06:01.000 --> 00:06:02.000]  這兩句是什麼呢?
[00:06:02.000 --> 00:06:08.000]  西望遙馳,降皇母,東奈子氣,滿行關
[00:06:08.000 --> 00:06:13.000]  所謂遙馳的皇母娘娘當然是指女皇
[00:06:13.000 --> 00:06:15.000]  這個女皇指英女皇
[00:06:15.000 --> 00:06:19.000]  出行關的老子是誰呢?就是他自己
[00:06:19.000 --> 00:06:25.000]  用這兩句來形容他怎樣去探望這個英女皇
[00:06:25.000 --> 00:06:27.000]  都非常貼切的
[00:06:27.000 --> 00:06:31.000]  都可以說他相當精英
[00:06:31.000 --> 00:06:36.000]  真是這些古詩都能夠形容近代的情形
[00:06:36.000 --> 00:06:38.000]  李鴻章去完英國
[00:06:38.000 --> 00:06:41.000]  接著就來了美國,又去到紐約
[00:06:41.000 --> 00:06:45.000]  還接受了當時紐約時報的訪問
[00:06:45.000 --> 00:06:50.000]  你可不可以說說他在紐約時報上發表了什麼言論呢?
[00:06:50.000 --> 00:06:54.000]  我有機會看過他的訪問的內容
[00:06:54.000 --> 00:06:58.000]  我都挺欣賞李鴻章所說的,非常得體的
[00:06:58.000 --> 00:07:02.000]  首先他非常驚訝紐約的高樓大廈
[00:07:02.000 --> 00:07:04.000]  有電梯,又不怕風
[00:07:04.000 --> 00:07:06.000]  那麼厲害
[00:07:06.000 --> 00:07:09.000]  他也談到教育制度
[00:07:09.000 --> 00:07:12.000]  他就認為中國的教育制度真是認真落後
[00:07:12.000 --> 00:07:14.000]  真是需要改革的
[00:07:14.000 --> 00:07:16.000]  只有男孩子才能上學
[00:07:16.000 --> 00:07:20.000]  沒有女孩子,只有富家子弟才能上學
[00:07:20.000 --> 00:07:22.000]  窮人就沒有機會的
[00:07:22.000 --> 00:07:25.000]  所以他都有提到
[00:07:25.000 --> 00:07:27.000]  不過我最欣賞他
[00:07:27.000 --> 00:07:31.000]  他來接受紐約時報訪問的時候
[00:07:31.000 --> 00:07:34.000]  他就談到美國種族歧視
[00:07:34.000 --> 00:07:37.000]  他要求美國廢除移民法案
[00:07:37.000 --> 00:07:40.000]  他不去加州,不去西岸
[00:07:40.000 --> 00:07:48.000]  因為他覺得中國的移民得不到美國政府給他們移民應有的權利
[00:07:48.000 --> 00:07:53.000]  他以為這個排華法案是世界上最不公平的一個法案
[00:07:53.000 --> 00:07:59.000]  那你可不可以解釋一下中國人當時在美國的時候的背景是怎樣的呢?
[00:07:59.000 --> 00:08:04.000]  中國人來美國也有一段時間了
[00:08:04.000 --> 00:08:08.000]  李鴻章在1896年訪美
[00:08:08.000 --> 00:08:11.000]  在1882年5月6日
[00:08:11.000 --> 00:08:17.000]  美國總統Arthur簽署了這個Chinese Exclusion Act
[00:08:17.000 --> 00:08:19.000]  這個所謂排華法案
[00:08:19.000 --> 00:08:20.000]  背景是這樣的
[00:08:20.000 --> 00:08:22.000]  在1848年至1855年的時候
[00:08:22.000 --> 00:08:25.000]  美國西岸有這個所謂的沉金燃
[00:08:25.000 --> 00:08:28.000]  吸引了不少中國人遠到來沉金
[00:08:28.000 --> 00:08:31.000]  再加上當時有太平天國戰亂
[00:08:31.000 --> 00:08:34.000]  所以納患又死定了
[00:08:34.000 --> 00:08:39.000]  不少中國人冒險來到美國的地方掘金
[00:08:39.000 --> 00:08:41.000]  我們叫做金山
[00:08:41.000 --> 00:08:48.000]  之後美國建造了一個叫Trans Continental Railway
[00:08:48.000 --> 00:08:52.000]  所以吸引了不少中國勞工來到美國的西岸
[00:08:52.000 --> 00:08:54.000]  這些中國的勞工
[00:08:54.000 --> 00:08:58.000]  又便宜又靠得住又好使好用
[00:08:58.000 --> 00:09:00.000]  又不會造反
[00:09:00.000 --> 00:09:02.000]  再加上他們沒有福利
[00:09:02.000 --> 00:09:04.000]  對美國的負擔不是很大
[00:09:04.000 --> 00:09:10.000]  所以吸引了大批中國人移居來到加州
[00:09:10.000 --> 00:09:13.000]  引起當時的百人不滿
[00:09:13.000 --> 00:09:15.000]  早在1878年的時候
[00:09:15.000 --> 00:09:18.000]  國會通過一些排華法案
[00:09:18.000 --> 00:09:21.000]  當時的總統是棄事拒絕簽署
[00:09:21.000 --> 00:09:24.000]  認為有種族歧視
[00:09:24.000 --> 00:09:26.000]  到1879年的時候
[00:09:26.000 --> 00:09:31.000]  加州首先立法拒絕一些中央人士入境
[00:09:31.000 --> 00:09:33.000]  終於在很多壓力之下
[00:09:33.000 --> 00:09:37.000]  美國政府國會在1892年簽署了
[00:09:37.000 --> 00:09:40.000]  Chinese Exclusion Act
[00:09:40.000 --> 00:09:43.000]  那什麼叫做排華法例呢?
[00:09:43.000 --> 00:09:45.000]  內容是什麼呢?
[00:09:45.000 --> 00:09:47.000]  Chinese Exclusion Act這個排華法案
[00:09:47.000 --> 00:09:48.000]  包括有幾樣東西
[00:09:48.000 --> 00:09:53.000]  第一就是所有既遜性或非既遜性的勞工
[00:09:53.000 --> 00:09:55.000]  不得入境十年
[00:09:55.000 --> 00:09:59.000]  非勞動的不在此例
[00:09:59.000 --> 00:10:03.000]  第二境外的華人不得入籍做美國的公民
[00:10:03.000 --> 00:10:12.000]  這個可以說是當時他們所強調的一件事
[00:10:12.000 --> 00:10:16.000]  還有1886年再修改這個法案
[00:10:16.000 --> 00:10:19.000]  離開了美國的華人不能再入境
[00:10:19.000 --> 00:10:21.000]  這樣說來的時候
[00:10:21.000 --> 00:10:28.000]  美國的華人永遠不能夠和他們在中國的妻子和子女相會
[00:10:28.000 --> 00:10:30.000]  當時反對這個法案最厲害的
[00:10:30.000 --> 00:10:32.000]  有一個共和黨的參議員
[00:10:32.000 --> 00:10:35.000]  華省的參議員George Hull
[00:10:35.000 --> 00:10:37.000]  他認為這個法案是種族歧視
[00:10:37.000 --> 00:10:42.000]  但這個法案一直維持到1943年才被推翻
[00:10:42.000 --> 00:10:45.000]  主要原因就是在第二次世界大戰的時候
[00:10:45.000 --> 00:10:48.000]  中美抗日成為盟友
[00:10:48.000 --> 00:10:50.000]  到1948年
[00:10:50.000 --> 00:10:56.000]  加州的最高法院才否決中國人不能夠和白人結婚這個法案
[00:10:56.000 --> 00:11:02.000]  我覺得李鴻章能夠透過紐約時報的訪問向美國提出抗議
[00:11:02.000 --> 00:11:05.000]  是值得非常值得欽佩的
[00:11:05.000 --> 00:11:07.000]  雖然李鴻章值得我們敬佩
[00:11:07.000 --> 00:11:11.000]  但他好像做了些事令到中國人沒什麼面子
[00:11:11.000 --> 00:11:13.000]  當然了
[00:11:13.000 --> 00:11:15.000]  我想我只是提到兩件事
[00:11:15.000 --> 00:11:18.000]  第一件事在德國的時候
[00:11:18.000 --> 00:11:21.000]  在俄國的時候
[00:11:21.000 --> 00:11:26.000]  他就見到在莫斯科廣場
[00:11:26.000 --> 00:11:28.000]  因為人山人海早知不好
[00:11:28.000 --> 00:11:31.000]  當時有二千人是被壓死的
[00:11:31.000 --> 00:11:33.000]  他就問那個俄國官員
[00:11:33.000 --> 00:11:35.000]  你有沒有告訴沙皇
[00:11:35.000 --> 00:11:36.000]  那個俄國官員說有
[00:11:36.000 --> 00:11:38.000]  他說不要說
[00:11:38.000 --> 00:11:39.000]  我做官的時候
[00:11:39.000 --> 00:11:42.000]  很多人死了我對皇帝都不會說的
[00:11:42.000 --> 00:11:45.000]  表面上中國有一個特色就是
[00:11:45.000 --> 00:11:47.000]  報喜不背憂
[00:11:47.000 --> 00:11:49.000]  另外還有一個笑話
[00:11:49.000 --> 00:11:52.000]  就是摩登的太太
[00:11:52.000 --> 00:11:57.000]  摩登以前幫中國打排名天國的英國將軍
[00:11:57.000 --> 00:11:59.000]  他訪問他太太的時候
[00:11:59.000 --> 00:12:01.000]  他太太送了一隻狗給他
[00:12:01.000 --> 00:12:04.000]  他拿到那隻狗的時候
[00:12:04.000 --> 00:12:08.000]  他就回覆一個多謝卡
[00:12:08.000 --> 00:12:11.000]  多謝你所賜的真品真是有恨
[00:12:11.000 --> 00:12:13.000]  所謂真品者狗肉也
[00:12:13.000 --> 00:12:15.000]  人家送狗來做pac的
[00:12:15.000 --> 00:12:16.000]  做寵物的
[00:12:16.000 --> 00:12:19.000]  他就以為送他來請他吃狗肉
[00:12:19.000 --> 00:12:23.000]  這個未免出了很多的樣相
[00:12:23.000 --> 00:12:25.000]  還有一件事就是
[00:12:25.000 --> 00:12:27.000]  去到英國的時候
[00:12:27.000 --> 00:12:30.000]  英國就很想去看這個議會制度
[00:12:30.000 --> 00:12:32.000]  李鴻章表示沒有興趣
[00:12:32.000 --> 00:12:35.000]  他只不過是想學習西方的科技
[00:12:35.000 --> 00:12:37.000]  而不是政制
[00:12:37.000 --> 00:12:39.000]  下一次我們說到有一個人
[00:12:39.000 --> 00:12:41.000]  叫鄭觀應
[00:12:41.000 --> 00:12:43.000]  他在李鴻章的時期
[00:12:43.000 --> 00:12:46.000]  早已經提出了一個政制的改變
[00:12:46.000 --> 00:12:48.000]  用君主立憲
[00:12:48.000 --> 00:12:50.000]  然後用代議制
[00:12:50.000 --> 00:12:52.000]  在下一次就跟大家說說
[00:12:52.000 --> 00:12:55.000]  這個所謂鄭觀應的盛世偽言
[00:12:55.000 --> 00:12:57.000]  我覺得是一個非常出色
[00:12:57.000 --> 00:12:59.000]  非常重要的一個著作
[00:12:59.000 --> 00:13:01.000]  就說到這個位置了
[00:13:01.000 --> 00:13:03.000]  時間差不多了
[00:13:03.000 --> 00:13:05.000]  多謝大家收聽
[00:13:05.000 --> 00:13:07.000]  拜拜

