
[00:00:00.000 --> 00:00:06.000]  各位大兄姐妹們平安
[00:02:05.920 --> 00:02:08.640]  我一看見就俯伏在地
[00:02:08.640 --> 00:02:13.080]  又聽見一位說話的聲音」
[00:02:13.080 --> 00:02:15.960]  在二章八到十節這樣說
[00:02:15.960 --> 00:02:17.440]  「人子啊
[00:02:17.440 --> 00:02:20.720]  要聽我對你所說的話
[00:02:20.720 --> 00:02:24.000]  不要伯役、丈那、伯役之家
[00:02:24.000 --> 00:02:29.440]  你要開口吃我所賜給你的」
[00:02:29.440 --> 00:02:30.200]  然後以細節說
[00:02:30.200 --> 00:02:31.640]  「我觀看
[00:02:31.640 --> 00:02:35.560]  我就見有一隻手向我伸出來
[00:02:35.560 --> 00:02:39.160]  手中有一書卷」
[00:02:39.160 --> 00:02:39.920]  第十節
[00:02:39.920 --> 00:02:43.200]  「他將書卷在我面前展開
[00:02:43.200 --> 00:02:45.320]  內外都寫著字
[00:02:45.320 --> 00:02:51.240]  其上所寫的有哀號、嘆息、悲痛的話」
[00:02:51.240 --> 00:02:56.240]  到了第三章上帝對他說什麼呢?
[00:02:56.240 --> 00:02:57.400]  「人子啊
[00:02:57.400 --> 00:02:59.280]  要吃你所得的
[00:02:59.280 --> 00:03:01.080]  要吃這書卷
[00:03:01.080 --> 00:03:05.480]  好去對以色列家說話
[00:03:05.480 --> 00:03:07.800]  於是我就開口
[00:03:07.800 --> 00:03:11.800]  他就使我吃這書卷」
[00:03:11.800 --> 00:03:13.120]  第三節
[00:03:13.120 --> 00:03:14.160]  「又對我說
[00:03:14.160 --> 00:03:15.000]  人子啊
[00:03:15.000 --> 00:03:17.920]  要吃我所賜給你的這書卷
[00:03:17.920 --> 00:03:20.840]  充滿你的圖福」
[00:03:20.840 --> 00:03:21.800]  之後怎麼樣呢?
[00:03:21.800 --> 00:03:23.320]  「哎!真是好乖」
[00:03:23.320 --> 00:03:24.480]  然後吃
[00:03:24.480 --> 00:03:26.200]  吃完書卷有什麼後果呢?
[00:03:26.200 --> 00:03:28.840]  我們來看看第三節
[00:03:28.840 --> 00:03:30.400]  「我就吃了
[00:03:30.400 --> 00:03:34.840]  口中覺得奇甜如蜜」
[00:03:34.840 --> 00:03:36.080]  以細節才知道吃了之後
[00:03:36.080 --> 00:03:38.800]  覺得奇甜如蜜
[00:03:38.800 --> 00:03:42.280]  另一個聖經記載的是使徒約翰
[00:03:42.280 --> 00:03:45.720]  當他被放逐到拔摩海島的時候
[00:03:45.720 --> 00:03:49.000]  他領受到上帝的啓示
[00:03:49.000 --> 00:03:52.080]  他記載了他所經歷的在啓示錄里
[00:03:52.080 --> 00:03:53.840]  我們大家一起看看約翰
[00:03:53.840 --> 00:03:56.400]  那時候看到什麼情況
[00:03:56.400 --> 00:03:59.320]  在啓示錄十章一至三節這樣說
[00:03:59.320 --> 00:04:02.240]  「我又看見另有一位大力的天使
[00:04:02.240 --> 00:04:05.000]  從天降下披著雲彩
[00:04:05.000 --> 00:04:06.360]  頭上有虹
[00:04:06.360 --> 00:04:08.200]  臉面像日頭
[00:04:08.200 --> 00:04:12.280]  兩腳像火柱」第二節
[00:04:12.280 --> 00:04:16.000]  他手裡拿著小書卷展開
[00:04:16.000 --> 00:04:18.680]  那位天使就抬右腳踏海
[00:04:18.680 --> 00:04:21.600]  左腳踏地
[00:04:21.600 --> 00:04:22.520]  第三節
[00:04:22.520 --> 00:04:23.600]  「大聲呼喊
[00:04:23.600 --> 00:04:25.400]  好像獅子嚎叫
[00:04:25.400 --> 00:04:26.440]  呼喊完了
[00:04:26.440 --> 00:04:28.800]  就有七雷發聲」
[00:04:28.800 --> 00:04:30.720]  如果你見到這個情況
[00:04:30.720 --> 00:04:32.520]  我不知道你會做些什麼
[00:04:32.520 --> 00:04:34.760]  那時候他想做些什麼呢?
[00:04:34.760 --> 00:04:36.160]  他想立刻記下
[00:04:36.160 --> 00:04:38.040]  這個這麼震撼的場面
[00:04:38.040 --> 00:04:39.080]  誰知道
[00:04:39.080 --> 00:04:40.120]  第四節
[00:04:40.120 --> 00:04:41.680]  七雷發聲之後
[00:04:41.680 --> 00:04:44.880]  當他正想寫下記錄下來的時候
[00:04:44.880 --> 00:04:47.480]  就聽見從天上有聲音說
[00:04:47.480 --> 00:04:48.720]  七雷所說的
[00:04:48.720 --> 00:04:50.080]  你要封上
[00:04:50.080 --> 00:04:53.560]  不可寫出來
[00:04:53.560 --> 00:04:56.400]  然後他開始提到
[00:04:56.400 --> 00:04:58.080]  如何讀聖經
[00:04:58.080 --> 00:05:01.400]  「我先前從天上所聽見的那聲音
[00:05:01.400 --> 00:05:02.800]  又吩咐我說
[00:05:02.800 --> 00:05:05.720]  你去把那踏海踏地之天使
[00:05:05.720 --> 00:05:10.520]  手中展開的小書卷取過來
[00:05:10.520 --> 00:05:13.080]  我就走到天使那裡對他說
[00:05:13.080 --> 00:05:15.000]  請你把小書卷給我
[00:05:15.000 --> 00:05:16.000]  他對我說
[00:05:16.000 --> 00:05:17.800]  你拿著吃盡了
[00:05:17.800 --> 00:05:20.080]  便叫你肚子發苦
[00:05:20.080 --> 00:05:25.400]  然而在你口中要甜如蜜」
[00:05:25.400 --> 00:05:26.360]  第十節
[00:05:26.360 --> 00:05:29.560]  「我從天使手中把小書卷接過來
[00:05:29.560 --> 00:05:30.560]  吃盡了
[00:05:30.560 --> 00:05:33.880]  在我口中果然甜如蜜
[00:05:33.880 --> 00:05:38.600]  吃了以後肚子覺得發苦了」
[00:05:38.600 --> 00:05:42.920]  他們兩個人同樣有一個共同點
[00:05:42.920 --> 00:05:47.440]  就是他們吃完之後覺得是奇甜如蜜
[00:05:47.440 --> 00:05:49.320]  其實我們每一位信徒
[00:05:49.320 --> 00:05:52.120]  多多少少都有讀過聖經
[00:05:52.120 --> 00:05:53.600]  我當然不是叫你撕出來
[00:05:53.600 --> 00:05:54.840]  然後吃下去
[00:05:54.840 --> 00:05:57.640]  我們都吸收過聖經的話語
[00:05:57.640 --> 00:05:59.400]  但是有多少
[00:05:59.400 --> 00:06:01.160]  我們大家有多少
[00:06:01.160 --> 00:06:05.600]  是真的曾經經歷過那份甘甜呢?
[00:06:05.600 --> 00:06:10.440]  在《詩篇》119篇103節那裡說
[00:06:10.440 --> 00:06:14.240]  「你的言語在我上堂何等甘味
[00:06:14.240 --> 00:06:17.920]  在我口中比蜜更甜」
[00:06:17.920 --> 00:06:22.160]  大家有沒有這個感覺呢?
[00:06:22.160 --> 00:06:25.040]  在我們分享為什麼會這麼甜的時候
[00:06:25.040 --> 00:06:26.360]  我們先來看
[00:06:26.360 --> 00:06:29.080]  吃聖經為什麼這麼重要
[00:06:29.080 --> 00:06:31.640]  或者吃聖經為什麼這麼重要
[00:06:31.640 --> 00:06:32.600]  你說重要
[00:06:32.600 --> 00:06:33.960]  耶穌說的
[00:06:33.960 --> 00:06:34.440]  耶穌說
[00:06:34.440 --> 00:06:35.800]  「經上記著說
[00:06:35.800 --> 00:06:38.200]  人活著不是單靠食物
[00:06:38.200 --> 00:06:41.800]  乃是靠神口裡所出的一切話」
[00:06:41.800 --> 00:06:44.960]  對於非基督徒可能很難理解這句話
[00:06:44.960 --> 00:06:46.760]  因為一個人要活著
[00:06:46.760 --> 00:06:48.160]  吃東西不就行了
[00:06:48.160 --> 00:06:49.400]  但是為什麼耶穌說
[00:06:49.400 --> 00:06:53.320]  人活著不是單靠食物呢?
[00:06:53.320 --> 00:06:54.080]  對於基督徒
[00:06:54.080 --> 00:06:57.480]  我相信在座或者我們每一個人
[00:06:57.480 --> 00:07:01.040]  我們是不是真的覺得聖經這麼重要呢?
[00:07:01.040 --> 00:07:03.440]  以前當分享這段經文的時候
[00:07:03.440 --> 00:07:05.800]  或者當你聽到人分享這段經文的時候
[00:07:05.800 --> 00:07:06.600]  你可能說
[00:07:06.600 --> 00:07:09.840]  哦!這裡不是說你肉身的生命
[00:07:09.840 --> 00:07:12.600]  是說你的靈命
[00:07:12.600 --> 00:07:14.360]  因為你屬靈的生命
[00:07:14.360 --> 00:07:16.000]  所以你需要屬靈
[00:07:16.000 --> 00:07:18.160]  需要聖經的滋養
[00:07:18.160 --> 00:07:19.920]  需要聖經的餵養
[00:07:19.920 --> 00:07:21.200]  你才可以成長
[00:07:21.200 --> 00:07:23.680]  不然你的屬靈生命就會死
[00:07:23.680 --> 00:07:25.720]  這個我絕對認同的
[00:07:25.720 --> 00:07:27.160]  但是我更加認同的就是
[00:07:27.160 --> 00:07:30.240]  耶穌這裡不單只是說我們屬靈的生命
[00:07:30.240 --> 00:07:32.440]  也是在說我們肉身的生命
[00:07:32.440 --> 00:07:34.800]  因為聖經對我們的靈命
[00:07:34.800 --> 00:07:37.320]  對我們人的成長
[00:07:37.320 --> 00:07:39.280]  做人很重要
[00:07:39.280 --> 00:07:41.160]  有位牧師曾經這樣說
[00:07:41.160 --> 00:07:42.720]  他說聖經這本書
[00:07:42.720 --> 00:07:46.720]  讓我們可以參與在上帝存在那裡
[00:07:46.720 --> 00:07:49.680]  能夠進入上帝行動的世界
[00:07:49.680 --> 00:07:55.280]  但是我們不是可以隨心所欲地參與的
[00:07:55.280 --> 00:07:58.360]  我們不可以自己編造一些情節
[00:07:58.360 --> 00:08:01.560]  或者自己決定扮演什麼角色
[00:08:01.560 --> 00:08:03.920]  這本書具有創造的力量
[00:08:03.920 --> 00:08:07.800]  當我們容讓聖經的經文喚醒
[00:08:07.800 --> 00:08:11.720]  激勵、斥責、修簡我們
[00:08:11.720 --> 00:08:14.400]  事情就會發生在我們身上
[00:08:14.400 --> 00:08:19.960]  結果我們必然有所改變
[00:08:19.960 --> 00:08:21.200]  如果你看聖經
[00:08:21.200 --> 00:08:23.200]  你說我看了很多年
[00:08:23.200 --> 00:08:26.360]  為什麼我好像覺得和我沒有關係一樣
[00:08:26.360 --> 00:08:27.840]  其中一個原因
[00:08:27.840 --> 00:08:32.560]  你會不會是沒有被經文所提醒
[00:08:32.560 --> 00:08:35.560]  沒有被經文所激勵
[00:08:35.560 --> 00:08:38.320]  沒有被經文所斥責
[00:08:38.320 --> 00:08:42.040]  沒有被經文所修簡
[00:08:42.040 --> 00:08:43.640]  當我看到這段文字的時候
[00:08:43.640 --> 00:08:45.640]  我就立刻想到
[00:08:45.640 --> 00:08:47.800]  原來我們要信心或者要屬靈
[00:08:47.800 --> 00:08:48.920]  或者你看到一些人
[00:08:48.920 --> 00:08:52.000]  他好像很有信心或者很屬靈
[00:08:52.000 --> 00:08:57.000]  原來可能他一直被這些經文去改變他
[00:08:57.000 --> 00:08:59.920]  在《新命記》33章25節下
[00:08:59.920 --> 00:09:01.720]  他說你的日子如何
[00:09:01.720 --> 00:09:04.320]  你的力量也如何
[00:09:04.320 --> 00:09:06.840]  如果你說你對上帝好像沒有什麼信心
[00:09:06.840 --> 00:09:09.760]  如果你說我和上帝好像不是很親密
[00:09:09.760 --> 00:09:11.280]  那我想問
[00:09:11.280 --> 00:09:16.080]  你把時間在聖經里放多少
[00:09:16.080 --> 00:09:18.280]  可能你就會有答案
[00:09:18.280 --> 00:09:21.360]  這個或者衍生另一個問題就是
[00:09:21.360 --> 00:09:22.520]  但另一方面
[00:09:22.520 --> 00:09:26.440]  為什麼有時候我看到一些很熟悉聖經的人
[00:09:26.440 --> 00:09:28.760]  但我一點都不感覺到
[00:09:28.760 --> 00:09:32.760]  他有那個屬靈的生命
[00:09:32.760 --> 00:09:35.040]  你有沒有認識這種人
[00:09:35.040 --> 00:09:36.280]  他很了不起聖經
[00:09:36.280 --> 00:09:38.960]  他背讀了很多經文
[00:09:38.960 --> 00:09:41.160]  但他的生命就好像流露不了
[00:09:41.160 --> 00:09:46.840]  我們說的那些基督徒的特質或者香氣
[00:09:46.840 --> 00:09:50.040]  當時我在中文大學讀神學的時候
[00:09:50.040 --> 00:09:52.520]  我們因為在研究院有些科目
[00:09:52.520 --> 00:09:53.720]  比如說新約
[00:09:53.720 --> 00:09:56.360]  或者說就算是希伯來文、希列文
[00:09:56.360 --> 00:09:59.880]  原來不信耶穌的人都可以來讀的
[00:09:59.880 --> 00:10:04.240]  我記得有一次上一科舊約聖經的概論
[00:10:04.240 --> 00:10:05.520]  我真的很失禮
[00:10:05.520 --> 00:10:06.920]  那一科我唯一一科
[00:10:06.920 --> 00:10:08.760]  只有C+
[00:10:08.760 --> 00:10:12.000]  最差的那一科
[00:10:12.000 --> 00:10:14.800]  誰知道有一個同學拿A
[00:10:14.800 --> 00:10:17.880]  舊約五經拿A
[00:10:17.880 --> 00:10:19.720]  我說你去哪個教會的
[00:10:19.720 --> 00:10:22.720]  他說我不信耶穌
[00:10:22.720 --> 00:10:24.160]  他說那你又來上課
[00:10:24.160 --> 00:10:25.360]  我說你很留心
[00:10:25.360 --> 00:10:29.480]  他說我就是當這個是一個學術來研究
[00:10:29.480 --> 00:10:31.200]  他可以很熟
[00:10:31.200 --> 00:10:33.360]  他可以最後拿A
[00:10:33.360 --> 00:10:36.440]  但最後他說我不信耶穌
[00:10:36.440 --> 00:10:38.120]  聖經和我沒有關係
[00:10:38.120 --> 00:10:45.000]  因為他沒有被聖經喚醒、激勵、斥責、修簡
[00:10:45.000 --> 00:10:47.440]  聖經對於屬靈生命當然重要
[00:10:47.440 --> 00:10:49.560]  因為它是靈量
[00:10:49.560 --> 00:10:52.360]  聖經對於肉體生命都同樣重要
[00:10:52.360 --> 00:10:54.520]  因為它是指引
[00:10:54.520 --> 00:10:55.880]  它是人生的指引
[00:10:55.880 --> 00:10:58.600]  它可以使我們道路亨通
[00:10:58.600 --> 00:11:01.600]  它可以使我們凡事順利
[00:11:01.600 --> 00:11:03.840]  我好像在說一些輝春
[00:11:03.840 --> 00:11:05.800]  道路亨通
[00:11:05.800 --> 00:11:07.840]  凡事順利
[00:11:07.840 --> 00:11:09.320]  這個不是輝春
[00:11:09.320 --> 00:11:11.240]  這個是聖經說的
[00:11:11.240 --> 00:11:14.240]  在《若書雅記》一章八節這樣說
[00:11:14.240 --> 00:11:16.760]  「這律法說不可離你的口
[00:11:16.760 --> 00:11:18.800]  總要就耶思上
[00:11:18.800 --> 00:11:20.920]  好使你謹守遵行
[00:11:20.920 --> 00:11:23.880]  這書上所寫的一切話
[00:11:23.880 --> 00:11:27.320]  如此你的道路可以亨通
[00:11:27.320 --> 00:11:29.640]  凡事順利」
[00:11:29.640 --> 00:11:31.520]  是真的嗎?
[00:11:31.520 --> 00:11:33.080]  是否真的?
[00:11:33.080 --> 00:11:35.560]  我們再看《針言》
[00:11:35.560 --> 00:11:36.640]  《針言》里說
[00:11:36.640 --> 00:11:40.320]  好生氣的人不要和他結交
[00:11:40.320 --> 00:11:41.800]  就是經常發脾氣的人
[00:11:41.800 --> 00:11:43.560]  不要和他交朋友
[00:11:43.560 --> 00:11:47.400]  暴怒的人不要和他來往
[00:11:47.400 --> 00:11:50.360]  恐怕你效法他的行為
[00:11:50.360 --> 00:11:53.440]  自己就陷在罔羅里
[00:11:53.440 --> 00:11:55.600]  是否真的?
[00:11:55.600 --> 00:11:56.920]  是哦
[00:11:56.920 --> 00:11:58.160]  以前十幾歲的時候
[00:11:58.160 --> 00:11:59.560]  我有個親戚
[00:11:59.560 --> 00:12:03.200]  他真的坐了幾年牢
[00:12:03.200 --> 00:12:04.720]  我也去探過他的監
[00:12:04.720 --> 00:12:05.520]  什麼原因呢?
[00:12:05.520 --> 00:12:08.320]  就是他認識了一些好生氣的朋友
[00:12:08.320 --> 00:12:10.880]  最後他效法了他的行為
[00:12:10.880 --> 00:12:13.080]  然後就襲警
[00:12:13.080 --> 00:12:15.200]  然後就被人抓了
[00:12:15.200 --> 00:12:17.560]  完全就是這段經文所說的
[00:12:17.560 --> 00:12:19.320]  如果他看了聖經
[00:12:19.320 --> 00:12:20.320]  如果他照做
[00:12:20.320 --> 00:12:23.080]  可能他人生有很大的改變
[00:12:23.080 --> 00:12:25.160]  這可能就是人生的智慧
[00:12:25.160 --> 00:12:28.760]  給我們很實際的指引
[00:12:28.760 --> 00:12:30.640]  《針言》24章13到14節
[00:12:30.640 --> 00:12:31.880]  他說:「我兒
[00:12:31.880 --> 00:12:32.880]  你要吃物
[00:12:32.880 --> 00:12:33.920]  因為好的
[00:12:33.920 --> 00:12:37.000]  吃封防下敵的物便各甘甜
[00:12:37.000 --> 00:12:38.800]  你心得了智慧
[00:12:38.800 --> 00:12:40.840]  也必覺得如此
[00:12:40.840 --> 00:12:42.000]  你若找著
[00:12:42.000 --> 00:12:43.880]  自終必有善報
[00:12:43.880 --> 00:12:47.920]  你的指望也必不自團絕」
[00:12:47.920 --> 00:12:49.640]  耶穌說得很清楚
[00:12:49.640 --> 00:12:50.760]  人活著
[00:12:50.760 --> 00:12:53.200]  不是單靠吃物
[00:12:53.200 --> 00:12:54.280]  耶穌說這句話
[00:12:54.280 --> 00:12:56.280]  是什麼時候說的?
[00:12:56.280 --> 00:12:58.480]  記不記得?
[00:12:58.480 --> 00:13:01.520]  在受試探的時候
[00:13:01.520 --> 00:13:02.640]  在受試探的時候
[00:13:02.640 --> 00:13:03.960]  我們每一個人
[00:13:03.960 --> 00:13:08.000]  我們大家都會有機會面對試探
[00:13:08.000 --> 00:13:10.840]  但是關鍵是如何勝過試探呢?
[00:13:10.840 --> 00:13:13.160]  耶穌做了一個很好的榜樣
[00:13:13.160 --> 00:13:16.280]  就是靠上帝的話
[00:13:16.280 --> 00:13:19.080]  那你就不會陷在網絡裡面
[00:13:19.080 --> 00:13:20.600]  既然聖經這麼重要
[00:13:20.600 --> 00:13:22.720]  如果耶穌說聖經是食物
[00:13:22.720 --> 00:13:25.480]  那就是說我們如何去煮食物呢?
[00:13:25.480 --> 00:13:26.840]  很重要
[00:13:26.840 --> 00:13:28.160]  大家如何去煮
[00:13:28.160 --> 00:13:31.360]  去烹調聖經的秘訣
[00:13:31.360 --> 00:13:32.600]  烹調聖經的秘訣
[00:13:32.600 --> 00:13:35.600]  大家是否知道「烹調」這兩個字?
[00:13:35.600 --> 00:13:36.360]  懂吧?
[00:13:36.360 --> 00:13:39.120]  「烹調」是什麼意思?
[00:13:39.120 --> 00:13:41.560]  「煮」
[00:13:41.560 --> 00:13:43.560]  有些人說「烹飪」
[00:13:43.560 --> 00:13:48.920]  不知道大家對這兩個字有沒有不同呢?
[00:13:48.920 --> 00:13:50.160]  「烹調」
[00:13:50.160 --> 00:13:52.800]  你們說「煮」
[00:13:52.800 --> 00:13:54.320]  那「烹飪」是什麼?
[00:13:54.320 --> 00:13:57.080]  「煮」
[00:13:57.080 --> 00:13:58.240]  有沒有不同呢?
[00:13:58.240 --> 00:14:01.760]  這個對於我們理解如何食本聖經
[00:14:01.760 --> 00:14:04.600]  或者如何烹調聖經很重要
[00:14:04.600 --> 00:14:07.200]  原來「烹」是「煮」
[00:14:07.200 --> 00:14:08.400]  你們對了
[00:14:08.400 --> 00:14:10.120]  「烹飪」是「煮」
[00:14:10.120 --> 00:14:12.600]  那「飲」是什麼呢?
[00:14:12.600 --> 00:14:16.000]  「飲」原來是「熟」
[00:14:16.000 --> 00:14:17.600]  就是「煮」不「煮」
[00:14:17.600 --> 00:14:19.000]  「熟」
[00:14:19.000 --> 00:14:20.000]  那是什麼呢?
[00:14:20.000 --> 00:14:21.320]  在論語
[00:14:21.320 --> 00:14:22.240]  孔子呢
[00:14:22.240 --> 00:14:24.680]  孔子是很嘴刁的
[00:14:24.680 --> 00:14:27.400]  他說了十三樣東西是他不吃的
[00:14:27.400 --> 00:14:29.040]  十三樣
[00:14:29.040 --> 00:14:30.040]  那我不說了
[00:14:30.040 --> 00:14:31.640]  我們只看第二項
[00:14:31.640 --> 00:14:32.880]  「色惡」
[00:14:32.880 --> 00:14:34.200]  不吃
[00:14:34.200 --> 00:14:36.400]  就是顏色不錯也不吃
[00:14:36.400 --> 00:14:38.920]  然後呢
[00:14:38.920 --> 00:14:39.720]  「臭惡」
[00:14:39.720 --> 00:14:40.880]  就是聞起來臭
[00:14:40.880 --> 00:14:41.760]  當然不吃了
[00:14:41.760 --> 00:14:42.120]  是不是?
[00:14:42.120 --> 00:14:42.880]  臭了
[00:14:42.880 --> 00:14:44.400]  然後看到沒有?
[00:14:44.400 --> 00:14:47.320]  「失任」不吃
[00:14:47.320 --> 00:14:49.160]  什麼叫「失任」呢?
[00:14:49.160 --> 00:14:52.560]  根據《康熙字典》
[00:14:52.560 --> 00:14:57.000]  「歌熟」為之「失任」
[00:14:57.000 --> 00:14:58.800]  所以下次我們可以說
[00:14:58.800 --> 00:14:59.760]  「失任」
[00:14:59.760 --> 00:15:02.080]  太熟了牛扒
[00:15:02.080 --> 00:15:03.800]  「失任」
[00:15:03.800 --> 00:15:04.680]  我明明要六成
[00:15:04.680 --> 00:15:06.040]  你給了我九成
[00:15:06.040 --> 00:15:07.200]  「失任」
[00:15:07.200 --> 00:15:08.240]  不吃
[00:15:08.240 --> 00:15:09.600]  在溫哥華是可以退錢的
[00:15:09.600 --> 00:15:12.120]  香港不行
[00:15:12.120 --> 00:15:13.640]  那「歌熟」為之「失任」
[00:15:13.640 --> 00:15:13.920]  好了
[00:15:13.920 --> 00:15:15.440]  我們再看
[00:15:15.440 --> 00:15:19.440]  那「烹調」又有什麼不同呢?
[00:15:19.440 --> 00:15:22.920]  原來「烹調」就是調味
[00:15:22.920 --> 00:15:25.800]  所以烹飪班很簡單
[00:15:25.800 --> 00:15:27.760]  煮熟的
[00:15:27.760 --> 00:15:30.760]  烹調班才高層次
[00:15:30.760 --> 00:15:31.520]  是不是?
[00:15:31.520 --> 00:15:34.800]  所以我們以後的恩典樂序就叫烹調
[00:15:34.800 --> 00:15:36.560]  我們沒有那麼低層次的
[00:15:36.560 --> 00:15:38.200]  煮熟我也可以
[00:15:38.200 --> 00:15:40.760]  但是烹調就要「你地你」了
[00:15:40.760 --> 00:15:42.080]  原來是這樣的
[00:15:42.080 --> 00:15:45.480]  那就是說烹調是比較重要的
[00:15:45.480 --> 00:15:49.240]  所以這個對於我們做信徒領袖很重要
[00:15:49.240 --> 00:15:51.160]  就是說如果聖經是食物
[00:15:51.160 --> 00:15:52.080]  耶穌說得很明白
[00:15:52.080 --> 00:15:53.800]  是食物的話
[00:15:53.800 --> 00:15:56.720]  那我們就不可以只是烹飪那麼簡單
[00:15:56.720 --> 00:15:58.640]  不可以只是煮熟就算了
[00:15:58.640 --> 00:15:59.960]  吃吧
[00:15:59.960 --> 00:16:02.080]  就這樣給他吃吧
[00:16:02.080 --> 00:16:03.680]  聖經很厲害的
[00:16:03.680 --> 00:16:05.360]  聖經本身是好東西來的
[00:16:05.360 --> 00:16:06.760]  最好的食材
[00:16:06.760 --> 00:16:09.480]  不過看你懂不懂烹調
[00:16:09.480 --> 00:16:12.920]  你能不能讓信徒更加吸收
[00:16:12.920 --> 00:16:16.320]  入口更加美味
[00:16:16.320 --> 00:16:18.480]  當說到要烹調的時候
[00:16:18.480 --> 00:16:22.240]  就是你吃的食物已經看到你人生是什麼層次
[00:16:22.240 --> 00:16:23.120]  什麼階段
[00:16:23.120 --> 00:16:24.240]  就是看你吃什麼
[00:16:24.240 --> 00:16:26.160]  就知道你人生是什麼階段
[00:16:26.160 --> 00:16:28.080]  根據香港政府
[00:16:28.080 --> 00:16:29.560]  就是我們的政府
[00:16:29.560 --> 00:16:31.600]  然後衛生署建議
[00:16:31.600 --> 00:16:32.560]  看看大家是否答對
[00:16:32.560 --> 00:16:33.360]  答案是
[00:16:33.360 --> 00:16:34.760]  嬰兒
[00:16:34.760 --> 00:16:37.360]  嬰兒
[00:16:37.360 --> 00:16:41.480]  多少個月大之後才吃固體食物
[00:16:41.480 --> 00:16:43.440]  嬰兒多少個月大
[00:16:43.440 --> 00:16:44.160]  看你們的樣子
[00:16:44.160 --> 00:16:46.560]  有些人有嬰兒的
[00:16:46.560 --> 00:16:48.000]  不記得
[00:16:48.000 --> 00:16:50.840]  你嬰兒在那邊很小的
[00:16:50.840 --> 00:16:53.840]  他說是六個月
[00:16:53.840 --> 00:16:55.840]  衛生署的指引是六個月
[00:16:55.840 --> 00:16:56.480]  為什麼呢?
[00:16:56.480 --> 00:16:58.480]  原來他說當滿六個月
[00:16:58.480 --> 00:17:01.680]  嬰兒需要的鐵質就大大提升
[00:17:01.680 --> 00:17:04.200]  只是母乳和奶粉配方
[00:17:04.200 --> 00:17:06.000]  就滿足不了他的需要
[00:17:06.000 --> 00:17:08.840]  而且他說為了配合他的需要
[00:17:08.840 --> 00:17:11.640]  就要在六個月吃固體食物
