
[00:00:00.000 --> 00:00:04.640]  所以你可能要留心一點聽 聲音會怪怪的
[00:03:29.960 --> 00:03:32.960]  虛己英文叫empty himself
[00:03:32.960 --> 00:03:34.960]  那些人就問
[00:03:34.960 --> 00:03:36.960]  empty himself 它全部倒出來
[00:03:36.960 --> 00:03:38.960]  它還有沒有神性呢
[00:03:38.960 --> 00:03:40.960]  它是神來的
[00:03:40.960 --> 00:03:42.960]  它全部倒出來
[00:03:42.960 --> 00:03:44.960]  在地上走的時候就什麼神性都沒有
[00:03:44.960 --> 00:03:46.960]  這樣又不對 神學也不是這樣教的
[00:03:46.960 --> 00:03:48.960]  那怎樣empty 怎樣倒呢
[00:03:48.960 --> 00:03:50.960]  倒剩一點點嗎 又不是
[00:03:50.960 --> 00:03:52.960]  不過這樣 如果看聖經
[00:03:52.960 --> 00:03:54.960]  肯從頭接著看
[00:03:54.960 --> 00:03:56.960]  你會發覺下面它解釋給你聽
[00:03:56.960 --> 00:03:58.960]  反倒虛己
[00:03:58.960 --> 00:04:00.960]  接著下半部分是甚麼
[00:04:00.960 --> 00:04:04.960]  取了奴僕的形象
[00:04:04.960 --> 00:04:06.960]  見不見形象這個詞出現過
[00:04:06.960 --> 00:04:10.960]  它本有神的形象
[00:04:10.960 --> 00:04:12.960]  即是說
[00:04:12.960 --> 00:04:14.960]  甚麼叫虛己
[00:04:14.960 --> 00:04:16.960]  我原本是神的形象
[00:04:16.960 --> 00:04:18.960]  不過我現在換了第二個形象
[00:04:18.960 --> 00:04:20.960]  這個就是虛己
[00:04:20.960 --> 00:04:22.960]  不是說神學說倒了他的神性
[00:04:22.960 --> 00:04:24.960]  不要他的人性 總之
[00:04:24.960 --> 00:04:26.960]  裡面空空如也都不是那麼閃的
[00:04:26.960 --> 00:04:28.960]  只不過說他原本是神的那種
[00:04:28.960 --> 00:04:30.960]  不過他換了另一個
[00:04:30.960 --> 00:04:32.960]  什麼樣的
[00:04:32.960 --> 00:04:34.960]  奴僕
[00:04:34.960 --> 00:04:36.960]  這時的詞語就不是奴僕
[00:04:36.960 --> 00:04:38.960]  奴僕我們想起
[00:04:38.960 --> 00:04:40.960]  我現在和老闆都是打工
[00:04:40.960 --> 00:04:42.960]  他都當我是奴僕
[00:04:42.960 --> 00:04:44.960]  這時就不是 奴弟可能一生一世
[00:04:44.960 --> 00:04:46.960]  甚至兒女生出來都要給他
[00:04:46.960 --> 00:04:48.960]  或者要贖出來
[00:04:48.960 --> 00:04:50.960]  那取了奴僕的形象
[00:04:50.960 --> 00:04:52.960]  還有沒有 有
[00:04:52.960 --> 00:04:54.960]  怎樣才叫奴僕的形象
[00:04:54.960 --> 00:04:56.960]  看下面 聖經說的
[00:04:56.960 --> 00:04:58.960]  既有人的樣子
[00:04:58.960 --> 00:05:00.960]  就自己卑微
[00:05:00.960 --> 00:05:02.960]  即是說他由神
[00:05:02.960 --> 00:05:04.960]  降了一級
[00:05:04.960 --> 00:05:06.960]  做了奴僕 應該是神有人服侍他
[00:05:06.960 --> 00:05:08.960]  他做了奴僕
[00:05:08.960 --> 00:05:10.960]  奴僕的款式是什麼
[00:05:10.960 --> 00:05:12.960]  他可以很多款式都選擇
[00:05:12.960 --> 00:05:14.960]  他選擇基督教的款式
[00:05:14.960 --> 00:05:16.960]  不過他不是
[00:05:16.960 --> 00:05:18.960]  他選擇了你和我那個款式
[00:05:18.960 --> 00:05:20.960]  做了人
[00:05:20.960 --> 00:05:22.960]  你有沒有看到一級一級的下來
[00:05:22.960 --> 00:05:24.960]  我們做人
[00:05:24.960 --> 00:05:26.960]  不可以到處飛
[00:05:26.960 --> 00:05:28.960]  基督教都可以到處飛
[00:05:28.960 --> 00:05:30.960]  他沒有選擇基督教
[00:05:30.960 --> 00:05:32.960]  我們做人
[00:05:32.960 --> 00:05:34.960]  一級一級的降低
[00:05:34.960 --> 00:05:36.960]  既有人的樣子就自己卑微
[00:05:36.960 --> 00:05:38.960]  記不記得查過聖經的時候
[00:05:38.960 --> 00:05:40.960]  除了自己卑微之外
[00:05:40.960 --> 00:05:42.960]  還有什麼逆法
[00:05:42.960 --> 00:05:48.960]  不要問你誰上過課
[00:05:48.960 --> 00:05:52.960]  既有人的樣子
[00:05:52.960 --> 00:05:54.960]  和修
[00:05:54.960 --> 00:05:56.960]  謙卑自己
[00:05:56.960 --> 00:05:58.960]  自己卑微和謙卑自己
[00:05:58.960 --> 00:06:00.960]  有一點點不同
[00:06:00.960 --> 00:06:02.960]  謙卑自己
[00:06:02.960 --> 00:06:04.960]  如果你用英文
[00:06:04.960 --> 00:06:06.960]  Humble himself
[00:06:06.960 --> 00:06:08.960]  謙卑
[00:06:08.960 --> 00:06:10.960]  那個字就不是形容詞
[00:06:10.960 --> 00:06:12.960]  俗一點就叫
[00:06:12.960 --> 00:06:14.960]  砌低自己
[00:06:14.960 --> 00:06:18.960]  是動詞
[00:06:18.960 --> 00:06:20.960]  兩個人咬手瓜
[00:06:20.960 --> 00:06:22.960]  我一定要贏你
[00:06:22.960 --> 00:06:24.960]  我就Humble你
[00:06:24.960 --> 00:06:26.960]  現在形象就是
[00:06:26.960 --> 00:06:28.960]  給人Humble
[00:06:28.960 --> 00:06:30.960]  現在不是給人Humble
[00:06:30.960 --> 00:06:32.960]  是自己Humble自己
[00:06:32.960 --> 00:06:34.960]  自己咬低自己
[00:06:34.960 --> 00:06:36.960]  你覺得不怪嗎
[00:06:36.960 --> 00:06:38.960]  你覺得和我們的文化有關係嗎
[00:06:38.960 --> 00:06:40.960]  你教兒子不會說
[00:06:40.960 --> 00:06:42.960]  給他贏
[00:06:42.960 --> 00:06:44.960]  你自己渣一點
[00:06:44.960 --> 00:06:46.960]  不會這樣的
[00:06:46.960 --> 00:06:48.960]  一般來說都不會
[00:06:48.960 --> 00:06:50.960]  我們是用我們學校
[00:06:50.960 --> 00:06:52.960]  用我們家的住宅
[00:06:52.960 --> 00:06:54.960]  將來出來找到什麼工作
[00:06:54.960 --> 00:06:56.960]  是大的Ibank還是小的Ibank
[00:06:56.960 --> 00:06:58.960]  之後
[00:06:58.960 --> 00:07:00.960]  甚至連媳婦的樣子
[00:07:00.960 --> 00:07:02.960]  家世都要比較
[00:07:02.960 --> 00:07:04.960]  我們一定要厲害
[00:07:04.960 --> 00:07:06.960]  我們香港是這樣的
[00:07:06.960 --> 00:07:08.960]  大家在這個堂會裡面
[00:07:08.960 --> 00:07:10.960]  不是很大教會
[00:07:10.960 --> 00:07:12.960]  有機會見到基督徒的時候
[00:07:12.960 --> 00:07:14.960]  他們講自己的教會
[00:07:14.960 --> 00:07:16.960]  我們教會要排隊才進去
[00:07:16.960 --> 00:07:18.960]  那種自豪感
[00:07:18.960 --> 00:07:20.960]  是我們社會的味道
[00:07:20.960 --> 00:07:22.960]  你很難說出來
[00:07:22.960 --> 00:07:24.960]  你不會得到
[00:07:24.960 --> 00:07:26.960]  你不覺的
[00:07:26.960 --> 00:07:28.960]  將來你年輕人賺到錢
[00:07:28.960 --> 00:07:30.960]  越能賺到錢的時候
[00:07:30.960 --> 00:07:32.960]  越提升你的社會地位
[00:07:32.960 --> 00:07:34.960]  你就越容易表達
[00:07:34.960 --> 00:07:36.960]  不過聖經說
[00:07:36.960 --> 00:07:38.960]  耶穌由上面
[00:07:38.960 --> 00:07:40.960]  下來變成了奴僕
[00:07:40.960 --> 00:07:42.960]  奴僕之中
[00:07:42.960 --> 00:07:44.960]  既然是人
[00:07:44.960 --> 00:07:46.960]  他就故意再砌低自己
[00:07:46.960 --> 00:07:48.960]  砌低自己變成怎樣
[00:07:48.960 --> 00:07:50.960]  請見念講
[00:07:50.960 --> 00:07:52.960]  全心信服
[00:07:52.960 --> 00:07:54.960]  以至於死
[00:07:54.960 --> 00:07:56.960]  是不是又再砌一級
[00:07:56.960 --> 00:07:58.960]  他不是一定要死的
[00:07:58.960 --> 00:08:00.960]  我們所有的
[00:08:00.960 --> 00:08:02.960]  工人
[00:08:02.960 --> 00:08:04.960]  最辛苦的
[00:08:04.960 --> 00:08:06.960]  都不用死的
[00:08:06.960 --> 00:08:08.960]  但他說全心信服
[00:08:08.960 --> 00:08:10.960]  即是說我既然是僕人
[00:08:10.960 --> 00:08:12.960]  有個老闆叫我這樣做
[00:08:12.960 --> 00:08:14.960]  我就這樣做
[00:08:14.960 --> 00:08:16.960]  以至於死
[00:08:16.960 --> 00:08:18.960]  夠低了沒有
[00:08:18.960 --> 00:08:20.960]  還不夠低
[00:08:20.960 --> 00:08:22.960]  還有一層地庫
[00:08:22.960 --> 00:08:24.960]  且死在
[00:08:24.960 --> 00:08:26.960]  十字架上
[00:08:26.960 --> 00:08:28.960]  任何一個人在當時
[00:08:28.960 --> 00:08:30.960]  讀聖經的都知道十字架
[00:08:30.960 --> 00:08:32.960]  這個刑罰是最殘酷
[00:08:32.960 --> 00:08:34.960]  學者告訴我
[00:08:34.960 --> 00:08:36.960]  羅馬人如果拿著羅馬護照
[00:08:36.960 --> 00:08:38.960]  你就不可以釘十字架
[00:08:38.960 --> 00:08:40.960]  因為這個很羞辱
[00:08:40.960 --> 00:08:42.960]  釘的時候
[00:08:42.960 --> 00:08:44.960]  根本上是
[00:08:44.960 --> 00:08:46.960]  全身都被人看到
[00:08:46.960 --> 00:08:48.960]  所以你如果
[00:08:48.960 --> 00:08:50.960]  由第六到第八節
[00:08:50.960 --> 00:08:52.960]  原本是最高的
[00:08:52.960 --> 00:08:56.960]  下來
[00:08:56.960 --> 00:08:58.960]  再下來
[00:08:58.960 --> 00:09:00.960]  再下來
[00:09:00.960 --> 00:09:02.960]  到沒有
[00:09:02.960 --> 00:09:04.960]  再下來且死在十字架上
[00:09:04.960 --> 00:09:06.960]  那我就想再問你
[00:09:06.960 --> 00:09:08.960]  這個是不是一直向下
[00:09:08.960 --> 00:09:10.960]  逐步逐步向下的旅程
[00:09:10.960 --> 00:09:12.960]  再問一問
[00:09:12.960 --> 00:09:14.960]  逐步逐步向下的旅程
[00:09:14.960 --> 00:09:16.960]  是誰做主動的
[00:09:16.960 --> 00:09:20.960]  你們留意得好
[00:09:20.960 --> 00:09:22.960]  他本有神的形象
[00:09:22.960 --> 00:09:24.960]  是他做主位
[00:09:24.960 --> 00:09:26.960]  雖然神學上
[00:09:26.960 --> 00:09:28.960]  是我們的上帝永活的神
[00:09:28.960 --> 00:09:30.960]  是這樣的計劃
[00:09:30.960 --> 00:09:32.960]  但聖經在這裡說
[00:09:32.960 --> 00:09:34.960]  是他
[00:09:34.960 --> 00:09:36.960]  你自己要做主動
[00:09:36.960 --> 00:09:38.960]  即是下來一級一級的謙卑
[00:09:38.960 --> 00:09:42.960]  是要自己做主動
[00:09:42.960 --> 00:09:44.960]  如果左邊
[00:09:44.960 --> 00:09:46.960]  是在下樓梯
[00:09:46.960 --> 00:09:48.960]  我們基督徒整世人的人生
[00:09:48.960 --> 00:09:50.960]  就在左邊
[00:09:50.960 --> 00:09:52.960]  操練
[00:09:52.960 --> 00:09:54.960]  因為我們社會
[00:09:54.960 --> 00:09:56.960]  不是想我們
[00:09:56.960 --> 00:09:58.960]  在左邊坐那麼多時間
[00:09:58.960 --> 00:10:00.960]  你想想
[00:10:00.960 --> 00:10:02.960]  買了股票虧了
[00:10:02.960 --> 00:10:04.960]  炒了樓虧了
[00:10:04.960 --> 00:10:06.960]  有居屋住
[00:10:06.960 --> 00:10:08.960]  賣了
[00:10:08.960 --> 00:10:10.960]  然後要住板間房
[00:10:10.960 --> 00:10:12.960]  是越來越低的
[00:10:12.960 --> 00:10:14.960]  我們每個人都想
[00:10:14.960 --> 00:10:16.960]  由最低升到最高
[00:10:16.960 --> 00:10:18.960]  我們整世人自己和教仔
[00:10:18.960 --> 00:10:20.960]  都是想由最低升到最高
[00:10:20.960 --> 00:10:22.960]  不過保羅在這裡
[00:10:22.960 --> 00:10:24.960]  在這首詩的
[00:10:24.960 --> 00:10:26.960]  另一半
[00:10:26.960 --> 00:10:28.960]  六字到八字
[00:10:28.960 --> 00:10:30.960]  這個人叫耶穌
[00:10:30.960 --> 00:10:32.960]  他由最高
[00:10:32.960 --> 00:10:34.960]  一直自己
[00:10:34.960 --> 00:10:36.960]  決意
[00:10:36.960 --> 00:10:38.960]  主動一步一步
[00:10:38.960 --> 00:10:40.960]  去到最低
[00:10:40.960 --> 00:10:42.960]  這不合道理
[00:10:42.960 --> 00:10:44.960]  世上不公平
[00:10:44.960 --> 00:10:46.960]  最低我們基督教
[00:10:46.960 --> 00:10:48.960]  不應該這樣教我們
[00:10:48.960 --> 00:10:50.960]  說得對
[00:10:50.960 --> 00:10:52.960]  因為我們要看第六至第八節
[00:10:52.960 --> 00:10:54.960]  還沒看第九至十一節
[00:10:54.960 --> 00:10:56.960]  這首詩篇
[00:10:56.960 --> 00:10:58.960]  如果你把它拆成兩道門
[00:10:58.960 --> 00:11:00.960]  左邊的門
[00:11:00.960 --> 00:11:02.960]  一路逐步逐步落低
[00:11:02.960 --> 00:11:04.960]  右邊
[00:11:04.960 --> 00:11:06.960]  讀右邊
[00:11:06.960 --> 00:11:08.960]  所以神將他
[00:11:08.960 --> 00:11:10.960]  升為最高
[00:11:10.960 --> 00:11:12.960]  大家要留意
[00:11:12.960 --> 00:11:14.960]  六至八節
[00:11:14.960 --> 00:11:16.960]  是不是耶穌基督逐步逐步降低
[00:11:16.960 --> 00:11:18.960]  不是一按就下去
[00:11:18.960 --> 00:11:20.960]  地下室第三層
[00:11:20.960 --> 00:11:22.960]  但他升高
[00:11:22.960 --> 00:11:24.960]  是不是逐級升
[00:11:24.960 --> 00:11:26.960]  不是的
[00:11:26.960 --> 00:11:28.960]  這就是上帝告訴我們
[00:11:28.960 --> 00:11:30.960]  他的道理不同香港人的道理
[00:11:30.960 --> 00:11:32.960]  香港人很想升
[00:11:32.960 --> 00:11:34.960]  不過
[00:11:34.960 --> 00:11:36.960]  不想降
[00:11:36.960 --> 00:11:38.960]  上帝透過保羅說
[00:11:38.960 --> 00:11:40.960]  你看這個耶穌
[00:11:40.960 --> 00:11:42.960]  神很公平
[00:11:42.960 --> 00:11:44.960]  他自己自動降低
[00:11:44.960 --> 00:11:46.960]  謙卑為了成就救恩
[00:11:46.960 --> 00:11:48.960]  保祐上帝一下就
[00:11:48.960 --> 00:11:50.960]  像升機一樣升至最高
[00:11:50.960 --> 00:11:52.960]  都不用做什麼後備委員
[00:11:52.960 --> 00:11:54.960]  一升就升到
[00:11:54.960 --> 00:11:56.960]  什麼局
[00:11:56.960 --> 00:11:58.960]  就是這樣
[00:11:58.960 --> 00:12:00.960]  而且最高是什麼
[00:12:00.960 --> 00:12:02.960]  沒有的了
[00:12:02.960 --> 00:12:04.960]  一升就升到最高
[00:12:04.960 --> 00:12:06.960]  最高上帝最高神就是他的地方
[00:12:06.960 --> 00:12:08.960]  他原本在那裡
[00:12:08.960 --> 00:12:10.960]  現在升回那裡
[00:12:10.960 --> 00:12:12.960]  不過是上帝升他
[00:12:12.960 --> 00:12:14.960]  你有沒有留意
[00:12:14.960 --> 00:12:16.960]  第六節第八節就是
[00:12:16.960 --> 00:12:18.960]  他自己降低
[00:12:18.960 --> 00:12:20.960]  第九節第十一節就是上帝將他升高
[00:12:20.960 --> 00:12:22.960]  這要留心
[00:12:22.960 --> 00:12:24.960]  特別是基督徒
[00:12:24.960 --> 00:12:26.960]  你們講謙卑
[00:12:26.960 --> 00:12:30.960]  我們的人生
[00:12:30.960 --> 00:12:32.960]  我們在教會的侍奉
[00:12:32.960 --> 00:12:34.960]  你應該集中
[00:12:34.960 --> 00:12:36.960]  是做
[00:12:36.960 --> 00:12:38.960]  降低
[00:12:38.960 --> 00:12:40.960]  左邊六節到八節
[00:12:40.960 --> 00:12:42.960]  你不要這麼緊張
[00:12:42.960 --> 00:12:44.960]  我降了低
[00:12:44.960 --> 00:12:46.960]  牧師傳道主任又不理我
[00:12:46.960 --> 00:12:48.960]  是不是
[00:12:48.960 --> 00:12:50.960]  外面的人又看不起我
[00:12:50.960 --> 00:12:52.960]  那有什麼意思
[00:12:52.960 --> 00:12:54.960]  你要記住
[00:12:54.960 --> 00:12:56.960]  我們在六節八節裡面打滾
[00:12:56.960 --> 00:12:58.960]  你很想做第九
[00:12:58.960 --> 00:13:00.960]  九節十一節嗎
[00:13:00.960 --> 00:13:02.960]  不是我們做的
[00:13:02.960 --> 00:13:04.960]  那個是上帝
[00:13:04.960 --> 00:13:06.960]  主位轉了
[00:13:06.960 --> 00:13:08.960]  六節八節是他
[00:13:08.960 --> 00:13:10.960]  耶穌基督
[00:13:10.960 --> 00:13:12.960]  九節十一節是上帝將他升為最高
[00:13:12.960 --> 00:13:14.960]  就是保羅透過這首詩
[00:13:14.960 --> 00:13:16.960]  兩道門告訴我們
[00:13:16.960 --> 00:13:18.960]  大兄姐妹神是君真的神
[00:13:18.960 --> 00:13:20.960]  不過你不要自己
[00:13:20.960 --> 00:13:22.960]  去面上貼金
[00:13:22.960 --> 00:13:24.960]  你在教會生活
[00:13:24.960 --> 00:13:26.960]  在社會上跟人交往
[00:13:26.960 --> 00:13:28.960]  你不要認叻
[00:13:28.960 --> 00:13:30.960]  你不要想拿
[00:13:30.960 --> 00:13:32.960]  自己的面
[00:13:32.960 --> 00:13:34.960]  不過有句說話
[00:13:34.960 --> 00:13:36.960]  面是別人給的
[00:13:36.960 --> 00:13:38.960]  架是自己丟的
[00:13:38.960 --> 00:13:40.960]  你好好學六節到八節
[00:13:40.960 --> 00:13:42.960]  好好信服
[00:13:42.960 --> 00:13:44.960]  你深信你的神
[00:13:44.960 --> 00:13:46.960]  他會好像對待耶穌基督
[00:13:46.960 --> 00:13:48.960]  將你升高
[00:13:48.960 --> 00:13:50.960]  你留意他的詞語
[00:13:50.960 --> 00:13:52.960]  將他升高又像他超乎萬明
[00:13:52.960 --> 00:13:54.960]  之上的明
[00:13:54.960 --> 00:13:56.960]  我不和大家討論
[00:13:56.960 --> 00:13:58.960]  這是什麼名字
[00:13:58.960 --> 00:14:00.960]  有些人說是耶穌
[00:14:00.960 --> 00:14:02.960]  但你回頭看
[00:14:02.960 --> 00:14:04.960]  可能有一個名字是
[00:14:04.960 --> 00:14:06.960]  猶太人不敢說出的
[00:14:06.960 --> 00:14:08.960]  所以他不敢說什麼名字
[00:14:08.960 --> 00:14:10.960]  萬明之上之明
[00:14:10.960 --> 00:14:12.960]  他不敢說就像他搖晃
[00:14:12.960 --> 00:14:14.960]  萬明之上之明
[00:14:14.960 --> 00:14:16.960]  接著
[00:14:16.960 --> 00:14:18.960]  無不因耶穌的名屈膝
[00:14:18.960 --> 00:14:20.960]  無不口稱耶穌基督為主
[00:14:20.960 --> 00:14:22.960]  看起來
[00:14:22.960 --> 00:14:24.960]  不夠弱的背景
[00:14:24.960 --> 00:14:26.960]  不是覺得大不了
[00:14:26.960 --> 00:14:28.960]  將他升到至高
[00:14:28.960 --> 00:14:30.960]  給他一個名字
[00:14:30.960 --> 00:14:32.960]  這個名字是最厲害的
[00:14:32.960 --> 00:14:34.960]  看完下面一句就發現
[00:14:34.960 --> 00:14:36.960]  原來是以賽亞書45章23節
[00:14:36.960 --> 00:14:38.960]  保羅用了45章23節
[00:14:38.960 --> 00:14:40.960]  聖經這樣說的
[00:14:40.960 --> 00:14:42.960]  萬失必向我跪拜
[00:14:42.960 --> 00:14:44.960]  萬口必憑我起誓
[00:14:44.960 --> 00:14:46.960]  就是這個
[00:14:46.960 --> 00:14:48.960]  不過你記得史賽亞書的時候
[00:14:48.960 --> 00:14:50.960]  誰說這句說話
[00:14:50.960 --> 00:14:52.960]  萬失必向我跪拜
[00:14:52.960 --> 00:14:54.960]  我是誰
[00:14:54.960 --> 00:14:56.960]  耶和華
[00:14:56.960 --> 00:14:58.960]  保羅說
[00:14:58.960 --> 00:15:00.960]  我年輕的時候讀了很多舊約
[00:15:00.960 --> 00:15:02.960]  一直不相信耶穌是基督
[00:15:02.960 --> 00:15:04.960]  但我相信了耶穌是基督之後
[00:15:04.960 --> 00:15:06.960]  我發現舊約有說得很清楚
[00:15:06.960 --> 00:15:08.960]  舊約的神
[00:15:08.960 --> 00:15:10.960]  現在因為耶穌基督在六至八節
[00:15:10.960 --> 00:15:12.960]  逐步逐步的降低
[00:15:12.960 --> 00:15:14.960]  他升不升到這麼高
[00:15:14.960 --> 00:15:16.960]  給他一個名字
[00:15:16.960 --> 00:15:18.960]  我也不敢說是什麼名字
[00:15:18.960 --> 00:15:20.960]  升到最高者住的地方
[00:15:20.960 --> 00:15:22.960]  就是他住的地方
[00:15:22.960 --> 00:15:24.960]  還叫所有人
[00:15:24.960 --> 00:15:26.960]  降伏在他面前
[00:15:26.960 --> 00:15:28.960]  好像在賽亞書
[00:15:28.960 --> 00:15:30.960]  降伏在耶和華面前一樣
[00:15:30.960 --> 00:15:32.960]  我曾經和
[00:15:32.960 --> 00:15:34.960]  可能你們聽我們打的時候
[00:15:34.960 --> 00:15:36.960]  也有說過
[00:15:36.960 --> 00:15:38.960]  我曾經覺得
[00:15:38.960 --> 00:15:40.960]  好像耶穌當他是兒子
[00:15:40.960 --> 00:15:42.960]  他做的事情
[00:15:42.960 --> 00:15:44.960]  上帝很疼他很喜歡他
[00:15:44.960 --> 00:15:46.960]  他一直賺了錢
[00:15:46.960 --> 00:15:48.960]  給爸爸媽媽
[00:15:48.960 --> 00:15:50.960]  又照顧無家者
[00:15:50.960 --> 00:15:52.960]  所以自己沒什麼錢用
[00:15:52.960 --> 00:15:54.960]  越降越低
[00:15:54.960 --> 00:15:56.960]  上帝就說
[00:15:56.960 --> 00:15:58.960]  你這麼好
[00:15:58.960 --> 00:16:00.960]  正正是我想這樣的神
[00:16:00.960 --> 00:16:02.960]  我給你一個卡
[00:16:02.960 --> 00:16:04.960]  什麼卡
[00:16:04.960 --> 00:16:06.960]  轉金卡
[00:16:06.960 --> 00:16:08.960]  我名字給你地方給你
[00:16:08.960 --> 00:16:10.960]  卡也給你
[00:16:10.960 --> 00:16:12.960]  你當我這樣
[00:16:12.960 --> 00:16:14.960]  留意
[00:16:14.960 --> 00:16:16.960]  由第六至第八節
[00:16:16.960 --> 00:16:18.960]  到第九至十一節
[00:16:18.960 --> 00:16:20.960]  中間是不是有個所以
[00:16:20.960 --> 00:16:22.960]  所以上帝
[00:16:22.960 --> 00:16:24.960]  將會升為至高
[00:16:24.960 --> 00:16:26.960]  我想大家考慮一下
