
[00:00:00.000 --> 00:00:02.440]  好 大家好 很久沒有來這裡
[00:01:26.320 --> 00:01:28.320]  不只是香港 比如今天這樣的天氣
[00:01:28.320 --> 00:01:32.040]  如果你在溫哥華就很多人發病
[00:01:32.040 --> 00:01:34.040]  天氣變成這樣
[00:01:34.040 --> 00:01:36.440]  很灰暗的時候
[00:01:36.440 --> 00:01:38.160]  心情接著會變
[00:01:38.160 --> 00:01:39.960]  所以那些輔導機構
[00:01:39.960 --> 00:01:43.120]  多數都20小時熱線
[00:01:43.120 --> 00:01:44.320]  有很多人自殺
[00:01:44.320 --> 00:01:45.680]  我去溫哥華很多次
[00:01:45.680 --> 00:01:47.840]  溫哥華的香港人告訴我
[00:01:47.840 --> 00:01:49.120]  在這裡很難死的
[00:01:49.120 --> 00:01:52.240]  樓價這麼低 跳不到
[00:01:52.240 --> 00:01:54.640]  我聽到都覺得很心痛
[00:01:54.640 --> 00:01:56.640]  他們在想怎樣死
[00:01:56.640 --> 00:01:58.640]  所以如果你今天
[00:01:58.640 --> 00:02:00.640]  可能你會問家人是怎樣
[00:02:00.640 --> 00:02:03.440]  我記得這個月尾我在工理堂說
[00:02:03.440 --> 00:02:06.760]  那個是怎樣不會患抑鬱病
[00:02:06.760 --> 00:02:08.760]  但這次我們說家人
[00:02:08.760 --> 00:02:10.760]  家人首先我先講明
[00:02:10.760 --> 00:02:12.760]  不是越大年紀
[00:02:12.760 --> 00:02:14.040]  越容易抑鬱
[00:02:14.040 --> 00:02:16.040]  抑鬱通常是發生在那些
[00:02:16.040 --> 00:02:18.640]  覺得自己的角色變了
[00:02:18.640 --> 00:02:21.840]  比如說你的兒子已經入了小學
[00:02:21.840 --> 00:02:23.840]  或者中學
[00:02:23.840 --> 00:02:25.840]  或者結婚
[00:02:25.840 --> 00:02:27.840]  你萬一這個機會會高
[00:02:27.840 --> 00:02:30.480]  因為突然間你覺得他不再需要你
[00:02:30.480 --> 00:02:32.480]  所以很多媽媽
[00:02:32.480 --> 00:02:35.360]  發覺到自己好像沒什麼作用
[00:02:35.360 --> 00:02:37.360]  照顧兒子 兒子不用你管
[00:02:37.360 --> 00:02:40.760]  就發現他開始不開心
[00:02:40.760 --> 00:02:42.760]  所以出了一些苦媽
[00:02:42.760 --> 00:02:43.520]  就是這個意思
[00:02:43.520 --> 00:02:45.520]  他們總是要兒子靠他
[00:02:45.520 --> 00:02:47.280]  我想現在很多媽媽都
[00:02:47.280 --> 00:02:49.280]  藉著幫兒子做功課
[00:02:49.280 --> 00:02:51.280]  讓兒子覺得需要他
[00:02:51.280 --> 00:02:53.280]  很離譜
[00:02:53.280 --> 00:02:56.280]  這些是我們見案發生的問題
[00:02:56.280 --> 00:02:58.280]  男人是什麼情況下
[00:02:58.280 --> 00:03:00.280]  當然是娶老婆
[00:03:00.280 --> 00:03:03.280]  娶老婆不是老婆不好
[00:03:03.280 --> 00:03:06.280]  而是因為你不夠老婆說
[00:03:06.280 --> 00:03:09.280]  因為很多男人都是很沉默
[00:03:09.280 --> 00:03:12.280]  男人說話速度是萬四倍
[00:03:12.280 --> 00:03:14.280]  你要想到下一句是什麼
[00:03:14.280 --> 00:03:16.280]  他已經說到第四句
[00:03:16.280 --> 00:03:17.280]  你追不到
[00:03:17.280 --> 00:03:19.280]  所以慢慢你覺得自己老婆
[00:03:19.280 --> 00:03:21.280]  又嫁了個啞巴
[00:03:21.280 --> 00:03:23.280]  這些是外面街說的
[00:03:23.280 --> 00:03:24.280]  嫁了個啞巴
[00:03:24.280 --> 00:03:27.280]  所以很多男人都感覺到很寂寞
[00:03:27.280 --> 00:03:29.280]  覺得太太的速度太高
[00:03:29.280 --> 00:03:31.280]  跟不上
[00:03:31.280 --> 00:03:33.280]  因為女人的腦是左右腦同時
[00:03:33.280 --> 00:03:35.280]  在想在說話
[00:03:35.280 --> 00:03:37.280]  男人的腦是沒有想到那句
[00:03:37.280 --> 00:03:39.280]  是說不出話來的
[00:03:39.280 --> 00:03:41.280]  所以你會說其實男人很少亂說
[00:03:41.280 --> 00:03:43.280]  但是說得出已經太遲了
[00:03:43.280 --> 00:03:47.280]  今天說一下家人
[00:03:47.280 --> 00:03:49.280]  怎樣看到抑鬱呢
[00:03:49.280 --> 00:03:51.280]  抑鬱就是兩個界定
[00:03:51.280 --> 00:03:52.280]  在精神科
[00:03:52.280 --> 00:03:55.280]  一個界定就是長期都說自己沒用
[00:03:55.280 --> 00:03:58.280]  第二個界定就是長期都說自己不快樂
[00:03:58.280 --> 00:04:01.280]  而發現這個時間超過了14天
[00:04:01.280 --> 00:04:03.280]  超過14天之後
[00:04:03.280 --> 00:04:07.280]  譬如我想相福就很少有抑鬱的客人
[00:04:07.280 --> 00:04:09.280]  因為五間工作是吃午飯的
[00:04:09.280 --> 00:04:11.280]  應該找一次相福
[00:04:11.280 --> 00:04:14.280]  做一些吃不下午的人來參加
[00:04:14.280 --> 00:04:16.280]  因為那些沒胃口的人就抑鬱了
[00:04:16.280 --> 00:04:18.280]  如果你吃得這麼快
[00:04:18.280 --> 00:04:19.280]  你很難抑鬱
[00:04:19.280 --> 00:04:20.280]  你只是胃病
[00:04:20.280 --> 00:04:22.280]  但是如果你說
[00:04:22.280 --> 00:04:24.280]  對合的東西什麼都吃不下
[00:04:24.280 --> 00:04:26.280]  那你就危險了
[00:04:26.280 --> 00:04:28.280]  所以你同台那個
[00:04:28.280 --> 00:04:30.280]  吃得最慢的應該關心一個
[00:04:30.280 --> 00:04:32.280]  但是也不關事
[00:04:32.280 --> 00:04:34.280]  可能他健康
[00:04:34.280 --> 00:04:36.280]  因為他吃了40下
[00:04:36.280 --> 00:04:37.280]  但是你不行的話
[00:04:37.280 --> 00:04:39.280]  你可能會想一下自己為什麼會這樣
[00:04:39.280 --> 00:04:41.280]  再近一點是什麼呢
[00:04:41.280 --> 00:04:43.280]  就是抑鬱的人
[00:04:43.280 --> 00:04:46.280]  很多時候都會懷疑
[00:04:46.280 --> 00:04:50.280]  懷疑別人覺得他的價值是沒有的
[00:04:50.280 --> 00:04:52.280]  懷疑價值是沒有的
[00:04:52.280 --> 00:04:55.280]  經常都說人生沒什麼快樂
[00:04:55.280 --> 00:04:56.280]  我最近
[00:04:56.280 --> 00:04:58.280]  我今天早上寫了一個日記
[00:04:58.280 --> 00:04:59.280]  寄給我的抑鬱病人
[00:04:59.280 --> 00:05:01.280]  我也強調一個問題
[00:05:01.280 --> 00:05:03.280]  就是你說做人
[00:05:03.280 --> 00:05:05.280]  很快就發覺到
[00:05:05.280 --> 00:05:08.280]  很多事情都是做得不好
[00:05:08.280 --> 00:05:09.280]  做得不好
[00:05:09.280 --> 00:05:10.280]  譬如我
[00:05:10.280 --> 00:05:12.280]  我主力現在是做cancer patient
[00:05:12.280 --> 00:05:16.280]  就是已經突然確診了癌症
[00:05:16.280 --> 00:05:18.280]  或者突然今天復發
[00:05:18.280 --> 00:05:22.280]  或者突然知道自己手術做不到
[00:05:22.280 --> 00:05:24.280]  這三種情況下我就見到
[00:05:24.280 --> 00:05:26.280]  我見到的時候我發現
[00:05:26.280 --> 00:05:28.280]  多數都有抑鬱底子
[00:05:28.280 --> 00:05:31.280]  就是那個癌症送了抑鬱症給他
[00:05:31.280 --> 00:05:33.280]  原因就是他覺得
[00:05:33.280 --> 00:05:35.280]  沒有生存的可能
[00:05:35.280 --> 00:05:37.280]  當人覺得沒有生存的可能
[00:05:37.280 --> 00:05:38.280]  其實很糟糕
[00:05:38.280 --> 00:05:39.280]  你想一下
[00:05:39.280 --> 00:05:41.280]  他可能上午九點才知道
[00:05:41.280 --> 00:05:46.280]  自己可能和家人是不會過到這個十月
[00:05:46.280 --> 00:05:48.280]  只有十天命
[00:05:48.280 --> 00:05:50.280]  或者過不到聖誕
[00:05:50.280 --> 00:05:51.280]  你想一下
[00:05:51.280 --> 00:05:52.280]  如果你家裡有這樣的人
[00:05:52.280 --> 00:05:54.280]  你的心情怎麼樣
[00:05:54.280 --> 00:05:56.280]  什麼都是最後一次
[00:05:56.280 --> 00:05:58.280]  甚至到這次的中秋是最後一次
[00:05:58.280 --> 00:05:59.280]  那又怎麼樣
[00:05:59.280 --> 00:06:00.280]  我也有這個經驗
[00:06:00.280 --> 00:06:03.280]  我太太也是十二年前患了耳臟癌
[00:06:03.280 --> 00:06:05.280]  就是十年前去世
[00:06:05.280 --> 00:06:07.280]  那每一次都看最後一次
[00:06:07.280 --> 00:06:09.280]  這頓飯最後一次
[00:06:09.280 --> 00:06:11.280]  見這個親戚最後一次
[00:06:11.280 --> 00:06:13.280]  那感覺都不是好的
[00:06:13.280 --> 00:06:16.280]  所以很多人說快樂是不可能的
[00:06:16.280 --> 00:06:18.280]  很多抑鬱的人覺得快樂是不可能的
[00:06:18.280 --> 00:06:20.280]  你數一下
[00:06:20.280 --> 00:06:21.280]  我想你也同意的
[00:06:21.280 --> 00:06:22.280]  譬如你想一下
[00:06:22.280 --> 00:06:24.280]  你如果的困難
[00:06:24.280 --> 00:06:25.280]  你現在的困難
[00:06:25.280 --> 00:06:27.280]  無論是上班或者在家
[00:06:27.280 --> 00:06:29.280]  你的困難解決得了嗎
[00:06:29.280 --> 00:06:31.280]  你的子女解決得了嗎
[00:06:31.280 --> 00:06:33.280]  他不想讀書
[00:06:33.280 --> 00:06:36.280]  甚至他不想出街
[00:06:36.280 --> 00:06:38.280]  他做一個隱稱
[00:06:38.280 --> 00:06:40.280]  你解決得了嗎
[00:06:40.280 --> 00:06:42.280]  你搬他出街是沒有用的
[00:06:42.280 --> 00:06:44.280]  人本身就不喜歡見這個世界
[00:06:44.280 --> 00:06:46.280]  接著你發覺健康
[00:06:46.280 --> 00:06:49.280]  哪裡有人越來越健康的
[00:06:49.280 --> 00:06:52.280]  只有一直老退化
[00:06:52.280 --> 00:06:53.280]  沒有的
[00:06:53.280 --> 00:06:55.280]  還有一個問題就是
[00:06:55.280 --> 00:06:56.280]  你慢慢看看
[00:06:56.280 --> 00:07:00.280]  究竟你的真正朋友有多少個呢
[00:07:00.280 --> 00:07:02.280]  其實香港有的
[00:07:02.280 --> 00:07:03.280]  很多真正朋友
[00:07:03.280 --> 00:07:04.280]  不過很忙的
[00:07:04.280 --> 00:07:06.280]  你真的不好意思打擾誰
[00:07:06.280 --> 00:07:08.280]  你今天叫人家吃午飯
[00:07:08.280 --> 00:07:10.280]  人家真的很給面子的
[00:07:10.280 --> 00:07:11.280]  很忙的
[00:07:11.280 --> 00:07:13.280]  你叫他吃完今晚
[00:07:13.280 --> 00:07:14.280]  沒有人理你的
[00:07:14.280 --> 00:07:16.280]  你請也沒有用的
[00:07:16.280 --> 00:07:17.280]  很忙的
[00:07:17.280 --> 00:07:19.280]  你發現抑鬱的人
[00:07:19.280 --> 00:07:21.280]  會覺得很多事情解決不了
[00:07:21.280 --> 00:07:22.280]  於是他說
[00:07:22.280 --> 00:07:24.280]  為什麼不早點死呢
[00:07:24.280 --> 00:07:25.280]  為什麼不早點死呢
[00:07:25.280 --> 00:07:28.280]  所以抑鬱的人很容易會自我提議
[00:07:28.280 --> 00:07:30.280]  我不知道他們有一個習慣
[00:07:30.280 --> 00:07:32.280]  他們看這裡就是
[00:07:32.280 --> 00:07:34.280]  外面就牙齦一點
[00:07:34.280 --> 00:07:37.280]  灣仔政府入處或者稅務局那些
[00:07:37.280 --> 00:07:39.280]  天橋他們不敢走的
[00:07:39.280 --> 00:07:41.280]  因為他們走著走著就想跳下去
[00:07:41.280 --> 00:07:43.280]  自己都害怕的
[00:07:43.280 --> 00:07:45.280]  走著走著突然間有一個念頭
[00:07:45.280 --> 00:07:47.280]  就是不如在這裡下去就死了
[00:07:47.280 --> 00:07:49.280]  車一滾過就死了
[00:07:49.280 --> 00:07:51.280]  很多人都這樣想的
[00:07:51.280 --> 00:07:52.280]  所以有時候你會見到
[00:07:52.280 --> 00:07:53.280]  來不來封路
[00:07:53.280 --> 00:07:54.280]  警察啊
[00:07:54.280 --> 00:07:55.280]  談判專家啊
[00:07:55.280 --> 00:07:57.280]  就是在那些橋那裡
[00:07:57.280 --> 00:07:58.280]  有個人爬了出去
[00:07:58.280 --> 00:07:59.280]  勸他出來
[00:07:59.280 --> 00:08:00.280]  這些事情其實香港
[00:08:00.280 --> 00:08:01.280]  每天都有可能
[00:08:01.280 --> 00:08:02.280]  你想一下
[00:08:02.280 --> 00:08:04.280]  如果你有一個心境是這樣
[00:08:04.280 --> 00:08:05.280]  那怎麼搞呢
[00:08:05.280 --> 00:08:06.280]  所以你會說
[00:08:06.280 --> 00:08:09.280]  如果我接一個這樣的人來見
[00:08:09.280 --> 00:08:12.280]  我肯定我不會用心理輔導
[00:08:12.280 --> 00:08:14.280]  這個不是心理的問題
[00:08:14.280 --> 00:08:16.280]  心理輔導只有三條辦法
[00:08:16.280 --> 00:08:17.280]  第一條辦法就是
[00:08:17.280 --> 00:08:19.280]  你能不能改變環境
[00:08:19.280 --> 00:08:21.280]  比如不要跟家人住
[00:08:21.280 --> 00:08:25.280]  想辦法廢除學校制度
[00:08:25.280 --> 00:08:27.280]  甚至是
[00:08:27.280 --> 00:08:32.280]  全生命的出糧給你
[00:08:32.280 --> 00:08:34.280]  有沒有這麼好的國家
[00:08:34.280 --> 00:08:37.280]  那麼瑞士都頂不住這麼多人
[00:08:37.280 --> 00:08:39.280]  那就是沒有的
[00:08:39.280 --> 00:08:40.280]  改變不了環境
[00:08:40.280 --> 00:08:42.280]  第二可能就是降低期望
[00:08:42.280 --> 00:08:43.280]  降低期望
[00:08:43.280 --> 00:08:44.280]  比如你老公這麼壞
[00:08:44.280 --> 00:08:45.280]  見一三五
[00:08:45.280 --> 00:08:47.280]  二四六不要見他
[00:08:47.280 --> 00:08:49.280]  就是說笑嗎
[00:08:49.280 --> 00:08:52.280]  二四六他做什麼事
[00:08:52.280 --> 00:08:54.280]  你不知道你怎麼放心呢
[00:08:54.280 --> 00:08:56.280]  你不可以降低期望
[00:08:56.280 --> 00:08:57.280]  找人談判行不行
[00:08:57.280 --> 00:08:58.280]  第三招
[00:08:58.280 --> 00:09:00.280]  你找到誰呢
[00:09:00.280 --> 00:09:01.280]  你沒有
[00:09:01.280 --> 00:09:03.280]  可能那個人比你還煩
[00:09:03.280 --> 00:09:05.280]  多數找的人後來
[00:09:05.280 --> 00:09:07.280]  你都決定不會再找那個人
[00:09:07.280 --> 00:09:10.280]  所以你一定是越找越少
[00:09:10.280 --> 00:09:12.280]  很少人越找越多對手
[00:09:12.280 --> 00:09:13.280]  很少的
[00:09:13.280 --> 00:09:14.280]  多數都是越找越少
[00:09:14.280 --> 00:09:17.280]  那麼這三招心理輔導用完了
[00:09:17.280 --> 00:09:18.280]  就是改變環境
[00:09:18.280 --> 00:09:19.280]  降低期望
[00:09:19.280 --> 00:09:20.280]  找人談判
[00:09:20.280 --> 00:09:21.280]  用完了
[00:09:21.280 --> 00:09:22.280]  沒有
[00:09:22.280 --> 00:09:23.280]  我唯一可以建議就是
[00:09:23.280 --> 00:09:25.280]  是心靈的問題
[00:09:25.280 --> 00:09:27.280]  什麼叫心靈問題呢
[00:09:27.280 --> 00:09:29.280]  就是你不要再想
[00:09:29.280 --> 00:09:31.280]  找心理專家或輔導員
[00:09:31.280 --> 00:09:33.280]  你不如解決了
[00:09:33.280 --> 00:09:35.280]  你一個基本問題
[00:09:35.280 --> 00:09:36.280]  這個基本問題是什麼呢
[00:09:36.280 --> 00:09:38.280]  就是怎樣生活
[00:09:38.280 --> 00:09:40.280]  什麼是生活
[00:09:40.280 --> 00:09:42.280]  你說這麼深
[00:09:42.280 --> 00:09:43.280]  你曾經說
[00:09:43.280 --> 00:09:45.280]  我們死在過犯
[00:09:45.280 --> 00:09:47.280]  但是神叫耶穌令我們活過來
[00:09:47.280 --> 00:09:49.280]  什麼叫活過來呢
[00:09:49.280 --> 00:09:51.280]  就是你換一個新的力
[00:09:51.280 --> 00:09:52.280]  來生活
[00:09:52.280 --> 00:09:54.280]  新的力度來生活
[00:09:54.280 --> 00:09:55.280]  這個力度是什麼呢
[00:09:55.280 --> 00:09:57.280]  我想解釋給你聽
[00:09:57.280 --> 00:09:59.280]  這個不是叫你信教的意思
[00:09:59.280 --> 00:10:01.280]  這個力度是你沒有的
[00:10:01.280 --> 00:10:02.280]  如果你換到
[00:10:02.280 --> 00:10:04.280]  你發現你有的
[00:10:04.280 --> 00:10:07.280]  所以心靈醫治近期
[00:10:07.280 --> 00:10:09.280]  全世界都很流行
[00:10:09.280 --> 00:10:12.280]  當然有些不是用基督教
[00:10:12.280 --> 00:10:14.280]  總之你發現到
[00:10:14.280 --> 00:10:19.280]  每個宗教都興起了心靈醫治
[00:10:19.280 --> 00:10:21.280]  特別癌症的人
[00:10:21.280 --> 00:10:23.280]  就是說救不了的沒有
[00:10:23.280 --> 00:10:26.280]  但問題是基督教說的心靈醫治
[00:10:26.280 --> 00:10:29.280]  是說改你的價值
[00:10:29.280 --> 00:10:31.280]  譬如你的價值是死
[00:10:31.280 --> 00:10:32.280]  你知道如果自殺的人
[00:10:32.280 --> 00:10:34.280]  一定覺得自己沒有價值
[00:10:34.280 --> 00:10:36.280]  如果開價本小姐
[00:10:36.280 --> 00:10:38.280]  價裝費二千萬
[00:10:38.280 --> 00:10:40.280]  一定不會跳樓
[00:10:40.280 --> 00:10:41.280]  這麼值錢
[00:10:41.280 --> 00:10:43.280]  他覺得自己不值錢
[00:10:43.280 --> 00:10:44.280]  所以你說
[00:10:44.280 --> 00:10:46.280]  如果我改了你的價值
[00:10:46.280 --> 00:10:48.280]  你是超值得不得了
[00:10:48.280 --> 00:10:49.280]  買都買不到
[00:10:49.280 --> 00:10:51.280]  買你一分鐘都買不起
[00:10:51.280 --> 00:10:53.280]  你不會死的
[00:10:53.280 --> 00:10:54.280]  改價值
[00:10:54.280 --> 00:10:55.280]  所以一個小朋友
[00:10:55.280 --> 00:10:57.280]  想他不自殺
[00:10:57.280 --> 00:10:59.280]  心靈告訴他
[00:10:59.280 --> 00:11:01.280]  有一個很高的價值
[00:11:01.280 --> 00:11:02.280]  譬如我以前做
[00:11:02.280 --> 00:11:04.280]  三十年前我做精神科
[00:11:04.280 --> 00:11:07.280]  抑鬱的人多數都是有些精神困擾
[00:11:07.280 --> 00:11:09.280]  然後就變成精神病
[00:11:09.280 --> 00:11:11.280]  其實本身是精神病
[00:11:11.280 --> 00:11:14.280]  不過我們香港社會避開了這個字
[00:11:14.280 --> 00:11:16.280]  免得人們很不喜歡精神病這個字
[00:11:16.280 --> 00:11:19.280]  但是外國是很接受mental illness
[00:11:19.280 --> 00:11:21.280]  香港人中國人不接受
[00:11:21.280 --> 00:11:23.280]  其實他們的問題是什麼呢
[00:11:23.280 --> 00:11:24.280]  他們的問題就是
[00:11:24.280 --> 00:11:27.280]  他發現自己活在這裡沒有意思
[00:11:27.280 --> 00:11:29.280]  他就死了
[00:11:29.280 --> 00:11:31.280]  但是突然間他發現
[00:11:31.280 --> 00:11:33.280]  有一個人說他很有意義
[00:11:33.280 --> 00:11:35.280]  譬如我在香港做
[00:11:35.280 --> 00:11:36.280]  香港很多
[00:11:36.280 --> 00:11:38.280]  香港差不多三十萬左右
[00:11:38.280 --> 00:11:40.280]  精神病是
[00:11:40.280 --> 00:11:41.280]  二十個有一個
[00:11:41.280 --> 00:11:43.280]  這間房可能有十個
[00:11:43.280 --> 00:11:45.280]  平均
[00:11:45.280 --> 00:11:47.280]  我相信他們沒有來過
[00:11:47.280 --> 00:11:49.280]  其實有也不奇怪
[00:11:49.280 --> 00:11:50.280]  外國人相反
[00:11:50.280 --> 00:11:52.280]  我覺得自己的精神病
[00:11:52.280 --> 00:11:54.280]  是一個高貴的表示
[00:11:54.280 --> 00:11:56.280]  因為他們有錢去看
[00:11:56.280 --> 00:11:58.280]  二千元一次的接見
[00:11:58.280 --> 00:11:59.280]  你又沒有
[00:11:59.280 --> 00:12:01.280]  當然很多保險是包的
[00:12:01.280 --> 00:12:02.280]  香港不包
[00:12:02.280 --> 00:12:04.280]  你想一下這些
[00:12:04.280 --> 00:12:05.280]  是這樣的
[00:12:05.280 --> 00:12:06.280]  後來他發現有
[00:12:06.280 --> 00:12:07.280]  譬如我在香港
[00:12:07.280 --> 00:12:09.280]  一個精神病人會問我
[00:12:09.280 --> 00:12:10.280]  我跳樓了
[00:12:10.280 --> 00:12:11.280]  我會叫他
[00:12:11.280 --> 00:12:13.280]  你不要跳樓
[00:12:13.280 --> 00:12:14.280]  你很高價值
[00:12:14.280 --> 00:12:15.280]  他說誰說我高價值
[00:12:15.280 --> 00:12:17.280]  有個人說你很高價值
[00:12:17.280 --> 00:12:18.280]  告訴我在哪裡
[00:12:18.280 --> 00:12:20.280]  我說在附近
[00:12:20.280 --> 00:12:22.280]  在郵局就有
[00:12:22.280 --> 00:12:24.280]  郵局為什麼有
[00:12:24.280 --> 00:12:26.280]  以前郵局有
[00:12:26.280 --> 00:12:28.280]  現在郵局開始好像沒有
[00:12:28.280 --> 00:12:30.280]  郵局見到誰
[00:12:30.280 --> 00:12:32.280]  見到英女皇
[00:12:32.280 --> 00:12:34.280]  英女皇說你有價值
[00:12:34.280 --> 00:12:36.280]  為什麼
[00:12:36.280 --> 00:12:38.280]  你想一下
[00:12:38.280 --> 00:12:39.280]  李長樓為什麼來
[00:12:39.280 --> 00:12:40.280]  因出骰子
[00:12:40.280 --> 00:12:42.280]  英女皇講明和鄧小平講定
[00:12:42.280 --> 00:12:43.280]  五十年不變
[00:12:43.280 --> 00:12:45.280]  你一定住下去
[00:12:45.280 --> 00:12:46.280]  不會趕你的
[00:12:46.280 --> 00:12:47.280]  你繼續住下去
[00:12:47.280 --> 00:12:49.280]  你的綜合援助金不會改的
[00:12:49.280 --> 00:12:51.280]  英女皇和你搞定了
[00:12:51.280 --> 00:12:53.280]  香港一直維持五十年
[00:12:53.280 --> 00:12:56.280]  還有綜合服務
[00:12:56.280 --> 00:12:58.280]  金和因出骰子
[00:12:58.280 --> 00:13:00.280]  英女皇這麼疼你
[00:13:00.280 --> 00:13:01.280]  為什麼會死
[00:13:01.280 --> 00:13:04.280]  那些傻的人真的相信我說的
[00:13:04.280 --> 00:13:07.280]  我覺得他一點都不傻
[00:13:07.280 --> 00:13:09.280]  他還正常過我們
[00:13:09.280 --> 00:13:11.280]  他真的相信有人為他這麼好
[00:13:11.280 --> 00:13:13.280]  怎麼會死
[00:13:13.280 --> 00:13:15.280]  就因為他爸媽老公的兒子
[00:13:15.280 --> 00:13:17.280]  不覺得他好所以他死
[00:13:17.280 --> 00:13:20.280]  如果他爸媽老公的兒子說他很好
[00:13:20.280 --> 00:13:21.280]  這個女人怎麼會自殺
[00:13:21.280 --> 00:13:23.280]  一定不會的
[00:13:23.280 --> 00:13:25.280]  找回他的價值
[00:13:25.280 --> 00:13:26.280]  所以今天我們不是講英女皇
[00:13:26.280 --> 00:13:28.280]  是講耶穌
[00:13:28.280 --> 00:13:30.280]  因為我的工作是不可以講宗教
[00:13:30.280 --> 00:13:33.280]  但問題是如果你真的肯定
[00:13:33.280 --> 00:13:35.280]  有一個神
[00:13:35.280 --> 00:13:37.280]  用到耶穌
[00:13:37.280 --> 00:13:40.280]  讀生子為你釘死十字架
[00:13:40.280 --> 00:13:42.280]  這不是哲學
[00:13:42.280 --> 00:13:44.280]  有個人為你
[00:13:44.280 --> 00:13:46.280]  對你好到這樣
[00:13:46.280 --> 00:13:48.280]  你想想如果你的老闆為了你
[00:13:48.280 --> 00:13:51.280]  他現在是破產清盤
[00:13:51.280 --> 00:13:53.280]  他還是要拿回那筆錢
[00:13:53.280 --> 00:13:55.280]  給他恩恤金
[00:13:55.280 --> 00:13:56.280]  寧願他自己坐牢
[00:13:56.280 --> 00:13:58.280]  你都感動他一輩子
[00:13:58.280 --> 00:14:00.280]  你都感動一輩子
[00:14:00.280 --> 00:14:02.280]  有些人真的為了朋友
[00:14:02.280 --> 00:14:04.280]  自為之幾者死
[00:14:04.280 --> 00:14:06.280]  他都肯
[00:14:06.280 --> 00:14:07.280]  何況耶穌
[00:14:07.280 --> 00:14:09.280]  一個神沒有犯過罪
[00:14:09.280 --> 00:14:11.280]  居然代你頂包
[00:14:11.280 --> 00:14:14.280]  你想想你覺得感恩嗎
[00:14:14.280 --> 00:14:17.280]  這就是我們講的基督教信仰
[00:14:17.280 --> 00:14:19.280]  還有你的價值很高
[00:14:19.280 --> 00:14:21.280]  聖經說
[00:14:21.280 --> 00:14:23.280]  他不止令你活過來
[00:14:23.280 --> 00:14:25.280]  他也叫
[00:14:25.280 --> 00:14:27.280]  他還叫什麼呢
[00:14:27.280 --> 00:14:29.280]  還叫耶穌從死裡復活
[00:14:29.280 --> 00:14:32.280]  我們還可以和他一起坐在天上
[00:14:32.280 --> 00:14:34.280]  不用坐飛機
[00:14:34.280 --> 00:14:36.280]  可以上天坐在那裡
[00:14:36.280 --> 00:14:37.280]  多厲害
[00:14:37.280 --> 00:14:39.280]  你一發覺地位高到這樣
[00:14:39.280 --> 00:14:42.280]  你覺得這個世界的東西不值得死
[00:14:42.280 --> 00:14:44.280]  不值得死
[00:14:44.280 --> 00:14:45.280]  這個世界的東西值得死
[00:14:45.280 --> 00:14:47.280]  你不值得死
[00:14:47.280 --> 00:14:49.280]  這個是扭轉的
[00:14:49.280 --> 00:14:51.280]  如果我講心靈
[00:14:51.280 --> 00:14:52.280]  和一個人聊天
[00:14:52.280 --> 00:14:54.280]  一定行的
[00:14:54.280 --> 00:14:55.280]  最後結果就是
