
[00:00:00.000 --> 00:00:04.640]  多謝Steven的介紹
[00:03:56.640 --> 00:03:58.640]  如果我們嘗試看這段經文的時候
[00:03:58.640 --> 00:04:00.640]  我們明白到一件事
[00:04:00.640 --> 00:04:02.640]  就是在我們的信仰裏面
[00:04:02.640 --> 00:04:04.640]  我們基督徒
[00:04:04.640 --> 00:04:06.640]  不是要
[00:04:06.640 --> 00:04:08.640]  樣樣都厲害
[00:04:08.640 --> 00:04:10.640]  樣樣都行
[00:04:10.640 --> 00:04:12.640]  才行
[00:04:12.640 --> 00:04:14.640]  有時真的要大月根
[00:04:14.640 --> 00:04:16.640]  刺過我們人生
[00:04:16.640 --> 00:04:18.640]  但是主說
[00:04:18.640 --> 00:04:22.640]  你要樣樣都搞定
[00:04:22.640 --> 00:04:24.640]  才來跟我嗎
[00:04:24.640 --> 00:04:26.640]  樣樣都搞定才可以幫我做事嗎
[00:04:26.640 --> 00:04:28.640]  不是啊
[00:04:28.640 --> 00:04:30.640]  幫我做侍奉
[00:04:30.640 --> 00:04:32.640]  只要我的恩典就夠了
[00:04:32.640 --> 00:04:36.640]  很多人等一輩子
[00:04:36.640 --> 00:04:38.640]  子女大了
[00:04:38.640 --> 00:04:40.640]  讀大學了
[00:04:40.640 --> 00:04:42.640]  供了房子
[00:04:42.640 --> 00:04:44.640]  或病醫好了
[00:04:44.640 --> 00:04:46.640]  夫婦關係好一些
[00:04:46.640 --> 00:04:48.640]  才跟隨主服侍她
[00:04:48.640 --> 00:04:50.640]  主
[00:04:50.640 --> 00:04:52.640]  其實跟我們每一個人都說
[00:04:52.640 --> 00:04:54.640]  不是啊
[00:04:54.640 --> 00:04:56.640]  我用的就是這些破碎
[00:04:56.640 --> 00:04:58.640]  軟弱的人
[00:04:58.640 --> 00:05:00.640]  偏偏這些人
[00:05:00.640 --> 00:05:02.640]  才顯得我這個神
[00:05:02.640 --> 00:05:04.640]  勁啊
[00:05:04.640 --> 00:05:06.640]  你們的軟弱
[00:05:06.640 --> 00:05:08.640]  都可以服侍到我
[00:05:08.640 --> 00:05:10.640]  證明我的能力
[00:05:10.640 --> 00:05:12.640]  是強的
[00:05:12.640 --> 00:05:14.640]  我們人生就要透過
[00:05:14.640 --> 00:05:16.640]  我們這個人生
[00:05:16.640 --> 00:05:18.640]  令到我們的神顯得強
[00:05:18.640 --> 00:05:20.640]  我記得我在美國
[00:05:20.640 --> 00:05:22.640]  讀書的時候
[00:05:22.640 --> 00:05:24.640]  曾經有些人
[00:05:24.640 --> 00:05:26.640]  這樣說
[00:05:26.640 --> 00:05:28.640]  基督教的圈子
[00:05:28.640 --> 00:05:30.640]  通常牧師或信徒
[00:05:30.640 --> 00:05:32.640]  說去哪間教會
[00:05:32.640 --> 00:05:34.640]  通常是說ABC
[00:05:34.640 --> 00:05:36.640]  ABC
[00:05:36.640 --> 00:05:38.640]  如果在香港來
[00:05:38.640 --> 00:05:40.640]  看香港新聞就知道
[00:05:40.640 --> 00:05:42.640]  Anybody but CY
[00:05:42.640 --> 00:05:46.640]  我不是在香港來的
[00:05:46.640 --> 00:05:48.640]  我又不看新聞
[00:05:48.640 --> 00:05:50.640]  我又不知道什麼
[00:05:50.640 --> 00:05:52.640]  ABC當然是餐廳
[00:05:52.640 --> 00:05:56.640]  ABC不是餐廳
[00:05:56.640 --> 00:05:58.640]  又不是說梁振英
[00:05:58.640 --> 00:06:00.640]  ABC就是第一
[00:06:00.640 --> 00:06:02.640]  Attendance
[00:06:02.640 --> 00:06:04.640]  人數
[00:06:04.640 --> 00:06:06.640]  你聽教會
[00:06:06.640 --> 00:06:08.640]  我那間教會很大
[00:06:08.640 --> 00:06:10.640]  每堂都五千人
[00:06:10.640 --> 00:06:12.640]  威啊
[00:06:12.640 --> 00:06:14.640]  要說威啊
[00:06:14.640 --> 00:06:16.640]  B呢
[00:06:16.640 --> 00:06:18.640]  我那間教會正在建第四期
[00:06:18.640 --> 00:06:20.640]  我們有三期都不夠用
[00:06:20.640 --> 00:06:22.640]  現在的建築程式
[00:06:22.640 --> 00:06:24.640]  已經是第四期
[00:06:24.640 --> 00:06:26.640]  所以如果你牧師
[00:06:26.640 --> 00:06:28.640]  Attendance A又厲害
[00:06:28.640 --> 00:06:30.640]  B又厲害
[00:06:30.640 --> 00:06:32.640]  那C是什麼呢
[00:06:32.640 --> 00:06:34.640]  我們中國人
[00:06:34.640 --> 00:06:36.640]  最懂得這一點
[00:06:36.640 --> 00:06:38.640]  Cash
[00:06:38.640 --> 00:06:40.640]  Angus 聰明
[00:06:40.640 --> 00:06:42.640]  說什麼呢
[00:06:42.640 --> 00:06:44.640]  哪一方面鬥厲害呢
[00:06:44.640 --> 00:06:46.640]  哪一方面你那間教會厲害呢
[00:06:46.640 --> 00:06:48.640]  你牧師做那間教會
[00:06:48.640 --> 00:06:50.640]  你牧師就威啊
[00:06:50.640 --> 00:06:52.640]  人多 建樓 有錢
[00:06:52.640 --> 00:06:56.640]  這是世界上的威
[00:06:56.640 --> 00:06:58.640]  保羅這裡說
[00:06:58.640 --> 00:07:00.640]  我們不是鬥人多 鬥建樓
[00:07:00.640 --> 00:07:02.640]  鬥錢
[00:07:02.640 --> 00:07:04.640]  我是鬥我的主威
[00:07:04.640 --> 00:07:06.640]  如果要鬥我的主威呢
[00:07:06.640 --> 00:07:08.640]  我沒那麼威就容易顯得他威了
[00:07:08.640 --> 00:07:10.640]  我軟弱
[00:07:10.640 --> 00:07:12.640]  就更加顯得他的能力的完全
[00:07:12.640 --> 00:07:14.640]  要答清楚這個味道
[00:07:14.640 --> 00:07:16.640]  答清楚之後
[00:07:16.640 --> 00:07:18.640]  你和我沒有藉口
[00:07:18.640 --> 00:07:20.640]  不是奉神
[00:07:20.640 --> 00:07:22.640]  你和我沒有藉口
[00:07:22.640 --> 00:07:24.640]  為現在坎坷
[00:07:24.640 --> 00:07:26.640]  不像做基督徒
[00:07:26.640 --> 00:07:28.640]  不過我們嘗試再和大家
[00:07:28.640 --> 00:07:30.640]  看一看聖經
[00:07:30.640 --> 00:07:32.640]  因為帕瑟斯福人說
[00:07:32.640 --> 00:07:34.640]  一定要看一看聖經
[00:07:34.640 --> 00:07:36.640]  為什麼無情白事
[00:07:36.640 --> 00:07:38.640]  保羅在這裡說這些話
[00:07:38.640 --> 00:07:40.640]  要看上文
[00:07:40.640 --> 00:07:42.640]  上文去到第十一章
[00:07:42.640 --> 00:07:44.640]  二十二節
[00:07:44.640 --> 00:07:46.640]  有沒有聖經呢
[00:07:46.640 --> 00:07:48.640]  有的
[00:07:48.640 --> 00:07:50.640]  回去十一章二十二節
[00:07:50.640 --> 00:07:52.640]  留意 保羅寫的東西很特別
[00:07:52.640 --> 00:07:54.640]  你用心看
[00:07:54.640 --> 00:07:56.640]  你會看到他突出的地方
[00:07:56.640 --> 00:07:58.640]  他們是希伯來人嗎
[00:07:58.640 --> 00:08:00.640]  他怎麼回答
[00:08:00.640 --> 00:08:02.640]  我也是
[00:08:02.640 --> 00:08:04.640]  不如我說前面一句
[00:08:04.640 --> 00:08:06.640]  你回答後面一句
[00:08:06.640 --> 00:08:08.640]  他們是以色列人嗎
[00:08:08.640 --> 00:08:10.640]  他們是阿巴拉罕的後裔嗎
[00:08:10.640 --> 00:08:12.640]  他們是基督徒嗎
[00:08:12.640 --> 00:08:14.640]  為什麼你不是我也是
[00:08:14.640 --> 00:08:16.640]  你還算
[00:08:16.640 --> 00:08:18.640]  你以為一定說我也是
[00:08:18.640 --> 00:08:20.640]  保羅就預了你一定說我也是
[00:08:20.640 --> 00:08:22.640]  我頭三招和你打和
[00:08:22.640 --> 00:08:24.640]  第四招和你打和
[00:08:24.640 --> 00:08:26.640]  不是
[00:08:26.640 --> 00:08:28.640]  第四招我說我說句狂話
[00:08:28.640 --> 00:08:30.640]  我更是
[00:08:30.640 --> 00:08:32.640]  我大你
[00:08:32.640 --> 00:08:34.640]  我更是
[00:08:34.640 --> 00:08:36.640]  頭三招和你打和
[00:08:36.640 --> 00:08:38.640]  大家都是希伯來人
[00:08:38.640 --> 00:08:40.640]  說傳統話
[00:08:40.640 --> 00:08:42.640]  但到你說誰是耶穌基督的僕人
[00:08:42.640 --> 00:08:44.640]  說這些話的時候
[00:08:44.640 --> 00:08:46.640]  我就跟你說
[00:08:46.640 --> 00:08:48.640]  我勁過你
[00:08:48.640 --> 00:08:50.640]  記得我們小時候
[00:08:50.640 --> 00:08:52.640]  和人鬥老爸厲害
[00:08:52.640 --> 00:08:54.640]  和朋友同學
[00:08:54.640 --> 00:08:56.640]  你老爸開什麼車
[00:08:56.640 --> 00:08:58.640]  我就是開
[00:08:58.640 --> 00:09:00.640]  Judy那輛
[00:09:00.640 --> 00:09:02.640]  有沒有搞錯
[00:09:02.640 --> 00:09:04.640]  開的車
[00:09:04.640 --> 00:09:06.640]  我老爸開Cadillac
[00:09:06.640 --> 00:09:08.640]  撞都撞死你
[00:09:08.640 --> 00:09:10.640]  第三個同學說
[00:09:10.640 --> 00:09:12.640]  Cadillac很厲害嗎
[00:09:12.640 --> 00:09:14.640]  我老爸開火
[00:09:14.640 --> 00:09:16.640]  消防車
[00:09:16.640 --> 00:09:18.640]  最後一個同學說
[00:09:18.640 --> 00:09:20.640]  你們都走到一邊
[00:09:20.640 --> 00:09:22.640]  我勁過你
[00:09:22.640 --> 00:09:24.640]  叻過你
[00:09:24.640 --> 00:09:26.640]  鬥大
[00:09:26.640 --> 00:09:28.640]  鬥壯
[00:09:28.640 --> 00:09:30.640]  外面的社會是這樣的
[00:09:30.640 --> 00:09:32.640]  我們基督徒不是這樣說
[00:09:32.640 --> 00:09:34.640]  他說想和他鬥
[00:09:34.640 --> 00:09:36.640]  是不是基督徒的僕人
[00:09:36.640 --> 00:09:38.640]  我勁過你
[00:09:38.640 --> 00:09:40.640]  我勁過你
[00:09:40.640 --> 00:09:42.640]  我們以為他跟著說勁過你
[00:09:42.640 --> 00:09:44.640]  我有五千人聚會
[00:09:44.640 --> 00:09:46.640]  我有第四期的建築物
[00:09:46.640 --> 00:09:48.640]  我有三十萬的流動物業
[00:09:48.640 --> 00:09:50.640]  我有三十萬的流動
[00:09:50.640 --> 00:09:52.640]  美金的現金
[00:09:52.640 --> 00:09:54.640]  以為我們鬥這些
[00:09:54.640 --> 00:09:56.640]  我就是神的僕人
[00:09:56.640 --> 00:09:58.640]  如果不是的話
[00:09:58.640 --> 00:10:00.640]  怎麼會有這麼勁的教會
[00:10:00.640 --> 00:10:02.640]  看見知會停一停
[00:10:02.640 --> 00:10:04.640]  你看看保羅鬥什麼
[00:10:04.640 --> 00:10:06.640]  你怎麼知道
[00:10:06.640 --> 00:10:08.640]  看下面經文就知道
[00:10:08.640 --> 00:10:10.640]  23節B
[00:10:10.640 --> 00:10:12.640]  下半節
[00:10:12.640 --> 00:10:14.640]  他剛剛說我更是
[00:10:14.640 --> 00:10:16.640]  23節B
[00:10:16.640 --> 00:10:18.640]  我真的和他鬥
[00:10:18.640 --> 00:10:20.640]  多呀
[00:10:20.640 --> 00:10:22.640]  多下監牢
[00:10:22.640 --> 00:10:24.640]  受鞭打是過重的
[00:10:24.640 --> 00:10:26.640]  無死是屢次有的
[00:10:26.640 --> 00:10:28.640]  again and again
[00:10:28.640 --> 00:10:30.640]  他剛剛說我和他鬥厲害
[00:10:30.640 --> 00:10:32.640]  他真的和他鬥厲害
[00:10:32.640 --> 00:10:34.640]  不過鬥這些壞東西
[00:10:34.640 --> 00:10:36.640]  被人打
[00:10:36.640 --> 00:10:38.640]  如果你和我比較
[00:10:38.640 --> 00:10:40.640]  誰是服侍基督的
[00:10:40.640 --> 00:10:42.640]  主人是怎樣
[00:10:42.640 --> 00:10:44.640]  那些夥計又是怎樣
[00:10:44.640 --> 00:10:46.640]  我們的主人
[00:10:46.640 --> 00:10:48.640]  他們的夥計都是這樣
[00:10:48.640 --> 00:10:50.640]  所以做他的僕人
[00:10:50.640 --> 00:10:52.640]  鬥就鬥這些
[00:10:52.640 --> 00:10:54.640]  不是鬥錢不是鬥人多
[00:10:54.640 --> 00:10:56.640]  不是鬥地方大
[00:10:56.640 --> 00:10:58.640]  還有看24節到26節
[00:10:58.640 --> 00:11:00.640]  是數目
[00:11:00.640 --> 00:11:02.640]  鞭打五次每次40減一
[00:11:02.640 --> 00:11:04.640]  被棍打三次
[00:11:04.640 --> 00:11:06.640]  石頭打一次
[00:11:06.640 --> 00:11:08.640]  雪船壞三次
[00:11:08.640 --> 00:11:10.640]  一就一
[00:11:10.640 --> 00:11:12.640]  有很多次
[00:11:12.640 --> 00:11:14.640]  他都是數很多次
[00:11:14.640 --> 00:11:16.640]  他有多用心寫
[00:11:16.640 --> 00:11:18.640]  保羅很有心寫聖經
[00:11:18.640 --> 00:11:20.640]  給很有心看的人看
[00:11:20.640 --> 00:11:22.640]  第一個講多
[00:11:22.640 --> 00:11:24.640]  第二個數次數
[00:11:24.640 --> 00:11:26.640]  下面一節26節
[00:11:26.640 --> 00:11:28.640]  第二行開始
[00:11:28.640 --> 00:11:30.640]  遭江河的危險
[00:11:30.640 --> 00:11:32.640]  一路數下去
[00:11:32.640 --> 00:11:34.640]  假弟兄的危險
[00:11:34.640 --> 00:11:36.640]  全部都用危險結尾
[00:11:36.640 --> 00:11:38.640]  他有心寫
[00:11:38.640 --> 00:11:40.640]  不是講架勢
[00:11:40.640 --> 00:11:42.640]  不是講家有多大
[00:11:42.640 --> 00:11:44.640]  車有多靚
[00:11:44.640 --> 00:11:46.640]  老婆有多靚
[00:11:46.640 --> 00:11:48.640]  兒子讀書有多靚
[00:11:48.640 --> 00:11:50.640]  不是講這些
[00:11:50.640 --> 00:11:52.640]  香港人最喜歡講這些
[00:11:52.640 --> 00:11:54.640]  鬥完房子鬥完車
[00:11:54.640 --> 00:11:56.640]  鬥完銀行戶口
[00:11:56.640 --> 00:11:58.640]  鬥太太鬥老公
[00:11:58.640 --> 00:12:00.640]  現在都鬥不住
[00:12:00.640 --> 00:12:02.640]  鬥兒子鬥孫子
[00:12:02.640 --> 00:12:04.640]  我去哪裡
[00:12:04.640 --> 00:12:06.640]  威斯康辛大學
[00:12:06.640 --> 00:12:08.640]  威斯康辛大學沒聽過
[00:12:08.640 --> 00:12:10.640]  我孫子去哈佛
[00:12:10.640 --> 00:12:12.640]  聽個名哈佛
[00:12:12.640 --> 00:12:14.640]  都知道威些
[00:12:14.640 --> 00:12:16.640]  保羅不是
[00:12:16.640 --> 00:12:18.640]  我鬥多受苦
[00:12:18.640 --> 00:12:20.640]  多被人打
[00:12:20.640 --> 00:12:22.640]  多為基督御危險
[00:12:22.640 --> 00:12:24.640]  接著還有
[00:12:24.640 --> 00:12:26.640]  27節
[00:12:26.640 --> 00:12:28.640]  受勞碌受困苦
[00:12:28.640 --> 00:12:30.640]  一路去到下面赤身路途
[00:12:30.640 --> 00:12:32.640]  全部都是講他人生身體的艾苦
[00:12:32.640 --> 00:12:34.640]  有誰鬥靚的
[00:12:34.640 --> 00:12:36.640]  講自己講到那麼衰
[00:12:36.640 --> 00:12:38.640]  為什麼
[00:12:38.640 --> 00:12:40.640]  他要講到那麼衰
[00:12:40.640 --> 00:12:42.640]  因為這樣
[00:12:42.640 --> 00:12:44.640]  他們講的是誰像基督的僕人
[00:12:44.640 --> 00:12:46.640]  服事基督的人
[00:12:46.640 --> 00:12:48.640]  就講這些
[00:12:48.640 --> 00:12:50.640]  不是講孫子去哈佛
[00:12:50.640 --> 00:12:52.640]  服事基督的僕人
[00:12:52.640 --> 00:12:54.640]  是講為主受苦
[00:12:54.640 --> 00:12:56.640]  他不單止講身體受苦
[00:12:56.640 --> 00:12:58.640]  28節
[00:12:58.640 --> 00:13:00.640]  心受壓
[00:13:00.640 --> 00:13:02.640]  除了外面的事
[00:13:02.640 --> 00:13:04.640]  還有掛心的事
[00:13:04.640 --> 00:13:06.640]  天天
[00:13:06.640 --> 00:13:08.640]  身體又受苦
[00:13:08.640 --> 00:13:10.640]  內心又迫伯
[00:13:10.640 --> 00:13:12.640]  這樣來做基督的僕人
[00:13:12.640 --> 00:13:14.640]  去到29節
[00:13:14.640 --> 00:13:16.640]  他講得很清楚
[00:13:16.640 --> 00:13:18.640]  原來他上面講那麼多
[00:13:18.640 --> 00:13:20.640]  不是鬥架勢
[00:13:20.640 --> 00:13:22.640]  是鬥什麼
[00:13:22.640 --> 00:13:24.640]  有誰軟弱我不軟弱
[00:13:24.640 --> 00:13:26.640]  鬥軟弱
[00:13:26.640 --> 00:13:28.640]  原來講服事耶穌
[00:13:28.640 --> 00:13:30.640]  基督不是鬥叻的
[00:13:30.640 --> 00:13:32.640]  我們誤會了
[00:13:32.640 --> 00:13:34.640]  我們基督是最叻
[00:13:34.640 --> 00:13:36.640]  最有錢最有才幹的人
[00:13:36.640 --> 00:13:38.640]  來服事基督
[00:13:38.640 --> 00:13:40.640]  不是
[00:13:40.640 --> 00:13:42.640]  服事基督要彰顯基督的
[00:13:42.640 --> 00:13:44.640]  巴閉
[00:13:44.640 --> 00:13:46.640]  不是彰顯你和我的巴閉
[00:13:46.640 --> 00:13:48.640]  所以如果你和我
[00:13:48.640 --> 00:13:50.640]  沒有那麼巴閉的時候
[00:13:50.640 --> 00:13:52.640]  更加顯得我們的神巴閉
[00:13:52.640 --> 00:13:54.640]  曾經有人講過
[00:13:54.640 --> 00:13:56.640]  我們基督徒很多都是二手的家師
[00:14:00.640 --> 00:14:02.640]  在街上找一個人
[00:14:02.640 --> 00:14:04.640]  撿回來
[00:14:04.640 --> 00:14:06.640]  撿回來那個人是
[00:14:06.640 --> 00:14:08.640]  頂級裝修家師的師傅
[00:14:08.640 --> 00:14:12.640]  磨下打下補下
[00:14:12.640 --> 00:14:16.640]  嘩!那些皮靚翻
[00:14:16.640 --> 00:14:18.640]  那些藤又滑翻
[00:14:18.640 --> 00:14:20.640]  擺在家裏多好
[00:14:20.640 --> 00:14:22.640]  不理你過去
[00:14:22.640 --> 00:14:24.640]  第二手家師
[00:14:24.640 --> 00:14:26.640]  給他主人用
[00:14:28.640 --> 00:14:30.640]  主人打磨得好
[00:14:30.640 --> 00:14:32.640]  不在乎你家師靚不靚
[00:14:32.640 --> 00:14:34.640]  保羅繼續
[00:14:34.640 --> 00:14:36.640]  他未完
[00:14:36.640 --> 00:14:38.640]  他講軟弱
[00:14:38.640 --> 00:14:40.640]  他開波就剛剛
[00:14:40.640 --> 00:14:42.640]  都未入三波
[00:14:42.640 --> 00:14:44.640]  看下一段經文
[00:14:44.640 --> 00:14:46.640]  十一章三十節
[00:14:46.640 --> 00:14:50.640]  很多時候我們不明白
[00:14:50.640 --> 00:14:52.640]  為何無端百事保羅講他
[00:14:52.640 --> 00:14:54.640]  這幾節的經文
[00:14:54.640 --> 00:14:56.640]  講他逃走的情況
[00:14:56.640 --> 00:14:58.640]  無端百事講這個故事
[00:14:58.640 --> 00:15:00.640]  是不能砌出來
[00:15:00.640 --> 00:15:02.640]  但你慢慢比較
[00:15:02.640 --> 00:15:04.640]  看軟弱的詞語
[00:15:04.640 --> 00:15:06.640]  三十節他繼續講
[00:15:06.640 --> 00:15:08.640]  關乎軟弱的事
[00:15:08.640 --> 00:15:10.640]  所以這幾節經文講的東西
[00:15:10.640 --> 00:15:12.640]  和上面講的軟弱是有關係
[00:15:12.640 --> 00:15:14.640]  這幾節怎樣講軟弱
[00:15:14.640 --> 00:15:16.640]  永遠可稱頌的主耶穌的父神
[00:15:16.640 --> 00:15:18.640]  知道我不講說話
[00:15:18.640 --> 00:15:20.640]  不講船不說方
[00:15:20.640 --> 00:15:22.640]  在大馬色亞利達王手下的提督
[00:15:22.640 --> 00:15:24.640]  把守大馬色城
[00:15:24.640 --> 00:15:26.640]  要捉拿我
[00:15:26.640 --> 00:15:28.640]  我就從窗戶中
[00:15:28.640 --> 00:15:30.640]  在康子裏面從城牆上
[00:15:30.640 --> 00:15:32.640]  被人垂下去脫離了他的手
[00:15:32.640 --> 00:15:34.640]  好像講他逃走
[00:15:34.640 --> 00:15:36.640]  是不是
[00:15:36.640 --> 00:15:38.640]  但你不覺得講逃走
[00:15:38.640 --> 00:15:40.640]  講得很噁心很難看
[00:15:40.640 --> 00:15:44.640]  像走佬一樣
[00:15:44.640 --> 00:15:48.640]  我們有時看得香港港產片多
[00:15:48.640 --> 00:15:50.640]  或者看得新聞多
[00:15:50.640 --> 00:15:52.640]  有些想像力
[00:15:52.640 --> 00:15:54.640]  黑社會和人開片
[00:15:54.640 --> 00:15:56.640]  香港叫做「劈友」
[00:15:56.640 --> 00:15:58.640]  在餐廳打打打完一輪
[00:15:58.640 --> 00:16:00.640]  然後
[00:16:00.640 --> 00:16:02.640]  其中一幫派的首領
[00:16:02.640 --> 00:16:04.640]  黑社會的首領
[00:16:04.640 --> 00:16:06.640]  就逃走了
[00:16:06.640 --> 00:16:08.640]  回到自己的巢穴
[00:16:08.640 --> 00:16:10.640]  和自己的兄弟
[00:16:10.640 --> 00:16:12.640]  夥計講
[00:16:12.640 --> 00:16:14.640]  通常怎樣講
[00:16:14.640 --> 00:16:16.640]  哇 正話真是厲害
[00:16:16.640 --> 00:16:18.640]  你們這些年輕人
[00:16:18.640 --> 00:16:20.640]  看不到這樣的場面
[00:16:20.640 --> 00:16:22.640]  正話我
[00:16:22.640 --> 00:16:24.640]  一個人
[00:16:24.640 --> 00:16:26.640]  又沒有棍又沒有刀
[00:16:26.640 --> 00:16:28.640]  幸好有對筷子
[00:16:28.640 --> 00:16:30.640]  拿著筷子就殺出重圍
[00:16:30.640 --> 00:16:32.640]  通常是這樣講的
[00:16:32.640 --> 00:16:34.640]  這樣就夠威風
[00:16:34.640 --> 00:16:36.640]  這樣就夠強壯
[00:16:36.640 --> 00:16:38.640]  能力
[00:16:38.640 --> 00:16:40.640]  但保羅不是
[00:16:40.640 --> 00:16:42.640]  保羅好像那個黑社會投資
[00:16:42.640 --> 00:16:44.640]  幸好正話真是刀光血影
[00:16:44.640 --> 00:16:46.640]  幸好我一個箭步標在桌底
[00:16:46.640 --> 00:16:48.640]  桌子大遮住我
[00:16:48.640 --> 00:16:50.640]  他們全部人看不到我
[00:16:50.640 --> 00:16:52.640]  殺光我的兄弟
[00:16:52.640 --> 00:16:54.640]  我現在就逃出來了
[00:16:54.640 --> 00:16:56.640]  為什麼
[00:16:56.640 --> 00:16:58.640]  他們說
[00:16:58.640 --> 00:17:00.640]  把我在城牆
[00:17:00.640 --> 00:17:02.640]  在窗戶
[00:17:02.640 --> 00:17:04.640]  放進去
[00:17:04.640 --> 00:17:06.640]  其實我講給你聽
