
[00:00:00.000 --> 00:00:05.000]  各位頂展姐妹你們好
[00:08:07.000 --> 00:08:09.000]  我們開始慢慢慢慢
[00:08:09.000 --> 00:08:12.000]  我們就在教會
[00:08:12.000 --> 00:08:18.000]  我們就算找到我們的第一個起步點
[00:08:18.000 --> 00:08:23.000]  我們就開始一個有限的侍奉
[00:08:23.000 --> 00:08:29.000]  很多人就開始了這個侍奉沒多久
[00:08:31.000 --> 00:08:35.000]  我們就會發覺沉悶了
[00:08:35.000 --> 00:08:40.000]  好像昔日那個軟杖的火慢慢熄滅
[00:08:40.000 --> 00:08:43.000]  好像覺得昔日那個口號
[00:08:43.000 --> 00:08:51.000]  或者能夠叫它是心靈震動的呼聲
[00:08:51.000 --> 00:08:54.000]  那些目標都慢慢暗淡
[00:08:54.000 --> 00:08:57.000]  慢慢就沒有了那種力量
[00:08:58.000 --> 00:09:03.000]  我們怎樣再能夠找回新的目標
[00:09:03.000 --> 00:09:04.000]  換句話說
[00:09:04.000 --> 00:09:09.000]  什麼是我們宿靈裡面的中年危機
[00:09:09.000 --> 00:09:16.000]  當你找回一個新的身份
[00:09:16.000 --> 00:09:19.000]  在教會找回一個新的積分
[00:09:19.000 --> 00:09:22.000]  當你在教會裡面
[00:09:22.000 --> 00:09:26.000]  開始尋求你的侍奉
[00:09:27.000 --> 00:09:32.000]  是能夠可以為責下代的
[00:09:32.000 --> 00:09:37.000]  你就會找到一個新的努力的方向
[00:09:37.000 --> 00:09:43.000]  什麼是我們這個新的目標和方向
[00:09:43.000 --> 00:09:44.000]  兄弟姐妹
[00:09:44.000 --> 00:09:45.000]  假如我跟你說
[00:09:45.000 --> 00:09:48.000]  我說你做了多少套
[00:09:48.000 --> 00:09:50.000]  我不知道
[00:09:50.000 --> 00:09:51.000]  三年五年
[00:09:51.000 --> 00:09:53.000]  如果我告訴你
[00:09:53.000 --> 00:09:55.000]  你有一個身份
[00:09:56.000 --> 00:09:58.000]  你從來都沒有重視過
[00:09:58.000 --> 00:10:01.000]  從來都沒有明白過
[00:10:01.000 --> 00:10:06.000]  如果我說你有一個新的侍奉的崗位
[00:10:06.000 --> 00:10:08.000]  你其實或者說有一個崗位
[00:10:08.000 --> 00:10:12.000]  你從來沒有實現過的
[00:10:12.000 --> 00:10:14.000]  沒有realize過的
[00:10:14.000 --> 00:10:20.000]  如果我說你這個新的身份
[00:10:20.000 --> 00:10:23.000]  和新的崗位
[00:10:24.000 --> 00:10:31.000]  正正是要配合你教會再向前展望十年
[00:10:31.000 --> 00:10:35.000]  而你如果能夠找到這個身份和這個崗位
[00:10:35.000 --> 00:10:42.000]  是能夠配合到教會發展的前路的
[00:10:42.000 --> 00:10:48.000]  我說你的名字會和福音堂一起傳下去
[00:10:48.000 --> 00:10:51.000]  你會不會覺得是很合理的一件事
[00:10:53.000 --> 00:11:00.000]  請大家和我一起打開彼得前書第二章第九節
[00:11:00.000 --> 00:11:11.000]  讓我們大家一起再讀這個非常直接的經文
[00:11:11.000 --> 00:11:15.000]  然後問問我們自己
[00:11:15.000 --> 00:11:18.000]  我明白我的身份嗎
[00:11:19.000 --> 00:11:25.000]  我們打開彼得前書第二章第九節
[00:11:25.000 --> 00:11:31.000]  如果我們找到我們可不可以一起讀
[00:11:31.000 --> 00:11:34.000]  其實這節經文我們應該要判斷
[00:11:34.000 --> 00:11:40.000]  大家找到我們一起讀這節經文
[00:11:40.000 --> 00:11:43.000]  預備,一二三
[00:11:43.000 --> 00:11:45.000]  好,謝謝你們
[00:11:45.000 --> 00:11:51.000]  這是我早期信耶穌的時候讀了是不明白的
[00:11:51.000 --> 00:11:56.000]  原因是因為他四句說話都翻譯得太工整
[00:11:56.000 --> 00:11:58.000]  好像一對對一樣
[00:11:58.000 --> 00:12:04.000]  這類對對式的經文是最難知道它的意思
[00:12:04.000 --> 00:12:08.000]  唯有你們是被揀選的族類
[00:12:08.000 --> 00:12:10.000]  是有君尊的祭司
[00:12:10.000 --> 00:12:12.000]  是聖潔的國度
[00:12:12.000 --> 00:12:14.000]  是屬臣的子民
[00:12:15.000 --> 00:12:17.000]  是不是說到四重身份
[00:12:17.000 --> 00:12:20.000]  四個都是我們的身份
[00:12:20.000 --> 00:12:23.000]  但正確的意思是在說什麼
[00:12:23.000 --> 00:12:29.000]  我們逐個字逐個字拆開來看看
[00:12:29.000 --> 00:12:32.000]  開頭那兩個字
[00:12:32.000 --> 00:12:36.000]  如果翻譯成希臘文
[00:12:36.000 --> 00:12:39.000]  你亦唯有你們
[00:12:39.000 --> 00:12:42.000]  You and you only
[00:12:43.000 --> 00:12:44.000]  是這樣的
[00:12:44.000 --> 00:12:46.000]  是這麼強調的
[00:12:46.000 --> 00:12:49.000]  你亦唯有你們
[00:12:49.000 --> 00:12:51.000]  不是旁邊那個
[00:12:51.000 --> 00:12:53.000]  不是另外一班
[00:12:53.000 --> 00:12:56.000]  你唯有你們
[00:12:56.000 --> 00:12:59.000]  是被揀選的族類
[00:12:59.000 --> 00:13:07.000]  我們中文被揀選是一個非常基本的譯法
[00:13:07.000 --> 00:13:12.000]  不算是一個很極端的譯法
[00:13:12.000 --> 00:13:15.000]  我覺得我們在英文聖經
[00:13:15.000 --> 00:13:20.000]  有些譯法是比較極端一點
[00:13:20.000 --> 00:13:22.000]  你知道我們有時候翻譯
[00:13:22.000 --> 00:13:24.000]  有時候一些譯法是對的
[00:13:24.000 --> 00:13:26.000]  但不夠極端
[00:13:26.000 --> 00:13:29.000]  意思是不夠完全表達到
[00:13:29.000 --> 00:13:32.000]  英文那裡就說
[00:13:32.000 --> 00:13:39.000]  你唯有你們是被揀選的一族
[00:13:40.000 --> 00:13:43.000]  是上帝揀選的一族
[00:13:43.000 --> 00:13:49.000]  意思是什麼呢
[00:13:49.000 --> 00:13:54.000]  我們有在
[00:13:54.000 --> 00:13:56.000]  你在香港來
[00:13:56.000 --> 00:13:57.000]  我相信很多香港人來
[00:13:57.000 --> 00:14:00.000]  不然你不會聽我們香港話
[00:14:00.000 --> 00:14:03.000]  你在香港來
[00:14:03.000 --> 00:14:05.000]  應知香港事
[00:14:05.000 --> 00:14:07.000]  假如你在香港的時候
[00:14:07.000 --> 00:14:10.000]  你有去過街市買菜
[00:14:10.000 --> 00:14:14.000]  你就很明白這個叫做handpick
[00:14:14.000 --> 00:14:21.000]  我們香港買菜還是被揀選的
[00:14:21.000 --> 00:14:24.000]  你這裡是不被揀選的
[00:14:24.000 --> 00:14:26.000]  有些是包好的
[00:14:26.000 --> 00:14:28.000]  一包就一包買
[00:14:28.000 --> 00:14:31.000]  有一次我投訴百佳
[00:14:31.000 --> 00:14:32.000]  我說你們真是該死
[00:14:32.000 --> 00:14:35.000]  我說你們買的水果一包一包
[00:14:35.000 --> 00:14:37.000]  每一個水果有壞的地方
[00:14:37.000 --> 00:14:39.000]  你們向下
[00:14:39.000 --> 00:14:41.000]  等我回來打開
[00:14:41.000 --> 00:14:43.000]  下面的就是壞的
[00:14:43.000 --> 00:14:45.000]  向上面的是好的
[00:14:45.000 --> 00:14:46.000]  我說你不能被揀選
[00:14:46.000 --> 00:14:48.000]  但你賣壞的東西給別人
[00:14:48.000 --> 00:14:50.000]  我就算大減價你也不應該賣這些東西
[00:14:50.000 --> 00:14:51.000]  除非你告訴我
[00:14:51.000 --> 00:14:53.000]  這個是不完美的
[00:14:53.000 --> 00:14:55.000]  這個是第二級
[00:14:55.000 --> 00:14:57.000]  我可以有得揀選
[00:14:57.000 --> 00:14:59.000]  其實是違反了
[00:14:59.000 --> 00:15:03.000]  有法律加成
[00:15:03.000 --> 00:15:06.000]  我說你們真是該死
[00:15:06.000 --> 00:15:08.000]  你們再這樣
[00:15:08.000 --> 00:15:10.000]  我會投訴你們
[00:15:10.000 --> 00:15:13.000]  我會公開寫文章在報紙上
[00:15:13.000 --> 00:15:18.000]  他們有時是這樣
[00:15:18.000 --> 00:15:20.000]  一包一包你沒得揀選
[00:15:20.000 --> 00:15:23.000]  但我們在傳統街市
[00:15:23.000 --> 00:15:25.000]  什麼都可以揀選
[00:15:25.000 --> 00:15:27.000]  但什麼都可以揀選有些不是太好
[00:15:27.000 --> 00:15:30.000]  大家知道我們香港有些婆婆
[00:15:30.000 --> 00:15:33.000]  買菜就是這樣揀選
[00:15:33.000 --> 00:15:37.000]  給她手拿的東西就不用揀選
[00:15:37.000 --> 00:15:39.000]  買薑
[00:15:39.000 --> 00:15:42.000]  她就把別人的小的都拿出來
[00:15:42.000 --> 00:15:44.000]  只拿中間大塊的那塊
[00:15:44.000 --> 00:15:46.000]  買薑什麼都這樣
[00:15:46.000 --> 00:15:48.000]  要不就整塊
[00:15:48.000 --> 00:15:50.000]  要不就小的都拿出來
[00:15:50.000 --> 00:15:53.000]  如果買布冧更慘
[00:15:53.000 --> 00:15:56.000]  逐個按過
[00:15:56.000 --> 00:15:59.000]  她買一元八個
[00:15:59.000 --> 00:16:01.000]  十元八個
[00:16:01.000 --> 00:16:05.000]  買完八個就整籃都傷了
[00:16:05.000 --> 00:16:09.000]  唯有她揀到的那個
[00:16:09.000 --> 00:16:11.000]  就是最實在她最喜歡的那些
[00:16:11.000 --> 00:16:16.000]  你有沒有想過
[00:16:16.000 --> 00:16:20.000]  你是這樣被上帝手拿出來的
[00:16:20.000 --> 00:16:23.000]  你有沒有想過
[00:16:23.000 --> 00:16:25.000]  你有沒有想過
[00:16:25.000 --> 00:16:28.000]  你不是一次的報道會
[00:16:28.000 --> 00:16:30.000]  因為是包下來
[00:16:30.000 --> 00:16:34.000]  因為是國賠你
[00:16:34.000 --> 00:16:37.000]  以致有二千四百人信主
[00:16:37.000 --> 00:16:39.000]  而你是其中一個
[00:16:39.000 --> 00:16:41.000]  我們香港人很容易
[00:16:41.000 --> 00:16:43.000]  或者我們這一代人都是
[00:16:43.000 --> 00:16:47.000]  我們很容易從一個統計數字
[00:16:47.000 --> 00:16:51.000]  來定我們自己的身份
[00:16:51.000 --> 00:16:53.000]  以致我們覺得
[00:16:53.000 --> 00:16:57.000]  我就是這二千四百人裏面一個
[00:16:58.000 --> 00:17:00.000]  我們看不到
[00:17:00.000 --> 00:17:04.000]  我們是一個手拿著的
[00:17:04.000 --> 00:17:06.000]  我舉一個例子
[00:17:06.000 --> 00:17:08.000]  你知不知道我們香港
[00:17:08.000 --> 00:17:12.000]  一百個人當中有多少是基督徒
[00:17:12.000 --> 00:17:14.000]  知不知道
[00:17:14.000 --> 00:17:16.000]  不夠五個
[00:17:16.000 --> 00:17:21.000]  我們大概這一次的統計
[00:17:21.000 --> 00:17:25.000]  大概是4.8%
[00:17:25.000 --> 00:17:27.000]  佔全香港人口
[00:17:27.000 --> 00:17:32.000]  換句話
[00:17:32.000 --> 00:17:35.000]  一百個香港人裏面
[00:17:35.000 --> 00:17:39.000]  只有4.8個人
[00:17:39.000 --> 00:17:41.000]  是屬於神的
[00:17:41.000 --> 00:17:44.000]  是上帝家裏面的人
[00:17:44.000 --> 00:17:47.000]  我相信一個婆婆
[00:17:47.000 --> 00:17:50.000]  更真誠
[00:17:50.000 --> 00:17:52.000]  到時都不會說
[00:17:52.000 --> 00:17:55.000]  一百個布林裏面才選得到五個吧
[00:17:55.000 --> 00:17:57.000]  都不奇怪
[00:17:57.000 --> 00:18:02.000]  你就是這樣一個人
[00:18:02.000 --> 00:18:04.000]  在一百個裏面
[00:18:04.000 --> 00:18:07.000]  上帝親手選你出來
[00:18:07.000 --> 00:18:10.000]  不到五個裏面
[00:18:10.000 --> 00:18:12.000]  你是其中一個
[00:18:12.000 --> 00:18:14.000]  你要統計數字
[00:18:14.000 --> 00:18:16.000]  這個是你的統計數字
[00:18:16.000 --> 00:18:18.000]  在那個統計數字裏面
[00:18:18.000 --> 00:18:21.000]  不是由很大的一個數量
[00:18:21.000 --> 00:18:24.000]  是將自己那個很獨特的價值
[00:18:24.000 --> 00:18:27.000]  埋藏了、掩滅了
[00:18:27.000 --> 00:18:31.000]  你那個數量不是大數量
[00:18:31.000 --> 00:18:33.000]  是一百個裏面
[00:18:33.000 --> 00:18:38.000]  只有五個是上帝揀選了
[00:18:38.000 --> 00:18:42.000]  是上帝好像寶一樣
[00:18:42.000 --> 00:18:44.000]  收入他的懷裏面
[00:18:44.000 --> 00:18:49.000]  所以他說你是被揀選的族裏
[00:18:49.000 --> 00:18:54.000]  重新再釐定過自己的身份
[00:18:54.000 --> 00:18:57.000]  你不要一個大教會聚會
[00:18:57.000 --> 00:19:01.000]  你就覺得自己是三百個會友
[00:19:01.000 --> 00:19:03.000]  我是其中一個
[00:19:03.000 --> 00:19:07.000]  每次聚會完
[00:19:07.000 --> 00:19:08.000]  要逼出門口
[00:19:08.000 --> 00:19:10.000]  都不知道逼多久都逼不到
[00:19:10.000 --> 00:19:12.000]  那你逼呀逼呀
[00:19:12.000 --> 00:19:14.000]  你記得自己是一個獨特的身份
[00:19:14.000 --> 00:19:17.000]  尤其是如果你在香港
[00:19:17.000 --> 00:19:21.000]  我是在香港長大
[00:19:21.000 --> 00:19:27.000]  我一歲被媽媽逃難帶到香港
[00:19:27.000 --> 00:19:32.000]  我算是在香港和香港一起成長的人
[00:19:32.000 --> 00:19:36.000]  但我都很害怕香港禮拜日那種人潮
[00:19:36.000 --> 00:19:39.000]  有時我竭盡所能
[00:19:39.000 --> 00:19:43.000]  禮拜日就不要經過那些商場
[00:19:43.000 --> 00:19:46.000]  人多到你會有一種恐懼的感覺
[00:19:46.000 --> 00:19:49.000]  我記得有一次過了梨端道一條馬路
[00:19:49.000 --> 00:19:51.000]  剛剛一綠燈
[00:19:51.000 --> 00:19:53.000]  那裏一大批人湧過來
[00:19:53.000 --> 00:19:55.000]  我突然間有一種恐懼的感覺
[00:19:55.000 --> 00:19:59.000]  在那裏已經活了幾十年
[00:19:59.000 --> 00:20:01.000]  恐懼那種人潮
[00:20:01.000 --> 00:20:05.000]  突然間湧過來好像要將自己淹沒一樣
[00:20:05.000 --> 00:20:12.000]  但我們經常在一個廣大的基督徒聚會當中
[00:20:12.000 --> 00:20:15.000]  我們是這樣把自己濕了
[00:20:15.000 --> 00:20:19.000]  忘記了我們自己在上帝的眼裏面
[00:20:19.000 --> 00:20:21.000]  是Handpicked(手握著)的
[00:20:21.000 --> 00:20:26.000]  我們如果用廣東話你怎樣譯Handpicked呢?
[00:20:26.000 --> 00:20:29.000]  揀手貨呀
[00:20:29.000 --> 00:20:31.000]  知不知道呀
[00:20:31.000 --> 00:20:34.000]  你是上帝的揀手貨
[00:20:34.000 --> 00:20:37.000]  我不問是不是因為你有特別的影響之處
[00:20:37.000 --> 00:20:39.000]  我不問這件事我不知道
[00:20:39.000 --> 00:20:43.000]  但上帝如果你從聖經的說法
[00:20:43.000 --> 00:20:48.000]  從我們社會真正的現象和數字來說
[00:20:48.000 --> 00:20:50.000]  你的確是那個揀手貨
[00:20:50.000 --> 00:20:59.000]  這個就是你第一個身份要好好記在腦裏面
[00:20:59.000 --> 00:21:01.000]  第二個身份
[00:21:01.000 --> 00:21:04.000]  他告訴我們你是有君尊的祭司
[00:21:04.000 --> 00:21:06.000]  甚麼是君尊呢?
[00:21:06.000 --> 00:21:10.000]  是一個Royal Priesthood
[00:21:10.000 --> 00:21:15.000]  你不是任何一個小沙利
[00:21:15.000 --> 00:21:23.000]  如果能夠被選入皇室裏面
[00:21:23.000 --> 00:21:28.000]  去祀奉皇室人員的祭司
[00:21:28.000 --> 00:21:30.000]  你以為你是甚麼祭司呢?
[00:21:30.000 --> 00:21:35.000]  我告訴你一定不是小祭司
[00:21:35.000 --> 00:21:37.000]  一定是大祭司
[00:21:37.000 --> 00:21:46.000]  是不是只有大祭司能夠進入皇室去服侍皇室的人呢?
[00:21:46.000 --> 00:21:48.000]  你今天如果在英國
[00:21:48.000 --> 00:21:53.000]  如果你能夠成為英女皇的牧師
[00:21:53.000 --> 00:22:02.000]  你肯定就是曾經做過聖公會的最主要的Archbishop
[00:22:02.000 --> 00:22:06.000]  最重要的所謂的Confessor
[00:22:06.000 --> 00:22:14.000]  無論如何是皇室陰定的神職人員
[00:22:14.000 --> 00:22:17.000]  是進入皇室來服侍皇室裏面的人
[00:22:17.000 --> 00:22:20.000]  這個叫做君尊祭司的意思
[00:22:21.000 --> 00:22:26.000]  在舊約的晚期因為宗教的沒落
[00:22:26.000 --> 00:22:32.000]  我們昔日說所有的祭祀
[00:22:32.000 --> 00:22:41.000]  只能夠在耶路撒冷的聖殿才可以舉行
[00:22:41.000 --> 00:22:44.000]  地方的祭司是不行的
[00:22:44.000 --> 00:22:49.000]  但到了晚期的猶太教宗教已經沒落
[00:22:49.000 --> 00:22:56.000]  聖殿是中央的地方
[00:22:56.000 --> 00:22:59.000]  權失落
[00:22:59.000 --> 00:23:04.000]  於是很多的祭祀就在地方祭壇舉行
[00:23:04.000 --> 00:23:07.000]  耶利米亞時代是一個很明顯的例子
[00:23:07.000 --> 00:23:11.000]  耶利米亞的父親其實是一個地方的祭司
[00:23:11.000 --> 00:23:15.000]  有行祭祀和獻祭的禮
[00:23:15.000 --> 00:23:22.000]  但這一點一直都不被猶太人所認可
[00:23:22.000 --> 00:23:27.000]  所以他們到啟示錄仍然看上最重要的
[00:23:27.000 --> 00:23:29.000]  就是耶路撒冷的祭壇
[00:23:29.000 --> 00:23:34.000]  而耶路撒冷的祭壇是複製天上的祭壇
[00:23:34.000 --> 00:23:41.000]  這是說到整個中心教會的制度裏面
[00:23:41.000 --> 00:23:45.000]  最重要的制度和人員
[00:23:45.000 --> 00:23:52.000]  上帝說:你正正是這樣的祭祀
[00:23:52.000 --> 00:23:57.000]  上帝大概不需要托你大腿吧?
[00:23:57.000 --> 00:24:00.000]  上帝要托我們大腿嗎?
[00:24:00.000 --> 00:24:02.000]  要恭維我們
[00:24:02.000 --> 00:24:05.000]  他告訴我們一個真實的事實
[00:24:05.000 --> 00:24:08.000]  真實的事實就是他挑選我們
[00:24:08.000 --> 00:24:12.000]  我們現在因為太困難脫離
[00:24:12.000 --> 00:24:15.000]  我們有這麼多八個會友
[00:24:15.000 --> 00:24:17.000]  為什麼這麼多八個都要大腿?
[00:24:17.000 --> 00:24:19.000]  我們太容易用這個來了解
[00:24:19.000 --> 00:24:20.000]  但我想請問你
[00:24:20.000 --> 00:24:22.000]  如果你讀啟示錄你會知道
[00:24:22.000 --> 00:24:27.000]  他講到凡不勝的要和他一同的作王
[00:24:27.000 --> 00:24:29.000]  你試想像一下
[00:24:29.000 --> 00:24:32.000]  我們地上有多少基督徒?
[00:24:32.000 --> 00:24:34.000]  不勝的有多少?
[00:24:34.000 --> 00:24:39.000]  而不勝的將來要和他一起在千里作王
[00:24:39.000 --> 00:24:41.000]  你不只是管一個地方
[00:24:41.000 --> 00:24:46.000]  你是整個大地和耶和華一起作王
[00:24:46.000 --> 00:24:52.000]  你那時就明白什麼叫做君尊的祭祀
[00:24:52.000 --> 00:24:56.000]  你不勝的
[00:24:56.000 --> 00:25:00.000]  你的確是上帝的左右手
[00:25:00.000 --> 00:25:01.000]  你和他一起
[00:25:01.000 --> 00:25:03.000]  你知不知道作王的意思是什麼?
[00:25:03.000 --> 00:25:06.000]  是做那個判決的那個
[00:25:06.000 --> 00:25:10.000]  是下判案定案的那個
[00:25:10.000 --> 00:25:16.000]  有一天你就是因為你的忠心
[00:25:16.000 --> 00:25:22.000]  你要和你的王一起來作審判的坐地
[00:25:22.000 --> 00:25:26.000]  你就是統管一方
[00:25:26.000 --> 00:25:29.000]  上帝的左右手統管一方的那位
[00:25:29.000 --> 00:25:32.000]  這個君尊的祭祀
[00:25:32.000 --> 00:25:35.000]  就好像昔日那個大祭司
[00:25:35.000 --> 00:25:39.000]  是統領耶路撒冷的祭壇
[00:25:39.000 --> 00:25:45.000]  所有的祭祀要經由他來進行一樣
[00:25:45.000 --> 00:25:48.000]  君尊的祭祀請你去了解
[00:25:48.000 --> 00:25:50.000]  第三
[00:25:50.000 --> 00:25:52.000]  他說我們是一個正確的角度
[00:25:52.000 --> 00:25:55.000]  這個很可能是我們現代人
[00:25:55.000 --> 00:25:58.000]  最容易誤解的
[00:25:58.000 --> 00:26:01.000]  或者說解錯了的一個地方
[00:26:01.000 --> 00:26:04.000]  他說我們基督徒是一個聖潔的角度
