
[00:00:00.000 --> 00:00:05.000]  各位大兄姐妹 各位朋友
[00:03:13.000 --> 00:03:17.000]  難道找一個叫嬰兒立即長大的方法都沒有?
[00:03:17.000 --> 00:03:20.000]  如果你找不到 全體都要炒油
[00:03:20.000 --> 00:03:25.000]  那些大臣嚇了一跳 怎麼算好呢?
[00:03:25.000 --> 00:03:28.000]  一個比較年長的大臣對國王說
[00:03:28.000 --> 00:03:33.000]  大王大王 我認識我們國家有一個高明的醫生
[00:03:33.000 --> 00:03:42.000]  說不定他立即可以給你一些立即長大的靈藥
[00:03:42.000 --> 00:03:44.000]  不如問問他好不好?
[00:03:44.000 --> 00:03:49.000]  國王聽到就很高興 於是就召了名醫來到皇宮
[00:03:49.000 --> 00:03:55.000]  問醫生 你可不可以叫我的嬰兒納克長大?
[00:03:55.000 --> 00:03:58.000]  名醫上了一陣子就對國王說
[00:03:58.000 --> 00:04:03.000]  大王 叫公主立即長大並不困難
[00:04:03.000 --> 00:04:07.000]  我知道在東方有這樣的靈藥
[00:04:07.000 --> 00:04:11.000]  只要公主服用就立即長大
[00:04:11.000 --> 00:04:13.000]  不過問題就在這裡
[00:04:13.000 --> 00:04:18.000]  如果去找這些靈藥 因為路程很遠
[00:04:18.000 --> 00:04:21.000]  要花一段時間才能找到
[00:04:21.000 --> 00:04:25.000]  找到之後要再回來也要花一段時間
[00:04:25.000 --> 00:04:27.000]  國王聽到就非常開心
[00:04:27.000 --> 00:04:29.000]  要花多久時間?
[00:04:29.000 --> 00:04:32.000]  名醫說最多12年才能找到這藥
[00:04:32.000 --> 00:04:37.000]  一去一返 一來一回 大概12年就可以了
[00:04:37.000 --> 00:04:41.000]  國王聽到就很高興
[00:04:41.000 --> 00:04:46.000]  只要能夠叫公主立即長大 12年也值得
[00:04:46.000 --> 00:04:49.000]  於是名醫就把公主帶走了
[00:04:49.000 --> 00:04:55.000]  12年之後 正當國王心裡感到非常不安
[00:04:55.000 --> 00:05:00.000]  公主何時回來? 能否找到那些藥?
[00:05:00.000 --> 00:05:03.000]  那些藥有沒有效?
[00:05:03.000 --> 00:05:08.000]  正在這個時候 就有人稟報國王
[00:05:08.000 --> 00:05:10.000]  名醫帶著公主回來
[00:05:10.000 --> 00:05:13.000]  國王很開心 一出來
[00:05:13.000 --> 00:05:16.000]  呈現在自己眼前的
[00:05:16.000 --> 00:05:19.000]  不再是一個哭啼啼的嬰兒
[00:05:19.000 --> 00:05:23.000]  而是一個亭亭玉立長大的少女
[00:05:23.000 --> 00:05:29.000]  她就想 哇 這隻靈藥真厲害
[00:05:29.000 --> 00:05:33.000]  公主果然之間立刻長大
[00:05:33.000 --> 00:05:37.000]  名醫果然名不虛傳
[00:05:37.000 --> 00:05:41.000]  我們覺得這個故事有點荒謬
[00:05:41.000 --> 00:05:45.000]  但我想我們很多人都好像國王一樣
[00:05:45.000 --> 00:05:50.000]  第二個故事是《水中有澄清的一天》
[00:05:50.000 --> 00:05:54.000]  林清源提到他小時候
[00:05:54.000 --> 00:05:57.000]  他家裡放了一排大水缸
[00:05:57.000 --> 00:06:02.000]  是用來接承那些從屋頂流下來的雨水
[00:06:02.000 --> 00:06:06.000]  他們就靠這些水來洗衣服、洗澡
[00:06:06.000 --> 00:06:09.000]  以前沒有自來水 要麼用井水
[00:06:09.000 --> 00:06:14.000]  要麼就是下雨的時候儲起那些雨水
[00:06:14.000 --> 00:06:20.000]  剛剛下完雨 水缸的水非常混濁
[00:06:20.000 --> 00:06:24.000]  他們就放一些名葵上去
[00:06:24.000 --> 00:06:29.000]  過了兩三天 那些水就會澄清了
[00:06:29.000 --> 00:06:33.000]  通常我們小時候 很多時候都會這樣做
[00:06:33.000 --> 00:06:36.000]  他媽媽就經常對他說
[00:06:36.000 --> 00:06:39.000]  你不可以玩水缸裡的水
[00:06:39.000 --> 00:06:42.000]  水始終會有澄清的一天
[00:06:42.000 --> 00:06:45.000]  只要你耐心等候就行了
[00:06:45.000 --> 00:06:50.000]  你知不知道 你想等那些水混濁
[00:06:50.000 --> 00:06:53.000]  一秒鐘 那些水就會濁
[00:06:53.000 --> 00:06:57.000]  只需要一秒鐘的時間 你攪一攪它就會濁了
[00:06:57.000 --> 00:07:01.000]  但如果你想那些水變得清
[00:07:01.000 --> 00:07:04.000]  你就要耐心等候
[00:07:04.000 --> 00:07:08.000]  如果你攪它們 只不過是弄巧反拙
[00:07:08.000 --> 00:07:10.000]  欲速則不達
[00:07:10.000 --> 00:07:13.000]  這兩個故事給我們什麼啟迪呢?
[00:07:13.000 --> 00:07:17.000]  首先 一個人的眼光是非常重要的
[00:07:17.000 --> 00:07:21.000]  如果你肯定一個人一定會長大
[00:07:21.000 --> 00:07:24.000]  水缸的水一定會清
[00:07:24.000 --> 00:07:27.000]  那你就可以安心在這裡等待
[00:07:27.000 --> 00:07:30.000]  不需要自己加手腳
[00:07:30.000 --> 00:07:33.000]  就好像萬子所說的 鴨苗助長
[00:07:33.000 --> 00:07:37.000]  如果那個農夫知道始終那些蔬菜就會長大
[00:07:37.000 --> 00:07:40.000]  只要他勤力淋水就行了
[00:07:40.000 --> 00:07:43.000]  但是如果你想自己加手腳
[00:07:43.000 --> 00:07:51.000]  鴨苗助長 所有的菜都會枯乾死了
[00:07:51.000 --> 00:07:56.000]  或者你會問 你怎麼可以肯定一個人會長大?
[00:07:56.000 --> 00:08:00.000]  你怎麼肯定那些水缸的水一定會有一天變清?
[00:08:00.000 --> 00:08:05.000]  這些是將來的事 不能夠肯定的
[00:08:05.000 --> 00:08:08.000]  我們怎麼可以肯定呢?
[00:08:08.000 --> 00:08:10.000]  就要憑信心
[00:08:10.000 --> 00:08:14.000]  你信得過你的女兒一定會長大
[00:08:14.000 --> 00:08:17.000]  什麼叫靈藥是騙你的
[00:08:17.000 --> 00:08:20.000]  你信得過那些水一定會變清
[00:08:20.000 --> 00:08:22.000]  不需要你加手腳的
[00:08:22.000 --> 00:08:25.000]  信 於是你就去等
[00:08:25.000 --> 00:08:28.000]  等 於是就會成就了
[00:08:28.000 --> 00:08:31.000]  如果沒有了等 沒有了忍耐
[00:08:31.000 --> 00:08:33.000]  你就只會心煩
[00:08:33.000 --> 00:08:37.000]  或者我用一個例子去說明
[00:08:37.000 --> 00:08:42.000]  你很喜歡看49ers打球
[00:08:42.000 --> 00:08:47.000]  這一年Super Bowl決賽非常緊張
[00:08:47.000 --> 00:08:52.000]  你是49ers的勇敢粉絲
[00:08:52.000 --> 00:08:56.000]  去到第三個quarter仍然落後10分
[00:08:56.000 --> 00:08:58.000]  你就越看越緊張
[00:08:58.000 --> 00:09:02.000]  我和你看的 但是我一點都不緊張
[00:09:02.000 --> 00:09:05.000]  是不是因為我不是49ers的粉絲呢?
[00:09:05.000 --> 00:09:09.000]  不是 我一樣是49ers的粉絲
[00:09:09.000 --> 00:09:11.000]  但是為什麼我不緊張呢?
[00:09:11.000 --> 00:09:13.000]  因為我早已經知道賽果
[00:09:13.000 --> 00:09:16.000]  有人早已經告訴我賽果是什麼
[00:09:16.000 --> 00:09:19.000]  因為這場球賽不是直播 是錄了的
[00:09:19.000 --> 00:09:21.000]  我早已經知道賽果
[00:09:21.000 --> 00:09:23.000]  49ers後來一定會居上
[00:09:23.000 --> 00:09:25.000]  就贏了這場球賽
[00:09:25.000 --> 00:09:30.000]  所以我就算看到第三個quarter落後10分的時候
[00:09:30.000 --> 00:09:32.000]  也沒有他那麼緊張
[00:09:32.000 --> 00:09:34.000]  因為他不知道 我知道
[00:09:34.000 --> 00:09:36.000]  我看球賽就定得多了
[00:09:36.000 --> 00:09:40.000]  意思就是如果一個人知道結局
[00:09:40.000 --> 00:09:45.000]  在過程當中無論多麼緊張危險
[00:09:45.000 --> 00:09:47.000]  心都定了
[00:09:47.000 --> 00:09:51.000]  問題就是你知不知道結果是什麼
[00:09:51.000 --> 00:09:55.000]  希伯來書第十一章第一節至第二節就告訴你
[00:09:55.000 --> 00:10:00.000]  信是所望之時的實體 是未見之時的確具
[00:10:00.000 --> 00:10:05.000]  所望的事和未見的事都是不能夠肯定的
[00:10:05.000 --> 00:10:09.000]  英文所謂有個Element of Uncertainty
[00:10:09.000 --> 00:10:14.000]  但是如果我們信得過神 信得過祂的應許
[00:10:14.000 --> 00:10:19.000]  知道一定會發生 因為這個是祂答應我的
[00:10:19.000 --> 00:10:24.000]  就因為信的緣故 就算是所望之時都變為實體
[00:10:24.000 --> 00:10:28.000]  就算是未見之時都成為確具
[00:10:28.000 --> 00:10:32.000]  因為上帝已經將賽果告訴你
[00:10:32.000 --> 00:10:34.000]  人生就是這樣
[00:10:34.000 --> 00:10:38.000]  我們經歷許多黑暗不公不義的事情
[00:10:38.000 --> 00:10:41.000]  為什麼神完全不理會呢?
[00:10:41.000 --> 00:10:43.000]  我們要等到什麼時候呢?
[00:10:43.000 --> 00:10:48.000]  但是如果你知道結局 知道上帝的應許是真的
[00:10:48.000 --> 00:10:50.000]  你心裏面就有平安
[00:10:50.000 --> 00:10:53.000]  我們讀聖經時常會問
[00:10:53.000 --> 00:10:56.000]  究竟新約的主題是什麼呢?
[00:10:56.000 --> 00:11:01.000]  有人以為好像保羅書信 因信稱義就是主題
[00:11:01.000 --> 00:11:04.000]  也有人說不是 在基督裏面是主題
[00:11:04.000 --> 00:11:10.000]  但是近代神學家以為末日Eschatology
[00:11:10.000 --> 00:11:13.000]  就是整本聖經的主題
[00:11:13.000 --> 00:11:17.000]  如果戴上了末世的眼鏡來看萬事萬物
[00:11:17.000 --> 00:11:22.000]  用末世的眼光來解釋聖經的話語
[00:11:22.000 --> 00:11:25.000]  這個所謂的Eschatological perspective
[00:11:25.000 --> 00:11:31.000]  就成為了我們神學的中心解經重要的原則
[00:11:31.000 --> 00:11:34.000]  今天我們所讀的這段聖經啟示錄
[00:11:34.000 --> 00:11:40.000]  第十一章這段正是一個最好的例證
[00:11:40.000 --> 00:11:44.000]  我們詳細來看看這段聖經說什麼
[00:11:44.000 --> 00:11:49.000]  首先我們看第十四節 過去 現在 將來
[00:11:49.000 --> 00:11:51.000]  第十四節是這個說法
[00:11:51.000 --> 00:11:57.000]  第二樣災禍過去 第三樣災禍快到了
[00:11:57.000 --> 00:12:02.000]  首先我們重溫一下究竟約翰所說的災禍是什麼意思
[00:12:02.000 --> 00:12:07.000]  從第八章開始我們就看到第七號的情況
[00:12:07.000 --> 00:12:10.000]  七號的災禍分為兩大部分
[00:12:10.000 --> 00:12:13.000]  第八章是頭四號的災禍
[00:12:13.000 --> 00:12:18.000]  第一號就是那些炮子和火凋在地上
[00:12:18.000 --> 00:12:22.000]  三分之一的樹被燒 青草也都被燒光
[00:12:22.000 --> 00:12:27.000]  第二號就是火燒著大山 冰在海中
[00:12:27.000 --> 00:12:30.000]  三分之一的海水變成血
[00:12:30.000 --> 00:12:34.000]  三分之一的海的活物死亡
[00:12:34.000 --> 00:12:36.000]  三分之一的船隻壞了
[00:12:36.000 --> 00:12:40.000]  第三號就是燒著的大星
[00:12:40.000 --> 00:12:45.000]  好像火一樣從天掉下來
[00:12:45.000 --> 00:12:48.000]  在三分之一的江河裏面
[00:12:48.000 --> 00:12:52.000]  這個星叫做「因塵」 水就變苦
[00:12:52.000 --> 00:12:54.000]  死了很多人
[00:12:54.000 --> 00:12:57.000]  第四號就是三分之一的日頭
[00:12:57.000 --> 00:13:01.000]  三分之一的月亮 三分之一的星宿被打擊
[00:13:01.000 --> 00:13:04.000]  以致三分之一的地球沒有光
[00:13:04.000 --> 00:13:07.000]  這個就是頭四號
[00:13:07.000 --> 00:13:10.000]  頭四號所有這些災難都有一個特點
[00:13:10.000 --> 00:13:12.000]  都是天然的災害
[00:13:12.000 --> 00:13:18.000]  主要是攻擊天然的天象 而不是人的本身
[00:13:18.000 --> 00:13:24.000]  第二類的災禍就是由第五號到第七號
[00:13:24.000 --> 00:13:28.000]  第五號到第七號約翰稱為三個災禍
[00:13:28.000 --> 00:13:31.000]  第一個災禍是記載在第九章
[00:13:31.000 --> 00:13:34.000]  由叫做「蝗蟲」的災禍
[00:13:34.000 --> 00:13:38.000]  人痛苦五個月 求生不得 求死不能
[00:13:38.000 --> 00:13:42.000]  非常痛苦 但是死不了
[00:13:42.000 --> 00:13:45.000]  第二個災禍就是第六號
[00:13:45.000 --> 00:13:48.000]  記載在第九章十三節至二十一節
[00:13:48.000 --> 00:13:53.000]  講到被困在帕拉大河的四個使者被釋放
[00:13:53.000 --> 00:13:57.000]  然後他們來到地上大開殺戒
[00:13:57.000 --> 00:14:00.000]  殺死了地上三分之一的人
[00:14:00.000 --> 00:14:04.000]  第三個災禍就是第七天還沒有來到
[00:14:04.000 --> 00:14:06.000]  在這裏的時候還沒有來到
[00:14:06.000 --> 00:14:11.000]  要到十一章十五節第七位天使才能夠吹號
[00:14:11.000 --> 00:14:13.000]  所以我們可以看到
[00:14:13.000 --> 00:14:18.000]  第十四節提到這三個時期
[00:14:18.000 --> 00:14:21.000]  即是過去 現在和將來
[00:14:21.000 --> 00:14:25.000]  將來可以說是一個很快來的將來
[00:14:25.000 --> 00:14:28.000]  另外一個就是不快來的災禍
[00:14:28.000 --> 00:14:32.000]  過去是指第五災和第六災
[00:14:32.000 --> 00:14:37.000]  尤其是第六災 在地上受很多苦
[00:14:37.000 --> 00:14:39.000]  有三分之一的人死去
[00:14:39.000 --> 00:14:43.000]  第二就是將來 將來是有快樂
[00:14:43.000 --> 00:14:47.000]  就是指第七位天使很快就要吹響第七號
[00:14:47.000 --> 00:14:55.000]  但是比第七號之後還有災難
[00:14:55.000 --> 00:14:58.000]  第七號的災難是記載在第十五章
[00:14:58.000 --> 00:15:02.000]  第十五節到十八節 這是第七號的災難
[00:15:02.000 --> 00:15:08.000]  這個就是所謂將來的時期
[00:15:08.000 --> 00:15:10.000]  第三個時期就是現在
[00:15:10.000 --> 00:15:13.000]  第十章至十一章 一至十四節
[00:15:13.000 --> 00:15:16.000]  所謂的interlude的時期
[00:15:16.000 --> 00:15:18.000]  如果我們看第十一章
[00:15:18.000 --> 00:15:23.000]  我們會發覺現在這個階段是有幾個特色的
[00:15:23.000 --> 00:15:27.000]  第一 外邦人 也就是反對神的人
[00:15:27.000 --> 00:15:32.000]  在聖城遣返四十二個月 有三年半之久
[00:15:32.000 --> 00:15:34.000]  這是十一章第二節
[00:15:34.000 --> 00:15:37.000]  在這個期間有兩個見證人傳道
[00:15:37.000 --> 00:15:41.000]  也有三年半之久 這是十一章第三節
[00:15:41.000 --> 00:15:44.000]  第三 他們有權並有能力
[00:15:44.000 --> 00:15:47.000]  就像舊約時代的伊利亞和摩西一樣
[00:15:47.000 --> 00:15:51.000]  滿有大能的 這是十一章第六節
[00:15:51.000 --> 00:15:55.000]  但是他們卻被無底坑上來的獸
[00:15:55.000 --> 00:15:57.000]  也就是這個敵基督所殺
[00:15:57.000 --> 00:16:00.000]  塵屍街頭不能埋葬
[00:16:00.000 --> 00:16:02.000]  這是十一章第七節
[00:16:02.000 --> 00:16:06.000]  整個聖城就是耶穌被釘十字架的地方
[00:16:06.000 --> 00:16:10.000]  變成了所多瓦 埃及這樣背叛神
[00:16:10.000 --> 00:16:12.000]  這是十一章第八節
[00:16:12.000 --> 00:16:15.000]  不僅聖城如是 全世界都受到影響
[00:16:15.000 --> 00:16:18.000]  所以當這兩個見證人被殺的時候
[00:16:18.000 --> 00:16:22.000]  國民各個國族都來到耶路撒冷
[00:16:22.000 --> 00:16:25.000]  不准埋葬這兩個見證人
[00:16:25.000 --> 00:16:29.000]  他們反而慶祝互相送禮 狂歡
[00:16:29.000 --> 00:16:33.000]  因為他們慶祝兩個見證人被殺
[00:16:33.000 --> 00:16:38.000]  但是三天半之後 兩個見證人復活升天
[00:16:38.000 --> 00:16:40.000]  我們可以總括地說
[00:16:40.000 --> 00:16:44.000]  在過去的時間 雖然有很多災禍
[00:16:44.000 --> 00:16:47.000]  但是世人並不因此而悔改
[00:16:47.000 --> 00:16:49.000]  就像第九章二十一節說
[00:16:49.000 --> 00:16:53.000]  就不悔改 他們那些兇殺 邪術 奸淫
[00:16:53.000 --> 00:16:58.000]  偷竊 敗偶像的事 雖是這樣
[00:16:58.000 --> 00:17:01.000]  他們仍然沒有放棄
[00:17:01.000 --> 00:17:05.000]  這兩個傳道人 這兩個見證人
[00:17:05.000 --> 00:17:07.000]  即是寓表整個教會
[00:17:07.000 --> 00:17:10.000]  繼續傳福音給這些世人聽
[00:17:10.000 --> 00:17:13.000]  世人並不因為這樣而轉回
[00:17:13.000 --> 00:17:17.000]  反而變本加厲的迫害這些見證人
[00:17:17.000 --> 00:17:20.000]  這是黑暗掌權的時刻
[00:17:20.000 --> 00:17:24.000]  我們會問 這事有甚麼用?
[00:17:24.000 --> 00:17:29.000]  傳福音他們不相信 反而遭到受害
[00:17:29.000 --> 00:17:34.000]  我們更加會問神 這些日子如何度過?
[00:17:34.000 --> 00:17:36.000]  我們今天都有同感
[00:17:36.000 --> 00:17:39.000]  以致我們覺得沮喪 悲觀 失落
[00:17:39.000 --> 00:17:44.000]  問神 這些黑暗的日子要捱到何時?
[00:17:44.000 --> 00:17:46.000]  為甚麼會是這樣呢?
[00:17:46.000 --> 00:17:49.000]  我們看看今天的聖經
[00:17:49.000 --> 00:17:52.000]  如何去解答我們這個疑問
[00:17:52.000 --> 00:17:56.000]  就在現今黑暗掌權的世界
[00:17:56.000 --> 00:17:58.000]  很多不公不義
[00:17:58.000 --> 00:18:01.000]  很多不知所謂的事情
[00:18:01.000 --> 00:18:04.000]  我們會問 神啊 搞甚麼鬼?
[00:18:04.000 --> 00:18:07.000]  你去了哪裡?
[00:18:07.000 --> 00:18:12.000]  為甚麼好人不得好報?
[00:18:12.000 --> 00:18:14.000]  惡人就風生水起?
[00:18:14.000 --> 00:18:17.000]  這是一個甚麼世界?
[00:18:17.000 --> 00:18:21.000]  在聖經約翰給我們的答案
[00:18:21.000 --> 00:18:23.000]  答案是甚麼呢?
[00:18:23.000 --> 00:18:25.000]  換眼鏡來看看
[00:18:25.000 --> 00:18:30.000]  這就叫做「沒世眼光」
[00:18:30.000 --> 00:18:34.000]  我們看看15至18節
[00:18:34.000 --> 00:18:38.000]  第七位天使吹號 天上就有大聲音說
[00:18:38.000 --> 00:18:42.000]  世上的國 成了我主和主基督的國
[00:18:42.000 --> 00:18:45.000]  只要作王 直到永永遠遠
[00:18:45.000 --> 00:18:51.000]  在神面前 坐在自己位上的24位長老
[00:18:51.000 --> 00:18:54.000]  就面服於地敬拜神 說
[00:18:54.000 --> 00:18:57.000]  色在今在的主神
[00:18:57.000 --> 00:19:00.000]  傳人者啊 我們感謝你
[00:19:00.000 --> 00:19:03.000]  因你執掌大權 作王了
[00:19:03.000 --> 00:19:07.000]  外邦法農 你的憤怒也臨到了
[00:19:07.000 --> 00:19:10.000]  審判死人的時候也到了
[00:19:10.000 --> 00:19:14.000]  你僕人眾先知和眾聖徒 頑敬畏你名的
[00:19:14.000 --> 00:19:17.000]  年大大小得賞賜的時候也到了
[00:19:17.000 --> 00:19:23.000]  你敗壞那些敗壞世界的人的時候也就到了
[00:19:23.000 --> 00:19:25.000]  當我們讀這段聖經的時候
[00:19:25.000 --> 00:19:27.000]  我們有兩個疑問
[00:19:27.000 --> 00:19:31.000]  第一 按著約翰描述
[00:19:31.000 --> 00:19:34.000]  似乎已經去到大結局了
[00:19:34.000 --> 00:19:37.000]  世上的國已經成為基督的國
[00:19:37.000 --> 00:19:39.000]  耶穌已經執掌王權了
[00:19:39.000 --> 00:19:42.000]  而且神已經施人最終的審判了
[00:19:42.000 --> 00:19:45.000]  又賞賜給他的子民了
[00:19:45.000 --> 00:19:50.000]  是完全是一個大結局的描繪
[00:19:50.000 --> 00:19:55.000]  但事實上這裡只是去到啟示錄的一半
[00:19:55.000 --> 00:19:57.000]  後半段還有很多事情發生
[00:19:57.000 --> 00:20:00.000]  大結局還沒到
[00:20:00.000 --> 00:20:04.000]  我們怎樣解釋這段這麼古怪的經文呢?
[00:20:04.000 --> 00:20:07.000]  那場球賽還沒完 打到半場
[00:20:07.000 --> 00:20:12.000]  宣告勝利就不打了 何解呢?
[00:20:12.000 --> 00:20:14.000]  這是第一個問題
[00:20:14.000 --> 00:20:16.000]  第二個問題就是第十四節
[00:20:16.000 --> 00:20:21.000]  明明告訴我們第三種的災禍快要來了
[00:20:21.000 --> 00:20:24.000]  第七號已經吹響了
[00:20:24.000 --> 00:20:27.000]  那我當然是期望有更大的災禍
[00:20:27.000 --> 00:20:29.000]  比第六號更加厲害的災難
[00:20:29.000 --> 00:20:35.000]  但奇怪 取而代之一幅非常美麗的勝利的圖畫
[00:20:35.000 --> 00:20:37.000]  於是我們問為甚麼?
[00:20:37.000 --> 00:20:41.000]  為甚麼第七號吹響的時候不是地上的災害
[00:20:41.000 --> 00:20:45.000]  而是天上所看到的一幅美麗的圖畫?
[00:20:45.000 --> 00:20:47.000]  唯一的解釋就是
[00:20:47.000 --> 00:20:49.000]  這叫我們不要氣餒
[00:20:49.000 --> 00:20:52.000]  只要我們換一副眼鏡來看一切
[00:20:52.000 --> 00:20:55.000]  我們就會完全有不同的看法
[00:20:55.000 --> 00:20:58.000]  這個眼鏡就叫做「沒世眼鏡 沒世眼光」
[00:20:58.000 --> 00:21:00.000]  你放長眼睛來看一看
[00:21:00.000 --> 00:21:02.000]  最終的結局是一個甚麼結局?
[00:21:02.000 --> 00:21:06.000]  你就不會疑惑 你就不會失望 你就不會絕望
[00:21:06.000 --> 00:21:12.000]  因為耶穌基督最終是會為王施行審判和賞賜
[00:21:12.000 --> 00:21:15.000]  就好像你打打球 你明知道贏了
[00:21:15.000 --> 00:21:17.000]  你就不會那麼緊張
[00:21:17.000 --> 00:21:22.000]  因為你知道 你有一個「沒世眼鏡」來看過程
[00:21:22.000 --> 00:21:25.000]  我們詳細來看看
[00:21:25.000 --> 00:21:29.000]  聖經裏面所描繪的結局是一個甚麼結局呢?
[00:21:29.000 --> 00:21:32.000]  首先我們聽到有大聲音宣告說
[00:21:32.000 --> 00:21:36.000]  「世上的國成了我主和主基督的國」
[00:21:36.000 --> 00:21:39.000]  「因他要作王直到永遠遠遠」
[00:21:39.000 --> 00:21:41.000]  我們要留意
[00:21:41.000 --> 00:21:44.000]  這個第七號吹響的時候
[00:21:44.000 --> 00:21:46.000]  就有一個小段的插曲
[00:21:46.000 --> 00:21:49.000]  如果我們比較一下第七印的情況
[00:21:49.000 --> 00:21:52.000]  和第七號的情況
[00:21:52.000 --> 00:21:55.000]  我們發覺有相似也有不同的地方
[00:21:55.000 --> 00:21:57.000]  相同的地方是甚麼呢?
[00:21:57.000 --> 00:21:59.000]  首先講第七印
[00:21:59.000 --> 00:22:02.000]  當高揚揭開第七印的時候
[00:22:02.000 --> 00:22:06.000]  就有一個所謂的停頓的時間
[00:22:06.000 --> 00:22:08.000]  啟述八章一節
[00:22:08.000 --> 00:22:13.000]  同樣在第七位天使吹第七號之前
[00:22:13.000 --> 00:22:16.000]  也有一個停頓的時間
[00:22:16.000 --> 00:22:19.000]  這個相同的地方
[00:22:19.000 --> 00:22:20.000]  有平衡的
[00:22:20.000 --> 00:22:23.000]  七印之後去到第七印的時候
[00:22:23.000 --> 00:22:28.000]  也有一段停頓的時間
[00:22:28.000 --> 00:22:32.000]  去到第七號要吹響的時候
[00:22:32.000 --> 00:22:36.000]  也有一個停頓的時間
[00:22:36.000 --> 00:22:38.000]  但也有不同
[00:22:38.000 --> 00:22:40.000]  第七印揭開之後
[00:22:40.000 --> 00:22:42.000]  停頓時間只有三十分鐘
[00:22:42.000 --> 00:22:45.000]  但第七號吹響之前
[00:22:45.000 --> 00:22:47.000]  有三年半之久
[00:22:47.000 --> 00:22:48.000]  首先、第二節
[00:22:48.000 --> 00:22:52.000]  而且第七印之前的停頓是一個靜默
[00:22:52.000 --> 00:22:53.000]  完全沒有聲音
[00:22:53.000 --> 00:22:56.000]  而第七號之前
[00:22:56.000 --> 00:23:02.000]  有大聲音宣佈和敬拜歌頌之聖
[00:23:02.000 --> 00:23:06.000]  為甚麼有大聲音和敬拜聲音呢?
[00:23:06.000 --> 00:23:08.000]  因為這是一個勝利的宣佈
[00:23:08.000 --> 00:23:11.000]  宣佈說世界的國要成為我主
[00:23:11.000 --> 00:23:13.000]  和主耶穌基督的國
