
[00:00:00.000 --> 00:00:06.480]  我現在就講一下 今天我們有一個很好的新的節目來的
[00:04:59.340 --> 00:05:02.980]  在《撒滿義記》上18章的時候
[00:05:02.980 --> 00:05:06.900]  就講約拿丹愛大衛 這兩個老友
[00:05:06.900 --> 00:05:09.740]  約拿丹說愛大衛愛到好像自己的生命
[00:05:09.740 --> 00:05:13.580]  好像自己的命那樣和他結盟
[00:05:13.580 --> 00:05:16.020]  在英文聖經那個字是soul
[00:05:16.020 --> 00:05:18.340]  就是心靈bonded
[00:05:18.340 --> 00:05:23.180]  就是好像扣著一個鎖那樣 結盟
[00:05:23.180 --> 00:05:27.500]  你有沒有試過信了耶穌幾年
[00:05:27.500 --> 00:05:32.340]  甚至幾十年和別人結盟的經驗呢
[00:05:32.340 --> 00:05:34.940]  就是說和別人
[00:05:34.940 --> 00:05:40.900]  當了對方是自己生命裡面最重要的一部分
[00:05:40.900 --> 00:05:43.980]  甚至當別人家裡的家人
[00:05:43.980 --> 00:05:49.140]  都好像是你自己的爸爸媽媽的經驗
[00:05:49.140 --> 00:05:52.700]  你試一下看回《撒滿義記》上20章
[00:05:52.700 --> 00:05:54.500]  一字四字
[00:05:54.500 --> 00:05:59.380]  你看到約拿丹是表現到結盟
[00:05:59.380 --> 00:06:01.700]  約拿丹和大衛說
[00:06:01.700 --> 00:06:08.380]  你心裡所求的 我必為你成就
[00:06:08.380 --> 00:06:11.380]  你心裡面你想怎麼樣呢
[00:06:11.380 --> 00:06:13.420]  你想什麼發生呢
[00:06:13.420 --> 00:06:18.220]  我真的幫你 我幫你看到這個結果
[00:06:18.220 --> 00:06:20.660]  這個話成為了我這半年
[00:06:20.660 --> 00:06:25.580]  我的工作裡面一句口頭禪
[00:06:25.580 --> 00:06:28.340]  我的工作是做一個叫做護心行動
[00:06:28.340 --> 00:06:30.460]  就是幫一些癌症的病人
[00:06:30.460 --> 00:06:34.860]  當他確診了癌症或者覺得救不了了
[00:06:34.860 --> 00:06:37.980]  第四期了 我就去見他
[00:06:37.980 --> 00:06:41.860]  我和護士 心理學家
[00:06:41.860 --> 00:06:48.300]  甚至和那個病一樣是那個期數的人一起去見他
[00:06:48.300 --> 00:06:50.700]  我不是一個醫生
[00:06:50.700 --> 00:06:54.380]  我多數做的角色就是關心你
[00:06:54.380 --> 00:06:56.740]  你有什麼心願呢
[00:06:56.740 --> 00:06:59.100]  你可不可以告訴我
[00:06:59.100 --> 00:07:02.020]  看看我有沒有辦法
[00:07:02.020 --> 00:07:05.980]  在你可能離開一些你很愛的人裡面
[00:07:05.980 --> 00:07:06.980]  做一些事情
[00:07:06.980 --> 00:07:10.020]  多數 多數
[00:07:10.020 --> 00:07:11.540]  媽媽都是說
[00:07:11.540 --> 00:07:17.380]  我想你看著我兒女 我老公
[00:07:17.380 --> 00:07:20.940]  我做了25年在神學院做輔導主任
[00:07:20.940 --> 00:07:23.620]  都試過起碼有5次以上
[00:07:23.620 --> 00:07:28.500]  是有神學生或者畢業生患癌症
[00:07:28.500 --> 00:07:30.380]  每一次我和他們吃飯的時候
[00:07:30.380 --> 00:07:33.460]  他的配偶都和我說
[00:07:33.460 --> 00:07:37.620]  在我死了之後 你幫我看著他
[00:07:37.620 --> 00:07:40.220]  其實這些心願
[00:07:40.220 --> 00:07:41.940]  很多人都想告訴別人
[00:07:41.940 --> 00:07:44.500]  特別是在自己有危難的時候
[00:07:44.500 --> 00:07:47.340]  想找一個人
[00:07:47.340 --> 00:07:51.020]  一定不可以交給政府或者社工
[00:07:51.020 --> 00:07:53.020]  因為這些不是親戚
[00:07:53.020 --> 00:07:55.380]  也是打份工 打份工
[00:07:55.380 --> 00:07:56.980]  打份工又怎麼理你呢
[00:07:56.980 --> 00:08:00.940]  我要放假 我要退休 是吧
[00:08:00.940 --> 00:08:03.100]  如果你不是一個基督徒
[00:08:03.100 --> 00:08:05.180]  你真的找不到一個人
[00:08:05.180 --> 00:08:07.820]  你把這個心願 這個最重要的心願
[00:08:07.820 --> 00:08:10.380]  你家裡的心願告訴別人
[00:08:10.380 --> 00:08:12.460]  你真的找不到
[00:08:12.460 --> 00:08:14.580]  但是你在教會
[00:08:14.580 --> 00:08:16.820]  我希望你找到
[00:08:16.820 --> 00:08:20.580]  如果你找不到 這個是失望
[00:08:20.580 --> 00:08:23.180]  但是約拿丹說我必為你成就
[00:08:23.180 --> 00:08:25.340]  但是接著就發現了
[00:08:25.340 --> 00:08:28.060]  索羅 約拿丹的爸爸
[00:08:28.060 --> 00:08:32.140]  是發火去罵兒子
[00:08:32.140 --> 00:08:33.900]  你為什麼幫人家
[00:08:33.900 --> 00:08:36.500]  為什麼你幫大衛 我想殺這個大衛
[00:08:36.500 --> 00:08:40.300]  而約拿丹這個兒子是夠膽
[00:08:40.300 --> 00:08:44.100]  在吃飯的桌子上站起來
[00:08:44.100 --> 00:08:46.300]  然後氣憤地站起來
[00:08:46.300 --> 00:08:48.100]  這個不容易
[00:08:48.100 --> 00:08:50.980]  以一個皇帝的兒子對著皇帝
[00:08:50.980 --> 00:08:53.980]  說完話之後發火站起來
[00:08:53.980 --> 00:08:55.980]  除非他是柳文柴
[00:08:55.980 --> 00:08:58.220]  但是柳文柴真的是小時候
[00:08:58.220 --> 00:08:59.700]  長大了真的不敢
[00:08:59.700 --> 00:09:02.380]  為什麼他可以先上來殺我 是吧
[00:09:02.380 --> 00:09:04.580]  但是他夠膽用真面目
[00:09:04.580 --> 00:09:06.580]  表現他很不喜歡爸爸這樣說
[00:09:06.580 --> 00:09:08.980]  然後聖經說他
[00:09:08.980 --> 00:09:11.980]  這初二日沒有吃飯
[00:09:11.980 --> 00:09:14.300]  他連飯都不吃
[00:09:14.300 --> 00:09:16.700]  我相信這是很抑鬱的情況
[00:09:16.700 --> 00:09:19.380]  就是說一個生氣 生氣之後
[00:09:19.380 --> 00:09:20.740]  覺得生氣都沒有用
[00:09:20.740 --> 00:09:24.940]  覺得生氣都沒有用的人就不吃飯了
[00:09:24.940 --> 00:09:26.420]  很討厭生活
[00:09:26.420 --> 00:09:29.620]  我相信他愛這個朋友很深
[00:09:29.620 --> 00:09:32.500]  但是他收場不是好的
[00:09:32.500 --> 00:09:34.100]  索羅是生氣到怎樣呢
[00:09:34.100 --> 00:09:36.100]  向他講粗鄙的話
[00:09:36.100 --> 00:09:38.660]  剛才聖經剛剛讀這段
[00:09:38.660 --> 00:09:40.660]  就是他罵約拿丹
[00:09:40.660 --> 00:09:42.660]  祖宗都罵了
[00:09:42.660 --> 00:09:45.660]  其實在約拿丹心裡面
[00:09:45.660 --> 00:09:48.420]  如果他是普通人聽到罵就沒事的
[00:09:48.420 --> 00:09:51.420]  但是最痛苦的是
[00:09:51.420 --> 00:09:56.980]  兩邊都是他最親的人
[00:09:56.980 --> 00:10:02.420]  想殺這個老友大衛的就是自己爸爸
[00:10:02.420 --> 00:10:04.660]  索羅想殺大衛
[00:10:04.660 --> 00:10:08.660]  但是自己是很愛這個好朋友
[00:10:08.660 --> 00:10:11.380]  我想人生裡面到說
[00:10:11.380 --> 00:10:13.380]  要做到捱被人罵
[00:10:13.380 --> 00:10:17.060]  而夾在兩個對敵的人的中間
[00:10:17.060 --> 00:10:20.860]  真的很難做 很難做
[00:10:20.860 --> 00:10:22.660]  不過這樣
[00:10:22.660 --> 00:10:26.060]  你看回結局是怎樣呢
[00:10:26.060 --> 00:10:29.860]  在撒梅記下就講到
[00:10:29.860 --> 00:10:32.060]  約拿丹後來死了
[00:10:32.060 --> 00:10:34.060]  其實在一場戰役裡面
[00:10:34.060 --> 00:10:38.060]  他和索羅 就是他爸爸兩父子都死了
[00:10:38.060 --> 00:10:40.580]  約拿丹死的時候
[00:10:40.580 --> 00:10:42.580]  剩下一個兒子
[00:10:42.580 --> 00:10:45.580]  米菲波切只有五歲
[00:10:45.580 --> 00:10:47.580]  就是幼稚園的年紀
[00:10:47.580 --> 00:10:49.580]  但是這個兒子是跛腳的
[00:10:49.580 --> 00:10:52.580]  那時候想
[00:10:52.580 --> 00:10:56.580]  一個傷殘的兒童
[00:10:56.580 --> 00:10:59.580]  在我自己做輔導經驗裡面
[00:10:59.580 --> 00:11:02.580]  其實一個爸爸
[00:11:02.580 --> 00:11:04.580]  有一個傷殘的兒子
[00:11:04.580 --> 00:11:06.580]  而去世
[00:11:06.580 --> 00:11:08.580]  他去世他真的很難受
[00:11:08.580 --> 00:11:11.580]  誰會理會那個兒子呢
[00:11:11.580 --> 00:11:13.580]  如果在當年
[00:11:13.580 --> 00:11:16.580]  醫藥沒有發達到
[00:11:16.580 --> 00:11:18.580]  我相信沒有輪椅的時候
[00:11:18.580 --> 00:11:20.580]  你想一下怎樣
[00:11:20.580 --> 00:11:23.580]  但是大衛怎樣對待兒子呢
[00:11:23.580 --> 00:11:26.580]  大衛說他生他一口氣吃飯
[00:11:26.580 --> 00:11:32.580]  幾年間呢
[00:11:32.580 --> 00:11:34.580]  大衛念舊到
[00:11:34.580 --> 00:11:36.580]  和米菲波切說
[00:11:36.580 --> 00:11:40.580]  我將你爺爺索羅
[00:11:40.580 --> 00:11:42.580]  拿他的地全部還給你
[00:11:42.580 --> 00:11:46.580]  一切田地都還給你
[00:11:46.580 --> 00:11:48.580]  為什麼他這樣做呢
[00:11:48.580 --> 00:11:50.580]  是不是闊綽呢 我想不止
[00:11:50.580 --> 00:11:55.580]  我想是他對約拿丹這個朋友
[00:11:55.580 --> 00:11:58.580]  很想照顧好自己的兒子
[00:11:58.580 --> 00:12:00.580]  這個香燈
[00:12:02.580 --> 00:12:07.580]  他留下的是一個很大的保障
[00:12:07.580 --> 00:12:09.580]  就是田地
[00:12:09.580 --> 00:12:14.580]  有時候你做朋友做到這麼盡
[00:12:14.580 --> 00:12:15.580]  你有沒有遇到呢
[00:12:15.580 --> 00:12:16.580]  我不知道
[00:12:16.580 --> 00:12:18.580]  但是有時候你看聖經
[00:12:18.580 --> 00:12:19.580]  看回這段落
[00:12:19.580 --> 00:12:21.580]  對我們來說有什麼意思呢
[00:12:21.580 --> 00:12:23.580]  我想想了多少
[00:12:23.580 --> 00:12:28.580]  同路人是一個生命的連結
[00:12:28.580 --> 00:12:31.580]  即是他悲哀就是你的悲哀
[00:12:31.580 --> 00:12:34.580]  其實聖經在保羅一早就說了
[00:12:34.580 --> 00:12:37.580]  喜樂的人同樂 哀哭的人同哭
[00:12:37.580 --> 00:12:39.580]  但是說回基督徒群體呢
[00:12:39.580 --> 00:12:42.580]  我試過一點點這個經驗
[00:12:42.580 --> 00:12:45.580]  我16歲那年考會考
[00:12:45.580 --> 00:12:47.580]  考得不好
[00:12:47.580 --> 00:12:51.580]  考得不好呢 我想著都是有苦自己之算
[00:12:51.580 --> 00:12:55.580]  怎知道被一個教會的哥哥
[00:12:55.580 --> 00:12:58.580]  他在讀大學 還沒畢業
[00:12:58.580 --> 00:13:01.580]  他特別來撞我
[00:13:01.580 --> 00:13:04.580]  叫我去聊天
[00:13:04.580 --> 00:13:07.580]  叫我去吃雪條
[00:13:07.580 --> 00:13:13.580]  然後就在英華女校後面
[00:13:13.580 --> 00:13:15.580]  一條樓梯坐在那裡
[00:13:15.580 --> 00:13:18.580]  就是網球場上面 以前的
[00:13:18.580 --> 00:13:21.580]  叫我留意一下周圍的東西
[00:13:21.580 --> 00:13:24.580]  原來他讀生物
[00:13:24.580 --> 00:13:28.580]  他很有興趣對周圍的花草樹木環境
[00:13:28.580 --> 00:13:30.580]  不過他看到一樣東西很特別
[00:13:30.580 --> 00:13:32.580]  就是看到一隻蝴蝶
[00:13:32.580 --> 00:13:34.580]  他說你看一隻蝴蝶
[00:13:34.580 --> 00:13:36.580]  我說蝴蝶有什麼好看的
[00:13:36.580 --> 00:13:38.580]  他說你看一隻蝴蝶只有一隻翅膀
[00:13:38.580 --> 00:13:40.580]  我一隻翅膀就飛不了
[00:13:40.580 --> 00:13:43.580]  他說它飛得很慢還想飛
[00:13:43.580 --> 00:13:46.580]  還想飛 因為它最後呢
[00:13:46.580 --> 00:13:51.580]  它想回去蝴蝶棲身的地方
[00:13:51.580 --> 00:13:54.580]  就是其它蝴蝶的地方
[00:13:54.580 --> 00:13:57.580]  去匯合起來 然後它才死亡
[00:13:57.580 --> 00:14:00.580]  他說這個原理我不明白他說什麼
[00:14:00.580 --> 00:14:02.580]  我唯一明白的地方就是
[00:14:02.580 --> 00:14:05.580]  他可能當我是沒有這隻翅膀的意思
[00:14:05.580 --> 00:14:07.580]  就是蝴蝶
[00:14:07.580 --> 00:14:09.580]  我想他想告訴我
[00:14:09.580 --> 00:14:11.580]  就是說你奮鬥下去
[00:14:11.580 --> 00:14:15.580]  還有很多人跟你一樣這麼失意的
[00:14:15.580 --> 00:14:17.580]  他真的說得很重
[00:14:17.580 --> 00:14:19.580]  我第二年考得很好
[00:14:19.580 --> 00:14:22.580]  後來有機會再去做社工
[00:14:22.580 --> 00:14:25.580]  但是不過呢
[00:14:25.580 --> 00:14:27.580]  這件事影響了我接著的那一年
[00:14:27.580 --> 00:14:30.580]  發生一件事就是有一個年紀小
[00:14:30.580 --> 00:14:33.580]  我幾年的團友
[00:14:33.580 --> 00:14:36.580]  他在樓梯街
[00:14:36.580 --> 00:14:39.580]  下午趕著走
[00:14:39.580 --> 00:14:41.580]  可能是一級樓梯這麼短
[00:14:41.580 --> 00:14:43.580]  跌了一隻腳
[00:14:43.580 --> 00:14:44.580]  想著沒事了
[00:14:44.580 --> 00:14:48.580]  誰知道後來幾年間要打石膏
[00:14:48.580 --> 00:14:50.580]  後來發現又打錯了
[00:14:50.580 --> 00:14:54.580]  所以最後他注定一輩子
[00:14:54.580 --> 00:14:56.580]  都是一隻腳長一隻腳短
[00:14:56.580 --> 00:15:00.580]  他很怕再回教會見人
[00:15:00.580 --> 00:15:03.580]  因為覺得你想想十幾歲見人
[00:15:03.580 --> 00:15:05.580]  自己隔著隔著不要看
[00:15:05.580 --> 00:15:07.580]  他爸爸很失望
[00:15:07.580 --> 00:15:10.580]  他爸爸跟我說他最熟就是你了
[00:15:10.580 --> 00:15:13.580]  不如這樣你多點跟你去街
[00:15:13.580 --> 00:15:14.580]  他按著你的肩膀
[00:15:14.580 --> 00:15:16.580]  那就沒那麼腳短了
[00:15:16.580 --> 00:15:19.580]  以後你就做肩膀這樣陪他
[00:15:19.580 --> 00:15:21.580]  很樂意
[00:15:21.580 --> 00:15:24.580]  於是我跟他去沙田去九龍
[00:15:24.580 --> 00:15:26.580]  當年去沙田不容易去九龍
[00:15:26.580 --> 00:15:28.580]  去很多地方他很開心
[00:15:28.580 --> 00:15:32.580]  他覺得去所有地方都是靠我
[00:15:32.580 --> 00:15:34.580]  又被他綁住
[00:15:34.580 --> 00:15:36.580]  二來又有個人跟他一起走
[00:15:36.580 --> 00:15:39.580]  他注意力分散了沒那麼自卑
[00:15:39.580 --> 00:15:43.580]  就是這樣他學與務求
[00:15:43.580 --> 00:15:47.580]  幾年間我想他有上帝給他的天份
[00:15:47.580 --> 00:15:51.580]  他在校際是與務求的冠軍
[00:15:51.580 --> 00:15:53.580]  他就做了醫生
[00:15:53.580 --> 00:15:55.580]  到今天
[00:15:55.580 --> 00:16:00.580]  回想這些小小的事提醒我
[00:16:00.580 --> 00:16:03.580]  當你為一個信徒
[00:16:03.580 --> 00:16:06.580]  你做了一些事的時候
[00:16:06.580 --> 00:16:08.580]  上帝會祝福那件事
[00:16:08.580 --> 00:16:12.580]  變成一個更大的祝福器給人
[00:16:12.580 --> 00:16:15.580]  看保羅的經歷
[00:16:15.580 --> 00:16:18.580]  這個就是我不配講的見證
[00:16:18.580 --> 00:16:21.580]  保羅說在羅馬書第九章第三節
[00:16:21.580 --> 00:16:24.580]  他說:我為我弟兄
[00:16:24.580 --> 00:16:26.580]  我骨肉之親
[00:16:26.580 --> 00:16:30.580]  就是自己被咒詛與基督分離
[00:16:30.580 --> 00:16:32.580]  我也願意
[00:16:32.580 --> 00:16:34.580]  有時我每逢看到這句話
[00:16:34.580 --> 00:16:37.580]  保羅說我為了骨肉之親
[00:16:37.580 --> 00:16:38.580]  這班以色列人
[00:16:38.580 --> 00:16:40.580]  如果他們肯信耶穌
[00:16:40.580 --> 00:16:42.580]  接受耶穌
[00:16:42.580 --> 00:16:44.580]  回到神那裡
[00:16:44.580 --> 00:16:48.580]  就算我受的懲罰就是與基督分離
[00:16:48.580 --> 00:16:50.580]  我也願意
[00:16:50.580 --> 00:16:52.580]  每次我想起這句經文的時候
[00:16:52.580 --> 00:16:55.580]  我看到基督徒之間如果有吵架紛爭
[00:16:55.580 --> 00:16:57.580]  我也很難過
[00:16:57.580 --> 00:17:00.580]  為什麼你真的不當自己人
[00:17:00.580 --> 00:17:03.580]  在基督教機構我也見過很多人
[00:17:03.580 --> 00:17:06.580]  真的不當基督徒是自己人
[00:17:06.580 --> 00:17:08.580]  有時感覺覺得
[00:17:08.580 --> 00:17:11.580]  為什麼你不想想保羅說自己被咒詛
[00:17:11.580 --> 00:17:14.580]  與基督分離我也願意
[00:17:14.580 --> 00:17:16.580]  因為骨肉之親
[00:17:16.580 --> 00:17:18.580]  為我弟兄
[00:17:18.580 --> 00:17:22.580]  在第三節之前
[00:17:22.580 --> 00:17:24.580]  保羅在用
[00:17:24.580 --> 00:17:26.580]  如何形容自己的心情
[00:17:26.580 --> 00:17:28.580]  他說我大有憂愁
[00:17:28.580 --> 00:17:30.580]  我大有憂愁
[00:17:30.580 --> 00:17:34.580]  第二就是我心裡時常傷痛
[00:17:34.580 --> 00:17:36.580]  如果你看到
[00:17:36.580 --> 00:17:38.580]  你所屬的基督徒裡
[00:17:38.580 --> 00:17:40.580]  有互相不接受的地步
[00:17:40.580 --> 00:17:42.580]  是講是非
[00:17:42.580 --> 00:17:44.580]  講他不好
[00:17:44.580 --> 00:17:48.580]  你的心情會不會去到大有憂愁
[00:17:48.580 --> 00:17:52.580]  然後跟著時常傷痛
[00:17:52.580 --> 00:17:54.580]  你為了這件事而傷痛
[00:17:54.580 --> 00:17:56.580]  還是不關我的事
[00:17:56.580 --> 00:17:59.580]  你們狗咬狗骨你的事
[00:17:59.580 --> 00:18:01.580]  甚至我沒有這麼壞
[00:18:01.580 --> 00:18:03.580]  這件事我不會參與
[00:18:03.580 --> 00:18:06.580]  但好像你的心情很輕鬆
[00:18:06.580 --> 00:18:08.580]  我想這是不對的
[00:18:08.580 --> 00:18:10.580]  在香港裡
[00:18:10.580 --> 00:18:13.580]  我們發覺到真正的問題是
[00:18:13.580 --> 00:18:17.580]  信徒之間的關係不是我們看聖經這麼好
[00:18:17.580 --> 00:18:19.580]  不是看聖經這麼好
[00:18:19.580 --> 00:18:23.580]  我想教會之間合作的事都不是這麼容易
[00:18:23.580 --> 00:18:26.580]  我1982年的時候
[00:18:26.580 --> 00:18:29.580]  我是基督使徒關係總幹事
[00:18:29.580 --> 00:18:33.580]  我做那個位置的時候覺得很困難
[00:18:33.580 --> 00:18:36.580]  因為我要推廣基督使徒去香港
[00:18:36.580 --> 00:18:39.580]  當時基督使徒只有25年歷史
[00:18:39.580 --> 00:18:40.580]  25年
[00:18:40.580 --> 00:18:42.580]  不是很多教會舉辦
[00:18:42.580 --> 00:18:46.580]  早期的教會是聖公會和秦道會
[00:18:46.580 --> 00:18:49.580]  當時也幫助我的港澳主教
[00:18:49.580 --> 00:18:53.580]  他叫我去聖公會的地方
[00:18:53.580 --> 00:18:55.580]  成立少年軍
[00:18:55.580 --> 00:18:57.580]  是很方便的
[00:18:57.580 --> 00:19:00.580]  但一說到其他教會會不會舉辦
[00:19:00.580 --> 00:19:02.580]  其他教會很多時候都問
[00:19:02.580 --> 00:19:05.580]  其他是什麼中派的
[00:19:05.580 --> 00:19:08.580]  所以我那個時代做了5年
[00:19:08.580 --> 00:19:10.580]  都是中派之間
[00:19:10.580 --> 00:19:14.580]  他們自己介紹自己的教會才可以成功
[00:19:14.580 --> 00:19:19.580]  後來人們就以為我是聖公會的教友
[00:19:19.580 --> 00:19:21.580]  後來我搬去灣仔住
[00:19:21.580 --> 00:19:23.580]  我在灣仔堂
[00:19:23.580 --> 00:19:26.580]  就是秦道會灣仔對面住
[00:19:26.580 --> 00:19:29.580]  因為有隊第十三分隊
[00:19:29.580 --> 00:19:30.580]  和我很熟
[00:19:30.580 --> 00:19:32.580]  他們叫我進來幫忙
[00:19:32.580 --> 00:19:35.580]  星期六下午下班沒空
[00:19:35.580 --> 00:19:37.580]  我也想和他們做朋友
[00:19:37.580 --> 00:19:39.580]  誰知道去了七年
[00:19:39.580 --> 00:19:42.580]  又做了少年團的導師
[00:19:42.580 --> 00:19:43.580]  七年
[00:19:43.580 --> 00:19:45.580]  後來秦道會的人
[00:19:45.580 --> 00:19:47.580]  每個都說
[00:19:47.580 --> 00:19:50.580]  余德純是我們秦道會的人
[00:19:50.580 --> 00:19:52.580]  其實我不是
[00:19:52.580 --> 00:19:55.580]  最令我感動的
[00:19:55.580 --> 00:19:58.580]  就是在93年的時候
[00:19:58.580 --> 00:20:01.580]  93年的時候
[00:20:01.580 --> 00:20:04.580]  有一間神學院找我教心理學
[00:20:04.580 --> 00:20:07.580]  是中國浸信會神學院
[00:20:07.580 --> 00:20:08.580]  是一個警察會
[00:20:08.580 --> 00:20:10.580]  是外國美國
[00:20:10.580 --> 00:20:15.580]  就是北美保守浸信會的派系
[00:20:15.580 --> 00:20:18.580]  他們要講浸禮那些東西
[00:20:18.580 --> 00:20:21.580]  甚至女性是不可以講道
[00:20:23.580 --> 00:20:25.580]  他們找我教心理學
[00:20:25.580 --> 00:20:26.580]  也不奇怪
[00:20:26.580 --> 00:20:28.580]  但最有趣的地方就是
[00:20:28.580 --> 00:20:29.580]  突然間他們說
[00:20:29.580 --> 00:20:32.580]  我們欠缺了一個輔導學生的主任
[00:20:32.580 --> 00:20:34.580]  你來教
[00:20:34.580 --> 00:20:36.580]  很奇怪
[00:20:36.580 --> 00:20:38.580]  我是一個中華基督教會
[00:20:38.580 --> 00:20:40.580]  那種水泥的人
[00:20:40.580 --> 00:20:42.580]  怎麼可以進到他們的內圈
[00:20:42.580 --> 00:20:44.580]  成為他們的老師
[00:20:44.580 --> 00:20:46.580]  但他接受我
[00:20:46.580 --> 00:20:47.580]  他接受我
[00:20:47.580 --> 00:20:48.580]  他還很喜歡我
[00:20:48.580 --> 00:20:49.580]  所以喜歡了我
[00:20:49.580 --> 00:20:51.580]  喜歡到現在還在做
