
[00:00:00.000 --> 00:00:09.680]  1982年英國的威廉王子出生的時候
[00:13:36.680 --> 00:13:38.680]  第一個性質就是當時
[00:13:38.680 --> 00:13:42.680]  在以賽亞先知和阿哈斯聊天的時候
[00:13:42.680 --> 00:13:45.680]  有一個同女還沒結婚
[00:13:45.680 --> 00:13:47.680]  將會懷孕生子
[00:13:47.680 --> 00:13:51.680]  另外一個預言就是在我們耶穌基督的身上
[00:13:51.680 --> 00:13:53.680]  也都是幫助我們解困
[00:13:53.680 --> 00:13:55.680]  我們每一個人都是罪人
[00:13:55.680 --> 00:13:57.680]  罪的公價是死
[00:13:57.680 --> 00:14:00.680]  所以耶穌基督來到為同女所生
[00:14:00.680 --> 00:14:02.680]  變為我們的救主
[00:14:02.680 --> 00:14:08.680]  這個是另外一個預言的應驗
[00:14:08.680 --> 00:14:10.680]  我們看看
[00:14:10.680 --> 00:14:15.680]  剛才說猶太人絕對不會說耶穌基督是神
[00:14:15.680 --> 00:14:19.680]  所以他們看到這一節經文絕對不會解釋
[00:14:19.680 --> 00:14:21.680]  必有同女懷孕
[00:14:21.680 --> 00:14:24.680]  這個同女他們會說不是處女
[00:14:24.680 --> 00:14:26.680]  不是同女的解釋
[00:14:26.680 --> 00:14:29.680]  我們先看看原文
[00:14:29.680 --> 00:14:32.680]  在這裡以賽亞斯Elma這個字
[00:14:32.680 --> 00:14:34.680]  就是同女的解釋
[00:14:34.680 --> 00:14:38.680]  在這裡聖經的舊約出現了七次
[00:14:38.680 --> 00:14:40.680]  創世記24章43
[00:14:40.680 --> 00:14:42.680]  春開及記2章8節
[00:14:42.680 --> 00:14:46.680]  今天的經文以賽亞斯7章14
[00:14:46.680 --> 00:14:48.680]  詩篇68章25
[00:14:48.680 --> 00:14:50.680]  還有就是
[00:14:50.680 --> 00:14:54.680]  禎嚴30章19
[00:14:54.680 --> 00:14:58.680]  雅歌1章3節和6章8節
[00:14:58.680 --> 00:15:02.680]  每一次的出現都是解釋是同女和處女
[00:15:02.680 --> 00:15:07.680]  剛才說猶太人不喜歡這個解釋
[00:15:07.680 --> 00:15:09.680]  他們會怎樣解釋呢?
[00:15:09.680 --> 00:15:11.680]  猶太人會將Elma這個字
[00:15:11.680 --> 00:15:14.680]  解釋成一個年輕的女子
[00:15:14.680 --> 00:15:16.680]  他們說不是解釋處女
[00:15:16.680 --> 00:15:18.680]  不是解釋同女
[00:15:18.680 --> 00:15:20.680]  只不過是一個年輕的女人
[00:15:20.680 --> 00:15:28.680]  有一個叫做Jerome的早期教會的聖經學者
[00:15:28.680 --> 00:15:32.680]  也是猶太人的歷史學家
[00:15:32.680 --> 00:15:36.680]  他是替基督教作辯護
[00:15:36.680 --> 00:15:41.680]  雖然猶太人說Elma這個字不是解釋年輕人
[00:15:41.680 --> 00:15:47.680]  而是處女是另有一個字叫做Bethula
[00:15:47.680 --> 00:15:57.680]  但是Jerome說其實這個年輕女子是另有一個字叫做Nara
[00:15:57.680 --> 00:16:01.680]  所以Nara是年輕的女子
[00:16:01.680 --> 00:16:03.680]  Bethula是處女
[00:16:03.680 --> 00:16:07.680]  解釋完也沒有解釋Elma是什麼字
[00:16:07.680 --> 00:16:10.680]  Jerome怎麼說呢?
[00:16:10.680 --> 00:16:14.680]  Elma這個字是解釋一個隱蔽的處女
[00:16:14.680 --> 00:16:16.680]  是一個隱蔽的處女
[00:16:16.680 --> 00:16:18.680]  是多過一個處女
[00:16:18.680 --> 00:16:23.680]  其實猶太人希伯來文是很美麗的言語
[00:16:23.680 --> 00:16:27.680]  很多字你可以用一幅圖畫來解釋
[00:16:27.680 --> 00:16:29.680]  可以用一幅圖畫來解釋
[00:16:29.680 --> 00:16:34.680]  不知道大家記不記得在約翰福音11章33節
[00:16:34.680 --> 00:16:45.680]  說的是拉薩路死了之後
[00:16:45.680 --> 00:16:47.680]  耶穌去見拉薩路
[00:16:47.680 --> 00:16:49.680]  記不記得這件事
[00:16:49.680 --> 00:16:51.680]  在約翰福音11章
[00:16:51.680 --> 00:16:57.680]  經文說到耶穌基督的心裡是悲嘆尤甚憂愁
[00:16:57.680 --> 00:17:04.680]  悲嘆這個字是一個很好的例子
[00:17:04.680 --> 00:17:07.680]  悲嘆這個字通常是一幅圖畫
[00:17:07.680 --> 00:17:11.680]  就是一隻牛或者一隻馬
[00:17:11.680 --> 00:17:15.680]  當牠身上有很多重擔的時候
[00:17:15.680 --> 00:17:17.680]  那隻動物就會有喘息
[00:17:17.680 --> 00:17:22.680]  悲嘆這個字就是代表動物的喘息
[00:17:22.680 --> 00:17:27.680]  在11章33節用在耶穌基督的身上
[00:17:27.680 --> 00:17:29.680]  牠見到拉薩路死了
[00:17:29.680 --> 00:17:31.680]  牠就不斷喘息
[00:17:31.680 --> 00:17:35.680]  好像一隻動物八上加庚發出的喘息一樣
[00:17:35.680 --> 00:17:39.680]  所以Elma這個字也是有一幅圖畫
[00:17:39.680 --> 00:17:43.680]  解釋是一個隱蔽的處女
[00:17:43.680 --> 00:17:53.680]  在男性注目的下方被父母將這個處女收藏
[00:17:53.680 --> 00:17:55.680]  這個就是隱蔽的處女
[00:17:55.680 --> 00:17:59.680]  Elma這個字的字根出於隱蔽
[00:17:59.680 --> 00:18:04.680]  所以Elma這個字的確解釋隱蔽的處女
[00:18:04.680 --> 00:18:07.680]  我們以前也和大家說過
[00:18:07.680 --> 00:18:12.680]  第一部由希伯來文譯作希臘文的聖經
[00:18:12.680 --> 00:18:14.680]  是七十時譯本
[00:18:14.680 --> 00:18:18.680]  七十時譯本早在耶穌基督出生前的三百年
[00:18:18.680 --> 00:18:25.680]  已經將以塞亞書第七章十四節的童女譯為處女
[00:18:25.680 --> 00:18:29.680]  用Pardonos這個字是希臘文的處女
[00:18:29.680 --> 00:18:33.680]  可見這個字的確是解處女
[00:18:33.680 --> 00:18:37.680]  而最好的證據就是馬太福音一章23節
[00:18:37.680 --> 00:18:42.680]  馬太是受到聖靈的密使而說出
[00:18:42.680 --> 00:18:47.680]  當耶穌基督出生的時候童女瑪利亞生了出來
[00:18:47.680 --> 00:18:51.680]  引用的經文就是以塞亞書七章十四節
[00:18:51.680 --> 00:18:54.680]  童女懷人生子二萬許利
[00:18:54.680 --> 00:18:57.680]  意思就是神與我們同在
[00:18:57.680 --> 00:19:00.680]  所以毫無疑問
[00:19:00.680 --> 00:19:04.680]  我們見到經文這個字的確是解釋處女
[00:19:04.680 --> 00:19:06.680]  而且是一個隱蔽的處女
[00:19:06.680 --> 00:19:14.680]  我們不妨看看聖經裏面有很多關於耶穌基督
[00:19:14.680 --> 00:19:19.680]  是童女懷孕生子出來的經文
[00:19:19.680 --> 00:19:22.680]  有新約也有舊約
[00:19:22.680 --> 00:19:27.680]  新約有什麼經文是說耶穌基督是被童女懷孕
[00:19:27.680 --> 00:19:30.680]  最好的經文當然就是四福音
[00:19:30.680 --> 00:19:35.680]  福音書當中我們知道馬太福音和路加福音
[00:19:35.680 --> 00:19:38.680]  都有說到耶穌基督的家譜
[00:19:38.680 --> 00:19:43.680]  有說到耶穌基督的出生和童年
[00:19:43.680 --> 00:19:47.680]  但是馬可福音和約翰福音就沒有說到
[00:19:47.680 --> 00:19:49.680]  為什麼這麼奇怪
[00:19:49.680 --> 00:19:53.680]  原因是因為你要知道這些福音書
[00:19:53.680 --> 00:19:56.680]  是描述耶穌基督的什麼
[00:19:56.680 --> 00:19:59.680]  馬太福音描述耶穌基督是什麼
[00:19:59.680 --> 00:20:02.680]  是猶太人的王
[00:20:02.680 --> 00:20:05.680]  對一個王來說他的家譜
[00:20:05.680 --> 00:20:08.680]  他的身世他的出世重要嗎
[00:20:08.680 --> 00:20:10.680]  絕對重要
[00:20:10.680 --> 00:20:13.680]  路加福音描述耶穌基督是什麼
[00:20:13.680 --> 00:20:15.680]  是人
[00:20:15.680 --> 00:20:20.680]  人子這個字路加福音出現很多次
[00:20:20.680 --> 00:20:23.680]  對一個人來說家譜重要嗎
[00:20:23.680 --> 00:20:25.680]  出生重要嗎
[00:20:25.680 --> 00:20:27.680]  重要
[00:20:27.680 --> 00:20:30.680]  我爸爸在世的時候經常跟我說
[00:20:30.680 --> 00:20:33.680]  他在上海有一部家譜
[00:20:33.680 --> 00:20:38.680]  那部家譜總言之中國歷史上出名的聖賢的人
[00:20:38.680 --> 00:20:40.680]  都在那部家譜的上方
[00:20:40.680 --> 00:20:42.680]  說得津津樂道的我爸爸
[00:20:42.680 --> 00:20:46.680]  所以對人來說家譜絕對重要
[00:20:46.680 --> 00:20:49.680]  其實我很懷疑
[00:20:49.680 --> 00:20:54.680]  因為當時哪裡有DNA查不到的
[00:20:54.680 --> 00:20:57.680]  你怎麼知道和你有沒有血緣關係
[00:20:57.680 --> 00:21:01.680]  為什麼幾千年前的人都可以寫在你的家譜上
[00:21:01.680 --> 00:21:04.680]  究竟是真是假我不知道
[00:21:04.680 --> 00:21:06.680]  但我爸爸就說津津樂道
[00:21:06.680 --> 00:21:11.680]  所以家譜對一個人來說絕對重要
[00:21:11.680 --> 00:21:14.680]  那為什麼約翰福音沒有
[00:21:14.680 --> 00:21:16.680]  沒有家譜沒有耶穌基督的童年
[00:21:16.680 --> 00:21:19.680]  約翰福音講耶穌基督是什麼
[00:21:19.680 --> 00:21:21.680]  是神
[00:21:21.680 --> 00:21:23.680]  對神來說
[00:21:23.680 --> 00:21:26.680]  他的家譜他的出生重要嗎
[00:21:26.680 --> 00:21:28.680]  不是那麼重要
[00:21:28.680 --> 00:21:30.680]  但其實如果你讀約翰福音
[00:21:30.680 --> 00:21:33.680]  第一章第一節就交代得很清楚
[00:21:33.680 --> 00:21:35.680]  第一章第一節說什麼
[00:21:35.680 --> 00:21:39.680]  神與道太初有道
[00:21:39.680 --> 00:21:41.680]  道與神同在
[00:21:41.680 --> 00:21:44.680]  太初有道就是耶穌基督
[00:21:44.680 --> 00:21:46.680]  耶穌基督就是與神同在
[00:21:46.680 --> 00:21:48.680]  交代得很清楚
[00:21:48.680 --> 00:21:52.680]  不再需要家譜不再需要他的童年事跡
[00:21:52.680 --> 00:21:55.680]  那馬可福音呢
[00:21:55.680 --> 00:21:57.680]  馬可福音有沒有
[00:21:57.680 --> 00:22:01.680]  馬可福音描述耶穌基督是一個僕人
[00:22:01.680 --> 00:22:03.680]  是一個老僕
[00:22:03.680 --> 00:22:05.680]  對一個僕人來說他的家譜
[00:22:05.680 --> 00:22:08.680]  他的出生他的童年絕對不重要
[00:22:08.680 --> 00:22:10.680]  所以是沒有講到
[00:22:10.680 --> 00:22:13.680]  下個星期會和大家講文素記
[00:22:13.680 --> 00:22:16.680]  文素記我亦會講這四幅音
[00:22:16.680 --> 00:22:19.680]  你說文素記怎麼會講四幅音
[00:22:19.680 --> 00:22:22.680]  那你們下個星期就要回來聽聽
[00:22:22.680 --> 00:22:25.680]  文素記為什麼會講四幅音
[00:22:25.680 --> 00:22:27.680]  是很有趣的
[00:22:27.680 --> 00:22:29.680]  我們先看看經文
[00:22:29.680 --> 00:22:31.680]  馬太福音怎麼說耶穌基督是同類懷孕
[00:22:31.680 --> 00:22:33.680]  一章八節
[00:22:33.680 --> 00:22:35.680]  他為耶穌基督降生的事
[00:22:35.680 --> 00:22:37.680]  記在下面
[00:22:37.680 --> 00:22:40.680]  他母親瑪利亞已經許配了藥室
[00:22:40.680 --> 00:22:44.680]  還沒有迎娶瑪利亞就在聖靈懷了孕
[00:22:44.680 --> 00:22:46.680]  清不清楚
[00:22:46.680 --> 00:22:49.680]  是同類懷孕是從聖靈懷孕
