
[00:00:00.000 --> 00:00:09.000]  要明白耶穌所講的殺種的比喻,
[00:03:23.000 --> 00:03:25.000]  《路加》不是漏了。
[00:03:25.000 --> 00:03:31.000]  《路加》醫生是將這一段說話保留,
[00:03:31.000 --> 00:03:36.000]  留到他還有下集,
[00:03:36.000 --> 00:03:40.000]  上集是《路加福音》,
[00:03:40.000 --> 00:03:42.000]  下集是哪一本書?
[00:03:42.000 --> 00:03:44.000]  《使徒行傳》。
[00:03:44.000 --> 00:03:50.000]  如果你有聖經在手上,請你跟我一起打開《使徒行傳》第28章,
[00:03:50.000 --> 00:03:54.000]  最後《使徒行傳》結束,
[00:03:54.000 --> 00:03:57.000]  福音傳到羅馬,
[00:03:57.000 --> 00:04:00.000]  普羅四次傳到旅行,
[00:04:00.000 --> 00:04:03.000]  現在來到終點,
[00:04:03.000 --> 00:04:05.000]  在羅馬的地方,
[00:04:05.000 --> 00:04:07.000]  《路加》就這樣記載,
[00:04:07.000 --> 00:04:15.000]  《使徒行傳》第28章。
[00:04:15.000 --> 00:04:28.000]  我們由第23節,讀到第28節。
[00:04:28.000 --> 00:04:30.000]  找到我們一起讀。
[00:04:30.000 --> 00:04:37.000]  「他們和普羅約定了日子,就有許多人到他的住處來。
[00:04:37.000 --> 00:04:43.000]  普羅從早到晚對他們講論這事,證明神國的道。
[00:04:43.000 --> 00:04:49.000]  人摩西的律法和先知的書,以耶穌的事勸勉他們。
[00:04:49.000 --> 00:04:52.000]  他所說的話有信的,有不信的。
[00:04:52.000 --> 00:04:56.000]  他們彼此不合,就散了。
[00:04:56.000 --> 00:05:00.000]  未散以先,普羅說了一句話說:
[00:05:00.000 --> 00:05:07.000]  聖靈直先知以塞亞向你們祖宗所說的話是不錯的。
[00:05:07.000 --> 00:05:16.000]  他說:「你去告訴這百姓說,你們聽是要聽見卻不明白,看是要看見卻不曉得。
[00:05:16.000 --> 00:05:30.000]  因為這百姓由蒙了心耳朵發沉,眼睛閉著,恐怕眼睛看見耳朵聽見心裡明白,回轉過來,我就醫治他們。
[00:05:30.000 --> 00:05:41.000]  所以你們當知道神者救恩如今傳給外邦人,他們也必慶壽。」
[00:05:41.000 --> 00:05:53.000]  普羅一生傳道三十年,從頭一天開始,他與巴拿巴他的師父,在安提阿教會(Antioch)蒙聖靈分別,
[00:05:53.000 --> 00:06:04.000]  派遣他們到不同城市,雖然普羅是外邦人的使徒,向外邦人傳福音,
[00:06:04.000 --> 00:06:11.000]  但是留意《使徒行傳》記載,他每一次的習慣都是一樣的。
[00:06:11.000 --> 00:06:29.000]  他去到一個城市,第一件事,他去猶太人中間進入會堂,向他的同胞,他的骨肉之親,見證那撒勒人耶穌就是上帝所設立的彌賽亞。
[00:06:29.000 --> 00:06:35.000]  猶太人拒絕,猶太人迫不得已,猶太人甚至要殺害普羅。
[00:06:35.000 --> 00:06:52.000]  《使徒行傳》記載得很清楚,但是普羅這個決心,從第一次出去傳道,直到羅馬,三十年如一日,普羅是沒有改變的。
[00:06:52.000 --> 00:07:16.000]  明知道會撞板,持續三十年,每次猶太人都拒絕,但是普羅仍然堅持第一件事,去到一個新的地方,他就走去猶太人中間,傳耶穌是基督的福音。
[00:07:16.000 --> 00:07:35.000]  明知不可而為之。所以,到羅馬,猶太人一樣不信,普羅引用了《使徒行傳》這一段說話。
[00:07:35.000 --> 00:07:49.000]  你要這樣理解,你才明白。如果這一段說話是早就說了你不聽,我懶得浪費氣力,無謂,我留一口氣和多些外邦人傳道,好過了。你搞錯了。
[00:07:49.000 --> 00:08:06.000]  普羅的意思是,雖然我知道你們不聽,但是我仍然要說。以賽亞先知這一段說話,本來的意思其實都是這樣的。
[00:08:06.000 --> 00:08:21.000]  你知道這一段說話是哪一章聖經出來的嗎?我們很熟悉的。以賽亞書第六章,《烏西亞王崩》,以賽亞在聖殿見到異象,薩拉忽飛來飛去,盛哉盛哉盛哉。
[00:08:21.000 --> 00:08:39.000]  以賽亞說:「禍災我滅亡了。」薩拉忽將一顆紅炭尖他的嘴唇:「你的罪赦免了。」然後他聽見耶和華在寶座上問:「我可以差遣誰呢?誰肯為我們去呢?」
[00:08:39.000 --> 00:08:55.000]  牧師說到這裡,你就舉手了:「我在這裡,權利呢?」你懂不懂唱那首歌?希伯來文也懂的。「我在這裡,請差遣我。」上帝說:「好,看見了,放下手。」
[00:08:55.000 --> 00:09:13.000]  你去吧!我告訴你,以賽亞,你去對這些百姓說,但是他們聽時要聽見,卻不明白;看時要看見,卻不曉得。
[00:09:13.000 --> 00:09:33.000]  這段說話不是以賽亞的預言,不要讀錯。這段說話是以賽亞書記載以賽亞蒙召的時候,上帝對以賽亞的說話,或者說清楚一點,上帝對以賽亞的警告。
[00:09:33.000 --> 00:10:01.000]  你們今天下午有按木禮,是吧?按木禮講道的時候,對著余牧師說:「你聽清楚了,你從今天開始做牧師,你每一堂道弟兄姊妹就合眼瞓,就聽電話,就去廁所,就喝水,打喊爐,聊天,
[00:10:01.000 --> 00:10:13.000]  你有沒有試過?剪手甲,我試過了,坐在大堂中座,啪!這樣跳過隔離的。
[00:10:13.000 --> 00:10:24.000]  你是以賽亞,你聽到上帝在你的按木典禮這樣對你說話,你有什麼反應?
[00:10:24.000 --> 00:10:37.000]  有沒有搞錯?上帝。所以你讀下去,不要停在第八節:「我在這裡。」以賽亞就問上帝:「這要到何時為止?」
[00:10:37.000 --> 00:10:58.000]  上帝說:「忍他們三年,上帝你給我教會大復興。」耶和華說:「直到誠邑安良,無人追主。」哇!這樣就沒有人了,是吧?主啊,我不在這裡了。
[00:10:58.000 --> 00:11:11.000]  主啊,雖然我在這裡,請差遣我隔離的那個。以賽亞收檔了,不做了,沒有結果的,上帝說:「你一輩子去傳道,他們總是聽不進去。」
[00:11:11.000 --> 00:11:27.000]  那傳來做什麼?按立來做什麼?以賽亞書真是好了,那就不用六十六章那麼長了,第六章結束的時候,以賽亞就辭職了。我們一個星期零修讀完以賽亞書了。
[00:11:27.000 --> 00:11:50.000]  沒有,剛剛開始而已,是吧?以賽亞聽到上帝這樣說之後,以賽亞仍然做先知,仍然在耶路撒冷對著這一班死不悔改的猶太人,但是他仍然忠心向他們宣講神的說法。
[00:11:50.000 --> 00:12:03.000]  「明知不可而為之,使圖保羅一生三十年如是,以賽亞先知一生一陽。」
[00:12:03.000 --> 00:12:14.000]  這段說話的意思不是我不讓你聽,我不趕你聽,我任由你滅亡,免得你得到意志,剛剛相反。
[00:12:14.000 --> 00:12:33.000]  這段說話的意思是新加坡三一神學院的舊約老師寫的書講得好,他說這是上帝抱肉緊的說話,他不是廣東人,我們廣東人就明白了。
[00:12:33.000 --> 00:12:48.000]  這句說話的意思是媽媽跟兒子說:「我生一塊叉燒比生你好。」懂不懂得解釋這句說話?小孩不懂得解釋的?「媽媽,你生一塊叉燒給我吃吧。」
[00:12:48.000 --> 00:12:59.000]  上帝的意思,保羅聽得明白,以賽亞聽得明白,耶穌神的兒子怎會不明白?
[00:12:59.000 --> 00:13:13.000]  耶穌為何用比喻話?法利塞人聽他講道,真是繞著手的,整個身體語言是耶穌拿撒勒出了甚麼好東西,不過又想去聽聽。
[00:13:13.000 --> 00:13:29.000]  回家吃飯,法利塞太太問法利塞先生:「今天耶穌講甚麼?」「不知道啊,講兩兄弟啊,弟弟出去花天酒地啊。」女人聽道比男人快很多。
[00:13:29.000 --> 00:13:49.000]  法利塞太太聽完法利塞先生講耶穌講的比喻:「哈!就講你咯,傻佬,這樣都聽不明白?不是講個小孩,是問你這班大佬,要不要進去慶祝外邦人悔改啊。」
[00:13:49.000 --> 00:14:12.000]  說明不聽,說明拒絕,但是你看耶穌的比喻多麼powerful,不聽都聽進去了,神的道就在他的心中發芽生長。
[00:14:12.000 --> 00:14:37.000]  所以中間這段說話很重要,你要明白耶穌的意思不是黑心,耶穌不是藏起比喻的解釋,藏起比喻的解釋,馬太福音十三章最後那一段,就應該像我們上網,現在基督教的網站都是,
[00:14:37.000 --> 00:14:51.000]  讀篇文章,讀兩行之後,精彩的地方出現,他就叫你入會,做會員,credit card給錢,然後才可以看下去。
[00:14:51.000 --> 00:15:07.000]  馬太福音都是這樣的,耶穌說我不給你們聽的,你要讀比喻的解釋,你要做門徒,你要先奉獻十分之一,你要被西門畢德whack過你的背景,如果你是會友,那你讀下去吧。
[00:15:07.000 --> 00:15:25.000]  沒有啊,馬太福音是人,你要看都看得到,不是秘密來的,耶穌怎會藏起比喻,不說給人聽的意思,是說你都不聽,不過你不聽都要說。
[00:15:25.000 --> 00:15:48.000]  這就是耶穌用比喻的原因和目的,幸好他引用以賽亞書,不然你真的會誤會,生一塊叉燒比生你好,我喜歡吃叉燒,完全不明白耶穌的目的。
[00:15:48.000 --> 00:16:09.000]  不過這個難阻,更容易解決,要明白十種比喻,第二個難阻,更加根深蒂固,更加難拿走。
[00:16:09.000 --> 00:16:23.000]  耶穌說這個比喻說什麼呢?閉上眼都懂得,四種泥土,第一種,路旁,飛了離,擔了它。
[00:16:23.000 --> 00:16:48.000]  第二種,土淺石頭,太陽出來一曬,沒有根,就枯乾。第三種,荊棘叢中,世上思慮,錢財迷惑,長不起來,被荊棘堆著。
[00:16:48.000 --> 00:17:03.000]  只有第四種,好的土地,有結實三十倍,六十倍,還有一百倍。那你做哪種土地呢?你要選擇。
[00:17:03.000 --> 00:17:23.000]  所以,有新約的聖經學者,不過不是包惟坤博士,是一個很出名的著色書系列,來到《馬太福音》十三章,作者主張我們將這個比喻改名。
[00:17:23.000 --> 00:17:39.000]  這個比喻在英文聖經叫做《Parable of the Sower》,殺種的人的比喻。不是,這個應該叫做《Parable of Four Kinds of Soil》,四種土地的比喻。
[00:17:39.000 --> 00:17:54.000]  聽完之後,頗有見地,非常之好,他點出了這個比喻的重點主題,四種泥土,你要做哪種?
[00:17:54.000 --> 00:18:12.000]  表面上看,耶穌講這個比喻,好像絕大部分的篇幅內容,都是解釋著四種土地。
[00:18:12.000 --> 00:18:29.000]  你剛才讀,有沒有這個印象?有。但你有沒有留意到耶穌怎樣講這個比喻?你有沒有留意到耶穌怎樣開始講這個比喻?
[00:18:29.000 --> 00:18:45.000]  你怎樣講這個比喻?你會第一句說話開始講,有一個人出去殺種,耶穌不是這樣講。有一個農夫出去殺種,耶穌都不是這樣講。
[00:18:45.000 --> 00:19:00.000]  你說,這麼拗文雀字,一樣而已,不同的。耶穌說,有一個殺種的出去殺種,這本聖經是不是這樣寫?
[00:19:00.000 --> 00:19:12.000]  殺種的就是人,殺種的是農夫,對。但為什麼耶穌不講有一個人,不講有一個農夫,耶穌要講有一個殺種的出去殺種呢?
[00:19:12.000 --> 00:19:30.000]  然後下面第三段開始,在18節,所以你們當聽這殺種的比喻,看到嗎?
[00:19:30.000 --> 00:19:48.000]  你本聖經是不是這樣印的?我本是這樣印的。不是,所以你們當聽這四種泥土的比喻,我們做聖經學者寫著識書不要這麼大膽改了耶穌講的話。
[00:19:48.000 --> 00:20:07.000]  耶穌明明給這個比喻的題目是殺種的比喻,我們中文聖經漏了一個人字,如果用英文文法講,這個是participle,成為gerund,識不識,ESL,有沒有教?
[00:20:07.000 --> 00:20:27.000]  不是中文班,這是英文班。The parable of the sower,有一個殺種的人出去殺種,所以你們當聽這個關於殺種的人的比喻。
[00:20:27.000 --> 00:20:51.000]  如果你聽得清楚耶穌的講法,你就明白耶穌開宗明義,祂的重點、祂的焦點,是集中在這個殺種的人的身上,而不是在那四種泥土。
[00:20:51.000 --> 00:21:06.000]  就是說這個比喻不是從土地的角度出發的,是從那個出去殺種的人的觀點角度出發看事物。
[00:21:06.000 --> 00:21:20.000]  你和我都不是農夫,都不是殺種的人,還是我有沒有搞錯?你們有沒有人是做農夫的?沒有吧?有人喜歡種花,有人喜歡種後院。
[00:21:20.000 --> 00:21:37.000]  我倆在倫敦教會有一對夫婦,沒有小孩,很忙碌,做finance,壓力很大,但是他們倆很喜歡種花。他們的前院、後院,是每年都上電視的。
[00:21:37.000 --> 00:21:52.000]  是市政府給他們一個獎,是叫他們開放給其他市民去參觀的。嘩!多好心機啊!我們不是,我特別不是。
[00:21:52.000 --> 00:22:08.000]  我是種仙人掌都死的,仙人掌不會種死的,會的。我和太太每天都淋水,結果泡了,整棵透明,然後嘭地掉下來,死了。
[00:22:08.000 --> 00:22:23.000]  所以當我搬進我現在的屋子時,我前後都有草地,我不懂得打理。我的舊屋主是我的老友,是我的同學,中學一年級的班長。
[00:22:23.000 --> 00:22:45.000]  他介紹我他們常用的花王,這個花王很好,我們繼續請他幫忙。他來朕宗,李生,我今天來和你施肥。多倫多市政府不准我們用化學肥,我們這些是有機肥料。
[00:22:45.000 --> 00:23:08.000]  他給我摘了一束,嘩!很香的,橙色很大粒,他說是粟米來的,像一口,不用客氣。怎樣施肥?拿手推車,車底有個轉盤,一推的時候,肥就噠噠地散出來,滿了整個草地。
[00:23:08.000 --> 00:23:36.000]  我看著他施肥,前面我有個行車道,這邊是草地,那邊是草地,他噠噠地在這邊,和我撒完之後,他推過隔離那邊草地,他不會停車搬過去,他繼續推過去,於是我的行車道上就滿了一粒粒大大粒的橙色的粟米有機肥料。
[00:23:36.000 --> 00:23:41.000]  很快的,鳥便來了。
[00:23:41.000 --> 00:23:47.000]  一開始是一隻,從樹上跳下來,快樂了。
[00:23:47.000 --> 00:23:50.000]  等於你去吃自助餐。
[00:23:50.000 --> 00:23:52.000]  咚咚咚咚,不斷咚。
[00:23:52.000 --> 00:23:55.000]  然後就一群來了。
[00:23:55.000 --> 00:23:58.000]  我的開車道上,滿滿的鳥。
[00:23:58.000 --> 00:24:01.000]  嘩!大快朵頤啊!
[00:24:01.000 --> 00:24:04.000]  你明白這四個字嗎?
[00:24:04.000 --> 00:24:06.000]  我就肉痛了。
[00:24:06.000 --> 00:24:11.000]  我付錢的,我請鳥吃自助餐。
[00:24:11.000 --> 00:24:14.000]  嘩!我真的想出去趕走那些鳥,
[00:24:14.000 --> 00:24:16.000]  然後用鏟子剷走那些肥料,
[00:24:16.000 --> 00:24:19.000]  倒回到我的草地上。
[00:24:19.000 --> 00:24:23.000]  不過這個花王,後也不回。
[00:24:23.000 --> 00:24:26.000]  「Slizzard」,把我審到全個草地都是,
[00:24:26.000 --> 00:24:28.000]  全個開車道都是,
[00:24:28.000 --> 00:24:32.000]  他就上車,嘭,開走了。
[00:24:32.000 --> 00:24:34.000]  另一次他又來,
[00:24:34.000 --> 00:24:36.000]  幫我剪草,
[00:24:36.000 --> 00:24:38.000]  他又按鐘,
[00:24:38.000 --> 00:24:42.000]  「李生,我跟你談談怎樣打理草地。」
[00:24:42.000 --> 00:24:44.000]  我說好啊,請說。
[00:24:44.000 --> 00:24:46.000]  服人敬聽,我不懂的。
[00:24:46.000 --> 00:24:49.000]  他說:「你怎樣淋水?」
[00:24:49.000 --> 00:24:51.000]  我淋水?
[00:24:51.000 --> 00:24:53.000]  淋水便拿著水喉淋。
[00:24:53.000 --> 00:24:57.000]  「你的草地這麼大,你淋多久?」
[00:24:57.000 --> 00:24:59.000]  冰水來的嘛,
[00:24:59.000 --> 00:25:01.000]  拿著淋半個鐘。
[00:25:01.000 --> 00:25:04.000]  很勤力的,我每晚都淋。
[00:25:04.000 --> 00:25:09.000]  「李生,你想不想聽我教你怎樣淋草地?」
[00:25:09.000 --> 00:25:11.000]  OK?
[00:25:11.000 --> 00:25:13.000]  洗耳恭聽。
[00:25:13.000 --> 00:25:17.000]  「人家不是這樣教你的,我教你聽清楚,
[00:25:17.000 --> 00:25:19.000]  不要淋水。」
[00:25:19.000 --> 00:25:21.000]  「啊?」
[00:25:21.000 --> 00:25:25.000]  「是啊,市政府的草地從來都不淋水。」
[00:25:25.000 --> 00:25:27.000]  「我不淋水,那些草便死了。」
[00:25:27.000 --> 00:25:29.000]  「你聽清楚,
[00:25:29.000 --> 00:25:35.000]  我們要明白草根是怎樣長出來的。」
[00:25:35.000 --> 00:25:37.000]  「你這樣淋半個鐘,
[00:25:37.000 --> 00:25:39.000]  你的草地這麼大,
[00:25:39.000 --> 00:25:43.000]  你只是濕了表面那層泥土。」
[00:25:43.000 --> 00:25:50.000]  「草根是有向水生長的特性的。」
[00:25:50.000 --> 00:25:55.000]  「根只有最尖的那一點吸水。」
[00:25:55.000 --> 00:25:59.000]  「所以你每晚淋水,非常之好。」
[00:25:59.000 --> 00:26:03.000]  「你每晚草地表面那層都濕了。」
[00:26:03.000 --> 00:26:08.000]  「於是乎一年之後,你的草根全部是向水長的。」
[00:26:08.000 --> 00:26:11.000]  「就U字形地長出來。」
[00:26:11.000 --> 00:26:15.000]  「那棵草根都是U字形,向上面吸水。」
[00:26:15.000 --> 00:26:18.000]  「你每天淋它,它便很漂亮。」
[00:26:18.000 --> 00:26:21.000]  「但是你會出門的,李生。」
[00:26:21.000 --> 00:26:23.000]  「是啊,去奧特華拉。」
[00:26:23.000 --> 00:26:24.000]  「兩天無所謂。」
[00:26:24.000 --> 00:26:30.000]  「你回香港兩個星期,如果不下雨,就糟糕了。」
[00:26:30.000 --> 00:26:33.000]  「表面那層泥土曬乾了。」
[00:26:33.000 --> 00:26:35.000]  「其實沒有問題的。」
[00:26:35.000 --> 00:26:38.000]  「因為下面的泥土還濕的。」
[00:26:38.000 --> 00:26:42.000]  「不過你的草根有問題。」
[00:26:42.000 --> 00:26:45.000]  「每棵草根都是U字形上來。」
[00:26:45.000 --> 00:26:48.000]  「上面乾了,下面濕了。」
[00:26:48.000 --> 00:26:50.000]  「你的草便沒有水。」
[00:26:50.000 --> 00:26:53.000]  「便變黃了。」
[00:26:53.000 --> 00:26:55.000]  「所以不要淋水。」
[00:26:55.000 --> 00:26:57.000]  「你害死你的草。」
[00:26:57.000 --> 00:26:59.000]  「啊?是這樣的?」
[00:26:59.000 --> 00:27:01.000]  「師傅,請問何時淋水?」
[00:27:01.000 --> 00:27:03.000]  「我教你。」
[00:27:03.000 --> 00:27:05.000]  「人家不是這樣教的,聽清楚。」
[00:27:05.000 --> 00:27:08.000]  「下雨之後淋水。」
[00:27:08.000 --> 00:27:11.000]  「下雨之後還要淋水?」
[00:27:11.000 --> 00:27:13.000]  「是啊。」
[00:27:13.000 --> 00:27:16.000]  「買一個自動花灑回來。」
[00:27:16.000 --> 00:27:19.000]  「淋四個小時水。」
[00:27:19.000 --> 00:27:22.000]  「我都說的。」
[00:27:22.000 --> 00:27:26.000]  「他說你淋四小時,你的草地有一吋水。」
[00:27:26.000 --> 00:27:30.000]  「水便一直滲入泥土的深處。」
[00:27:30.000 --> 00:27:34.000]  「將氧氣帶進去。」
[00:27:34.000 --> 00:27:39.000]  「你的草根便長得深。」
[00:27:39.000 --> 00:27:42.000]  「便健康。」
[00:27:42.000 --> 00:27:45.000]  「兩個星期乾旱。」
[00:27:45.000 --> 00:27:48.000]  「表面那一吋泥土曬乾了。」
[00:27:48.000 --> 00:27:50.000]  「你的草不會黃。」
[00:27:50.000 --> 00:27:53.000]  「因為根長得深。」
[00:27:53.000 --> 00:27:56.000]  「下面是濕的。」
[00:27:56.000 --> 00:27:59.000]  「明白嗎?李先生,不要淋水。」
[00:27:59.000 --> 00:28:03.000]  「好在我不是學打理草地。」
[00:28:03.000 --> 00:28:05.000]  「我讀聖經而已。」
[00:28:05.000 --> 00:28:10.000]  「不過他教了我明了殺種的比喻背後很多道理。」
[00:28:10.000 --> 00:28:12.000]  「啊?」
[00:28:12.000 --> 00:28:19.000]  「但是從一個專業的農夫。」
[00:28:19.000 --> 00:28:25.000]  「我就留意到他和我很大不同。」
[00:28:25.000 --> 00:28:28.000]  「他告訴我你的草地那一口有蟲。」
[00:28:28.000 --> 00:28:30.000]  「所以不生。」
[00:28:30.000 --> 00:28:32.000]  「你找六盆熱水淋一下它。」
[00:28:32.000 --> 00:28:34.000]  「趕走蟲子。」
[00:28:34.000 --> 00:28:35.000]  「他走了。」
[00:28:35.000 --> 00:28:37.000]  「我就很詭異。」
[00:28:37.000 --> 00:28:40.000]  「你的草地有蟲,看不到又捉不到。」
[00:28:40.000 --> 00:28:43.000]  「我看著那一塊生不出草的角落。」
[00:28:43.000 --> 00:28:48.000]  「我整半小時在那裡不知道怎麼辦。」
[00:28:48.000 --> 00:28:49.000]  「不用的。」
[00:28:49.000 --> 00:28:52.000]  「專業的農夫。」
[00:28:52.000 --> 00:28:58.000]  「他不會為了飛鳥來擔了路旁的肥料。」
[00:28:58.000 --> 00:29:01.000]  「他坐在那裡哭的。」
[00:29:01.000 --> 00:29:07.000]  「他不會為了土踐石頭上枯乾了的植物。」
[00:29:07.000 --> 00:29:10.000]  「他在那裡哀聲嘆氣的。」
[00:29:10.000 --> 00:29:16.000]  「他不會為了荊棘叢中那些生不上來的。」
[00:29:16.000 --> 00:29:18.000]  「在那裡就坐。」
[00:29:18.000 --> 00:29:20.000]  「我以後都不殺蟲了。」
[00:29:20.000 --> 00:29:22.000]  「我以後都不做農夫了。」
[00:29:22.000 --> 00:29:24.000]  「我以後都不做這些事了。」
[00:29:24.000 --> 00:29:26.000]  「這麼麻煩的。」
[00:29:26.000 --> 00:29:28.000]  「不是的。」
[00:29:28.000 --> 00:29:30.000]  「一個專業的農夫。」
[00:29:30.000 --> 00:29:32.000]  「他看的是甚麼?」
[00:29:32.000 --> 00:29:38.000]  「他看的就是三十倍、六十倍、一百倍。」
[00:29:38.000 --> 00:29:40.000]  「他出去殺蟲。」
[00:29:40.000 --> 00:29:44.000]  「他知道一定有土踐石頭。」
[00:29:44.000 --> 00:29:46.000]  「一定有路旁。」
[00:29:46.000 --> 00:29:49.000]  「一定有荊棘叢中。」
[00:29:49.000 --> 00:29:51.000]  「他知道的。」
[00:29:51.000 --> 00:29:53.000]  「他預料到的。」
[00:29:53.000 --> 00:29:55.000]  「我們沒有預料到。」
[00:29:55.000 --> 00:30:00.000]  「我們以為神的道出去,百分之一百有好結果的。」
[00:30:00.000 --> 00:30:04.000]  「主要學有一個學生頂心頂肺。」
[00:30:04.000 --> 00:30:07.000]  「小組裡有一個組員不生性。」
[00:30:07.000 --> 00:30:11.000]  「團契裡有一個很濃稠的案件。」
[00:30:11.000 --> 00:30:13.000]  「明年我不做執事了。」
[00:30:13.000 --> 00:30:16.000]  「上帝啊!你靈魂高就啊!」
[00:30:16.000 --> 00:30:19.000]  「這麼麻煩的!這麼辛苦的!」
[00:30:19.000 --> 00:30:24.000]  「耶穌講這個比喻,不是講那四種泥土。」
[00:30:24.000 --> 00:30:26.000]  「泥土沒有選擇的。」
[00:30:26.000 --> 00:30:30.000]  「我的行車路不可以舉手說我想做好土的。」
[00:30:30.000 --> 00:30:32.000]  「明不明啊?」
[00:30:32.000 --> 00:30:37.000]  「做農夫專業的殺蟲。」
[00:30:37.000 --> 00:30:40.000]  「請問,你看甚麼?」
[00:30:40.000 --> 00:30:45.000]  「耶穌這個比喻,頭一件事教導我們。」
[00:30:45.000 --> 00:30:49.000]  「你傳道,你出去殺道種。」
[00:30:49.000 --> 00:30:51.000]  「你服侍上帝。」
[00:30:51.000 --> 00:30:54.000]  「你帶領弟兄姊妹。」
[00:30:54.000 --> 00:31:00.000]  「不要看著一個案件,在那裡喊足半年。」
[00:31:00.000 --> 00:31:02.000]  「好不好啊?」
[00:31:02.000 --> 00:31:09.000]  「我們那個期望,需要改變。」
[00:31:09.000 --> 00:31:15.000]  農夫殺種第二的重點,
[00:31:15.000 --> 00:31:21.000]  他知道種子怎樣生長起來,
[00:31:21.000 --> 00:31:24.000]  其實與他無關。
[00:31:24.000 --> 00:31:26.000]  耶穌另一個比喻講得很幽默,
[00:31:26.000 --> 00:31:30.000]  他出去殺種,回家就睡覺了。
[00:31:30.000 --> 00:31:37.000]  他不會整晚起床,開燈看看種子有沒有生長。
[00:31:37.000 --> 00:31:39.000]  我們中國有個成語故事,
[00:31:39.000 --> 00:31:42.000]  叫做「鴨苗座長」,
[00:31:42.000 --> 00:31:43.000]  蠢啊!
[00:31:43.000 --> 00:31:46.000]  與你無關,他自己生的。
[00:31:46.000 --> 00:31:48.000]  普羅講得好,
[00:31:48.000 --> 00:31:51.000]  他說「我栽種了。」
[00:31:51.000 --> 00:31:53.000]  記得嗎?
[00:31:53.000 --> 00:31:57.000]  另一個傳道人叫做「阿波羅斯」,
[00:31:57.000 --> 00:32:00.000]  「阿波羅消灌了。」
[00:32:00.000 --> 00:32:02.000]  第三句你記不記得?
[00:32:02.000 --> 00:32:07.000]  「唯有神,要他生長。」
[00:32:07.000 --> 00:32:10.000]  然後普羅做一個結論,
[00:32:10.000 --> 00:32:15.000]  他說「可見栽種的,算不得甚麼。」
[00:32:15.000 --> 00:32:20.000]  「消灌的,算不得甚麼。」
[00:32:20.000 --> 00:32:22.000]  你不要發脾氣啊!
[00:32:22.000 --> 00:32:25.000]  上帝你這樣講,那我不栽種了,我不消灌了。
