
[00:00:00.000 --> 00:00:06.500]  今天就沒有了PowerPoint
[00:11:28.000 --> 00:11:30.000]  拿著一條羽毛
[00:11:30.000 --> 00:11:32.000]  拿著木匙羹
[00:11:32.000 --> 00:11:34.000]  用燭光走遍整個家
[00:11:34.000 --> 00:11:36.000]  然後看到地上有些烤的
[00:11:36.000 --> 00:11:38.000]  就掃在匙羹上
[00:11:38.000 --> 00:11:40.000]  看到桌角有些烤的
[00:11:40.000 --> 00:11:42.000]  又掃在那裡
[00:11:42.000 --> 00:11:44.000]  然後去找爸爸
[00:11:44.000 --> 00:11:46.000]  爸爸為了這些烤的做禱告
[00:11:46.000 --> 00:11:48.000]  然後全部燒掉
[00:11:48.000 --> 00:11:50.000]  這樣就除烤
[00:11:50.000 --> 00:11:52.000]  在家裡乾乾淨淨
[00:11:52.000 --> 00:11:54.000]  到了晚上
[00:11:54.000 --> 00:11:56.000]  一家之主的爸爸
[00:11:56.000 --> 00:11:58.000]  拿起一塊餅
[00:11:58.000 --> 00:12:00.000]  無烤餅來竹蔗
[00:12:00.000 --> 00:12:02.000]  和我們剛才很相似
[00:12:02.000 --> 00:12:04.000]  但是有三塊無烤餅
[00:12:04.000 --> 00:12:06.000]  他只拿起中間那塊
[00:12:06.000 --> 00:12:08.000]  然後竹蔗完之後
[00:12:08.000 --> 00:12:10.000]  將它抹開
[00:12:10.000 --> 00:12:12.000]  又和我們一樣
[00:12:12.000 --> 00:12:14.000]  然後兩塊
[00:12:14.000 --> 00:12:16.000]  當然有塊大一點有塊小一點
[00:12:16.000 --> 00:12:18.000]  沒可能兩塊一樣大
[00:12:18.000 --> 00:12:20.000]  你就要好好守小
[00:12:20.000 --> 00:12:22.000]  將大一點的那塊
[00:12:22.000 --> 00:12:24.000]  用細麻布包住
[00:12:24.000 --> 00:12:26.000]  然後就收起來
[00:12:26.000 --> 00:12:28.000]  收起來找小朋友去找
[00:12:28.000 --> 00:12:30.000]  找到就有獎
[00:12:30.000 --> 00:12:32.000]  找到大家很開心
[00:12:32.000 --> 00:12:34.000]  慶祝找到
[00:12:34.000 --> 00:12:36.000]  大家一起來分享
[00:12:36.000 --> 00:12:38.000]  這一塊找到的無烤餅
[00:12:38.000 --> 00:12:40.000]  如果你看到
[00:12:40.000 --> 00:12:42.000]  這些無烤餅
[00:12:42.000 --> 00:12:44.000]  你看到上高
[00:12:44.000 --> 00:12:46.000]  你會想為什麼這樣
[00:12:46.000 --> 00:12:48.000]  這麼噁心
[00:12:48.000 --> 00:12:50.000]  因為上高很多是痕跡
[00:12:50.000 --> 00:12:52.000]  邊痕被人打過
[00:12:52.000 --> 00:12:54.000]  邊邊過
[00:12:54.000 --> 00:12:56.000]  又有些小洞好像被人插穿了
[00:12:56.000 --> 00:12:58.000]  又壓扁了
[00:12:58.000 --> 00:13:00.000]  你問猶太人的拉比
[00:13:00.000 --> 00:13:02.000]  為什麼無烤餅會這樣
[00:13:02.000 --> 00:13:04.000]  拉比會說
[00:13:04.000 --> 00:13:06.000]  壓扁了
[00:13:06.000 --> 00:13:08.000]  放些洞在這裡容易熟
[00:13:08.000 --> 00:13:10.000]  因為如月節趕著走
[00:13:10.000 --> 00:13:12.000]  所以
[00:13:12.000 --> 00:13:14.000]  不要這麼難煮
[00:13:14.000 --> 00:13:16.000]  要快快脆脆
[00:13:16.000 --> 00:13:18.000]  但是我們基督徒
[00:13:18.000 --> 00:13:20.000]  相信有更好的答案
[00:13:20.000 --> 00:13:22.000]  有沒有讀過
[00:13:22.000 --> 00:13:24.000]  詩篇22篇
[00:13:24.000 --> 00:13:26.000]  講我們的救主
[00:13:26.000 --> 00:13:28.000]  為我們被眾人羞辱
[00:13:28.000 --> 00:13:30.000]  刺穿他的手腳
[00:13:30.000 --> 00:13:32.000]  還有一樣東西
[00:13:32.000 --> 00:13:34.000]  很有趣的
[00:13:34.000 --> 00:13:36.000]  原來這塊無烤餅
[00:13:36.000 --> 00:13:38.000]  有個名字叫羞辱餅
[00:13:38.000 --> 00:13:40.000]  拉比能夠解釋
[00:13:40.000 --> 00:13:42.000]  為什麼這塊餅
[00:13:42.000 --> 00:13:44.000]  又扁又好像被人打過
[00:13:44.000 --> 00:13:46.000]  不能解釋為什麼叫羞辱餅
[00:13:46.000 --> 00:13:48.000]  詩篇22篇就講得很清楚
[00:13:48.000 --> 00:13:50.000]  耶穌基督
[00:13:50.000 --> 00:13:52.000]  為我們被眾人羞辱
[00:13:52.000 --> 00:13:54.000]  刺穿他的手腳
[00:13:54.000 --> 00:13:56.000]  以賽亞書53章5節說
[00:13:56.000 --> 00:13:58.000]  他為我們過犯
[00:13:58.000 --> 00:14:00.000]  受害
[00:14:00.000 --> 00:14:02.000]  為我們的罪孽
[00:14:02.000 --> 00:14:04.000]  壓傷
[00:14:04.000 --> 00:14:06.000]  因為他受的刑罰我們不平安
[00:14:06.000 --> 00:14:08.000]  因為他受的鞭傷我們不醫治
[00:14:08.000 --> 00:14:10.000]  講得很清楚
[00:14:10.000 --> 00:14:12.000]  原來那塊無烤餅
[00:14:12.000 --> 00:14:14.000]  是指耶穌基督的身體
[00:14:14.000 --> 00:14:16.000]  被鞭傷被壓傷被刺穿
[00:14:16.000 --> 00:14:18.000]  耶穌基督被羞辱
[00:14:18.000 --> 00:14:22.000]  為什麼一家之主
[00:14:22.000 --> 00:14:24.000]  有三塊餅不拿中間那塊
[00:14:24.000 --> 00:14:26.000]  耶穌基督釘十字架
[00:14:26.000 --> 00:14:28.000]  好像有兩個大道
[00:14:28.000 --> 00:14:30.000]  和他一起釘的
[00:14:30.000 --> 00:14:32.000]  耶穌基督是中間
[00:14:32.000 --> 00:14:34.000]  吃無烤餅
[00:14:34.000 --> 00:14:36.000]  不要吃錯旁邊那兩塊
[00:14:36.000 --> 00:14:38.000]  要吃中間那塊
[00:14:38.000 --> 00:14:40.000]  為什麼擦開了
[00:14:40.000 --> 00:14:42.000]  又要用細麻布包住
[00:14:42.000 --> 00:14:44.000]  耶穌基督釘完十字架
[00:14:44.000 --> 00:14:46.000]  去世之後
[00:14:46.000 --> 00:14:48.000]  他們是不是用細麻布
[00:14:48.000 --> 00:14:50.000]  包住他的屍體
[00:14:50.000 --> 00:14:52.000]  然後將他放進墓穴裏
[00:14:52.000 --> 00:14:54.000]  就好像猶太人
[00:14:54.000 --> 00:14:56.000]  將這塊無烤餅
[00:14:56.000 --> 00:14:58.000]  收起來一樣
[00:14:58.000 --> 00:15:00.000]  然後會找出來
[00:15:00.000 --> 00:15:02.000]  找出來就代表
[00:15:02.000 --> 00:15:04.000]  耶穌基督的復活
[00:15:04.000 --> 00:15:06.000]  大家很開心
[00:15:06.000 --> 00:15:08.000]  就會領受了這塊餅
[00:15:08.000 --> 00:15:12.000]  原來在耶穌基督在世的時候
[00:15:12.000 --> 00:15:14.000]  這個習俗已經流傳了
[00:15:14.000 --> 00:15:16.000]  他們還知道
[00:15:16.000 --> 00:15:18.000]  原來未擦開的時候
[00:15:18.000 --> 00:15:20.000]  那塊無烤餅
[00:15:20.000 --> 00:15:22.000]  是代表以色列
[00:15:22.000 --> 00:15:24.000]  擦開了之後
[00:15:24.000 --> 00:15:26.000]  收起來那塊是代表尼塞亞
[00:15:26.000 --> 00:15:28.000]  他們知道的
[00:15:28.000 --> 00:15:30.000]  但是慢慢慢慢
[00:15:30.000 --> 00:15:32.000]  這個習俗仍然繼續流傳
[00:15:32.000 --> 00:15:34.000]  但是意思就失傳了
[00:15:34.000 --> 00:15:36.000]  他們不再說是尼塞亞
[00:15:36.000 --> 00:15:38.000]  為什麼不說尼塞亞
[00:15:38.000 --> 00:15:40.000]  我相信那些拉比
[00:15:40.000 --> 00:15:42.000]  看到這麼像耶穌基督
[00:15:42.000 --> 00:15:44.000]  不要說了
[00:15:44.000 --> 00:15:46.000]  不要說這是尼塞亞
[00:15:46.000 --> 00:15:48.000]  所以他們繼續有做
[00:15:48.000 --> 00:15:50.000]  但是有一樣東西很有趣
[00:15:50.000 --> 00:15:52.000]  這塊收起來了
[00:15:52.000 --> 00:15:54.000]  中間擦開了
[00:15:54.000 --> 00:15:56.000]  用細麻布包住的那一塊
[00:15:56.000 --> 00:15:58.000]  另外有一個名稱
[00:15:58.000 --> 00:16:00.000]  希臘文的意思就是
[00:16:00.000 --> 00:16:02.000]  我已經來了
[00:16:02.000 --> 00:16:04.000]  我已經來了
[00:16:04.000 --> 00:16:06.000]  我已經來了
[00:16:06.000 --> 00:16:08.000]  猶太人還在等他們的尼塞亞
[00:16:08.000 --> 00:16:10.000]  其實他們的尼塞亞
[00:16:10.000 --> 00:16:12.000]  好像這塊餅的名字一樣
[00:16:12.000 --> 00:16:14.000]  已經來了
[00:16:14.000 --> 00:16:18.000]  我們看看第三個節日
[00:16:18.000 --> 00:16:20.000]  第三個節日
[00:16:20.000 --> 00:16:22.000]  就是初贖果子節
[00:16:22.000 --> 00:16:24.000]  這個是
[00:16:24.000 --> 00:16:26.000]  1月16日
[00:16:26.000 --> 00:16:28.000]  我們知道1月14日是如月
[00:16:28.000 --> 00:16:30.000]  1月15日是除孝節
[00:16:30.000 --> 00:16:32.000]  1月16日
[00:16:32.000 --> 00:16:34.000]  是初贖果子節
[00:16:34.000 --> 00:16:36.000]  初贖果子節是文數記
[00:16:36.000 --> 00:16:38.000]  28、29章
[00:16:38.000 --> 00:16:40.000]  沒有提到的
[00:16:40.000 --> 00:16:42.000]  但是我們幾個星期前才說過
[00:16:42.000 --> 00:16:44.000]  是復活節
[00:16:44.000 --> 00:16:46.000]  說復活節的時候我們說過
[00:16:46.000 --> 00:16:48.000]  初贖果子
[00:16:48.000 --> 00:16:50.000]  我們說過耶穌基督的復活
[00:16:50.000 --> 00:16:52.000]  就是我們的初贖果子
[00:16:52.000 --> 00:16:54.000]  我們將來的復活
[00:16:54.000 --> 00:16:56.000]  和耶穌基督一模一樣
[00:16:56.000 --> 00:16:58.000]  所以祂的復活是我們的初贖果子
[00:16:58.000 --> 00:17:00.000]  其實原本
[00:17:00.000 --> 00:17:02.000]  這個初贖果子
[00:17:02.000 --> 00:17:04.000]  是神叫以色列人在他們的田裡
[00:17:04.000 --> 00:17:06.000]  拿一棵
[00:17:06.000 --> 00:17:08.000]  當作初贖果子
[00:17:08.000 --> 00:17:10.000]  去到聖殿獻給神
[00:17:10.000 --> 00:17:12.000]  也代表將來的修成
[00:17:12.000 --> 00:17:14.000]  和初贖果子一模一樣
[00:17:14.000 --> 00:17:16.000]  和初贖果子一模一樣
[00:17:16.000 --> 00:17:18.000]  和初贖果子一模一樣
[00:17:18.000 --> 00:17:20.000]  我們將來的復活
[00:17:20.000 --> 00:17:22.000]  和耶穌基督一模一樣
[00:17:22.000 --> 00:17:24.000]  正如哥林多前書15章
[00:17:24.000 --> 00:17:26.000]  20節說
[00:17:26.000 --> 00:17:28.000]  基督已經從死裡復活
[00:17:28.000 --> 00:17:30.000]  成為稅了之人
[00:17:30.000 --> 00:17:32.000]  初贖的果子
[00:17:32.000 --> 00:17:34.000]  又好像23節
[00:17:34.000 --> 00:17:36.000]  哥林多前書15章說
[00:17:36.000 --> 00:17:38.000]  但各人是按著自己的次序復活
[00:17:38.000 --> 00:17:40.000]  初贖的果子是基督
[00:17:40.000 --> 00:17:42.000]  以後在他來的時候
[00:17:42.000 --> 00:17:44.000]  是那些屬基督的
[00:17:44.000 --> 00:17:46.000]  我們知道當耶穌基督再次來臨的時候
