
[00:00:00.000 --> 00:00:08.320]  不能忘記 只能回味 這是往事
[00:08:07.320 --> 00:08:09.320]  第二個問題類似這樣
[00:08:09.320 --> 00:08:13.320]  日向的兒子西門
[00:08:13.320 --> 00:08:15.320]  你愛我嗎?
[00:08:15.320 --> 00:08:19.320]  主要是你知道我愛你
[00:08:19.320 --> 00:08:22.320]  你牧養我的羊
[00:08:22.320 --> 00:08:28.320]  從餵養到牧養是兩個不同的範疇
[00:08:28.320 --> 00:08:33.320]  餵養主要是供應糧食給羊
[00:08:33.320 --> 00:08:36.320]  用現代牧人的說法
[00:08:36.320 --> 00:08:40.320]  是提供糧食給羊
[00:08:40.320 --> 00:08:43.320]  牧師傳道或教會領袖
[00:08:43.320 --> 00:08:47.320]  每星期有不同形式餵養大家
[00:08:47.320 --> 00:08:49.320]  提供很多糧食給大家
[00:08:49.320 --> 00:08:54.320]  但牧羊不單提供糧食
[00:08:54.320 --> 00:08:55.320]  餵養牠們生存
[00:08:55.320 --> 00:08:58.320]  並且餵養牠們生存得更好
[00:08:58.320 --> 00:09:00.320]  要保護牠們
[00:09:00.320 --> 00:09:02.320]  牧羊要帶羊到處走
[00:09:02.320 --> 00:09:04.320]  牧羊要知道哪裡安全危險
[00:09:04.320 --> 00:09:06.320]  牧羊要知道哪裡安全危險
[00:09:06.320 --> 00:09:08.320]  牧羊要知道哪裡安全危險
[00:09:08.320 --> 00:09:10.320]  牧羊要知道哪裡安全危險
[00:09:10.320 --> 00:09:12.320]  牧羊要知道哪裡安全危險
[00:09:12.320 --> 00:09:14.320]  牧羊要知道哪裡安全危險
[00:09:14.320 --> 00:09:16.320]  牧羊要知道哪裡安全危險
[00:09:16.320 --> 00:09:18.320]  牧羊要知道哪裡安全危險
[00:09:18.320 --> 00:09:20.320]  牧羊要知道哪裡安全危險
[00:09:20.320 --> 00:09:22.320]  牧羊要知道哪裡安全危險
[00:09:22.320 --> 00:09:24.320]  牧羊要知道哪裡安全危險
[00:09:24.320 --> 00:09:26.320]  牧羊要知道哪裡安全危險
[00:09:26.320 --> 00:09:28.320]  牧羊要知道哪裡安全危險
[00:09:28.320 --> 00:09:30.320]  牧羊要知道哪裡安全危險
[00:09:30.320 --> 00:09:32.320]  牧羊要知道哪裡安全危險
[00:09:32.320 --> 00:09:34.320]  所以耶穌其實就剪接了
[00:09:34.320 --> 00:09:36.320]  愛是什麼
[00:09:36.320 --> 00:09:38.320]  愛就是行動
[00:09:38.320 --> 00:09:40.320]  對比來說 你說你愛我
[00:09:40.320 --> 00:09:42.320]  不是說的 你要做的
[00:09:42.320 --> 00:09:44.320]  我給你託付過
[00:09:44.320 --> 00:09:46.320]  你就是教會的盤石
[00:09:46.320 --> 00:09:48.320]  你今天去哪了 你今天回來打魚啊
[00:09:48.320 --> 00:09:50.320]  你今天去哪了 你今天回來打魚啊
[00:09:50.320 --> 00:09:52.320]  耶穌沒有責備他 沒有和他爭論
[00:09:52.320 --> 00:09:54.320]  只是說出
[00:09:54.320 --> 00:09:56.320]  如果你真的愛我
[00:09:56.320 --> 00:09:58.320]  就牧羊我養
[00:09:58.320 --> 00:10:00.320]  餵羊我養
[00:10:00.320 --> 00:10:02.320]  問第三次
[00:10:02.320 --> 00:10:04.320]  彼得有少少不耐煩
[00:10:04.320 --> 00:10:06.320]  彼得有少少不耐煩
[00:10:06.320 --> 00:10:08.320]  其實
[00:10:08.320 --> 00:10:10.320]  有很多恐懼
[00:10:10.320 --> 00:10:12.320]  因為耶穌一而再
[00:10:12.320 --> 00:10:14.320]  再而三挑起
[00:10:14.320 --> 00:10:16.320]  他的皇室
[00:10:16.320 --> 00:10:18.320]  他曾經承諾
[00:10:18.320 --> 00:10:20.320]  很多很多東西
[00:10:20.320 --> 00:10:22.320]  特別一個令彼得
[00:10:22.320 --> 00:10:24.320]  最難擺下的就是
[00:10:24.320 --> 00:10:26.320]  他曾經承諾
[00:10:26.320 --> 00:10:28.320]  跟著耶穌
[00:10:28.320 --> 00:10:30.320]  請承諾一定要
[00:10:30.320 --> 00:10:32.320]  保護耶穌 一定要跟隨耶穌
[00:10:32.320 --> 00:10:34.320]  但是耶穌和他說
[00:10:34.320 --> 00:10:36.320]  雞蹄之前
[00:10:36.320 --> 00:10:38.320]  你三次不認
[00:10:38.320 --> 00:10:40.320]  所以悉尼學者會覺得 為什麼耶穌問三次呢
[00:10:40.320 --> 00:10:42.320]  因為彼得曾經
[00:10:42.320 --> 00:10:44.320]  三次不認他
[00:10:44.320 --> 00:10:46.320]  所以耶穌就問彼得三次
[00:10:46.320 --> 00:10:48.320]  當然這個解釋也有成立
[00:10:48.320 --> 00:10:50.320]  不過我覺得如果你看回整段經文來說
[00:10:50.320 --> 00:10:52.320]  耶穌不是因為你
[00:10:52.320 --> 00:10:54.320]  不認我三次 我就問你三次
[00:10:54.320 --> 00:10:56.320]  耶穌不是這麼小器的人
[00:10:56.320 --> 00:10:58.320]  耶穌所要知道的就是
[00:10:58.320 --> 00:11:00.320]  一而再 再而三要加深
[00:11:00.320 --> 00:11:02.320]  彼得
[00:11:02.320 --> 00:11:04.320]  什麼叫愛主
[00:11:04.320 --> 00:11:06.320]  什麼叫愛主
[00:11:06.320 --> 00:11:08.320]  並且將這個行動
[00:11:08.320 --> 00:11:10.320]  延續下去
[00:11:10.320 --> 00:11:12.320]  牧羊
[00:11:12.320 --> 00:11:14.320]  餵羊
[00:11:14.320 --> 00:11:16.320]  好讓教會
[00:11:16.320 --> 00:11:18.320]  可以繼續發展
[00:11:18.320 --> 00:11:20.320]  然後盤石不至於石沉大海
[00:11:20.320 --> 00:11:22.320]  對一個人最大的
[00:11:22.320 --> 00:11:24.320]  打擊傷害
[00:11:24.320 --> 00:11:26.320]  就是你意志消沉
[00:11:26.320 --> 00:11:28.320]  你放棄
[00:11:28.320 --> 00:11:30.320]  對年青人來說
[00:11:30.320 --> 00:11:32.320]  最大問題
[00:11:32.320 --> 00:11:34.320]  他放屁
[00:11:34.320 --> 00:11:36.320]  一放屁
[00:11:36.320 --> 00:11:38.320]  老師也好 牧師也好 父母也好
[00:11:38.320 --> 00:11:40.320]  不知道怎麼搞的
[00:11:40.320 --> 00:11:42.320]  你怎麼激勵他都沒有用
[00:11:42.320 --> 00:11:44.320]  我就是這樣 我喜歡這樣
[00:11:44.320 --> 00:11:46.320]  你沒得跟他說
[00:11:46.320 --> 00:11:48.320]  其實彼得當時的心情
[00:11:48.320 --> 00:11:50.320]  不只是放屁
[00:11:50.320 --> 00:11:52.320]  但他是放棄
[00:11:52.320 --> 00:11:54.320]  他是絕望
[00:11:54.320 --> 00:11:56.320]  於是他回去
[00:11:56.320 --> 00:11:58.320]  打魚
[00:11:58.320 --> 00:12:00.320]  但耶穌一連問了
[00:12:00.320 --> 00:12:02.320]  三個問題
[00:12:02.320 --> 00:12:04.320]  就是要挑起彼得的往事
[00:12:04.320 --> 00:12:08.320]  要重振彼得的意志
[00:12:08.320 --> 00:12:12.320]  好讓他能夠延續他應該
[00:12:12.320 --> 00:12:14.320]  負起的使命
[00:12:14.320 --> 00:12:16.320]  所以這三個問題
[00:12:16.320 --> 00:12:18.320]  似乎是一樣
[00:12:18.320 --> 00:12:20.320]  但耶穌一而再 再而三
[00:12:20.320 --> 00:12:24.320]  就要去跟彼得更加清晰的
[00:12:24.320 --> 00:12:26.320]  去說道
[00:12:26.320 --> 00:12:28.320]  他的使命是什麼
[00:12:28.320 --> 00:12:30.320]  所以為什麼耶穌
[00:12:30.320 --> 00:12:32.320]  三次去問彼得呢
[00:12:32.320 --> 00:12:34.320]  我比較上會覺得
[00:12:34.320 --> 00:12:37.320]  不是因為彼得三次不認他
[00:12:37.320 --> 00:12:39.320]  於是他問他三次
[00:12:39.320 --> 00:12:41.320]  而是你看見
[00:12:41.320 --> 00:12:44.320]  那個語意上有幾重的關係
[00:12:44.320 --> 00:12:46.320]  第一個
[00:12:46.320 --> 00:12:48.320]  去撫平
[00:12:48.320 --> 00:12:50.320]  舊日的傷痕
[00:12:50.320 --> 00:12:52.320]  彼得是很傷
[00:12:52.320 --> 00:12:54.320]  因為他真是
[00:12:54.320 --> 00:12:56.320]  在十二少年當中
[00:12:56.320 --> 00:12:58.320]  他是其中一個最愛耶穌
[00:12:58.320 --> 00:13:00.320]  和耶穌關係最密切
[00:13:00.320 --> 00:13:02.320]  但他其實背叛了耶穌
[00:13:02.320 --> 00:13:04.320]  我經常說
[00:13:04.320 --> 00:13:06.320]  猶大出賣耶穌
[00:13:06.320 --> 00:13:08.320]  但彼得同樣背叛耶穌
[00:13:08.320 --> 00:13:10.320]  在重要關頭
[00:13:10.320 --> 00:13:12.320]  那些兵丁馬雷
[00:13:12.320 --> 00:13:14.320]  認到你了
[00:13:14.320 --> 00:13:16.320]  有個妹仔認到你
[00:13:16.320 --> 00:13:18.320]  這個就是跟著耶穌的那個
[00:13:18.320 --> 00:13:20.320]  不是的 我不認識他
[00:13:20.320 --> 00:13:22.320]  走了
[00:13:22.320 --> 00:13:24.320]  害怕得走了
[00:13:24.320 --> 00:13:26.320]  所以
[00:13:26.320 --> 00:13:28.320]  彼得內心充滿了
[00:13:28.320 --> 00:13:30.320]  愧疚
[00:13:30.320 --> 00:13:32.320]  充滿了一種背叛
[00:13:32.320 --> 00:13:34.320]  帶給自己的
[00:13:34.320 --> 00:13:36.320]  種種的壓力
[00:13:36.320 --> 00:13:38.320]  所以彼得是很傷
[00:13:38.320 --> 00:13:40.320]  因為人傷了
[00:13:40.320 --> 00:13:42.320]  他就會躲起來
[00:13:42.320 --> 00:13:44.320]  於是他躲起來
[00:13:44.320 --> 00:13:46.320]  再次回到海邊打魚
[00:13:46.320 --> 00:13:48.320]  所以耶穌
[00:13:48.320 --> 00:13:50.320]  三次問彼得
[00:13:50.320 --> 00:13:52.320]  其實很溫柔
[00:13:52.320 --> 00:13:54.320]  沒有責備
[00:13:54.320 --> 00:13:56.320]  你愛我比姐姐更深
[00:13:56.320 --> 00:13:58.320]  其實第一個就是要
[00:13:58.320 --> 00:14:00.320]  撫平彼得
[00:14:00.320 --> 00:14:02.320]  和他的傷痕
[00:14:02.320 --> 00:14:04.320]  因為那些往事
[00:14:04.320 --> 00:14:06.320]  心事
[00:14:06.320 --> 00:14:08.320]  其實我相信
[00:14:08.320 --> 00:14:10.320]  眼淚比歡聲會多
[00:14:10.320 --> 00:14:12.320]  相愛
[00:14:12.320 --> 00:14:14.320]  比榮譽
[00:14:14.320 --> 00:14:16.320]  是更多的
[00:14:16.320 --> 00:14:18.320]  我們其實有太多
[00:14:18.320 --> 00:14:20.320]  不如意的事
[00:14:20.320 --> 00:14:22.320]  於是在我們心裏
[00:14:22.320 --> 00:14:24.320]  其實每個人都有很多很多的傷痕
[00:14:24.320 --> 00:14:26.320]  但當我們
[00:14:26.320 --> 00:14:28.320]  信耶穌的時候
[00:14:28.320 --> 00:14:30.320]  其實我們很相信救恩和愛
[00:14:30.320 --> 00:14:32.320]  是可以填補
[00:14:32.320 --> 00:14:34.320]  我們的傷痕
[00:14:34.320 --> 00:14:36.320]  將我們舊的傷痕
[00:14:36.320 --> 00:14:38.320]  將我們從來不敢告訴別人的事
[00:14:38.320 --> 00:14:40.320]  都說出來
[00:14:40.320 --> 00:14:42.320]  教會是特別的
[00:14:42.320 --> 00:14:44.320]  在其他地方
[00:14:44.320 --> 00:14:46.320]  任何的公開的講座演講
[00:14:46.320 --> 00:14:48.320]  都是說我什麼威水的
[00:14:48.320 --> 00:14:50.320]  我什麼成功的
[00:14:50.320 --> 00:14:52.320]  教會是將人最陰暗的一面
[00:14:52.320 --> 00:14:54.320]  你看我今天這麼好
[00:14:54.320 --> 00:14:56.320]  其實我很多壞事
[00:14:56.320 --> 00:14:58.320]  我以前是這樣的
[00:14:58.320 --> 00:15:00.320]  我們可以在神人面前
[00:15:00.320 --> 00:15:02.320]  去打開我們的心
[00:15:02.320 --> 00:15:04.320]  讓人看到
[00:15:04.320 --> 00:15:06.320]  我們真正的面貌
[00:15:06.320 --> 00:15:08.320]  因為我們已經得到
[00:15:08.320 --> 00:15:10.320]  神的意志
[00:15:10.320 --> 00:15:12.320]  於是我們心事往事
[00:15:12.320 --> 00:15:14.320]  我們很願意
[00:15:14.320 --> 00:15:16.320]  和人分享現在最感動人心的
[00:15:16.320 --> 00:15:18.320]  心事故事
[00:15:18.320 --> 00:15:20.320]  不是你如何成功
[00:15:20.320 --> 00:15:22.320]  而是你如何失敗
[00:15:22.320 --> 00:15:24.320]  神讓你再次回到以前
[00:15:24.320 --> 00:15:28.320]  第二個就是要
[00:15:28.320 --> 00:15:30.320]  激勵消沉的意志
[00:15:30.320 --> 00:15:34.320]  彼得曾經很有大志
[00:15:34.320 --> 00:15:36.320]  彼得曾經是最慷慨激昂
[00:15:36.320 --> 00:15:38.320]  是要愛主
[00:15:38.320 --> 00:15:40.320]  護主
[00:15:40.320 --> 00:15:42.320]  他知道自己的使命是成為
[00:15:42.320 --> 00:15:44.320]  教會的盤石
[00:15:44.320 --> 00:15:46.320]  但是意志在哪裡
[00:15:46.320 --> 00:15:48.320]  回到漁船那裡
[00:15:48.320 --> 00:15:50.320]  回到漁網那裡
[00:15:50.320 --> 00:15:52.320]  漁船漁網
[00:15:52.320 --> 00:15:54.320]  是彼得一件很重要的往事
[00:15:54.320 --> 00:15:56.320]  當耶穌呼救的時候
[00:15:56.320 --> 00:15:58.320]  就放下一切
[00:15:58.320 --> 00:16:00.320]  來跟從我
[00:16:00.320 --> 00:16:02.320]  那一刻彼得和他的兄弟們
[00:16:02.320 --> 00:16:04.320]  義無反顧
[00:16:04.320 --> 00:16:06.320]  沒有安排什麼
[00:16:06.320 --> 00:16:08.320]  就放下就走了
[00:16:08.320 --> 00:16:10.320]  很快就走了
[00:16:10.320 --> 00:16:12.320]  息日豪情壯志在哪裡
[00:16:12.320 --> 00:16:16.320]  跟隨耶穌的心志在哪裡
[00:16:16.320 --> 00:16:20.320]  如果說
[00:16:20.320 --> 00:16:22.320]  你愛我者,惜你物,彼此更深
[00:16:22.320 --> 00:16:24.320]  教會或傳道人
[00:16:24.320 --> 00:16:26.320]  會有一種挑戰
[00:16:26.320 --> 00:16:30.320]  其實也要重燃你的挑戰
[00:16:30.320 --> 00:16:32.320]  你昔日信主
[00:16:32.320 --> 00:16:34.320]  那種熱情在哪裡
[00:16:34.320 --> 00:16:36.320]  你昔日跟隨耶穌
[00:16:36.320 --> 00:16:40.320]  那種熱情在哪裡
[00:16:40.320 --> 00:16:42.320]  淡了
[00:16:42.320 --> 00:16:44.320]  因為你太忙了
[00:16:44.320 --> 00:16:46.320]  淡了因為你擁有更多東西
[00:16:46.320 --> 00:16:48.320]  你覺得有些東西比這些更重要
[00:16:48.320 --> 00:16:52.320]  於是我們的
[00:16:52.320 --> 00:16:54.320]  熱情
[00:16:54.320 --> 00:16:56.320]  愛主熱情要消沉
[00:16:56.320 --> 00:16:58.320]  我們追求世界熱情會越來越熾熱
[00:16:58.320 --> 00:17:00.320]  這就是人之常情
[00:17:00.320 --> 00:17:02.320]  是不是說中你的心事
[00:17:02.320 --> 00:17:06.320]  大多數都是這樣
[00:17:06.320 --> 00:17:08.320]  但經文我看見
[00:17:08.320 --> 00:17:10.320]  耶穌是要激勵彼得
[00:17:10.320 --> 00:17:12.320]  消沉的熱情
[00:17:12.320 --> 00:17:14.320]  要踏一腳
[00:17:14.320 --> 00:17:16.320]  西門彼得
[00:17:16.320 --> 00:17:18.320]  那種皇城的鬥志
[00:17:18.320 --> 00:17:20.320]  第三個很重要
[00:17:20.320 --> 00:17:22.320]  三個問題都帶來一個訊息
[00:17:22.320 --> 00:17:24.320]  什麼叫愛主
[00:17:24.320 --> 00:17:26.320]  有些俗言俗語
[00:17:26.320 --> 00:17:28.320]  我們都說到自己不知道什麼意思
[00:17:28.320 --> 00:17:30.320]  凡事感謝主
[00:17:30.320 --> 00:17:32.320]  愛主愛主
[00:17:32.320 --> 00:17:34.320]  我們成為一種念口
[00:17:34.320 --> 00:17:36.320]  好像信仰的法門
[00:17:36.320 --> 00:17:38.320]  都說出來
[00:17:38.320 --> 00:17:40.320]  問真一點
[00:17:40.320 --> 00:17:42.320]  什麼叫愛主
[00:17:42.320 --> 00:17:44.320]  什麼叫愛
[00:17:44.320 --> 00:17:46.320]  當然
[00:17:46.320 --> 00:17:48.320]  聖經
[00:17:48.320 --> 00:17:50.320]  舊約
[00:17:50.320 --> 00:17:52.320]  文寫成新約
[00:17:52.320 --> 00:17:54.320]  又希臘文
[00:17:54.320 --> 00:17:56.320]  又希伯來文
[00:17:56.320 --> 00:17:58.320]  這個愛主有幾種不同的字
[00:17:58.320 --> 00:18:00.320]  有幾個不同的說法
[00:18:00.320 --> 00:18:02.320]  你很厲害
[00:18:02.320 --> 00:18:04.320]  你上網看就知道
[00:18:04.320 --> 00:18:06.320]  不是那麼厲害
[00:18:06.320 --> 00:18:08.320]  上網就知道
[00:18:08.320 --> 00:18:10.320]  你全識背
[00:18:10.320 --> 00:18:12.320]  聖經對愛主有幾多個原文
[00:18:12.320 --> 00:18:14.320]  每個字
[00:18:14.320 --> 00:18:16.320]  你全識背
[00:18:16.320 --> 00:18:18.320]  識背不等於
[00:18:18.320 --> 00:18:20.320]  你真正什麼叫愛
[00:18:20.320 --> 00:18:22.320]  當然
[00:18:22.320 --> 00:18:24.320]  我們說到愛主
[00:18:24.320 --> 00:18:26.320]  想起哪段經文
[00:18:26.320 --> 00:18:28.320]  不傳導
[00:18:28.320 --> 00:18:30.320]  不傳導在這裡
[00:18:30.320 --> 00:18:32.320]  哥林歌前書
[00:18:32.320 --> 00:18:34.320]  十三章
[00:18:34.320 --> 00:18:36.320]  第一句怎麼說
[00:18:36.320 --> 00:18:38.320]  印詞
[00:18:38.320 --> 00:18:40.320]  大家識背
[00:18:40.320 --> 00:18:42.320]  又識唱
[00:18:42.320 --> 00:18:44.320]  保羅無疑是將愛
[00:18:44.320 --> 00:18:46.320]  是指得很清楚
[00:18:46.320 --> 00:18:48.320]  將愛的一種表現
[00:18:48.320 --> 00:18:50.320]  愛的情操
[00:18:50.320 --> 00:18:52.320]  愛的質素說得很清楚
