
[00:00:00.000 --> 00:00:06.000]  你看到上次的題目是講拘謹
[00:05:06.000 --> 00:05:09.000]  她突然間有個感覺
[00:05:09.000 --> 00:05:14.000]  是覺得丈夫好像想離開她
[00:05:14.000 --> 00:05:17.000]  不太重要她有沒有命
[00:05:17.000 --> 00:05:21.000]  所以有時候丈夫上班或外出
[00:05:21.000 --> 00:05:23.000]  就算買東西買久一點
[00:05:23.000 --> 00:05:25.000]  她都會感覺到
[00:05:25.000 --> 00:05:28.000]  他是不是開始對我很心淡
[00:05:28.000 --> 00:05:30.000]  不太重視我的命
[00:05:30.000 --> 00:05:33.000]  第四個就是男人很少注意到
[00:05:33.000 --> 00:05:34.000]  很嚴重的
[00:05:34.000 --> 00:05:36.000]  男人升職
[00:05:36.000 --> 00:05:38.000]  升職回家很開心
[00:05:38.000 --> 00:05:42.000]  我坐經理室有房坐
[00:05:42.000 --> 00:05:45.000]  老婆聽完之後就說
[00:05:45.000 --> 00:05:48.000]  這間屋沒得坐嗎
[00:05:48.000 --> 00:05:52.000]  很多男人的快樂
[00:05:52.000 --> 00:05:56.000]  回家不等於太太的快樂
[00:05:56.000 --> 00:05:58.000]  太太看到他這麼忙碌
[00:05:58.000 --> 00:06:00.000]  反而會懷疑
[00:06:00.000 --> 00:06:04.000]  可能他太喜歡發展自己
[00:06:04.000 --> 00:06:07.000]  這間屋他不覺得很享受
[00:06:07.000 --> 00:06:09.000]  他會這樣想
[00:06:09.000 --> 00:06:11.000]  所以我會說冷漠是一種
[00:06:11.000 --> 00:06:13.000]  沒有很大的證據證明
[00:06:13.000 --> 00:06:15.000]  應該冷漠
[00:06:15.000 --> 00:06:18.000]  但你的心態影響你冷漠
[00:06:18.000 --> 00:06:21.000]  就是你覺得跟他之間已經沒那麼好了
[00:06:21.000 --> 00:06:25.000]  男人只有一個情況冷漠
[00:06:25.000 --> 00:06:27.000]  所以男人都頗好服侍
[00:06:27.000 --> 00:06:30.000]  男人當有失敗的感覺
[00:06:30.000 --> 00:06:32.000]  包括被人裁員
[00:06:32.000 --> 00:06:34.000]  失業
[00:06:34.000 --> 00:06:36.000]  樣子就很難看
[00:06:36.000 --> 00:06:38.000]  你見到他的樣子
[00:06:38.000 --> 00:06:40.000]  跟我聊聊天
[00:06:40.000 --> 00:06:42.000]  你不開心也沒理由惹我不開心
[00:06:42.000 --> 00:06:44.000]  但男人就說我不想說話
[00:06:44.000 --> 00:06:47.000]  女性是很喜歡說話
[00:06:47.000 --> 00:06:50.000]  有研究說女性一天要說三萬個字
[00:06:50.000 --> 00:06:52.000]  單字三萬個字
[00:06:52.000 --> 00:06:55.000]  起碼男人是八千個字
[00:06:55.000 --> 00:06:57.000]  所以男人大約說話
[00:06:57.000 --> 00:06:59.000]  六十分鐘左右
[00:06:59.000 --> 00:07:01.000]  甚至四十分鐘左右
[00:07:01.000 --> 00:07:03.000]  應該收工
[00:07:03.000 --> 00:07:06.000]  所以我十點半就收工
[00:07:06.000 --> 00:07:08.000]  不說了
[00:07:08.000 --> 00:07:11.000]  女人可以重複打六次電話來再聊
[00:07:11.000 --> 00:07:13.000]  喝杯水再打就可以
[00:07:13.000 --> 00:07:17.000]  所以你會發現很多太太或媽媽
[00:07:17.000 --> 00:07:20.000]  都覺得丈夫和爸爸
[00:07:20.000 --> 00:07:22.000]  不理睬我
[00:07:22.000 --> 00:07:24.000]  他忘記自己太夠氣
[00:07:24.000 --> 00:07:26.000]  你跑一千五公尺
[00:07:26.000 --> 00:07:28.000]  跟他一百公尺一起跑
[00:07:28.000 --> 00:07:30.000]  沒得跑
[00:07:30.000 --> 00:07:32.000]  他已經上岸很久了
[00:07:32.000 --> 00:07:34.000]  這冷漠就是丈夫感覺到
[00:07:34.000 --> 00:07:36.000]  他做不到
[00:07:36.000 --> 00:07:38.000]  跟太太好好聊的能力
[00:07:38.000 --> 00:07:40.000]  但很多人誤會了
[00:07:40.000 --> 00:07:42.000]  他追求我的時候怎麼這麼好聊
[00:07:42.000 --> 00:07:44.000]  是不同的
[00:07:44.000 --> 00:07:46.000]  他是遷就你的
[00:07:46.000 --> 00:07:48.000]  所以很多男人追求老婆後
[00:07:48.000 --> 00:07:50.000]  結婚後都沒氣
[00:07:50.000 --> 00:07:53.000]  可能年輕四十年左右
[00:07:53.000 --> 00:07:55.000]  這是真的
[00:07:55.000 --> 00:07:57.000]  為甚麼呢
[00:07:57.000 --> 00:08:00.000]  因為男人是被爸爸媽媽鼓勵
[00:08:00.000 --> 00:08:03.000]  多做事少說話
[00:08:03.000 --> 00:08:05.000]  我爸爸經常跟我說
[00:08:05.000 --> 00:08:07.000]  你不說話沒有人會說你啞巴
[00:08:07.000 --> 00:08:10.000]  所以我們習慣了不說話
[00:08:10.000 --> 00:08:12.000]  特別是甚麼呢
[00:08:12.000 --> 00:08:14.000]  做了事
[00:08:14.000 --> 00:08:16.000]  見到成績才說
[00:08:16.000 --> 00:08:18.000]  不說就沒有蜜褶
[00:08:18.000 --> 00:08:20.000]  所以很多男人
[00:08:20.000 --> 00:08:22.000]  覺得未事成
[00:08:22.000 --> 00:08:24.000]  未畢業
[00:08:24.000 --> 00:08:26.000]  未升職
[00:08:26.000 --> 00:08:28.000]  多數都不在家裡說話
[00:08:28.000 --> 00:08:30.000]  說話都很瘀青
[00:08:30.000 --> 00:08:32.000]  不然媽媽聽到後
[00:08:32.000 --> 00:08:34.000]  就問你是不是加了工資
[00:08:34.000 --> 00:08:36.000]  所以很多人都說
[00:08:36.000 --> 00:08:38.000]  寧願不說就好
[00:08:38.000 --> 00:08:40.000]  但女性不是
[00:08:40.000 --> 00:08:42.000]  老闆跟你笑
[00:08:42.000 --> 00:08:44.000]  她都凝聚加工資
[00:08:44.000 --> 00:08:46.000]  其實是猜錯了
[00:08:46.000 --> 00:08:48.000]  這些冷漠
[00:08:48.000 --> 00:08:50.000]  這是家常便飯
[00:08:50.000 --> 00:08:52.000]  千萬不要說
[00:08:52.000 --> 00:08:54.000]  她不理我
[00:08:54.000 --> 00:08:56.000]  覺得是天大的問題
[00:08:56.000 --> 00:08:58.000]  其實未到這麼嚴重
[00:08:58.000 --> 00:09:00.000]  真正的問題
[00:09:00.000 --> 00:09:02.000]  是看三個級數
[00:09:02.000 --> 00:09:04.000]  是一種挫折
[00:09:04.000 --> 00:09:06.000]  我先說最差的級數
[00:09:06.000 --> 00:09:08.000]  一個家的關係
[00:09:08.000 --> 00:09:10.000]  自暴自棄
[00:09:10.000 --> 00:09:12.000]  即是我不會再找你
[00:09:12.000 --> 00:09:14.000]  我睡醒就出街
[00:09:14.000 --> 00:09:16.000]  這叫自暴自棄
[00:09:16.000 --> 00:09:18.000]  我不想在這個關係
[00:09:18.000 --> 00:09:20.000]  再找好轉的可能
[00:09:20.000 --> 00:09:22.000]  很多子女
[00:09:22.000 --> 00:09:24.000]  就是自暴自棄
[00:09:24.000 --> 00:09:26.000]  你兒女
[00:09:26.000 --> 00:09:28.000]  你今晚怎樣和我慶祝母親節
[00:09:28.000 --> 00:09:30.000]  他怎樣說呢
[00:09:30.000 --> 00:09:32.000]  我已經電郵了
[00:09:32.000 --> 00:09:34.000]  恭賀和禹給你
[00:09:34.000 --> 00:09:36.000]  你還未收到嗎
[00:09:36.000 --> 00:09:38.000]  你發現他不想
[00:09:38.000 --> 00:09:40.000]  和你太過好
[00:09:40.000 --> 00:09:42.000]  這種自暴自棄
[00:09:42.000 --> 00:09:44.000]  即是他放棄棄權
[00:09:44.000 --> 00:09:46.000]  這是最差的
[00:09:46.000 --> 00:09:48.000]  試下都不肯
[00:09:48.000 --> 00:09:50.000]  你上班就看到
[00:09:50.000 --> 00:09:52.000]  很多人和你說早晨
[00:09:52.000 --> 00:09:54.000]  他都不想說
[00:09:54.000 --> 00:09:56.000]  其實說了可能不等於關係好
[00:09:56.000 --> 00:09:58.000]  但不說
[00:09:58.000 --> 00:10:00.000]  就更加證明
[00:10:00.000 --> 00:10:02.000]  他不說即是他不想和你好
[00:10:02.000 --> 00:10:04.000]  很多人放棄了一個機會率
[00:10:04.000 --> 00:10:06.000]  都放棄
[00:10:06.000 --> 00:10:08.000]  這是最差的
[00:10:08.000 --> 00:10:10.000]  但有種第二級數就不是
[00:10:10.000 --> 00:10:12.000]  是灰心
[00:10:12.000 --> 00:10:14.000]  灰心即是他很想一家人好
[00:10:14.000 --> 00:10:16.000]  不過他看得很悲觀
[00:10:16.000 --> 00:10:18.000]  所以常常回到家
[00:10:18.000 --> 00:10:20.000]  樣子和家人
[00:10:20.000 --> 00:10:22.000]  是兩個相
[00:10:22.000 --> 00:10:24.000]  外出是開心很多
[00:10:24.000 --> 00:10:26.000]  如果證明你灰心
[00:10:26.000 --> 00:10:28.000]  很容易看
[00:10:28.000 --> 00:10:30.000]  你入升降機
[00:10:30.000 --> 00:10:32.000]  來禮拜堂或上班
[00:10:32.000 --> 00:10:34.000]  你突然覺得街上空氣
[00:10:34.000 --> 00:10:36.000]  為何這麼好
[00:10:36.000 --> 00:10:38.000]  即是你剛才在家
[00:10:38.000 --> 00:10:40.000]  呼吸
[00:10:40.000 --> 00:10:42.000]  家中氧氣不足
[00:10:42.000 --> 00:10:44.000]  所以很多人都認
[00:10:44.000 --> 00:10:46.000]  入了上班的地方
[00:10:46.000 --> 00:10:48.000]  和入了家
[00:10:48.000 --> 00:10:50.000]  呼吸差了很多
[00:10:50.000 --> 00:10:52.000]  外出覺得空氣很好
[00:10:52.000 --> 00:10:54.000]  其實問題是
[00:10:54.000 --> 00:10:56.000]  和你一起的人
[00:10:56.000 --> 00:10:58.000]  是你自己很介意
[00:10:58.000 --> 00:11:00.000]  令你自己覺得呼吸困難
[00:11:00.000 --> 00:11:02.000]  所以有些人很開心
[00:11:02.000 --> 00:11:04.000]  一起老友聊天
[00:11:04.000 --> 00:11:06.000]  其實是呼吸很順暢的經歷
[00:11:06.000 --> 00:11:08.000]  所以你看到他笑得很大聲
[00:11:08.000 --> 00:11:10.000]  就是這個原因
[00:11:10.000 --> 00:11:12.000]  但最好的方式
[00:11:12.000 --> 00:11:14.000]  我放在第一名
[00:11:14.000 --> 00:11:16.000]  就是
[00:11:16.000 --> 00:11:18.000]  你發現在你不開心
[00:11:18.000 --> 00:11:20.000]  和家人時
[00:11:20.000 --> 00:11:22.000]  你發現自己需要改變
[00:11:22.000 --> 00:11:24.000]  需要改變
[00:11:24.000 --> 00:11:26.000]  我相信
[00:11:26.000 --> 00:11:28.000]  你今天來這裏
[00:11:28.000 --> 00:11:30.000]  都認一件事
[00:11:30.000 --> 00:11:32.000]  關係可以改變
[00:11:32.000 --> 00:11:34.000]  你只要來這裏
[00:11:34.000 --> 00:11:36.000]  如果你說沒得救
[00:11:36.000 --> 00:11:38.000]  你不要和我說
[00:11:38.000 --> 00:11:40.000]  浪費時間
[00:11:40.000 --> 00:11:42.000]  你不會找一些改變的可能
[00:11:42.000 --> 00:11:44.000]  有時是錯節的關係
[00:11:44.000 --> 00:11:46.000]  有些人說子女和他沒有緣份
[00:11:46.000 --> 00:11:48.000]  我和他好像不太認識
[00:11:48.000 --> 00:11:50.000]  有些人認這件事
[00:11:50.000 --> 00:11:52.000]  有時和老公
[00:11:52.000 --> 00:11:54.000]  說我們是錯配的
[00:11:54.000 --> 00:11:56.000]  兩個人撞在一起
[00:11:56.000 --> 00:11:58.000]  不知為何結了婚
[00:11:58.000 --> 00:12:00.000]  他們的錯節感
[00:12:00.000 --> 00:12:02.000]  就是覺得改變是不可能的
[00:12:02.000 --> 00:12:04.000]  但有些人覺得有可能
[00:12:04.000 --> 00:12:06.000]  有些人覺得
[00:12:06.000 --> 00:12:08.000]  暫時不太好
[00:12:08.000 --> 00:12:10.000]  遲些就會改變
[00:12:10.000 --> 00:12:12.000]  他很有信心
[00:12:12.000 --> 00:12:14.000]  我不知你們認不認同
[00:12:14.000 --> 00:12:16.000]  有的
[00:12:16.000 --> 00:12:18.000]  有些人在那時
[00:12:18.000 --> 00:12:20.000]  我們不是相信他們
[00:12:20.000 --> 00:12:22.000]  這樣想
[00:12:22.000 --> 00:12:24.000]  所以你見到他們聊天
[00:12:24.000 --> 00:12:26.000]  覺得沒甚麼
[00:12:26.000 --> 00:12:28.000]  所以有時有人說
[00:12:28.000 --> 00:12:30.000]  不要做夫妻的和事佬
[00:12:30.000 --> 00:12:32.000]  你說你們兩個不對
[00:12:32.000 --> 00:12:34.000]  大家有甚麼問題
[00:12:34.000 --> 00:12:36.000]  他們會罵你
[00:12:36.000 --> 00:12:38.000]  他們相信我們搞得好
[00:12:38.000 --> 00:12:40.000]  我們搞得好
[00:12:40.000 --> 00:12:42.000]  我們改變的
[00:12:42.000 --> 00:12:44.000]  我們搞得好
[00:12:44.000 --> 00:12:46.000]  我最大的錯
[00:12:46.000 --> 00:12:48.000]  就是
[00:12:48.000 --> 00:12:50.000]  你不太認識我
[00:12:50.000 --> 00:12:52.000]  在我太太
[00:12:52.000 --> 00:12:54.000]  死的早上
[00:12:54.000 --> 00:12:56.000]  的錯節感
[00:12:56.000 --> 00:12:58.000]  醫生有個提議
[00:12:58.000 --> 00:13:00.000]  他
[00:13:00.000 --> 00:13:02.000]  五小時左右會去世
[00:13:02.000 --> 00:13:04.000]  他已經變了
[00:13:04.000 --> 00:13:06.000]  懷腸
[00:13:06.000 --> 00:13:08.000]  應該五小時死
[00:13:08.000 --> 00:13:10.000]  醫生提議
[00:13:10.000 --> 00:13:12.000]  不如我幫他打好morphine
[00:13:12.000 --> 00:13:14.000]  好舒服
[00:13:14.000 --> 00:13:16.000]  睡覺死
[00:13:16.000 --> 00:13:18.000]  第一個想法
[00:13:18.000 --> 00:13:20.000]  我不喜歡
[00:13:20.000 --> 00:13:22.000]  但我立即想起
[00:13:22.000 --> 00:13:24.000]  我太太交代我
[00:13:24.000 --> 00:13:26.000]  如果醫生說救不到
[00:13:26.000 --> 00:13:28.000]  記得
[00:13:28.000 --> 00:13:30.000]  同意醫生的做法
[00:13:30.000 --> 00:13:32.000]  打好morphine
[00:13:32.000 --> 00:13:34.000]  讓我睡覺死
[00:13:34.000 --> 00:13:36.000]  這樣是不辛苦的
[00:13:36.000 --> 00:13:38.000]  因為他是護士
[00:13:38.000 --> 00:13:40.000]  他和人打過
[00:13:40.000 --> 00:13:42.000]  他說很舒服
[00:13:42.000 --> 00:13:44.000]  你給我一個經驗
[00:13:44.000 --> 00:13:46.000]  我給你一分
[00:13:46.000 --> 00:13:48.000]  早上
[00:13:48.000 --> 00:13:50.000]  我聽到醫生建議
[00:13:50.000 --> 00:13:52.000]  醫生知道
[00:13:52.000 --> 00:13:54.000]  我有點不想
[00:13:54.000 --> 00:13:56.000]  他說
[00:13:56.000 --> 00:13:58.000]  我給你十分鐘想想
[00:13:58.000 --> 00:14:00.000]  我兩個舅仔
[00:14:00.000 --> 00:14:02.000]  在我身邊
[00:14:02.000 --> 00:14:04.000]  第一時間說
[00:14:04.000 --> 00:14:06.000]  我現在
[00:14:06.000 --> 00:14:08.000]  做一點急救
[00:14:08.000 --> 00:14:10.000]  因為我懷疑
[00:14:10.000 --> 00:14:12.000]  做個通膽管
[00:14:12.000 --> 00:14:14.000]  醫生提我
[00:14:14.000 --> 00:14:16.000]  機會是零
[00:14:16.000 --> 00:14:18.000]  但我說
[00:14:18.000 --> 00:14:20.000]  我想拼一拼
[00:14:20.000 --> 00:14:22.000]  因為我覺得
[00:14:22.000 --> 00:14:24.000]  我太太想生存
[00:14:24.000 --> 00:14:26.000]  其實我說完
[00:14:26.000 --> 00:14:28.000]  我知道我自己
[00:14:28.000 --> 00:14:30.000]  很挫折
[00:14:30.000 --> 00:14:32.000]  因為如果救不到
[00:14:32.000 --> 00:14:34.000]  如果救不到
[00:14:34.000 --> 00:14:36.000]  死了
[00:14:36.000 --> 00:14:38.000]  但又很辛苦
[00:14:38.000 --> 00:14:40.000]  又電擊又猜心不齊
[00:14:40.000 --> 00:14:42.000]  死得很辛苦
[00:14:42.000 --> 00:14:44.000]  他叫我答應他
[00:14:44.000 --> 00:14:46.000]  舒服一點
[00:14:46.000 --> 00:14:48.000]  打口針
[00:14:48.000 --> 00:14:50.000]  我又不答應
[00:14:50.000 --> 00:14:54.000]  我一輩子就會很遺憾
[00:14:54.000 --> 00:14:56.000]  但問題是
[00:14:56.000 --> 00:14:58.000]  我有個經驗
[00:14:58.000 --> 00:15:00.000]  在她死前三個月
[00:15:00.000 --> 00:15:02.000]  她是能夠救回的
[00:15:02.000 --> 00:15:04.000]  在0.7血糖的時候
[00:15:04.000 --> 00:15:06.000]  是能夠救回的
[00:15:06.000 --> 00:15:08.000]  所以我有個保留
[00:15:08.000 --> 00:15:10.000]  如果救得回
[00:15:10.000 --> 00:15:12.000]  一來我也很開心
[00:15:12.000 --> 00:15:14.000]  二來可能神給她
[00:15:14.000 --> 00:15:16.000]  久一點
[00:15:16.000 --> 00:15:18.000]  有更好的事情發生
[00:15:18.000 --> 00:15:20.000]  於是我就不理那麼多
[00:15:20.000 --> 00:15:22.000]  於是我就鼓勵我自己
[00:15:22.000 --> 00:15:24.000]  對不起她做一次
[00:15:24.000 --> 00:15:26.000]  這下的決心
[00:15:26.000 --> 00:15:28.000]  我想我
[00:15:28.000 --> 00:15:30.000]  未來的人生
[00:15:30.000 --> 00:15:32.000]  未必有機會再做
[00:15:32.000 --> 00:15:34.000]  那麼大膽
[00:15:34.000 --> 00:15:36.000]  包括對我自己
[00:15:36.000 --> 00:15:38.000]  對不起她做一次
[00:15:38.000 --> 00:15:40.000]  因為我權衡兩個問題
[00:15:40.000 --> 00:15:42.000]  就是這個死
[00:15:42.000 --> 00:15:44.000]  是有潛質的可能死
[00:15:44.000 --> 00:15:46.000]  但不是事實的可能死
[00:15:46.000 --> 00:15:48.000]  所以我覺得生命
[00:15:48.000 --> 00:15:50.000]  在這個情況下
[00:15:50.000 --> 00:15:52.000]  寧願拼
[00:15:52.000 --> 00:15:54.000]  如果不拼就死
[00:15:54.000 --> 00:15:56.000]  寧願拼
[00:15:56.000 --> 00:15:58.000]  寧願拼
[00:15:58.000 --> 00:16:00.000]  醫生就
[00:16:00.000 --> 00:16:02.000]  其實醫生都很好對我
[00:16:02.000 --> 00:16:04.000]  他說: 余生,30萬元
[00:16:04.000 --> 00:16:06.000]  下面做一做
[00:16:06.000 --> 00:16:08.000]  他想大我
[00:16:08.000 --> 00:16:10.000]  他很好
[00:16:10.000 --> 00:16:12.000]  他這次大是好
[00:16:12.000 --> 00:16:14.000]  因為他覺得這樣是截止到我的
[00:16:14.000 --> 00:16:16.000]  他說不值
[00:16:16.000 --> 00:16:18.000]  零機會拼30萬
[00:16:18.000 --> 00:16:20.000]  為什麼要這樣做呢
[00:16:20.000 --> 00:16:22.000]  當時我就很肯定
[00:16:22.000 --> 00:16:24.000]  跟他說: 我想
[00:16:24.000 --> 00:16:26.000]  我們家人都想
[00:16:26.000 --> 00:16:28.000]  我兩個舅仔是我
[00:16:28.000 --> 00:16:30.000]  養大的
[00:16:30.000 --> 00:16:32.000]  他一定跟我做義務舉手機器
[00:16:32.000 --> 00:16:34.000]  他說好
[00:16:34.000 --> 00:16:36.000]  這時三票通過
[00:16:36.000 --> 00:16:38.000]  我太太就這樣
[00:16:38.000 --> 00:16:40.000]  在那間大房
[00:16:40.000 --> 00:16:42.000]  在養和
[00:16:42.000 --> 00:16:44.000]  推車推到
[00:16:44.000 --> 00:16:46.000]  手術室入電梯
[00:16:46.000 --> 00:16:48.000]  入電梯的時候
[00:16:48.000 --> 00:16:50.000]  我跟太太說
[00:16:50.000 --> 00:16:52.000]  現在通膽管
[00:16:52.000 --> 00:16:54.000]  我太太就笑
[00:16:54.000 --> 00:16:56.000]  讚醫生
[00:16:56.000 --> 00:16:58.000]  你好好
[00:16:58.000 --> 00:17:00.000]  你做醫生照顧我這麼久
[00:17:00.000 --> 00:17:02.000]  醫生就讚他
[00:17:02.000 --> 00:17:04.000]  你幫我這麼多病人解癌的事
[00:17:04.000 --> 00:17:06.000]  你做姑娘做到入醫院
[00:17:06.000 --> 00:17:08.000]  你很好
[00:17:08.000 --> 00:17:10.000]  你讚他在那裡交奸
[00:17:10.000 --> 00:17:12.000]  你讚我就讚你
[00:17:12.000 --> 00:17:14.000]  大家都認識我太太
[00:17:14.000 --> 00:17:16.000]  我太太入手術室
[00:17:16.000 --> 00:17:18.000]  兩分鐘就自動閉上眼
[00:17:18.000 --> 00:17:20.000]  就斷氣
[00:17:20.000 --> 00:17:22.000]  不用輸一局牙膠
[00:17:22.000 --> 00:17:24.000]  就救了我可能的抑鬱症
[00:17:24.000 --> 00:17:28.000]  如果不是我一輩子都對不起她
[00:17:28.000 --> 00:17:30.000]  我想我去墳場
[00:17:30.000 --> 00:17:32.000]  看到她的照片
