
[00:00:00.000 --> 00:00:04.000]  我們今早一齊研究《士大恆傳》第十六章
[00:02:17.500 --> 00:02:19.500]  在神的計劃裏面
[00:02:19.500 --> 00:02:22.500]  在《史唐人傳》記載裏面是很重要
[00:02:22.500 --> 00:02:24.500]  因為這件事是發生在
[00:02:24.500 --> 00:02:28.500]  馬其頓異象 保羅得到的異象
[00:02:28.500 --> 00:02:30.500]  過渡到希臘
[00:02:30.500 --> 00:02:33.500]  向西邊宣教的旅程裏面的第一個站
[00:02:33.500 --> 00:02:35.500]  第一間建立的教會
[00:02:35.500 --> 00:02:37.500]  第一批信主的人
[00:02:37.500 --> 00:02:39.500]  那你就記得是特別一點
[00:02:39.500 --> 00:02:43.500]  因為大家都看到16章前面那裏說到
[00:02:43.500 --> 00:02:46.500]  第6節開始就說保羅在亞細亞那裏地方傳道的
[00:02:46.500 --> 00:02:48.500]  保羅和你和我一樣
[00:02:48.500 --> 00:02:51.500]  有時候我們真的不知道神的帶領的旨意是怎麼樣
[00:02:51.500 --> 00:02:52.500]  我們不是神
[00:02:52.500 --> 00:02:55.500]  但是保羅的態度就是應該你和我都去學習的
[00:02:55.500 --> 00:02:57.500]  總之盡力去傳
[00:02:57.500 --> 00:03:00.500]  很奇怪 聖靈不讓他傳福音
[00:03:00.500 --> 00:03:02.500]  我都沒聽過 聖靈不讓人去傳福音
[00:03:02.500 --> 00:03:05.500]  於是保羅去那裏又不行 那裏又不行
[00:03:05.500 --> 00:03:06.500]  於是究竟怎麼樣呢
[00:03:06.500 --> 00:03:08.500]  於是他的心就等候
[00:03:08.500 --> 00:03:10.500]  聖經說第9第10節那裏說
[00:03:10.500 --> 00:03:13.500]  晚上神就給一個異象他
[00:03:13.500 --> 00:03:17.500]  見到一個馬其頓人就叫他過來幫助我們
[00:03:17.500 --> 00:03:19.500]  保羅心裏面就知道
[00:03:19.500 --> 00:03:21.500]  是的 這個就是神的帶領
[00:03:21.500 --> 00:03:23.500]  於是如果從教會歷史來講
[00:03:23.500 --> 00:03:26.500]  這個是一個很驚天動地的轉折點
[00:03:26.500 --> 00:03:29.500]  從今之後的宣教就向著西邊去
[00:03:29.500 --> 00:03:33.500]  最後基督教就由希臘羅馬
[00:03:33.500 --> 00:03:39.500]  到整個歐洲成為首先提信主的一個地方
[00:03:39.500 --> 00:03:41.500]  而不是像保羅初初想著向著土耳其
[00:03:41.500 --> 00:03:45.500]  向著那邊 如果不是可能去到漢朝都不一定
[00:03:45.500 --> 00:03:48.500]  這個我們不說了 這是神自己的選擇
[00:03:48.500 --> 00:03:52.500]  不過無論如何保羅就按照神的帶領
[00:03:52.500 --> 00:03:57.500]  就去了向西邊就過去了第一個站就是菲律賓
[00:03:57.500 --> 00:04:00.500]  所以我們試一下從一個神的計劃來看的時候
[00:04:00.500 --> 00:04:04.500]  很精彩 究竟在菲律賓裏面神要做些什麼呢
[00:04:04.500 --> 00:04:06.500]  我相信保羅都不知道 我們都猜不到
[00:04:06.500 --> 00:04:09.500]  但是對於保羅來講其實是一個很難的起始點
[00:04:09.500 --> 00:04:13.500]  第一人家生疏去到一個外邦的城市裏面
[00:04:13.500 --> 00:04:17.500]  保羅知道他雖然知道他要向著外邦人權福音
[00:04:17.500 --> 00:04:19.500]  但是都不知道怎麼開始的 因為人家不認識他
[00:04:19.500 --> 00:04:21.500]  他又不認識人 是吧
[00:04:21.500 --> 00:04:24.500]  所以保羅用回他原來的方法
[00:04:24.500 --> 00:04:26.500]  而且他一直都是用這個方法的 有沒有留意呢
[00:04:26.500 --> 00:04:29.500]  就是去到一個新的城市 什麼人都不認識
[00:04:29.500 --> 00:04:31.500]  最好找回自己的同胞
[00:04:31.500 --> 00:04:33.500]  好像我們今天短暫去到
[00:04:33.500 --> 00:04:35.500]  就算是在外國的城市裏面
[00:04:35.500 --> 00:04:38.500]  我們先去找回什麼 中國餐館 是吧
[00:04:38.500 --> 00:04:40.500]  去探望他們 當然是這樣 這個是很自然的
[00:04:40.500 --> 00:04:42.500]  保羅都是這樣 所以聖經告訴我們
[00:04:42.500 --> 00:04:44.500]  他首先去哪裡呢
[00:04:44.500 --> 00:04:48.500]  去到河邊祈禱的地方第十三節
[00:04:48.500 --> 00:04:50.500]  十六章十三節
[00:04:50.500 --> 00:04:56.500]  安息日 我們去到城門 去到河邊的地方
[00:04:56.500 --> 00:04:59.500]  安息日是什麼呢 就是猶太人聚會的時間
[00:04:59.500 --> 00:05:01.500]  就算保羅最初他沒有想過
[00:05:01.500 --> 00:05:04.500]  在菲律賓要怎麼做的
[00:05:04.500 --> 00:05:07.500]  不過福音對於他來講就是不斷要做的了
[00:05:07.500 --> 00:05:09.500]  他不用說的了 就要傳福音
[00:05:09.500 --> 00:05:11.500]  那怎麼開始呢 先找回自己的同胞
[00:05:11.500 --> 00:05:16.500]  能夠將同胞從猶太教轉信回耶穌基督的真神的話
[00:05:16.500 --> 00:05:18.500]  那就是他的福音的開始
[00:05:18.500 --> 00:05:20.500]  我相信這個也是很自然的
[00:05:20.500 --> 00:05:24.500]  於是就找一下猶太人 問一下猶太人在哪裡聚會的
[00:05:24.500 --> 00:05:27.500]  原來在菲律賓 我相信連會堂都沒有的
[00:05:27.500 --> 00:05:29.500]  猶太人會堂都沒有的
[00:05:29.500 --> 00:05:31.500]  於是那些人在哪裡聚集的
[00:05:31.500 --> 00:05:33.500]  安息日都有做禮拜的
[00:05:33.500 --> 00:05:35.500]  他說不是 在河邊那裡
[00:05:35.500 --> 00:05:37.500]  就去了 這個是很積極的
[00:05:37.500 --> 00:05:38.500]  保羅就這樣去了
[00:05:38.500 --> 00:05:40.500]  去到的時候 見到自己的同胞
[00:05:40.500 --> 00:05:42.500]  當然是比較親切一點的
[00:05:42.500 --> 00:05:46.500]  於是就說論耶穌基督是彌賽亞 是基督
[00:05:46.500 --> 00:05:49.500]  耶穌就是基督 這個就是保羅的信息
[00:05:49.500 --> 00:05:52.500]  那怎麼知道呢 神自己的帶領
[00:05:52.500 --> 00:05:54.500]  遠超過人想像的
[00:05:54.500 --> 00:05:59.500]  保羅想著就在這個菲律賓開始慢慢慢慢建立那幫基督徒
[00:05:59.500 --> 00:06:00.500]  這幫猶太人的基督徒
[00:06:00.500 --> 00:06:03.500]  又透過他們慢慢的將福音傳開成立教會
[00:06:03.500 --> 00:06:05.500]  保羅真的想這麼多 你想一下是不是
[00:06:05.500 --> 00:06:09.500]  誰知道第一批信主的聖經沒有說到有沒有猶太人信主
[00:06:09.500 --> 00:06:12.500]  不過重要的就是有一個外國女人信了耶穌
[00:06:12.500 --> 00:06:14.500]  先信的是外國女人
[00:06:14.500 --> 00:06:18.500]  這個外國女人她怎麼會來這些猶太人的集會呢
[00:06:18.500 --> 00:06:21.500]  聖經說她是一個虔誠的女人
[00:06:21.500 --> 00:06:26.500]  虔誠人這個字其實就不是普通表面上的意思
[00:06:26.500 --> 00:06:28.500]  當時是一個專有的名詞
[00:06:28.500 --> 00:06:30.500]  什麼叫虔誠人呢
[00:06:30.500 --> 00:06:34.500]  當時就因為在希臘羅馬這些人當中
[00:06:34.500 --> 00:06:38.500]  你知道希臘羅馬拜很多很多偶像很多神亂糟糟的
[00:06:38.500 --> 00:06:41.500]  有些人他心裡感覺到
[00:06:41.500 --> 00:06:44.500]  雖然他自己也是曾經拜過那些偶像
[00:06:44.500 --> 00:06:45.500]  但是感覺到沒理由的
[00:06:45.500 --> 00:06:48.500]  宇宙最高的主宰只有一位的
[00:06:48.500 --> 00:06:52.500]  所以他心裡都不是很想拜他自己那些迷信的神
[00:06:52.500 --> 00:06:55.500]  所以他就聽見有些猶太人他信一神的
[00:06:55.500 --> 00:06:59.500]  所以他就會趁著猶太人在會堂做禮拜的時候
[00:06:59.500 --> 00:07:01.500]  他走過去聽一下
[00:07:01.500 --> 00:07:03.500]  聖經就在當時第一世紀的時候
[00:07:03.500 --> 00:07:06.500]  就有一個特殊名詞叫做虔誠人
[00:07:06.500 --> 00:07:10.500]  其實意思就是說他們有興趣去猶太人的地方
[00:07:10.500 --> 00:07:12.500]  去聽一聽一神的信仰
[00:07:12.500 --> 00:07:14.500]  所以他迷信主的
[00:07:14.500 --> 00:07:15.500]  他也是外國人
[00:07:15.500 --> 00:07:17.500]  他也是這個我相信可能是希臘人
[00:07:17.500 --> 00:07:18.500]  希臘的女人
[00:07:18.500 --> 00:07:21.500]  他去到這裡就跟著猶太人做崇拜
[00:07:21.500 --> 00:07:23.500]  他聽到保羅講道的時候
[00:07:23.500 --> 00:07:26.500]  聖經說一個叫做女底亞十四字
[00:07:26.500 --> 00:07:30.500]  一個敬畏上帝的婦人叫做女底亞
[00:07:30.500 --> 00:07:31.500]  就在那裡
[00:07:31.500 --> 00:07:32.500]  她是賣布的
[00:07:32.500 --> 00:07:33.500]  是賣紫色布的
[00:07:33.500 --> 00:07:35.500]  在推亞推拉這個地方
[00:07:35.500 --> 00:07:38.500]  一聽到的時候心裡就感動
[00:07:38.500 --> 00:07:39.500]  聖靈就抓住他
[00:07:39.500 --> 00:07:41.500]  於是他就信了主了
[00:07:41.500 --> 00:07:42.500]  這個是第一個信主
[00:07:42.500 --> 00:07:44.500]  剛才講說有三個
[00:07:44.500 --> 00:07:45.500]  第二第三剛才我們講過
[00:07:45.500 --> 00:07:47.500]  我們先看第一個
[00:07:47.500 --> 00:07:50.500]  第一個信主我相信保羅都沒有想過
[00:07:50.500 --> 00:07:52.500]  竟然先信的就是外國女人
[00:07:52.500 --> 00:07:54.500]  而這個外國女人呢
[00:07:54.500 --> 00:07:57.500]  我們從背景和經文的看法
[00:07:57.500 --> 00:08:00.500]  那些資料肯定是很有錢的
[00:08:00.500 --> 00:08:02.500]  是個夫婆來的
[00:08:02.500 --> 00:08:04.500]  何以見得呢
[00:08:04.500 --> 00:08:08.500]  因為女底亞基本上不是一個人名
[00:08:08.500 --> 00:08:09.500]  是一個地名
[00:08:09.500 --> 00:08:13.500]  女底亞就是推亞推拉附近一個城
[00:08:13.500 --> 00:08:17.500]  而那個城最出名的就是賣布和染料
[00:08:17.500 --> 00:08:20.500]  所以這個女底亞這個女人
[00:08:20.500 --> 00:08:22.500]  其實意思的意思就是說
[00:08:22.500 --> 00:08:24.500]  女底亞的女士
[00:08:24.500 --> 00:08:26.500]  那真的很出名的
[00:08:26.500 --> 00:08:28.500]  整個城裡面最出名的是她
[00:08:28.500 --> 00:08:30.500]  講起女底亞就記得那個女人
[00:08:30.500 --> 00:08:32.500]  而那個女人偏偏就是賣布的
[00:08:32.500 --> 00:08:33.500]  你明不明白
[00:08:33.500 --> 00:08:34.500]  是大生意的
[00:08:34.500 --> 00:08:35.500]  現在她賣什麼布呢
[00:08:35.500 --> 00:08:36.500]  賣紫色布
[00:08:36.500 --> 00:08:37.500]  紫色布呢
[00:08:37.500 --> 00:08:39.500]  就是當時皇族要穿的衣服
[00:08:39.500 --> 00:08:41.500]  所以你想一下她是大廠
[00:08:41.500 --> 00:08:42.500]  如果今天來說
[00:08:42.500 --> 00:08:44.500]  是夫婆來的
[00:08:44.500 --> 00:08:46.500]  所以她信了主之後
[00:08:46.500 --> 00:08:47.500]  很高興
[00:08:47.500 --> 00:08:49.500]  叫保羅其他的
[00:08:49.500 --> 00:08:50.500]  來到她家裡
[00:08:50.500 --> 00:08:52.500]  以前神就已經一開始
[00:08:52.500 --> 00:08:54.500]  就有一個財力足夠
[00:08:54.500 --> 00:08:56.500]  經濟力量足夠的人
[00:08:56.500 --> 00:08:58.500]  建立了一個教會的基地
[00:08:58.500 --> 00:09:00.500]  就在她家裡開始聚會了
[00:09:00.500 --> 00:09:01.500]  是不是很奇妙
[00:09:01.500 --> 00:09:02.500]  教會都不用賣
[00:09:02.500 --> 00:09:04.500]  馬上就有一間了
[00:09:04.500 --> 00:09:05.500]  即時來了
[00:09:05.500 --> 00:09:06.500]  這是第一步
[00:09:06.500 --> 00:09:07.500]  你想沒想過
[00:09:07.500 --> 00:09:08.500]  我想保羅也沒想過
[00:09:08.500 --> 00:09:10.500]  保羅當然不是貪吃貪喝
[00:09:10.500 --> 00:09:12.500]  但是肯定是好吃好住
[00:09:12.500 --> 00:09:14.500]  肯定好吃好住
[00:09:14.500 --> 00:09:16.500]  誰知道不過幾天就被人抓去坐牢
[00:09:16.500 --> 00:09:17.500]  真是慘
[00:09:17.500 --> 00:09:18.500]  你想一想
[00:09:18.500 --> 00:09:19.500]  神的那些帶領
[00:09:19.500 --> 00:09:20.500]  你沒想過
[00:09:20.500 --> 00:09:21.500]  如果你不夠信心
[00:09:21.500 --> 00:09:22.500]  真是被他嚇死
[00:09:22.500 --> 00:09:23.500]  好像這兩個星期
[00:09:23.500 --> 00:09:25.500]  嚇得嚇死你
[00:09:25.500 --> 00:09:27.500]  我再看下去
[00:09:27.500 --> 00:09:29.500]  於是保羅就繼續
[00:09:29.500 --> 00:09:31.500]  他的計劃
[00:09:31.500 --> 00:09:32.500]  保羅他看了這麼多
[00:09:32.500 --> 00:09:33.500]  他就做這麼多
[00:09:33.500 --> 00:09:35.500]  於是就繼續去河邊那裡
[00:09:35.500 --> 00:09:36.500]  繼續做傳播的工作
[00:09:36.500 --> 00:09:38.500]  所以第十六節一開始的時候
[00:09:38.500 --> 00:09:40.500]  我們到祈禱的地方去的時候
[00:09:40.500 --> 00:09:42.500]  就是說還是去那裡
[00:09:42.500 --> 00:09:44.500]  於是保羅就按照他本來的計劃
[00:09:44.500 --> 00:09:45.500]  他沒想過神要做些什麼
[00:09:45.500 --> 00:09:46.500]  不過他就總之
[00:09:46.500 --> 00:09:47.500]  他知道要做什麼
[00:09:47.500 --> 00:09:48.500]  他就做什麼
[00:09:48.500 --> 00:09:50.500]  然後就去那個地方
[00:09:50.500 --> 00:09:52.500]  繼續做這個傳播工作
[00:09:52.500 --> 00:09:54.500]  誰知道呢
[00:09:54.500 --> 00:09:56.500]  神的帶領很奇妙
[00:09:56.500 --> 00:09:58.500]  找到上門
[00:09:58.500 --> 00:09:59.500]  你想不定的時候
[00:09:59.500 --> 00:10:00.500]  神說我找到上門
[00:10:00.500 --> 00:10:02.500]  就找一個女人在後面
[00:10:02.500 --> 00:10:04.500]  天天跟著他在吵
[00:10:04.500 --> 00:10:05.500]  保羅想都沒想過
[00:10:05.500 --> 00:10:06.500]  他在那裡講
[00:10:06.500 --> 00:10:07.500]  到後面那裡在那裡叫
[00:10:07.500 --> 00:10:08.500]  那個就是
[00:10:08.500 --> 00:10:10.500]  有人是無術聖經那裡說
[00:10:10.500 --> 00:10:12.500]  他是行占卜的
[00:10:12.500 --> 00:10:14.500]  他裡面有那個邪靈在那裡
[00:10:14.500 --> 00:10:17.500]  於是他的主人就靠他發了大財
[00:10:17.500 --> 00:10:19.500]  就是說這個就是相當出名的女人
[00:10:19.500 --> 00:10:21.500]  這個是一個公眾人物
[00:10:21.500 --> 00:10:22.500]  大家都知道的
[00:10:22.500 --> 00:10:23.500]  因為這個人如果不是的話
[00:10:23.500 --> 00:10:25.500]  就不靠他發了大財
[00:10:25.500 --> 00:10:26.500]  而且發了很多錢
[00:10:26.500 --> 00:10:27.500]  就是說
[00:10:27.500 --> 00:10:28.500]  有人說這個人很靈
[00:10:28.500 --> 00:10:29.500]  因為這個人講預言
[00:10:29.500 --> 00:10:30.500]  什麼就很靈
[00:10:30.500 --> 00:10:31.500]  於是個個都很迷他
[00:10:31.500 --> 00:10:33.500]  誰知道這個女人偏偏
[00:10:33.500 --> 00:10:35.500]  天天跟著保羅
[00:10:35.500 --> 00:10:36.500]  在那裡叫什麼呢
[00:10:36.500 --> 00:10:37.500]  保羅在那裡講到
[00:10:37.500 --> 00:10:38.500]  他在後面叫
[00:10:38.500 --> 00:10:39.500]  他說這些人
[00:10:39.500 --> 00:10:42.500]  這些人就是至高神的僕人
[00:10:42.500 --> 00:10:45.500]  向你們傳講得救的道理
[00:10:46.500 --> 00:10:48.500]  喂 這兩句話是對的
[00:10:48.500 --> 00:10:50.500]  妙就妙在是對的
[00:10:50.500 --> 00:10:52.500]  這兩句話是沒有錯的
[00:10:52.500 --> 00:10:53.500]  這兩句話
[00:10:53.500 --> 00:10:56.500]  不過出自一個被鬼附的人的口
[00:10:56.500 --> 00:10:58.500]  為什麼會這樣呢
[00:10:58.500 --> 00:10:59.500]  我說這個呢
[00:10:59.500 --> 00:11:01.500]  聖經沒有解釋
[00:11:01.500 --> 00:11:02.500]  大家都不奇怪的
[00:11:02.500 --> 00:11:03.500]  你記得舊約的時候
[00:11:03.500 --> 00:11:04.500]  巴蘭
[00:11:04.500 --> 00:11:06.500]  巴蘭不是想著去奏助以色列人的
[00:11:06.500 --> 00:11:07.500]  一開口就變成讚美
[00:11:07.500 --> 00:11:09.500]  變成感謝和祝福
[00:11:09.500 --> 00:11:11.500]  因為肯定這件事
[00:11:11.500 --> 00:11:13.500]  就是說撒旦的力量
[00:11:13.500 --> 00:11:14.500]  勝不過神的力量
[00:11:14.500 --> 00:11:16.500]  撒旦想奏助神
[00:11:16.500 --> 00:11:17.500]  誰知道這個女人的口
[00:11:17.500 --> 00:11:19.500]  說出來就說對了
[00:11:19.500 --> 00:11:21.500]  說這幫是神的僕人
[00:11:21.500 --> 00:11:23.500]  這幫是至高者神的僕人
[00:11:23.500 --> 00:11:26.500]  還有他們教你得救的
[00:11:26.500 --> 00:11:28.500]  講給你聽得救的道理
[00:11:28.500 --> 00:11:32.500]  按照人的角度來說
[00:11:32.500 --> 00:11:33.500]  不要說人的角度
[00:11:33.500 --> 00:11:35.500]  如果我們香港基督徒很多
[00:11:35.500 --> 00:11:37.500]  就說好東西
[00:11:37.500 --> 00:11:39.500]  好用啊這次
[00:11:39.500 --> 00:11:40.500]  這個出名人物
[00:11:40.500 --> 00:11:42.500]  公眾人物
[00:11:42.500 --> 00:11:44.500]  很多人都認識
[00:11:44.500 --> 00:11:45.500]  他說得對
[00:11:45.500 --> 00:11:47.500]  說對了我們基督教的時候
[00:11:47.500 --> 00:11:49.500]  他就說應該說各位鄉親父老
[00:11:49.500 --> 00:11:50.500]  各位市民
[00:11:50.500 --> 00:11:51.500]  你聽聽他
[00:11:51.500 --> 00:11:52.500]  他也是這樣說的
[00:11:52.500 --> 00:11:53.500]  我剛才說給你聽
[00:11:53.500 --> 00:11:55.500]  他也說得救道理
[00:11:55.500 --> 00:11:57.500]  保羅沒有這樣做
[00:11:57.500 --> 00:11:58.500]  沒有
[00:11:58.500 --> 00:11:59.500]  沒有這樣做
[00:11:59.500 --> 00:12:03.500]  聖經說保羅心中厭煩
[00:12:03.500 --> 00:12:05.500]  厭煩這個字真的不好
[00:12:05.500 --> 00:12:06.500]  有個厭字
[00:12:06.500 --> 00:12:07.500]  他覺得很討厭
[00:12:07.500 --> 00:12:08.500]  很討厭
[00:12:08.500 --> 00:12:09.500]  厭字是不對的
[00:12:09.500 --> 00:12:10.500]  原文這個字
[00:12:10.500 --> 00:12:12.500]  Diaponeiomine這個字
[00:12:12.500 --> 00:12:14.500]  基本上原文的意思就是說
[00:12:14.500 --> 00:12:16.500]  心裡面不安
[00:12:16.500 --> 00:12:19.500]  他不是討厭那個女人
[00:12:19.500 --> 00:12:20.500]  不是很煩
[00:12:20.500 --> 00:12:22.500]  覺得她吵得很煩
[00:12:22.500 --> 00:12:23.500]  不是
[00:12:23.500 --> 00:12:24.500]  而是覺得她很可憐
[00:12:24.500 --> 00:12:26.500]  他覺得那個女人很可憐
[00:12:26.500 --> 00:12:28.500]  他裡面有一種捆綁他知道
[00:12:28.500 --> 00:12:31.500]  所以保羅就說
[00:12:31.500 --> 00:12:34.500]  吩咐這個鬼從他心裡面出來
[00:12:34.500 --> 00:12:36.500]  於是他就得救了
[00:12:36.500 --> 00:12:39.500]  那個邪靈就離開了他的身體
[00:12:40.500 --> 00:12:42.500]  我在這件事上我們看到一件事
[00:12:42.500 --> 00:12:44.500]  保羅所做的
[00:12:44.500 --> 00:12:46.500]  他的心
[00:12:46.500 --> 00:12:48.500]  他不是要用這個人
[00:12:48.500 --> 00:12:50.500]  他是愛這個人
[00:12:50.500 --> 00:12:52.500]  他愛這個人
[00:12:52.500 --> 00:12:55.500]  雖然這個人其實可以利用他
[00:12:55.500 --> 00:12:56.500]  坦白說
[00:12:56.500 --> 00:12:57.500]  說得這麼
[00:12:57.500 --> 00:12:59.500]  這樣的動機保羅不會吧
[00:12:59.500 --> 00:13:01.500]  我告訴你保羅當然不會
[00:13:01.500 --> 00:13:03.500]  但是我們有時也會的
[00:13:03.500 --> 00:13:05.500]  坦白說我們香港有時
[00:13:05.500 --> 00:13:07.500]  你看見有些人
[00:13:07.500 --> 00:13:10.500]  比較有名的公眾人物
[00:13:10.500 --> 00:13:12.500]  對基督教有一點點反應
[00:13:12.500 --> 00:13:14.500]  於是認親認戚
[00:13:14.500 --> 00:13:17.500]  陳冠希、張柏芝
[00:13:17.500 --> 00:13:19.500]  人家都說去一次禮拜堂
[00:13:19.500 --> 00:13:21.500]  於是個個都認識他
[00:13:21.500 --> 00:13:23.500]  個個都說是他帶他去禮拜堂
[00:13:23.500 --> 00:13:25.500]  然後有哪個明星信了耶穌之後
[00:13:25.500 --> 00:13:27.500]  就好像那些偽鈎蜜糖那樣
[00:13:27.500 --> 00:13:29.500]  用到他盡
[00:13:29.500 --> 00:13:33.500]  所以有時我帶人信了主
[00:13:33.500 --> 00:13:35.500]  我都不敢告訴人
[00:13:35.500 --> 00:13:37.500]  都不敢帶去禮拜堂
[00:13:37.500 --> 00:13:38.500]  反正真是
[00:13:38.500 --> 00:13:40.500]  保羅沒有這樣做
[00:13:40.500 --> 00:13:42.500]  保羅
[00:13:42.500 --> 00:13:44.500]  要做的是什麼呢
[00:13:44.500 --> 00:13:46.500]  他不是要用他
[00:13:46.500 --> 00:13:48.500]  他愛他
[00:13:48.500 --> 00:13:49.500]  他愛他
[00:13:49.500 --> 00:13:50.500]  他關心他
[00:13:50.500 --> 00:13:51.500]  因為保羅說
[00:13:51.500 --> 00:13:52.500]  保羅心裏面我想
[00:13:52.500 --> 00:13:55.500]  如果我利用這個女人
[00:13:55.500 --> 00:13:57.500]  宣揚了基督教信仰
[00:13:57.500 --> 00:13:59.500]  雖然他說的話是對的
[00:13:59.500 --> 00:14:03.500]  但是大家信耶穌的那個焦點
[00:14:03.500 --> 00:14:05.500]  焦點就集中在女人身上
[00:14:05.500 --> 00:14:06.500]  你明不明
[00:14:06.500 --> 00:14:08.500]  就說因為這個女人而信耶穌
[00:14:08.500 --> 00:14:11.500]  這個女人如果她自己根本都沒有生命的時候
[00:14:11.500 --> 00:14:13.500]  將來對福音重大的破壞
[00:14:13.500 --> 00:14:14.500]  第一樣
[00:14:14.500 --> 00:14:15.500]  第二
[00:14:15.500 --> 00:14:18.500]  今天要大家注意的是耶穌基督
[00:14:18.500 --> 00:14:20.500]  不是信那個女人說的話
[00:14:20.500 --> 00:14:22.500]  所以保羅沒有用那個女人
[00:14:22.500 --> 00:14:24.500]  保羅說你離開
[00:14:24.500 --> 00:14:26.500]  於是那個邪靈出來了
[00:14:26.500 --> 00:14:29.500]  邪靈出來了之後可能不是這樣說了
[00:14:29.500 --> 00:14:30.500]  用不了
[00:14:30.500 --> 00:14:31.500]  浪費了
[00:14:31.500 --> 00:14:33.500]  當然保羅沒有這樣想的
[00:14:33.500 --> 00:14:35.500]  浪費了
[00:14:35.500 --> 00:14:37.500]  但是起碼有一個人想到浪費了
[00:14:37.500 --> 00:14:39.500]  就是他主人
[00:14:39.500 --> 00:14:40.500]  就很生氣了
[00:14:40.500 --> 00:14:42.500]  因為這個是靠他發達的
[00:14:42.500 --> 00:14:44.500]  他的主人靠他發達的
[00:14:44.500 --> 00:14:46.500]  突然間他發覺
[00:14:46.500 --> 00:14:47.500]  咦 死了
[00:14:47.500 --> 00:14:49.500]  被保羅這樣搞一搞
[00:14:49.500 --> 00:14:51.500]  沒了錢
[00:14:51.500 --> 00:14:56.500]  史特恒尊的作者路加就很幽默的
[00:14:56.500 --> 00:14:59.500]  其實如果你看原文聖經希臘文
[00:14:59.500 --> 00:15:02.500]  路加用了一個與相關的字眼
[00:15:02.500 --> 00:15:07.500]  他說那個鬼從那個女人那裡走了之後
[00:15:07.500 --> 00:15:10.500]  那個主人就發現他的錢就走了
[00:15:10.500 --> 00:15:11.500]  你明不明白
[00:15:11.500 --> 00:15:12.500]  就是這個意思
[00:15:12.500 --> 00:15:13.500]  就是說
[00:15:13.500 --> 00:15:14.500]  他那裡說
[00:15:14.500 --> 00:15:16.500]  當時那個鬼就出來了
[00:15:16.500 --> 00:15:17.500]  這個字和19節
[00:15:17.500 --> 00:15:21.500]  使女的主人見得利的子望沒有了
