
[00:00:00.000 --> 00:00:02.000]  各位節目的觀眾朋友 大家午安
[00:05:33.000 --> 00:05:37.000]  在後人尼加的名字就沒有他們那麼出名
[00:05:37.000 --> 00:05:41.000]  因此當我們回到聖經原來的處境上
[00:05:41.000 --> 00:05:46.000]  你就一點都不要小看尼加當時所說的
[00:05:46.000 --> 00:05:51.000]  他叫摩利沙人是耶路撒冷
[00:05:51.000 --> 00:05:55.000]  西南二十里很近耶路撒冷
[00:05:55.000 --> 00:05:58.000]  他的名字就是摩利沙
[00:05:58.000 --> 00:06:02.000]  其他資料我們已經沒有了 找不到
[00:06:02.000 --> 00:06:06.000]  而他主要不是住在摩利沙
[00:06:06.000 --> 00:06:08.000]  是住在耶路撒冷
[00:06:08.000 --> 00:06:10.000]  為了識別他和其他先知
[00:06:10.000 --> 00:06:12.000]  所以就用摩利沙人
[00:06:12.000 --> 00:06:16.000]  而在這篇信息 剛才我叫你看
[00:06:16.000 --> 00:06:19.000]  就是在搜索裏面 開始第一篇信息
[00:06:19.000 --> 00:06:25.000]  他最主要就是要向以色列宣告一個審判
[00:06:25.000 --> 00:06:30.000]  而他審判就不單單對以色列人 是對萬國的
[00:06:30.000 --> 00:06:33.000]  所以當我們看這篇信息的時候
[00:06:33.000 --> 00:06:36.000]  我們知道神的說話不單單對自己人說
[00:06:36.000 --> 00:06:40.000]  一個創造的主 是對全世界說
[00:06:40.000 --> 00:06:45.000]  而我們去看回 下一章
[00:06:45.000 --> 00:06:47.000]  尼加是甚麼人呢
[00:06:47.000 --> 00:06:51.000]  他經歷了三個猶大王
[00:06:51.000 --> 00:06:54.000]  我們就從這三個猶大王裏面
[00:06:54.000 --> 00:06:57.000]  看看究竟他做了些甚麼
[00:06:57.000 --> 00:07:01.000]  第一個就是約坦 第二個就是阿哈斯
[00:07:01.000 --> 00:07:03.000]  第三個就是希西加
[00:07:03.000 --> 00:07:06.000]  大家大概可以聽到
[00:07:06.000 --> 00:07:12.000]  約坦之前就是烏西亞王
[00:07:12.000 --> 00:07:17.000]  也是以賽亞建議像的皇帝
[00:07:17.000 --> 00:07:22.000]  烏西亞王是一個很有本事的皇帝
[00:07:22.000 --> 00:07:24.000]  國家很強大
[00:07:24.000 --> 00:07:29.000]  可惜他馬年時候得罪上帝
[00:07:29.000 --> 00:07:33.000]  他在740年死
[00:07:33.000 --> 00:07:35.000]  當時民眾很傷心
[00:07:35.000 --> 00:07:38.000]  他的兒子約坦就做皇帝
[00:07:38.000 --> 00:07:41.000]  就由主子740年
[00:07:41.000 --> 00:07:45.000]  這一年就是尼加開始侍奉
[00:07:45.000 --> 00:07:48.000]  尼加開始侍奉的時候就發現
[00:07:48.000 --> 00:07:53.000]  約坦這個皇帝 他都是很警犬
[00:07:53.000 --> 00:07:56.000]  好像他父親一樣 很可惜
[00:07:56.000 --> 00:07:58.000]  約坦他的能力有限
[00:07:58.000 --> 00:08:01.000]  有時很厲害的皇帝
[00:08:01.000 --> 00:08:04.000]  通常很難有個兒子好像那麼厲害
[00:08:04.000 --> 00:08:08.000]  中國李世民生個兒子就差很多
[00:08:08.000 --> 00:08:13.000]  所以當時尼加是相當失望的
[00:08:13.000 --> 00:08:16.000]  他發現約坦做的事
[00:08:16.000 --> 00:08:20.000]  就跟他父親招規蹈矩
[00:08:20.000 --> 00:08:25.000]  他沒有看到整個形勢已經跟他父親不同
[00:08:25.000 --> 00:08:27.000]  是什麼形勢呢
[00:08:27.000 --> 00:08:32.000]  當時亞述國一個新的國家興起
[00:08:32.000 --> 00:08:34.000]  這個國家興起的時候
[00:08:34.000 --> 00:08:38.000]  以色列和猶大都被亞述所威脅
[00:08:38.000 --> 00:08:43.000]  但約坦看不到亞述那個國家的本質
[00:08:43.000 --> 00:08:46.000]  是一個非常不敬虔上帝
[00:08:46.000 --> 00:08:49.000]  是一個異教拜偶像
[00:08:49.000 --> 00:08:52.000]  甚至如果我們用今天說話
[00:08:52.000 --> 00:08:55.000]  是有些邪惡的一個角度
[00:08:55.000 --> 00:09:05.000]  當時以色列和猶大本來就在敘利亞的陰秘下
[00:09:05.000 --> 00:09:10.000]  以色列就下來和猶大國說
[00:09:10.000 --> 00:09:14.000]  我們一起聯合和敘利亞
[00:09:14.000 --> 00:09:19.000]  對抗這個所謂邪惡的亞述國
[00:09:19.000 --> 00:09:22.000]  但約坦沒有看到這一點
[00:09:22.000 --> 00:09:26.000]  所以約坦當時他不答應
[00:09:26.000 --> 00:09:29.000]  沒多久約坦死了
[00:09:29.000 --> 00:09:33.000]  約坦死了之後就到他兒子阿哈斯
[00:09:33.000 --> 00:09:36.000]  真是一孩不如一孩
[00:09:36.000 --> 00:09:40.000]  阿哈斯就更加看不到亞述國
[00:09:40.000 --> 00:09:45.000]  有時我們看東西是需要有些熟悉的角度
[00:09:45.000 --> 00:09:49.000]  熟悉的角度就是當時敘利亞不是好
[00:09:49.000 --> 00:09:52.000]  亞述也不是好
[00:09:52.000 --> 00:09:56.000]  但你就要看亞述他怎樣對人民
[00:09:56.000 --> 00:09:58.000]  他的宗教怎樣
[00:09:58.000 --> 00:10:01.000]  但阿哈斯沒有看這些
[00:10:01.000 --> 00:10:04.000]  當以色列和敘利亞再要求阿哈斯
[00:10:04.000 --> 00:10:09.000]  就說你和我一起去對付亞述
[00:10:09.000 --> 00:10:14.000]  阿哈斯已經暗中和亞述結盟
[00:10:14.000 --> 00:10:17.000]  以塞亞就在這個時候出來
[00:10:17.000 --> 00:10:20.000]  以塞亞就警告阿哈斯
[00:10:20.000 --> 00:10:22.000]  你千萬不要和亞述結盟
[00:10:22.000 --> 00:10:28.000]  你記不記得以色列和敘利亞
[00:10:28.000 --> 00:10:32.000]  因為阿哈斯不聽話就帶兵來打他
[00:10:32.000 --> 00:10:35.000]  當時以老實說很危急
[00:10:35.000 --> 00:10:38.000]  以色列說你不和我結盟去打亞述
[00:10:38.000 --> 00:10:40.000]  我就打你
[00:10:40.000 --> 00:10:44.000]  在很危急的時候阿哈斯很害怕
[00:10:44.000 --> 00:10:47.000]  以塞亞就和阿哈斯說不用怕
[00:10:47.000 --> 00:10:50.000]  上帝有個兆頭給你
[00:10:50.000 --> 00:10:52.000]  你要什麼兆頭
[00:10:52.000 --> 00:10:55.000]  阿哈斯怎樣說 記不記得
[00:10:55.000 --> 00:10:57.000]  我不要兆頭 我什麼都不要
[00:10:57.000 --> 00:10:59.000]  我不要試探上帝
[00:10:59.000 --> 00:11:01.000]  說得好像很熟練一樣
[00:11:01.000 --> 00:11:04.000]  以塞亞知道他
[00:11:04.000 --> 00:11:07.000]  所以以塞亞說你真是令人厭煩
[00:11:07.000 --> 00:11:09.000]  上帝說要給你個兆頭
[00:11:09.000 --> 00:11:11.000]  你為什麼不要呢
[00:11:11.000 --> 00:11:14.000]  因為阿哈斯說我用不著要兆頭
[00:11:14.000 --> 00:11:16.000]  我已經和亞述談好了
[00:11:16.000 --> 00:11:18.000]  我們已經做了兄弟
[00:11:18.000 --> 00:11:19.000]  我要什麼兆頭
[00:11:19.000 --> 00:11:21.000]  阿哈斯這個人就是這樣
[00:11:21.000 --> 00:11:23.000]  所以以塞亞就說
[00:11:23.000 --> 00:11:25.000]  上帝覺得你很煩
[00:11:25.000 --> 00:11:28.000]  你不要我也要給你
[00:11:28.000 --> 00:11:31.000]  必有同女懷孕生子
[00:11:31.000 --> 00:11:33.000]  人稱為二馬來尼
[00:11:33.000 --> 00:11:35.000]  就是阿哈斯的時候
[00:11:35.000 --> 00:11:38.000]  就說同女懷孕生子
[00:11:38.000 --> 00:11:41.000]  將來就有個君王出來
[00:11:41.000 --> 00:11:42.000]  要帶領以色列
[00:11:42.000 --> 00:11:46.000]  換句話說 今天上帝不需要你
[00:11:46.000 --> 00:11:51.000]  結果呢 亞述就派兵來
[00:11:51.000 --> 00:11:54.000]  派兵來有什麼後果
[00:11:54.000 --> 00:11:57.000]  剛才我說亞述是有些邪惡的
[00:11:57.000 --> 00:12:01.000]  這個國家不是真的要幫你
[00:12:01.000 --> 00:12:05.000]  當亞述派大軍去到以色列的時候
[00:12:05.000 --> 00:12:07.000]  就滅了以色列
[00:12:07.000 --> 00:12:09.000]  以色列就這樣
[00:12:09.000 --> 00:12:14.000]  德國在這樣的情況就被毀滅了
[00:12:14.000 --> 00:12:15.000]  不單止這樣
[00:12:15.000 --> 00:12:18.000]  亞述不單止毀滅以色列
[00:12:18.000 --> 00:12:22.000]  他要毀滅整個以色列族
[00:12:22.000 --> 00:12:26.000]  所以他又將以色列
[00:12:26.000 --> 00:12:28.000]  以色列是十個支派
[00:12:28.000 --> 00:12:30.000]  猶太人是十個支派
[00:12:30.000 --> 00:12:32.000]  他不要這種宗教
[00:12:32.000 --> 00:12:34.000]  不要這種串流世上
[00:12:34.000 --> 00:12:36.000]  他就將以色列人分散各地
[00:12:36.000 --> 00:12:41.000]  還有他的首都撒瑪利亞
[00:12:41.000 --> 00:12:43.000]  就是以色列人
[00:12:43.000 --> 00:12:47.000]  撒瑪利亞人有他們的摩西五經
[00:12:47.000 --> 00:12:49.000]  當時的以色列是拜偶像的
[00:12:49.000 --> 00:12:50.000]  所以上帝都很生氣
[00:12:50.000 --> 00:12:53.000]  上帝容許亞述來
[00:12:53.000 --> 00:12:56.000]  但當猶太人和亞述結盟的時候
[00:12:56.000 --> 00:13:00.000]  亞述就將猶太的兄弟以色列徹底毀滅
[00:13:00.000 --> 00:13:04.000]  將撒瑪利亞人遷去外地
[00:13:04.000 --> 00:13:07.000]  將外面的俘虜都放在撒瑪利亞
[00:13:07.000 --> 00:13:09.000]  強迫通婚
[00:13:09.000 --> 00:13:11.000]  看你還有沒有猶太人血統
[00:13:11.000 --> 00:13:14.000]  北面十個支派
[00:13:14.000 --> 00:13:18.000]  從今以後就失去了猶太人的血統
[00:13:18.000 --> 00:13:21.000]  再沒有所謂純正
[00:13:21.000 --> 00:13:23.000]  由這個時候開始
[00:13:23.000 --> 00:13:26.000]  南面就看不起撒瑪利亞
[00:13:26.000 --> 00:13:29.000]  並且用宗教原因說
[00:13:29.000 --> 00:13:31.000]  你看 你們不敬虔
[00:13:31.000 --> 00:13:33.000]  所以上帝毀滅了你
[00:13:33.000 --> 00:13:35.000]  撒瑪利亞人在他們眼中看你
[00:13:35.000 --> 00:13:37.000]  就是低下的民族
[00:13:37.000 --> 00:13:40.000]  用中文說就是集中的
[00:13:40.000 --> 00:13:42.000]  不是純正的
[00:13:42.000 --> 00:13:46.000]  因此阿哈斯和亞述結盟
[00:13:46.000 --> 00:13:49.000]  所帶來的後果非常嚴重
[00:13:49.000 --> 00:13:51.000]  亞述不是真的要保護他
[00:13:51.000 --> 00:13:57.000]  當亞述打敗了以色列
[00:13:57.000 --> 00:14:00.000]  他怎樣對待猶太國呢
[00:14:00.000 --> 00:14:05.000]  他就將猶太國淪為殖民地
[00:14:05.000 --> 00:14:09.000]  因此猶太國就沒有好日子過
[00:14:09.000 --> 00:14:11.000]  主要就是
[00:14:11.000 --> 00:14:14.000]  剛才我一直用邪惡兩個字
[00:14:14.000 --> 00:14:19.000]  就是他要毀滅猶太國裏面的宗教
[00:14:19.000 --> 00:14:22.000]  於是他就下令
[00:14:22.000 --> 00:14:24.000]  全個猶太國的人
[00:14:24.000 --> 00:14:27.000]  要敬拜他們的偶像
[00:14:27.000 --> 00:14:30.000]  叫阿斯胡 敬拜他們的偶像
[00:14:30.000 --> 00:14:35.000]  所以當時以塞瓦亞是很傷心
[00:14:35.000 --> 00:14:38.000]  當時尼加是很傷心
[00:14:38.000 --> 00:14:41.000]  因為這個國家不聽神的話
[00:14:41.000 --> 00:14:45.000]  同一個異教
[00:14:45.000 --> 00:14:48.000]  並且這個異教是以他們自己的宗教
[00:14:48.000 --> 00:14:51.000]  作為一個手段改變世界
[00:14:51.000 --> 00:14:53.000]  耶路撒冷
[00:14:53.000 --> 00:14:56.000]  你看尼加書下面看到
[00:14:56.000 --> 00:14:58.000]  新的偶像出來
[00:14:58.000 --> 00:15:01.000]  祭司不再敬拜上帝
[00:15:01.000 --> 00:15:04.000]  耶路撒冷再不是一個獻祭給上帝的地方
[00:15:04.000 --> 00:15:07.000]  成為一個異教的中心
[00:15:07.000 --> 00:15:10.000]  已經是名存實亡
[00:15:10.000 --> 00:15:16.000]  所以當時尼加難過的是
[00:15:16.000 --> 00:15:20.000]  他們的兄弟以色列亡了
[00:15:20.000 --> 00:15:23.000]  自己的國家猶大
[00:15:23.000 --> 00:15:28.000]  又淪落在異教的操控下
[00:15:28.000 --> 00:15:33.000]  所以他發出這篇的審判
[00:15:33.000 --> 00:15:37.000]  上帝對這個民族的審判
[00:15:37.000 --> 00:15:44.000]  是一個很艱難的一個信息
[00:15:44.000 --> 00:15:48.000]  我們請看下一張
[00:15:48.000 --> 00:15:52.000]  當你看尼加書第一章第二節那裏
[00:15:52.000 --> 00:15:55.000]  就有「萬民你要聽,
[00:15:55.000 --> 00:15:59.000]  悲和其上所有都要聽」
[00:15:59.000 --> 00:16:06.000]  在第一篇信息所針對的是整個國家的信息
[00:16:06.000 --> 00:16:12.000]  這個信息就是上帝要審判這個國家
[00:16:12.000 --> 00:16:14.000]  很多的以色列人都問
[00:16:14.000 --> 00:16:16.000]  為甚麼會淪落成這樣
[00:16:16.000 --> 00:16:18.000]  國破家亡
[00:16:18.000 --> 00:16:22.000]  尼加就說因為過去這麼長的日子
[00:16:22.000 --> 00:16:25.000]  上帝差拜這麼多個先知
[00:16:25.000 --> 00:16:27.000]  你們都不聽
[00:16:27.000 --> 00:16:30.000]  所以神現在就要來審判
[00:16:30.000 --> 00:16:32.000]  審判是甚麼呢?
[00:16:32.000 --> 00:16:34.000]  經文是這樣說的
[00:16:34.000 --> 00:16:36.000]  耶和華從他的聖殿
[00:16:36.000 --> 00:16:38.000]  要見證你們的不時
[00:16:38.000 --> 00:16:42.000]  「耶和華出了他的居所
[00:16:42.000 --> 00:16:46.000]  降臨步行地的高處
[00:16:46.000 --> 00:16:49.000]  眾山在他耳下必消化
[00:16:49.000 --> 00:16:52.000]  諸谷必崩裂
[00:16:52.000 --> 00:16:54.000]  如蠟化在火中
[00:16:54.000 --> 00:16:56.000]  如水沖下山坡
[00:16:56.000 --> 00:16:59.000]  這都因雅各的罪過
[00:16:59.000 --> 00:17:01.000]  以色列家的罪惡」
[00:17:01.000 --> 00:17:06.000]  上帝在這裏一開始的審判
[00:17:06.000 --> 00:17:10.000]  就是猶大和以色列南北兩個
[00:17:10.000 --> 00:17:14.000]  過去一直以來背叛上帝
[00:17:14.000 --> 00:17:16.000]  所以上帝是從高處
[00:17:16.000 --> 00:17:18.000]  所以形象上說
[00:17:18.000 --> 00:17:21.000]  上帝要下來以一個很逼真的圖畫
[00:17:21.000 --> 00:17:23.000]  從他的聖殿出來降臨
[00:17:23.000 --> 00:17:26.000]  他站在地的高處
[00:17:26.000 --> 00:17:28.000]  地的高處是甚麼呢?
[00:17:28.000 --> 00:17:33.000]  就是當時拜巴力的丘壇
[00:17:33.000 --> 00:17:39.000]  原來拜巴力在過去的一百年
[00:17:39.000 --> 00:17:42.000]  由以色列到猶大地
[00:17:42.000 --> 00:17:45.000]  他們建了很多山丘比較高的
[00:17:45.000 --> 00:17:48.000]  上面有一個丘壇就是拜巴力
[00:17:48.000 --> 00:17:52.000]  猶太人猶大國有耶路撒冷
[00:17:52.000 --> 00:17:54.000]  他們有祭司 他們有憲制
[00:17:54.000 --> 00:17:59.000]  但百姓就去丘壇拜巴力
[00:17:59.000 --> 00:18:05.000]  宗教上好的皇帝就可以呼召全國來敬拜神
[00:18:05.000 --> 00:18:08.000]  不好的皇帝一起拜巴力
[00:18:08.000 --> 00:18:10.000]  所以你看烈王記
[00:18:10.000 --> 00:18:12.000]  你會看到耶和華所看的
[00:18:12.000 --> 00:18:15.000]  有些行耶和華眼中看來惡的事
[00:18:15.000 --> 00:18:18.000]  有些行耶和華眼中看來善的事
[00:18:18.000 --> 00:18:23.000]  分別就是當皇帝和國人一起去聖殿敬拜
[00:18:23.000 --> 00:18:25.000]  在神眼中看來
[00:18:25.000 --> 00:18:28.000]  這就是行耶和華看來好的事
[00:18:28.000 --> 00:18:35.000]  但很多皇帝丟下聖殿和百姓一起上丘壇敬拜巴力
[00:18:35.000 --> 00:18:38.000]  在耶和華眼中看來是惡的事
[00:18:38.000 --> 00:18:41.000]  現在上帝站在高處
[00:18:41.000 --> 00:18:47.000]  就是他們過去賴以敬拜的巴力之地
[00:18:47.000 --> 00:18:49.000]  上帝要審判
[00:18:49.000 --> 00:18:51.000]  所以上帝審判完全有理由
[00:18:51.000 --> 00:18:54.000]  上帝不是無中生有
[00:18:54.000 --> 00:18:56.000]  有空沒事就來審判你
[00:18:56.000 --> 00:19:00.000]  不是 由來已久 積雜已深
[00:19:00.000 --> 00:19:02.000]  所以他站在地的高處
[00:19:02.000 --> 00:19:07.000]  地的高處也是當時的兵家之地
[00:19:07.000 --> 00:19:09.000]  上帝說沒用了
[00:19:09.000 --> 00:19:11.000]  現在神要審判
[00:19:11.000 --> 00:19:15.000]  又代表了他們宗教和軍事的依靠
[00:19:15.000 --> 00:19:20.000]  所以那個高處在以色列看來是很重要的地方
[00:19:20.000 --> 00:19:23.000]  但神就在這裡開始審判
[00:19:23.000 --> 00:19:28.000]  還有上帝審判的說話
[00:19:28.000 --> 00:19:32.000]  不單是以色列
[00:19:32.000 --> 00:19:37.000]  是被萬國宣告
[00:19:37.000 --> 00:19:43.000]  是從以色列家開始直到普世
[00:19:43.000 --> 00:19:47.000]  在這個審判裡
[00:19:47.000 --> 00:19:50.000]  我們再看下一章
[00:19:50.000 --> 00:19:57.000]  有四個審判和一個應許
[00:19:57.000 --> 00:20:02.000]  四個審判我們今天最主要講的
[00:20:02.000 --> 00:20:07.000]  先講撒瑪利亞的審判
[00:20:07.000 --> 00:20:10.000]  撒瑪利亞的寓言
[00:20:10.000 --> 00:20:14.000]  撒瑪利亞這個城市
[00:20:14.000 --> 00:20:18.000]  為什麼這麼惹動上帝的憤怒呢
[00:20:18.000 --> 00:20:21.000]  你看聖經很容易看
[00:20:21.000 --> 00:20:24.000]  聖經講了很多德國的事情
[00:20:24.000 --> 00:20:26.000]  就是以色列
[00:20:26.000 --> 00:20:28.000]  撒瑪利亞這個城市
[00:20:28.000 --> 00:20:33.000]  是以色列王阿米和兒子阿哈所建造
[00:20:33.000 --> 00:20:35.000]  這個城市為什麼會在撒瑪利亞
[00:20:35.000 --> 00:20:37.000]  是有聖經根據的
[00:20:37.000 --> 00:20:41.000]  原來當摩西人帶領以色列人出埃及
[00:20:41.000 --> 00:20:43.000]  在抗疫的時候
[00:20:43.000 --> 00:20:45.000]  他們就問一個問題
[00:20:45.000 --> 00:20:51.000]  將來敬拜上帝要在什麼地方
[00:20:51.000 --> 00:20:54.000]  他們就問我們的祖先
[00:20:54.000 --> 00:20:58.000]  阿伯拉罕最早在哪裡獻祭
[00:20:58.000 --> 00:21:00.000]  你記不記得 創世紀
[00:21:00.000 --> 00:21:03.000]  就是在士劍
[00:21:03.000 --> 00:21:07.000]  阿伯拉罕最早在士劍捉了一座壇
[00:21:07.000 --> 00:21:10.000]  士劍就是基里森山
[00:21:10.000 --> 00:21:20.000]  在那個地方約書衙帶領以色列人進入迦南地
[00:21:20.000 --> 00:21:25.000]  第一次向以色列人宣告律法
[00:21:25.000 --> 00:21:30.000]  至於我和我家必定侍奉耶和華
[00:21:30.000 --> 00:21:33.000]  所有的以色列人都說我們都要侍奉耶和華
[00:21:33.000 --> 00:21:35.000]  在什麼地方呢
[00:21:35.000 --> 00:21:37.000]  就是士劍
[00:21:37.000 --> 00:21:40.000]  就是基里森山下面
[00:21:40.000 --> 00:21:44.000]  這個地方就是撒瑪利亞
[00:21:44.000 --> 00:21:48.000]  所以這個地方是一個很神聖的地方
[00:21:48.000 --> 00:21:50.000]  你看約翰福音
[00:21:50.000 --> 00:21:54.000]  那個婦人和耶穌對話的時候
[00:21:54.000 --> 00:21:56.000]  她和耶穌說
[00:21:56.000 --> 00:21:59.000]  我們祖宗說敬拜耶和華是在這裡
[00:21:59.000 --> 00:22:01.000]  就是士劍
[00:22:01.000 --> 00:22:03.000]  你們就要在耶路撒冷
[00:22:03.000 --> 00:22:05.000]  耶路撒冷是後來的
[00:22:05.000 --> 00:22:07.000]  大衛做皇帝的時候
[00:22:07.000 --> 00:22:11.000]  選定耶路撒冷來建聖殿
[00:22:11.000 --> 00:22:13.000]  大衛根據說
[00:22:13.000 --> 00:22:15.000]  亞伯拉罕的憲制
[00:22:15.000 --> 00:22:20.000]  這個耳撒是在耶路撒冷的石安山上
[00:22:20.000 --> 00:22:22.000]  那個傳說
[00:22:22.000 --> 00:22:27.000]  所以他就用那個地方作為建耶路撒冷
[00:22:27.000 --> 00:22:29.000]  作為建聖殿
[00:22:29.000 --> 00:22:32.000]  但是很多的以色列人
[00:22:32.000 --> 00:22:34.000]  或者十二個支派
[00:22:34.000 --> 00:22:39.000]  起碼有七八個支派是反對的
[00:22:39.000 --> 00:22:41.000]  特別是北面
[00:22:41.000 --> 00:22:44.000]  他說聖殿不應該建在耶路撒冷
[00:22:44.000 --> 00:22:46.000]  應該在士劍
[00:22:46.000 --> 00:22:48.000]  因為無論亞伯拉罕
[00:22:48.000 --> 00:22:50.000]  無論約書亞
[00:22:50.000 --> 00:22:57.000]  當時他們似乎都是以那個地方作為聖殿的居所
[00:22:57.000 --> 00:23:00.000]  不過大衛當權的時候
[00:23:00.000 --> 00:23:03.000]  就建在耶路撒冷
[00:23:03.000 --> 00:23:07.000]  因此當北角分裂之後
[00:23:07.000 --> 00:23:14.000]  他們就用士劍就是撒米亞建他們的城
[00:23:14.000 --> 00:23:16.000]  將那個城成為宗教中心
[00:23:16.000 --> 00:23:20.000]  後來撒米亞被毀滅了之後
