
[00:00:00.000 --> 00:00:08.000]  我也奇怪為什麼Kensa沒有找我問我拿經文題目
[00:06:48.000 --> 00:06:50.000]  等待新的來
[00:06:50.000 --> 00:06:52.000]  我們也不是這樣解釋永生的
[00:06:52.000 --> 00:06:54.000]  當你信耶穌的一刻開始的時候
[00:06:54.000 --> 00:06:56.000]  你已經在甚麼
[00:06:56.000 --> 00:06:58.000]  當這些資料放在一起的時候
[00:06:58.000 --> 00:07:00.000]  我就有一種頓悟了
[00:07:00.000 --> 00:07:02.000]  有一種理解
[00:07:02.000 --> 00:07:05.000]  就不是破碎的經文
[00:07:05.000 --> 00:07:08.000]  或者殘缺的fragmented的經文
[00:07:08.000 --> 00:07:10.000]  也不是fragmented的神學
[00:07:10.000 --> 00:07:12.000]  是將這些東西放在一起的時候
[00:07:12.000 --> 00:07:14.000]  有一個立足點
[00:07:14.000 --> 00:07:16.000]  原來當我們信耶穌的那一刻
[00:07:16.000 --> 00:07:18.000]  你覺得好不覺得好
[00:07:18.000 --> 00:07:21.000]  我們已經活在一個新的世界裏面
[00:07:21.000 --> 00:07:23.000]  是一個新的人
[00:07:23.000 --> 00:07:25.000]  我用這樣的理解
[00:07:25.000 --> 00:07:26.000]  我才能夠明白
[00:07:26.000 --> 00:07:28.000]  長治經常說
[00:07:28.000 --> 00:07:29.000]  天國的生活
[00:07:29.000 --> 00:07:31.000]  天國倫理的生活
[00:07:31.000 --> 00:07:33.000]  好像不是給人過的
[00:07:33.000 --> 00:07:35.000]  一個普通的人
[00:07:35.000 --> 00:07:38.000]  一個未曾改變的人
[00:07:38.000 --> 00:07:40.000]  一個未曾經歷過
[00:07:40.000 --> 00:07:41.000]  在基督女
[00:07:41.000 --> 00:07:44.000]  他就是新的人
[00:07:44.000 --> 00:07:47.000]  我們怎樣能夠過著那種生活呢
[00:07:47.000 --> 00:07:50.000]  原因就是我們處在一個新的
[00:07:50.000 --> 00:07:53.000]  全新的世界裏面
[00:07:53.000 --> 00:07:55.000]  全新的世界觀念裏面
[00:07:55.000 --> 00:07:58.000]  全新的world view裏面
[00:07:58.000 --> 00:08:00.000]  你說這麼大
[00:08:00.000 --> 00:08:02.000]  這麼長篇的道理
[00:08:02.000 --> 00:08:05.000]  怎樣在我們牧羊生涯裏面體會呢
[00:08:05.000 --> 00:08:08.000]  最近有機會
[00:08:08.000 --> 00:08:11.000]  在我們一位校友
[00:08:11.000 --> 00:08:12.000]  劉卓輝校友
[00:08:12.000 --> 00:08:14.000]  前幾個星期我立了做牧師
[00:08:14.000 --> 00:08:16.000]  我就講了一篇道
[00:08:16.000 --> 00:08:18.000]  講完道出來之後
[00:08:18.000 --> 00:08:19.000]  講道理
[00:08:19.000 --> 00:08:23.000]  我就說今天做傳道已經艱難了
[00:08:23.000 --> 00:08:25.000]  做牧師很艱難
[00:08:25.000 --> 00:08:28.000]  但是如果按照約翰福音第十章第十一次那句話
[00:08:28.000 --> 00:08:30.000]  你們我是好牧羊
[00:08:30.000 --> 00:08:32.000]  好牧羊不讓死的命的話
[00:08:32.000 --> 00:08:33.000]  就更加艱難了
[00:08:33.000 --> 00:08:35.000]  你做一個牧師是難的
[00:08:35.000 --> 00:08:37.000]  做一個好的牧師是更加艱難的
[00:08:37.000 --> 00:08:39.000]  我講完之後出來
[00:08:39.000 --> 00:08:41.000]  明光社的總幹事
[00:08:41.000 --> 00:08:43.000]  因為他們是教會的會友
[00:08:43.000 --> 00:08:45.000]  蔡志森出來跟我說
[00:08:45.000 --> 00:08:49.000]  主牧師如果你將價碼開得這麼高的話
[00:08:49.000 --> 00:08:51.000]  沒什麼人不會讀神學的
[00:08:51.000 --> 00:08:55.000]  我怎樣回答他呢
[00:08:55.000 --> 00:08:57.000]  我就說
[00:08:57.000 --> 00:09:00.000]  現在我們的價碼開得太低了
[00:09:00.000 --> 00:09:03.000]  我們的價碼開得太低了
[00:09:03.000 --> 00:09:07.000]  你用一個高的標準去衡量自己
[00:09:07.000 --> 00:09:10.000]  和用一個低的標準去衡量自己的話
[00:09:10.000 --> 00:09:12.000]  你同樣可以讀到神學的
[00:09:12.000 --> 00:09:14.000]  你同樣可以做到傳道的
[00:09:14.000 --> 00:09:18.000]  如果你用一個最低的素數
[00:09:18.000 --> 00:09:20.000]  這樣就夠了
[00:09:20.000 --> 00:09:22.000]  這樣的眼光來看自己
[00:09:22.000 --> 00:09:24.000]  來量度自己的話
[00:09:24.000 --> 00:09:26.000]  你分分鐘都可以過關的
[00:09:26.000 --> 00:09:29.000]  但我想我們做傳道
[00:09:29.000 --> 00:09:32.000]  不是用這樣的心境來做的
[00:09:32.000 --> 00:09:34.000]  我們現在用的「嘢」字
[00:09:34.000 --> 00:09:36.000]  我覺得如果你「嘢」的時候
[00:09:36.000 --> 00:09:38.000]  每個人都會看到你在「嘢」
[00:09:38.000 --> 00:09:41.000]  但你會比「嘢」好一點
[00:09:41.000 --> 00:09:43.000]  沒有人知道你在「嘢」
[00:09:43.000 --> 00:09:46.000]  但實際上你是用一個最低的標準去衡量自己
[00:09:46.000 --> 00:09:48.000]  What is required? I've done.
[00:09:48.000 --> 00:09:50.000]  總之要求到我的東西
[00:09:50.000 --> 00:09:52.000]  我做到,我交到貨
[00:09:52.000 --> 00:09:53.000]  我就可以了
[00:09:53.000 --> 00:09:54.000]  叫我說道,可以
[00:09:54.000 --> 00:09:55.000]  有沒有人悔改?
[00:09:55.000 --> 00:09:57.000]  Sorry, not my job.
[00:09:57.000 --> 00:09:59.000]  你叫我大小祖,可以
[00:09:59.000 --> 00:10:00.000]  我就可以了
[00:10:00.000 --> 00:10:02.000]  你叫我大小祖,可以
[00:10:02.000 --> 00:10:03.000]  我就大小祖了
[00:10:03.000 --> 00:10:05.000]  我就將我的資料講好,預備好
[00:10:05.000 --> 00:10:06.000]  講出來
[00:10:06.000 --> 00:10:08.000]  怎樣沒有頂指,沒有讓他有成長
[00:10:08.000 --> 00:10:11.000]  明白道理,按照道理而行
[00:10:11.000 --> 00:10:13.000]  過著一個基督門徒的生活
[00:10:13.000 --> 00:10:14.000]  That's not my job.
[00:10:14.000 --> 00:10:16.000]  我精神,這麼多
[00:10:16.000 --> 00:10:18.000]  你可以用一個最低的標準去衡量自己
[00:10:18.000 --> 00:10:20.000]  仍然可以過關的
[00:10:20.000 --> 00:10:22.000]  即是考試60分合格
[00:10:22.000 --> 00:10:24.000]  你每次拿62分
[00:10:24.000 --> 00:10:27.000]  每次62,每次65
[00:10:27.000 --> 00:10:29.000]  你不會用一個更高的標準去衡量自己
[00:10:29.000 --> 00:10:30.000]  要求自己
[00:10:30.000 --> 00:10:32.000]  你的生活就不斷地過
[00:10:32.000 --> 00:10:34.000]  你可以這樣過的
[00:10:34.000 --> 00:10:37.000]  你可以如此老死都可以的
[00:10:37.000 --> 00:10:41.000]  但將這些基督門放在一起的時候
[00:10:41.000 --> 00:10:46.000]  我就有一種這樣的領悟
[00:10:46.000 --> 00:10:48.000]  有人說你這樣的領悟
[00:10:48.000 --> 00:10:50.000]  對你自己這樣
[00:10:50.000 --> 00:10:53.000]  或者對你身邊的人有這樣的看法的話
[00:10:53.000 --> 00:10:56.000]  你會很辛苦的
[00:10:56.000 --> 00:10:58.000]  當我給了個答案說
[00:10:58.000 --> 00:11:00.000]  給蔡哲森說
[00:11:00.000 --> 00:11:02.000]  因為現在的要求很低
[00:11:02.000 --> 00:11:06.000]  甚至很多時候將一些必要的條件
[00:11:06.000 --> 00:11:10.000]  將它成為
[00:11:10.000 --> 00:11:12.000]  你做得真是好
[00:11:12.000 --> 00:11:16.000]  我舉個例子
[00:11:16.000 --> 00:11:20.000]  我這個人是無可教育的
[00:11:20.000 --> 00:11:22.000]  我經常要給你例子
[00:11:22.000 --> 00:11:24.000]  就好像講個故事給你聽
[00:11:26.000 --> 00:11:29.000]  我們中華傳道會有21間教會
[00:11:29.000 --> 00:11:31.000]  教會裡面有很多不同的傳道
[00:11:31.000 --> 00:11:34.000]  有時候執事長老走來問
[00:11:34.000 --> 00:11:36.000]  這樣這樣這樣
[00:11:36.000 --> 00:11:39.000]  我通常都會跟他說
[00:11:39.000 --> 00:11:43.000]  有些東西是必要的
[00:11:43.000 --> 00:11:48.000]  吃飯每個人都會吃的
[00:11:48.000 --> 00:11:50.000]  肚子餓就會吃飯的
[00:11:50.000 --> 00:11:52.000]  那個人吃兩碗飯
[00:11:52.000 --> 00:11:54.000]  你真是厲害
[00:11:54.000 --> 00:11:56.000]  你懂得吃飯
[00:11:56.000 --> 00:11:59.000]  讚他做什麼呢
[00:11:59.000 --> 00:12:01.000]  他不吃飯他會餓死的
[00:12:01.000 --> 00:12:03.000]  這個是基本功能
[00:12:03.000 --> 00:12:05.000]  連基本功能做得好
[00:12:05.000 --> 00:12:07.000]  你說真是厲害
[00:12:07.000 --> 00:12:13.000]  在教會裡面工作的時候
[00:12:13.000 --> 00:12:15.000]  他盡到他自己的本份
[00:12:15.000 --> 00:12:17.000]  他應該做到的
[00:12:17.000 --> 00:12:21.000]  如果你用最低的標準去衡量自己的話
[00:12:21.000 --> 00:12:23.000]  你一定會做得到的
[00:12:23.000 --> 00:12:25.000]  基本的神學訓練會教你做這些事的
[00:12:25.000 --> 00:12:28.000]  所以我不相信你會上去講道
[00:12:28.000 --> 00:12:30.000]  會刻意講一篇錯誤的道理
[00:12:30.000 --> 00:12:33.000]  所有的老師都不會教你這樣講的
[00:12:33.000 --> 00:12:35.000]  你偏偏要這樣講
[00:12:35.000 --> 00:12:39.000]  或者這樣來理解一些道理
[00:12:39.000 --> 00:12:41.000]  我相信你不會的
[00:12:41.000 --> 00:12:45.000]  但是怎樣將一個道理
[00:12:45.000 --> 00:12:50.000]  一個聖經裡面的真理
[00:12:50.000 --> 00:12:52.000]  一個舊的真理
[00:12:52.000 --> 00:12:54.000]  縱然是不改變的真理
[00:12:54.000 --> 00:12:56.000]  怎樣落實到現代的生活裡面去
[00:12:56.000 --> 00:12:59.000]  讓現代的人能夠對你所講的
[00:12:59.000 --> 00:13:01.000]  所分享的
[00:13:01.000 --> 00:13:03.000]  能夠有所感悟
[00:13:03.000 --> 00:13:05.000]  有所頓悟
[00:13:05.000 --> 00:13:07.000]  知道自己生活裡面應該這樣走
[00:13:07.000 --> 00:13:09.000]  知道自己這樣的生活裡面
[00:13:09.000 --> 00:13:11.000]  可以這樣做
[00:13:11.000 --> 00:13:14.000]  所以這一輪在我講道裡面
[00:13:14.000 --> 00:13:16.000]  無論是不同的教會
[00:13:16.000 --> 00:13:18.000]  和一些人分享的時候
[00:13:18.000 --> 00:13:20.000]  我們要做一個好的牧人
[00:13:20.000 --> 00:13:22.000]  好的牧者
[00:13:22.000 --> 00:13:24.000]  我們大家都領悟不到
[00:13:24.000 --> 00:13:26.000]  我相信大家都領悟不到
[00:13:26.000 --> 00:13:28.000]  第十章我處講
[00:13:28.000 --> 00:13:30.000]  故宮和牧者
[00:13:30.000 --> 00:13:32.000]  我們很多時候都不想做故宮
[00:13:32.000 --> 00:13:34.000]  但我們拿故宮的頂點薪水
[00:13:34.000 --> 00:13:36.000]  你跨步就可以做到好牧人的了
[00:13:36.000 --> 00:13:40.000]  你是用一個最低的標準裡面的上限
[00:13:40.000 --> 00:13:42.000]  來量度自己
[00:13:42.000 --> 00:13:44.000]  就好像一個人出糧
[00:13:44.000 --> 00:13:46.000]  到你急掃的時候
[00:13:46.000 --> 00:13:48.000]  已經去到巴的頂了
[00:13:48.000 --> 00:13:50.000]  沒得再說除非你急
[00:13:50.000 --> 00:13:52.000]  如果不是的話
[00:13:52.000 --> 00:13:54.000]  你就去到到此為止
[00:13:54.000 --> 00:13:56.000]  很多時候我們用故宮
[00:13:56.000 --> 00:13:58.000]  來量度自己
[00:13:58.000 --> 00:14:00.000]  什麼叫我這樣做
[00:14:00.000 --> 00:14:02.000]  我就這樣做
[00:14:02.000 --> 00:14:04.000]  就這樣
[00:14:04.000 --> 00:14:06.000]  但實際上
[00:14:06.000 --> 00:14:08.000]  在一個好的牧人
[00:14:08.000 --> 00:14:10.000]  為人寫明
[00:14:10.000 --> 00:14:12.000]  你怎樣在這個世界裡面
[00:14:12.000 --> 00:14:14.000]  在現代的
[00:14:14.000 --> 00:14:16.000]  各種衝擊的世界裡面
[00:14:16.000 --> 00:14:18.000]  你怎樣做一個好牧人呢
[00:14:18.000 --> 00:14:20.000]  你怎樣拒絕做一個故宮呢
[00:14:20.000 --> 00:14:22.000]  這個就是羅馬書十二章第二節
[00:14:22.000 --> 00:14:24.000]  要我們想的東西
[00:14:24.000 --> 00:14:26.000]  去到你自己的環境裡面
[00:14:26.000 --> 00:14:28.000]  你怎樣不做故宮
[00:14:28.000 --> 00:14:32.000]  怎樣來做一個好牧者呢
[00:14:32.000 --> 00:14:34.000]  我不是叫你學任何一個人
[00:14:34.000 --> 00:14:36.000]  上個星期
[00:14:36.000 --> 00:14:38.000]  我有一個校友的教會裡面講到
[00:14:38.000 --> 00:14:40.000]  他說
[00:14:40.000 --> 00:14:42.000]  我已經很多年都沒有
[00:14:42.000 --> 00:14:44.000]  放過很長的假期
[00:14:44.000 --> 00:14:46.000]  短短的假期有
[00:14:46.000 --> 00:14:48.000]  但他們的教會
[00:14:48.000 --> 00:14:50.000]  即假期
[00:14:50.000 --> 00:14:52.000]  即兩年
[00:14:52.000 --> 00:14:54.000]  每年好像有三個禮拜的假期
[00:14:54.000 --> 00:14:58.000]  但他們在一零年代頭的時候
[00:14:58.000 --> 00:15:00.000]  已經沒有放過長假
[00:15:00.000 --> 00:15:02.000]  累積的假期
[00:15:02.000 --> 00:15:04.000]  整天都在報廢
[00:15:04.000 --> 00:15:06.000]  我說很浪費的
[00:15:06.000 --> 00:15:08.000]  他說我沒有時間放假
[00:15:08.000 --> 00:15:10.000]  我說你身體會怎樣
[00:15:10.000 --> 00:15:12.000]  你身體會很疲累的
[00:15:12.000 --> 00:15:16.000]  他說我身體都很好
[00:15:16.000 --> 00:15:18.000]  講完之後
[00:15:18.000 --> 00:15:20.000]  我就和執事聊聊天
[00:15:20.000 --> 00:15:22.000]  問問牧師會怎樣
[00:15:22.000 --> 00:15:24.000]  牧師走得很快
[00:15:24.000 --> 00:15:26.000]  快到不得了
[00:15:26.000 --> 00:15:28.000]  我們同夥經常在後面追
[00:15:28.000 --> 00:15:30.000]  追到極度辛苦
[00:15:30.000 --> 00:15:32.000]  不得了
[00:15:32.000 --> 00:15:34.000]  早上八點就回到教會
[00:15:34.000 --> 00:15:36.000]  一直做
[00:15:36.000 --> 00:15:38.000]  到五點六點還要和執事開會
[00:15:38.000 --> 00:15:40.000]  開完會才回家
[00:15:40.000 --> 00:15:44.000]  和執事聊完之後
[00:15:44.000 --> 00:15:46.000]  吃午飯的時候
[00:15:46.000 --> 00:15:48.000]  我就問牧師
[00:15:48.000 --> 00:15:50.000]  你怎樣捱的
[00:15:50.000 --> 00:15:52.000]  回到家就像死了
[00:15:52.000 --> 00:15:54.000]  他的先生也在
[00:15:54.000 --> 00:15:56.000]  我就說你真的要多謝這個先生
[00:15:56.000 --> 00:15:58.000]  多謝你的先生
[00:15:58.000 --> 00:16:00.000]  可以容忍你包容你
[00:16:00.000 --> 00:16:02.000]  要煮飯的時候沒有煮
[00:16:02.000 --> 00:16:04.000]  要吃飯的時候沒有飯
[00:16:06.000 --> 00:16:08.000]  我不是叫你去學他
[00:16:08.000 --> 00:16:10.000]  你要在你自己的處境想一想
[00:16:10.000 --> 00:16:12.000]  在這個世界裏
[00:16:12.000 --> 00:16:14.000]  在這樣的環境裏
[00:16:14.000 --> 00:16:16.000]  我怎樣做一個好無人
[00:16:16.000 --> 00:16:18.000]  我怎樣不做一個故宮
[00:16:18.000 --> 00:16:24.000]  故宮的概念經常在我們心靈之中
[00:16:24.000 --> 00:16:28.000]  成為我們口邊說的話
[00:16:28.000 --> 00:16:30.000]  我們不想做一個故宮
[00:16:30.000 --> 00:16:34.000]  但到了工作環境
[00:16:34.000 --> 00:16:36.000]  警方裏面的時候
[00:16:36.000 --> 00:16:38.000]  我們就會用一個故宮的心態
[00:16:38.000 --> 00:16:40.000]  來看自己
[00:16:40.000 --> 00:16:42.000]  怎樣在你的教會
[00:16:42.000 --> 00:16:44.000]  在你自己身處的環境裏
[00:16:44.000 --> 00:16:46.000]  做一個好無人
[00:16:46.000 --> 00:16:48.000]  好無人為羊寫命
[00:16:48.000 --> 00:16:54.000]  我手邊有一本書
[00:16:54.000 --> 00:16:56.000]  那本書能夠出到成書
[00:16:56.000 --> 00:16:58.000]  都是一個很奇特的經驗
[00:17:02.000 --> 00:17:04.000]  在藤牧師那一代的牧師
[00:17:04.000 --> 00:17:10.000]  有一個信義會的牧師叫吳明哲
[00:17:10.000 --> 00:17:14.000]  如果你上去
[00:17:14.000 --> 00:17:16.000]  信義中神樂院的時候
[00:17:16.000 --> 00:17:18.000]  他們的禮堂叫明哲堂
[00:17:18.000 --> 00:17:20.000]  就紀念他了
[00:17:20.000 --> 00:17:22.000]  吳明哲牧師
[00:17:22.000 --> 00:17:24.000]  吳明哲牧師是一個
[00:17:24.000 --> 00:17:28.000]  很風趣的人
[00:17:28.000 --> 00:17:30.000]  我在神樂的時間
[00:17:30.000 --> 00:17:32.000]  在伯特利神樂院讀神樂的時候
[00:17:32.000 --> 00:17:38.000]  我們校長請他回來教書
[00:17:38.000 --> 00:17:40.000]  教中國倫理學
[00:17:40.000 --> 00:17:42.000]  教那些東西
[00:17:42.000 --> 00:17:44.000]  所以他很風趣
[00:17:44.000 --> 00:17:46.000]  知道他為人
[00:17:46.000 --> 00:17:52.000]  很為福音言語
[00:17:52.000 --> 00:17:54.000]  可以擺相
[00:17:54.000 --> 00:17:56.000]  他在信義聖約學院
[00:17:56.000 --> 00:17:58.000]  做院長
[00:17:58.000 --> 00:18:00.000]  後來做了信義中神樂院的副院長
[00:18:00.000 --> 00:18:06.000]  他後來退休之後
[00:18:06.000 --> 00:18:08.000]  做了信義會的監督
[00:18:08.000 --> 00:18:14.000]  他們的監督
[00:18:14.000 --> 00:18:16.000]  有一層樓給他住
[00:18:16.000 --> 00:18:18.000]  在窩打路的帝國大廈
[00:18:18.000 --> 00:18:20.000]  酒樓對面
