
[00:00:00.000 --> 00:00:05.000]  感謝主又很高興在2010年的第一個星期日
[00:02:45.000 --> 00:02:50.600]  雖然今天你和我都生活在一個已經墮落了的世界
[00:02:50.600 --> 00:02:53.200]  很不完美 有很多錯失
[00:02:53.200 --> 00:02:58.000]  但是如果我們回到神本來最初的心意
[00:02:58.000 --> 00:03:00.200]  仍然向著這個目標
[00:03:00.200 --> 00:03:03.200]  這個標準來邁進的話
[00:03:03.200 --> 00:03:04.600]  縱然未必馬上做到
[00:03:04.600 --> 00:03:06.200]  或者甚至一生都做不到
[00:03:06.200 --> 00:03:08.000]  但是這個也成為我們一個拉力
[00:03:08.000 --> 00:03:08.800]  大家明白嗎?
[00:03:08.800 --> 00:03:10.600]  所以今天我們這樣看的時候
[00:03:10.600 --> 00:03:12.800]  我們就按照聖經很誠實的問
[00:03:12.800 --> 00:03:15.800]  神啊 究竟你在婚姻家庭裡面
[00:03:15.800 --> 00:03:17.600]  是一個什麼的心意
[00:03:17.600 --> 00:03:21.200]  然後我們提醒我們自己每一個人就向著這個目標走
[00:03:21.200 --> 00:03:24.400]  好了 剛才說了第一點十八節
[00:03:24.400 --> 00:03:26.400]  那人獨居不好
[00:03:26.400 --> 00:03:29.800]  這句話就真的很奇怪
[00:03:29.800 --> 00:03:32.200]  這句話是第三章之前
[00:03:32.200 --> 00:03:34.000]  人墮落之前的
[00:03:34.000 --> 00:03:37.600]  神所做的事都有不好的嗎?
[00:03:37.600 --> 00:03:40.000]  是吧?
[00:03:40.000 --> 00:03:42.600]  神創造每天做完之後
[00:03:42.600 --> 00:03:44.000]  多少萬聖經都說什麼?
[00:03:44.000 --> 00:03:47.000]  神看是好的
[00:03:47.000 --> 00:03:49.800]  神所創造怎麼會不好的?
[00:03:49.800 --> 00:03:52.400]  偏偏這裡不是因為人犯罪
[00:03:52.400 --> 00:03:53.800]  因為人還沒犯罪的時候
[00:03:53.800 --> 00:03:55.400]  偏偏這裡有一句話
[00:03:55.400 --> 00:03:58.400]  那人獨居不好
[00:03:58.400 --> 00:04:02.400]  有不好的 原來神的創造裡面
[00:04:02.400 --> 00:04:05.400]  神的創造裡面都有不好的
[00:04:05.400 --> 00:04:09.200]  所以神就為他要做一個配偶
[00:04:09.200 --> 00:04:11.800]  做一個幫手
[00:04:11.800 --> 00:04:13.400]  那就是說
[00:04:13.400 --> 00:04:14.800]  究竟神的意思
[00:04:14.800 --> 00:04:16.200]  聖經裡的意思是不是說
[00:04:16.200 --> 00:04:17.400]  那人獨居不好
[00:04:17.400 --> 00:04:20.800]  所以就要去結婚了
[00:04:20.800 --> 00:04:25.200]  所以不結婚就不好了
[00:04:25.200 --> 00:04:28.200]  弟兄姊妹開始緊張了
[00:04:28.200 --> 00:04:31.000]  有些張力
[00:04:31.000 --> 00:04:35.000]  我還沒結婚就不好了
[00:04:35.000 --> 00:04:39.000]  一輩子都沒結婚的時候就不好了
[00:04:39.000 --> 00:04:41.400]  是不是這樣的意思?
[00:04:41.400 --> 00:04:45.800]  那些人很靈驗 多麼的靈驗
[00:04:45.800 --> 00:04:48.000]  你看新約就會明白了
[00:04:48.000 --> 00:04:50.000]  最基本的一個例子
[00:04:50.000 --> 00:04:51.000]  我們的主耶穌基督
[00:04:51.000 --> 00:04:53.000]  道成肉身的神
[00:04:53.000 --> 00:04:57.000]  他沒結婚不好
[00:04:57.000 --> 00:04:58.800]  沒理由這樣的
[00:04:58.800 --> 00:05:00.200]  耶穌也有不好的嗎?
[00:05:00.200 --> 00:05:01.800]  沒理由不好的
[00:05:01.800 --> 00:05:02.600]  是不是?
[00:05:02.600 --> 00:05:06.000]  保羅在哥林多前書第七章
[00:05:06.000 --> 00:05:08.000]  討論到獨身的問題的時候
[00:05:08.000 --> 00:05:11.400]  他說如果你是知道自己為什麼要獨身
[00:05:11.400 --> 00:05:13.800]  是為了侍奉神的緣故獨身的時候
[00:05:13.800 --> 00:05:15.000]  記得他說什麼
[00:05:15.000 --> 00:05:16.400]  結婚也好
[00:05:16.400 --> 00:05:18.800]  不過不結婚就更好
[00:05:18.800 --> 00:05:20.800]  你看看
[00:05:20.800 --> 00:05:23.000]  沒得反駁了吧
[00:05:23.000 --> 00:05:25.200]  不結婚是為了主的緣故
[00:05:25.200 --> 00:05:28.800]  是一種恩賜
[00:05:28.800 --> 00:05:29.600]  那怎麼辦?
[00:05:29.600 --> 00:05:30.800]  怎麼解決這段問題?
[00:05:30.800 --> 00:05:32.200]  這句怎麼解呢?
[00:05:32.200 --> 00:05:34.600]  大家看清楚聖經
[00:05:34.600 --> 00:05:36.800]  讀聖經要很清楚的
[00:05:36.800 --> 00:05:38.400]  神沒說錯的
[00:05:38.400 --> 00:05:40.000]  不過是我們經常看錯而已
[00:05:40.000 --> 00:05:43.200]  神沒說不結婚不好
[00:05:43.200 --> 00:05:46.200]  神說哪人獨居不好
[00:05:46.200 --> 00:05:49.000]  是不是?
[00:05:49.000 --> 00:05:52.600]  耶穌有沒有不結婚不好?
[00:05:52.600 --> 00:05:54.600]  沒有
[00:05:54.600 --> 00:05:57.400]  耶穌沒有獨居
[00:05:57.400 --> 00:05:58.400]  你明白嗎?
[00:05:58.400 --> 00:06:00.400]  耶穌雖然沒結婚
[00:06:00.400 --> 00:06:04.600]  但是他有很多同行的
[00:06:04.600 --> 00:06:06.600]  基督徒弟兄姊妹
[00:06:06.600 --> 00:06:10.200]  他也有門徒和他在一起
[00:06:10.200 --> 00:06:12.000]  所以這個重點
[00:06:12.000 --> 00:06:14.600]  不是說有結婚沒結婚就好
[00:06:14.600 --> 00:06:15.800]  或者不好
[00:06:15.800 --> 00:06:17.000]  不是這個意思
[00:06:17.000 --> 00:06:18.200]  而是最重點就是
[00:06:18.200 --> 00:06:19.200]  在神的眼中
[00:06:19.200 --> 00:06:20.800]  獨居是不好的
[00:06:20.800 --> 00:06:22.600]  這個就沒得改了
[00:06:22.600 --> 00:06:24.600]  獨居是不好的
[00:06:24.600 --> 00:06:26.200]  為什麼不好?
[00:06:26.200 --> 00:06:27.400]  大概有兩個原因
[00:06:27.400 --> 00:06:28.600]  第一個原因
[00:06:28.600 --> 00:06:30.400]  就是神在創造人的時候
[00:06:30.400 --> 00:06:32.000]  他還有一個旨意
[00:06:32.000 --> 00:06:34.000]  要人生養眾多
[00:06:34.000 --> 00:06:36.600]  繼續去延續下代
[00:06:36.600 --> 00:06:39.000]  一個人自己怎麼可以生養眾多呢?
[00:06:39.000 --> 00:06:43.200]  所以還沒完成神的工作
[00:06:43.200 --> 00:06:45.400]  所以不是說犯罪錯誤
[00:06:45.400 --> 00:06:46.600]  或者什麼
[00:06:46.600 --> 00:06:48.600]  這個不好是還沒完成
[00:06:48.600 --> 00:06:49.200]  神的心意
[00:06:49.200 --> 00:06:50.000]  神說還沒完成
[00:06:50.000 --> 00:06:51.200]  我要做完它
[00:06:51.200 --> 00:06:51.800]  這是第一樣
[00:06:51.800 --> 00:06:53.200]  但我覺得這個並不是
[00:06:53.200 --> 00:06:55.000]  最重要的一個原因
[00:06:55.000 --> 00:06:56.200]  這麼說不好
[00:06:56.200 --> 00:06:58.600]  更重要的一個原因就是因為
[00:06:58.600 --> 00:07:03.000]  神自己是一位三位一體的神
[00:07:03.000 --> 00:07:05.800]  神自己也不獨居的
[00:07:05.800 --> 00:07:10.400]  神是聖父、聖子、聖靈之間的一個團契
[00:07:10.400 --> 00:07:15.000]  神自己作為真理一個最終極的主宰
[00:07:15.000 --> 00:07:16.600]  祂自己也不是獨居的
[00:07:16.600 --> 00:07:18.000]  祂是聖父愛聖子
[00:07:18.000 --> 00:07:19.000]  聖子愛聖靈
[00:07:19.000 --> 00:07:20.000]  聖父需要聖子
[00:07:20.000 --> 00:07:21.200]  聖子需要聖靈
[00:07:21.200 --> 00:07:24.800]  聖父、聖子、聖靈之間是一個群體
[00:07:24.800 --> 00:07:27.400]  神說我按照我的形象做人的時候
[00:07:27.400 --> 00:07:29.200]  人自己一個在的時候
[00:07:29.200 --> 00:07:30.800]  獨居是不好的
[00:07:30.800 --> 00:07:34.400]  因為真正的生命的成長
[00:07:34.400 --> 00:07:35.800]  生命的存在
[00:07:35.800 --> 00:07:38.600]  是要在一個團契的群體當中
[00:07:38.600 --> 00:07:40.400]  這個就是最重要的意思了
[00:07:40.400 --> 00:07:41.600]  至於怎樣解決
[00:07:41.600 --> 00:07:43.600]  婚姻是其中一個解決的方法
[00:07:43.600 --> 00:07:45.800]  但是還有其他
[00:07:45.800 --> 00:07:47.800]  最重要的就是不能獨居
[00:07:47.800 --> 00:07:49.000]  弟兄姊妹
[00:07:49.000 --> 00:07:52.600]  這個是神要我們留意的真理
[00:07:52.600 --> 00:07:55.400]  獨居當然不是很簡單的生活方式
[00:07:55.400 --> 00:07:58.400]  而是那個生命的狀態
[00:07:58.400 --> 00:07:59.800]  對於當事人來說
[00:07:59.800 --> 00:08:01.800]  獨居是不好的
[00:08:01.800 --> 00:08:02.600]  弟兄姊妹我知道
[00:08:02.600 --> 00:08:03.600]  有些弟兄姊妹
[00:08:03.600 --> 00:08:04.600]  有些基督徒
[00:08:04.600 --> 00:08:06.600]  屬靈的地步
[00:08:06.600 --> 00:08:08.600]  想做獨行俠的
[00:08:08.600 --> 00:08:10.600]  禮拜堂不用去了
[00:08:10.600 --> 00:08:12.600]  禮拜堂牧師講到這麼悶
[00:08:12.600 --> 00:08:15.200]  弟兄姊妹又不熟又不成
[00:08:15.200 --> 00:08:17.600]  北宣家、靈社都是親父的
[00:08:17.600 --> 00:08:18.600]  要排隊
[00:08:18.600 --> 00:08:21.600]  不如在家裡看聖經就更好了
[00:08:21.600 --> 00:08:22.600]  不行
[00:08:22.600 --> 00:08:25.600]  獨居不好
[00:08:25.600 --> 00:08:28.600]  你不能夠自己一個人做基督徒的
[00:08:28.600 --> 00:08:30.600]  這個世界上沒有一個人自己做基督徒
[00:08:30.600 --> 00:08:32.600]  在一個群體當中
[00:08:32.600 --> 00:08:34.600]  在弟兄姊妹當中
[00:08:34.600 --> 00:08:36.600]  在團契當中
[00:08:36.600 --> 00:08:38.600]  這個是神的心意
[00:08:38.600 --> 00:08:40.600]  是不能取代的
[00:08:40.600 --> 00:08:42.600]  今天我講話比較難
[00:08:42.600 --> 00:08:44.600]  不過請大家原諒我
[00:08:44.600 --> 00:08:45.600]  我按照聖經這樣講的
[00:08:45.600 --> 00:08:46.600]  如果你覺得我說錯了
[00:08:46.600 --> 00:08:47.600]  待會你走出去的時候
[00:08:47.600 --> 00:08:49.600]  我握手說你講錯了
[00:08:49.600 --> 00:08:51.600]  不過你從聖經來告訴我
[00:08:51.600 --> 00:08:52.600]  我錯在哪裡
[00:08:52.600 --> 00:08:54.600]  所以要記住
[00:08:54.600 --> 00:08:55.600]  這是神的心意
[00:08:55.600 --> 00:08:57.600]  人不是獨居的
[00:08:57.600 --> 00:08:58.600]  人不是獨行俠的
[00:08:58.600 --> 00:09:00.600]  在屬靈上更沒有獨行俠這回事
[00:09:00.600 --> 00:09:02.600]  在弟兄姊妹當中
[00:09:02.600 --> 00:09:04.600]  無論這個團契理想不理想
[00:09:04.600 --> 00:09:06.600]  這間教會是不是令你完全滿意
[00:09:06.600 --> 00:09:07.600]  弟兄姊妹
[00:09:07.600 --> 00:09:08.600]  這是神的心意
[00:09:08.600 --> 00:09:10.600]  要我們在教會裡成長
[00:09:10.600 --> 00:09:14.600]  在這個當事人的外面
[00:09:14.600 --> 00:09:15.600]  我們都可以看見
[00:09:15.600 --> 00:09:16.600]  獨居不好
[00:09:16.600 --> 00:09:17.600]  這個世界上
[00:09:17.600 --> 00:09:18.600]  如果你知道
[00:09:18.600 --> 00:09:19.600]  作為神自己的兒女
[00:09:19.600 --> 00:09:21.600]  知道有某人獨居
[00:09:21.600 --> 00:09:22.600]  你告訴自己
[00:09:22.600 --> 00:09:24.600]  哪人獨居不好
[00:09:24.600 --> 00:09:25.600]  我差點就想衝口而出
[00:09:25.600 --> 00:09:27.600]  說老人獨居不好
[00:09:28.600 --> 00:09:29.600]  不只是老人
[00:09:29.600 --> 00:09:30.600]  還有很多人
[00:09:30.600 --> 00:09:32.600]  不過很多老人是獨居
[00:09:32.600 --> 00:09:33.600]  不好
[00:09:33.600 --> 00:09:34.600]  是神很難過的
[00:09:34.600 --> 00:09:36.600]  神說不合我心意
[00:09:36.600 --> 00:09:37.600]  弟兄姊妹
[00:09:37.600 --> 00:09:38.600]  你不要說
[00:09:38.600 --> 00:09:39.600]  哎呀很煩的
[00:09:39.600 --> 00:09:40.600]  跟他聊天都被他罵
[00:09:40.600 --> 00:09:41.600]  就讓他自己在這裡吧
[00:09:41.600 --> 00:09:42.600]  這麼厲害
[00:09:42.600 --> 00:09:43.600]  不好
[00:09:43.600 --> 00:09:44.600]  對不起
[00:09:44.600 --> 00:09:46.600]  哪人獨居不好
[00:09:46.600 --> 00:09:48.600]  我們的生命
[00:09:48.600 --> 00:09:49.600]  要按照神的心意
[00:09:49.600 --> 00:09:51.600]  在周圍的人
[00:09:51.600 --> 00:09:53.600]  你看看認不認識一些人
[00:09:53.600 --> 00:09:55.600]  如果有人是獨居的
[00:09:55.600 --> 00:09:56.600]  不
[00:09:56.600 --> 00:09:57.600]  孤單
[00:09:57.600 --> 00:09:58.600]  單一個
[00:09:58.600 --> 00:10:01.600]  不是神創造我們人的時候
[00:10:01.600 --> 00:10:03.600]  那個心意
[00:10:03.600 --> 00:10:04.600]  甚至人犯罪之前
[00:10:04.600 --> 00:10:06.600]  神都認為覺得是不
[00:10:06.600 --> 00:10:08.600]  要將他圓滿的
[00:10:08.600 --> 00:10:11.600]  能夠進入一個團契的生活當中
[00:10:11.600 --> 00:10:12.600]  這是第一個真理
[00:10:12.600 --> 00:10:14.600]  在聖經當中
[00:10:14.600 --> 00:10:17.600]  第二個真理
[00:10:17.600 --> 00:10:19.600]  按照這個行戲
[00:10:19.600 --> 00:10:20.600]  這樣寫下去的時候
[00:10:20.600 --> 00:10:23.600]  十八節就應該跳過二十一節
[00:10:23.600 --> 00:10:25.600]  因為他要做一個幫手
[00:10:25.600 --> 00:10:27.600]  雙配的幫手
[00:10:27.600 --> 00:10:29.600]  一個配偶去幫助他
[00:10:29.600 --> 00:10:30.600]  二十一節
[00:10:30.600 --> 00:10:32.600]  於是神就洗奶人沉睡
[00:10:32.600 --> 00:10:33.600]  然後拿個肋骨出來
[00:10:33.600 --> 00:10:34.600]  大家都很熟
[00:10:34.600 --> 00:10:35.600]  做一個女人
[00:10:35.600 --> 00:10:37.600]  這個就是他的配偶
[00:10:37.600 --> 00:10:38.600]  去幫助他
[00:10:38.600 --> 00:10:40.600]  整幅圖畫就講完了
[00:10:40.600 --> 00:10:42.600]  為什麼無端端要切入
[00:10:42.600 --> 00:10:44.600]  十九二十節兩節
[00:10:44.600 --> 00:10:46.600]  經文好像打差了
[00:10:46.600 --> 00:10:49.600]  神啟示的聖經
[00:10:49.600 --> 00:10:51.600]  從來沒有亂寫
[00:10:51.600 --> 00:10:52.600]  短短的幾節聖經
[00:10:52.600 --> 00:10:54.600]  你用心思來看
[00:10:54.600 --> 00:10:56.600]  是很精彩的
[00:10:56.600 --> 00:10:57.600]  絕對沒有隨便寫的
[00:10:57.600 --> 00:10:59.600]  他不是說想起做個動物
[00:10:59.600 --> 00:11:00.600]  於是就說做動物
[00:11:00.600 --> 00:11:02.600]  你看十九二十節說做動物的
[00:11:02.600 --> 00:11:04.600]  十九節說神用泥土
[00:11:04.600 --> 00:11:05.600]  做了各樣的野獸
[00:11:05.600 --> 00:11:06.600]  各樣的飛鳥
[00:11:06.600 --> 00:11:07.600]  帶到人面前
[00:11:07.600 --> 00:11:08.600]  叫他什麼名字
[00:11:08.600 --> 00:11:09.600]  他就叫什麼名字
[00:11:09.600 --> 00:11:10.600]  於是
[00:11:10.600 --> 00:11:11.600]  不過你留意
[00:11:11.600 --> 00:11:13.600]  第二十節最後那節就點精了
[00:11:13.600 --> 00:11:18.600]  只是那人沒有遇見一個和他雙配的助手
[00:11:18.600 --> 00:11:20.600]  神要找他一場雙配助手
[00:11:20.600 --> 00:11:21.600]  你很奇怪的
[00:11:21.600 --> 00:11:23.600]  神給他選的
[00:11:23.600 --> 00:11:25.600]  不是神assign給他的
[00:11:25.600 --> 00:11:26.600]  沒有的
[00:11:26.600 --> 00:11:27.600]  神給他選的
[00:11:27.600 --> 00:11:29.600]  於是神就做了不同的動物出來
[00:11:29.600 --> 00:11:32.600]  這些動物神特別為他做的
[00:11:32.600 --> 00:11:33.600]  這些不應該
[00:11:33.600 --> 00:11:35.600]  有很多學者都了解
[00:11:35.600 --> 00:11:36.600]  我都贊成這個看法
[00:11:36.600 --> 00:11:39.600]  不應該是前面那幾天所做的動物
[00:11:39.600 --> 00:11:42.600]  所以他沒有提到是天上的鳥
[00:11:42.600 --> 00:11:44.600]  也沒有提到昆蟲那些
[00:11:44.600 --> 00:11:46.600]  他還是說動物
[00:11:46.600 --> 00:11:47.600]  幾個動物
[00:11:47.600 --> 00:11:49.600]  可能他故意為了這個人
[00:11:49.600 --> 00:11:50.600]  這個人獨居不好
[00:11:50.600 --> 00:11:52.600]  幫他找配偶
[00:11:52.600 --> 00:11:53.600]  於是為他做了些動物
[00:11:53.600 --> 00:11:55.600]  帶到他面前
[00:11:55.600 --> 00:11:58.600]  但是那個人自己和他相處
[00:11:58.600 --> 00:11:59.600]  給了他一個名字
[00:11:59.600 --> 00:12:03.600]  給名字是和他生命裡的一種接觸
[00:12:03.600 --> 00:12:04.600]  幫他定位
[00:12:04.600 --> 00:12:05.600]  都很美麗的
[00:12:05.600 --> 00:12:08.600]  但是最後聖經說那個人找不到
[00:12:08.600 --> 00:12:10.600]  找不到一種動物
[00:12:10.600 --> 00:12:13.600]  能夠和他的生命相配合
[00:12:13.600 --> 00:12:15.600]  以至他的生命能夠圓滿
[00:12:15.600 --> 00:12:19.600]  好了這裡說到動物的問題
[00:12:19.600 --> 00:12:22.600]  然後才說到婚姻的問題
[00:12:22.600 --> 00:12:23.600]  很有意思
[00:12:23.600 --> 00:12:24.600]  動物
[00:12:24.600 --> 00:12:25.600]  跟大家說動物
[00:12:25.600 --> 00:12:26.600]  好嗎
[00:12:26.600 --> 00:12:29.600]  這裡聖經我沒辦法
[00:12:29.600 --> 00:12:30.600]  不是這樣說
[00:12:30.600 --> 00:12:32.600]  因為聖經是這樣說
[00:12:32.600 --> 00:12:37.600]  動物和人之間的溝通的配合
[00:12:37.600 --> 00:12:41.600]  是不能夠取代這個配偶的
[00:12:41.600 --> 00:12:44.600]  我這樣說有點張力
[00:12:44.600 --> 00:12:46.600]  因為很多人很喜歡
[00:12:46.600 --> 00:12:48.600]  寵物情緣
[00:12:48.600 --> 00:12:50.600]  尤其是年輕一代情緣
[00:12:50.600 --> 00:12:52.600]  兩隻狗不結婚
[00:12:52.600 --> 00:12:54.600]  養狗容易很多
[00:12:54.600 --> 00:12:55.600]  聽話
[00:12:55.600 --> 00:12:57.600]  我們也有很多人不想長大
[00:12:57.600 --> 00:12:58.600]  對不起
[00:12:58.600 --> 00:13:00.600]  這樣罵人不正確
[00:13:00.600 --> 00:13:01.600]  不說這個
[00:13:01.600 --> 00:13:03.600]  總之很多人很喜歡動物
[00:13:03.600 --> 00:13:06.600]  動物容易相處很多
[00:13:06.600 --> 00:13:07.600]  男女很難相處
[00:13:07.600 --> 00:13:08.600]  很多眼淚
[00:13:08.600 --> 00:13:10.600]  動物聽話很多
[00:13:10.600 --> 00:13:11.600]  而且動物是很可愛
[00:13:11.600 --> 00:13:13.600]  老實說我也很疼愛動物
[00:13:13.600 --> 00:13:15.600]  你不要以為我在罵動物
[00:13:15.600 --> 00:13:17.600]  我也很疼愛寵物
[00:13:17.600 --> 00:13:18.600]  我女兒有一隻狗
[00:13:18.600 --> 00:13:21.600]  叫金毛尋回犬
[00:13:21.600 --> 00:13:22.600]  很難翻譯
[00:13:22.600 --> 00:13:23.600]  Golden Retriever
[00:13:23.600 --> 00:13:25.600]  很乖的
[00:13:25.600 --> 00:13:27.600]  好聽話
[00:13:27.600 --> 00:13:29.600]  很懂事
[00:13:29.600 --> 00:13:30.600]  你寫書
[00:13:30.600 --> 00:13:31.600]  我看書的時候
[00:13:31.600 --> 00:13:32.600]  牠就坐在旁邊
[00:13:32.600 --> 00:13:34.600]  牠不騷擾我
[00:13:34.600 --> 00:13:35.600]  我去喝水
[00:13:35.600 --> 00:13:37.600]  牠就拿著球來和我玩
[00:13:37.600 --> 00:13:38.600]  多難得
[00:13:38.600 --> 00:13:39.600]  還喜歡聽古典音樂
[00:13:39.600 --> 00:13:41.600]  喜歡聽莫扎特
[00:13:41.600 --> 00:13:43.600]  真的可以娶了牠
[00:13:43.600 --> 00:13:44.600]  不用老婆
[00:13:44.600 --> 00:13:45.600]  可以嗎
[00:13:45.600 --> 00:13:46.600]  不行
[00:13:46.600 --> 00:13:47.600]  對不起
[00:13:47.600 --> 00:13:48.600]  不行
[00:13:48.600 --> 00:13:52.600]  神說因為這個不可以取代
[00:13:52.600 --> 00:13:54.600]  動物和人的生命
[00:13:54.600 --> 00:13:56.600]  心靈的深處
[00:13:56.600 --> 00:13:58.600]  不是神說不給你
[00:13:58.600 --> 00:14:01.600]  是那個人見慣了之後說
[00:14:01.600 --> 00:14:03.600]  不可以
[00:14:03.600 --> 00:14:07.600]  是不行
[00:14:07.600 --> 00:14:09.600]  認識一對夫婦
[00:14:09.600 --> 00:14:12.600]  太太寧願和狗睡
[00:14:12.600 --> 00:14:13.600]  每晚要和狗睡
[00:14:13.600 --> 00:14:15.600]  趕著老公出去客廳睡
[00:14:15.600 --> 00:14:16.600]  老公和她瘋狂
[00:14:16.600 --> 00:14:17.600]  每晚要在客廳睡
[00:14:17.600 --> 00:14:19.600]  不可以
[00:14:19.600 --> 00:14:22.600]  不是這樣和動物相處
[00:14:22.600 --> 00:14:24.600]  你可以很疼愛牠
[00:14:24.600 --> 00:14:26.600]  但不可以取代
[00:14:26.600 --> 00:14:31.600]  不可以取代了配偶生命的相交
[00:14:31.600 --> 00:14:33.600]  這是第一方面
[00:14:33.600 --> 00:14:34.600]  但另外一方面
[00:14:34.600 --> 00:14:35.600]  你要記住
[00:14:35.600 --> 00:14:36.600]  聖經很有意思
[00:14:36.600 --> 00:14:38.600]  神寫每一句話都有意思
[00:14:38.600 --> 00:14:39.600]  十九次的耶和華
[00:14:39.600 --> 00:14:43.600]  用泥土做了野地的動物
[00:14:43.600 --> 00:14:44.600]  野獸
[00:14:44.600 --> 00:14:46.600]  然後帶到牠的面前
[00:14:46.600 --> 00:14:48.600]  讓牠看看能不能上去
[00:14:48.600 --> 00:14:52.600]  神用泥土做這些動物
[00:14:52.600 --> 00:14:55.600]  是不是很眼熟
[00:14:55.600 --> 00:14:58.600]  這個在哪裡出現過
[00:14:58.600 --> 00:15:02.600]  神用泥土做人
[00:15:02.600 --> 00:15:04.600]  這裡有意思的
[00:15:04.600 --> 00:15:09.600]  神說動物和人都是用泥土來做的
[00:15:09.600 --> 00:15:11.600]  不過人有些特別
[00:15:11.600 --> 00:15:16.600]  人神用生命的氣吹進牠裡面
[00:15:16.600 --> 00:15:18.600]  牠就成為有靈的人
[00:15:18.600 --> 00:15:21.600]  所以人和動物有一個很深刻的共通性
[00:15:21.600 --> 00:15:23.600]  牠們都是用泥土做的
[00:15:23.600 --> 00:15:24.600]  在神的手中
[00:15:24.600 --> 00:15:26.600]  不過神選了其中一種動物
[00:15:26.600 --> 00:15:28.600]  叫做人
[00:15:28.600 --> 00:15:30.600]  讓牠能夠和神有
[00:15:30.600 --> 00:15:32.600]  所以有些特別的相交
[00:15:32.600 --> 00:15:35.600]  所以你不要以為人很牙刷很厲害
[00:15:35.600 --> 00:15:36.600]  動物
