
[00:00:00.000 --> 00:00:05.400]  好 等節目讓我們聽神的導演先
[00:02:09.040 --> 00:02:11.520]  在你臨離開這個世界之前
[00:02:11.520 --> 00:02:14.720]  你和這個世界都講些什麼呢?
[00:02:14.720 --> 00:02:16.160]  你離開這個世界
[00:02:16.160 --> 00:02:18.240]  你向這個世界都講些什麼呢?
[00:02:18.240 --> 00:02:20.720]  我想相信這個是每一個上了年紀的人
[00:02:20.720 --> 00:02:23.280]  都應該逐漸會開始思想的題目
[00:02:23.280 --> 00:02:25.360]  我相信是上了年紀的人
[00:02:25.360 --> 00:02:27.760]  都開始逐漸思想的這個題目
[00:02:27.760 --> 00:02:29.760]  今天我們來看一個經文
[00:02:29.760 --> 00:02:31.360]  今天我們的經文
[00:02:31.360 --> 00:02:34.400]  《以佛試圖行轉》
[00:02:34.400 --> 00:02:35.680]  《使徒行轉》
[00:02:35.680 --> 00:02:38.000]  20章13至38節
[00:02:38.000 --> 00:02:40.320]  20章13到38節
[00:02:40.320 --> 00:02:42.320]  一段比較長的經文
[00:02:42.320 --> 00:02:43.760]  一段比較長的經文
[00:02:43.760 --> 00:02:45.920]  我希望可以一堂講完
[00:02:45.920 --> 00:02:47.360]  希望一節可能講完
[00:02:47.360 --> 00:02:49.520]  但是這一段這麼長的經文
[00:02:49.520 --> 00:02:51.280]  想講些什麼呢?
[00:02:51.280 --> 00:02:53.360]  這麼長的經文都講些什麼呢?
[00:02:53.360 --> 00:02:56.000]  其實是講論到保羅
[00:02:56.000 --> 00:02:58.320]  向一間他很熟悉的教會
[00:02:58.320 --> 00:03:01.600]  以佛所教會的長老和基督徒
[00:03:01.600 --> 00:03:04.080]  他們一直的深情說話
[00:03:04.080 --> 00:03:07.200]  是保羅向這個以佛所和他的長老
[00:03:07.200 --> 00:03:08.720]  一番的深情說話
[00:03:08.720 --> 00:03:10.800]  雖然保羅還沒死 在那一刻
[00:03:10.800 --> 00:03:12.800]  在那一刻雖然保羅沒有死
[00:03:12.800 --> 00:03:14.960]  但是保羅也都深知道
[00:03:14.960 --> 00:03:16.160]  保羅心裡知道
[00:03:16.160 --> 00:03:17.440]  在這一次
[00:03:17.440 --> 00:03:21.360]  可以說是最後一次去遇見
[00:03:21.360 --> 00:03:25.520]  或者和以佛所教會的長老基督徒去會面
[00:03:25.520 --> 00:03:26.880]  保羅是最後一次
[00:03:26.880 --> 00:03:30.160]  他跟以佛所的長老和基督徒來會面
[00:03:30.160 --> 00:03:33.200]  我相信這段經文很值得我們思想
[00:03:33.200 --> 00:03:35.760]  我相信這段經文很值得我們去思想
[00:03:35.760 --> 00:03:38.480]  或者給多一些亮光我們
[00:03:38.480 --> 00:03:40.160]  或者給我們一些亮光
[00:03:40.160 --> 00:03:41.760]  讓我們可以明白到
[00:03:41.760 --> 00:03:42.880]  讓我們明白
[00:03:42.880 --> 00:03:45.120]  我們怎樣才是和
[00:03:45.120 --> 00:03:47.360]  我們身邊的肢體
[00:03:47.360 --> 00:03:49.360]  讓我們明白怎麼從身邊的肢體
[00:03:49.360 --> 00:03:50.880]  或者身邊所有的人
[00:03:50.880 --> 00:03:51.840]  或者身邊所有的人
[00:03:51.840 --> 00:03:53.920]  和他的關係應該是怎樣建立
[00:03:53.920 --> 00:03:55.680]  和他的關係怎樣去建立
[00:03:55.680 --> 00:03:58.560]  所以這段經文我很想跟大家說
[00:03:58.560 --> 00:04:00.400]  其實我已經寫了超過這堂課
[00:04:00.400 --> 00:04:02.400]  寫了四個多月了
[00:04:02.400 --> 00:04:04.640]  這堂課我居然很想跟大家講
[00:04:04.640 --> 00:04:06.720]  這已經寫了四個多月這個獎賬
[00:04:06.720 --> 00:04:08.720]  今天終於可以跟大家說說
[00:04:08.720 --> 00:04:10.000]  今天終於有機會跟大家講
[00:04:10.000 --> 00:04:11.360]  《徐一徐聖經》
[00:04:11.360 --> 00:04:12.640]  從這段聖經了解
[00:04:12.640 --> 00:04:15.200]  是一個基督徒之間的關係
[00:04:15.200 --> 00:04:16.960]  了解基督徒之間的關係
[00:04:16.960 --> 00:04:18.400]  又了解一個基督徒
[00:04:18.400 --> 00:04:22.400]  和整個世界創造和身邊的人的關係
[00:04:22.400 --> 00:04:23.360]  也了解基督徒
[00:04:23.360 --> 00:04:26.080]  和整個創造和身邊的人的關係
[00:04:26.080 --> 00:04:26.880]  好了 事不宜遲
[00:04:26.880 --> 00:04:28.880]  讓我們快點回到這段聖經
[00:04:28.880 --> 00:04:31.040]  看看這段聖經講什麼
[00:04:31.040 --> 00:04:32.080]  讓我們回到聖經
[00:04:32.080 --> 00:04:33.600]  看一下聖經講了些什麼
[00:04:33.600 --> 00:04:36.880]  經文是從第20章的第13節開始
[00:04:36.880 --> 00:04:39.280]  經文從20章的13節開始
[00:04:39.280 --> 00:04:44.160]  13節到第16節這段的經文
[00:04:44.160 --> 00:04:46.640]  13節到16節這段經文
[00:04:46.640 --> 00:04:50.160]  可以簡單講四節的經文
[00:04:50.160 --> 00:04:51.360]  簡單講四節經文
[00:04:51.360 --> 00:04:54.640]  其實是記載了保羅第三次報導旅程的
[00:04:54.640 --> 00:04:57.280]  最後的一個行程表
[00:04:57.280 --> 00:05:01.040]  記載了保羅第三次行程表
[00:05:01.040 --> 00:05:03.040]  在先前我們已經講過了
[00:05:03.040 --> 00:05:07.600]  保羅去再次探訪特羅亞
[00:05:07.600 --> 00:05:10.080]  保羅特地去了特羅亞
[00:05:10.080 --> 00:05:14.480]  在那個地方裡面講了七天的道理
[00:05:14.480 --> 00:05:16.320]  在那裡講了七天的道理
[00:05:16.320 --> 00:05:18.640]  而在最後一堂的信息裡面
[00:05:18.640 --> 00:05:20.080]  在最後一堂信息裡
[00:05:20.080 --> 00:05:21.360]  臨走的前一晚
[00:05:21.360 --> 00:05:22.160]  臨走前一晚
[00:05:22.160 --> 00:05:24.880]  在一個三層樓的上面講道
[00:05:24.880 --> 00:05:26.320]  在一個三層樓上講道
[00:05:26.320 --> 00:05:27.760]  結果怎麼樣呢?
[00:05:27.760 --> 00:05:28.720]  結果發生什麼呢?
[00:05:28.720 --> 00:05:31.200]  很多追求的信徒都來到
[00:05:31.200 --> 00:05:32.480]  很多追求的信徒來到
[00:05:32.480 --> 00:05:33.920]  但是發生了一件意外
[00:05:33.920 --> 00:05:34.720]  發生了一件意外
[00:05:34.720 --> 00:05:36.400]  一個年輕人掉了樓
[00:05:36.400 --> 00:05:37.840]  一個年輕人掉樓了
[00:05:37.840 --> 00:05:41.680]  但是這件事不會成為一個教會的危機
[00:05:41.680 --> 00:05:43.680]  這件事沒有成為教會的一個危機
[00:05:43.680 --> 00:05:46.800]  反而成為教會一個見證的機會
[00:05:46.800 --> 00:05:48.720]  反而成為一個教會見證的機會
[00:05:48.720 --> 00:05:51.440]  那個掉了樓的人叫做有推古
[00:05:51.440 --> 00:05:53.840]  那個掉樓的人叫做有推古
[00:05:53.840 --> 00:05:56.160]  雖然是死了
[00:05:56.160 --> 00:05:57.280]  雖然死了
[00:05:57.280 --> 00:05:59.680]  但是保羅藉著神蹟
[00:05:59.680 --> 00:06:01.040]  保羅藉著神蹟
[00:06:01.040 --> 00:06:02.240]  神在這個身上
[00:06:02.240 --> 00:06:04.240]  提供了一個題目給保羅
[00:06:04.240 --> 00:06:07.280]  他向當時的在特羅亞的信徒
[00:06:07.280 --> 00:06:09.600]  去介紹復活的意義
[00:06:09.600 --> 00:06:12.000]  在這件事上給保羅提供了一個
[00:06:12.000 --> 00:06:13.520]  復活的一個意義
[00:06:13.520 --> 00:06:15.920]  保羅在這個特羅亞之後
[00:06:15.920 --> 00:06:19.600]  他很快趕船去離開這個特羅亞
[00:06:19.600 --> 00:06:22.480]  保羅很快的離開乘船離開特羅亞
[00:06:22.480 --> 00:06:23.840]  為什麼呢?
[00:06:23.840 --> 00:06:26.800]  因為他很想趁最後這個機會
[00:06:26.800 --> 00:06:28.560]  因為他很想趁最後這個機會
[00:06:28.560 --> 00:06:30.240]  去跟他最親密
[00:06:30.240 --> 00:06:36.640]  最相熟的一個並肩侍奉過的信徒群體
[00:06:36.640 --> 00:06:40.000]  想跟他一起信任最佳
[00:06:40.000 --> 00:06:42.800]  一起並肩去做事的一個團體
[00:06:42.800 --> 00:06:44.880]  就是以佛所教會的信徒
[00:06:44.880 --> 00:06:46.240]  就是以佛所教會的信徒
[00:06:46.240 --> 00:06:48.080]  希望跟他們做最後的見面
[00:06:48.080 --> 00:06:49.440]  希望跟他們做最後的見面
[00:06:49.440 --> 00:06:51.040]  所以在你的筆記上面
[00:06:51.040 --> 00:06:53.760]  今天除了空白一片之外
[00:06:53.760 --> 00:06:55.520]  今天的程序表上
[00:06:55.520 --> 00:06:57.840]  除了這一部分
[00:06:57.840 --> 00:06:59.360]  筆記上有一些空白之外
[00:06:59.360 --> 00:07:00.960]  只有一個行程表
[00:07:00.960 --> 00:07:06.640]  就簡單記錄了從13節到16節的經文
[00:07:06.640 --> 00:07:12.800]  保羅趕著從這個特羅亞出發
[00:07:12.800 --> 00:07:17.280]  接著開船經過了亞洲
[00:07:17.280 --> 00:07:22.320]  然後再經過米推利
[00:07:22.320 --> 00:07:24.240]  到了米推尼
[00:07:24.240 --> 00:07:26.480]  路過了基亞島的附近
[00:07:26.480 --> 00:07:30.320]  然後再路經薩摩
[00:07:30.320 --> 00:07:31.600]  路經薩摩
[00:07:31.600 --> 00:07:32.880]  就去到一個城市
[00:07:32.880 --> 00:07:34.160]  就來到了這個城市
[00:07:34.160 --> 00:07:38.000]  叫做米利都
[00:07:38.000 --> 00:07:43.120]  保羅其實很想盡快離開這個小華社
[00:07:43.120 --> 00:07:44.640]  回到耶路撒冷
[00:07:44.640 --> 00:07:47.200]  去匯報他第三次的報導旅程
[00:07:47.200 --> 00:07:50.320]  保羅很想離開小亞西亞
[00:07:50.320 --> 00:07:52.720]  到了耶路撒冷去報導他的行程
[00:07:52.720 --> 00:08:00.080]  但是他真的很不捨得以佛所教會的信徒
[00:08:00.080 --> 00:08:01.680]  於是如何呢?
[00:08:01.680 --> 00:08:09.760]  保羅就安排了有人去通知以佛所教會
[00:08:09.760 --> 00:08:12.560]  我們快點在一個地方叫米利都這個城市
[00:08:12.560 --> 00:08:16.560]  我們去見一次面
[00:08:16.560 --> 00:08:22.400]  這個就在第17節的經文當中介紹了
[00:08:22.400 --> 00:08:24.960]  可能在這裡你們會問一個問題
[00:08:24.960 --> 00:08:26.480]  可能在這裡你會問
[00:08:26.480 --> 00:08:28.800]  為什麼保羅要在米利都
[00:08:28.800 --> 00:08:33.920]  而不直接去以佛所去見以佛所的信徒呢?
[00:08:33.920 --> 00:08:37.760]  為什麼在米利都要去見以佛所的信徒呢?
[00:08:37.760 --> 00:08:40.960]  其實如果大家還記得在第19章的裡面
[00:08:40.960 --> 00:08:42.880]  可能大家記得在19章裡面
[00:08:42.880 --> 00:08:44.400]  發生過一件事件
[00:08:44.400 --> 00:08:45.680]  發生了一件事
[00:08:45.680 --> 00:08:47.760]  在以佛所這個地方的裡面
[00:08:47.760 --> 00:08:51.600]  有一個銀像的商會集團
[00:08:51.600 --> 00:08:56.480]  在以佛所有一個銀像的商會的集團
[00:08:56.480 --> 00:08:59.600]  有一個人物叫做底米丟
[00:08:59.600 --> 00:09:03.120]  去領導著一幫同行
[00:09:03.120 --> 00:09:08.240]  有一個人叫做底米丟
[00:09:08.240 --> 00:09:11.440]  然後去發難
[00:09:11.440 --> 00:09:17.520]  發難就是作亂
[00:09:17.520 --> 00:09:20.320]  說保羅害到他們雞毛鴨血
[00:09:20.320 --> 00:09:24.720]  說保羅害到他們沒有錢可賺
[00:09:24.720 --> 00:09:29.280]  搞到他們就快沒得做事了
[00:09:29.280 --> 00:09:30.560]  沒有事情做了
[00:09:30.560 --> 00:09:31.600]  沒有生意了
[00:09:31.600 --> 00:09:35.040]  因為他們說他們所做的銀像的偶像
[00:09:35.040 --> 00:09:37.360]  因為他們做的銀像
[00:09:37.360 --> 00:09:40.400]  Timmy是一個假的女神來的
[00:09:40.400 --> 00:09:42.080]  是一個假的女神
[00:09:42.080 --> 00:09:46.160]  這些全部是這個銀像自己精心策劃的動亂
[00:09:46.160 --> 00:09:48.480]  就是他們精心策劃的一個動亂
[00:09:48.480 --> 00:09:51.840]  而因為這個緣故
[00:09:51.840 --> 00:09:56.800]  保羅再不方便回到以佛所
[00:09:56.800 --> 00:10:01.600]  弟兄姊妹這是一個很智慧的做法來的
[00:10:01.600 --> 00:10:07.040]  基督和在這個世界搞亂這個世界
[00:10:07.040 --> 00:10:08.960]  明知有些事情你去到
[00:10:08.960 --> 00:10:16.160]  只會為弟兄姊妹造成混亂的
[00:10:16.160 --> 00:10:21.040]  你不要去添加他們的麻煩
[00:10:21.040 --> 00:10:24.160]  當我讀到這段聖經的時候
[00:10:24.160 --> 00:10:27.280]  就讓我想起二十多年前
[00:10:27.280 --> 00:10:29.200]  我讀這個聖經的時候
[00:10:29.200 --> 00:10:30.720]  想起二十多年前
[00:10:30.720 --> 00:10:33.600]  當時我們第一次以短宣隊
[00:10:33.600 --> 00:10:40.000]  去到法國巴黎去侍奉的時候
[00:10:40.000 --> 00:10:42.240]  我記得當時的木姐
[00:10:42.240 --> 00:10:44.720]  和我們整個短宣隊說過這番話
[00:10:44.720 --> 00:10:47.600]  當時的木姐跟我們短宣隊講過一番話
[00:10:47.600 --> 00:10:50.080]  她說你們短宣隊來我們很開心
[00:10:50.080 --> 00:10:52.080]  你們短宣隊來到我很開心
[00:10:52.080 --> 00:10:54.320]  但是有時候我們也擔心
[00:10:54.320 --> 00:10:55.760]  但是也有一些擔心
[00:10:55.760 --> 00:10:58.080]  因為有些事情你們來到的時候
[00:10:58.080 --> 00:10:59.120]  你們來到的時候
[00:10:59.120 --> 00:11:00.320]  你很想做
[00:11:00.320 --> 00:11:01.040]  你很想做
[00:11:01.040 --> 00:11:02.880]  不過我知道你們來到很想做的時候
[00:11:02.880 --> 00:11:05.200]  可能造成了另一個困難的局面
[00:11:05.200 --> 00:11:06.720]  留下了給我們
[00:11:06.720 --> 00:11:08.720]  我知道你們可能很想做的一件事情
[00:11:08.720 --> 00:11:11.360]  到時候你們走的時候會留下一些事情
[00:11:11.360 --> 00:11:13.040]  所以她說不如這樣
[00:11:13.040 --> 00:11:16.080]  不如這樣 你配合我們在這裡的需要
[00:11:16.080 --> 00:11:17.520]  去做一些事情 好不好?
[00:11:17.520 --> 00:11:19.680]  你們配合我們的需要去做一些事情
[00:11:19.680 --> 00:11:20.880]  對於當時的短宣隊
[00:11:20.880 --> 00:11:23.200]  預備了很多東西拿去的時候
[00:11:23.200 --> 00:11:25.840]  當時短宣隊預備了很多的東西
[00:11:25.840 --> 00:11:28.000]  突然那種感覺大家後來分享說
[00:11:28.000 --> 00:11:30.800]  啊 我真的好像一盆冷水潑下來一樣
[00:11:30.800 --> 00:11:33.600]  當時的感覺就好像一盆冷水潑過來
[00:11:33.600 --> 00:11:36.480]  但當時我也和我的短宣隊的隊員這樣說
[00:11:36.480 --> 00:11:38.720]  當時我從短宣隊隊員講
[00:11:38.720 --> 00:11:40.640]  我們去不是硬
[00:11:40.640 --> 00:11:44.800]  是硬將我們的東西套進去給這個地方的教會
[00:11:44.800 --> 00:11:48.080]  我們不是硬將我們的東西套給他們
[00:11:48.080 --> 00:11:51.760]  我們來是協助幫助他們一段短的時間
[00:11:51.760 --> 00:11:54.160]  我們來是協助他們幫助他們
[00:11:54.160 --> 00:11:56.160]  而不是成為他們的重擔
[00:11:56.160 --> 00:11:57.840]  而不成為他們的重擔
[00:11:57.840 --> 00:12:00.320]  正如那位牧師也都這樣說
[00:12:00.320 --> 00:12:01.840]  這位牧師也是這樣講
[00:12:01.840 --> 00:12:05.280]  你們來 我們還要去找人去招待你
[00:12:05.280 --> 00:12:07.520]  你們來 我們還要找人去招待你們
[00:12:07.520 --> 00:12:09.440]  對我們也都可能是一個重擔
[00:12:09.440 --> 00:12:11.040]  對我們來講也是一個重擔
[00:12:11.040 --> 00:12:12.480]  所以自此以後
[00:12:12.480 --> 00:12:15.120]  我去完之後將這個信息帶回來
[00:12:15.120 --> 00:12:17.200]  將這個信息帶回來
[00:12:17.200 --> 00:12:19.600]  我不再派全隊的短宣隊
[00:12:19.600 --> 00:12:21.120]  不再派全隊的短宣隊
[00:12:21.120 --> 00:12:23.920]  我會派個別可以去侍奉的弟兄
[00:12:23.920 --> 00:12:26.080]  去穿一段短期的侍奉
[00:12:26.080 --> 00:12:28.320]  派一些個別可以去侍奉的弟兄
[00:12:28.320 --> 00:12:31.600]  保羅在這裡就是一個典型的例子了
[00:12:31.600 --> 00:12:33.120]  保羅在這裡是一個典型的例子
[00:12:33.120 --> 00:12:36.720]  既然以佛所先前已經有這麼大的動亂
[00:12:36.720 --> 00:12:38.880]  既然以佛所先前有這麼大的動亂
[00:12:38.880 --> 00:12:44.000]  他不想製造另一個的重擔給以佛所教會
[00:12:44.000 --> 00:12:47.360]  他不想製造另一個重擔給以佛所教會
[00:12:47.360 --> 00:12:50.480]  既然他又很想見以佛所教會的信徒
[00:12:50.480 --> 00:12:52.880]  既然他們又很想見以佛所的信徒
[00:12:52.880 --> 00:12:56.480]  不如就找一個靠近以佛所的地方
[00:12:56.480 --> 00:12:58.240]  就是這個米利都
[00:12:58.240 --> 00:13:01.840]  不如找一個靠近以佛所的地方 就是米利都
[00:13:01.840 --> 00:13:04.320]  在地理上 米利都這個城市
[00:13:04.320 --> 00:13:06.160]  在地理上 米利都這個城市
[00:13:06.160 --> 00:13:10.720]  基本上在以佛所城的以南60公里
[00:13:10.720 --> 00:13:13.200]  在以佛所的以南的60公里
[00:13:13.200 --> 00:13:15.120]  不是很遠的地方而已
[00:13:15.120 --> 00:13:16.320]  不是很遠的地方
[00:13:16.320 --> 00:13:19.600]  所以 到了米利都這個地方
[00:13:19.600 --> 00:13:22.640]  就成為一個很好的大家會面的地方
[00:13:22.640 --> 00:13:25.440]  所以米利都就成為大家一個會面的地方
[00:13:25.440 --> 00:13:29.680]  既不會影響以佛所教會裡面的弟兄姊妹
[00:13:29.680 --> 00:13:32.160]  既不會影響以佛所教會的弟兄姊妹
[00:13:32.160 --> 00:13:35.200]  也可以趁這個機會有一個短暫的聚會
[00:13:35.200 --> 00:13:37.440]  也可以趁這個機會有一個短暫的聚會
[00:13:37.440 --> 00:13:41.280]  米利都也是保羅整個匯程的航路
[00:13:41.280 --> 00:13:44.880]  航程的其中一個重要的轉口的地方
[00:13:44.880 --> 00:13:47.760]  米利都又是一個很好的轉口的地方
[00:13:47.760 --> 00:13:49.440]  不如就在那裡聚會
[00:13:49.440 --> 00:13:52.640]  所以保羅就在這裡
[00:13:52.640 --> 00:13:56.480]  與以佛所教會的長老一起會面
[00:13:56.480 --> 00:14:00.720]  所以保羅就寄予以佛所長老去會面
[00:14:00.720 --> 00:14:02.640]  既可以對於保羅來計
[00:14:02.640 --> 00:14:05.840]  在過往三年在以佛所裡面的教會
[00:14:05.840 --> 00:14:08.160]  傳導那份的屬靈關係
[00:14:08.160 --> 00:14:10.880]  能夠可以再次得到一點的安慰
[00:14:10.880 --> 00:14:13.680]  保羅是在以佛所三年的教導
[00:14:13.680 --> 00:14:15.280]  給他們一個互相的安慰
[00:14:15.280 --> 00:14:17.600]  也把最後的一個機會
[00:14:17.600 --> 00:14:19.280]  把握最後的一個機會
[00:14:19.280 --> 00:14:21.360]  去與以佛所教會的領袖
[00:14:21.360 --> 00:14:23.040]  從以佛所教會領袖
[00:14:23.040 --> 00:14:25.920]  去告訴他們
[00:14:25.920 --> 00:14:30.000]  將要怎樣去帶領以佛所教會的成長
[00:14:30.000 --> 00:14:33.200]  將會怎樣帶領以佛所的成長
[00:14:33.200 --> 00:14:37.600]  一兄姐妹作為牧者
[00:14:37.600 --> 00:14:41.600]  在一個堂會裡面做牧者
[00:14:41.600 --> 00:14:45.600]  你不是做那個堂會的老闆
[00:14:45.600 --> 00:14:49.840]  你不是做那個堂會的控制操控者
[00:14:49.840 --> 00:14:52.240]  你不是這個堂會的一個操控者
[00:14:52.240 --> 00:14:55.520]  很多時候有很多牧者做傳導人
[00:14:55.520 --> 00:14:58.400]  最大的操控者掉在這個陷阱裡面
[00:14:58.400 --> 00:15:00.640]  很多傳導者或者牧者
[00:15:00.640 --> 00:15:02.480]  就是掉入這樣的一個陷阱裡面
[00:15:02.480 --> 00:15:03.920]  結果怎麼樣呢?
[00:15:03.920 --> 00:15:04.640]  結局呢?
[00:15:04.640 --> 00:15:06.800]  就是自己去控制這個教會
[00:15:06.800 --> 00:15:08.800]  自己控制這個教會
[00:15:08.800 --> 00:15:12.320]  而不是為了教會的好處而去施捨
[00:15:12.320 --> 00:15:14.160]  而不是為了教會的好處而思想
[00:15:14.160 --> 00:15:15.360]  好像保羅一樣
[00:15:15.360 --> 00:15:18.480]  雖然三年在以佛所教會裡面
[00:15:18.480 --> 00:15:20.080]  雖然三年在以佛所教會裡面
[00:15:20.080 --> 00:15:22.000]  但是他從來不認同
[00:15:22.000 --> 00:15:26.320]  自己是一個要操控以佛所教會的領袖
[00:15:26.320 --> 00:15:29.520]  他從來不認同自己是一個可以操控以佛所教會的領袖
[00:15:29.520 --> 00:15:34.000]  因為真正教會的領導是我們的上帝主耶穌基督
[00:15:34.000 --> 00:15:36.880]  因為真正教會的領導是我們的主耶穌基督
[00:15:36.880 --> 00:15:40.400]  因此保羅在接下來這番話從第17節開始
[00:15:40.400 --> 00:15:42.880]  而接下來從17節開始
[00:15:42.880 --> 00:15:45.840]  經過了這麼奔波的勞碌的時候的路程
[00:15:45.840 --> 00:15:48.240]  他都仍然用這麼長的篇幅
[00:15:48.240 --> 00:15:51.040]  跟他們說一番肺腑之言
[00:15:51.040 --> 00:15:53.280]  經過這種長期的奔波之後
[00:15:53.280 --> 00:15:56.000]  他依然講一些肺腑之言
[00:15:56.000 --> 00:15:59.040]  這個就是今天我想跟大家一起去看一看
[00:15:59.040 --> 00:16:01.840]  這段經文的總共22節的經文
[00:16:01.840 --> 00:16:04.240]  從第17節開始有法的
[00:16:04.240 --> 00:16:06.720]  一直到最後最後的第38節
[00:16:06.720 --> 00:16:08.720]  想講些什麼給我們知道
[00:16:08.720 --> 00:16:11.520]  今天就跟大家分享從十幾節開始
[00:16:11.520 --> 00:16:13.760]  一直到最後38節
[00:16:13.760 --> 00:16:17.360]  我逐小段小段這樣講
[00:16:17.360 --> 00:16:18.880]  我們逐段逐段的講
[00:16:18.880 --> 00:16:21.200]  我不敢說話 我今天可以說完
[00:16:21.200 --> 00:16:22.560]  不敢講今天可以講
[00:16:22.560 --> 00:16:24.080]  我們先講一部分
[00:16:24.080 --> 00:16:25.040]  先講一部分
[00:16:25.040 --> 00:16:28.400]  我們先看頭的第18節到19節
[00:16:28.400 --> 00:16:30.400]  從到18到19節
[00:16:30.400 --> 00:16:32.640]  我們找到之後一場再讀多一次好不好?
[00:16:32.640 --> 00:16:34.080]  我們一起來讀一遍
[00:16:34.080 --> 00:16:35.520]  第18節
[00:16:35.520 --> 00:16:36.960]  18節
[00:16:36.960 --> 00:16:40.080]  他們來了 保羅就說
[00:16:40.080 --> 00:16:45.280]  你們知道自從我到阿西亞的日子以來
[00:16:45.280 --> 00:16:49.200]  在你們中間始終為人如河
[00:16:49.200 --> 00:16:52.320]  是鳳主凡是謙卑
[00:16:52.320 --> 00:16:56.800]  眼中流淚又因猶太人的謀害
[00:16:56.800 --> 00:16:58.400]  經歷是憐
[00:16:58.400 --> 00:17:00.560]  好 我們讀到這裡為止
[00:17:00.560 --> 00:17:02.880]  保羅在這裡指出一件事情
[00:17:02.880 --> 00:17:04.800]  保羅在這裡指出一件事
[00:17:04.800 --> 00:17:08.080]  保羅現在要去的侍奉
[00:17:08.080 --> 00:17:09.840]  保羅現在要去的侍奉
[00:17:09.840 --> 00:17:12.320]  與以佛所教會的仲大英姊妹
[00:17:12.320 --> 00:17:14.480]  其實看得非常清楚
[00:17:14.480 --> 00:17:17.520]  以佛所教會的弟兄姊妹看得非常清楚
[00:17:17.520 --> 00:17:18.880]  保羅是一個什麼樣的人呢?
[00:17:18.880 --> 00:17:20.080]  保羅是一個什麼樣的人呢?
