
[00:00:00.000 --> 00:00:06.000]  在今天崇拜講道之前我想提一件事情
[00:01:21.000 --> 00:01:24.000]  就是恩典的冠冕
[00:01:24.000 --> 00:01:26.000]  感謝 讚美你
[00:01:26.000 --> 00:01:29.000]  主啊 你的恩典好像盾牌那樣
[00:01:29.000 --> 00:01:32.000]  四面環繞著我們 保護我們
[00:01:32.000 --> 00:01:34.000]  救我們脫離凶惡
[00:01:34.000 --> 00:01:38.000]  讓我們可以安然地跟隨你走
[00:01:38.000 --> 00:01:40.000]  主你不單向我們施恩
[00:01:40.000 --> 00:01:43.000]  我們雖然不配 但你憐憫我們
[00:01:43.000 --> 00:01:46.000]  在我們最不值得你施恩的時刻
[00:01:46.000 --> 00:01:49.000]  你就這樣憐憫我們
[00:01:49.000 --> 00:01:50.000]  如今我們到你的面前來
[00:01:50.000 --> 00:01:52.000]  感謝 讚美我們的主
[00:01:52.000 --> 00:01:54.000]  天地的上帝
[00:01:54.000 --> 00:01:57.000]  也祈求主賜下你的恩賢
[00:01:57.000 --> 00:01:58.000]  因為我們知道
[00:01:58.000 --> 00:02:02.000]  我們生命最需要的是你自己的真道
[00:02:02.000 --> 00:02:04.000]  是天上的馬那
[00:02:04.000 --> 00:02:05.000]  求你這個時刻
[00:02:05.000 --> 00:02:08.000]  祈求你的聖靈賜下你的恩賢
[00:02:08.000 --> 00:02:10.000]  也讓我們在你的面前
[00:02:10.000 --> 00:02:12.000]  透過對你的敬拜
[00:02:12.000 --> 00:02:16.000]  我們的心靈可以再一次調準 向準你
[00:02:16.000 --> 00:02:19.000]  讓我們得著從你而來的恩惠
[00:02:19.000 --> 00:02:20.000]  我們仰望祈禱
[00:02:20.000 --> 00:02:22.000]  奉耶穌基督 聖名求
[00:02:22.000 --> 00:02:23.000]  阿們
[00:02:23.000 --> 00:02:27.000]  神憐憫我們的家庭
[00:02:27.000 --> 00:02:30.000]  縱使家庭當中有不和的事情
[00:02:30.000 --> 00:02:34.000]  又因為對神的不信而產生很多很多的困難
[00:02:34.000 --> 00:02:37.000]  但神仍然憐憫我們
[00:02:37.000 --> 00:02:39.000]  我記得有一次有一群弟兄姊妹
[00:02:39.000 --> 00:02:41.000]  分享他們信主的經過
[00:02:41.000 --> 00:02:44.000]  其中一對夫婦就講及他們之間的情形
[00:02:44.000 --> 00:02:46.000]  他們就告訴我們
[00:02:46.000 --> 00:02:48.000]  他們在未信主之前
[00:02:48.000 --> 00:02:50.000]  大家之間的關係很惡劣
[00:02:50.000 --> 00:02:53.000]  因為丈夫將全副精神放在工作上
[00:02:53.000 --> 00:02:55.000]  沒有理會到家庭
[00:02:55.000 --> 00:02:59.000]  而太太也只能夠集中精神在自己的子女上
[00:02:59.000 --> 00:03:02.000]  也沒有時間理會丈夫的情況
[00:03:02.000 --> 00:03:05.000]  因此兩人的關係越來越疏遠
[00:03:05.000 --> 00:03:07.000]  而且談不攏
[00:03:07.000 --> 00:03:08.000]  很難溝通
[00:03:08.000 --> 00:03:11.000]  後來他們之間有很多的爭執
[00:03:11.000 --> 00:03:13.000]  丈夫就離開了家庭
[00:03:13.000 --> 00:03:15.000]  在那段時間很奇妙
[00:03:15.000 --> 00:03:18.000]  神讓他們分別有教徒接觸他們
[00:03:18.000 --> 00:03:21.000]  帶他們去兩個不同的教會
[00:03:21.000 --> 00:03:26.000]  後來有一次這位男士來了北角宣道會
[00:03:26.000 --> 00:03:28.000]  他就想起
[00:03:28.000 --> 00:03:31.000]  或許我可以叫太太一起去教會崇拜
[00:03:31.000 --> 00:03:33.000]  於是就打電話給他
[00:03:33.000 --> 00:03:35.000]  問他可不可以陪我去教會崇拜
[00:03:35.000 --> 00:03:38.000]  他說你去崇拜嗎?我也有去崇拜
[00:03:38.000 --> 00:03:41.000]  你去哪間?我去哪間?
[00:03:41.000 --> 00:03:44.000]  然後他們兩個就來了北角宣道會崇拜
[00:03:45.000 --> 00:03:48.000]  後來他們就定期回來教會崇拜
[00:03:48.000 --> 00:03:52.000]  開始他們發覺之間可以聊天
[00:03:52.000 --> 00:03:54.000]  兩人都開始有改變
[00:03:54.000 --> 00:03:56.000]  而且發覺有好的溝通
[00:03:56.000 --> 00:03:59.000]  後來丈夫就搬回家住
[00:03:59.000 --> 00:04:01.000]  跟著他們一起參加浸泥班
[00:04:01.000 --> 00:04:04.000]  一起在同一屆的浸泥當中受洗
[00:04:04.000 --> 00:04:06.000]  我聽見他們見證的時候
[00:04:06.000 --> 00:04:08.000]  心裡很為他們感謝神
[00:04:08.000 --> 00:04:11.000]  好像在不可能的情況下
[00:04:11.000 --> 00:04:13.000]  他們兩個人改變了
[00:04:13.000 --> 00:04:16.000]  神更新了他們的關係
[00:04:16.000 --> 00:04:19.000]  神介入了他們的婚姻當中
[00:04:19.000 --> 00:04:21.000]  很多很多這樣的見證
[00:04:21.000 --> 00:04:22.000]  讓我們聽見的時候
[00:04:22.000 --> 00:04:23.000]  我們發覺家庭的問題
[00:04:23.000 --> 00:04:26.000]  不單單是我們自己獨力去面對
[00:04:26.000 --> 00:04:30.000]  而是神樂意去憐憫去恩待我們
[00:04:30.000 --> 00:04:32.000]  就算是軟弱的人
[00:04:32.000 --> 00:04:34.000]  或者是堅強的人
[00:04:34.000 --> 00:04:36.000]  好像今天我們所要說的阿伯拉罕
[00:04:36.000 --> 00:04:39.000]  他的信心為人都有他的軟弱
[00:04:39.000 --> 00:04:41.000]  但是神仍然憐憫
[00:04:41.000 --> 00:04:43.000]  介入他們的家庭當中
[00:04:43.000 --> 00:04:45.000]  帶給他們盼望
[00:04:45.000 --> 00:04:47.000]  因此我們一起思想
[00:04:47.000 --> 00:04:49.000]  神如何透過這些人的生命
[00:04:49.000 --> 00:04:51.000]  給我們今天的免禮
[00:04:51.000 --> 00:04:54.000]  我們一起看聖經的《創世紀》
[00:04:54.000 --> 00:04:56.000]  剛才讀的第十六章
[00:04:56.000 --> 00:05:00.000]  《創世紀》十六章之前的第十五章
[00:05:00.000 --> 00:05:03.000]  就看到神是應許阿伯拉罕
[00:05:03.000 --> 00:05:06.000]  將極大的祝福賜給他
[00:05:06.000 --> 00:05:09.000]  因為他不顧一切
[00:05:09.000 --> 00:05:12.000]  也去救助他的侄兒羅德
[00:05:12.000 --> 00:05:14.000]  因此神就應許他
[00:05:14.000 --> 00:05:16.000]  第十五章第一節
[00:05:16.000 --> 00:05:19.000]  「此事以後耶和華在異象中
[00:05:19.000 --> 00:05:21.000]  有話對阿伯拉罕說
[00:05:21.000 --> 00:05:22.000]  阿伯拉罕你不要懼怕
[00:05:22.000 --> 00:05:24.000]  我是你的盾牌
[00:05:24.000 --> 00:05:27.000]  必大大地賞賜你」
[00:05:27.000 --> 00:05:30.000]  神應許對他有大的賞賜
[00:05:30.000 --> 00:05:32.000]  但是當時的人來說
[00:05:32.000 --> 00:05:34.000]  如果沒有子沒有孫沒有後裔
[00:05:34.000 --> 00:05:37.000]  就不算甚麼賞賜
[00:05:37.000 --> 00:05:39.000]  所以當時他對神說
[00:05:39.000 --> 00:05:40.000]  「神啊我都沒有子孫
[00:05:40.000 --> 00:05:43.000]  你為甚麼說賞賜我呢?
[00:05:43.000 --> 00:05:44.000]  不如這樣吧
[00:05:44.000 --> 00:05:46.000]  你就賞賜給我的養子
[00:05:46.000 --> 00:05:47.000]  以利以謝吧」
[00:05:47.000 --> 00:05:49.000]  是他的養子
[00:05:49.000 --> 00:05:51.000]  神就說「不是
[00:05:51.000 --> 00:05:52.000]  從你所生的
[00:05:52.000 --> 00:05:54.000]  才是你真正的孩子」
[00:05:54.000 --> 00:05:55.000]  第四節
[00:05:55.000 --> 00:05:57.000]  「耶和華又有話對他說
[00:05:57.000 --> 00:06:00.000]  這人必不成為你的後裔
[00:06:00.000 --> 00:06:05.000]  你本身所生的才成為你的後裔」
[00:06:05.000 --> 00:06:07.000]  神就應許他
[00:06:07.000 --> 00:06:10.000]  在這件事發生之後
[00:06:10.000 --> 00:06:11.000]  一段很長的時間
[00:06:11.000 --> 00:06:13.000]  去到十六章第一節
[00:06:13.000 --> 00:06:16.000]  在當時阿伯拉罕的妻子撒萊
[00:06:16.000 --> 00:06:19.000]  就建議他們做一件事
[00:06:19.000 --> 00:06:21.000]  大家看第十六章第一節
[00:06:21.000 --> 00:06:26.000]  「阿伯拉罕的妻子撒萊不給他生兒女
[00:06:26.000 --> 00:06:29.000]  撒萊有一個侍女名叫夏格是埃及人
[00:06:29.000 --> 00:06:31.000]  撒萊對阿伯拉罕說
[00:06:31.000 --> 00:06:33.000]  耶和華使我不能生育
[00:06:33.000 --> 00:06:35.000]  求你和我的侍女同房
[00:06:35.000 --> 00:06:39.000]  或者我可以因她得孩子」
[00:06:39.000 --> 00:06:41.000]  然後大家去到第三節最後一句話
[00:06:41.000 --> 00:06:47.000]  「那時阿伯拉在迦南已經住了幾久了?
[00:06:47.000 --> 00:06:49.000]  十年了」
[00:06:49.000 --> 00:06:53.000]  從十五章神應許阿伯拉的恩賜之後
[00:06:53.000 --> 00:06:56.000]  差不多十年的時間
[00:06:56.000 --> 00:06:58.000]  但是仍然未見到跡象
[00:06:58.000 --> 00:07:00.000]  仍然沒有孩子
[00:07:00.000 --> 00:07:03.000]  因此撒萊心裏很焦急
[00:07:03.000 --> 00:07:07.000]  因為當時阿伯拉罕已經八十五歲
[00:07:07.000 --> 00:07:09.000]  他妻子少他十年
[00:07:09.000 --> 00:07:11.000]  所以當時已經七十五歲
[00:07:11.000 --> 00:07:14.000]  在人體已經是沒有可能的
[00:07:14.000 --> 00:07:16.000]  不會有機會生育的了
[00:07:16.000 --> 00:07:19.000]  所以那個時候撒萊心裏很焦急
[00:07:19.000 --> 00:07:22.000]  所以他就想了用自己的方法
[00:07:22.000 --> 00:07:25.000]  有些時候神應許我們恩典
[00:07:25.000 --> 00:07:27.000]  但我們未能夠等候
[00:07:27.000 --> 00:07:32.000]  用人的方法去承傳神的應許
[00:07:32.000 --> 00:07:34.000]  以為可以用自己的方法
[00:07:34.000 --> 00:07:37.000]  去得到自己想要的
[00:07:37.000 --> 00:07:39.000]  他的方法是什麼呢?
[00:07:39.000 --> 00:07:42.000]  他就說「不如我把我的侍女
[00:07:42.000 --> 00:07:46.000]  給我的丈夫做他的妾侍
[00:07:46.000 --> 00:07:48.000]  那他可以生孩子
[00:07:48.000 --> 00:07:50.000]  就可以成為我的孩子」
[00:07:50.000 --> 00:07:52.000]  聖經裏面所說
[00:07:52.000 --> 00:07:56.000]  撒萊心裏的侍女按照聖經原來的意思
[00:07:56.000 --> 00:08:01.000]  是表示撒萊獨自擁有的侍女
[00:08:01.000 --> 00:08:03.000]  是屬於他的
[00:08:03.000 --> 00:08:06.000]  因此他把自己屬於自己的侍女
[00:08:06.000 --> 00:08:10.000]  給了丈夫作為他的妾侍
[00:08:10.000 --> 00:08:15.000]  因此這個妾侍所生的孩子就屬於自己了
[00:08:15.000 --> 00:08:18.000]  所以他就想「不如我就這樣做」
[00:08:18.000 --> 00:08:20.000]  這種做法其實在當地的社會來說
[00:08:20.000 --> 00:08:22.000]  是很流行的做法
[00:08:22.000 --> 00:08:24.000]  但當他這樣做的時候
[00:08:24.000 --> 00:08:27.000]  其實他在做一件很錯的事情
[00:08:27.000 --> 00:08:30.000]  大家記得我們從小讀到大的時候就說
[00:08:30.000 --> 00:08:37.000]  「人要離開父母,與妻子聯合,二人成為一體」
[00:08:37.000 --> 00:08:41.000]  因為神的設計是一夫一妻的制度
[00:08:41.000 --> 00:08:43.000]  這是他創造的秩序
[00:08:43.000 --> 00:08:47.000]  但撒萊為了要得到他想要得到的孩子
[00:08:47.000 --> 00:08:49.000]  所以不理會神的旨意
[00:08:49.000 --> 00:08:52.000]  他就跟從了當時的風俗
[00:08:52.000 --> 00:08:54.000]  做了這件事情
[00:08:54.000 --> 00:08:58.000]  可以想像當時撒萊心裡很焦急
[00:08:58.000 --> 00:09:00.000]  因為作為一個婦女
[00:09:00.000 --> 00:09:01.000]  在當時的社會
[00:09:01.000 --> 00:09:10.000]  如果不能夠生育是一個最大的羞辱
[00:09:10.000 --> 00:09:13.000]  所以他心裡很難過
[00:09:13.000 --> 00:09:16.000]  他用盡一切方法希望得到孩子
[00:09:16.000 --> 00:09:21.000]  因此他用一個不是神所喜悅的方法
[00:09:21.000 --> 00:09:23.000]  各位弟兄姊妹
[00:09:23.000 --> 00:09:25.000]  有些時候我們要很警覺
[00:09:25.000 --> 00:09:28.000]  這個世界這個社會裡很多的觀念
[00:09:28.000 --> 00:09:32.000]  很多的方法好像很流行
[00:09:32.000 --> 00:09:37.000]  譬如說現在越來越多青年人選擇同居
[00:09:37.000 --> 00:09:40.000]  縱使好像很平常的做法
[00:09:40.000 --> 00:09:45.000]  但是流行的方法不一定是神所喜悅的方法
[00:09:45.000 --> 00:09:47.000]  我們要警覺它分別
[00:09:47.000 --> 00:09:50.000]  當時當撒萊用這個方法的時候
[00:09:50.000 --> 00:09:52.000]  沒錯好像有了一個孩子
[00:09:52.000 --> 00:09:56.000]  但是跟著他整個家庭就會吵吵鬧鬧
[00:09:56.000 --> 00:09:58.000]  很多的爭執
[00:09:58.000 --> 00:09:59.000]  很多的苦困
[00:09:59.000 --> 00:10:03.000]  隨著這個行動就一步一步地出現
[00:10:03.000 --> 00:10:05.000]  我們再看下面的經文
[00:10:05.000 --> 00:10:10.000]  在這段時間我們發覺
[00:10:10.000 --> 00:10:12.000]  當撒萊提出這個意見的時候
[00:10:12.000 --> 00:10:15.000]  阿伯蘭就聽從了他太太的意見
[00:10:15.000 --> 00:10:18.000]  可能他為了討厭他太太
[00:10:18.000 --> 00:10:20.000]  所以他就違背了神
[00:10:20.000 --> 00:10:24.000]  大家看回第十六章第二節最後一句話
[00:10:24.000 --> 00:10:34.000]  本來撒萊這樣提出的時候
[00:10:34.000 --> 00:10:39.000]  丈夫大概可以拒絕他提出的意見
[00:10:39.000 --> 00:10:43.000]  但是我相信可能當時阿伯蘭他有一種情緒
[00:10:43.000 --> 00:10:45.000]  十年了
[00:10:45.000 --> 00:10:48.000]  我猜他太太已經吵了很多次
[00:10:48.000 --> 00:10:52.000]  我們廣東人常常說日餓夜餓
[00:10:52.000 --> 00:10:57.000]  常常說為什麼你的神還沒有給我們孩子
[00:10:57.000 --> 00:10:59.000]  為什麼我們沒有小朋友
[00:10:59.000 --> 00:11:03.000]  可能他裡面很多的情緒常常很煩惱
[00:11:03.000 --> 00:11:05.000]  丈夫看到他這樣的情況
[00:11:05.000 --> 00:11:07.000]  因此遷就了他
[00:11:07.000 --> 00:11:10.000]  就聽從了他的意見
[00:11:10.000 --> 00:11:14.000]  感情有一種很大的牽引力
[00:11:14.000 --> 00:11:18.000]  有些時候令我們不自覺地違背神
[00:11:18.000 --> 00:11:20.000]  因此聖經上提
[00:11:20.000 --> 00:11:24.000]  唯獨神的旨意是永遠長存
[00:11:24.000 --> 00:11:27.000]  人要警覺著放下自己的感情
[00:11:27.000 --> 00:11:30.000]  說要能夠遵從神的話
[00:11:30.000 --> 00:11:34.000]  因此在當時阿伯蘭他遷就了這種感情
[00:11:34.000 --> 00:11:36.000]  他聽從了太太
[00:11:36.000 --> 00:11:40.000]  然後在整個家庭裡出現了很多的問題
[00:11:40.000 --> 00:11:44.000]  我想回到很久之前曾經看過一本報紙提及
[00:11:44.000 --> 00:11:47.000]  一位女士在銀行工作
[00:11:47.000 --> 00:11:50.000]  但是她因為想有一筆大金錢
[00:11:50.000 --> 00:11:56.000]  她就自己盜用了客戶帳戶裡的金錢
[00:11:56.000 --> 00:11:59.000]  經過一段時間之後被人發現
[00:11:59.000 --> 00:12:02.000]  然後被抓去坐牢上法庭
[00:12:02.000 --> 00:12:06.000]  法庭審的時候才發現原來她有一個男朋友
[00:12:06.000 --> 00:12:11.000]  這個男朋友很想女朋友幫他賺錢
[00:12:11.000 --> 00:12:14.000]  因為他要去還債
[00:12:14.000 --> 00:12:17.000]  因此這個女孩就不顧一切
[00:12:17.000 --> 00:12:22.000]  就自己盜竊這些金錢來供應給這個男朋友
[00:12:22.000 --> 00:12:28.000]  大家可以明白很明顯是一件不應該做的事情
[00:12:28.000 --> 00:12:30.000]  是害己害人的事情
[00:12:30.000 --> 00:12:33.000]  但是在感情的牽制之下
[00:12:33.000 --> 00:12:36.000]  他就做了一件錯事
[00:12:36.000 --> 00:12:41.000]  而之後就會在監獄裡過他一段日子
[00:12:41.000 --> 00:12:45.000]  曾經提及伯蘭他聽從了妻子
[00:12:45.000 --> 00:12:48.000]  後來你再看回另一件事情和類似的
[00:12:48.000 --> 00:12:51.000]  在第五節提到夏甲終於生了一個孩子
[00:12:51.000 --> 00:12:54.000]  然後他輕視他的主母薩萊
[00:12:54.000 --> 00:12:59.000]  然後第五節就提到薩萊就向丈夫投訴
[00:12:59.000 --> 00:13:01.000]  第六節大家看看
[00:13:01.000 --> 00:13:04.000]  阿伯蘭對薩萊說
[00:13:04.000 --> 00:13:08.000]  「侍女在你手下 你可以隨意待她」
[00:13:08.000 --> 00:13:11.000]  薩萊聽完之後就苦待夏甲
[00:13:11.000 --> 00:13:15.000]  他從薩萊面前逃走了
[00:13:15.000 --> 00:13:20.000]  當時當薩萊來到他投訴的時候
[00:13:20.000 --> 00:13:22.000]  阿伯蘭沒有說什麼話
[00:13:22.000 --> 00:13:26.000]  也沒有做什麼調停或糾正錯誤的地方
[00:13:26.000 --> 00:13:31.000]  沒有指出妻子那種內心可能有的妒忌
[00:13:31.000 --> 00:13:35.000]  他只說「你喜歡怎樣做就怎樣做」
[00:13:35.000 --> 00:13:40.000]  「侍女在你手下 你可以隨意待她」
[00:13:40.000 --> 00:13:45.000]  因此妻子得到鼓勵就苦待夏甲
[00:13:45.000 --> 00:13:51.000]  有些時候雖然未必是當事人自己做的事情
[00:13:51.000 --> 00:13:54.000]  但當他縱容某些事情
[00:13:54.000 --> 00:13:57.000]  而發生了一些對家庭的傷害
[00:13:57.000 --> 00:14:01.000]  他自己要承擔一定的責任
[00:14:01.000 --> 00:14:03.000]  有些人讀聖經的時候讀到這裡
[00:14:03.000 --> 00:14:10.000]  突然明白為什麼神容許希伯來人在埃及被苦待四百年
[00:14:10.000 --> 00:14:12.000]  或者應該是一個原因
[00:14:12.000 --> 00:14:20.000]  因為埃及的侍女在一開始的時候就受到希伯來人的苦待
[00:14:20.000 --> 00:14:26.000]  聖經提到這種情況產生了很多跟著有的問題
[00:14:26.000 --> 00:14:31.000]  為了討月自己的配偶而違背神 是神不起月的
[00:14:31.000 --> 00:14:35.000]  但接著再看的時候你發覺家庭裡的問題出現的時候
[00:14:35.000 --> 00:14:38.000]  大家就互相推卸責任了
[00:14:38.000 --> 00:14:42.000]  大家再看第十六章 剛才讀的第四節
[00:14:42.000 --> 00:14:46.000]  「亞伯蘭與夏甲同房 夏甲就懷了人
[00:14:46.000 --> 00:14:49.000]  他見自己有人 就小看他的主母
[00:14:49.000 --> 00:14:53.000]  夏內對亞伯蘭說:我因你受屈
[00:14:53.000 --> 00:14:56.000]  我將我的侍女放在你的懷中
[00:14:56.000 --> 00:14:59.000]  他見自己有了人 就小看我
[00:14:59.000 --> 00:15:03.000]  願耶穌華在你我中間判斷」
[00:15:03.000 --> 00:15:07.000]  當時夏甲他本來是侍女 一個婢女
[00:15:07.000 --> 00:15:11.000]  但現在提升了他的位置 是妾侍
[00:15:11.000 --> 00:15:14.000]  因此和主母好像是平起平坐
[00:15:14.000 --> 00:15:17.000]  再加上他有了新人 因此很高興
[00:15:17.000 --> 00:15:21.000]  認為他比自己的主母更加強
[00:15:21.000 --> 00:15:23.000]  因此就輕視他
[00:15:23.000 --> 00:15:27.000]  在輕視他的過程當中 夏內很委屈
[00:15:27.000 --> 00:15:31.000]  但他就馬上感覺是丈夫的責任
[00:15:31.000 --> 00:15:34.000]  所以他就說「我因你受屈」
[00:15:34.000 --> 00:15:38.000]  意思就是說我受委屈是你的責任
[00:15:38.000 --> 00:15:41.000]  為什麼呢?他也有他的理由
[00:15:41.000 --> 00:15:44.000]  因為他認為本來這個侍女是屬於我的
[00:15:44.000 --> 00:15:47.000]  我將我的婢女交給你
[00:15:47.000 --> 00:15:50.000]  你應該好好管教她
[00:15:50.000 --> 00:15:53.000]  現在她小看我 是你的責任
[00:15:53.000 --> 00:15:56.000]  因為你不小心地教導她
[00:15:56.000 --> 00:15:59.000]  以致她現在小看我了」
[00:15:59.000 --> 00:16:04.000]  很有趣的理論 或者是他心中的想法
[00:16:04.000 --> 00:16:07.000]  但大家都會很清楚看到
[00:16:07.000 --> 00:16:10.000]  如果你小心看經文的時候
[00:16:10.000 --> 00:16:15.000]  由始至終整件事情是誰引致的呢?
[00:16:15.000 --> 00:16:17.000]  是夏內自己
[00:16:17.000 --> 00:16:22.000]  好像夏內忘記了整件事情是他自己的主意
[00:16:22.000 --> 00:16:24.000]  是他提出的
[00:16:24.000 --> 00:16:29.000]  大家可能還記得伊甸園的時候
[00:16:29.000 --> 00:16:33.000]  當亞當吃了禁果
[00:16:33.000 --> 00:16:35.000]  當他面對神的時候
[00:16:35.000 --> 00:16:38.000]  神說「你是否吃了園中的禁果?」
[00:16:38.000 --> 00:16:41.000]  亞當怎麼說呢?
[00:16:41.000 --> 00:16:46.000]  「你賜給我的女人給我吃的
[00:16:46.000 --> 00:16:48.000]  不關我的事
[00:16:48.000 --> 00:16:52.000]  是你賜給我的女人 是她給我吃的
[00:16:52.000 --> 00:16:56.000]  責怪神和夏娃
[00:16:56.000 --> 00:16:58.000]  不關我的事」
[00:16:58.000 --> 00:17:01.000]  我們曾經說過家庭當中很多的不和
[00:17:01.000 --> 00:17:05.000]  其中一個關鍵的原因就是當人犯錯之後
[00:17:05.000 --> 00:17:08.000]  是不肯承認責任
[00:17:08.000 --> 00:17:11.000]  總是推卸責任 是他的錯
[00:17:11.000 --> 00:17:15.000]  「是你罵我 所以我才罵你」
[00:17:15.000 --> 00:17:16.000]  這些輔導員說
[00:17:16.000 --> 00:17:19.000]  通常其中一方就指責對方
[00:17:19.000 --> 00:17:23.000]  對方怎麼罵我 怎麼待我不好
[00:17:23.000 --> 00:17:25.000]  反過來問 為什麼他會這樣待你呢?
[00:17:25.000 --> 00:17:27.000]  他就會不出聲
[00:17:27.000 --> 00:17:28.000]  再問另一方的時候
[00:17:28.000 --> 00:17:33.000]  因為他先責罵我 所以我罵他
[00:17:33.000 --> 00:17:35.000]  只會說對方怎麼待自己
[00:17:35.000 --> 00:17:39.000]  不會說自己怎麼待對方
[00:17:39.000 --> 00:17:42.000]  很多時候 這些推卸的責任
[00:17:42.000 --> 00:17:47.000]  帶來了更深 更糾纏得深的問題
[00:17:47.000 --> 00:17:52.000]  一位女士 她自己見到丈夫工作
[00:17:52.000 --> 00:17:54.000]  沒有什麼晉升的機會
[00:17:54.000 --> 00:17:56.000]  因此不斷地鼓勵他們去進修
[00:17:56.000 --> 00:18:01.000]  多讀書 可以有機會進修 晉升
[00:18:01.000 --> 00:18:03.000]  丈夫本來不太願意
[00:18:03.000 --> 00:18:05.000]  後來接受了她的意見
[00:18:05.000 --> 00:18:07.000]  就出去再進修
[00:18:07.000 --> 00:18:08.000]  用很多時間
[00:18:08.000 --> 00:18:10.000]  因此很少時間陪家人
[00:18:10.000 --> 00:18:12.000]  很少時間陪太太
[00:18:12.000 --> 00:18:14.000]  後來太太很不開心
[00:18:14.000 --> 00:18:17.000]  有一次就一直罵丈夫
[00:18:17.000 --> 00:18:21.000]  「你只顧著這份工作 你都不理我」
[00:18:21.000 --> 00:18:23.000]  「只顧著進修 顧著上班」
[00:18:23.000 --> 00:18:26.000]  「家裡不是你的家」
[00:18:26.000 --> 00:18:30.000]  丈夫就說 「你不知道我要進修」
[00:18:30.000 --> 00:18:34.000]  「是你叫我去的」
[00:18:34.000 --> 00:18:37.000]  大家就開始爭吵
[00:18:37.000 --> 00:18:43.000]  究竟是誰的責任呢?
[00:18:43.000 --> 00:18:45.000]  兩個都有責任
[00:18:45.000 --> 00:18:48.000]  沒錯 有些時候 有些事情
[00:18:48.000 --> 00:18:50.000]  可能有錯誤的決定
[00:18:50.000 --> 00:18:54.000]  但後果是大家一起去承擔
[00:18:54.000 --> 00:18:57.000]  也一起承認自己有自己的責任
[00:18:57.000 --> 00:18:59.000]  這種情況之後
[00:18:59.000 --> 00:19:03.000]  能夠解決問題的機會就大大提高
[00:19:03.000 --> 00:19:06.000]  當大家一起願意面對自己的責任的時候
[00:19:06.000 --> 00:19:09.000]  很多事情就更容易去解決
[00:19:09.000 --> 00:19:12.000]  在當時的阿伯蘭面對這件事的時候
[00:19:12.000 --> 00:19:14.000]  撒萊就指責他
[00:19:14.000 --> 00:19:19.000]  「是你令到我受到傷害 受到委屈」
[00:19:19.000 --> 00:19:22.000]  而大家之間的關係就開始緊張
[00:19:22.000 --> 00:19:25.000]  在那時候 當他輔代夏甲的時候
[00:19:25.000 --> 00:19:28.000]  夏甲就在他面前逃走
[00:19:28.000 --> 00:19:32.000]  在這個情況之下 好像沒有什麼盼望
[00:19:32.000 --> 00:19:34.000]  但是神的憐憫
[00:19:34.000 --> 00:19:37.000]  這個時候很明顯地介入這個家庭
[00:19:37.000 --> 00:19:39.000]  大家一起再看第七節
[00:19:39.000 --> 00:19:46.000]  耶和華的使者在抗耶穌二的路上的水泉旁
[00:19:46.000 --> 00:19:48.000]  遇見他 遇見夏甲
[00:19:48.000 --> 00:19:52.000]  對他說 「撒萊的使女夏甲 你從哪裡來?
[00:19:52.000 --> 00:19:54.000]  會往哪裡去?」
[00:19:54.000 --> 00:19:57.000]  夏甲就說 「我從我的主母撒萊面前逃走」
[00:19:57.000 --> 00:20:00.000]  「我從我的主母撒萊面前逃出來」
