
[00:00:00.000 --> 00:00:07.000]  今晚我們去到以西傑書第12章和第13章
[00:02:16.000 --> 00:02:18.000]  是政治上的領袖
[00:02:18.000 --> 00:02:22.000]  但是這些領袖就誤導人們說沒事的
[00:02:22.000 --> 00:02:25.000]  我們好像在鑊裡面的肉一樣
[00:02:25.000 --> 00:02:27.000]  有沒有鑊來保護著我們
[00:02:27.000 --> 00:02:28.000]  我們是沒事的
[00:02:28.000 --> 00:02:30.000]  你照樣可以做你的事
[00:02:30.000 --> 00:02:33.000]  因為我們這裡是耶路撒冷
[00:02:33.000 --> 00:02:35.000]  我們這裡是聖殿的地方
[00:02:35.000 --> 00:02:36.000]  所以一定沒事
[00:02:36.000 --> 00:02:38.000]  你無論做什麼都沒事的
[00:02:38.000 --> 00:02:42.000]  所以這四章就是在這裡
[00:02:42.000 --> 00:02:47.000]  以世傑應該是向那些長老來講解
[00:02:47.000 --> 00:02:50.000]  我們現在到12和13章
[00:02:50.000 --> 00:02:55.000]  12和13章其實那個分段是很容易的
[00:02:55.000 --> 00:02:58.000]  因為它裡面是有六句都是說
[00:02:58.000 --> 00:03:01.000]  「夜和華的華淋到我」
[00:03:01.000 --> 00:03:02.000]  你看第一節
[00:03:02.000 --> 00:03:05.000]  第一節「夜和華的華淋到我」
[00:03:05.000 --> 00:03:11.000]  然後上帝幫以世傑在下面講了一段說話
[00:03:11.000 --> 00:03:16.000]  然後好像又再一段可能是繼續下去的
[00:03:16.000 --> 00:03:18.000]  但是又可能是揭一揭的
[00:03:18.000 --> 00:03:21.000]  「夜和華的華淋到我」
[00:03:21.000 --> 00:03:24.000]  第二章是在第八節那裡
[00:03:24.000 --> 00:03:27.000]  第三章就下去到第17節
[00:03:27.000 --> 00:03:30.000]  「夜和華的華淋到我」
[00:03:30.000 --> 00:03:35.000]  21節「夜和華的華淋到我」那個是第四個
[00:03:35.000 --> 00:03:37.000]  第五句出現的
[00:03:37.000 --> 00:03:42.000]  「夜和華的華淋到我」就是12章第26節
[00:03:42.000 --> 00:03:45.000]  然後去到第13章第一節
[00:03:45.000 --> 00:03:50.000]  整個13章都是講到假先知
[00:03:50.000 --> 00:03:53.000]  「夜和華的華淋到我」
[00:03:53.000 --> 00:03:57.000]  所以這裡有六句「夜和華的華淋到我」
[00:03:57.000 --> 00:04:00.000]  就是經以世傑的口講出來就是說
[00:04:00.000 --> 00:04:03.000]  這些話語不是我自己想出來
[00:04:03.000 --> 00:04:05.000]  我自己講出來的
[00:04:05.000 --> 00:04:08.000]  這些話語是神特別交代我
[00:04:08.000 --> 00:04:10.000]  我作為先知
[00:04:10.000 --> 00:04:12.000]  先知就是傳話的
[00:04:12.000 --> 00:04:15.000]  先知不是自己想出來講的
[00:04:15.000 --> 00:04:18.000]  他所有的話都是夜和華所賜給他的
[00:04:18.000 --> 00:04:21.000]  所以這裡我們可以有六段
[00:04:21.000 --> 00:04:24.000]  這六段其實都有關聯
[00:04:24.000 --> 00:04:27.000]  但是一會兒我們希望能夠有足夠的時間
[00:04:27.000 --> 00:04:29.000]  我們去到第13章
[00:04:29.000 --> 00:04:32.000]  我們特別是要看假先知這件事
[00:04:32.000 --> 00:04:35.000]  假先知這件事在聖經裡面是很重要的
[00:04:35.000 --> 00:04:38.000]  在我這裡的notebook那裡有說
[00:04:38.000 --> 00:04:42.000]  假先知這件事是由亞當夏威在伊甸園
[00:04:42.000 --> 00:04:48.000]  魔鬼已經是用一些假的話語
[00:04:48.000 --> 00:04:51.000]  假先知就是他冒充神
[00:04:51.000 --> 00:04:55.000]  用假的話語來誘惑人
[00:04:55.000 --> 00:04:57.000]  一直到世界的終結
[00:04:57.000 --> 00:04:58.000]  去到啟示錄
[00:04:58.000 --> 00:05:00.000]  我們一起查啟示錄的時候
[00:05:00.000 --> 00:05:04.000]  你都記得會有一個假先知的出現
[00:05:04.000 --> 00:05:07.000]  這個是最後一個假先知
[00:05:07.000 --> 00:05:10.000]  所以是在人類整個的歷史裡面
[00:05:10.000 --> 00:05:13.000]  包括我們今天所處的環境
[00:05:13.000 --> 00:05:15.000]  假先知都是很猖狂
[00:05:15.000 --> 00:05:19.000]  這個是魔鬼以假亂真的手法之一
[00:05:19.000 --> 00:05:22.000]  就是有假先知的出現
[00:05:22.000 --> 00:05:25.000]  就是說我告訴你神是這樣告訴我
[00:05:25.000 --> 00:05:28.000]  但是其實那些話語不是從神那裡來
[00:05:28.000 --> 00:05:29.000]  是從魔鬼那裡來的
[00:05:29.000 --> 00:05:30.000]  這個是很嚴重的
[00:05:30.000 --> 00:05:32.000]  我們大家都要明白
[00:05:32.000 --> 00:05:34.000]  我們先回到上去
[00:05:34.000 --> 00:05:37.000]  第十二章第一段話語
[00:05:37.000 --> 00:05:40.000]  第一段話語就是第一節
[00:05:40.000 --> 00:05:42.000]  一直到第七節
[00:05:42.000 --> 00:05:44.000]  第八節就開始第二段
[00:05:44.000 --> 00:05:46.000]  耶和華的話語臨到我
[00:05:46.000 --> 00:05:51.000]  所以第一段就是由第一節去到第七節
[00:05:51.000 --> 00:05:52.000]  第一節去到第七節
[00:05:52.000 --> 00:05:54.000]  當我們看的時候
[00:05:54.000 --> 00:05:57.000]  我們就好像回到第四章
[00:05:57.000 --> 00:05:59.000]  你記得第四章嗎
[00:05:59.000 --> 00:06:01.000]  第四章神吩咐以西傑
[00:06:01.000 --> 00:06:03.000]  要找一塊磚畫耶路撒冷
[00:06:03.000 --> 00:06:10.000]  然後又要他向左邊側臥三百九十天
[00:06:10.000 --> 00:06:12.000]  又向右臥四十天
[00:06:12.000 --> 00:06:16.000]  這些行動好像演戲一樣
[00:06:16.000 --> 00:06:18.000]  是一個實物教材
[00:06:18.000 --> 00:06:20.000]  吸引人們注意
[00:06:20.000 --> 00:06:22.000]  裡面是有意思的
[00:06:22.000 --> 00:06:25.000]  在這裡第一節到第七節
[00:06:25.000 --> 00:06:30.000]  好像神又是叫他來做一些事情
[00:06:30.000 --> 00:06:33.000]  但我們首先來看第二節
[00:06:33.000 --> 00:06:35.000]  第二節他說人子
[00:06:35.000 --> 00:06:37.000]  我們以前都提過
[00:06:37.000 --> 00:06:40.000]  以西傑是被稱為人子
[00:06:40.000 --> 00:06:43.000]  舊約聖經是唯一一個
[00:06:43.000 --> 00:06:46.000]  除了誕以禮一次被神稱為人子
[00:06:46.000 --> 00:06:48.000]  所有的先知當中
[00:06:48.000 --> 00:06:51.000]  只有以西傑神是稱他為人子的
[00:06:51.000 --> 00:06:54.000]  所以有人說他是代表主耶穌
[00:06:54.000 --> 00:06:56.000]  主耶穌也自稱為人子
[00:06:56.000 --> 00:06:59.000]  所以以西傑是一個很特別的先知
[00:06:59.000 --> 00:07:02.000]  他說你住在撥翼的家中
[00:07:02.000 --> 00:07:06.000]  這個撥翼當然是指這幫以色列人
[00:07:06.000 --> 00:07:10.000]  無論是留在耶路撒冷未被擄的
[00:07:10.000 --> 00:07:13.000]  還是這一幫一萬多人已經被擄的呢
[00:07:13.000 --> 00:07:17.000]  神都將他放在一起說這幫人都是撥翼的
[00:07:17.000 --> 00:07:19.000]  這幫人是不聽話的
[00:07:19.000 --> 00:07:21.000]  撥翼之家第二節提了兩次
[00:07:21.000 --> 00:07:25.000]  然後第三節又再說是撥翼之家
[00:07:25.000 --> 00:07:29.000]  到了第九節第二段話的時候
[00:07:29.000 --> 00:07:33.000]  他都說人子以色列家就是那撥翼之家
[00:07:33.000 --> 00:07:38.000]  撥翼就是不聽話背叛神
[00:07:38.000 --> 00:07:40.000]  他們應該認識神的
[00:07:40.000 --> 00:07:43.000]  他不敬拜神反而去拜偶像
[00:07:43.000 --> 00:07:47.000]  我經常都說世界上只有一個民族是絕對不應該拜偶像
[00:07:47.000 --> 00:07:49.000]  因為他絕對應該認識神的
[00:07:49.000 --> 00:07:51.000]  就是神所揀選的民族
[00:07:51.000 --> 00:07:53.000]  因為神是介入他們的歷史裏面
[00:07:53.000 --> 00:07:55.000]  他們不可能說我不認識神的
[00:07:55.000 --> 00:07:57.000]  因為神是在他們的歷史當中
[00:07:57.000 --> 00:08:02.000]  由英許阿巴拉罕
[00:08:02.000 --> 00:08:06.000]  由他們去到埃及將他們拯救出來
[00:08:06.000 --> 00:08:09.000]  而且神給他們的民族有一個特性
[00:08:09.000 --> 00:08:13.000]  就是他們會將他們的歷史一代一代說下去
[00:08:13.000 --> 00:08:15.000]  所以他們是應該很認識神的
[00:08:15.000 --> 00:08:17.000]  所以他們去拜偶像
[00:08:17.000 --> 00:08:20.000]  這個就真是難怪神這麼心痛
[00:08:20.000 --> 00:08:22.000]  叫他們做撥翼之家
[00:08:22.000 --> 00:08:29.000]  然後他這裏就說他們是有眼睛看不見
[00:08:29.000 --> 00:08:32.000]  有耳朵就聽不見
[00:08:32.000 --> 00:08:36.000]  就是說這幫人是有眼睛但是看不到
[00:08:36.000 --> 00:08:39.000]  有耳朵但是聽不到神的話
[00:08:39.000 --> 00:08:42.000]  這個就是撥翼的人的一個特性
[00:08:42.000 --> 00:08:45.000]  就是他不看不聽不理
[00:08:45.000 --> 00:08:50.000]  這個看不到這裏有幾個意思
[00:08:50.000 --> 00:08:56.000]  看不到當然是他看不到神的審判將會來到
[00:08:56.000 --> 00:08:58.000]  看不到事情的嚴重
[00:08:58.000 --> 00:09:04.000]  看不到還有幾年就整個耶路撒冷會被攻陷
[00:09:04.000 --> 00:09:09.000]  他們看不到有個意思就是
[00:09:09.000 --> 00:09:13.000]  如果說那幫是被擄在巴比倫那幫
[00:09:13.000 --> 00:09:16.000]  說他們看不到可能有個意思就是說
[00:09:16.000 --> 00:09:18.000]  他們不會再見到耶路撒冷
[00:09:18.000 --> 00:09:21.000]  那幫人是以後都不能回去的
[00:09:21.000 --> 00:09:25.000]  還有一個看不到這裏神特別是看不到
[00:09:25.000 --> 00:09:27.000]  眼睛看不到
[00:09:27.000 --> 00:09:30.000]  尤其是去到第十三節
[00:09:30.000 --> 00:09:31.000]  你看到第十三節
[00:09:31.000 --> 00:09:33.000]  第十三節最後那裏他說
[00:09:33.000 --> 00:09:38.000]  他須死在那裏卻看不見那地
[00:09:38.000 --> 00:09:39.000]  看不到
[00:09:39.000 --> 00:09:42.000]  但去到第十三節說看不到
[00:09:42.000 --> 00:09:45.000]  特別是指一個人的指一個他
[00:09:45.000 --> 00:09:50.000]  我們看下去會看到那個他是指當時的王
[00:09:50.000 --> 00:09:51.000]  就是西底加王
[00:09:51.000 --> 00:09:54.000]  這個是南國最後一個王
[00:09:54.000 --> 00:09:56.000]  為何他會看不到
[00:09:56.000 --> 00:10:00.000]  這個簡直是說他當時會被整盲的眼睛
[00:10:00.000 --> 00:10:01.000]  很慘的
[00:10:01.000 --> 00:10:02.000]  他那個下場很慘的
[00:10:02.000 --> 00:10:04.000]  一會兒我們再看下去
[00:10:04.000 --> 00:10:05.000]  所以神在這裏說
[00:10:05.000 --> 00:10:07.000]  眼睛看不到耳朵看不到
[00:10:07.000 --> 00:10:10.000]  不單是心靈的眼睛是封閉了
[00:10:10.000 --> 00:10:12.000]  而且是真的
[00:10:12.000 --> 00:10:14.000]  當神的懲罰臨到的時候
[00:10:14.000 --> 00:10:18.000]  西底加王是直接失去了他的視力
[00:10:18.000 --> 00:10:21.000]  這裏我們看一看那裏
[00:10:21.000 --> 00:10:24.000]  我們有三段經文我們要看一看
[00:10:24.000 --> 00:10:27.000]  就是神一直都說這些以色列人
[00:10:27.000 --> 00:10:31.000]  這些選民是眼睛看不到的
[00:10:31.000 --> 00:10:33.000]  盲的又聾的
[00:10:33.000 --> 00:10:35.000]  聽不到神的話語的
[00:10:35.000 --> 00:10:39.000]  第一段經文在生命記第29章第四節
[00:10:39.000 --> 00:10:43.000]  摩西召了以色列眾人來
[00:10:43.000 --> 00:10:45.000]  對他們說
[00:10:45.000 --> 00:10:48.000]  耶和華在埃及地在你們眼前向法老和
[00:10:48.000 --> 00:10:52.000]  他眾神報並他全地所行一切的事
[00:10:52.000 --> 00:10:54.000]  你們都看見了
[00:10:54.000 --> 00:10:56.000]  是在眾目睽睽之下
[00:10:56.000 --> 00:10:58.000]  神施行拯救的
[00:10:58.000 --> 00:11:00.000]  這個是在第60頁
[00:11:00.000 --> 00:11:04.000]  前面那些是經文
[00:11:04.000 --> 00:11:08.000]  他說就是你親眼看見
[00:11:08.000 --> 00:11:11.000]  大的事業和神蹟
[00:11:11.000 --> 00:11:13.000]  看到紅海開了
[00:11:13.000 --> 00:11:17.000]  看到神從埃及地救他們出來
[00:11:17.000 --> 00:11:20.000]  看到紅海覆蓋了
[00:11:20.000 --> 00:11:23.000]  掩蓋了那些埃及的冰丁
[00:11:23.000 --> 00:11:25.000]  他們全部都看到了
[00:11:25.000 --> 00:11:28.000]  然後一代一代說給子孫聽
[00:11:28.000 --> 00:11:32.000]  到今天你都沒有洗你心裏面能夠明白
[00:11:32.000 --> 00:11:35.000]  眼能夠看見耳能夠聽見
[00:11:35.000 --> 00:11:37.000]  這個是幾百年前
[00:11:37.000 --> 00:11:40.000]  當摩西帶他們出來的時候
[00:11:40.000 --> 00:11:43.000]  他們40年在抗野時常常埋怨
[00:11:43.000 --> 00:11:46.000]  由摩西不在去拜偶像
[00:11:46.000 --> 00:11:49.000]  他們的本性是很博弈的
[00:11:49.000 --> 00:11:51.000]  連祖先都是這樣
[00:11:51.000 --> 00:11:56.000]  在摩西時代摩西已經說是你們看不到你聽不到
[00:11:56.000 --> 00:11:59.000]  然後第二段經文我們看以塞亞書第六章
[00:11:59.000 --> 00:12:01.000]  跟著在你的筆記那裏有
[00:12:01.000 --> 00:12:05.000]  以塞亞是主前大概700年
[00:12:05.000 --> 00:12:08.000]  距離耶利米的時代
[00:12:08.000 --> 00:12:12.000]  大概590年就已經過了100年了
[00:12:12.000 --> 00:12:14.000]  這是100年前
[00:12:14.000 --> 00:12:17.000]  我們以前在查以塞亞書的時候
[00:12:17.000 --> 00:12:20.000]  是早過那時還未被露的
[00:12:20.000 --> 00:12:21.000]  那時還有百多年
[00:12:21.000 --> 00:12:24.000]  神已經透過以塞亞猛在警告他們了
[00:12:24.000 --> 00:12:27.000]  但100年他們都是不聽
[00:12:27.000 --> 00:12:29.000]  在100年前
[00:12:29.000 --> 00:12:32.000]  甚至以塞亞開始傳福音的時候
[00:12:32.000 --> 00:12:35.000]  大概距離現在是150年
[00:12:35.000 --> 00:12:38.000]  以塞亞書第六章第九至第十節
[00:12:38.000 --> 00:12:39.000]  他説
[00:12:39.000 --> 00:12:40.000]  這個神跟他說
[00:12:40.000 --> 00:12:42.000]  你去告訴這百姓說
[00:12:42.000 --> 00:12:45.000]  你們聽是聽見卻不明白
[00:12:45.000 --> 00:12:48.000]  看是看見卻不曉得
[00:12:48.000 --> 00:12:50.000]  要使這百姓心懵之憂
[00:12:50.000 --> 00:12:52.000]  耳朵發沉
[00:12:52.000 --> 00:12:54.000]  眼睛昏迷恐怕
[00:12:54.000 --> 00:12:57.000]  眼睛看見耳朵聽見
[00:12:57.000 --> 00:12:58.000]  心裏明白
[00:12:58.000 --> 00:12:59.000]  回轉過來
[00:12:59.000 --> 00:13:00.000]  便得意字
[00:13:00.000 --> 00:13:02.000]  就是這幫人都是盲的
[00:13:02.000 --> 00:13:03.000]  都是聾的
[00:13:03.000 --> 00:13:05.000]  一向都是這樣的
[00:13:05.000 --> 00:13:07.000]  最後一節的經文就是
[00:13:07.000 --> 00:13:10.000]  耶利米書第五章第21節
[00:13:10.000 --> 00:13:15.000]  耶利米是跟以西傑是同期的
[00:13:15.000 --> 00:13:19.000]  耶利米年紀比以西傑大
[00:13:19.000 --> 00:13:21.000]  他是在耶路撒冷那裏
[00:13:21.000 --> 00:13:24.000]  一直在傳說神的華語
[00:13:24.000 --> 00:13:26.000]  但他沒有被露
[00:13:26.000 --> 00:13:28.000]  以西傑是第二批被露
[00:13:28.000 --> 00:13:34.000]  耶利米應該是已經年紀很大了
[00:13:34.000 --> 00:13:36.000]  耶利米應該是沒有被露的
[00:13:36.000 --> 00:13:38.000]  因為他在被露之前
[00:13:38.000 --> 00:13:44.000]  距離現在以西傑說的話
[00:13:44.000 --> 00:13:46.000]  幾年內他便離開世界
[00:13:46.000 --> 00:13:48.000]  他沒有被露
[00:13:48.000 --> 00:13:52.000]  這裡是他還在耶路撒冷那裏
[00:13:52.000 --> 00:13:54.000]  在傳說神的華語
[00:13:54.000 --> 00:13:57.000]  他和以西傑大家所說的
[00:13:57.000 --> 00:13:59.000]  都是很接近
[00:13:59.000 --> 00:14:01.000]  因為是神給他同樣的信息
[00:14:01.000 --> 00:14:04.000]  一個跟耶路撒冷那裏的人說
[00:14:04.000 --> 00:14:07.000]  一個跟在巴比倫那裏的人說
[00:14:07.000 --> 00:14:09.000]  都是說你們再這樣
[00:14:09.000 --> 00:14:11.000]  很快去審判便來的了
[00:14:11.000 --> 00:14:12.000]  就不行了
[00:14:12.000 --> 00:14:14.000]  耶利米書第五章第21節
[00:14:14.000 --> 00:14:16.000]  愚昧無知的百姓呀
[00:14:16.000 --> 00:14:20.000]  你們有眼不看有耳不聽
[00:14:20.000 --> 00:14:23.000]  現在當聽者話
[00:14:23.000 --> 00:14:25.000]  但猶太人的歷史很可惜
[00:14:25.000 --> 00:14:27.000]  到今日都是眼看不到
[00:14:27.000 --> 00:14:29.000]  耳聽不到
[00:14:29.000 --> 00:14:31.000]  一個這麼聰明的民族
[00:14:31.000 --> 00:14:33.000]  神祝福他
[00:14:33.000 --> 00:14:35.000]  他們什麼都厲害的
[00:14:35.000 --> 00:14:37.000]  猶太人什麼都厲害的
[00:14:37.000 --> 00:14:40.000]  但是竟然舊主在他面前請求他們
[00:14:40.000 --> 00:14:42.000]  來到他們當中
[00:14:42.000 --> 00:14:44.000]  舊主都是猶太人
[00:14:44.000 --> 00:14:46.000]  他們不單止不認識他
[00:14:46.000 --> 00:14:47.000]  而且還要怎樣呢
[00:14:47.000 --> 00:14:49.000]  盯他在十字架上
[00:14:49.000 --> 00:14:51.000]  到今日我們都明白了
[00:14:51.000 --> 00:14:54.000]  他們都不肯看新約
[00:14:54.000 --> 00:14:56.000]  你不看新約好了
[00:14:56.000 --> 00:14:58.000]  我們查爾塞亞書的時候說
[00:14:58.000 --> 00:15:00.000]  去到第53章
[00:15:00.000 --> 00:15:02.000]  53章受苦的僕人
[00:15:02.000 --> 00:15:04.000]  將耶穌的一生全部說出來
[00:15:04.000 --> 00:15:06.000]  但是他們有很多的推搪
[00:15:06.000 --> 00:15:08.000]  說那一章不是說耶穌
[00:15:08.000 --> 00:15:11.000]  那一章是說上帝是很有恩慈
[00:15:11.000 --> 00:15:13.000]  但那裏不是說耶穌
[00:15:13.000 --> 00:15:15.000]  很多很多的理由
[00:15:15.000 --> 00:15:18.000]  甚至他們的拉比不說第53章
[00:15:18.000 --> 00:15:20.000]  因為很難解釋
[00:15:20.000 --> 00:15:22.000]  很難解釋為何那個不是耶穌呢
[00:15:22.000 --> 00:15:24.000]  耶穌的一生是這麼貼切
[00:15:24.000 --> 00:15:26.000]  你們還在等利塞亞
[00:15:26.000 --> 00:15:27.000]  利塞亞已經來了
[00:15:27.000 --> 00:15:28.000]  他們看不到
[00:15:28.000 --> 00:15:30.000]  因為眼睛看不到
[00:15:30.000 --> 00:15:34.000]  這裏爾西傑要做一些事
[00:15:34.000 --> 00:15:36.000]  神吩咐他
[00:15:36.000 --> 00:15:37.000]  第三節
[00:15:37.000 --> 00:15:38.000]  人子啊
[00:15:38.000 --> 00:15:41.000]  你要預備腦去使用的物件
[00:15:41.000 --> 00:15:42.000]  收拾東西
[00:15:42.000 --> 00:15:44.000]  收拾東西被腦
[00:15:44.000 --> 00:15:45.000]  要走人
[00:15:45.000 --> 00:15:46.000]  要逃難
[00:15:46.000 --> 00:15:48.000]  這個當然就是做出來
[00:15:48.000 --> 00:15:50.000]  做出來給那裏的人看
[00:15:50.000 --> 00:15:51.000]  他已經被腦了
[00:15:51.000 --> 00:15:54.000]  為何還要收拾東西被腦呢
[00:15:54.000 --> 00:15:58.000]  原來這個是預言將來他們
[00:15:58.000 --> 00:16:01.000]  耶路撒冷被護衛的時候
[00:16:01.000 --> 00:16:04.000]  到最後的時候他們知道不行了
[00:16:04.000 --> 00:16:08.000]  他們就要在牆的洞裏走
[00:16:08.000 --> 00:16:10.000]  要向外出走
[00:16:10.000 --> 00:16:13.000]  因為不能夠再靠那個城牆來保護他們
[00:16:13.000 --> 00:16:15.000]  所以這裏要
[00:16:15.000 --> 00:16:18.000]  爾西傑是預備被腦去的物件
[00:16:18.000 --> 00:16:20.000]  然後在白天的時候
[00:16:20.000 --> 00:16:21.000]  做給他們看
[00:16:21.000 --> 00:16:23.000]  就要搬東西去別處
[00:16:23.000 --> 00:16:27.000]  從你所住的地方移到別處去
[00:16:27.000 --> 00:16:29.000]  他們雖然是撥逆之家
[00:16:29.000 --> 00:16:30.000]  雖然那些人這麼撥逆
[00:16:30.000 --> 00:16:34.000]  但是都讓他們可以想一想
[00:16:34.000 --> 00:16:37.000]  這裏解經家就說
[00:16:37.000 --> 00:16:41.000]  這裏到底是做給誰看呢
[00:16:41.000 --> 00:16:45.000]  是做給巴比倫那裏已經被腦的人看
[00:16:45.000 --> 00:16:48.000]  還是做給耶路撒冷那裏的人看
[00:16:48.000 --> 00:16:50.000]  他現在是在巴比倫那裏
[00:16:50.000 --> 00:16:53.000]  他怎樣做到給耶路撒冷那些人看呢
[00:16:53.000 --> 00:16:56.000]  他一生沒有回去
[00:16:56.000 --> 00:16:57.000]  除了在意象裏面
[00:16:57.000 --> 00:17:00.000]  他回去但是他實際是沒有回去
[00:17:00.000 --> 00:17:03.000]  但是這裏說是他真的在做
[00:17:03.000 --> 00:17:05.000]  沒有說他做給耶路撒冷的人看
[00:17:05.000 --> 00:17:08.000]  所以很明顯這裏是他做給被腦
[00:17:08.000 --> 00:17:10.000]  在巴比倫那裏的人看
[00:17:10.000 --> 00:17:12.000]  那些人已經被腦了
[00:17:12.000 --> 00:17:15.000]  為甚麼還要做給他看呢
[00:17:15.000 --> 00:17:16.000]  已經被腦了
[00:17:16.000 --> 00:17:18.000]  不用再警告他們了
[00:17:18.000 --> 00:17:20.000]  他們已經來了
[00:17:20.000 --> 00:17:23.000]  這裏我想裏面有個意思就是
[00:17:23.000 --> 00:17:27.000]  這幫被腦去的都是撥逆之家
[00:17:27.000 --> 00:17:29.000]  都是不認識神
[00:17:29.000 --> 00:17:33.000]  他們在那裏聽那些假先知在那裏說
[00:17:33.000 --> 00:17:34.000]  一會我們會看
[00:17:34.000 --> 00:17:36.000]  假先知不單止是耶路撒冷
[00:17:36.000 --> 00:17:37.000]  假先知也是巴比倫
[00:17:37.000 --> 00:17:39.000]  遍地都是假先知
[00:17:39.000 --> 00:17:42.000]  假先知全港的信息就是說
[00:17:42.000 --> 00:17:43.000]  你們不用怕
[00:17:43.000 --> 00:17:46.000]  就回去的了耶路撒冷沒事的
[00:17:46.000 --> 00:17:48.000]  你暫時在這裏
[00:17:48.000 --> 00:17:50.000]  一會我們會看
[00:17:50.000 --> 00:17:54.000]  耶利米和那些假先知一段的辯駁
[00:17:54.000 --> 00:17:57.000]  那些假先知講明就是說
[00:17:57.000 --> 00:17:59.000]  兩年之內就碰到了
[00:17:59.000 --> 00:18:01.000]  他們就回去的了
[00:18:01.000 --> 00:18:04.000]  所以他們就想著我們暫時在這裏
[00:18:04.000 --> 00:18:07.000]  但是耶利米在這裏要做給他看
[00:18:07.000 --> 00:18:08.000]  就是不是的
[00:18:08.000 --> 00:18:11.000]  你現在來到被腦
[00:18:11.000 --> 00:18:13.000]  這個一直都會在這裏
[00:18:13.000 --> 00:18:14.000]  你不能回去的
[00:18:14.000 --> 00:18:17.000]  而且告訴他們
[00:18:17.000 --> 00:18:20.000]  那裏在耶路撒冷那裏的人
[00:18:20.000 --> 00:18:22.000]  不單止他那裏不是沒事
[00:18:22.000 --> 00:18:23.000]  你就來回去
[00:18:23.000 --> 00:18:24.000]  他那裏都不行
[00:18:24.000 --> 00:18:27.000]  是他日後要被腦來這裏
[00:18:27.000 --> 00:18:30.000]  所以做給被腦的人看
[00:18:30.000 --> 00:18:33.000]  就說你們會在這裏很長的時間
[00:18:33.000 --> 00:18:36.000]  並且耶路撒冷那裏都不行
[00:18:36.000 --> 00:18:39.000]  他們日後都要被腦到這裏來
[00:18:39.000 --> 00:18:42.000]  好了他白天收拾了一些東西
[00:18:42.000 --> 00:18:44.000]  然後第四節
[00:18:44.000 --> 00:18:45.000]  收拾了一些東西
[00:18:45.000 --> 00:18:47.000]  在他們眼前做給他們看
[00:18:47.000 --> 00:18:48.000]  背著東西走
[00:18:48.000 --> 00:18:49.000]  走爛
[00:18:49.000 --> 00:18:53.000]  好像預備腦去使用的物
[00:18:53.000 --> 00:18:55.000]  然後到了晚上
[00:18:55.000 --> 00:18:56.000]  你又要再做一次
[00:18:56.000 --> 00:18:59.000]  就是白天做一次晚上做一次
[00:18:59.000 --> 00:19:01.000]  做的時候有什麼特別呢
[00:19:01.000 --> 00:19:04.000]  做的時候就不是從門口出去的
[00:19:04.000 --> 00:19:07.000]  是要在他挖了一個牆
