
[00:00:00.000 --> 00:00:05.440]  第五到第七章是登山部分
[00:03:46.920 --> 00:03:49.480]  因為有些解經書說有九福
[00:03:49.480 --> 00:03:50.920]  除了我現在在這裡
[00:03:50.920 --> 00:03:53.320]  大家看到第三節到第十節
[00:03:53.320 --> 00:03:55.640]  我括著八福之外
[00:03:55.640 --> 00:03:59.720]  因為第十一節也有一個有福的字
[00:03:59.720 --> 00:04:03.000]  所以有些人說有九福而不是八福
[00:04:03.000 --> 00:04:06.760]  但我覺得這樣的解釋未必是合理的
[00:04:06.760 --> 00:04:08.440]  因為如果我們看整個結構
[00:04:08.440 --> 00:04:09.960]  我想大家看看
[00:04:09.960 --> 00:04:13.880]  首先在說第一福心靈頻頻的時候
[00:04:13.880 --> 00:04:16.760]  結尾是因為天國是貪玩的
[00:04:16.760 --> 00:04:20.280]  到第八個為耳遭受迫害的人有福了
[00:04:20.280 --> 00:04:23.480]  結尾是天國是貪玩的
[00:04:23.480 --> 00:04:26.120]  所以你可以看到一頭一尾
[00:04:26.120 --> 00:04:28.440]  好像開括號關括號一樣
[00:04:28.440 --> 00:04:29.480]  有一個結構在這裡
[00:04:29.480 --> 00:04:31.960]  真正的就是八福
[00:04:31.960 --> 00:04:33.960]  而第十一節是很重要的
[00:04:33.960 --> 00:04:38.120]  因為第十一節是更加去解釋
[00:04:38.120 --> 00:04:40.360]  第八個福氣的原因
[00:04:40.360 --> 00:04:42.280]  我遲些會再詳細解釋
[00:04:42.280 --> 00:04:46.760]  另外一個我認為是八福而不是九福
[00:04:46.760 --> 00:04:48.520]  就是因為大家看到
[00:04:48.520 --> 00:04:51.000]  他在這裡說門徒的時候
[00:04:51.000 --> 00:04:55.080]  他說這八福都是用貪玩去說的
[00:04:55.080 --> 00:04:56.760]  第三者去說的
[00:04:56.760 --> 00:04:58.520]  他說完這八福之後
[00:04:58.520 --> 00:05:01.960]  去到第八福為耳遭受迫害的時候
[00:05:01.960 --> 00:05:03.720]  他特別是對門徒說
[00:05:03.720 --> 00:05:06.920]  特別是指對門徒說這句話
[00:05:06.920 --> 00:05:09.880]  因為他整段經文是對門徒說的
[00:05:09.880 --> 00:05:13.080]  所以這八福是一個整體的原則
[00:05:13.080 --> 00:05:15.240]  之後他特別再對門徒解釋
[00:05:15.240 --> 00:05:16.280]  為什麼被迫害
[00:05:16.280 --> 00:05:20.040]  到最後要被迫害是有福了
[00:05:20.040 --> 00:05:23.560]  這個就是基本的結構線
[00:05:23.560 --> 00:05:25.640]  首先我們再看這八福
[00:05:25.640 --> 00:05:29.240]  你看到耶穌基督說的這八福
[00:05:29.240 --> 00:05:32.760]  內容是全部跟現在我們的世界價值觀
[00:05:32.760 --> 00:05:37.560]  是剛剛相反甚至有很大的衝突
[00:05:37.560 --> 00:05:41.560]  我們再看耶穌開始說的心靈貧乏
[00:05:41.560 --> 00:05:43.400]  這個世界我們說
[00:05:43.400 --> 00:05:44.600]  父祝先祭有福
[00:05:44.600 --> 00:05:46.200]  怎麼會貧乏有福呢
[00:05:46.200 --> 00:05:48.040]  我們祝快樂才有福
[00:05:48.040 --> 00:05:49.560]  不是哀痛才有福
[00:05:49.560 --> 00:05:51.720]  如果你祝人家聖誕快樂
[00:05:51.720 --> 00:05:52.440]  新年快樂
[00:05:52.440 --> 00:05:54.520]  你沒有人祝人家聖誕哀痛
[00:05:54.520 --> 00:05:55.720]  新年哀痛
[00:05:55.720 --> 00:05:58.680]  所以我們看到這八福
[00:05:58.680 --> 00:06:01.640]  跟我們世界說的不同
[00:06:01.640 --> 00:06:05.160]  耶穌叫我們學習溫柔和謙和
[00:06:05.160 --> 00:06:07.400]  但社會說你越強勢越好
[00:06:07.400 --> 00:06:12.280]  不用說自己那麼差
[00:06:12.280 --> 00:06:14.360]  耶穌叫我們愛務公義
[00:06:14.360 --> 00:06:15.880]  如飢如渴
[00:06:15.880 --> 00:06:19.080]  但這個世界叫社會價值觀
[00:06:19.080 --> 00:06:21.720]  追求名利富貴權勢
[00:06:21.720 --> 00:06:23.240]  耶穌叫我們憐憫人
[00:06:23.240 --> 00:06:25.320]  但很多時我們事不關己
[00:06:25.320 --> 00:06:27.080]  己不勞心
[00:06:27.080 --> 00:06:29.320]  耶穌看重內心的清潔
[00:06:29.320 --> 00:06:32.120]  但社會價值是人要衣裝
[00:06:32.120 --> 00:06:33.160]  佛要金裝
[00:06:33.160 --> 00:06:35.240]  耶穌叫我們使人和平
[00:06:35.240 --> 00:06:41.160]  但很多權力來源叫我們善於鬥爭
[00:06:41.160 --> 00:06:42.280]  敢於鬥爭
[00:06:42.280 --> 00:06:44.840]  耶穌叫我們為義而受迫害
[00:06:44.840 --> 00:06:46.520]  可能很多父母
[00:06:46.520 --> 00:06:50.440]  當年幼兒時已教他們明智保身
[00:06:50.440 --> 00:06:51.560]  不要惹禍上身
[00:06:51.560 --> 00:06:53.880]  所以八福一開始就看到
[00:06:53.880 --> 00:06:58.440]  耶穌說的內容跟這個世界很不同
[00:06:58.440 --> 00:07:01.240]  因為我們看回
[00:07:01.240 --> 00:07:03.560]  跟從耶穌基督的人
[00:07:03.560 --> 00:07:05.320]  耶穌基督說
[00:07:05.320 --> 00:07:08.040]  上帝要拯救一群人跟從他
[00:07:08.040 --> 00:07:09.960]  這群人要與眾不同
[00:07:09.960 --> 00:07:13.560]  用舊約或聖經的言語
[00:07:13.560 --> 00:07:15.320]  叫分別為聖
[00:07:15.320 --> 00:07:18.680]  分別為聖我會再詳細解釋這個字的意思
[00:07:18.680 --> 00:07:22.760]  看八福有很多誤解
[00:07:22.760 --> 00:07:25.320]  有些解經家說
[00:07:25.320 --> 00:07:26.840]  八福是不可能的
[00:07:26.840 --> 00:07:30.040]  因為我們看完的八福跟世界完全脫節
[00:07:30.040 --> 00:07:31.960]  人是做不到的
[00:07:31.960 --> 00:07:36.280]  所以有些時代論的觀點
[00:07:36.280 --> 00:07:39.160]  就是說耶穌基督說的八福
[00:07:39.160 --> 00:07:40.840]  是將來天國
[00:07:40.840 --> 00:07:42.680]  耶穌基督再來的時候
[00:07:42.680 --> 00:07:45.160]  那個時代才進行的
[00:07:45.160 --> 00:07:48.600]  但這個觀點無論是Martin Lloyd-Jones
[00:07:48.600 --> 00:07:49.640]  還是John Stockman
[00:07:49.640 --> 00:07:50.920]  都是不同意的
[00:07:50.920 --> 00:07:54.040]  因為我們看八福其實是說
[00:07:54.040 --> 00:07:57.880]  已經被聖靈重新的基督徒的品格
[00:07:57.880 --> 00:07:59.400]  這些是品格
[00:07:59.400 --> 00:08:02.760]  不是現在已經可以有的
[00:08:02.760 --> 00:08:06.600]  但是要等聖靈重新得救之後
[00:08:06.600 --> 00:08:09.160]  才會開始有這些品格
[00:08:09.160 --> 00:08:10.680]  不是我們自己有的
[00:08:10.680 --> 00:08:14.120]  另外有些人看就說
[00:08:14.120 --> 00:08:17.320]  耶穌上山就好像摩西上山拿十戒一樣
[00:08:17.320 --> 00:08:19.800]  所以這八福是新約版的十戒
[00:08:19.800 --> 00:08:22.440]  要跟從才成為基督徒
[00:08:22.440 --> 00:08:23.880]  這個也是錯誤的
[00:08:23.880 --> 00:08:28.680]  因為八福是真正重新得救基督徒的品格
[00:08:28.680 --> 00:08:30.520]  你要先成為基督徒
[00:08:30.520 --> 00:08:32.520]  才可以有這些品格
[00:08:32.520 --> 00:08:36.600]  所以要藉著聖靈幫助
[00:08:36.600 --> 00:08:40.840]  之後才會產生這些品格出來
[00:08:40.840 --> 00:08:45.400]  在《異忽所書》提到有不同聖靈的恩賜
[00:08:45.400 --> 00:08:47.960]  有使徒、先知、傳福音等等
[00:08:47.960 --> 00:08:52.280]  當然聖靈的恩賜不是每個人都是
[00:08:52.280 --> 00:08:55.480]  先知、教師、牧者
[00:08:55.480 --> 00:08:57.480]  不是每個人都有
[00:08:57.480 --> 00:08:59.480]  所以有些人就說
[00:08:59.480 --> 00:09:04.600]  這八福基督徒不是每個人都有這八種特性
[00:09:04.600 --> 00:09:06.120]  但這個也是錯誤的
[00:09:06.120 --> 00:09:11.160]  因為如果是重新基督徒的時候
[00:09:11.160 --> 00:09:14.200]  這八個特性是缺一不可的
[00:09:14.200 --> 00:09:15.960]  所有重新得救基督徒
[00:09:15.960 --> 00:09:20.120]  都會擁有這八種的品性
[00:09:20.120 --> 00:09:22.120]  我現在會解釋
[00:09:22.120 --> 00:09:24.200]  其實這八福都有次序在
[00:09:24.200 --> 00:09:25.400]  為什麼缺一不可呢?
[00:09:25.400 --> 00:09:28.120]  因為一定有次序在才是原因
[00:09:28.120 --> 00:09:29.480]  另外有些誤解
[00:09:29.480 --> 00:09:31.480]  說這是新的教令、道德規範
[00:09:31.480 --> 00:09:33.480]  我剛才也解釋過
[00:09:33.480 --> 00:09:38.360]  八福是重新得救的人的特性或品格
[00:09:38.360 --> 00:09:40.360]  不是個人努力
[00:09:40.360 --> 00:09:42.360]  不是你可以做到
[00:09:42.360 --> 00:09:44.360]  所以就算別人看到遙不可及
[00:09:44.360 --> 00:09:46.360]  沒錯,靠引力是遙不可及
[00:09:46.360 --> 00:09:49.240]  但要藉著聖靈的重生
[00:09:49.240 --> 00:09:51.240]  在成性過程中
[00:09:51.240 --> 00:09:53.240]  這些品格會慢慢增長
[00:09:53.240 --> 00:09:55.240]  不是一刻就有齊
[00:09:55.240 --> 00:09:57.240]  而是慢慢在成性過程中
[00:09:57.240 --> 00:09:59.240]  由得救開始
[00:09:59.240 --> 00:10:01.240]  到成性過程中
[00:10:01.240 --> 00:10:05.880]  這些品格會慢慢發展出來
[00:10:05.880 --> 00:10:07.880]  簡單來說
[00:10:07.880 --> 00:10:09.880]  八福不是一個得救的條件
[00:10:09.880 --> 00:10:11.880]  也不是去天國的路線圖
[00:10:11.880 --> 00:10:13.880]  也不是只需要有一部分
[00:10:13.880 --> 00:10:15.880]  也不是將來才可以體驗
[00:10:15.880 --> 00:10:17.880]  而八福是重新得救的基督徒
[00:10:17.880 --> 00:10:19.880]  是需要精有的品格
[00:10:19.880 --> 00:10:21.880]  而不是靠人的能力
[00:10:21.880 --> 00:10:23.880]  而是靠聖靈重生才有
[00:10:23.880 --> 00:10:25.880]  是需要有全面的品格
[00:10:25.880 --> 00:10:27.880]  而不是部分的品格
[00:10:27.880 --> 00:10:29.880]  是需要悔改
[00:10:29.880 --> 00:10:31.880]  和心思意念的改變
[00:10:31.880 --> 00:10:33.880]  藉著聖靈幫助我們
[00:10:33.880 --> 00:10:35.880]  心思意念的改變
[00:10:35.880 --> 00:10:37.880]  和生命的改變才有
[00:10:37.880 --> 00:10:39.880]  而現在已經可以體驗到
[00:10:39.880 --> 00:10:41.880]  當一個人願意被神改造
[00:10:41.880 --> 00:10:43.880]  願意過一個被分別為性生活
[00:10:43.880 --> 00:10:45.880]  願意過一個被分別為性生活
[00:10:45.880 --> 00:10:47.880]  願意過一個被分別為性生活
[00:10:47.880 --> 00:10:49.880]  的人都可以開始體驗到
[00:10:49.880 --> 00:10:51.880]  我的題目是
[00:10:51.880 --> 00:10:53.880]  八福與我何干
[00:10:53.880 --> 00:10:55.880]  答案在於我們是否明白
[00:10:55.880 --> 00:10:57.880]  上帝在伊甸園和亞當的問題
[00:10:57.880 --> 00:10:59.880]  上帝在伊甸園和亞當的問題
[00:10:59.880 --> 00:11:01.880]  上帝在伊甸園和亞當的問題
[00:11:01.880 --> 00:11:03.880]  上帝在伊甸園和亞當的問題
[00:11:03.880 --> 00:11:05.880]  上帝在伊甸園和亞當的問題
[00:11:05.880 --> 00:11:07.880]  亞當是人類的代表
[00:11:07.880 --> 00:11:09.880]  在伊甸園
[00:11:09.880 --> 00:11:11.880]  在創世紀319提到
[00:11:11.880 --> 00:11:13.880]  神呼呼那人
[00:11:13.880 --> 00:11:15.880]  那人就是亞當
[00:11:15.880 --> 00:11:17.880]  他說你在那裡
[00:11:17.880 --> 00:11:19.880]  這個問題是很重要的
[00:11:19.880 --> 00:11:21.880]  因為如果我們不明白這個問題
[00:11:21.880 --> 00:11:23.880]  我們就明白不到八福的意思
[00:11:23.880 --> 00:11:25.880]  我們就明白不到八福的意思
[00:11:25.880 --> 00:11:27.880]  在創世紀第二章提到
[00:11:27.880 --> 00:11:29.880]  在伊甸園的時候
[00:11:29.880 --> 00:11:31.880]  上帝造了很多樹
[00:11:31.880 --> 00:11:33.880]  上帝造了很多樹
[00:11:33.880 --> 00:11:35.880]  有很多果子是造食物的
[00:11:35.880 --> 00:11:37.880]  園子裏面當中有兩棵樹
[00:11:37.880 --> 00:11:39.880]  一棵是生命樹
[00:11:39.880 --> 00:11:41.880]  一棵是辨別樹
[00:11:41.880 --> 00:11:43.880]  神告訴亞當和亞娃
[00:11:43.880 --> 00:11:45.880]  神告訴亞當和亞娃
[00:11:45.880 --> 00:11:47.880]  所有的樹的果子都可以吃
[00:11:47.880 --> 00:11:49.880]  所有的樹的果子都可以吃
[00:11:49.880 --> 00:11:51.880]  除了一棵分別善惡樹
[00:11:51.880 --> 00:11:53.880]  除了一棵分別善惡樹
[00:11:53.880 --> 00:11:55.880]  吃了是必定死
[00:11:55.880 --> 00:11:57.880]  上帝是絕對真理的本體
[00:11:57.880 --> 00:11:59.880]  上帝是絕對真理的本體
[00:11:59.880 --> 00:12:01.880]  上帝說的話都是絕對真理
[00:12:01.880 --> 00:12:03.880]  上帝說的話都是絕對真理
[00:12:03.880 --> 00:12:05.880]  上帝說的話都是絕對真理
[00:12:05.880 --> 00:12:07.880]  上帝說話都是絕對真理
[00:12:07.880 --> 00:12:09.880]  上帝說話都是絕對真理
[00:12:09.880 --> 00:12:11.880]  聖經上說的死有兩層意義
[00:12:11.880 --> 00:12:13.880]  聖經上說的死有兩層意義
[00:12:13.880 --> 00:12:15.880]  第一個是靈性上的死
[00:12:15.880 --> 00:12:17.880]  第一個是靈性上的死
[00:12:17.880 --> 00:12:19.880]  即是說人一犯罪
[00:12:19.880 --> 00:12:21.880]  靈性上死
[00:12:21.880 --> 00:12:23.880]  人就會和聖結公義的上帝隔絕
[00:12:23.880 --> 00:12:25.880]  人就會和聖結公義的上帝隔絕
[00:12:25.880 --> 00:12:27.880]  對上帝的話是沒有反應的
[00:12:27.880 --> 00:12:29.880]  對今天來說很多人都仍然在這個狀態
[00:12:29.880 --> 00:12:31.880]  甚至對我們很多基督徒來說
[00:12:31.880 --> 00:12:33.880]  我們還沒有信主之前
[00:12:33.880 --> 00:12:35.880]  我們都在這個狀態
[00:12:35.880 --> 00:12:37.880]  人家跟我們說聖經我們是沒有反應的
[00:12:37.880 --> 00:12:39.880]  人家跟我們說聖經我們是沒有反應的
[00:12:39.880 --> 00:12:41.880]  第二個死的意義
[00:12:41.880 --> 00:12:43.880]  第二個死的意義
[00:12:43.880 --> 00:12:45.880]  就是肉身上的死
[00:12:45.880 --> 00:12:47.880]  就是因為有罪之後
[00:12:47.880 --> 00:12:49.880]  人與上帝隔離
[00:12:49.880 --> 00:12:51.880]  我們肉身上會敗壞
[00:12:51.880 --> 00:12:53.880]  會老會死亡
[00:12:53.880 --> 00:12:55.880]  所以靈性上死和肉身上的死
[00:12:55.880 --> 00:12:57.880]  就是聖經上說的死
[00:12:57.880 --> 00:12:59.880]  但是魔鬼就將上帝的說話
[00:12:59.880 --> 00:13:01.880]  但是魔鬼就將上帝的說話
[00:13:01.880 --> 00:13:03.880]  但是魔鬼就將上帝的說話
[00:13:03.880 --> 00:13:05.880]  是絕對的真理是無化的
[00:13:05.880 --> 00:13:07.880]  所以當魔鬼用一條蛇的形狀
[00:13:07.880 --> 00:13:09.880]  所以當魔鬼用一條蛇的形狀
[00:13:09.880 --> 00:13:11.880]  去跟夏娃騙她的時候
[00:13:11.880 --> 00:13:13.880]  去跟夏娃騙她的時候
[00:13:13.880 --> 00:13:15.880]  就說你們吃了
[00:13:15.880 --> 00:13:17.880]  是不一定死
[00:13:17.880 --> 00:13:19.880]  上帝就說
[00:13:19.880 --> 00:13:21.880]  必定死
[00:13:21.880 --> 00:13:23.880]  魔鬼將上帝的真理
[00:13:23.880 --> 00:13:25.880]  是無化的
[00:13:25.880 --> 00:13:27.880]  相對化的不一定死
[00:13:27.880 --> 00:13:29.880]  甚至給他們好處
[00:13:29.880 --> 00:13:31.880]  如果你聽到
[00:13:31.880 --> 00:13:33.880]  你肯去吃
[00:13:33.880 --> 00:13:35.880]  你肯去吃
[00:13:35.880 --> 00:13:37.880]  可以自己知道
[00:13:37.880 --> 00:13:39.880]  不需要靠上帝告訴你
[00:13:39.880 --> 00:13:41.880]  不需要用上帝的標準
[00:13:41.880 --> 00:13:43.880]  你自己說是
[00:13:43.880 --> 00:13:45.880]  知道自己是對還是不對
[00:13:45.880 --> 00:13:47.880]  知道自己是對還是不對
[00:13:47.880 --> 00:13:49.880]  所以在舊約聖經裏面
[00:13:49.880 --> 00:13:51.880]  已經提到這件事
[00:13:51.880 --> 00:13:53.880]  有什麼重要呢
[00:13:53.880 --> 00:13:55.880]  原來在生命
[00:13:55.880 --> 00:13:57.880]  原本在生命
[00:13:57.880 --> 00:13:59.880]  在伊甸園
[00:13:59.880 --> 00:14:01.880]  生命是繼續正常的
[00:14:01.880 --> 00:14:03.880]  死不是正常的
[00:14:03.880 --> 00:14:05.880]  死亡是當人類犯罪之後
[00:14:05.880 --> 00:14:07.880]  才變成常態
[00:14:07.880 --> 00:14:09.880]  我們要記住
[00:14:09.880 --> 00:14:11.880]  所以犯罪是死亡的因
[00:14:11.880 --> 00:14:13.880]  死亡就是果
[00:14:13.880 --> 00:14:15.880]  但原本伊甸園的狀態
[00:14:15.880 --> 00:14:17.880]  是生不是死
[00:14:17.880 --> 00:14:19.880]  但夏娃沒有聽神說
[00:14:19.880 --> 00:14:21.880]  所以最後他們就違反了上帝的命令
[00:14:21.880 --> 00:14:23.880]  人一有罪的時候
[00:14:23.880 --> 00:14:25.880]  就要去死
[00:14:25.880 --> 00:14:27.880]  所以他們就要去死
[00:14:27.880 --> 00:14:29.880]  所以他們就要去死
[00:14:29.880 --> 00:14:31.880]  人一有罪的時候
[00:14:31.880 --> 00:14:33.880]  他們第一個反應就是覺得自己赤身露體
[00:14:33.880 --> 00:14:35.880]  覺得自己羞恥
[00:14:35.880 --> 00:14:37.880]  他們有什麼反應呢
[00:14:37.880 --> 00:14:39.880]  在這裏講
[00:14:39.880 --> 00:14:41.880]  他們躲起來不敢見上帝
[00:14:41.880 --> 00:14:43.880]  人有罪原來是第一個反應
[00:14:43.880 --> 00:14:45.880]  就是不敢面對
[00:14:45.880 --> 00:14:47.880]  善結公義的上帝
[00:14:47.880 --> 00:14:49.880]  所以耶和華就呼喚
[00:14:49.880 --> 00:14:51.880]  那人就是阿當對他說
[00:14:51.880 --> 00:14:53.880]  你在哪裡
[00:14:53.880 --> 00:14:55.880]  這個就是當時背景
[00:14:55.880 --> 00:14:57.880]  上帝就問這個問題
[00:14:57.880 --> 00:14:59.880]  上帝就問
[00:14:59.880 --> 00:15:01.880]  當然上帝是全知全能
[00:15:01.880 --> 00:15:03.880]  他不知道阿當阿娃在哪裡
[00:15:03.880 --> 00:15:05.880]  其實他問這個問題
[00:15:05.880 --> 00:15:07.880]  重點就是
[00:15:07.880 --> 00:15:09.880]  他要讓阿當
[00:15:09.880 --> 00:15:11.880]  你明不明白你自己
[00:15:11.880 --> 00:15:13.880]  現在陷在什麼光景
[00:15:13.880 --> 00:15:15.880]  你知不知道你現在在哪裡
[00:15:15.880 --> 00:15:17.880]  你陷在什麼光景
[00:15:17.880 --> 00:15:19.880]  這個問題就是
[00:15:19.880 --> 00:15:21.880]  今天上帝都是和我們講的
[00:15:21.880 --> 00:15:23.880]  我們知不知道我們自己在什麼光景
[00:15:23.880 --> 00:15:25.880]  當時阿當
[00:15:25.880 --> 00:15:27.880]  被火止之後是什麼光景呢
[00:15:27.880 --> 00:15:29.880]  我們看回這個問題
[00:15:29.880 --> 00:15:31.880]  上帝其實給了他和阿娃
[00:15:31.880 --> 00:15:33.880]  有他們的自由意志
[00:15:33.880 --> 00:15:35.880]  可以順從神的旨意
[00:15:35.880 --> 00:15:37.880]  但他們選擇了
[00:15:37.880 --> 00:15:39.880]  違反上帝的命令
[00:15:39.880 --> 00:15:41.880]  他們選擇了不依靠上帝
[00:15:41.880 --> 00:15:43.880]  而依靠自己去辨別善惡
[00:15:43.880 --> 00:15:45.880]  就是從以上帝
[00:15:45.880 --> 00:15:47.880]  為中心的生活
[00:15:47.880 --> 00:15:49.880]  變成以自己為中心的生活
[00:15:49.880 --> 00:15:51.880]  所以原本他們在
[00:15:51.880 --> 00:15:53.880]  上帝善結
[00:15:53.880 --> 00:15:55.880]  慈愛公義的範圍裏
[00:15:55.880 --> 00:15:57.880]  以上帝為中心
[00:15:57.880 --> 00:15:59.880]  的生活
[00:15:59.880 --> 00:16:01.880]  但他們選擇了離開這個環境
[00:16:01.880 --> 00:16:03.880]  他們要自己作主
[00:16:03.880 --> 00:16:05.880]  就跌落了一個
[00:16:05.880 --> 00:16:07.880]  不聖結不公義的環境裏
[00:16:07.880 --> 00:16:09.880]  以自己為中心
[00:16:09.880 --> 00:16:11.880]  這個就是罪
[00:16:11.880 --> 00:16:13.880]  所以他們的罪不是我們平時講
[00:16:13.880 --> 00:16:15.880]  殺人放火的罪
[00:16:15.880 --> 00:16:17.880]  沒錯殺人放火是罪
[00:16:17.880 --> 00:16:19.880]  但殺人放火是
[00:16:19.880 --> 00:16:21.880]  當人離開了以上帝為中心的生活
[00:16:21.880 --> 00:16:23.880]  去到以自己為中心的生活
[00:16:23.880 --> 00:16:25.880]  那些生活表現方式
[00:16:25.880 --> 00:16:27.880]  就是我們講謊
[00:16:27.880 --> 00:16:29.880]  我們有淫論我們有貪婪
[00:16:29.880 --> 00:16:31.880]  這些就是我們離開了
[00:16:31.880 --> 00:16:33.880]  上帝做中心
[00:16:33.880 --> 00:16:35.880]  以自己為中心的生活表現
[00:16:35.880 --> 00:16:37.880]  他們聲稱很特別
[00:16:37.880 --> 00:16:39.880]  他們講什麼叫罪呢
[00:16:39.880 --> 00:16:41.880]  罪就是規缺了神的榮耀
[00:16:41.880 --> 00:16:43.880]  神的榮耀
[00:16:43.880 --> 00:16:45.880]  我想第一個講到
[00:16:45.880 --> 00:16:47.880]  曾經解釋過的
[00:16:47.880 --> 00:16:49.880]  在結尾的問答的時候
[00:16:49.880 --> 00:16:51.880]  什麼是榮耀呢
[00:16:51.880 --> 00:16:53.880]  就是上帝的屬性
[00:16:53.880 --> 00:16:55.880]  例如上帝聖結公義慈愛
[00:16:55.880 --> 00:16:57.880]  這些就是上帝的屬性
[00:16:57.880 --> 00:16:59.880]  當上帝的屬性顯現出來
[00:16:59.880 --> 00:17:01.880]  就是榮耀
[00:17:01.880 --> 00:17:03.880]  上帝做人是以上帝的形象做人
[00:17:03.880 --> 00:17:05.880]  所以如果人是按著上帝為中心
[00:17:05.880 --> 00:17:07.880]  過上帝紀念的生活
