
[00:00:00.000 --> 00:00:12.000]  請姐妹平安 我第一次來Swindon 所以都算是大鄉里出城了
[00:05:08.000 --> 00:05:14.000]  所以保羅講說話很多不同的層次
[00:05:14.000 --> 00:05:16.000]  有時都頗深的
[00:05:16.000 --> 00:05:22.000]  讀羅馬書尤其是你要很清醒的頭腦
[00:05:22.000 --> 00:05:26.000]  你才明白保羅講的道理
[00:05:26.000 --> 00:05:31.000]  容易完全掌握得清楚
[00:05:31.000 --> 00:05:33.000]  彼得不是一個讀書人
[00:05:33.000 --> 00:05:37.000]  請問大家知不知道彼得做聖行的
[00:05:37.000 --> 00:05:39.000]  打魚的
[00:05:39.000 --> 00:05:42.000]  打魚的讀書多是沒有用的
[00:05:42.000 --> 00:05:45.000]  喜歡看書的打不到魚的
[00:05:45.000 --> 00:05:49.000]  你拿本書出去弄濕了
[00:05:49.000 --> 00:05:50.000]  所以不關事的
[00:05:50.000 --> 00:05:56.000]  彼得從小到大是很實際的人
[00:05:56.000 --> 00:05:58.000]  很實在的人
[00:05:58.000 --> 00:06:02.000]  所以彼得講屬靈的生命
[00:06:02.000 --> 00:06:08.000]  其實他不是講一些神學的教義
[00:06:08.000 --> 00:06:13.000]  不是講一些很深奧的真理
[00:06:13.000 --> 00:06:15.000]  一個打魚的人
[00:06:15.000 --> 00:06:17.000]  一個很腳踏實地的人
[00:06:17.000 --> 00:06:21.000]  彼得好在新約聖經當中
[00:06:21.000 --> 00:06:25.000]  其實我們認識幾個人物
[00:06:25.000 --> 00:06:28.000]  由很長的時間
[00:06:28.000 --> 00:06:34.000]  在他的生命當中了解他怎樣做基督徒
[00:06:34.000 --> 00:06:38.000]  彼得是其中一個很好的例子
[00:06:38.000 --> 00:06:41.000]  我相信他講這八件事情
[00:06:41.000 --> 00:06:47.000]  都是他自己親身經歷的
[00:06:47.000 --> 00:06:50.000]  是他腳踏實地
[00:06:50.000 --> 00:06:57.000]  這樣去活出一個屬靈的生命
[00:06:57.000 --> 00:07:01.000]  這樣一步一步的成長
[00:07:01.000 --> 00:07:03.000]  所以他不是講道理
[00:07:03.000 --> 00:07:06.000]  他是講事實
[00:07:06.000 --> 00:07:08.000]  試一下看看
[00:07:08.000 --> 00:07:13.000]  彼得首先講第一件事情是信心
[00:07:13.000 --> 00:07:17.000]  你記不記得彼得怎樣信耶穌的
[00:07:17.000 --> 00:07:24.000]  彼得第一次在那裏見到主耶穌的
[00:07:24.000 --> 00:07:28.000]  約翰福音第一章
[00:07:28.000 --> 00:07:31.000]  是在約旦河邊
[00:07:31.000 --> 00:07:39.000]  耶穌去施洗約翰那處接受水禮
[00:07:39.000 --> 00:07:43.000]  不是彼得第一個先見到耶穌的
[00:07:43.000 --> 00:07:46.000]  是他弟弟安德烈
[00:07:46.000 --> 00:07:52.000]  安德烈本來和彼得是跟約翰的
[00:07:52.000 --> 00:07:54.000]  安德烈那天見到耶穌之後
[00:07:54.000 --> 00:07:56.000]  他回家跟彼得說
[00:07:56.000 --> 00:07:59.000]  我們找到彌賽雅了
[00:07:59.000 --> 00:08:00.000]  你們看看
[00:08:00.000 --> 00:08:04.000]  請問彼得有沒有在約旦河邊
[00:08:04.000 --> 00:08:07.000]  第一次見到耶穌
[00:08:07.000 --> 00:08:11.000]  就相信他就跟隨他呢
[00:08:11.000 --> 00:08:14.000]  那你要很熟悉聖經
[00:08:14.000 --> 00:08:17.000]  因為後來我們讀馬太福音
[00:08:17.000 --> 00:08:18.000]  讀馬可福音
[00:08:18.000 --> 00:08:22.000]  我們知道耶穌呼召彼得
[00:08:22.000 --> 00:08:24.000]  不是在約旦河邊
[00:08:24.000 --> 00:08:28.000]  是在加利利海邊
[00:08:28.000 --> 00:08:32.000]  是在彼得打魚的時候
[00:08:32.000 --> 00:08:35.000]  耶穌叫他來跟從我
[00:08:35.000 --> 00:08:40.000]  我要叫你得人如得魚一樣
[00:08:40.000 --> 00:08:42.000]  那就不是在約旦河邊
[00:08:42.000 --> 00:08:44.000]  約旦河邊沒有打魚
[00:08:44.000 --> 00:08:46.000]  你去過聖地
[00:08:46.000 --> 00:08:48.000]  約旦河很窄的
[00:08:48.000 --> 00:08:50.000]  不是在那裡打魚
[00:08:50.000 --> 00:08:54.000]  打魚要去北邊的加利利海
[00:08:54.000 --> 00:08:56.000]  所以彼得第一次見到耶穌
[00:08:56.000 --> 00:08:58.000]  他沒有跟隨他
[00:08:58.000 --> 00:09:01.000]  耶穌在加利利湖邊
[00:09:01.000 --> 00:09:04.000]  怎樣呼召彼得呢
[00:09:04.000 --> 00:09:06.000]  是不是一句話呢
[00:09:06.000 --> 00:09:08.000]  你在Swindon逛街
[00:09:08.000 --> 00:09:11.000]  碰到一個鬍鬚穿著白袍的
[00:09:11.000 --> 00:09:12.000]  突然間見到你
[00:09:12.000 --> 00:09:14.000]  王貴來跟從我
[00:09:14.000 --> 00:09:17.000]  馬上撇下屍母
[00:09:17.000 --> 00:09:19.000]  去跟從耶穌
[00:09:19.000 --> 00:09:21.000]  不會的
[00:09:21.000 --> 00:09:22.000]  不是這樣的
[00:09:22.000 --> 00:09:24.000]  路加福音怎樣記載的
[00:09:24.000 --> 00:09:26.000]  你有沒有印象
[00:09:26.000 --> 00:09:29.000]  彼得相信耶穌
[00:09:29.000 --> 00:09:30.000]  跟從耶穌
[00:09:30.000 --> 00:09:33.000]  其實都有一個經歷的
[00:09:33.000 --> 00:09:35.000]  你有沒有聖經在手上
[00:09:35.000 --> 00:09:42.000]  你打開路加福音第五章
[00:09:42.000 --> 00:09:45.000]  新約第三典的福音書
[00:09:45.000 --> 00:09:49.000]  路加福音第五章這裡記載
[00:09:49.000 --> 00:09:54.000]  耶穌在湖邊講道
[00:09:54.000 --> 00:09:58.000]  眾人擁擠他
[00:09:58.000 --> 00:10:00.000]  不是要逼耶穌下海
[00:10:00.000 --> 00:10:02.000]  是想來聽耶穌講道
[00:10:02.000 --> 00:10:06.000]  於是耶穌見到有兩隻船
[00:10:06.000 --> 00:10:08.000]  彎在湖邊
[00:10:08.000 --> 00:10:12.000]  打魚的人去了洗網
[00:10:12.000 --> 00:10:15.000]  其中一隻船就是西門彼得
[00:10:15.000 --> 00:10:17.000]  於是耶穌就上去
[00:10:17.000 --> 00:10:21.000]  叫西門將船撐開
[00:10:21.000 --> 00:10:23.000]  稍微離岸
[00:10:23.000 --> 00:10:26.000]  然後耶穌在船上坐下
[00:10:26.000 --> 00:10:28.000]  就教訓眾人
[00:10:28.000 --> 00:10:31.000]  講完了這段記載
[00:10:31.000 --> 00:10:34.000]  目的不是講耶穌講什麼道
[00:10:34.000 --> 00:10:37.000]  目的是講彼得
[00:10:37.000 --> 00:10:39.000]  講完道之後
[00:10:39.000 --> 00:10:42.000]  耶穌對西門說
[00:10:42.000 --> 00:10:46.000]  把船開到水深之處
[00:10:46.000 --> 00:10:49.000]  下網打魚
[00:10:49.000 --> 00:10:52.000]  你說為什麼這麼奇怪
[00:10:52.000 --> 00:10:55.000]  耶穌講完道之後叫彼得出去打魚
[00:10:55.000 --> 00:10:59.000]  你知道耶穌講這句話的意思是什麼嗎
[00:10:59.000 --> 00:11:01.000]  不知道嗎
[00:11:01.000 --> 00:11:05.000]  為什麼耶穌要叫彼得出去打魚
[00:11:05.000 --> 00:11:09.000]  他用了別人的船大半天
[00:11:09.000 --> 00:11:11.000]  要做什麼事
[00:11:11.000 --> 00:11:14.000]  是呀 要給rent
[00:11:14.000 --> 00:11:17.000]  你沒理由用了別人的船
[00:11:17.000 --> 00:11:19.000]  做生意的 打魚的
[00:11:19.000 --> 00:11:22.000]  所以耶穌有沒有錢給船租
[00:11:22.000 --> 00:11:24.000]  沒有
[00:11:24.000 --> 00:11:26.000]  耶穌出來傳道
[00:11:26.000 --> 00:11:28.000]  連枕頭的地方都沒有
[00:11:28.000 --> 00:11:31.000]  哪有零錢去給船租
[00:11:31.000 --> 00:11:35.000]  於是耶穌就說你開船出去打魚
[00:11:35.000 --> 00:11:40.000]  這次打到的魚就當是我給你的船租
[00:11:40.000 --> 00:11:43.000]  彼得怎麼回答他
[00:11:43.000 --> 00:11:46.000]  彼得說 夫子
[00:11:46.000 --> 00:11:48.000]  我們整夜勞力
[00:11:48.000 --> 00:11:52.000]  並沒有打著什麼
[00:11:52.000 --> 00:11:55.000]  聽不聽到這句話有骨
[00:11:55.000 --> 00:11:57.000]  博士
[00:11:57.000 --> 00:11:59.000]  講道理就厲害
[00:11:59.000 --> 00:12:02.000]  打魚不是你的行
[00:12:02.000 --> 00:12:04.000]  對不對
[00:12:04.000 --> 00:12:06.000]  你進來廚房搞搞陣
[00:12:06.000 --> 00:12:08.000]  出去坐下
[00:12:08.000 --> 00:12:10.000]  不做事 打爛東西
[00:12:10.000 --> 00:12:12.000]  耶穌是夫子
[00:12:12.000 --> 00:12:16.000]  他講道眾人擁擠他
[00:12:16.000 --> 00:12:18.000]  很喜歡聽他說
[00:12:18.000 --> 00:12:20.000]  但是彼得說
[00:12:20.000 --> 00:12:22.000]  你叫我們現在出去打魚
[00:12:22.000 --> 00:12:24.000]  這個都不是時候
[00:12:24.000 --> 00:12:27.000]  打魚是什麼時候打的
[00:12:27.000 --> 00:12:29.000]  原來是晚上
[00:12:29.000 --> 00:12:31.000]  晚上的時候
[00:12:31.000 --> 00:12:34.000]  不過我們昨晚整晚都沒有打魚
[00:12:34.000 --> 00:12:37.000]  最近的魚都不知道去了哪裡
[00:12:37.000 --> 00:12:39.000]  講到這裡的時候
[00:12:39.000 --> 00:12:41.000]  西門馬上知道
[00:12:41.000 --> 00:12:43.000]  他沒有禮貌
[00:12:43.000 --> 00:12:45.000]  和耶穌都不是那麼熟
[00:12:45.000 --> 00:12:47.000]  不用那麼直接
[00:12:47.000 --> 00:12:49.000]  好像壓他一樣
[00:12:49.000 --> 00:12:51.000]  所以馬上收
[00:12:51.000 --> 00:12:53.000]  你讀聖經讀慢一點
[00:12:53.000 --> 00:12:56.000]  你看看西門彼得馬上收
[00:12:56.000 --> 00:12:58.000]  講到這裡知道不對了
[00:12:58.000 --> 00:13:01.000]  但依從你的話
[00:13:01.000 --> 00:13:04.000]  我就下網了
[00:13:04.000 --> 00:13:06.000]  聽你說一次
[00:13:06.000 --> 00:13:08.000]  算了不和你爭辯了
[00:13:08.000 --> 00:13:10.000]  不過打不到魚
[00:13:10.000 --> 00:13:12.000]  不要怪我
[00:13:12.000 --> 00:13:14.000]  結果怎麼樣
[00:13:14.000 --> 00:13:16.000]  結果一網打下去
[00:13:16.000 --> 00:13:20.000]  圈住很多魚
[00:13:20.000 --> 00:13:24.000]  網甚至差點要裂開
[00:13:24.000 --> 00:13:30.000]  還要叫另外一隻船過來幫忙
[00:13:30.000 --> 00:13:32.000]  裝滿了兩隻船
[00:13:32.000 --> 00:13:36.000]  那隻船還差不多重到要沉
[00:13:36.000 --> 00:13:39.000]  在這個時候
[00:13:39.000 --> 00:13:44.000]  西門彼得俯伏在耶穌的腳前
[00:13:44.000 --> 00:13:46.000]  他說主啊
[00:13:46.000 --> 00:13:48.000]  這次不叫博士了
[00:13:48.000 --> 00:13:51.000]  這次不叫夫子了
[00:13:51.000 --> 00:13:52.000]  主啊
[00:13:52.000 --> 00:13:54.000]  很奇怪
[00:13:54.000 --> 00:13:56.000]  彼得接著說離開我
[00:13:56.000 --> 00:13:59.000]  主啊離開我
[00:13:59.000 --> 00:14:02.000]  我是一個罪人
[00:14:02.000 --> 00:14:07.000]  耶穌從來都沒有和彼得說他有罪
[00:14:07.000 --> 00:14:09.000]  耶穌說道
[00:14:09.000 --> 00:14:11.000]  接著叫他出去打魚
[00:14:11.000 --> 00:14:13.000]  彼得說我昨晚整晚打不到
[00:14:13.000 --> 00:14:15.000]  好聽你一次
[00:14:15.000 --> 00:14:16.000]  出去
[00:14:16.000 --> 00:14:18.000]  結果打完回來
[00:14:18.000 --> 00:14:21.000]  兩隻船的魚滿了
[00:14:21.000 --> 00:14:24.000]  為什麼彼得會跪下來
[00:14:24.000 --> 00:14:26.000]  在主耶穌的面前說
[00:14:26.000 --> 00:14:28.000]  主啊離開我
[00:14:28.000 --> 00:14:32.000]  我是一個罪人
[00:14:32.000 --> 00:14:35.000]  彼得明白了一件什麼事
[00:14:35.000 --> 00:14:43.000]  彼得明白耶穌不是一個普通猶太人的夫子
[00:14:43.000 --> 00:14:46.000]  耶穌
[00:14:46.000 --> 00:14:50.000]  你可以說踩進了他生命裏
[00:14:50.000 --> 00:14:53.000]  他覺得他自己最厲害的那件事
[00:14:53.000 --> 00:14:55.000]  打魚是我最厲害的
[00:14:55.000 --> 00:14:56.000]  耶穌不懂
[00:14:56.000 --> 00:14:58.000]  不是啊
[00:14:58.000 --> 00:15:02.000]  耶穌原來他真是主
[00:15:02.000 --> 00:15:04.000]  他不是一個夫子那麼簡單
[00:15:04.000 --> 00:15:10.000]  彼得對耶穌的信心是這樣開始的
[00:15:10.000 --> 00:15:13.000]  他以為河水不犯井水
[00:15:13.000 --> 00:15:15.000]  你說道我來聽聽
[00:15:15.000 --> 00:15:16.000]  說得多好
[00:15:16.000 --> 00:15:17.000]  你用了我的船
[00:15:17.000 --> 00:15:18.000]  不要緊了
[00:15:18.000 --> 00:15:19.000]  當我奉獻了
[00:15:19.000 --> 00:15:20.000]  不是啊
[00:15:20.000 --> 00:15:24.000]  主耶穌在彼得的生命裏面
[00:15:24.000 --> 00:15:25.000]  告訴他
[00:15:25.000 --> 00:15:28.000]  其實彼得的生命當中
[00:15:28.000 --> 00:15:30.000]  任何一件事
[00:15:30.000 --> 00:15:33.000]  主耶穌都比他厲害
[00:15:33.000 --> 00:15:34.000]  主耶穌都管的
[00:15:34.000 --> 00:15:37.000]  主耶穌都可以幫他的
[00:15:37.000 --> 00:15:40.000]  他在主的面前
[00:15:40.000 --> 00:15:42.000]  為什麼是一個罪人
[00:15:42.000 --> 00:15:46.000]  因為他不認識他生命的主在內
[00:15:46.000 --> 00:15:51.000]  他以為他自己可以管理他自己的事
[00:15:51.000 --> 00:15:53.000]  搞不定的時候
[00:15:53.000 --> 00:15:55.000]  才來找主耶穌
[00:15:55.000 --> 00:15:56.000]  不是的
[00:15:56.000 --> 00:16:00.000]  原來他的人生要反過來
[00:16:00.000 --> 00:16:04.000]  要聽主耶穌的吩咐
[00:16:04.000 --> 00:16:06.000]  來跟從我
[00:16:06.000 --> 00:16:10.000]  我要叫你得人如得魚一樣
[00:16:10.000 --> 00:16:12.000]  什麼是信心
[00:16:12.000 --> 00:16:15.000]  信心不是我們搞不定
[00:16:15.000 --> 00:16:17.000]  我們不懂
[00:16:17.000 --> 00:16:19.000]  我們需要神來幫助
[00:16:19.000 --> 00:16:21.000]  我們祈求
[00:16:21.000 --> 00:16:22.000]  我們有信心
[00:16:22.000 --> 00:16:26.000]  神就聽我的祈禱
[00:16:26.000 --> 00:16:29.000]  拜偶像的人都是這樣
[00:16:29.000 --> 00:16:31.000]  有求必應
[00:16:31.000 --> 00:16:32.000]  王大仙
[00:16:32.000 --> 00:16:34.000]  不是
[00:16:34.000 --> 00:16:38.000]  信耶穌就是認識到他是主
[00:16:38.000 --> 00:16:40.000]  是他話事
[00:16:40.000 --> 00:16:42.000]  我的生命
[00:16:42.000 --> 00:16:45.000]  就算我自己認為最好
[00:16:45.000 --> 00:16:49.000]  那方面其實都是屬於他的
[00:16:49.000 --> 00:16:51.000]  都是聽他的
[00:16:51.000 --> 00:16:56.000]  彼得說的屬靈生命的起點
[00:16:56.000 --> 00:16:58.000]  是信心
[00:16:58.000 --> 00:17:00.000]  他說的信心
[00:17:00.000 --> 00:17:03.000]  就是認識主
[00:17:03.000 --> 00:17:07.000]  不是他有需要來求耶穌幫助
[00:17:07.000 --> 00:17:09.000]  醫好了我的外母
[00:17:09.000 --> 00:17:10.000]  那我順利了
[00:17:10.000 --> 00:17:11.000]  不是
[00:17:11.000 --> 00:17:13.000]  離開我
[00:17:13.000 --> 00:17:17.000]  我是一個罪人
[00:17:17.000 --> 00:17:21.000]  主耶穌沒有罵他
[00:17:21.000 --> 00:17:24.000]  你現在知道我是誰了嗎
[00:17:24.000 --> 00:17:26.000]  以前狗眼看人低
[00:17:26.000 --> 00:17:27.000]  趁機省他一輪
[00:17:27.000 --> 00:17:28.000]  沒有
[00:17:28.000 --> 00:17:32.000]  耶穌在這個時候跟彼得說
[00:17:32.000 --> 00:17:34.000]  不要怕
[00:17:34.000 --> 00:17:36.000]  從今以後
[00:17:36.000 --> 00:17:41.000]  你要得人
[00:17:41.000 --> 00:17:43.000]  耶穌沒有拒絕他
[00:17:43.000 --> 00:17:44.000]  相反
[00:17:44.000 --> 00:17:45.000]  耶穌說來
[00:17:45.000 --> 00:17:46.000]  跟我
[00:17:46.000 --> 00:17:47.000]  服侍我
[00:17:47.000 --> 00:17:52.000]  你的生命從此不再一樣
[00:17:52.000 --> 00:17:58.000]  是這樣彼得就撇下所有的
[00:17:58.000 --> 00:18:02.000]  跟從了耶穌
[00:18:02.000 --> 00:18:05.000]  這個是信心
[00:18:05.000 --> 00:18:06.000]  這個才是信心
[00:18:06.000 --> 00:18:08.000]  認識主耶穌之後
[00:18:08.000 --> 00:18:10.000]  整個人就不同了
[00:18:10.000 --> 00:18:11.000]  所以彼得說
[00:18:11.000 --> 00:18:12.000]  信心開始
[00:18:12.000 --> 00:18:14.000]  不過不只是信心
[00:18:14.000 --> 00:18:16.000]  有了信心
[00:18:16.000 --> 00:18:17.000]  知不知道要背
[00:18:17.000 --> 00:18:19.000]  還是打出來
[00:18:19.000 --> 00:18:22.000]  要加上德行
[00:18:22.000 --> 00:18:23.000]  像帽子那麼大
[00:18:23.000 --> 00:18:26.000]  小小的字都看得到
[00:18:26.000 --> 00:18:28.000]  什麼是德行
[00:18:28.000 --> 00:18:33.000]  信心和德行分不開
[00:18:33.000 --> 00:18:36.000]  這個也是新約聖經說了很多次
[00:18:36.000 --> 00:18:39.000]  信心不可以只是說
[00:18:39.000 --> 00:18:41.000]  要走出來
[00:18:41.000 --> 00:18:49.000]  德行是說你的為人到底是怎樣
[00:18:49.000 --> 00:18:54.000]  我們經常對彼得的印象是怎樣
[00:18:54.000 --> 00:18:56.000]  有時查經
[00:18:56.000 --> 00:18:59.000]  我們覺得他每次都是說話
[00:18:59.000 --> 00:19:01.000]  不經大腦
[00:19:01.000 --> 00:19:02.000]  亂說話
[00:19:02.000 --> 00:19:04.000]  耶穌問什麼問題
[00:19:04.000 --> 00:19:05.000]  他都有答案
[00:19:05.000 --> 00:19:06.000]  又答錯了
[00:19:06.000 --> 00:19:08.000]  耶穌那次還罵他
[00:19:08.000 --> 00:19:11.000]  撒旦退我後邊去吧
[00:19:11.000 --> 00:19:13.000]  彼得好打有限
[00:19:13.000 --> 00:19:14.000]  對不起
[00:19:14.000 --> 00:19:18.000]  你這樣的印象其實不是很對
[00:19:18.000 --> 00:19:25.000]  西門彼得是跟隨耶穌的門徒當中
[00:19:25.000 --> 00:19:29.000]  排名不分先後都好
[00:19:29.000 --> 00:19:32.000]  他一定排第一
[00:19:32.000 --> 00:19:35.000]  你有沒有留意到這個事實
[00:19:35.000 --> 00:19:37.000]  耶穌的門徒很多
[00:19:37.000 --> 00:19:39.000]  選了十二個之後
[00:19:39.000 --> 00:19:42.000]  每一次說十二個門徒
[00:19:42.000 --> 00:19:48.000]  頭一個一定是西門彼得
[00:19:48.000 --> 00:19:51.000]  Swindon 華人基督教會
[00:19:51.000 --> 00:19:54.000]  排名不分先後
[00:19:54.000 --> 00:19:58.000]  不過排每一次都一定是排他先
[00:19:58.000 --> 00:20:00.000]  那個是誰
[00:20:00.000 --> 00:20:04.000]  那個一定是德高望重
[00:20:04.000 --> 00:20:07.000]  那個一定是大家尊敬的
[00:20:07.000 --> 00:20:09.000]  大家服的
[00:20:09.000 --> 00:20:12.000]  西門彼得是這樣的一個領袖
[00:20:12.000 --> 00:20:15.000]  如果他是那種開口急著利
[00:20:15.000 --> 00:20:17.000]  不經大腦亂說話的
[00:20:17.000 --> 00:20:20.000]  他不會排名第一
[00:20:20.000 --> 00:20:22.000]  不會的
[00:20:22.000 --> 00:20:25.000]  以德服人
[00:20:25.000 --> 00:20:28.000]  他的同伴大家一起生活
[00:20:28.000 --> 00:20:30.000]  甚麼都見了
[00:20:30.000 --> 00:20:33.000]  只是星期日回來就大家客客氣氣
[00:20:33.000 --> 00:20:35.000]  你許次短宣對
[00:20:35.000 --> 00:20:37.000]  試下兩個星期
[00:20:37.000 --> 00:20:41.000]  由早到晚他總是要洗碗就走了
[00:20:41.000 --> 00:20:43.000]  甚麼都被人看到了
[00:20:43.000 --> 00:20:48.000]  服他的是因為他的為人
[00:20:48.000 --> 00:20:50.000]  相信耶穌
[00:20:50.000 --> 00:20:52.000]  生命改變
[00:20:52.000 --> 00:20:56.000]  這個改變在哪裏見到
[00:20:56.000 --> 00:20:59.000]  是在他的德行上
[00:20:59.000 --> 00:21:02.000]  在他的行事為人上
[00:21:02.000 --> 00:21:04.000]  彼得說這兩件事
[00:21:04.000 --> 00:21:07.000]  其實是他跟了耶穌之後
[00:21:07.000 --> 00:21:10.000]  他自己經歷的
[00:21:10.000 --> 00:21:14.000]  身邊的人也會看到
[00:21:14.000 --> 00:21:16.000]  有了信心
[00:21:16.000 --> 00:21:18.000]  加上德行
[00:21:18.000 --> 00:21:22.000]  屬靈的生命開始成長了
[00:21:22.000 --> 00:21:24.000]  開始不同了
[00:21:24.000 --> 00:21:27.000]  人們見到有改變了
[00:21:27.000 --> 00:21:29.000]  第三樣是甚麼
[00:21:29.000 --> 00:21:31.000]  我現在叫你不要看那裏
[00:21:31.000 --> 00:21:33.000]  記不記得
[00:21:33.000 --> 00:21:34.000]  知識
[00:21:34.000 --> 00:21:36.000]  哦,那就要去讀神學了
[00:21:36.000 --> 00:21:38.000]  哦,那就要讀書了
[00:21:38.000 --> 00:21:40.000]  要讀回學位了
[00:21:40.000 --> 00:21:42.000]  不是
[00:21:42.000 --> 00:21:44.000]  聖經裏面說的知識
[00:21:44.000 --> 00:21:47.000]  不是書本的知識
[00:21:47.000 --> 00:21:52.000]  聖經裏面說的知識是甚麼呢
[00:21:52.000 --> 00:21:54.000]  記不記得耶穌有一次
[00:21:54.000 --> 00:21:56.000]  考門徒
[00:21:56.000 --> 00:21:59.000]  在該撒利亞菲勒比這個地方
[00:21:59.000 --> 00:22:03.000]  耶穌問人們說我是誰
[00:22:03.000 --> 00:22:05.000]  門徒高興了
[00:22:05.000 --> 00:22:08.000]  原來每個人都做了民意調查
[00:22:08.000 --> 00:22:11.000]  他們說你是施洗約翰翻生
[00:22:11.000 --> 00:22:13.000]  他們說你是先知
[00:22:13.000 --> 00:22:15.000]  他們說你是聖人
[00:22:15.000 --> 00:22:17.000]  每個人都七嘴八舌
[00:22:17.000 --> 00:22:22.000]  原來這條題目是Mock exam
[00:22:22.000 --> 00:22:25.000]  即是無耳測驗
[00:22:25.000 --> 00:22:28.000]  耶穌真的要問的問題是
[00:22:28.000 --> 00:22:34.000]  你們說我人子是誰
[00:22:34.000 --> 00:22:37.000]  當然是彼得回答了
[00:22:37.000 --> 00:22:38.000]  你也記得了
[00:22:38.000 --> 00:22:40.000]  彼得怎樣回答
[00:22:40.000 --> 00:22:47.000]  你是基督是永生神的兒子
[00:22:47.000 --> 00:22:50.000]  耶穌稱讚彼得
[00:22:50.000 --> 00:22:51.000]  有沒有記得
[00:22:51.000 --> 00:22:52.000]  耶穌怎樣稱讚他
[00:22:52.000 --> 00:22:54.000]  聰明有讀書
[00:22:54.000 --> 00:22:57.000]  聰明有溫書
[00:22:57.000 --> 00:22:59.000]  今早有靈修
[00:22:59.000 --> 00:23:01.000]  是不是這樣稱讚他
[00:23:01.000 --> 00:23:02.000]  不是
[00:23:02.000 --> 00:23:04.000]  你好像不記得
