
[00:00:00.000 --> 00:00:03.360]  各位電視節目的觀眾 我想問問大家一個問題
[00:04:50.040 --> 00:04:53.520]  最近在美國 因為一個十二歲的小朋友
[00:04:53.520 --> 00:04:57.320]  用一支水槍指著那些人
[00:04:57.320 --> 00:05:00.320]  然後後來警察來的時候 他指著警察
[00:05:00.320 --> 00:05:04.800]  警察叫他放下武器 沒聽 仍然指著
[00:05:04.800 --> 00:05:09.920]  結果一個很慘的悲劇發生了
[00:05:09.920 --> 00:05:13.160]  十二歲黑人的小朋友
[00:05:13.160 --> 00:05:17.520]  被警察兩槍打死了
[00:05:17.520 --> 00:05:22.800]  這件事讓我回憶我在美國德州的時候
[00:05:22.800 --> 00:05:26.480]  另外一個小朋友
[00:05:26.480 --> 00:05:30.120]  是同樣的事發生
[00:05:30.120 --> 00:05:32.400]  就是一個超級市場
[00:05:32.400 --> 00:05:38.520]  拿著一支這樣的水槍 13歲
[00:05:38.520 --> 00:05:42.080]  他想著玩 但是
[00:05:42.080 --> 00:05:44.040]  警察來到的時候叫他放下
[00:05:44.040 --> 00:05:46.960]  因為那些人害怕 很多人一起走
[00:05:46.960 --> 00:05:49.280]  警察來到就喝令他放下
[00:05:49.280 --> 00:05:51.640]  沒有放下 在那裡拿著
[00:05:51.640 --> 00:05:56.440]  結果又是被警察開槍打死了
[00:05:56.440 --> 00:05:59.720]  令到我最難過的
[00:05:59.720 --> 00:06:02.720]  原來兩個小朋友
[00:06:02.720 --> 00:06:04.920]  這次這個是12歲
[00:06:04.920 --> 00:06:06.600]  以前我看到那個呢
[00:06:06.600 --> 00:06:10.640]  就是報紙上賣的那個是13歲
[00:06:10.640 --> 00:06:13.840]  都是父母離婚
[00:06:13.840 --> 00:06:16.120]  第二樣我最難過的
[00:06:16.120 --> 00:06:18.320]  兩個都是一樣
[00:06:18.320 --> 00:06:22.040]  不可以被人欺負
[00:06:22.040 --> 00:06:26.000]  家裡的教育不可以被人欺負
[00:06:26.000 --> 00:06:27.480]  第三
[00:06:27.480 --> 00:06:29.200]  德州的時候
[00:06:29.200 --> 00:06:33.040]  那個小朋友甚至是媽媽告訴他
[00:06:33.040 --> 00:06:37.640]  兒子 家裡有支槍
[00:06:37.640 --> 00:06:40.360]  你媽媽被你爸爸打了那麼多
[00:06:40.360 --> 00:06:42.240]  如果下一次你見到他來
[00:06:42.240 --> 00:06:45.360]  是這樣的時候
[00:06:45.360 --> 00:06:47.880]  你要保護媽媽
[00:06:47.880 --> 00:06:52.360]  家裡放了支震槍在那裡
[00:06:52.360 --> 00:06:56.120]  從小就來教育
[00:06:56.120 --> 00:06:57.960]  另一次的事件
[00:06:57.960 --> 00:06:59.640]  就是一個小朋友
[00:06:59.640 --> 00:07:04.080]  12歲在學校開槍打死了兩個同學
[00:07:04.080 --> 00:07:06.520]  後來被告上法庭的時候
[00:07:06.520 --> 00:07:09.400]  法庭是要告他的父母
[00:07:09.400 --> 00:07:12.080]  媽媽單親的人
[00:07:12.080 --> 00:07:15.200]  在法庭的上面
[00:07:15.200 --> 00:07:17.200]  她辯護
[00:07:17.200 --> 00:07:19.320]  法官
[00:07:19.320 --> 00:07:21.840]  如果你是要告我的時候
[00:07:21.840 --> 00:07:23.840]  我想告訴你
[00:07:23.840 --> 00:07:27.000]  我從頭到尾從來沒有
[00:07:27.000 --> 00:07:29.120]  告訴過我的兒子
[00:07:29.120 --> 00:07:31.600]  當他遇到人欺負的時候
[00:07:31.600 --> 00:07:34.320]  要拿槍來打人
[00:07:34.320 --> 00:07:36.480]  這是第三個例子
[00:07:36.480 --> 00:07:39.600]  但是每天的新聞
[00:07:39.600 --> 00:07:41.680]  每天的電視
[00:07:41.680 --> 00:07:45.080]  每天你看到戲院的戲
[00:07:45.080 --> 00:07:47.480]  我們整個美國的社會
[00:07:47.480 --> 00:07:49.480]  都是在教導他
[00:07:49.480 --> 00:07:50.920]  要用槍
[00:07:50.920 --> 00:07:52.440]  不以牙還牙
[00:07:52.440 --> 00:07:55.440]  以眼還眼
[00:07:55.440 --> 00:07:59.200]  所以這個媽媽她對著法官說
[00:07:59.200 --> 00:08:01.000]  如果要告的時候
[00:08:01.000 --> 00:08:02.880]  麻煩你
[00:08:02.880 --> 00:08:05.320]  來去列那些製片商
[00:08:05.320 --> 00:08:06.840]  是被告的
[00:08:06.840 --> 00:08:09.400]  他們訓練我的兒子
[00:08:09.400 --> 00:08:10.920]  是要用槍
[00:08:10.920 --> 00:08:14.280]  我沒有訓練過他
[00:08:14.280 --> 00:08:16.480]  我希望你將電視台
[00:08:16.480 --> 00:08:18.160]  看成是被告
[00:08:18.160 --> 00:08:21.560]  因為每天的新聞就是這樣
[00:08:21.560 --> 00:08:23.640]  我的兒子以如木掩
[00:08:23.640 --> 00:08:26.120]  接觸的就是這些東西
[00:08:26.120 --> 00:08:27.320]  帶來的結果
[00:08:27.320 --> 00:08:29.440]  也是這個悲劇
[00:08:29.440 --> 00:08:32.160]  她跟我說
[00:08:32.160 --> 00:08:34.160]  她是不主張
[00:08:34.160 --> 00:08:35.960]  她的兒子用暴力
[00:08:35.960 --> 00:08:39.480]  但是她的兒子沒有聽
[00:08:39.480 --> 00:08:41.400]  各位親愛的兄弟姐妹
[00:08:41.440 --> 00:08:44.600]  大家都知道在一個自由澎湃的時代
[00:08:44.600 --> 00:08:48.520]  管教已經成為一個絕唱
[00:08:48.520 --> 00:08:51.720]  今天讓我們一起來看聖經
[00:08:51.720 --> 00:08:53.240]  來看一看
[00:08:53.240 --> 00:08:57.200]  到底管教在神的心中
[00:08:57.200 --> 00:09:00.360]  是否仍然需要存在
[00:09:00.360 --> 00:09:02.280]  而第二件事讓我們看一看
[00:09:02.280 --> 00:09:06.000]  到底管教和懲罰有什麼特別的不同呢?
[00:09:06.000 --> 00:09:08.840]  我們一起去希伯來書12章
[00:09:08.840 --> 00:09:11.920]  第四到十三節
[00:09:11.920 --> 00:09:16.240]  看看經文所說的是些什麼
[00:09:16.240 --> 00:09:17.880]  大家找到的時候
[00:09:17.880 --> 00:09:19.640]  我想請弟兄讀一次
[00:09:19.640 --> 00:09:20.920]  姐妹讀一次
[00:09:20.920 --> 00:09:23.840]  一起讀完這一段聖經
[00:09:23.840 --> 00:09:27.320]  雙數節弟兄我們一起讀
[00:09:27.320 --> 00:09:28.680]  單數就姐妹讀
[00:09:28.680 --> 00:09:29.720]  一起來
[00:09:29.720 --> 00:09:31.920]  你們與罪惡相爭
[00:09:31.920 --> 00:09:35.360]  還沒有抵擋到流血的地步
[00:09:35.360 --> 00:09:37.680]  你們又忘了哪圈你們
[00:09:37.680 --> 00:09:40.160]  如同勸兒子的話說
[00:09:40.160 --> 00:09:43.440]  所以你不可輕看主的管教
[00:09:43.440 --> 00:09:45.320]  被他責備的時候
[00:09:45.320 --> 00:09:47.320]  也不可灰心
[00:09:47.320 --> 00:09:48.880]  因為主所愛的
[00:09:48.880 --> 00:09:50.280]  他必管教
[00:09:50.280 --> 00:09:53.880]  又邊打帆收納的兒子
[00:09:53.880 --> 00:09:54.480]  您
[00:09:54.480 --> 00:10:04.480]  (咳嗽)
[00:10:04.480 --> 00:10:06.960]  是眾子所
[00:10:06.960 --> 00:10:08.960]  你們若不受管教
[00:10:08.960 --> 00:10:10.360]  就是獅子
[00:10:10.360 --> 00:10:11.880]  不適宜止了
[00:10:11.880 --> 00:10:14.280]  再者
[00:10:14.280 --> 00:10:18.840]  (咳嗽)
[00:10:18.840 --> 00:10:20.680]  何況萬靈的父
[00:10:20.680 --> 00:10:23.040]  我們豈不更當信服
[00:10:23.040 --> 00:10:24.680]  他得乘嗎?
[00:10:24.680 --> 00:10:26.000]  生生的父
[00:10:26.000 --> 00:10:29.080]  都是暫隨己已管教我們
[00:10:29.080 --> 00:10:31.760]  唯有萬靈的父管教我們
[00:10:31.760 --> 00:10:33.640]  是要我們得益處
[00:10:33.640 --> 00:10:36.760]  使我們在他的聖潔上有份
[00:10:36.760 --> 00:10:38.440]  犯管教的事
[00:10:38.440 --> 00:10:40.440]  當時不覺得快樂
[00:10:40.440 --> 00:10:42.200]  反覺得受苦
[00:10:42.200 --> 00:10:44.880]  後來卻為那經練過的人
[00:10:44.880 --> 00:10:46.960]  結出平均的果子
[00:10:46.960 --> 00:10:47.680]  就是義
[00:10:47.680 --> 00:10:48.560]  我們一起讀
[00:10:48.560 --> 00:10:51.440]  所以你們要把下垂的手
[00:10:51.440 --> 00:10:53.680]  髮宣的腿挺起來
[00:10:53.680 --> 00:10:55.120]  也要為自己的腳
[00:10:55.120 --> 00:10:56.960]  把道路修直了
[00:10:56.960 --> 00:10:59.160]  使瘸子不至歪腳
[00:10:59.160 --> 00:11:00.920]  反得全如
[00:11:00.920 --> 00:11:04.160]  這一段聖經
[00:11:04.160 --> 00:11:06.560]  絕對是同管教
[00:11:06.560 --> 00:11:08.800]  有關的
[00:11:08.800 --> 00:11:12.360]  因為從第五節一直到十一節
[00:11:12.360 --> 00:11:14.360]  這麼短的經文裏
[00:11:14.360 --> 00:11:16.840]  一共出現了十次
[00:11:16.840 --> 00:11:18.760]  管教、管教、管教
[00:11:18.760 --> 00:11:20.160]  這個字
[00:11:20.160 --> 00:11:21.520]  第五節一次
[00:11:21.520 --> 00:11:22.920]  第六節一次
[00:11:22.920 --> 00:11:24.840]  第七節兩次出現
[00:11:24.840 --> 00:11:26.840]  第八節兩次出現
[00:11:26.840 --> 00:11:28.640]  第九節出現一次
[00:11:28.640 --> 00:11:30.680]  第十節兩次出現
[00:11:30.680 --> 00:11:34.000]  和十一節
[00:11:34.000 --> 00:11:37.800]  聖經用了十次管教這兩個字
[00:11:37.800 --> 00:11:38.720]  換句話說
[00:11:38.720 --> 00:11:42.000]  這段經文的重點
[00:11:42.000 --> 00:11:43.280]  就是在說
[00:11:43.280 --> 00:11:47.200]  神如何看管教
[00:11:47.200 --> 00:11:50.680]  那為什麼神在這段聖經裏面說到管教呢?
[00:11:50.680 --> 00:11:51.880]  原因就是說
[00:11:51.880 --> 00:11:53.480]  整個希伯來書裏面
[00:11:53.480 --> 00:11:56.920]  其中包括到其中一樣東西
[00:11:56.920 --> 00:12:00.040]  就是到底救恩會不會失落呢?
[00:12:00.040 --> 00:12:02.240]  我們連續第二章
[00:12:02.240 --> 00:12:03.200]  三四章
[00:12:03.200 --> 00:12:04.080]  第六章
[00:12:04.080 --> 00:12:04.880]  第十章
[00:12:04.880 --> 00:12:05.880]  十二章
[00:12:05.880 --> 00:12:07.720]  這麼多章的聖經當中
[00:12:07.720 --> 00:12:10.640]  都是和這個主題有關
[00:12:10.640 --> 00:12:12.520]  而這個主題讓我們看見
[00:12:12.520 --> 00:12:14.240]  信一主的人
[00:12:14.240 --> 00:12:15.360]  我們都發覺到
[00:12:15.360 --> 00:12:18.760]  有很多不同的警告、懲罰
[00:12:18.760 --> 00:12:21.000]  甚至以色列人都是一樣
[00:12:21.000 --> 00:12:22.840]  有很多人就問一個問題
[00:12:22.840 --> 00:12:24.960]  到底這個管教、這個懲罰
[00:12:24.960 --> 00:12:28.120]  是不是等於他們的救恩會失落呢?
[00:12:28.120 --> 00:12:29.280]  而作者
[00:12:29.320 --> 00:12:33.600]  為了清清楚楚告訴我們
[00:12:33.600 --> 00:12:35.520]  真正得救的人
[00:12:35.520 --> 00:12:38.960]  救恩是永遠不會失落的
[00:12:38.960 --> 00:12:41.040]  那為什麼在我們的身上
[00:12:41.040 --> 00:12:43.600]  我們經歷到神好像不理我們
[00:12:43.600 --> 00:12:45.160]  神好像撇棄我們
[00:12:45.160 --> 00:12:48.600]  是叫我們受苦呢?
[00:12:48.600 --> 00:12:50.440]  第六章就告訴我們
[00:12:50.440 --> 00:12:53.480]  就是因為經過這個管教
[00:12:53.480 --> 00:12:57.120]  經過這個神的修理
[00:12:57.120 --> 00:12:59.600]  我們就可以改善到我們自己
[00:12:59.600 --> 00:13:00.880]  就好像一塊田
[00:13:00.880 --> 00:13:03.200]  長滿荊棘、擲泥
[00:13:03.200 --> 00:13:05.560]  但是如果被火燒了之後
[00:13:05.560 --> 00:13:07.600]  它就會變得更加肥沃
[00:13:07.600 --> 00:13:10.240]  更加合乎主來用
[00:13:10.240 --> 00:13:12.680]  合乎耕種的人用
[00:13:12.680 --> 00:13:13.360]  另一方面
[00:13:13.360 --> 00:13:15.960]  第三、第四章
[00:13:15.960 --> 00:13:17.160]  也都告訴我們
[00:13:17.160 --> 00:13:20.520]  以色列人失去能夠進入到安息之地
[00:13:20.520 --> 00:13:21.800]  就是葛加南美地
[00:13:21.800 --> 00:13:23.160]  神應許之地
[00:13:23.160 --> 00:13:25.160]  就是因為他們的不順從
[00:13:25.160 --> 00:13:27.080]  是因為他們的不信服
[00:13:27.080 --> 00:13:28.640]  但是這幫人當中
[00:13:28.640 --> 00:13:33.480]  是包括到摩西、亞倫、米利安
[00:13:33.480 --> 00:13:38.440]  和你可以說99.9%的以色列人
[00:13:38.440 --> 00:13:39.840]  為什麼我這樣說呢?
[00:13:39.840 --> 00:13:41.680]  因為能夠進入到加南美地
[00:13:41.680 --> 00:13:43.360]  只有兩個人
[00:13:43.360 --> 00:13:44.960]  一個就是約翠亞
[00:13:44.960 --> 00:13:46.800]  另一個就是加拿大
[00:13:46.800 --> 00:13:48.520]  那我們沒理由說
[00:13:48.520 --> 00:13:50.480]  不能夠進入安息
[00:13:50.480 --> 00:13:52.600]  就是等於失去救恩
[00:13:52.600 --> 00:13:56.000]  因為摩西你不能夠說他失去救恩
[00:13:56.000 --> 00:13:57.400]  所以因為這樣
[00:13:57.400 --> 00:14:00.560]  我們很清楚看見希伯來書的作者
[00:14:00.560 --> 00:14:02.240]  告訴我們
[00:14:02.240 --> 00:14:03.760]  信了主的人
[00:14:03.760 --> 00:14:05.840]  當我們離棄這個真道
[00:14:05.840 --> 00:14:08.400]  當我們不聽神的話
[00:14:08.400 --> 00:14:10.600]  神都會管教我們
[00:14:10.600 --> 00:14:12.280]  原來來到十二章
[00:14:12.280 --> 00:14:17.080]  他就更加清楚地將這個信息告訴我們
[00:14:17.080 --> 00:14:18.480]  原來當我們信了主的時候
[00:14:18.480 --> 00:14:19.600]  有時候會受苦
[00:14:19.600 --> 00:14:22.000]  有時候神好像不理我們一樣
[00:14:22.000 --> 00:14:24.120]  這些不是佛
[00:14:24.120 --> 00:14:25.640]  這些是管教
[00:14:25.640 --> 00:14:28.480]  管教的目的是叫我們可以回轉
[00:14:28.480 --> 00:14:31.400]  成為一個更合神心意的人
[00:14:31.400 --> 00:14:33.800]  首先我們就看看
[00:14:33.800 --> 00:14:37.040]  有一些很重要的東西
[00:14:37.040 --> 00:14:39.040]  你們與罪惡相爭
[00:14:39.040 --> 00:14:42.840]  還沒有抵擋到流血的地步
[00:14:42.840 --> 00:14:46.680]  就是說我們今天
[00:14:46.680 --> 00:14:48.760]  不要以為信了主之後
[00:14:48.760 --> 00:14:51.560]  我們就可以讓罪惡得勝
[00:14:51.560 --> 00:14:52.800]  就是算了
[00:14:52.800 --> 00:14:54.160]  不要這麼辛苦了
[00:14:54.160 --> 00:14:56.080]  過一個自由的生活
[00:14:56.080 --> 00:14:57.760]  總之別人做什麼
[00:14:57.760 --> 00:14:58.720]  我們就做什麼
[00:14:58.720 --> 00:15:00.160]  你就好過了
[00:15:00.160 --> 00:15:01.640]  但實際上
[00:15:01.640 --> 00:15:05.200]  如果我們對著一些罪不說NO
[00:15:05.200 --> 00:15:08.520]  帶來的結果就是神的管教
[00:15:08.520 --> 00:15:10.200]  但如果我們說NO的時候
[00:15:10.200 --> 00:15:12.600]  我們可能會遇到一些壁壩
[00:15:12.600 --> 00:15:14.880]  我們可能會遇到一些人對我們的
[00:15:14.880 --> 00:15:17.160]  閒言閒語各種不同的東西
[00:15:17.160 --> 00:15:18.920]  但聖經就告訴我們
[00:15:18.920 --> 00:15:20.920]  我們與罪惡相爭
[00:15:20.920 --> 00:15:23.720]  是遠遠比不上一個
[00:15:23.720 --> 00:15:25.000]  這個是誰呢?
[00:15:25.000 --> 00:15:26.440]  就是耶穌基督
[00:15:26.440 --> 00:15:29.280]  所以希伯來書第十二章第三節
[00:15:29.280 --> 00:15:32.880]  「那忍受罪人頂撞的
[00:15:32.880 --> 00:15:34.280]  你要注目
[00:15:34.280 --> 00:15:38.560]  免得你疲倦灰心」
[00:15:38.560 --> 00:15:43.000]  這個忍受敵人頂撞的
[00:15:43.000 --> 00:15:45.800]  這個人是誰呢?
[00:15:45.800 --> 00:15:49.760]  特別是針對一個人來說的
[00:15:49.760 --> 00:15:52.320]  那個頂撞的字
[00:15:52.320 --> 00:15:55.440]  就是憎恨、hostility
[00:15:55.440 --> 00:15:58.280]  或者鄙視、厭惡
[00:15:58.280 --> 00:16:02.200]  或者看不起、或者頑皮等等
[00:16:02.200 --> 00:16:04.600]  是和這個字有關
[00:16:04.600 --> 00:16:07.760]  聖經是用耶穌基督來做一個板
[00:16:07.760 --> 00:16:09.280]  祂告訴我們
[00:16:09.280 --> 00:16:12.800]  如果我們今天是因為一般人做的事
[00:16:12.800 --> 00:16:14.240]  我們不同的認同
[00:16:14.240 --> 00:16:16.040]  以致被排斥的時候
[00:16:16.040 --> 00:16:17.480]  你要記得一個
[00:16:17.480 --> 00:16:18.440]  這個是誰呢?
[00:16:18.440 --> 00:16:19.880]  就是主耶穌
[00:16:19.880 --> 00:16:23.920]  主耶穌祂因為不同人同流合污
[00:16:23.920 --> 00:16:25.360]  而帶來的結果
[00:16:25.360 --> 00:16:27.360]  祂是上十字架
[00:16:27.360 --> 00:16:28.520]  但是我們今天
[00:16:28.520 --> 00:16:31.880]  有很長時間都沒有去到上十字架的地步
[00:16:31.880 --> 00:16:36.240]  所以祂就叫我們用耶穌基督作為我們的箭
[00:16:36.240 --> 00:16:37.720]  然後接著就去到第四節
[00:16:37.720 --> 00:16:39.160]  祂就告訴我們
[00:16:39.160 --> 00:16:42.760]  我們有很長時間都沒有去到流血的地步
[00:16:42.760 --> 00:16:46.800]  你最多就是被人不理你
[00:16:46.800 --> 00:16:48.720]  人家約在一起出街不約你
[00:16:48.720 --> 00:16:50.640]  因為馬車又不打
[00:16:50.640 --> 00:16:52.080]  馬仔又不倒
[00:16:52.080 --> 00:16:54.280]  波纜又不去什麼什麼
[00:16:54.280 --> 00:16:55.880]  算了
[00:16:55.880 --> 00:16:57.680]  我們去找女人祂又不去
[00:16:57.680 --> 00:16:59.440]  喝花酒祂不喝
[00:16:59.440 --> 00:17:00.880]  不要哄祂了
[00:17:00.880 --> 00:17:02.280]  我們一班人去
[00:17:02.280 --> 00:17:03.280]  不要理祂了
[00:17:03.280 --> 00:17:04.600]  你被人排斥
[00:17:04.600 --> 00:17:06.200]  不要緊
[00:17:06.200 --> 00:17:07.920]  其實這個是保護
[00:17:07.920 --> 00:17:10.200]  你看這個是保護就好了
[00:17:10.200 --> 00:17:11.440]  但是如果你看這個
[00:17:11.440 --> 00:17:12.640]  是很無人
[00:17:12.640 --> 00:17:14.480]  做基督徒真的很孤單
[00:17:14.480 --> 00:17:16.160]  一個一個同事這樣出去
[00:17:16.160 --> 00:17:17.600]  就自己這樣去了
[00:17:17.600 --> 00:17:19.160]  永遠都不哄你玩的
[00:17:19.160 --> 00:17:20.320]  告訴大家
[00:17:20.320 --> 00:17:22.320]  其實這個是恩典來的
[00:17:22.320 --> 00:17:26.680]  我記得
[00:17:26.680 --> 00:17:27.680]  以前教書的時候
[00:17:27.680 --> 00:17:29.240]  我都很想跟大家說
[00:17:29.240 --> 00:17:31.120]  因為經過幾次
[00:17:31.120 --> 00:17:32.520]  這些先生走在一起的時候
[00:17:32.520 --> 00:17:34.520]  很喜歡說學生
[00:17:34.520 --> 00:17:39.080]  其中有兩三個
[00:17:39.080 --> 00:17:41.520]  就很喜歡說女學生
[00:17:41.520 --> 00:17:44.880]  所以有時候
[00:17:44.880 --> 00:17:46.000]  我去過他們當中
[00:17:46.000 --> 00:17:46.960]  其中有一次一講的時候
[00:17:46.960 --> 00:17:47.880]  我們說
[00:17:47.880 --> 00:17:48.640]  小心點
[00:17:48.640 --> 00:17:49.640]  不要這樣
[00:17:49.640 --> 00:17:50.640]  做一Sir
[00:17:50.640 --> 00:17:51.760]  這樣這樣
[00:17:51.760 --> 00:17:54.520]  結果以後我發覺有一樣東西
[00:17:54.520 --> 00:17:55.640]  當他們說的時候
[00:17:55.640 --> 00:17:56.720]  走過去的時候
[00:17:56.720 --> 00:17:58.160]  他們說
[00:17:58.160 --> 00:17:59.280]  聖人來了
[00:17:59.280 --> 00:18:00.560]  不要說了
[00:18:00.560 --> 00:18:03.880]  然後他們去某些地方
[00:18:03.880 --> 00:18:05.240]  就不會哄我玩的
[00:18:05.240 --> 00:18:07.240]  但是我發覺這個是好的
[00:18:07.240 --> 00:18:09.040]  但是有些東西一定哄我玩的
[00:18:09.040 --> 00:18:10.920]  就是和學生打球
[00:18:10.920 --> 00:18:13.080]  我覺得這個是好的
[00:18:13.080 --> 00:18:14.440]  所以不要緊的
[00:18:14.440 --> 00:18:15.360]  頂姐妹
[00:18:15.360 --> 00:18:16.520]  聖經告訴我們
[00:18:16.520 --> 00:18:18.280]  我們和罪惡相爭
[00:18:18.280 --> 00:18:21.840]  有很長時間都沒有流血的地步
[00:18:21.840 --> 00:18:26.840]  然後後面就提到管教
[00:18:26.840 --> 00:18:28.120]  在這段聖經當中
[00:18:28.120 --> 00:18:30.120]  給大家留意
[00:18:30.120 --> 00:18:34.240]  管教是苦口的
[00:18:34.240 --> 00:18:35.240]  11節
[00:18:35.240 --> 00:18:37.040]  犯管教的事
[00:18:37.040 --> 00:18:39.240]  當時不覺得快樂
[00:18:39.240 --> 00:18:41.640]  反覺得受苦
[00:18:41.640 --> 00:18:44.160]  同不同意啊?頂姐妹
[00:18:44.160 --> 00:18:46.760]  小時候被爸爸罵
[00:18:46.760 --> 00:18:48.320]  被媽媽罵
[00:18:48.320 --> 00:18:49.600]  被爸爸打
[00:18:49.600 --> 00:18:50.880]  被先生打
[00:18:50.880 --> 00:18:53.120]  會不會覺得開心啊?
[00:18:53.120 --> 00:18:54.680]  一定不開心的
[00:18:54.680 --> 00:18:56.920]  罰站一定不開心的
[00:18:56.920 --> 00:18:58.920]  是受苦
[00:18:58.920 --> 00:19:03.560]  但是後來卻為那些經歷過的人
[00:19:03.560 --> 00:19:05.120]  結出平安的果子
[00:19:05.120 --> 00:19:06.240]  就是這樣
[00:19:06.240 --> 00:19:08.000]  你是因為經過這些事情的時候
[00:19:08.000 --> 00:19:10.000]  印象深刻
[00:19:10.000 --> 00:19:11.040]  你以後就知道
[00:19:11.080 --> 00:19:13.080]  不會繼續做那些事情
