
[00:00:00.000 --> 00:00:03.000]  (看著第七章)
[00:08:15.000 --> 00:08:18.000]  所以無論是宗教上道德觀念上
[00:08:18.000 --> 00:08:21.000]  都是與敵人爭論不休
[00:08:21.000 --> 00:08:23.000]  是被敵人挑戰
[00:08:23.000 --> 00:08:25.000]  有很大的爭鬥
[00:08:25.000 --> 00:08:27.000]  直到今時今日
[00:08:27.000 --> 00:08:30.000]  他們建立了他們的國家
[00:08:30.000 --> 00:08:31.000]  以色列國
[00:08:31.000 --> 00:08:35.000]  但很快這個國家又分為南北國
[00:08:35.000 --> 00:08:39.000]  北國又被亞述國滅了
[00:08:39.000 --> 00:08:41.000]  將他們放逐
[00:08:41.000 --> 00:08:45.000]  始終北國的人都沒有回到以色列
[00:08:45.000 --> 00:08:49.000]  南國被巴比倫滅了
[00:08:49.000 --> 00:08:51.000]  也將他們放逐
[00:08:51.000 --> 00:08:53.000]  但神保守七十年後
[00:08:53.000 --> 00:08:57.000]  他們能夠回到自己的應許之地
[00:08:57.000 --> 00:09:00.000]  但回到應許之地之後
[00:09:00.000 --> 00:09:03.000]  他們希望重建聖殿城牆
[00:09:03.000 --> 00:09:06.000]  但被外邦人來阻擾他們
[00:09:06.000 --> 00:09:07.000]  嘲笑他們
[00:09:07.000 --> 00:09:11.000]  阻止他們建立城牆和聖殿
[00:09:11.000 --> 00:09:14.000]  在希臘的統治之下
[00:09:14.000 --> 00:09:17.000]  我們看到安提亞古四世
[00:09:17.000 --> 00:09:20.000]  他褻瀆神 猶太人的神
[00:09:20.000 --> 00:09:21.000]  褻瀆聖殿
[00:09:21.000 --> 00:09:24.000]  將猶太人進行大屠殺
[00:09:24.000 --> 00:09:28.000]  在羅馬帝國的統治之下
[00:09:28.000 --> 00:09:31.000]  沒有改變這些情形
[00:09:31.000 --> 00:09:33.000]  在耶穌基督在世的時候
[00:09:33.000 --> 00:09:39.000]  希律王下令要殺死所有兩歲的嬰兒
[00:09:39.000 --> 00:09:42.000]  另外在公元七十年
[00:09:42.000 --> 00:09:47.000]  提多將軍帶領軍隊將耶路撒冷二圍平地
[00:09:47.000 --> 00:09:49.000]  根據Josephus的記載
[00:09:49.000 --> 00:09:54.000]  一天之內殺死了一百萬猶太人
[00:09:54.000 --> 00:09:56.000]  將他們屠殺
[00:09:56.000 --> 00:10:02.000]  有十萬猶太人的屍體在城牆上被拋下來
[00:10:02.000 --> 00:10:04.000]  在這兩年之前
[00:10:04.000 --> 00:10:07.000]  蓋薩利亞有種族衝突
[00:10:07.000 --> 00:10:09.000]  殺死了二萬猶太人
[00:10:09.000 --> 00:10:13.000]  數以千計的猶太人成為奴隸
[00:10:13.000 --> 00:10:17.000]  差不多同時一天之內在大馬士革
[00:10:17.000 --> 00:10:21.000]  那些人民殺死了一萬個猶太人
[00:10:21.000 --> 00:10:25.000]  而有更多的人死在羅馬政府所舉辦的
[00:10:25.000 --> 00:10:28.000]  國鬥士的比賽當中
[00:10:28.000 --> 00:10:30.000]  公元的一百十五年
[00:10:30.000 --> 00:10:35.000]  古里內埃及塞浦路斯和米索波大米的猶太人
[00:10:35.000 --> 00:10:38.000]  起來反抗羅馬政府
[00:10:38.000 --> 00:10:41.000]  但很可惜他們沒有成功
[00:10:41.000 --> 00:10:43.000]  羅馬王哈德良
[00:10:43.000 --> 00:10:47.000]  毀滅了在以色列九百八十五座城
[00:10:47.000 --> 00:10:50.000]  殺死了六十萬猶太人
[00:10:50.000 --> 00:10:54.000]  更多猶太人死在饑荒疾病火災
[00:10:54.000 --> 00:10:56.000]  被賣為奴隸
[00:10:56.000 --> 00:11:00.000]  他們的身價只不過是一匹馬的價錢
[00:11:00.000 --> 00:11:03.000]  在公元的三百八十年
[00:11:03.000 --> 00:11:06.000]  羅馬王迪奧西多
[00:11:06.000 --> 00:11:11.000]  頒發律例典章排擠貶低猶太人
[00:11:11.000 --> 00:11:13.000]  這一點很重要
[00:11:13.000 --> 00:11:17.000]  這些思想傳到世界各地
[00:11:17.000 --> 00:11:20.000]  尤其是西方國家和社會
[00:11:20.000 --> 00:11:22.000]  以至今時今日
[00:11:22.000 --> 00:11:25.000]  為什麼有這麼嚴重排擠猶太人
[00:11:25.000 --> 00:11:27.000]  歧視猶太人
[00:11:27.000 --> 00:11:30.000]  就是因為這些律例典章
[00:11:30.000 --> 00:11:32.000]  在中世紀
[00:11:32.000 --> 00:11:34.000]  這些壁壩就繼續了
[00:11:34.000 --> 00:11:36.000]  最初的兩個世紀
[00:11:36.000 --> 00:11:41.000]  拜占庭人統治了猶太人來逼迫他們
[00:11:41.000 --> 00:11:44.000]  在公元的六百二十八年
[00:11:44.000 --> 00:11:49.000]  赫拉克利特將猶太人驅逐出耶路撒冷
[00:11:49.000 --> 00:11:54.000]  公元的八百四十二年至一千零五十六年
[00:11:54.000 --> 00:11:57.000]  是十字軍東征
[00:11:57.000 --> 00:11:59.000]  他們第一次的東征
[00:11:59.000 --> 00:12:02.000]  是以基督教的名分
[00:12:02.000 --> 00:12:07.000]  將三千個猶太人踏死在馬蹄下
[00:12:07.000 --> 00:12:12.000]  在公元的一千二百五十四年和一千三百零六年
[00:12:12.000 --> 00:12:15.000]  法國兩次驅逐猶太人
[00:12:15.000 --> 00:12:20.000]  在公元的一千三百四十八年至四十九年間
[00:12:20.000 --> 00:12:22.000]  歐洲有黑死病
[00:12:22.000 --> 00:12:27.000]  那些人就誣告是猶太人在井裡下毒
[00:12:27.000 --> 00:12:30.000]  於是對猶太人進行大屠殺
[00:12:30.000 --> 00:12:35.000]  猶太人被逼逃亡去波蘭和俄羅斯
[00:12:35.000 --> 00:12:38.000]  在公元的一千四百九十二年
[00:12:38.000 --> 00:12:43.000]  當哥倫布發現新大陸發現美洲的時候
[00:12:43.000 --> 00:12:47.000]  猶太人被西班牙驅逐出境
[00:12:47.000 --> 00:12:50.000]  在公元的一千四百九十六年
[00:12:50.000 --> 00:12:54.000]  猶太人被葡萄牙驅逐出境
[00:12:54.000 --> 00:12:56.000]  在這個之後沒多久
[00:12:56.000 --> 00:13:01.000]  除了意大利和德國小部分的地方
[00:13:01.000 --> 00:13:07.000]  全部的低歐都封閉了不讓猶太人進入
[00:13:07.000 --> 00:13:11.000]  進行對猶太人的歧視和排擠
[00:13:11.000 --> 00:13:14.000]  在近代更加不用說
[00:13:14.000 --> 00:13:18.000]  十七世紀波蘭發生了對猶太人的迫迫
[00:13:18.000 --> 00:13:22.000]  雖然在法國大革命公元的一七八九年
[00:13:22.000 --> 00:13:26.000]  希望解放一些在歐洲的猶太人
[00:13:26.000 --> 00:13:31.000]  但是反猶太主義仍然在不同的地方進行
[00:13:31.000 --> 00:13:33.000]  尤其是在烏克蘭
[00:13:33.000 --> 00:13:37.000]  在公元的一千八百年的初期
[00:13:37.000 --> 00:13:40.000]  對猶太人進行了大屠殺
[00:13:40.000 --> 00:13:44.000]  猶太人唯一的希望就是復國
[00:13:44.000 --> 00:13:47.000]  所以在公元的一百九十七年
[00:13:47.000 --> 00:13:52.000]  在巴塞爾舉行了一個猶太人復國的大會
[00:13:52.000 --> 00:13:55.000]  大約在公元的一百七十三年
[00:13:55.000 --> 00:13:58.000]  第一批的猶太復國主義者
[00:13:58.000 --> 00:14:01.000]  回到他們的應許之地
[00:14:01.000 --> 00:14:07.000]  在一九一四年儘管這片土地仍然在敵人手上
[00:14:07.000 --> 00:14:13.000]  已經有九萬個猶太人回到自己的領土
[00:14:13.000 --> 00:14:19.000]  神就是神即其是保存著猶太人的身份
[00:14:19.000 --> 00:14:24.000]  一次又一次讓他們在這片土地復國
[00:14:24.000 --> 00:14:28.000]  我相信最大對猶太人的迫害
[00:14:28.000 --> 00:14:31.000]  就是在一九四年間
[00:14:31.000 --> 00:14:37.000]  第二次世界大戰納粹黨殺害了六百萬猶太人
[00:14:37.000 --> 00:14:43.000]  反猶太主義現在已經不再是打響宗教的旗號
[00:14:43.000 --> 00:14:48.000]  而是名正言順對猶太人進行種族歧視
[00:14:48.000 --> 00:14:50.000]  這是很不幸
[00:14:50.000 --> 00:14:56.000]  今天猶太人仍然被迫害、被誹謗、被誤解、被嘲笑
[00:14:56.000 --> 00:15:01.000]  這個我剛才也說過是撒旦的計謀
[00:15:01.000 --> 00:15:05.000]  但如果你看基督徒怎樣
[00:15:05.000 --> 00:15:08.000]  其實我們和猶太人都沒有分別
[00:15:08.000 --> 00:15:12.000]  我們都是被人迫害、被世人迫罷
[00:15:12.000 --> 00:15:18.000]  耶穌基督說僕人不能夠敗過主人
[00:15:18.000 --> 00:15:22.000]  耶穌基督說如果他們迫罷耶穌基督
[00:15:22.000 --> 00:15:25.000]  基督徒一樣會受到迫罷
[00:15:25.000 --> 00:15:28.000]  約翰福音15:20
[00:15:28.000 --> 00:15:32.000]  還有提摩太后書3:12
[00:15:32.000 --> 00:15:35.000]  保羅也提醒我們
[00:15:35.000 --> 00:15:41.000]  凡納至在基督耶穌裡敬前道日的都會受到迫害
[00:15:41.000 --> 00:15:43.000]  所以我們看得很清楚
[00:15:43.000 --> 00:15:46.000]  只要你是神的子民
[00:15:46.000 --> 00:15:48.000]  撒旦就攻擊你
[00:15:48.000 --> 00:15:52.000]  你在你的額頭就有一個標誌被撒旦攻擊你
[00:15:52.000 --> 00:15:55.000]  因為我們都是神的子民
[00:15:55.000 --> 00:15:57.000]  我們剛剛說完了
[00:15:57.000 --> 00:16:03.000]  那麼多有關猶太人在歷史上完全沒有得到任何好處
[00:16:03.000 --> 00:16:07.000]  那麼你說屬靈方面他們有沒有得到好處
[00:16:07.000 --> 00:16:13.000]  其實保羅在羅馬書的二章尾已經回答了這個問題
[00:16:13.000 --> 00:16:17.000]  記不記得保羅在二章二十九節羅馬書
[00:16:17.000 --> 00:16:21.000]  他說一個真正的猶太人是內在的猶太人
[00:16:21.000 --> 00:16:23.000]  是內心的猶太人
[00:16:23.000 --> 00:16:26.000]  為什麼呢?就是不是靠你的外在
[00:16:26.000 --> 00:16:29.000]  猶太人是神的選民
[00:16:29.000 --> 00:16:31.000]  是阿伯拉罕的後裔
[00:16:31.000 --> 00:16:33.000]  和神有納約
[00:16:33.000 --> 00:16:35.000]  他們有國禮的記號
[00:16:35.000 --> 00:16:38.000]  他們就依靠這些外在的東西
[00:16:38.000 --> 00:16:43.000]  但是保羅說一個真正的猶太人是內在
[00:16:43.000 --> 00:16:47.000]  這個也是給我們基督徒的借鏡
[00:16:47.000 --> 00:16:52.000]  很多時候我們認為我們在報道會有舉手決志
[00:16:52.000 --> 00:16:54.000]  我們是有洗禮
[00:16:54.000 --> 00:16:57.000]  我們甚至每個星期日有回來敬拜
[00:16:57.000 --> 00:16:59.000]  但是這些都是外在的
[00:16:59.000 --> 00:17:01.000]  最重要我們的內心是怎麼樣
[00:17:01.000 --> 00:17:03.000]  這個是很重要
[00:17:03.000 --> 00:17:08.000]  猶太人所有的特權非但對他們無益
[00:17:08.000 --> 00:17:11.000]  反而對他們是有害的
[00:17:11.000 --> 00:17:16.000]  我剛才說了神給了他們這麼多的恩典
[00:17:16.000 --> 00:17:18.000]  當他們不相信
[00:17:18.000 --> 00:17:20.000]  當他們繼續犯罪
[00:17:20.000 --> 00:17:21.000]  他們背若的時候
[00:17:21.000 --> 00:17:24.000]  他們得到的懲罰會更加的大
[00:17:24.000 --> 00:17:27.000]  這個是我時常說的
[00:17:27.000 --> 00:17:29.000]  這個是神的經濟
[00:17:29.000 --> 00:17:31.000]  你得到越多的亮光
[00:17:31.000 --> 00:17:33.000]  當你不信的時候
[00:17:33.000 --> 00:17:35.000]  你的懲罰也會更加的重
[00:17:35.000 --> 00:17:38.000]  在阿摩斯書的三章二節
[00:17:38.000 --> 00:17:40.000]  在地上萬族中
[00:17:40.000 --> 00:17:41.000]  我只認識你們
[00:17:41.000 --> 00:17:45.000]  因此我必追討你們一切的罪孽
[00:17:45.000 --> 00:17:48.000]  這個經文是對猶太人所說
[00:17:48.000 --> 00:17:52.000]  這裡不是說神在地上所有的民族
[00:17:52.000 --> 00:17:54.000]  只認識以色列人
[00:17:54.000 --> 00:17:56.000]  不是這個意思
[00:17:56.000 --> 00:17:59.000]  認識這個字是很親密的
[00:17:59.000 --> 00:18:01.000]  是很特別的
[00:18:01.000 --> 00:18:03.000]  神說在世上這麼多的民族
[00:18:03.000 --> 00:18:05.000]  我最親近的就是你們
[00:18:05.000 --> 00:18:07.000]  我最認識的就是你們
[00:18:07.000 --> 00:18:09.000]  認識這個字
[00:18:09.000 --> 00:18:13.000]  耶穌基督在約翰福音的十章四節
[00:18:13.000 --> 00:18:17.000]  他說我的羊是認識我的聲音
[00:18:17.000 --> 00:18:19.000]  就是這個認識
[00:18:19.000 --> 00:18:20.000]  是很親切的
[00:18:20.000 --> 00:18:22.000]  另外我也和大家說過
[00:18:22.000 --> 00:18:26.000]  在舊約認識這個字是非常不簡單
[00:18:26.000 --> 00:18:28.000]  記不記得我說亞當
[00:18:28.000 --> 00:18:31.000]  在庶堂世紀的四章一節
[00:18:31.000 --> 00:18:35.000]  和合版說亞當與夏娃同房
[00:18:35.000 --> 00:18:38.000]  就生了該人出來
[00:18:38.000 --> 00:18:41.000]  同房這個字原文是什麼呢?
[00:18:41.000 --> 00:18:42.000]  是認識這個字
[00:18:42.000 --> 00:18:46.000]  亞當認識夏娃就生了該人
[00:18:46.000 --> 00:18:49.000]  這個認識是非常親密的
[00:18:49.000 --> 00:18:51.000]  神說在萬族當中
[00:18:51.000 --> 00:18:53.000]  我只認識你們
[00:18:53.000 --> 00:18:57.000]  就是我最親密的民族
[00:18:57.000 --> 00:18:59.000]  所以當你們背弱的時候
[00:18:59.000 --> 00:19:03.000]  我必追討你們一切的罪孽
[00:19:03.000 --> 00:19:05.000]  所以要很小心
[00:19:05.000 --> 00:19:08.000]  不要以為有很多的特權
[00:19:08.000 --> 00:19:09.000]  無論是猶太人也好
[00:19:09.000 --> 00:19:11.000]  基督徒也好
[00:19:11.000 --> 00:19:13.000]  這一切的特權對我們
[00:19:13.000 --> 00:19:15.000]  不但無益反而有害
[00:19:15.000 --> 00:19:17.000]  最重要是我們每一個人
[00:19:17.000 --> 00:19:21.000]  都是真正和神有一個親密的關係
[00:19:21.000 --> 00:19:24.000]  保羅問了第一個問題
[00:19:24.000 --> 00:19:26.000]  他立刻自己回答
[00:19:26.000 --> 00:19:28.000]  他的問題是什麼?
[00:19:28.000 --> 00:19:32.000]  這樣說來猶太人有什麼長處呢?
[00:19:32.000 --> 00:19:34.000]  他回答什麼呢?
[00:19:34.000 --> 00:19:37.000]  他說凡事大有好處
[00:19:37.000 --> 00:19:39.000]  第一是神的聖言
[00:19:39.000 --> 00:19:43.000]  教託他們羅馬書三章二節
[00:19:43.000 --> 00:19:45.000]  保羅說以色列人
[00:19:45.000 --> 00:19:47.000]  就算他們什麼都沒有
[00:19:47.000 --> 00:19:49.000]  神的話語交託給他們
[00:19:49.000 --> 00:19:52.000]  這個就是他們最大的益處
[00:19:52.000 --> 00:19:53.000]  我們可能認為
[00:19:53.000 --> 00:19:55.000]  以色列人不道神的話語
[00:19:55.000 --> 00:19:57.000]  他們一定會很珍惜
[00:19:57.000 --> 00:20:00.000]  但是在聖經告訴我們
[00:20:00.000 --> 00:20:04.000]  他們曾經連神的話語
[00:20:04.000 --> 00:20:06.000]  聖言都不見了
[00:20:06.000 --> 00:20:08.000]  不知道放到哪裡了
[00:20:08.000 --> 00:20:10.000]  在約西亞的時候
[00:20:10.000 --> 00:20:13.000]  在列王紀夏的二十二宗
[00:20:13.000 --> 00:20:16.000]  當他們修理聖殿的時候
[00:20:16.000 --> 00:20:19.000]  大祭司在聖殿找到了律法書
[00:20:19.000 --> 00:20:23.000]  沒有人記得原來律法書放在聖殿
[00:20:23.000 --> 00:20:26.000]  你不見了肯定就沒有人去讀了
[00:20:26.000 --> 00:20:30.000]  所以猶太人根本沒有珍惜到神的話語
[00:20:30.000 --> 00:20:32.000]  還不見了
[00:20:32.000 --> 00:20:34.000]  找回律法書能夠幫助他們
[00:20:34.000 --> 00:20:36.000]  有短暫的復興
[00:20:36.000 --> 00:20:40.000]  但是很快人們又不記得了神的話語
[00:20:40.000 --> 00:20:43.000]  還有一樣很糟糕的是什麼
[00:20:43.000 --> 00:20:47.000]  猶太人很喜歡高舉傳統
[00:20:47.000 --> 00:20:51.000]  高舉禮儀多過神的話語
[00:20:51.000 --> 00:20:53.000]  其實這個很糟糕
[00:20:53.000 --> 00:20:55.000]  這個也是天主教所做的
[00:20:55.000 --> 00:20:58.000]  天主教就是高舉傳統
[00:20:58.000 --> 00:21:01.000]  高舉禮儀多過神的話語
[00:21:01.000 --> 00:21:04.000]  這個我們真的要很小心
[00:21:04.000 --> 00:21:07.000]  你說基督徒呢
[00:21:07.000 --> 00:21:11.000]  你說我每個星期都有回教會
[00:21:11.000 --> 00:21:13.000]  我有洗禮
[00:21:13.000 --> 00:21:14.000]  但是我剛才說過
[00:21:14.000 --> 00:21:17.000]  這一切不代表一個人不夠
[00:21:17.000 --> 00:21:21.000]  每一個人都要自己和神有一個關係
[00:21:21.000 --> 00:21:24.000]  你在報道會舉手決志
[00:21:24.000 --> 00:21:25.000]  你有洗禮
[00:21:25.000 --> 00:21:26.000]  你有回教會
[00:21:26.000 --> 00:21:28.000]  這一切都是外在
[00:21:28.000 --> 00:21:32.000]  最重要是你和神是不是有一個真正個人的關係
[00:21:32.000 --> 00:21:37.000]  保羅給猶太人的回答也是給我們
[00:21:37.000 --> 00:21:40.000]  如果你和神沒有一個個人的關係
[00:21:40.000 --> 00:21:43.000]  你每個星期都回教會
[00:21:43.000 --> 00:21:45.000]  起碼有個好處
[00:21:45.000 --> 00:21:48.000]  你聽聽埋埋神的話語
[00:21:48.000 --> 00:21:50.000]  對你有益
