
[00:00:00.000 --> 00:00:02.000]  多謝大家 多謝
[00:02:59.560 --> 00:03:04.280]  有些人說如果男人不回教會 只有老婆回來
[00:03:04.280 --> 00:03:09.360]  他的兒子在18歲前離開教會的機會是很大的
[00:03:09.360 --> 00:03:13.440]  只有17%留在這裡 這個是美加的記錄 17%
[00:03:13.440 --> 00:03:17.320]  如果太太 丈夫都回教會
[00:03:17.320 --> 00:03:20.840]  是80%的兒女在教會
[00:03:20.840 --> 00:03:24.880]  其實是看那個男人做頭 不是看媽媽做頭
[00:03:24.880 --> 00:03:27.240]  你想一下 其實那個希望很大
[00:03:27.240 --> 00:03:31.320]  如果我們令到爸爸產生影響力
[00:03:31.320 --> 00:03:33.880]  我說不是威力 是影響力
[00:03:33.880 --> 00:03:38.560]  你家裡影響教會增加的百分比
[00:03:38.560 --> 00:03:42.160]  和性別的百分比是完全兩回事
[00:03:42.160 --> 00:03:44.080]  但現在香港的危機就是說
[00:03:44.080 --> 00:03:47.920]  很多女基督徒是無法結婚的
[00:03:47.920 --> 00:03:52.560]  如果逼著要嫁給不是基督徒的 她很不想
[00:03:52.560 --> 00:03:55.800]  但是她真的欣賞的男人
[00:03:55.800 --> 00:04:00.400]  早就被人要了 是吧 所以如果30歲
[00:04:00.400 --> 00:04:03.520]  她都沒有人要 老實說都不方便
[00:04:03.520 --> 00:04:06.160]  那不就很慘 我的女兒這樣
[00:04:06.160 --> 00:04:09.600]  這個的確是基督徒害怕的其中一個原因
[00:04:09.600 --> 00:04:13.840]  最好的教育方法就是 不如你幫那些男人
[00:04:13.840 --> 00:04:17.040]  或者男人結婚的男人怎麼做
[00:04:17.040 --> 00:04:18.880]  那你馬上想起哪裡呢 想起
[00:04:18.880 --> 00:04:22.400]  可能當時的十三章第十節說的問題
[00:04:22.400 --> 00:04:27.440]  第十三節說 用一個字眼叫做孩子
[00:04:27.440 --> 00:04:30.960]  小孩子 心思的那些孩子 意念的那些孩子
[00:04:30.960 --> 00:04:35.360]  那是什麼呢 就是等他長大成人
[00:04:35.360 --> 00:04:39.240]  你想起男人在今天21世紀
[00:04:39.240 --> 00:04:43.800]  叫做Man 但其實是一個Boy 是一個孩子
[00:04:43.800 --> 00:04:47.920]  他的想法 心思 意念 感覺 感情
[00:04:47.920 --> 00:04:52.000]  是個小孩 你發覺到你生一個女兒
[00:04:52.000 --> 00:04:54.520]  二成十個一個兒子
[00:04:54.520 --> 00:04:57.080]  當你說 那些心理學怎麼解釋呢
[00:04:57.080 --> 00:05:00.000]  解釋就是因為爸爸的四大功能
[00:05:00.000 --> 00:05:05.880]  四大功能在20世紀 21世紀是沒有了三個的
[00:05:05.880 --> 00:05:09.400]  爸爸的四大功能是什麼呢 這裡有多少是爸爸的
[00:05:09.400 --> 00:05:12.800]  很多很多 很緊張 爸爸
[00:05:12.800 --> 00:05:15.480]  爸爸有一個是和媽媽打和的
[00:05:15.480 --> 00:05:19.760]  就是世界觀 世界觀 甚至都是贏一點點的
[00:05:19.760 --> 00:05:23.960]  很多媽媽還分不清 印度和巴基斯坦有什麼分別
[00:05:23.960 --> 00:05:25.760]  但是男人是分得清的
[00:05:25.760 --> 00:05:28.760]  男人說看到的世界 包括世界大戰
[00:05:28.760 --> 00:05:32.200]  還有經濟的趨勢 地球的危機
[00:05:32.200 --> 00:05:36.480]  說給子女聽的時候 特別對世界新聞的回應
[00:05:36.480 --> 00:05:39.320]  男人說是可以多兩倍以上的
[00:05:39.320 --> 00:05:42.480]  媽媽就算說都說錯了 多數都是
[00:05:42.480 --> 00:05:45.560]  所以這個是子女佩服的
[00:05:45.560 --> 00:05:48.320]  所以這個是唯一爸爸的厲害
[00:05:48.320 --> 00:05:51.840]  如果爸爸這樣都不行 就不用再說下去了
[00:05:51.840 --> 00:05:55.680]  不用再說下去了 因為第二個應該有的功能
[00:05:55.680 --> 00:05:58.480]  是20個世紀人類有的
[00:05:58.480 --> 00:06:02.240]  爸爸的功能就是傳授給子女
[00:06:02.240 --> 00:06:05.280]  就是他的潛質在哪裡
[00:06:05.280 --> 00:06:09.160]  我想你小時候在香港或者中國長大
[00:06:09.160 --> 00:06:12.120]  你知道當你在寫毛筆字或者在讀書的時候
[00:06:12.120 --> 00:06:15.960]  你爸爸是每年都review(評估)
[00:06:15.960 --> 00:06:19.800]  再看過你做哪一行的 你爸爸一定說的
[00:06:19.800 --> 00:06:22.960]  比如說這些字寫得這麼醜
[00:06:22.960 --> 00:06:27.640]  我想拿著筆你不行了 不如你做機器吧
[00:06:27.640 --> 00:06:29.800]  機器你又弄傷了手
[00:06:29.800 --> 00:06:33.320]  你爸爸就叫你不要只有一張嘴 做企堂吧
[00:06:33.320 --> 00:06:37.080]  你爸爸是不停的轉掛牌的
[00:06:37.080 --> 00:06:39.920]  然後叫你讀這些 你考這些
[00:06:39.920 --> 00:06:44.200]  很少媽媽在職業前景裡面
[00:06:44.200 --> 00:06:47.240]  是給太深入的意見的 爸爸
[00:06:47.240 --> 00:06:50.160]  但是爸爸的看潛質是挺準確的
[00:06:50.160 --> 00:06:51.480]  因為那個範圍是拿得到的
[00:06:51.480 --> 00:06:53.800]  雖然未必真是那個職業是拿得到的
[00:06:53.800 --> 00:06:56.760]  所以很多人都承認 做了專業人士之後
[00:06:56.760 --> 00:06:59.640]  這個是爸爸影響我的 很多人都這麼說
[00:06:59.640 --> 00:07:01.880]  但是這個世紀不是
[00:07:01.880 --> 00:07:03.320]  那個原因很簡單
[00:07:03.320 --> 00:07:07.240]  就是因為職業女性和專業女性多了很多
[00:07:07.240 --> 00:07:12.560]  在香港的那些官 特首 女性比男性還多
[00:07:12.560 --> 00:07:17.440]  你會看到現在媽媽看的眼界都很厲害
[00:07:17.440 --> 00:07:22.120]  自從在學科上 數學科在最近這十年
[00:07:22.120 --> 00:07:24.680]  平均是女性贏男性的
[00:07:24.680 --> 00:07:27.880]  這次是第一次慘敗 在人的歷史裡面
[00:07:27.880 --> 00:07:29.840]  就是說你想一下
[00:07:29.840 --> 00:07:33.800]  太太再不是一個量化不良的人 是可以的
[00:07:33.800 --> 00:07:35.760]  好了 另一個第三個潛質
[00:07:35.760 --> 00:07:40.560]  第三個問題就是 男人是傳授複雜語言的
[00:07:40.560 --> 00:07:42.960]  女人是傳授簡單語言的
[00:07:42.960 --> 00:07:45.840]  女人是乖 這些是簡單語言
[00:07:45.840 --> 00:07:47.400]  就是厲害了
[00:07:47.400 --> 00:07:51.080]  男人就是今天下午四點鐘我們去下午茶
[00:07:51.080 --> 00:07:54.760]  不過如果颳風 冷了 下了六二就不去了
[00:07:54.760 --> 00:07:59.800]  如果不去的話 家裡面我們就吃火鍋
[00:07:59.800 --> 00:08:03.080]  但是如果買不到東西就外出吃
[00:08:03.080 --> 00:08:06.680]  男人是每一個選擇性都說了
[00:08:06.680 --> 00:08:09.520]  說到兒子出招 說老爸究竟怎麼樣
[00:08:09.520 --> 00:08:13.880]  很多時候複雜就是我們不知道老爸說什麼
[00:08:13.880 --> 00:08:17.480]  因為老爸說了可能性 可能性 可能性很多
[00:08:17.480 --> 00:08:20.920]  當然老爸的原因超過兩個有時候是對立的
[00:08:20.920 --> 00:08:23.600]  譬如這些是貴的 不過又好吃
[00:08:23.600 --> 00:08:25.760]  那些吃不吃呢 老爸沒有說過的
[00:08:25.760 --> 00:08:30.480]  所以有時候你說這些將來做辯論很有用的東西
[00:08:30.480 --> 00:08:33.120]  就是相對很厲害的這些複雜語言
[00:08:33.120 --> 00:08:36.360]  所以一個老爸如果說話 經常在家裡說話
[00:08:36.360 --> 00:08:40.960]  那個兒子上課跟別人辯論是好很多的
[00:08:40.960 --> 00:08:44.120]  但是很可惜現在老爸是沉默的
[00:08:44.120 --> 00:08:48.840]  很多老爸下班回來說一句話就是很累
[00:08:48.840 --> 00:08:53.880]  每天都說一句話 不是說不說 而是天天說
[00:08:53.880 --> 00:08:58.280]  所以兒子就說不要搞他了 所以兒子打遊戲機
[00:08:58.280 --> 00:08:59.800]  其實兒子不打遊戲機
[00:08:59.800 --> 00:09:02.480]  最大的損失就是跟爸爸聊天
[00:09:02.480 --> 00:09:04.760]  但是爸爸這部遊戲機長壽了
[00:09:04.760 --> 00:09:07.680]  所以換一部遊戲機 現在這部遊戲機叫做老爸
[00:09:07.680 --> 00:09:10.720]  你想一下 因為遊戲機是出了很多字
[00:09:10.720 --> 00:09:14.480]  很多東西是告訴他東西的 其實遊戲機是老爸
[00:09:14.480 --> 00:09:18.760]  所以你想一下分別點就是複雜語言傳授不了
[00:09:18.760 --> 00:09:21.880]  所以世界觀是贏的
[00:09:21.880 --> 00:09:25.440]  但是問題就是發展潛質 複雜語言
[00:09:25.440 --> 00:09:29.920]  這些是媽媽贏 最厲害的那個殺手鐧 爸爸也輸了
[00:09:29.920 --> 00:09:32.200]  這個世界如果不是沒有那麼多的蟻人
[00:09:32.200 --> 00:09:35.680]  現在為什麼還壞那麼多 特別是男孩子吸毒
[00:09:35.680 --> 00:09:38.320]  很小的時候吸煙 吵架 離家出走
[00:09:38.320 --> 00:09:42.840]  就是因為爸爸本來是做約束力的
[00:09:42.840 --> 00:09:45.280]  現在沒有了 爸爸
[00:09:45.280 --> 00:09:48.200]  我想我們大家男人來說
[00:09:48.200 --> 00:09:53.280]  我們小時候多數都怕爸爸 多數都怕
[00:09:53.280 --> 00:09:56.680]  爸爸不僅陰險 還打得很厲害
[00:09:56.680 --> 00:10:00.320]  你說媽媽一叫他動 他爸爸就動了
[00:10:00.320 --> 00:10:03.680]  但是現在不是 現在爸爸是不敢動的
[00:10:03.680 --> 00:10:05.840]  見到他老婆 老婆說 發生什麼事了
[00:10:05.840 --> 00:10:07.720]  爸爸就走開了
[00:10:07.720 --> 00:10:11.520]  管子女的權在媽媽那裡
[00:10:11.520 --> 00:10:14.280]  你看看學校見家長 媽媽去了
[00:10:14.280 --> 00:10:19.080]  我去過香港的家長 十個 一個可能都沒有
[00:10:19.080 --> 00:10:22.280]  父親坐在那裡 是個媽媽
[00:10:22.280 --> 00:10:24.560]  媽媽經常說 你跟我說就可以了
[00:10:24.560 --> 00:10:26.200]  你看看全世界都說
[00:10:26.200 --> 00:10:27.640]  教會都可能這樣說的
[00:10:27.640 --> 00:10:30.240]  你找我老公不行 你跟我說就可以了
[00:10:30.240 --> 00:10:33.920]  你想一下 媽媽是掌權的
[00:10:33.920 --> 00:10:36.920]  所以那個男人經常都說 我不知道
[00:10:36.920 --> 00:10:39.200]  你問我老婆吧
[00:10:39.200 --> 00:10:41.600]  所以我想今天你得到的都是很厲害的
[00:10:41.600 --> 00:10:45.640]  因為她知道你在這裡 她說我怎麼敢
[00:10:45.640 --> 00:10:48.280]  我老婆不在我家 我要去了
[00:10:48.280 --> 00:10:52.080]  這個約束力 這個男人尤其是沒有約束力
[00:10:52.080 --> 00:10:55.600]  管他 他會失控的 他很難乖
[00:10:55.600 --> 00:10:59.760]  不僅如此 更危險的地步就是他看不起父母
[00:10:59.760 --> 00:11:03.480]  說這幾個悲哀的問題 男人變成什麼呢?
[00:11:03.480 --> 00:11:06.760]  或者說未來21世紀我們的兒子
[00:11:06.760 --> 00:11:09.320]  現在不要說女兒 會變成什麼呢?
[00:11:09.320 --> 00:11:14.760]  這三個字就是 一是很弱 很弱
[00:11:14.760 --> 00:11:18.240]  弱質纖纖 很弱 現在的確是這樣的
[00:11:18.240 --> 00:11:22.440]  現在很多男人弱質到開始變了
[00:11:22.440 --> 00:11:24.800]  現在男人是扮漂亮的
[00:11:24.800 --> 00:11:27.600]  現在男人去男廁可能很晚才出來的
[00:11:27.600 --> 00:11:29.280]  需要一塊鏡子
[00:11:29.280 --> 00:11:32.920]  男人對暗瘡的反應比女人還要厲害
[00:11:32.920 --> 00:11:39.800]  弱 另一個可能就是嘈吵 很煩躁 很瘋狂
[00:11:39.800 --> 00:11:43.400]  扔東西 用力度很大
[00:11:43.400 --> 00:11:49.600]  第三個可能就是鬱 抑鬱 不說話 偷偷的
[00:11:49.600 --> 00:11:55.160]  我們香港的名字 有一種男人叫隱青
[00:11:55.160 --> 00:11:58.160]  就是隱蔽的 躲在房間裡不出來
[00:11:58.160 --> 00:12:02.040]  不想見親戚 不想拜年 不想聊天
[00:12:02.040 --> 00:12:05.160]  一個憂鬱小生 加在一起就是什麼呢?
[00:12:05.160 --> 00:12:09.320]  加在一起就是躁鬱弱
[00:12:09.320 --> 00:12:13.080]  說我兒子有三尾 這樣就絕了
[00:12:13.080 --> 00:12:17.040]  多數來說有一尾 有兩尾都很絕
[00:12:17.040 --> 00:12:20.960]  如果你說這個命運靠什麼變呢?
[00:12:20.960 --> 00:12:26.040]  你試著轉一轉 躁鬱弱者
[00:12:26.040 --> 00:12:33.720]  也就是說21世紀最好的男士角色就是溫柔強者
[00:12:33.720 --> 00:12:37.480]  我想起溫柔的人有福了 溫柔強者
[00:12:37.480 --> 00:12:40.160]  有一次有一個執事問我
[00:12:40.160 --> 00:12:45.440]  他很不值得 另一個執事經常跟他吵
[00:12:45.440 --> 00:12:48.080]  於是他就說 他那些東西是沒有道理的
[00:12:48.080 --> 00:12:50.120]  我不重重教訓他不行
[00:12:50.120 --> 00:12:54.360]  每次開會都被他搞砸了 跟他有很多心病
[00:12:54.360 --> 00:12:58.360]  慢慢的他失眠了 他覺得不好
[00:12:58.360 --> 00:13:01.200]  自己為什麼跟別人有仇口呢?
[00:13:01.200 --> 00:13:05.520]  應該做一個很好的榜樣給那些教友
[00:13:05.520 --> 00:13:07.920]  於是他說 我要看精神科了
[00:13:07.920 --> 00:13:09.840]  因為我發現我見到他
[00:13:09.840 --> 00:13:13.440]  想不到第二句就馬上罵他 直接的
[00:13:13.440 --> 00:13:18.000]  找東西罵他 找得很快的 口才很流利的
[00:13:18.000 --> 00:13:20.560]  是不是我有問題 有病呢?
[00:13:20.560 --> 00:13:25.640]  後來我說 你試一下不罵他 小聲說
[00:13:25.640 --> 00:13:30.440]  輕聲說 或者勸那塊聲說 那就可以了
[00:13:30.440 --> 00:13:33.480]  我說不行的 我覺得一勸
[00:13:33.480 --> 00:13:37.080]  我的力量就沒有了 他們馬上就欺負我了
[00:13:37.080 --> 00:13:40.080]  所以那些人不大聲是不行的
[00:13:40.080 --> 00:13:43.280]  我說你真的有病
[00:13:43.280 --> 00:13:47.800]  我說為什麼你連不到小聲勸人呢?
[00:13:47.800 --> 00:13:50.960]  我說因為我覺得小聲是弱者
[00:13:50.960 --> 00:13:56.000]  我說你搞錯了 小聲是強者
[00:13:56.000 --> 00:14:01.800]  一個強者可以控制到自己不大聲 你是強者
[00:14:01.800 --> 00:14:07.000]  你能夠做到溫柔 溫柔的人不是弱者 是強者
[00:14:07.000 --> 00:14:12.080]  因為你能夠溫柔 你不能夠溫柔 你是弱者
[00:14:12.080 --> 00:14:15.760]  你是情緒的奴隸 你好像不說不行
[00:14:15.760 --> 00:14:18.800]  你是compulsive 你是強迫反應
[00:14:18.800 --> 00:14:21.000]  他的樣子控制了你的樣子
[00:14:21.000 --> 00:14:25.480]  其實你是這個樣子的奴隸 他說那就是了
[00:14:25.480 --> 00:14:28.280]  其實這些對話在教會 在商業機構
[00:14:28.280 --> 00:14:32.480]  到處都發生的 就是很多人都忘記了
[00:14:32.480 --> 00:14:37.120]  以為溫柔 發聲溫柔就等於一個弱者
[00:14:37.120 --> 00:14:38.840]  其實完全不是
[00:14:38.840 --> 00:14:41.760]  所以今晚你第一件事 你回家開門
[00:14:41.760 --> 00:14:43.760]  你很溫柔地跟老婆說
[00:14:43.760 --> 00:14:46.720]  哎呀 我晚了一點回來 你等我啊
[00:14:46.720 --> 00:14:50.760]  就說轉性了 你一回來就說
[00:14:50.760 --> 00:14:53.360]  什麼時候吃飯的 突然間這樣
[00:14:53.360 --> 00:14:56.840]  你突然間溫柔 她當然說你吃了些什麼
[00:14:56.840 --> 00:15:00.240]  就說沒有啊 我只是學一下 說話好聽一點
[00:15:00.240 --> 00:15:05.280]  覺不覺得啊 之後你控制了你的聲音
[00:15:05.280 --> 00:15:08.320]  連你的老婆都很奇怪 什麼力量這麼厲害
[00:15:08.320 --> 00:15:11.360]  因為我都搞不定你 你有誰能搞定你
[00:15:11.360 --> 00:15:13.960]  你說耶穌 哇 老婆會彈你
[00:15:13.960 --> 00:15:18.240]  這個溫柔強者 我想這是一個新的轉機
[00:15:18.240 --> 00:15:22.720]  對於一個男士 今天我就具體的說八個問題
[00:15:22.720 --> 00:15:25.960]  如果你想做溫柔強者 是可以做的
[00:15:25.960 --> 00:15:30.280]  哈佛那個EQ研究就說五個方向
[00:15:30.280 --> 00:15:33.240]  我夾在一起說八樣 放在教會很有用
[00:15:33.240 --> 00:15:35.720]  你試一下 如果你試到
[00:15:35.720 --> 00:15:38.040]  我當做實驗
[00:15:38.040 --> 00:15:41.480]  你最後一次見你老婆就是吃午飯的時候
[00:15:41.480 --> 00:15:43.120]  如果你一起回教會
[00:15:43.120 --> 00:15:45.720]  你今晚回去大約五點六點左右
[00:15:45.720 --> 00:15:49.280]  或者五點半 如果你跟了這八樣
[00:15:49.280 --> 00:15:51.440]  今晚你老婆突然間寫一張給你說
[00:15:51.440 --> 00:15:55.560]  你變了 你很成功 你做到了
[00:15:55.560 --> 00:15:57.640]  如果這一刻你老婆不覺得
[00:15:57.640 --> 00:15:59.800]  你學完這八樣不同呢
[00:15:59.800 --> 00:16:02.360]  那就是要不我就有問題 要不你就有問題了
[00:16:02.360 --> 00:16:05.720]  你當做實驗 都是一個方向作準的
[00:16:05.720 --> 00:16:09.080]  如果我們全部人做研究 你下個星期回來
[00:16:09.080 --> 00:16:11.480]  一起談一談 咦 為什麼這樣
[00:16:11.480 --> 00:16:13.720]  那你發現是可以的
[00:16:13.720 --> 00:16:16.240]  不是因為你可以 是耶穌基督給了你力量
[00:16:16.240 --> 00:16:20.200]  我經常覺得一件事就是宣教最有威力
[00:16:20.200 --> 00:16:22.120]  除了講福音內容
[00:16:22.120 --> 00:16:26.840]  就是你的改變是搞到那個不肯信耶穌
[00:16:26.840 --> 00:16:31.240]  不僅是無神論的人 是沒得回答你的
[00:16:31.240 --> 00:16:34.000]  你怎麼可以進了一個地方
[00:16:34.000 --> 00:16:36.000]  一段短的時間叫教會
[00:16:36.000 --> 00:16:37.640]  一個小時 兩個小時
[00:16:37.640 --> 00:16:39.320]  他改了你的人
[00:16:39.320 --> 00:16:41.480]  三十年到五十年裡面的東西
[00:16:41.480 --> 00:16:42.840]  有什麼可能呢 是吧
[00:16:42.840 --> 00:16:44.920]  科學上沒得回答的問題
[00:16:44.920 --> 00:16:46.320]  我記得團契有些人
[00:16:46.320 --> 00:16:47.880]  有些大哥哥跟我說
[00:16:47.880 --> 00:16:49.880]  我們十幾歲回團契
[00:16:49.880 --> 00:16:53.160]  到二十歲很多人移民去了加拿大
[00:16:53.160 --> 00:16:54.760]  後來他回來香港說
[00:16:54.760 --> 00:16:57.280]  你怎麼可能相信四十人
[00:16:57.280 --> 00:17:00.520]  每個星期六回來兩小時
[00:17:00.520 --> 00:17:03.240]  回來多少呢 回來兩年到三年
[00:17:03.240 --> 00:17:05.640]  竟然成為一個人
[00:17:05.640 --> 00:17:08.560]  四十年的性格
[00:17:08.560 --> 00:17:10.000]  有什麼可能呢
[00:17:10.000 --> 00:17:11.400]  一個學校
[00:17:11.400 --> 00:17:14.320]  你讀小學 中學 甚至大學
[00:17:14.320 --> 00:17:16.160]  十幾二十年
[00:17:16.160 --> 00:17:18.440]  能不能改變你變成四十年好的性格呢
[00:17:18.440 --> 00:17:19.400]  改不了
[00:17:19.400 --> 00:17:21.120]  但是那間房
[00:17:21.120 --> 00:17:25.000]  你聚會了一年當是五十次
[00:17:25.000 --> 00:17:27.320]  一百個小時 去了二百個小時
[00:17:27.320 --> 00:17:29.560]  竟然成為四十年的人格
[00:17:29.560 --> 00:17:31.640]  這間房發生什麼事呢 是吧
[00:17:31.640 --> 00:17:33.720]  很多科學家都會相信
[00:17:33.720 --> 00:17:36.040]  一定裡面有一種力量改變人
[00:17:36.040 --> 00:17:37.400]  一定不是人
[00:17:37.400 --> 00:17:39.600]  那個一定是上帝在那裡
[00:17:39.600 --> 00:17:41.840]  今天和你分享一下這個看法
[00:17:41.840 --> 00:17:43.520]  第一個看法
[00:17:43.520 --> 00:17:44.960]  先問一下大家的問題
[00:17:44.960 --> 00:17:48.200]  你能不能回到留意自己的感情
[00:17:48.200 --> 00:17:51.200]  或者感覺 能不能回到
[00:17:51.200 --> 00:17:53.360]  有些人馬上說不能回到
[00:17:53.360 --> 00:17:56.320]  其實很容易的
[00:17:56.320 --> 00:17:58.360]  只要你肯和自己聊天就可以了
[00:17:58.360 --> 00:18:01.320]  你說自閉 自言自語
[00:18:01.320 --> 00:18:04.680]  很容易的 譬如你一會走一條路
[00:18:04.680 --> 00:18:09.200]  問自己 累不累啊
[00:18:09.200 --> 00:18:11.480]  你自己會回答的
[00:18:11.480 --> 00:18:13.240]  久一點就累了
[00:18:13.240 --> 00:18:14.720]  你再問
[00:18:14.720 --> 00:18:17.960]  如果天天這樣走 厭不厭啊
[00:18:17.960 --> 00:18:19.800]  他說一個星期走一次就好了
[00:18:19.800 --> 00:18:22.640]  那個人坐不定的
[00:18:22.640 --> 00:18:25.480]  同一條路 一個行為我不回的
[00:18:25.480 --> 00:18:27.000]  你再問
[00:18:27.000 --> 00:18:30.680]  你打不打算將家裡開心一點啊
[00:18:30.680 --> 00:18:32.680]  突然間你問
[00:18:32.680 --> 00:18:35.920]  這個決心我很久都沒有試過
[00:18:35.920 --> 00:18:36.960]  令家裡開心一點
[00:18:36.960 --> 00:18:39.600]  為什麼我一個不懂得
[00:18:39.600 --> 00:18:41.680]  令家裡開心的人
[00:18:41.680 --> 00:18:43.640]  你試著和自己聊兩句話
[00:18:43.640 --> 00:18:45.120]  你突然間發現到
[00:18:45.120 --> 00:18:46.920]  你自己裡面的心
[00:18:46.920 --> 00:18:50.840]  有很多意見給你自己的
[00:18:50.840 --> 00:18:52.800]  你不問自己
[00:18:52.800 --> 00:18:55.280]  其實這些意見還在的
[00:18:55.280 --> 00:18:57.080]  不過有些人經常問
[00:18:57.080 --> 00:18:58.800]  所以經常改的
[00:18:58.800 --> 00:19:01.320]  他會客氣了 或者對人有禮貌了
[00:19:01.320 --> 00:19:02.920]  因為他想問一下自己
[00:19:02.920 --> 00:19:05.800]  這些內心感覺是很好的
[00:19:05.800 --> 00:19:07.720]  你說準不準確到啊
[00:19:07.720 --> 00:19:10.960]  未必準 只是事實證明對不對
[00:19:10.960 --> 00:19:14.280]  如果你做的事情多了人覺得你可愛
[00:19:14.280 --> 00:19:16.600]  影響很多人覺得信耶穌好
[00:19:16.600 --> 00:19:18.600]  我相信這個感覺是對的
[00:19:18.600 --> 00:19:19.680]  所以你試一下這些
[00:19:19.680 --> 00:19:21.400]  這些就是男人少
[00:19:21.400 --> 00:19:22.760]  為什麼女士多呢
[00:19:22.760 --> 00:19:26.520]  其實女士都很少問內心感覺的
[00:19:26.520 --> 00:19:30.000]  她有很多塊鏡子 就是那些老友
[00:19:30.000 --> 00:19:33.280]  所以你老婆講電話
[00:19:33.280 --> 00:19:35.400]  你不用等她停的
[00:19:35.400 --> 00:19:38.000]  因為對面那個不停 她就不停
[00:19:38.000 --> 00:19:40.640]  對面那個又不停 因為你老婆又不停
[00:19:40.640 --> 00:19:41.840]  所以隨時談一個小時
[00:19:41.840 --> 00:19:43.680]  你叫男人一起談一個小時電話
[00:19:43.680 --> 00:19:46.360]  你都死了 怎麼說這麼多呢
[00:19:46.360 --> 00:19:48.120]  但是女士是可以的
[00:19:48.120 --> 00:19:49.160]  所以有時候你想一下
[00:19:49.160 --> 00:19:50.040]  你都可以的
[00:19:50.040 --> 00:19:52.760]  因為你的本能是可以說話的
[00:19:52.760 --> 00:19:54.440]  和聽話的
