
[00:00:00.000 --> 00:00:05.000]  大家好 打風都來一定不是小事
[00:08:38.300 --> 00:08:40.340]  比如說 你不行的 讓我來
[00:08:40.340 --> 00:08:44.420]  那就是說他傷殘的意思 他拿不到東西
[00:08:44.420 --> 00:08:49.100]  你整天都否定他做到呢 那就是他就信做不到
[00:08:49.100 --> 00:08:51.060]  因為你說我做不到嘛 是吧
[00:08:51.060 --> 00:08:53.980]  所以獨立能力是媽媽給的
[00:08:53.980 --> 00:08:56.340]  有一個證據 一個證據
[00:08:56.340 --> 00:09:00.140]  回教會 回主教學
[00:09:00.140 --> 00:09:02.700]  你兒子 你女兒多少歲
[00:09:02.700 --> 00:09:07.820]  已經很輕鬆的跟你說 拜拜 一會兒見
[00:09:07.820 --> 00:09:11.740]  會不會說這句呢 這個是貶了嘴
[00:09:11.740 --> 00:09:14.580]  很苦的 永別
[00:09:14.580 --> 00:09:17.340]  上到那裡 不肯進去
[00:09:17.340 --> 00:09:19.900]  拿著那道門 抓著你的大腿
[00:09:19.900 --> 00:09:22.900]  抓著你的腳 不肯進去 糟糕了
[00:09:22.900 --> 00:09:26.860]  你說錯了一句話
[00:09:26.860 --> 00:09:33.500]  這句是什麼呢 就是你上學去浸信會
[00:09:33.500 --> 00:09:37.260]  去吧 不過去到都要掛著我的
[00:09:37.260 --> 00:09:39.340]  這個就大件事了
[00:09:39.340 --> 00:09:43.420]  他一去到 突然間想起媽媽就說 媽媽
[00:09:43.420 --> 00:09:46.060]  然後他搞到其他小朋友一起都叫
[00:09:46.060 --> 00:09:49.500]  那就是說你說了有雙重信息
[00:09:49.500 --> 00:09:51.580]  你叫他OK 你可以進去了
[00:09:51.580 --> 00:09:53.740]  但是你同時又加多一句
[00:09:53.740 --> 00:09:56.340]  你進去之後還要掛著我在外面
[00:09:56.340 --> 00:09:58.460]  那你就搞到那個小朋友
[00:09:58.460 --> 00:10:00.260]  究竟進去還是不進去好呢
[00:10:00.260 --> 00:10:02.140]  他都不太明白這句話
[00:10:02.140 --> 00:10:04.140]  那你對老公就行 你上班啊
[00:10:04.140 --> 00:10:06.020]  有時候都想一下我 那就行
[00:10:06.020 --> 00:10:08.020]  因為老公是不會想的
[00:10:08.020 --> 00:10:11.220]  但是你的小朋友會想的
[00:10:11.220 --> 00:10:13.660]  他很天真的 他真的想的
[00:10:13.660 --> 00:10:15.380]  所以他就會覺得慘了
[00:10:15.380 --> 00:10:16.900]  媽媽在外面很慘的
[00:10:16.900 --> 00:10:18.740]  我想在外面快點找媽媽
[00:10:18.740 --> 00:10:23.460]  那你搞錯了 婚離的焦慮很可怕
[00:10:23.460 --> 00:10:24.260]  可怕是怎麼樣呢
[00:10:24.260 --> 00:10:26.820]  當你做二十多歲的婚姻輔導的時候
[00:10:26.820 --> 00:10:29.940]  你就發現很多女孩子
[00:10:29.940 --> 00:10:34.340]  決定了結婚日期很高焦慮了
[00:10:34.340 --> 00:10:37.940]  要見輔導了 晚上睡夢見媽媽了
[00:10:37.940 --> 00:10:40.260]  於是就想不嫁了
[00:10:40.260 --> 00:10:41.780]  真是有這樣的情況
[00:10:41.780 --> 00:10:43.300]  也有些人經常都找房子
[00:10:43.300 --> 00:10:44.180]  為什麼找不到呢
[00:10:44.180 --> 00:10:45.660]  找不到媽媽對面的房子
[00:10:45.660 --> 00:10:47.900]  找不到 所以找不到房子
[00:10:47.900 --> 00:10:50.100]  因為他不可以離開媽媽
[00:10:50.100 --> 00:10:51.340]  兒子也有啊
[00:10:51.340 --> 00:10:54.540]  有些做到很高層的副總裁級
[00:10:54.540 --> 00:10:56.820]  都改機票提早回家
[00:10:56.820 --> 00:10:58.940]  因為晚上想念媽媽
[00:10:58.940 --> 00:11:00.380]  男人也一樣這樣
[00:11:00.380 --> 00:11:02.780]  就因為媽媽在童年的時候
[00:11:02.780 --> 00:11:06.780]  那個處理婚離的焦慮不行
[00:11:06.780 --> 00:11:07.780]  媽媽應該怎麼說呢
[00:11:07.780 --> 00:11:09.820]  應該就是你進去煮一盒
[00:11:09.820 --> 00:11:11.300]  我很喜歡你去那裡的
[00:11:11.300 --> 00:11:12.860]  你用心聽
[00:11:12.860 --> 00:11:14.100]  不用想念我的了
[00:11:14.100 --> 00:11:16.500]  因為我時間到了就會來的了
[00:11:16.500 --> 00:11:20.380]  我還沒到你在裡面盡量學習
[00:11:20.380 --> 00:11:22.340]  和小朋友一起玩
[00:11:22.340 --> 00:11:23.740]  我會知道時間的
[00:11:23.740 --> 00:11:25.540]  媽媽知道的
[00:11:25.540 --> 00:11:26.900]  最多多加一句就是
[00:11:26.900 --> 00:11:27.780]  你給我聽
[00:11:27.780 --> 00:11:30.420]  聽完回家的晚上教我
[00:11:30.420 --> 00:11:32.380]  我沒有上過主學的
[00:11:32.380 --> 00:11:35.340]  一個人學兩樣東西
[00:11:35.340 --> 00:11:36.900]  學完之後回來教我
[00:11:36.900 --> 00:11:38.180]  就當兩個人參加了
[00:11:38.180 --> 00:11:39.500]  很划算啊這樣
[00:11:39.500 --> 00:11:40.700]  如果這樣呢
[00:11:40.700 --> 00:11:41.580]  很划算啊
[00:11:41.580 --> 00:11:43.820]  我去帶著媽媽一起坐
[00:11:43.820 --> 00:11:45.980]  小朋友就很留心聽
[00:11:45.980 --> 00:11:48.060]  晚上回家告訴媽媽
[00:11:48.060 --> 00:11:49.300]  那你做得很好了
[00:11:49.300 --> 00:11:50.180]  所以她經常都說
[00:11:50.180 --> 00:11:51.260]  媽媽你放心啊
[00:11:51.260 --> 00:11:52.700]  我進去上課了這樣
[00:11:52.700 --> 00:11:54.220]  那你做得很好了
[00:11:54.220 --> 00:11:55.100]  這些東西你可以說
[00:11:55.100 --> 00:11:56.220]  哎好錢啊
[00:11:56.220 --> 00:11:58.140]  一點都不是啊
[00:11:58.140 --> 00:12:01.620]  說錯一整句字眼
[00:12:01.620 --> 00:12:03.580]  言者甚至可以無心
[00:12:03.580 --> 00:12:05.300]  聽者呢
[00:12:05.300 --> 00:12:07.420]  是聽得非常入心的
[00:12:07.420 --> 00:12:09.260]  這個是他和你之間的關係
[00:12:09.260 --> 00:12:11.100]  因為你交代了
[00:12:11.100 --> 00:12:12.460]  他會想念你的
[00:12:12.460 --> 00:12:14.220]  如果不是他不孝順
[00:12:14.220 --> 00:12:15.940]  所以希望你想一下
[00:12:15.940 --> 00:12:17.220]  這就是媽媽了
[00:12:17.220 --> 00:12:18.020]  所以有時你說
[00:12:18.020 --> 00:12:20.380]  為什麼今天你不說爸爸
[00:12:20.380 --> 00:12:22.500]  爸爸很少說這些東西的
[00:12:22.500 --> 00:12:24.260]  也都說了沒人信的
[00:12:24.260 --> 00:12:27.380]  但是媽媽的樣子很苦的
[00:12:27.380 --> 00:12:28.940]  臨再見的時候
[00:12:28.940 --> 00:12:31.380]  所以兒子都看到媽媽很苦的樣子
[00:12:31.380 --> 00:12:33.980]  我做很多精神科輔導
[00:12:33.980 --> 00:12:35.340]  有些中途宿舍
[00:12:35.340 --> 00:12:37.220]  在一些社區
[00:12:37.220 --> 00:12:39.140]  還有一個社工告訴我
[00:12:39.140 --> 00:12:40.980]  有媽媽
[00:12:40.980 --> 00:12:43.220]  三四十歲的兒子患精神病
[00:12:43.220 --> 00:12:44.220]  在中途宿舍
[00:12:44.220 --> 00:12:46.980]  那些媽媽還在對面馬路樹林裏面
[00:12:46.980 --> 00:12:47.700]  挖個頭
[00:12:47.700 --> 00:12:50.380]  還看著兒子在窗裏面吃飯的
[00:12:50.380 --> 00:12:52.260]  還有這樣的媽媽
[00:12:52.260 --> 00:12:53.580]  所以因為這個緣故
[00:12:53.580 --> 00:12:55.740]  這個情結是解不了的
[00:12:55.740 --> 00:12:56.820]  因為媽媽在那裏
[00:12:56.820 --> 00:12:57.860]  所以要小心了
[00:12:57.860 --> 00:12:59.780]  好了第三件事了
[00:12:59.780 --> 00:13:02.180]  就是交朋友了
[00:13:02.180 --> 00:13:04.660]  如果你發現到
[00:13:04.660 --> 00:13:06.980]  你的兒子三歲四歲五歲
[00:13:06.980 --> 00:13:09.540]  不停放學回來講朋友的名字
[00:13:09.540 --> 00:13:11.140]  小朋友的名字
[00:13:11.140 --> 00:13:11.780]  你自然會說
[00:13:11.780 --> 00:13:13.860]  哎呀這些傻傻的東西
[00:13:13.860 --> 00:13:14.940]  千萬不要
[00:13:14.940 --> 00:13:17.780]  記住那些名字
[00:13:17.780 --> 00:13:19.060]  然後呢
[00:13:19.060 --> 00:13:20.660]  見到他放學回來就問他
[00:13:20.660 --> 00:13:23.660]  今天誰有沒有跟你玩啊
[00:13:23.660 --> 00:13:24.580]  他很開心的
[00:13:24.580 --> 00:13:27.300]  因為他好像你追劇集一樣
[00:13:27.300 --> 00:13:28.740]  一直追著見到那個
[00:13:28.740 --> 00:13:30.900]  他回來跟你好好談
[00:13:30.900 --> 00:13:32.540]  讀小學
[00:13:32.540 --> 00:13:35.020]  甚至讀中學
[00:13:35.020 --> 00:13:38.940]  為什麼十個九個不回來跟媽媽聊天呢
[00:13:38.940 --> 00:13:41.860]  就因為你不記得他朋友的名字
[00:13:41.860 --> 00:13:44.260]  你從來都不重視他朋友的名字
[00:13:44.260 --> 00:13:46.260]  和那個處境
[00:13:46.260 --> 00:13:47.500]  如果你呢
[00:13:47.500 --> 00:13:49.540]  很有興趣對他的朋友
[00:13:49.540 --> 00:13:51.020]  在他童年呢
[00:13:51.020 --> 00:13:53.140]  他會很喜歡你
[00:13:53.140 --> 00:13:55.740]  繼續去認識他繼續的朋友的
[00:13:55.740 --> 00:13:56.500]  甚至到呢
[00:13:56.500 --> 00:13:58.060]  你很著意
[00:13:58.060 --> 00:13:59.060]  他的朋友生日
[00:13:59.060 --> 00:14:00.580]  或者你的兒子生日
[00:14:00.580 --> 00:14:02.260]  你就不如一起搞生日會
[00:14:02.260 --> 00:14:04.060]  還有那個月這樣
[00:14:04.060 --> 00:14:05.220]  那麼這個小朋友呢
[00:14:05.220 --> 00:14:08.620]  會很喜歡跟你講他的近況的
[00:14:08.620 --> 00:14:10.420]  所以我覺得少年人呢
[00:14:10.420 --> 00:14:13.140]  不代表一定是跟爸媽沒什麼談的
[00:14:13.140 --> 00:14:15.500]  而是甩了一個關係呢
[00:14:15.500 --> 00:14:17.700]  在他小時候的朋友那裡呢
[00:14:17.700 --> 00:14:19.260]  你沒有著意留意一下
[00:14:19.260 --> 00:14:20.740]  你沒有看那樣東西
[00:14:20.740 --> 00:14:21.700]  所以這個東西呢
[00:14:21.700 --> 00:14:23.580]  你可以追得回的
[00:14:23.580 --> 00:14:24.820]  那原來呢
[00:14:24.820 --> 00:14:26.540]  如果那個小朋友呢
[00:14:26.540 --> 00:14:28.660]  他認識了好朋友
[00:14:28.660 --> 00:14:31.140]  他又知道你喜歡他的朋友呢
[00:14:31.140 --> 00:14:32.540]  你猜後來怎麼樣呢
[00:14:32.540 --> 00:14:34.220]  後來那個小朋友呢
[00:14:34.220 --> 00:14:37.220]  會跟你談一個你很想知道的事情
[00:14:37.220 --> 00:14:40.380]  就是談戀愛的問題
[00:14:40.380 --> 00:14:41.620]  就是說呢
[00:14:41.620 --> 00:14:43.780]  以後如果他真的喜歡了一個人呢
[00:14:43.780 --> 00:14:45.260]  他還會回家跟你講
[00:14:45.260 --> 00:14:47.660]  因為你在他心中呢
[00:14:47.660 --> 00:14:51.820]  對於他最善於跟哪些人做朋友呢
[00:14:51.820 --> 00:14:53.140]  他覺得你是他的顧問
[00:14:53.140 --> 00:14:55.500]  你很有心得去看這些
[00:14:55.500 --> 00:14:56.580]  甚至他問你媽媽
[00:14:56.580 --> 00:14:58.500]  你覺得他適不適合我這樣呢
[00:14:58.500 --> 00:15:00.140]  他覺得跟你很好談
[00:15:00.140 --> 00:15:01.500]  因為你是他的粉絲
[00:15:01.500 --> 00:15:03.140]  追他的戲的
[00:15:03.140 --> 00:15:04.740]  但是如果你從來都不談呢
[00:15:04.740 --> 00:15:06.980]  他一定不會跟你談這些事情
[00:15:06.980 --> 00:15:10.260]  因為他很擔心你都是不同意居多
[00:15:10.260 --> 00:15:12.500]  就懶得相和氣
[00:15:12.500 --> 00:15:14.660]  相和氣就不如不要說了 是吧
[00:15:14.660 --> 00:15:17.020]  冒險不用付這麼大
[00:15:17.020 --> 00:15:18.500]  這個就要留意一下了
[00:15:18.500 --> 00:15:19.860]  這是第三樣東西
[00:15:19.860 --> 00:15:21.540]  所以留意他的朋友
[00:15:21.540 --> 00:15:24.060]  現在開始你有好的興趣去認識他
[00:15:24.060 --> 00:15:25.220]  好了 第四樣東西呢
[00:15:25.220 --> 00:15:26.940]  就是印象
[00:15:26.940 --> 00:15:29.220]  媽媽影響小朋友
[00:15:29.220 --> 00:15:31.140]  在外面的世界
[00:15:31.140 --> 00:15:32.420]  喜不喜歡小朋友
[00:15:32.420 --> 00:15:34.460]  就透過講三句話
[00:15:34.460 --> 00:15:38.180]  這個是在96年哈佛的研究講
[00:15:38.180 --> 00:15:41.500]  即是說 對不起
[00:15:41.500 --> 00:15:45.260]  謝謝
[00:15:45.260 --> 00:15:46.860]  這三個東西呢
[00:15:46.860 --> 00:15:48.340]  是要訓練到怎樣呢
[00:15:48.340 --> 00:15:50.140]  用態度講的
[00:15:50.140 --> 00:15:51.220]  留意哦
[00:15:51.220 --> 00:15:53.460]  不是訓練發音
[00:15:53.460 --> 00:15:55.780]  是訓練態度
[00:15:55.780 --> 00:15:57.140]  你試一下
[00:15:57.140 --> 00:15:58.020]  你說怎樣教啊
[00:15:58.020 --> 00:15:59.060]  很容易的
[00:15:59.060 --> 00:16:00.220]  你拿這三個東西
[00:16:00.220 --> 00:16:02.100]  對你的老公就可以了
[00:16:02.100 --> 00:16:03.740]  那你兒子就會看到
[00:16:03.740 --> 00:16:05.060]  你的女兒看到
[00:16:05.060 --> 00:16:07.780]  媽媽怎樣跟爸爸講
[00:16:07.780 --> 00:16:10.020]  或者爸爸怎樣跟媽媽講
[00:16:10.020 --> 00:16:11.380]  你教到怎樣呢
[00:16:11.380 --> 00:16:12.580]  厲害了
[00:16:12.580 --> 00:16:13.660]  你的身體包在外面
[00:16:13.660 --> 00:16:15.140]  很受歡迎
[00:16:15.140 --> 00:16:17.620]  因為每逢他做錯事的時候
[00:16:17.620 --> 00:16:19.700]  他就說對不起
[00:16:19.700 --> 00:16:21.220]  他說他對不起說得很好
[00:16:21.220 --> 00:16:22.660]  我以前呢
[00:16:22.660 --> 00:16:25.660]  我家是一個小型孤兒院來的
[00:16:25.660 --> 00:16:28.740]  我以前收過一個孤兒在那裡住
[00:16:28.740 --> 00:16:30.660]  他是很可憐的
[00:16:30.660 --> 00:16:33.500]  他媽媽在他出生的時候拋棄了他
[00:16:33.500 --> 00:16:35.100]  他沒見過媽媽
[00:16:35.100 --> 00:16:36.540]  每次來我家呢
[00:16:36.540 --> 00:16:38.380]  當時他讀初中
[00:16:38.380 --> 00:16:39.900]  讀初中的時候呢
[00:16:39.900 --> 00:16:41.300]  我發現到一個問題了
[00:16:41.300 --> 00:16:43.020]  就是在兒童心理都有講
[00:16:43.020 --> 00:16:44.740]  就是沒有了媽媽的人呢
[00:16:44.740 --> 00:16:46.260]  很難睡的
[00:16:46.260 --> 00:16:47.300]  很難睡
[00:16:47.300 --> 00:16:49.060]  他就很難睡
[00:16:49.060 --> 00:16:51.740]  早上七點我叫他起床
[00:16:51.740 --> 00:16:52.700]  他就很乖的
[00:16:52.700 --> 00:16:53.780]  他就跟我去教會
[00:16:53.780 --> 00:16:55.340]  他就回答我回答得很快
[00:16:55.340 --> 00:16:55.980]  好啊好啊
[00:16:55.980 --> 00:16:57.300]  我祈禱啊這樣
[00:16:57.300 --> 00:16:58.580]  我說他不打擾你了
[00:16:58.580 --> 00:17:00.580]  我就祈禱了
[00:17:00.580 --> 00:17:01.820]  不用五分鐘就回來
[00:17:01.820 --> 00:17:03.620]  又睡了
[00:17:03.620 --> 00:17:05.460]  睡了呢
[00:17:05.460 --> 00:17:06.700]  我說真的起床了
[00:17:06.700 --> 00:17:08.060]  這次很晚了這樣
[00:17:08.060 --> 00:17:08.980]  是啊是啊
[00:17:08.980 --> 00:17:10.540]  站在電腦上就可以了
[00:17:10.540 --> 00:17:13.180]  我就站著這樣
[00:17:13.180 --> 00:17:15.380]  後來又睡了
[00:17:15.380 --> 00:17:16.460]  你猜他怎麼樣呢
[00:17:16.460 --> 00:17:17.820]  我每一次都沒有罵他
[00:17:17.820 --> 00:17:20.340]  因為我都不捨得罵他
