
[00:00:00.000 --> 00:00:05.500]  各位觀眾 節目早安
[00:08:10.940 --> 00:08:20.140]  很多時候就說到預言將要來的尼塞亞救贖主
[00:08:20.140 --> 00:08:22.540]  這個婦人就提到她懷孕
[00:08:22.540 --> 00:08:26.140]  在生產的艱難中疼痛呼叫了
[00:08:26.140 --> 00:08:30.140]  如果這個孩子是尼塞亞
[00:08:30.140 --> 00:08:32.740]  那麼這個婦人就應該是瑪利亞 是不是?
[00:08:32.740 --> 00:08:35.740]  但因為我們說這個婦人不是一個女人
[00:08:35.740 --> 00:08:37.340]  是一個群體性
[00:08:37.340 --> 00:08:41.740]  所以我們就說這個女人就不應該是瑪利亞
[00:08:41.740 --> 00:08:45.940]  所以我們也不要用瑪利亞生耶穌
[00:08:45.940 --> 00:08:49.940]  如果我們說她是尼塞亞
[00:08:49.940 --> 00:08:52.940]  這個尼塞亞就是一個子民
[00:08:52.940 --> 00:08:55.940]  尼塞亞出自上帝的子民
[00:08:55.940 --> 00:08:59.140]  舊約稱以色列人是上帝的新婦
[00:08:59.140 --> 00:09:00.540]  是錫安的女子
[00:09:00.540 --> 00:09:02.740]  所以她都是一個群體性
[00:09:02.740 --> 00:09:04.140]  不是某一個人
[00:09:04.140 --> 00:09:06.940]  所以這個象徵是說由舊約到新約
[00:09:06.940 --> 00:09:09.540]  都是指上帝的子民
[00:09:09.540 --> 00:09:12.940]  好了 新披日頭 腳踏月亮
[00:09:12.940 --> 00:09:16.140]  就代表了尼塞亞之母的榮耀
[00:09:16.140 --> 00:09:18.740]  就是上帝的新婦
[00:09:18.740 --> 00:09:21.540]  冠冕的十二星就代表十二支派
[00:09:21.540 --> 00:09:22.940]  如果我們這樣說
[00:09:22.940 --> 00:09:24.740]  我們就比較明白
[00:09:24.740 --> 00:09:26.940]  原來聖經所說的都是一致性的
[00:09:26.940 --> 00:09:30.540]  沒有什麼很神秘很奇妙的東西
[00:09:30.540 --> 00:09:33.540]  上帝揀選以色列最大的目的
[00:09:33.540 --> 00:09:35.540]  是要藉著這個群體
[00:09:35.540 --> 00:09:37.740]  將尼塞亞帶到世上
[00:09:37.740 --> 00:09:39.740]  尼塞亞就是上帝的子民
[00:09:39.740 --> 00:09:40.940]  上帝的救贖
[00:09:40.940 --> 00:09:42.940]  以色列所受的苦難
[00:09:42.940 --> 00:09:45.140]  是生產尼塞亞的苦難
[00:09:45.140 --> 00:09:47.140]  因為上帝預言
[00:09:47.140 --> 00:09:49.340]  從以色列要出尼塞亞
[00:09:49.340 --> 00:09:52.740]  而以色列它承擔了這個責任
[00:09:52.740 --> 00:09:54.740]  所以當尼塞利的時候
[00:09:54.740 --> 00:09:57.540]  以色列當時也都經歷很多的艱難
[00:09:57.540 --> 00:10:03.140]  在希臘羅馬當時的艱難裏面
[00:10:03.140 --> 00:10:04.740]  到了新約的時候
[00:10:04.740 --> 00:10:07.740]  新約的信徒就稱為新以色列
[00:10:07.740 --> 00:10:10.140]  所以教會在新約裏面
[00:10:10.140 --> 00:10:11.940]  就取代了以色列人
[00:10:11.940 --> 00:10:14.740]  就成為上帝的新選民
[00:10:14.740 --> 00:10:16.940]  今天我們因為相信耶穌基督
[00:10:16.940 --> 00:10:18.940]  作為尼塞亞的救主
[00:10:18.940 --> 00:10:22.540]  所以我們就成為了新的選民
[00:10:22.540 --> 00:10:23.940]  在新約的時候
[00:10:23.940 --> 00:10:26.940]  我們這幫子民就是上帝所揀選
[00:10:26.940 --> 00:10:31.340]  所以這個是一個啟示的進步
[00:10:31.340 --> 00:10:33.740]  不過我們看回
[00:10:33.740 --> 00:10:36.540]  如果耶穌基督是尼塞亞的話
[00:10:36.540 --> 00:10:39.340]  那麼耶穌基督出世的時候
[00:10:39.340 --> 00:10:42.340]  以色列就好像沒有受過什麼苦
[00:10:42.340 --> 00:10:46.140]  於是我們就覺得有些不是很合適
[00:10:46.140 --> 00:10:48.540]  不過在本章裏面說
[00:10:48.540 --> 00:10:51.140]  他說婦人生孩子
[00:10:51.140 --> 00:10:54.740]  有一個龍就站在婦人的面前
[00:10:54.740 --> 00:10:57.740]  並且這個婦人生孩子的時候
[00:10:57.740 --> 00:11:00.340]  龍就要吞吃這個孩子
[00:11:00.340 --> 00:11:04.540]  就好像撒旦要害死耶穌一樣
[00:11:04.540 --> 00:11:08.140]  不過耶穌基督很快升天
[00:11:08.140 --> 00:11:10.740]  龍就逼迫不了孩子了
[00:11:10.740 --> 00:11:12.540]  就逼迫誰呢? 婦人
[00:11:12.540 --> 00:11:15.340]  所以這個婦人在舊約就指的是以色列人
[00:11:15.340 --> 00:11:17.540]  新約就指的是教會
[00:11:17.540 --> 00:11:21.140]  我們這幫的選民
[00:11:21.140 --> 00:11:23.140]  而逼迫不了
[00:11:23.140 --> 00:11:28.940]  基督就逼迫地上的教會
[00:11:28.940 --> 00:11:31.340]  因此婦人就是真以色列人
[00:11:31.340 --> 00:11:32.340]  在舊約裏面
[00:11:32.340 --> 00:11:38.340]  是包括舊約和新約的你和我這幫信徒
[00:11:38.340 --> 00:11:40.940]  天上的寶座有二十四個座位
[00:11:40.940 --> 00:11:43.940]  包括神的支派和十二的使徒
[00:11:43.940 --> 00:11:45.740]  那麼婦人代表什麼呢?
[00:11:45.740 --> 00:11:48.940]  就是上帝救贖和揀選的子民
[00:11:48.940 --> 00:11:50.940]  所以今天來說就是教會了
[00:11:50.940 --> 00:11:52.740]  因此我們說了這麼多
[00:11:52.740 --> 00:11:56.140]  希望將這個意思解釋清楚
[00:11:56.140 --> 00:12:00.940]  我們看視頻不要將一些很古靈精怪的東西放進去
[00:12:00.940 --> 00:12:03.340]  它是有一致的解釋
[00:12:03.340 --> 00:12:08.740]  因此婦人就是代表了屬於基督德屬的群體
[00:12:08.740 --> 00:12:11.140]  但是這個婦人是受逼迫的
[00:12:11.140 --> 00:12:13.340]  這個婦人並且在末世裏面
[00:12:13.340 --> 00:12:15.740]  是有很多的東西攻擊她
[00:12:15.740 --> 00:12:20.940]  但是彌在天上是會保守領地
[00:12:20.940 --> 00:12:26.940]  因此這張聖經是說教會在災難裏面是有保守
[00:12:26.940 --> 00:12:30.740]  我們是有安慰的
[00:12:30.740 --> 00:12:35.340]  基督的群體是一個救贖的群體
[00:12:35.340 --> 00:12:37.940]  基督的群體不是政治團體
[00:12:37.940 --> 00:12:39.940]  也不是福利團體
[00:12:39.940 --> 00:12:44.340]  雖然教會很多時候有政治的良心
[00:12:44.340 --> 00:12:49.140]  但是今天很多時候很多人就將基督徒
[00:12:49.140 --> 00:12:53.140]  因為關懷社會就和政治連成一起
[00:12:53.140 --> 00:12:58.540]  在講壇上宣傳各樣的政治
[00:12:58.540 --> 00:13:03.740]  我們說教會不是 教會是講和好的福音
[00:13:03.740 --> 00:13:07.740]  教會不是單單維持公義
[00:13:07.740 --> 00:13:09.940]  也不是單單去行善
[00:13:09.940 --> 00:13:14.740]  這個是次要的 我們要去搞清楚
[00:13:14.740 --> 00:13:18.940]  教會是上帝的揀選 是進行上帝旨意
[00:13:18.940 --> 00:13:23.940]  因此教會注定是撒旦攻擊的對象
[00:13:23.940 --> 00:13:26.540]  是用各樣的方法 你是猜不到的
[00:13:26.540 --> 00:13:30.740]  用人事上 用文化上 用政治上
[00:13:30.740 --> 00:13:34.540]  教會其實由歷代以來一直是被攻擊
[00:13:34.540 --> 00:13:39.340]  無論是外面裏面 裏面有異端 外面有政治
[00:13:39.340 --> 00:13:43.540]  所以我們要看到教會這個富人在歷史上
[00:13:43.540 --> 00:13:47.940]  它壓縮成為一個圖像給我們看到
[00:13:47.940 --> 00:13:52.540]  教會就是不斷的受逼迫
[00:13:52.540 --> 00:13:58.540]  第三節提到 天上出現異象
[00:13:58.540 --> 00:14:03.140]  有一條大紅龍 叫做「紅龍」「福魔」
[00:14:03.140 --> 00:14:07.340]  有七頭十角 七頭帶著七個冠冕
[00:14:07.340 --> 00:14:09.740]  我們不要把它形象化 畫一條東西出來
[00:14:09.740 --> 00:14:12.940]  不過既然這樣就給你看看
[00:14:12.940 --> 00:14:14.340]  什麼叫做「龍」呢?
[00:14:14.340 --> 00:14:20.340]  「龍」這個字在舊約迦南的語言叫做「利維坦」
[00:14:20.340 --> 00:14:22.340]  你知道西方的書叫做「利維坦」
[00:14:22.340 --> 00:14:25.140]  就是講那個專制的政治
[00:14:25.140 --> 00:14:29.940]  在《和盤》裏面就將這個「龍」譯成了「惡魚」
[00:14:29.940 --> 00:14:33.540]  邪惡 龍是以色列的仇敵
[00:14:33.540 --> 00:14:36.140]  一出現就有流血和戰爭
[00:14:36.140 --> 00:14:40.340]  但是這個「龍」就和中國的「龍」是不同的
[00:14:40.340 --> 00:14:42.540]  很多人一講到「龍」就慘了
[00:14:42.540 --> 00:14:45.340]  我們「龍」的子孫就魔鬼、撒旦、後人
[00:14:45.340 --> 00:14:47.340]  這個是錯誤的
[00:14:47.340 --> 00:14:51.940]  在香港有一間基督教學校 很出名的
[00:14:51.940 --> 00:14:54.940]  他們「龍」是不准人慶祝新年的
[00:14:54.940 --> 00:14:56.940]  因為這個新年是「龍」
[00:14:56.940 --> 00:15:00.740]  就是那些孫教士就說「龍」就是魔鬼、撒旦
[00:15:00.740 --> 00:15:03.740]  差不多所有華人就是「龍」的撒旦後裔
[00:15:03.740 --> 00:15:05.340]  這個是很大的事情
[00:15:05.340 --> 00:15:06.940]  中國的「龍」是「睡龍」來的
[00:15:06.940 --> 00:15:11.140]  是一個代表福樂 不代表邪惡的
[00:15:11.140 --> 00:15:14.940]  但是聖經裏面的「龍」是代表邪惡的
[00:15:14.940 --> 00:15:18.140]  是代表敵基督的 敵上帝的
[00:15:18.140 --> 00:15:20.540]  所以這兩個不是一起的
[00:15:20.540 --> 00:15:23.340]  就是中國的「龍」是有一些意義的
[00:15:23.340 --> 00:15:28.140]  有機會明年新年的時候我再講「龍」的意義
[00:15:28.140 --> 00:15:31.340]  好了 紅龍頭上面大約七個冠冕
[00:15:31.340 --> 00:15:35.340]  就代表了完全就是無比的能力
[00:15:35.340 --> 00:15:37.740]  它是仿效上帝
[00:15:37.740 --> 00:15:40.340]  你讀啟示錄你會經常讀到撒旦的東西
[00:15:40.340 --> 00:15:44.140]  和上帝是很相似的 扮上帝
[00:15:44.140 --> 00:15:46.940]  上帝有三位一體 撒旦又有三位一體
[00:15:46.940 --> 00:15:49.340]  很多相似的東西
[00:15:49.340 --> 00:15:53.740]  那冠冕是代表什麼呢?很明顯就是權柄
[00:15:53.740 --> 00:15:56.940]  它代表了控制世上的國家
[00:15:56.940 --> 00:16:00.140]  「七」本來是代表上帝的能力
[00:16:00.140 --> 00:16:03.140]  現在撒旦又用「七」 是吧?
[00:16:03.140 --> 00:16:09.940]  因此你會發現很多的新興的宗教
[00:16:09.940 --> 00:16:12.940]  它都是去扮演基督教的東西
[00:16:12.940 --> 00:16:17.140]  學校基督教的東西 去混淆視聽
[00:16:17.140 --> 00:16:21.140]  「十」國就是代表地上最大的政治力量
[00:16:21.140 --> 00:16:25.140]  是利用各國的力量去對付上帝的角度
[00:16:25.140 --> 00:16:29.940]  那你回看在西方世俗化裏面
[00:16:29.940 --> 00:16:32.540]  其實反對基督教的不是單單
[00:16:32.540 --> 00:16:35.540]  我們說的伊斯蘭教等等
[00:16:35.540 --> 00:16:36.940]  其實反對基督教裏面
[00:16:36.940 --> 00:16:39.140]  就是在西方文化裏面最強大的
[00:16:39.140 --> 00:16:41.540]  無論是美國或者加拿大裏面
[00:16:41.540 --> 00:16:43.340]  你會發現很多的法例的東西
[00:16:43.340 --> 00:16:45.540]  其實都是反對基督教的
[00:16:45.540 --> 00:16:47.540]  基督教是被邊緣化的
[00:16:47.540 --> 00:16:50.340]  雖然基督教是提出了民主自由
[00:16:50.340 --> 00:16:51.540]  但是它要了民主自由之後
[00:16:51.540 --> 00:16:54.140]  就不要基督教的核心
[00:16:54.140 --> 00:16:56.540]  不要基督教聖經裏面的教導
[00:16:56.540 --> 00:16:57.940]  所以那種政治力量
[00:16:57.940 --> 00:17:01.540]  就是要將基督教排除於公共空間
[00:17:01.540 --> 00:17:04.140]  不准你在公共空間裏面討論基督教
[00:17:04.140 --> 00:17:05.740]  宣傳基督教
[00:17:05.740 --> 00:17:09.140]  所以今天那個政治的力量
[00:17:09.140 --> 00:17:11.540]  其實就是對於基督教
[00:17:11.540 --> 00:17:15.740]  是有一個相當大的排斥力
[00:17:15.740 --> 00:17:16.740]  第四節說
[00:17:16.740 --> 00:17:20.340]  他尾巴拖拉著天上升的三分之一
[00:17:20.340 --> 00:17:21.540]  摔在地上
[00:17:21.540 --> 00:17:24.540]  龍就站在要生產婦人面前
[00:17:24.540 --> 00:17:27.540]  等它生產要吞下的孩子
[00:17:27.540 --> 00:17:29.940]  天上的升神三分之一
[00:17:29.940 --> 00:17:32.740]  就是指著撒旦進攻天庭
[00:17:32.740 --> 00:17:34.540]  將三分之一的天使帶走
[00:17:34.540 --> 00:17:37.740]  這個是一種我們叫做神學的想像
[00:17:37.740 --> 00:17:39.340]  Velocical imagination
[00:17:39.340 --> 00:17:42.340]  意思就是說是根據這樣去想像
[00:17:42.340 --> 00:17:44.340]  但是聖經沒有說的
[00:17:44.340 --> 00:17:46.340]  我們是根據這樣去
[00:17:46.340 --> 00:17:48.340]  所以我們叫做Imagination
[00:17:48.340 --> 00:17:53.340]  就是看聖經看神學是需要的
[00:17:53.340 --> 00:17:58.340]  這個意思就是指到大雄的實力很大
[00:17:58.340 --> 00:18:00.340]  但是很細節、很實際的東西
[00:18:00.340 --> 00:18:02.340]  其實我們不敢說
[00:18:02.340 --> 00:18:04.340]  因為沒有確實
[00:18:04.340 --> 00:18:07.340]  大概可能是這樣
[00:18:07.340 --> 00:18:11.340]  龍要吃婦人的孩子
[00:18:11.340 --> 00:18:13.340]  就要除滅離除
[00:18:13.340 --> 00:18:17.340]  這個意義就比較明顯了
[00:18:17.340 --> 00:18:19.340]  婦人生了一個孩子
[00:18:19.340 --> 00:18:23.340]  將來要用鐵匠核管
[00:18:23.340 --> 00:18:28.340]  核管其實不是一個很權力性的
[00:18:28.340 --> 00:18:30.340]  核管其實是一種木樣
[00:18:30.340 --> 00:18:33.340]  那個鐵匠就好像木洋人
[00:18:33.340 --> 00:18:36.340]  拿著一個木匠去帶領羊群
[00:18:36.340 --> 00:18:38.340]  用鐵匠去帶領各國
[00:18:38.340 --> 00:18:41.340]  所以那個字不是一種很霸道性的
[00:18:41.340 --> 00:18:46.340]  他是用鐵匠去木樣或者去木管萬國的
[00:18:46.340 --> 00:18:50.340]  他的孩子是被提到神寶座那裏
[00:18:50.340 --> 00:18:52.340]  這個我們可以想像到
[00:18:52.340 --> 00:18:57.340]  就是看到耶穌基督是升天的那件事
[00:18:57.340 --> 00:19:01.340]  這個核管就是來自詩篇第二篇
[00:19:01.340 --> 00:19:05.340]  尼西亞要用鐵匠打破世上各國的聯盟
[00:19:05.340 --> 00:19:10.340]  用木匠取代世上的權力
[00:19:10.340 --> 00:19:15.340]  木洋就是尼西亞用鐵匠的武器去保護羊群
[00:19:15.340 --> 00:19:17.340]  保護自己的子民
[00:19:17.340 --> 00:19:21.340]  約翰是沒有提及到耶穌的一生
[00:19:21.340 --> 00:19:26.340]  只有在這裏提到他出世復活
[00:19:26.340 --> 00:19:30.340]  目的是特別顯示上帝對基督的保守
[00:19:30.340 --> 00:19:33.340]  所以他沒有詳細說他怎樣做甚麼
[00:19:33.340 --> 00:19:35.340]  就是一出世就升天了
[00:19:35.340 --> 00:19:40.340]  第六節 婦人逃到曠野
[00:19:40.340 --> 00:19:42.340]  在那裏有神給她預備的地方
[00:19:42.340 --> 00:19:46.340]  就是1260日
[00:19:46.340 --> 00:19:48.340]  那個其實有些意思
[00:19:48.340 --> 00:19:51.340]  農的計劃失敗
[00:19:51.340 --> 00:19:54.340]  因為彌賽升天 復活升天
[00:19:54.340 --> 00:19:56.340]  雖然被釘死 她就很生氣
[00:19:56.340 --> 00:20:01.340]  婦人逃到曠野 意思就是教會不在地上
[00:20:01.340 --> 00:20:03.340]  聖經有很多例子
[00:20:03.340 --> 00:20:06.340]  以色列人在曠野 以利亞在曠野
[00:20:06.340 --> 00:20:07.340]  耶穌到了曠野
[00:20:07.340 --> 00:20:11.340]  其實就說我們今天的教會就在世上
[00:20:11.340 --> 00:20:13.340]  在世上的曠野
[00:20:13.340 --> 00:20:16.340]  其實很多時候教會是孤立無援的
[00:20:16.340 --> 00:20:19.340]  不是很多人要幫助教會
[00:20:19.340 --> 00:20:22.340]  1260天就是三年半
[00:20:22.340 --> 00:20:25.340]  七年是完整的日子
[00:20:25.340 --> 00:20:27.340]  三年半就是這段日子是有限的
[00:20:27.340 --> 00:20:31.340]  不會很長 但也不是很短
[00:20:31.340 --> 00:20:33.340]  教會會受到一個試煉
[00:20:33.340 --> 00:20:35.340]  等候主回來的時候
[00:20:35.340 --> 00:20:38.340]  是一段相當長的日子 但不是永遠
[00:20:38.340 --> 00:20:43.340]  到第七第八節 天上有爭戰
[00:20:43.340 --> 00:20:46.340]  米加納和他的使者和龍爭戰
[00:20:46.340 --> 00:20:48.340]  龍就和他的使者去爭戰
[00:20:48.340 --> 00:20:52.340]  並沒有得勝 天上再沒有他們的地方
[00:20:52.340 --> 00:20:56.340]  這裡就說天上的爭戰是要看先知的
[00:20:56.340 --> 00:20:57.340]  我們看不到的
[00:20:57.340 --> 00:21:00.340]  有人看到這幅圖畫是怎樣的呢?
[00:21:00.340 --> 00:21:05.340]  我們要問 撒旦可以登上天庭和天使爭戰嗎?
[00:21:05.340 --> 00:21:10.340]  我們就想起在舊約的約伯記 記不記得?
[00:21:10.340 --> 00:21:16.340]  約伯記記載撒旦在上帝面前控訴約伯
[00:21:16.340 --> 00:21:19.340]  因此就有些聖經學者
[00:21:19.340 --> 00:21:26.340]  相信撒旦是要控訴使徒來搞亂天庭
