
[00:00:00.000 --> 00:00:06.400]  福頓師妹讓我們在聆聽上主的話
[00:04:28.800 --> 00:04:30.800]  一個沒有虔誠的人在他內心
[00:04:30.800 --> 00:04:32.800]  但他又要將自己包裝成虔誠
[00:04:32.800 --> 00:04:35.800]  於是兩夫婦就合謀
[00:04:35.800 --> 00:04:40.800]  他就說不如將我們賣了的田地的錢
[00:04:40.800 --> 00:04:42.800]  私下留一些
[00:04:42.800 --> 00:04:44.800]  留一個portion
[00:04:44.800 --> 00:04:46.800]  聖經說留一個portion
[00:04:46.800 --> 00:04:48.800]  這個portion有多大呢
[00:04:48.800 --> 00:04:50.800]  數量沒有說
[00:04:50.800 --> 00:04:51.800]  不過總而言之
[00:04:51.800 --> 00:04:53.800]  有些東西是我的
[00:04:53.800 --> 00:04:55.800]  我要保留
[00:04:55.800 --> 00:04:56.800]  然後怎樣呢
[00:04:56.800 --> 00:04:58.800]  另外有一些部分呢
[00:04:58.800 --> 00:05:02.800]  他就拿去仕途的腳前
[00:05:02.800 --> 00:05:05.800]  來作一個奉獻
[00:05:05.800 --> 00:05:09.800]  好像奉獻給一個傳道人
[00:05:09.800 --> 00:05:12.800]  或者他們的群體去使用
[00:05:12.800 --> 00:05:14.800]  其實這種觀念是錯的
[00:05:14.800 --> 00:05:18.800]  奉獻不是奉獻給傳道人
[00:05:18.800 --> 00:05:21.800]  而是奉獻給上帝
[00:05:21.800 --> 00:05:23.800]  你說不是也是
[00:05:23.800 --> 00:05:25.800]  上帝不是給理教會
[00:05:25.800 --> 00:05:26.800]  理教會不是給你佣金
[00:05:26.800 --> 00:05:27.800]  你不出糧嗎
[00:05:27.800 --> 00:05:31.800]  心態的不同
[00:05:31.800 --> 00:05:35.800]  影響到你怎樣將這筆錢對待和處理
[00:05:35.800 --> 00:05:39.800]  他們拿去仕途的腳前
[00:05:39.800 --> 00:05:41.800]  我現在給你了
[00:05:41.800 --> 00:05:46.800]  你們懂得和我唱好一點
[00:05:46.800 --> 00:05:48.800]  我是一個虔誠人
[00:05:48.800 --> 00:05:51.800]  反而這件事件的高潮
[00:05:51.800 --> 00:05:59.800]  就在最後彼得和他們夫婦分開的對話
[00:05:59.800 --> 00:06:03.800]  其實在聖經裡記載到
[00:06:03.800 --> 00:06:05.800]  仕途彼得早就知道
[00:06:05.800 --> 00:06:07.800]  這兩個人
[00:06:07.800 --> 00:06:10.800]  這對夫婦的心思意念是怎樣
[00:06:10.800 --> 00:06:14.800]  尤其是妻子
[00:06:14.800 --> 00:06:18.800]  其實在這個事件裡
[00:06:18.800 --> 00:06:24.800]  我們會看到她丈夫先將錢拿去
[00:06:24.800 --> 00:06:26.800]  原來被揭發
[00:06:26.800 --> 00:06:30.800]  原來不是全部的奉獻
[00:06:30.800 --> 00:06:33.800]  是一部分的奉獻
[00:06:33.800 --> 00:06:36.800]  我用一個極端例子
[00:06:36.800 --> 00:06:38.800]  可能他們留下的
[00:06:38.800 --> 00:06:41.800]  是1%留給自己用
[00:06:41.800 --> 00:06:45.800]  99%拿去給仕途用
[00:06:45.800 --> 00:06:50.800]  但如果全部放在自己手上
[00:06:50.800 --> 00:06:55.800]  其實是一個謊言
[00:06:55.800 --> 00:06:58.800]  彼得和他的妻子
[00:06:58.800 --> 00:07:00.800]  丈夫已經死了
[00:07:00.800 --> 00:07:02.800]  說了謊話之後
[00:07:02.800 --> 00:07:05.800]  妻子見丈夫不回來
[00:07:05.800 --> 00:07:08.800]  就去和彼得說
[00:07:08.800 --> 00:07:12.800]  撒菲拉就去問
[00:07:12.800 --> 00:07:15.800]  丈夫在哪裏
[00:07:15.800 --> 00:07:18.800]  彼得就問同樣的問題
[00:07:18.800 --> 00:07:23.800]  這些是不是你們所有賣田產的錢
[00:07:23.800 --> 00:07:26.800]  全部在這裏呢
[00:07:26.800 --> 00:07:29.800]  如果今世的教會怎樣處理呢
[00:07:29.800 --> 00:07:31.800]  今世的教會就說
[00:07:31.800 --> 00:07:32.800]  不要問那麼多
[00:07:32.800 --> 00:07:33.800]  有人肯奉獻
[00:07:33.800 --> 00:07:36.800]  你就快點收了
[00:07:36.800 --> 00:07:37.800]  你還問那麼多
[00:07:37.800 --> 00:07:38.800]  是不是全部
[00:07:38.800 --> 00:07:41.800]  他可能將99%拿了來
[00:07:41.800 --> 00:07:44.800]  那1%當作是給他自己做水腳
[00:07:44.800 --> 00:07:45.800]  就算了
[00:07:45.800 --> 00:07:46.800]  你問那麼多
[00:07:46.800 --> 00:07:48.800]  反正你都有田產
[00:07:48.800 --> 00:07:52.800]  好像基督教多倫多有個機構
[00:07:52.800 --> 00:07:56.800]  拿老人家的產業
[00:07:56.800 --> 00:07:59.800]  就是這樣的情況
[00:07:59.800 --> 00:08:00.800]  你不要問那麼多
[00:08:00.800 --> 00:08:02.800]  肯給你就算了
[00:08:02.800 --> 00:08:03.800]  還問什麼
[00:08:03.800 --> 00:08:05.800]  但這個太太
[00:08:05.800 --> 00:08:07.800]  竟然在這個問題的時候
[00:08:07.800 --> 00:08:09.800]  她看不出
[00:08:09.800 --> 00:08:13.800]  彼得其實是給一個最後的機會
[00:08:13.800 --> 00:08:16.800]  去提醒她
[00:08:16.800 --> 00:08:20.800]  你真的要將事實說出來
[00:08:20.800 --> 00:08:22.800]  但很可惜的就是
[00:08:22.800 --> 00:08:25.800]  作為妻子的撒菲拉
[00:08:25.800 --> 00:08:27.800]  她仍然說就是那麼多
[00:08:27.800 --> 00:08:29.800]  於是就沒辦法了
[00:08:29.800 --> 00:08:32.800]  下場是一模一樣
[00:08:32.800 --> 00:08:36.800]  和她的丈夫同樣即場死亡
[00:08:36.800 --> 00:08:41.800]  為什麼人要做那麼多這些事呢
[00:08:41.800 --> 00:08:44.800]  人本性就是這樣
[00:08:44.800 --> 00:08:45.800]  又要做壞事
[00:08:45.800 --> 00:08:47.800]  但又要做好人
[00:08:47.800 --> 00:08:49.800]  所以就有句話
[00:08:49.800 --> 00:08:52.800]  類似發財立品就是這些
[00:08:52.800 --> 00:08:55.800]  就算你以前發財用走私軍火
[00:08:55.800 --> 00:08:57.800]  販毒
[00:08:57.800 --> 00:08:58.800]  不要緊的
[00:08:58.800 --> 00:09:01.800]  最緊要後來捐多點錢給社會
[00:09:01.800 --> 00:09:03.800]  拉平條數
[00:09:03.800 --> 00:09:06.800]  這是買心安
[00:09:06.800 --> 00:09:08.800]  在上帝的看法上
[00:09:08.800 --> 00:09:10.800]  上帝一清二楚
[00:09:10.800 --> 00:09:14.800]  而今天我們看這段聖經
[00:09:14.800 --> 00:09:17.800]  同樣看到一個情況
[00:09:17.800 --> 00:09:21.800]  不過這段聖經的精彩之處
[00:09:21.800 --> 00:09:26.800]  就是在上帝沒有直接運作的時候
[00:09:26.800 --> 00:09:30.800]  原來間接地揭發了
[00:09:30.800 --> 00:09:34.800]  一大批人的假信仰
[00:09:34.800 --> 00:09:36.800]  而這種假信仰
[00:09:36.800 --> 00:09:41.800]  卻招致一個很大的問題
[00:09:41.800 --> 00:09:45.800]  所以為什麼今天我給這段經文的題目
[00:09:45.800 --> 00:09:48.800]  很多人都會很有興趣
[00:09:48.800 --> 00:09:52.800]  題目就是一事便知龍與鳳
[00:09:52.800 --> 00:09:55.800]  其實龍與鳳都不是好東西
[00:09:55.800 --> 00:09:58.800]  不過中國人覺得龍與鳳是吉祥物
[00:09:58.800 --> 00:10:01.800]  一事便知龍與鳳
[00:10:01.800 --> 00:10:06.800]  其實要知道實在材料是什麼
[00:10:06.800 --> 00:10:07.800]  其實不難的
[00:10:07.800 --> 00:10:12.800]  只需要有一點點從上帝而來的智慧的人
[00:10:12.800 --> 00:10:14.800]  即使他未必是信徒
[00:10:14.800 --> 00:10:17.800]  都可以將他揭發出來
[00:10:17.800 --> 00:10:19.800]  但在這件事上
[00:10:19.800 --> 00:10:23.800]  上帝又如何從中運作呢
[00:10:23.800 --> 00:10:27.800]  原本這堂課我給了另一個題目
[00:10:27.800 --> 00:10:32.800]  叫做不能再再扮野忠
[00:10:32.800 --> 00:10:34.800]  你不能再扮的
[00:10:34.800 --> 00:10:39.800]  但我覺得上帝要進一步測試出
[00:10:39.800 --> 00:10:42.800]  人真正的屬靈境況
[00:10:42.800 --> 00:10:43.800]  目的是什麼呢
[00:10:43.800 --> 00:10:44.800]  我們一起去看看吧
[00:10:44.800 --> 00:10:46.800]  好,我們一起再次打開
[00:10:46.800 --> 00:10:49.800]  但以理書丹尼爾第二章
[00:10:49.800 --> 00:10:51.800]  第一至第十三節
[00:10:51.800 --> 00:10:53.800]  我們讀多一次好嗎
[00:10:53.800 --> 00:10:57.800]  讓我們更熟悉這段經文的內容
[00:10:57.800 --> 00:11:01.800]  我發覺很多信徒對於經文未熟悉的時候
[00:11:01.800 --> 00:11:05.800]  因為聽得太多目者說的
[00:11:05.800 --> 00:11:08.800]  而不是經文內容所說的
[00:11:08.800 --> 00:11:12.800]  他們有一個很不同的詮釋
[00:11:12.800 --> 00:11:18.800]  讓我們一起去掌握清楚這段經文是說什麼東西
[00:11:18.800 --> 00:11:21.800]  我們一起去打開
[00:11:21.800 --> 00:11:23.800]  但以理書第二章一至十三節
[00:11:23.800 --> 00:11:25.800]  我們一起讀一次
[00:11:26.800 --> 00:11:29.800]  尼布甲尼撒在位第二年
[00:11:29.800 --> 00:11:32.800]  他做了夢心裡煩亂
[00:11:32.800 --> 00:11:34.800]  不能睡覺
[00:11:34.800 --> 00:11:42.800]  王吩咐人將術士用法術的行邪術的和家底人召來
[00:11:42.800 --> 00:11:46.800]  叫他們將王的夢告訴王
[00:11:46.800 --> 00:11:49.800]  他們就來站在王前
[00:11:49.800 --> 00:11:51.800]  王對他們說
[00:11:51.800 --> 00:11:54.800]  我做了一個夢心裡煩亂
[00:11:54.800 --> 00:11:57.800]  要知道這是什麼夢
[00:11:57.800 --> 00:12:01.800]  家底人用阿蘭的言語對王說
[00:12:01.800 --> 00:12:05.800]  願王萬歲請將那夢告訴僕人
[00:12:05.800 --> 00:12:08.800]  僕人就可以講解
[00:12:08.800 --> 00:12:11.800]  王回答家底人說
[00:12:11.800 --> 00:12:13.800]  夢我已經夢了
[00:12:13.800 --> 00:12:18.800]  你們若不將夢和夢的講解告訴我
[00:12:18.800 --> 00:12:21.800]  就必被凌遲
[00:12:21.800 --> 00:12:24.800]  你們的房屋必成為糞堆
[00:12:24.800 --> 00:12:29.800]  你們若將夢和夢的講解告訴我
[00:12:29.800 --> 00:12:33.800]  就必從我這裡得贈品和賞賜
[00:12:33.800 --> 00:12:35.800]  並大尊榮
[00:12:35.800 --> 00:12:41.800]  現在你們要將夢和夢的講解告訴我
[00:12:41.800 --> 00:12:43.800]  他們第二次對王說
[00:12:43.800 --> 00:12:46.800]  請王將夢告訴僕人
[00:12:46.800 --> 00:12:49.800]  僕人就可以講解
[00:12:49.800 --> 00:12:51.800]  王回答說
[00:12:51.800 --> 00:12:54.800]  我準知道你們是故意延遲
[00:12:54.800 --> 00:12:59.800]  因為你們知道那夢我已經忘了
[00:12:59.800 --> 00:13:02.800]  你們若不將夢告訴我
[00:13:02.800 --> 00:13:05.800]  只有一法待你們
[00:13:05.800 --> 00:13:09.800]  因為你們準備了謊言亂語向我說
[00:13:09.800 --> 00:13:12.800]  要等候時勢改變
[00:13:12.800 --> 00:13:15.800]  現在你們要將夢告訴我
[00:13:15.800 --> 00:13:20.800]  因我知道你們能將夢的講解告訴我
[00:13:20.800 --> 00:13:24.800]  家底人在王面前回答說
[00:13:24.800 --> 00:13:28.800]  世上沒有人能將王所問的事說出來
[00:13:28.800 --> 00:13:33.800]  因為沒有君王大臣掌權的
[00:13:33.800 --> 00:13:36.800]  向術士或用法術的
[00:13:36.800 --> 00:13:40.800]  或家底人問過這樣的事
[00:13:40.800 --> 00:13:43.800]  王所問的事甚難
[00:13:43.800 --> 00:13:47.800]  除了不與世人同居的神明
[00:13:47.800 --> 00:13:51.800]  沒有人在王面前能說出來
[00:13:51.800 --> 00:13:55.800]  因此王氣憤憤地大發烈怒
[00:13:55.800 --> 00:13:59.800]  吩咐滅絕巴比倫所有的哲士
[00:13:59.800 --> 00:14:01.800]  於是命令發出
[00:14:01.800 --> 00:14:04.800]  哲士將要見殺
[00:14:04.800 --> 00:14:07.800]  人就尋找但義理和他的同伴
[00:14:07.800 --> 00:14:10.800]  要殺他們
[00:14:11.800 --> 00:14:14.800]  有趣的一段聖經
[00:14:14.800 --> 00:14:18.800]  我很喜歡這段聖經
[00:14:18.800 --> 00:14:20.800]  我很喜歡這本但義理書
[00:14:20.800 --> 00:14:24.800]  因為我覺得但義理書能夠看透今天的世界
[00:14:24.800 --> 00:14:26.800]  我們逐一來看
[00:14:26.800 --> 00:14:28.800]  分開三個部份來看
[00:14:28.800 --> 00:14:36.800]  第一個部份叫困擾中得尋求平安
[00:14:36.800 --> 00:14:39.800]  困擾中尋求平安
[00:14:39.800 --> 00:14:42.800]  第一章一至二節
[00:14:42.800 --> 00:14:46.800]  在這段聖經裡的前文第一章第21節
[00:14:46.800 --> 00:14:50.800]  我們知道但義理和他的朋友
[00:14:50.800 --> 00:14:51.800]  至少是但義理
[00:14:51.800 --> 00:14:53.800]  從這段聖經就說
[00:14:53.800 --> 00:15:01.800]  塞魯士王元年但義理還在
[00:15:01.800 --> 00:15:04.800]  這句話我之前已經說過
[00:15:04.800 --> 00:15:10.800]  其實如果塞魯士元年按照歷史推算
[00:15:10.800 --> 00:15:16.800]  大約是公元前的第559年或550年
[00:15:16.800 --> 00:15:18.800]  這些時間不重要
[00:15:18.800 --> 00:15:24.800]  因為歷史上的時間對應羅馬的曆法
[00:15:24.800 --> 00:15:26.800]  有時會有很多出入
[00:15:26.800 --> 00:15:31.800]  總而言之559或550年這個年代相差
[00:15:31.800 --> 00:15:33.800]  你說是9年
[00:15:33.800 --> 00:15:38.800]  但如果從尼布甲尼薩王正式登位
[00:15:38.800 --> 00:15:42.800]  第605年的時候
[00:15:42.800 --> 00:15:44.800]  我們可以推算至少
[00:15:44.800 --> 00:15:50.800]  但義理活在外邦世界被擄的情況
[00:15:50.800 --> 00:15:55.800]  有至少46至55年之久
[00:15:55.800 --> 00:15:57.800]  但義理多大年紀呢
[00:15:57.800 --> 00:16:01.800]  我相信至少從聖經裡推測
[00:16:01.800 --> 00:16:03.800]  他有接近70歲
[00:16:03.800 --> 00:16:05.800]  可能更長
[00:16:05.800 --> 00:16:08.800]  我不敢肯定時間
[00:16:08.800 --> 00:16:11.800]  但如果他在外邦世界被擄的時候
[00:16:11.800 --> 00:16:16.800]  他被擄已經是年少的少年人
[00:16:16.800 --> 00:16:20.800]  少年人在聖經裡大約是15、16歲左右
[00:16:20.800 --> 00:16:22.800]  這個時間
[00:16:22.800 --> 00:16:27.800]  加上他在外邦世界活了46或55年之久
[00:16:27.800 --> 00:16:33.800]  他可以說是年紀不小
[00:16:33.800 --> 00:16:38.800]  但在先知界裡屬於長命的一類
[00:16:38.800 --> 00:16:41.800]  長命是否一件好事呢
[00:16:41.800 --> 00:16:43.800]  我現在做到50多歲
[00:16:43.800 --> 00:16:46.800]  我開始覺得長命不是太過癮
[00:16:46.800 --> 00:16:50.800]  尤其是50歲的五十肩
[00:16:50.800 --> 00:16:53.800]  盆骨又說退化
[00:16:53.800 --> 00:16:55.800]  手頭痛
[00:16:55.800 --> 00:16:57.800]  跌在地上又撐著
[00:16:57.800 --> 00:16:59.800]  已經擄一擄
[00:16:59.800 --> 00:17:01.800]  過幾個月還是痛的
[00:17:01.800 --> 00:17:05.800]  你覺得這樣的生活不是太好
[00:17:05.800 --> 00:17:08.800]  出長命不是一件好事
[00:17:08.800 --> 00:17:10.800]  我不是厭世
[00:17:10.800 --> 00:17:12.800]  我越長越好
[00:17:12.800 --> 00:17:14.800]  可以多主長一點
[00:17:14.800 --> 00:17:16.800]  希望有清醒的頭腦
[00:17:16.800 --> 00:17:21.800]  但義理在這麼長的時間
[00:17:21.800 --> 00:17:23.800]  在外邦世界裡
[00:17:23.800 --> 00:17:25.800]  和他們三個朋友
[00:17:25.800 --> 00:17:28.800]  上帝要用他們這麼長的時間
[00:17:28.800 --> 00:17:30.800]  在外邦世界做些什麼呢
[00:17:30.800 --> 00:17:34.800]  是否要恢復以色列國
[00:17:34.800 --> 00:17:36.800]  或者恢復猶大國呢
[00:17:36.800 --> 00:17:41.800]  要推翻當時的強權勢力呢
[00:17:41.800 --> 00:17:45.800]  在聖經裡我看不到有這件事
[00:17:45.800 --> 00:17:48.800]  相反他們竟然活在
[00:17:48.800 --> 00:17:54.800]  強權、世界霸權
[00:17:54.800 --> 00:17:58.800]  巴比倫王、尼布甲尼撒之下的管治
[00:17:58.800 --> 00:18:00.800]  讓我插入一點
[00:18:00.800 --> 00:18:04.800]  今天我們作為基督徒所處的現象
[00:18:04.800 --> 00:18:07.800]  我們今天活在的現象就是這樣
[00:18:07.800 --> 00:18:09.800]  同樣的東西
[00:18:09.800 --> 00:18:15.800]  我們同樣在一些很強大的世界霸權之下
[00:18:15.800 --> 00:18:20.800]  作為基督徒不是去搞抗爭
[00:18:20.800 --> 00:18:22.800]  不是
[00:18:22.800 --> 00:18:27.800]  而是上帝安排在一個這樣的世代裡
[00:18:27.800 --> 00:18:32.800]  我們如何活出上帝的生命
[00:18:32.800 --> 00:18:35.800]  上帝如果要搞抗爭
[00:18:35.800 --> 00:18:38.800]  第一個要搞抗爭的應該是耶穌
[00:18:38.800 --> 00:18:40.800]  應該是摩西
[00:18:40.800 --> 00:18:42.800]  不是你和我
[00:18:42.800 --> 00:18:45.800]  所以那些搞抗爭的人的基督徒
[00:18:45.800 --> 00:18:48.800]  我覺得他們根本沒有讀過聖經
[00:18:48.800 --> 00:18:50.800]  如果你選不選他另一回事
[00:18:50.800 --> 00:18:53.800]  可能你被迫要選他
[00:18:53.800 --> 00:18:56.800]  在這個情況之下
[00:18:56.800 --> 00:19:01.800]  作為基督徒的表現應該如何呢
[00:19:01.800 --> 00:19:05.800]  在上文第一章裡我已經看到一件事
[00:19:05.800 --> 00:19:08.800]  這班青年人尤其是在
[00:19:08.800 --> 00:19:11.800]  以色列當中的猶大支派
[00:19:11.800 --> 00:19:15.800]  這四個截然不同的人
[00:19:15.800 --> 00:19:18.800]  但以你為首
[00:19:18.800 --> 00:19:20.800]  這四個年青人
[00:19:20.800 --> 00:19:27.800]  他卻能夠在整個巴比倫國的強權之下
[00:19:27.800 --> 00:19:30.800]  成為核心的管治人物
[00:19:30.800 --> 00:19:34.800]  我們接著看看這幾個年青人
[00:19:34.800 --> 00:19:36.800]  還有進一步的發展
[00:19:36.800 --> 00:19:38.800]  其實在第二章真的很精彩
[00:19:38.800 --> 00:19:41.800]  我不能一次過講完
[00:19:41.800 --> 00:19:44.800]  但他們已經進入了皇的身邊
[00:19:44.800 --> 00:19:47.800]  隨時在皇的身邊窺見皇
[00:19:47.800 --> 00:19:51.800]  而且這個王尼布加布尼沙王一試就知道
[00:19:51.800 --> 00:19:54.800]  這四個人截然不同
[00:19:54.800 --> 00:19:56.800]  尤其是那個蛋爾利
[00:19:56.800 --> 00:20:01.800]  他能夠被其他所有通過的巴比倫
[00:20:01.800 --> 00:20:04.800]  其餘的哲士
[00:20:04.800 --> 00:20:07.800]  或者聰明人智慧人
[00:20:07.800 --> 00:20:09.800]  最聰明的人
[00:20:09.800 --> 00:20:11.800]  PhD 或是Postdoc
[00:20:11.800 --> 00:20:17.800]  他們都勝過這班人十倍
[00:20:17.800 --> 00:20:19.800]  十倍我再重覆講一次
[00:20:19.800 --> 00:20:21.800]  完全贏了這樣的意思
[00:20:21.800 --> 00:20:27.800]  巴比倫王尼布加布尼沙
[00:20:27.800 --> 00:20:30.800]  在這樣的情況下
[00:20:30.800 --> 00:20:32.800]  會有什麼想法呢
[00:20:32.800 --> 00:20:33.800]  大英姐妹
[00:20:33.800 --> 00:20:35.800]  先放在你的腦海裏
[00:20:35.800 --> 00:20:39.800]  我有一個這麼厲害的人在我身邊
[00:20:39.800 --> 00:20:44.800]  有四個這麼厲害的人在我身邊
[00:20:44.800 --> 00:20:45.800]  我會怎樣處理好呢
[00:20:45.800 --> 00:20:47.800]  怎樣用他呢
[00:20:47.800 --> 00:20:49.800]  如果我做了總統
[00:20:49.800 --> 00:20:51.800]  有這麼厲害的人在我身邊
[00:20:51.800 --> 00:20:53.800]  我怎樣用他呢
[00:20:53.800 --> 00:20:58.800]  就在這個時候
[00:20:58.800 --> 00:21:00.800]  上帝動手
[00:21:00.800 --> 00:21:03.800]  第一節
[00:21:03.800 --> 00:21:06.800]  尼布加布尼沙王在位第二年
[00:21:06.800 --> 00:21:11.800]  相信應該是主前的604年
[00:21:11.800 --> 00:21:16.800]  他的在位時間是605年至到562年
[00:21:16.800 --> 00:21:18.800]  應該是604年
[00:21:18.800 --> 00:21:20.800]  剛剛被擄了不夠一年
[00:21:20.800 --> 00:21:22.800]  這班年青人
[00:21:22.800 --> 00:21:24.800]  但在這一年裏
[00:21:24.800 --> 00:21:26.800]  當擄了年青人
[00:21:26.800 --> 00:21:28.800]  開始進行訓練的時候
[00:21:28.800 --> 00:21:31.800]  尼布加布尼沙
[00:21:31.800 --> 00:21:33.800]  就在這裏好心煩
[00:21:33.800 --> 00:21:37.800]  每晚都在做夢
[00:21:37.800 --> 00:21:39.800]  我就這樣想
[00:21:39.800 --> 00:21:41.800]  他可能有睡眠窒息症
[00:21:41.800 --> 00:21:44.800]  所以他做很多夢都睡不著
[00:21:44.800 --> 00:21:45.800]  是不是這樣呢
[00:21:45.800 --> 00:21:46.800]  不是的
[00:21:46.800 --> 00:21:48.800]  在聖經裏面
[00:21:48.800 --> 00:21:50.800]  凡是做夢
[00:21:50.800 --> 00:21:53.800]  都有上帝本身的意思
[00:21:53.800 --> 00:21:55.800]  不是你做夢
[00:21:55.800 --> 00:21:57.800]  你和我做夢
[00:21:57.800 --> 00:21:59.800]  不一定上帝有什麼特別意思
[00:21:59.800 --> 00:22:00.800]  可能你朝思暮想
[00:22:00.800 --> 00:22:01.800]  喜歡上一個女孩
[00:22:01.800 --> 00:22:02.800]  或者喜歡一個男孩
[00:22:02.800 --> 00:22:03.800]  你在想而已
[00:22:03.800 --> 00:22:06.800]  上帝在聖經裏面記載
[00:22:06.800 --> 00:22:08.800]  每逢有做夢的情況
[00:22:08.800 --> 00:22:12.800]  絕對是在上帝的管治系統之下
[00:22:12.800 --> 00:22:14.800]  這些夢是什麼夢呢
[00:22:14.800 --> 00:22:16.800]  一連串的夢
[00:22:16.800 --> 00:22:19.800]  聖經這裏未記載
[00:22:19.800 --> 00:22:20.800]  但總而言之
[00:22:20.800 --> 00:22:23.800]  這個夢就令尼布加布尼沙王
[00:22:23.800 --> 00:22:26.800]  心裏好煩亂
[00:22:26.800 --> 00:22:30.800]  煩亂到一個地步
[00:22:30.800 --> 00:22:31.800]  就睡不著
[00:22:31.800 --> 00:22:34.800]  睡不著又如何呢
[00:22:34.800 --> 00:22:41.800]  唯有找一些能夠幫助他解決問題的人
[00:22:41.800 --> 00:22:43.800]  既然我都說了
