
[00:00:00.000 --> 00:00:04.000]  丁子明早晨
[00:08:01.000 --> 00:08:03.000]  但完全沒有動一個擦眼之心
[00:08:03.000 --> 00:08:09.000]  本來拉薩路想拿些冷飯菜撿
[00:08:09.000 --> 00:08:11.000]  不過實際上一個強烈對比
[00:08:11.000 --> 00:08:15.000]  財主好像視而不見對這個有需要的人
[00:08:15.000 --> 00:08:19.000]  相反一個流浪狗走過
[00:08:19.000 --> 00:08:21.000]  反而會舔他的瘡
[00:08:21.000 --> 00:08:25.000]  我不知道大家小時候有沒有這樣的經歷
[00:08:25.000 --> 00:08:27.000]  我父母認為
[00:08:27.000 --> 00:08:29.000]  不知為何
[00:08:29.000 --> 00:08:33.000]  認為狗的口水可以消毒
[00:08:33.000 --> 00:08:35.000]  不知你小時候有沒有這樣
[00:08:35.000 --> 00:08:37.000]  所以如果有甚麼整損
[00:08:37.000 --> 00:08:39.000]  就讓狗去舔一下你
[00:08:39.000 --> 00:08:40.000]  其實相當危險的
[00:08:40.000 --> 00:08:41.000]  有很多菌的
[00:08:41.000 --> 00:08:42.000]  請你不要這樣做
[00:08:42.000 --> 00:08:43.000]  不過我小時候
[00:08:43.000 --> 00:08:44.000]  我父母問我有沒有這樣做過
[00:08:44.000 --> 00:08:46.000]  有沒有受過
[00:08:46.000 --> 00:08:47.000]  你們父母文靈很多
[00:08:47.000 --> 00:08:50.000]  我小時候有很多這樣的情況
[00:08:50.000 --> 00:08:52.000]  不過現在我看見很奇怪
[00:08:52.000 --> 00:08:54.000]  我見到有人養狗養到
[00:08:54.000 --> 00:08:56.000]  主人可以和狗一起吃雪糕
[00:08:56.000 --> 00:08:58.000]  這個很難明白
[00:08:58.000 --> 00:08:59.000]  這些不要說了
[00:08:59.000 --> 00:09:03.000]  總之這裏有狗和財主的很大對比
[00:09:03.000 --> 00:09:05.000]  財主完全沒有擦眼之心
[00:09:05.000 --> 00:09:09.000]  反而動物對拉薩路有同情的心
[00:09:09.000 --> 00:09:13.000]  聖經的重點很明顯
[00:09:13.000 --> 00:09:15.000]  不是說這兩個人在生的時候
[00:09:15.000 --> 00:09:16.000]  他們怎樣生活
[00:09:16.000 --> 00:09:17.000]  很簡單
[00:09:17.000 --> 00:09:19.000]  用最簡單的時間介紹了
[00:09:19.000 --> 00:09:21.000]  然後就進到二十二節
[00:09:21.000 --> 00:09:23.000]  比較經文
[00:09:23.000 --> 00:09:26.000]  下面用了十節的聖經去描繪
[00:09:26.000 --> 00:09:30.000]  然後前文說他們在生的時候
[00:09:30.000 --> 00:09:32.000]  只是簡單的兩三節的聖經
[00:09:32.000 --> 00:09:34.000]  所以重點在下面
[00:09:34.000 --> 00:09:38.000]  這個重點就是二十二節
[00:09:38.000 --> 00:09:40.000]  說到一個事實
[00:09:40.000 --> 00:09:43.000]  後來那土犯的死了
[00:09:43.000 --> 00:09:47.000]  被天使大度放在阿伯拉罕的懷裡
[00:09:47.000 --> 00:09:49.000]  然後二十二節下半節說
[00:09:49.000 --> 00:09:52.000]  財主也死了並且埋葬了
[00:09:52.000 --> 00:09:54.000]  經文想說的是
[00:09:54.000 --> 00:09:56.000]  當人生很簡單描繪之後
[00:09:56.000 --> 00:09:57.000]  就說一個事實
[00:09:57.000 --> 00:10:00.000]  這個事實就是人人都可以死
[00:10:00.000 --> 00:10:03.000]  然後死了之後不是一了百了
[00:10:03.000 --> 00:10:05.000]  不知道為何中國人有這樣一句話
[00:10:05.000 --> 00:10:07.000]  人死如燈滅
[00:10:07.000 --> 00:10:12.000]  很多人信以為是真的
[00:10:12.000 --> 00:10:16.000]  但我問那個人怎樣知道呢
[00:10:16.000 --> 00:10:19.000]  如果他死了他又不會說
[00:10:19.000 --> 00:10:21.000]  他說就是他沒有死過
[00:10:21.000 --> 00:10:24.000]  兩樣都不應該說
[00:10:24.000 --> 00:10:28.000]  怎知道人死如燈滅
[00:10:28.000 --> 00:10:29.000]  這個好像真理一樣
[00:10:29.000 --> 00:10:31.000]  所以人們亂說的
[00:10:31.000 --> 00:10:32.000]  你問他信什麼
[00:10:32.000 --> 00:10:33.000]  我信睡覺
[00:10:33.000 --> 00:10:35.000]  好像很瀟灑
[00:10:35.000 --> 00:10:38.000]  事實上我不願意想在人生
[00:10:38.000 --> 00:10:41.000]  在可見的世界以外任何事情
[00:10:41.000 --> 00:10:44.000]  我都不想這樣想
[00:10:44.000 --> 00:10:46.000]  但如果天堂地獄是終極的話
[00:10:46.000 --> 00:10:48.000]  你不去想
[00:10:48.000 --> 00:10:50.000]  這就是人生最大的損失
[00:10:50.000 --> 00:10:51.000]  天白來書說
[00:10:51.000 --> 00:10:55.000]  我怎能忽略如此大的救恩呢
[00:10:55.000 --> 00:10:58.000]  就因為有天堂地獄
[00:10:58.000 --> 00:11:02.000]  事實上照退一萬步來說
[00:11:02.000 --> 00:11:04.000]  真是如人死如燈滅
[00:11:04.000 --> 00:11:07.000]  以前說燈是指蠟燭
[00:11:07.000 --> 00:11:12.000]  或燃料燒著之後
[00:11:12.000 --> 00:11:14.000]  其實你看到像圖畫一樣
[00:11:14.000 --> 00:11:15.000]  很多煙
[00:11:15.000 --> 00:11:17.000]  如果說得科學一點
[00:11:17.000 --> 00:11:19.000]  一支蠟燭
[00:11:19.000 --> 00:11:22.000]  只不過由固體經過燃燒過程之後
[00:11:22.000 --> 00:11:23.000]  變成氣體
[00:11:23.000 --> 00:11:25.000]  燃料由液體變成氣體
[00:11:25.000 --> 00:11:29.000]  其實物質你都沒辦法完全消失
[00:11:29.000 --> 00:11:31.000]  只是轉了形態
[00:11:32.000 --> 00:11:34.000]  所以人死如燈滅
[00:11:34.000 --> 00:11:35.000]  如果真是如燈滅
[00:11:35.000 --> 00:11:37.000]  都不會消滅
[00:11:37.000 --> 00:11:40.000]  更何況人寶貴的靈魂呢
[00:11:40.000 --> 00:11:43.000]  很多經文或其他地方的思想
[00:11:43.000 --> 00:11:45.000]  我只想簡單說說
[00:11:45.000 --> 00:11:46.000]  從一個角度來說
[00:11:46.000 --> 00:11:48.000]  叫做瀕死的經驗
[00:11:48.000 --> 00:11:50.000]  Near death experience
[00:11:50.000 --> 00:11:53.000]  不知道大家有沒有聽過這件事
[00:11:53.000 --> 00:11:56.000]  即是說有些人可能心臟
[00:11:56.000 --> 00:11:58.000]  甚至腦細胞停頓
[00:11:58.000 --> 00:12:01.000]  有些人可能藥肝短側一兩個小時
[00:12:01.000 --> 00:12:03.000]  長側我聽過的記錄
[00:12:03.000 --> 00:12:05.000]  最多有二十三個小時
[00:12:05.000 --> 00:12:06.000]  很難想像
[00:12:06.000 --> 00:12:07.000]  二十三個小時之後
[00:12:07.000 --> 00:12:08.000]  然後他翻生
[00:12:08.000 --> 00:12:13.000]  然後那些人就說他那段時間發生了什麼事
[00:12:13.000 --> 00:12:15.000]  很久之前我看過一本書
[00:12:15.000 --> 00:12:16.000]  對我很深印象的
[00:12:16.000 --> 00:12:19.000]  一個美國心臟科醫生
[00:12:19.000 --> 00:12:21.000]  他用了十多年的時間
[00:12:21.000 --> 00:12:23.000]  去搜集這些瀕死的經驗
[00:12:23.000 --> 00:12:24.000]  Near death experience
[00:12:24.000 --> 00:12:25.000]  最近也有另一本書
[00:12:25.000 --> 00:12:26.000]  也是差不多的
[00:12:26.000 --> 00:12:28.000]  叫做死亡九分鐘
[00:12:28.000 --> 00:12:30.000]  不知道大家有沒有看過這本書
[00:12:30.000 --> 00:12:33.000]  其中有一個
[00:12:33.000 --> 00:12:35.000]  他記載一個事跡
[00:12:35.000 --> 00:12:37.000]  到現在我還記得
[00:12:37.000 --> 00:12:40.000]  他說在醫院裏面
[00:12:40.000 --> 00:12:41.000]  有一個醫護人員
[00:12:41.000 --> 00:12:43.000]  他長得很矮小
[00:12:43.000 --> 00:12:45.000]  他人生很不開心
[00:12:45.000 --> 00:12:46.000]  很多不開心的事
[00:12:46.000 --> 00:12:50.000]  所以他決定在醫院的洗手間上吊
[00:12:50.000 --> 00:12:52.000]  在醫院的洗手間裏面
[00:12:52.000 --> 00:12:53.000]  因為他長得矮小
[00:12:53.000 --> 00:12:56.000]  所以把一條帶綁在架上
[00:12:56.000 --> 00:12:59.000]  然後自己吊死了
[00:12:59.000 --> 00:13:01.000]  後來經過很長的時間
[00:13:01.000 --> 00:13:02.000]  我忘記了多久
[00:13:02.000 --> 00:13:04.000]  大概是幾個小時之後
[00:13:04.000 --> 00:13:05.000]  才被人發現
[00:13:05.000 --> 00:13:08.000]  然後醫院就搶救他
[00:13:08.000 --> 00:13:10.000]  竟然救了他
[00:13:10.000 --> 00:13:11.000]  救了他之後
[00:13:11.000 --> 00:13:15.000]  他就說他離開世界之後去哪裏
[00:13:15.000 --> 00:13:17.000]  他說我見到天堂
[00:13:17.000 --> 00:13:19.000]  最震撼的不是這樣
[00:13:19.000 --> 00:13:20.000]  最震撼的是什麼呢
[00:13:20.000 --> 00:13:22.000]  原來他離開世界之後
[00:13:22.000 --> 00:13:24.000]  他上吊之後
[00:13:24.000 --> 00:13:26.000]  醫院就急症搶救他
[00:13:26.000 --> 00:13:29.000]  去到手術桌上搶救他
[00:13:29.000 --> 00:13:32.000]  他翻身之後竟然說
[00:13:32.000 --> 00:13:37.000]  其實我的靈魂離開了我的軀體
[00:13:37.000 --> 00:13:39.000]  在醫院的手術房上
[00:13:39.000 --> 00:13:40.000]  我還見到的
[00:13:40.000 --> 00:13:42.000]  甚至他還說得出
[00:13:42.000 --> 00:13:44.000]  當時幫他做手術
[00:13:44.000 --> 00:13:47.000]  那個醫生是打什麼顏色的胎
[00:13:47.000 --> 00:13:50.000]  他真的見到
[00:13:50.000 --> 00:13:54.000]  我這裡沒有辦法再發揮下去
[00:13:54.000 --> 00:13:56.000]  不過只是想多說一件事
[00:13:56.000 --> 00:13:58.000]  我很相信這些經歷
[00:13:58.000 --> 00:14:00.000]  除了聖經教導之外
[00:14:00.000 --> 00:14:02.000]  我姐姐我曾經都說過
[00:14:02.000 --> 00:14:04.000]  如果有機會我請她回來說一下
[00:14:04.000 --> 00:14:06.000]  她自己說一下
[00:14:06.000 --> 00:14:07.000]  若干年前
[00:14:07.000 --> 00:14:08.000]  很多年前
[00:14:08.000 --> 00:14:09.000]  我相信現在數回頭
[00:14:09.000 --> 00:14:11.000]  二十多三十年前
[00:14:11.000 --> 00:14:15.000]  她在波道醫院都有瀕死的經驗
[00:14:15.000 --> 00:14:17.000]  和剛才所說的差不多一模一樣
[00:14:17.000 --> 00:14:20.000]  她在病房的手術室上
[00:14:20.000 --> 00:14:23.000]  她回頭看見她先生圍著她哭
[00:14:23.000 --> 00:14:24.000]  她說不用哭
[00:14:24.000 --> 00:14:25.000]  我很快樂
[00:14:25.000 --> 00:14:27.000]  她看見那道光想跟著進去
[00:14:27.000 --> 00:14:29.000]  然後聽到耶穌跟她說
[00:14:29.000 --> 00:14:31.000]  我再給你長一點的壽命
[00:14:31.000 --> 00:14:32.000]  然後回來
[00:14:32.000 --> 00:14:33.000]  然後過幾天可以出院
[00:14:33.000 --> 00:14:34.000]  本來死了
[00:14:34.000 --> 00:14:36.000]  但竟然可以再出院
[00:14:36.000 --> 00:14:37.000]  有神佬賞賜她
[00:14:37.000 --> 00:14:40.000]  不單止現在繼續在澳洲做牧師
[00:14:40.000 --> 00:14:42.000]  本來有兩個女兒
[00:14:42.000 --> 00:14:44.000]  在她這個經歷之後
[00:14:44.000 --> 00:14:45.000]  再給她第三個
[00:14:45.000 --> 00:14:47.000]  給她多了一個兒子
[00:14:47.000 --> 00:14:49.000]  兒子現在大學畢業了
[00:14:49.000 --> 00:14:53.000]  領子妹
[00:14:53.000 --> 00:14:55.000]  天堂地獄是真實的
[00:14:55.000 --> 00:14:57.000]  我們會進到這個永恆裏面
[00:14:57.000 --> 00:14:59.000]  這是我們的終點
[00:14:59.000 --> 00:15:00.000]  我們當中的朋友
[00:15:00.000 --> 00:15:01.000]  我不知道你們來了教會多久
[00:15:01.000 --> 00:15:02.000]  可能聽了很久
[00:15:02.000 --> 00:15:05.000]  或許你以為信耶穌就是
[00:15:05.000 --> 00:15:07.000]  怎樣做一個好人
[00:15:07.000 --> 00:15:10.000]  但我希望你知道
[00:15:10.000 --> 00:15:13.000]  做好人只是信耶穌的一個by product
[00:15:13.000 --> 00:15:16.000]  一個副作用的副產品
[00:15:16.000 --> 00:15:19.000]  真正信耶穌的意思是
[00:15:19.000 --> 00:15:21.000]  我營建我的未來
[00:15:21.000 --> 00:15:23.000]  我知道這個世界會滅亡
[00:15:23.000 --> 00:15:25.000]  所以耶穌基督不是教我
[00:15:25.000 --> 00:15:26.000]  耶穌基督是拯救我
[00:15:26.000 --> 00:15:27.000]  離開這個罪
[00:15:27.000 --> 00:15:28.000]  離開地獄
[00:15:28.000 --> 00:15:31.000]  耶穌基督不是教我做好人
[00:15:31.000 --> 00:15:33.000]  耶穌基督是改變我的人生
[00:15:33.000 --> 00:15:34.000]  拯救我
[00:15:34.000 --> 00:15:36.000]  然後成為另外一個人
[00:15:36.000 --> 00:15:39.000]  是準備進入天堂裏面
[00:15:39.000 --> 00:15:42.000]  這是我們整個教會
[00:15:42.000 --> 00:15:45.000]  整個基督徒要走的方向
[00:15:45.000 --> 00:15:48.000]  當他離開世界後
[00:15:48.000 --> 00:15:50.000]  聖經說23節
[00:15:50.000 --> 00:15:54.000]  財主在陰間受苦
[00:15:54.000 --> 00:15:59.000]  然後拉薩路在阿伯拉罕的淮裡
[00:15:59.000 --> 00:16:01.000]  這些地方我們很快會讀過
[00:16:01.000 --> 00:16:02.000]  但我要先解釋一下
[00:16:02.000 --> 00:16:05.000]  首先解釋甚麼是陰間
[00:16:05.000 --> 00:16:08.000]  是一個很複雜的神學課題
[00:16:08.000 --> 00:16:09.000]  我再說
[00:16:09.000 --> 00:16:10.000]  如果你有興趣
[00:16:10.000 --> 00:16:13.000]  請你考慮報讀《報道神論》的課程
[00:16:13.000 --> 00:16:15.000]  遲些搬到美孚後
[00:16:15.000 --> 00:16:16.000]  應該會更方便
[00:16:16.000 --> 00:16:18.000]  有評訊圖的課程
[00:16:18.000 --> 00:16:20.000]  即是不需要考試
[00:16:20.000 --> 00:16:21.000]  不需要讀書
[00:16:21.000 --> 00:16:23.000]  不需要做功課的證書課程
[00:16:23.000 --> 00:16:25.000]  請你考慮報讀
[00:16:25.000 --> 00:16:27.000]  然後我們現在在想
[00:16:27.000 --> 00:16:29.000]  會開一個金陵事公
[00:16:29.000 --> 00:16:31.000]  應該2020年1月開始
[00:16:31.000 --> 00:16:35.000]  我想你們在人生階段
[00:16:35.000 --> 00:16:37.000]  都要帶著使命做基督徒
[00:16:37.000 --> 00:16:39.000]  遲些再說
[00:16:39.000 --> 00:16:41.000]  我們先看陰間
[00:16:41.000 --> 00:16:45.000]  陰間是一個複雜的神學課題
[00:16:45.000 --> 00:16:47.000]  在中文聖經裏面
[00:16:47.000 --> 00:16:48.000]  翻譯為陰間
[00:16:48.000 --> 00:16:51.000]  總共出現過73次
[00:16:51.000 --> 00:16:54.000]  在舊約聖經有63次
[00:16:54.000 --> 00:16:56.000]  在新約聖經有10次
[00:16:56.000 --> 00:17:01.000]  而翻譯為陰間這個字
[00:17:01.000 --> 00:17:02.000]  其實你知道
[00:17:02.000 --> 00:17:04.000]  舊約就是希伯來文所寫成
[00:17:04.000 --> 00:17:05.000]  希伯來文
[00:17:05.000 --> 00:17:07.000]  原來陰間這個字
[00:17:07.000 --> 00:17:11.000]  這個字大部份的情況之下
[00:17:11.000 --> 00:17:13.000]  有很多地方裏面
[00:17:13.000 --> 00:17:14.000]  不是做陰間
[00:17:14.000 --> 00:17:15.000]  雖然是同一個字
[00:17:15.000 --> 00:17:16.000]  有時做陰間
[00:17:16.000 --> 00:17:19.000]  但基本這個字是甚麼意思呢
[00:17:19.000 --> 00:17:20.000]  是一個地方名
[00:17:20.000 --> 00:17:22.000]  你聽不聽得明白
[00:17:22.000 --> 00:17:23.000]  一個地方名
