
[00:00:00.000 --> 00:00:09.000]  難得我們可以聚集在主的家裏面再相聚
[00:02:59.000 --> 00:03:03.000]  但是他見到葛培里的時候
[00:03:03.000 --> 00:03:06.000]  問了一個問題
[00:03:06.000 --> 00:03:10.000]  到底這個世界還有沒有盼望
[00:03:10.000 --> 00:03:20.000]  已經勝過了納粹德軍的那種遊輪、轟炸、兇殘
[00:03:20.000 --> 00:03:24.000]  好像是銳不可擋的勢力
[00:03:24.000 --> 00:03:26.000]  已經打勝了仗
[00:03:26.000 --> 00:03:32.000]  松光應該是滿心歡喜
[00:03:32.000 --> 00:03:37.000]  誰不知這位勇者、智者
[00:03:37.000 --> 00:03:41.000]  其實心裡都是一個解不開的疑團
[00:03:41.000 --> 00:03:49.000]  這個世界仍然是有黑暗、有奪取人生命的勢力
[00:03:49.000 --> 00:03:56.000]  這個世界要恢復秩序、有美好的環境
[00:03:56.000 --> 00:04:02.000]  其實真是百廢待興、舉足艱難
[00:04:02.000 --> 00:04:10.000]  所以他帶著一個負責任的政治領袖
[00:04:10.000 --> 00:04:14.000]  心裡有一個疑難
[00:04:14.000 --> 00:04:17.000]  到底盼望在哪裡
[00:04:20.000 --> 00:04:27.000]  我一直都沒有忘記這位英國首相提出的問題
[00:04:27.000 --> 00:04:30.000]  世界的盼望在哪裡
[00:04:30.000 --> 00:04:33.000]  他盡了自己最大的努力
[00:04:33.000 --> 00:04:40.000]  其實大家如果溫習一下二次大戰的歷史
[00:04:40.000 --> 00:04:44.000]  都覺得如果不是有神蹟的出現
[00:04:44.000 --> 00:04:48.000]  根本是不可能有勝仗的
[00:04:48.000 --> 00:04:54.000]  但是他帶著這樣的經歷
[00:04:54.000 --> 00:04:58.000]  經歷過神蹟、經歷過勝利
[00:04:58.000 --> 00:05:02.000]  內心的沉重仍然未解決
[00:05:02.000 --> 00:05:08.000]  我覺得這是一個有意識、有良知的領袖
[00:05:08.000 --> 00:05:14.000]  應該去問的問題、應該去尋找出路
[00:05:14.000 --> 00:05:19.000]  而不是像一些人麻木不仁地、若無其事
[00:05:19.000 --> 00:05:23.000]  以為前途一片光明
[00:05:23.000 --> 00:05:26.000]  我覺得作為牧者、作為教會的人
[00:05:26.000 --> 00:05:31.000]  我們也都需要有一種這樣的
[00:05:31.000 --> 00:05:37.000]  也都會經歷一種沉重、一種這樣的折磨
[00:05:37.000 --> 00:05:40.000]  但是這不是最終的東西
[00:05:40.000 --> 00:05:46.000]  所以我很想用葛培里當時對邱吉爾的一個答案
[00:05:46.000 --> 00:05:52.000]  來作為我在豐盛生命堂這本書宣講啟示錄
[00:05:52.000 --> 00:05:57.000]  這本書的一個總結
[00:05:57.000 --> 00:06:00.000]  其實邱吉爾為什麼這麼憂心呢
[00:06:00.000 --> 00:06:03.000]  不是因為他姓邱
[00:06:03.000 --> 00:06:09.000]  是因為他在辦公室打開了倫敦當日的報紙
[00:06:09.000 --> 00:06:14.000]  看見在倫敦這個城市裏面仍然是有兇殺案
[00:06:14.000 --> 00:06:18.000]  他覺得人真是很麻煩
[00:06:18.000 --> 00:06:23.000]  葛培里對著他這樣說
[00:06:23.000 --> 00:06:27.000]  他說:首相先生,我好有盼望
[00:06:27.000 --> 00:06:35.000]  我知道人類歷史最終是有盼望
[00:06:35.000 --> 00:06:38.000]  我覺得這番話是很震撼
[00:06:38.000 --> 00:06:41.000]  雖然很簡單,或者很老生常談
[00:06:41.000 --> 00:06:45.000]  但是當一個人是真誠地來信靠
[00:06:45.000 --> 00:06:49.000]  真誠地來看著那個盼望來生活
[00:06:49.000 --> 00:06:53.000]  也許人生真的會有一點不一樣
[00:06:53.000 --> 00:06:59.000]  其實我們不知道
[00:06:59.000 --> 00:07:06.000]  過去一年自殺的人到底為什麼自殺
[00:07:06.000 --> 00:07:08.000]  到底有多少
[00:07:08.000 --> 00:07:12.000]  其實我們不知道
[00:07:12.000 --> 00:07:15.000]  接下來這兩三年
[00:07:15.000 --> 00:07:18.000]  到底香港的青年人
[00:07:18.000 --> 00:07:24.000]  他們的生命力會在哪裡
[00:07:24.000 --> 00:07:27.000]  我叫做Young Man
[00:07:27.000 --> 00:07:32.000]  所以對不起,一生都不能脫離Young Man的思維
[00:07:32.000 --> 00:07:45.000]  不能脫離跟青年人同行的姿態
[00:07:45.000 --> 00:07:49.000]  我是說姿態,我做不了多少事
[00:07:49.000 --> 00:07:55.000]  青年人,在接下來兩三年
[00:07:55.000 --> 00:08:00.000]  我的禱告和盼望當然是
[00:08:00.000 --> 00:08:05.000]  沒有一個人需要放棄自己
[00:08:05.000 --> 00:08:11.000]  沒有一個人是沒有希望的
[00:08:11.000 --> 00:08:14.000]  我們有盼望
[00:08:14.000 --> 00:08:17.000]  我陪你告訴邱吉爾
[00:08:17.000 --> 00:08:20.000]  我知道有盼望
[00:08:20.000 --> 00:08:25.000]  因為我讀了啟示錄最後那兩章
[00:08:25.000 --> 00:08:30.000]  我希望今天我們都是帶著盼望來面對人生的一切
[00:08:30.000 --> 00:08:34.000]  因為啟示錄寫了很多東西
[00:08:34.000 --> 00:08:38.000]  不知道你記得過去十講裡面還記得多少
[00:08:38.000 --> 00:08:42.000]  我想那些怪獸,那些巴比倫,那些瘟疫,那些災難
[00:08:42.000 --> 00:08:45.000]  那些大概大家都有一點印象,是不是
[00:08:45.000 --> 00:08:47.000]  有的吧
[00:08:47.000 --> 00:08:51.000]  至少我們都覺得到心裡面的沉重
[00:08:51.000 --> 00:08:54.000]  心裡面的痛楚
[00:08:54.000 --> 00:08:59.000]  我們希望成為一股有盼望的力量
[00:08:59.000 --> 00:09:03.000]  在香港這個地方為基督而活
[00:09:03.000 --> 00:09:06.000]  為香港來付出我們的努力
[00:09:06.000 --> 00:09:11.000]  為青年人貢獻我們一點力量
[00:09:11.000 --> 00:09:14.000]  引導他們過一種有盼望
[00:09:14.000 --> 00:09:19.000]  有光明,有能力,有正義,有智慧的一種生活
[00:09:19.000 --> 00:09:21.000]  行不行啊?
[00:09:21.000 --> 00:09:23.000]  行不行啊?
[00:09:23.000 --> 00:09:26.000]  無論我們的立場是怎樣
[00:09:26.000 --> 00:09:29.000]  我覺得你作為一個基督徒
[00:09:29.000 --> 00:09:33.000]  你有一種不可推卸的責任
[00:09:33.000 --> 00:09:40.000]  就是要叫主的恩典來配降這個大地
[00:09:40.000 --> 00:09:42.000]  你有一種不可推卸的責任
[00:09:42.000 --> 00:09:47.000]  就是要求上主的國度臨到這個世上
[00:09:47.000 --> 00:09:49.000]  你有一種不可推卸的忠誠
[00:09:49.000 --> 00:09:55.000]  就是說世上萬國都要成為我主基督的國
[00:09:55.000 --> 00:10:00.000]  只有耶穌基督是萬王之王,萬主之主
[00:10:00.000 --> 00:10:04.000]  Hallelujah!Amen?
[00:10:04.000 --> 00:10:10.000]  我覺得這一種盼望,鼓勵
[00:10:10.000 --> 00:10:16.000]  是我們必須在豐盛家裡面傳承下去的
[00:10:16.000 --> 00:10:19.000]  我又看見一個新天新地
[00:10:19.000 --> 00:10:21.000]  怎知道有盼望呢?
[00:10:21.000 --> 00:10:25.000]  因為知道那一位創天造地的上主
[00:10:25.000 --> 00:10:31.000]  從來沒有放棄他所創造的世界
[00:10:31.000 --> 00:10:36.000]  所以基督是要叫萬物復興的
[00:10:36.000 --> 00:10:41.000]  大家都沒有忘記我引述的啟示錄注釋書
[00:10:41.000 --> 00:10:43.000]  是Anti-Rite,我翻譯了那一本
[00:10:43.000 --> 00:10:45.000]  他時常提醒的
[00:10:45.000 --> 00:10:53.000]  就是基督是復興萬物的那一位宇宙的君王
[00:10:53.000 --> 00:10:56.000]  他沒有放棄這個世界
[00:10:56.000 --> 00:10:59.000]  所以我們與神同工的人
[00:10:59.000 --> 00:11:03.000]  我們都是一起來被主使用
[00:11:03.000 --> 00:11:08.000]  來迎接這個新天新地的來臨
[00:11:08.000 --> 00:11:11.000]  我又看見一個新天新地
[00:11:11.000 --> 00:11:14.000]  先前的天地過去
[00:11:14.000 --> 00:11:17.000]  撥亂反正是我們的期望
[00:11:17.000 --> 00:11:20.000]  驅逐黑暗是我們的盼望
[00:11:20.000 --> 00:11:23.000]  但是在黑暗臨在的時候
[00:11:23.000 --> 00:11:26.000]  如同二次大戰的時候
[00:11:26.000 --> 00:11:30.000]  希特勒的瘋狂勢力
[00:11:30.000 --> 00:11:33.000]  和邪惡軸心的勢力
[00:11:33.000 --> 00:11:35.000]  好像是直捲歐洲的時候
[00:11:35.000 --> 00:11:38.000]  誰知道會有明天
[00:11:38.000 --> 00:11:41.000]  歷史告訴我們
[00:11:41.000 --> 00:11:44.000]  明天、天亮
[00:11:44.000 --> 00:11:50.000]  其實都是一個宇宙的定律
[00:11:50.000 --> 00:11:53.000]  最黑暗的時候
[00:11:53.000 --> 00:11:57.000]  就是最接近天光的時候
[00:11:57.000 --> 00:12:00.000]  在你最黑暗的時候
[00:12:00.000 --> 00:12:02.000]  你不放棄
[00:12:02.000 --> 00:12:04.000]  你就會見到天光
[00:12:04.000 --> 00:12:07.000]  在你以為黑暗真的贏
[00:12:07.000 --> 00:12:09.000]  然後你放手的時候
[00:12:09.000 --> 00:12:13.000]  你就跌入黑暗的深淵
[00:12:13.000 --> 00:12:16.000]  我很想向一些灰心的人
[00:12:16.000 --> 00:12:19.000]  耳邊說給他們聽
[00:12:19.000 --> 00:12:22.000]  不要放棄
[00:12:22.000 --> 00:12:24.000]  等多一會兒
[00:12:24.000 --> 00:12:27.000]  只差那一會兒
[00:12:27.000 --> 00:12:30.000]  我們基督徒永遠都是
[00:12:30.000 --> 00:12:33.000]  知道那一刻會來
[00:12:33.000 --> 00:12:37.000]  耶穌上十字架的時候
[00:12:37.000 --> 00:12:39.000]  雞飛狗走
[00:12:39.000 --> 00:12:42.000]  連衣服都不穿都走
[00:12:42.000 --> 00:12:45.000]  但是第三天
[00:12:45.000 --> 00:12:47.000]  主是復活
[00:12:47.000 --> 00:12:49.000]  親愛的弟兄姊妹
[00:12:49.000 --> 00:12:51.000]  我們的信仰
[00:12:51.000 --> 00:12:53.000]  是復活的信仰
[00:12:53.000 --> 00:12:55.000]  是盼望的信仰
[00:12:55.000 --> 00:12:58.000]  是新天新地的信仰
[00:12:58.000 --> 00:13:01.000]  接下來就繼續看見
[00:13:01.000 --> 00:13:04.000]  看見一個美麗的圖畫
[00:13:04.000 --> 00:13:09.000]  我今天都不介意
[00:13:09.000 --> 00:13:12.000]  我都透露一點
[00:13:12.000 --> 00:13:15.000]  我看見這幅圖畫
[00:13:15.000 --> 00:13:19.000]  好像新娘子裝飾整齊
[00:13:19.000 --> 00:13:21.000]  由天而降
[00:13:21.000 --> 00:13:27.000]  等待著和新郎在等候丈夫
[00:13:27.000 --> 00:13:29.000]  這幅美麗的圖畫
[00:13:29.000 --> 00:13:32.000]  我今天特別有感受
[00:13:32.000 --> 00:13:34.000]  因為我四十年前的今天
[00:13:34.000 --> 00:13:38.000]  就是去接新娘
[00:13:38.000 --> 00:13:43.000]  我們知道這個盼望是美善的
[00:13:43.000 --> 00:13:46.000]  而最終那個盼望
[00:13:46.000 --> 00:13:50.000]  我今天劇透答案給大家
[00:13:50.000 --> 00:13:52.000]  我們的盼望最終
[00:13:52.000 --> 00:13:54.000]  天賦上帝
[00:13:54.000 --> 00:13:56.000]  怎樣來成為
[00:13:56.000 --> 00:13:58.000]  我們的盼望
[00:13:58.000 --> 00:14:01.000]  就是祂自己要親自與我們同在
[00:14:01.000 --> 00:14:05.000]  我們其實現在是在做一個彩排
[00:14:05.000 --> 00:14:07.000]  經常去學習
[00:14:07.000 --> 00:14:09.000]  我們怎樣親近主
[00:14:09.000 --> 00:14:11.000]  怎樣與主親近
[00:14:11.000 --> 00:14:13.000]  怎樣讓主臨在我們當中
[00:14:13.000 --> 00:14:15.000]  我們最好的敬拜
[00:14:15.000 --> 00:14:23.000]  亦都及不到真正實際體驗的一點點
[00:14:23.000 --> 00:14:28.000]  但如果我們經歷過敬拜裏面的
[00:14:28.000 --> 00:14:32.000]  那種釋放和諧美善
[00:14:32.000 --> 00:14:34.000]  我們就會覺得
[00:14:34.000 --> 00:14:37.000]  這真是最好的福份
[00:14:37.000 --> 00:14:39.000]  是甚麼福份呢
[00:14:39.000 --> 00:14:41.000]  有新天新地
[00:14:41.000 --> 00:14:44.000]  有這個美麗的新婦
[00:14:44.000 --> 00:14:46.000]  當然這個新婦
[00:14:46.000 --> 00:14:48.000]  如果你繼續思考聖經的時候
[00:14:48.000 --> 00:14:51.000]  你就知道是在形容
[00:14:51.000 --> 00:14:53.000]  那一個教會
[00:14:53.000 --> 00:14:55.000]  那一群神的子民
[00:14:55.000 --> 00:14:58.000]  那一群繼續蒙恩
[00:14:58.000 --> 00:15:01.000]  消除他們身體的疾病
[00:15:01.000 --> 00:15:04.000]  消除他們裏面的那種醜陋
[00:15:04.000 --> 00:15:05.000]  那種污穢
[00:15:05.000 --> 00:15:06.000]  那種皺紋
[00:15:06.000 --> 00:15:07.000]  那種玷污
[00:15:07.000 --> 00:15:10.000]  使他們成為一個裝備整齊
[00:15:10.000 --> 00:15:14.000]  應該說化了個靚妝
[00:15:14.000 --> 00:15:18.000]  辦到最好的一個狀況
[00:15:18.000 --> 00:15:21.000]  來和他的丈夫在一起
[00:15:21.000 --> 00:15:24.000]  我們和我們的主耶穌基督在一起
[00:15:24.000 --> 00:15:25.000]  這一切
[00:15:25.000 --> 00:15:27.000]  還有就是
[00:15:27.000 --> 00:15:31.000]  神自己要親自與他們同在
[00:15:31.000 --> 00:15:35.000]  神的帳幕在人間
[00:15:35.000 --> 00:15:38.000]  當神的帳幕在人間
[00:15:38.000 --> 00:15:42.000]  這就是新天新地的實現
[00:15:42.000 --> 00:15:46.000]  當人成為神自己的百姓
[00:15:46.000 --> 00:15:48.000]  神親自與他們同在
[00:15:48.000 --> 00:15:51.000]  他們成為神的兒女
[00:15:51.000 --> 00:15:53.000]  神成為他們的神
[00:15:53.000 --> 00:15:58.000]  神人徹底合而為一
[00:15:58.000 --> 00:16:01.000]  中國人的哲學裏面
[00:16:01.000 --> 00:16:04.000]  經常說天人合一
[00:16:04.000 --> 00:16:06.000]  真真正正的
[00:16:06.000 --> 00:16:11.000]  其實是天父上帝三一真神
[00:16:11.000 --> 00:16:15.000]  與他的子民是完全的同在
[00:16:15.000 --> 00:16:18.000]  神的帳幕在人間
[00:16:18.000 --> 00:16:21.000]  道成了肉身
[00:16:21.000 --> 00:16:25.000]  充充滿滿的有恩典和真理
[00:16:25.000 --> 00:16:28.000]  住在他們中間
[00:16:28.000 --> 00:16:31.000]  這個約翰福音這個住在他們中間
[00:16:31.000 --> 00:16:33.000]  這個住字
[00:16:33.000 --> 00:16:36.000]  就是帳幕這個字
[00:16:36.000 --> 00:16:38.000]  神的帳幕在人間
[00:16:38.000 --> 00:16:40.000]  道成了肉身
[00:16:40.000 --> 00:16:42.000]  帳幕在人間
[00:16:42.000 --> 00:16:44.000]  曾經發生過的
[00:16:44.000 --> 00:16:46.000]  這個帳幕在人間的
[00:16:46.000 --> 00:16:48.000]  這位成了肉身的耶穌基督
[00:16:48.000 --> 00:16:51.000]  與人同在的耶穌基督
[00:16:51.000 --> 00:16:53.000]  必定終極的
[00:16:53.000 --> 00:16:54.000]  到最後的
[00:16:54.000 --> 00:16:57.000]  是圓滿在整個宇宙的
[00:16:57.000 --> 00:17:03.000]  來成為他完美的與人同在的那一幕
[00:17:03.000 --> 00:17:05.000]  那一幕會是怎樣的呢?
[00:17:05.000 --> 00:17:08.000]  其實那個安慰我們聽過不少次
[00:17:08.000 --> 00:17:11.000]  不過我們希望再聽清楚
[00:17:11.000 --> 00:17:13.000]  然後再抓緊那個盼望
[00:17:13.000 --> 00:17:17.000]  就是神要擦去他們一切的眼淚
[00:17:17.000 --> 00:17:19.000]  親愛的
[00:17:19.000 --> 00:17:23.000]  過去一年流過多少眼淚?
[00:17:23.000 --> 00:17:27.000]  過去的人生流過多少眼淚?
[00:17:27.000 --> 00:17:31.000]  要來的人生還會流多少眼淚?
[00:17:31.000 --> 00:17:34.000]  無淚的人生
[00:17:34.000 --> 00:17:37.000]  可能是枉活的人生
[00:17:37.000 --> 00:17:40.000]  但是只有淚水
[00:17:40.000 --> 00:17:42.000]  沒有被擦乾
[00:17:42.000 --> 00:17:44.000]  只有淚水
[00:17:44.000 --> 00:17:46.000]  沒有被紀念的人生
[00:17:46.000 --> 00:17:50.000]  真是一個悲哀的人生
[00:17:50.000 --> 00:17:53.000]  我們基督徒的人生是怎樣的?
[00:17:53.000 --> 00:17:55.000]  有眼淚
[00:17:55.000 --> 00:17:57.000]  被紀念
[00:17:57.000 --> 00:18:01.000]  而且會被擦乾
[00:18:01.000 --> 00:18:05.000]  你試過幫人擦眼淚沒有?
[00:18:05.000 --> 00:18:10.000]  你試過被人幫你擦眼淚沒有?
[00:18:10.000 --> 00:18:14.000]  我最近就幫一個人擦眼淚
[00:18:14.000 --> 00:18:17.000]  他叫做我的孫
[00:18:17.000 --> 00:18:18.000]  他不喜歡被我擦的
[00:18:18.000 --> 00:18:21.000]  不過我都幫他擦
[00:18:21.000 --> 00:18:23.000]  因為我愛他
[00:18:23.000 --> 00:18:25.000]  而你要知道
[00:18:25.000 --> 00:18:31.000]  有一位會終極的為你擦眼淚
[00:18:31.000 --> 00:18:34.000]  有時候你想起心都酸了
[00:18:34.000 --> 00:18:38.000]  進醫院的時候因為有疫情
[00:18:38.000 --> 00:18:41.000]  至親的都擦不到你身邊
[00:18:41.000 --> 00:18:44.000]  有些人是在這樣的處境裏面
[00:18:44.000 --> 00:18:46.000]  告別這個世界
[00:18:46.000 --> 00:18:48.000]  多傷心
[00:18:48.000 --> 00:18:50.000]  但是我們在基督裏面
[00:18:50.000 --> 00:18:52.000]  我們知道
[00:18:52.000 --> 00:18:54.000]  無論怎樣的眼淚
[00:18:54.000 --> 00:18:56.000]  我們的神
[00:18:56.000 --> 00:19:00.000]  是會擦乾我們一切
[00:19:00.000 --> 00:19:03.000]  我想最難過的一種眼淚
[00:19:03.000 --> 00:19:05.000]  可能是受冤屈
[00:19:05.000 --> 00:19:07.000]  受欺壓
[00:19:07.000 --> 00:19:10.000]  受欺凌
[00:19:10.000 --> 00:19:12.000]  有棄步掟頭
[00:19:12.000 --> 00:19:14.000]  沒有人理會你
[00:19:14.000 --> 00:19:16.000]  叫天不應
[00:19:16.000 --> 00:19:18.000]  叫地不聞
[00:19:18.000 --> 00:19:21.000]  但是其實終極來說
[00:19:21.000 --> 00:19:24.000]  這位愛我們的主
[00:19:24.000 --> 00:19:30.000]  他最終會擦去他們一切的眼淚
[00:19:30.000 --> 00:19:32.000]  哭耗
[00:19:32.000 --> 00:19:34.000]  疼痛
[00:19:34.000 --> 00:19:37.000]  其實這些字眼對我們沒有什麼意思
[00:19:37.000 --> 00:19:40.000]  因為我們可能沒有親身經歷過
[00:19:40.000 --> 00:19:43.000]  但是當人真的經歷酷刑
[00:19:43.000 --> 00:19:45.000]  經歷殉道
[00:19:45.000 --> 00:19:47.000]  經歷長期的打壓
[00:19:47.000 --> 00:19:49.000]  經歷折磨
[00:19:49.000 --> 00:19:51.000]  經歷種種的失望
[00:19:51.000 --> 00:19:58.000]  我想我們在座都不是很多人真的試過
[00:19:58.000 --> 00:20:00.000]  痛到發癲
[00:20:00.000 --> 00:20:02.000]  捱到絕望
[00:20:02.000 --> 00:20:06.000]  或者在絕望呼求的時候那種呼喊
[00:20:06.000 --> 00:20:09.000]  但是這個世界今時今日
[00:20:09.000 --> 00:20:11.000]  其實各處各地
[00:20:11.000 --> 00:20:14.000]  都時常有這種呼喊在那裏
[00:20:14.000 --> 00:20:17.000]  我們真正的出路在哪裏
[00:20:17.000 --> 00:20:20.000]  我相信仍然在那一位
[00:20:20.000 --> 00:20:23.000]  體察人的苦困
[00:20:23.000 --> 00:20:26.000]  紀念那些
[00:20:26.000 --> 00:20:31.000]  如果你讀聖經你會發覺
[00:20:31.000 --> 00:20:35.000]  原來真的有很多淒慘的呼喊聲
[00:20:35.000 --> 00:20:38.000]  有些是自己拿來的
[00:20:38.000 --> 00:20:42.000]  以色列人的故事大家知道
[00:20:42.000 --> 00:20:46.000]  他們都哭過很多次
[00:20:46.000 --> 00:20:48.000]  有些是你和我都聽過
[00:20:48.000 --> 00:20:50.000]  活該你死
[00:20:50.000 --> 00:20:52.000]  不用理你
[00:20:52.000 --> 00:20:54.000]  我們自己都有很多這樣的呼聲
[00:20:54.000 --> 00:20:56.000]  活該你死
[00:20:56.000 --> 00:20:58.000]  不活該你死
[00:20:58.000 --> 00:21:00.000]  對不對
[00:21:00.000 --> 00:21:02.000]  但是他都理我們
[00:21:02.000 --> 00:21:04.000]  我都想鼓勵你
[00:21:04.000 --> 00:21:06.000]  不要灰心不要絕望
[00:21:06.000 --> 00:21:09.000]  因為他沒有放棄我們
[00:21:09.000 --> 00:21:11.000]  我經常說
[00:21:11.000 --> 00:21:13.000]  我今天站在這裏講道
[00:21:13.000 --> 00:21:16.000]  是因為他沒有放棄過我
[00:21:16.000 --> 00:21:21.000]  我亦都希望我不放棄自己
[00:21:21.000 --> 00:21:24.000]  我仍然希望我明天會好過昨天
[00:21:24.000 --> 00:21:26.000]  不過我都經常失望
[00:21:26.000 --> 00:21:28.000]  對不起
[00:21:28.000 --> 00:21:30.000]  講個秘密給你聽
[00:21:30.000 --> 00:21:34.000]  但是我仍然繼續向他呼喊
[00:21:35.000 --> 00:21:40.000]  這位神是聽人哀哭的
[00:21:40.000 --> 00:21:44.000]  所以他不再有死亡
[00:21:44.000 --> 00:21:46.000]  是終極的那個奏作
[00:21:46.000 --> 00:21:48.000]  終極的那個痛苦
[00:21:48.000 --> 00:21:50.000]  但是連這個最終極的東西
[00:21:50.000 --> 00:21:52.000]  他都會處理好
[00:21:52.000 --> 00:21:54.000]  因為以前的一切都過去
[00:21:54.000 --> 00:21:56.000]  都變成新的了
[00:21:56.000 --> 00:21:58.000]  看啊我將一切更新了
[00:21:58.000 --> 00:22:03.000]  這個就是我們活在世上的終極的盼望
[00:22:03.000 --> 00:22:07.000]  歷史的最後不是一片黑暗
[00:22:07.000 --> 00:22:10.000]  歷史的最後不是不公不義的得勝
[00:22:10.000 --> 00:22:13.000]  歷史的最後不是強權的勝利
[00:22:13.000 --> 00:22:16.000]  歷史的最後是上主耶穌基督
[00:22:16.000 --> 00:22:18.000]  他的榮耀的彰顯
[00:22:18.000 --> 00:22:20.000]  Amen
[00:22:20.000 --> 00:22:23.000]  將一切都更新了
[00:22:23.000 --> 00:22:25.000]  你要寫上
[00:22:25.000 --> 00:22:27.000]  因為這些話是可信的
[00:22:27.000 --> 00:22:30.000]  我是始我是終
[00:22:30.000 --> 00:22:36.000]  我要將生命的水白白給口渴的人來喝
[00:22:36.000 --> 00:22:39.000]  我想很快速地說
[00:22:39.000 --> 00:22:44.000]  我覺得我們今天啟示錄最精彩的幾樣東西
[00:22:44.000 --> 00:22:49.000]  就是用這個我們難以理解的詞語
[00:22:49.000 --> 00:22:53.000]  來描寫終極的歷史的結束
[00:22:53.000 --> 00:22:59.000]  來描寫上主親自臨在的榮美
[00:22:59.000 --> 00:23:02.000]  你聽得明白就明白
[00:23:02.000 --> 00:23:05.000]  聽不明白也不要緊
[00:23:05.000 --> 00:23:07.000]  因為說的也不明白
[00:23:07.000 --> 00:23:13.000]  不過重點是讓我們有想像和印象
[00:23:13.000 --> 00:23:16.000]  知道那一天會來的
[00:23:16.000 --> 00:23:18.000]  就是什麼呢
[00:23:18.000 --> 00:23:20.000]  很有趣的
[00:23:20.000 --> 00:23:25.000]  一個沒有電的地方如何敬拜呢
[00:23:25.000 --> 00:23:29.000]  一個沒有日光沒有星光沒有燈光的地方
[00:23:29.000 --> 00:23:31.000]  為什麼會是光呢
[00:23:31.000 --> 00:23:33.000]  這裡你聽得明白吧
[00:23:33.000 --> 00:23:34.000]  明白吧
[00:23:34.000 --> 00:23:36.000]  點一下頭吧
[00:23:36.000 --> 00:23:38.000]  明白吧
[00:23:38.000 --> 00:23:40.000]  沒有電如何敬拜
[00:23:40.000 --> 00:23:42.000]  沒有燈如何有光
[00:23:42.000 --> 00:23:45.000]  神自己是這一切
[00:23:45.000 --> 00:23:47.000]  這個就是啟示錄告訴我們
[00:23:47.000 --> 00:23:49.000]  神是一切
[00:23:49.000 --> 00:23:51.000]  神是終極我們所需要的
[00:23:51.000 --> 00:23:53.000]  神是終極的
[00:23:53.000 --> 00:23:54.000]  與我們一起的
[00:23:54.000 --> 00:23:57.000]  神自己成為那座的電
[00:23:57.000 --> 00:24:00.000]  我們不是在一座電裡面來敬拜神
[00:24:00.000 --> 00:24:02.000]  我們是在神裡面來敬拜神
[00:24:02.000 --> 00:24:03.000]  Hallelujah
[00:24:03.000 --> 00:24:04.000]  明白嗎
[00:24:04.000 --> 00:24:06.000]  不太明白吧
[00:24:06.000 --> 00:24:08.000]  不過明白也明白吧
[00:24:08.000 --> 00:24:10.000]  用電和神來說
[00:24:10.000 --> 00:24:11.000]  是不需要電的
