
[00:00:00.000 --> 00:00:05.000]  各位大兄弟妹妹 各位朋友 你們好
[00:02:40.000 --> 00:02:45.000]  當時我們很害怕 很擔心
[00:02:45.000 --> 00:02:49.000]  兩口子相對無言 唯有淚千行
[00:02:49.000 --> 00:02:53.000]  在醫學上來說我們什麼都做不到
[00:02:53.000 --> 00:02:57.000]  只是等 等小孩子出生 看看怎樣
[00:02:57.000 --> 00:03:00.000]  晚上很難睡得著
[00:03:00.000 --> 00:03:03.000]  起碼眼睛就想到生出來的嬰兒
[00:03:03.000 --> 00:03:07.000]  很可能是一個殘缺的嬰兒
[00:03:07.000 --> 00:03:10.000]  自自消瘦
[00:03:10.000 --> 00:03:16.000]  我想到神會保守的 心裏面稍有平安
[00:03:16.000 --> 00:03:19.000]  但沒多久想到孩子出生的時候
[00:03:19.000 --> 00:03:23.000]  可能是一個智障的小孩子 又有機會
[00:03:23.000 --> 00:03:27.000]  所以對我來說 今天這段經文不是一套理論
[00:03:27.000 --> 00:03:31.000]  不是一套的哲學 是實際的經歷和掙扎
[00:03:31.000 --> 00:03:39.000]  我講完之後 會有提議一起為我們祈禱
[00:03:39.000 --> 00:03:42.000]  我記得其中一位姐妹
[00:03:42.000 --> 00:03:48.000]  是為我們祈禱 流著眼淚 懇求神紀念
[00:03:48.000 --> 00:03:56.000]  事隔了四十多年 想起這件事真的歷歷在目前
[00:03:56.000 --> 00:04:00.000]  這個嬰兒就是我們的女兒凱欣
[00:04:00.000 --> 00:04:03.000]  今年已經四十多歲了
[00:04:03.000 --> 00:04:08.000]  如今已經是一個有兩個孩子的媽媽
[00:04:08.000 --> 00:04:12.000]  也是一個內科的醫生
[00:04:12.000 --> 00:04:18.000]  她一切都證實 只是聽歌上有些毛病
[00:04:18.000 --> 00:04:24.000]  但不足以影響她的學業 不足以影響她的職業
[00:04:24.000 --> 00:04:27.000]  也不足以影響她的為人
[00:04:27.000 --> 00:04:33.000]  這些是神的恩典 中國人說人無遠慮必有近憂
[00:04:33.000 --> 00:04:37.000]  我自己覺得我是一個很憂慮的人
[00:04:37.000 --> 00:04:39.000]  未結婚之前 我會大膽一點
[00:04:39.000 --> 00:04:43.000]  結婚之後 有些兒女膽子少了很多
[00:04:43.000 --> 00:04:48.000]  有時自己開車在路上不禁視上討個神 幫助我 叫我平安
[00:04:48.000 --> 00:04:55.000]  我不想有意外 家庭又會受到很大的影響
[00:04:55.000 --> 00:05:00.000]  一個十四歲的小孩叫Jason Nickman
[00:05:00.000 --> 00:05:06.000]  他寫過一首非常有意義的詩 叫做《現代式》
[00:05:06.000 --> 00:05:12.000]  是春天的時候 但我厭倦這個濕凍之春
[00:05:12.000 --> 00:05:18.000]  我只渴望夏天的來臨 和暖的陽光 戶外的活動
[00:05:18.000 --> 00:05:22.000]  是夏天的時候 但我又厭倦這個炎夏
[00:05:22.000 --> 00:05:28.000]  我只渴望秋天的來臨 落葉之秋 帶來清新的感覺
[00:05:28.000 --> 00:05:33.000]  是秋天的時候 但我又厭倦這個秋老虎
[00:05:33.000 --> 00:05:37.000]  我只渴望冬天的來臨 美麗的白雪 歡樂的假期
[00:05:37.000 --> 00:05:43.000]  是冬天的時候 我又厭倦這個嚴寒的冬天
[00:05:43.000 --> 00:05:48.000]  我只渴望春天的來臨 和煦的陽光 充滿生機的大地
[00:05:48.000 --> 00:05:53.000]  當我是孩童的時候 我渴望成長 享有自由和尊重
[00:05:53.000 --> 00:05:58.000]  當我年行二十的時候 我渴望已屬三十 成熟而有型
[00:05:58.000 --> 00:06:03.000]  當我二屆中年 我渴望只是二十歲 年青有勁
[00:06:03.000 --> 00:06:08.000]  當我二屆退休 我渴望仍然是中年 成熟而有成
[00:06:08.000 --> 00:06:14.000]  我的一生已過去 但我永遠得不到我所渴望的
[00:06:14.000 --> 00:06:21.000]  可惜今天有很多人都像年青人所寫的詩一樣
[00:06:21.000 --> 00:06:28.000]  我們只是活在未知的將來 或者是活在懷緬的過去
[00:06:28.000 --> 00:06:32.000]  對現在這一刻永遠都是埋怨和不滿
[00:06:32.000 --> 00:06:36.000]  其實這種人很可憐 也很可悲
[00:06:36.000 --> 00:06:39.000]  可惜世界上有很多很多這樣的人
[00:06:39.000 --> 00:06:44.000]  傳道士所羅門王提醒我們 人莫強而享樂快樂 在勞碌中享福
[00:06:44.000 --> 00:06:47.000]  因為這是上帝給我們的份
[00:06:47.000 --> 00:06:51.000]  我們看到今天現今的機會是神為我們預備的份
[00:06:51.000 --> 00:06:55.000]  光本是皆美的 眼見日光是可喜悅的
[00:06:55.000 --> 00:06:59.000]  但我們看不到今天上帝給我們仍然有生命氣息
[00:06:59.000 --> 00:07:03.000]  是叫我們享受 我們只是為了不知道的明天去憂慮
[00:07:03.000 --> 00:07:07.000]  為了過去而懷緬過去
[00:07:07.000 --> 00:07:10.000]  今天我們面臨最大的敵人
[00:07:10.000 --> 00:07:15.000]  我相信不是金錢 甚至不是色
[00:07:15.000 --> 00:07:19.000]  而是我們失去了我們的信心
[00:07:19.000 --> 00:07:22.000]  活在一個恐懼 憂慮的當中
[00:07:22.000 --> 00:07:26.000]  當耶穌提到這個憂慮的時候
[00:07:26.000 --> 00:07:29.000]  用到一個非常有趣的字
[00:07:29.000 --> 00:07:33.000]  憂慮這個字在希臘文原來是有兩個字組成的
[00:07:33.000 --> 00:07:35.000]  一個字叫Merisso
[00:07:35.000 --> 00:07:38.000]  希臘文Merisso這個字解分幹
[00:07:38.000 --> 00:07:41.000]  第二個Nous 是心
[00:07:41.000 --> 00:07:44.000]  是分心 不集中 不投入
[00:07:44.000 --> 00:07:48.000]  當一個人焦慮的時候 他是精神恍惚
[00:07:48.000 --> 00:07:51.000]  不過更加重要
[00:07:51.000 --> 00:07:56.000]  就好像心被割開一樣 是痛楚的
[00:07:56.000 --> 00:08:01.000]  事實上英文Worry這個字是來自德文的Wurzeln
[00:08:01.000 --> 00:08:05.000]  是握著頸窒息
[00:08:05.000 --> 00:08:11.000]  憂慮就好像被人抓著頸 呼吸都呼不出來
[00:08:11.000 --> 00:08:15.000]  是分心 是不專一 是不投入
[00:08:15.000 --> 00:08:19.000]  耶穌說的一個有趣的比喻
[00:08:19.000 --> 00:08:22.000]  以致能夠讓我們明白
[00:08:22.000 --> 00:08:25.000]  在我們今天的世界裡
[00:08:25.000 --> 00:08:29.000]  很容易被焦慮影響我們的生命
[00:08:29.000 --> 00:08:33.000]  在馬可福音第四章18-19 耶穌說
[00:08:33.000 --> 00:08:37.000]  不凡有那殺在荊棘裡的 則是人聽道之後
[00:08:37.000 --> 00:08:41.000]  後來被世上的思慮潛在和迷惑
[00:08:41.000 --> 00:08:46.000]  和各樣的思慾 將道擠住了
[00:08:46.000 --> 00:08:48.000]  不能結實
[00:08:48.000 --> 00:08:52.000]  留意 為什麼我們的生命會窒息呢?
[00:08:52.000 --> 00:08:57.000]  是被這個思慮 被這個焦慮 窒息了我們的生命
[00:08:57.000 --> 00:09:01.000]  讓我們的生命很苦 窒息了
[00:09:01.000 --> 00:09:06.000]  憂慮是表示我們不信得過神
[00:09:06.000 --> 00:09:08.000]  是不感恩
[00:09:08.000 --> 00:09:11.000]  不會看到這是上帝給我們的罰
[00:09:11.000 --> 00:09:14.000]  我們只是為了不知道的明天憂慮
[00:09:14.000 --> 00:09:16.000]  我們不明白的過去
[00:09:16.000 --> 00:09:20.000]  也不知道過去是上帝為我們預備的罰
[00:09:20.000 --> 00:09:22.000]  而有埋怨
[00:09:22.000 --> 00:09:25.000]  如果我們懂得為了今天去感恩
[00:09:25.000 --> 00:09:28.000]  懂得將明天交給神
[00:09:28.000 --> 00:09:30.000]  不如為明天憂慮
[00:09:30.000 --> 00:09:34.000]  耶穌說 一天的憂慮一天當就夠了
[00:09:34.000 --> 00:09:36.000]  不如為明天憂慮
[00:09:36.000 --> 00:09:38.000]  因為明天自有明天的憂慮
[00:09:38.000 --> 00:09:41.000]  但憂慮是敗壞了我們的信心
[00:09:41.000 --> 00:09:44.000]  就好像我們剛才所述的首詩
[00:09:44.000 --> 00:09:46.000]  The Present Tense那種人一樣
[00:09:46.000 --> 00:09:48.000]  不懂得享受現在
[00:09:48.000 --> 00:09:50.000]  只以為明天會更好
[00:09:50.000 --> 00:09:53.000]  不懂得為了今天去感謝神
[00:09:53.000 --> 00:09:56.000]  我們詳細來看這一段聖經
[00:09:56.000 --> 00:10:00.000]  首先我們看耶穌在馬大夫音第六章
[00:10:00.000 --> 00:10:02.000]  提出一連串的裝骨
[00:10:02.000 --> 00:10:05.000]  馬大夫音第六章一至十八節警告我們
[00:10:05.000 --> 00:10:07.000]  不要虛偽 不要假善
[00:10:07.000 --> 00:10:10.000]  這些就是貪名
[00:10:10.000 --> 00:10:15.000]  不要為了名而出賣了自己的良心
[00:10:15.000 --> 00:10:19.000]  接著馬大夫音第六章十九至二十四節警告我們
[00:10:19.000 --> 00:10:22.000]  不要掉進物質引誘的陷阱裡
[00:10:22.000 --> 00:10:24.000]  不要貪財
[00:10:24.000 --> 00:10:27.000]  很多時候我們貪名貪財
[00:10:27.000 --> 00:10:29.000]  耶穌警告我們
[00:10:29.000 --> 00:10:32.000]  馬大夫音第六章二十五至三十二節警告我們
[00:10:32.000 --> 00:10:35.000]  將我們的生命焦點放在
[00:10:35.000 --> 00:10:38.000]  不是世界上塞進去的東西
[00:10:38.000 --> 00:10:40.000]  而是放在天上
[00:10:40.000 --> 00:10:42.000]  不要焦慮
[00:10:42.000 --> 00:10:45.000]  世上的思慮
[00:10:45.000 --> 00:10:48.000]  馬大夫音第六章三十三至三十四節警告我們
[00:10:48.000 --> 00:10:50.000]  不要為了明天憂慮
[00:10:50.000 --> 00:10:53.000]  不要惡苦彌生
[00:10:53.000 --> 00:10:56.000]  耶穌在這裡提到有三樣東西
[00:10:56.000 --> 00:10:58.000]  是我們憂慮的對象
[00:10:58.000 --> 00:10:59.000]  我們憂慮什麼呢?
[00:10:59.000 --> 00:11:02.000]  二十五節不要為生命憂慮是什麼?
[00:11:02.000 --> 00:11:05.000]  三十一節不要為生命的需要憂慮什麼?
[00:11:05.000 --> 00:11:07.000]  吃什麼喝什麼
[00:11:07.000 --> 00:11:08.000]  不需要憂慮
[00:11:08.000 --> 00:11:12.000]  第三是三十四節不要為明天憂慮
[00:11:12.000 --> 00:11:14.000]  事實上我們常常為了這三樣東西
[00:11:14.000 --> 00:11:18.000]  分心憂慮焦慮生命身體健康
[00:11:18.000 --> 00:11:22.000]  甚至生病都是受到這個影響
[00:11:22.000 --> 00:11:24.000]  我們未曾患癌症
[00:11:24.000 --> 00:11:26.000]  我們就以為自己死了
[00:11:26.000 --> 00:11:28.000]  會不會患癌症呢?
[00:11:28.000 --> 00:11:30.000]  大吃一驚
[00:11:30.000 --> 00:11:31.000]  為身外物憂慮
[00:11:31.000 --> 00:11:35.000]  屋子、車、食物、村子
[00:11:35.000 --> 00:11:37.000]  為這一切一切分心
[00:11:37.000 --> 00:11:40.000]  而最慘是我們都不知道明天的憂慮
[00:11:40.000 --> 00:11:44.000]  有很多東西我們要自己在自己的控制之內
[00:11:44.000 --> 00:11:46.000]  我們才有安心
[00:11:46.000 --> 00:11:49.000]  實際上有很多東西不是我們控制之內
[00:11:49.000 --> 00:11:50.000]  我們住在加州
[00:11:50.000 --> 00:11:51.000]  分分鐘有地震
[00:11:51.000 --> 00:11:54.000]  耶穌說不是叫我們不要預備
[00:11:54.000 --> 00:11:57.000]  我們預備了之後就不需要再焦慮
[00:11:57.000 --> 00:12:00.000]  徬徨花很多的精力
[00:12:00.000 --> 00:12:02.000]  死了很多的細胞
[00:12:02.000 --> 00:12:06.000]  憂慮是抹殺了我們的信心
[00:12:06.000 --> 00:12:09.000]  也是拿走我們的魄力
[00:12:09.000 --> 00:12:11.000]  其實我們想深一層
[00:12:11.000 --> 00:12:12.000]  焦慮不是外在的
[00:12:12.000 --> 00:12:13.000]  是內在的
[00:12:13.000 --> 00:12:17.000]  Karen McCartney說過一個非常有趣的故事
[00:12:17.000 --> 00:12:19.000]  說明了這個真理
[00:12:19.000 --> 00:12:25.000]  Thomas McCartney在倫敦有一個房子
[00:12:25.000 --> 00:12:27.000]  非常安靜
[00:12:27.000 --> 00:12:28.000]  可以看書
[00:12:28.000 --> 00:12:30.000]  一邊寫文章
[00:12:30.000 --> 00:12:32.000]  一邊看書
[00:12:32.000 --> 00:12:36.000]  誰知隔壁鄰居有隻公雞
[00:12:36.000 --> 00:12:37.000]  一天就叫三次
[00:12:37.000 --> 00:12:38.000]  一早就叫三次
[00:12:38.000 --> 00:12:39.000]  一早就叫三次
[00:12:39.000 --> 00:12:41.000]  鄰居又有隻公雞
[00:12:41.000 --> 00:12:42.000]  一天就叫三次
[00:12:42.000 --> 00:12:43.000]  一早就叫三次
[00:12:43.000 --> 00:12:46.000]  令他非常非常煩厭
[00:12:46.000 --> 00:12:48.000]  沒辦法集中精神
[00:12:48.000 --> 00:12:50.000]  於是就和鄰居抗議
[00:12:50.000 --> 00:12:54.000]  鄰居就說公雞早上鳴三次
[00:12:54.000 --> 00:12:57.000]  每次不及一分鐘
[00:12:57.000 --> 00:12:59.000]  怎會令到你整個人都不行
[00:12:59.000 --> 00:13:01.000]  整天都不行
[00:13:01.000 --> 00:13:03.000]  這個McCartney就說
[00:13:03.000 --> 00:13:05.000]  如果你知道我
[00:13:05.000 --> 00:13:11.000]  我不是為一分鐘的雞鳴而覺得煩躁
[00:13:11.000 --> 00:13:14.000]  我為等候一分鐘的雞叫
[00:13:14.000 --> 00:13:18.000]  二十三個多小時而煩惱
[00:13:18.000 --> 00:13:20.000]  我之所以煩惱
[00:13:20.000 --> 00:13:25.000]  就是等候一分鐘的雞叫
[00:13:25.000 --> 00:13:27.000]  我們何嘗不是呢
[00:13:27.000 --> 00:13:30.000]  看我們現在有飯吃
[00:13:30.000 --> 00:13:32.000]  有房子住
[00:13:32.000 --> 00:13:34.000]  我們還有我們的健康
[00:13:34.000 --> 00:13:35.000]  可以走得起
[00:13:35.000 --> 00:13:37.000]  但我們就充滿了焦慮
[00:13:37.000 --> 00:13:39.000]  現在是這樣
[00:13:39.000 --> 00:13:40.000]  你知不知道明天會不會
[00:13:40.000 --> 00:13:42.000]  後天會不會
[00:13:42.000 --> 00:13:44.000]  煩躁不安
[00:13:44.000 --> 00:13:46.000]  以致我們沒有享受
[00:13:46.000 --> 00:13:49.000]  現今上帝所給我們的福
[00:13:49.000 --> 00:13:51.000]  耶穌就在這個時候質問
[00:13:51.000 --> 00:13:54.000]  祂提出五個問題來質問我們
[00:13:54.000 --> 00:13:57.000]  為何憂慮為何分心
[00:13:57.000 --> 00:13:59.000]  第一個是第26節
[00:13:59.000 --> 00:14:01.000]  生命不勝於飲食嗎?
[00:14:01.000 --> 00:14:04.000]  身體不勝於衣裳嗎?
[00:14:04.000 --> 00:14:08.000]  當然我們是怕失去
[00:14:08.000 --> 00:14:10.000]  但我們怕錯了對象
[00:14:10.000 --> 00:14:12.000]  為何怕那個可以取得我們身外物
[00:14:12.000 --> 00:14:15.000]  取得我們生命的憂慮呢?
[00:14:15.000 --> 00:14:17.000]  為何我們憂慮
[00:14:17.000 --> 00:14:19.000]  為了飲食
[00:14:19.000 --> 00:14:22.000]  或為那些明知有一天會失去的東西
[00:14:22.000 --> 00:14:23.000]  去憂慮
[00:14:23.000 --> 00:14:26.000]  為何不為永恆那件事擔心呢?
[00:14:26.000 --> 00:14:28.000]  耶穌說你憂錯了
[00:14:28.000 --> 00:14:31.000]  你憂慮擔心失去的東西
[00:14:31.000 --> 00:14:33.000]  其實那些東西不值得我們擔心
[00:14:33.000 --> 00:14:35.000]  第二26節
[00:14:35.000 --> 00:14:37.000]  你看天上的飛鳥
[00:14:37.000 --> 00:14:39.000]  我們天父上者養活他
[00:14:39.000 --> 00:14:42.000]  你們不是比飛鳥貴重得多嗎?
[00:14:42.000 --> 00:14:44.000]  這是信心問題
[00:14:44.000 --> 00:14:45.000]  你眼望下
[00:14:45.000 --> 00:14:46.000]  看天空的飛鳥
[00:14:46.000 --> 00:14:48.000]  野地的百合花
[00:14:48.000 --> 00:14:49.000]  也不種也不收
[00:14:49.000 --> 00:14:51.000]  神上者養活他們
[00:14:51.000 --> 00:14:52.000]  更何況我們是兒女
[00:14:52.000 --> 00:14:54.000]  為何我們不信上帝
[00:14:54.000 --> 00:14:56.000]  會比我們最好呢?
[00:14:56.000 --> 00:14:58.000]  還有第三27節
[00:14:58.000 --> 00:15:03.000]  哪一個能用思慮使愁愁多加一行呢?
[00:15:03.000 --> 00:15:06.000]  今天我們的焦慮有沒有用呢?
[00:15:06.000 --> 00:15:07.000]  不但沒有用
[00:15:07.000 --> 00:15:09.000]  而且更壞了
[00:15:09.000 --> 00:15:10.000]  枉費精力
[00:15:10.000 --> 00:15:15.000]  有誰因為憂慮而令愁碎多加一行呢?
[00:15:15.000 --> 00:15:17.000]  第四28節
[00:15:17.000 --> 00:15:21.000]  何必為衣著憂慮呢?
[00:15:21.000 --> 00:15:24.000]  為何我們為外面的東西憂慮呢?
[00:15:24.000 --> 00:15:26.000]  我們的動機何在呢?
[00:15:26.000 --> 00:15:29.000]  想想為何我們失去這些東西
[00:15:29.000 --> 00:15:31.000]  又以為是世界末日呢?
[00:15:31.000 --> 00:15:33.000]  最後第30節
[00:15:33.000 --> 00:15:35.000]  何況你們呢
[00:15:35.000 --> 00:15:36.000]  他們知道
[00:15:36.000 --> 00:15:39.000]  生命的焦點放在哪裏
[00:15:39.000 --> 00:15:41.000]  你追求什麼呢?
[00:15:41.000 --> 00:15:43.000]  耶穌不是叫我們不預備
[00:15:43.000 --> 00:15:47.000]  我們一定要做好預備的功夫
[00:15:47.000 --> 00:15:48.000]  但是
[00:15:48.000 --> 00:15:50.000]  他告訴我們
[00:15:50.000 --> 00:15:52.000]  我們看天空的飛鳥
[00:15:52.000 --> 00:15:54.000]  天空的飛鳥是很勤力的
[00:15:54.000 --> 00:15:56.000]  它不是天跌下來
[00:15:56.000 --> 00:15:57.000]  它還沒掩蓋
[00:15:57.000 --> 00:15:58.000]  到時我們就說
[00:15:58.000 --> 00:15:59.000]  不是啊
[00:15:59.000 --> 00:16:01.000]  是勤力預備
[00:16:01.000 --> 00:16:02.000]  勤力預備了之後
[00:16:02.000 --> 00:16:04.000]  它就不憂慮了
[00:16:04.000 --> 00:16:07.000]  我們好好享受上帝為我們預備的東西
[00:16:07.000 --> 00:16:08.000]  耶穌說
[00:16:08.000 --> 00:16:10.000]  你看看野地的百合花
[00:16:10.000 --> 00:16:12.000]  它不是賣冤的
[00:16:12.000 --> 00:16:15.000]  上帝就讓它們能夠生長開花
[00:16:15.000 --> 00:16:17.000]  是非常的漂亮
[00:16:17.000 --> 00:16:19.000]  耶穌說
[00:16:19.000 --> 00:16:22.000]  所羅門王直極榮華的人
[00:16:22.000 --> 00:16:25.000]  都不及得花的一等
[00:16:25.000 --> 00:16:28.000]  神尚且照顧天上的飛鳥
[00:16:28.000 --> 00:16:29.000]  地上的百合花
[00:16:29.000 --> 00:16:32.000]  更不學好我們是他的兒女
[00:16:32.000 --> 00:16:34.000]  在這裏我們學了一個真理
[00:16:34.000 --> 00:16:36.000]  簡樸的信心
[00:16:36.000 --> 00:16:39.000]  神會照顧和開放我們的
[00:16:39.000 --> 00:16:41.000]  我們所看重的
[00:16:41.000 --> 00:16:45.000]  就是明知有一天都會失去的東西
[00:16:45.000 --> 00:16:48.000]  而不為那些有永恆價值的東西
[00:16:48.000 --> 00:16:50.000]  而抓住
[00:16:50.000 --> 00:16:55.000]  也不能夠享受上帝今天為我們預備的東西
[00:16:55.000 --> 00:16:56.000]  我想到
[00:16:56.000 --> 00:16:58.000]  在一本書叫做
[00:16:58.000 --> 00:17:00.000]  The Fall of the Fortress
[00:17:00.000 --> 00:17:03.000]  作者叫Elmer Bednar
[00:17:03.000 --> 00:17:06.000]  他說在第二次世界大戰的時候
[00:17:06.000 --> 00:17:08.000]  有一個B-17轟炸機
[00:17:08.000 --> 00:17:11.000]  飛去德軍去轟炸
[00:17:11.000 --> 00:17:12.000]  但很不幸呢
[00:17:12.000 --> 00:17:16.000]  這架飛機就被德軍的炮彈打中了
[00:17:16.000 --> 00:17:19.000]  甚至打中油箱
[00:17:19.000 --> 00:17:21.000]  但奇怪
[00:17:21.000 --> 00:17:23.000]  那個機師想著一定死
[00:17:23.000 --> 00:17:26.000]  就想著跳傘降落
[00:17:26.000 --> 00:17:28.000]  但發覺沒有爆炸
[00:17:28.000 --> 00:17:30.000]  沒有著火
[00:17:30.000 --> 00:17:33.000]  於是他就繼續
[00:17:33.000 --> 00:17:34.000]  開著飛機
[00:17:34.000 --> 00:17:36.000]  完成任務
[00:17:36.000 --> 00:17:38.000]  然後回防回到基地
[00:17:38.000 --> 00:17:41.000]  原來回到基地查那個飛機
[00:17:41.000 --> 00:17:44.000]  發覺那個飛機中了11枚彈
[00:17:44.000 --> 00:17:48.000]  而且處處命中要害
[00:17:48.000 --> 00:17:50.000]  是飛機的油箱
[00:17:50.000 --> 00:17:53.000]  但11彈的炸彈
[00:17:53.000 --> 00:17:57.000]  竟然之間沒有爆炸
[00:17:57.000 --> 00:17:59.000]  完全沒有爆炸
[00:17:59.000 --> 00:18:01.000]  他們就覺得很奇怪
[00:18:01.000 --> 00:18:05.000]  為什麼炸彈炸了油箱不爆炸呢
[00:18:05.000 --> 00:18:07.000]  其中有一個炸彈
[00:18:07.000 --> 00:18:10.000]  還藏在油箱裏面
[00:18:10.000 --> 00:18:13.000]  他們就拿了個子彈出來
[00:18:13.000 --> 00:18:15.000]  拔開子彈
[00:18:15.000 --> 00:18:17.000]  發覺裏面沒有炸藥
[00:18:17.000 --> 00:18:19.000]  只有字條
[00:18:19.000 --> 00:18:22.000]  字條就是這樣寫
[00:18:22.000 --> 00:18:25.000]  今日我能夠做到的
[00:18:25.000 --> 00:18:27.000]  只有如此
[00:18:27.000 --> 00:18:29.000]  意思是什麼呢
[00:18:29.000 --> 00:18:32.000]  當德國人抓了這些俘虜
[00:18:32.000 --> 00:18:34.000]  或者抓了一些平民
[00:18:34.000 --> 00:18:37.000]  去製造炸彈的時候
[00:18:37.000 --> 00:18:40.000]  這些人就做了手腳
[00:18:40.000 --> 00:18:43.000]  他們不把炸藥製造的炸彈裏面
[00:18:43.000 --> 00:18:44.000]  寫了一張字條
[00:18:44.000 --> 00:18:46.000]  塞了在炸彈裏面
[00:18:46.000 --> 00:18:49.000]  沒有炸藥的空彈
[00:18:49.000 --> 00:18:52.000]  有誰會想到呢
[00:18:52.000 --> 00:18:55.000]  神的救贖有時都很奇妙
[00:18:55.000 --> 00:18:58.000]  明天如何沒有人能夠知道
[00:18:58.000 --> 00:19:00.000]  為什麼要為明天憂慮
[00:19:00.000 --> 00:19:04.000]  這就是耶穌基督給我們的挑戰
[00:19:04.000 --> 00:19:06.000]  耶穌不單止這樣
[00:19:06.000 --> 00:19:09.000]  祂給我們有糧放
[00:19:09.000 --> 00:19:11.000]  祂不是說不用憂慮
[00:19:11.000 --> 00:19:13.000]  祂給我們一個方法
[00:19:13.000 --> 00:19:15.000]  如何勝過憂慮
[00:19:15.000 --> 00:19:18.000]  我們看看這段聖經
[00:19:18.000 --> 00:19:22.000]  有什麼方法可以讓我們勝過我們的焦慮
[00:19:22.000 --> 00:19:26.000]  第一 改變我們的生活方式
[00:19:26.000 --> 00:19:31.000]  這段聖經說到我們如何處理憂慮的時候
[00:19:31.000 --> 00:19:33.000]  第一件事我們需要的
[00:19:33.000 --> 00:19:36.000]  就是改變我們的生活方式
[00:19:36.000 --> 00:19:39.000]  有三件事耶穌在這裡提出
[00:19:39.000 --> 00:19:40.000]  是非常重要的
[00:19:40.000 --> 00:19:44.000]  第一 是從擁有到私慾
[00:19:44.000 --> 00:19:50.000]  擁有是今天這個社會裏面流行病
[00:19:50.000 --> 00:19:53.000]  每個人都想擁有自己的東西
[00:19:53.000 --> 00:19:55.000]  有屋 有車
[00:19:55.000 --> 00:19:57.000]  我們每個人都想自己好一點
[00:19:57.000 --> 00:19:58.000]  我認識一個朋友
[00:19:58.000 --> 00:20:00.000]  在佛羅地利亞讀書的時候
[00:20:00.000 --> 00:20:02.000]  有個Paisley Cake的老闆
[00:20:02.000 --> 00:20:04.000]  他的兒子很喜歡打足球
[00:20:04.000 --> 00:20:06.000]  但足球需要有球員和他打
[00:20:06.000 --> 00:20:07.000]  沒有人和他打的時候
[00:20:07.000 --> 00:20:09.000]  有個大球場也沒有用
[00:20:09.000 --> 00:20:11.000]  他家裏有個很漂亮很大的球場
[00:20:11.000 --> 00:20:17.000]  他就每個星期出錢請我們神學生和他兒子打球
