
[00:00:00.000 --> 00:00:08.600]  今天要和大家看的是聖經裡的一個年輕人
[00:03:37.800 --> 00:03:39.800]  跪在耶穌的面前
[00:03:39.800 --> 00:03:42.400]  問耶穌「良善的夫子啊
[00:03:42.400 --> 00:03:46.800]  我要做什麼才能夠承受永生呢?」
[00:03:46.800 --> 00:03:48.000]  所以我剛才說
[00:03:48.000 --> 00:03:50.000]  他知道他未有永生
[00:03:50.000 --> 00:03:51.600]  所以他要來找耶穌
[00:03:51.600 --> 00:03:53.200]  耶穌就和他說
[00:03:53.200 --> 00:03:56.000]  「你為什麼稱我為良善的呢?」
[00:03:56.000 --> 00:03:57.800]  耶穌要他知道
[00:03:57.800 --> 00:04:01.400]  耶穌的身份不單止是一個夫子
[00:04:01.400 --> 00:04:03.200]  只有神是良善的
[00:04:03.200 --> 00:04:06.400]  耶穌說除了神一位之外
[00:04:06.400 --> 00:04:08.600]  再沒有良善的
[00:04:08.600 --> 00:04:10.800]  然後耶穌就和他說
[00:04:10.800 --> 00:04:12.400]  舊約的誡命
[00:04:12.400 --> 00:04:14.400]  他說「誡命你是懂得的
[00:04:14.400 --> 00:04:17.400]  不要殺人、不要姦淫、不要偷渡
[00:04:17.400 --> 00:04:20.000]  不要做假見證、不要窺婦人
[00:04:20.000 --> 00:04:22.200]  當孝敬父母」
[00:04:22.200 --> 00:04:25.600]  我們知道十誡前面的四誡是向神的
[00:04:25.600 --> 00:04:27.600]  後面的六誡是向人的
[00:04:27.600 --> 00:04:32.400]  耶穌在這裡和他提出十誡後面的六誡
[00:04:32.400 --> 00:04:36.200]  你要怎樣來對待其他的人
[00:04:36.200 --> 00:04:39.600]  這個年輕人對耶穌說
[00:04:39.600 --> 00:04:41.600]  先生、夫子
[00:04:41.600 --> 00:04:45.200]  這一切我從小就已經遵守了
[00:04:45.200 --> 00:04:48.000]  是一個非常奉公守法
[00:04:48.000 --> 00:04:50.600]  非常熟悉舊約律法的人
[00:04:50.600 --> 00:04:54.200]  也從小就遵守了
[00:04:54.200 --> 00:04:55.000]  第21節
[00:04:55.000 --> 00:04:57.000]  耶穌看著他就愛他
[00:04:57.000 --> 00:04:59.800]  對他說你還欠缺一件事
[00:04:59.800 --> 00:05:01.000]  欠缺什麼呢?
[00:05:01.000 --> 00:05:03.400]  你要變賣你一切所有的
[00:05:03.400 --> 00:05:06.400]  分給窮人就有財寶在天上
[00:05:06.400 --> 00:05:10.000]  然後你來跟從我
[00:05:10.000 --> 00:05:12.000]  耶穌對他的要求
[00:05:12.000 --> 00:05:14.000]  我們都會覺得很詫異
[00:05:14.000 --> 00:05:15.800]  是不是每一個跟隨耶穌的人
[00:05:15.800 --> 00:05:19.000]  都要變賣你一切所有來跟隨他呢?
[00:05:19.000 --> 00:05:22.000]  為什麼耶穌沒有將這個要求
[00:05:22.000 --> 00:05:24.600]  加諸於其他人的身上呢?
[00:05:24.600 --> 00:05:27.000]  當尼哥弟母來找耶穌的時候
[00:05:27.000 --> 00:05:28.200]  耶穌沒有叫他
[00:05:28.200 --> 00:05:30.400]  尼哥弟母說你要得永生
[00:05:30.400 --> 00:05:33.600]  你要變賣你一切所有來跟從我
[00:05:33.600 --> 00:05:36.400]  甚至當耶穌呼召門徒的時候
[00:05:36.400 --> 00:05:38.600]  都沒有這樣吩咐他們
[00:05:38.600 --> 00:05:40.800]  要變賣所有的東西
[00:05:40.800 --> 00:05:42.600]  為什麼耶穌在這裡特別
[00:05:42.600 --> 00:05:44.200]  要對這個年輕人
[00:05:44.200 --> 00:05:47.200]  有這麼苛刻的要求呢?
[00:05:47.200 --> 00:05:50.200]  我相信是因為耶穌看到
[00:05:50.200 --> 00:05:51.600]  這個年輕人
[00:05:51.600 --> 00:05:54.600]  雖然有很敬虔、外表的行為
[00:05:54.600 --> 00:05:57.200]  但是其實他的心裡面
[00:05:57.200 --> 00:05:58.800]  最重要的是什麼呢?
[00:05:58.800 --> 00:06:01.200]  最重要的是他的財富
[00:06:01.200 --> 00:06:05.400]  所以財富阻擋了他來跟隨耶穌
[00:06:05.400 --> 00:06:08.200]  所以耶穌一針見血地告訴他
[00:06:08.200 --> 00:06:10.200]  你要放棄這一切
[00:06:10.200 --> 00:06:12.200]  然後你來跟從我
[00:06:12.200 --> 00:06:14.400]  這是一個很重大的要求
[00:06:14.400 --> 00:06:16.800]  所以他聽到這句話
[00:06:16.800 --> 00:06:18.200]  聽到這些話
[00:06:18.200 --> 00:06:20.400]  念上就變成了色
[00:06:20.400 --> 00:06:23.600]  幽幽愁愁地走了
[00:06:23.600 --> 00:06:27.800]  因為他的產業很多
[00:06:27.800 --> 00:06:31.200]  我相信大家在主一學都聽過這個故事
[00:06:31.200 --> 00:06:33.200]  有什麼奇怪呢?
[00:06:33.200 --> 00:06:35.400]  你讀到這裡的時候
[00:06:35.400 --> 00:06:37.000]  我每逢讀到這裡的時候
[00:06:37.000 --> 00:06:39.000]  我都覺得很遺憾
[00:06:39.000 --> 00:06:41.600]  一個這麼優秀的年輕人
[00:06:41.600 --> 00:06:44.000]  如果你有個女兒的話
[00:06:44.000 --> 00:06:47.200]  你也想你的女婿像這個男孩一樣
[00:06:47.200 --> 00:06:50.200]  一個道德水準這麼高的人
[00:06:50.200 --> 00:06:52.600]  一個這麼虔誠、謙卑的人
[00:06:52.600 --> 00:06:54.200]  在眾目睽睽之下
[00:06:54.200 --> 00:06:56.000]  能夠跑到耶穌面前
[00:06:56.000 --> 00:06:59.800]  跪在耶穌面前來求耶穌教導他
[00:06:59.800 --> 00:07:02.200]  是一個這麼優秀的年輕人
[00:07:02.200 --> 00:07:04.600]  但是竟然來到耶穌面前
[00:07:04.600 --> 00:07:06.000]  耶穌已經告訴他
[00:07:06.000 --> 00:07:08.000]  你怎樣可以跟隨他
[00:07:08.000 --> 00:07:09.800]  他都做不到
[00:07:09.800 --> 00:07:14.200]  我想到這個就像進入了寶山空手會
[00:07:14.200 --> 00:07:16.800]  如果你能夠去到耶穌面前
[00:07:16.800 --> 00:07:19.200]  你的心很想跟隨他
[00:07:19.200 --> 00:07:20.200]  耶穌告訴你
[00:07:20.200 --> 00:07:21.200]  你可以怎樣做
[00:07:21.200 --> 00:07:23.000]  但是你竟然做不到
[00:07:23.000 --> 00:07:25.600]  所以他念上變色了
[00:07:25.600 --> 00:07:27.000]  他是怎樣離開的呢?
[00:07:27.000 --> 00:07:32.200]  悠悠愁愁地離開
[00:07:32.200 --> 00:07:33.600]  我們讀到這裡的時候
[00:07:33.600 --> 00:07:35.600]  我覺得有很多遺憾
[00:07:35.600 --> 00:07:39.600]  我以前都用過這個故事來講道
[00:07:39.600 --> 00:07:40.400]  講到最後
[00:07:40.400 --> 00:07:44.000]  我們都是用這個故事來提醒我們自己
[00:07:44.000 --> 00:07:46.800]  我們真正要跟隨耶穌的
[00:07:46.800 --> 00:07:49.200]  我們不能夠一腳踏兩船
[00:07:49.200 --> 00:07:54.200]  我們是要全心全意地愛主
[00:07:54.200 --> 00:07:58.800]  這個年輕人是否真的守到十誡的誡命呢?
[00:07:58.800 --> 00:08:00.200]  耶穌在這裡跟他說
[00:08:00.200 --> 00:08:01.400]  後面的六誡
[00:08:01.400 --> 00:08:03.200]  但是前面的四誡
[00:08:03.200 --> 00:08:06.200]  你說這個年輕人是否能夠盡心盡性
[00:08:06.200 --> 00:08:08.400]  盡力盡力地愛主他的神
[00:08:08.400 --> 00:08:11.200]  他的心是否沒有偶像呢?
[00:08:11.200 --> 00:08:13.400]  原來他的心有偶像
[00:08:13.400 --> 00:08:18.800]  偶像就是他最寶貴的財物
[00:08:18.800 --> 00:08:22.000]  我們知道這個故事了
[00:08:22.000 --> 00:08:24.400]  我們再進一步看一下
[00:08:24.400 --> 00:08:29.400]  當我們比較三卷福音書裡面所記載的
[00:08:29.400 --> 00:08:33.000]  為什麼我特別選馬可福音這裡的記載呢?
[00:08:33.000 --> 00:08:35.000]  因為馬可福音這裡的記載
[00:08:35.000 --> 00:08:37.000]  是有一些特別之處
[00:08:37.000 --> 00:08:39.800]  其他福音書是沒有的
[00:08:39.800 --> 00:08:42.200]  第一是馬可這裡
[00:08:42.200 --> 00:08:45.400]  是講這個年輕人跑來耶穌面前
[00:08:45.400 --> 00:08:47.000]  只是馬可福音這裡
[00:08:47.000 --> 00:08:51.800]  是講這個年輕人在耶穌面前跪下
[00:08:51.800 --> 00:08:54.800]  還有這裡第21節
[00:08:54.800 --> 00:08:56.800]  只有馬可福音這裡說
[00:08:56.800 --> 00:09:00.800]  耶穌看到他就愛他
[00:09:00.800 --> 00:09:04.000]  耶穌看到他就愛他
[00:09:04.000 --> 00:09:05.200]  弟兄姊妹
[00:09:05.200 --> 00:09:08.800]  如果這個故事結束在這裡的時候
[00:09:08.800 --> 00:09:11.800]  我們的心裡面應該有很多的可惜
[00:09:11.800 --> 00:09:13.600]  有很多的惆悵
[00:09:13.600 --> 00:09:15.800]  就是說這個年輕人
[00:09:15.800 --> 00:09:19.400]  雖然這麼謙卑跑到耶穌面前
[00:09:19.400 --> 00:09:21.200]  耶穌也愛他
[00:09:21.200 --> 00:09:23.000]  但是他也失落
[00:09:23.000 --> 00:09:25.200]  他也是一口氣離開了
[00:09:25.200 --> 00:09:27.200]  他得不到要得的東西
[00:09:27.200 --> 00:09:28.800]  他能不能得到永生呢?
[00:09:28.800 --> 00:09:30.800]  他連永生都得不到
[00:09:30.800 --> 00:09:36.400]  因為他心中有財寶做他的偶像
[00:09:36.400 --> 00:09:37.400]  弟兄姊妹
[00:09:37.400 --> 00:09:41.400]  如果這件事不是結束在這裡
[00:09:41.400 --> 00:09:44.000]  如果還有下集的時候
[00:09:44.000 --> 00:09:48.000]  這個下集很可能會給我們一些啟示
[00:09:48.000 --> 00:09:50.600]  就是說我們來到耶穌面前
[00:09:50.600 --> 00:09:53.800]  當我們願意去尋求耶穌的時候
[00:09:53.800 --> 00:09:57.800]  耶穌是不會輕易放棄一個人
[00:09:57.800 --> 00:10:00.200]  我們接下來看馬可福音
[00:10:00.200 --> 00:10:01.600]  或者我們還沒看馬可福音之前
[00:10:01.600 --> 00:10:03.600]  我開個故事給大家聽
[00:10:03.600 --> 00:10:06.000]  你猜這個年輕人是誰呢?
[00:10:06.000 --> 00:10:07.800]  聖經沒有三卷福音書
[00:10:07.800 --> 00:10:11.200]  都沒有說這個年輕人是誰
[00:10:11.200 --> 00:10:13.000]  但是我自己覺得這個年輕人
[00:10:13.000 --> 00:10:14.400]  應該就是馬可自己
[00:10:14.400 --> 00:10:16.200]  就是作者自己
[00:10:16.200 --> 00:10:20.400]  馬可福音這裡記載這幾件事
[00:10:20.400 --> 00:10:24.000]  是真的和其他的福音書所記載的不同
[00:10:24.000 --> 00:10:27.400]  當你比較一下馬太和路加的記載的時候
[00:10:27.400 --> 00:10:29.200]  就好像是第三者記載
[00:10:29.200 --> 00:10:31.000]  就是他們看到這件事
[00:10:31.000 --> 00:10:32.800]  所以他記載了下來
[00:10:32.800 --> 00:10:34.600]  只有馬可這裡的記載
[00:10:34.600 --> 00:10:37.000]  就好像是第一身一樣
[00:10:37.000 --> 00:10:39.400]  他跑來跪在耶穌面前
[00:10:39.400 --> 00:10:42.000]  其他福音書都沒有記載
[00:10:42.000 --> 00:10:45.400]  我相信他不是說全部的時間
[00:10:45.400 --> 00:10:47.200]  都跪在耶穌面前
[00:10:47.200 --> 00:10:49.400]  很可能他跑來跪在耶穌面前
[00:10:49.400 --> 00:10:51.000]  耶穌馬上扶起他
[00:10:51.000 --> 00:10:52.400]  就和他說話
[00:10:52.400 --> 00:10:54.200]  所以可能其他的門徒
[00:10:54.200 --> 00:10:56.000]  看不到這個動作
[00:10:56.000 --> 00:10:58.000]  但是馬可自己知道
[00:10:58.000 --> 00:10:59.800]  他是怎樣來到耶穌面前
[00:10:59.800 --> 00:11:02.600]  但我想最重要的就是第21節
[00:11:02.600 --> 00:11:04.400]  其他福音書沒有說
[00:11:04.400 --> 00:11:06.400]  耶穌看到他就愛他
[00:11:06.400 --> 00:11:09.000]  你怎樣知道耶穌愛他呢?
[00:11:09.000 --> 00:11:11.000]  這個是自己親身感受
[00:11:11.000 --> 00:11:12.200]  就是第一身
[00:11:12.200 --> 00:11:15.600]  你就感覺到耶穌和你聊天的時候
[00:11:15.600 --> 00:11:18.000]  是那種感情、那種愛
[00:11:18.000 --> 00:11:19.000]  你是感受到
[00:11:19.000 --> 00:11:21.200]  即是說你是第一身的話
[00:11:21.200 --> 00:11:22.400]  可能你就感受到
[00:11:22.400 --> 00:11:24.200]  所以馬可寫下來
[00:11:24.200 --> 00:11:27.200]  就是說耶穌和他這段談話的時候
[00:11:27.200 --> 00:11:31.000]  耶穌對他充滿了愛
[00:11:31.000 --> 00:11:33.800]  所以請大家暫且先接受
[00:11:33.800 --> 00:11:38.800]  這個很可能就是馬可自己
[00:11:38.800 --> 00:11:42.000]  我們來看看到馬可福音書第14章
[00:11:42.000 --> 00:11:44.600]  第14章有兩節經文
[00:11:44.600 --> 00:11:47.800]  我相信你從來沒有聽過在港台上說到
[00:11:47.800 --> 00:11:50.400]  因為這兩節經文突然出現
[00:11:50.400 --> 00:11:52.000]  很奇怪的
[00:11:52.000 --> 00:11:54.800]  這兩節經文又是說一個少年人
[00:11:54.800 --> 00:11:58.200]  這個少年人赤身披著一塊麻布
[00:11:58.200 --> 00:11:59.400]  跟隨耶穌
[00:11:59.400 --> 00:12:01.400]  眾人就抓他
[00:12:01.400 --> 00:12:03.800]  他就甘蟬脫殼
[00:12:03.800 --> 00:12:07.200]  他丟了麻布赤身逃走了
[00:12:07.200 --> 00:12:10.400]  這兩句經文是什麼意思呢?
[00:12:10.400 --> 00:12:12.400]  為什麼會在這裡出現呢?
[00:12:12.400 --> 00:12:14.400]  究竟說的是什麼呢?
[00:12:14.400 --> 00:12:16.400]  這個少年人是誰呢?
[00:12:16.400 --> 00:12:20.000]  我們要多明白一點前文
[00:12:20.000 --> 00:12:23.000]  這段經文馬可福音第14章
[00:12:23.000 --> 00:12:29.800]  是說到有關主耶穌最後的晚餐的事
[00:12:29.800 --> 00:12:32.600]  四卷福音書都有記載最後的晚餐
[00:12:32.600 --> 00:12:36.000]  當然有韓福音記載是最詳細的
[00:12:36.000 --> 00:12:40.000]  當我們想到最後的晚餐的時候
[00:12:40.000 --> 00:12:42.800]  第一樣我們都知道的就是
[00:12:42.800 --> 00:12:48.800]  耶穌將最後晚餐的地點保持秘密
[00:12:48.800 --> 00:12:50.800]  很有趣的
[00:12:50.800 --> 00:12:53.400]  祂沒有預先告訴門徒
[00:12:53.400 --> 00:12:56.800]  我們今晚最後的星期四晚
[00:12:56.800 --> 00:12:59.800]  我們去哪裡吃最後的晚餐
[00:12:59.800 --> 00:13:02.800]  祂只叫了兩個門徒
[00:13:02.800 --> 00:13:04.800]  看到有個打水的人
[00:13:04.800 --> 00:13:08.400]  你就跟他去他的屋裡來預備
[00:13:08.400 --> 00:13:09.800]  換句話說
[00:13:09.800 --> 00:13:13.800]  耶穌沒有將地點告訴門徒
[00:13:13.800 --> 00:13:17.800]  門徒是不知道當晚去哪裡吃晚餐的
[00:13:17.800 --> 00:13:20.800]  為什麼耶穌要這樣守秘密呢?
[00:13:20.800 --> 00:13:25.400]  我相信耶穌是要有幾個小時的時間
[00:13:25.400 --> 00:13:27.400]  是不會被人騷擾
[00:13:27.400 --> 00:13:31.800]  能夠好好的在最後晚餐這段時間
[00:13:31.800 --> 00:13:35.800]  跟門徒有些很重要的話要說
[00:13:35.800 --> 00:13:44.800]  祂也知道門徒當中猶大已經跟羅馬人商量出賣耶穌
[00:13:44.800 --> 00:13:47.800]  所以如果早一早耶穌告訴門徒
[00:13:47.800 --> 00:13:49.800]  我們今晚在哪裡吃晚餐呢?
[00:13:49.800 --> 00:13:53.800]  猶大很可能會通知羅馬人
[00:13:53.800 --> 00:13:55.800]  吃晚餐的時候
[00:13:55.800 --> 00:13:58.800]  羅馬人可能快要抓耶穌
[00:13:58.800 --> 00:14:02.800]  耶穌就沒辦法繼續跟他們單獨相處
[00:14:02.800 --> 00:14:03.800]  我相信這是理由
[00:14:03.800 --> 00:14:06.800]  耶穌要有幾個小時的時間
[00:14:06.800 --> 00:14:10.800]  單獨跟門徒說一些最後很重要的話
[00:14:10.800 --> 00:14:12.800]  我們知道在最後晚餐的時候
[00:14:12.800 --> 00:14:14.800]  耶穌跟他們洗腳
[00:14:14.800 --> 00:14:16.800]  耶穌有很重要的話要吩咐他們
[00:14:16.800 --> 00:14:19.800]  然後耶穌又為他們祈禱
[00:14:19.800 --> 00:14:20.800]  又為自己祈禱
[00:14:20.800 --> 00:14:26.800]  我相信最後晚餐很可能是幾個小時的時間
[00:14:26.800 --> 00:14:28.800]  我剛剛從聖地回來
[00:14:28.800 --> 00:14:30.800]  我們去聖地一定去一個地方
[00:14:30.800 --> 00:14:32.800]  那個地方叫馬可樓
[00:14:32.800 --> 00:14:34.800]  英文叫Upper Room
[00:14:34.800 --> 00:14:37.800]  原來最後晚餐的地點
[00:14:37.800 --> 00:14:39.800]  是稱為馬可樓
[00:14:39.800 --> 00:14:41.800]  為什麼叫馬可樓呢?
[00:14:41.800 --> 00:14:44.800]  是因為他們到使徒行傳的時候
[00:14:44.800 --> 00:14:46.800]  當教會被迫
[00:14:46.800 --> 00:14:47.800]  拜耶穌已經升天了
[00:14:47.800 --> 00:14:50.800]  門徒是在哪裡聚集呢?
[00:14:50.800 --> 00:14:54.800]  當使徒出監之後去哪裡呢?
[00:14:54.800 --> 00:14:57.800]  他們是回到馬可樓的地方
[00:14:57.800 --> 00:14:59.800]  就是他們最後晚餐的地方
[00:14:59.800 --> 00:15:04.800]  他們相信這個地方是馬可的家
[00:15:04.800 --> 00:15:07.800]  因為最後晚餐有這麼多人在的時候
[00:15:07.800 --> 00:15:10.800]  耶穌要找一個相當寬闊的地方
[00:15:10.800 --> 00:15:13.800]  馬可就是一個有錢人
[00:15:13.800 --> 00:15:16.800]  這個家可能是他父母的家
[00:15:16.800 --> 00:15:18.800]  可能是他自己的家
[00:15:18.800 --> 00:15:21.800]  但肯定是他的家很寬敞
[00:15:21.800 --> 00:15:24.800]  肯定是他肯將家借出來
[00:15:24.800 --> 00:15:28.800]  給耶穌在那裡最後的晚餐
[00:15:28.800 --> 00:15:33.800]  所以如果前面那個少年人是馬可的話
[00:15:33.800 --> 00:15:36.800]  即是說馬可雖然當時不能夠
[00:15:36.800 --> 00:15:39.800]  做一個決定放棄他的財寶
[00:15:39.800 --> 00:15:40.800]  來跟隨耶穌
[00:15:40.800 --> 00:15:42.800]  但他沒有完全離開
[00:15:42.800 --> 00:15:45.800]  他仍然跟著耶穌
[00:15:45.800 --> 00:15:47.800]  看到耶穌的一言一行
[00:15:47.800 --> 00:15:49.800]  這個人是沒有失落的
[00:15:49.800 --> 00:15:52.800]  到耶穌快要上十字架的時候
[00:15:52.800 --> 00:15:55.800]  就向他借出他家的地方
[00:15:55.800 --> 00:15:57.800]  這個也有風險的
[00:15:57.800 --> 00:15:59.800]  因為當時風聲已經很緊了
[00:15:59.800 --> 00:16:02.800]  羅馬人快要抓耶穌了
[00:16:02.800 --> 00:16:04.800]  他肯將他的家借出來
[00:16:04.800 --> 00:16:06.800]  給他們做最後的晚餐
[00:16:06.800 --> 00:16:09.800]  可見馬可沒有完全離開耶穌
[00:16:09.800 --> 00:16:11.800]  耶穌也沒有拒絕他
[00:16:11.800 --> 00:16:16.800]  用他的家來做最後的晚餐
[00:16:16.800 --> 00:16:19.800]  好了,耶穌就帶著他們去最後的晚餐
[00:16:19.800 --> 00:16:22.800]  在那時候他們一群門徒才知道
[00:16:22.800 --> 00:16:24.800]  在哪裡吃晚餐
[00:16:24.800 --> 00:16:26.800]  我們都知道在吃晚餐的時候
[00:16:26.800 --> 00:16:28.800]  發生了什麼事呢?
[00:16:28.800 --> 00:16:30.800]  吃晚餐的時候
[00:16:30.800 --> 00:16:32.800]  吃到中間的時候
[00:16:32.800 --> 00:16:34.800]  約翰問耶穌
[00:16:34.800 --> 00:16:36.800]  誰出賣你?
[00:16:36.800 --> 00:16:38.800]  耶穌說:快要有人出賣我了
[00:16:38.800 --> 00:16:41.800]  約翰就說:耶穌,誰出賣你呢?
[00:16:41.800 --> 00:16:44.800]  耶穌就斬了一點餅
[00:16:44.800 --> 00:16:48.800]  遞給加勒人西門的兒子猶大
[00:16:48.800 --> 00:16:51.800]  即是猶大是跟他們一起
[00:16:51.800 --> 00:16:54.800]  在這裡吃最後的晚餐
[00:16:54.800 --> 00:16:56.800]  也是耶穌一開始
[00:16:56.800 --> 00:16:58.800]  跟他們洗腿的時候
[00:16:58.800 --> 00:17:00.800]  是跟猶大一起洗腿的
[00:17:00.800 --> 00:17:02.800]  但是他們吃到一半的時候
[00:17:02.800 --> 00:17:04.800]  聖經繼續說
[00:17:04.800 --> 00:17:07.800]  猶大吃了耶穌遞給他的餅之後
[00:17:07.800 --> 00:17:09.800]  撒旦就進了他的心
[00:17:09.800 --> 00:17:13.800]  耶穌對他說:你要做的快做吧
[00:17:13.800 --> 00:17:15.800]  猶大拿了那個餅
[00:17:15.800 --> 00:17:16.800]  吃了之後
[00:17:16.800 --> 00:17:18.800]  他就立刻出去了
[00:17:18.800 --> 00:17:21.800]  那時候是夜更了
[00:17:21.800 --> 00:17:24.800]  即是十二個門徒一起在這裡吃晚飯
[00:17:24.800 --> 00:17:28.800]  撒旦進入了猶大的心
[00:17:28.800 --> 00:17:30.800]  他知道這個時候
[00:17:30.800 --> 00:17:32.800]  是要出賣耶穌的時候
[00:17:32.800 --> 00:17:34.800]  所以他吃晚餐
[00:17:34.800 --> 00:17:37.800]  吃到一半的時候離開了
[00:17:37.800 --> 00:17:40.800]  請問大家他離開了去哪裡呢?
[00:17:40.800 --> 00:17:41.800]  他離開了
[00:17:41.800 --> 00:17:44.800]  我相信他就去找羅馬人來抓耶穌
[00:17:44.800 --> 00:17:47.800]  他一定是走去羅馬人那裡
[00:17:47.800 --> 00:17:49.800]  他去羅馬人那裡的時候
[00:17:49.800 --> 00:17:52.800]  告訴羅馬人去哪裡抓耶穌呢?
[00:17:52.800 --> 00:17:55.800]  我們知道耶穌最後在哪裡被抓
[00:17:55.800 --> 00:17:56.800]  但是我們先不說那裡
[00:17:56.800 --> 00:17:57.800]  一會兒再說
[00:17:57.800 --> 00:17:59.800]  但是如果你是猶大
[00:17:59.800 --> 00:18:02.800]  你現在知道最後晚餐的地點在哪裡
[00:18:02.800 --> 00:18:05.800]  你現在去找羅馬的兵來抓耶穌
[00:18:05.800 --> 00:18:08.800]  你猜你會帶他們去哪裡呢?
[00:18:08.800 --> 00:18:13.800]  我相信他一定會帶他們去馬可樓
[00:18:13.800 --> 00:18:15.800]  以為耶穌和那些門徒都在
[00:18:15.800 --> 00:18:17.800]  就去那裡抓他們
[00:18:17.800 --> 00:18:22.800]  但是聖經在約翰福音那裡告訴我們
[00:18:22.800 --> 00:18:24.800]  他們吃完晚飯
[00:18:24.800 --> 00:18:27.800]  耶穌帶著他們去馬可樓
[00:18:27.800 --> 00:18:31.800]  然後說他們走過吸倫溪
[00:18:31.800 --> 00:18:34.800]  去到喀西馬尼園那裡
[00:18:34.800 --> 00:18:37.800]  這個路程大概是半里左右
