
[00:00:00.000 --> 00:00:03.200]  我們上次有一個新年
[00:06:09.400 --> 00:06:11.400]  性質不同
[00:06:11.400 --> 00:06:13.400]  與以前幾次政道講一般人生問題
[00:06:13.400 --> 00:06:15.400]  容易甚麼
[00:06:15.400 --> 00:06:17.400]  講到學術一點
[00:06:17.400 --> 00:06:19.400]  以這本書為中心
[00:06:19.400 --> 00:06:21.400]  最好有文字做根據
[00:06:21.400 --> 00:06:23.400]  當然如果每個人都帶著聖經
[00:06:23.400 --> 00:06:25.400]  當然好,但又要揭來揭去
[00:06:25.400 --> 00:06:27.400]  因為我的書就是將針源的九百多句
[00:06:27.400 --> 00:06:29.400]  六百多句針源重編
[00:06:29.400 --> 00:06:31.400]  當然不敢改變聖經
[00:06:31.400 --> 00:06:33.400]  聖經是自己的程序
[00:06:33.400 --> 00:06:35.400]  是一個格言的閘
[00:06:35.400 --> 00:06:37.400]  所以除了李牧師
[00:06:37.400 --> 00:06:39.400]  我又不是送得見他
[00:06:39.400 --> 00:06:41.400]  有位溫米堯博士
[00:06:41.400 --> 00:06:43.400]  我跟他很好的朋友
[00:06:43.400 --> 00:06:45.400]  我整句客氣
[00:06:45.400 --> 00:06:47.400]  第二天再見到我
[00:06:47.400 --> 00:06:49.400]  昨晚就很興奮
[00:06:49.400 --> 00:06:51.400]  他不是說客套,是真的很欣賞
[00:06:51.400 --> 00:06:53.400]  因為他自己也想做類似的,沒時間
[00:06:53.400 --> 00:06:55.400]  想不到用甚麼綱領
[00:06:55.400 --> 00:06:57.400]  來重整九百多句
[00:06:57.400 --> 00:06:59.400]  六百多段針源
[00:06:59.400 --> 00:07:01.400]  他說我組織的方式
[00:07:01.400 --> 00:07:03.400]  大家如果有興趣
[00:07:03.400 --> 00:07:05.400]  或者
[00:07:05.400 --> 00:07:07.400]  自己找辦法
[00:07:07.400 --> 00:07:09.400]  在香港就容易找到很多
[00:07:09.400 --> 00:07:11.400]  或者問李牧師
[00:07:11.400 --> 00:07:13.400]  李牧師找到紅筆改而同的書之後
[00:07:13.400 --> 00:07:15.400]  給你看看
[00:07:15.400 --> 00:07:17.400]  甚麼叫針源呢
[00:07:17.400 --> 00:07:19.400]  針就是跟中國的
[00:07:19.400 --> 00:07:21.400]  一支針的針字相同
[00:07:21.400 --> 00:07:25.400]  即是說
[00:07:25.400 --> 00:07:27.400]  好像針灸
[00:07:27.400 --> 00:07:29.400]  插進去
[00:07:29.400 --> 00:07:31.400]  針這個名字
[00:07:31.400 --> 00:07:33.400]  本來是中國的文體
[00:07:33.400 --> 00:07:35.400]  中國的文學寶典文心雕龍
[00:07:35.400 --> 00:07:37.400]  有一篇叫做明針
[00:07:37.400 --> 00:07:39.400]  就看這個針下的定義
[00:07:39.400 --> 00:07:41.400]  這個針原來中國有了幾千年
[00:07:41.400 --> 00:07:43.400]  夏商周三代都正在官府宣讀
[00:07:43.400 --> 00:07:47.400]  原來古代的針
[00:07:47.400 --> 00:07:49.400]  是用來宣讀出來作為一個格言
[00:07:49.400 --> 00:07:51.400]  譬如說以前康熙時代
[00:07:51.400 --> 00:07:53.400]  清朝康熙所頒的官針
[00:07:53.400 --> 00:07:55.400]  很出名,到了民國初年就沒有了
[00:07:55.400 --> 00:07:57.400]  十六個字
[00:07:57.400 --> 00:07:59.400]  有些政府地方
[00:07:59.400 --> 00:08:01.400]  有的
[00:08:01.400 --> 00:08:03.400]  語俸語祿文高文資
[00:08:03.400 --> 00:08:05.400]  下文易弱上天難欺
[00:08:05.400 --> 00:08:07.400]  這個就是針
[00:08:07.400 --> 00:08:09.400]  給那些政府人員做一個
[00:08:09.400 --> 00:08:11.400]  尷尬
[00:08:11.400 --> 00:08:13.400]  好像針戳痛它
[00:08:13.400 --> 00:08:15.400]  實在很適合
[00:08:15.400 --> 00:08:17.400]  語俸語祿
[00:08:17.400 --> 00:08:19.400]  無論是布泰也好,小胡子也好,小馬哥也好
[00:08:19.400 --> 00:08:21.400]  溫總理也好
[00:08:21.400 --> 00:08:23.400]  這些都是官員
[00:08:23.400 --> 00:08:25.400]  你的俸祿,你的人工
[00:08:25.400 --> 00:08:27.400]  你的津貼,你的名譽
[00:08:27.400 --> 00:08:29.400]  你的地位,你的特殊的尊榮
[00:08:29.400 --> 00:08:31.400]  全部是誰給你的?
[00:08:31.400 --> 00:08:33.400]  老百姓的文高文資
[00:08:33.400 --> 00:08:35.400]  所以你看
[00:08:35.400 --> 00:08:37.400]  最近這次台灣選舉
[00:08:37.400 --> 00:08:39.400]  大家無論左中右都很讚賞
[00:08:39.400 --> 00:08:41.400]  看著它進步
[00:08:41.400 --> 00:08:43.400]  真的看到一人一票
[00:08:43.400 --> 00:08:45.400]  真的看到主權在人民
[00:08:45.400 --> 00:08:47.400]  舊時的官就取悅了皇帝
[00:08:47.400 --> 00:08:49.400]  現在的官,特別是競選的時候
[00:08:49.400 --> 00:08:51.400]  就一定要取悅選民
[00:08:51.400 --> 00:08:53.400]  你和我在澳洲都有這種好處
[00:08:53.400 --> 00:08:55.400]  投票那天,那一票
[00:08:55.400 --> 00:08:57.400]  這個本來就是如此
[00:08:57.400 --> 00:08:59.400]  文高文資
[00:08:59.400 --> 00:09:01.400]  不過第三句我們今天就不對了
[00:09:01.400 --> 00:09:03.400]  康熙的官,夏文的意若
[00:09:03.400 --> 00:09:05.400]  官高高在上,人民低低在下
[00:09:05.400 --> 00:09:07.400]  你虐待他好像很容易
[00:09:07.400 --> 00:09:09.400]  但是上天難欺,你要小心
[00:09:09.400 --> 00:09:11.400]  舉頭三尺有神明
[00:09:11.400 --> 00:09:13.400]  這就叫做針
[00:09:13.400 --> 00:09:15.400]  當然我們現在基督徒的觀點又深刻很多
[00:09:15.400 --> 00:09:17.400]  夏文固然
[00:09:17.400 --> 00:09:19.400]  文不是下的,文根本就平等
[00:09:19.400 --> 00:09:21.400]  大家上帝而來,而且絕不易約
[00:09:21.400 --> 00:09:23.400]  尤其是自由民主的地方
[00:09:23.400 --> 00:09:25.400]  有公開的輿論,是嗎?
[00:09:25.400 --> 00:09:27.400]  有三權分立,有民意代表
[00:09:27.400 --> 00:09:29.400]  一點都不易約
[00:09:29.400 --> 00:09:31.400]  反而有些人說現在做官產,一點都不慘
[00:09:31.400 --> 00:09:33.400]  你的俸祿又如何?應該付出的代價
[00:09:33.400 --> 00:09:35.400]  但是上天難欺
[00:09:35.400 --> 00:09:37.400]  最重要是上天不要模糊化
[00:09:37.400 --> 00:09:39.400]  中國以往的上天
[00:09:39.400 --> 00:09:41.400]  是有個天,但是
[00:09:41.400 --> 00:09:43.400]  模糊不確實
[00:09:43.400 --> 00:09:45.400]  唯獨我們知道是又真又活
[00:09:45.400 --> 00:09:47.400]  一個真實
[00:09:47.400 --> 00:09:49.400]  所以這個叫針,順便解釋
[00:09:49.400 --> 00:09:51.400]  國文,是嗎?清楚了嗎?
[00:09:51.400 --> 00:09:53.400]  針就像醫藥的針
[00:09:53.400 --> 00:09:55.400]  短小精寒,吉正的部位
[00:09:55.400 --> 00:09:57.400]  就可以對治
[00:09:57.400 --> 00:09:59.400]  治療人類習慣上
[00:09:59.400 --> 00:10:01.400]  品性上,心靈上,種種方面的疾病
[00:10:01.400 --> 00:10:03.400]  來去惡從善成就道德
[00:10:03.400 --> 00:10:05.400]  在古代
[00:10:05.400 --> 00:10:07.400]  那些書寫工具
[00:10:07.400 --> 00:10:09.400]  就不便接
[00:10:09.400 --> 00:10:11.400]  我看看我自己的手機關了沒有
[00:10:11.400 --> 00:10:13.400]  凡是已經講了都互相提醒
[00:10:13.400 --> 00:10:15.400]  免至不尊重的場合
[00:10:15.400 --> 00:10:17.400]  如果講話突然
[00:10:17.400 --> 00:10:19.400]  好了
[00:10:19.400 --> 00:10:21.400]  在書寫工具
[00:10:21.400 --> 00:10:23.400]  不方便不廉而的上古
[00:10:23.400 --> 00:10:25.400]  世界各族都有自己的
[00:10:25.400 --> 00:10:27.400]  針研,不只是聖經有針研
[00:10:27.400 --> 00:10:29.400]  中國當場講我們有針研
[00:10:29.400 --> 00:10:31.400]  什麼民族都有針研
[00:10:31.400 --> 00:10:33.400]  通常就很簡潔
[00:10:33.400 --> 00:10:35.400]  很精練,通常就壓迷
[00:10:35.400 --> 00:10:37.400]  為什麼要這樣呢?你知道古代不是我們
[00:10:37.400 --> 00:10:39.400]  現在這麼健老,這麼方便,這麼神奇
[00:10:39.400 --> 00:10:41.400]  寫字都不容易
[00:10:41.400 --> 00:10:43.400]  你不要整天想著
[00:10:43.400 --> 00:10:45.400]  毛筆,毛筆已經很進步
[00:10:45.400 --> 00:10:47.400]  之前孔子那個時代
[00:10:47.400 --> 00:10:49.400]  用刀,用竹簾上刻,多久才刻到字
[00:10:49.400 --> 00:10:51.400]  還要包括
[00:10:51.400 --> 00:10:53.400]  刻損的手,查紅藥水
[00:10:53.400 --> 00:10:55.400]  那時根本沒有紅藥水
[00:10:55.400 --> 00:10:57.400]  所以盡可能
[00:10:57.400 --> 00:10:59.400]  根本不可能寫這麼多字
[00:10:59.400 --> 00:11:01.400]  但是重要的東西是怎樣呢?
[00:11:01.400 --> 00:11:03.400]  就要靠記
[00:11:03.400 --> 00:11:05.400]  所以現代其實很多人
[00:11:05.400 --> 00:11:07.400]  現在又走回頭,知道背誦的重要
[00:11:07.400 --> 00:11:09.400]  以前一個長時期
[00:11:09.400 --> 00:11:11.400]  大家都知道在香港受教育
[00:11:11.400 --> 00:11:13.400]  有時受誤導,鼓勵人不要念書
[00:11:13.400 --> 00:11:15.400]  沒有錯的,沒有人叫你念死書
[00:11:15.400 --> 00:11:17.400]  沒有人叫你念電話簿
[00:11:17.400 --> 00:11:19.400]  但是好的書,好的文章
[00:11:19.400 --> 00:11:21.400]  不念,全世界沒有人損失
[00:11:21.400 --> 00:11:23.400]  是你閣下自己的損失
[00:11:23.400 --> 00:11:25.400]  因為你念得好東西多
[00:11:25.400 --> 00:11:27.400]  你的腦越發達,越記得東西多
[00:11:27.400 --> 00:11:29.400]  而一定要整套的好作品
[00:11:29.400 --> 00:11:31.400]  裡面你整個起承轉合就知道了
[00:11:31.400 --> 00:11:33.400]  很多朋友自己都身受其害
[00:11:33.400 --> 00:11:35.400]  中學時代
[00:11:35.400 --> 00:11:37.400]  誤受這種思想,以為非要我發揮就行了
[00:11:37.400 --> 00:11:39.400]  非要我不用記東西
[00:11:39.400 --> 00:11:41.400]  到時就不是發揮,是揮發
[00:11:41.400 --> 00:11:43.400]  沒有清楚
[00:11:43.400 --> 00:11:45.400]  意思之就說不出來
[00:11:45.400 --> 00:11:47.400]  而且讀多少年班都好
[00:11:47.400 --> 00:11:49.400]  說的說話一樣是這麼貔貅
[00:11:49.400 --> 00:11:51.400]  一樣是這麼淺陋
[00:11:51.400 --> 00:11:53.400]  為什麼人家可以出口成章呢?
[00:11:53.400 --> 00:11:55.400]  為什麼人家沒什麼就看得書多
[00:11:55.400 --> 00:11:57.400]  就是好句念一歌
[00:11:57.400 --> 00:11:59.400]  我時時舉這個例子,梅艷芳、食尚一世
[00:11:59.400 --> 00:12:01.400]  懂得念一千首歌的
[00:12:01.400 --> 00:12:03.400]  你怎麼知道梅艷芳所有有成名的歌唱家
[00:12:03.400 --> 00:12:05.400]  都是不知道多少套
[00:12:05.400 --> 00:12:07.400]  藝術作品在腦裡
[00:12:07.400 --> 00:12:09.400]  是不是?
[00:12:09.400 --> 00:12:11.400]  這很神奇,你越用得多越好
[00:12:11.400 --> 00:12:13.400]  這些好像半題外
[00:12:13.400 --> 00:12:15.400]  其實都是互相鼓勵的讀書
[00:12:15.400 --> 00:12:17.400]  有一個很出名的美國的議員
[00:12:17.400 --> 00:12:19.400]  教育學家Dale Carnegie
[00:12:19.400 --> 00:12:21.400]  中國人叫做簡理基,他出了很多課程
[00:12:21.400 --> 00:12:23.400]  那些書全部叫做
[00:12:23.400 --> 00:12:25.400]  How to influence people
[00:12:25.400 --> 00:12:27.400]  by 什麼什麼
[00:12:27.400 --> 00:12:29.400]  How to win friends and influence people
[00:12:29.400 --> 00:12:31.400]  怎樣贏得朋友和影響人
[00:12:31.400 --> 00:12:33.400]  一系列的
[00:12:33.400 --> 00:12:35.400]  有些是演講,有些是其他
[00:12:35.400 --> 00:12:37.400]  其中演講那一半他講得很清楚
[00:12:37.400 --> 00:12:39.400]  普通人用的記憶
[00:12:39.400 --> 00:12:41.400]  是用了我們的天分
[00:12:41.400 --> 00:12:43.400]  十分之一
[00:12:43.400 --> 00:12:45.400]  有十分之九是荒廢了,沒有開發
[00:12:45.400 --> 00:12:47.400]  為什麼你看到有些人的記性那麼好呢?
[00:12:47.400 --> 00:12:49.400]  固然是有天分有上等恩賜
[00:12:49.400 --> 00:12:51.400]  其實主要都是他自小用得多
[00:12:51.400 --> 00:12:53.400]  越用得多就越好
[00:12:53.400 --> 00:12:55.400]  等於大隻佬
[00:12:55.400 --> 00:12:57.400]  為什麼整天舉重呢?
[00:12:57.400 --> 00:12:59.400]  為什麼他那隻大老鼠我們那隻小老鼠
[00:12:59.400 --> 00:13:01.400]  他整天用就變成大老鼠
[00:13:01.400 --> 00:13:03.400]  不用就變成小老鼠
[00:13:03.400 --> 00:13:05.400]  所以有時候在座的尤其是年輕人
[00:13:05.400 --> 00:13:07.400]  鼓勵的,實在是有很多日子
[00:13:07.400 --> 00:13:09.400]  沒有人叫你唸電話簿的
[00:13:09.400 --> 00:13:11.400]  除非是納粹黨的苦營
[00:13:11.400 --> 00:13:13.400]  但是好的作品不唸
[00:13:13.400 --> 00:13:15.400]  是你自己的損失
[00:13:15.400 --> 00:13:17.400]  好的詩詞,好的詩歌
[00:13:17.400 --> 00:13:19.400]  無論什麼語文
[00:13:19.400 --> 00:13:21.400]  當唱歌那樣唸了它
[00:13:21.400 --> 00:13:23.400]  根本是一種享受
[00:13:23.400 --> 00:13:25.400]  再講下去,李牧師會很溫柔
[00:13:25.400 --> 00:13:27.400]  很自嘲的笑一笑,也有些道理
[00:13:27.400 --> 00:13:29.400]  不過似乎今天時間不夠
[00:13:29.400 --> 00:13:31.400]  那就講回來
[00:13:31.400 --> 00:13:33.400]  好了,講回一些爭議
[00:13:33.400 --> 00:13:35.400]  世界各國古代都有
[00:13:35.400 --> 00:13:37.400]  通常都是用精簡的方式
[00:13:37.400 --> 00:13:39.400]  押韻的,甚至對嘔的
[00:13:39.400 --> 00:13:41.400]  容易記,這些讓我們
[00:13:41.400 --> 00:13:43.400]  自己讀聖經看完之後
[00:13:43.400 --> 00:13:45.400]  你會發覺,這個押韻
[00:13:45.400 --> 00:13:47.400]  我們看不到,因為它可以譯成英文
[00:13:47.400 --> 00:13:49.400]  或者譯成中文,它原來是
[00:13:49.400 --> 00:13:51.400]  希伯來文
[00:13:51.400 --> 00:13:53.400]  但是你看詩篇裡面也是,尤其是那些字母詩
[00:13:53.400 --> 00:13:55.400]  它本身原本是詩歌
[00:13:55.400 --> 00:13:57.400]  就算傳道書也是
[00:13:57.400 --> 00:13:59.400]  對嘔就可以譯得出來
[00:13:59.400 --> 00:14:01.400]  看著它很排嘔,很精進
[00:14:01.400 --> 00:14:03.400]  這個呢
[00:14:03.400 --> 00:14:05.400]  譬如說,整部周元書
[00:14:05.400 --> 00:14:07.400]  最精進的一句,最主要的一句就是排嘔
[00:14:07.400 --> 00:14:09.400]  敬畏耶和華是智慧的開端
[00:14:09.400 --> 00:14:11.400]  認識知情者便是聰明
[00:14:11.400 --> 00:14:13.400]  雖然沒有中文那些對嘔得
[00:14:13.400 --> 00:14:15.400]  像對聯那樣,那麼工整,那麼齊整的字架
[00:14:15.400 --> 00:14:17.400]  但是它的氣勢是對一對
[00:14:17.400 --> 00:14:19.400]  我們人有一個association
[00:14:19.400 --> 00:14:21.400]  有一個聯想的能力,所以就利用
[00:14:21.400 --> 00:14:23.400]  這件事,所謂
[00:14:23.400 --> 00:14:25.400]  話頭就醒尾
[00:14:25.400 --> 00:14:27.400]  舉一就反渣
[00:14:27.400 --> 00:14:29.400]  人是有這個能力的,上帝的恩賜
[00:14:29.400 --> 00:14:31.400]  所以在古代書寫不方便
[00:14:31.400 --> 00:14:33.400]  人們更加重視
[00:14:33.400 --> 00:14:35.400]  這個記憶,所以那些重要的語句
[00:14:35.400 --> 00:14:37.400]  當然有歌訣
[00:14:37.400 --> 00:14:39.400]  到處都是,你看中國,以前連中醫
[00:14:39.400 --> 00:14:41.400]  那些湯頭歌都有歌訣
[00:14:41.400 --> 00:14:43.400]  那些東西不容易記
[00:14:43.400 --> 00:14:45.400]  就把它編成一首歌,很多東西都是這樣的
[00:14:45.400 --> 00:14:47.400]  我只記得我們
