
[00:00:00.000 --> 00:00:06.400]  今天我們分享的題目是舊約僕人傳
[00:03:14.000 --> 00:03:16.400]  就是以色列人一殺了種
[00:03:16.400 --> 00:03:19.400]  然後米顛人 亞馬力人和東方人
[00:03:19.400 --> 00:03:20.800]  就一起來攻擊他們
[00:03:20.800 --> 00:03:22.000]  對著他們安營
[00:03:22.000 --> 00:03:23.400]  就是他們附近紮營
[00:03:23.400 --> 00:03:25.000]  毀壞他們的土產
[00:03:25.000 --> 00:03:27.600]  沒有讓以色列人留下食物
[00:03:27.600 --> 00:03:30.000]  牛、羊、驢什麼都沒有留下
[00:03:30.000 --> 00:03:32.400]  那幫人就帶著生畜
[00:03:32.400 --> 00:03:35.000]  好像蝗蟲那麼多
[00:03:35.000 --> 00:03:37.600]  人和駱駝無數
[00:03:37.600 --> 00:03:40.600]  都進入國內毀壞全地
[00:03:40.600 --> 00:03:44.000]  那一刻的以色列人的確面對水深火熱
[00:03:44.000 --> 00:03:47.400]  因為被人搶到一點都不能留下
[00:03:47.400 --> 00:03:50.400]  結果在第六章第六節裏
[00:03:50.400 --> 00:03:53.000]  以色列人因為米顛人的緣故
[00:03:53.000 --> 00:03:55.400]  極其窮乏
[00:03:55.400 --> 00:03:57.800]  就呼求耶和華
[00:03:57.800 --> 00:04:00.000]  人很多時候都是這樣的
[00:04:00.000 --> 00:04:04.800]  你很地地、很健康、很順風順水
[00:04:04.800 --> 00:04:08.000]  你就忘記了一個人
[00:04:08.000 --> 00:04:10.200]  或者那個神就是上帝
[00:04:10.200 --> 00:04:11.600]  但當有事的時候
[00:04:11.600 --> 00:04:13.400]  我們就懂得說:哎呀神啊
[00:04:13.400 --> 00:04:14.400]  祢在哪裏啊?
[00:04:14.400 --> 00:04:16.400]  祢為什麼不來救我們?
[00:04:16.400 --> 00:04:18.400]  原來以色列人當時
[00:04:18.400 --> 00:04:21.600]  去到七年被人這樣欺負的時候
[00:04:21.600 --> 00:04:25.000]  原來因為他們犯了一種其中最嚴重的罪
[00:04:25.000 --> 00:04:26.400]  就是拜了偶像
[00:04:26.400 --> 00:04:28.000]  他們拜了假神
[00:04:28.000 --> 00:04:30.800]  沒有將上帝放在眼裏
[00:04:30.800 --> 00:04:34.400]  也沒有單單去敬拜上帝
[00:04:34.400 --> 00:04:37.400]  那裏記載有一天
[00:04:37.400 --> 00:04:40.000]  基顛那天就在大樹下
[00:04:40.000 --> 00:04:43.800]  就在榨酒池的底部打麥子
[00:04:43.800 --> 00:04:46.200]  因為他要將穀物收起來
[00:04:46.200 --> 00:04:48.200]  不想讓米顛人知道
[00:04:48.200 --> 00:04:51.400]  因為一知道就被他搶了
[00:04:51.400 --> 00:04:53.200]  結果他在打麥子的時候
[00:04:53.200 --> 00:04:56.200]  耶和華的使者突然間出現
[00:04:56.200 --> 00:05:00.200]  跟他說:這個打招呼方法也挺厲害的
[00:05:00.200 --> 00:05:02.600]  他說:大能的勇士
[00:05:02.600 --> 00:05:05.800]  耶和華與你同在
[00:05:05.800 --> 00:05:07.200]  如果你聽到這句話
[00:05:07.200 --> 00:05:09.200]  我不知道你有什麼感覺
[00:05:09.200 --> 00:05:12.000]  突然間有上帝的使者稱呼你
[00:05:12.000 --> 00:05:13.400]  大能的勇士
[00:05:13.400 --> 00:05:15.600]  耶和華與你同在
[00:05:15.600 --> 00:05:19.200]  給你你會怎麼回應呢?
[00:05:19.200 --> 00:05:22.000]  你可能說:啊?我是大能勇士?
[00:05:22.000 --> 00:05:24.200]  或者你說:不是的 不是的 不是的
[00:05:24.200 --> 00:05:25.600]  基顛說什麼呢?
[00:05:25.600 --> 00:05:26.800]  基顛跟他說
[00:05:26.800 --> 00:05:31.000]  他執著耶和華與你同在那幾個字
[00:05:31.000 --> 00:05:33.000]  基顛就說:主啊
[00:05:33.000 --> 00:05:35.400]  耶和華如果與我同在
[00:05:35.400 --> 00:05:38.200]  我們怎麼會這麼慘啊?
[00:05:38.200 --> 00:05:40.000]  我們的列祖不是說
[00:05:40.000 --> 00:05:43.400]  耶和華帶我們從埃及出來
[00:05:43.400 --> 00:05:45.200]  那麼那個奇妙的作為
[00:05:45.200 --> 00:05:47.200]  你說得這麼厲害的那個耶和華
[00:05:47.200 --> 00:05:48.000]  在哪裡啊?
[00:05:48.000 --> 00:05:49.800]  為什麼丟棄我們
[00:05:49.800 --> 00:05:54.400]  將我們交在米顛人的手裡?
[00:05:54.400 --> 00:05:55.800]  他好像很合理
[00:05:55.800 --> 00:05:57.400]  因為他現在真的是這樣的境地
[00:05:57.400 --> 00:05:59.400]  好像我們很多時候出去傳福音
[00:05:59.400 --> 00:06:03.000]  跟別人說:耶穌愛你
[00:06:03.000 --> 00:06:05.400]  有時候只有一句:耶穌愛我?
[00:06:05.400 --> 00:06:07.800]  耶穌愛我現在不用失戀了
[00:06:07.800 --> 00:06:09.800]  耶穌愛我的生意不會這樣了
[00:06:09.800 --> 00:06:12.200]  你還說耶穌愛我?
[00:06:12.200 --> 00:06:14.600]  但是有時候愛就是愛
[00:06:14.600 --> 00:06:15.400]  什麼意思呢?
[00:06:15.400 --> 00:06:19.000]  如果我們繼續抓緊上帝的手
[00:06:19.000 --> 00:06:20.400]  我們可能很快
[00:06:20.400 --> 00:06:21.800]  或者有一天就知道
[00:06:21.800 --> 00:06:25.200]  為什麼你今天失戀
[00:06:25.200 --> 00:06:27.400]  可能是你自己討人厭
[00:06:27.400 --> 00:06:29.400]  你弄走了你的男朋友、女朋友
[00:06:29.400 --> 00:06:30.800]  可能是你經營不善
[00:06:30.800 --> 00:06:31.800]  所以搞成這樣
[00:06:31.800 --> 00:06:35.800]  或者可能是上帝很想你在當中
[00:06:35.800 --> 00:06:39.000]  學到一些什麼事情
[00:06:39.000 --> 00:06:40.800]  聽完基顛這樣回應之後
[00:06:40.800 --> 00:06:44.000]  上帝也沒有回應他的質問
[00:06:44.000 --> 00:06:47.400]  祂只說:你靠著你這個能力
[00:06:47.400 --> 00:06:52.000]  去從米顛人手裡拯救以色列人
[00:06:52.000 --> 00:06:53.800]  接著那句很強烈
[00:06:53.800 --> 00:06:57.000]  祂說:是我差遣你去的
[00:06:57.000 --> 00:06:58.400]  你不用怕
[00:06:58.400 --> 00:07:03.000]  上帝自己跟他說:我差遣你去的
[00:07:03.000 --> 00:07:05.200]  如果是你和我
[00:07:05.200 --> 00:07:07.000]  可能都會害怕
[00:07:07.000 --> 00:07:09.200]  因為說去打米顛人
[00:07:09.200 --> 00:07:13.400]  剛才說到那些駱駝的人好像蝗蟲一樣
[00:07:13.400 --> 00:07:14.600]  基顛這樣說
[00:07:14.600 --> 00:07:15.600]  祂說:主啊
[00:07:15.600 --> 00:07:18.200]  我有何能拯救以色列人呢?
[00:07:18.200 --> 00:07:21.800]  我家在馬拿西支派中是最貧窮的
[00:07:21.800 --> 00:07:24.800]  我在我父家是最微小的
[00:07:24.800 --> 00:07:26.400]  好像很合理
[00:07:26.400 --> 00:07:28.000]  我這麼微小?
[00:07:28.000 --> 00:07:29.600]  祢找我?
[00:07:29.600 --> 00:07:31.200]  可能都像我們一樣
[00:07:31.200 --> 00:07:34.400]  如果有一天主日學部長跟你說
[00:07:34.400 --> 00:07:36.200]  啊!某某弟兄
[00:07:36.200 --> 00:07:37.000]  不如這樣吧
[00:07:37.000 --> 00:07:38.200]  你教主日學吧
[00:07:38.200 --> 00:07:39.400]  跟我一起
[00:07:39.400 --> 00:07:40.400]  我教一半
[00:07:40.400 --> 00:07:41.200]  你教一半
[00:07:41.200 --> 00:07:42.000]  我教一堂
[00:07:42.000 --> 00:07:42.800]  你教一堂
[00:07:42.800 --> 00:07:44.200]  我幫著你
[00:07:44.200 --> 00:07:46.000]  你會怎麼說呢?
[00:07:46.000 --> 00:07:47.600]  好啊好啊好啊
[00:07:47.600 --> 00:07:48.400]  你跟我一起
[00:07:48.400 --> 00:07:48.800]  行的啦
[00:07:48.800 --> 00:07:50.000]  一定行的啦
[00:07:50.000 --> 00:07:51.400]  你可能馬上說
[00:07:51.400 --> 00:07:52.600]  不好
[00:07:52.600 --> 00:07:54.800]  我靈性不好
[00:07:54.800 --> 00:07:56.400]  我回教會不是很久
[00:07:56.400 --> 00:07:58.400]  其實可能回了十五年了
[00:07:58.400 --> 00:07:59.800]  我回教會不是很久
[00:07:59.800 --> 00:08:01.000]  我靈性不好
[00:08:01.000 --> 00:08:01.800]  接著你馬上想
[00:08:01.800 --> 00:08:04.200]  誰都還沒教啦
[00:08:04.200 --> 00:08:05.000]  我來教?
[00:08:05.000 --> 00:08:05.600]  不行
[00:08:05.600 --> 00:08:07.000]  我是最微小的
[00:08:07.000 --> 00:08:08.600]  我的團契是最小的
[00:08:08.600 --> 00:08:10.800]  日子最淺的
[00:08:10.800 --> 00:08:12.400]  可能我們都是這樣
[00:08:12.400 --> 00:08:14.800]  但是原來你一邊看下去
[00:08:14.800 --> 00:08:19.400]  為甚麼上帝要找基顛?
[00:08:19.400 --> 00:08:20.600]  你會明白多了
[00:08:20.600 --> 00:08:21.800]  或者說為甚麼會明白
[00:08:21.800 --> 00:08:24.000]  為甚麼上帝找我和你
[00:08:24.000 --> 00:08:26.600]  去做現在的侍奉?
[00:08:26.600 --> 00:08:27.400]  繼續說下去
[00:08:27.400 --> 00:08:29.600]  在《時詩記》第六章十六節
[00:08:29.600 --> 00:08:31.600]  耶和華和基顛說
[00:08:31.600 --> 00:08:33.400]  我與你同在
[00:08:33.400 --> 00:08:36.400]  你就必擊打米顛人
[00:08:36.400 --> 00:08:40.000]  如擊打一人一樣
[00:08:40.000 --> 00:08:41.800]  人家好像王蟲那麼多
[00:08:41.800 --> 00:08:44.400]  你說我基顛去打他們
[00:08:44.400 --> 00:08:47.000]  好像一個人一樣?
[00:08:47.000 --> 00:08:50.400]  雖然上帝已經再次保證
[00:08:50.400 --> 00:08:54.400]  但是基顛還是沒照吩咐去做
[00:08:54.400 --> 00:08:56.000]  基顛做了一樣東西
[00:08:56.000 --> 00:08:57.400]  可能有時我們都會做
[00:08:57.400 --> 00:08:59.400]  他和上帝說
[00:08:59.400 --> 00:09:02.800]  你給我一個證據
[00:09:02.800 --> 00:09:03.600]  甚麼證據?
[00:09:03.600 --> 00:09:05.000]  他自己想
[00:09:05.000 --> 00:09:05.800]  接著基顛說
[00:09:05.800 --> 00:09:07.800]  如果我在你眼前蒙恩
[00:09:07.800 --> 00:09:09.000]  求你給我一個證據
[00:09:09.000 --> 00:09:11.200]  我就知道和我說話的那個
[00:09:11.200 --> 00:09:13.600]  是上帝 是主
[00:09:13.600 --> 00:09:16.400]  請你和那個侍者說
[00:09:16.400 --> 00:09:18.000]  請你不要離開這裡
[00:09:18.000 --> 00:09:19.400]  等我回來
[00:09:19.400 --> 00:09:21.200]  我拿些東西來你面前
[00:09:21.200 --> 00:09:22.400]  那他可能就走了
[00:09:22.400 --> 00:09:23.000]  他在走的時候
[00:09:23.000 --> 00:09:23.800]  可能都看著
[00:09:23.800 --> 00:09:24.400]  看回頭
[00:09:24.400 --> 00:09:25.800]  你不要走
[00:09:25.800 --> 00:09:27.000]  等我
[00:09:27.000 --> 00:09:29.000]  然後他就跑回家
[00:09:29.000 --> 00:09:30.200]  再跑回來
[00:09:30.200 --> 00:09:31.000]  聖經說
[00:09:31.000 --> 00:09:33.200]  基顛就預備了一個羊羔
[00:09:33.200 --> 00:09:35.800]  然後就用一些無膠餅
[00:09:35.800 --> 00:09:37.600]  去放在湯壺上面
[00:09:37.600 --> 00:09:39.200]  然後就回去
[00:09:39.200 --> 00:09:43.200]  就給那個天使放在那裡
[00:09:43.200 --> 00:09:44.600]  然後那個天使
[00:09:44.600 --> 00:09:45.400]  聖經就說
[00:09:45.400 --> 00:09:47.200]  他伸出手的匠
[00:09:47.200 --> 00:09:49.800]  然後匠裡面
[00:09:49.800 --> 00:09:52.400]  指著那些肉、無膠餅
[00:09:52.400 --> 00:09:54.400]  都在火裡面
[00:09:54.400 --> 00:09:57.200]  在盆石那裡有些火出來
[00:09:57.200 --> 00:10:00.000]  接著就燒著了那些貢物
[00:10:00.000 --> 00:10:04.400]  即代表上帝閲納了他的貢物
[00:10:04.400 --> 00:10:07.200]  然後接著基顛才會害怕
[00:10:07.200 --> 00:10:08.200]  聖經說
[00:10:08.200 --> 00:10:10.600]  基顛看到他是耶和華的侍者
[00:10:10.600 --> 00:10:11.200]  就說
[00:10:11.200 --> 00:10:12.000]  「哀哉!」
[00:10:12.000 --> 00:10:12.600]  即是說
[00:10:12.600 --> 00:10:15.200]  「糟了!主耶和華
[00:10:15.200 --> 00:10:17.200]  我不好了!我不行了!」
[00:10:17.200 --> 00:10:18.600]  「因為我敵面」
[00:10:18.600 --> 00:10:20.000]  甚麼叫敵面呢?
[00:10:20.000 --> 00:10:22.000]  就是面對面
[00:10:22.000 --> 00:10:24.000]  看到耶和華的侍者
[00:10:24.000 --> 00:10:25.600]  他現在才會害怕
[00:10:25.600 --> 00:10:27.200]  然後耶和華也跟他說
[00:10:27.200 --> 00:10:29.400]  「你放心!不要懼怕!
[00:10:29.400 --> 00:10:31.400]  你必不至死!
[00:10:31.400 --> 00:10:33.600]  然後你要為上帝
[00:10:33.600 --> 00:10:35.600]  祝一座祭壇」
[00:10:35.600 --> 00:10:37.600]  祭壇的名字就叫做
[00:10:37.600 --> 00:10:39.200]  「耶和華沙龍」
[00:10:39.200 --> 00:10:41.800]  即是說主賜平安
[00:10:41.800 --> 00:10:42.800]  有時候我們聽到
[00:10:42.800 --> 00:10:44.000]  「耶和華沙龍」
[00:10:44.000 --> 00:10:45.400]  原來就是這個意思
[00:10:45.400 --> 00:10:47.600]  主賜平安
[00:10:47.600 --> 00:10:48.200]  好了
[00:10:48.200 --> 00:10:49.800]  他得到這個證據之後
[00:10:49.800 --> 00:10:51.200]  安心一點
[00:10:51.200 --> 00:10:54.000]  然後派他做第一個任務
[00:10:54.000 --> 00:10:56.000]  這個任務也挺艱鉅
[00:10:56.000 --> 00:10:56.800]  就是甚麼呢?
[00:10:56.800 --> 00:10:57.600]  任務一
[00:10:57.600 --> 00:10:58.600]  就是他說
[00:10:58.600 --> 00:11:02.400]  你要回家拆毀你父親
[00:11:02.400 --> 00:11:03.600]  為巴力
[00:11:03.600 --> 00:11:05.200]  即是那個假神
[00:11:05.200 --> 00:11:07.400]  所祝的壇
[00:11:07.400 --> 00:11:10.600]  還要砍掉壇旁邊的木偶
[00:11:10.600 --> 00:11:15.600]  即是他們所拜的木匠
[00:11:15.600 --> 00:11:18.200]  再在原本的盆石上
[00:11:18.200 --> 00:11:19.600]  整整齊齊
[00:11:19.600 --> 00:11:22.000]  為耶和華祝一座壇
[00:11:22.000 --> 00:11:25.400]  即是說拆掉原本石上的巴力
[00:11:25.400 --> 00:11:27.600]  然後就放上帝的壇上去
[00:11:27.600 --> 00:11:29.600]  再拿父親的一隻牛
[00:11:29.600 --> 00:11:32.200]  獻為梵祭
[00:11:32.200 --> 00:11:33.600]  然後還要將你本來
[00:11:33.600 --> 00:11:35.200]  扔下的那個木偶
[00:11:35.200 --> 00:11:37.400]  然後當柴燒
[00:11:37.400 --> 00:11:38.400]  嘩
[00:11:38.400 --> 00:11:40.600]  這件事大不大呢?
[00:11:40.600 --> 00:11:42.000]  我相信大了
[00:11:42.000 --> 00:11:43.600]  我不知道大家家裡
[00:11:43.600 --> 00:11:44.400]  有沒有小時候
[00:11:44.400 --> 00:11:47.200]  曾經你爸爸媽媽拜偶像
[00:11:47.200 --> 00:11:49.200]  如果有一天
[00:11:49.200 --> 00:11:50.600]  你晚上等他睡著了
[00:11:50.600 --> 00:11:52.400]  砰!這樣打爛了
[00:11:52.400 --> 00:11:53.200]  然後爸爸說
[00:11:53.200 --> 00:11:54.800]  「嘩!為甚麼搞成這樣?」
[00:11:54.800 --> 00:11:56.400]  然後我想你也不會很有型地說
[00:11:56.400 --> 00:11:57.800]  「我做的」
[00:11:57.800 --> 00:11:59.000]  我想你未必會
[00:11:59.000 --> 00:12:03.200]  但是這一刻他不敢大鑼大鼓去做
[00:12:03.200 --> 00:12:04.600]  他就要晚上
[00:12:04.600 --> 00:12:06.600]  聖經說他找了十個人
[00:12:06.600 --> 00:12:08.600]  和他一起去行動
[00:12:08.600 --> 00:12:10.800]  然後當然拆完之後
[00:12:10.800 --> 00:12:12.800]  再放上帝的壇之後
[00:12:12.800 --> 00:12:14.000]  很多人知道這件事
[00:12:14.000 --> 00:12:15.800]  整村都轟動
[00:12:15.800 --> 00:12:17.200]  聖經說那些人
[00:12:17.200 --> 00:12:20.000]  全城的人就去找他父親算帳
[00:12:20.000 --> 00:12:22.600]  快點將你兒子交出來
[00:12:22.600 --> 00:12:23.600]  讓我們殺了他
[00:12:23.600 --> 00:12:25.600]  即是將他忌奠
[00:12:25.600 --> 00:12:29.000]  因為他拆毀了巴力的壇
[00:12:29.000 --> 00:12:30.000]  還拆了
[00:12:30.000 --> 00:12:32.400]  還砍了那個偶像
[00:12:32.400 --> 00:12:33.800]  那個木偶
[00:12:33.800 --> 00:12:35.200]  如果按理
[00:12:35.200 --> 00:12:37.200]  爸爸應該會很生氣
[00:12:37.200 --> 00:12:38.200]  因為壇拆了
[00:12:38.200 --> 00:12:39.400]  還要不說話
[00:12:39.400 --> 00:12:41.200]  拿了他的牛去獻祭
[00:12:41.200 --> 00:12:43.400]  剛才他也說他是自貧窮的
[00:12:43.400 --> 00:12:45.800]  結果就整隻牛拿去獻祭
[00:12:45.800 --> 00:12:47.800]  帶戲劇性的情節
[00:12:47.800 --> 00:12:49.200]  就這樣出現了
[00:12:49.200 --> 00:12:50.400]  當那些人來到
[00:12:50.400 --> 00:12:53.000]  浩浩蕩蕩要斬自己的兒子的時候
[00:12:53.000 --> 00:12:54.200]  爸爸站出來
[00:12:54.200 --> 00:12:55.400]  說了以下這一句
[00:12:55.400 --> 00:12:57.400]  很有型的說話
[00:12:57.400 --> 00:13:00.600]  他說如果巴力是神
[00:13:00.600 --> 00:13:02.800]  即是如果巴力是真正的神
[00:13:02.800 --> 00:13:05.200]  有人拆毀他的壇
[00:13:05.200 --> 00:13:09.400]  就他自己為自己爭論
[00:13:09.400 --> 00:13:11.800]  你們用不著發聲
[00:13:11.800 --> 00:13:14.000]  我想那時候基顛在旁邊看
[00:13:14.000 --> 00:13:16.600]  或者在後面瞇著的時候聽到
[00:13:16.600 --> 00:13:18.000]  他覺得很感恩
[00:13:18.000 --> 00:13:19.600]  他本來就是怕父親
[00:13:19.600 --> 00:13:21.400]  才要晚上行事
[00:13:21.400 --> 00:13:26.600]  誰知道父親竟然振振有詞地說
[00:13:26.600 --> 00:13:28.600]  如果巴力是真神
[00:13:28.600 --> 00:13:31.200]  就不會這樣
[00:13:31.200 --> 00:13:33.400]  我想我們基督徒的經歷
[00:13:33.400 --> 00:13:35.000]  都會有時相似
[00:13:35.000 --> 00:13:37.800]  就是有些事情你覺得很艱難
[00:13:37.800 --> 00:13:39.600]  很大、很重大
[00:13:39.600 --> 00:13:42.000]  你覺得做不到
[00:13:42.000 --> 00:13:44.400]  但是你祈禱之後
[00:13:44.400 --> 00:13:46.200]  上帝幫你出手
[00:13:46.200 --> 00:13:48.600]  或者你覺得那件事沒什麼可能會發生
[00:13:48.600 --> 00:13:49.400]  又發生了
[00:13:49.400 --> 00:13:52.400]  或者給我們一些智慧去解決那些問題
[00:13:52.400 --> 00:13:54.800]  譬如剛剛過去晚宴
[00:13:54.800 --> 00:13:56.200]  有些弟兄姊妹跟我說
[00:13:56.200 --> 00:13:58.800]  哎呀 我很想邀請我的家人來
[00:13:58.800 --> 00:14:02.800]  但是以往叫他們來教會的活動都不來
[00:14:02.800 --> 00:14:05.800]  但是這次真的硬著頭皮去祈禱
[00:14:05.800 --> 00:14:08.800]  祈禱之後又硬著頭皮去邀請他們
[00:14:08.800 --> 00:14:10.600]  結果答應了
[00:14:10.600 --> 00:14:12.800]  結果幾個家人都來了
[00:14:12.800 --> 00:14:14.200]  還一起唱詩歌
[00:14:14.200 --> 00:14:16.200]  還說對教會的印象很好
[00:14:16.200 --> 00:14:18.200]  這個就是一些小小的神蹟
[00:14:18.200 --> 00:14:19.800]  但是你不去做
[00:14:19.800 --> 00:14:21.600]  你永遠都覺得不行了
[00:14:21.600 --> 00:14:23.000]  沒可能了
[00:14:23.000 --> 00:14:24.000]  那你就不會做
[00:14:24.000 --> 00:14:27.000]  但是當那件事是合上帝的心意的時候
[00:14:27.000 --> 00:14:31.000]  上帝會派天使幫你出手
[00:14:31.000 --> 00:14:32.600]  這個我相信就是聖經說的
[00:14:32.600 --> 00:14:36.800]  那個出人意外的平安
[00:14:36.800 --> 00:14:38.400]  有平安不僅是
[00:14:38.400 --> 00:14:42.600]  還是出乎你的意料之外
[00:14:42.600 --> 00:14:46.000]  好了 內憂暫時平定了
[00:14:46.000 --> 00:14:48.200]  外患又來了
[00:14:48.200 --> 00:14:49.400]  在六章33節
[00:14:49.400 --> 00:14:52.600]  他說那時米顛人、亞馬力人、東方人
[00:14:52.600 --> 00:14:55.200]  一起已經聚集過河了
[00:14:55.200 --> 00:14:58.400]  這次殺到近身了
[00:14:58.400 --> 00:15:01.200]  那幫黃蟲、駱駝的人
[00:15:01.200 --> 00:15:03.200]  一起湧過來
[00:15:03.200 --> 00:15:05.800]  上帝就給了基顛一個智慧
[00:15:05.800 --> 00:15:07.800]  這次他們正要來的時候
[00:15:07.800 --> 00:15:10.200]  你們一起吹角
[00:15:10.200 --> 00:15:11.400]  即是吹號
[00:15:11.400 --> 00:15:13.000]  造成了氣勢
[00:15:13.000 --> 00:15:15.000]  起碼震一震他們
[00:15:15.000 --> 00:15:16.400]  先不要過來
[00:15:16.400 --> 00:15:18.600]  因為他們覺得你不知道有多少人
[00:15:18.600 --> 00:15:21.000]  或者這次為什麼被他們欺負了七年
[00:15:21.000 --> 00:15:23.200]  突然間懂得吹角
[00:15:23.200 --> 00:15:25.000]  來震一震他們
[00:15:25.000 --> 00:15:28.200]  誰知道那幫人、敵人不動
[00:15:28.200 --> 00:15:29.200]  接著好了
[00:15:29.200 --> 00:15:30.600]  基顛和我們一樣
[00:15:30.600 --> 00:15:31.800]  又害怕了
[00:15:31.800 --> 00:15:33.400]  又沒什麼信心
[00:15:33.400 --> 00:15:35.000]  他突然間想到他和上帝說
[00:15:35.000 --> 00:15:38.600]  上帝 你可不可以又給一個證明我們
[00:15:38.600 --> 00:15:40.200]  又第二次拿證明了
[00:15:40.200 --> 00:15:41.600]  這次證明是什麼呢
[00:15:41.600 --> 00:15:45.000]  他說如果他拿了一堆羊毛出來
[00:15:45.000 --> 00:15:47.000]  放在地上
[00:15:47.000 --> 00:15:48.000]  他和上帝說
[00:15:48.000 --> 00:15:50.400]  如果明天起床
[00:15:50.400 --> 00:15:53.200]  那些羊毛濕透了
[00:15:53.200 --> 00:15:55.400]  但是地是乾的
