
[00:00:00.000 --> 00:00:06.520]  我不知道大家聽到Ruby和Sophie
[00:03:28.200 --> 00:03:29.600]  為什麼要這樣
[00:03:29.600 --> 00:03:32.000]  論文序你看清楚
[00:03:32.000 --> 00:03:35.000]  那些是禍竿其實是珍珠
[00:03:35.000 --> 00:03:36.400]  天生一隻又一隻
[00:03:36.400 --> 00:03:38.000]  即是多少隻
[00:03:38.000 --> 00:03:39.200]  兩隻
[00:03:39.200 --> 00:03:41.000]  三四五六七八隻
[00:03:41.000 --> 00:03:43.000]  三乘四是多少
[00:03:43.000 --> 00:03:44.400]  十二
[00:03:44.400 --> 00:03:47.000]  五乘六
[00:03:47.000 --> 00:03:49.400]  七乘八
[00:03:49.400 --> 00:03:51.200]  五十六加三十
[00:03:51.200 --> 00:03:52.800]  再加十二是多少
[00:03:52.800 --> 00:03:54.600]  就是九十八
[00:03:54.600 --> 00:03:57.000]  九十八再加兩隻是多少
[00:03:57.000 --> 00:03:59.200]  就是一百 八了圖
[00:03:59.200 --> 00:04:02.600]  一開始兩句就已經解釋了整個八了圖
[00:04:02.600 --> 00:04:05.800]  原來論文序不單文學好
[00:04:05.800 --> 00:04:07.600]  數學也這麼厲害
[00:04:07.600 --> 00:04:08.400]  真的很厲害
[00:04:08.400 --> 00:04:12.000]  我想我們很多時候看東西就是看表面
[00:04:12.000 --> 00:04:13.600]  不是看心
[00:04:13.600 --> 00:04:16.400]  原來在聖經的故事裡面
[00:04:16.400 --> 00:04:19.800]  是很多很精彩的東西
[00:04:19.800 --> 00:04:23.800]  首先我們看看耶穌基督在哪裡出生
[00:04:23.800 --> 00:04:26.400]  伯利恆
[00:04:26.400 --> 00:04:28.200]  我們中國人和猶太人一樣
[00:04:28.200 --> 00:04:33.200]  一說起名字很自然就會想起一些聯想
[00:04:33.200 --> 00:04:35.200]  我問一問大家
[00:04:35.200 --> 00:04:36.400]  如果在香港來
[00:04:36.400 --> 00:04:38.600]  我一說赤柱你想到什麼
[00:04:38.600 --> 00:04:40.800]  馬上就想到監獄了
[00:04:40.800 --> 00:04:43.800]  我說你鵝頸你想到什麼
[00:04:43.800 --> 00:04:47.200]  鵝頸橋啊 或者是什麼
[00:04:47.200 --> 00:04:50.400]  打小人啊 是不是
[00:04:50.400 --> 00:04:54.000]  廟街那你想到什麼
[00:04:54.000 --> 00:04:56.600]  廟街那你想到什麼
[00:04:56.600 --> 00:05:00.000]  那些唱歌
[00:05:00.000 --> 00:05:02.400]  廟街那想到唱歌
[00:05:02.400 --> 00:05:05.200]  那些賣番板貨 老番
[00:05:05.200 --> 00:05:07.600]  一想起三藩市唐人浮
[00:05:07.600 --> 00:05:10.000]  你想起什麼
[00:05:10.000 --> 00:05:13.800]  三藩市播道會
[00:05:13.800 --> 00:05:15.600]  不知道是不是
[00:05:15.600 --> 00:05:20.000]  當然有些聯想在裡面
[00:05:20.000 --> 00:05:22.800]  猶太人一樣
[00:05:22.800 --> 00:05:25.800]  一想起伯利恆就想到聯想
[00:05:25.800 --> 00:05:27.000]  什麼聯想呢
[00:05:27.000 --> 00:05:29.400]  原來伯利恆在猶太人當中
[00:05:29.400 --> 00:05:32.600]  有兩件很重要的事
[00:05:32.600 --> 00:05:34.400]  是猶太人都會記得的
[00:05:34.400 --> 00:05:35.600]  第一件事是什麼
[00:05:35.600 --> 00:05:38.200]  原來猶太的祖先
[00:05:38.200 --> 00:05:41.200]  猶太祖先叫做瓦國
[00:05:41.200 --> 00:05:43.800]  瓦國因為和他大哥吵架
[00:05:43.800 --> 00:05:45.400]  於是怕他大哥殺了他
[00:05:45.400 --> 00:05:47.600]  就跑到舅舅那裡
[00:05:47.600 --> 00:05:49.800]  幫舅舅打工
[00:05:49.800 --> 00:05:55.800]  打工就看中了他舅舅的女兒
[00:05:55.800 --> 00:05:58.200]  小的女兒 不是大的女兒
[00:05:58.200 --> 00:06:00.600]  小的女兒 就喜歡他
[00:06:00.600 --> 00:06:04.200]  於是就想娶這個表妹為妻
[00:06:04.200 --> 00:06:07.200]  舅舅說行啊 七年苦工
[00:06:07.200 --> 00:06:09.200]  於是他做七年苦工
[00:06:09.200 --> 00:06:11.200]  愛情的偉大
[00:06:11.200 --> 00:06:13.200]  七年苦工 一日如七年
[00:06:13.200 --> 00:06:14.600]  很快就做完了
[00:06:14.600 --> 00:06:18.200]  結果洞房花燭夜
[00:06:18.200 --> 00:06:21.200]  糟了 貨不對辦
[00:06:21.200 --> 00:06:23.200]  原來那個不是小的女兒
[00:06:23.200 --> 00:06:24.200]  是大的女兒
[00:06:24.200 --> 00:06:26.200]  舅舅騙他
[00:06:26.200 --> 00:06:27.200]  這樣都行
[00:06:27.200 --> 00:06:29.200]  於是就跟舅舅說
[00:06:29.200 --> 00:06:30.200]  為什麼貨不對辦
[00:06:30.200 --> 00:06:31.200]  他說不是啊
[00:06:31.200 --> 00:06:32.200]  我們家裡的規矩
[00:06:32.200 --> 00:06:34.200]  大的未嫁 小的不可以嫁
[00:06:34.200 --> 00:06:36.200]  所以先給大的
[00:06:36.200 --> 00:06:37.200]  這樣就好了
[00:06:37.200 --> 00:06:39.200]  我想娶小的 行啊
[00:06:39.200 --> 00:06:41.200]  七年苦工
[00:06:41.200 --> 00:06:42.200]  做了十四年苦工
[00:06:42.200 --> 00:06:44.200]  我問一下我們中間的男人結了婚
[00:06:44.200 --> 00:06:46.200]  有多少人追你太太追了十四年
[00:06:46.200 --> 00:06:48.200]  做了十四年苦工才追到的
[00:06:48.200 --> 00:06:49.200]  有沒有啊
[00:06:49.200 --> 00:06:52.200]  Ellen 你的先生有沒有做了十四年苦工
[00:06:52.200 --> 00:06:56.200]  他說結了婚才做十四年苦工
[00:06:56.200 --> 00:07:00.200]  原來這個是很難得的太太
[00:07:00.200 --> 00:07:03.200]  但可惜娶了這個太太之後
[00:07:03.200 --> 00:07:04.200]  沒兒子生
[00:07:04.200 --> 00:07:06.200]  其他的妾侍一直生
[00:07:06.200 --> 00:07:08.200]  最後生到弱勢
[00:07:08.200 --> 00:07:11.200]  然後這次再懷孕
[00:07:11.200 --> 00:07:15.200]  新孕重的時候就去到百利行
[00:07:15.200 --> 00:07:17.200]  不幸的事情發生
[00:07:17.200 --> 00:07:21.200]  難產 死了
[00:07:21.200 --> 00:07:24.200]  於是雅各很傷心
[00:07:24.200 --> 00:07:25.200]  納了一個杯子
[00:07:25.200 --> 00:07:28.200]  去紀念他心愛的太太
[00:07:28.200 --> 00:07:31.200]  我告訴大家
[00:07:31.200 --> 00:07:35.200]  本來生就是一件很開心的事
[00:07:35.200 --> 00:07:39.200]  但怎知他成為一個悲劇
[00:07:39.200 --> 00:07:43.200]  那種心情 那種錯愕
[00:07:43.200 --> 00:07:46.200]  那種挫敗感
[00:07:46.200 --> 00:07:49.200]  是很難形容的
[00:07:49.200 --> 00:07:52.200]  我想我就會明白
[00:07:52.200 --> 00:07:53.200]  五年前
[00:07:53.200 --> 00:07:57.200]  那時我還在香港 我和太太
[00:07:57.200 --> 00:08:01.200]  因為我媳婦懷孕
[00:08:01.200 --> 00:08:04.200]  生了第二胎
[00:08:04.200 --> 00:08:07.200]  我們要回來慶賀
[00:08:07.200 --> 00:08:08.200]  回來的時候
[00:08:08.200 --> 00:08:10.200]  我兒子說還沒生
[00:08:10.200 --> 00:08:12.200]  你下去探妹
[00:08:12.200 --> 00:08:15.200]  我下去羅省探我女兒
[00:08:15.200 --> 00:08:17.200]  那天晚上去到的時候吃飯
[00:08:17.200 --> 00:08:19.200]  就接到我兒子電話
[00:08:19.200 --> 00:08:22.200]  他說Anna進了醫院
[00:08:22.200 --> 00:08:23.200]  我相信不用多久
[00:08:23.200 --> 00:08:27.200]  寶寶就會出生
[00:08:27.200 --> 00:08:31.200]  隔了不到十分鐘
[00:08:31.200 --> 00:08:33.200]  有個電話來
[00:08:33.200 --> 00:08:35.200]  不知發生什麼事
[00:08:35.200 --> 00:08:37.200]  要推手術室
[00:08:37.200 --> 00:08:40.200]  馬上要做手術
[00:08:40.200 --> 00:08:43.200]  我們以為就算流血不止
[00:08:43.200 --> 00:08:46.200]  也有得救的
[00:08:46.200 --> 00:08:47.200]  不夠幾分鐘後
[00:08:47.200 --> 00:08:49.200]  還有個電話打來
[00:08:49.200 --> 00:08:52.200]  Anna去世了
[00:08:52.200 --> 00:08:55.200]  要馬上劏肚
[00:08:55.200 --> 00:08:57.200]  把我寶寶拿出來
[00:08:57.200 --> 00:09:04.200]  然後直升機運去UCS急救
[00:09:04.200 --> 00:09:08.200]  我就想起了巴黎行的故事
[00:09:08.200 --> 00:09:11.200]  各種的震驚
[00:09:11.200 --> 00:09:16.200]  各種不是一般人能夠明白的
[00:09:16.200 --> 00:09:19.200]  大兒子三歲
[00:09:19.200 --> 00:09:23.200]  小兒子從未見過媽媽
[00:09:23.200 --> 00:09:26.200]  他在媽媽的肚子裡
[00:09:26.200 --> 00:09:29.200]  沒有氧氣多久都沒有人知道
[00:09:29.200 --> 00:09:30.200]  只知道出來的時候
[00:09:30.200 --> 00:09:33.200]  整個身體是藍色的
[00:09:33.200 --> 00:09:36.200]  然後運去強制治療那裡
[00:09:36.200 --> 00:09:39.200]  有十幾天
[00:09:39.200 --> 00:09:41.200]  他才能夠生存
[00:09:41.200 --> 00:09:43.200]  今天我孫子能夠生存
[00:09:43.200 --> 00:09:46.200]  是一個神蹟
[00:09:46.200 --> 00:09:48.200]  其實能夠生存
[00:09:48.200 --> 00:09:50.200]  只有百分之一左右
[00:09:50.200 --> 00:09:53.200]  而生存沒有腦子壞了
[00:09:53.200 --> 00:09:56.200]  又是一個奇蹟
[00:09:56.200 --> 00:10:00.200]  原來聖誕節是一個很重要的象徵
[00:10:00.200 --> 00:10:04.200]  是給那些苦痛的人一個訊息
[00:10:04.200 --> 00:10:06.200]  說還有盼望
[00:10:06.200 --> 00:10:08.200]  聖誕節是告訴我們
[00:10:08.200 --> 00:10:11.200]  不是絕望
[00:10:11.200 --> 00:10:12.200]  是有盼望的
[00:10:12.200 --> 00:10:16.200]  在巴黎行的野地裡
[00:10:16.200 --> 00:10:18.200]  當瑪麗亞懷著新人
[00:10:18.200 --> 00:10:21.200]  在巴黎行出生的時候
[00:10:21.200 --> 00:10:24.200]  我相信瑪麗亞一定會想到雅各的故事
[00:10:24.200 --> 00:10:27.200]  一定會想到李伯嘉的故事
[00:10:27.200 --> 00:10:30.200]  一定會想到拉傑的故事
[00:10:30.200 --> 00:10:32.200]  但是你想想
[00:10:32.200 --> 00:10:35.200]  有盼望在裡面是很不同的
[00:10:35.200 --> 00:10:36.200]  今天我們在世界上
[00:10:36.200 --> 00:10:39.200]  有很多人都會覺得沒有盼望
[00:10:39.200 --> 00:10:40.200]  特朗普選上的時候
[00:10:40.200 --> 00:10:42.200]  有很多人說我要移民
[00:10:42.200 --> 00:10:43.200]  我兒子說移民去加拿大
[00:10:43.200 --> 00:10:45.200]  不過是說說而已
[00:10:45.200 --> 00:10:46.200]  有很多人就說要什麼
[00:10:46.200 --> 00:10:49.200]  很多人好像對這個社會的前途
[00:10:49.200 --> 00:10:50.200]  對人生的前途
[00:10:50.200 --> 00:10:52.200]  好像沒有盼望在裡面
[00:10:52.200 --> 00:10:54.200]  但不是的
[00:10:54.200 --> 00:10:56.200]  在那個雅氣裡
[00:10:56.200 --> 00:10:58.200]  有個寶貝放在雅氣裡
[00:10:58.200 --> 00:10:59.200]  顯明莫大的能力
[00:10:59.200 --> 00:11:01.200]  不是出於我們 是出於神
[00:11:01.200 --> 00:11:04.200]  在基督徒裡永遠有盼望的
[00:11:04.200 --> 00:11:07.200]  永遠有盼望的
[00:11:07.200 --> 00:11:11.200]  如今常傳的有信望愛
[00:11:11.200 --> 00:11:13.200]  在基督徒裡永遠有盼望
[00:11:13.200 --> 00:11:17.200]  因為聖誕節是給那些傷痛的人
[00:11:17.200 --> 00:11:20.200]  是一個很重要的盼望
[00:11:20.200 --> 00:11:26.200]  人生裡面一定是有生離死別的
[00:11:26.200 --> 00:11:27.200]  人有悲歡離合
[00:11:27.200 --> 00:11:29.200]  越有陰晴緣缺
[00:11:29.200 --> 00:11:31.200]  此事古難全
[00:11:31.200 --> 00:11:34.200]  但願人長久千里共善捐
[00:11:34.200 --> 00:11:36.200]  蘇德摩特很想找一個
[00:11:36.200 --> 00:11:38.200]  真的有永恆
[00:11:38.200 --> 00:11:40.200]  但是世界上哪裡有永恆
[00:11:40.200 --> 00:11:42.200]  唯有耶穌那裡有永恆
[00:11:42.200 --> 00:11:45.200]  耶穌為我們釘上了十字架
[00:11:45.200 --> 00:11:46.200]  祂就告訴我們
[00:11:46.200 --> 00:11:48.200]  凡奴苦擔重擔
[00:11:48.200 --> 00:11:49.200]  人可以渡我們的來往
[00:11:49.200 --> 00:11:51.200]  一定會給你得到安息
[00:11:51.200 --> 00:11:53.200]  耶穌說 復活在我 生命也在我
[00:11:53.200 --> 00:11:55.200]  信我的人雖然死了也必復活
[00:11:55.200 --> 00:11:59.200]  凡活在信我的人必永遠不死
[00:11:59.200 --> 00:12:02.200]  所以有一次
[00:12:02.200 --> 00:12:05.200]  我和我的大孫聊天的時候
[00:12:05.200 --> 00:12:09.200]  他吹著那些花眼袍
[00:12:09.200 --> 00:12:11.200]  說要升上去天
[00:12:11.200 --> 00:12:12.200]  給他媽媽
[00:12:12.200 --> 00:12:16.200]  發訊息給媽媽在天堂
[00:12:16.200 --> 00:12:18.200]  我和他說
[00:12:18.200 --> 00:12:20.200]  阿爺跟你一樣
[00:12:20.200 --> 00:12:22.200]  我五歲沒了媽媽
[00:12:22.200 --> 00:12:24.200]  你是三歲沒了媽媽
[00:12:24.200 --> 00:12:26.200]  但我們有個盼望
[00:12:26.200 --> 00:12:30.200]  朝有一天我們都會在天堂見到她
[00:12:30.200 --> 00:12:32.200]  世上有哪一樣東西
[00:12:32.200 --> 00:12:34.200]  是比這一樣東西好
[00:12:34.200 --> 00:12:36.200]  世上有哪一樣東西
[00:12:36.200 --> 00:12:40.200]  是比這個盼望更大
[00:12:40.200 --> 00:12:42.200]  不單止這樣
[00:12:42.200 --> 00:12:46.200]  耶穌基督是出生在馬槽上
[00:12:46.200 --> 00:12:50.200]  《路卡福音》記載很有趣
[00:12:50.200 --> 00:12:52.200]  那些天使
[00:12:52.200 --> 00:12:54.200]  那些牧羊人在那裡的時候
[00:12:54.200 --> 00:12:56.200]  那些天使就說
[00:12:56.200 --> 00:12:59.200]  今天救世主要降生了
[00:12:59.200 --> 00:13:01.200]  於是那些牧羊人說
[00:13:01.200 --> 00:13:03.200]  在哪裡啊 有沒有寄我啊
[00:13:03.200 --> 00:13:05.200]  有 你要看見鷹鞋
[00:13:05.200 --> 00:13:07.200]  包著布
[00:13:07.200 --> 00:13:09.200]  臥在馬槽裡
[00:13:09.200 --> 00:13:11.200]  這就是記號了
[00:13:11.200 --> 00:13:13.200]  你想想 嬰兒出世
[00:13:13.200 --> 00:13:14.200]  包著布
[00:13:14.200 --> 00:13:17.200]  有哪個嬰兒出世不是包著布
[00:13:17.200 --> 00:13:19.200]  譬如好像有人問我
[00:13:19.200 --> 00:13:22.200]  你去醫院有幾十個嬰兒在裡面
[00:13:22.200 --> 00:13:24.200]  我說 有
[00:13:24.200 --> 00:13:26.200]  那我說 你知不知道哪個是我孫子
[00:13:26.200 --> 00:13:28.200]  不知道 我給你一個記號
[00:13:28.200 --> 00:13:30.200]  抱著紙尿片那個就是了
[00:13:30.200 --> 00:13:33.200]  哪個不是抱著紙尿片啊
[00:13:33.200 --> 00:13:35.200]  哪個不是抱著布啊
[00:13:35.200 --> 00:13:37.200]  那個不是記號啊
[00:13:37.200 --> 00:13:39.200]  用布包著那個不是記號
[00:13:39.200 --> 00:13:41.200]  是什麼記號啊
[00:13:41.200 --> 00:13:43.200]  臥在馬槽裡
[00:13:43.200 --> 00:13:45.200]  這就是記號
[00:13:45.200 --> 00:13:46.200]  那你說馬槽也不錯啊
[00:13:46.200 --> 00:13:48.200]  聖誕節的時候拜了布景
[00:13:48.200 --> 00:13:50.200]  那我想告訴你
[00:13:50.200 --> 00:13:53.200]  教會裡面布置馬槽的景
[00:13:53.200 --> 00:13:55.200]  是羞辱了耶穌
[00:13:55.200 --> 00:13:57.200]  因為為什麼呢
[00:13:57.200 --> 00:13:59.200]  沒有了味道啊
[00:13:59.200 --> 00:14:01.200]  以前那些馬槽是那些山洞
[00:14:01.200 --> 00:14:03.200]  濕啊 骯髒骯髒啊
[00:14:03.200 --> 00:14:05.200]  豬屎啊 他們不養豬啊
[00:14:05.200 --> 00:14:08.200]  牛屎啊 馬屎啊 骯髒骯髒
[00:14:08.200 --> 00:14:11.200]  耶穌是在這樣的情況下出世的
[00:14:11.200 --> 00:14:15.200]  所以耶穌是告訴你
[00:14:15.200 --> 00:14:18.200]  聖誕節不單止是給那些傷痛的人
[00:14:18.200 --> 00:14:20.200]  一個很重要的盼望
[00:14:20.200 --> 00:14:22.200]  他更加告訴你
[00:14:22.200 --> 00:14:26.200]  耶穌基督是用什麼方法
[00:14:26.200 --> 00:14:28.200]  祂是被棄住
[00:14:29.200 --> 00:14:31.200]  在馬槽裡出世
[00:14:31.200 --> 00:14:35.200]  和那些受苦的人一同的經歷
[00:14:35.200 --> 00:14:37.200]  最後甚至死亡
[00:14:37.200 --> 00:14:39.200]  以致我們能夠得到生命
[00:14:39.200 --> 00:14:44.200]  所以聖誕節裡面有一個很有趣的故事
[00:14:44.200 --> 00:14:46.200]  那些博士啊
[00:14:46.200 --> 00:14:48.200]  那些博士來啊 帶著禮物來啊
[00:14:48.200 --> 00:14:51.200]  賀興賀新生的英雄
[00:14:51.200 --> 00:14:54.200]  那你會問 你帶著什麼禮物來啊
[00:14:56.200 --> 00:15:00.200]  他帶著活躍
[00:15:00.200 --> 00:15:02.200]  活躍是什麼來的啊
[00:15:02.200 --> 00:15:04.200]  是高死屍啊
[00:15:04.200 --> 00:15:08.200]  就好像你現在去參加人家滿月酒啊
[00:15:08.200 --> 00:15:11.200]  你送禮啊 送什麼啊 送花圈啊
[00:15:11.200 --> 00:15:16.200]  哇 你去到滿月酒送個花圈給人家
[00:15:16.200 --> 00:15:18.200]  你主人家看到你又怎樣啊
[00:15:18.200 --> 00:15:22.200]  就是趕你出去啊 比呆佬拜壽還慘啊
[00:15:22.200 --> 00:15:24.200]  就是被人趕出去啊
[00:15:24.200 --> 00:15:27.200]  但是很有意思的
[00:15:27.200 --> 00:15:30.200]  原來這個降生的耶穌基督
[00:15:30.200 --> 00:15:33.200]  他來到這個世間就是要做什麼啊
[00:15:33.200 --> 00:15:35.200]  就是要死啊
[00:15:35.200 --> 00:15:38.200]  人只要被釘在十字架裡面
[00:15:38.200 --> 00:15:43.200]  受死 埋葬 降在陰間 第三天復活
[00:15:43.200 --> 00:15:45.200]  以致我們得生命
[00:15:45.200 --> 00:15:48.200]  耶穌基督的降生
[00:15:48.200 --> 00:15:51.200]  是給傷痛有罪的人
[00:15:51.200 --> 00:15:53.200]  甚至他自己被隔絕
[00:15:53.200 --> 00:15:55.200]  他被釘死
[00:15:55.200 --> 00:15:59.200]  以致凡是勞苦擔重擔的人可以到那裡來
[00:15:59.200 --> 00:16:01.200]  我們一定是得了生命
[00:16:01.200 --> 00:16:04.200]  聖誕節原來就是講生命
[00:16:04.200 --> 00:16:06.200]  聖誕節就是給我們盼望啊
[00:16:06.200 --> 00:16:09.200]  任何一個人只要打開心
[00:16:09.200 --> 00:16:11.200]  讓耶穌進入他心裡面
[00:16:11.200 --> 00:16:12.200]  就有這個生命力
[00:16:12.200 --> 00:16:15.200]  就是剛才Ruby所提到的這個生命力
[00:16:15.200 --> 00:16:19.200]  正如她說的 每一個人有一天都會死
[00:16:19.200 --> 00:16:22.200]  你怎樣去面對將來
[00:16:22.200 --> 00:16:25.200]  Arnold Tompkins一個很出名的英國歷史學家說
[00:16:25.200 --> 00:16:32.200]  世界上人人有一件事是否定的
[00:16:32.200 --> 00:16:34.200]  以為天天都有明天
[00:16:34.200 --> 00:16:37.200]  其實每一個人有一天就沒有明天
[00:16:37.200 --> 00:16:39.200]  聰明人就懂得預備
[00:16:39.200 --> 00:16:42.200]  愚蠢人就懂得逃避
[00:16:42.200 --> 00:16:46.200]  今天我們預備好了沒有
[00:16:46.200 --> 00:16:49.200]  耶穌基督的救恩已經在我們身上
[00:16:49.200 --> 00:16:54.200]  聖經說凡是願意接受耶穌基督在我們心裡面
[00:16:54.200 --> 00:16:57.200]  耶穌基督就給我們一個新的生命
[00:16:57.200 --> 00:17:00.200]  給我們一個盼望
[00:17:00.200 --> 00:17:02.200]  你想不想有這個盼望
[00:17:02.200 --> 00:17:06.200]  請我們同心低頭 同樣的祈福
[00:17:06.200 --> 00:17:10.200]  我也很想問一問我們中間
[00:17:10.200 --> 00:17:12.200]  有多少你聽了這個福音
[00:17:12.200 --> 00:17:15.200]  又聽到Ruby的見證和她的見證
[00:17:15.200 --> 00:17:18.200]  你想今天做一個很重要的決定
[00:17:18.200 --> 00:17:21.200]  是相信耶穌的 接受耶穌的
[00:17:21.200 --> 00:17:23.200]  可不可以在你位置舉手
[00:17:23.200 --> 00:17:25.200]  我會為你祈禱
[00:17:25.200 --> 00:17:29.200]  有沒有願意今天決志相信耶穌的朋友呢
[00:17:29.200 --> 00:17:31.200]  可不可以請你舉手
[00:17:31.200 --> 00:17:34.200]  我會為你祈禱 有沒有呢
[00:17:34.200 --> 00:17:36.200]  有沒有願意 好 我看到了 感謝神
[00:17:36.200 --> 00:17:39.200]  有沒有願意今天決志相信耶穌的
[00:17:39.200 --> 00:17:41.200]  你說 好 我願意有這個盼望
[00:17:41.200 --> 00:17:44.200]  我願意有這個生命力在我裡面
[00:17:44.200 --> 00:17:46.200]  我願意接受耶穌在我生命裡面
[00:17:46.200 --> 00:17:48.200]  如果有的話可不可以請你舉手
[00:17:48.200 --> 00:17:51.200]  不用害羞的 告訴上帝
[00:17:51.200 --> 00:17:54.200]  我願意接受你 有沒有呢
[00:17:54.200 --> 00:17:56.200]  我想問有多少已經信了耶穌的
[00:17:56.200 --> 00:17:59.200]  可不可以請你舉手 已經信了耶穌的
[00:17:59.200 --> 00:18:02.200]  有多少是今天聽了福音
