
[00:00:00.000 --> 00:00:07.000]  各位弟兄姊妹 聖誕平安! (聖誕快樂!)
[00:07:22.000 --> 00:07:24.000]  但聖經說彌賽亞基的降臨
[00:07:24.000 --> 00:07:28.000]  要叫人從罪的捆綁當中釋放出來
[00:07:28.000 --> 00:07:32.000]  因為神的欺凌臨到
[00:07:32.000 --> 00:07:34.000]  當猶太人聽見欺凌的時候
[00:07:34.000 --> 00:07:35.000]  他們很快就會明白
[00:07:35.000 --> 00:07:39.000]  欺凌是說上帝給他們的律法當中
[00:07:39.000 --> 00:07:43.000]  每五十年他們要實行欺凌
[00:07:43.000 --> 00:07:45.000]  欺凌裡面他們做幾件事情
[00:07:45.000 --> 00:07:50.000]  他們是會讓所有的奴僕得到釋放
[00:07:50.000 --> 00:07:52.000]  不可以再成為奴僕
[00:07:52.000 --> 00:07:54.000]  他們得到自由
[00:07:54.000 --> 00:07:56.000]  他們曾經欠債的
[00:07:56.000 --> 00:07:59.000]  在當日他們要免去他們的債項
[00:07:59.000 --> 00:08:01.000]  讓他們能夠重得自由
[00:08:01.000 --> 00:08:06.000]  不再在債項的債的捆綁、捆鎖裡面
[00:08:06.000 --> 00:08:08.000]  也都告訴你知道
[00:08:08.000 --> 00:08:09.000]  在欺凌的時候
[00:08:09.000 --> 00:08:13.000]  所有人曾經變賣了他們自己的土地
[00:08:13.000 --> 00:08:14.000]  因為某些原告貧窮
[00:08:14.000 --> 00:08:15.000]  或者其他需要
[00:08:15.000 --> 00:08:18.000]  變賣了他們原有的產業
[00:08:18.000 --> 00:08:19.000]  在欺凌的時候
[00:08:19.000 --> 00:08:21.000]  他們重歸他們的產業
[00:08:21.000 --> 00:08:24.000]  重得他們的地圖
[00:08:24.000 --> 00:08:27.000]  正在說當尼祖亞降臨的時候
[00:08:27.000 --> 00:08:32.000]  就要將這種釋放、一種更新
[00:08:32.000 --> 00:08:36.000]  要賜給所有信靠他的人
[00:08:36.000 --> 00:08:38.000]  天頂姐妹
[00:08:38.000 --> 00:08:44.000]  你記得你已經領受這份釋放和更新
[00:08:44.000 --> 00:08:47.000]  這份更新或者你會稍微驚艷
[00:08:47.000 --> 00:08:49.000]  但你會繼續去驚艷到
[00:08:49.000 --> 00:08:51.000]  上帝所應許的
[00:08:51.000 --> 00:08:54.000]  尼塞亞所帶來給你的釋放和更新
[00:08:54.000 --> 00:08:57.000]  因為聖經裡面所提到的尼塞亞
[00:08:57.000 --> 00:09:01.000]  很多時候都會有一種雙重的預言
[00:09:01.000 --> 00:09:02.000]  什麼是雙重?
[00:09:02.000 --> 00:09:05.000]  雙重是說到當主耶穌降臨的時候
[00:09:05.000 --> 00:09:07.000]  帶來了生命的更新
[00:09:07.000 --> 00:09:08.000]  你同學都記得
[00:09:08.000 --> 00:09:09.000]  聖經所說
[00:09:09.000 --> 00:09:11.000]  若有人在基督裡
[00:09:11.000 --> 00:09:14.000]  他就是新造的人
[00:09:14.000 --> 00:09:17.000]  舊時已過都變成新的了
[00:09:17.000 --> 00:09:20.000]  生命經一種更新
[00:09:20.000 --> 00:09:24.000]  同樣指向第二重的預言的承傳
[00:09:24.000 --> 00:09:27.000]  就是當主耶穌再回來的時候
[00:09:27.000 --> 00:09:30.000]  祂要帶來比我們更完全的
[00:09:30.000 --> 00:09:33.000]  更徹底的一種更新
[00:09:33.000 --> 00:09:36.000]  因此請啟示錄去到後面21章的時候
[00:09:36.000 --> 00:09:39.000]  請提到新天新地
[00:09:39.000 --> 00:09:44.000]  然後說出這一切都要更新了
[00:09:44.000 --> 00:09:48.000]  更新是不是一種復原的意思?
[00:09:48.000 --> 00:09:51.000]  一切一切曾經破損了的
[00:09:51.000 --> 00:09:54.000]  曾經被困鎖的
[00:09:54.000 --> 00:09:55.000]  失去自由的
[00:09:55.000 --> 00:09:59.000]  在那個時候要重新得到恢復
[00:09:59.000 --> 00:10:02.000]  恢復回上帝所創造人
[00:10:02.000 --> 00:10:03.000]  最初的心意
[00:10:03.000 --> 00:10:07.000]  最初要給人刺下的那種恩惠
[00:10:07.000 --> 00:10:11.000]  重新將一切納回正軌
[00:10:11.000 --> 00:10:13.000]  糾正很多的錯誤
[00:10:13.000 --> 00:10:15.000]  很多的罪惡
[00:10:15.000 --> 00:10:21.000]  然後帶來了生命的復原和更新
[00:10:21.000 --> 00:10:24.000]  我很記得我這段時間都常常提及到
[00:10:24.000 --> 00:10:27.000]  有一些有關於瀕死經驗的
[00:10:27.000 --> 00:10:29.000]  弟兄姊妹他們的體會
[00:10:29.000 --> 00:10:33.000]  一些弟兄姊妹他們在病患當中
[00:10:33.000 --> 00:10:37.000]  突然間心臟停頓
[00:10:37.000 --> 00:10:43.000]  但是後來有一些搶救將他們救回來
[00:10:43.000 --> 00:10:46.000]  在那段短暫的死亡期間
[00:10:46.000 --> 00:10:48.000]  他們有很特殊的經歷
[00:10:48.000 --> 00:10:51.000]  他們經歷到他們去到天堂
[00:10:51.000 --> 00:10:56.000]  或者他們會經歷到見到主耶穌
[00:10:56.000 --> 00:10:58.000]  一本書大家可能都會讀過
[00:10:58.000 --> 00:11:00.000]  《死亡九十分鐘》
[00:11:00.000 --> 00:11:02.000]  講到一位牧師在車禍當中
[00:11:02.000 --> 00:11:04.000]  突然間喪生
[00:11:04.000 --> 00:11:08.000]  九十分鐘之後很奇妙地復甦
[00:11:08.000 --> 00:11:09.000]  後來他寫了一本書
[00:11:09.000 --> 00:11:12.000]  講到他一段時間在天堂上
[00:11:12.000 --> 00:11:15.000]  所見到所經歷的事情
[00:11:15.000 --> 00:11:17.000]  其中一件事情我自己很深刻
[00:11:17.000 --> 00:11:20.000]  他提到當他在一個時刻
[00:11:20.000 --> 00:11:25.000]  他見到一位他很熟悉的老友
[00:11:25.000 --> 00:11:30.000]  見到一位過去和他有很密切的關係
[00:11:30.000 --> 00:11:32.000]  當時仍然是年輕的時候
[00:11:32.000 --> 00:11:36.000]  這位朋友二十多歲突然間車禍喪生
[00:11:36.000 --> 00:11:40.000]  喪生的時候這位牧師他當時是非常難過
[00:11:40.000 --> 00:11:42.000]  是完全接受不到
[00:11:42.000 --> 00:11:48.000]  因為這位朋友是一位極其之愛主和敬虔的教徒
[00:11:48.000 --> 00:11:53.000]  他難以接受為何上帝會接走一個這麼愛主的人
[00:11:53.000 --> 00:11:55.000]  二十多歲很年輕
[00:11:55.000 --> 00:11:59.000]  而且他很有才智聰明
[00:11:59.000 --> 00:12:01.000]  因此這位牧師在過去一直都覺得
[00:12:01.000 --> 00:12:03.000]  他是一位會被神大大使用
[00:12:03.000 --> 00:12:06.000]  會對社會很大貢獻的人物
[00:12:06.000 --> 00:12:10.000]  但是二十多歲車禍突然間喪生
[00:12:10.000 --> 00:12:13.000]  但是他說當他在天家見到這位弟兄的時候
[00:12:13.000 --> 00:12:15.000]  一見到他的時候
[00:12:15.000 --> 00:12:20.000]  突然見到很大的榮光在他生命當中散發出來
[00:12:20.000 --> 00:12:22.000]  很榮耀的生命
[00:12:22.000 --> 00:12:27.000]  而且見到那種喜樂在這位弟兄的面容當中
[00:12:27.000 --> 00:12:31.000]  很充滿地顯露出來
[00:12:31.000 --> 00:12:33.000]  見到那種豐盛
[00:12:33.000 --> 00:12:35.000]  那種強健
[00:12:35.000 --> 00:12:37.000]  那種美榮
[00:12:37.000 --> 00:12:40.000]  他說在那個時候突然間過去很多的疑惑
[00:12:40.000 --> 00:12:41.000]  很多的不滿
[00:12:41.000 --> 00:12:46.000]  很多對神的疑問突然間消失了
[00:12:46.000 --> 00:12:48.000]  他說我很清楚感受到
[00:12:48.000 --> 00:12:52.000]  甚麼叫做無窮生命的大能
[00:12:52.000 --> 00:13:01.000]  遮蓋了死亡 遮蓋了憂愁和苦惱
[00:13:01.000 --> 00:13:04.000]  當我一路來到思想這件事的時候
[00:13:04.000 --> 00:13:05.000]  我就想回聖經所講到
[00:13:05.000 --> 00:13:09.000]  上帝要賜給你和我生命的更生
[00:13:09.000 --> 00:13:12.000]  耶穌基督的降臨要帶來這種生命的更生
[00:13:12.000 --> 00:13:15.000]  而且屬神的人在地上經歷
[00:13:15.000 --> 00:13:17.000]  逐步經歷
[00:13:17.000 --> 00:13:22.000]  而至終在將來主再臨的時候完全的經歷
[00:13:22.000 --> 00:13:23.000]  各位靈性朋友
[00:13:23.000 --> 00:13:26.000]  今天當你或者會面對一些事情
[00:13:26.000 --> 00:13:28.000]  叫你困擾
[00:13:28.000 --> 00:13:31.000]  你會感覺到難於面對
[00:13:31.000 --> 00:13:33.000]  但你記得
[00:13:33.000 --> 00:13:36.000]  將你眼睛從你所看到的那些問題裏面
[00:13:36.000 --> 00:13:39.000]  轉向尼塞亞基督
[00:13:39.000 --> 00:13:42.000]  你的心會體會到眼前這些一切
[00:13:42.000 --> 00:13:46.000]  只不過是短暫的這些困難
[00:13:46.000 --> 00:13:48.000]  當你用盼望
[00:13:48.000 --> 00:13:51.000]  用長遠的眼光看回你今天的事情的時候
[00:13:51.000 --> 00:13:53.000]  你突然間發覺這些事情
[00:13:53.000 --> 00:13:58.000]  已經失去它對你那種威嚇的力量
[00:13:58.000 --> 00:14:00.000]  而你可以在當中已經經歷了
[00:14:00.000 --> 00:14:03.000]  上帝在你生命當中給你的釋放
[00:14:03.000 --> 00:14:05.000]  給你的更生
[00:14:05.000 --> 00:14:07.000]  給你的平安
[00:14:07.000 --> 00:14:08.000]  我們再看下去
[00:14:08.000 --> 00:14:09.000]  聖經再講到
[00:14:09.000 --> 00:14:10.000]  在過程當中
[00:14:10.000 --> 00:14:14.000]  上帝給我們經歷很多奇妙的轉變
[00:14:14.000 --> 00:14:16.000]  或者聖經所講的代替
[00:14:16.000 --> 00:14:18.000]  第三節你看看
[00:14:18.000 --> 00:14:22.000]  聖話為錫安悲哀的人穿上裝飾
[00:14:22.000 --> 00:14:25.000]  似給他們華冠代替灰塵
[00:14:25.000 --> 00:14:29.000]  喜樂猶代替悲哀
[00:14:29.000 --> 00:14:33.000]  讚美亦代替沮喪的靈
[00:14:33.000 --> 00:14:35.000]  不斷講到代替
[00:14:35.000 --> 00:14:39.000]  榮耀華美的身份華冠
[00:14:39.000 --> 00:14:41.000]  代替了灰塵
[00:14:41.000 --> 00:14:48.000]  一種卑微被罪所捆綁的那種卑微的身份
[00:14:48.000 --> 00:14:50.000]  喜樂猶代替了悲哀
[00:14:50.000 --> 00:14:52.000]  這個喜樂猶所講的
[00:14:52.000 --> 00:14:55.000]  是一種持續的喜樂的狀況
[00:14:55.000 --> 00:14:56.000]  聖經再講
[00:14:56.000 --> 00:15:00.000]  讚美亦一種澎湃恩喜的讚美
[00:15:00.000 --> 00:15:03.000]  是代替了沮喪的心靈
[00:15:03.000 --> 00:15:05.000]  聖經一路講的這種代替
[00:15:05.000 --> 00:15:07.000]  耶穌基督的降臨
[00:15:07.000 --> 00:15:11.000]  是要將這種代替、這種轉變賜給我們
[00:15:11.000 --> 00:15:17.000]  讓人領受神那種奇妙對我們生命的更新
[00:15:17.000 --> 00:15:18.000]  我想回到一件事情
[00:15:18.000 --> 00:15:19.000]  就是好幾年之前
[00:15:19.000 --> 00:15:22.000]  我看到一位在美國的牧者
[00:15:22.000 --> 00:15:24.000]  他寫了一篇見證
[00:15:24.000 --> 00:15:26.000]  他講到他自己有一次
[00:15:26.000 --> 00:15:28.000]  主日到早上
[00:15:28.000 --> 00:15:29.000]  很早很早
[00:15:29.000 --> 00:15:32.000]  突然間收到一個電話
[00:15:32.000 --> 00:15:35.000]  這個電話是一位教會的姊妹打給他
[00:15:35.000 --> 00:15:37.000]  她說牧師我的兒子
[00:15:37.000 --> 00:15:39.000]  很小的孩子
[00:15:39.000 --> 00:15:42.000]  剛剛在醫院過世
[00:15:42.000 --> 00:15:43.000]  我們很難過
[00:15:43.000 --> 00:15:47.000]  牧師你可不可以來為我們祈禱
[00:15:47.000 --> 00:15:49.000]  牧者聽見這個事情的時候
[00:15:49.000 --> 00:15:51.000]  他就立刻清晨
[00:15:51.000 --> 00:15:55.000]  大清晨就開車去醫院
[00:15:55.000 --> 00:15:57.000]  他心裏面很難過
[00:15:57.000 --> 00:15:59.000]  聽到這個消息
[00:15:59.000 --> 00:16:01.000]  但是在開車的過程裏面
[00:16:01.000 --> 00:16:05.000]  因為早上路邊路上沒有什麼車
[00:16:05.000 --> 00:16:07.000]  當他在紅綠燈停下的時候
[00:16:07.000 --> 00:16:11.000]  突然間發現在路旁有一隻死了的麻雀
[00:16:11.000 --> 00:16:14.000]  當他在看著死麻雀的時候
[00:16:14.000 --> 00:16:17.000]  突然間心裏面想起這個小孩子
[00:16:17.000 --> 00:16:19.000]  為什麼會死去呢
[00:16:19.000 --> 00:16:21.000]  他就說在那個時候
[00:16:21.000 --> 00:16:22.000]  突然間很清楚
[00:16:22.000 --> 00:16:24.000]  神的說話在他心裏面響起
[00:16:24.000 --> 00:16:26.000]  主耶穌的說話說
[00:16:26.000 --> 00:16:30.000]  若是你們的父不許
[00:16:30.000 --> 00:16:34.000]  一個麻雀都不能跌下來
[00:16:34.000 --> 00:16:38.000]  你們比許多麻雀都貴重
[00:16:38.000 --> 00:16:40.000]  就在那個時候這位牧者說
[00:16:40.000 --> 00:16:43.000]  他心裏面很清楚領受神的安慰
[00:16:43.000 --> 00:16:44.000]  知道神告訴他
[00:16:44.000 --> 00:16:47.000]  沒錯我容許孩子過世
[00:16:47.000 --> 00:16:48.000]  但不因為他死去
[00:16:48.000 --> 00:16:50.000]  他失去價值
[00:16:50.000 --> 00:16:53.000]  他在我的面前極其的貴重
[00:16:53.000 --> 00:16:55.000]  是我珍惜
[00:16:55.000 --> 00:16:57.000]  是我所愛的孩子
[00:16:57.000 --> 00:17:00.000]  這位牧者因此帶著一個很不同的心情
[00:17:00.000 --> 00:17:01.000]  去到醫院
[00:17:01.000 --> 00:17:04.000]  來安慰這個家庭
[00:17:04.000 --> 00:17:06.000]  也都將剛才他所經歷的事情
[00:17:06.000 --> 00:17:08.000]  告訴他們知道
[00:17:08.000 --> 00:17:10.000]  這個家庭聽到之後
[00:17:10.000 --> 00:17:12.000]  他們心裏面得到安慰
[00:17:12.000 --> 00:17:14.000]  跟著他們一起唱詩
[00:17:14.000 --> 00:17:17.000]  然後他們讚美上帝
[00:17:17.000 --> 00:17:19.000]  因為他掌管生命
[00:17:19.000 --> 00:17:24.000]  他又珍貴我們的每一個生命
[00:17:24.000 --> 00:17:27.000]  各位弟兄姊妹從神的眼光去看回
[00:17:27.000 --> 00:17:29.000]  你今天所遇到的事情的時候
[00:17:29.000 --> 00:17:35.000]  你會不斷去經歷到喜樂猶代替了悲哀
[00:17:35.000 --> 00:17:38.000]  讚美亦代替了沮喪的心靈
[00:17:38.000 --> 00:17:41.000]  而你成為了公義樹
[00:17:41.000 --> 00:17:44.000]  聖經所講到公義橡樹
[00:17:44.000 --> 00:17:45.000]  這段時間很多人說
[00:17:45.000 --> 00:17:47.000]  聖母蕭多很喜歡樹
[00:17:47.000 --> 00:17:50.000]  我聽說她很喜歡看很多的樹
[00:17:50.000 --> 00:17:53.000]  而橡樹是一種很特別的樹
[00:17:53.000 --> 00:17:56.000]  因為橡樹本身是很堅硬的樹木
[00:17:56.000 --> 00:17:59.000]  而且是一種很堅硬的狀況
[00:17:59.000 --> 00:18:03.000]  可以承受得起很多的侵襲
[00:18:03.000 --> 00:18:05.000]  聖經講述到
[00:18:05.000 --> 00:18:09.000]  我們會因此變成了公義的橡樹
[00:18:09.000 --> 00:18:11.000]  是神稱我們為義
[00:18:11.000 --> 00:18:12.000]  不是我們自己
[00:18:12.000 --> 00:18:13.000]  所以聖經講到
[00:18:13.000 --> 00:18:16.000]  是神自己栽種的
[00:18:16.000 --> 00:18:18.000]  完全是祂自己的工作
[00:18:18.000 --> 00:18:21.000]  叫軟弱的生命成為剛強的生命
[00:18:21.000 --> 00:18:25.000]  是祂在當中作成奇妙的事情
[00:18:25.000 --> 00:18:27.000]  神賜給你的救恩
[00:18:27.000 --> 00:18:30.000]  要承傳這些奇妙偉大的事情
[00:18:30.000 --> 00:18:35.000]  你要去深刻去經歷去領受
[00:18:35.000 --> 00:18:36.000]  然後聖經再講到
[00:18:36.000 --> 00:18:38.000]  在下面我們跳下去第七節
[00:18:38.000 --> 00:18:39.000]  你看一看
[00:18:39.000 --> 00:18:42.000]  來到第七到第九節的時候
[00:18:42.000 --> 00:18:45.000]  這段經文是上帝自己用第一身
[00:18:45.000 --> 00:18:49.000]  來直接宣告另一種的代替
[00:18:49.000 --> 00:18:50.000]  第七節
[00:18:50.000 --> 00:18:52.000]  你們必得加倍的份
[00:18:52.000 --> 00:18:55.000]  代替了你們所受的羞愧
[00:18:55.000 --> 00:18:57.000]  他們因自己所得的份而歡呼
[00:18:57.000 --> 00:18:59.000]  代替了羞辱
[00:18:59.000 --> 00:19:01.000]  所以在他們的境內
[00:19:01.000 --> 00:19:04.000]  他們必擁有加倍的產業
[00:19:04.000 --> 00:19:06.000]  聖經很多時候講到
[00:19:06.000 --> 00:19:08.000]  羞辱羞愧的時候
[00:19:08.000 --> 00:19:11.000]  都是連向罪惡的問題
[00:19:11.000 --> 00:19:13.000]  因為人犯罪帶來了給自己生命
[00:19:13.000 --> 00:19:17.000]  有很多的傷害和羞辱
[00:19:17.000 --> 00:19:20.000]  頂節會講到他們以前信主之前
[00:19:20.000 --> 00:19:23.000]  人生做了一些錯誤的決定
[00:19:23.000 --> 00:19:26.000]  因此今天仍然面對著很多家庭
[00:19:26.000 --> 00:19:28.000]  很多的困難
[00:19:28.000 --> 00:19:30.000]  很多的傷痛
[00:19:30.000 --> 00:19:33.000]  過去曾經有些惡的習慣
[00:19:33.000 --> 00:19:36.000]  今天自己的身體受苦了
[00:19:36.000 --> 00:19:39.000]  承受一些的後果
[00:19:39.000 --> 00:19:40.000]  沒錯,聖經講到很多
[00:19:40.000 --> 00:19:42.000]  因為罪孽帶來的羞愧
