
[00:00:00.000 --> 00:00:03.480]  將來又怎麼樣呢?是不是?能不能帶過去呢?
[00:01:33.840 --> 00:01:37.920]  過了五十歲應該是滿足 起碼過了半百 走過了一半
[00:01:37.920 --> 00:01:40.320]  過了六十歲更應該是滿足 是不是?
[00:01:40.320 --> 00:01:43.280]  那些日曆都重頭來 中國人那些甲子熱手
[00:01:43.280 --> 00:01:47.200]  是不是?第61年就從頭來過了 都進入第二循環了
[00:01:47.200 --> 00:01:50.160]  七十歲更滿意了 人生七歲古萊希
[00:01:50.160 --> 00:01:53.280]  就算現在不稀 起碼都大半了
[00:01:53.280 --> 00:01:56.880]  八十九十歲越來越滿意 覺得日子是賺回來的
[00:01:56.880 --> 00:02:02.560]  這個漸漸就迷途知返了
[00:02:02.560 --> 00:02:06.400]  一方面也感謝上帝 覺得自己 上帝也放自己一馬
[00:02:06.400 --> 00:02:09.120]  以為自問想錯很多事情 做錯很多事
[00:02:09.120 --> 00:02:12.000]  上帝也不怪責 還給我機會活下去
[00:02:12.000 --> 00:02:16.240]  現在又年紀漸漸大 又漸漸好像剛才所說
[00:02:16.240 --> 00:02:20.560]  想到很多事情 人力控制不了 前路茫茫又不知道怎樣
[00:02:20.560 --> 00:02:24.720]  於是教會對他就一個反吸引
[00:02:24.720 --> 00:02:27.840]  為什麼十五六歲之前又會多一些呢?好奇
[00:02:27.840 --> 00:02:31.760]  孔子一句話 近來日本人 孔子到了七十歲多一些的時候
[00:02:31.760 --> 00:02:34.880]  孔子七十三歲就去世了 過了七十歲之後
[00:02:34.880 --> 00:02:38.160]  他檢討自己一生的過程 用來長話短說
[00:02:38.160 --> 00:02:40.800]  那段說話很好 非常有代表性
[00:02:40.800 --> 00:02:43.680]  每個人都可以借他一段說話來檢討自己
[00:02:43.680 --> 00:02:46.480]  到了那個階段是不是這樣呢?
[00:02:46.480 --> 00:02:49.120]  或者在座 如果你讀過一下類語或者聽過也會
[00:02:49.120 --> 00:02:51.360]  就算沒聽過以後都記得也很好
[00:02:51.360 --> 00:02:54.240]  吾十有五而至於學 三十而立 四十而不畫
[00:02:54.240 --> 00:02:57.760]  五十而不知天理 六十而以信 七十而從心所欲
[00:02:57.760 --> 00:03:00.800]  不以舉 說這麼快我記不住
[00:03:00.800 --> 00:03:03.040]  將來都會經常說 說得多你就記得了
[00:03:03.040 --> 00:03:07.840]  我們再講第一句 吾十有五而至於學
[00:03:07.840 --> 00:03:12.000]  那個「有」字 原文寫的「有」字 你千萬不要讀「有」
[00:03:12.000 --> 00:03:15.760]  不是十有五 十有五就是十個之中有五個
[00:03:15.760 --> 00:03:19.120]  同樣是中文 什麼十有幾 那個「有」字就是
[00:03:19.120 --> 00:03:23.520]  and 加上 吾十有五就是十五歲
[00:03:23.520 --> 00:03:27.600]  而至於學 又至於學
[00:03:27.600 --> 00:03:30.720]  原來古今中外都是 我們人的生理心理
[00:03:30.720 --> 00:03:33.520]  就算是聖人和普通人其實都是一樣的
[00:03:33.520 --> 00:03:36.480]  就是很簡單的 女士我就不知道
[00:03:36.480 --> 00:03:38.400]  也不敢舉例子 男人
[00:03:38.400 --> 00:03:41.680]  高到十三四五歲就開始有點兒粗俗了
[00:03:41.680 --> 00:03:45.120]  以後就開始買一樣必備的用品叫做「蘇跑」
[00:03:45.120 --> 00:03:48.560]  是不是?做到差不多 忽然「阿當的蘋果」
[00:03:48.560 --> 00:03:50.880]  這裡就來了 聲音就變了 是不是?
[00:03:50.880 --> 00:03:54.320]  做到差不多 自然地中海 頭髮發線向後延
[00:03:54.320 --> 00:04:00.000]  必然的如此 但是人到十五歲
[00:04:00.000 --> 00:04:03.600]  就是早的十四歲 十四十六之間 其實男女都一樣
[00:04:03.600 --> 00:04:08.160]  就是身體和心理都有一個很大的改變
[00:04:08.160 --> 00:04:12.640]  人的改變 大家知道 不是慢慢 不是斜方上
[00:04:12.640 --> 00:04:16.240]  是梯級式 我們以前覺得這麼奇怪
[00:04:16.240 --> 00:04:18.560]  後來原來個個都是這樣 你想一下
[00:04:18.560 --> 00:04:21.520]  我們最喜歡舉的例子就是學踩單車和學游泳
[00:04:21.520 --> 00:04:26.400]  都是突破式 不是今天比昨天好 明天比昨天好 不是
[00:04:26.400 --> 00:04:29.280]  你認識了某一個家庭 連一年幾天都不進步
[00:04:29.280 --> 00:04:31.840]  然後突然就好了 然後又一輪進步
[00:04:31.840 --> 00:04:34.320]  然後又突然突然是這樣
[00:04:34.320 --> 00:04:37.680]  這段時間我不再細舉了 就是說人的進步
[00:04:37.680 --> 00:04:40.080]  長看它當然是慢慢慢慢的 斜方這樣
[00:04:40.080 --> 00:04:43.200]  但是近看它是突破式 突破式
[00:04:43.200 --> 00:04:47.280]  人到十三、十四歲左右 十四、十五歲左右
[00:04:47.280 --> 00:04:50.000]  就是一個突然的身心的轉變
[00:04:50.000 --> 00:04:54.560]  一句簡單的說話就是 我不再是小孩子
[00:04:54.560 --> 00:04:57.920]  女孩子就早熟一點 早個男孩子
[00:04:57.920 --> 00:05:01.040]  學一下成年人的東西 男孩子到那個時候
[00:05:01.040 --> 00:05:04.400]  這個一般的 庸俗的 不生性的就學講髒話
[00:05:04.400 --> 00:05:07.360]  學吸煙 學一下打架 他覺得這樣就成熟了
[00:05:07.360 --> 00:05:10.400]  成熟一點就想一下 我要學一下做大人了
[00:05:10.400 --> 00:05:12.880]  要想一下那些身心性命的問題了
[00:05:12.880 --> 00:05:14.800]  檢討一下怎麼做一個成年人
[00:05:14.800 --> 00:05:16.640]  開始喜歡看一些哲學的書了
[00:05:16.640 --> 00:05:19.520]  開始喜歡進去教會聽一下人生的問題
[00:05:19.520 --> 00:05:21.440]  十五歲左右是一個嘉年華
[00:05:21.440 --> 00:05:23.600]  所以大家如果是我們這些行家做教書的
[00:05:23.600 --> 00:05:26.000]  你一定會發覺 以前那些在香港
[00:05:26.000 --> 00:05:30.640]  香港中學五年制 最難搞一定是Boundary
[00:05:30.640 --> 00:05:34.640]  中三 中三就十五歲 不大不小
[00:05:34.640 --> 00:05:37.760]  五年制中一中二初一入學校就比較乖一點
[00:05:37.760 --> 00:05:41.680]  中四中五就有公開考試 中六就很成熟了
[00:05:41.680 --> 00:05:43.840]  中三上不到天下 行不到地
[00:05:43.840 --> 00:05:46.560]  精力旺盛 前途不知道做什麼 是不是?
[00:05:46.560 --> 00:05:49.120]  又熟悉了那個環境 一定最搞砸
[00:05:49.120 --> 00:05:53.040]  所以那些聰明的教育家就找一些愛丁堡獎勵計劃
[00:05:53.040 --> 00:05:56.640]  童子軍 什麼班長 什麼球隊
[00:05:56.640 --> 00:06:00.160]  滿足你的榮譽感 消耗你的精力
[00:06:00.160 --> 00:06:03.920]  自然是人做先生都知道 比如說班主任
[00:06:03.920 --> 00:06:07.600]  要活他三萬個小孩 你就快點叫他做行長或者班長
[00:06:07.600 --> 00:06:10.160]  叫他負責修補 檢討其他人的秩序
[00:06:10.160 --> 00:06:14.560]  上頭那個叫他叫他責其他人的名字 他就很靜了
[00:06:14.560 --> 00:06:16.720]  人都知道這件事 是不是?
[00:06:16.720 --> 00:06:20.400]  女孩子上下自然喜歡扮漂亮 喜歡什麼
[00:06:20.400 --> 00:06:24.880]  這是很自然的天性 他準備將來成熟了
[00:06:24.880 --> 00:06:28.480]  於是你就引導一條路 發揮他那個慈愛的天性
[00:06:28.480 --> 00:06:30.720]  照顧弱小 什麼什麼的
[00:06:30.720 --> 00:06:32.720]  女孩子一般說話當然比男孩子好
[00:06:32.720 --> 00:06:35.440]  於是你就訓練一下他的語言能力 介紹一下翻譯
[00:06:35.440 --> 00:06:39.600]  將那些好東西含糊 這是聰明的教育家的做法
[00:06:39.600 --> 00:06:41.840]  好了 由一句說這麼多不得了 再說下去
[00:06:41.840 --> 00:06:44.080]  李律師可能又沒記錯 都挺有趣的
[00:06:44.080 --> 00:06:46.400]  跟德特佐說的豬頭好像不是很有關係
[00:06:46.400 --> 00:06:49.600]  就炒了我的魷魚 所以我一定要轉題
[00:06:49.600 --> 00:06:53.440]  後來就簡單了 30歲就開始有個基本的認識
[00:06:53.440 --> 00:06:56.480]  有所自立了 到40歲就有人生經驗
[00:06:56.480 --> 00:06:58.960]  不要容易相信別人的東西 不要容易中計
[00:06:58.960 --> 00:07:02.800]  40歲就認識到人以外 有客觀的限制
[00:07:02.800 --> 00:07:06.800]  相信有所謂的命運 相信上天給我們有個特別的作為
[00:07:06.800 --> 00:07:10.480]  50歲就知道天性 60歲就應該有些鹹養
[00:07:10.480 --> 00:07:13.040]  聽到別人的話就知道他如外之音
[00:07:13.040 --> 00:07:15.920]  就能夠深入心通了 62歲
[00:07:15.920 --> 00:07:18.720]  到70歲那些意志都漸漸純粹
[00:07:18.720 --> 00:07:20.880]  一能到70歲也做不了什麼事情的了
[00:07:20.880 --> 00:07:22.640]  精力都差不多下坡了
[00:07:22.640 --> 00:07:25.600]  所以70歲就從心所欲 接著就不予舉
[00:07:25.600 --> 00:07:28.160]  就是已經很能夠遵守規則了
[00:07:28.160 --> 00:07:30.320]  不只是從心所欲 只是從心所欲
[00:07:30.320 --> 00:07:32.880]  別人不要妄想 想開就得不讓
[00:07:32.880 --> 00:07:36.800]  其實那些純粹的題目主要是說
[00:07:36.800 --> 00:07:40.960]  15、16歲之前主要就是對這個信仰的問題
[00:07:40.960 --> 00:07:45.600]  成熟的問題 有些特別的興趣
[00:07:45.600 --> 00:07:48.400]  如果碰到一些好的傳道人
[00:07:48.400 --> 00:07:51.520]  有些粉絲報道會 有些朋友帶他去團聚
[00:07:51.520 --> 00:07:54.720]  很容易那個時候順序 覺得法會是這樣的
[00:07:54.720 --> 00:07:57.600]  然後進去之後 漸漸久一點就習慣了
[00:07:57.600 --> 00:07:59.840]  聽一聽 幾乎自己都會說
[00:07:59.840 --> 00:08:01.760]  但實在不是那些信仰
[00:08:01.760 --> 00:08:06.640]  於是又漸漸覺得 漸漸學業事業又進景了
[00:08:06.640 --> 00:08:09.280]  或者漸漸長大了又想追求一下異性
[00:08:09.280 --> 00:08:12.480]  或者又要去建功立業 一時間漸漸忘記
[00:08:12.480 --> 00:08:15.520]  又覺得教會生活又不外乎上下 平平淡淡
[00:08:15.520 --> 00:08:18.480]  又可能覺得教會某些政策已經未必同意
[00:08:18.480 --> 00:08:22.720]  走著走著又離開了 那個時候又漸漸縮大
[00:08:22.720 --> 00:08:27.200]  然後直到在人海浮沉二三十年
[00:08:27.200 --> 00:08:30.560]  到眨眼又到五六十歲 甚至六七十歲
[00:08:30.560 --> 00:08:32.480]  我們那個時候眨眼真的
[00:08:32.480 --> 00:08:34.720]  再說如果你年輕就未覺得知
[00:08:34.720 --> 00:08:37.920]  眨多少眼都還沒看你講完
[00:08:37.920 --> 00:08:40.640]  但是到了你是我這樣的年齡 你真的會同感
[00:08:40.640 --> 00:08:42.560]  其實十年前我都說了
[00:08:42.560 --> 00:08:44.480]  昨天都好像十六歲一樣
[00:08:44.480 --> 00:08:46.160]  今天就反過來是六十歲
[00:08:46.160 --> 00:08:49.200]  現在七十歲真的前塵如夢 很快的
[00:08:49.200 --> 00:08:51.520]  最近才有那些香港的那些舊學生
[00:08:51.520 --> 00:08:54.800]  真的很客氣 又請我回去學
[00:08:54.800 --> 00:08:56.480]  學了十五次書
[00:08:56.480 --> 00:08:58.560]  那些組織的人全部超過六十歲
[00:08:58.560 --> 00:09:02.000]  我第一批學生 我那個時候大到幾年而已
[00:09:02.000 --> 00:09:05.600]  眨眼他們都退休了 有些還爬上我頭了
[00:09:05.600 --> 00:09:07.040]  我到現在都還沒做外父
[00:09:07.040 --> 00:09:10.480]  有些人已經做外祖父了
[00:09:10.480 --> 00:09:12.800]  你回頭想想世界多快
[00:09:12.800 --> 00:09:16.480]  世界上最神奇的 最殘酷的百名
[00:09:16.480 --> 00:09:19.920]  就是莫如白人攝影 你看看那些舊相
[00:09:19.920 --> 00:09:21.920]  或者看看那些粵語殘片
[00:09:21.920 --> 00:09:23.920]  那個馮保國還是很可愛
[00:09:23.920 --> 00:09:27.600]  小時候還在玩的 現在已經真的是
[00:09:27.600 --> 00:09:30.480]  其實個個都是這樣的了 時間過得很快
[00:09:30.480 --> 00:09:33.680]  好了 人到了這個時候 肯定是十字固
[00:09:33.680 --> 00:09:36.880]  覺悟或者對人生的體驗深刻了
[00:09:36.880 --> 00:09:40.080]  又會回到這個教會
[00:09:40.080 --> 00:09:42.720]  好了 那我們長話短說 分析起來
[00:09:42.720 --> 00:09:45.440]  為什麼說青年壯年的男士
[00:09:45.440 --> 00:09:50.960]  那個對信仰 特別是對福音的比較疏離呢?
[00:09:50.960 --> 00:09:54.400]  我們又長話短說 分析做四方面的原因
[00:09:54.400 --> 00:09:57.760]  看大家認為怎麼樣 第一就是人
[00:09:57.760 --> 00:10:02.160]  尤其是男人 就很容易誇大逞強
[00:10:02.160 --> 00:10:05.520]  不承認人的渺小 其實人都是有這個好性
[00:10:05.520 --> 00:10:08.320]  其實太過好性 太過逞強 就是一種原罪
[00:10:08.320 --> 00:10:11.120]  男人尤其是容易表現 誇大逞強
[00:10:11.120 --> 00:10:13.440]  因為從小男人的體力都稍微比較好一點
[00:10:13.440 --> 00:10:16.640]  高一點的 就不承認人的渺小
[00:10:16.640 --> 00:10:19.840]  第二就是淺見近視
[00:10:19.840 --> 00:10:24.480]  不懂得籌謀利潤 只是看眼前 不知道將來
[00:10:24.480 --> 00:10:28.160]  第三就是我們知道男女各有長處
[00:10:28.160 --> 00:10:30.000]  那個思維方式是不同的
[00:10:30.000 --> 00:10:32.000]  很多年前一本美國出的
[00:10:32.000 --> 00:10:33.920]  機場經常買到的 近來少了
[00:10:33.920 --> 00:10:36.480]  就說什麼男人的火星尼 女人的金星尼
[00:10:36.480 --> 00:10:38.800]  澳洲有一本書很有趣的
[00:10:38.800 --> 00:10:41.440]  就說為什麼男人回家找不到東西
[00:10:41.440 --> 00:10:43.680]  為什麼女人出街開車不懂路
[00:10:43.680 --> 00:10:46.480]  這麼長的書名 很有趣的書
[00:10:46.480 --> 00:10:48.000]  很客觀 你看我很喜歡
[00:10:48.000 --> 00:10:50.000]  它根據80年代中期以後
[00:10:50.000 --> 00:10:53.600]  那些大腦的素描的發達 科學發達
[00:10:53.600 --> 00:10:55.920]  知道真是男女確是有的
[00:10:55.920 --> 00:10:58.960]  大家的思維方式不同 那些書很有趣的
[00:10:58.960 --> 00:11:00.720]  那些書看了 如果你還沒拍拖
[00:11:00.720 --> 00:11:03.040]  或者什麼的 就拍拖的成功機會大一點
[00:11:03.040 --> 00:11:06.080]  已經拍了拖結婚 以後交就罵少一點
[00:11:06.080 --> 00:11:08.000]  真的挺好的 了解對方
[00:11:08.000 --> 00:11:11.280]  有時候如果時時用男人的想法去推測女人
[00:11:11.280 --> 00:11:15.200]  或者用女人的想法去對待男人
[00:11:15.200 --> 00:11:17.680]  衝突機會很多 原來若要人似我
[00:11:17.680 --> 00:11:19.920]  就除非兩個我 特別是兩性的
[00:11:19.920 --> 00:11:22.160]  思維方式的重點真的不同
[00:11:22.160 --> 00:11:25.040]  很多東西我們做男人可能思維當然的
[00:11:25.040 --> 00:11:27.520]  女人就未必這樣想 女士可能也是這樣
[00:11:27.520 --> 00:11:29.440]  是不是 這個說來話長了
[00:11:29.440 --> 00:11:31.440]  如果再說下去又轉了第二個話題
[00:11:31.440 --> 00:11:34.960]  但是總之就是男士一般就是
[00:11:34.960 --> 00:11:36.880]  我以前都說 半講半認真
[00:11:36.880 --> 00:11:39.680]  我說女人想事情是蝕局的
[00:11:39.680 --> 00:11:44.000]  什麼叫蝕局 那個字是C-I-G-O-L
[00:11:44.000 --> 00:11:49.440]  有個這樣的字 這個字可能很深 很有學術
[00:11:49.440 --> 00:11:52.640]  你找最大的字怎麼找得到這個字
[00:11:52.640 --> 00:11:55.280]  你找莎士比亞 復生 很多藍色的字
[00:11:55.280 --> 00:12:00.880]  有沒有人認識這個字 C-I-G-O-L
[00:12:00.880 --> 00:12:06.400]  這個字真的是我作的 為什麼這麼作的呢
[00:12:06.400 --> 00:12:09.280]  我說女人想事情是蝕局的
[00:12:09.280 --> 00:12:12.720]  你看蝕局這個字為什麼 知道嗎
[00:12:12.720 --> 00:12:14.720]  邏輯調轉的意思
[00:12:14.720 --> 00:12:18.480]  L-O-G-I-C 調轉成C-I-G-O-L
[00:12:18.480 --> 00:12:21.920]  男人經常覺得女人想事情是沒有邏輯的
[00:12:21.920 --> 00:12:23.760]  我們首先承認了 先道歉了
[00:12:23.760 --> 00:12:26.320]  你千萬不要扔番茄來
[00:12:26.320 --> 00:12:29.040]  正如女士想男人有很多缺點
[00:12:29.040 --> 00:12:32.240]  所以有一句話 男人說女人心海底針
[00:12:32.240 --> 00:12:33.920]  女人說男人心海底針
[00:12:33.920 --> 00:12:36.400]  其實大家的心都是海底針
[00:12:36.400 --> 00:12:38.400]  那些海底針你會發覺會黏在包袱上
[00:12:38.400 --> 00:12:41.920]  昨天就是掉了卡紙下來 怎麼知道有一支針
[00:12:41.920 --> 00:12:43.760]  卡在那裡 就卡到
[00:12:43.760 --> 00:12:45.920]  所以海底針確實是一個很好的比喻
[00:12:45.920 --> 00:12:49.760]  第一就是難捉摸 你想海底找一支針
[00:12:49.760 --> 00:12:52.320]  第二 碰到你就一定損手
[00:12:52.320 --> 00:12:54.800]  所以有時候民間俗語你不要輕視
[00:12:54.800 --> 00:12:57.600]  本來就是文學 也有道理
[00:12:57.600 --> 00:13:00.400]  你想想海底針 海底就很誇張
[00:13:00.400 --> 00:13:03.120]  就是很難捉摸 它又不是第二樣東西
[00:13:03.120 --> 00:13:04.560]  它為什麼不是海底一粒沙呢?
[00:13:04.560 --> 00:13:06.960]  是海底針 針一摸到反而更大
[00:13:06.960 --> 00:13:09.920]  你不摸你就想找到它 找到它你就捉到手
[00:13:09.920 --> 00:13:11.760]  所以說海底針要生存 對不對?
[00:13:11.760 --> 00:13:15.840]  你們兩位袁抗麗 有沒有一點感覺?
[00:13:15.840 --> 00:13:17.680]  當然有時候上帝做男做女
[00:13:17.680 --> 00:13:20.720]  就是讓你有些不同才互相吸引 互相補足
[00:13:20.720 --> 00:13:23.280]  完全一樣 為什麼要重複? 對不對?
[00:13:23.280 --> 00:13:26.640]  上帝不會這麼浪費材料的
[00:13:26.640 --> 00:13:28.080]  我以前也是半開玩笑的
[00:13:28.080 --> 00:13:30.080]  這個開玩笑的 毛真
[00:13:30.080 --> 00:13:32.400]  聖經的故事真有趣
[00:13:32.400 --> 00:13:34.000]  以至上帝為什麼要做女人呢?
[00:13:34.000 --> 00:13:36.560]  就是拆下眼瞓的時候
[00:13:36.560 --> 00:13:39.680]  零鬆的螺絲拆了她的肋骨出來
[00:13:39.680 --> 00:13:42.320]  聖經是這麼說的 當然是一個文學的比喻
[00:13:42.320 --> 00:13:45.120]  但是你應該想清楚為什麼要拆肋骨
[00:13:45.120 --> 00:13:47.600]  為什麼不拆第二骨?
[00:13:47.600 --> 00:13:50.160]  我後來想通了 不知道通不通
[00:13:50.160 --> 00:13:52.320]  肋骨是什麼?
[00:13:52.320 --> 00:13:55.440]  肋骨就是彎彎曲曲 扭扭的
[00:13:55.440 --> 00:13:58.320]  做得好它就幫你保護著心肺
[00:13:58.320 --> 00:14:01.920]  一歪了就慘心慘肺 那是肋骨
[00:14:01.920 --> 00:14:05.360]  在男人生活中女人就是這樣
[00:14:05.360 --> 00:14:10.320]  痴身痴世 入心入肺 就慘心慘肺
[00:14:10.320 --> 00:14:13.200]  確實如此 失去女朋友就慘心慘肺
[00:14:13.200 --> 00:14:16.960]  女朋友跟你感情好就痴身痴世
[00:14:16.960 --> 00:14:19.520]  所以我認為肋骨這個比喻多好
[00:14:19.520 --> 00:14:21.920]  手不得腳不得 腳不得腳不得 是不是?
[00:14:21.920 --> 00:14:25.280]  當然這是一個文學的意思
[00:14:25.280 --> 00:14:26.800]  但是我的意思就是說
[00:14:26.800 --> 00:14:28.960]  上帝做男做女好像沒有下手
[00:14:28.960 --> 00:14:30.560]  男不是無女 女不是無男
[00:14:30.560 --> 00:14:32.240]  互相的性格很足
[00:14:32.240 --> 00:14:34.160]  這一點不要說太多
[00:14:34.160 --> 00:14:36.080]  每次說太多又來提了
[00:14:36.080 --> 00:14:38.960]  男士很容易誇獎自己
[00:14:38.960 --> 00:14:40.960]  我們是理性的思維
[00:14:40.960 --> 00:14:42.720]  我們想事情講邏輯
[00:14:42.720 --> 00:14:44.800]  但是前提 少許前提 結論
[00:14:44.800 --> 00:14:46.880]  女人想事情是直覺的 是不是?
[00:14:46.880 --> 00:14:48.480]  就是說那個人是什麼人?
[00:14:48.480 --> 00:14:49.520]  不是好人 你不要跟他
[00:14:49.520 --> 00:14:51.120]  你怎麼知道他不是好人?
[00:14:51.120 --> 00:14:53.280]  你找一個邏輯去推理一下才行
[00:14:53.280 --> 00:14:56.160]  直到後來真的算了算了
[00:14:56.160 --> 00:14:57.120]  領了東西回來
[00:14:57.120 --> 00:14:59.360]  老婆你這個第六感覺真的很容易
[00:14:59.360 --> 00:15:00.560]  你說不出一個邏輯
[00:15:00.560 --> 00:15:01.680]  但是你感覺是不是對的?
[00:15:01.680 --> 00:15:03.440]  我恨不得聽你的話
[00:15:03.440 --> 00:15:06.000]  是你傻子都叫你不聽老婆的話
[00:15:06.000 --> 00:15:07.200]  沒有發達的
[00:15:07.200 --> 00:15:08.560]  經過幾次試驗
[00:15:08.560 --> 00:15:10.240]  他們都服了原來
[00:15:10.240 --> 00:15:12.640]  女人雖然single
[00:15:12.640 --> 00:15:15.680]  問一個小妹妹single是什麼?
[00:15:15.680 --> 00:15:17.360]  這個字這麼深
[00:15:17.360 --> 00:15:18.560]  你說那個叔叔騙人的
[00:15:18.560 --> 00:15:20.880]  其實不是真的有這樣的字
[00:15:20.880 --> 00:15:22.080]  不過不敢包
[00:15:22.080 --> 00:15:23.520]  你凡是有包和有consonant
[00:15:23.520 --> 00:15:24.720]  就可以拍成一個字
[00:15:24.720 --> 00:15:26.080]  怎麼知道沒有或者將來有呢?
[00:15:26.080 --> 00:15:28.080]  總之就是男女思維不同
[00:15:28.080 --> 00:15:30.080]  男士我們說回弱點就是
[00:15:30.080 --> 00:15:32.480]  很容易以道理來驚嘩
[00:15:32.480 --> 00:15:33.520]  我們經常誇耀
[00:15:33.520 --> 00:15:35.680]  你看理科都是男人讀多
[00:15:35.680 --> 00:15:36.880]  數學都是男人多
[00:15:36.880 --> 00:15:37.840]  邏輯思維
[00:15:37.840 --> 00:15:39.840]  女人是文藝什麼什麼
[00:15:39.840 --> 00:15:41.760]  以前香港都錯博
[00:15:41.760 --> 00:15:43.680]  男人要讀science
[00:15:43.680 --> 00:15:45.840]  那些口水都噴得遠一點
[00:15:45.840 --> 00:15:47.280]  那個ASL
[00:15:47.280 --> 00:15:49.040]  讀文科好像是女孩子讀的
[00:15:49.040 --> 00:15:51.600]  男孩子要讀文科就好像熱一點
[00:15:51.600 --> 00:15:53.440]  我最記得以前教中學的時候
[00:15:53.440 --> 00:15:55.520]  那班有science有arts
[00:15:55.520 --> 00:15:58.320]  另外一邊同色比較啤的叫general
[00:15:58.320 --> 00:15:59.920]  有些學生問他們哪一班
[00:15:59.920 --> 00:16:01.920]  他說general就好像有些自卑
[00:16:01.920 --> 00:16:03.120]  general science
[00:16:03.120 --> 00:16:05.360]  用無情白色拉上science
[00:16:05.360 --> 00:16:06.480]  這些其實很可笑
[00:16:06.480 --> 00:16:09.520]  背後有一種理科的自卑感
[00:16:09.520 --> 00:16:11.040]  其實很錯的
[00:16:11.040 --> 00:16:12.800]  嚴格來說一個合理的中學
[00:16:12.800 --> 00:16:14.640]  應該盡量開多一些科目
[00:16:14.640 --> 00:16:17.680]  因為人其實不是那麼早定得到自己的長處
[00:16:17.680 --> 00:16:21.280]  應該盡量給機會他嘗試發現
[00:16:21.280 --> 00:16:22.720]  遲一點分科都不遲
[00:16:22.720 --> 00:16:24.400]  不過以前香港的社會很多時候
[00:16:24.400 --> 00:16:27.440]  很多原因 現在公近利或者節省資源
[00:16:27.440 --> 00:16:29.120]  因為英文的壓力太大
[00:16:29.120 --> 00:16:30.240]  這個說來話長
[00:16:30.240 --> 00:16:31.680]  現在又說別的話題
[00:16:31.680 --> 00:16:33.360]  但是總之簡單一句就是
[00:16:33.360 --> 00:16:39.360]  男士很容易以科學思維邏輯思維自誇
[00:16:39.360 --> 00:16:42.400]  就覺得這些宗教不合科學
[00:16:42.400 --> 00:16:45.280]  其實宗教不合科學這個說法其實是很傻的
[00:16:45.280 --> 00:16:48.880]  我們百多年代不治國
[00:16:48.880 --> 00:16:50.720]  全世界都是 中國人尤其是
[00:16:50.720 --> 00:16:53.600]  就以科學為實
[00:16:53.600 --> 00:16:56.160]  以為科學就高過其他的學問
[00:16:56.160 --> 00:16:58.400]  其實很多學問就各有長處
[00:16:58.400 --> 00:16:59.760]  各有的需要
[00:16:59.760 --> 00:17:01.760]  譬如藝術 道德
[00:17:01.760 --> 00:17:04.240]  這些東西並不是科學所能夠解釋
[00:17:04.240 --> 00:17:05.760]  人與人之間的愛
[00:17:05.760 --> 00:17:06.720]  人倫的關係
[00:17:06.720 --> 00:17:08.320]  對藝術的欣賞
[00:17:08.320 --> 00:17:11.520]  那些是另外一種文化的範疇
[00:17:11.520 --> 00:17:13.520]  科學是其中一種
[00:17:13.520 --> 00:17:14.800]  但並不是所有
[00:17:14.800 --> 00:17:17.600]  不要以為一定要合科學才是一定的
[00:17:17.600 --> 00:17:20.160]  有些東西不是科學能夠解釋的
[00:17:20.160 --> 00:17:22.480]  科學背後的東西就叫哲學
[00:17:22.480 --> 00:17:25.040]  哲學解釋不了的東西就是宗教
