
[00:00:00.000 --> 00:00:06.000]  好 大家讓我們開始聆聽主教先
[00:01:41.000 --> 00:01:46.000]  但是先看一下誤會產生的原因
[00:01:46.000 --> 00:01:51.000]  很多時候有些人說誤會是基於miscommunication
[00:01:51.000 --> 00:01:56.000]  就是說在大家對一些資訊上
[00:01:56.000 --> 00:01:58.000]  或者一些信息上
[00:01:58.000 --> 00:02:00.000]  有一些誤解
[00:02:00.000 --> 00:02:02.000]  或者一些不清楚所導致
[00:02:02.000 --> 00:02:05.000]  我不否定有這個可能性
[00:02:05.000 --> 00:02:08.000]  不過在我自己的人生經歷裡
[00:02:08.000 --> 00:02:12.000]  我發覺到誤會最常有一個情況就是
[00:02:12.000 --> 00:02:17.000]  發生在當人覺得自己想的事情是對的
[00:02:17.000 --> 00:02:19.000]  簡單來說
[00:02:19.000 --> 00:02:23.000]  當我認為自己的演繹對一些事情的看法
[00:02:23.000 --> 00:02:26.000]  就是絕對的看法的時候
[00:02:26.000 --> 00:02:29.000]  而他們也堅持自己的看法
[00:02:29.000 --> 00:02:32.000]  就會很容易做到一個現象
[00:02:32.000 --> 00:02:35.000]  就是誤會其他人的意思
[00:02:35.000 --> 00:02:41.000]  所以當一個人認為自己每樣東西的決定
[00:02:41.000 --> 00:02:44.000]  每樣的演繹都是對的時候
[00:02:44.000 --> 00:02:46.000]  就會造成一個現象
[00:02:46.000 --> 00:02:49.000]  就是其他人說的東西都會猜測
[00:02:49.000 --> 00:02:52.000]  用英文說
[00:02:52.000 --> 00:02:55.000]  就是thinking otherwise
[00:02:55.000 --> 00:02:59.000]  就是說總是跟別人想的方法相反
[00:02:59.000 --> 00:03:02.000]  或者對別人的看法
[00:03:02.000 --> 00:03:04.000]  或者對別人的說話
[00:03:04.000 --> 00:03:07.000]  我去了解他想說的意思是什麼
[00:03:07.000 --> 00:03:08.000]  讓我們知道
[00:03:08.000 --> 00:03:11.000]  然後我自己去詮釋他的看法
[00:03:11.000 --> 00:03:14.000]  因為我認為我已經知道所有的東西
[00:03:14.000 --> 00:03:17.000]  因此他的想法
[00:03:17.000 --> 00:03:19.000]  我應該是沒有錯的
[00:03:19.000 --> 00:03:21.000]  我的演繹也必然沒有錯
[00:03:21.000 --> 00:03:25.000]  但正正因為人有這個現象的緣故
[00:03:25.000 --> 00:03:26.000]  所以造成了
[00:03:26.000 --> 00:03:29.000]  我認為我自己的看法是對的
[00:03:29.000 --> 00:03:31.000]  別人未必是這樣看的話
[00:03:31.000 --> 00:03:34.000]  那就叫誤會的開始
[00:03:34.000 --> 00:03:37.000]  我們再看回這段經文
[00:03:37.000 --> 00:03:40.000]  耶穌開始帶著這幫門徒
[00:03:40.000 --> 00:03:44.000]  自從你們來跟從我之後開始
[00:03:44.000 --> 00:03:46.000]  其實發生了很多的事情
[00:03:46.000 --> 00:03:50.000]  如果我們再看回第五章
[00:03:50.000 --> 00:03:52.000]  說完登山補訓的時候
[00:03:52.000 --> 00:03:54.000]  以至於現在來到第十六章
[00:03:54.000 --> 00:03:59.000]  已經和耶穌緊密地生活了一段時間
[00:03:59.000 --> 00:04:01.000]  我們發現到
[00:04:01.000 --> 00:04:05.000]  這幫門徒其實是否真的這麼了解耶穌呢
[00:04:05.000 --> 00:04:08.000]  我曾經說過一個笑話
[00:04:08.000 --> 00:04:10.000]  有一對情侶
[00:04:10.000 --> 00:04:16.000]  男方經常說他很了解女方的想法
[00:04:16.000 --> 00:04:20.000]  他很了解女方喜歡什麼
[00:04:20.000 --> 00:04:22.000]  誰知道到了結婚當晚
[00:04:22.000 --> 00:04:25.000]  結婚有很多事情要處理
[00:04:25.000 --> 00:04:31.000]  晚上有很多遊戲在婚宴當中玩
[00:04:31.000 --> 00:04:35.000]  其中有一次我看到一對情侶
[00:04:35.000 --> 00:04:41.000]  說我們現在考驗新郎對新娘有多少明白的遊戲
[00:04:41.000 --> 00:04:46.000]  首先問了新娘很多問題
[00:04:46.000 --> 00:04:48.000]  之後新郎就拿出答案
[00:04:48.000 --> 00:04:50.000]  新郎我們就看看你明白不明白
[00:04:50.000 --> 00:04:52.000]  阿偉東有沒有玩過
[00:04:52.000 --> 00:04:53.000]  沒有呀?
[00:04:53.000 --> 00:04:55.000]  這次跟你玩玩吧
[00:04:55.000 --> 00:05:01.000]  接著在公眾的留言中問新郎
[00:05:01.000 --> 00:05:05.000]  你知不知道新娘最喜歡吃什麼
[00:05:05.000 --> 00:05:10.000]  當然新娘已經預先說了答案
[00:05:10.000 --> 00:05:15.000]  誰知道新郎答案都是錯的
[00:05:15.000 --> 00:05:20.000]  新娘喜歡吃的東西全部都是他不明白的
[00:05:20.000 --> 00:05:22.000]  他以為新娘喜歡吃某些東西
[00:05:22.000 --> 00:05:25.000]  原來新娘最討厭吃那些東西
[00:05:25.000 --> 00:05:28.000]  新娘最喜歡吃的顏色是什麼
[00:05:28.000 --> 00:05:31.000]  新郎說一定知道的
[00:05:31.000 --> 00:05:34.000]  還斬釘截鐵在現場跟別人說
[00:05:34.000 --> 00:05:37.000]  新娘最喜歡吃什麼顏色
[00:05:37.000 --> 00:05:39.000]  他說出了顏色
[00:05:39.000 --> 00:05:41.000]  誰知道全場嘩然
[00:05:41.000 --> 00:05:44.000]  因為全場的朋友都知道新娘根本不喜歡那種顏色
[00:05:44.000 --> 00:05:47.000]  為什麼會有這樣的現象呢?
[00:05:47.000 --> 00:05:51.000]  人往往以為自己知道一切
[00:05:51.000 --> 00:05:53.000]  我全都知道
[00:05:53.000 --> 00:05:58.000]  所以我認為我的演繹和理解絕對沒錯
[00:05:58.000 --> 00:06:02.000]  門徒一樣有這個情況
[00:06:02.000 --> 00:06:05.000]  在門徒訓練跟隨耶穌的過程中
[00:06:05.000 --> 00:06:07.000]  同樣有這個問題
[00:06:07.000 --> 00:06:14.000]  今天這個題目同樣會影響到你和我如何跟隨主的過程
[00:06:14.000 --> 00:06:17.000]  我們先看看這段經文說什麼
[00:06:17.000 --> 00:06:19.000]  我們一起打開這段經文
[00:06:19.000 --> 00:06:20.000]  偉東讀了一次
[00:06:20.000 --> 00:06:22.000]  我們自己讀多一次
[00:06:22.000 --> 00:06:24.000]  打開馬太福音第十六章
[00:06:24.000 --> 00:06:27.000]  從第五節到第十二節
[00:06:27.000 --> 00:06:29.000]  我們一起讀一次
[00:06:29.000 --> 00:06:32.000]  這段經文經常有很多基督徒說
[00:06:32.000 --> 00:06:35.000]  因為這段經文裡有一樣東西經常說
[00:06:35.000 --> 00:06:37.000]  叫做教
[00:06:37.000 --> 00:06:40.000]  我們看看究竟發生什麼事
[00:06:40.000 --> 00:06:42.000]  我們一起讀
[00:06:42.000 --> 00:06:44.000]  從第五節開始
[00:06:44.000 --> 00:06:47.000]  門徒到那邊去
[00:06:47.000 --> 00:06:49.000]  忙了大餅
[00:06:49.000 --> 00:06:51.000]  耶穌對他們說
[00:06:51.000 --> 00:06:53.000]  你們要謹慎
[00:06:53.000 --> 00:06:58.000]  防備發你錯人和殺到該人的教和教
[00:06:58.000 --> 00:07:00.000]  門徒彼此議論說
[00:07:00.000 --> 00:07:04.000]  這是因為我們沒有大餅吧
[00:07:04.000 --> 00:07:07.000]  耶穌按出來就說
[00:07:07.000 --> 00:07:09.000]  你們這小信的人
[00:07:09.000 --> 00:07:14.000]  為什麼因為沒有餅彼此議論呢
[00:07:14.000 --> 00:07:16.000]  你們還不明白嗎
[00:07:16.000 --> 00:07:20.000]  不記得那五個餅分級五千人
[00:07:20.000 --> 00:07:24.000]  又收拾了多少男子的情緒嗎
[00:07:24.000 --> 00:07:28.000]  也不記得那七個餅分級四千人
[00:07:28.000 --> 00:07:32.000]  又收拾了多少康子的靈碎嗎
[00:07:32.000 --> 00:07:34.000]  我對你們說
[00:07:34.000 --> 00:07:39.000]  要防備發你錯人和殺到該人的教
[00:07:39.000 --> 00:07:42.000]  這不是紙著餅說
[00:07:42.000 --> 00:07:45.000]  你們怎麼不明白呢
[00:07:45.000 --> 00:07:47.000]  門徒這才懂得
[00:07:47.000 --> 00:07:51.000]  他說的不是叫他們防備餅的效
[00:07:51.000 --> 00:07:57.000]  是防備發你錯人和殺到該人的教訓
[00:07:57.000 --> 00:08:01.000]  這聖經很有意思
[00:08:01.000 --> 00:08:05.000]  因為承接了我們幾個星期去看的
[00:08:05.000 --> 00:08:08.000]  經文門徒訓練的題目
[00:08:08.000 --> 00:08:10.000]  在上文我們已經說過
[00:08:10.000 --> 00:08:15.000]  很多時候我們去參與侍奉的人
[00:08:15.000 --> 00:08:20.000]  聽起來有些人的教導是合情合理的
[00:08:20.000 --> 00:08:24.000]  但原來他們依賴自己
[00:08:24.000 --> 00:08:27.000]  依賴這個世界的標準
[00:08:27.000 --> 00:08:31.000]  多於依賴上帝說話的權威
[00:08:31.000 --> 00:08:33.000]  耶穌強調很多次
[00:08:33.000 --> 00:08:35.000]  在講道中說過
[00:08:35.000 --> 00:08:38.000]  我們需要盡心盡性盡義盡力
[00:08:38.000 --> 00:08:41.000]  去愛愛主我們的神
[00:08:41.000 --> 00:08:44.000]  但當我們的靈性真的揭露出來的時候
[00:08:44.000 --> 00:08:47.000]  原來我們實際是在依賴自己
[00:08:47.000 --> 00:08:49.000]  來到這段聖經
[00:08:49.000 --> 00:08:51.000]  門徒也有這個問題
[00:08:51.000 --> 00:08:53.000]  問題是什麼呢
[00:08:53.000 --> 00:08:59.000]  仍然覺得自己的了解
[00:08:59.000 --> 00:09:03.000]  自己的詮釋是對的
[00:09:03.000 --> 00:09:04.000]  你怎麼知道呢
[00:09:04.000 --> 00:09:06.000]  你看看第五至第七節
[00:09:06.000 --> 00:09:08.000]  我會給予一個題目
[00:09:08.000 --> 00:09:11.000]  在教導中常見的一個錯誤
[00:09:11.000 --> 00:09:13.000]  什麼錯誤呢
[00:09:13.000 --> 00:09:17.000]  我們看回第十六章第五節
[00:09:17.000 --> 00:09:23.000]  門徒到那裡去忙了大餅
[00:09:23.000 --> 00:09:28.000]  一開始就說到門徒發現
[00:09:28.000 --> 00:09:32.000]  原來和耶穌繼續報道的行程中
[00:09:32.000 --> 00:09:35.000]  他們過了另一邊的海
[00:09:35.000 --> 00:09:38.000]  其實不是過對面海
[00:09:38.000 --> 00:09:41.000]  只是坐船到岸邊
[00:09:41.000 --> 00:09:45.000]  然後發現自己沒有帶餅
[00:09:45.000 --> 00:09:48.000]  這是一個很有趣的技術
[00:09:48.000 --> 00:09:51.000]  馬太很多時候做記載
[00:09:51.000 --> 00:09:54.000]  是將一些人自己的事件
[00:09:54.000 --> 00:09:56.000]  或者自己的心路歷程
[00:09:56.000 --> 00:09:58.000]  介紹出來
[00:09:58.000 --> 00:10:03.000]  門徒不是不知道自己有什麼事發生
[00:10:03.000 --> 00:10:05.000]  他們知道的
[00:10:05.000 --> 00:10:08.000]  但他們沒有說出口
[00:10:08.000 --> 00:10:10.000]  但在這個時候
[00:10:10.000 --> 00:10:15.000]  他們就會聽到耶穌說了一番話
[00:10:15.000 --> 00:10:17.000]  耶穌對他們說
[00:10:17.000 --> 00:10:18.000]  第六節
[00:10:18.000 --> 00:10:22.000]  你們要謹慎防備發利賽人禍
[00:10:22.000 --> 00:10:27.000]  殺到該人的教
[00:10:27.000 --> 00:10:30.000]  有些人是很敏感的
[00:10:30.000 --> 00:10:33.000]  但要看你敏感到什麼地步
[00:10:33.000 --> 00:10:37.000]  當耶穌對著他們說的時候
[00:10:37.000 --> 00:10:40.000]  耶穌說你們要謹慎
[00:10:40.000 --> 00:10:43.000]  Be aware of something
[00:10:43.000 --> 00:10:44.000]  要留心一些東西
[00:10:44.000 --> 00:10:46.000]  留心什麼東西?
[00:10:46.000 --> 00:10:52.000]  不要跟著發利賽人和殺到該人的教
[00:10:52.000 --> 00:10:55.000]  他們以為自己很厲害
[00:10:55.000 --> 00:11:00.000]  至於說到教或者how
[00:11:00.000 --> 00:11:06.000]  他們當然是連繫到自己沒有大病
[00:11:06.000 --> 00:11:08.000]  有趣的地方就是
[00:11:08.000 --> 00:11:12.000]  馬太將這些門徒心裡自知的情況
[00:11:12.000 --> 00:11:16.000]  和外在聽見耶穌說的話
[00:11:16.000 --> 00:11:20.000]  將它連結在一起
[00:11:20.000 --> 00:11:21.000]  讓他們看見
[00:11:21.000 --> 00:11:25.000]  或者否定你和我作為讀者的知道
[00:11:25.000 --> 00:11:28.000]  這些門徒在想什麼
[00:11:28.000 --> 00:11:32.000]  不知道大家讀聖經有沒有這樣去了解
[00:11:32.000 --> 00:11:36.000]  很多時候聖經的記載是帶著你和我去想
[00:11:36.000 --> 00:11:42.000]  帶著你和我去看到自己今天的真相是怎樣
[00:11:42.000 --> 00:11:44.000]  真相很難接受
[00:11:44.000 --> 00:11:46.000]  自己面對自己的真相
[00:11:46.000 --> 00:11:50.000]  所以人最可怕的地方是什麼呢?
[00:11:50.000 --> 00:11:54.000]  就是將自己的真面目埋藏
[00:11:54.000 --> 00:11:57.000]  但聖經卻不是這樣
[00:11:57.000 --> 00:11:58.000]  將這些東西否白出來
[00:11:58.000 --> 00:12:01.000]  耶穌說到how
[00:12:01.000 --> 00:12:03.000]  how就一定是關於麵包的事
[00:12:03.000 --> 00:12:05.000]  關於做餅的問題
[00:12:05.000 --> 00:12:07.000]  餅其實是說麵包
[00:12:07.000 --> 00:12:13.000]  不過翻譯聖經的當年和合本選用
[00:12:13.000 --> 00:12:15.000]  就是餅
[00:12:15.000 --> 00:12:20.000]  用字眼形容當時古晉東文化
[00:12:20.000 --> 00:12:24.000]  他們做的麵包不是像我們那樣一大條的麵包
[00:12:24.000 --> 00:12:27.000]  是一塊一塊薄的
[00:12:27.000 --> 00:12:30.000]  如果大家吃過那些叫做Nah
[00:12:30.000 --> 00:12:31.000]  有沒有吃過Nah?
[00:12:31.000 --> 00:12:33.000]  我很喜歡吃Nah的
[00:12:33.000 --> 00:12:34.000]  薄餅那樣
[00:12:34.000 --> 00:12:36.000]  其實是麵包
[00:12:36.000 --> 00:12:38.000]  他們將它連繫起來
[00:12:38.000 --> 00:12:40.000]  哦
[00:12:40.000 --> 00:12:43.000]  主家有些話要和我說
[00:12:43.000 --> 00:12:44.000]  說什麼呢?
[00:12:44.000 --> 00:12:48.000]  門徒就開始彼此議論說
[00:12:48.000 --> 00:12:50.000]  耶穌這樣說
[00:12:50.000 --> 00:12:53.000]  這是因為我們沒有帶餅
[00:12:53.000 --> 00:13:00.000]  他們的答案可以說是非常快速
[00:13:00.000 --> 00:13:04.000]  每逢做決定
[00:13:04.000 --> 00:13:07.000]  快速的決定往往都會出現問題
[00:13:07.000 --> 00:13:09.000]  急的
[00:13:09.000 --> 00:13:10.000]  很快速
[00:13:10.000 --> 00:13:12.000]  就是還沒想清楚
[00:13:12.000 --> 00:13:15.000]  我們沒有帶餅
[00:13:15.000 --> 00:13:17.000]  主要是說烤的問題
[00:13:17.000 --> 00:13:21.000]  當然是說我們沒有帶餅
[00:13:21.000 --> 00:13:26.000]  不會從個人以為全面理解
[00:13:26.000 --> 00:13:28.000]  就出現了
[00:13:28.000 --> 00:13:32.000]  不過耶穌是不是這個意思呢?
[00:13:32.000 --> 00:13:38.000]  這個反而是我們值得在聖經裡考慮的東西
[00:13:38.000 --> 00:13:42.000]  耶穌為什麼要說第六節這句話
[00:13:42.000 --> 00:13:48.000]  你們要謹慎防備法利塞人和殺到該人的教呢?
[00:13:48.000 --> 00:13:53.000]  並非是要指責他們沒有帶麵包
[00:13:53.000 --> 00:13:55.000]  帶餅
[00:13:55.000 --> 00:13:58.000]  其實是別有原因的
[00:13:58.000 --> 00:14:03.000]  不過門徒就以為他們了解耶穌來指責他
[00:14:03.000 --> 00:14:08.000]  耶穌採取了一種教導的方式
[00:14:08.000 --> 00:14:13.000]  其實就是要把握時機去思考
[00:14:13.000 --> 00:14:18.000]  要在準確的時間去作準確的教導
[00:14:18.000 --> 00:14:22.000]  我記得我女兒還沒出生之前
[00:14:22.000 --> 00:14:25.000]  我還在香港大學做事的時候
[00:14:25.000 --> 00:14:29.000]  和部門的最高領導人
[00:14:29.000 --> 00:14:34.000]  因為我在一個研究中心做環境規劃研究
[00:14:34.000 --> 00:14:38.000]  中心有一個主管
[00:14:38.000 --> 00:14:41.000]  這個主管是由英國來到香港
[00:14:41.000 --> 00:14:44.000]  在香港大學做研究中心的主管
[00:14:44.000 --> 00:14:46.000]  我和他談了很多天
[00:14:46.000 --> 00:14:50.000]  他就說:Alan你女兒什麼時候出生?
[00:14:50.000 --> 00:14:52.000]  我說:快出生了,還有幾天
[00:14:52.000 --> 00:14:54.000]  隨時會出生的
[00:14:54.000 --> 00:14:56.000]  所以我隨時放假
[00:14:56.000 --> 00:14:58.000]  他說:不要緊,多放一點假吧
[00:14:58.000 --> 00:15:01.000]  最重要是告訴我你什麼時候放假
[00:15:01.000 --> 00:15:04.000]  那段時間我就不找你了
[00:15:04.000 --> 00:15:06.000]  其實他們經常找我
[00:15:06.000 --> 00:15:09.000]  因為他們有很多事情要我幫忙
[00:15:09.000 --> 00:15:13.000]  他說:你知不知道是男孩還是女孩?
[00:15:13.000 --> 00:15:16.000]  我說:知道了,醫生說過
[00:15:16.000 --> 00:15:18.000]  這個應該是女孩
[00:15:18.000 --> 00:15:20.000]  他說:這樣也好一點
[00:15:20.000 --> 00:15:22.000]  我說:怎麼會好一點?
[00:15:22.000 --> 00:15:24.000]  生女孩好一點嗎?
[00:15:24.000 --> 00:15:26.000]  中國人喜歡生孩子
[00:15:26.000 --> 00:15:31.000]  他說:生女孩容易處理
[00:15:31.000 --> 00:15:36.000]  生孩子的性情特別頑皮
[00:15:36.000 --> 00:15:39.000]  實際上我的孩子都頑皮一點
[00:15:39.000 --> 00:15:42.000]  我女兒一出生就常常睡著
[00:15:42.000 --> 00:15:47.000]  我兒子就無時無刻要吃奶
[00:15:47.000 --> 00:15:49.000]  一天吃很多
[00:15:49.000 --> 00:15:51.000]  嚇死人的
[00:15:51.000 --> 00:15:54.000]  頭一個月師母和我去探親的時候
[00:15:54.000 --> 00:15:56.000]  朋友說:你兒子要吃奶
[00:15:56.000 --> 00:15:58.000]  我說:是的,就弄兩瓶吧
[00:15:58.000 --> 00:16:00.000]  兩瓶八安
[00:16:00.000 --> 00:16:02.000]  嚇死人的
[00:16:02.000 --> 00:16:04.000]  小孩子吃那麼多
[00:16:04.000 --> 00:16:07.000]  他說:無論是子女
[00:16:07.000 --> 00:16:09.000]  最重要的是千萬不要中
[00:16:09.000 --> 00:16:11.000]  我說:什麼叫不要中?
[00:16:11.000 --> 00:16:14.000]  他說:如果他要哭就讓他哭
[00:16:14.000 --> 00:16:17.000]  按照時間表給他吃
[00:16:17.000 --> 00:16:19.000]  不要他哭就給他吃
[00:16:19.000 --> 00:16:21.000]  否則將來中壞了
[00:16:21.000 --> 00:16:23.000]  從小就中壞了
[00:16:23.000 --> 00:16:25.000]  我說:只是小孩子
[00:16:25.000 --> 00:16:28.000]  他說:小孩子也是一樣
[00:16:28.000 --> 00:16:32.000]  要在正確的時間給他正確的教導
[00:16:32.000 --> 00:16:36.000]  後來孩子長大了一點
[00:16:36.000 --> 00:16:38.000]  我媽媽又這樣教我
[00:16:38.000 --> 00:16:41.000]  她說:教小孩子最重要的是
[00:16:41.000 --> 00:16:45.000]  不要他出外做錯事
[00:16:45.000 --> 00:16:48.000]  忍忍忍忍忍到他回家才教
[00:16:48.000 --> 00:16:50.000]  當場即教
[00:16:50.000 --> 00:16:53.000]  例如小孩子
[00:16:53.000 --> 00:16:56.000]  你帶他去百貨公司玩具店
[00:16:56.000 --> 00:16:58.000]  他要扭畫買玩具的時候
[00:16:58.000 --> 00:17:00.000]  你不買就不要買
[00:17:00.000 --> 00:17:04.000]  他扭畫你都告訴他不會買
[00:17:04.000 --> 00:17:06.000]  如果再過份一點
[00:17:06.000 --> 00:17:08.000]  你真的可以動他
[00:17:08.000 --> 00:17:12.000]  你知道我們那時動他很簡單
[00:17:12.000 --> 00:17:14.000]  為什麼這樣?
[00:17:14.000 --> 00:17:16.000]  公眾場所這樣
[00:17:16.000 --> 00:17:18.000]  過了教是沒用的
[00:17:18.000 --> 00:17:22.000]  過了教是沒用的
[00:17:22.000 --> 00:17:25.000]  耶穌來到這個時候
[00:17:25.000 --> 00:17:27.000]  為什麼要說這番話?
[00:17:27.000 --> 00:17:29.000]  為什麼呢?
[00:17:29.000 --> 00:17:34.000]  因為我們剛剛在第十六章第一節至第四節
[00:17:34.000 --> 00:17:36.000]  才經歷完一件事
[00:17:36.000 --> 00:17:40.000]  有法尼塞人和薩都哥人
[00:17:40.000 --> 00:17:42.000]  來試探耶穌
[00:17:42.000 --> 00:17:46.000]  這幫人是主動來攻擊耶穌
[00:17:46.000 --> 00:17:50.000]  在這件事剛剛發生完之後
[00:17:50.000 --> 00:17:55.000]  於是耶穌去到另一個場合
[00:17:55.000 --> 00:17:57.000]  可以進行教導的時候
[00:17:57.000 --> 00:17:59.000]  他馬上提出
[00:17:59.000 --> 00:18:05.000]  你們要謹慎防備法尼塞人和薩都哥人的革
[00:18:05.000 --> 00:18:10.000]  這句話正正是回應第十六章第一節
[00:18:10.000 --> 00:18:13.000]  剛剛耶穌基督同門經歷過這幫人
[00:18:13.000 --> 00:18:17.000]  自以為自己很厲害
[00:18:17.000 --> 00:18:21.000]  他以為自己觀察天象都可以
[00:18:21.000 --> 00:18:25.000]  所以大家看回第十六章第二節
[00:18:25.000 --> 00:18:26.000]  第二節說什麼?
[00:18:26.000 --> 00:18:29.000]  耶穌說對著這幫法尼塞人和薩都哥人
[00:18:29.000 --> 00:18:33.000]  晚上天發紅你們就說天必要放晴
[00:18:33.000 --> 00:18:36.000]  早上天發紅又發黑的時候
[00:18:36.000 --> 00:18:38.000]  你就說今天必有風雨
[00:18:38.000 --> 00:18:40.000]  你這麼厲害
[00:18:40.000 --> 00:18:48.000]  但是你卻不能分辨什麼叫做神蹟
[00:18:48.000 --> 00:18:51.000]  神蹟的意義是什麼
[00:18:51.000 --> 00:18:53.000]  人以為自己很厲害
[00:18:53.000 --> 00:18:55.000]  觀天我都可以
[00:18:55.000 --> 00:18:58.000]  探測天氣我都這麼聰明
[00:18:58.000 --> 00:19:02.000]  但是原來以為自己很聰明的
[00:19:02.000 --> 00:19:06.000]  卻更重要的是作為宗教領袖的人
[00:19:06.000 --> 00:19:12.000]  卻分辨不了宗教裡經常缺少的事件神蹟
[00:19:12.000 --> 00:19:16.000]  什麼才是正確的神蹟
[00:19:16.000 --> 00:19:21.000]  耶穌這番話是打鐵趁熱的教導
[00:19:21.000 --> 00:19:24.000]  不是指責門徒沒有帶病
[00:19:24.000 --> 00:19:28.000]  大家看到這段聖經的記載
[00:19:28.000 --> 00:19:33.000]  顯露出門徒自以為自己什麼都知道
[00:19:33.000 --> 00:19:35.000]  什麼都明白
[00:19:35.000 --> 00:19:37.000]  什麼都了解的現象
[00:19:37.000 --> 00:19:41.000]  卻是現出洋相的時間
[00:19:41.000 --> 00:19:50.000]  記不記得我剛才說的新娘新郎在婚禮裡玩問答遊戲
[00:19:50.000 --> 00:19:53.000]  新郎答錯了
[00:19:53.000 --> 00:19:56.000]  會不會瘀傷
[00:19:56.000 --> 00:19:59.000]  瘀到鼻子吧
[00:19:59.000 --> 00:20:05.000]  這群門徒被聖經的作者馬太
[00:20:05.000 --> 00:20:10.000]  挑出了他們最醜陋的一面給我們知道
[00:20:10.000 --> 00:20:14.000]  做信徒來到我們自己
[00:20:14.000 --> 00:20:23.000]  如果我們被挑出醜惡的一面
[00:20:23.000 --> 00:20:26.000]  我們的反應會是怎樣呢
[00:20:26.000 --> 00:20:29.000]  這就是這段聖經
[00:20:29.000 --> 00:20:33.000]  我想和大家一起看看馬太如何教導的意思
[00:20:33.000 --> 00:20:36.000]  教導要把握時機
[00:20:36.000 --> 00:20:40.000]  我記得我兒子有位老師叫Mr Isaac
[00:20:40.000 --> 00:20:44.000]  我相信他是一個信主的人
[00:20:44.000 --> 00:20:48.000]  他去到我兒子六年級的時候
[00:20:48.000 --> 00:20:51.000]  我在加拿大第一次和唯一一次
[00:20:51.000 --> 00:20:54.000]  見到的老師是好的老師的話
[00:20:54.000 --> 00:20:56.000]  就是這個
[00:20:56.000 --> 00:20:58.000]  他在離開前的一個禮拜
[00:20:58.000 --> 00:21:00.000]  結業禮前
[00:21:00.000 --> 00:21:03.000]  寫了一封信給他班裡的學生
[00:21:03.000 --> 00:21:07.000]  我怎知道這封信
[00:21:07.000 --> 00:21:11.000]  有一天在收拾我兒子的房間時
[00:21:11.000 --> 00:21:13.000]  掉了出來
[00:21:13.000 --> 00:21:15.000]  我偷看了
[00:21:15.000 --> 00:21:18.000]  他可能是理會了這封信
[00:21:18.000 --> 00:21:20.000]  其實是丟掉的
[00:21:20.000 --> 00:21:22.000]  我看完這封信後
[00:21:22.000 --> 00:21:25.000]  我看完後哭了
[00:21:25.000 --> 00:21:28.000]  我哭什麼呢
[00:21:28.000 --> 00:21:32.000]  我沒見過一個老師和學生的關係
[00:21:32.000 --> 00:21:34.000]  好像他寫得這麼緊貼
[00:21:34.000 --> 00:21:36.000]  其中有一句說話
[00:21:36.000 --> 00:21:39.000]  我覺得他寫得很漂亮
[00:21:39.000 --> 00:21:42.000]  我用英文讀完
[00:21:42.000 --> 00:21:44.000]  用中文翻譯一次
[00:21:44.000 --> 00:21:58.000]  
[00:21:58.000 --> 00:22:02.000]  他在這句說話裡說
[00:22:02.000 --> 00:22:05.000]  這是你們最珍貴的年代
[00:22:05.000 --> 00:22:09.000]  在這個時候你們要決定的是什麼
