
[00:00:00.000 --> 00:00:08.320]  在同道早晨 這班小孩子去上學了
[00:08:39.840 --> 00:08:41.840]  雖然是一個男人 三十多歲
[00:08:41.840 --> 00:08:43.840]  但可以想像這個人
[00:08:43.840 --> 00:08:45.840]  他滿天神佛
[00:08:45.840 --> 00:08:47.840]  有時當你看最近新聞
[00:08:47.840 --> 00:08:49.840]  就想起埃及
[00:08:49.840 --> 00:08:51.840]  在歷史
[00:08:51.840 --> 00:08:53.840]  埃及
[00:08:53.840 --> 00:08:55.840]  我們的印象是甚麼呢?
[00:08:55.840 --> 00:08:57.840]  是拜偶像
[00:08:57.840 --> 00:08:59.840]  在歷史上 埃及時
[00:08:59.840 --> 00:09:01.840]  歷代的舊約人物
[00:09:01.840 --> 00:09:03.840]  叫他們的子女
[00:09:03.840 --> 00:09:05.840]  不要娶埃及女孩做老婆
[00:09:05.840 --> 00:09:07.840]  在歷史上
[00:09:07.840 --> 00:09:09.840]  埃及時都被提醒
[00:09:09.840 --> 00:09:13.840]  他們不是很敬仰真神
[00:09:13.840 --> 00:09:15.840]  我想起這個男士
[00:09:15.840 --> 00:09:17.840]  我想起埃及
[00:09:17.840 --> 00:09:21.840]  但他和我這幾年來相處
[00:09:21.840 --> 00:09:23.840]  他經常問我們
[00:09:23.840 --> 00:09:25.840]  你們基督教的人怎麼看
[00:09:25.840 --> 00:09:29.840]  他找到我的原因
[00:09:29.840 --> 00:09:31.840]  就是他在聖誕節平安夜
[00:09:31.840 --> 00:09:33.840]  他信了耶穌
[00:09:33.840 --> 00:09:35.840]  他告訴我
[00:09:35.840 --> 00:09:37.840]  以前他和明星
[00:09:37.840 --> 00:09:39.840]  拍照
[00:09:39.840 --> 00:09:41.840]  有廣告照
[00:09:41.840 --> 00:09:43.840]  每逢明星告訴他
[00:09:43.840 --> 00:09:45.840]  我信了耶穌
[00:09:45.840 --> 00:09:47.840]  他就很快問他
[00:09:47.840 --> 00:09:49.840]  你生癌症嗎?
[00:09:49.840 --> 00:09:51.840]  你是不是要快點醫治?
[00:09:51.840 --> 00:09:53.840]  要不要我探望你?
[00:09:53.840 --> 00:09:55.840]  他不是笑他
[00:09:55.840 --> 00:09:57.840]  他很相信一件事
[00:09:57.840 --> 00:09:59.840]  就是生癌症
[00:09:59.840 --> 00:10:01.840]  信耶穌
[00:10:01.840 --> 00:10:03.840]  我也試過在藝人之間
[00:10:03.840 --> 00:10:05.840]  有一段時間做輔導
[00:10:05.840 --> 00:10:07.840]  我也相信很多明星被人誤會了
[00:10:07.840 --> 00:10:09.840]  突然報紙上
[00:10:09.840 --> 00:10:11.840]  說某某信耶穌
[00:10:11.840 --> 00:10:13.840]  後面的細字
[00:10:13.840 --> 00:10:15.840]  當然說他有不治之症
[00:10:15.840 --> 00:10:17.840]  這個男士經常有這個概念
[00:10:17.840 --> 00:10:19.840]  每逢有人信耶穌
[00:10:19.840 --> 00:10:21.840]  一定是染了癌症
[00:10:21.840 --> 00:10:23.840]  然後就有這個反應
[00:10:23.840 --> 00:10:25.840]  但今天他說不是
[00:10:25.840 --> 00:10:27.840]  他說他開始在想
[00:10:27.840 --> 00:10:29.840]  為什麼有些人
[00:10:29.840 --> 00:10:31.840]  這麼不同呢?原因就是他去教會
[00:10:31.840 --> 00:10:33.840]  他去教會的時候
[00:10:33.840 --> 00:10:35.840]  他遇到一個男士
[00:10:35.840 --> 00:10:37.840]  這個男士是做生意的
[00:10:37.840 --> 00:10:39.840]  在韓國被人抓了
[00:10:39.840 --> 00:10:41.840]  是一個冤獄案
[00:10:41.840 --> 00:10:43.840]  判了他什麼呢?
[00:10:43.840 --> 00:10:45.840]  判了他19年監禁
[00:10:45.840 --> 00:10:47.840]  19年監禁
[00:10:47.840 --> 00:10:49.840]  都要把手吊起來
[00:10:49.840 --> 00:10:51.840]  他很不人道
[00:10:51.840 --> 00:10:53.840]  原因就是那個男士
[00:10:53.840 --> 00:10:55.840]  得罪了一些所謂的顯貴
[00:10:55.840 --> 00:10:57.840]  那個男士就要祈禱
[00:10:57.840 --> 00:10:59.840]  那個男士是基督徒
[00:10:59.840 --> 00:11:01.840]  但那裡就故意整他
[00:11:01.840 --> 00:11:03.840]  要他把手吊起來
[00:11:03.840 --> 00:11:05.840]  但他幾年間就把手吊起來
[00:11:05.840 --> 00:11:07.840]  他被抓的時候
[00:11:07.840 --> 00:11:09.840]  回到香港
[00:11:09.840 --> 00:11:11.840]  他和我這個朋友聊天
[00:11:11.840 --> 00:11:13.840]  生他的氣去教會
[00:11:13.840 --> 00:11:15.840]  他說為什麼你到現在為止
[00:11:15.840 --> 00:11:17.840]  還去韓國餐廳吃東西呢?
[00:11:17.840 --> 00:11:19.840]  你應該很討厭韓國人的
[00:11:19.840 --> 00:11:21.840]  但是他的樣子很祥和
[00:11:21.840 --> 00:11:23.840]  很祥和
[00:11:23.840 --> 00:11:25.840]  那些朋友就說
[00:11:25.840 --> 00:11:27.840]  你應該生氣得很厲害
[00:11:27.840 --> 00:11:29.840]  人家對你這樣
[00:11:29.840 --> 00:11:31.840]  19年了
[00:11:31.840 --> 00:11:33.840]  你為什麼樣子這麼祥和呢?
[00:11:33.840 --> 00:11:35.840]  為什麼說韓國這麼祥和呢?
[00:11:35.840 --> 00:11:37.840]  他說因為我是基督徒
[00:11:37.840 --> 00:11:39.840]  他說基督徒
[00:11:39.840 --> 00:11:41.840]  怎麼可以面對
[00:11:41.840 --> 00:11:43.840]  一個這麼慘的遭遇呢?
[00:11:43.840 --> 00:11:45.840]  人這麼祥和呢?
[00:11:45.840 --> 00:11:47.840]  這件事就刺激他
[00:11:47.840 --> 00:11:49.840]  他要明白
[00:11:49.840 --> 00:11:51.840]  什麼事呢?
[00:11:51.840 --> 00:11:53.840]  其實他認識我的時候
[00:11:53.840 --> 00:11:55.840]  一樣我和他合作
[00:11:55.840 --> 00:11:57.840]  我們拍那些電影的時候
[00:11:57.840 --> 00:11:59.840]  都不是很成功
[00:11:59.840 --> 00:12:01.840]  他問我
[00:12:01.840 --> 00:12:03.840]  他說你
[00:12:03.840 --> 00:12:05.840]  還沒有得到利益
[00:12:05.840 --> 00:12:07.840]  為什麼你這麼不開心?
[00:12:07.840 --> 00:12:09.840]  但我看不到的
[00:12:09.840 --> 00:12:11.840]  他很不開心
[00:12:11.840 --> 00:12:13.840]  我說沒什麼
[00:12:13.840 --> 00:12:15.840]  他說為什麼你們這些人很祥和呢?
[00:12:15.840 --> 00:12:17.840]  其實虧錢是很不開心的事
[00:12:17.840 --> 00:12:19.840]  你睡得著嗎?
[00:12:19.840 --> 00:12:21.840]  他經常睡不著
[00:12:21.840 --> 00:12:23.840]  他神經衰弱
[00:12:23.840 --> 00:12:25.840]  我相信今天
[00:12:25.840 --> 00:12:27.840]  你要想的問題就是
[00:12:27.840 --> 00:12:29.840]  究竟宗教教育影響一個人
[00:12:29.840 --> 00:12:31.840]  整個心的轉變是什麼呢?
[00:12:31.840 --> 00:12:33.840]  就是看東西的眼界不同了
[00:12:33.840 --> 00:12:35.840]  我相信今天香港
[00:12:35.840 --> 00:12:37.840]  我最近寫了一個推介文
[00:12:37.840 --> 00:12:39.840]  有幾個精神科醫生的一本書
[00:12:39.840 --> 00:12:41.840]  是講抑鬱症
[00:12:41.840 --> 00:12:43.840]  他給了一個線索
[00:12:43.840 --> 00:12:45.840]  香港的抑鬱症的數字
[00:12:45.840 --> 00:12:47.840]  是100個人裡面有15個
[00:12:47.840 --> 00:12:49.840]  15個
[00:12:49.840 --> 00:12:51.840]  我相信我們合得來很好
[00:12:51.840 --> 00:12:53.840]  這裡沒有寫15個
[00:12:53.840 --> 00:12:57.840]  15個很厲害
[00:12:57.840 --> 00:12:59.840]  全世界只有5%
[00:12:59.840 --> 00:13:01.840]  香港是多3倍
[00:13:01.840 --> 00:13:03.840]  有什麼證據證明呢?
[00:13:03.840 --> 00:13:05.840]  香港人懷疑人是最厲害的
[00:13:05.840 --> 00:13:07.840]  香港人很敏感
[00:13:07.840 --> 00:13:09.840]  你看他一眼就知道
[00:13:09.840 --> 00:13:11.840]  他在想什麼在搞我
[00:13:11.840 --> 00:13:13.840]  香港人很強迫恐慌
[00:13:13.840 --> 00:13:17.840]  簡直是緊張和害怕的地步
[00:13:17.840 --> 00:13:19.840]  是要我們反應什麼事情呢?
[00:13:19.840 --> 00:13:21.840]  什麼事情都要快
[00:13:21.840 --> 00:13:23.840]  當你在金鐘一開閘的時候
[00:13:23.840 --> 00:13:27.840]  一起不是緩步跑
[00:13:27.840 --> 00:13:29.840]  是跑到最快的速度
[00:13:29.840 --> 00:13:31.840]  你說他跑到最快
[00:13:31.840 --> 00:13:33.840]  他跑到最快
[00:13:33.840 --> 00:13:35.840]  最快的速度
[00:13:35.840 --> 00:13:37.840]  你說香港人沒有運動是假的
[00:13:37.840 --> 00:13:39.840]  是很豐富的運動
[00:13:39.840 --> 00:13:41.840]  有些外國人有次問我
[00:13:41.840 --> 00:13:43.840]  是不是accident
[00:13:43.840 --> 00:13:45.840]  是不是有意外
[00:13:45.840 --> 00:13:47.840]  我不是
[00:13:47.840 --> 00:13:49.840]  我們是這樣衝進去
[00:13:49.840 --> 00:13:51.840]  他繼續問我
[00:13:51.840 --> 00:13:53.840]  是不是最後一班車
[00:13:53.840 --> 00:13:55.840]  我不是
[00:13:55.840 --> 00:13:57.840]  兩個可能
[00:13:57.840 --> 00:13:59.840]  一是槍戰
[00:13:59.840 --> 00:14:01.840]  一是最後一班車
[00:14:01.840 --> 00:14:03.840]  我們很怕
[00:14:03.840 --> 00:14:05.840]  進不到這架地鐵
[00:14:05.840 --> 00:14:07.840]  其實我們怕什麼呢?
[00:14:07.840 --> 00:14:09.840]  我們都不知道
[00:14:09.840 --> 00:14:11.840]  雖然只是要快
[00:14:11.840 --> 00:14:13.840]  但這種搶
[00:14:13.840 --> 00:14:15.840]  就是搶食
[00:14:15.840 --> 00:14:17.840]  你想想
[00:14:17.840 --> 00:14:19.840]  其實我們怕什麼呢?
[00:14:19.840 --> 00:14:21.840]  是一種強迫恐慌的病
[00:14:21.840 --> 00:14:23.840]  就是我們不做不行
[00:14:23.840 --> 00:14:25.840]  compulsive 強迫的
[00:14:25.840 --> 00:14:27.840]  所以突然間你去到澳門
[00:14:27.840 --> 00:14:29.840]  外國你都不習慣
[00:14:29.840 --> 00:14:31.840]  你突然覺得
[00:14:31.840 --> 00:14:33.840]  這麼慢有什麼事
[00:14:33.840 --> 00:14:35.840]  有時你見到這種情況
[00:14:35.840 --> 00:14:37.840]  覺得很可憐
[00:14:37.840 --> 00:14:39.840]  其實我們精神不是很妥
[00:14:39.840 --> 00:14:41.840]  為什麼是這樣呢?
[00:14:41.840 --> 00:14:43.840]  有時我們很難
[00:14:43.840 --> 00:14:45.840]  離開這個世界的遊戲
[00:14:45.840 --> 00:14:47.840]  就很怕利益被人拿走
[00:14:47.840 --> 00:14:49.840]  很怕利益被人拿走
[00:14:49.840 --> 00:14:51.840]  我讀研究院的時候
[00:14:51.840 --> 00:14:53.840]  最後一課
[00:14:53.840 --> 00:14:55.840]  教授跟我吃午飯
[00:14:55.840 --> 00:14:57.840]  他送了一句說話給我
[00:14:57.840 --> 00:14:59.840]  他說如果以
[00:14:59.840 --> 00:15:01.840]  一個好朋友來說
[00:15:01.840 --> 00:15:03.840]  我給你一句說話
[00:15:03.840 --> 00:15:05.840]  人生裏面想想
[00:15:05.840 --> 00:15:07.840]  他是一個很好的基督徒
[00:15:07.840 --> 00:15:09.840]  這句說話我想人人都不喜歡
[00:15:09.840 --> 00:15:11.840]  在新年的時候沒有人喜歡說
[00:15:11.840 --> 00:15:13.840]  不是說死字
[00:15:13.840 --> 00:15:15.840]  他說人棄我取
[00:15:15.840 --> 00:15:17.840]  人取我棄
[00:15:17.840 --> 00:15:19.840]  不就是急輸?
[00:15:19.840 --> 00:15:21.840]  就是吃虧?
[00:15:21.840 --> 00:15:23.840]  他說完這句說話之後
[00:15:23.840 --> 00:15:25.840]  一個月後我畢業
[00:15:25.840 --> 00:15:27.840]  他在系主任室
[00:15:27.840 --> 00:15:29.840]  拿著一幢Vinyl出來
[00:15:29.840 --> 00:15:31.840]  原因就是他的同事
[00:15:31.840 --> 00:15:33.840]  想改選系主任
[00:15:33.840 --> 00:15:35.840]  他離開了
[00:15:35.840 --> 00:15:37.840]  他讓了位置出來
[00:15:37.840 --> 00:15:39.840]  他在生命裏面
[00:15:39.840 --> 00:15:41.840]  實踐了這句說話
[00:15:41.840 --> 00:15:43.840]  人取我棄
[00:15:43.840 --> 00:15:45.840]  可能你說
[00:15:45.840 --> 00:15:47.840]  嘩
[00:15:47.840 --> 00:15:49.840]  這樣的事做得出來?
[00:15:49.840 --> 00:15:51.840]  我告訴大家
[00:15:51.840 --> 00:15:53.840]  世界上的增進
[00:15:53.840 --> 00:15:55.840]  和這個人說的很像
[00:15:55.840 --> 00:15:57.840]  很像
[00:15:57.840 --> 00:15:59.840]  是不是基督徒一輩子都是吃虧?
[00:15:59.840 --> 00:16:01.840]  一輩子都是
[00:16:01.840 --> 00:16:03.840]  吃虧?
[00:16:03.840 --> 00:16:05.840]  還是你教你的子女先發繼人?
[00:16:05.840 --> 00:16:09.840]  先發繼人
[00:16:09.840 --> 00:16:11.840]  我見過很多小朋友
[00:16:11.840 --> 00:16:13.840]  兩歲的時候
[00:16:13.840 --> 00:16:15.840]  當他把公仔交給
[00:16:15.840 --> 00:16:17.840]  別人
[00:16:17.840 --> 00:16:19.840]  他媽媽就擔心
[00:16:21.840 --> 00:16:23.840]  會不會將來他甚麼都拿給別人?
[00:16:23.840 --> 00:16:25.840]  我不知道你有沒有留意到
[00:16:25.840 --> 00:16:27.840]  有一些小朋友
[00:16:27.840 --> 00:16:29.840]  一見到東西就拿
[00:16:29.840 --> 00:16:31.840]  對大人就說
[00:16:31.840 --> 00:16:33.840]  嘩 但這個很厲害
[00:16:33.840 --> 00:16:35.840]  這個很厲害
[00:16:35.840 --> 00:16:37.840]  但見到別人問他拿東西就馬上給
[00:16:37.840 --> 00:16:39.840]  香港的媽媽很擔心
[00:16:39.840 --> 00:16:41.840]  將來這個兒子一定會吃虧
[00:16:41.840 --> 00:16:43.840]  這個女兒一定會吃虧
[00:16:43.840 --> 00:16:45.840]  之前他們怎樣訓練他們的子女?
[00:16:45.840 --> 00:16:47.840]  馬上
[00:16:47.840 --> 00:16:49.840]  訓練他們參加比賽
[00:16:49.840 --> 00:16:51.840]  的訓練
[00:16:51.840 --> 00:16:53.840]  希望將來競爭的能力
[00:16:53.840 --> 00:16:55.840]  高一點
[00:16:55.840 --> 00:16:57.840]  但當這個結果也很容易看到
[00:16:57.840 --> 00:16:59.840]  如果你問兒童心理專家
[00:16:59.840 --> 00:17:01.840]  他說喜歡了競賽的人
[00:17:01.840 --> 00:17:03.840]  突然要做讓步行為
[00:17:03.840 --> 00:17:05.840]  是很困難的
[00:17:05.840 --> 00:17:07.840]  他很辛苦
[00:17:07.840 --> 00:17:09.840]  去想為甚麼要給你
[00:17:09.840 --> 00:17:11.840]  他想到簡直想哭
[00:17:11.840 --> 00:17:13.840]  因為這條定律
[00:17:13.840 --> 00:17:15.840]  已經是扭轉到另一邊
[00:17:15.840 --> 00:17:17.840]  是要競爭習慣了
[00:17:17.840 --> 00:17:19.840]  突然要讓步
[00:17:19.840 --> 00:17:21.840]  是很辛苦的
[00:17:21.840 --> 00:17:23.840]  相信自己哭
[00:17:23.840 --> 00:17:25.840]  是他拿不到力量
[00:17:25.840 --> 00:17:27.840]  來跟別人妥協
[00:17:27.840 --> 00:17:29.840]  到長大的時候
[00:17:29.840 --> 00:17:31.840]  這種妥協能力消失了
[00:17:31.840 --> 00:17:33.840]  我懷疑香港越來越多
[00:17:33.840 --> 00:17:35.840]  這些家庭慘案
