
[00:00:00.000 --> 00:00:04.000]  各位靈姐妹你好
[00:02:13.000 --> 00:02:15.000]  這是很重要的決定
[00:02:15.000 --> 00:02:17.000]  所以我希望你如果不清楚
[00:02:17.000 --> 00:02:19.000]  你不要勉強
[00:02:19.000 --> 00:02:21.000]  但同樣的 反過來說
[00:02:21.000 --> 00:02:22.000]  如果上帝感動你
[00:02:22.000 --> 00:02:24.000]  這是一個重要的決定
[00:02:24.000 --> 00:02:26.000]  你不要輕易地放下
[00:02:26.000 --> 00:02:28.000]  到了今晚第四堂
[00:02:28.000 --> 00:02:31.000]  我想說教會發展最重要一環
[00:02:31.000 --> 00:02:34.000]  其實都是比較難的
[00:02:34.000 --> 00:02:37.000]  教會發展一環 緊扣一環
[00:02:37.000 --> 00:02:40.000]  很難說哪個重要些 哪個最重要
[00:02:40.000 --> 00:02:42.000]  我試試今晚分享之後
[00:02:42.000 --> 00:02:43.000]  看你同不同意
[00:02:43.000 --> 00:02:47.000]  我覺得在我們說到教會發展的時候
[00:02:47.000 --> 00:02:49.000]  清楚方向
[00:02:49.000 --> 00:02:52.000]  教會成為教會
[00:02:52.000 --> 00:02:53.000]  第二天的時間
[00:02:53.000 --> 00:02:55.000]  我們說教會發展
[00:02:55.000 --> 00:02:59.000]  它有不同的內容
[00:02:59.000 --> 00:03:02.000]  特別是包括了活出神的道
[00:03:02.000 --> 00:03:04.000]  昨天我們見到
[00:03:04.000 --> 00:03:06.000]  在士郎傳第六章
[00:03:06.000 --> 00:03:07.000]  教會雖然有困難
[00:03:07.000 --> 00:03:11.000]  但堅持去傳講神的道
[00:03:11.000 --> 00:03:14.000]  才是教會正確的方向
[00:03:14.000 --> 00:03:17.000]  今天我說到第十一章
[00:03:17.000 --> 00:03:21.000]  這間教會已經離開了耶路撒冷
[00:03:21.000 --> 00:03:22.000]  猶太傳遞
[00:03:22.000 --> 00:03:25.000]  這間教會我們多數熟悉它
[00:03:25.000 --> 00:03:27.000]  在第十三章
[00:03:27.000 --> 00:03:29.000]  就是安提阿的教會
[00:03:29.000 --> 00:03:31.000]  我們熟悉它的原因是因為
[00:03:31.000 --> 00:03:33.000]  普世的差傳
[00:03:33.000 --> 00:03:36.000]  即是說差派人離開自己地方
[00:03:36.000 --> 00:03:40.000]  去到可能跨越文化地方傳道
[00:03:40.000 --> 00:03:42.000]  開始的第一間教會
[00:03:42.000 --> 00:03:44.000]  安提阿教會
[00:03:44.000 --> 00:03:45.000]  大家都熟悉的
[00:03:45.000 --> 00:03:46.000]  十三章
[00:03:46.000 --> 00:03:48.000]  差派保羅巴拿巴出去
[00:03:48.000 --> 00:03:51.000]  然後建立了初期的教會
[00:03:51.000 --> 00:03:56.000]  但是安提阿教會
[00:03:56.000 --> 00:04:02.000]  為什麼會被上帝使用成為差傳的第一間教會呢?
[00:04:02.000 --> 00:04:05.000]  當然正確答案已經沒有直接說了
[00:04:05.000 --> 00:04:08.000]  我們今天想和大家看看
[00:04:08.000 --> 00:04:12.000]  不是它的成果成為神揀選
[00:04:12.000 --> 00:04:15.000]  差傳出去的第一間教會
[00:04:15.000 --> 00:04:18.000]  是它的原因
[00:04:18.000 --> 00:04:21.000]  是之前這間教會是怎樣成立的
[00:04:21.000 --> 00:04:22.000]  這段經文我發覺
[00:04:22.000 --> 00:04:24.000]  可能很多人讀聖經的時候
[00:04:24.000 --> 00:04:26.000]  很快就忽略了這段聖經
[00:04:26.000 --> 00:04:28.000]  有機會再去研讀的時候
[00:04:28.000 --> 00:04:31.000]  我發覺對我很多很多提醒
[00:04:31.000 --> 00:04:33.000]  我們先讀這段經文一次
[00:04:33.000 --> 00:04:35.000]  就是安提阿教會怎樣成立的
[00:04:35.000 --> 00:04:38.000]  司徒行主第十一章
[00:04:38.000 --> 00:04:40.000]  記載得比較詳細的
[00:04:40.000 --> 00:04:45.000]  比起其他的聖經裡提到的教會
[00:04:45.000 --> 00:04:46.000]  除了耶路撒冷之外
[00:04:46.000 --> 00:04:49.000]  大概最詳盡的教會怎樣成立
[00:04:49.000 --> 00:04:51.000]  就是安提阿教會
[00:04:51.000 --> 00:04:53.000]  第十一章第十九節
[00:04:53.000 --> 00:04:55.000]  一直讀到第三十節
[00:04:55.000 --> 00:04:58.000]  請大家一起先讀經文一次
[00:04:58.000 --> 00:05:01.000]  那些因事提反的事
[00:05:01.000 --> 00:05:03.000]  遭患難四散的門徒
[00:05:03.000 --> 00:05:08.000]  直走到弗里基和塞浦路斯並安提阿
[00:05:08.000 --> 00:05:10.000]  他們不向別人講道
[00:05:10.000 --> 00:05:12.000]  只向猶太人講
[00:05:12.000 --> 00:05:16.000]  但內中有塞浦路斯和古利內人
[00:05:16.000 --> 00:05:18.000]  他們到了安提阿
[00:05:18.000 --> 00:05:21.000]  也向希臘人傳講主耶穌
[00:05:21.000 --> 00:05:23.000]  主意他們同在
[00:05:23.000 --> 00:05:26.000]  信而歸主的人就很多了
[00:05:26.000 --> 00:05:30.000]  這風聲傳到耶路撒冷教會人的耳中
[00:05:30.000 --> 00:05:33.000]  他們就打發巴拿巴出去
[00:05:33.000 --> 00:05:35.000]  走到安提阿為止
[00:05:35.000 --> 00:05:37.000]  他到了那裡
[00:05:37.000 --> 00:05:40.000]  看見神所賜的恩就起
[00:05:40.000 --> 00:05:43.000]  勸勉眾人立定心志
[00:05:43.000 --> 00:05:45.000]  行究靠主
[00:05:45.000 --> 00:05:47.000]  這巴拿巴原是個好人
[00:05:47.000 --> 00:05:50.000]  被聖靈充滿大有信心
[00:05:50.000 --> 00:05:54.000]  時有許多人歸服了主
[00:05:54.000 --> 00:05:56.000]  他又往大掃去找掃羅
[00:05:56.000 --> 00:05:58.000]  找著了
[00:05:58.000 --> 00:06:00.000]  就帶他到安提阿去
[00:06:00.000 --> 00:06:05.000]  他們足有一年的功夫和教會一同聚集
[00:06:05.000 --> 00:06:07.000]  教訓了許多人
[00:06:07.000 --> 00:06:09.000]  門徒稱為基督徒
[00:06:09.000 --> 00:06:11.000]  是從安提阿起手
[00:06:11.000 --> 00:06:13.000]  當那些日子
[00:06:13.000 --> 00:06:17.000]  有幾位先知從耶路撒冷下到安提阿
[00:06:17.000 --> 00:06:20.000]  內中有一位名叫阿加布
[00:06:20.000 --> 00:06:22.000]  站起來
[00:06:22.000 --> 00:06:26.000]  藉著聖名指明天下將有大饑荒
[00:06:26.000 --> 00:06:30.000]  這事到克魯第年間果然有了
[00:06:30.000 --> 00:06:34.000]  於是門徒定以召各人的力量捐錢
[00:06:34.000 --> 00:06:37.000]  送去供給住在猶大的弟兄
[00:06:37.000 --> 00:06:39.000]  他們就這樣行
[00:06:39.000 --> 00:06:45.000]  把捐項托巴拿巴和掃羅送到眾長老那裡
[00:06:45.000 --> 00:06:48.000]  這段聖經記載一間教會
[00:06:48.000 --> 00:06:51.000]  我剛才提過安提阿的教會的產生
[00:06:51.000 --> 00:06:55.000]  大家知道聖經裡有兩個安提阿的地方
[00:06:55.000 --> 00:06:57.000]  一個是比西底安提阿
[00:06:57.000 --> 00:07:00.000]  後來他們出去傳道的地方
[00:07:00.000 --> 00:07:03.000]  這指的是敘利亞對上的一個地方
[00:07:03.000 --> 00:07:07.000]  安提阿是羅馬帝國裡第三大城市
[00:07:07.000 --> 00:07:10.000]  除了羅馬和埃及的亞歷山大
[00:07:10.000 --> 00:07:13.000]  第三個大的城市就是安提阿
[00:07:13.000 --> 00:07:18.000]  是一個非常繁榮商業和交通的要塞
[00:07:18.000 --> 00:07:24.000]  安提阿教會成立的過程
[00:07:24.000 --> 00:07:27.000]  在聖經開始的第十一章第十九節就說
[00:07:27.000 --> 00:07:29.000]  那些因試題犯
[00:07:29.000 --> 00:07:31.000]  回到《士童傳》第六第七章
[00:07:31.000 --> 00:07:34.000]  那些因試題犯的事遭患難四散的人
[00:07:34.000 --> 00:07:35.000]  他們就走了
[00:07:35.000 --> 00:07:37.000]  有些人去到菲利基
[00:07:37.000 --> 00:07:38.000]  有些人去到塞浦路斯
[00:07:38.000 --> 00:07:40.000]  塞浦路斯大家知道是地中海的一個海島
[00:07:40.000 --> 00:07:43.000]  還有當日的焦點就放在安提阿
[00:07:43.000 --> 00:07:47.000]  在敘利亞北部的地方
[00:07:47.000 --> 00:07:49.000]  他們不向別人講道
[00:07:49.000 --> 00:07:51.000]  只向猶太人講
[00:07:51.000 --> 00:07:54.000]  因試題犯的事遭遇四散
[00:07:54.000 --> 00:07:56.000]  如果你熟悉聖經的話
[00:07:56.000 --> 00:07:58.000]  你就知道這裡差不多是平衡的句子
[00:07:58.000 --> 00:08:00.000]  就在《士童傳》第八章
[00:08:00.000 --> 00:08:02.000]  就是早三章的聖經
[00:08:02.000 --> 00:08:06.000]  那裡說從這日起試題犯殉難之後
[00:08:06.000 --> 00:08:09.000]  第六第七章說試題犯的殉道
[00:08:09.000 --> 00:08:13.000]  殉道之後從這日起耶路撒冷教會大遭迫伐
[00:08:13.000 --> 00:08:14.000]  你看到嗎
[00:08:14.000 --> 00:08:17.000]  就是在那裡說
[00:08:17.000 --> 00:08:19.000]  因試題犯遭難四散的
[00:08:19.000 --> 00:08:20.000]  可以說是平衡的話
[00:08:20.000 --> 00:08:24.000]  然後第八章說除了試圖以外
[00:08:24.000 --> 00:08:28.000]  門徒也分散在猶太和薩瑪利亞
[00:08:28.000 --> 00:08:32.000]  然後在第八章的焦點說
[00:08:32.000 --> 00:08:34.000]  他們有些人去到薩瑪利亞
[00:08:34.000 --> 00:08:38.000]  特別是七位執事一位
[00:08:38.000 --> 00:08:42.000]  阿肥里就去到薩瑪利亞傳道
[00:08:42.000 --> 00:08:43.000]  第八章記載了這件事
[00:08:43.000 --> 00:08:45.000]  然後第九章第十章就說
[00:08:45.000 --> 00:08:50.000]  蘇羅和哥尼羅的歸居等等的事
[00:08:50.000 --> 00:08:51.000]  去到十一章
[00:08:51.000 --> 00:08:53.000]  回頭看就像rewind一樣
[00:08:53.000 --> 00:08:55.000]  有些人從耶路撒冷走
[00:08:55.000 --> 00:08:57.000]  有些人走到薩瑪利亞
[00:08:57.000 --> 00:08:59.000]  有些人再北一點再走到安提阿
[00:08:59.000 --> 00:09:01.000]  就是十一章的記載
[00:09:01.000 --> 00:09:03.000]  這個可以說和第八章發生的事
[00:09:03.000 --> 00:09:06.000]  可以說是平衡的一齊發生的事
[00:09:06.000 --> 00:09:08.000]  這些人走到的地方
[00:09:08.000 --> 00:09:11.000]  已經離開猶大地方
[00:09:11.000 --> 00:09:13.000]  離開半猶大的薩瑪利亞
[00:09:13.000 --> 00:09:16.000]  去到外邦人的地方
[00:09:16.000 --> 00:09:19.000]  一個羅馬帝國的大城市安提阿
[00:09:19.000 --> 00:09:23.000]  猶太人和中國人有很多類似的地方
[00:09:23.000 --> 00:09:27.000]  如果中國人香港人今天移民
[00:09:27.000 --> 00:09:29.000]  你都會選擇大城市
[00:09:29.000 --> 00:09:32.000]  我想九成以上的人都會選擇大城市
[00:09:32.000 --> 00:09:37.000]  你很少聽到移民到非洲的某個村落
[00:09:37.000 --> 00:09:39.000]  比較少的
[00:09:39.000 --> 00:09:40.000]  我希望自己沒聽過
[00:09:40.000 --> 00:09:43.000]  多數是我們熟悉的大城市
[00:09:43.000 --> 00:09:46.000]  同樣的猶太人可能因為不同的需要
[00:09:46.000 --> 00:09:49.000]  都會選擇大城市
[00:09:49.000 --> 00:09:51.000]  然後去到的時候
[00:09:51.000 --> 00:09:56.000]  這班走難當中的猶太人基督徒
[00:09:56.000 --> 00:09:58.000]  正經說他們不向別人講道
[00:09:58.000 --> 00:10:00.000]  只向猶太人講
[00:10:00.000 --> 00:10:02.000]  你從兩個角度講
[00:10:02.000 --> 00:10:04.000]  一個是為什麼不跟其他人講
[00:10:04.000 --> 00:10:06.000]  好像不是那麼正面
[00:10:06.000 --> 00:10:07.000]  但從另一個角度講
[00:10:07.000 --> 00:10:09.000]  他們都繼續傳道
[00:10:09.000 --> 00:10:10.000]  在走難當中
[00:10:10.000 --> 00:10:11.000]  自己顧不到的時候
[00:10:11.000 --> 00:10:13.000]  都繼續傳福音
[00:10:13.000 --> 00:10:15.000]  帶著使命去走難
[00:10:15.000 --> 00:10:18.000]  如果你代入我們今天的社會
[00:10:18.000 --> 00:10:19.000]  代入我們華人的社會
[00:10:19.000 --> 00:10:21.000]  我猜我們會比較容易理解
[00:10:21.000 --> 00:10:23.000]  和接納他們的情況
[00:10:23.000 --> 00:10:28.000]  我猜會去到北美洲或澳洲的地方
[00:10:28.000 --> 00:10:29.000]  一些華人教會
[00:10:29.000 --> 00:10:33.000]  我想他們讀的時候更加有感受
[00:10:33.000 --> 00:10:37.000]  你猜猜在華人教會當中
[00:10:37.000 --> 00:10:41.000]  有多少人會向當地的白人
[00:10:41.000 --> 00:10:43.000]  當地的西人傳福音呢
[00:10:43.000 --> 00:10:45.000]  可能會有的
[00:10:45.000 --> 00:10:48.000]  極少 坦白說極少
[00:10:48.000 --> 00:10:51.000]  多數都向華人傳福音
[00:10:51.000 --> 00:10:53.000]  那些是教會最精英
[00:10:53.000 --> 00:10:55.000]  最熱心的信徒
[00:10:55.000 --> 00:10:56.000]  大家都明白
[00:10:56.000 --> 00:10:58.000]  因為語言 文化
[00:10:58.000 --> 00:11:00.000]  甚至可能你去到
[00:11:00.000 --> 00:11:04.000]  人家覺得你是第二等公民
[00:11:04.000 --> 00:11:06.000]  所以你要向上講
[00:11:06.000 --> 00:11:08.000]  是難很多的
[00:11:08.000 --> 00:11:10.000]  我們不用說太遠
[00:11:10.000 --> 00:11:12.000]  就說我們現在這裡
[00:11:12.000 --> 00:11:14.000]  我們香港
[00:11:14.000 --> 00:11:18.000]  其實我們周圍有幾十萬的菲傭
[00:11:18.000 --> 00:11:21.000]  有印傭在這裡
[00:11:21.000 --> 00:11:27.000]  我們神學院過去一年
[00:11:27.000 --> 00:11:31.000]  就從一個用了幾十年的
[00:11:31.000 --> 00:11:33.000]  九龍塘的校舍
[00:11:33.000 --> 00:11:35.000]  搬到美孚新邨
[00:11:35.000 --> 00:11:37.000]  由於搬到美孚新邨
[00:11:37.000 --> 00:11:39.000]  所以之前就去視察周圍的環境
[00:11:39.000 --> 00:11:41.000]  我不熟悉那個社區
[00:11:41.000 --> 00:11:43.000]  去美孚新邨時常迷路
[00:11:43.000 --> 00:11:45.000]  我不太認識那個地方
[00:11:45.000 --> 00:11:49.000]  那天去選擇星期日
[00:11:49.000 --> 00:11:51.000]  完了主日之後
[00:11:51.000 --> 00:11:53.000]  我去看了
[00:11:53.000 --> 00:11:55.000]  我發覺原來是另一個世界
[00:11:55.000 --> 00:11:56.000]  如果你沒去過
[00:11:56.000 --> 00:11:58.000]  不過現在疫情比較難說
[00:11:58.000 --> 00:12:02.000]  星期日去和平日去是不同的世界
[00:12:02.000 --> 00:12:05.000]  美孚新邨剛剛分了兩大部分
[00:12:05.000 --> 00:12:07.000]  如果你知道那個環境
[00:12:07.000 --> 00:12:09.000]  中間一條大天橋
[00:12:09.000 --> 00:12:13.000]  我想是十幾線的行車線的天橋
[00:12:13.000 --> 00:12:15.000]  在天橋底下
[00:12:15.000 --> 00:12:18.000]  附近有一個荔枝角公園
[00:12:18.000 --> 00:12:20.000]  當你星期日去到的時候
[00:12:20.000 --> 00:12:24.000]  是成千計的印傭聚集在那裡
[00:12:24.000 --> 00:12:29.000]  那裡是一個很大的和場
[00:12:29.000 --> 00:12:32.000]  我試過和一些神學生
[00:12:32.000 --> 00:12:35.000]  和一些當地的教會
[00:12:35.000 --> 00:12:39.000]  一起試著關心這班印傭
[00:12:39.000 --> 00:12:42.000]  大部分信伊斯蘭教的印傭
[00:12:42.000 --> 00:12:45.000]  和他們了解他們的情況
[00:12:45.000 --> 00:12:48.000]  和他們分享一下我們的信仰
[00:12:48.000 --> 00:12:52.000]  你看到就算在旁邊很多
[00:12:52.000 --> 00:12:58.000]  不要說印傭或者非傭
[00:12:58.000 --> 00:13:00.000]  或者外籍人士
[00:13:00.000 --> 00:13:03.000]  或者尖沙咀很多印巴籍的人士
[00:13:03.000 --> 00:13:07.000]  你和普通話的國內同胞
[00:13:07.000 --> 00:13:10.000]  有時候你都覺得困難的
[00:13:10.000 --> 00:13:13.000]  甚至會覺得我一定不會這樣做的
[00:13:13.000 --> 00:13:15.000]  所以你看從哪個角度說
[00:13:15.000 --> 00:13:17.000]  這班是走難當中的人
[00:13:17.000 --> 00:13:19.000]  都繼續很努力的做
[00:13:19.000 --> 00:13:23.000]  不過他們指向和他們所謂同文化
[00:13:23.000 --> 00:13:26.000]  或者說近文化的人
[00:13:26.000 --> 00:13:28.000]  他們都不說福音
[00:13:28.000 --> 00:13:31.000]  不過你看到經文不是停下來的
[00:13:31.000 --> 00:13:34.000]  因為接著說20節就說
[00:13:34.000 --> 00:13:37.000]  但內中有塞浦路斯和古里內人
[00:13:37.000 --> 00:13:40.000]  就是說他們可能在耶路撒冷
[00:13:40.000 --> 00:13:45.000]  去過節的那班暫時停留的人
[00:13:45.000 --> 00:13:47.000]  甚至是不知道什麼原因
[00:13:47.000 --> 00:13:49.000]  聖經沒有特別記載
[00:13:49.000 --> 00:13:54.000]  就是他們在塞浦路斯古里內生活過的人
[00:13:54.000 --> 00:13:57.000]  甚至是塞浦路斯古里內的本地人
[00:13:57.000 --> 00:13:59.000]  他們到了安提拉
[00:13:59.000 --> 00:14:02.000]  就向講希臘話的人傳講耶穌
[00:14:02.000 --> 00:14:08.000]  因為當時的希臘語言是國際語言
[00:14:08.000 --> 00:14:11.000]  不是拉丁文是國際語言
[00:14:11.000 --> 00:14:13.000]  他們因為這樣的背景
[00:14:13.000 --> 00:14:16.000]  所以更多走一步
[00:14:16.000 --> 00:14:19.000]  雖然當地不是塞浦路斯
[00:14:19.000 --> 00:14:21.000]  不是古里內的地方
[00:14:21.000 --> 00:14:25.000]  不過這班有國際視野的
[00:14:25.000 --> 00:14:26.000]  有國際背景的人
[00:14:26.000 --> 00:14:30.000]  就向安提拉本地人傳福音
[00:14:30.000 --> 00:14:34.000]  即是說他們肯突破自己的界限
[00:14:34.000 --> 00:14:37.000]  突破自己的語言
[00:14:37.000 --> 00:14:39.000]  突破自己的文化
[00:14:39.000 --> 00:14:43.000]  除了一班向近文化傳福音的人之外
[00:14:43.000 --> 00:14:46.000]  還有一班同樣在災難當中
[00:14:46.000 --> 00:14:50.000]  但是他們會繼續突破自己
[00:14:50.000 --> 00:14:54.000]  向其他人傳講福音的一班信徒
[00:14:54.000 --> 00:14:58.000]  這班信徒在安提拉教會的座位裏
[00:14:58.000 --> 00:15:00.000]  無名的人士
[00:15:00.000 --> 00:15:02.000]  一個名字都沒有提及
[00:15:02.000 --> 00:15:06.000]  他們背景是非常簡略的
[00:15:06.000 --> 00:15:13.000]  領事會要突破自己一些不習慣的範疇
[00:15:13.000 --> 00:15:15.000]  是很艱難的
[00:15:15.000 --> 00:15:17.000]  我不知道你有沒有留意到
[00:15:17.000 --> 00:15:21.000]  教會有很多習慣是很固定的
[00:15:21.000 --> 00:15:23.000]  我在教會做牧者
[00:15:23.000 --> 00:15:26.000]  我發現一個很有趣的現象
[00:15:26.000 --> 00:15:28.000]  在主日聚會的時間
[00:15:28.000 --> 00:15:29.000]  你看下去
[00:15:29.000 --> 00:15:31.000]  差不多弟兄姊妹
[00:15:31.000 --> 00:15:33.000]  怎樣坐哪一位就坐那一位
[00:15:33.000 --> 00:15:35.000]  好像畫了位置
[00:15:35.000 --> 00:15:37.000]  在地下的位置
[00:15:37.000 --> 00:15:38.000]  如果有些新朋友不知道
[00:15:38.000 --> 00:15:39.000]  坐了哪一位
[00:15:39.000 --> 00:15:40.000]  可能差不多會問
[00:15:40.000 --> 00:15:41.000]  為甚麼坐那一位
[00:15:41.000 --> 00:15:45.000]  很習慣地這樣做
[00:15:45.000 --> 00:15:47.000]  在聚會完結後
[00:15:47.000 --> 00:15:48.000]  你跟哪一位聊天
[00:15:48.000 --> 00:15:49.000]  跟哪一位打招呼
[00:15:49.000 --> 00:15:51.000]  跟哪一位吃午餐
[00:15:51.000 --> 00:15:54.000]  都是很習慣的
[00:15:54.000 --> 00:15:56.000]  要你改一改
[00:15:56.000 --> 00:15:58.000]  今天我想轉一轉
[00:15:58.000 --> 00:16:01.000]  差不多要刻意地才會改變了
[00:16:01.000 --> 00:16:04.000]  一直以來的習慣
[00:16:04.000 --> 00:16:07.000]  所以我說安提拉教會
[00:16:07.000 --> 00:16:10.000]  為甚麼會蒙神選擇
[00:16:10.000 --> 00:16:12.000]  蒙神使用呢
[00:16:12.000 --> 00:16:13.000]  其中一個原因
[00:16:13.000 --> 00:16:15.000]  一開始的時候
[00:16:15.000 --> 00:16:17.000]  有一班願意突破環境的
[00:16:17.000 --> 00:16:22.000]  一班創團的信徒
[00:16:22.000 --> 00:16:23.000]  我在美國讀書的時候
[00:16:23.000 --> 00:16:27.000]  跟一間教會差不多去
[00:16:27.000 --> 00:16:31.000]  一起創立了一間教會
[00:16:31.000 --> 00:16:35.000]  我還記得我創團的時候
[00:16:35.000 --> 00:16:36.000]  我跟他們分享
[00:16:36.000 --> 00:16:40.000]  其實我們今天在寫歷史
[00:16:40.000 --> 00:16:44.000]  今天參與教會的態度
[00:16:44.000 --> 00:16:46.000]  其實不單單只是影響你
[00:16:46.000 --> 00:16:47.000]  影響你家人
[00:16:47.000 --> 00:16:50.000]  影響現在的眾
[00:16:50.000 --> 00:16:52.000]  你還有很深遠的影響
[00:16:52.000 --> 00:16:54.000]  你會為這段教會
[00:16:54.000 --> 00:16:55.000]  寫下歷史
[00:16:55.000 --> 00:16:59.000]  營造一種文化
[00:16:59.000 --> 00:17:00.000]  十年裏面
[00:17:00.000 --> 00:17:02.000]  可能接著的影響力
[00:17:02.000 --> 00:17:03.000]  你不知不覺地
[00:17:03.000 --> 00:17:06.000]  影響十年後的一班會眾
[00:17:06.000 --> 00:17:08.000]  教會成立了二十年後
[00:17:08.000 --> 00:17:09.000]  二十年的會眾
[00:17:09.000 --> 00:17:10.000]  你不知不覺地
[00:17:10.000 --> 00:17:11.000]  營造了一種文化
[00:17:11.000 --> 00:17:12.000]  一種做法
[00:17:12.000 --> 00:17:13.000]  一種價值觀
[00:17:13.000 --> 00:17:16.000]  影響了三十年後
[00:17:16.000 --> 00:17:19.000]  可能你從來沒有接觸過的會眾
[00:17:19.000 --> 00:17:20.000]  我們都不斷地
[00:17:20.000 --> 00:17:21.000]  在歷史裏面
[00:17:21.000 --> 00:17:25.000]  彼此繼續寫下去
[00:17:25.000 --> 00:17:29.000]  要突破自己的範疇
[00:17:29.000 --> 00:17:31.000]  有很多代價
[00:17:31.000 --> 00:17:33.000]  剛才我提過
[00:17:33.000 --> 00:17:35.000]  你不用想得那麼遠
[00:17:35.000 --> 00:17:36.000]  你想想
[00:17:36.000 --> 00:17:37.000]  我向普通話的人
[00:17:37.000 --> 00:17:40.000]  你想想
[00:17:40.000 --> 00:17:41.000]  有很多突破的地方
[00:17:41.000 --> 00:17:43.000]  你向非庸恩庸
[00:17:43.000 --> 00:17:47.000]  更加需要多些突破的地方
[00:17:47.000 --> 00:17:49.000]  然後聖經在這段經文裏面
[00:17:49.000 --> 00:17:50.000]  二十一節
[00:17:50.000 --> 00:17:52.000]  好像做了一個小結
[00:17:52.000 --> 00:17:54.000]  主與他們同在
[00:17:54.000 --> 00:17:57.000]  信而歸主的人就很多了
[00:17:57.000 --> 00:17:59.000]  在這段經文裏面幾次
[00:17:59.000 --> 00:18:01.000]  好像作者在後面
[00:18:01.000 --> 00:18:02.000]  說了一段事
[00:18:02.000 --> 00:18:03.000]  經過之後
[00:18:03.000 --> 00:18:04.000]  跳了出來
[00:18:04.000 --> 00:18:06.000]  和讀者說話
[00:18:06.000 --> 00:18:08.000]  有一個這樣的註腳
[00:18:08.000 --> 00:18:10.000]  因為他們這樣做
[00:18:10.000 --> 00:18:11.000]  所以神賜福他們
[00:18:11.000 --> 00:18:12.000]  人數增加了
[00:18:12.000 --> 00:18:13.000]  在四王子裏面
[00:18:13.000 --> 00:18:16.000]  經常出現這樣的註腳
[00:18:16.000 --> 00:18:20.000]  然後當教會開始之後
[00:18:20.000 --> 00:18:23.000]  一個提到所謂的牧者
[00:18:23.000 --> 00:18:26.000]  一個提到領導的人都沒有
[00:18:26.000 --> 00:18:29.000]  然後二十二節就說
[00:18:29.000 --> 00:18:30.000]  這個風聲
[00:18:30.000 --> 00:18:32.000]  安提海教會成立的風聲
[00:18:32.000 --> 00:18:34.000]  傳到耶路撒冷的耳中
[00:18:34.000 --> 00:18:36.000]  為什麼這件事這麼重要呢
[00:18:36.000 --> 00:18:39.000]  因為從十一章以前
