
[00:00:00.000 --> 00:00:03.000]  當我在一間中學教書的時候
[00:04:43.000 --> 00:04:45.000]  我接著問
[00:04:45.000 --> 00:04:50.000]  你知不知道為什麼我問你
[00:04:50.000 --> 00:04:55.000]  我想你自己回答自己
[00:04:55.000 --> 00:04:58.000]  不是每個人都有機會會考
[00:04:58.000 --> 00:05:00.000]  這是第一個
[00:05:00.000 --> 00:05:03.000]  第二
[00:05:03.000 --> 00:05:06.000]  不是每個人會考
[00:05:06.000 --> 00:05:08.000]  都拿到九科合格
[00:05:08.000 --> 00:05:10.000]  我問他當年
[00:05:10.000 --> 00:05:12.000]  合格率是多少
[00:05:12.000 --> 00:05:14.000]  我不知道
[00:05:14.000 --> 00:05:16.000]  我告訴他
[00:05:16.000 --> 00:05:19.000]  五科合格的只有七成多
[00:05:19.000 --> 00:05:21.000]  九科都合格的
[00:05:21.000 --> 00:05:23.000]  沒有統計
[00:05:23.000 --> 00:05:24.000]  我告訴他
[00:05:24.000 --> 00:05:27.000]  不會超過四成
[00:05:27.000 --> 00:05:29.000]  九科都合格
[00:05:29.000 --> 00:05:33.000]  因為讀九科的人不是很多
[00:05:33.000 --> 00:05:40.000]  那是不是其餘六成的人全部都要自殺呢
[00:05:40.000 --> 00:05:43.000]  他沒有出聲
[00:05:43.000 --> 00:05:47.000]  我接著問多一句
[00:05:47.000 --> 00:05:51.000]  如果讓你再考多一次
[00:05:51.000 --> 00:05:55.000]  你有沒有信心會比這次好呢
[00:05:55.000 --> 00:05:58.000]  他醒了
[00:05:58.000 --> 00:06:01.000]  應該去考
[00:06:01.000 --> 00:06:06.000]  因為他們很不值得某些大義
[00:06:06.000 --> 00:06:08.000]  某些東西
[00:06:08.000 --> 00:06:10.000]  我是因為這樣
[00:06:10.000 --> 00:06:13.000]  我當時和他談完之後
[00:06:13.000 --> 00:06:16.000]  我就和他查了一段聖經
[00:06:16.000 --> 00:06:18.000]  趕鬼入主群
[00:06:18.000 --> 00:06:22.000]  人的價值到底是什麼
[00:06:22.000 --> 00:06:24.000]  我一路查經
[00:06:24.000 --> 00:06:27.000]  我沒有想到他們從來沒有查過聖經的人
[00:06:27.000 --> 00:06:30.000]  在我查經的過程當中
[00:06:30.000 --> 00:06:32.000]  如果你查過一針見血
[00:06:32.000 --> 00:06:36.000]  對著一個被鬼附
[00:06:36.000 --> 00:06:38.000]  用石頭打自己的人
[00:06:38.000 --> 00:06:40.000]  整個過程當中
[00:06:40.000 --> 00:06:42.000]  我一路和他們查
[00:06:42.000 --> 00:06:44.000]  我看到他們的眼淚
[00:06:44.000 --> 00:06:46.000]  飆出來
[00:06:46.000 --> 00:06:48.000]  我知道有得救
[00:06:48.000 --> 00:06:50.000]  完了之後
[00:06:50.000 --> 00:06:54.000]  我就鼓勵他們參加一個下令營
[00:06:54.000 --> 00:06:57.000]  我特意為了那些
[00:06:57.000 --> 00:07:00.000]  考完第五年大學
[00:07:00.000 --> 00:07:02.000]  和他們一起開了一個下令會
[00:07:02.000 --> 00:07:05.000]  最後在下令會上
[00:07:05.000 --> 00:07:07.000]  我就帶著他們信了耶穌
[00:07:07.000 --> 00:07:09.000]  我很感恩
[00:07:09.000 --> 00:07:10.000]  信了耶穌之後
[00:07:10.000 --> 00:07:14.000]  短短兩個星期告訴我們
[00:07:14.000 --> 00:07:16.000]  他說Sir
[00:07:16.000 --> 00:07:21.000]  我們都決定重複第五年大學
[00:07:21.000 --> 00:07:23.000]  我聽到的時候
[00:07:23.000 --> 00:07:25.000]  我心裏很感恩
[00:07:25.000 --> 00:07:28.000]  因為我知道他們已經突破了自己
[00:07:28.000 --> 00:07:32.000]  不怕面對那些老師
[00:07:32.000 --> 00:07:34.000]  不怕面對那些同學
[00:07:34.000 --> 00:07:36.000]  我都和他們說
[00:07:36.000 --> 00:07:38.000]  當我們去了美國的時候
[00:07:38.000 --> 00:07:40.000]  我們都收到他們的一些信
[00:07:40.000 --> 00:07:43.000]  這個信就說他們進了中六會考
[00:07:43.000 --> 00:07:44.000]  考得很好
[00:07:44.000 --> 00:07:46.000]  另一方面我也知道
[00:07:46.000 --> 00:07:48.000]  其實雖然我很久沒見
[00:07:48.000 --> 00:07:53.000]  有些學生我仍然在偶然之間會見到
[00:07:53.000 --> 00:07:58.000]  但是他們都很熱心在教會裏面來侍奉
[00:07:58.000 --> 00:08:00.000]  或者我順便也提一提
[00:08:00.000 --> 00:08:02.000]  其實在我的同事當中
[00:08:02.000 --> 00:08:03.000]  有些我的學生
[00:08:03.000 --> 00:08:05.000]  現在和我做同工
[00:08:05.000 --> 00:08:08.000]  我為這個感恩
[00:08:08.000 --> 00:08:14.000]  今年香港
[00:08:14.000 --> 00:08:16.000]  由去年的9月1日
[00:08:16.000 --> 00:08:20.000]  一直到4月中
[00:08:20.000 --> 00:08:26.000]  差不多接近30個學生自殺
[00:08:26.000 --> 00:08:29.000]  而這些學生
[00:08:29.000 --> 00:08:37.000]  他們的自殺絕大部分是因為學業的壓力
[00:08:37.000 --> 00:08:41.000]  也都有一些是情緒的病
[00:08:41.000 --> 00:08:44.000]  或者有一些depression
[00:08:44.000 --> 00:08:46.000]  但問題是這個depression
[00:08:46.000 --> 00:08:48.000]  他們又不肯吃藥
[00:08:48.000 --> 00:08:50.000]  是有一個關係
[00:08:50.000 --> 00:08:53.000]  我今天就很想和大家來分享
[00:08:53.000 --> 00:08:55.000]  在這些數據當中
[00:08:55.000 --> 00:08:58.000]  令到我們非常震驚的
[00:08:58.000 --> 00:09:02.000]  就是大學生自殺的比例非常高
[00:09:02.000 --> 00:09:06.000]  各位親愛的兄弟姐妹
[00:09:06.000 --> 00:09:11.000]  我不知道大家在報紙看到這些個案的時候
[00:09:11.000 --> 00:09:15.000]  你們的感受是怎樣
[00:09:15.000 --> 00:09:18.000]  我和大家說
[00:09:18.000 --> 00:09:21.000]  以前我看新聞的時候
[00:09:21.000 --> 00:09:24.000]  我會覺得很遠的
[00:09:24.000 --> 00:09:27.000]  這些個案離開我很遠
[00:09:27.000 --> 00:09:32.000]  但隨著教會越來越大
[00:09:32.000 --> 00:09:35.000]  我們的人數越來越多
[00:09:35.000 --> 00:09:39.000]  和我們會更認識的弟姐妹
[00:09:39.000 --> 00:09:42.000]  同學親戚越來越多
[00:09:42.000 --> 00:09:48.000]  我發覺到過去我的經驗
[00:09:48.000 --> 00:09:52.000]  每四個自殺的人當中
[00:09:52.000 --> 00:09:56.000]  原來多多少少就是和恩福有關
[00:09:56.000 --> 00:10:00.000]  久不久就有這個電話告訴我
[00:10:00.000 --> 00:10:05.000]  是他的同學最近自殺
[00:10:05.000 --> 00:10:08.000]  是他的親戚
[00:10:08.000 --> 00:10:13.000]  是他的家人最近自殺
[00:10:13.000 --> 00:10:15.000]  是因為這樣
[00:10:15.000 --> 00:10:18.000]  每次當我看到這些個案的時候
[00:10:18.000 --> 00:10:23.000]  我的心裏面是非常擔心
[00:10:23.000 --> 00:10:26.000]  也會直接去到他們當中想一想
[00:10:26.000 --> 00:10:30.000]  他們家人會怎樣反應
[00:10:30.000 --> 00:10:33.000]  但無論如何
[00:10:33.000 --> 00:10:37.000]  預防永遠勝於治療
[00:10:37.000 --> 00:10:40.000]  所以今天我要和大家來看看
[00:10:40.000 --> 00:10:42.000]  這個預防
[00:10:42.000 --> 00:10:46.000]  到底我們怎樣來預防這些事情發生
[00:10:46.000 --> 00:10:48.000]  當我記得我教書的時候
[00:10:48.000 --> 00:10:51.000]  這兩個同學不約而同
[00:10:51.000 --> 00:10:53.000]  他們想死
[00:10:53.000 --> 00:10:55.000]  我想如果他們的成績還差一點
[00:10:55.000 --> 00:10:58.000]  死了的
[00:10:58.000 --> 00:11:02.000]  但在今天我們看到無數的青少年
[00:11:02.000 --> 00:11:05.000]  他們以為去到這樣的境界裏面
[00:11:05.000 --> 00:11:07.000]  是沒有出路的
[00:11:07.000 --> 00:11:11.000]  你和我們可以怎樣來幫助他們呢
[00:11:11.000 --> 00:11:15.000]  我希望能夠透過這本基上十九章一到十八節
[00:11:15.000 --> 00:11:18.000]  以利亞他自己的經歷
[00:11:18.000 --> 00:11:21.000]  和大家來分享
[00:11:21.000 --> 00:11:24.000]  總是有出路
[00:11:24.000 --> 00:11:29.000]  在神的裏面永遠不會有沒路的
[00:11:29.000 --> 00:11:35.000]  我們首先一起去看一看
[00:11:35.000 --> 00:11:43.000]  第一到第四節
[00:11:43.000 --> 00:11:47.000]  大家找到的時候我們一起讀這段聖經
[00:11:47.000 --> 00:11:50.000]  阿哈將以利亞一切所行的
[00:11:50.000 --> 00:11:53.000]  和他用刀殺中先知的事
[00:11:53.000 --> 00:11:55.000]  都告訴耶誓別
[00:11:55.000 --> 00:11:58.000]  耶誓別就差遣人去見以利亞
[00:11:58.000 --> 00:12:01.000]  告訴他說明日日在這個時候
[00:12:01.000 --> 00:12:05.000]  我若不使你的性命像那些人的性命一樣
[00:12:05.000 --> 00:12:07.000]  怨神重重的降伐於我
[00:12:07.000 --> 00:12:11.000]  以利亞見這光景就起來逃命
[00:12:11.000 --> 00:12:13.000]  到了猶大的別世吧
[00:12:13.000 --> 00:12:15.000]  將僕人留在那裏
[00:12:15.000 --> 00:12:18.000]  自己在曠野走了一日的路程
[00:12:18.000 --> 00:12:21.000]  來到一個羅藤樹下
[00:12:21.000 --> 00:12:23.000]  就坐在那裏求死
[00:12:23.000 --> 00:12:26.000]  說耶和華大了
[00:12:26.000 --> 00:12:27.000]  求你取我的性命
[00:12:27.000 --> 00:12:30.000]  因我不勝於我的列祖
[00:12:30.000 --> 00:12:32.000]  當時發生的背景
[00:12:32.000 --> 00:12:34.000]  是以利亞曾經以一個人之力
[00:12:34.000 --> 00:12:38.000]  力敵四百五十個巴力的先知
[00:12:38.000 --> 00:12:41.000]  這些巴力的先知在當時來說
[00:12:41.000 --> 00:12:43.000]  差不多駕馭著皇后
[00:12:43.000 --> 00:12:46.000]  然後駕馭著這個皇帝
[00:12:46.000 --> 00:12:49.000]  讓全國的人利器耶和華
[00:12:49.000 --> 00:12:54.000]  然後歸順這種迷信的巴力
[00:12:54.000 --> 00:12:57.000]  以利亞因為這樣的光景
[00:12:57.000 --> 00:13:04.000]  最後就和四百五十個巴力的先知來鬥法
[00:13:04.000 --> 00:13:07.000]  這個鬥法就是禱告
[00:13:07.000 --> 00:13:10.000]  看一看誰的神是真的
[00:13:10.000 --> 00:13:14.000]  而實際上那次的鬥法
[00:13:14.000 --> 00:13:20.000]  是說使以利亞經歷神才是真實
[00:13:20.000 --> 00:13:23.000]  因為你求降火
[00:13:23.000 --> 00:13:25.000]  燒祭物
[00:13:25.000 --> 00:13:29.000]  巴力四百五十個先知來來去去
[00:13:29.000 --> 00:13:31.000]  完全無動於衷
[00:13:31.000 --> 00:13:33.000]  輪到以利亞的時間
[00:13:33.000 --> 00:13:36.000]  他要求那些人弄濕那些祭物
[00:13:36.000 --> 00:13:38.000]  到處有迷溝
[00:13:38.000 --> 00:13:40.000]  然後倒水
[00:13:40.000 --> 00:13:43.000]  然後他就禱告神讓這些人
[00:13:43.000 --> 00:13:46.000]  讓全國的人看到你才是真實
[00:13:46.000 --> 00:13:48.000]  然後他就禱告
[00:13:48.000 --> 00:13:50.000]  神就降下火來
[00:13:50.000 --> 00:13:52.000]  不單止將那些水燒乾了
[00:13:52.000 --> 00:13:54.000]  將那些燒盡
[00:13:54.000 --> 00:13:56.000]  然後全部的生物
[00:13:56.000 --> 00:14:01.000]  即是那些獻祭的肉燒盡
[00:14:01.000 --> 00:14:03.000]  是因為這樣
[00:14:03.000 --> 00:14:05.000]  就讓當時的阿哈皇帝
[00:14:05.000 --> 00:14:08.000]  知道耶和華先知是實
[00:14:08.000 --> 00:14:13.000]  在當時就殺了四百五十個巴力的先知
[00:14:13.000 --> 00:14:15.000]  這個勝利
[00:14:15.000 --> 00:14:19.000]  以利亞以為能夠帶給整個國家一個復興
[00:14:19.000 --> 00:14:21.000]  但沒想到的就是
[00:14:21.000 --> 00:14:25.000]  這個皇帝是一個昏君
[00:14:25.000 --> 00:14:27.000]  這個昏君
[00:14:27.000 --> 00:14:29.000]  誰人都不看誰人都不聽
[00:14:29.000 --> 00:14:31.000]  最重要的就是怕老婆
[00:14:31.000 --> 00:14:35.000]  所以當他的太太因為這樣
[00:14:35.000 --> 00:14:37.000]  夜洗別
[00:14:37.000 --> 00:14:40.000]  就講到明一定要殺以利亞
[00:14:40.000 --> 00:14:44.000]  就好像他殺巴力的先知一樣
[00:14:44.000 --> 00:14:46.000]  在這樣的時候
[00:14:46.000 --> 00:14:49.000]  就帶來一個完全的逆轉
[00:14:49.000 --> 00:14:51.000]  是沒人會想到
[00:14:51.000 --> 00:14:54.000]  皇帝連這些事實都不看
[00:14:54.000 --> 00:14:58.000]  完完全全就被自己的皇后
[00:14:58.000 --> 00:15:00.000]  蒙蔽了自己的心眼
[00:15:00.000 --> 00:15:03.000]  以利亞因為看到這樣的光景
[00:15:03.000 --> 00:15:05.000]  他被追殺的時候
[00:15:05.000 --> 00:15:07.000]  他就起來逃命
[00:15:08.000 --> 00:15:10.000]  起來逃命的時候
[00:15:10.000 --> 00:15:13.000]  就走到別斯巴
[00:15:13.000 --> 00:15:16.000]  在那個地方在曠野走了一天的路程
[00:15:16.000 --> 00:15:20.000]  在一個羅藤樹下求死
[00:15:20.000 --> 00:15:23.000]  他想死
[00:15:23.000 --> 00:15:26.000]  我們今天就要來看一看
[00:15:26.000 --> 00:15:31.000]  以利亞他認為已經去到窮途末路
[00:15:31.000 --> 00:15:33.000]  沒得走的了
[00:15:33.000 --> 00:15:35.000]  死了他算了
[00:15:35.000 --> 00:15:38.000]  為什麼他會尋死呢
[00:15:38.000 --> 00:15:41.000]  有人說是因為他怕死
[00:15:41.000 --> 00:15:45.000]  但我相信這個是矛盾的
[00:15:45.000 --> 00:15:48.000]  怕死的人就不會自己死的
[00:15:48.000 --> 00:15:51.000]  怕死的人是一定要生的
[00:15:51.000 --> 00:15:53.000]  同不同意嗎
[00:15:53.000 --> 00:15:56.000]  怕死的人就有這麼快死就這麼快死
[00:15:56.000 --> 00:15:58.000]  希望快點死
[00:15:58.000 --> 00:16:03.000]  怕死的人是絕對不會自己去找死的
[00:16:03.000 --> 00:16:06.000]  一定是逃避死亡
[00:16:06.000 --> 00:16:08.000]  但我們看到在這裡
[00:16:08.000 --> 00:16:12.000]  以利亞是自己想快點死
[00:16:12.000 --> 00:16:15.000]  明顯地他想快點死的目的
[00:16:15.000 --> 00:16:19.000]  他的原因絕對不是因為他怕死這麼簡單
[00:16:19.000 --> 00:16:21.000]  然後我們看到第四節
[00:16:21.000 --> 00:16:24.000]  他給了一個原因給我們
[00:16:24.000 --> 00:16:27.000]  這個原因是什麼呢
[00:16:27.000 --> 00:16:29.000]  我們一起再讀第四節
[00:16:29.000 --> 00:16:32.000]  自己在曠野走了一天的路程
[00:16:32.000 --> 00:16:34.000]  來到一個羅藤樹下
[00:16:34.000 --> 00:16:36.000]  就坐在那裡求死
[00:16:36.000 --> 00:16:38.000]  說:耶和華罷了
[00:16:38.000 --> 00:16:40.000]  求你什麼呢
[00:16:40.000 --> 00:16:41.000]  取我的姓名
[00:16:41.000 --> 00:16:43.000]  因為我什麼
[00:16:43.000 --> 00:16:47.000]  這個他就很清楚地說出他自己的原因
[00:16:47.000 --> 00:16:50.000]  原來我們今天看到有很多的人
[00:16:50.000 --> 00:16:52.000]  他們認為窮途末路到了
[00:16:52.000 --> 00:16:54.000]  他們認為沒有出路了
[00:16:54.000 --> 00:16:56.000]  他們認為死了他
[00:16:56.000 --> 00:16:58.000]  不如早點死吧
[00:16:58.000 --> 00:16:59.000]  原因在哪裡呢
[00:16:59.000 --> 00:17:02.000]  不是因為情緒
[00:17:02.000 --> 00:17:05.000]  不是因為depression
[00:17:05.000 --> 00:17:08.000]  不是因為他們的成績差
[00:17:08.000 --> 00:17:11.000]  不是因為他們的學業失敗
[00:17:11.000 --> 00:17:13.000]  而是因為什麼呢
[00:17:13.000 --> 00:17:16.000]  是一個錯誤的價值觀
[00:17:16.000 --> 00:17:18.000]  這個價值觀
[00:17:18.000 --> 00:17:22.000]  以利亞第一次提出來的時候
[00:17:22.000 --> 00:17:26.000]  是因為我不勝於我的列祖
[00:17:26.000 --> 00:17:28.000]  人比人
[00:17:28.000 --> 00:17:30.000]  我記住那句是什麼
[00:17:30.000 --> 00:17:33.000]  我不知道大家同不同意
[00:17:33.000 --> 00:17:35.000]  和人比較
[00:17:35.000 --> 00:17:40.000]  你往往是將自己強的地方和人比
[00:17:40.000 --> 00:17:44.000]  還是將自己弱的地方和強的人比呢
[00:17:44.000 --> 00:17:47.000]  你和誰比呢
[00:17:47.000 --> 00:17:49.000]  有多少人你和人比的時候
[00:17:49.000 --> 00:17:52.000]  往往是將自己弱的地方
[00:17:52.000 --> 00:17:54.000]  和別人強的地方比的
[00:17:54.000 --> 00:17:56.000]  可不可以舉手
[00:17:56.000 --> 00:17:58.000]  我們教育的時候也是這樣
[00:17:58.000 --> 00:18:00.000]  我告訴大家
[00:18:00.000 --> 00:18:02.000]  很多時候比較
[00:18:02.000 --> 00:18:04.000]  使我們不開心
[00:18:04.000 --> 00:18:06.000]  就是因為我們不是不好的
[00:18:06.000 --> 00:18:07.000]  舉個例子
[00:18:07.000 --> 00:18:09.000]  我那兩個學生
[00:18:09.000 --> 00:18:13.000]  九科D有什麼不好呢
[00:18:13.000 --> 00:18:15.000]  一個C
[00:18:15.000 --> 00:18:17.000]  八個D有什麼不好呢
[00:18:17.000 --> 00:18:19.000]  科科合格
[00:18:19.000 --> 00:18:20.000]  多好啊
[00:18:20.000 --> 00:18:22.000]  為什麼要死呢
[00:18:22.000 --> 00:18:24.000]  是因為他
[00:18:24.000 --> 00:18:27.000]  是要將老師對他們的期望
[00:18:27.000 --> 00:18:29.000]  和其他的同學
[00:18:29.000 --> 00:18:33.000]  他們得的成績和自己的
[00:18:33.000 --> 00:18:34.000]  而當發覺到
[00:18:34.000 --> 00:18:35.000]  以他們的成績
[00:18:35.000 --> 00:18:39.000]  當時進不了中六的時候
[00:18:39.000 --> 00:18:42.000]  他們就要自殺
[00:18:42.000 --> 00:18:44.000]  各位親愛的弟兄姊妹
[00:18:44.000 --> 00:18:46.000]  在這段聖經當中
[00:18:46.000 --> 00:18:47.000]  讓我們看見
[00:18:47.000 --> 00:18:49.000]  有很多地方
[00:18:49.000 --> 00:18:53.000]  值得我們今天來思想
[00:18:53.000 --> 00:18:55.000]  有很多人以為
[00:18:55.000 --> 00:18:57.000]  我會考肥佬
[00:18:57.000 --> 00:18:59.000]  高考奇佬
[00:18:59.000 --> 00:19:02.000]  問候肥佬
[00:19:02.000 --> 00:19:05.000]  我這一世不用做人了
[00:19:05.000 --> 00:19:07.000]  但實際上
[00:19:07.000 --> 00:19:10.000]  原來這個世界海闊天空
[00:19:10.000 --> 00:19:13.000]  人生不是這樣的
[00:19:13.000 --> 00:19:15.000]  我偷渡出來的時候
[00:19:15.000 --> 00:19:17.000]  我都告訴大家
[00:19:17.000 --> 00:19:20.000]  我初期以為人生已經去到絕路
[00:19:20.000 --> 00:19:22.000]  因為下來
[00:19:22.000 --> 00:19:23.000]  牛高馬達
[00:19:23.000 --> 00:19:24.000]  我十四歲多
[00:19:24.000 --> 00:19:26.000]  十五歲才偷渡下來
[00:19:26.000 --> 00:19:27.000]  下來的時候
[00:19:27.000 --> 00:19:29.000]  要報世幾年
[00:19:29.000 --> 00:19:30.000]  因為要讀書
[00:19:30.000 --> 00:19:33.000]  讀書的時候要讀英文
[00:19:33.000 --> 00:19:34.000]  而讀英文
[00:19:34.000 --> 00:19:36.000]  我是一個英文字母都不懂
[00:19:36.000 --> 00:19:39.000]  但要在那一年裡
[00:19:39.000 --> 00:19:41.000]  如果你要追英文的時候
[00:19:41.000 --> 00:19:43.000]  你就要好好地追它
[00:19:43.000 --> 00:19:46.000]  然後考小學會考
[00:19:46.000 --> 00:19:48.000]  如果你不追的時候
[00:19:48.000 --> 00:19:51.000]  我就沒有前途
[00:19:51.000 --> 00:19:54.000]  那個壓力非常大
[00:19:54.000 --> 00:19:56.000]  再加上那時候
[00:19:56.000 --> 00:19:58.000]  我去補習的時候
[00:19:58.000 --> 00:20:02.000]  那個肥佬補習先生
[00:20:02.000 --> 00:20:05.000]  是真的肥佬 很肥的
[00:20:05.000 --> 00:20:11.000]  我想以教學的心理學
[00:20:11.000 --> 00:20:13.000]  教學法
[00:20:13.000 --> 00:20:16.000]  我現在才想到
[00:20:16.000 --> 00:20:19.000]  他都很離譜的
[00:20:19.000 --> 00:20:22.000]  我字母都還沒有懂
[00:20:22.000 --> 00:20:23.000]  第一堂就
[00:20:23.000 --> 00:20:24.000]  a man and a hand
[00:20:24.000 --> 00:20:25.000]  a hand and a pen
[00:20:25.000 --> 00:20:26.000]  a pen and …
[00:20:26.000 --> 00:20:27.000]  this is a man
[00:20:27.000 --> 00:20:28.000]  this is a pen
[00:20:28.000 --> 00:20:31.000]  it's not a man
[00:20:31.000 --> 00:20:33.000]  it's a hand…
[00:20:33.000 --> 00:20:35.000]  很多這些東西
[00:20:35.000 --> 00:20:37.000]  我根本不知道他在說什麼
[00:20:37.000 --> 00:20:39.000]  完全不知道他在說什麼
[00:20:39.000 --> 00:20:42.000]  但不知道他在說什麼之餘
[00:20:42.000 --> 00:20:43.000]  到第二堂上課的時候
[00:20:43.000 --> 00:20:45.000]  就要測試
[00:20:45.000 --> 00:20:48.000]  就要考試
[00:20:48.000 --> 00:20:50.000]  考完之後
[00:20:50.000 --> 00:20:53.000]  還要派卷讀出你的分數
[00:20:53.000 --> 00:20:55.000]  第一名95分
[00:20:55.000 --> 00:20:56.000]  非常好
[00:20:56.000 --> 00:20:58.000]  李聰真的有這個人
[00:20:58.000 --> 00:21:00.000]  我記得這個名字
[00:21:00.000 --> 00:21:01.000]  還記得
[00:21:01.000 --> 00:21:03.000]  第二名86分
