
[00:00:00.000 --> 00:00:13.000]  上一堂我們透過阿摩斯書第一章第一節介紹過這本書的一些重要背景
[00:04:35.000 --> 00:04:40.000]  他們好像著了從埃及急速而來
[00:04:40.000 --> 00:04:44.000]  又好像甲子從亞述地來到
[00:04:44.000 --> 00:04:47.000]  甚麼事呀?為甚麼上帝一哮叫
[00:04:47.000 --> 00:04:49.000]  他的子民就很快地來到呢?
[00:04:49.000 --> 00:04:51.000]  最後十一節的下半節說
[00:04:51.000 --> 00:04:58.000]  「我必使他們住自己的房屋,這是耶和說說的」
[00:04:58.000 --> 00:05:00.000]  最後這句說話就很清楚了
[00:05:00.000 --> 00:05:06.000]  結果是要使自己的子民安居樂業
[00:05:06.000 --> 00:05:08.000]  這是一個祝福
[00:05:08.000 --> 00:05:16.000]  上帝哮叫就是列國都將他的子民送回來
[00:05:16.000 --> 00:05:20.000]  然後在自己的地方安居
[00:05:20.000 --> 00:05:26.000]  約爾書第三章第十六節
[00:05:26.000 --> 00:05:32.000]  「耶和說必從錫安哮叫,從耶路撒冷發聲」
[00:05:32.000 --> 00:05:35.000]  跟亞摩斯書頭那兩句完全一樣
[00:05:35.000 --> 00:05:38.000]  後果是甚麼呢?
[00:05:38.000 --> 00:05:45.000]  「天地就震動,耶和說卻要作他百姓的避難所
[00:05:45.000 --> 00:05:49.000]  作以色列人的保障」
[00:05:49.000 --> 00:05:51.000]  這個就很清楚了
[00:05:51.000 --> 00:05:55.000]  上主的獅子哮叫帶來的結果
[00:05:55.000 --> 00:05:57.000]  天地震動
[00:05:57.000 --> 00:05:59.000]  但是他的百姓不用怕
[00:05:59.000 --> 00:06:03.000]  因為上主同時是他們的避難所
[00:06:03.000 --> 00:06:05.000]  是他們的保障
[00:06:05.000 --> 00:06:13.000]  這兩個先例跟亞摩斯書一開始的這句說話
[00:06:13.000 --> 00:06:15.000]  關係就很清楚了
[00:06:15.000 --> 00:06:19.000]  都是說上主好像獅子一樣哮叫
[00:06:19.000 --> 00:06:26.000]  但我們留意到這句說的獅子哮叫的結果
[00:06:26.000 --> 00:06:32.000]  跟荷西亞和約爾所說的非常不同
[00:06:32.000 --> 00:06:35.000]  甚至可以說是一個相反
[00:06:35.000 --> 00:06:39.000]  在荷西亞和約爾裡說到上主哮叫
[00:06:39.000 --> 00:06:41.000]  是帶來以色列的祝福
[00:06:41.000 --> 00:06:45.000]  但是在亞摩斯書裡上主的哮叫
[00:06:45.000 --> 00:06:50.000]  是令到牧羊人的草場悲哀
[00:06:50.000 --> 00:06:54.000]  加密的山頂枯乾
[00:06:54.000 --> 00:07:01.000]  這裡很明顯是在說上帝的子民的國家領土
[00:07:01.000 --> 00:07:05.000]  這個上帝哮叫的結果
[00:07:05.000 --> 00:07:09.000]  帶來的不是以色列的平安
[00:07:09.000 --> 00:07:14.000]  而是他們國家的悲哀
[00:07:14.000 --> 00:07:18.000]  這個主題就很特別了
[00:07:18.000 --> 00:07:23.000]  我們要記得先知的訊息
[00:07:23.000 --> 00:07:28.000]  用口宣講在先
[00:07:28.000 --> 00:07:33.000]  然後編輯成書在後
[00:07:33.000 --> 00:07:36.000]  所以我們不一定需要假設
[00:07:36.000 --> 00:07:42.000]  第二節是亞摩斯一站起來就說的話
[00:07:42.000 --> 00:07:48.000]  相反我們有很強的理由去推論
[00:07:48.000 --> 00:07:52.000]  這一句話是最後加上去
[00:07:52.000 --> 00:08:00.000]  作為亞摩斯的說話編輯成為一本書之後
[00:08:00.000 --> 00:08:02.000]  作為他的開場白
[00:08:02.000 --> 00:08:06.000]  所以是寫作階段的開場白
[00:08:06.000 --> 00:08:12.000]  不一定是宣講口頭的開場白
[00:08:12.000 --> 00:08:14.000]  為什麼這樣說呢?
[00:08:14.000 --> 00:08:20.000]  因為亞摩斯在他口頭宣講的第一步
[00:08:20.000 --> 00:08:23.000]  他是絕對不會開估的
[00:08:23.000 --> 00:08:25.000]  絕對不會將這個結果說出來
[00:08:25.000 --> 00:08:27.000]  我們讀下去就知道了
[00:08:27.000 --> 00:08:30.000]  第三節到第五節
[00:08:30.000 --> 00:08:32.000]  上主這樣說
[00:08:32.000 --> 00:08:34.000]  我仍然是在讀我的翻譯
[00:08:34.000 --> 00:08:36.000]  我收到了,你可以對著來看
[00:08:37.000 --> 00:08:41.000]  由於大馬士革三番四次撥逆
[00:08:41.000 --> 00:08:44.000]  我必不收回成名
[00:08:44.000 --> 00:08:50.000]  由於他們用打樑的設陣,遊律激烈
[00:08:50.000 --> 00:08:53.000]  我要降火在哈士的家中
[00:08:53.000 --> 00:08:57.000]  吞滅變哈達的堡壘
[00:08:57.000 --> 00:09:00.000]  我要搗毀大馬士革的門山
[00:09:00.000 --> 00:09:03.000]  我要除滅阿文谷的領袖
[00:09:03.000 --> 00:09:07.000]  並伯伊甸掌權的阿蘭人
[00:09:07.000 --> 00:09:09.000]  要流亡到吉爾
[00:09:09.000 --> 00:09:12.000]  上主說過了
[00:09:12.000 --> 00:09:16.000]  這裡有一段很短
[00:09:16.000 --> 00:09:20.000]  或者說很短小精幹的一個宣告
[00:09:20.000 --> 00:09:23.000]  亞摩斯站出來
[00:09:23.000 --> 00:09:26.000]  他說上主這樣說
[00:09:26.000 --> 00:09:28.000]  這一句話
[00:09:28.000 --> 00:09:33.000]  不僅是宗教講道
[00:09:33.000 --> 00:09:37.000]  先知說話的時候才會用
[00:09:37.000 --> 00:09:38.000]  這一句話
[00:09:38.000 --> 00:09:41.000]  我們通常習慣稱呼為一個
[00:09:41.000 --> 00:09:43.000]  侍者公式
[00:09:43.000 --> 00:09:46.000]  一個messenger formula
[00:09:46.000 --> 00:09:48.000]  就是說一個人說話
[00:09:48.000 --> 00:09:51.000]  他先說,下面所說的不是我說的
[00:09:51.000 --> 00:09:55.000]  是差派我的主人所說的
[00:09:55.000 --> 00:10:00.000]  你要記得為什麼在中國歷史上
[00:10:00.000 --> 00:10:05.000]  兩軍交戰不斬來使
[00:10:05.000 --> 00:10:07.000]  有沒有這樣的印象
[00:10:07.000 --> 00:10:09.000]  對中國歷史熟不熟
[00:10:09.000 --> 00:10:11.000]  照計他做侍者
[00:10:11.000 --> 00:10:13.000]  交了封信之後
[00:10:13.000 --> 00:10:15.000]  好像奧爾布賴特和江澤民主席
[00:10:15.000 --> 00:10:18.000]  代表克林頓總統交封信
[00:10:18.000 --> 00:10:21.000]  交了封信就斬了他
[00:10:21.000 --> 00:10:23.000]  封信寫了
[00:10:23.000 --> 00:10:25.000]  你誤會了
[00:10:25.000 --> 00:10:28.000]  以往做侍者的和今天一樣
[00:10:28.000 --> 00:10:32.000]  做侍者的不是交封信
[00:10:32.000 --> 00:10:35.000]  他要傳遞的信息在腦裡
[00:10:35.000 --> 00:10:37.000]  你斬了他
[00:10:37.000 --> 00:10:39.000]  你知不知道你讀完他要說的東西了嗎
[00:10:39.000 --> 00:10:42.000]  他能夠活命的就是
[00:10:42.000 --> 00:10:45.000]  他始終要說的東西在腦裡
[00:10:45.000 --> 00:10:47.000]  是口頭說的
[00:10:47.000 --> 00:10:50.000]  說多少由侍者決定
[00:10:50.000 --> 00:10:52.000]  一個聰明的侍者
[00:10:52.000 --> 00:10:55.000]  他不會第一次就說完他要說的東西
[00:10:55.000 --> 00:10:57.000]  他總是說一點
[00:10:57.000 --> 00:10:58.000]  留一點
[00:10:58.000 --> 00:11:00.000]  你好好的對待他請他吃狗大鬼
[00:11:00.000 --> 00:11:02.000]  款待他
[00:11:02.000 --> 00:11:04.000]  他又說多一點
[00:11:04.000 --> 00:11:06.000]  這是背景
[00:11:06.000 --> 00:11:11.000]  阿摩斯他不是自己說自己的話
[00:11:11.000 --> 00:11:14.000]  他是上主的侍者
[00:11:14.000 --> 00:11:17.000]  這是當時的世界
[00:11:17.000 --> 00:11:20.000]  在外交的場合裡
[00:11:20.000 --> 00:11:22.000]  普通的民間
[00:11:22.000 --> 00:11:24.000]  一個有錢人
[00:11:24.000 --> 00:11:28.000]  他要帶口訊給遠方的朋友
[00:11:28.000 --> 00:11:29.000]  或者生意的夥伴
[00:11:29.000 --> 00:11:31.000]  他都是用這個方法
[00:11:31.000 --> 00:11:35.000]  鎮嚴說很多遠方傳來的消息
[00:11:35.000 --> 00:11:37.000]  一個忠信的侍者
[00:11:37.000 --> 00:11:39.000]  可靠的
[00:11:39.000 --> 00:11:40.000]  不是說三樣東西
[00:11:40.000 --> 00:11:41.000]  漏了兩樣
[00:11:41.000 --> 00:11:43.000]  說一樣還說錯了
[00:11:43.000 --> 00:11:46.000]  耶和華如此說
[00:11:46.000 --> 00:11:52.000]  這句話是一個侍者開始傳遞消息的訊息
[00:11:52.000 --> 00:11:55.000]  同樣第五節最後那句
[00:11:55.000 --> 00:11:57.000]  上主說過了
[00:11:57.000 --> 00:11:59.000]  那奧不阿都乃
[00:11:59.000 --> 00:12:01.000]  這又是侍者公式
[00:12:01.000 --> 00:12:05.000]  這就是結束的記號
[00:12:05.000 --> 00:12:06.000]  開頭
[00:12:06.000 --> 00:12:09.000]  上主如此說
[00:12:09.000 --> 00:12:11.000]  上主這樣說
[00:12:11.000 --> 00:12:12.000]  說完了
[00:12:12.000 --> 00:12:13.000]  他不是說完了
[00:12:13.000 --> 00:12:14.000]  是公式
[00:12:14.000 --> 00:12:16.000]  他說那奧不阿都乃
[00:12:16.000 --> 00:12:18.000]  上主說完了
[00:12:18.000 --> 00:12:22.000]  所以在兩個公式結合的中間
[00:12:22.000 --> 00:12:25.000]  這個我字就是上主自己
[00:12:25.000 --> 00:12:30.000]  大馬士革是阿蘭的首都
[00:12:30.000 --> 00:12:32.000]  阿蘭是聖經時代的名字
[00:12:32.000 --> 00:12:34.000]  今天我們叫敘利亞
[00:12:34.000 --> 00:12:36.000]  大馬士革成員在這裡
[00:12:36.000 --> 00:12:38.000]  他最出名的就是保羅
[00:12:38.000 --> 00:12:40.000]  未曾悔改之前
[00:12:40.000 --> 00:12:42.000]  保羅迫害教會
[00:12:42.000 --> 00:12:44.000]  在大馬士革路上悔改
[00:12:44.000 --> 00:12:46.000]  見到大光
[00:12:46.000 --> 00:12:49.000]  這個城是阿蘭的首都
[00:12:49.000 --> 00:12:52.000]  用這個城來代表整個國家
[00:12:52.000 --> 00:12:56.000]  在這裡說到他們三番四次
[00:12:56.000 --> 00:12:58.000]  這個三番四次
[00:12:58.000 --> 00:13:03.000]  又是舊約聖經很喜歡用的一個數目字的遞增
[00:13:03.000 --> 00:13:06.000]  在《針研》裡又是時時會出現的
[00:13:06.000 --> 00:13:09.000]  我們讀到第30章31章的時候
[00:13:09.000 --> 00:13:14.000]  我們見到步行威武的有三樣
[00:13:14.000 --> 00:13:20.000]  連同行動很威風的有四樣
[00:13:20.000 --> 00:13:26.000]  X加1這個公式是智慧的傳統
[00:13:26.000 --> 00:13:28.000]  智慧不是很特別
[00:13:28.000 --> 00:13:32.000]  是民間的言語成語
[00:13:32.000 --> 00:13:36.000]  所以在這裡很適合我們用成語去翻譯
[00:13:36.000 --> 00:13:37.000]  三番四次
[00:13:37.000 --> 00:13:39.000]  我們中文也有這個意思
[00:13:39.000 --> 00:13:40.000]  叫都不聽
[00:13:40.000 --> 00:13:43.000]  警告了又再來一次
[00:13:43.000 --> 00:13:46.000]  和合本譯做犯罪
[00:13:46.000 --> 00:13:50.000]  我嘗試翻譯是譯做搏役
[00:13:50.000 --> 00:13:51.000]  兩件事有什麼分別呢
[00:13:51.000 --> 00:13:52.000]  有分別的
[00:13:52.000 --> 00:13:58.000]  犯罪是一個標準達不到
[00:13:58.000 --> 00:13:59.000]  或者過了龍
[00:13:59.000 --> 00:14:02.000]  總之達不到標準
[00:14:02.000 --> 00:14:07.000]  搏役是一個關係
[00:14:07.000 --> 00:14:10.000]  這個關係是你要順從的
[00:14:10.000 --> 00:14:12.000]  你現在不順從
[00:14:12.000 --> 00:14:13.000]  這個叫搏役
[00:14:13.000 --> 00:14:16.000]  所以這裡不是用一個標準
[00:14:16.000 --> 00:14:19.000]  不是一個客觀
[00:14:19.000 --> 00:14:21.000]  離身
[00:14:21.000 --> 00:14:22.000]  或者用英文說
[00:14:22.000 --> 00:14:23.000]  impersonal
[00:14:23.000 --> 00:14:24.000]  不是
[00:14:24.000 --> 00:14:29.000]  這裡其實是說上主和這個國家有關係
[00:14:29.000 --> 00:14:31.000]  他是他們的主人
[00:14:31.000 --> 00:14:33.000]  所以他們應該聽話
[00:14:33.000 --> 00:14:36.000]  但現在他們不斷的背叛
[00:14:36.000 --> 00:14:38.000]  不斷的搏役
[00:14:38.000 --> 00:14:42.000]  上主說我必不收回成命
[00:14:42.000 --> 00:14:43.000]  和合本譯
[00:14:43.000 --> 00:14:46.000]  我必不免去他的刑罰
[00:14:46.000 --> 00:14:49.000]  希伯來文沒有刑罰這個字
[00:14:49.000 --> 00:14:51.000]  如果直譯
[00:14:51.000 --> 00:14:55.000]  我們可以說我必不免去他
[00:14:55.000 --> 00:14:58.000]  這個他是一個代名詞
[00:14:58.000 --> 00:15:01.000]  所以在這句話裡
[00:15:01.000 --> 00:15:05.000]  先知阿摩斯有一個特別的用意
[00:15:05.000 --> 00:15:07.000]  他不想開古字
[00:15:07.000 --> 00:15:10.000]  我必不免去他
[00:15:10.000 --> 00:15:12.000]  你會問什麼是他
[00:15:12.000 --> 00:15:13.000]  前面沒有說
[00:15:13.000 --> 00:15:17.000]  所以和合本就將謎底提早揭曉
[00:15:17.000 --> 00:15:20.000]  我必不免去他的刑罰
[00:15:20.000 --> 00:15:21.000]  原來是刑罰
[00:15:21.000 --> 00:15:23.000]  沒有這麼快說
[00:15:23.000 --> 00:15:31.000]  所以我嘗試用一個比較含糊的說法
[00:15:31.000 --> 00:15:34.000]  我必不收回成命
[00:15:34.000 --> 00:15:37.000]  你會問什麼是上帝的成命呢
[00:15:37.000 --> 00:15:39.000]  等於他字的意思一樣
[00:15:39.000 --> 00:15:41.000]  是沒有揭曉的
[00:15:41.000 --> 00:15:43.000]  是一個懸疑
[00:15:43.000 --> 00:15:45.000]  然後
[00:15:45.000 --> 00:15:51.000]  經文就提出大馬士革的搏役是什麼
[00:15:51.000 --> 00:15:56.000]  他們用打糧的鐵人遊掠基列
[00:15:56.000 --> 00:15:58.000]  這是一個很殘忍的暴行
[00:15:58.000 --> 00:16:04.000]  基列就是以色列和阿蘭邊界接壤的地區
[00:16:04.000 --> 00:16:07.000]  邊界的地區就很淒涼
[00:16:07.000 --> 00:16:10.000]  打仗當然是從那裡開始
[00:16:10.000 --> 00:16:18.000]  打仗通常都有一些手段
[00:16:18.000 --> 00:16:22.000]  在這裡阿蘭用一個很殘忍的手段
[00:16:22.000 --> 00:16:24.000]  就是將基列的人
[00:16:24.000 --> 00:16:26.000]  基列的居民
[00:16:26.000 --> 00:16:29.000]  當他們是和價
[00:16:29.000 --> 00:16:31.000]  好像農作物一樣
[00:16:31.000 --> 00:16:34.000]  就用一些收割的時候
[00:16:34.000 --> 00:16:37.000]  很鋒利的鐵人
[00:16:37.000 --> 00:16:39.000]  本來是用來打糧食的
[00:16:39.000 --> 00:16:42.000]  現在用在人的身上
[00:16:42.000 --> 00:16:44.000]  作用很簡單
[00:16:44.000 --> 00:16:46.000]  恐嚇他們
[00:16:46.000 --> 00:16:48.000]  這個地方不要回來住
[00:16:48.000 --> 00:16:52.000]  等同今天燒車、扔炸彈
[00:16:52.000 --> 00:16:54.000]  都是同樣的作用
[00:16:54.000 --> 00:16:56.000]  是一個恐嚇的手段
[00:16:56.000 --> 00:16:59.000]  上主說因為他們這樣做
[00:16:59.000 --> 00:17:07.000]  我要降火在哈薩和汴哈達的家和堡壘
[00:17:07.000 --> 00:17:10.000]  這兩個的名字是他們君王的名字
[00:17:10.000 --> 00:17:12.000]  哈薩是人名
[00:17:12.000 --> 00:17:17.000]  汴哈達是他們神的名字
[00:17:17.000 --> 00:17:22.000]  汴這個字就是他們的兒子的意思
[00:17:22.000 --> 00:17:32.000]  在當時他們的君王有一個稱呼
[00:17:32.000 --> 00:17:34.000]  是哈達的兒子
[00:17:34.000 --> 00:17:38.000]  這是天子的意思
[00:17:38.000 --> 00:17:44.000]  第五節上帝說要倒毀大馬士革的門山
[00:17:44.000 --> 00:17:47.000]  即是說他們不能防守
[00:17:47.000 --> 00:17:49.000]  城門大開
[00:17:49.000 --> 00:17:53.000]  然後跟著那句和客本譯作
[00:17:53.000 --> 00:17:58.000]  居民 剪除亞文平原的居民
[00:17:58.000 --> 00:18:02.000]  居民這個字在希伯來文裡
[00:18:02.000 --> 00:18:04.000]  其實是一個動詞
[00:18:04.000 --> 00:18:07.000]  動詞是Ya-shav
[00:18:07.000 --> 00:18:09.000]  這個字可以有兩個翻譯
[00:18:09.000 --> 00:18:11.000]  在文法上都是成立的
[00:18:11.000 --> 00:18:13.000]  一個是坐在樹
[00:18:13.000 --> 00:18:15.000]  好像大家現在坐在樹
[00:18:15.000 --> 00:18:18.000]  一個就是住在那裡
[00:18:18.000 --> 00:18:20.000]  什麼時候解作坐
[00:18:20.000 --> 00:18:22.000]  什麼時候解住呢
[00:18:22.000 --> 00:18:24.000]  就要看上下文了
[00:18:24.000 --> 00:18:27.000]  這裡和客本譯作居民
[00:18:27.000 --> 00:18:31.000]  他就將這個動詞解釋為住在樹
[00:18:31.000 --> 00:18:34.000]  但我譯作領袖
[00:18:34.000 --> 00:18:36.000]  我的解釋就是坐在那裡
[00:18:36.000 --> 00:18:41.000]  首先我們要澄清坐在樹等於領袖
[00:18:41.000 --> 00:18:46.000]  如果在古時大家來上課
[00:18:46.000 --> 00:18:49.000]  應該是老師坐在樹受課
[00:18:49.000 --> 00:18:52.000]  同學是站在那裡聽課
[00:18:52.000 --> 00:18:56.000]  這是中國的規矩
[00:18:56.000 --> 00:18:58.000]  不過今天是民主時期
[00:18:58.000 --> 00:19:00.000]  所以就反過來了
[00:19:01.000 --> 00:19:06.000]  坐在樹是代表身份高
[00:19:06.000 --> 00:19:10.000]  坐在樹是代表有權柄
[00:19:10.000 --> 00:19:12.000]  所以耶穌教訓眾人
[00:19:12.000 --> 00:19:14.000]  你留心福音書記載
[00:19:14.000 --> 00:19:15.000]  他坐下
[00:19:15.000 --> 00:19:17.000]  第一個動作是坐下
[00:19:17.000 --> 00:19:19.000]  一坐下大家就知道
[00:19:19.000 --> 00:19:21.000]  他要開始教訓
[00:19:21.000 --> 00:19:24.000]  所以坐在樹和領袖的關係
[00:19:24.000 --> 00:19:26.000]  是一個很普遍的
[00:19:26.000 --> 00:19:28.000]  一點都不難解釋
[00:19:28.000 --> 00:19:32.000]  上下文其實是提掌權
[00:19:32.000 --> 00:19:34.000]  提領袖
[00:19:34.000 --> 00:19:36.000]  和第八節一樣
[00:19:36.000 --> 00:19:40.000]  第八節阿薩特的領袖
[00:19:40.000 --> 00:19:42.000]  和本譯作居民
[00:19:42.000 --> 00:19:46.000]  和掌權是相提並論的
[00:19:46.000 --> 00:19:50.000]  我們遲些會再看阿摩斯書的時候
[00:19:50.000 --> 00:19:54.000]  我們發覺不只是阿摩斯是這樣的
[00:19:54.000 --> 00:19:57.000]  其實很多的先知
[00:19:57.000 --> 00:20:00.000]  很多的信息都是針對領袖
[00:20:00.000 --> 00:20:02.000]  不是針對平民
[00:20:02.000 --> 00:20:05.000]  責任不在基層
[00:20:05.000 --> 00:20:07.000]  不在群眾那裏
[00:20:07.000 --> 00:20:11.000]  責任在領袖身上
[00:20:11.000 --> 00:20:15.000]  所以我們有起碼兩個原因
[00:20:15.000 --> 00:20:19.000]  支持我們這本翻譯
[00:20:19.000 --> 00:20:21.000]  大概應該譯領袖
[00:20:21.000 --> 00:20:24.000]  多過譯作掌權
[00:20:24.000 --> 00:20:27.000]  另外一個例子我順便提一提
[00:20:27.000 --> 00:20:29.000]  你可能也會讀過
[00:20:29.000 --> 00:20:31.000]  在以賽亞書
[00:20:31.000 --> 00:20:35.000]  以賽亞書第四十章
[00:20:35.000 --> 00:20:40.000]  二十二節、二十三節
[00:20:40.000 --> 00:20:44.000]  以賽亞書四十章二十二節
[00:20:44.000 --> 00:20:48.000]  神坐在地球大圈之上
[00:20:48.000 --> 00:20:52.000]  地上的居民抱著黃蟲
[00:20:52.000 --> 00:20:55.000]  居民應該譯作領袖
[00:20:55.000 --> 00:20:56.000]  為甚麼呢?
[00:20:56.000 --> 00:21:00.000]  因為在這兩節裏
[00:21:00.000 --> 00:21:05.000]  「坐在樹」這個動詞出現了三次
[00:21:05.000 --> 00:21:08.000]  第一是上帝坐在那裏
[00:21:08.000 --> 00:21:12.000]  上帝坐在地球之上
[00:21:12.000 --> 00:21:14.000]  原文沒有「球」字
[00:21:14.000 --> 00:21:18.000]  上帝坐在大地窮倉之上
[00:21:18.000 --> 00:21:22.000]  第二是地上坐在那裏的好像黃蟲
[00:21:22.000 --> 00:21:24.000]  我們先不要理會是居民還是領袖
[00:21:24.000 --> 00:21:26.000]  總之你直譯出來
[00:21:26.000 --> 00:21:28.000]  地上坐在那裏的那班
[00:21:28.000 --> 00:21:30.000]  天上上帝坐在那裏
[00:21:30.000 --> 00:21:32.000]  地上有些人坐在那裏
[00:21:32.000 --> 00:21:33.000]  他們好像黃蟲
[00:21:33.000 --> 00:21:37.000]  上帝鋪張窮倉展開諸天
[00:21:37.000 --> 00:21:39.000]  祂使君王歸於無有
[00:21:39.000 --> 00:21:43.000]  使地上坐在那裏的成為虛無
[00:21:43.000 --> 00:21:45.000]  第二句和合本也準確
[00:21:45.000 --> 00:21:48.000]  地上的審判官、官長
[00:21:48.000 --> 00:21:52.000]  所以上面那句也應該是掌權的領袖們
[00:21:52.000 --> 00:21:56.000]  這裏是對比誰是真正坐在那裏
[00:21:56.000 --> 00:21:58.000]  誰是真正掌權的
[00:21:58.000 --> 00:22:01.000]  是上帝,不是人間
[00:22:01.000 --> 00:22:06.000]  所以亞摩斯在這裏指責阿蘭的領袖
[00:22:06.000 --> 00:22:10.000]  他們的行為、行徑
[00:22:10.000 --> 00:22:12.000]  用貶詞來說
[00:22:12.000 --> 00:22:16.000]  最後他們的國家要滅亡
[00:22:16.000 --> 00:22:19.000]  亞蘭人流亡到吉爾
[00:22:19.000 --> 00:22:24.000]  同樣的詛咒
[00:22:24.000 --> 00:22:27.000]  或者叫審判的宣佈
[00:22:27.000 --> 00:22:30.000]  不只是臨到亞蘭
[00:22:30.000 --> 00:22:32.000]  也臨到菲利士
[00:22:32.000 --> 00:22:35.000]  亞蘭是一個國家
[00:22:35.000 --> 00:22:38.000]  菲利士就不是一個國家
[00:22:38.000 --> 00:22:43.000]  這些可能大家未必有很準確的背景資料
[00:22:43.000 --> 00:22:46.000]  菲利士就是一些海上的
[00:22:46.000 --> 00:22:49.000]  如果用金文講客家人
[00:22:49.000 --> 00:22:51.000]  他們喜歡航海
[00:22:51.000 --> 00:22:52.000]  他們很厲害
[00:22:52.000 --> 00:22:54.000]  打仗很勇猛
[00:22:54.000 --> 00:23:00.000]  但他們是聚居在沿海海邊的五個城市
[00:23:00.000 --> 00:23:05.000]  他們每一個城是一個獨立的政權
[00:23:05.000 --> 00:23:09.000]  所以他們來自的背景和希臘很相似
[00:23:09.000 --> 00:23:13.000]  如果對柏拉圖、蘇格拉底的時期有些了解
[00:23:13.000 --> 00:23:15.000]  或涉獵的話
[00:23:15.000 --> 00:23:18.000]  西方古典文明的時期
[00:23:18.000 --> 00:23:20.000]  他們是城邦
[00:23:20.000 --> 00:23:22.000]  一個城就是一個國家
[00:23:22.000 --> 00:23:23.000]  很民主的
[00:23:23.000 --> 00:23:24.000]  大家一起舉手
[00:23:24.000 --> 00:23:26.000]  所以將蘇格拉底處死
[00:23:26.000 --> 00:23:30.000]  所以民主不是理想
[00:23:30.000 --> 00:23:34.000]  民主就是通常哪個政客能夠籠絡到他們
