
[00:00:00.000 --> 00:00:07.900]  在這裡很高興能夠和大家一起學習神的道理
[00:02:22.580 --> 00:02:25.580]  到了一座城名叫拿撒勒
[00:02:25.580 --> 00:02:27.580]  就住在那裡
[00:02:27.580 --> 00:02:30.380]  這要應驗先知所說
[00:02:30.380 --> 00:02:34.140]  他將稱為拿撒勒人的華了
[00:02:34.140 --> 00:02:36.980]  不知道大家有沒有一個類似這樣的經驗
[00:02:36.980 --> 00:02:40.300]  就是遇到一些人有一個特別的身份
[00:02:40.300 --> 00:02:43.300]  或者他特別一個的職涵
[00:02:43.300 --> 00:02:48.540]  不過你遇到縱使兩個或者三個有同樣的身份
[00:02:48.540 --> 00:02:49.900]  或者職涵的人
[00:02:49.900 --> 00:02:54.140]  但是他們做出來的行為表現
[00:02:54.140 --> 00:02:56.140]  或者他們的投入感
[00:02:56.140 --> 00:02:58.300]  其實是完全自然不同的
[00:02:58.300 --> 00:03:01.420]  最簡單的比如做父母
[00:03:01.420 --> 00:03:03.420]  做兒女
[00:03:03.420 --> 00:03:05.420]  做妻子做丈夫
[00:03:05.420 --> 00:03:07.420]  或者講職位的離界
[00:03:07.420 --> 00:03:09.420]  比如有做醫生
[00:03:09.420 --> 00:03:11.420]  律師
[00:03:11.420 --> 00:03:13.420]  護士
[00:03:13.420 --> 00:03:15.420]  或者教師
[00:03:15.420 --> 00:03:18.420]  甚至我們從淑女的角度來看
[00:03:18.420 --> 00:03:21.420]  做牧師傳道人等等
[00:03:21.420 --> 00:03:25.420]  雖然他們同樣可能都叫做牧師
[00:03:25.420 --> 00:03:27.420]  同樣叫做律師
[00:03:27.420 --> 00:03:29.420]  同樣叫做父母
[00:03:29.420 --> 00:03:32.420]  但是其實竟然是很不同的
[00:03:32.420 --> 00:03:34.420]  他們做出來的結果
[00:03:34.420 --> 00:03:36.420]  而且他們這樣的情況
[00:03:36.420 --> 00:03:38.420]  並非逢無倫過
[00:03:38.420 --> 00:03:40.420]  在這個世界很少見
[00:03:40.420 --> 00:03:44.420]  其實經常我們都會遇到有類似的情況
[00:03:44.420 --> 00:03:47.420]  我曾經遇過一些這樣的經驗
[00:03:47.420 --> 00:03:49.420]  是當我們看醫生
[00:03:49.420 --> 00:03:51.420]  其實我從小到大都看醫生
[00:03:51.420 --> 00:03:53.420]  我主要都是看中醫
[00:03:53.420 --> 00:03:56.420]  因為看西醫很多時候看不好我的病
[00:03:56.420 --> 00:03:59.420]  或者涉及體質的問題
[00:03:59.420 --> 00:04:02.420]  我通常都看中醫
[00:04:02.420 --> 00:04:03.420]  中醫很好
[00:04:03.420 --> 00:04:05.420]  每一次你去看他的時候
[00:04:05.420 --> 00:04:07.420]  他都會很仔細地問我
[00:04:07.420 --> 00:04:09.420]  今天來看什麼病
[00:04:09.420 --> 00:04:11.420]  病有多久
[00:04:11.420 --> 00:04:13.420]  什麼情況
[00:04:13.420 --> 00:04:16.420]  而且他又會幫我把脈
[00:04:16.420 --> 00:04:19.420]  又會仔細去按
[00:04:19.420 --> 00:04:21.420]  譬如在哪些地方痛
[00:04:21.420 --> 00:04:22.420]  他會幫我查
[00:04:22.420 --> 00:04:24.420]  究竟哪個位置痛
[00:04:24.420 --> 00:04:26.420]  和穴位有沒有關係
[00:04:26.420 --> 00:04:30.420]  然後他就要務求找到病源
[00:04:30.420 --> 00:04:32.420]  和病因在哪裡
[00:04:32.420 --> 00:04:35.420]  然後就對症下藥
[00:04:35.420 --> 00:04:38.420]  但是因為有時候我這個中醫
[00:04:38.420 --> 00:04:40.420]  放假或者回鄉
[00:04:40.420 --> 00:04:43.420]  或者因為某種原因不開診
[00:04:43.420 --> 00:04:47.420]  我就會去看附近有的其他中醫
[00:04:47.420 --> 00:04:49.420]  那時候我小時候去看
[00:04:49.420 --> 00:04:51.420]  有一次我去看另一個中醫
[00:04:51.420 --> 00:04:52.420]  去到看的時候
[00:04:52.420 --> 00:04:55.420]  我對醫生說我不是很舒服
[00:04:55.420 --> 00:04:56.420]  什麼不舒服
[00:04:56.420 --> 00:04:58.420]  我喉嚨有點痛
[00:04:58.420 --> 00:04:59.420]  他說行了
[00:04:59.420 --> 00:05:02.420]  然後伸舌頭看看
[00:05:02.420 --> 00:05:03.420]  行了
[00:05:03.420 --> 00:05:06.420]  我開張藥單給你出去
[00:05:06.420 --> 00:05:09.420]  拿兩劑回去吃就沒事了
[00:05:09.420 --> 00:05:11.420]  然後有時候
[00:05:11.420 --> 00:05:13.420]  因為我家裡都是做中藥
[00:05:13.420 --> 00:05:14.420]  一定會出家的
[00:05:14.420 --> 00:05:17.420]  所以我一看他開的那張藥單
[00:05:17.420 --> 00:05:19.420]  一看不看就尤其是
[00:05:19.420 --> 00:05:21.420]  一看就幾把火
[00:05:21.420 --> 00:05:22.420]  他說他那張藥單
[00:05:22.420 --> 00:05:24.420]  根本這些叫什麼呢
[00:05:24.420 --> 00:05:27.420]  叫樣板藥單
[00:05:27.420 --> 00:05:31.420]  英文叫Template Prescription
[00:05:31.420 --> 00:05:33.420]  基本上其實他不需要想
[00:05:33.420 --> 00:05:36.420]  這個人的體質是怎樣
[00:05:36.420 --> 00:05:37.420]  不需要想
[00:05:37.420 --> 00:05:38.420]  喉嚨痛就開這幾樣東西
[00:05:38.420 --> 00:05:40.420]  其實那些藥我都懂
[00:05:40.420 --> 00:05:41.420]  如果喉嚨痛我就懂
[00:05:41.420 --> 00:05:43.420]  金銀花、白菊花
[00:05:43.420 --> 00:05:45.420]  有些紫蘇葉
[00:05:45.420 --> 00:05:47.420]  清痰火
[00:05:47.420 --> 00:05:49.420]  去喉嚨痛
[00:05:49.420 --> 00:05:52.420]  他不管你的身體受不受得了這些東西
[00:05:52.420 --> 00:05:55.420]  總之他覺得就是這樣
[00:05:55.420 --> 00:05:59.420]  他有好幾次看過醫生
[00:05:59.420 --> 00:06:00.420]  看完之後
[00:06:00.420 --> 00:06:01.420]  不僅醫不好
[00:06:01.420 --> 00:06:02.420]  他的藥又很貴
[00:06:02.420 --> 00:06:06.420]  我覺得他根本就枉為醫生
[00:06:06.420 --> 00:06:08.420]  所以後來我都很少去看
[00:06:08.420 --> 00:06:10.420]  但其實這樣的現象
[00:06:10.420 --> 00:06:12.420]  其實突然間會
[00:06:12.420 --> 00:06:13.420]  不只是看醫生才有
[00:06:13.420 --> 00:06:16.420]  譬如做律師的也有
[00:06:16.420 --> 00:06:18.420]  有些律師真的很用心去看文件
[00:06:18.420 --> 00:06:21.420]  幫你去處理你那些需要的
[00:06:21.420 --> 00:06:24.420]  律師那些事項
[00:06:24.420 --> 00:06:25.420]  法律事項
[00:06:25.420 --> 00:06:27.420]  但有些律師就不是
[00:06:27.420 --> 00:06:30.420]  照抄別人那些Template Letter
[00:06:30.420 --> 00:06:32.420]  要什麼就出一封信給別人
[00:06:32.420 --> 00:06:34.420]  根本就完全不理會你的客戶
[00:06:34.420 --> 00:06:36.420]  究竟是需要什麼
[00:06:36.420 --> 00:06:39.420]  為什麼會有這樣的情況呢
[00:06:39.420 --> 00:06:41.420]  為什麼有些人是這樣呢
[00:06:41.420 --> 00:06:44.420]  如果去到屬靈層面的上面
[00:06:44.420 --> 00:06:46.420]  我們會發現很多都叫基督徒的人
[00:06:46.420 --> 00:06:48.420]  很多都叫牧師
[00:06:48.420 --> 00:06:50.420]  很多都叫傳道人的人
[00:06:50.420 --> 00:06:53.420]  但為什麼有些牧師總是
[00:06:53.420 --> 00:06:56.420]  你看見他們做得很風生水起
[00:06:56.420 --> 00:06:58.420]  琴棋書畫
[00:06:58.420 --> 00:07:00.420]  很多東西什麼都行
[00:07:00.420 --> 00:07:02.420]  他們去玩去瘋
[00:07:02.420 --> 00:07:04.420]  他們當然有份的
[00:07:04.420 --> 00:07:06.420]  但如果你說到真的聽下去
[00:07:06.420 --> 00:07:09.420]  真的想吐血
[00:07:09.420 --> 00:07:11.420]  為什麼有這樣的情況呢
[00:07:11.420 --> 00:07:13.420]  大姐姐
[00:07:13.420 --> 00:07:15.420]  其實某程度上
[00:07:15.420 --> 00:07:19.420]  這個和那個人對於他自己的身份
[00:07:19.420 --> 00:07:22.420]  和他本身的職責
[00:07:22.420 --> 00:07:25.420]  是不是有一份投入
[00:07:25.420 --> 00:07:29.420]  和他是不是忠誠地去對他的職責
[00:07:29.420 --> 00:07:32.420]  那個身份是一個很大的關係
[00:07:32.420 --> 00:07:36.420]  今天我們開始去看到更進一步的
[00:07:36.420 --> 00:07:38.420]  從馬太福音我們就會去看看
[00:07:38.420 --> 00:07:40.420]  我們所信的耶穌基督
[00:07:40.420 --> 00:07:43.420]  在我們馬太福音的開頭
[00:07:43.420 --> 00:07:44.420]  我們已經知道
[00:07:44.420 --> 00:07:46.420]  透過耶穌基督的族譜
[00:07:46.420 --> 00:07:48.420]  我們知道耶穌有一個君王的身份
[00:07:48.420 --> 00:07:52.420]  祂有一個很尊貴的身份
[00:07:52.420 --> 00:07:54.420]  這個在上一堂我們已經說過了
[00:07:54.420 --> 00:07:57.420]  但是祂這個尊貴的君王身份
[00:07:57.420 --> 00:08:00.420]  和身邊其他的君王
[00:08:00.420 --> 00:08:03.420]  似乎有很大的天衣之別
[00:08:03.420 --> 00:08:04.420]  簡單地說
[00:08:04.420 --> 00:08:07.420]  祂可以說是獨樹一池
[00:08:07.420 --> 00:08:09.420]  池無古人後無來者
[00:08:09.420 --> 00:08:12.420]  為什麼耶穌可以做到這樣
[00:08:12.420 --> 00:08:14.420]  也都因什麼原因
[00:08:14.420 --> 00:08:16.420]  祂成為這樣的君王
[00:08:16.420 --> 00:08:19.420]  這個正是今天我們去看的這段經文
[00:08:19.420 --> 00:08:21.420]  主要想學習的地方
[00:08:21.420 --> 00:08:23.420]  我們希望透過耶穌基督
[00:08:23.420 --> 00:08:26.420]  甚至祂的父母約瑟瑪利亞
[00:08:26.420 --> 00:08:28.420]  我們學會怎樣成為一個
[00:08:28.420 --> 00:08:32.420]  真正在上帝的國度裏面
[00:08:32.420 --> 00:08:35.420]  獨樹一池的神的子民
[00:08:35.420 --> 00:08:38.420]  這個是我們今天所看的主題
[00:08:38.420 --> 00:08:40.420]  剛才我們已經讀過這段經文
[00:08:40.420 --> 00:08:41.420]  這段經文都很長
[00:08:41.420 --> 00:08:45.420]  我們總共會分為三個部分去思想
[00:08:45.420 --> 00:08:48.420]  或者三個題目去思想
[00:08:48.420 --> 00:08:51.420]  其實這段聖經的結構是很特別的
[00:08:51.420 --> 00:08:56.420]  其實整段聖經裏面有三次主的使者
[00:08:56.420 --> 00:08:58.420]  向約瑟顯現
[00:08:58.420 --> 00:09:00.420]  叫他要有些移動
[00:09:00.420 --> 00:09:01.420]  要有些動作
[00:09:01.420 --> 00:09:03.420]  要有些搬動
[00:09:03.420 --> 00:09:05.420]  但是在這段經文裏面
[00:09:05.420 --> 00:09:09.420]  就加插了一段有關於一個當時
[00:09:09.420 --> 00:09:13.420]  管治猶大地的希臘王的事件
[00:09:13.420 --> 00:09:17.420]  我們就從這個結構裏面一起去思想
[00:09:17.420 --> 00:09:18.420]  第一部分我們思想的
[00:09:18.420 --> 00:09:22.420]  就是有關於那三個三次
[00:09:22.420 --> 00:09:29.420]  上帝主的使者給啟示約瑟的行動
[00:09:29.420 --> 00:09:31.420]  在這個行動裏面
[00:09:31.420 --> 00:09:32.420]  一連串的行動裏面
[00:09:32.420 --> 00:09:33.420]  我們會看見
[00:09:33.420 --> 00:09:36.420]  因著信服神的指示
[00:09:36.420 --> 00:09:39.420]  而能夠做到獨樹一池
[00:09:39.420 --> 00:09:43.420]  Because of the obedience to the Lord
[00:09:43.420 --> 00:09:47.420]  So we become one of a kind
[00:09:47.420 --> 00:09:49.420]  我們再看看這段聖經
[00:09:49.420 --> 00:09:50.420]  簡單一點
[00:09:50.420 --> 00:09:51.420]  我不再讀了
[00:09:51.420 --> 00:09:54.420]  大家有機會可以再跟著我所說的
[00:09:54.420 --> 00:09:55.420]  去看一看經文
[00:09:55.420 --> 00:09:59.420]  其實在主的使者向約瑟的顯現
[00:09:59.420 --> 00:10:02.420]  其實不只是這三次
[00:10:02.420 --> 00:10:06.420]  其實早在第一章的20至21節裏面
[00:10:06.420 --> 00:10:10.420]  我已經第一次看見主的使者向約瑟顯現
[00:10:10.420 --> 00:10:13.420]  當時約瑟還在籌除
[00:10:13.420 --> 00:10:16.420]  是否去休了瑪利亞
[00:10:16.420 --> 00:10:20.420]  是否知道瑪利亞從聖靈感染了
[00:10:20.420 --> 00:10:22.420]  在這樣的情況下
[00:10:22.420 --> 00:10:26.420]  主的使者就在最適當的時間
[00:10:26.420 --> 00:10:28.420]  做最適當的事情
[00:10:28.420 --> 00:10:30.420]  就在他在籌除
[00:10:30.420 --> 00:10:34.420]  究竟甚麼叫做聖靈感染的時候
[00:10:34.420 --> 00:10:37.420]  他有一種矛盾的心情
[00:10:37.420 --> 00:10:41.420]  既知道瑪利亞應該不會出賣我
[00:10:41.420 --> 00:10:43.420]  他應該對我絕對的忠誠
[00:10:43.420 --> 00:10:45.420]  告訴我他懷孕這件事情
[00:10:45.420 --> 00:10:47.420]  其實從這樣的角度
[00:10:47.420 --> 00:10:49.420]  約瑟只能夠從瑪利亞而知
[00:10:49.420 --> 00:10:52.420]  但是我很難接受為甚麼
[00:10:52.420 --> 00:10:56.420]  主的使者為約瑟在當時第一章的20至21節
[00:10:56.420 --> 00:10:58.420]  在夢中向約瑟顯示
[00:10:58.420 --> 00:11:02.420]  叫他明白甚麼叫做從女懷孕
[00:11:02.420 --> 00:11:06.420]  並且不單止肯定了這一點
[00:11:06.420 --> 00:11:09.420]  而且還要給了一個很清楚的指示給約瑟
[00:11:09.420 --> 00:11:11.420]  跟著他要怎麼做
[00:11:11.420 --> 00:11:15.420]  就是要儘管娶過瑪利亞成為妻子
[00:11:15.420 --> 00:11:20.420]  並且怎樣讓這個孩子生下來
[00:11:20.420 --> 00:11:22.420]  所以約瑟怎樣
[00:11:22.420 --> 00:11:24.420]  就照著一模一樣
[00:11:24.420 --> 00:11:27.420]  好像主的使者跟他說一模一樣
[00:11:27.420 --> 00:11:30.420]  儘管娶過瑪利亞
[00:11:30.420 --> 00:11:34.420]  並且讓耶穌基督出生
[00:11:34.420 --> 00:11:39.420]  之後他們才有夫妻的實質的關係
[00:11:39.420 --> 00:11:41.420]  這是第一次
[00:11:41.420 --> 00:11:43.420]  但是在這段聖經裡
[00:11:43.420 --> 00:11:47.420]  我們會看到另外有三次主的使者
[00:11:47.420 --> 00:11:49.420]  向約瑟顯現
[00:11:49.420 --> 00:11:51.420]  第一次在這裡所說到的
[00:11:51.420 --> 00:11:55.420]  在這段屬於第一次在這段聖經的顯現
[00:11:55.420 --> 00:11:58.420]  就是第二章第十三節當中
[00:11:58.420 --> 00:12:03.420]  在這裡指到當這些博士
[00:12:03.420 --> 00:12:06.420]  和從東方而來的王離開之後
[00:12:06.420 --> 00:12:13.420]  主的使者就馬上向約瑟在夢中再次顯現
[00:12:13.420 --> 00:12:16.420]  在這裡他就對他很詳盡地說
[00:12:16.420 --> 00:12:17.420]  跟著他要做什麼
[00:12:17.420 --> 00:12:18.420]  他說起來
[00:12:18.420 --> 00:12:20.420]  這個是一個命令式
[00:12:20.420 --> 00:12:21.420]  起來就是要馬上做的
[00:12:21.420 --> 00:12:25.420]  起來帶著小孩子和他母親逃往埃及
[00:12:25.420 --> 00:12:27.420]  住在那裡
[00:12:27.420 --> 00:12:28.420]  不單止起來
[00:12:28.420 --> 00:12:29.420]  跟著帶他們走
[00:12:29.420 --> 00:12:30.420]  跟著再怎樣
[00:12:30.420 --> 00:12:33.420]  住在埃及在那裡
[00:12:33.420 --> 00:12:34.420]  然後怎樣
[00:12:34.420 --> 00:12:38.420]  第四樣等候主的另外的吩咐
[00:12:38.420 --> 00:12:40.420]  為什麼要這樣做呢
[00:12:40.420 --> 00:12:42.420]  主的使者又好像第一次這樣
[00:12:42.420 --> 00:12:45.420]  提供一個解釋給約瑟
[00:12:45.420 --> 00:12:50.420]  因為希律一定會去尋找這位小孩
[00:12:50.420 --> 00:12:53.420]  並且要將他殺掉
[00:12:53.420 --> 00:12:56.420]  於是從這段聖經裡我們看到
[00:12:56.420 --> 00:12:58.420]  約瑟就馬上照著行王
[00:12:58.420 --> 00:13:00.420]  如果我們仔細看第十四節
[00:13:00.420 --> 00:13:03.420]  約瑟真的馬上起來
[00:13:03.420 --> 00:13:04.420]  然後怎樣
[00:13:04.420 --> 00:13:06.420]  夜間不是沒有遲疑的
[00:13:06.420 --> 00:13:08.420]  馬上要起來就要起行了
[00:13:08.420 --> 00:13:12.420]  就帶著第二個行動
[00:13:12.420 --> 00:13:13.420]  跟著怎樣
[00:13:13.420 --> 00:13:14.420]  逃往埃及去
[00:13:14.420 --> 00:13:17.420]  然後住在那裡
[00:13:17.420 --> 00:13:19.420]  並且怎樣
[00:13:19.420 --> 00:13:22.420]  等到希律死了
[00:13:22.420 --> 00:13:24.420]  在這段經文裡
[00:13:24.420 --> 00:13:28.420]  第一次主的使者向他們顯現
[00:13:28.420 --> 00:13:30.420]  就是你要走
[00:13:30.420 --> 00:13:34.420]  要移民到埃及地
[00:13:34.420 --> 00:13:37.420]  對於他們來說不是一件容易的事
[00:13:37.420 --> 00:13:38.420]  因為埃及地很遠
[00:13:38.420 --> 00:13:40.420]  從巴黎行到埃及地
[00:13:40.420 --> 00:13:44.420]  第二次在這段聖經裡
[00:13:44.420 --> 00:13:46.420]  顯現給約瑟的
[00:13:46.420 --> 00:13:48.420]  就是第二章第十九節
[00:13:48.420 --> 00:13:50.420]  這裡說到希律死了
[00:13:50.420 --> 00:13:51.420]  明不明白
[00:13:51.420 --> 00:13:54.420]  前文主的使者說到
[00:13:54.420 --> 00:13:56.420]  要等到主的吩咐
[00:13:56.420 --> 00:13:58.420]  因為有個威脅從希律而來
[00:13:58.420 --> 00:14:00.420]  要殺死這個小孩
[00:14:00.420 --> 00:14:03.420]  現在那個威脅過了
[00:14:03.420 --> 00:14:08.420]  所以馬太的作者馬太就馬上說
[00:14:08.420 --> 00:14:09.420]  希律死了
[00:14:09.420 --> 00:14:10.420]  然後怎樣
[00:14:10.420 --> 00:14:13.420]  主的使者又在最適當的時間
[00:14:13.420 --> 00:14:18.420]  向約瑟在埃及地那裡去顯現
[00:14:18.420 --> 00:14:20.420]  又在他夢中這樣跟他說
[00:14:20.420 --> 00:14:24.420]  起來帶著小孩子和他母親往以色列地區
[00:14:24.420 --> 00:14:27.420]  因為要害小孩子性命的人已經死了
[00:14:27.420 --> 00:14:29.420]  解釋得非常清楚
[00:14:29.420 --> 00:14:30.420]  第一個命令
[00:14:30.420 --> 00:14:32.420]  因為這個威脅在這裡
[00:14:32.420 --> 00:14:33.420]  需要你離開
[00:14:33.420 --> 00:14:34.420]  離開到埃及
[00:14:34.420 --> 00:14:36.420]  但現在這個威脅沒有了
[00:14:36.420 --> 00:14:37.420]  所以怎樣
[00:14:37.420 --> 00:14:39.420]  你可以離開了
[00:14:39.420 --> 00:14:41.420]  回到以色列地
[00:14:41.420 --> 00:14:43.420]  在這個情況下
[00:14:43.420 --> 00:14:45.420]  約瑟就要想想
[00:14:45.420 --> 00:14:48.420]  回到以色列回到哪裡好呢
[00:14:48.420 --> 00:14:51.420]  似乎主的使者在這裡
[00:14:51.420 --> 00:14:53.420]  只是叫他回到以色列地而已
[00:14:53.420 --> 00:14:55.420]  是不是回到猶大地
[00:14:55.420 --> 00:14:58.420]  就是他們以前的伯利恆那裡
[00:14:58.420 --> 00:15:03.420]  當上帝沒有給指示的時候
[00:15:03.420 --> 00:15:05.420]  上帝就可以給我們空間
[00:15:05.420 --> 00:15:07.420]  用我們的智慧去思想
[00:15:07.420 --> 00:15:09.420]  大兄姐們
[00:15:09.420 --> 00:15:12.420]  上帝在這個時候沒有說
[00:15:12.420 --> 00:15:13.420]  落地點在哪裡
[00:15:13.420 --> 00:15:14.420]  只是以色列地
[00:15:14.420 --> 00:15:16.420]  以色列這麼大在哪裡呢
[00:15:16.420 --> 00:15:18.420]  那他就唯有自己想了
[00:15:18.420 --> 00:15:19.420]  是不是
[00:15:19.420 --> 00:15:20.420]  想的時候就是說
[00:15:20.420 --> 00:15:24.420]  咦 我聽到基於一個學資料
[00:15:24.420 --> 00:15:28.420]  當時原來有一個人物叫阿基魯
[00:15:28.420 --> 00:15:29.420]  阿基魯是誰
[00:15:29.420 --> 00:15:33.420]  原來阿基魯是希律的兒子
[00:15:33.420 --> 00:15:35.420]  因為希律死了之後
[00:15:35.420 --> 00:15:39.420]  阿基魯就承接了希律
[00:15:39.420 --> 00:15:43.420]  他的爸爸就成為了猶太王
[00:15:43.420 --> 00:15:46.420]  約瑟在這個時候就想
[00:15:46.420 --> 00:15:47.420]  哎 糟糕了
[00:15:47.420 --> 00:15:48.420]  這樣的情況
[00:15:48.420 --> 00:15:50.420]  要我回到以色列地
[00:15:50.420 --> 00:15:51.420]  那究竟回到哪裡呢
[00:15:51.420 --> 00:15:53.420]  如果我回到舊史那裡
[00:15:53.420 --> 00:15:55.420]  很可能他的兒子
[00:15:55.420 --> 00:16:00.420]  也都會同樣再立這個殺孩令
[00:16:00.420 --> 00:16:04.420]  殺了就白費心機
[00:16:04.420 --> 00:16:05.420]  走來都是多餘
[00:16:05.420 --> 00:16:06.420]  是不是
[00:16:06.420 --> 00:16:07.420]  不過大兄姐們
[00:16:07.420 --> 00:16:09.420]  我們可以看一下
[00:16:09.420 --> 00:16:13.420]  主的使者在人囚廚的時候
[00:16:13.420 --> 00:16:15.420]  他又會準時出現的
[00:16:15.420 --> 00:16:17.420]  所以就第三次在這裡
[00:16:17.420 --> 00:16:18.420]  給我們看見
[00:16:18.420 --> 00:16:22.420]  夢中猶在向約瑟
[00:16:22.420 --> 00:16:24.420]  有主的使者向他
[00:16:24.420 --> 00:16:26.420]  作出清楚的指示
[00:16:26.420 --> 00:16:29.420]  這次指示的不是整個以色列地
[00:16:29.420 --> 00:16:31.420]  不是你喜歡去哪裡去哪裡
[00:16:31.420 --> 00:16:33.420]  而是去一個指定的地區
[00:16:33.420 --> 00:16:36.420]  加利利境內
[00:16:36.420 --> 00:16:37.420]  你去到就行了
[00:16:37.420 --> 00:16:39.420]  去到我會告訴你停在哪裡
[00:16:39.420 --> 00:16:42.420]  這是一個信心的表現
[00:16:42.420 --> 00:16:45.420]  加利利就是從這個可以說
[00:16:45.420 --> 00:16:48.420]  從猶太地向北走
[00:16:48.420 --> 00:16:51.420]  一個很遠的地方
[00:16:51.420 --> 00:16:55.420]  我記得我當時去以色列讀書的時候
[00:16:55.420 --> 00:16:59.420]  搭旅遊巴都要兩個多小時
[00:16:59.420 --> 00:17:02.420]  搭旅遊巴飛到這麼快
[00:17:02.420 --> 00:17:05.420]  這個時候他唯有跟著去
[00:17:05.420 --> 00:17:07.420]  所以我們看
[00:17:07.420 --> 00:17:09.420]  當我們用智慧去想的時候
[00:17:09.420 --> 00:17:11.420]  上帝如果那些東西沒有阻擋
[00:17:11.420 --> 00:17:12.420]  沒有攔阻
[00:17:12.420 --> 00:17:14.420]  其實就容許我們去做
[00:17:14.420 --> 00:17:16.420]  但當如果有些地方
[00:17:16.420 --> 00:17:17.420]  他真的很仔細
[00:17:17.420 --> 00:17:19.420]  要告訴我們怎麼做
[00:17:19.420 --> 00:17:21.420]  上帝就會適當的時間
[00:17:21.420 --> 00:17:22.420]  就告訴我們
[00:17:22.420 --> 00:17:27.420]  於是他們一家人又再從這個埃及地
[00:17:27.420 --> 00:17:28.420]  真的起行
[00:17:28.420 --> 00:17:30.420]  就去到加利利境
[00:17:30.420 --> 00:17:32.420]  然後就走到一座城
[00:17:32.420 --> 00:17:35.420]  然後那座城就叫做拿撒勒
[00:17:35.420 --> 00:17:38.420]  我們一會詳細解釋這個拿撒勒
[00:17:38.420 --> 00:17:39.420]  不是偶然的
[00:17:39.420 --> 00:17:41.420]  他們接著就在這個時候
[00:17:41.420 --> 00:17:43.420]  就住在這個拿撒勒的地方
[00:17:43.420 --> 00:17:45.420]  因為拿撒勒當時也是
[00:17:45.420 --> 00:17:48.420]  加利利當中的一個主要漁港
[00:17:48.420 --> 00:17:53.420]  等於從這段聖經裡面我們看到
[00:17:53.420 --> 00:17:56.420]  主要使者的工作
[00:17:56.420 --> 00:18:00.420]  都是不斷將上帝的指示
[00:18:00.420 --> 00:18:03.420]  直接告訴約瑟
[00:18:03.420 --> 00:18:06.420]  約瑟表面上給我們看到
[00:18:06.420 --> 00:18:11.420]  他在整個來來回回的活動裡面
[00:18:11.420 --> 00:18:15.420]  似乎只是為了保存自己一家人的性命
[00:18:15.420 --> 00:18:17.420]  才這樣去做
[00:18:17.420 --> 00:18:20.420]  於是他就從巴里行逃到埃及
