
[00:00:00.000 --> 00:00:05.000]  那麼前書我和大家看的方法是怎樣呢?
[00:10:12.200 --> 00:10:14.200]  好像在狂風大浪裡面
[00:10:14.200 --> 00:10:17.200]  令到人個個都又哭又笑
[00:10:17.200 --> 00:10:19.200]  說話就是這麼厲害的
[00:10:19.200 --> 00:10:21.200]  你們可能不信
[00:10:21.200 --> 00:10:23.200]  你們有沒有去過演唱會
[00:10:23.200 --> 00:10:27.200]  演唱會就算你不是很狂
[00:10:27.200 --> 00:10:30.200]  到一定程度受過訓練的人
[00:10:30.200 --> 00:10:32.200]  都會令到你狂的
[00:10:32.200 --> 00:10:33.200]  聽不到啊
[00:10:33.200 --> 00:10:35.200]  多說一次
[00:10:35.200 --> 00:10:36.200]  你就會說的了
[00:10:36.200 --> 00:10:37.200]  你就會做的了
[00:10:37.200 --> 00:10:38.200]  這些是skills
[00:10:38.200 --> 00:10:39.200]  他們是學的
[00:10:39.200 --> 00:10:41.200]  所有演講的人都需要這樣做的
[00:10:41.200 --> 00:10:43.200]  他就令到你投入了
[00:10:43.200 --> 00:10:45.200]  這叫做三樣東西
[00:10:45.200 --> 00:10:48.200]  一個就是logos 道理
[00:10:48.200 --> 00:10:51.200]  一樣就是pathos 所信性
[00:10:51.200 --> 00:10:55.200]  ethos就是ethics 所信性
[00:10:55.200 --> 00:10:58.200]  第三樣就是pathos 他的感性
[00:10:58.200 --> 00:11:00.200]  所以講好的講學
[00:11:00.200 --> 00:11:02.200]  就用盡了這些東西
[00:11:02.200 --> 00:11:05.200]  馬先生真的用盡了這些技巧
[00:11:05.200 --> 00:11:09.200]  講了同性戀合法化是應該的
[00:11:09.200 --> 00:11:11.200]  好了
[00:11:11.200 --> 00:11:14.200]  接著我們就說不如這樣吧
[00:11:14.200 --> 00:11:16.200]  下半節聽你說
[00:11:16.200 --> 00:11:19.200]  同性戀合法化是不應該的
[00:11:19.200 --> 00:11:21.200]  馬先生說沒問題啊
[00:11:21.200 --> 00:11:22.200]  他又用了一段時間
[00:11:22.200 --> 00:11:25.200]  又講到那個人又對又是不應該的
[00:11:25.200 --> 00:11:27.200]  這個人呢
[00:11:27.200 --> 00:11:29.200]  左他又講得
[00:11:29.200 --> 00:11:30.200]  右他又講得
[00:11:30.200 --> 00:11:31.200]  yes又講得
[00:11:31.200 --> 00:11:33.200]  都會講得
[00:11:33.200 --> 00:11:36.200]  換句話說他沒有立場的
[00:11:36.200 --> 00:11:38.200]  他有技巧
[00:11:38.200 --> 00:11:41.200]  他可以就著誰的喜好
[00:11:41.200 --> 00:11:44.200]  他就用他的技巧用他的能力來講
[00:11:44.200 --> 00:11:45.200]  你開始明白了
[00:11:45.200 --> 00:11:47.200]  為什麼保羅說我去到你們的時候
[00:11:47.200 --> 00:11:48.200]  我只知道別的
[00:11:48.200 --> 00:11:49.200]  只知道什麼
[00:11:49.200 --> 00:11:52.200]  耶穌基督和釘十字架
[00:11:52.200 --> 00:11:54.200]  他的原因就是這樣
[00:11:54.200 --> 00:11:56.200]  他不是我不想吃東西
[00:11:56.200 --> 00:11:59.200]  而是周圍有一群這樣的人
[00:11:59.200 --> 00:12:01.200]  這群人一時說這樣就行
[00:12:01.200 --> 00:12:03.200]  一時說這樣就行
[00:12:03.200 --> 00:12:04.200]  他說我不是這樣的
[00:12:04.200 --> 00:12:06.200]  我不是那一批人
[00:12:06.200 --> 00:12:09.200]  我說的那些東西永遠沒有變的
[00:12:09.200 --> 00:12:12.200]  你也開始明白了
[00:12:12.200 --> 00:12:17.200]  為什麼他用了這麼多個智慧的說話
[00:12:17.200 --> 00:12:19.200]  出現的詞語
[00:12:19.200 --> 00:12:24.200]  頭那四章竟然講智慧和講十字架
[00:12:24.200 --> 00:12:26.200]  你記得頭那四章開始的時候
[00:12:26.200 --> 00:12:27.200]  他講什麼的
[00:12:27.200 --> 00:12:29.200]  問題教會的問題是什麼
[00:12:29.200 --> 00:12:32.200]  還記不記得
[00:12:32.200 --> 00:12:34.200]  結黨嘛
[00:12:34.200 --> 00:12:37.200]  所以你看聖經的時候要留心
[00:12:37.200 --> 00:12:39.200]  他講結黨
[00:12:39.200 --> 00:12:41.200]  為什麼你不解決結黨的問題
[00:12:41.200 --> 00:12:46.200]  因為他說不是用行為解決你結不結黨的問題
[00:12:46.200 --> 00:12:51.200]  要明白你們結黨後面的價值觀念是什麼
[00:12:51.200 --> 00:12:52.200]  就是關於這群智慧人
[00:12:52.200 --> 00:12:54.200]  你喜歡叻人嘛
[00:12:54.200 --> 00:12:55.200]  你喜歡帥哥嘛
[00:12:55.200 --> 00:12:57.200]  你喜歡講德嘛
[00:12:57.200 --> 00:12:59.200]  喜歡有星味的人嘛
[00:12:59.200 --> 00:13:02.200]  你說保羅不夠星級嘛
[00:13:02.200 --> 00:13:03.200]  阿波羅好一點嘛
[00:13:03.200 --> 00:13:04.200]  這個好一點嘛
[00:13:04.200 --> 00:13:06.200]  你熟這個你熟那個嘛
[00:13:06.200 --> 00:13:08.200]  你們每個跟隨偶像嘛
[00:13:08.200 --> 00:13:09.200]  這就是你們智慧人
[00:13:09.200 --> 00:13:12.200]  希臘的時候你們喜歡的東西
[00:13:12.200 --> 00:13:13.200]  不過你明白不明白
[00:13:13.200 --> 00:13:16.200]  你們那群喜歡的價值觀念
[00:13:16.200 --> 00:13:18.200]  左右可以右右可以
[00:13:18.200 --> 00:13:19.200]  你跟那群人嘛
[00:13:19.200 --> 00:13:21.200]  那群人就叫智慧人
[00:13:21.200 --> 00:13:25.200]  不過保羅說真正的智慧不是這些
[00:13:25.200 --> 00:13:28.200]  真正的智慧認識神的那種智慧
[00:13:28.200 --> 00:13:30.200]  認識神的那種智慧從哪裡來的
[00:13:30.200 --> 00:13:31.200]  十字架
[00:13:31.200 --> 00:13:32.200]  中間
[00:13:32.200 --> 00:13:33.200]  他說我不動的
[00:13:33.200 --> 00:13:36.200]  我只知道這個歷史事實
[00:13:36.200 --> 00:13:39.200]  還有他說這個歷史事實有個很重要的
[00:13:39.200 --> 00:13:41.200]  他說十字架呢
[00:13:41.200 --> 00:13:44.200]  已經將智慧人的價值觀念
[00:13:44.200 --> 00:13:49.200]  好像將個container
[00:13:49.200 --> 00:13:52.200]  一個罐子這樣調轉了
[00:13:52.200 --> 00:13:54.200]  是嗎
[00:13:54.200 --> 00:13:56.200]  他說你們就尋求那些叻人嘛
[00:13:56.200 --> 00:13:58.200]  但是你尋求什麼人呢
[00:13:58.200 --> 00:14:00.200]  愚蠢的
[00:14:00.200 --> 00:14:01.200]  是吧
[00:14:01.200 --> 00:14:03.200]  就是羞辱的
[00:14:03.200 --> 00:14:04.200]  沒有的
[00:14:04.200 --> 00:14:08.200]  所以如果你單看頭四章
[00:14:08.200 --> 00:14:11.200]  你只想找出怎樣解決
[00:14:11.200 --> 00:14:13.200]  大家不同心
[00:14:13.200 --> 00:14:17.200]  這個是結黨
[00:14:17.200 --> 00:14:19.200]  不如這樣我們多搞一些旅行好不好
[00:14:19.200 --> 00:14:23.200]  不如這樣我們做民意調查
[00:14:23.200 --> 00:14:25.200]  看大家喜歡哪樣東西
[00:14:25.200 --> 00:14:27.200]  我們做那個project大家就同心
[00:14:27.200 --> 00:14:29.200]  保羅沒空跟你做這些東西
[00:14:29.200 --> 00:14:31.200]  我們以前做木匯
[00:14:31.200 --> 00:14:33.200]  我們做工作
[00:14:33.200 --> 00:14:35.200]  可能搞這些東西
[00:14:35.200 --> 00:14:36.200]  保羅不是
[00:14:36.200 --> 00:14:40.200]  保羅說我現在跟你說的是教會
[00:14:40.200 --> 00:14:43.200]  你有沒有留意保羅開播那幾節經文
[00:14:43.200 --> 00:14:46.200]  我們看看那幾節經文
[00:14:46.200 --> 00:14:48.200]  我和你讀和話本先
[00:14:48.200 --> 00:14:53.200]  奉神旨意夢照作耶穌基督使徒的保羅
[00:14:53.200 --> 00:14:56.200]  和兄弟所提利
[00:14:56.200 --> 00:15:01.200]  寫信給哥林多神的教會
[00:15:01.200 --> 00:15:07.200]  然後就在基督耶穌裡承聖夢照作聖徒的
[00:15:07.200 --> 00:15:13.200]  以及所有在各處求告我主耶穌基督之名的人
[00:15:13.200 --> 00:15:15.200]  和話本翻譯一般般
[00:15:15.200 --> 00:15:17.200]  不過暫時照讀吧
[00:15:17.200 --> 00:15:19.200]  我目的只不過是想你留意
[00:15:19.200 --> 00:15:21.200]  保羅是不是說了他
[00:15:21.200 --> 00:15:24.200]  保羅所提利
[00:15:24.200 --> 00:15:27.200]  寫信給哥林多的教會
[00:15:27.200 --> 00:15:29.200]  這樣就應該完結了
[00:15:29.200 --> 00:15:31.200]  如果你寫信的話
[00:15:31.200 --> 00:15:33.200]  你回去查一下所有保羅的書信
[00:15:33.200 --> 00:15:36.200]  保羅和提摩太寫信給哪個教會
[00:15:36.200 --> 00:15:37.200]  然後就完結了
[00:15:37.200 --> 00:15:39.200]  但是你有沒有發覺在第二節
[00:15:39.200 --> 00:15:41.200]  特別加多了一些東西
[00:15:41.200 --> 00:15:43.200]  寫信給哥林多神的教會
[00:15:43.200 --> 00:15:45.200]  就是在基督耶穌裡承聖
[00:15:45.200 --> 00:15:47.200]  夢照作聖徒以及所有各處求
[00:15:47.200 --> 00:15:51.200]  他開始的時候就已經加多了一些東西
[00:15:51.200 --> 00:15:54.200]  在正常的規矩
[00:15:54.200 --> 00:15:57.200]  父親大人 執拿敬品者
[00:15:57.200 --> 00:16:00.200]  但是你突然間加一個
[00:16:00.200 --> 00:16:04.200]  我親愛掛念得很重要的父親大人
[00:16:04.200 --> 00:16:06.200]  是不是特別了
[00:16:06.200 --> 00:16:08.200]  然後你說我不夠錢用了
[00:16:08.200 --> 00:16:10.200]  不過你繼續用吧
[00:16:10.200 --> 00:16:12.200]  你留意保羅所寫的東西
[00:16:12.200 --> 00:16:14.200]  你不信的話就看看羅馬書
[00:16:14.200 --> 00:16:16.200]  就去看看羅馬書
[00:16:16.200 --> 00:16:19.200]  我們很少看聖經的時候
[00:16:19.200 --> 00:16:21.200]  是這樣看的
[00:16:21.200 --> 00:16:24.200]  但是有時候你如果橫著
[00:16:24.200 --> 00:16:27.200]  比較一下所有保羅所寫的書信的時候
[00:16:27.200 --> 00:16:31.200]  你就會發覺在格式以外
[00:16:31.200 --> 00:16:34.200]  突然之間有些東西很怪異出來
[00:16:34.200 --> 00:16:35.200]  你就留心吧
[00:16:35.200 --> 00:16:38.200]  他就是說他想在這裡處理教會問題
[00:16:38.200 --> 00:16:39.200]  我可以開播告訴你
[00:16:39.200 --> 00:16:41.200]  你看看羅馬書
[00:16:41.200 --> 00:16:43.200]  第一章 第一節
[00:16:43.200 --> 00:16:45.200]  耶穌基督的僕人保羅
[00:16:45.200 --> 00:16:49.200]  奉召為使徒 特派傳神的福音
[00:16:49.200 --> 00:16:53.200]  應該是跳到第七節就對了
[00:16:53.200 --> 00:16:55.200]  我寫信給你們在羅馬
[00:16:55.200 --> 00:16:58.200]  為神所謂奉召聖徒的眾人
[00:16:58.200 --> 00:17:00.200]  願因平安給我們眾人
[00:17:00.200 --> 00:17:01.200]  是不是
[00:17:01.200 --> 00:17:04.200]  格式應該是這樣
[00:17:04.200 --> 00:17:06.200]  第一節
[00:17:06.200 --> 00:17:09.200]  然後跳到第七節
[00:17:09.200 --> 00:17:11.200]  但是你會發覺他跳到第二節
[00:17:11.200 --> 00:17:13.200]  又跳到第六節
[00:17:13.200 --> 00:17:14.200]  不合格式的
[00:17:14.200 --> 00:17:17.200]  格式沒理由突然間多了一件東西
[00:17:17.200 --> 00:17:19.200]  這件東西是什麼
[00:17:19.200 --> 00:17:21.200]  他想講福音
[00:17:21.200 --> 00:17:23.200]  他說在羅馬書裡面
[00:17:23.200 --> 00:17:24.200]  我就想跟你講這個福音
[00:17:24.200 --> 00:17:28.200]  就是關於耶穌基督是神的兒子這個福音
[00:17:28.200 --> 00:17:29.200]  同樣的道理
[00:17:29.200 --> 00:17:31.200]  你這樣看
[00:17:31.200 --> 00:17:33.200]  回到哥林多前傳第一章
[00:17:33.200 --> 00:17:35.200]  他就說你們這幫人
[00:17:35.200 --> 00:17:36.200]  以為
[00:17:36.200 --> 00:17:37.200]  只有你才是最好
[00:17:37.200 --> 00:17:38.200]  你知不知道
[00:17:38.200 --> 00:17:41.200]  所有其他耶穌請救他的人
[00:17:41.200 --> 00:17:42.200]  都是聖徒
[00:17:42.200 --> 00:17:45.200]  大家都是同叫的名字
[00:17:45.200 --> 00:17:47.200]  所以你不要這麼沙塵
[00:17:47.200 --> 00:17:50.200]  我給你處理這個問題
[00:17:50.200 --> 00:17:52.200]  布雷開始的時候已經說
[00:17:52.200 --> 00:17:54.200]  明白你的身份
[00:17:54.200 --> 00:17:58.200]  明白了是誰令你們放在一起的時候
[00:17:58.200 --> 00:18:01.200]  這樣你就容易處理分黨的問題
[00:18:01.200 --> 00:18:03.200]  很多時候布雷回到這個
[00:18:03.200 --> 00:18:06.200]  所以他要講十字架就是這個意思
[00:18:06.200 --> 00:18:08.200]  好了,接著再看
[00:18:08.200 --> 00:18:11.200]  如果你看哥林多前書
[00:18:11.200 --> 00:18:13.200]  有幾個東西很特別的
[00:18:13.200 --> 00:18:14.200]  我先跟你講講
[00:18:14.200 --> 00:18:16.200]  第一章十一節
[00:18:16.200 --> 00:18:19.200]  是不是格萊士加里人說你們有紛爭
[00:18:19.200 --> 00:18:21.200]  是不是
[00:18:21.200 --> 00:18:22.200]  是不是
[00:18:22.200 --> 00:18:25.200]  所以由第一章一直到下一次
[00:18:25.200 --> 00:18:28.200]  再有東西說就是五章第一節
[00:18:28.200 --> 00:18:31.200]  風雲在你們中間有淫亂的事
[00:18:31.200 --> 00:18:33.200]  是不是
[00:18:33.200 --> 00:18:38.200]  接著跳到第六章第一節
