
[00:00:00.000 --> 00:00:08.000]  各位電視節目的早晨,感謝整個的欣賞
[00:11:39.000 --> 00:11:42.000]  三個兒子都可以講見證
[00:11:42.000 --> 00:11:43.000]  第三
[00:11:43.000 --> 00:11:45.000]  連孫子都可以講見證
[00:11:45.000 --> 00:11:50.000]  是說到怎樣帶他們這一對老人家來信耶穌
[00:11:50.000 --> 00:11:52.000]  他們初初遇的時候
[00:11:52.000 --> 00:11:56.000]  就在城景一個小禮堂
[00:11:56.000 --> 00:11:59.000]  借地方的時間
[00:11:59.000 --> 00:12:01.000]  問他們你們遇多少人
[00:12:01.000 --> 00:12:03.000]  他說大概六十人左右
[00:12:03.000 --> 00:12:05.000]  為什麼要特別呢?
[00:12:05.000 --> 00:12:08.000]  因為他希望他的親友不要抗拒
[00:12:08.000 --> 00:12:11.000]  每個人都來聽福音
[00:12:11.000 --> 00:12:14.000]  沒想到出現超過一百人
[00:12:14.000 --> 00:12:17.000]  站到水洩不通
[00:12:17.000 --> 00:12:19.000]  在這個當中
[00:12:19.000 --> 00:12:21.000]  大兒子講見證
[00:12:21.000 --> 00:12:23.000]  他第一個信耶穌
[00:12:23.000 --> 00:12:26.000]  但當父母聽到他們信耶穌的時候
[00:12:26.000 --> 00:12:30.000]  差不多要和他斷絕父子的關係
[00:12:30.000 --> 00:12:32.000]  母子的關係
[00:12:32.000 --> 00:12:34.000]  因為他們是拜祖先
[00:12:34.000 --> 00:12:38.000]  然後第二個兒子又信耶穌
[00:12:38.000 --> 00:12:41.000]  他們很生氣
[00:12:41.000 --> 00:12:45.000]  但因為他們兩個都在外國住
[00:12:45.000 --> 00:12:48.000]  所以他沒有機會和他們一起住
[00:12:48.000 --> 00:12:49.000]  無所謂
[00:12:49.000 --> 00:12:51.000]  反正你都不在香港
[00:12:51.000 --> 00:12:52.000]  算了
[00:12:52.000 --> 00:12:55.000]  但都是罵到狗血淋頭
[00:12:55.000 --> 00:12:57.000]  所以對著第三個兒子
[00:12:57.000 --> 00:13:00.000]  你千萬不能學你大哥
[00:13:00.000 --> 00:13:01.000]  二哥
[00:13:01.000 --> 00:13:03.000]  如果你再這樣的時候
[00:13:03.000 --> 00:13:06.000]  我們是沒有父子做的了
[00:13:06.000 --> 00:13:10.000]  沒想到我回來第二年
[00:13:10.000 --> 00:13:12.000]  這個第三個兒子
[00:13:12.000 --> 00:13:14.000]  就來了我家
[00:13:14.000 --> 00:13:16.000]  和我查境
[00:13:16.000 --> 00:13:21.000]  他當時是在讀香港大學
[00:13:21.000 --> 00:13:23.000]  法律學院
[00:13:23.000 --> 00:13:25.000]  他缺了字
[00:13:25.000 --> 00:13:28.000]  後來洗了泥
[00:13:28.000 --> 00:13:33.000]  爸爸媽媽聽到心碎
[00:13:33.000 --> 00:13:35.000]  告訴他
[00:13:35.000 --> 00:13:37.000]  我們沒有希望
[00:13:37.000 --> 00:13:41.000]  我們將來死了都沒有人理
[00:13:41.000 --> 00:13:44.000]  連你也是這樣
[00:13:44.000 --> 00:13:47.000]  所以因為這樣
[00:13:47.000 --> 00:13:51.000]  父子母子的關係搞得很亂
[00:13:51.000 --> 00:13:53.000]  但我很感恩
[00:13:53.000 --> 00:13:57.000]  這幾個兒子鐵而不捨
[00:13:57.000 --> 00:13:59.000]  做足他們兒子
[00:13:59.000 --> 00:14:03.000]  媳婦的本份
[00:14:03.000 --> 00:14:05.000]  服侍他們
[00:14:05.000 --> 00:14:07.000]  照顧他們
[00:14:07.000 --> 00:14:10.000]  由29年前開始
[00:14:10.000 --> 00:14:14.000]  為父母的信主祈禱
[00:14:14.000 --> 00:14:19.000]  一直到兩年前
[00:14:19.000 --> 00:14:22.000]  這個第三個兒子跟我說
[00:14:22.000 --> 00:14:24.000]  牧師我很想
[00:14:24.000 --> 00:14:26.000]  為我爸爸媽媽
[00:14:26.000 --> 00:14:29.000]  舉行一個見證會
[00:14:29.000 --> 00:14:33.000]  就是他們缺字信耶穌的見證會
[00:14:33.000 --> 00:14:35.000]  最後在我們的小禮堂
[00:14:35.000 --> 00:14:37.000]  15樓
[00:14:37.000 --> 00:14:40.000]  他們開了一個感恩見證會
[00:14:40.000 --> 00:14:43.000]  兩夫婦都信了耶穌
[00:14:43.000 --> 00:14:45.000]  為什麼信耶穌呢?
[00:14:45.000 --> 00:14:47.000]  不單看到三個兒子
[00:14:47.000 --> 00:14:50.000]  媳婦和他們的孫子
[00:14:50.000 --> 00:14:53.000]  信了主之後的改變
[00:14:53.000 --> 00:14:55.000]  生命感染他們
[00:14:55.000 --> 00:14:58.000]  還看到他們的老友記當中
[00:14:58.000 --> 00:15:00.000]  有一個坐輪椅
[00:15:00.000 --> 00:15:04.000]  來出席他們的感恩會
[00:15:04.000 --> 00:15:06.000]  90多歲
[00:15:06.000 --> 00:15:09.000]  因為這是他們最好的朋友
[00:15:09.000 --> 00:15:12.000]  但他們竟然信了耶穌
[00:15:12.000 --> 00:15:15.000]  鼓勵他們去信耶穌
[00:15:15.000 --> 00:15:17.000]  因為這樣
[00:15:17.000 --> 00:15:20.000]  他們就缺字信耶穌
[00:15:20.000 --> 00:15:22.000]  我就在當中
[00:15:22.000 --> 00:15:25.000]  來講信聖
[00:15:25.000 --> 00:15:27.000]  我很感恩
[00:15:27.000 --> 00:15:29.000]  他們不單信了耶穌
[00:15:29.000 --> 00:15:32.000]  連孫子也因為
[00:15:32.000 --> 00:15:35.000]  曾經試過媽媽癌症離世
[00:15:35.000 --> 00:15:37.000]  他對神憤怒
[00:15:37.000 --> 00:15:39.000]  11歲
[00:15:39.000 --> 00:15:41.000]  他的媽媽就離世
[00:15:41.000 --> 00:15:43.000]  他憤怒到不得了
[00:15:43.000 --> 00:15:45.000]  埋怨神
[00:15:45.000 --> 00:15:47.000]  不再信神
[00:15:47.000 --> 00:15:49.000]  連續6年的時間離開神
[00:15:49.000 --> 00:15:52.000]  但沒有感到
[00:15:52.000 --> 00:15:54.000]  沒有百分之百想得到
[00:15:54.000 --> 00:15:56.000]  這個兒子
[00:15:56.000 --> 00:15:58.000]  當了一輪
[00:15:58.000 --> 00:16:01.000]  他竟然自己經歷了神的同在
[00:16:01.000 --> 00:16:03.000]  神的意志
[00:16:03.000 --> 00:16:05.000]  神的聲音
[00:16:05.000 --> 00:16:09.000]  而且當他重看媽媽離世前
[00:16:09.000 --> 00:16:12.000]  一個識別會
[00:16:12.000 --> 00:16:14.000]  歡送會
[00:16:14.000 --> 00:16:17.000]  聽回媽媽的見證
[00:16:17.000 --> 00:16:19.000]  看到她充滿盼望
[00:16:19.000 --> 00:16:21.000]  還要在那個時候
[00:16:21.000 --> 00:16:25.000]  臨離世前去安慰每一個出席
[00:16:25.000 --> 00:16:28.000]  這個感恩會的人
[00:16:28.000 --> 00:16:30.000]  她的心很感動
[00:16:30.000 --> 00:16:32.000]  是因為這樣
[00:16:32.000 --> 00:16:36.000]  所以當他進入大學第一年
[00:16:36.000 --> 00:16:39.000]  他不單缺字
[00:16:39.000 --> 00:16:41.000]  正正式式順處
[00:16:41.000 --> 00:16:45.000]  還在祖母的感恩會的時候
[00:16:45.000 --> 00:16:47.000]  回到香港
[00:16:47.000 --> 00:16:49.000]  講了見證
[00:16:49.000 --> 00:16:51.000]  他自己的缺字
[00:16:51.000 --> 00:16:53.000]  三個星期前
[00:16:53.000 --> 00:16:54.000]  這個水禮
[00:16:54.000 --> 00:16:57.000]  這個孫子同樣都講見證
[00:16:57.000 --> 00:16:59.000]  講了他自己的心路歷程
[00:16:59.000 --> 00:17:01.000]  我內心非常感動
[00:17:01.000 --> 00:17:03.000]  各位聽眾
[00:17:03.000 --> 00:17:05.000]  我另一方面感動
[00:17:05.000 --> 00:17:07.000]  就是為何有百人以上
[00:17:07.000 --> 00:17:11.000]  來出席這個水禮的聚會
[00:17:11.000 --> 00:17:13.000]  很多是未信的人
[00:17:13.000 --> 00:17:15.000]  主要是因為
[00:17:15.000 --> 00:17:17.000]  這一家人
[00:17:17.000 --> 00:17:19.000]  在過去和他們的關係當中
[00:17:19.000 --> 00:17:21.000]  是令到他們的心
[00:17:21.000 --> 00:17:23.000]  感動
[00:17:23.000 --> 00:17:25.000]  他們覺得他們是好人
[00:17:25.000 --> 00:17:27.000]  就是因為這樣
[00:17:27.000 --> 00:17:30.000]  所以當知道他們有這個聚會的時候
[00:17:30.000 --> 00:17:32.000]  特別是他們盛情
[00:17:32.000 --> 00:17:34.000]  盛意呈情地邀請他們
[00:17:34.000 --> 00:17:36.000]  所以他們不能不來
[00:17:36.000 --> 00:17:38.000]  結果都來了
[00:17:38.000 --> 00:17:39.000]  就在來的時間
[00:17:39.000 --> 00:17:41.000]  完整地來聽奉音
[00:17:41.000 --> 00:17:43.000]  完了之後
[00:17:43.000 --> 00:17:45.000]  都有幾個老人家跟我說
[00:17:45.000 --> 00:17:47.000]  他們好感動
[00:17:47.000 --> 00:17:49.000]  看來他們信耶穌都好快
[00:17:49.000 --> 00:17:51.000]  我就說
[00:17:51.000 --> 00:17:53.000]  都不要等了
[00:17:53.000 --> 00:17:55.000]  有這麼快
[00:17:55.000 --> 00:17:57.000]  就得這麼快
[00:17:57.000 --> 00:17:59.000]  我為了他們來感恩
[00:17:59.000 --> 00:18:01.000]  各位親愛的弟兄姊妹
[00:18:01.000 --> 00:18:03.000]  當我們來到這個大使命的時間
[00:18:03.000 --> 00:18:07.000]  聖經是透過三件事
[00:18:07.000 --> 00:18:09.000]  叫我們去使人作門徒
[00:18:09.000 --> 00:18:11.000]  第一件事
[00:18:11.000 --> 00:18:13.000]  是去跨出教會
[00:18:13.000 --> 00:18:15.000]  衝出聖夢場
[00:18:15.000 --> 00:18:17.000]  去做什麼呢?
[00:18:17.000 --> 00:18:19.000]  不是只是去叫人聽福音
[00:18:19.000 --> 00:18:22.000]  而是透過我們身體力行
[00:18:22.000 --> 00:18:24.000]  透過我們的宣教
[00:18:24.000 --> 00:18:26.000]  透過我們的社會關懷
[00:18:26.000 --> 00:18:28.000]  透過我們去關心人
[00:18:28.000 --> 00:18:30.000]  透過我們用生命去影響生命
[00:18:30.000 --> 00:18:32.000]  以致吸引人看到
[00:18:32.000 --> 00:18:35.000]  福音是神的大能
[00:18:35.000 --> 00:18:37.000]  《聖行傳》第八章
[00:18:37.000 --> 00:18:40.000]  那些患難四散的門徒
[00:18:40.000 --> 00:18:42.000]  當來到各地的時候
[00:18:42.000 --> 00:18:44.000]  他們不只是去傳福音
[00:18:44.000 --> 00:18:46.000]  他們去到那些地方
[00:18:46.000 --> 00:18:47.000]  還去什麼呢?
[00:18:47.000 --> 00:18:50.000]  去醫治、去趕鬼、去治病
[00:18:50.000 --> 00:18:53.000]  以致得眾民的喜愛
[00:18:53.000 --> 00:18:56.000]  各位弟兄姊妹
[00:18:56.000 --> 00:18:58.000]  教會的存在
[00:18:58.000 --> 00:19:01.000]  是要得眾民的喜愛
[00:19:01.000 --> 00:19:03.000]  這個星期
[00:19:03.000 --> 00:19:05.000]  我從前天開始
[00:19:05.000 --> 00:19:11.000]  有一班弟兄姊妹
[00:19:11.000 --> 00:19:14.000]  來到營裏面接受培訓
[00:19:14.000 --> 00:19:16.000]  在這個培訓當中
[00:19:16.000 --> 00:19:18.000]  我很感動
[00:19:18.000 --> 00:19:20.000]  十三年前
[00:19:20.000 --> 00:19:22.000]  我們開始為一些吸毒的
[00:19:22.000 --> 00:19:24.000]  坐過牢的
[00:19:24.000 --> 00:19:26.000]  偷東西的
[00:19:26.000 --> 00:19:30.000]  無數次出入警察部門
[00:19:30.000 --> 00:19:32.000]  公安部門
[00:19:32.000 --> 00:19:34.000]  以致公安不想見到他們
[00:19:34.000 --> 00:19:36.000]  學校不想要他們
[00:19:36.000 --> 00:19:38.000]  家裏不想要他們
[00:19:38.000 --> 00:19:40.000]  這一班人
[00:19:40.000 --> 00:19:47.000]  開始了一個特殊的培訓中心
[00:19:47.000 --> 00:19:50.000]  我很感恩
[00:19:50.000 --> 00:19:54.000]  開始了之後
[00:19:54.000 --> 00:19:56.000]  經過這麼多年的時間
[00:19:56.000 --> 00:20:00.000]  有六十個以上畢業的同學
[00:20:00.000 --> 00:20:02.000]  而這次我去
[00:20:02.000 --> 00:20:06.000]  見到有六個畢業的同學
[00:20:06.000 --> 00:20:10.000]  是在做這間學校的老師
[00:20:10.000 --> 00:20:14.000]  也是在做教會的教務同工
[00:20:14.000 --> 00:20:17.000]  來接受一些新學的訓練
[00:20:17.000 --> 00:20:19.000]  我看著他們的時候
[00:20:19.000 --> 00:20:21.000]  我的心很感動
[00:20:21.000 --> 00:20:22.000]  耶穌說
[00:20:22.000 --> 00:20:23.000]  我做的
[00:20:23.000 --> 00:20:25.000]  你們將來都要做
[00:20:25.000 --> 00:20:28.000]  並且做的比我更大
[00:20:28.000 --> 00:20:30.000]  你看到他們的宣教士做
[00:20:30.000 --> 00:20:32.000]  加起來
[00:20:32.000 --> 00:20:34.000]  是比耶穌基督做的時代
[00:20:34.000 --> 00:20:36.000]  做得更多
[00:20:36.000 --> 00:20:38.000]  你看到今天
[00:20:38.000 --> 00:20:40.000]  當我們開始去培訓這些人的時候
[00:20:40.000 --> 00:20:42.000]  他們做的
[00:20:42.000 --> 00:20:45.000]  是遠比我們做的更多
[00:20:45.000 --> 00:20:47.000]  各位聽眾
[00:20:47.000 --> 00:20:49.000]  只是聽福音
[00:20:49.000 --> 00:20:53.000]  不會令人產生對福音的好處
[00:20:53.000 --> 00:20:55.000]  感到興趣
[00:20:55.000 --> 00:20:57.000]  除非他們見得到
[00:20:57.000 --> 00:20:59.000]  看到這個福音
[00:20:59.000 --> 00:21:01.000]  他們才會真真正正
[00:21:01.000 --> 00:21:05.000]  感受到這個福音是真正的福音
[00:21:05.000 --> 00:21:07.000]  另一方面
[00:21:07.000 --> 00:21:08.000]  我們的子女
[00:21:08.000 --> 00:21:12.000]  如果只是聽我們講福音給他們聽
[00:21:12.000 --> 00:21:14.000]  他們不會相信
