
[00:00:00.000 --> 00:00:05.600]  各位頂子妹 主內平安
[00:05:10.200 --> 00:05:12.520]  東方教會就是我們中國教會
[00:05:12.520 --> 00:05:13.800]  不是不是不是
[00:05:13.800 --> 00:05:19.240]  東方教會是希臘東正教會
[00:05:19.240 --> 00:05:21.000]  不是異端來的嗎?
[00:05:21.000 --> 00:05:25.160]  不是,它是最古老的教會
[00:05:25.160 --> 00:05:28.680]  請問始祿行傳的教會
[00:05:28.680 --> 00:05:31.400]  講什麼話?
[00:05:31.400 --> 00:05:33.160]  希臘話
[00:05:33.160 --> 00:05:40.200]  所以他們是第一代耶路撒冷教會之後
[00:05:40.200 --> 00:05:43.000]  希臘的教會
[00:05:43.000 --> 00:05:46.600]  東方教會包括敘利亞的教會
[00:05:46.600 --> 00:05:50.200]  包括古埃及的教會
[00:05:50.200 --> 00:05:55.000]  所以唐朝貞觀年間
[00:05:55.000 --> 00:05:58.920]  景教傳入中國
[00:05:58.920 --> 00:06:05.560]  是敘利亞教會的宣教士來到中國
[00:06:05.560 --> 00:06:07.320]  這些是教會歷史了
[00:06:07.320 --> 00:06:11.720]  趁年初一講給你聽而已
[00:06:11.720 --> 00:06:19.560]  章臨期教會預備了一頁的資料
[00:06:19.560 --> 00:06:22.760]  不過聽說現在不派周刊了
[00:06:22.760 --> 00:06:25.000]  要自己上網看了
[00:06:25.000 --> 00:06:27.720]  我讀兩句給你聽
[00:06:27.720 --> 00:06:33.000]  不然浪費了同工的心思
[00:06:33.000 --> 00:06:37.240]  章臨期這個詞
[00:06:37.240 --> 00:06:42.440]  在英文可能你都聽過advent
[00:06:42.440 --> 00:06:45.800]  advent
[00:06:45.800 --> 00:06:49.320]  這個詞其實是拉丁文
[00:06:49.320 --> 00:06:55.080]  它的意思就是來臨
[00:06:55.080 --> 00:07:00.520]  教會拉丁文所講的這個來臨
[00:07:00.520 --> 00:07:09.880]  就是《新約聖經》用希臘文所提的parousia
[00:07:09.880 --> 00:07:12.520]  這個詞你聽過沒有?
[00:07:12.520 --> 00:07:18.440]  是講主第二次的再來
[00:07:18.440 --> 00:07:25.480]  《新約教會》《新約聖經》就是用advent
[00:07:25.480 --> 00:07:30.840]  拉丁文parousia希臘文這個詞
[00:07:30.840 --> 00:07:32.680]  你說希伯來文呢?
[00:07:32.680 --> 00:07:35.640]  《新約教會》就不用希伯來文了
[00:07:35.640 --> 00:07:39.320]  他們不是猶太人 他們是外邦人
[00:07:39.320 --> 00:07:44.520]  但是你明白其實教會從一開始
[00:07:44.520 --> 00:08:00.040]  將聖誕之前四個主日定為慶祝基督的降臨
[00:08:00.040 --> 00:08:02.040]  不是降生
[00:08:02.040 --> 00:08:03.720]  不要說錯了
[00:08:03.720 --> 00:08:05.160]  差一個字
[00:08:05.160 --> 00:08:11.480]  差之毫厘 謀之千里
[00:08:11.480 --> 00:08:15.080]  降臨和降生有什麼分別?
[00:08:15.080 --> 00:08:19.480]  降生我們想起的就是在伯利恆之野地裡
[00:08:19.480 --> 00:08:21.480]  有牧羊的人
[00:08:21.480 --> 00:08:24.120]  你們要看見一個鷹孩
[00:08:24.120 --> 00:08:27.000]  包著布臥在馬槽裡
[00:08:27.000 --> 00:08:30.200]  希伯來堂由第一個聖誕節開始
[00:08:30.200 --> 00:08:34.520]  就做聖經的話劇了
[00:08:34.520 --> 00:08:36.760]  我都做過牧羊人
[00:08:36.760 --> 00:08:38.520]  又做過三博士
[00:08:38.520 --> 00:08:40.280]  又做過藥師
[00:08:40.280 --> 00:08:45.080]  不過被化妝的導師包著我的手在布裡
[00:08:45.080 --> 00:08:48.600]  所以拍不到手 我還很記得
[00:08:48.600 --> 00:08:50.600]  那個是降生
[00:08:50.600 --> 00:08:55.480]  沒錯 基督的降生是很重要
[00:08:55.480 --> 00:08:59.720]  但是 但是
[00:08:59.720 --> 00:09:08.440]  張臨期其實焦點不是回頭看
[00:09:08.440 --> 00:09:10.440]  佛誕
[00:09:10.440 --> 00:09:15.800]  不是回頭看英女皇什麼時候出生
[00:09:15.800 --> 00:09:20.520]  不是回頭看耶穌基督降生
[00:09:20.520 --> 00:09:27.240]  如果你這樣來看聖誕前這四個主日
[00:09:27.240 --> 00:09:30.760]  那你就拼命去買聖誕禮物
[00:09:30.760 --> 00:09:32.760]  還有多少天購物
[00:09:32.760 --> 00:09:36.200]  我們在外國經常聽到這些消息
[00:09:36.200 --> 00:09:39.000]  寄聖誕卡趁12月之前
[00:09:39.000 --> 00:09:41.560]  還趕得及 今年一定趕不及
[00:09:41.560 --> 00:09:43.560]  COVID-19
[00:09:43.560 --> 00:09:49.000]  不是的 它不是準備過聖誕的意思
[00:09:49.000 --> 00:09:55.080]  它是準備耶穌基督再來
[00:09:55.080 --> 00:10:06.280]  所以我們要看清楚
[00:10:06.280 --> 00:10:13.320]  不是教會在它的年曆裡面
[00:10:13.320 --> 00:10:21.880]  將耶穌基督第一次和第二次的降臨
[00:10:21.880 --> 00:10:23.880]  混淆了
[00:10:23.880 --> 00:10:29.080]  明明是預備聖誕 不是不是
[00:10:29.080 --> 00:10:33.400]  記得彼得去哥利留家裡報道嗎?
[00:10:33.400 --> 00:10:35.400]  不記得了 我都不在場
[00:10:35.400 --> 00:10:39.240]  我們讀《士多行傳》第十章
[00:10:39.240 --> 00:10:42.600]  現在疫情關係不派聖經
[00:10:42.600 --> 00:10:45.320]  免得交叉感染
[00:10:45.320 --> 00:10:47.320]  我都沒有預備PowerPoint
[00:10:47.560 --> 00:10:53.880]  所以背兩句給你聽你有印象的
[00:10:53.880 --> 00:10:59.720]  彼得去到羅馬的軍官家裡
[00:10:59.720 --> 00:11:03.320]  用今天的說法去到昂船州
[00:11:03.320 --> 00:11:05.320]  OK
[00:11:05.320 --> 00:11:10.360]  他說原來主不偏待人
[00:11:10.360 --> 00:11:15.320]  各國中尋求神的
[00:11:15.320 --> 00:11:18.520]  上帝都憐憫
[00:11:18.520 --> 00:11:21.640]  是呀 本來彼得不去的
[00:11:21.640 --> 00:11:24.200]  主不潔淨的
[00:11:24.200 --> 00:11:28.440]  我從小就遵守祢的吩咐
[00:11:28.440 --> 00:11:32.760]  他在屋頂祈禱的時候
[00:11:32.760 --> 00:11:35.960]  見到異象
[00:11:35.960 --> 00:11:38.440]  但是彼得就是彼得
[00:11:38.440 --> 00:11:45.640]  他聞得快 想得快 醒悟得快
[00:11:45.640 --> 00:11:47.480]  樓下敲門
[00:11:47.480 --> 00:11:50.200]  哥利留派來的人請他去
[00:11:50.200 --> 00:11:51.720]  他就去了
[00:11:51.720 --> 00:11:54.600]  他明白那個異象叫他去
[00:11:54.600 --> 00:11:56.760]  不過他很小心 有沒有留意
[00:11:56.760 --> 00:12:03.160]  《士多行傳》說他帶了六個弟兄一起去
[00:12:03.160 --> 00:12:07.720]  你試一下今天簡牧師被邀請去中聯辦
[00:12:07.720 --> 00:12:11.160]  他肯定帶了幾個弟兄一起去
[00:12:11.160 --> 00:12:13.160]  不是怕被人打
[00:12:13.160 --> 00:12:15.880]  是證明他沒有說什麼
[00:12:15.880 --> 00:12:18.200]  說了什麼 彼得很小心的
[00:12:18.200 --> 00:12:20.200]  你開始明白了
[00:12:20.200 --> 00:12:22.200]  不是只是今天我們小心的
[00:12:22.200 --> 00:12:24.280]  彼得去到哥利留的家裡
[00:12:24.280 --> 00:12:26.680]  見到神的作為
[00:12:26.680 --> 00:12:29.480]  未曾講完道
[00:12:29.480 --> 00:12:33.160]  或者說未曾開始呼召
[00:12:33.160 --> 00:12:35.080]  哥利留就舉手了
[00:12:35.080 --> 00:12:38.600]  不是的 聖經怎麼記載的?
[00:12:38.600 --> 00:12:45.960]  聖靈降臨在哥利留和他全家
[00:12:45.960 --> 00:12:50.120]  你要想起今天你才明白發生什麼事的
[00:12:50.120 --> 00:12:52.840]  你讀聖經就每個人都是聖人
[00:12:52.840 --> 00:12:54.920]  有個光圈在頭上
[00:12:54.920 --> 00:12:57.480]  預備好敬虔等候上帝
[00:12:57.480 --> 00:13:02.280]  不是的 但是神的工作就是這麼奇妙
[00:13:02.280 --> 00:13:04.280]  彼得去到哥利留的家裡
[00:13:04.280 --> 00:13:06.280]  他開口講
[00:13:06.280 --> 00:13:10.680]  主耶穌周流四方行善事
[00:13:10.680 --> 00:13:15.320]  醫好凡被魔鬼壓制的人
[00:13:15.320 --> 00:13:17.320]  你記得這句金句嗎?
[00:13:17.320 --> 00:13:20.440]  結束的時候
[00:13:20.440 --> 00:13:24.120]  彼得不是說他從死裡復活
[00:13:24.120 --> 00:13:26.120]  證明他是神的兒子
[00:13:26.120 --> 00:13:31.640]  不是 他說將來他要回來審判
[00:13:31.640 --> 00:13:36.120]  活人死人
[00:13:36.120 --> 00:13:39.640]  所以從使徒行傳開始
[00:13:39.640 --> 00:13:43.720]  耶穌基督的降生
[00:13:43.720 --> 00:13:47.320]  耶穌基督的受死
[00:13:47.320 --> 00:13:50.520]  耶穌基督的復活
[00:13:50.520 --> 00:13:53.560]  耶穌基督的升天
[00:13:53.560 --> 00:13:58.200]  和耶穌基督的再來
[00:13:58.200 --> 00:14:05.800]  是一氣呵成的一件事
[00:14:05.800 --> 00:14:08.600]  是我們這些神學
[00:14:08.600 --> 00:14:10.280]  將它拆開
[00:14:10.280 --> 00:14:13.960]  基督論、救贖論
[00:14:13.960 --> 00:14:16.360]  最後回來叫什麼論話?
[00:14:16.360 --> 00:14:19.000]  宗滅論
[00:14:19.000 --> 00:14:21.560]  不讀神學還好一點
[00:14:21.560 --> 00:14:24.920]  讀完之後全拆開
[00:14:24.920 --> 00:14:27.320]  不拆得開的
[00:14:27.320 --> 00:14:29.320]  所以使徒信經
[00:14:29.320 --> 00:14:32.120]  希伯論堂也背的、讀的
[00:14:32.120 --> 00:14:34.680]  今天讀不讀?今天不讀了
[00:14:34.680 --> 00:14:37.640]  聖餐讀的?還是什麼時候讀的?
[00:14:37.640 --> 00:14:39.640]  年初一應該讀的
[00:14:39.640 --> 00:14:42.520]  懂不懂背?懂的
[00:14:42.520 --> 00:14:46.920]  我信我主耶穌基督上帝獨生兒子
[00:14:46.920 --> 00:14:48.360]  因聖靈感恩
[00:14:48.360 --> 00:14:50.200]  同精女瑪利亞所生
[00:14:50.200 --> 00:14:52.920]  本雕比拉多手下受難
[00:14:52.920 --> 00:14:53.800]  受死
[00:14:53.800 --> 00:14:55.400]  彼得與十字架受死
[00:14:55.400 --> 00:14:57.160]  埋葬降在陰間
[00:14:57.160 --> 00:14:58.920]  第三天
[00:14:58.920 --> 00:15:01.160]  從死人中復活升天
[00:15:01.160 --> 00:15:04.360]  坐在全能父上帝右邊
[00:15:04.360 --> 00:15:08.760]  將來必從那裡降臨
[00:15:08.760 --> 00:15:12.040]  審判活人死人
[00:15:12.040 --> 00:15:13.320]  看到《思路信經》
[00:15:13.320 --> 00:15:17.720]  就是使徒行傳彼得的講道的縮影
[00:15:17.720 --> 00:15:25.880]  張臨期不是將耶穌基督拆開兩截
[00:15:25.880 --> 00:15:29.160]  一截是他聖誕節
[00:15:29.160 --> 00:15:31.640]  很可愛的BB
[00:15:31.640 --> 00:15:36.120]  和羊仔一起拍照
[00:15:36.120 --> 00:15:38.760]  東方博士又來
[00:15:38.760 --> 00:15:40.200]  不是
[00:15:40.200 --> 00:15:42.920]  其實耶穌的降臨
[00:15:42.920 --> 00:15:44.200]  Advent
[00:15:45.160 --> 00:15:47.400]  是在講
[00:15:47.400 --> 00:15:58.040]  祂將來還要再來審判活人死人
[00:15:58.040 --> 00:16:03.400]  這個審判就是我們不明白的
[00:16:03.400 --> 00:16:07.640]  因為我們想到審判就是法庭
[00:16:07.640 --> 00:16:10.120]  就是有罪還是沒有罪
[00:16:10.120 --> 00:16:12.520]  將其中有罪還是沒有罪
[00:16:12.520 --> 00:16:15.080]  陸陸續續審判
[00:16:15.080 --> 00:16:17.240]  審不成
[00:16:17.240 --> 00:16:18.600]  我們很緊張
[00:16:18.600 --> 00:16:22.120]  因為這是普通法
[00:16:22.120 --> 00:16:24.680]  海洋法
[00:16:24.680 --> 00:16:25.960]  到最後
[00:16:25.960 --> 00:16:29.800]  因為審的時候我們假設被告無罪
[00:16:29.800 --> 00:16:31.800]  到最後我們就要聽
[00:16:31.800 --> 00:16:35.960]  有罪還是沒有罪
[00:16:35.960 --> 00:16:39.160]  這個不是聖經的背景
[00:16:39.160 --> 00:16:41.880]  聖經的背景講審判
[00:16:41.880 --> 00:16:44.440]  我們中國人可以明白多一點
[00:16:44.440 --> 00:16:47.640]  因為我們的傳統不是海洋法
[00:16:47.640 --> 00:16:49.240]  不是現在的中國
[00:16:49.240 --> 00:16:52.120]  不是傳統歷史上的中國
[00:16:52.120 --> 00:16:55.640]  從來都不是假設被告無罪的
[00:16:55.640 --> 00:16:58.520]  包青天
[00:16:58.520 --> 00:17:04.280]  晚上下去監獄扮鬼扮馬的有他
[00:17:04.280 --> 00:17:09.880]  白天坐在審訊的地方
[00:17:09.880 --> 00:17:13.720]  斧頭集事後那個也是他
[00:17:13.720 --> 00:17:16.040]  這樣都行的
[00:17:16.040 --> 00:17:20.760]  最重要的是你記得每一次看電視劇
[00:17:20.760 --> 00:17:25.720]  總有一個女孩子在路邊撲出來
[00:17:25.720 --> 00:17:28.680]  攔著包青天、包大人
[00:17:28.680 --> 00:17:33.960]  請你還民女一個公道
[00:17:33.960 --> 00:17:36.600]  請你主持公正
[00:17:36.600 --> 00:17:38.840]  這個叫審判
[00:17:38.840 --> 00:17:41.640]  我們很陌生的
[00:17:41.640 --> 00:17:45.240]  我們認為法庭審得對的我們就拍手
[00:17:45.240 --> 00:17:47.480]  審得不對的就罵他
[00:17:47.480 --> 00:17:49.160]  不是
[00:17:49.160 --> 00:17:51.160]  主耶穌再來
[00:17:51.160 --> 00:17:53.640]  不是西方電影
[00:17:53.640 --> 00:17:56.200]  幾時幾日幾日放套片
[00:17:56.200 --> 00:17:59.400]  看看你做了些什麼
[00:17:59.400 --> 00:18:09.000]  上帝最後掌管歷史
[00:18:09.000 --> 00:18:12.840]  用一個歷史上的比喻
[00:18:12.840 --> 00:18:17.320]  或者我們會明白多些
[00:18:17.320 --> 00:18:18.840]  不要說記不記得了
[00:18:18.840 --> 00:18:20.600]  我們都還沒出生
[00:18:20.600 --> 00:18:24.040]  第二次世界大戰
[00:18:24.040 --> 00:18:31.960]  諾曼第登陸1944年6月6日
[00:18:31.960 --> 00:18:35.240]  Longest Day
[00:18:35.240 --> 00:18:41.080]  這一天在歷史上稱為D-Day
[00:18:41.080 --> 00:18:42.680]  有沒有印象?
[00:18:42.680 --> 00:18:44.200]  為什麼?
[00:18:44.200 --> 00:18:48.760]  因為這一天是扭轉整個歐洲
[00:18:48.760 --> 00:18:54.840]  第二次世界大戰的拐點
[00:18:54.840 --> 00:18:56.360]  這是新的說法
[00:18:56.360 --> 00:18:57.480]  普通話
[00:18:57.480 --> 00:19:00.600]  我們以前習慣了叫轉裂點
[00:19:00.600 --> 00:19:04.760]  不是 再早一點我們拼音是轉裂點
[00:19:04.760 --> 00:19:06.040]  怎樣都好 你明白意思
[00:19:06.040 --> 00:19:07.240]  Turning point
[00:19:07.240 --> 00:19:12.840]  扭轉整個納粹德國
[00:19:12.840 --> 00:19:17.960]  崇拜歐洲的野心
[00:19:17.960 --> 00:19:21.560]  就是諾曼第登陸
[00:19:21.560 --> 00:19:24.120]  但是從1944年
[00:19:24.120 --> 00:19:27.160]  諾曼第登陸6月6日
[00:19:27.160 --> 00:19:32.040]  到納粹德國正式投降
[00:19:32.040 --> 00:19:37.800]  1945年5月8日
[00:19:37.800 --> 00:19:39.240]  不是8月嗎?
[00:19:39.240 --> 00:19:42.280]  8月是日本太平洋
[00:19:42.280 --> 00:19:45.320]  在美國的戰艦上
[00:19:45.320 --> 00:19:46.360]  那個是8月
[00:19:46.360 --> 00:19:48.120]  正式全世界
[00:19:48.120 --> 00:19:54.280]  所以5月是歐洲戰爭結束
[00:19:54.280 --> 00:19:57.640]  那個叫做V-Day
[00:19:57.640 --> 00:20:00.600]  勝利
[00:20:00.600 --> 00:20:02.200]  因為有兩個
[00:20:02.200 --> 00:20:04.680]  所以有時候它會再加多一個字母
[00:20:04.680 --> 00:20:06.600]  不過那個不重要
[00:20:06.600 --> 00:20:10.600]  如果你用這一段的歷史來看
[00:20:10.600 --> 00:20:12.200]  或者我們可以這樣說
[00:20:12.200 --> 00:20:14.120]  或者是一個比喻
[00:20:14.120 --> 00:20:17.000]  不是完全可以套進去
[00:20:17.000 --> 00:20:19.640]  不過幫助我們明白
[00:20:19.640 --> 00:20:23.880]  主耶穌第一次來到這個世界上
[00:20:23.880 --> 00:20:28.440]  在十字架上成就的救贖
[00:20:28.440 --> 00:20:29.480]  復活
[00:20:29.480 --> 00:20:32.680]  顯明祂是神的兒子
[00:20:32.680 --> 00:20:35.880]  就好像D-Day
[00:20:35.880 --> 00:20:38.440]  諾曼第登陸
[00:20:38.440 --> 00:20:47.160]  徹底扭轉人類罪惡的歷史
[00:20:47.160 --> 00:20:50.440]  但是還有祂要再來
[00:20:50.440 --> 00:20:52.440]  Parousia
[00:20:52.440 --> 00:20:55.880]  耶穌的第二次再來
[00:20:55.880 --> 00:20:59.640]  用大戰的比喻
[00:20:59.640 --> 00:21:04.360]  就好像是1945年
[00:21:04.360 --> 00:21:07.880]  第二年5月8日
[00:21:07.880 --> 00:21:10.760]  V-Day
[00:21:10.760 --> 00:21:15.080]  歐洲恢復秩序
[00:21:15.080 --> 00:21:21.400]  納粹政府徹底失敗
[00:21:21.400 --> 00:21:25.880]  罪惡不是永恆的
[00:21:25.880 --> 00:21:28.040]  有光必有暗
[00:21:28.040 --> 00:21:30.280]  有黑必有白
[00:21:30.280 --> 00:21:31.480]  沒有邪惡
[00:21:31.480 --> 00:21:35.560]  怎樣襯托美善的可貴
[00:21:35.560 --> 00:21:38.200]  這個是柏拉圖思想
[00:21:38.200 --> 00:21:42.200]  這個不是聖經的教導
[00:21:42.200 --> 00:21:42.760]  沒錯
[00:21:42.760 --> 00:21:45.320]  聖經沒有解釋給我們聽
[00:21:45.320 --> 00:21:49.720]  為甚麼有邪惡
[00:21:49.720 --> 00:21:53.640]  我的老師說得好
[00:21:53.640 --> 00:21:55.720]  他不是解釋
[00:21:55.720 --> 00:22:00.520]  他只是在旁邊輕描淡寫地問
[00:22:00.520 --> 00:22:03.640]  如果有解釋
[00:22:03.640 --> 00:22:12.760]  那就是邪惡有合理存在下去的根據
[00:22:12.760 --> 00:22:15.160]  懂不懂這句話?
[00:22:15.160 --> 00:22:18.200]  其實它不應該在這裡
[00:22:18.200 --> 00:22:21.560]  耶穌基督的再來
[00:22:21.560 --> 00:22:26.600]  就是結束罪惡
[00:22:26.600 --> 00:22:31.000]  還我們一個公道
[00:22:31.000 --> 00:22:37.880]  主持創造宇宙萬物的
[00:22:37.880 --> 00:22:40.200]  不是死亡
[00:22:40.200 --> 00:22:41.880]  不是黑暗
[00:22:41.880 --> 00:22:43.320]  不是這些
[00:22:43.320 --> 00:22:51.160]  雖然我們看上去好像人生必有一死
[00:22:51.160 --> 00:22:57.320]  好像惡人當道
[00:22:57.320 --> 00:23:03.720]  好像我們所說的上帝去了哪裡
[00:23:03.720 --> 00:23:05.720]  不是
[00:23:05.720 --> 00:23:08.360]  主耶穌的降臨
[00:23:08.360 --> 00:23:15.480]  你記得聖經提到降臨、將臨
[00:23:15.480 --> 00:23:17.000]  是兩件事情
[00:23:17.000 --> 00:23:19.080]  或者我們今天應該要改口了
[00:23:19.080 --> 00:23:21.400]  是一件事情
[00:23:21.400 --> 00:23:32.360]  主的降生和祂的再來分不開
[00:23:32.360 --> 00:23:36.840]  但是今天祂還沒回來
[00:23:36.840 --> 00:23:40.840]  所以我們仍然可以點蠟燭
[00:23:40.840 --> 00:23:43.640]  為甚麼不回來呢?
[00:23:43.640 --> 00:23:46.200]  我們很喜歡問的
[00:23:46.200 --> 00:23:50.360]  小朋友、父母出街
[00:23:50.360 --> 00:23:53.880]  問「何時回來?為甚麼不帶我去?」
[00:23:53.880 --> 00:23:55.880]  我大大咬牙就不會問了
[00:23:55.880 --> 00:23:58.840]  寧願你久一點才回來
[00:23:58.840 --> 00:24:01.560]  何時回來?
[00:24:01.560 --> 00:24:08.280]  聖經很清楚解釋彼得後書
[00:24:08.280 --> 00:24:12.680]  有人以為「擔言」
[00:24:12.680 --> 00:24:17.000]  其實不是「擔言」
[00:24:17.000 --> 00:24:19.000]  因為我們就是「擔言」
[00:24:19.000 --> 00:24:21.320]  為甚麼會崇拜到遲到?
[00:24:21.320 --> 00:24:24.920]  我遲了起床 肯認罪
[00:24:24.920 --> 00:24:28.360]  塞車 地鐵怎麼會塞車呢?
[00:24:28.360 --> 00:24:29.880]  賴
[00:24:29.880 --> 00:24:34.680]  「擔言」是我們習慣的現實
[00:24:34.680 --> 00:24:37.160]  但是上帝不會「擔言」的
[00:24:37.160 --> 00:24:38.680]  你們聽得明白嗎?
[00:24:38.680 --> 00:24:41.640]  所以聖經的解釋我們要聽的
[00:24:41.640 --> 00:24:45.880]  是寬容
[00:24:45.880 --> 00:24:50.920]  「神願意萬人不救
[00:24:50.920 --> 00:24:55.960]  不願意一人沉淪」
[00:24:55.960 --> 00:24:58.520]  今天我們不是想討論這個問題
[00:24:58.520 --> 00:25:00.600]  今天我想和你討論的
[00:25:00.600 --> 00:25:02.360]  港獨的經文
[00:25:02.360 --> 00:25:04.440]  你說說了這麼久都不入題
[00:25:04.440 --> 00:25:07.560]  入了的了 不過還沒出來
[00:25:07.560 --> 00:25:09.560]  因為你要這樣才明白
[00:25:09.560 --> 00:25:11.560]  耶穌和門徒說了甚麼?
[00:25:11.560 --> 00:25:14.680]  「你們心裡不要憂愁
[00:25:14.680 --> 00:25:18.520]  你們信神也當信我
[00:25:18.520 --> 00:25:22.600]  在我父的家裡有許多住處
[00:25:22.600 --> 00:25:24.440]  若是沒有
[00:25:24.440 --> 00:25:27.320]  我就早已告訴你們了」
[00:25:27.320 --> 00:25:28.360]  請背下去
[00:25:28.360 --> 00:25:34.360]  「我去願是為你們預備地方去
[00:25:34.360 --> 00:25:38.360]  我若去為你們預備了地方
[00:25:38.360 --> 00:25:44.760]  就必再來接你們到我那裡去
[00:25:44.760 --> 00:25:47.000]  我在那裡
[00:25:47.000 --> 00:25:51.000]  而你們也在那裡」
[00:25:51.000 --> 00:25:55.480]  你聽完沒有反應的?
[00:25:55.480 --> 00:25:58.760]  你不問的?
[00:25:58.760 --> 00:26:00.360]  那些門徒問的
[00:26:00.360 --> 00:26:01.560]  不過他們問了別的東西
[00:26:01.560 --> 00:26:03.000]  如果讓我問
[00:26:03.240 --> 00:26:05.000]  主啊
