
[00:00:00.000 --> 00:00:05.600]  各位大兄姐妹 你們好 各位朋友 你們好
[00:03:35.200 --> 00:03:39.000]  這是一家當中星期日最開心的事
[00:03:39.000 --> 00:03:42.600]  就是完了星期日去吃午飯
[00:03:42.600 --> 00:03:47.000]  吃午飯的時候首先發炮的就是太太
[00:03:47.000 --> 00:03:50.000]  今天崇拜的那個做MC的
[00:03:50.000 --> 00:03:52.800]  拜託她不要說那麼多
[00:03:52.800 --> 00:03:55.400]  說多就錯多 又沒有意義
[00:03:55.400 --> 00:03:59.000]  明知都晚了還去拖
[00:03:59.000 --> 00:04:02.400]  拖到這麼晚 真是被她氣死
[00:04:02.400 --> 00:04:06.800]  不如提議教會找另一個做MC的
[00:04:06.800 --> 00:04:09.600]  那個剛剛有大學的大女兒就說
[00:04:09.600 --> 00:04:13.800]  個個敬拜的更離譜 唱歌走音的
[00:04:13.800 --> 00:04:17.600]  難聽到極 怎麼可以領唱
[00:04:17.600 --> 00:04:19.600]  你看看所有的回眾
[00:04:19.600 --> 00:04:22.400]  幾乎80%都是閉口不唱的
[00:04:22.400 --> 00:04:25.400]  有些還看手機 不知道看什麼
[00:04:25.400 --> 00:04:28.200]  都是李弟兄最勇敢
[00:04:28.200 --> 00:04:31.600]  牧師今天說道道可道就不像道
[00:04:31.600 --> 00:04:33.200]  明可明就聽不明白
[00:04:33.200 --> 00:04:37.000]  他簡直不是說道 只是堆砌一些虛言
[00:04:37.000 --> 00:04:39.800]  他都不知道自己說什麼
[00:04:39.800 --> 00:04:45.400]  那個六年級的小弟弟最後就說得最精彩
[00:04:45.400 --> 00:04:49.000]  你們奉獻多少錢
[00:04:49.000 --> 00:04:53.800]  你出這麼少錢就有這樣的課息
[00:04:53.800 --> 00:04:55.600]  問題在哪裡
[00:04:55.600 --> 00:05:01.000]  我們以為崇拜是例行公事
[00:05:01.000 --> 00:05:03.600]  我們以為崇拜是講道唱詩
[00:05:03.600 --> 00:05:06.600]  我們焦點放在人 講道的人
[00:05:06.600 --> 00:05:10.600]  唱詩的人 完全沒有神其中
[00:05:10.600 --> 00:05:14.000]  沒有了第一個元素 目睹神的元素
[00:05:14.000 --> 00:05:17.600]  怎麼會有第二個元素去敬拜呢
[00:05:17.600 --> 00:05:20.200]  我不是說我們不信神
[00:05:20.200 --> 00:05:24.400]  不是說我們頭腦否定上帝的存在
[00:05:24.400 --> 00:05:28.800]  問題就是神在不在 祂存在不存在
[00:05:28.800 --> 00:05:33.000]  祂完全不完全 好像跟我沒有關係
[00:05:33.000 --> 00:05:34.600]  耶穌說過一個例子
[00:05:34.600 --> 00:05:38.000]  有病的人看醫生 可能是照聚人
[00:05:38.000 --> 00:05:40.600]  有很多人覺得我都沒有病
[00:05:40.600 --> 00:05:43.000]  我沒有這樣的需要
[00:05:43.000 --> 00:05:46.800]  我不是不相信這個醫生醫術高明
[00:05:46.800 --> 00:05:49.800]  我不是相信這個醫生不能夠醫病
[00:05:49.800 --> 00:05:52.400]  但我沒有病 跟我有什麼關係
[00:05:52.400 --> 00:05:55.000]  他有他醫 我有我行
[00:05:55.000 --> 00:05:56.400]  跟我沒有關係
[00:05:56.400 --> 00:06:00.400]  對我來說 這個醫生只是一個
[00:06:00.400 --> 00:06:05.000]  在頭腦上一個很出色的醫生
[00:06:05.000 --> 00:06:07.200]  或者有病的時候就找他
[00:06:07.200 --> 00:06:09.200]  沒事的時候就拜拜
[00:06:09.200 --> 00:06:11.600]  我們對神都有這樣的想法
[00:06:11.600 --> 00:06:14.600]  神只是在我們信條裡面
[00:06:14.600 --> 00:06:17.400]  在我們腦袋裡面
[00:06:17.400 --> 00:06:21.000]  在我們認知裡面的一個上帝的存在
[00:06:21.000 --> 00:06:22.600]  不在我們的生命裡面
[00:06:22.600 --> 00:06:24.800]  不在我們的世界裡面
[00:06:24.800 --> 00:06:28.000]  也不在我們實踐生活當中
[00:06:28.000 --> 00:06:31.000]  所以就這樣的緣故
[00:06:31.000 --> 00:06:34.000]  我們發覺我們敬拜出了問題
[00:06:34.000 --> 00:06:36.000]  我不是只是指責大家
[00:06:36.000 --> 00:06:39.400]  我發覺我自己往往都墮入這個陷阱當中
[00:06:39.400 --> 00:06:42.000]  在安逸的生活裡面
[00:06:42.000 --> 00:06:44.800]  覺得我們沒有這樣的需要神
[00:06:44.800 --> 00:06:46.600]  有苦難的時候
[00:06:46.600 --> 00:06:47.600]  風風雨雨的時候
[00:06:47.600 --> 00:06:50.800]  那我就需要祂
[00:06:50.800 --> 00:06:53.600]  我想我們只是風聞有神
[00:06:53.600 --> 00:06:56.800]  沒有經歷 沒有目睹祂
[00:06:56.800 --> 00:06:59.800]  但是去上個三個星期
[00:06:59.800 --> 00:07:02.800]  將我這個態度、認知、想法
[00:07:02.800 --> 00:07:04.800]  打得體無完膚
[00:07:04.800 --> 00:07:07.400]  原來神是這麼近
[00:07:07.400 --> 00:07:10.200]  神是這麼厲害的
[00:07:10.200 --> 00:07:14.600]  祂的足跡令我感到驚奇
[00:07:14.600 --> 00:07:18.200]  當太太發現染上了COVID-19
[00:07:18.200 --> 00:07:21.600]  就將我們安樂窩打得七零八落
[00:07:21.600 --> 00:07:23.600]  魂不附體
[00:07:23.600 --> 00:07:26.200]  直至她說
[00:07:26.200 --> 00:07:29.200]  這豈不是上帝答應我們禱告?
[00:07:29.200 --> 00:07:31.200]  我心裡面說
[00:07:31.200 --> 00:07:37.200]  我們何時祈禱神給我們COVID-19?
[00:07:37.200 --> 00:07:39.600]  但我回心想想
[00:07:39.600 --> 00:07:44.400]  本來祂是預備在8月3日做手術的
[00:07:44.400 --> 00:07:46.800]  當我們將這個消息
[00:07:46.800 --> 00:07:49.800]  跟我們的女兒分享的時候
[00:07:49.800 --> 00:07:53.800]  這位在羅省行醫的女兒極力反對
[00:07:53.800 --> 00:07:57.400]  她在醫院裡還有很多COVID-19的病人
[00:07:57.400 --> 00:07:59.400]  覺得風險太大
[00:07:59.400 --> 00:08:01.400]  在這個時候做手術
[00:08:01.400 --> 00:08:03.800]  這個手術又不是這麼迫切 要馬上做的
[00:08:03.800 --> 00:08:06.400]  何必要冒這樣的風險呢?
[00:08:06.400 --> 00:08:08.400]  我們聽了之後打了個答
[00:08:08.400 --> 00:08:11.800]  但是我們要等到何時?
[00:08:11.800 --> 00:08:13.400]  這個疫症何時過?
[00:08:13.400 --> 00:08:15.400]  她又很痛楚
[00:08:15.400 --> 00:08:19.000]  醫生又一再證明風險很低
[00:08:19.000 --> 00:08:21.000]  很安全
[00:08:21.000 --> 00:08:23.000]  於是我們就這樣祈禱
[00:08:23.000 --> 00:08:25.000]  求神啊
[00:08:25.000 --> 00:08:27.000]  如果你是不願意
[00:08:27.000 --> 00:08:31.000]  在8月3日做手術的時候
[00:08:31.000 --> 00:08:34.000]  最後一分鐘你都阻止她
[00:08:34.000 --> 00:08:36.000]  現在不就是最後一分鐘?
[00:08:36.000 --> 00:08:39.000]  她樣樣一切都是順利的
[00:08:39.000 --> 00:08:42.000]  在一個pre-op procedure裡樣樣順利
[00:08:42.000 --> 00:08:45.000]  最後一關就是星期五的時候
[00:08:45.000 --> 00:08:48.000]  要驗一驗她有沒有COVID-19
[00:08:48.000 --> 00:08:51.000]  我們做夢都想不到她會染上的
[00:08:51.000 --> 00:08:54.000]  她整天在家裡又沒有接觸人
[00:08:54.000 --> 00:08:57.000]  又沒有病徵 怎麼會染上呢?
[00:08:57.000 --> 00:08:59.000]  當第二天我們接到這個電話的時候
[00:08:59.000 --> 00:09:01.000]  嚇了一跳
[00:09:01.000 --> 00:09:03.000]  但當她說這句話
[00:09:03.000 --> 00:09:06.000]  最後一分鐘神阻止
[00:09:06.000 --> 00:09:08.000]  我就好像覺得
[00:09:08.000 --> 00:09:11.000]  難道神靈的手在忍住?
[00:09:11.000 --> 00:09:13.000]  當然
[00:09:13.000 --> 00:09:17.000]  當她發現染上這個疫症的時候
[00:09:17.000 --> 00:09:19.000]  我就要去檢查
[00:09:19.000 --> 00:09:22.000]  8月3日我就去檢查
[00:09:22.000 --> 00:09:26.000]  90%以上我都會染上
[00:09:26.000 --> 00:09:28.000]  同住一室
[00:09:28.000 --> 00:09:30.000]  同睡一床
[00:09:30.000 --> 00:09:32.000]  同桌吃飯
[00:09:32.000 --> 00:09:33.000]  又沒有口罩
[00:09:33.000 --> 00:09:35.000]  怎麼會染上呢?
[00:09:35.000 --> 00:09:38.000]  她什麼都沒有接觸的人都會染上
[00:09:38.000 --> 00:09:39.000]  我這麼和她有緊密的接觸
[00:09:39.000 --> 00:09:41.000]  怎麼會染上呢?
[00:09:41.000 --> 00:09:44.000]  但是大吃一驚
[00:09:44.000 --> 00:09:47.000]  竟然之間
[00:09:47.000 --> 00:09:49.000]  我是負面的
[00:09:49.000 --> 00:09:51.000]  沒有染上
[00:09:51.000 --> 00:09:53.000]  我馬上想到
[00:09:53.000 --> 00:09:55.000]  上帝搞什麼鬼呢?
[00:09:55.000 --> 00:09:58.000]  她不可能染上的就染上了
[00:09:58.000 --> 00:10:00.000]  我大有可能染上的
[00:10:00.000 --> 00:10:01.000]  又染不到
[00:10:01.000 --> 00:10:04.000]  這不就是上帝的足跡嗎?
[00:10:04.000 --> 00:10:06.000]  接下來這兩個星期
[00:10:06.000 --> 00:10:07.000]  哇
[00:10:07.000 --> 00:10:09.000]  真的很不簡單
[00:10:09.000 --> 00:10:12.000]  是一個緊張、掙扎
[00:10:12.000 --> 00:10:14.000]  很小心
[00:10:14.000 --> 00:10:16.000]  女兒告訴你
[00:10:16.000 --> 00:10:18.000]  爸爸你要超級小心
[00:10:18.000 --> 00:10:21.000]  怕傳染到媽媽的病毒
[00:10:21.000 --> 00:10:24.000]  怎麼小心都有限
[00:10:24.000 --> 00:10:27.000]  我們同住一間屋
[00:10:27.000 --> 00:10:29.000]  很容易會染上
[00:10:29.000 --> 00:10:32.000]  很緊張
[00:10:32.000 --> 00:10:34.000]  很焦慮
[00:10:34.000 --> 00:10:36.000]  但奇怪的事發生了
[00:10:36.000 --> 00:10:38.000]  竟然之間
[00:10:38.000 --> 00:10:40.000]  每晚都睡得好
[00:10:40.000 --> 00:10:42.000]  有胃口
[00:10:42.000 --> 00:10:45.000]  我和太太都一樣
[00:10:45.000 --> 00:10:48.000]  每天早上見到大家還有平安
[00:10:48.000 --> 00:10:50.000]  沒有任何病徵
[00:10:50.000 --> 00:10:52.000]  我們就禱告
[00:10:52.000 --> 00:10:54.000]  如是者
[00:10:54.000 --> 00:10:56.000]  每一天
[00:10:56.000 --> 00:10:58.000]  存著感恩的心過著
[00:10:58.000 --> 00:11:00.000]  又存著緊張的心情
[00:11:00.000 --> 00:11:02.000]  有時想到最壞的時候
[00:11:02.000 --> 00:11:04.000]  心都寒了
[00:11:04.000 --> 00:11:07.000]  就是這樣的日子過了
[00:11:07.000 --> 00:11:10.000]  過了三個星期
[00:11:10.000 --> 00:11:14.000]  太太的病徵可以說是非常非常輕微
[00:11:14.000 --> 00:11:16.000]  而且都差不多康復了
[00:11:16.000 --> 00:11:19.000]  我也沒有任何病徵
[00:11:19.000 --> 00:11:21.000]  於是
[00:11:21.000 --> 00:11:23.000]  在幾天前
[00:11:23.000 --> 00:11:24.000]  三天前
[00:11:24.000 --> 00:11:26.000]  我就做了一個YouTube
[00:11:26.000 --> 00:11:30.000]  分享我們這三個星期的經歷
[00:11:30.000 --> 00:11:34.000]  平時我也有做一些YouTube的片
[00:11:34.000 --> 00:11:37.000]  跟大家分享神的話語訊息
[00:11:37.000 --> 00:11:41.000]  大概每次都是幾百人聽
[00:11:41.000 --> 00:11:45.000]  最多一次大概1200人聽
[00:11:45.000 --> 00:11:47.000]  第一次新鮮熱辣
[00:11:47.000 --> 00:11:49.000]  所以多些人聽
[00:11:49.000 --> 00:11:52.000]  但在三天前
[00:11:52.000 --> 00:11:56.000]  我將這個YouTube的片
[00:11:56.000 --> 00:11:59.000]  再上的時候
[00:11:59.000 --> 00:12:01.000]  到今天為止
[00:12:01.000 --> 00:12:05.000]  星期三
[00:12:05.000 --> 00:12:09.000]  竟然超過2萬人
[00:12:09.000 --> 00:12:11.000]  看過這條片
[00:12:11.000 --> 00:12:14.000]  嚇我一跳
[00:12:14.000 --> 00:12:17.000]  很明顯不是我有什麼
[00:12:17.000 --> 00:12:22.000]  只不過有寶貝放在這個瓦器裏面
[00:12:22.000 --> 00:12:24.000]  顯明莫大的能力
[00:12:24.000 --> 00:12:25.000]  不是出於我們
[00:12:25.000 --> 00:12:27.000]  是出於神
[00:12:27.000 --> 00:12:31.000]  我們只不過是一些很軟弱的瓦器
[00:12:31.000 --> 00:12:33.000]  我們做夢也想不到
[00:12:33.000 --> 00:12:36.000]  同樣是這樣製作
[00:12:36.000 --> 00:12:38.000]  同樣是這樣登上
[00:12:38.000 --> 00:12:40.000]  和以前一模一樣
[00:12:40.000 --> 00:12:42.000]  但這次竟然之間
[00:12:42.000 --> 00:12:44.000]  在幾天之內
[00:12:44.000 --> 00:12:48.000]  超過2萬人看過這條片
[00:12:48.000 --> 00:12:50.000]  聽過這個見證
[00:12:50.000 --> 00:12:52.000]  我們能夠不說
[00:12:52.000 --> 00:12:54.000]  神啊
[00:12:54.000 --> 00:12:56.000]  你是厲害
[00:12:56.000 --> 00:12:58.000]  不能夠不服你
[00:12:58.000 --> 00:12:59.000]  我就好像約伯一樣
[00:12:59.000 --> 00:13:01.000]  以前風雲有你
[00:13:01.000 --> 00:13:04.000]  現在真的見到你
[00:13:04.000 --> 00:13:06.000]  過去的經歷
[00:13:06.000 --> 00:13:09.000]  讓我認識一樣很重要
[00:13:09.000 --> 00:13:12.000]  其實在我們生命裏
[00:13:12.000 --> 00:13:15.000]  樣樣都看到上帝的捉人
[00:13:15.000 --> 00:13:17.000]  問題是我們
[00:13:17.000 --> 00:13:19.000]  醒目不醒目
[00:13:19.000 --> 00:13:21.000]  我想我們的問題是什麼
[00:13:21.000 --> 00:13:23.000]  是對人的聲音
[00:13:23.000 --> 00:13:25.000]  對周圍的環境
[00:13:25.000 --> 00:13:27.000]  過份敏感
[00:13:27.000 --> 00:13:30.000]  但對上帝微小的聲音
[00:13:30.000 --> 00:13:32.000]  對上帝的捉人
[00:13:32.000 --> 00:13:34.000]  對上帝的活現
[00:13:34.000 --> 00:13:36.000]  一點都不敏感
[00:13:36.000 --> 00:13:38.000]  以致我們的經脈
[00:13:38.000 --> 00:13:41.000]  是很悶的
[00:13:41.000 --> 00:13:46.000]  是很規律化的
[00:13:46.000 --> 00:13:50.000]  不是很實際的
[00:13:50.000 --> 00:13:53.000]  這就是一個大的問題存在
[00:13:53.000 --> 00:13:55.000]  我們試試在啟示錄
[00:13:55.000 --> 00:13:57.000]  這段聖經裏
[00:13:57.000 --> 00:14:00.000]  看看究竟什麼是敬拜
[00:14:00.000 --> 00:14:03.000]  首先我們看看第六節至第七節
[00:14:03.000 --> 00:14:05.000]  我猶看見
[00:14:05.000 --> 00:14:07.000]  正如我說過
[00:14:07.000 --> 00:14:09.000]  敬拜第一個很重要的
[00:14:09.000 --> 00:14:11.000]  首要條件
[00:14:11.000 --> 00:14:13.000]  就是目睹神的活現
[00:14:13.000 --> 00:14:15.000]  見到祂的榮耀大能和慈愛
[00:14:15.000 --> 00:14:17.000]  所以我們發覺
[00:14:17.000 --> 00:14:19.000]  在整本啟示錄裏
[00:14:19.000 --> 00:14:21.000]  有29段經文
[00:14:21.000 --> 00:14:23.000]  敬拜神、敬拜羔羊
[00:14:23.000 --> 00:14:25.000]  每每之前都有
[00:14:25.000 --> 00:14:27.000]  我看見、我又看見的話
[00:14:27.000 --> 00:14:29.000]  我觀看、我聽見
[00:14:29.000 --> 00:14:32.000]  四章一至、五章一至、五章二至、五章六至、五章十一至
[00:14:32.000 --> 00:14:34.000]  看見、聽到
[00:14:34.000 --> 00:14:36.000]  就是敬拜第一個元素
[00:14:36.000 --> 00:14:38.000]  若看見什麼
[00:14:38.000 --> 00:14:40.000]  我們看第六節至第七節
[00:14:40.000 --> 00:14:43.000]  我又看見寶座與四活物
[00:14:43.000 --> 00:14:46.000]  並長老之中有羔羊站立
[00:14:46.000 --> 00:14:50.000]  就是被殺的羔羊
[00:14:50.000 --> 00:14:52.000]  有七角七眼
[00:14:52.000 --> 00:14:56.000]  就是神的七靈奉獻往普天下去
[00:14:56.000 --> 00:14:58.000]  這羔羊前來
[00:14:58.000 --> 00:15:01.000]  從寶座的右手拿著書卷
[00:15:01.000 --> 00:15:03.000]  我又看見
[00:15:03.000 --> 00:15:05.000]  就是見到基督
[00:15:05.000 --> 00:15:08.000]  他見到基督有兩幅不同的圖畫
[00:15:08.000 --> 00:15:10.000]  第一幅圖畫是第二節
[00:15:10.000 --> 00:15:13.000]  我又看見大力的天使大聲說
[00:15:13.000 --> 00:15:15.000]  有誰配展開這書卷
[00:15:15.000 --> 00:15:17.000]  揭開那七個印呢?
[00:15:17.000 --> 00:15:18.000]  沒有
[00:15:18.000 --> 00:15:23.000]  天上、地上、地底下沒有人配展開這書卷
[00:15:23.000 --> 00:15:25.000]  觀看這書卷
[00:15:25.000 --> 00:15:28.000]  約翰很失望大哭
[00:15:28.000 --> 00:15:30.000]  接著有長老來安慰他
[00:15:30.000 --> 00:15:31.000]  不要哭
[00:15:31.000 --> 00:15:33.000]  有一個配得上的就是基督
[00:15:33.000 --> 00:15:36.000]  這個長老如何描繪基督呢?
[00:15:36.000 --> 00:15:38.000]  這是我所說的第一幅圖畫
[00:15:38.000 --> 00:15:43.000]  他描繪基督是猶大支派的獅子
[00:15:43.000 --> 00:15:45.000]  大衛的根
[00:15:45.000 --> 00:15:47.000]  獅子是獸中之王
[00:15:47.000 --> 00:15:49.000]  他描繪基督是大力支派的獅子
[00:15:49.000 --> 00:15:51.000]  大衛的根
[00:15:51.000 --> 00:15:53.000]  獅子是獸中之王
[00:15:53.000 --> 00:15:55.000]  大衛的根
[00:15:55.000 --> 00:15:57.000]  獅子是獸中之王
[00:15:57.000 --> 00:15:59.000]  大衛的根
[00:15:59.000 --> 00:16:01.000]  獅子是獸中之王
[00:16:01.000 --> 00:16:03.000]  大衛的根
[00:16:03.000 --> 00:16:05.000]  獅子是獸中之王
[00:16:05.000 --> 00:16:07.000]  大衛的根
[00:16:07.000 --> 00:16:09.000]  獅子是獸中之王
[00:16:09.000 --> 00:16:11.000]  大衛的根
[00:16:11.000 --> 00:16:13.000]  獅子是獸中之王
[00:16:13.000 --> 00:16:15.000]  大衛的根
[00:16:15.000 --> 00:16:17.000]  大衛的根
[00:16:17.000 --> 00:16:19.000]  獸中之王
[00:16:19.000 --> 00:16:21.000]  大衛的根
[00:16:21.000 --> 00:16:23.000]  獸中之王
[00:16:23.000 --> 00:16:25.000]  大衛的根
[00:16:25.000 --> 00:16:27.000]  獸中之王
[00:16:27.000 --> 00:16:29.000]  大衛的根
[00:16:29.000 --> 00:16:31.000]  獸中之王
[00:16:31.000 --> 00:16:33.000]  大衛的根
[00:16:33.000 --> 00:16:35.000]  獸中之王
[00:16:35.000 --> 00:16:37.000]  大衛的根
[00:16:37.000 --> 00:16:39.000]  大衛的根
[00:16:39.000 --> 00:16:41.000]  獸中之王
[00:16:41.000 --> 00:16:43.000]  大衛的根
[00:16:43.000 --> 00:16:45.000]  大衛的根
[00:16:45.000 --> 00:16:47.000]  獸中之王
[00:16:47.000 --> 00:16:49.000]  大衛的根
[00:16:49.000 --> 00:16:51.000]  獸中之王
[00:16:51.000 --> 00:16:53.000]  大衛的根
[00:16:53.000 --> 00:16:55.000]  獸中之王
[00:16:55.000 --> 00:16:57.000]  大衛的根
[00:16:57.000 --> 00:16:59.000]  獸中之王
[00:16:59.000 --> 00:17:01.000]  大衛的根
[00:17:01.000 --> 00:17:03.000]  獸中之王
[00:17:03.000 --> 00:17:05.000]  大衛的根
[00:17:05.000 --> 00:17:07.000]  獸中之王
[00:17:07.000 --> 00:17:09.000]  大衛的根
[00:17:09.000 --> 00:17:11.000]  獸中之王
[00:17:11.000 --> 00:17:13.000]  大衛的根
[00:17:13.000 --> 00:17:15.000]  大衛的根
[00:17:15.000 --> 00:17:17.000]  大衛的根
[00:17:17.000 --> 00:17:19.000]  獸中之王
[00:17:19.000 --> 00:17:21.000]  大衛的根
[00:17:21.000 --> 00:17:23.000]  獸中之王
[00:17:23.000 --> 00:17:25.000]  大衛的根
[00:17:25.000 --> 00:17:27.000]  獸中之王
[00:17:27.000 --> 00:17:29.000]  大衛的根
[00:17:29.000 --> 00:17:31.000]  獸中之王
[00:17:31.000 --> 00:17:33.000]  大衛的根
[00:17:33.000 --> 00:17:35.000]  獸中之王
[00:17:35.000 --> 00:17:37.000]  大衛的根
[00:17:37.000 --> 00:17:39.000]  獸中之王
[00:17:39.000 --> 00:17:41.000]  大衛的根
[00:17:41.000 --> 00:17:43.000]  大衛的根
[00:17:43.000 --> 00:17:45.000]  獸中之王
[00:17:45.000 --> 00:17:47.000]  大衛的根
[00:17:47.000 --> 00:17:49.000]  獸中之王
[00:17:49.000 --> 00:17:51.000]  大衛的根
[00:17:51.000 --> 00:17:53.000]  獸中之王
[00:17:53.000 --> 00:17:55.000]  大衛的根
[00:17:55.000 --> 00:17:57.000]  獸中之王
[00:17:57.000 --> 00:17:59.000]  大衛的根
[00:17:59.000 --> 00:18:01.000]  獸中之王
[00:18:01.000 --> 00:18:03.000]  大衛的根
[00:18:03.000 --> 00:18:05.000]  獸中之王
[00:18:05.000 --> 00:18:07.000]  大衛的根
[00:18:07.000 --> 00:18:09.000]  大衛的根
[00:18:09.000 --> 00:18:11.000]  大衛的根
[00:18:11.000 --> 00:18:13.000]  獸中之王
[00:18:13.000 --> 00:18:15.000]  大衛的根
[00:18:15.000 --> 00:18:17.000]  大衛的根
[00:18:17.000 --> 00:18:19.000]  獸中之王
[00:18:19.000 --> 00:18:21.000]  大衛的根
[00:18:21.000 --> 00:18:23.000]  獸中之王
[00:18:23.000 --> 00:18:25.000]  大衛的根
[00:18:25.000 --> 00:18:27.000]  獸中之王
[00:18:27.000 --> 00:18:29.000]  大衛的根
[00:18:29.000 --> 00:18:31.000]  獸中之王
[00:18:31.000 --> 00:18:33.000]  大衛的根
[00:18:33.000 --> 00:18:35.000]  獸中之王
[00:18:35.000 --> 00:18:37.000]  大衛的根
[00:18:37.000 --> 00:18:39.000]  獸中之王
[00:18:39.000 --> 00:18:41.000]  大衛的根
[00:18:41.000 --> 00:18:43.000]  獸中之王
[00:18:43.000 --> 00:18:45.000]  大衛的根
[00:18:45.000 --> 00:18:47.000]  獸中之王
[00:18:47.000 --> 00:18:49.000]  大衛的根
[00:18:49.000 --> 00:18:51.000]  獸中之王
[00:18:51.000 --> 00:18:53.000]  大衛的根
[00:18:53.000 --> 00:18:55.000]  獸中之王
[00:18:55.000 --> 00:18:57.000]  大衛的根
[00:18:57.000 --> 00:18:59.000]  獸中之王
[00:18:59.000 --> 00:19:01.000]  大衛的根
[00:19:01.000 --> 00:19:03.000]  獸中之王
[00:19:03.000 --> 00:19:05.000]  大衛的根
[00:19:05.000 --> 00:19:07.000]  獸中之王
[00:19:07.000 --> 00:19:09.000]  大衛的根
[00:19:09.000 --> 00:19:11.000]  獸中之王
[00:19:11.000 --> 00:19:13.000]  大衛的根
[00:19:13.000 --> 00:19:15.000]  獸中之王
[00:19:15.000 --> 00:19:17.000]  大衛的根
[00:19:17.000 --> 00:19:19.000]  獸中之王
