
[00:00:00.000 --> 00:00:06.400]  請求主多謝你的恩典
[00:02:27.400 --> 00:02:30.400]  要趕著去機的目的地
[00:02:30.400 --> 00:02:33.200]  但他們習慣性地
[00:02:33.200 --> 00:02:35.200]  就是過度預約
[00:02:35.200 --> 00:02:36.400]  換句話說
[00:02:36.400 --> 00:02:40.400]  賣的機票是多過他的座位
[00:02:40.400 --> 00:02:42.400]  因為有四個人一定要去
[00:02:42.400 --> 00:02:44.400]  是職員
[00:02:44.400 --> 00:02:46.400]  他就抽籤
[00:02:46.400 --> 00:02:48.400]  抽了四個
[00:02:48.400 --> 00:02:50.400]  我想抽四個都無所謂
[00:02:50.400 --> 00:02:52.400]  你好好的溝通
[00:02:52.400 --> 00:02:54.400]  然後告訴別人我會賠多少錢
[00:02:54.400 --> 00:02:56.400]  會給一晚你過夜
[00:02:56.400 --> 00:02:58.400]  第二天那班機就會回去了
[00:02:58.400 --> 00:03:00.400]  如果乘客願意
[00:03:00.400 --> 00:03:02.400]  那就沒有問題
[00:03:02.400 --> 00:03:04.400]  結果有三個乘客願意
[00:03:04.400 --> 00:03:06.400]  他們就下了機
[00:03:06.400 --> 00:03:09.400]  但有一個就是這位華裔的醫生
[00:03:09.400 --> 00:03:11.400]  他說他要趕著走
[00:03:11.400 --> 00:03:14.400]  他不會留在這裏
[00:03:14.400 --> 00:03:16.400]  但我看到
[00:03:16.400 --> 00:03:19.400]  航空公司的職員竟然是用一個方法
[00:03:19.400 --> 00:03:21.400]  是用暴力
[00:03:21.400 --> 00:03:23.400]  一定要趕他下機
[00:03:23.400 --> 00:03:25.400]  叫了警察上來
[00:03:25.400 --> 00:03:26.400]  他不走
[00:03:26.400 --> 00:03:28.400]  抬他走
[00:03:28.400 --> 00:03:30.400]  拉他走
[00:03:30.400 --> 00:03:32.400]  怎樣都要他走
[00:03:32.400 --> 00:03:34.400]  結果兩隻門牙脫了
[00:03:34.400 --> 00:03:36.400]  被涼爆裂
[00:03:36.400 --> 00:03:38.400]  這件事
[00:03:38.400 --> 00:03:42.400]  是帶給全球的人都震驚
[00:03:42.400 --> 00:03:45.400]  為什麼在一個這麼文明的國家
[00:03:45.400 --> 00:03:47.400]  法治的國家
[00:03:47.400 --> 00:03:50.400]  是做出一些這麼不合法的事
[00:03:50.400 --> 00:03:52.400]  你生氣嗎?
[00:03:52.400 --> 00:03:54.400]  我相信很多人都會生氣
[00:03:54.400 --> 00:03:56.400]  頂姐妹
[00:03:56.400 --> 00:03:58.400]  另一方面
[00:03:58.400 --> 00:04:00.400]  同樣在香港
[00:04:00.400 --> 00:04:03.400]  也發生了令到我們自己很難過的事
[00:04:03.400 --> 00:04:06.400]  第四章下一章
[00:04:06.400 --> 00:04:09.400]  一個女學生
[00:04:09.400 --> 00:04:14.400]  品學兼優的學生
[00:04:14.400 --> 00:04:17.400]  同學都稱讚她
[00:04:17.400 --> 00:04:19.400]  經常幫助她
[00:04:19.400 --> 00:04:22.400]  解釋她的功課
[00:04:22.400 --> 00:04:24.400]  和她一起做功課
[00:04:24.400 --> 00:04:26.400]  協助她
[00:04:26.400 --> 00:04:28.400]  一個這樣的學生
[00:04:28.400 --> 00:04:30.400]  因為趕時間
[00:04:30.400 --> 00:04:34.400]  結果過馬路的時候被撞死
[00:04:34.400 --> 00:04:37.400]  我們看到有些是人為的
[00:04:37.400 --> 00:04:40.400]  有些是意外的
[00:04:40.400 --> 00:04:42.400]  但無論如何
[00:04:42.400 --> 00:04:44.400]  我們今天活在這個世界
[00:04:44.400 --> 00:04:48.400]  經常不斷地遇到一些令我們沮喪
[00:04:48.400 --> 00:04:50.400]  而這些沮喪
[00:04:50.400 --> 00:04:52.400]  很多時候我們會問
[00:04:52.400 --> 00:04:54.400]  為什麼?
[00:04:54.400 --> 00:04:56.400]  我想問大家
[00:04:56.400 --> 00:04:58.400]  有多少人在你的人生中
[00:04:58.400 --> 00:05:01.400]  有問過為什麼?
[00:05:01.400 --> 00:05:03.400]  甚至向神問為什麼?
[00:05:03.400 --> 00:05:06.400]  為什麼你不介入這件事?
[00:05:06.400 --> 00:05:08.400]  為什麼你不來幫助她?
[00:05:08.400 --> 00:05:11.400]  為什麼她撞死了也好
[00:05:11.400 --> 00:05:14.400]  為什麼你不保留她的生命?
[00:05:14.400 --> 00:05:17.400]  是讓她繼續在這個世界
[00:05:17.400 --> 00:05:20.400]  讓人心得到安慰
[00:05:20.400 --> 00:05:22.400]  有些人問過為什麼
[00:05:22.400 --> 00:05:24.400]  我請你舉手
[00:05:24.400 --> 00:05:26.400]  全部人都問過為什麼
[00:05:26.400 --> 00:05:30.400]  我今天會讓大家看看
[00:05:30.400 --> 00:05:32.400]  以馬五思路
[00:05:32.400 --> 00:05:35.400]  就是耶穌的復活那一天發生
[00:05:35.400 --> 00:05:40.400]  每一個人都會有低谷的時候
[00:05:40.400 --> 00:05:43.400]  加喬牧師在星期五晚
[00:05:43.400 --> 00:05:45.400]  星期五下午
[00:05:45.400 --> 00:05:48.400]  是講到受難節的信息的時候
[00:05:48.400 --> 00:05:50.400]  他都有講
[00:05:50.400 --> 00:05:52.400]  每個人都有可能
[00:05:52.400 --> 00:05:55.400]  會經歷他的臨界點
[00:05:55.400 --> 00:05:57.400]  而這些臨界點
[00:05:57.400 --> 00:05:59.400]  很多時候
[00:05:59.400 --> 00:06:01.400]  我們都沒有辦法明白
[00:06:01.400 --> 00:06:04.400]  但是如果我們問的是為什麼
[00:06:04.400 --> 00:06:06.400]  為什麼的時候
[00:06:06.400 --> 00:06:09.400]  帶給我們更加的沮喪
[00:06:09.400 --> 00:06:11.400]  我們今天就要看看
[00:06:11.400 --> 00:06:17.400]  這段聖經帶出的訊息是一些什麼
[00:06:17.400 --> 00:06:19.400]  到底以馬五思路
[00:06:19.400 --> 00:06:21.400]  是一個怎樣的路呢?
[00:06:21.400 --> 00:06:23.400]  這條路發生的是一件什麼事呢?
[00:06:23.400 --> 00:06:28.400]  我們首先來讀一讀
[00:06:28.400 --> 00:06:32.400]  今天這一段聖經
[00:06:32.400 --> 00:06:42.400]  我們首先讀的是路加福音24章13節開始
[00:06:42.400 --> 00:06:44.400]  我們一路去到16節
[00:06:44.400 --> 00:06:46.400]  大家找到的時候
[00:06:46.400 --> 00:06:49.400]  我們一起來讀這一段聖經
[00:06:49.400 --> 00:06:53.400]  正當那日門徒中有兩個人
[00:06:53.400 --> 00:06:58.400]  這村子名叫馬五思
[00:06:58.400 --> 00:07:05.400]  談論所遇見的一切事
[00:07:05.400 --> 00:07:07.400]  正談論的時候
[00:07:07.400 --> 00:07:10.400]  耶穌親自就近他們
[00:07:10.400 --> 00:07:12.400]  和他們同行
[00:07:12.400 --> 00:07:14.400]  指示他們的眼睛迷惘
[00:07:14.400 --> 00:07:16.400]  不認識他
[00:07:16.400 --> 00:07:17.400]  各位弟兄姊妹
[00:07:17.400 --> 00:07:20.400]  在這段聖經介紹當時的一些背景
[00:07:20.400 --> 00:07:22.400]  以馬五思路
[00:07:22.400 --> 00:07:26.400]  是一個從不明白到清楚明白的路
[00:07:26.400 --> 00:07:28.400]  這段聖經告訴我們
[00:07:28.400 --> 00:07:33.400]  正當那日就是耶穌基督復活的早上
[00:07:33.400 --> 00:07:37.400]  門徒中有兩個人往村子去
[00:07:37.400 --> 00:07:40.400]  這個村子就叫以馬五思
[00:07:40.400 --> 00:07:43.400]  我們看到聖經很特別
[00:07:43.400 --> 00:07:48.400]  他要介紹從耶路撒冷到以馬五思這條路
[00:07:48.400 --> 00:07:49.400]  有25里
[00:07:49.400 --> 00:07:51.400]  這是華里
[00:07:51.400 --> 00:07:53.400]  那麼今天是多少呢?
[00:07:53.400 --> 00:07:57.400]  是11到12公里
[00:07:57.400 --> 00:08:01.400]  聖經故意把距離告訴我們
[00:08:01.400 --> 00:08:02.400]  為什麼?
[00:08:02.400 --> 00:08:04.400]  因為接下來發展的事情
[00:08:04.400 --> 00:08:06.400]  你就會明白為什麼
[00:08:06.400 --> 00:08:09.400]  他們彼此在談論
[00:08:09.400 --> 00:08:10.400]  遇見一切的事情
[00:08:10.400 --> 00:08:12.400]  這兩個門徒在談論
[00:08:12.400 --> 00:08:15.400]  而當他們在相問談論的時候
[00:08:15.400 --> 00:08:16.400]  互相你問我,我問你
[00:08:16.400 --> 00:08:18.400]  大家談論的時候
[00:08:18.400 --> 00:08:20.400]  你看到聖經裡面記載
[00:08:20.400 --> 00:08:25.400]  耶穌親自就近他們
[00:08:25.400 --> 00:08:29.400]  是耶穌親自就近他們
[00:08:29.400 --> 00:08:31.400]  和他們同行
[00:08:31.400 --> 00:08:34.400]  走過去了
[00:08:34.400 --> 00:08:35.400]  接近了
[00:08:35.400 --> 00:08:38.400]  然後和他們一起走
[00:08:38.400 --> 00:08:40.400]  16節
[00:08:40.400 --> 00:08:46.400]  耶穌親自就近他們和他們同行
[00:08:46.400 --> 00:08:50.400]  只是他們的眼睛迷糊了
[00:08:50.400 --> 00:08:53.400]  不認識他
[00:08:53.400 --> 00:08:56.400]  到底什麼叫迷糊呢?
[00:08:56.400 --> 00:09:00.400]  原來的意思就是被東西擋住了
[00:09:00.400 --> 00:09:02.400]  被什麼擋住了呢?
[00:09:02.400 --> 00:09:05.400]  有可能是他們的眼淚
[00:09:05.400 --> 00:09:08.400]  有可能是被他們的困惑
[00:09:08.400 --> 00:09:10.400]  被他們的沮喪
[00:09:10.400 --> 00:09:12.400]  被他們的懷疑
[00:09:12.400 --> 00:09:17.400]  被他們的失落擋住了
[00:09:17.400 --> 00:09:20.400]  很多時候
[00:09:20.400 --> 00:09:23.400]  我們都是一樣
[00:09:23.400 --> 00:09:25.400]  我不知道大家有多少人找過東西
[00:09:25.400 --> 00:09:28.400]  原來你的手拿著那東西
[00:09:28.400 --> 00:09:30.400]  我就是試過
[00:09:30.400 --> 00:09:32.400]  一直在找東西
[00:09:32.400 --> 00:09:33.400]  找來找去都找不到
[00:09:33.400 --> 00:09:34.400]  為什麼呢?
[00:09:34.400 --> 00:09:36.400]  原來在手上
[00:09:36.400 --> 00:09:37.400]  另一方面呢
[00:09:37.400 --> 00:09:40.400]  就在眼前找來找去都找不到
[00:09:40.400 --> 00:09:41.400]  我女兒一出來
[00:09:41.400 --> 00:09:43.400]  就說在這裡啊,爸爸
[00:09:43.400 --> 00:09:44.400]  很多時候
[00:09:44.400 --> 00:09:45.400]  為什麼呢?
[00:09:45.400 --> 00:09:48.400]  因為心神恍惚的時候
[00:09:48.400 --> 00:09:50.400]  你就會這樣
[00:09:50.400 --> 00:09:52.400]  你的心不在那裡
[00:09:52.400 --> 00:09:54.400]  所以騎牛找牛
[00:09:54.400 --> 00:09:56.400]  很多時候就做了這些事情
[00:09:56.400 --> 00:09:57.400]  在這段聖經
[00:09:57.400 --> 00:10:00.400]  不只是告訴我們他們的眼睛迷糊
[00:10:00.400 --> 00:10:03.400]  然後就說不認識他
[00:10:03.400 --> 00:10:06.400]  是怨聞令我們感覺到更加困惑
[00:10:06.400 --> 00:10:11.400]  是神使他們認不出他
[00:10:11.400 --> 00:10:13.400]  這是怨聞的意思
[00:10:13.400 --> 00:10:17.400]  我想和合半很客氣
[00:10:17.400 --> 00:10:18.400]  他真的怕我們
[00:10:18.400 --> 00:10:19.400]  有沒有搞錯啊
[00:10:19.400 --> 00:10:20.400]  為什麼神會這樣呢?
[00:10:20.400 --> 00:10:22.400]  是令他們不認識他
[00:10:22.400 --> 00:10:24.400]  當然有另一個翻譯
[00:10:24.400 --> 00:10:29.400]  就是神任憑他們不認識他
[00:10:29.400 --> 00:10:32.400]  任憑他們不認得出他
[00:10:32.400 --> 00:10:35.400]  為什麼會這樣呢?
[00:10:35.400 --> 00:10:40.400]  後面的經文就會詳細教導
[00:10:40.400 --> 00:10:45.400]  因為他們心目中想見的只是耶穌的樣子
[00:10:45.400 --> 00:10:47.400]  但是神的心意
[00:10:47.400 --> 00:10:50.400]  不只是叫他們認得耶穌的樣子
[00:10:50.400 --> 00:10:52.400]  不只是一個標誌
[00:10:52.400 --> 00:10:54.400]  不只是一個像
[00:10:54.400 --> 00:10:56.400]  不只是一個聖像
[00:10:56.400 --> 00:10:58.400]  神要他們知道的
[00:10:58.400 --> 00:11:00.400]  不是耶穌這個名字
[00:11:00.400 --> 00:11:07.400]  不只是我們自己對真理的宣佈幾句話
[00:11:07.400 --> 00:11:14.400]  而是希望他們深入了解我們信仰的內涵
[00:11:14.400 --> 00:11:16.400]  他不想我們知其然
[00:11:16.400 --> 00:11:19.400]  不知其所以然
[00:11:19.400 --> 00:11:21.400]  各位親愛的弟兄姊妹
[00:11:21.400 --> 00:11:23.400]  在這段聖經
[00:11:23.400 --> 00:11:24.400]  他就告訴我們
[00:11:24.400 --> 00:11:29.400]  滿途的困惑是因為他們不明白
[00:11:29.400 --> 00:11:34.400]  滿途的不開心是因為他們不明白
[00:11:34.400 --> 00:11:38.400]  然後我們看得見
[00:11:38.400 --> 00:11:43.400]  神就逐步逐步透過耶穌基督和他們的傾談
[00:11:43.400 --> 00:11:47.400]  帶他們看得見他們要明白的是什麼
[00:11:47.400 --> 00:11:49.400]  我們繼續
[00:11:49.400 --> 00:11:57.400]  我們來看看17到31節
[00:11:57.400 --> 00:11:58.400]  我讀一次
[00:11:58.400 --> 00:11:59.400]  大家讀一次
[00:11:59.400 --> 00:12:01.400]  我們讀完這段經文
[00:12:01.400 --> 00:12:03.400]  耶穌對他們說
[00:12:03.400 --> 00:12:08.400]  你們走路彼此談論的是什麼事呢?
[00:12:08.400 --> 00:12:10.400]  他們就站著
[00:12:10.400 --> 00:12:13.400]  臉上戴著羞容
[00:12:13.400 --> 00:12:17.400]  耳中有一個人名叫
[00:12:17.400 --> 00:12:20.400]  你在耶路撒冷作客
[00:12:20.400 --> 00:12:24.400]  還不知道幾天之內發生了什麼事嗎?
[00:12:24.400 --> 00:12:25.400]  耶穌說
[00:12:25.400 --> 00:12:26.400]  什麼事呢?
[00:12:26.400 --> 00:12:27.400]  他們說
[00:12:27.400 --> 00:12:29.400]  就是拿撒勒人耶穌的事
[00:12:29.400 --> 00:12:31.400]  他是個先知
[00:12:31.400 --> 00:12:33.400]  在神和眾百姓面前
[00:12:33.400 --> 00:12:36.400]  說話行事都有大能
[00:12:36.400 --> 00:12:39.400]  祭司長黃漢門的官府
[00:12:39.400 --> 00:12:42.400]  警罰他解去定了死罪
[00:12:42.400 --> 00:12:44.400]  釘在十字架上
[00:12:44.400 --> 00:12:47.400]  但我們素來所盼望
[00:12:47.400 --> 00:12:50.400]  要救贖以色列民的就是他
[00:12:50.400 --> 00:12:51.400]  不但如此
[00:12:51.400 --> 00:12:53.400]  而且這事成就
[00:12:53.400 --> 00:12:56.400]  現在已經三天了
[00:12:56.400 --> 00:12:57.400]  再者
[00:12:57.400 --> 00:13:01.400]  我們中間有幾個婦女使我們驚奇
[00:13:01.400 --> 00:13:03.400]  她們清早到了
[00:13:03.400 --> 00:13:06.400]  不見她的身體
[00:13:06.400 --> 00:13:08.400]  就回來告訴我們說
[00:13:08.400 --> 00:13:10.400]  看見了天使顯現
[00:13:10.400 --> 00:13:12.400]  說她活了
[00:13:12.400 --> 00:13:14.400]  就有夢見了
[00:13:14.400 --> 00:13:19.400]  正如婦女所說的
[00:13:19.400 --> 00:13:21.400]  只是沒有
[00:13:21.400 --> 00:13:23.400]  耶穌對她們說
[00:13:23.400 --> 00:13:25.400]  無知的人
[00:13:25.400 --> 00:13:27.400]  先知所說的一切話
[00:13:27.400 --> 00:13:32.400]  你們的心信得太遲了
[00:13:32.400 --> 00:13:34.400]  基督這樣受害
[00:13:34.400 --> 00:13:36.400]  又進入她的榮譽
[00:13:36.400 --> 00:13:38.400]  豈不是應當的嗎?
[00:13:38.400 --> 00:13:41.400]  於是從摩西和眾仙之起
[00:13:41.400 --> 00:13:44.400]  凡經上所指著自己的話
[00:13:44.400 --> 00:13:47.400]  都給她們講解明白了
[00:13:47.400 --> 00:13:49.400]  將近她們所去的村子
[00:13:49.400 --> 00:13:52.400]  耶穌好像要往前
[00:13:52.400 --> 00:13:55.400]  她們卻強留她處
[00:13:55.400 --> 00:13:56.400]  時候晚了
[00:13:56.400 --> 00:13:58.400]  日頭已經平息了
[00:13:58.400 --> 00:14:01.400]  請你回我們住下吧
[00:14:01.400 --> 00:14:02.400]  耶穌就進去
[00:14:02.400 --> 00:14:04.400]  要和她們住下
[00:14:04.400 --> 00:14:06.400]  會在何時?
[00:14:06.400 --> 00:14:08.400]  耶穌拿起餅
[00:14:08.400 --> 00:14:09.400]  祝謝了
[00:14:09.400 --> 00:14:11.400]  開第七
[00:14:11.400 --> 00:14:13.400]  我們一起讀31節
[00:14:13.400 --> 00:14:15.400]  她們的眼睛明亮了
[00:14:15.400 --> 00:14:17.400]  這十年出鈎
[00:14:17.400 --> 00:14:19.400]  不見耶穌不見了
[00:14:19.400 --> 00:14:21.400]  各位親愛的弟兄姊妹
[00:14:21.400 --> 00:14:24.400]  在這段聖經當中
[00:14:24.400 --> 00:14:29.400]  耶穌就一直先聽她們說
[00:14:29.400 --> 00:14:32.400]  你們談論的是些什麼?
[00:14:32.400 --> 00:14:35.400]  然後她們就將最近發生的事
[00:14:35.400 --> 00:14:41.400]  是耶穌被祭司長和官府抓去
[00:14:41.400 --> 00:14:42.400]  釘死十字架
[00:14:42.400 --> 00:14:46.400]  這件事從頭到尾都說了出來
[00:14:46.400 --> 00:14:48.400]  已經過了三天
[00:14:48.400 --> 00:14:49.400]  另一方面
[00:14:49.400 --> 00:14:51.400]  她也很清楚說到
[00:14:51.400 --> 00:14:54.400]  她是先知
[00:14:54.400 --> 00:14:56.400]  然後她說
[00:14:56.400 --> 00:15:01.400]  她也是我們蘇萊叛妄要救贖我們以色列民的救主
[00:15:01.400 --> 00:15:07.400]  然後又說那些婦女去到墳墓
[00:15:07.400 --> 00:15:09.400]  看到墳墓空了
[00:15:09.400 --> 00:15:11.400]  有天使告訴她
[00:15:11.400 --> 00:15:13.400]  她已經復活了
[00:15:13.400 --> 00:15:15.400]  不過這些門徒
[00:15:15.400 --> 00:15:17.400]  她說就是因為聽見婦女這些說話
[00:15:17.400 --> 00:15:19.400]  她們都去了
[00:15:19.400 --> 00:15:24.400]  去到是完全發現所見的和婦女所說的一樣
[00:15:24.400 --> 00:15:26.400]  但是她再加一句
[00:15:26.400 --> 00:15:28.400]  但是我沒有見到她
[00:15:28.400 --> 00:15:32.400]  只是我沒有見到她
[00:15:32.400 --> 00:15:35.400]  在這段聖經當中
[00:15:35.400 --> 00:15:38.400]  帶出了一件事
[00:15:38.400 --> 00:15:41.400]  從視而不見
[00:15:41.400 --> 00:15:43.400]  到清楚認出
[00:15:43.400 --> 00:15:46.400]  這個過程我們首先看的就是
[00:15:46.400 --> 00:15:51.400]  為什麼她對耶穌基督親自就近他們
[00:15:51.400 --> 00:15:52.400]  是與他們同行
[00:15:52.400 --> 00:15:53.400]  同行多久?
[00:15:53.400 --> 00:15:57.400]  同行十一點多公里
[00:15:57.400 --> 00:15:59.400]  要多久?
[00:15:59.400 --> 00:16:01.400]  我相信他們一路談一路走
[00:16:01.400 --> 00:16:03.400]  不會是健步的走
[00:16:03.400 --> 00:16:05.400]  不會很快的走
[00:16:05.400 --> 00:16:09.400]  一定是慢慢一路談一路散步這樣走
[00:16:09.400 --> 00:16:11.400]  換句話來說
[00:16:11.400 --> 00:16:13.400]  起碼走三個小時
[00:16:13.400 --> 00:16:19.400]  三個小時都認不出耶穌是誰
[00:16:19.400 --> 00:16:23.400]  我不知道大家
[00:16:23.400 --> 00:16:25.400]  你覺不覺得他們很懵
[00:16:25.400 --> 00:16:27.400]  有幾個人覺得的
[00:16:27.400 --> 00:16:28.400]  可不可以舉手
[00:16:28.400 --> 00:16:29.400]  很懵啊
[00:16:29.400 --> 00:16:30.400]  你覺得他們真的懵
[00:16:30.400 --> 00:16:31.400]  三個小時
[00:16:31.400 --> 00:16:33.400]  有幾個人覺得他們懵的
[00:16:33.400 --> 00:16:34.400]  可不可以舉手
[00:16:34.400 --> 00:16:36.400]  大懵啊這個真是
[00:16:36.400 --> 00:16:39.400]  兩個都是大懵啊
[00:16:39.400 --> 00:16:41.400]  是信得太遲鈍了
[00:16:41.400 --> 00:16:43.400]  實際上頂字眉
[00:16:43.400 --> 00:16:44.400]  你有沒有想過
[00:16:44.400 --> 00:16:46.400]  原來我們很多時候都是這麼大懵啊
[00:16:46.400 --> 00:16:49.400]  我們遇見那些不如意的事
[00:16:49.400 --> 00:16:51.400]  令我們沮喪的事
[00:16:51.400 --> 00:16:53.400]  令我們困惑的事發生的時候
[00:16:53.400 --> 00:16:55.400]  我們一直問為什麼
[00:16:55.400 --> 00:16:57.400]  為什麼我們不是三個小時
[00:16:57.400 --> 00:16:59.400]  我們可能是三天
[00:16:59.400 --> 00:17:01.400]  有可能是三十天
[00:17:01.400 --> 00:17:03.400]  甚至三年
[00:17:03.400 --> 00:17:05.400]  都在這個困惑裡
[00:17:05.400 --> 00:17:07.400]  走不出來
[00:17:07.400 --> 00:17:09.400]  我們回顧一下
[00:17:09.400 --> 00:17:11.400]  為什麼這兩個門徒
[00:17:11.400 --> 00:17:13.400]  來來去去
[00:17:13.400 --> 00:17:15.400]  認不出耶穌是誰
[00:17:15.400 --> 00:17:17.400]  第一
[00:17:17.400 --> 00:17:19.400]  因為他們的裡面
[00:17:20.400 --> 00:17:23.400]  以為耶穌只是一個先知
[00:17:23.400 --> 00:17:27.400]  他以為祂只是先知
[00:17:27.400 --> 00:17:29.400]  他沒有很清楚看到
[00:17:29.400 --> 00:17:31.400]  這是神成為人
[00:17:31.400 --> 00:17:33.400]  來到人的當中
[00:17:33.400 --> 00:17:35.400]  第二
[00:17:35.400 --> 00:17:37.400]  他們只是留意
[00:17:37.400 --> 00:17:39.400]  發生了的事
[00:17:39.400 --> 00:17:41.400]  但沒有看到
[00:17:41.400 --> 00:17:43.400]  這個事背後神的旨意
[00:17:43.400 --> 00:17:45.400]  是什麼
[00:17:45.400 --> 00:17:48.400]  他們只是想自己的心意
[00:17:48.400 --> 00:17:50.400]  他們的心意是什麼
[00:17:50.400 --> 00:17:52.400]  以色列的復國
[00:17:52.400 --> 00:17:54.400]  所以來來去去
[00:17:54.400 --> 00:17:56.400]  他們說祂就是我們
[00:17:56.400 --> 00:17:58.400]  所盼望要贖以色列民的
[00:17:58.400 --> 00:18:00.400]  這一位
[00:18:00.400 --> 00:18:02.400]  是什麼意思
[00:18:02.400 --> 00:18:04.400]  他們期望
[00:18:04.400 --> 00:18:06.400]  祂只是一個政治領袖
[00:18:06.400 --> 00:18:10.400]  是一個救他們脫離羅馬帝國
[00:18:10.400 --> 00:18:12.400]  能夠再一次獨立成為國家的
[00:18:12.400 --> 00:18:14.400]  一個政治領袖
[00:18:14.400 --> 00:18:16.400]  他們沒有看到我們的主禮
[00:18:16.400 --> 00:18:18.400]  是要救贖萬民
[00:18:18.400 --> 00:18:20.400]  是每一個的罪
[00:18:20.400 --> 00:18:24.400]  第四方面
[00:18:24.400 --> 00:18:26.400]  他們注目的是短暫的事
[00:18:26.400 --> 00:18:28.400]  他們不是注目
[00:18:28.400 --> 00:18:30.400]  放長雙眼
[00:18:30.400 --> 00:18:32.400]  看一看
[00:18:32.400 --> 00:18:34.400]  耶穌復活,他會升天嗎
[00:18:34.400 --> 00:18:36.400]  他會再來
[00:18:36.400 --> 00:18:38.400]  那為什麼不會看到這些
[00:18:38.400 --> 00:18:42.400]  全部是因為無知
[00:18:42.400 --> 00:18:44.400]  然後耶穌怎樣解決
[00:18:44.400 --> 00:18:46.400]  他們的無知呢
[00:18:46.400 --> 00:18:48.400]  19節
[00:18:48.400 --> 00:18:50.400]  耶穌說
[00:18:50.400 --> 00:18:52.400]  說錯了
[00:18:52.400 --> 00:18:54.400]  他有一個先知等等
[00:18:54.400 --> 00:18:56.400]  然後呢
[00:18:56.400 --> 00:18:58.400]  耶穌做什麼呢
[00:18:58.400 --> 00:19:02.400]  他就是從頭開始
[00:19:02.400 --> 00:19:06.400]  我們一起讀一讀
[00:19:06.400 --> 00:19:08.400]  27節
[00:19:08.400 --> 00:19:12.400]  於是從摩西和眾仙池
[00:19:12.400 --> 00:19:16.400]  凡經上指著自己的話
[00:19:16.400 --> 00:19:20.400]  都給他們講解明白了
[00:19:20.400 --> 00:19:22.400]  凡是什麼意思呢
[00:19:22.400 --> 00:19:26.400]  Humblung
[00:19:26.400 --> 00:19:28.400]  實際上希臘文
[00:19:28.400 --> 00:19:30.400]  Persians這個字
[00:19:30.400 --> 00:19:32.400]  凡是包括到Humblung
[00:19:32.400 --> 00:19:36.400]  第二,包括到每一個字
[00:19:36.400 --> 00:19:38.400]  是聖經裡面指著他的
[00:19:38.400 --> 00:19:40.400]  每一節的聖經
[00:19:40.400 --> 00:19:42.400]  每一個字
[00:19:42.400 --> 00:19:44.400]  都講解明白
[00:19:44.400 --> 00:19:46.400]  我現在就很想
