
[00:00:00.000 --> 00:00:07.360]  在特朗普的龍捲風暴下
[00:04:16.360 --> 00:04:20.920]  究竟若拿書只是神話虛構故事
[00:04:20.920 --> 00:04:23.560]  還是真有其事呢?
[00:04:23.560 --> 00:04:26.600]  有人回答嗎?
[00:04:26.600 --> 00:04:29.160]  我看到很多人回答這個問題
[00:04:29.160 --> 00:04:31.800]  我猜是真的吧 你們不敢想嗎?
[00:04:31.800 --> 00:04:35.400]  我認為是真的 聖經一定是真的
[00:04:35.400 --> 00:04:38.360]  你去猜 你去認為
[00:04:38.360 --> 00:04:40.920]  是很膚淺的
[00:04:40.920 --> 00:04:43.640]  聖經啟示你去猜
[00:04:43.640 --> 00:04:46.120]  你去認為你是誰呢?
[00:04:46.120 --> 00:04:48.040]  所以我們要理解要讀聖經
[00:04:48.040 --> 00:04:52.360]  一定要從聖經去找答案
[00:04:52.360 --> 00:04:55.240]  事真事假 你記住兩段經文
[00:04:55.240 --> 00:04:58.040]  被人考你 不要被人拋擲你
[00:04:58.040 --> 00:05:01.480]  引經據典和你算命
[00:05:01.480 --> 00:05:04.280]  第一是史實的記載
[00:05:04.280 --> 00:05:05.960]  《聯王紀》第十四章
[00:05:05.960 --> 00:05:09.320]  其實是將當時的歷史背景寫得很清楚
[00:05:09.320 --> 00:05:11.640]  當時以色列分為南北兩國
[00:05:11.640 --> 00:05:16.360]  但北方有個強大的敵人叫亞述王國興起
[00:05:16.360 --> 00:05:19.480]  亞述其實虎視眈眈
[00:05:19.480 --> 00:05:24.280]  其實一直想吞併這兩個弱小國家
[00:05:24.280 --> 00:05:28.760]  當時有個以色列北國的皇帝
[00:05:28.760 --> 00:05:31.560]  叫耶羅波安二世
[00:05:31.560 --> 00:05:34.440]  說他是一個中興的明君
[00:05:34.440 --> 00:05:40.520]  竟然收服了很多被亞述侵佔的國土
[00:05:40.520 --> 00:05:45.160]  令亞述的大軍不敢南下
[00:05:45.160 --> 00:05:48.280]  當耶羅波安還未去有望行事時
[00:05:48.280 --> 00:05:51.880]  當時北國有個先知叫約拿
[00:05:51.880 --> 00:05:54.600]  記住真有其人
[00:05:54.600 --> 00:05:58.040]  他已經預言耶羅波安二世
[00:05:58.040 --> 00:06:01.320]  將會帶領我們的國家民族
[00:06:01.320 --> 00:06:04.200]  去抵抗亞述的大軍
[00:06:04.200 --> 00:06:08.600]  他會帶來一個穩定和平的局面
[00:06:08.600 --> 00:06:10.120]  實現了
[00:06:10.120 --> 00:06:12.280]  耶羅波安二世你看見了
[00:06:12.280 --> 00:06:14.840]  收回以色邊界之地
[00:06:14.840 --> 00:06:17.400]  我想邊界有多重要
[00:06:17.400 --> 00:06:22.120]  現在這個俄烏談判
[00:06:22.120 --> 00:06:24.360]  其中一個爭點就是邊界
[00:06:24.360 --> 00:06:29.960]  以下衝突亦都是講到這個國土問題
[00:06:29.960 --> 00:06:32.200]  原來當時耶羅波安二世
[00:06:32.200 --> 00:06:34.760]  是成功收服了不少國土
[00:06:34.760 --> 00:06:37.800]  他不但阻止亞述大軍南下
[00:06:37.800 --> 00:06:44.040]  並且收服了亞述佔領的國土
[00:06:44.040 --> 00:06:47.480]  在這之前有個先知叫約拿
[00:06:47.480 --> 00:06:50.280]  已經預言事情會發生
[00:06:50.280 --> 00:06:54.120]  可惜當時約拿成為民族英雄
[00:06:54.120 --> 00:06:58.680]  人氣鼎盛一事無兩
[00:06:58.680 --> 00:07:01.880]  約拿有個新任務
[00:07:01.880 --> 00:07:03.640]  史實記載了
[00:07:03.640 --> 00:07:05.560]  所以一定要看聖經
[00:07:05.560 --> 00:07:07.640]  但講到獵王記上下
[00:07:07.640 --> 00:07:08.600]  歷代史上下
[00:07:08.600 --> 00:07:10.200]  大家竟然遠之不看
[00:07:10.200 --> 00:07:13.720]  真是幾悶
[00:07:13.720 --> 00:07:16.440]  這段要看了
[00:07:16.440 --> 00:07:17.400]  除了史實記載
[00:07:17.400 --> 00:07:19.800]  還有耶穌的印證
[00:07:19.800 --> 00:07:21.960]  馬太福音
[00:07:21.960 --> 00:07:23.240]  當時有幾個文士
[00:07:23.240 --> 00:07:25.560]  回去考耶穌
[00:07:25.560 --> 00:07:27.480]  嘩!你這麼厲害
[00:07:27.480 --> 00:07:29.320]  你變了魔術給我看
[00:07:29.320 --> 00:07:30.520]  給我看神蹟
[00:07:30.520 --> 00:07:34.280]  耶穌義正詞嚴地教訓他們
[00:07:34.280 --> 00:07:37.080]  邪惡淫亂的世代沒有神蹟
[00:07:37.080 --> 00:07:39.320]  除了先知約拿的神蹟以外
[00:07:39.320 --> 00:07:42.040]  再沒有神蹟給大家看
[00:07:42.040 --> 00:07:43.560]  留意四十節
[00:07:43.560 --> 00:07:48.280]  約拿三日三夜在大魚的福土中
[00:07:48.280 --> 00:07:54.920]  同樣人子也要三日三夜在地裏面
[00:07:54.920 --> 00:07:57.800]  耶穌印證了約拿的事蹟
[00:07:57.800 --> 00:07:59.080]  比起宗主約拿的事蹟
[00:07:59.080 --> 00:08:02.840]  是印證到先講歷史
[00:08:02.840 --> 00:08:05.720]  再講現在
[00:08:05.720 --> 00:08:08.600]  我也要三日三夜在地裏
[00:08:08.600 --> 00:08:09.880]  再講將來
[00:08:09.880 --> 00:08:11.400]  在審判時候
[00:08:11.400 --> 00:08:13.480]  離離未人要起來
[00:08:13.480 --> 00:08:15.720]  定這世外的罪
[00:08:15.720 --> 00:08:18.280]  因為他們聽到約拿所傳就悔改
[00:08:18.280 --> 00:08:22.440]  但世代的人你不悔改
[00:08:22.440 --> 00:08:24.840]  短短的回應
[00:08:24.840 --> 00:08:27.080]  既講歷史
[00:08:27.080 --> 00:08:28.760]  也講今天
[00:08:28.760 --> 00:08:29.960]  也講將來
[00:08:29.960 --> 00:08:34.440]  充分將約拿書的精華所在
[00:08:34.440 --> 00:08:36.200]  三言兩語
[00:08:36.200 --> 00:08:38.680]  怎樣出來
[00:08:38.680 --> 00:08:39.960]  所以今天你說
[00:08:39.960 --> 00:08:41.000]  你三日半個鐘頭
[00:08:41.000 --> 00:08:43.640]  能不能講到四張約拿書呢?
[00:08:43.640 --> 00:08:46.520]  我用這個純熟的剪接技巧
[00:08:46.520 --> 00:08:47.960]  出奇精華
[00:08:47.960 --> 00:08:49.880]  可以得的
[00:08:49.880 --> 00:08:51.480]  第一個
[00:08:51.480 --> 00:08:54.120]  講明了約拿書真的假的
[00:08:54.120 --> 00:08:56.120]  是不是神話
[00:08:56.120 --> 00:08:58.120]  怎樣證明
[00:08:58.120 --> 00:08:59.720]  歷史印證
[00:08:59.720 --> 00:09:01.480]  耶穌印證
[00:09:01.480 --> 00:09:02.360]  這裡很清楚
[00:09:02.360 --> 00:09:03.400]  先搞定
[00:09:03.400 --> 00:09:04.520]  好了
[00:09:04.520 --> 00:09:08.040]  在約拿書
[00:09:08.040 --> 00:09:10.760]  剛才主角不斷讀出背景
[00:09:10.760 --> 00:09:14.920]  約拿有神向他
[00:09:14.920 --> 00:09:17.320]  趕到要去離離未城
[00:09:17.320 --> 00:09:18.600]  傳福音
[00:09:18.600 --> 00:09:19.960]  當時未叫福音
[00:09:19.960 --> 00:09:23.000]  傳信息給離離未城
[00:09:23.000 --> 00:09:26.840]  因為離未城是最大惡極之城
[00:09:26.840 --> 00:09:29.720]  如果他不肯悔改
[00:09:29.720 --> 00:09:30.680]  歷史會重演
[00:09:30.680 --> 00:09:32.360]  重演什麼歷史?
[00:09:32.360 --> 00:09:33.800]  索多瑪
[00:09:33.800 --> 00:09:36.040]  阿摩賴
[00:09:36.040 --> 00:09:38.200]  神會滅絕你的城
[00:09:38.200 --> 00:09:40.760]  於是約拿就身負一個重命
[00:09:40.760 --> 00:09:44.280]  當時神是揀選一個當時不令
[00:09:44.280 --> 00:09:47.160]  是很有恩賜的先知
[00:09:47.160 --> 00:09:48.600]  很有能力的先知
[00:09:48.600 --> 00:09:49.720]  一個大使命
[00:09:49.720 --> 00:09:51.480]  你就去離離未城
[00:09:51.480 --> 00:09:54.680]  他叫你悔改
[00:09:54.680 --> 00:09:58.760]  約拿的情意結發作
[00:09:58.760 --> 00:10:01.400]  第一
[00:10:01.400 --> 00:10:04.760]  離離未城是亞述國的大城
[00:10:04.760 --> 00:10:06.440]  亞述我的敵人
[00:10:06.440 --> 00:10:08.920]  我焉能向敵人
[00:10:08.920 --> 00:10:10.840]  那些攻擊我的敵人
[00:10:10.840 --> 00:10:12.440]  叫他悔改
[00:10:12.440 --> 00:10:13.560]  他死他事
[00:10:13.560 --> 00:10:16.200]  抵死有餘
[00:10:16.200 --> 00:10:17.720]  他的情意結就是
[00:10:17.720 --> 00:10:21.160]  他覺得我的判斷是對的
[00:10:21.160 --> 00:10:22.440]  亦有偏見
[00:10:22.440 --> 00:10:23.400]  亦有他的情意結
[00:10:23.400 --> 00:10:25.000]  他自以為意
[00:10:25.000 --> 00:10:29.160]  於是他不單止沒有按照神的指令
[00:10:29.160 --> 00:10:30.760]  去離離未城
[00:10:30.760 --> 00:10:33.960]  並且神要向東
[00:10:33.960 --> 00:10:35.800]  他向西就上一艘船
[00:10:35.800 --> 00:10:37.800]  就去一個地方叫他斯
[00:10:37.800 --> 00:10:39.400]  一上船就大教訓
[00:10:39.400 --> 00:10:45.160]  躲在船艙底大教訓
[00:10:45.160 --> 00:10:47.000]  不過神計劃很奇妙
[00:10:47.000 --> 00:10:50.360]  神就叫風浪大作
[00:10:50.360 --> 00:10:52.280]  船要沉了
[00:10:52.280 --> 00:10:55.000]  船上不少水手來自五湖四海
[00:10:55.000 --> 00:10:58.040]  他們各自去呼求自己所信的神
[00:10:58.040 --> 00:11:00.360]  但無法制止風浪
[00:11:00.360 --> 00:11:01.640]  於是就抽籤
[00:11:01.640 --> 00:11:04.440]  看誰抽到一定有事
[00:11:04.440 --> 00:11:07.400]  他放貨物到海裡也救不了
[00:11:07.400 --> 00:11:08.920]  抽到約拿
[00:11:08.920 --> 00:11:15.320]  約拿就知道是神的憤怒
[00:11:15.320 --> 00:11:17.880]  於是就叫人將他扔到海裡
[00:11:17.880 --> 00:11:21.480]  一扔到海裡就平安無事了
[00:11:21.480 --> 00:11:25.160]  這個小插曲很特別
[00:11:25.160 --> 00:11:29.320]  我想想那些船上的水手來自五湖四海
[00:11:29.320 --> 00:11:31.720]  他是小船的邊緣人
[00:11:31.720 --> 00:11:33.880]  沒有人會關顧他們
[00:11:33.880 --> 00:11:36.360]  沒有人會叫他們悔改
[00:11:36.360 --> 00:11:38.200]  但當人在危難當中
[00:11:38.200 --> 00:11:40.840]  他們本來都各自有信的神
[00:11:40.840 --> 00:11:42.680]  但危難生死關頭
[00:11:42.680 --> 00:11:45.240]  他們知道哪個神是真是假
[00:11:45.240 --> 00:11:47.800]  這些很重要
[00:11:47.800 --> 00:11:51.080]  這些社會邊緣人是不經意的
[00:11:51.080 --> 00:11:52.280]  他們不是主角
[00:11:52.280 --> 00:11:53.160]  只是配角
[00:11:53.160 --> 00:11:54.360]  只是老人家
[00:11:54.360 --> 00:11:56.840]  不過行經那裡不經意
[00:11:56.840 --> 00:11:58.760]  我不知道今天有沒有朋友
[00:11:58.760 --> 00:12:03.080]  不經意走進冥恩堂
[00:12:03.080 --> 00:12:05.880]  不經意聽到福音
[00:12:05.880 --> 00:12:08.440]  但神有時是不經意的
[00:12:08.440 --> 00:12:09.640]  在人的不經意
[00:12:09.640 --> 00:12:13.240]  神是有命定的
[00:12:13.240 --> 00:12:15.320]  還有一些年輕的朋友
[00:12:15.320 --> 00:12:17.880]  可能只知道什麼叫做COVID-19
[00:12:17.880 --> 00:12:22.200]  不知道什麼叫做SARS
[00:12:22.200 --> 00:12:24.920]  20年前
[00:12:24.920 --> 00:12:26.440]  當沙子爆發的時候
[00:12:26.440 --> 00:12:30.120]  我那時有很多很多的經歷
[00:12:30.120 --> 00:12:32.440]  經歷就是沙子爆發
[00:12:32.440 --> 00:12:34.280]  一路上的時候
[00:12:34.280 --> 00:12:36.840]  我就應邀去多倫多
[00:12:36.840 --> 00:12:41.560]  去主領恩羽之聖周年籌款晚會
[00:12:41.560 --> 00:12:43.160]  他們做了很多功夫
[00:12:43.160 --> 00:12:46.520]  也預訂了多倫多最大的酒樓
[00:12:46.520 --> 00:12:49.880]  很多頂尖的姐妹去出席
[00:12:49.880 --> 00:12:52.600]  但當時沙子開始爆發
[00:12:52.600 --> 00:12:55.480]  而剛剛我去行程的時候
[00:12:55.480 --> 00:12:58.680]  那間酒樓傳出了未證實
[00:12:58.680 --> 00:13:02.600]  有員工感染沙子
[00:13:02.600 --> 00:13:04.520]  於是當時因為主領恩羽之聖很緊張
[00:13:04.520 --> 00:13:09.640]  究竟聚會是否繼續呢?
[00:13:09.640 --> 00:13:10.600]  他們經過祈禱之後
[00:13:10.600 --> 00:13:11.640]  他們覺得要繼續
[00:13:11.640 --> 00:13:15.160]  因為既然是未證實
[00:13:15.160 --> 00:13:18.680]  而那麼多籌備工作進行了
[00:13:18.680 --> 00:13:24.440]  如果他們當時是馬上取消這個宴會
[00:13:24.440 --> 00:13:25.720]  嘩!成為新聞了
[00:13:25.720 --> 00:13:28.600]  連這個教育機構都害怕了
[00:13:28.600 --> 00:13:29.560]  都退了
[00:13:29.560 --> 00:13:31.240]  還不是有事?
[00:13:31.240 --> 00:13:32.920]  會令到這間酒樓
[00:13:32.920 --> 00:13:37.400]  和其他的社區更加陷於SARS的疑雲
[00:13:37.400 --> 00:13:40.840]  於是當晚繼續舉行
[00:13:40.840 --> 00:13:44.920]  當然做了一些安全措施
[00:13:44.920 --> 00:13:46.600]  當我講道的時候
[00:13:46.600 --> 00:13:47.880]  其實本來不是講道
[00:13:47.880 --> 00:13:50.040]  講道是籌款
[00:13:50.040 --> 00:13:53.480]  講籌款訊息打動人心
[00:13:53.480 --> 00:13:57.960]  當我和公公說我想改一改
[00:13:57.960 --> 00:14:00.440]  我今晚有很大的感動
[00:14:00.440 --> 00:14:02.760]  在我講道的時候
[00:14:02.760 --> 00:14:07.800]  我呼籲酒樓經理可否賣個人情給我們
[00:14:07.800 --> 00:14:11.000]  以下大概有二十分鐘到半小時的時間
[00:14:11.000 --> 00:14:14.840]  你叫所有的員工放下工作
[00:14:14.840 --> 00:14:20.200]  全部可以出來聽李先生講道
[00:14:20.200 --> 00:14:30.840]  要和樓面、洗碗那嬸、廚房放下工作出來
[00:14:30.840 --> 00:14:33.480]  籌款是事小
[00:14:33.480 --> 00:14:35.240]  救人靈魂是重要的
[00:14:35.240 --> 00:14:37.800]  因為當時這班員工人心惶惶
[00:14:37.800 --> 00:14:40.680]  不知道會不會因為酒樓而倒閉
[00:14:40.680 --> 00:14:43.880]  沒有工作
[00:14:43.880 --> 00:14:46.440]  我覺得那時候我需要做的
[00:14:46.440 --> 00:14:49.080]  是性命帶領
[00:14:49.080 --> 00:14:50.920]  平時在香港
[00:14:50.920 --> 00:14:52.040]  你講福音、午餐、晚餐
[00:14:52.040 --> 00:14:54.360]  很難叫人出來聽你講話
[00:14:54.360 --> 00:14:55.560]  我試過的
[00:14:55.560 --> 00:14:57.800]  但不會全部聽你講
[00:14:57.800 --> 00:14:58.760]  廚房不會出來
[00:14:58.760 --> 00:15:01.720]  廚房全部都出來
[00:15:01.720 --> 00:15:03.560]  一個很深的經理
[00:15:03.560 --> 00:15:07.720]  你從來不會覺得他們是我們很重要的對象
[00:15:07.720 --> 00:15:09.960]  但有時候很特別
[00:15:09.960 --> 00:15:11.240]  某種場合
[00:15:11.240 --> 00:15:14.840]  我們能夠順應性命的感動
[00:15:14.840 --> 00:15:18.680]  加上自己的勇氣
[00:15:18.680 --> 00:15:21.640]  我就作出這個呼籲
[00:15:21.640 --> 00:15:23.560]  反應很好
[00:15:23.560 --> 00:15:26.200]  當我看不清他們有多少人說要決戰
[00:15:26.200 --> 00:15:27.400]  都沒有呼嘲
[00:15:27.400 --> 00:15:29.960]  但同工和我說
[00:15:29.960 --> 00:15:35.720]  很多酒樓的員工一邊聽一邊哭
[00:15:35.720 --> 00:15:42.120]  所以當時的水手全部在風雨震撼的教育當中
[00:15:42.120 --> 00:15:45.080]  他們知道神是真的
[00:15:45.080 --> 00:15:47.400]  小插曲
[00:15:47.400 --> 00:15:48.840]  約拿書有很多小插曲
[00:15:48.840 --> 00:15:49.800]  留意細節
[00:15:49.800 --> 00:15:52.360]  然後怎樣呢?
[00:15:52.360 --> 00:15:54.840]  劇情發展大家熟悉
[00:15:54.840 --> 00:15:56.840]  就把我扔下海
[00:15:56.840 --> 00:15:58.440]  扔下海應該是淹死
[00:15:58.440 --> 00:16:00.440]  但神救了他
[00:16:00.440 --> 00:16:01.960]  神很愛惜約拿
[00:16:01.960 --> 00:16:05.480]  於是一條大魚就吞了約拿
[00:16:05.480 --> 00:16:07.080]  多久呢?
[00:16:07.080 --> 00:16:08.600]  三日三夜
[00:16:08.600 --> 00:16:11.400]  三日三夜代表什麼?
[00:16:11.400 --> 00:16:13.480]  現在是御苦期
[00:16:13.480 --> 00:16:17.080]  三日三夜代表耶穌十日教會犧牲
[00:16:17.080 --> 00:16:18.600]  流血
[00:16:18.600 --> 00:16:20.200]  成了
[00:16:20.200 --> 00:16:21.800]  降在陰間
[00:16:21.800 --> 00:16:22.920]  在地裏
[00:16:22.920 --> 00:16:24.360]  三日之後復活
[00:16:24.360 --> 00:16:25.960]  有這樣的寓意
[00:16:25.960 --> 00:16:27.160]  所謂讀聖經
[00:16:27.160 --> 00:16:29.480]  那種緊緊的扣連
[00:16:29.480 --> 00:16:31.720]  所以一定要很用心讀聖經
[00:16:31.720 --> 00:16:36.120]  不要隨隨便便
[00:16:36.120 --> 00:16:39.080]  這樣就一輩子了
[00:16:39.080 --> 00:16:42.600]  大魚將約拿吞下肚
[00:16:42.600 --> 00:16:44.680]  當然很多人去爭論這件事的時候
[00:16:44.680 --> 00:16:47.160]  就從海洋生物學去研究
[00:16:47.160 --> 00:16:51.160]  究竟什麼魚吞了約拿呢?
[00:16:51.160 --> 00:16:52.520]  在漁福當中
[00:16:52.520 --> 00:16:55.720]  怎樣可以生存呢?
[00:16:55.720 --> 00:16:57.560]  這不是重點
[00:16:57.560 --> 00:17:01.560]  不要將諸事成為重點
[00:17:01.560 --> 00:17:03.160]  什麼是諸事?
[00:17:03.160 --> 00:17:07.480]  我們講聖經不是講海洋生物學
[00:17:07.480 --> 00:17:09.560]  留意約拿書第二章很重要
[00:17:09.560 --> 00:17:12.360]  就是約拿的祈禱
[00:17:12.360 --> 00:17:15.560]  這篇圖文經典之作
[00:17:15.560 --> 00:17:18.520]  聖經很多圖文是經典之作
[00:17:18.520 --> 00:17:21.960]  可能有些表述是主圖文
[00:17:21.960 --> 00:17:23.960]  大衛的認罪圖文
[00:17:23.960 --> 00:17:27.800]  很多圖文是經典之作
[00:17:27.800 --> 00:17:29.880]  但我怎樣說是經典之作呢?
[00:17:29.880 --> 00:17:33.560]  約拿在漁福當中
[00:17:33.560 --> 00:17:35.400]  他沒有參考書在背後
[00:17:35.400 --> 00:17:37.000]  他所講的這篇圖文
[00:17:37.000 --> 00:17:41.320]  就是約拿書二章一至九節這篇圖文
[00:17:41.320 --> 00:17:44.440]  字詞書籍句句經典
[00:17:44.440 --> 00:17:48.760]  全部是出自詩篇的
[00:17:48.760 --> 00:17:51.560]  你行不行?
[00:17:51.560 --> 00:17:54.920]  我行 不過要看三校書
[00:17:54.920 --> 00:17:57.160]  拿著電腦就行
[00:17:57.160 --> 00:18:00.760]  你說李先生你可不可以什麼都沒有
[00:18:00.760 --> 00:18:03.240]  你就坐在這裏寫一篇圖文
[00:18:03.240 --> 00:18:05.960]  每句圖文都出自詩篇經典之作
[00:18:05.960 --> 00:18:08.760]  而符合當時祈禱的處境
[00:18:08.760 --> 00:18:11.720]  不行
[00:18:11.720 --> 00:18:13.560]  約拿行得通
[00:18:13.560 --> 00:18:15.720]  所以當時有先知學校
[00:18:15.720 --> 00:18:16.200]  其實沒有的
[00:18:16.200 --> 00:18:17.400]  有先知學校的話
[00:18:17.400 --> 00:18:20.200]  約拿這個高材生
[00:18:20.200 --> 00:18:23.160]  聖經科一百分
[00:18:23.160 --> 00:18:27.960]  他是熟讀摩西的詩篇
[00:18:27.960 --> 00:18:30.040]  熟讀摩西的經典
[00:18:30.040 --> 00:18:31.480]  隨口說的
[00:18:31.480 --> 00:18:32.360]  什麼都不用看
[00:18:32.360 --> 00:18:34.360]  可以寫一篇圖文出來祈禱
[00:18:34.360 --> 00:18:41.960]  是字字引述詩篇最合宜的詩句
[00:18:41.960 --> 00:18:43.720]  我希望大家有追求的心
[00:18:43.720 --> 00:18:45.640]  不要聽完回去就喝茶
[00:18:45.640 --> 00:18:47.880]  吃個漢堡包就下班
[00:18:47.880 --> 00:18:49.240]  下午有空回去
[00:18:49.240 --> 00:18:52.200]  有兩夫妻一起逼著他看題目
[00:18:52.200 --> 00:18:53.400]  我們上網查一下
[00:18:53.400 --> 00:18:54.360]  為什麼上網呢
[00:18:54.360 --> 00:18:56.840]  上網有那個聖經搜尋器
[00:18:56.840 --> 00:18:59.880]  輸入關鍵詞就整段出來
[00:18:59.880 --> 00:19:01.720]  你直接找一篇出來
[00:19:01.720 --> 00:19:07.560]  每一節的祈禱文都出自詩篇
[00:19:07.560 --> 00:19:09.960]  約拿為神所縱容
[00:19:09.960 --> 00:19:11.880]  有他的餘真
[00:19:11.880 --> 00:19:18.440]  一個很用功很認真去讀神話語的人
[00:19:18.440 --> 00:19:19.640]  去讀詩篇
[00:19:19.640 --> 00:19:23.720]  讀摩西經典的線節
[00:19:23.720 --> 00:19:26.040]  所以整篇圖文
[00:19:26.040 --> 00:19:29.320]  字字珠璣句句鏗鏘
[00:19:29.320 --> 00:19:33.640]  都是出自詩篇的名句
[00:19:33.640 --> 00:19:34.360]  厲害啊
[00:19:34.360 --> 00:19:36.680]  聖經科一百分
[00:19:36.680 --> 00:19:38.600]  接著到第三章
[00:19:38.600 --> 00:19:41.560]  你回去看第三章
[00:19:41.560 --> 00:19:44.600]  大禹套出來
[00:19:44.600 --> 00:19:48.200]  陸地上來就死過翻生
[00:19:48.200 --> 00:19:51.480]  接著又說
[00:19:51.480 --> 00:19:54.600]  約拿起來到尼尼眉城大城去
[00:19:54.600 --> 00:19:56.680]  把我告訴你的信息
[00:19:56.680 --> 00:20:00.200]  向其中的居民宣講
[00:20:00.200 --> 00:20:03.080]  約拿就照著起行了
[00:20:03.080 --> 00:20:04.040]  到尼尼眉去
[00:20:04.040 --> 00:20:06.200]  尼尼眉是一座極大之城
[00:20:06.200 --> 00:20:07.640]  多大呢
[00:20:07.640 --> 00:20:08.840]  約拿三天路程
[00:20:08.840 --> 00:20:11.240]  即是走遍整個城
[00:20:11.240 --> 00:20:12.920]  約三天
[00:20:12.920 --> 00:20:14.360]  一定帶大步
[00:20:14.360 --> 00:20:16.680]  走大步多久
[00:20:16.680 --> 00:20:17.880]  不用三天
[00:20:17.880 --> 00:20:20.360]  半周就行了
[00:20:20.360 --> 00:20:21.560]  走了一天
[00:20:21.560 --> 00:20:23.240]  宣告說再過四十天
[00:20:23.240 --> 00:20:26.040]  尼尼眉要傾覆你
[00:20:26.040 --> 00:20:28.200]  尼尼眉人就信服神
[00:20:28.200 --> 00:20:29.240]  宣告禁食
[00:20:29.240 --> 00:20:31.400]  從最大的到最小的
[00:20:31.400 --> 00:20:32.680]  都穿上麻衣
