
[00:00:00.000 --> 00:00:06.280]  各位聽眾,今天是中樹節主日
[00:05:11.080 --> 00:05:17.080]  但是讓我們猜不到的就是不需要一個星期長的時間
[00:05:17.080 --> 00:05:22.080]  實際上民眾的態度180度改變
[00:05:22.080 --> 00:05:27.080]  由原本歡迎耶穌的態度變成一個敵對的態度
[00:05:27.080 --> 00:05:34.080]  當我回看這個情景的時候,就讓我想起我在2000年的時候
[00:05:34.080 --> 00:05:45.080]  曾經去到以色列進行了一個月的高度集中的聖經學習
[00:05:45.080 --> 00:05:53.080]  用了一個月時間和一些聖經學者和猶太拉比學習創世紀
[00:05:53.080 --> 00:05:58.080]  在這個學習的過程當中有幾天的日子
[00:05:58.080 --> 00:06:05.080]  我們就有機會去到一些比較確信的聖地地點
[00:06:05.080 --> 00:06:10.080]  重新去讀一些經文,並且在當中去解釋一些經文
[00:06:10.080 --> 00:06:15.080]  透析和當時我們所看的環境有什麼關聯
[00:06:15.080 --> 00:06:18.080]  今天很多時候我們去聖城旅行的時候
[00:06:18.080 --> 00:06:22.080]  或者聖地旅行其實沒有多少個是真正原本耶穌基督
[00:06:22.080 --> 00:06:26.080]  或者在聖經裡面真正歷史發生的地點
[00:06:26.080 --> 00:06:29.080]  但是有一個地方就有引起我的記憶
[00:06:29.080 --> 00:06:35.080]  那個地方是一間修道院,是在耶路撒冷舊城的北部
[00:06:35.080 --> 00:06:39.080]  這個修道院有個名字,它的名字叫做Achi Homo
[00:06:39.080 --> 00:06:43.080]  或者中文翻譯為經冕堂
[00:06:43.080 --> 00:06:53.080]  換句話來說,這個地方和耶穌基督受釘死之前的一段歷史記載是很有關聯的
[00:06:53.080 --> 00:06:57.080]  而這個地點到現在仍然屹立在當地
[00:06:57.080 --> 00:07:03.080]  根據考古學家的考究,這個地點或者今天這個經冕堂的地點
[00:07:03.080 --> 00:07:17.080]  應該是屬於當時在古耶路撒冷城的聖安東尼城的一個舊遺址的地方而建築上去的
[00:07:17.080 --> 00:07:24.080]  這個城也很靠近獅子城門口往東北的地方
[00:07:24.080 --> 00:07:31.080]  然後轉下去山峽,然後再往到去這個鑒欖山的方向而走去的
[00:07:31.080 --> 00:07:42.080]  Achi Homo本身是一句拉丁語,是出自於在約翰福音第十九章第五節裏面的一段經文
[00:07:42.080 --> 00:07:46.080]  原意這句說話的意思就是「試看看這個人」
[00:07:46.080 --> 00:07:51.080]  或者在和合本的聖經裏面翻譯為「看吧,這個人吧」
[00:07:51.080 --> 00:07:57.080]  原來在聖經裏面記載過有一段這樣的歷史
[00:07:57.080 --> 00:08:01.080]  耶穌上了聖殿山之後,後來被人去捉拿
[00:08:01.080 --> 00:08:07.080]  然後去被很多的民事祭司去誣蔑的時候,希望要治他死
[00:08:07.080 --> 00:08:11.080]  但是因為這些祭司、民事他們當時沒有一個治死權
[00:08:11.080 --> 00:08:20.080]  於是乎他們就逼當時羅馬在當時的總督叫做本雕比拉多
[00:08:20.080 --> 00:08:26.080]  然後讓他在他們當中去宣判耶穌基督的死罪
[00:08:26.080 --> 00:08:33.080]  當然這個比拉多因為他受僱於直屬羅馬政府
[00:08:33.080 --> 00:08:39.080]  他也不想冤枉好人,於是乎他照著這個羅馬律法去審判
[00:08:39.080 --> 00:08:44.080]  但是他查不出耶穌有什麼罪出來,所以他就想放他
[00:08:44.080 --> 00:08:49.080]  但是問題就是如果這樣會觸動了很多人的怒氣
[00:08:49.080 --> 00:08:52.080]  比拉多他不是不知道應該怎樣做
[00:08:52.080 --> 00:08:57.080]  但是當在群眾的壓力之下,他就有一種矛盾
[00:08:57.080 --> 00:09:02.080]  究竟放靜不放好呢?於是乎他想了一個方法
[00:09:02.080 --> 00:09:06.080]  不如將耶穌基督打到遍體鱗傷
[00:09:06.080 --> 00:09:10.080]  然後裝作他好像是一個君王那樣
[00:09:10.080 --> 00:09:15.080]  然後希望平息民憤,這樣就可以釋放耶穌
[00:09:15.080 --> 00:09:20.080]  但是當時的民事祭司因為他們已經有一個殺害耶穌基督的計劃
[00:09:20.080 --> 00:09:26.080]  他們處心積慮要將耶穌殺死,甚至去煽動群眾
[00:09:26.080 --> 00:09:33.080]  於是乎即使當時比拉多帶耶穌進到這個鋪華石柱的地方
[00:09:33.080 --> 00:09:38.080]  或者今天我們稱之為Villa Dolorosa這條路的地方的時候
[00:09:38.080 --> 00:09:45.080]  想著釋放耶穌,但是當時的民眾就說要將耶穌釘十字架
[00:09:45.080 --> 00:09:51.080]  本雕比拉多見到這樣的情況,民憤這麼熱切
[00:09:51.080 --> 00:09:55.080]  於是乎他就說不如你們去釘死耶穌吧
[00:09:55.080 --> 00:10:01.080]  但是這班人就說我們按律法當然是想祂死,不過我們沒有致死權
[00:10:01.080 --> 00:10:05.080]  因為我們現在在羅馬人的統治之下
[00:10:05.080 --> 00:10:11.080]  其實民事祭司也不想自己在這樣的節日期間弄污自己的手
[00:10:11.080 --> 00:10:15.080]  表面上很神聖,但是實質上其實心裡很邪惡
[00:10:15.080 --> 00:10:21.080]  想借刀殺人,利用本雕比拉多的手去殺死耶穌
[00:10:21.080 --> 00:10:27.080]  本雕比拉多在這樣的情況之下,沒有辦法釋放耶穌
[00:10:27.080 --> 00:10:36.080]  也沒有辦法平息民憤,唯有將耶穌交給當時的兵兵
[00:10:36.080 --> 00:10:41.080]  就說你們就將祂釘死在十字架上
[00:10:41.080 --> 00:10:52.080]  其實從聖經歷史裡面,被歡迎進城當中
[00:10:52.080 --> 00:10:58.080]  其實君王知道自己真正要面對的其實並非容易
[00:10:58.080 --> 00:11:03.080]  群眾可能很熱切他的心情,他們可能很興奮
[00:11:03.080 --> 00:11:07.080]  但很可能他們只是為了看熱鬧
[00:11:07.080 --> 00:11:12.080]  但如果我們從聖經裡面可以看到的就是
[00:11:12.080 --> 00:11:17.080]  原來君王雖然知道自己所面對的不容易
[00:11:17.080 --> 00:11:21.080]  但是他仍然知道一個竅門,怎樣走他人生路
[00:11:21.080 --> 00:11:27.080]  我們回來看這篇詩,第24篇我們說過
[00:11:27.080 --> 00:11:35.080]  歡迎一個受苦的君王進到耶路撒冷城,甚至上到聖殿山裡
[00:11:35.080 --> 00:11:39.080]  在這段聖經中給我們一個很好的提醒
[00:11:39.080 --> 00:11:48.080]  縱然這位被歡迎進到聖城裡,上到殿當中被歌頌的君王
[00:11:48.080 --> 00:11:54.080]  他們在這個過程當中,其實他明知他所面對的挑戰並不容易
[00:11:54.080 --> 00:12:00.080]  回到這首詩篇的背景,其實我們知道詩篇在第24篇裡
[00:12:00.080 --> 00:12:05.080]  在普遍的聖經研究裡都告訴我們
[00:12:05.080 --> 00:12:09.080]  是談論到一位君王要面臨一場大戰爭
[00:12:09.080 --> 00:12:15.080]  在他打這場戰爭之前,他要進行一個很重要的過程
[00:12:15.080 --> 00:12:20.080]  就是將這首詩寫交給靈長或當時的祭司
[00:12:20.080 --> 00:12:24.080]  要帶上去聖殿獻祭,要讓他們知道
[00:12:24.080 --> 00:12:29.080]  原來這位君王雖然被歡迎進入到聖城裡
[00:12:29.080 --> 00:12:34.080]  但其實他真正心裡明白那種為難絕不容易
[00:12:34.080 --> 00:12:40.080]  要得勝這場戰,要決不是自己籌劃軍隊有多少
[00:12:40.080 --> 00:12:44.080]  不是自己要有多少軍費,不是要做得多麼堂皇
[00:12:44.080 --> 00:12:48.080]  而是要真正有上帝與他同在
[00:12:48.080 --> 00:12:51.080]  而這首詩正正是這個目的
[00:12:51.080 --> 00:12:57.080]  於是這首詩篇第24篇的核心就落在一個重要的字眼
[00:12:57.080 --> 00:12:59.080]  「誰」,英文「Who」
[00:12:59.080 --> 00:13:02.080]  這個「誰」當我們搞得清楚的時候
[00:13:02.080 --> 00:13:05.080]  我們的人生路所走的就準確無誤
[00:13:05.080 --> 00:13:08.080]  甚至當我們去侍奉神的時候
[00:13:08.080 --> 00:13:11.080]  所走的這條路也是準確無誤
[00:13:11.080 --> 00:13:15.080]  正如耶穌基督一樣,他進入到耶路撒冷城
[00:13:15.080 --> 00:13:18.080]  人們歡呼,可以這麼說
[00:13:18.080 --> 00:13:21.080]  他們歡喜若狂的時候
[00:13:21.080 --> 00:13:25.080]  其實耶穌基督甚至只要有上帝與他同在
[00:13:25.080 --> 00:13:29.080]  他這場的宿命的征戰是必定會贏
[00:13:29.080 --> 00:13:32.080]  問題就是我們看回詩篇的時候
[00:13:32.080 --> 00:13:36.080]  詩人雖然他未是真真正正像耶穌基督一樣
[00:13:36.080 --> 00:13:38.080]  但他同樣看見這一點
[00:13:38.080 --> 00:13:41.080]  而詩篇第24篇就要將這個主旨告訴我們
[00:13:41.080 --> 00:13:47.080]  正式翻譯清楚這位「誰」是整個世界的掌管者
[00:13:47.080 --> 00:13:49.080]  我們回頭看這首詩
[00:13:49.080 --> 00:13:52.080]  這首詩可以分為三個部分
[00:13:52.080 --> 00:13:59.080]  這三個部分基本上也都構畫了整個談論有關「誰」的問題
[00:13:59.080 --> 00:14:02.080]  第一部分是從第一到第二節
[00:14:02.080 --> 00:14:06.080]  在這裡談論到詩人當時所處身的世界
[00:14:06.080 --> 00:14:12.080]  他重新肯定這個地方的擁有權是誰
[00:14:12.080 --> 00:14:15.080]  而到了第三到第六節
[00:14:15.080 --> 00:14:22.080]  他就繼續連接上文所說的擁有者是誰之後
[00:14:22.080 --> 00:14:26.080]  他就說誰才有資格能夠在其中呢?
[00:14:26.080 --> 00:14:29.080]  最後到第七至第十節裡
[00:14:29.080 --> 00:14:32.080]  就說到這位創造的主
[00:14:32.080 --> 00:14:35.080]  這位擁有權的主
[00:14:35.080 --> 00:14:38.080]  他最終想做些什麼呢?
[00:14:38.080 --> 00:14:41.080]  究竟他是怎樣的呢?
[00:14:41.080 --> 00:14:45.080]  在這段聖經裡我們剛才已經說過
[00:14:45.080 --> 00:14:51.080]  是談論到有關於祭司要到聖殿裡獻祭的時候去唱頌
[00:14:51.080 --> 00:14:54.080]  唱頌的時候唱給周圍的人聽
[00:14:54.080 --> 00:14:56.080]  周圍的人同時聽的時候
[00:14:56.080 --> 00:14:58.080]  不是當是一個娛樂品
[00:14:58.080 --> 00:15:01.080]  不是一個有些歌星享受一下
[00:15:01.080 --> 00:15:03.080]  說一下感覺好不好
[00:15:03.080 --> 00:15:05.080]  感覺是不是良好
[00:15:05.080 --> 00:15:07.080]  不是這個目的
[00:15:07.080 --> 00:15:10.080]  最重要的就是讓所有圍觀的人
[00:15:10.080 --> 00:15:13.080]  在整個歌唱的過程裡
[00:15:13.080 --> 00:15:17.080]  他們要明白到原來在裡面
[00:15:17.080 --> 00:15:19.080]  整體要打贏一場戰爭
[00:15:19.080 --> 00:15:21.080]  君王進來的時候
[00:15:21.080 --> 00:15:26.080]  我們的焦點要重新找上帝侍衛的位置
[00:15:26.080 --> 00:15:27.080]  如果不是的話
[00:15:27.080 --> 00:15:29.080]  我們只是為自己而爭戰的時候
[00:15:29.080 --> 00:15:31.080]  我們所得來的最終
[00:15:31.080 --> 00:15:35.080]  其實也只不過是一個短暫的特性
[00:15:35.080 --> 00:15:36.080]  甚至可以這麼說
[00:15:36.080 --> 00:15:38.080]  我們會更加自我驕傲
[00:15:38.080 --> 00:15:39.080]  所以各位觀眾
[00:15:39.080 --> 00:15:42.080]  這段詩篇其實有很多重的意義
[00:15:42.080 --> 00:15:45.080]  但更重要的就是要讓我們學會
[00:15:45.080 --> 00:15:47.080]  我們不要成為一個驕傲的人
[00:15:47.080 --> 00:15:49.080]  重新肯定我們人生的路
[00:15:49.080 --> 00:15:50.080]  那個主宰是哪一個
[00:15:50.080 --> 00:15:53.080]  並且我們依靠陪著
[00:15:53.080 --> 00:15:55.080]  傍著這位主而行
[00:15:55.080 --> 00:15:58.080]  我們仔細去看看這段聖經
[00:15:58.080 --> 00:15:59.080]  究竟說些什麼
[00:15:59.080 --> 00:16:00.080]  好不好
[00:16:00.080 --> 00:16:03.080]  我們先去看第一部分
[00:16:03.080 --> 00:16:05.080]  第一部分第一和第二節
[00:16:05.080 --> 00:16:07.080]  我再讀一次
[00:16:07.080 --> 00:16:09.080]  大衛的詩
[00:16:09.080 --> 00:16:15.080]  地和其中所充滿的世界和住在其間的都屬耶和華
[00:16:15.080 --> 00:16:17.080]  他把地建立在海上
[00:16:17.080 --> 00:16:20.080]  安定在大水之上
[00:16:20.080 --> 00:16:22.080]  這幅是很明顯
[00:16:22.080 --> 00:16:27.080]  詩人以一個創造的主題
[00:16:27.080 --> 00:16:31.080]  去描述這個世界的創造主
[00:16:31.080 --> 00:16:33.080]  他的擁有權
[00:16:33.080 --> 00:16:36.080]  從這段聖經裏面我們看看
[00:16:36.080 --> 00:16:37.080]  很特別的
[00:16:37.080 --> 00:16:41.080]  詩人是很刻意地一開始就談論到
[00:16:41.080 --> 00:16:48.080]  此創造無論天地海洋世界整個都是屬於耶和華的
[00:16:48.080 --> 00:16:53.080]  更奇怪更奇怪或者特別的地方就是什麼呢
[00:16:53.080 --> 00:16:58.080]  這裡所談論到的地、世界甚至說到住在其中的
[00:16:58.080 --> 00:17:02.080]  都用了三個女性代名詞去介紹
[00:17:02.080 --> 00:17:03.080]  換句話來說
[00:17:03.080 --> 00:17:06.080]  上帝整個的創造
[00:17:06.080 --> 00:17:11.080]  好像一個上帝的配偶一樣
[00:17:11.080 --> 00:17:13.080]  上帝的伴侶一樣
[00:17:13.080 --> 00:17:16.080]  我們不是說那些環保組織那些人
[00:17:16.080 --> 00:17:20.080]  Mother Earth這些觀念
[00:17:20.080 --> 00:17:26.080]  當然他們說的地球整個世界是孕育一切
[00:17:26.080 --> 00:17:31.080]  但是從這段聖經裏面有一個更深層的意思告訴我們
[00:17:31.080 --> 00:17:34.080]  上帝其實對於他的創造
[00:17:34.080 --> 00:17:36.080]  天地海等等
[00:17:36.080 --> 00:17:39.080]  全部都好像他的配偶一樣
[00:17:39.080 --> 00:17:44.080]  整個世界是隨著與上帝一起為伴
[00:17:44.080 --> 00:17:47.080]  所以我們可以在舊約聖經裏面我們看到
[00:17:47.080 --> 00:17:50.080]  當耶和華甚至他起誓的時候
[00:17:50.080 --> 00:17:54.080]  人起誓就可以向上帝指著起誓
[00:17:54.080 --> 00:17:56.080]  但是上帝如果起誓
[00:17:56.080 --> 00:17:59.080]  他已經沒有比他更高的可以起誓
[00:17:59.080 --> 00:18:01.080]  他只能夠和他的伴侶去說
[00:18:01.080 --> 00:18:02.080]  就是說什麼
[00:18:02.080 --> 00:18:05.080]  我向天向地去起誓
[00:18:05.080 --> 00:18:06.080]  換句話說
[00:18:06.080 --> 00:18:09.080]  向整個創造他的伴侶去向他起誓
[00:18:09.080 --> 00:18:13.080]  上帝視他的整個創造是他的伴侶
[00:18:13.080 --> 00:18:16.080]  這是一個聖經裏面很強調的訊息
[00:18:16.080 --> 00:18:20.080]  也是我們今天作信徒應該重新去掌握的
[00:18:20.080 --> 00:18:26.080]  如果我們不明白上帝對他的創造是這麼看得緊
[00:18:26.080 --> 00:18:28.080]  這麼看得重要的時候
[00:18:28.080 --> 00:18:31.080]  我們對這個世界就會自高自大
[00:18:31.080 --> 00:18:34.080]  所以為什麼我們會剝削這個世界
[00:18:34.080 --> 00:18:37.080]  我們甚至可以說污染這個世界
[00:18:37.080 --> 00:18:41.080]  我們甚至可以不珍惜我們所得到的東西
[00:18:41.080 --> 00:18:44.080]  濫用浪費在這個世界我們所得到的資源
[00:18:44.080 --> 00:18:48.080]  你知道其實這樣的情況上帝是很不喜悅的
[00:18:48.080 --> 00:18:49.080]  因為為什麼呢
[00:18:49.080 --> 00:18:51.080]  你其實在做的事情
[00:18:51.080 --> 00:18:54.080]  其實是在傷害上帝所最關心的
[00:18:54.080 --> 00:18:56.080]  所愛護的他的創造
[00:18:56.080 --> 00:18:58.080]  最近我看一篇新聞
[00:18:58.080 --> 00:19:03.080]  說到這個肺炎的疫症廣泛傳流
[00:19:03.080 --> 00:19:04.080]  在整個世界的時候
[00:19:04.080 --> 00:19:09.080]  大部分世界特別是中國的工廠停了下來之後
[00:19:09.080 --> 00:19:15.080]  發現原來當中國的生產轉變停頓的時候
[00:19:15.080 --> 00:19:17.080]  所釋放出來的污染物
[00:19:17.080 --> 00:19:20.080]  和後來在美國現在的疫情
[00:19:20.080 --> 00:19:22.080]  工廠停頓的時候
[00:19:22.080 --> 00:19:29.080]  污染物馬上使地球在北極上的臭氧層自動修復
[00:19:29.080 --> 00:19:31.080]  看一篇新聞
[00:19:31.080 --> 00:19:34.080]  上帝很愛護這個世界
[00:19:34.080 --> 00:19:37.080]  但我們愛不愛護這個世界呢
[00:19:37.080 --> 00:19:39.080]  我們覺得這個世界是我們的
[00:19:39.080 --> 00:19:41.080]  我們自己擁有
[00:19:41.080 --> 00:19:43.080]  我們要怎樣糟蹋它都無所謂
[00:19:43.080 --> 00:19:46.080]  但從這段聖經裏面
[00:19:46.080 --> 00:19:49.080]  作者施人他第一件事就已經肯定一件事
[00:19:49.080 --> 00:19:51.080]  如果我要打贏這場仗
[00:19:51.080 --> 00:19:53.080]  我第一件事要重新明白的
[00:19:53.080 --> 00:19:56.080]  就是上帝是這個擁有者
[00:19:56.080 --> 00:19:58.080]  我即是說打這場仗
[00:19:58.080 --> 00:20:02.080]  我去為了捍衛我所處的國家以色列
[00:20:02.080 --> 00:20:07.080]  都是為了上帝的榮耀去打
[00:20:07.080 --> 00:20:09.080]  所以必須要有上帝的參與
[00:20:09.080 --> 00:20:11.080]  如果沒有上帝的參與
[00:20:11.080 --> 00:20:15.080]  其中的即是打贏的都是自高自大
[00:20:15.080 --> 00:20:18.080]  這是第一部分我們需要學習的
[00:20:18.080 --> 00:20:20.080]  我們不要著愁扣劍
[00:20:20.080 --> 00:20:23.080]  以為這個世界這個創造是我們的
[00:20:23.080 --> 00:20:28.080]  我們應該重新認定這個世界是上帝的
[00:20:28.080 --> 00:20:32.080]  這是第一點
[00:20:32.080 --> 00:20:34.080]  另外一件事從這段聖經裏面
[00:20:34.080 --> 00:20:37.080]  也都說到上帝怎樣創造這個世界
[00:20:37.080 --> 00:20:38.080]  第二節說得很特別
[00:20:38.080 --> 00:20:40.080]  他說他把地建立在海上
[00:20:40.080 --> 00:20:42.080]  安定在大水之上
[00:20:42.080 --> 00:20:45.080]  在聖經裏面談及到水的時候
[00:20:45.080 --> 00:20:47.080]  都談論到就等同於這個威脅
[00:20:47.080 --> 00:20:49.080]  所以因為我們從這段聖經裏面
[00:20:49.080 --> 00:20:51.080]  也都比較肯定知道的就是
[00:20:51.080 --> 00:20:55.080]  作者明白到這個君王將來要面對的
[00:20:55.080 --> 00:20:58.080]  第一個就是從外來而得到的威脅
[00:20:58.080 --> 00:21:00.080]  我們活在這個世界
[00:21:00.080 --> 00:21:03.080]  一個不信主的世界是充滿威脅的
[00:21:03.080 --> 00:21:05.080]  但是我們能夠在裏面
[00:21:05.080 --> 00:21:08.080]  能不能夠看見上帝在這些重威脅裏面
[00:21:08.080 --> 00:21:10.080]  他將我們擺在其上
[00:21:10.080 --> 00:21:13.080]  他把地建立在海上
[00:21:13.080 --> 00:21:16.080]  上帝縱使在一個很混亂的世界
[00:21:16.080 --> 00:21:18.080]  失控的世界裏面
[00:21:18.080 --> 00:21:20.080]  他仍然怎樣去看顧
[00:21:20.080 --> 00:21:24.080]  他將他設計有系統地擺在其上
[00:21:24.080 --> 00:21:27.080]  所以在這段聖經裏面
[00:21:27.080 --> 00:21:29.080]  我不是想說一件事
[00:21:29.080 --> 00:21:31.080]  我們在疫症的時候
[00:21:31.080 --> 00:21:33.080]  接著我們就得到上帝保守
[00:21:33.080 --> 00:21:35.080]  我們一定怎樣怎樣
[00:21:35.080 --> 00:21:37.080]  上帝在那裏怎樣混亂
[00:21:37.080 --> 00:21:39.080]  這不是聖經想說的東西
[00:21:39.080 --> 00:21:41.080]  作者想告訴我們知道
[00:21:41.080 --> 00:21:43.080]  其實本來這個世界
[00:21:43.080 --> 00:21:45.080]  被我們搞得亂七八糟
[00:21:45.080 --> 00:21:47.080]  但是怎樣呢?
[00:21:47.080 --> 00:21:49.080]  上帝仍然在當中
[00:21:49.080 --> 00:21:51.080]  他有他的命令
[00:21:51.080 --> 00:21:53.080]  我們是否在他的命令裏面
[00:21:53.080 --> 00:21:55.080]  如果我們在他的系統裏面
[00:21:55.080 --> 00:21:57.080]  我們就會明白
[00:21:57.080 --> 00:21:59.080]  上帝一定會看顧
[00:21:59.080 --> 00:22:01.080]  如果不是的話
[00:22:01.080 --> 00:22:03.080]  我們所看的看顧
[00:22:03.080 --> 00:22:05.080]  都是一個短暫的看顧
[00:22:05.080 --> 00:22:07.080]  因為那個只不過是靠自己的記憶
[00:22:07.080 --> 00:22:09.080]  記得到將一些災難
[00:22:09.080 --> 00:22:11.080]  去將它拖延
[00:22:11.080 --> 00:22:15.080]  這個聖經第二部份
[00:22:15.080 --> 00:22:19.080]  就是從第三節至第六節
[00:22:19.080 --> 00:22:20.080]  第三節至第六節
[00:22:20.080 --> 00:22:22.080]  經文說什麼呢?
[00:22:22.080 --> 00:22:24.080]  誰能登耶華的山
[00:22:24.080 --> 00:22:26.080]  誰能站在他的聖所
[00:22:26.080 --> 00:22:28.080]  就是守潔心清
[00:22:28.080 --> 00:22:30.080]  不向虛妄
[00:22:30.080 --> 00:22:32.080]  起誓不壞詭詐的人
[00:22:32.080 --> 00:22:34.080]  他必蒙耶華賜福
[00:22:34.080 --> 00:22:36.080]  又蒙救他的上帝使他成仁
[00:22:36.080 --> 00:22:38.080]  這是尋求耶華的族類
[00:22:38.080 --> 00:22:41.080]  是尋求裏面的雅各
[00:22:41.080 --> 00:22:43.080]  細拉
[00:22:43.080 --> 00:22:45.080]  來到第二部份
[00:22:45.080 --> 00:22:47.080]  我們就打開了作者有法
[00:22:47.080 --> 00:22:49.080]  我們去反思的部份
[00:22:49.080 --> 00:22:51.080]  留意到第一和第二
[00:22:51.080 --> 00:22:53.080]  自己說了的前奏
[00:22:53.080 --> 00:22:57.080]  再肯定我們對上主的主權的肯定
[00:22:57.080 --> 00:22:59.080]  但是來到這裡
[00:22:59.080 --> 00:23:01.080]  他要給我們一個反思
[00:23:01.080 --> 00:23:03.080]  反思什麼呢?
[00:23:03.080 --> 00:23:05.080]  頭兩句已經說了
[00:23:05.080 --> 00:23:06.080]  第三節
[00:23:06.080 --> 00:23:08.080]  誰能登耶華的山
[00:23:08.080 --> 00:23:10.080]  誰能站在他的聖所
[00:23:10.080 --> 00:23:13.080]  究竟耶華的山是指什麼山呢?
[00:23:13.080 --> 00:23:16.080]  作者特意將這兩句話平衡地寫出來
[00:23:16.080 --> 00:23:19.080]  將耶華的山和他的聖所連在一起
[00:23:19.080 --> 00:23:21.080]  他是有一個目的的
[00:23:21.080 --> 00:23:22.080]  是要告訴我們
[00:23:22.080 --> 00:23:24.080]  這個山不是指任何一個山
[00:23:24.080 --> 00:23:26.080]  這個山是特意指某一個山
[00:23:26.080 --> 00:23:28.080]  這個山就是什麼呢?
[00:23:28.080 --> 00:23:30.080]  原來從聖經裏面我們知道
[00:23:30.080 --> 00:23:34.080]  就是當年阿伯拉罕獻耳撒的時候
[00:23:34.080 --> 00:23:37.080]  上帝指示阿伯拉罕或阿伯蘭
[00:23:37.080 --> 00:23:41.080]  你要去到摩利亞地裏面的一座山
[00:23:41.080 --> 00:23:44.080]  然後在上面獻上耳撒
[00:23:44.080 --> 00:23:46.080]  那座山
[00:23:46.080 --> 00:23:49.080]  那座山後來在歷代至上
[00:23:49.080 --> 00:23:51.080]  21章24-25節
[00:23:51.080 --> 00:23:53.080]  和歷代至下的三章第一節
[00:23:53.080 --> 00:23:55.080]  就清楚介紹給我們知道
[00:23:55.080 --> 00:24:00.080]  原來那座山後來被大衛王選址成為
[00:24:00.080 --> 00:24:05.080]  將來要建造耶華聖殿的地方
[00:24:05.080 --> 00:24:07.080]  這個也是從這段聖經裏面
[00:24:07.080 --> 00:24:10.080]  將兩者平衡放在一起的時候
