
[00:00:00.000 --> 00:00:08.320]  以下這一部分大家可能聽得出,是在錄音室錄的
[00:07:58.880 --> 00:08:00.080]  你夠出位
[00:08:00.080 --> 00:08:03.440]  這些就是能夠賺到錢
[00:08:03.440 --> 00:08:05.600]  成功的人士
[00:08:05.600 --> 00:08:07.840]  在這樣的標準下
[00:08:07.840 --> 00:08:11.920]  當然老人家年紀大的就失手了
[00:08:11.920 --> 00:08:13.360]  就不划算了
[00:08:13.360 --> 00:08:14.160]  當然不划算了
[00:08:14.160 --> 00:08:16.400]  因為第一他身體有衰退
[00:08:16.400 --> 00:08:18.000]  另外一方面
[00:08:18.000 --> 00:08:22.000]  他在心理上也有衰退
[00:08:22.000 --> 00:08:24.000]  身體的衰退不需要說了
[00:08:24.000 --> 00:08:29.120]  外貌上頭髮會變白
[00:08:29.120 --> 00:08:31.120]  牙齒會脫落
[00:08:31.120 --> 00:08:33.120]  眼睛也蒙不見
[00:08:33.120 --> 00:08:36.400]  這些都是老人家的標誌
[00:08:36.400 --> 00:08:38.400]  甚至我們說老人痣
[00:08:38.400 --> 00:08:41.280]  就是臉上一塊塊的
[00:08:41.280 --> 00:08:44.560]  一出就感覺到老了
[00:08:44.560 --> 00:08:46.960]  你對比一下在電視裡面
[00:08:46.960 --> 00:08:48.960]  時常想看的廣告是什麼呢
[00:08:48.960 --> 00:08:51.440]  從早到晚你看到的廣告
[00:08:51.440 --> 00:08:53.680]  全部都是年輕人
[00:08:53.680 --> 00:08:55.680]  活力充沛
[00:08:55.680 --> 00:08:56.960]  跑得快
[00:08:56.960 --> 00:08:57.920]  帥哥
[00:08:57.920 --> 00:08:59.120]  好身材
[00:08:59.120 --> 00:09:00.160]  老實說
[00:09:00.160 --> 00:09:01.680]  如果我是老人家
[00:09:01.680 --> 00:09:04.640]  看著這些廣告
[00:09:04.640 --> 00:09:08.640]  我也會很自卑的
[00:09:08.640 --> 00:09:12.160]  不單是身體的衰退
[00:09:12.160 --> 00:09:14.560]  也有很多病痛
[00:09:14.560 --> 00:09:15.200]  沒錯
[00:09:15.200 --> 00:09:17.040]  老人家自然有很多病痛
[00:09:17.040 --> 00:09:18.240]  熬著熬著
[00:09:18.240 --> 00:09:20.640]  到六七十歲的時候
[00:09:20.640 --> 00:09:21.680]  骨頭又脆了
[00:09:21.680 --> 00:09:24.240]  心臟又衰退
[00:09:24.240 --> 00:09:25.760]  又說糖尿病
[00:09:25.760 --> 00:09:26.880]  這個不能吃
[00:09:26.880 --> 00:09:28.240]  那個不能吃
[00:09:28.240 --> 00:09:30.800]  於是疾病纏身的時候
[00:09:30.800 --> 00:09:32.080]  你會發現
[00:09:32.080 --> 00:09:33.840]  對於周圍的人來說
[00:09:33.840 --> 00:09:35.040]  很麻煩
[00:09:35.040 --> 00:09:37.120]  要載你去這裡
[00:09:37.120 --> 00:09:38.560]  又說要看醫生
[00:09:38.560 --> 00:09:39.840]  又說這裡痛
[00:09:39.840 --> 00:09:40.880]  那裡痛
[00:09:40.880 --> 00:09:42.160]  又說要吃藥
[00:09:42.160 --> 00:09:43.760]  又說忘記吃藥
[00:09:43.760 --> 00:09:45.040]  又不行
[00:09:45.040 --> 00:09:47.280]  對於周圍的人來說
[00:09:47.280 --> 00:09:48.320]  多了
[00:09:48.320 --> 00:09:49.920]  照顧他們的人來說
[00:09:49.920 --> 00:09:52.480]  多了一些責任
[00:09:52.480 --> 00:09:54.480]  心理上
[00:09:54.480 --> 00:09:56.560]  老人家也有不同的變化
[00:09:56.560 --> 00:09:57.360]  沒錯
[00:09:57.360 --> 00:09:59.360]  他們老人家
[00:09:59.360 --> 00:10:01.120]  有這麼多年紀
[00:10:01.120 --> 00:10:02.160]  一般來說
[00:10:02.160 --> 00:10:04.160]  對於一種新的事物
[00:10:04.160 --> 00:10:05.760]  反應比較慢
[00:10:05.760 --> 00:10:08.480]  一方面體能反應比較慢
[00:10:08.480 --> 00:10:10.400]  你叫他開車
[00:10:10.400 --> 00:10:11.600]  他開不了
[00:10:11.600 --> 00:10:13.200]  叫他上巴士
[00:10:13.200 --> 00:10:15.200]  人家走快兩步
[00:10:15.200 --> 00:10:16.560]  他也走不動
[00:10:16.560 --> 00:10:17.280]  於是
[00:10:17.280 --> 00:10:20.160]  事實上是一種被人落後的感覺
[00:10:20.160 --> 00:10:21.920]  新的觀念
[00:10:21.920 --> 00:10:25.120]  新的科技就更加難學
[00:10:25.120 --> 00:10:25.920]  我們經常說
[00:10:25.920 --> 00:10:28.480]  臨老學D大學也沒有硬
[00:10:28.480 --> 00:10:30.800]  就是老人家那種問題
[00:10:30.800 --> 00:10:32.320]  你說電腦
[00:10:32.320 --> 00:10:33.760]  如果說computer
[00:10:33.760 --> 00:10:35.280]  說high tech
[00:10:35.280 --> 00:10:37.280]  這些對於老人家來說
[00:10:37.280 --> 00:10:38.560]  很慘的
[00:10:38.560 --> 00:10:40.000]  電腦
[00:10:40.000 --> 00:10:41.040]  閒閒地
[00:10:41.040 --> 00:10:42.240]  都是用英文的
[00:10:42.240 --> 00:10:43.200]  就算用中文
[00:10:43.200 --> 00:10:44.000]  也不知道在說什麼
[00:10:44.000 --> 00:10:44.640]  你認識他
[00:10:44.640 --> 00:10:46.000]  他不認識你
[00:10:46.000 --> 00:10:47.120]  或者
[00:10:47.120 --> 00:10:48.880]  你打開一個
[00:10:48.880 --> 00:10:50.960]  收音機
[00:10:50.960 --> 00:10:52.560]  或者甚至擴音機
[00:10:52.560 --> 00:10:54.160]  現在又說是回環的
[00:10:54.160 --> 00:10:57.520]  一會兒又說是室內影院
[00:10:57.520 --> 00:10:59.360]  高科技
[00:10:59.360 --> 00:11:00.400]  那麼
[00:11:00.400 --> 00:11:01.920]  只是拿起那個
[00:11:01.920 --> 00:11:03.040]  remote control
[00:11:03.040 --> 00:11:04.560]  那個遙控器
[00:11:04.560 --> 00:11:06.080]  一堆粒粒粒粒
[00:11:06.080 --> 00:11:07.200]  都不知道是什麼
[00:11:07.200 --> 00:11:09.200]  你叫老人家看又不是很清楚
[00:11:09.200 --> 00:11:10.160]  你叫他怎麼按
[00:11:10.160 --> 00:11:10.800]  於是
[00:11:10.800 --> 00:11:11.840]  拿起那個東西
[00:11:11.840 --> 00:11:13.040]  按下去按不到
[00:11:13.040 --> 00:11:14.320]  於是子女就很煩了
[00:11:14.320 --> 00:11:15.440]  孫子就煩了
[00:11:15.440 --> 00:11:16.480]  怎麼搞的
[00:11:16.480 --> 00:11:17.200]  這麼簡單
[00:11:17.200 --> 00:11:17.760]  不懂得按
[00:11:17.760 --> 00:11:19.040]  你已經按過一粒了
[00:11:19.040 --> 00:11:20.640]  大哥
[00:11:20.640 --> 00:11:22.480]  你教他按過一粒
[00:11:22.480 --> 00:11:25.440]  下一次他二三十粒
[00:11:25.440 --> 00:11:27.680]  那個位置他不記得
[00:11:27.680 --> 00:11:30.560]  所以在年輕人的心目中
[00:11:30.560 --> 00:11:31.840]  沒用的
[00:11:31.840 --> 00:11:33.440]  隨便都不懂
[00:11:33.440 --> 00:11:35.200]  沒用的
[00:11:35.200 --> 00:11:36.960]  你落後了
[00:11:36.960 --> 00:11:38.000]  遲鈍了
[00:11:38.000 --> 00:11:40.320]  這樣的感覺
[00:11:40.320 --> 00:11:41.760]  不斷地
[00:11:41.760 --> 00:11:42.960]  有意無意
[00:11:42.960 --> 00:11:45.760]  在老人家的整理股
[00:11:45.760 --> 00:11:47.520]  切身處理想想
[00:11:47.520 --> 00:11:49.600]  在他從早到晚的生活當中
[00:11:49.600 --> 00:11:51.200]  有意無意不斷地跟他說
[00:11:51.200 --> 00:11:52.400]  你沒用的
[00:11:52.400 --> 00:11:53.600]  你不懂
[00:11:53.600 --> 00:11:54.720]  你不行了
[00:11:54.720 --> 00:11:56.400]  你很煩
[00:11:56.400 --> 00:11:58.560]  很浪費時間看著你
[00:11:58.560 --> 00:12:00.720]  很浪費時間陪你
[00:12:00.720 --> 00:12:03.120]  搞得大家都沒空
[00:12:03.120 --> 00:12:04.960]  很多這樣的
[00:12:04.960 --> 00:12:06.800]  不斷地
[00:12:06.800 --> 00:12:09.040]  這樣的訊息給老人家
[00:12:09.040 --> 00:12:11.840]  於是就算他很有創意
[00:12:11.840 --> 00:12:13.520]  很有精力
[00:12:13.520 --> 00:12:17.360]  都要很辛苦去對抗這種有形無形的
[00:12:17.360 --> 00:12:19.280]  從家裡到朋友
[00:12:19.280 --> 00:12:21.200]  從朋友到電視機
[00:12:21.200 --> 00:12:22.240]  大眾傳媒
[00:12:22.240 --> 00:12:24.000]  還有每天新的科技
[00:12:24.000 --> 00:12:26.080]  帶給他那種威脅
[00:12:26.080 --> 00:12:28.880]  和產生那種自卑感
[00:12:28.880 --> 00:12:31.680]  所以很多時候老人家就被迫
[00:12:31.680 --> 00:12:32.720]  懷舊了
[00:12:32.720 --> 00:12:33.520]  老實說
[00:12:33.520 --> 00:12:35.040]  向前看就沒人要了
[00:12:35.040 --> 00:12:35.840]  向周圍看
[00:12:35.840 --> 00:12:37.440]  年輕人說他老病了
[00:12:37.440 --> 00:12:38.720]  於是就懷舊了
[00:12:38.720 --> 00:12:39.680]  就說舊陣子
[00:12:39.680 --> 00:12:41.600]  因為舊陣子是最威風的
[00:12:41.600 --> 00:12:42.320]  沒錯
[00:12:42.320 --> 00:12:43.440]  於是就說舊陣子
[00:12:43.440 --> 00:12:44.240]  一說
[00:12:44.240 --> 00:12:45.040]  年輕人就說
[00:12:45.040 --> 00:12:46.800]  你煩不煩啊
[00:12:46.800 --> 00:12:48.880]  又說回50年前的事
[00:12:48.880 --> 00:12:51.120]  說你年輕的時候
[00:12:51.120 --> 00:12:52.240]  時代不同了
[00:12:52.240 --> 00:12:53.680]  時代不同了
[00:12:53.680 --> 00:12:54.960]  爺爺阿嫲
[00:12:54.960 --> 00:12:56.480]  你不要再說那些了
[00:12:56.480 --> 00:12:58.320]  於是就給人一種
[00:12:58.320 --> 00:12:59.920]  是經常回顧
[00:12:59.920 --> 00:13:02.320]  經常向後看
[00:13:02.320 --> 00:13:05.040]  這一種我們簡單來分析一下
[00:13:05.040 --> 00:13:05.840]  你會看到
[00:13:05.840 --> 00:13:09.040]  無論在他的身體
[00:13:09.040 --> 00:13:10.080]  反應
[00:13:10.080 --> 00:13:11.440]  心理
[00:13:11.440 --> 00:13:13.200]  自我形象上面
[00:13:13.200 --> 00:13:14.240]  周圍的社會
[00:13:14.240 --> 00:13:17.280]  其實都對老人家很不利
[00:13:17.280 --> 00:13:18.480]  再加上
[00:13:18.480 --> 00:13:20.000]  他的朋友開始
[00:13:20.000 --> 00:13:21.360]  慢慢死亡
[00:13:21.360 --> 00:13:22.800]  這個又說病了
[00:13:22.800 --> 00:13:24.560]  那個又說死了
[00:13:24.560 --> 00:13:27.040]  這個又說不行了
[00:13:27.040 --> 00:13:28.880]  於是就
[00:13:28.880 --> 00:13:30.000]  真的覺得
[00:13:30.000 --> 00:13:32.880]  那種孤單感很強
[00:13:32.880 --> 00:13:34.480]  和子女一起住
[00:13:34.480 --> 00:13:36.800]  兒女又要謀生
[00:13:36.800 --> 00:13:38.640]  尤其是我們中間階層的
[00:13:38.640 --> 00:13:40.400]  要顧上要顧下
[00:13:40.400 --> 00:13:41.600]  忙得來的時候
[00:13:41.600 --> 00:13:42.960]  首先犧牲的
[00:13:42.960 --> 00:13:45.840]  很可能就是老寶貝
[00:13:45.840 --> 00:13:47.440]  這個就是我們
[00:13:47.440 --> 00:13:48.720]  在現代社會裏面
[00:13:48.720 --> 00:13:50.240]  所產生的老人家
[00:13:50.240 --> 00:13:51.440]  是被忽略的
[00:13:51.440 --> 00:13:52.640]  所以你看看
[00:13:52.640 --> 00:13:54.240]  真言其實很現代
[00:13:54.240 --> 00:13:55.440]  真是很現代
[00:13:55.440 --> 00:13:57.120]  真言一句就點出來說
[00:13:57.120 --> 00:13:59.040]  你不要因為他老
[00:13:59.040 --> 00:14:00.640]  你藐視他
[00:14:00.640 --> 00:14:03.760]  你輕看他
[00:14:03.760 --> 00:14:05.520]  不聽他說話
[00:14:05.520 --> 00:14:08.400]  為什麼我們要聽他說話呢
[00:14:08.400 --> 00:14:09.280]  我相信
[00:14:09.280 --> 00:14:11.200]  有些頂姐妹心裏面都會問
[00:14:11.200 --> 00:14:12.400]  我為什麼要聽他說話呢
[00:14:12.400 --> 00:14:13.680]  老實說是的
[00:14:13.680 --> 00:14:16.880]  傳統社會老人家是重要
[00:14:16.880 --> 00:14:18.800]  因為傳統的農業社會
[00:14:18.800 --> 00:14:21.120]  從一個文化學的角度來說
[00:14:21.120 --> 00:14:24.560]  農業社會與現代的商業社會不同
[00:14:24.560 --> 00:14:27.600]  農業社會在於
[00:14:27.600 --> 00:14:28.800]  重重複複
[00:14:28.800 --> 00:14:30.640]  循循環環的生活
[00:14:30.640 --> 00:14:32.880]  春天播種
[00:14:32.880 --> 00:14:34.960]  夏天耕耘
[00:14:34.960 --> 00:14:36.880]  秋天收幹
[00:14:36.880 --> 00:14:40.640]  冬天可以積穀防饑
[00:14:40.640 --> 00:14:44.000]  這些差不多一年復一年
[00:14:44.000 --> 00:14:45.440]  全部都是這樣
[00:14:45.440 --> 00:14:48.960]  所以有什麼新的學識
[00:14:48.960 --> 00:14:50.640]  新的方法
[00:14:50.640 --> 00:14:51.920]  對於農村社會來說
[00:14:51.920 --> 00:14:53.120]  大概都沒什麼用
[00:14:53.120 --> 00:14:54.480]  因為那棵東西
[00:14:54.480 --> 00:14:56.800]  種來種去都是差不多
[00:14:56.800 --> 00:14:58.480]  你無論怎樣變氣法
[00:14:58.480 --> 00:14:59.360]  變來變去
[00:14:59.360 --> 00:15:00.160]  什麼新科技
[00:15:00.160 --> 00:15:02.080]  你不會變了兩倍三倍
[00:15:02.080 --> 00:15:03.440]  玩完手就死光了
[00:15:03.440 --> 00:15:04.960]  所以傳統社會裏面
[00:15:04.960 --> 00:15:06.880]  一個農業社會裏面
[00:15:06.880 --> 00:15:08.240]  是較為保守
[00:15:08.240 --> 00:15:10.080]  傳統周而復始
[00:15:10.080 --> 00:15:12.400]  在這樣的保守社會裏面
[00:15:12.400 --> 00:15:13.920]  正如社會學家
[00:15:13.920 --> 00:15:16.160]  中國出名的社會人物學家
[00:15:16.160 --> 00:15:17.760]  費孝通先生說過
[00:15:17.760 --> 00:15:19.280]  在這樣的社會裏面
[00:15:19.280 --> 00:15:20.960]  新知識不是很重要
[00:15:20.960 --> 00:15:22.160]  最重要的是什麼
[00:15:22.160 --> 00:15:23.520]  經驗
[00:15:23.520 --> 00:15:26.880]  我不用理什麼天文學
[00:15:26.880 --> 00:15:28.240]  氣象學
[00:15:28.240 --> 00:15:29.920]  究竟天色是怎樣
[00:15:29.920 --> 00:15:30.880]  不用的
[00:15:30.880 --> 00:15:32.880]  我不用讀這些科的
[00:15:32.880 --> 00:15:34.880]  老人家說天紅色
[00:15:34.880 --> 00:15:36.320]  鳥這樣飛
[00:15:36.320 --> 00:15:39.280]  這樣向那個方向飛
[00:15:39.280 --> 00:15:40.560]  晚上的天是這樣
[00:15:40.560 --> 00:15:41.840]  明天大概會下雨
[00:15:41.840 --> 00:15:43.120]  快點收穀
[00:15:43.120 --> 00:15:45.040]  這些是講經驗
[00:15:45.040 --> 00:15:46.320]  你問他為什麼
[00:15:46.320 --> 00:15:47.520]  有什麼科學根據
[00:15:47.520 --> 00:15:49.040]  他說用不著科學根據
[00:15:49.040 --> 00:15:50.560]  我二三十年都是這樣
[00:15:50.560 --> 00:15:51.760]  我看我就知道
[00:15:51.760 --> 00:15:53.120]  真的
[00:15:53.120 --> 00:15:54.080]  你不夠他厲害
[00:15:54.080 --> 00:15:55.280]  我們讀完什麼PhD
[00:15:55.280 --> 00:15:55.920]  什麼博士
[00:15:55.920 --> 00:15:57.280]  什麼氣象學回來
[00:15:57.280 --> 00:15:58.640]  你沒他那麼聰明
[00:15:58.640 --> 00:16:00.000]  他一碰就碰對了
[00:16:00.000 --> 00:16:03.280]  看見那些小鳥
[00:16:03.280 --> 00:16:06.240]  那些狗這樣吠
[00:16:06.240 --> 00:16:07.040]  不行
[00:16:07.040 --> 00:16:08.640]  就快地震了
[00:16:08.640 --> 00:16:10.880]  可能地震也猜到
