
[00:00:00.000 --> 00:00:05.320]  今天的題目是關於一個隱言
[00:01:52.600 --> 00:01:55.600]  他說廣告就是要讓人知道
[00:01:55.600 --> 00:01:57.600]  究竟你賣的產品
[00:01:57.600 --> 00:01:59.600]  怎樣改善他們的生活
[00:01:59.600 --> 00:02:01.600]  怎樣去改善他們的生命
[00:02:01.600 --> 00:02:05.600]  他說所以我們一定要和人聯繫
[00:02:05.600 --> 00:02:07.600]  接著Howard就說
[00:02:07.600 --> 00:02:09.600]  我們怎樣可以做到呢?
[00:02:09.600 --> 00:02:11.600]  他提到三個概念
[00:02:11.600 --> 00:02:15.600]  第一個是Love 愛
[00:02:15.600 --> 00:02:19.600]  第二個是Time 時間
[00:02:19.600 --> 00:02:23.600]  第三個是Death 死亡
[00:02:23.600 --> 00:02:25.600]  他說這三個概念
[00:02:25.600 --> 00:02:28.600]  就是連結世上每一個人
[00:02:28.600 --> 00:02:30.600]  連結世上每一個人
[00:02:30.600 --> 00:02:32.600]  他說每一個成功的產品
[00:02:32.600 --> 00:02:35.600]  都是和這三個概念有關
[00:02:35.600 --> 00:02:38.600]  愛 死亡 時間
[00:02:38.600 --> 00:02:41.600]  他說我們每一個人都渴求愛
[00:02:41.600 --> 00:02:42.600]  We long for love
[00:02:42.600 --> 00:02:45.600]  我們每一個人都希望擁有更多時間
[00:02:45.600 --> 00:02:47.600]  We wish we had more time
[00:02:47.600 --> 00:02:51.600]  我們每一個人都可能懼怕死亡
[00:02:51.600 --> 00:02:53.600]  We fear death
[00:02:53.600 --> 00:02:57.600]  說到這裡鏡頭突然間一轉
[00:02:57.600 --> 00:03:01.600]  本來一個很有自信的總裁在演講
[00:03:01.600 --> 00:03:03.600]  結果變成現在這個樣子
[00:03:03.600 --> 00:03:06.600]  垂頭喪氣 很頹喪
[00:03:06.600 --> 00:03:07.600]  沒有精神
[00:03:07.600 --> 00:03:08.600]  他沒有鬥志
[00:03:08.600 --> 00:03:11.600]  他的生意面臨崩潰
[00:03:11.600 --> 00:03:14.600]  他的伙伴 生意夥伴很緊張他
[00:03:14.600 --> 00:03:16.600]  也很緊張生意
[00:03:16.600 --> 00:03:17.600]  最主要原因是因為
[00:03:17.600 --> 00:03:20.600]  Howard只有幾歲大的女兒
[00:03:20.600 --> 00:03:24.600]  突然間在一宗意外中死亡
[00:03:24.600 --> 00:03:27.600]  接著這部電影就講述
[00:03:27.600 --> 00:03:29.600]  Howard如何去面對
[00:03:29.600 --> 00:03:32.600]  失去女兒的痛苦
[00:03:32.600 --> 00:03:35.600]  他分別寫了三封信
[00:03:35.600 --> 00:03:37.600]  給三件事物
[00:03:37.600 --> 00:03:40.600]  就是給Love 給Time
[00:03:40.600 --> 00:03:42.600]  和給Death
[00:03:42.600 --> 00:03:46.600]  各寄一封信給他們
[00:03:46.600 --> 00:03:51.600]  以上就是電影Collectible Beauty的引言
[00:03:51.600 --> 00:03:55.600]  我認為引言最少有兩個功能
[00:03:55.600 --> 00:03:56.600]  第一個功能就是
[00:03:56.600 --> 00:03:59.600]  這個引言要吸引讀者繼續看下去
[00:03:59.600 --> 00:04:02.600]  或者吸引我們繼續看那部電影
[00:04:02.600 --> 00:04:03.600]  這個引言要吸引
[00:04:03.600 --> 00:04:05.600]  因為如果引言不吸引
[00:04:05.600 --> 00:04:07.600]  可能你已經蓋上了書
[00:04:07.600 --> 00:04:08.600]  或者立即停止
[00:04:08.600 --> 00:04:10.600]  然後選擇另一齣電影
[00:04:10.600 --> 00:04:12.600]  因為有很多電影給你選擇
[00:04:12.600 --> 00:04:14.600]  而引言另一個功能
[00:04:14.600 --> 00:04:16.600]  就是指引性
[00:04:16.600 --> 00:04:17.600]  一個方向
[00:04:17.600 --> 00:04:19.600]  你可以在引言裏面看到
[00:04:19.600 --> 00:04:22.600]  大約當我一路看這本書
[00:04:22.600 --> 00:04:24.600]  大約當我一路看這齣電影的時候
[00:04:24.600 --> 00:04:27.600]  我看到些什麼
[00:04:27.600 --> 00:04:29.600]  我覺得這個電影的引言都幾好
[00:04:29.600 --> 00:04:31.600]  它能夠吸引我繼續看下去
[00:04:31.600 --> 00:04:34.600]  很想快些知道究竟怎樣
[00:04:34.600 --> 00:04:36.600]  寫完一封信是怎樣
[00:04:36.600 --> 00:04:38.600]  亦都給了一個方向
[00:04:38.600 --> 00:04:42.600]  大約我看下去會知道發生什麼事
[00:04:42.600 --> 00:04:46.600]  什麼叫做最震撼的引言呢
[00:04:46.600 --> 00:04:50.600]  剛剛那個是電影最美麗安排的引言
[00:04:50.600 --> 00:04:53.600]  亦都是我這篇導的引言
[00:04:53.600 --> 00:04:56.600]  但今日我想和大家一起看
[00:04:56.600 --> 00:05:01.600]  我認為我人生看過最震撼的一個引言
[00:05:01.600 --> 00:05:03.600]  幾個月之前我開始想
[00:05:03.600 --> 00:05:06.600]  究竟2017年下半年
[00:05:06.600 --> 00:05:10.600]  我的港道大約內容主題是什麼呢
[00:05:10.600 --> 00:05:12.600]  我一路禱告的時候
[00:05:12.600 --> 00:05:16.600]  適逢之前在神學院聽了幾次的港道
[00:05:16.600 --> 00:05:19.600]  有一個牧師都是講約翰福音
[00:05:19.600 --> 00:05:20.600]  令到我很感動
[00:05:20.600 --> 00:05:21.600]  很多得著
[00:05:21.600 --> 00:05:22.600]  寫了很多筆記
[00:05:22.600 --> 00:05:25.600]  很想快些和大家大兄姊妹分享
[00:05:25.600 --> 00:05:28.600]  適逢回到家
[00:05:28.600 --> 00:05:31.600]  當我們為我們預備讀經計劃的時候
[00:05:31.600 --> 00:05:33.600]  又是讀約翰福音
[00:05:33.600 --> 00:05:36.600]  開始第一章第一節
[00:05:36.600 --> 00:05:37.600]  就是剛才大家讀的
[00:05:37.600 --> 00:05:40.600]  我現在很想再和大家讀一次
[00:05:40.600 --> 00:05:42.600]  這一章一節
[00:05:42.600 --> 00:05:44.600]  記住在約翰福音
[00:05:44.600 --> 00:05:46.600]  他說太初有道
[00:05:46.600 --> 00:05:48.600]  道與神同在
[00:05:48.600 --> 00:05:51.600]  道就是神
[00:05:51.600 --> 00:05:53.600]  那次回家讀經
[00:05:53.600 --> 00:05:54.600]  一讀的時候
[00:05:54.600 --> 00:05:56.600]  我覺得很震撼
[00:05:56.600 --> 00:05:59.600]  如果你幻想一下這一節經文
[00:05:59.600 --> 00:06:01.600]  一開始就說太初有道
[00:06:01.600 --> 00:06:02.600]  道與神同在
[00:06:02.600 --> 00:06:03.600]  道就是神
[00:06:03.600 --> 00:06:07.600]  這道太初與神同在
[00:06:07.600 --> 00:06:09.600]  太初可以理解為
[00:06:09.600 --> 00:06:13.600]  宇宙被創造之前
[00:06:13.600 --> 00:06:15.600]  即是什麼都沒有之前
[00:06:15.600 --> 00:06:17.600]  或者有些聖經譯為
[00:06:17.600 --> 00:06:18.600]  起初
[00:06:18.600 --> 00:06:21.600]  In the beginning
[00:06:21.600 --> 00:06:22.600]  可能單單這個詞
[00:06:22.600 --> 00:06:24.600]  已經會令到你繼續去看下去
[00:06:24.600 --> 00:06:26.600]  究竟怎樣是太初
[00:06:26.600 --> 00:06:28.600]  什麼叫做道
[00:06:28.600 --> 00:06:31.600]  如果真的要將這一節經文
[00:06:31.600 --> 00:06:33.600]  拍成電影成為引言的話
[00:06:33.600 --> 00:06:35.600]  大家可以現在幻想一下
[00:06:35.600 --> 00:06:37.600]  我們現在坐在這裡
[00:06:37.600 --> 00:06:38.600]  2017年
[00:06:38.600 --> 00:06:40.600]  如果突然間拍電影
[00:06:40.600 --> 00:06:42.600]  可能就會一直倒帶
[00:06:42.600 --> 00:06:44.600]  一直倒到很高速地回帶
[00:06:44.600 --> 00:06:47.600]  由成人一直到BB仔
[00:06:47.600 --> 00:06:49.600]  然後大家一直在歷史上
[00:06:49.600 --> 00:06:50.600]  一直倒帶
[00:06:50.600 --> 00:06:51.600]  到一刻
[00:06:51.600 --> 00:06:54.600]  整個畫面停住了
[00:06:54.600 --> 00:06:56.600]  去到太初的時候
[00:06:56.600 --> 00:06:58.600]  我想起《約翰福音》
[00:06:58.600 --> 00:07:00.600]  當我想起《約翰福音》的時候
[00:07:00.600 --> 00:07:03.600]  想起《創世記》一章一節
[00:07:03.600 --> 00:07:05.600]  它說「起初神創造天地
[00:07:05.600 --> 00:07:07.600]  地是空虛混沌
[00:07:07.600 --> 00:07:09.600]  冤冕黑暗」
[00:07:09.600 --> 00:07:12.600]  全部東西都是黑了
[00:07:12.600 --> 00:07:13.600]  靜止了
[00:07:13.600 --> 00:07:17.600]  這是引言
[00:07:17.600 --> 00:07:18.600]  第一節
[00:07:18.600 --> 00:07:20.600]  但是有很多朋友
[00:07:20.600 --> 00:07:22.600]  很多弟兄姊妹告訴我
[00:07:22.600 --> 00:07:25.600]  看《約翰福音》是很困難的
[00:07:25.600 --> 00:07:27.600]  如果這節引言
[00:07:27.600 --> 00:07:29.600]  你被頭四個字吸引
[00:07:29.600 --> 00:07:31.600]  「太初有道」
[00:07:31.600 --> 00:07:34.600]  但同樣可能你被第四個字嚇倒
[00:07:34.600 --> 00:07:39.600]  就是「道」字
[00:07:39.600 --> 00:07:42.600]  大家知不知道「道」是什麼意思
[00:07:42.600 --> 00:07:45.600]  很多人搖頭
[00:07:45.600 --> 00:07:47.600]  不知道「道」是什麼意思
[00:07:47.600 --> 00:07:48.600]  很難
[00:07:48.600 --> 00:07:49.600]  的確是這樣
[00:07:49.600 --> 00:07:52.600]  因為《約翰福音》比其他三卷福音
[00:07:52.600 --> 00:07:54.600]  馬太、馬可、路加
[00:07:54.600 --> 00:07:56.600]  很多人都覺得是深一點的
[00:07:56.600 --> 00:07:57.600]  難明一點的
[00:07:57.600 --> 00:08:00.600]  因為裡面說很多神學術語
[00:08:00.600 --> 00:08:02.600]  或者說很多關於耶穌的事
[00:08:02.600 --> 00:08:04.600]  背後的屬靈意義
[00:08:04.600 --> 00:08:06.600]  更加難明就是說
[00:08:06.600 --> 00:08:10.600]  耶穌不單止是一個真真正正的人
[00:08:10.600 --> 00:08:13.600]  耶穌也是一個真真正正的神
[00:08:13.600 --> 00:08:14.600]  如果說到神的時候
[00:08:14.600 --> 00:08:16.600]  可能比較抽象
[00:08:16.600 --> 00:08:17.600]  所以有些弟兄姊妹
[00:08:17.600 --> 00:08:19.600]  或者一些未信的朋友
[00:08:19.600 --> 00:08:21.600]  他們未看過聖經
[00:08:21.600 --> 00:08:22.600]  然後他說
[00:08:22.600 --> 00:08:23.600]  呂全道說
[00:08:23.600 --> 00:08:24.600]  如果他們未看過聖經
[00:08:24.600 --> 00:08:26.600]  我送一本聖經給他們
[00:08:26.600 --> 00:08:29.600]  叫他們看哪一卷書才好
[00:08:29.600 --> 00:08:33.600]  你會介紹哪一卷
[00:08:33.600 --> 00:08:34.600]  四福音吧
[00:08:34.600 --> 00:08:36.600]  四福音哪一卷呢
[00:08:36.600 --> 00:08:38.600]  《約翰福音》
[00:08:38.600 --> 00:08:39.600]  有弟兄說《約翰福音》
[00:08:39.600 --> 00:08:41.600]  可能想第一個吸引他們
[00:08:41.600 --> 00:08:44.600]  繼續看下去
[00:08:44.600 --> 00:08:45.600]  有很多人都說
[00:08:45.600 --> 00:08:47.600]  馬太福音開始吧
[00:08:47.600 --> 00:08:49.600]  好不好
[00:08:49.600 --> 00:08:50.600]  不要啊
[00:08:50.600 --> 00:08:52.600]  一開始就嚇壞了他們
[00:08:52.600 --> 00:08:54.600]  我都說聖經悶的
[00:08:54.600 --> 00:08:57.600]  一開始就是十六節加譜
[00:08:57.600 --> 00:08:58.600]  我看完整版
[00:08:58.600 --> 00:09:00.600]  完了沒有
[00:09:00.600 --> 00:09:02.600]  然後還是悶
[00:09:02.600 --> 00:09:03.600]  路加長得太多
[00:09:03.600 --> 00:09:05.600]  《約翰》一會兒聽完
[00:09:05.600 --> 00:09:07.600]  你再決定是否給《約翰福音》
[00:09:07.600 --> 00:09:09.600]  我就給什麼呢
[00:09:09.600 --> 00:09:11.600]  我就給《馬學》
[00:09:11.600 --> 00:09:13.600]  因為短短的
[00:09:13.600 --> 00:09:14.600]  容易看完
[00:09:14.600 --> 00:09:16.600]  雖然沒有一卷書是全面的
[00:09:16.600 --> 00:09:18.600]  不然也不用給那麼多卷書
[00:09:18.600 --> 00:09:20.600]  但《馬學》短一點
[00:09:20.600 --> 00:09:23.600]  好像容易一點看下去
[00:09:23.600 --> 00:09:25.600]  但問題來了
[00:09:25.600 --> 00:09:26.600]  對於一般信徒
[00:09:26.600 --> 00:09:27.600]  我們看到《約翰福音》
[00:09:27.600 --> 00:09:29.600]  太初有道
[00:09:29.600 --> 00:09:32.600]  我們用什麼方法去理解這個道呢
[00:09:32.600 --> 00:09:35.600]  有些人就說看《釋經書》
[00:09:35.600 --> 00:09:37.600]  或者立即上網
[00:09:37.600 --> 00:09:39.600]  如果打個道
[00:09:39.600 --> 00:09:41.600]  很多條的條目
[00:09:41.600 --> 00:09:42.600]  就告訴你道是什麼意思
[00:09:42.600 --> 00:09:44.600]  《釋經書》就說
[00:09:44.600 --> 00:09:47.600]  道可以理解為word
[00:09:47.600 --> 00:09:49.600]  Word
[00:09:49.600 --> 00:09:50.600]  就是字
[00:09:50.600 --> 00:09:51.600]  或者話語
[00:09:51.600 --> 00:09:53.600]  什麼意思你未必很清楚
[00:09:53.600 --> 00:09:55.600]  我看了這次
[00:09:55.600 --> 00:09:58.600]  我想我看了十本《釋經書》
[00:09:58.600 --> 00:09:59.600]  有中有英
[00:09:59.600 --> 00:10:01.600]  有些很厚的
[00:10:01.600 --> 00:10:03.600]  很多都會解釋道這個字
[00:10:03.600 --> 00:10:05.600]  好像十本十本都有
[00:10:05.600 --> 00:10:07.600]  我就看其中一本
[00:10:07.600 --> 00:10:11.600]  它說這個字是希臘文
[00:10:11.600 --> 00:10:14.600]  在希臘哲學裏面開始解釋
[00:10:14.600 --> 00:10:18.600]  為什麼使徒約翰用希臘文去寫呢
[00:10:18.600 --> 00:10:20.600]  第一他用語言
[00:10:20.600 --> 00:10:22.600]  用了logos這個字
[00:10:22.600 --> 00:10:24.600]  解釋了
[00:10:24.600 --> 00:10:25.600]  在第一世紀
[00:10:25.600 --> 00:10:28.600]  猶太哲學家有個叫Felo
[00:10:28.600 --> 00:10:30.600]  在他的著作裏面
[00:10:30.600 --> 00:10:32.600]  用了1400個
[00:10:32.600 --> 00:10:36.600]  用了1400次logos這個字
[00:10:36.600 --> 00:10:38.600]  而這個希臘哲學的鼻祖
[00:10:38.600 --> 00:10:40.600]  赫拉赫利特
[00:10:40.600 --> 00:10:42.600]  已經有道這個觀念
[00:10:42.600 --> 00:10:44.600]  然後他就提到柏拉圖
[00:10:44.600 --> 00:10:47.600]  然後又提到斯多亞學派
[00:10:47.600 --> 00:10:49.600]  都有理解道
[00:10:49.600 --> 00:10:51.600]  不過斯多亞學派
[00:10:51.600 --> 00:10:53.600]  這個道沒有人格化
[00:10:53.600 --> 00:10:55.600]  大家開始睡著了嗎
[00:10:55.600 --> 00:10:58.600]  我開始見到三個弟兄姊妹打喊了
[00:10:58.600 --> 00:11:00.600]  我一說柏拉圖
[00:11:00.600 --> 00:11:06.600]  我都在浸會大學讀了三年
[00:11:06.600 --> 00:11:08.600]  宗教及哲學系
[00:11:08.600 --> 00:11:10.600]  也讀了三年神學
[00:11:10.600 --> 00:11:11.600]  六年而已
[00:11:11.600 --> 00:11:13.600]  我認識一點就看
[00:11:13.600 --> 00:11:15.600]  用了幾個字在看
[00:11:15.600 --> 00:11:16.600]  看完之後
[00:11:16.600 --> 00:11:18.600]  他說了一句什麼呢
[00:11:18.600 --> 00:11:22.600]  他說約翰福音的內容
[00:11:22.600 --> 00:11:24.600]  你聽清楚他說什麼
[00:11:24.600 --> 00:11:27.600]  約翰福音的內容並未顯示
[00:11:27.600 --> 00:11:29.600]  約翰熟悉希臘哲學
[00:11:29.600 --> 00:11:32.600]  或者是依據希臘哲學
[00:11:32.600 --> 00:11:35.600]  而寫成此書
[00:11:35.600 --> 00:11:38.600]  我立即在辦公室哭了一聲
[00:11:38.600 --> 00:11:41.600]  你講那麼多幹什麼
[00:11:41.600 --> 00:11:43.600]  你又在數別人一千四百次
[00:11:43.600 --> 00:11:44.600]  幹什麼
[00:11:44.600 --> 00:11:45.600]  很空閒嗎
[00:11:45.600 --> 00:11:47.600]  講了一大堆東西
[00:11:47.600 --> 00:11:49.600]  他說不關事
[00:11:49.600 --> 00:11:51.600]  不知道他是不是為了書寫得那麼厚
[00:11:51.600 --> 00:11:53.600]  所以不斷地寫
[00:11:53.600 --> 00:11:55.600]  寫了很多不關事的東西
[00:11:55.600 --> 00:11:58.600]  是不是表明聖經真的很難呢
[00:11:58.600 --> 00:12:02.600]  當我們在1月1日推行讀經計劃的時候
[00:12:02.600 --> 00:12:04.600]  有些弟兄姊妹坦白跟我說
[00:12:04.600 --> 00:12:05.600]  「確裡全道」
[00:12:05.600 --> 00:12:08.600]  你叫我們每天讀一章聖經
[00:12:08.600 --> 00:12:09.600]  不行的
[00:12:09.600 --> 00:12:11.600]  我不明白的
[00:12:11.600 --> 00:12:14.600]  我看不明白日本聖經那麼深
[00:12:14.600 --> 00:12:16.600]  當然你肯來查經班
[00:12:16.600 --> 00:12:17.600]  肯來主日學
[00:12:17.600 --> 00:12:18.600]  肯聽道
[00:12:18.600 --> 00:12:21.600]  一定對你理解聖經有幫助
[00:12:21.600 --> 00:12:23.600]  但我同樣有一個信念
[00:12:23.600 --> 00:12:26.600]  如果有一天我們真的流落荒島
[00:12:26.600 --> 00:12:29.600]  你只有一本聖經在身
[00:12:29.600 --> 00:12:32.600]  你沒有了《釋經書》
[00:12:32.600 --> 00:12:34.600]  沒有了Wi-Fi
[00:12:34.600 --> 00:12:40.600]  我深信上帝一樣可以透過他的話語
[00:12:40.600 --> 00:12:44.600]  透過聖靈去直接跟你說話
[00:12:44.600 --> 00:12:45.600]  是不是
[00:12:45.600 --> 00:12:47.600]  我一定深信這一點
[00:12:47.600 --> 00:12:49.600]  有時我們正正是沒有這些東西
[00:12:49.600 --> 00:12:53.600]  你才能夠更加依靠聖靈的帶領
[00:12:53.600 --> 00:12:55.600]  讓聖靈透過聖經
[00:12:55.600 --> 00:13:00.600]  究竟跟你說些什麼度身訂做的話
[00:13:00.600 --> 00:13:02.600]  大家可能都會問
[00:13:02.600 --> 00:13:04.600]  那《女傳道》是不是我真的單單祈禱
[00:13:04.600 --> 00:13:06.600]  一路默想
[00:13:06.600 --> 00:13:08.600]  就可以明白什麼叫做度
[00:13:08.600 --> 00:13:10.600]  這麼深的字呢
[00:13:10.600 --> 00:13:14.600]  當我上星期坐飛機回來的時候
[00:13:14.600 --> 00:13:15.600]  我一路思考
[00:13:15.600 --> 00:13:17.600]  我怎樣去跟大家分享
[00:13:17.600 --> 00:13:19.600]  這個最震撼的引言呢
[00:13:19.600 --> 00:13:21.600]  我開始祈禱
[00:13:21.600 --> 00:13:23.600]  我求神真的帶領我
[00:13:23.600 --> 00:13:25.600]  怎樣去預備跟大家分享這篇道
[00:13:25.600 --> 00:13:27.600]  結果一路按電影的時候
[00:13:27.600 --> 00:13:28.600]  按按按按按
[00:13:28.600 --> 00:13:30.600]  就按了剛才那一齣電影
[00:13:30.600 --> 00:13:32.600]  當我看到他的引言
[00:13:32.600 --> 00:13:36.600]  Howard 說 Love 說 Time 說 Death 的時候
[00:13:36.600 --> 00:13:38.600]  我突然間就有個感動
[00:13:38.600 --> 00:13:40.600]  就是說這個引言
[00:13:40.600 --> 00:13:42.600]  跟約翰福音剛才說
[00:13:42.600 --> 00:13:45.600]  太初有道 道與神同在的引言
[00:13:45.600 --> 00:13:48.600]  可能有相似的地方
[00:13:48.600 --> 00:13:49.600]  即是什麼
[00:13:49.600 --> 00:13:50.600]  大家都是引言
[00:13:50.600 --> 00:13:51.600]  這個很明顯
[00:13:51.600 --> 00:13:53.600]  但即是說
[00:13:53.600 --> 00:13:55.600]  如果我要理解
[00:13:55.600 --> 00:13:58.600]  Howard 背後說的 Love Time 和 Death
[00:13:58.600 --> 00:14:00.600]  那我要怎樣做呢
[00:14:00.600 --> 00:14:02.600]  我要怎樣做呢
[00:14:02.600 --> 00:14:04.600]  如果我要去認識
[00:14:04.600 --> 00:14:07.600]  約翰福音一章一節說的道
[00:14:07.600 --> 00:14:09.600]  我又怎樣做呢
[00:14:09.600 --> 00:14:11.600]  如果這樣
[00:14:11.600 --> 00:14:12.600]  當我看電影的時候
[00:14:12.600 --> 00:14:13.600]  我一路看
[00:14:13.600 --> 00:14:15.600]  當Howard 一說到
[00:14:15.600 --> 00:14:16.600]  我們要靠 Love
[00:14:16.600 --> 00:14:18.600]  然後我立刻按停了電影
[00:14:18.600 --> 00:14:20.600]  按停了
[00:14:20.600 --> 00:14:22.600]  停了 Love 的畫面
[00:14:22.600 --> 00:14:24.600]  因為 Love 這個字很值得研究
[00:14:24.600 --> 00:14:27.600]  然後我就立刻去查看希臘哲學
[00:14:27.600 --> 00:14:29.600]  一路查查查查查
[00:14:29.600 --> 00:14:33.600]  到2016年究竟美國人心目中的 Love 是什麼
[00:14:33.600 --> 00:14:36.600]  然後我再看CS Lewis
[00:14:36.600 --> 00:14:39.600]  即是老日思很出名的那本《四種愛》
[00:14:39.600 --> 00:14:42.600]  然後研究了 Love
[00:14:42.600 --> 00:14:43.600]  我可以告訴大家
[00:14:43.600 --> 00:14:47.600]  99% 我會走錯路
[00:14:47.600 --> 00:14:48.600]  走錯路的意思是
[00:14:48.600 --> 00:14:52.600]  我不會準確想到Howard 說的 Love
[00:14:52.600 --> 00:14:56.600]  或者說導演想到的 Love 是什麼
[00:14:56.600 --> 00:14:58.600]  我要繼續看下去
[00:14:58.600 --> 00:15:02.600]  我才知道他所說的 Love 是什麼
[00:15:02.600 --> 00:15:03.600]  同樣道理
[00:15:03.600 --> 00:15:05.600]  當我們看約翰福音
[00:15:05.600 --> 00:15:07.600]  我們去到第四個字的時候
[00:15:07.600 --> 00:15:09.600]  如果我們立刻停
[00:15:09.600 --> 00:15:11.600]  然後查《釋經》書
[00:15:11.600 --> 00:15:12.600]  看希臘哲學
[00:15:12.600 --> 00:15:15.600]  從柏拉圖開始看
[00:15:15.600 --> 00:15:19.600]  我想我們都會走錯路
[00:15:19.600 --> 00:15:23.600]  約翰本身就想用未來的21章
[00:15:23.600 --> 00:15:26.600]  來解釋什麼是道
[00:15:26.600 --> 00:15:30.600]  所以他寫了整卷約翰福音21章
[00:15:30.600 --> 00:15:35.600]  他就是想你慢慢透過他接下來的事跡
[00:15:35.600 --> 00:15:37.600]  來去明白
[00:15:37.600 --> 00:15:39.600]  其實當你看久一點
[00:15:39.600 --> 00:15:40.600]  看少一點
[00:15:40.600 --> 00:15:41.600]  去到14節
[00:15:41.600 --> 00:15:43.600]  你已經明白多了
[00:15:43.600 --> 00:15:45.600]  他說道成了肉身
[00:15:45.600 --> 00:15:47.600]  住在我們中間
[00:15:47.600 --> 00:15:50.600]  充充滿滿的有因典有真理
[00:15:50.600 --> 00:15:52.600]  我們也見過它的榮光
[00:15:52.600 --> 00:15:55.600]  正是負獨生子的榮光
[00:15:55.600 --> 00:15:57.600]  我們了解多一點
[00:15:57.600 --> 00:15:59.600]  原來這個道會成為
[00:15:59.600 --> 00:16:03.600]  像我們一樣有血有肉的肉身
[00:16:03.600 --> 00:16:05.600]  什麼是肉身?
[00:16:05.600 --> 00:16:08.600]  耶穌就成為了真正的肉身
[00:16:08.600 --> 00:16:11.600]  有因典有真理
[00:16:11.600 --> 00:16:14.600]  這就是道的彰顯
[00:16:14.600 --> 00:16:16.600]  所以當我們一路看下去的時候
[00:16:16.600 --> 00:16:20.600]  我們會看到約翰如何描繪耶穌
[00:16:20.600 --> 00:16:23.600]  如何解釋道
[00:16:23.600 --> 00:16:25.600]  當大家看約翰福音的時候
[00:16:25.600 --> 00:16:27.600]  你可能會很快感受到
[00:16:27.600 --> 00:16:30.600]  這個作者很會講故事
[00:16:30.600 --> 00:16:31.600]  什麼叫講故事?
[00:16:31.600 --> 00:16:33.600]  有些人專研究故事
[00:16:33.600 --> 00:16:35.600]  為什麼會這麼吸引呢?
[00:16:35.600 --> 00:16:37.600]  什麼國家什麼年代都有故事
[00:16:37.600 --> 00:16:41.600]  故事最開始通常是哪幾個字?
[00:16:41.600 --> 00:16:44.600]  Once upon a time
[00:16:44.600 --> 00:16:46.600]  或者說有一天
[00:16:46.600 --> 00:16:47.600]  不知為何
[00:16:47.600 --> 00:16:48.600]  人們研究
[00:16:48.600 --> 00:16:50.600]  當你說Once upon a time
[00:16:50.600 --> 00:16:52.600]  或者說有一天
[00:16:52.600 --> 00:16:55.600]  或者說有一個人
[00:16:55.600 --> 00:16:57.600]  小朋友突然靜了下來
[00:16:57.600 --> 00:16:59.600]  其實你也是
[00:16:59.600 --> 00:17:01.600]  如果我一開始
[00:17:01.600 --> 00:17:03.600]  當然也有人研究
[00:17:03.600 --> 00:17:05.600]  聖經這樣說
[00:17:05.600 --> 00:17:07.600]  中學生就會生耳朵
[00:17:07.600 --> 00:17:08.600]  很有趣
[00:17:08.600 --> 00:17:11.600]  你說 聖經這樣說
[00:17:12.600 --> 00:17:14.600]  但你說有一天
