
[00:00:00.000 --> 00:00:04.200]  各位同學 平安 多謝師哥提醒我們
[00:03:57.880 --> 00:04:04.320]  喜樂能不能夠進入你的苦難當中呢
[00:04:04.320 --> 00:04:09.760]  在乎你能不能夠 第一 你了解這個苦難是暫時
[00:04:09.760 --> 00:04:11.360]  你看看剛才讀的時候
[00:04:11.360 --> 00:04:13.960]  第三節到第九節一直說的一樣東西
[00:04:13.960 --> 00:04:16.000]  就是我們基督徒有一樣東西不同的
[00:04:16.000 --> 00:04:18.320]  我們有個盼望
[00:04:18.320 --> 00:04:20.560]  世人沒有這個盼望
[00:04:20.560 --> 00:04:22.480]  今生受苦 受苦完就
[00:04:22.480 --> 00:04:26.880]  我們中國人時常說的就是人死如燈滅 什麼都沒有
[00:04:26.880 --> 00:04:29.320]  那這個真是最悲哀的事情
[00:04:29.320 --> 00:04:31.720]  受苦完之後沒有了 是不是
[00:04:31.720 --> 00:04:33.720]  那些人又壞人 他們又享福
[00:04:33.720 --> 00:04:35.520]  死了之後又沒有了
[00:04:35.520 --> 00:04:37.440]  那真是很不公平
[00:04:37.440 --> 00:04:39.280]  但是弟兄姊妹 我們基督徒有一個
[00:04:39.280 --> 00:04:42.040]  第一個 受苦是暫時
[00:04:42.040 --> 00:04:44.000]  這個暫時不是安慰自己
[00:04:44.000 --> 00:04:46.080]  這麼上下遇過天清
[00:04:46.080 --> 00:04:50.280]  未必是的 有些受苦一輩子的
[00:04:50.280 --> 00:04:51.960]  我女兒嚴重智障
[00:04:51.960 --> 00:04:55.400]  到26歲她死的時候都是嚴重智障
[00:04:55.400 --> 00:04:57.960]  這個受苦沒有減少的
[00:04:57.960 --> 00:04:59.960]  不過我們的看法不同
[00:04:59.960 --> 00:05:02.160]  因為這個是暫時的 聖經說過暫時
[00:05:02.160 --> 00:05:05.000]  不是說兩年 第三年就沒事了
[00:05:05.000 --> 00:05:07.800]  有時會 感謝神 如果沒有
[00:05:07.800 --> 00:05:11.160]  是好的 是很例外的
[00:05:11.160 --> 00:05:13.840]  我和大家在書裡面都說過
[00:05:13.840 --> 00:05:16.760]  受苦通常不會明天會更好
[00:05:16.760 --> 00:05:18.960]  可能明天會更差的
[00:05:18.960 --> 00:05:20.960]  多半是明天會更差的
[00:05:20.960 --> 00:05:23.920]  因為你有一個受苦就會帶來其他連累的苦
[00:05:23.920 --> 00:05:27.080]  接著又來的 這樣堆下來越堆越多的
[00:05:27.080 --> 00:05:29.240]  不是突然間會沒有了
[00:05:29.240 --> 00:05:32.280]  如果沒有了 真是感恩
[00:05:32.280 --> 00:05:34.280]  所以暫時不是說這個
[00:05:34.280 --> 00:05:37.080]  暫時是說我們今生會完結
[00:05:37.080 --> 00:05:39.840]  尤其是聖經說到有永恆的
[00:05:39.840 --> 00:05:43.000]  在等候主耶穌再來的時候
[00:05:43.000 --> 00:05:45.400]  這一幅永遠的圖畫裡面
[00:05:45.400 --> 00:05:47.840]  坦白說在永遠到永遠裡面
[00:05:47.840 --> 00:05:51.040]  我們一生只不過是很短暫
[00:05:51.040 --> 00:05:53.240]  是不是? 70年來 80年來
[00:05:53.240 --> 00:05:57.840]  給你90年來 你受苦多少年了?
[00:05:57.840 --> 00:06:00.920]  比起永恆的盼望的時候
[00:06:00.920 --> 00:06:03.920]  基督徒有一個不同的秘訣
[00:06:03.920 --> 00:06:05.920]  因為他受苦的時候是很苦
[00:06:05.920 --> 00:06:07.640]  和所有人一樣那麼苦
[00:06:07.640 --> 00:06:10.200]  不過他的眼目是看著前面
[00:06:10.200 --> 00:06:12.800]  他告訴自己是暫時的
[00:06:12.800 --> 00:06:15.040]  聖經告訴我們這個苦難
[00:06:15.040 --> 00:06:18.200]  這個試煉是暫時會難過
[00:06:18.200 --> 00:06:20.640]  因為接著經過了之後
[00:06:20.640 --> 00:06:22.400]  耶穌基督顯現的時候
[00:06:22.400 --> 00:06:25.680]  第七節就有稱讚榮耀和尊貴
[00:06:25.680 --> 00:06:29.400]  這是第一樣 我沒辦法再發揮更多的時間
[00:06:29.400 --> 00:06:31.200]  這是第一個事實 好嗎?
[00:06:31.200 --> 00:06:34.120]  記得這個字嗎? 聖經說暫時
[00:06:34.120 --> 00:06:36.200]  第二個我們跳到第四章
[00:06:36.200 --> 00:06:37.920]  剛才我們說不是停在第一章
[00:06:37.920 --> 00:06:41.560]  因為第四章最主要說苦難是第四章
[00:06:41.560 --> 00:06:43.120]  第四章裡面有另外一個字
[00:06:43.120 --> 00:06:46.240]  我又想介紹給你認識的
[00:06:46.240 --> 00:06:48.440]  就是第四章第十二章
[00:06:48.440 --> 00:06:52.560]  第四章第十二章
[00:06:52.560 --> 00:06:53.960]  他說親愛的弟兄姊妹
[00:06:53.960 --> 00:06:56.520]  有火煉的試驗臨到你們
[00:06:56.520 --> 00:06:59.000]  不要以為奇怪
[00:06:59.000 --> 00:07:01.400]  好像是非常的善
[00:07:01.400 --> 00:07:02.920]  第十三節A的時候說
[00:07:02.920 --> 00:07:04.440]  都要歡喜
[00:07:04.440 --> 00:07:06.400]  現在我們問彼得
[00:07:06.400 --> 00:07:08.480]  你為什麼苦難中可以歡喜?
[00:07:08.480 --> 00:07:10.160]  他又說了另外一個秘訣
[00:07:10.160 --> 00:07:12.640]  一個特別的事實給我們聽
[00:07:12.640 --> 00:07:14.800]  當有苦難臨到你的時候
[00:07:14.800 --> 00:07:18.440]  不要以為奇怪遭遇非常的善
[00:07:18.440 --> 00:07:20.600]  有什麼奇怪?
[00:07:20.600 --> 00:07:22.320]  我不是消極
[00:07:22.320 --> 00:07:23.520]  不是悲觀
[00:07:23.520 --> 00:07:25.120]  而是現實
[00:07:25.120 --> 00:07:26.480]  苦難臨到你
[00:07:26.480 --> 00:07:27.680]  很多弟兄姊妹第一個反應
[00:07:27.680 --> 00:07:29.560]  為什麼會臨到我身上?
[00:07:29.560 --> 00:07:31.240]  我記得在書裡面
[00:07:31.240 --> 00:07:32.720]  我說了很刻薄的話
[00:07:32.720 --> 00:07:33.440]  如果你問我
[00:07:33.440 --> 00:07:35.600]  我真的很誠實地回答你
[00:07:35.600 --> 00:07:38.400]  為什麼不臨到你的身上?
[00:07:38.400 --> 00:07:39.840]  為什麼是隔壁那個有?
[00:07:39.840 --> 00:07:43.440]  為什麼你沒有?
[00:07:43.440 --> 00:07:44.200]  我曾經
[00:07:44.200 --> 00:07:45.400]  最近參加過
[00:07:45.400 --> 00:07:47.080]  或者出席一個晚宴
[00:07:47.080 --> 00:07:48.200]  那個晚宴很特別的
[00:07:48.200 --> 00:07:50.960]  那些城中很著名的人
[00:07:50.960 --> 00:07:53.360]  那些很有成就的人坐在一起
[00:07:53.360 --> 00:07:53.880]  有朋友
[00:07:53.880 --> 00:07:55.800]  基督徒朋友請他們來聽福音
[00:07:55.800 --> 00:07:56.800]  吃飯的時候
[00:07:56.800 --> 00:07:57.840]  大家就
[00:07:57.840 --> 00:07:59.080]  大家暢所欲言
[00:07:59.080 --> 00:08:00.560]  他想問什麼信仰問題
[00:08:00.560 --> 00:08:02.280]  其中一個很厲害的人
[00:08:02.280 --> 00:08:03.840]  他問了一個問題
[00:08:03.840 --> 00:08:05.520]  我想他就是想著你來
[00:08:05.520 --> 00:08:06.360]  講基督教
[00:08:06.360 --> 00:08:07.240]  我就問你一個問題
[00:08:07.240 --> 00:08:09.880]  為什麼你世界上這麼多苦?
[00:08:09.880 --> 00:08:11.240]  我明白他想說什麼
[00:08:11.240 --> 00:08:14.000]  就是你基督教的時候在搞什麼
[00:08:14.000 --> 00:08:15.000]  我就回答他
[00:08:15.000 --> 00:08:16.560]  我說我還是不要講基督教
[00:08:16.560 --> 00:08:18.520]  我和你講佛教
[00:08:18.520 --> 00:08:20.560]  他覺得很中聽
[00:08:20.560 --> 00:08:25.080]  我說佛教都看到人生有四苦
[00:08:25.080 --> 00:08:26.120]  生
[00:08:26.120 --> 00:08:26.880]  老
[00:08:26.880 --> 00:08:27.400]  病
[00:08:27.400 --> 00:08:28.400]  死
[00:08:28.400 --> 00:08:30.320]  什麼人都要經過
[00:08:30.320 --> 00:08:31.600]  你問我人生為什麼這麼苦
[00:08:31.600 --> 00:08:33.240]  這個很奇怪的問題
[00:08:33.240 --> 00:08:36.640]  誰不苦?
[00:08:36.640 --> 00:08:37.240]  為什麼我說
[00:08:37.240 --> 00:08:38.880]  有些人問我為什麼我要死
[00:08:38.880 --> 00:08:40.440]  為什麼我不死?
[00:08:40.440 --> 00:08:42.160]  為什麼我這麼辛苦?
[00:08:42.160 --> 00:08:45.680]  那誰死之前不辛苦?
[00:08:45.680 --> 00:08:46.560]  為什麼我會病?
[00:08:46.560 --> 00:08:48.120]  那誰不病?
[00:08:48.120 --> 00:08:48.800]  你明不明白?
[00:08:48.800 --> 00:08:50.080]  我不是刻薄
[00:08:50.080 --> 00:08:51.360]  我是說一個事實
[00:08:51.360 --> 00:08:53.680]  不要以為奇怪
[00:08:53.680 --> 00:08:55.680]  不要以為是非常的事
[00:08:55.680 --> 00:08:58.120]  今天你和我受苦
[00:08:58.120 --> 00:09:00.640]  這個是人生必經過的日子
[00:09:00.640 --> 00:09:02.920]  必然會有的一個時間
[00:09:02.920 --> 00:09:04.840]  所以我希望你和我去明白
[00:09:04.840 --> 00:09:08.240]  第二個很重要的真理事實
[00:09:08.240 --> 00:09:09.880]  就是第一
[00:09:09.880 --> 00:09:12.000]  受苦是短暫
[00:09:12.000 --> 00:09:13.280]  因為有盼望
[00:09:13.280 --> 00:09:14.360]  第二
[00:09:14.360 --> 00:09:16.160]  不要以為奇怪
[00:09:16.160 --> 00:09:18.880]  有什麼不奇怪?
[00:09:18.880 --> 00:09:21.000]  問題是我們怎麼去面對這個痛苦
[00:09:21.000 --> 00:09:22.320]  有嗎?
[00:09:22.320 --> 00:09:22.880]  正常的
[00:09:22.880 --> 00:09:24.520]  今年沒有下年也有
[00:09:24.520 --> 00:09:25.280]  那又不是奇怪
[00:09:25.280 --> 00:09:26.000]  什麼意思?
[00:09:26.000 --> 00:09:26.600]  是啊
[00:09:26.600 --> 00:09:27.640]  是這樣的
[00:09:27.640 --> 00:09:28.920]  今年沒有下年也有
[00:09:28.920 --> 00:09:30.720]  今年沒有你很開心
[00:09:30.720 --> 00:09:32.880]  你今天正正常常來到
[00:09:32.880 --> 00:09:35.960]  你發覺你能夠健健康康走出去
[00:09:35.960 --> 00:09:37.240]  這個是一個恩典
[00:09:37.240 --> 00:09:39.320]  很開心
[00:09:39.320 --> 00:09:41.480]  這是第二個真理
[00:09:41.480 --> 00:09:43.440]  第三個很重要
[00:09:43.440 --> 00:09:45.800]  接著第四章的十九節
[00:09:45.800 --> 00:09:48.000]  他說
[00:09:48.000 --> 00:09:54.200]  所以那些信著神旨意而受苦的人
[00:09:54.200 --> 00:09:55.240]  咦
[00:09:55.240 --> 00:09:56.960]  原來我們受苦的時候
[00:09:56.960 --> 00:10:02.120]  有神的意思和計劃在背後
[00:10:02.120 --> 00:10:03.960]  這個就是非基督徒不知道
[00:10:03.960 --> 00:10:06.600]  是我們特別的
[00:10:06.600 --> 00:10:07.680]  當我們受苦的時候
[00:10:07.680 --> 00:10:10.960]  我們知道這個受苦不是偶然
[00:10:10.960 --> 00:10:13.520]  不是即是
[00:10:13.520 --> 00:10:15.320]  際運
[00:10:15.320 --> 00:10:20.040]  而是在神自己的大計劃裡面有意思的
[00:10:20.040 --> 00:10:22.760]  雖然我們不保證一定知道意思
[00:10:22.760 --> 00:10:23.360]  是不是?
[00:10:23.360 --> 00:10:23.920]  你是誰?
[00:10:23.920 --> 00:10:25.240]  我是誰?
[00:10:25.240 --> 00:10:28.640]  但是我們深信神一定有意思
[00:10:28.640 --> 00:10:29.800]  並且
[00:10:29.800 --> 00:10:30.880]  剛才我們說
[00:10:30.880 --> 00:10:33.280]  在第一章那裡說
[00:10:33.280 --> 00:10:34.640]  神是那位什麼呢?
[00:10:34.640 --> 00:10:37.560]  祂是會去保守我們的
[00:10:37.560 --> 00:10:38.720]  第五節那裡
[00:10:38.720 --> 00:10:39.280]  第一章五節
[00:10:39.280 --> 00:10:41.080]  我們不用揭來揭去告訴你
[00:10:41.080 --> 00:10:43.840]  神是會能力保守我們
[00:10:43.840 --> 00:10:45.840]  接著就說我們會受苦
[00:10:45.840 --> 00:10:48.360]  所以神有能力保守我們
[00:10:48.360 --> 00:10:51.240]  但是祂讓我們在這次裡面
[00:10:51.240 --> 00:10:52.680]  在這個苦上面
[00:10:52.680 --> 00:10:54.440]  祂讓我們經過
[00:10:54.440 --> 00:10:55.240]  有沒有意思?
[00:10:55.240 --> 00:10:56.720]  一定有意思
[00:10:56.720 --> 00:10:58.760]  有什麼意思我不一定知道
[00:10:58.760 --> 00:11:00.000]  但是問題就是
[00:11:00.000 --> 00:11:04.800]  我們願不願意去相信神給我們的受苦
[00:11:04.800 --> 00:11:06.400]  不要先埋怨
[00:11:06.400 --> 00:11:08.240]  先問祂為什麼我這麼慘
[00:11:08.240 --> 00:11:09.280]  為什麼我這樣這樣
[00:11:09.280 --> 00:11:10.680]  我受到這樣的事
[00:11:10.680 --> 00:11:11.800]  不要問
[00:11:11.800 --> 00:11:13.800]  先相信神有意思
[00:11:13.800 --> 00:11:17.160]  這個不是去逼自己
[00:11:17.160 --> 00:11:18.480]  不是壓著自己
[00:11:18.480 --> 00:11:21.560]  不是逼自己不去聽神的話
[00:11:21.560 --> 00:11:22.480]  不是
[00:11:22.480 --> 00:11:26.040]  而是我們有個信心去信任神自己
[00:11:26.040 --> 00:11:26.480]  好
[00:11:26.480 --> 00:11:28.280]  三個真理
[00:11:28.280 --> 00:11:29.400]  記得了嗎?
[00:11:29.400 --> 00:11:31.560]  這幾個很簡單
[00:11:31.560 --> 00:11:32.520]  當受苦的時候
[00:11:32.520 --> 00:11:34.480]  彼得前書聖經的說話
[00:11:34.480 --> 00:11:37.040]  神的話語教我們有三個事實
[00:11:37.040 --> 00:11:38.200]  我們時常提醒自己的
[00:11:38.200 --> 00:11:39.600]  第一個
[00:11:39.600 --> 00:11:41.360]  是暫時的
[00:11:41.360 --> 00:11:43.360]  第二個
[00:11:43.360 --> 00:11:44.920]  不要以為奇怪
[00:11:44.920 --> 00:11:47.160]  是正常的
[00:11:47.160 --> 00:11:48.600]  第三
[00:11:48.600 --> 00:11:51.120]  是按照祂的旨意給我們的
[00:11:51.120 --> 00:11:53.400]  因為祂可以保守我們
[00:11:53.400 --> 00:11:55.280]  但是不像是保守我們
[00:11:55.280 --> 00:11:57.080]  有力量保守我們的神
[00:11:57.080 --> 00:11:58.520]  但是按祂的旨意
[00:11:58.520 --> 00:12:04.080]  讓我們在這個苦難的經歷當中要經過
[00:12:04.080 --> 00:12:04.560]  好了
[00:12:04.560 --> 00:12:07.160]  當然我們說有了這個事實
[00:12:07.160 --> 00:12:08.080]  坦白說
[00:12:08.080 --> 00:12:09.640]  如果你真的試一下
[00:12:09.640 --> 00:12:11.480]  你把握這個事實的時候
[00:12:11.480 --> 00:12:15.160]  那個苦開始沒那麼苦了
[00:12:15.160 --> 00:12:16.920]  當人受苦最痛苦的時候
[00:12:16.920 --> 00:12:20.120]  你就以為全世界最苦是
[00:12:20.120 --> 00:12:23.720]  又以為祂比所有人都慘
[00:12:23.720 --> 00:12:25.000]  為什麼人家不是這樣
[00:12:25.000 --> 00:12:26.640]  你當然看那些不是這樣的
[00:12:26.640 --> 00:12:29.160]  你不看那些比你更慘的
[00:12:29.160 --> 00:12:31.120]  今天早上好像很悲觀
[00:12:31.120 --> 00:12:32.640]  但其實不是的
[00:12:32.640 --> 00:12:33.920]  如果英文來說
[00:12:33.920 --> 00:12:35.200]  不是pessimistic
[00:12:35.200 --> 00:12:36.760]  是realistic
[00:12:36.760 --> 00:12:39.440]  今天早上我很現實的和大家說這個事實
[00:12:39.440 --> 00:12:40.360]  是不是
[00:12:40.360 --> 00:12:42.080]  靚姐妹今天你坐在這的時候
[00:12:42.080 --> 00:12:43.760]  我想和聖經說一說
[00:12:43.760 --> 00:12:46.320]  但是怎樣可以喜樂呢
[00:12:46.320 --> 00:12:47.960]  還沒回答這個問題
[00:12:47.960 --> 00:12:50.280]  我們試一下用幾分鐘的時間
[00:12:50.280 --> 00:12:53.800]  給錢書教我們怎樣能夠有喜樂
[00:12:53.800 --> 00:12:55.760]  喜樂不是開玩笑的
[00:12:55.760 --> 00:12:58.240]  剛才知道這些事實不慘
[00:12:58.240 --> 00:12:59.080]  你明不明白
[00:12:59.080 --> 00:13:00.400]  不覺得慘
[00:13:00.400 --> 00:13:02.560]  未必是最慘
[00:13:02.560 --> 00:13:04.600]  和喜樂是差很遠的
[00:13:04.600 --> 00:13:06.360]  喜樂是一種力量
[00:13:06.360 --> 00:13:07.920]  喜樂是一種動力
[00:13:07.920 --> 00:13:09.720]  那怎樣才能有喜樂呢
[00:13:09.720 --> 00:13:11.880]  感謝主彼得錢書給我們被決
[00:13:11.880 --> 00:13:15.120]  是唯有在耶穌基督那裡來才有
[00:13:15.120 --> 00:13:17.360]  那怎樣才能有耶穌基督的來呢
[00:13:17.360 --> 00:13:19.640]  才能產生的喜樂呢
[00:13:19.640 --> 00:13:20.680]  彼得錢書說了幾次
[00:13:20.680 --> 00:13:21.640]  你們有大喜樂
[00:13:21.640 --> 00:13:25.400]  因為你們在耶穌基督那裡得到被決
[00:13:25.400 --> 00:13:26.080]  有什麼被決
[00:13:26.080 --> 00:13:27.080]  我又和大家說
[00:13:27.080 --> 00:13:29.480]  在彼得錢書裡面三方面
[00:13:29.480 --> 00:13:31.400]  我們在耶穌基督裡面
[00:13:31.400 --> 00:13:33.920]  得到被決以至我們得到喜樂
[00:13:33.920 --> 00:13:35.480]  在痛苦當中
[00:13:35.480 --> 00:13:36.240]  苦難當中
[00:13:36.240 --> 00:13:38.160]  仍然有喜樂的被決
[00:13:38.160 --> 00:13:39.160]  第一
[00:13:39.160 --> 00:13:41.760]  我們的主耶穌很容易記的
[00:13:41.760 --> 00:13:45.120]  第一我們回顧我們主耶穌在世的日子
[00:13:45.120 --> 00:13:46.520]  我們知道祂做了什麼
[00:13:46.520 --> 00:13:48.120]  提醒我們什麼
[00:13:48.120 --> 00:13:48.880]  第二
[00:13:48.880 --> 00:13:50.600]  現今
[00:13:50.600 --> 00:13:51.400]  在這一刻
[00:13:51.400 --> 00:13:52.720]  當我們受苦的時候
[00:13:52.720 --> 00:13:56.120]  我們的心境和耶穌基督的關係是怎樣
[00:13:56.120 --> 00:13:56.640]  第三
[00:13:56.640 --> 00:13:57.680]  剛才說了
[00:13:57.680 --> 00:14:00.760]  我們等候祂榮耀再來的時候
[00:14:00.760 --> 00:14:04.760]  帶著一個等候將來祂再來會見祂的心境
[00:14:04.760 --> 00:14:07.160]  這三樣東西加起來
[00:14:07.160 --> 00:14:09.400]  縱然我們在痛苦當中
[00:14:09.400 --> 00:14:10.440]  苦難當中
[00:14:10.440 --> 00:14:12.240]  但是我們仍然可以有喜樂
[00:14:12.240 --> 00:14:14.560]  好嗎?我試著和大家說一下這三方面
[00:14:14.560 --> 00:14:15.480]  第一
[00:14:15.480 --> 00:14:16.880]  彼得錢書提醒我們
[00:14:16.880 --> 00:14:21.560]  主耶穌是曾經受苦
[00:14:21.560 --> 00:14:24.520]  當我們作為一個基督徒面對苦難的時候
[00:14:24.520 --> 00:14:25.560]  我們不要整天看著自己
[00:14:25.560 --> 00:14:27.200]  我這麼苦 我有病
[00:14:27.200 --> 00:14:28.920]  哎呀 為什麼我親人這樣這樣
[00:14:28.920 --> 00:14:29.640]  發生這樣的事
[00:14:29.640 --> 00:14:31.200]  為什麼這樣的人這樣對我
[00:14:31.200 --> 00:14:33.480]  為什麼我碰見這件事會這麼挫敗
[00:14:33.480 --> 00:14:35.920]  為什麼一直都好不到
[00:14:35.920 --> 00:14:37.240]  改變不了
[00:14:37.240 --> 00:14:41.360]  你的眼目在看什麼?
[00:14:41.360 --> 00:14:42.680]  彼得錢書提醒我們
[00:14:42.680 --> 00:14:45.680]  你眼目看看耶穌
[00:14:45.680 --> 00:14:47.240]  看耶穌有什麼事
[00:14:47.240 --> 00:14:49.200]  第一
[00:14:49.200 --> 00:14:52.160]  祂有同樣的受苦
[00:14:52.160 --> 00:14:56.400]  不過祂有一個受苦的心智
[00:14:56.400 --> 00:14:58.120]  去提醒我們裝備自己
[00:14:58.120 --> 00:14:59.600]  第四章
[00:14:59.600 --> 00:15:01.480]  第一節就說這件事
[00:15:01.480 --> 00:15:04.760]  祂說基督既然在肉身受苦
[00:15:04.760 --> 00:15:08.880]  你們也應當以同樣的心智去裝備自己
[00:15:08.880 --> 00:15:10.440]  這是第一個秘訣
[00:15:10.440 --> 00:15:12.560]  當我們記得我們主耶穌基督的時候
[00:15:12.560 --> 00:15:14.480]  當然我們記得祂釘十字架
[00:15:14.480 --> 00:15:18.600]  不過釘十字架我們說得太慣了
[00:15:18.600 --> 00:15:19.800]  太熟習了
[00:15:19.800 --> 00:15:22.520]  我們忘記了這個十字架的過程
[00:15:22.520 --> 00:15:24.240]  甚至不是到了十字架
[00:15:24.240 --> 00:15:27.160]  耶穌基督一生都是在面對苦難
[00:15:27.160 --> 00:15:27.760]  是不是?
[00:15:27.760 --> 00:15:29.880]  由祂出生在馬槽裡面
[00:15:29.880 --> 00:15:33.680]  到祂被人攻擊不還口
[00:15:33.680 --> 00:15:36.760]  到祂不斷和你和我一樣
[00:15:36.760 --> 00:15:39.960]  都是受所有的引誘和打擊
[00:15:39.960 --> 00:15:41.600]  但是祂卻沒有犯罪
[00:15:41.600 --> 00:15:42.160]  你知道嗎?
[00:15:42.160 --> 00:15:44.400]  整個過程當中我們主耶穌
[00:15:44.400 --> 00:15:46.640]  祂所受的
[00:15:46.640 --> 00:15:48.480]  而祂的反應表現出一樣東西
[00:15:48.480 --> 00:15:49.600]  就是這裡所說的
[00:15:49.600 --> 00:15:53.600]  是有這種的受苦的心智
[00:15:53.600 --> 00:15:55.040]  同樣的心智
[00:15:55.040 --> 00:15:56.280]  同樣是什麼意思?
[00:15:56.280 --> 00:15:57.880]  和耶穌的樣子
[00:15:57.880 --> 00:16:00.240]  耶穌有一個受苦的心智
[00:16:00.240 --> 00:16:02.320]  去裝備自己
[00:16:02.320 --> 00:16:04.240]  今天你和我去想起的時候
[00:16:04.240 --> 00:16:05.760]  面對苦難的時候
[00:16:05.760 --> 00:16:09.800]  讓我們的眼轉眼看耶穌好不好?
[00:16:09.800 --> 00:16:11.240]  你整天看著你的病
[00:16:11.240 --> 00:16:13.160]  看著你傷了的那道
[00:16:13.160 --> 00:16:14.360]  你不會快樂的
