
[00:00:00.000 --> 00:00:04.320]  很感謝簡弟兄的很真誠的分享
[00:02:18.160 --> 00:02:20.160]  哇 這一次遇到
[00:02:20.160 --> 00:02:23.160]  那就是說你又少一個了
[00:02:23.160 --> 00:02:25.160]  你只剩下九個
[00:02:25.160 --> 00:02:27.160]  真的 真的
[00:02:27.160 --> 00:02:29.160]  如果你學這樣想
[00:02:29.160 --> 00:02:34.160]  因為這個再出來已經熟口熟面了
[00:02:34.160 --> 00:02:36.160]  不是新的東西了
[00:02:36.160 --> 00:02:38.160]  就好像你兒子扭計那樣
[00:02:38.160 --> 00:02:42.160]  你說每晚都是這些東西 聽慣了
[00:02:42.160 --> 00:02:47.160]  就是說你會看到你越遇到不好的東西的時候
[00:02:47.160 --> 00:02:49.160]  你應該想一下
[00:02:49.160 --> 00:02:53.160]  在你可以遇到的一世的時間裏面
[00:02:53.160 --> 00:02:56.160]  這件事又成為過去了
[00:02:56.160 --> 00:02:58.160]  欺負不了我
[00:02:58.160 --> 00:03:01.160]  可能你會說 剛才你們的經文很有用
[00:03:01.160 --> 00:03:03.160]  你們會安慰人家
[00:03:03.160 --> 00:03:05.160]  我相信如果有個十元仔
[00:03:05.160 --> 00:03:07.160]  好像簡弟兄那樣
[00:03:07.160 --> 00:03:10.160]  哇 多難養大他
[00:03:10.160 --> 00:03:12.160]  你找他 他是專家
[00:03:12.160 --> 00:03:16.160]  他告訴你 起碼我撐得住的
[00:03:16.160 --> 00:03:18.160]  其實撐得住就叫贏
[00:03:18.160 --> 00:03:20.160]  很多人經常以為
[00:03:20.160 --> 00:03:22.160]  哇 可以改頭換面
[00:03:22.160 --> 00:03:24.160]  變成一個天才不就更好
[00:03:24.160 --> 00:03:26.160]  其實不是的
[00:03:26.160 --> 00:03:29.160]  苦難是令我們不輸
[00:03:29.160 --> 00:03:31.160]  就是贏的
[00:03:31.160 --> 00:03:33.160]  不輸就是贏的
[00:03:33.160 --> 00:03:34.160]  可能你說我不肯
[00:03:34.160 --> 00:03:36.160]  就是我要贏
[00:03:36.160 --> 00:03:38.160]  你要小心
[00:03:38.160 --> 00:03:40.160]  那一刻就是你最危險的時候了
[00:03:40.160 --> 00:03:42.160]  你硬要贏的困難
[00:03:42.160 --> 00:03:45.160]  你就用了你很血氣的方式
[00:03:45.160 --> 00:03:49.160]  你會衝動 會生氣 會生氣
[00:03:49.160 --> 00:03:51.160]  全部都是上帝不喜歡的
[00:03:51.160 --> 00:03:54.160]  很快你就心勞力絕
[00:03:54.160 --> 00:03:56.160]  然後你就抑鬱症
[00:03:56.160 --> 00:03:58.160]  所以我相信這條方程式
[00:03:58.160 --> 00:04:00.160]  慢慢今晚想一想
[00:04:00.160 --> 00:04:04.160]  第一段經文我講一下滿足的問題
[00:04:04.160 --> 00:04:09.160]  疫情的確令你好像損失了東西
[00:04:09.160 --> 00:04:11.160]  最近我在銀行
[00:04:11.160 --> 00:04:14.160]  有些訓練班的人問我一個問題
[00:04:14.160 --> 00:04:17.160]  他們擁有這個問題是不奇怪的
[00:04:17.160 --> 00:04:20.160]  他們說我們股票輸了很多錢
[00:04:20.160 --> 00:04:23.160]  余先生你教我應該怎樣
[00:04:23.160 --> 00:04:27.160]  有EQ 輸了很多股票
[00:04:27.160 --> 00:04:29.160]  我心想
[00:04:29.160 --> 00:04:32.160]  這些我應該問你一遍
[00:04:32.160 --> 00:04:37.160]  你是一些買股票做投資的專家
[00:04:37.160 --> 00:04:39.160]  你不行 你問我
[00:04:39.160 --> 00:04:41.160]  應該是我不行問你的
[00:04:41.160 --> 00:04:43.160]  證明什麼事呢
[00:04:43.160 --> 00:04:45.160]  證明這個世界沒有贏定的東西
[00:04:45.160 --> 00:04:47.160]  你都不行 你都不行
[00:04:47.160 --> 00:04:49.160]  不過這樣
[00:04:49.160 --> 00:04:52.160]  你又教曉我們一個道理
[00:04:52.160 --> 00:04:54.160]  你少了這麼多錢
[00:04:54.160 --> 00:04:56.160]  當然可能將來升回都不奇怪
[00:04:56.160 --> 00:04:58.160]  不過現在你真的少了很多錢是事實
[00:04:58.160 --> 00:05:00.160]  要接受一個事實
[00:05:00.160 --> 00:05:02.160]  那你會少了
[00:05:02.160 --> 00:05:04.160]  是不是沒得快樂呢
[00:05:04.160 --> 00:05:06.160]  你試想想
[00:05:06.160 --> 00:05:09.160]  假設你少了一半你的身家
[00:05:09.160 --> 00:05:11.160]  甚至還欠錢
[00:05:11.160 --> 00:05:15.160]  是不是你沒得快樂呢
[00:05:15.160 --> 00:05:17.160]  可能沒有關係的
[00:05:17.160 --> 00:05:19.160]  沒有關係的
[00:05:19.160 --> 00:05:21.160]  因為你那些快樂
[00:05:21.160 --> 00:05:24.160]  譬如一家笑口笑口過中秋
[00:05:24.160 --> 00:05:26.160]  一起牽著手散步
[00:05:26.160 --> 00:05:28.160]  家裏走著走著
[00:05:28.160 --> 00:05:30.160]  加上一班人在吃月餅
[00:05:30.160 --> 00:05:32.160]  你都在吃月餅
[00:05:32.160 --> 00:05:34.160]  你一樣笑的
[00:05:34.160 --> 00:05:36.160]  那你少了錢
[00:05:36.160 --> 00:05:39.160]  你找了一些不用錢就可以發的東西
[00:05:39.160 --> 00:05:41.160]  你發了沒少過的
[00:05:41.160 --> 00:05:43.160]  可能因為這樣你學會了
[00:05:43.160 --> 00:05:45.160]  原來生活有很多東西
[00:05:45.160 --> 00:05:48.160]  都不一定要用錢換的
[00:05:48.160 --> 00:05:50.160]  你從此現在懂了
[00:05:50.160 --> 00:05:52.160]  那當然將來你有錢
[00:05:52.160 --> 00:05:54.160]  當然你很豐收
[00:05:54.160 --> 00:05:55.160]  你又再花過
[00:05:55.160 --> 00:05:57.160]  不過你現在學會了一件事
[00:05:57.160 --> 00:06:00.160]  就是不一定要有很多錢去發的
[00:06:00.160 --> 00:06:02.160]  可能現在你就懂了
[00:06:02.160 --> 00:06:04.160]  你試一下吧
[00:06:04.160 --> 00:06:07.160]  我發覺這樣真的開解了人家
[00:06:07.160 --> 00:06:09.160]  真的開解了人家
[00:06:09.160 --> 00:06:13.160]  因為一直以為滿足是來自錢的
[00:06:13.160 --> 00:06:16.160]  剛才簡太太說得很好
[00:06:16.160 --> 00:06:20.160]  你可以用多少錢來換一個新婚仔
[00:06:20.160 --> 00:06:22.160]  完全健康
[00:06:22.160 --> 00:06:25.160]  受到好像一個天才兒童的質素呢
[00:06:25.160 --> 00:06:27.160]  沒有的 錢換不到的
[00:06:27.160 --> 00:06:29.160]  我可以幫你滿足
[00:06:29.160 --> 00:06:30.160]  我看聖經就看到
[00:06:30.160 --> 00:06:32.160]  他說他苦練你
[00:06:32.160 --> 00:06:34.160]  任你飢餓
[00:06:34.160 --> 00:06:37.160]  祖先所不認識的馬拿賜給你
[00:06:37.160 --> 00:06:39.160]  讓你知道
[00:06:39.160 --> 00:06:41.160]  其實你不是靠
[00:06:41.160 --> 00:06:45.160]  一定要有好吃的好住的
[00:06:45.160 --> 00:06:48.160]  你真正的快樂是靠上帝的說話
[00:06:48.160 --> 00:06:51.160]  在溫哥華我真的見過
[00:06:51.160 --> 00:06:54.160]  當時那條教堂街
[00:06:54.160 --> 00:06:55.160]  很多人都知道
[00:06:55.160 --> 00:06:57.160]  裡面好像有八間教會
[00:06:57.160 --> 00:07:00.160]  那條街如果是星期天
[00:07:00.160 --> 00:07:02.160]  教會就會塞車
[00:07:02.160 --> 00:07:04.160]  停到滿了
[00:07:04.160 --> 00:07:07.160]  有一次我在那裡港渡的時候
[00:07:07.160 --> 00:07:08.160]  那些人說
[00:07:08.160 --> 00:07:10.160]  哇 那間教會啊
[00:07:10.160 --> 00:07:13.160]  你不早兩小時到達呢
[00:07:13.160 --> 00:07:15.160]  沒有位子的
[00:07:15.160 --> 00:07:17.160]  所以我們下午就出發
[00:07:17.160 --> 00:07:18.160]  坐一個小時車來
[00:07:18.160 --> 00:07:20.160]  哇 我晚上七點鐘
[00:07:20.160 --> 00:07:21.160]  你三點到四點出門
[00:07:21.160 --> 00:07:22.160]  是啊是啊是啊
[00:07:22.160 --> 00:07:23.160]  為什麼
[00:07:23.160 --> 00:07:26.160]  他說因為我想聽港渡
[00:07:26.160 --> 00:07:28.160]  香港很少聽到這樣的情況
[00:07:28.160 --> 00:07:30.160]  在外國真的有
[00:07:30.160 --> 00:07:33.160]  很多人很想聽港渡
[00:07:33.160 --> 00:07:35.160]  他們好像一個飢渴
[00:07:35.160 --> 00:07:37.160]  好像餓得很辛苦
[00:07:37.160 --> 00:07:39.160]  去聽
[00:07:39.160 --> 00:07:41.160]  我看到那些人
[00:07:41.160 --> 00:07:42.160]  我覺得他們有福
[00:07:42.160 --> 00:07:44.160]  雖然我講完了
[00:07:44.160 --> 00:07:47.160]  但是那段時間我羨慕他們
[00:07:47.160 --> 00:07:50.160]  他知道生命裡面最需要的
[00:07:50.160 --> 00:07:53.160]  就是把這些貨放在腦裡
[00:07:53.160 --> 00:07:54.160]  預備他日
[00:07:54.160 --> 00:07:56.160]  人生裡面
[00:07:56.160 --> 00:07:58.160]  上帝就用聖經
[00:07:58.160 --> 00:08:00.160]  來教他怎麼做人
[00:08:00.160 --> 00:08:01.160]  他要入貨
[00:08:01.160 --> 00:08:04.160]  如果我今天這樣跟你說
[00:08:04.160 --> 00:08:06.160]  我們香港太幸福了
[00:08:06.160 --> 00:08:09.160]  我們想聽很多很有益好的東西
[00:08:09.160 --> 00:08:11.160]  是比借貨容易
[00:08:11.160 --> 00:08:13.160]  地鐵很快到
[00:08:13.160 --> 00:08:14.160]  但問題就是
[00:08:14.160 --> 00:08:17.160]  你看不看到令你滿足的東西
[00:08:17.160 --> 00:08:19.160]  真的是這些東西呢
[00:08:19.160 --> 00:08:21.160]  但有時候是同時存在的
[00:08:21.160 --> 00:08:22.160]  好像簡體說
[00:08:22.160 --> 00:08:24.160]  我還想多賺點錢
[00:08:24.160 --> 00:08:27.160]  馬上有些急需的時候
[00:08:27.160 --> 00:08:29.160]  應付這個應付那個
[00:08:29.160 --> 00:08:30.160]  如果我失業
[00:08:30.160 --> 00:08:32.160]  或者我病了怎麼辦
[00:08:32.160 --> 00:08:35.160]  憂慮就跑出來了
[00:08:35.160 --> 00:08:38.160]  我當時聽到你這樣說的時候
[00:08:38.160 --> 00:08:40.160]  我都想起很多人都是這樣
[00:08:40.160 --> 00:08:42.160]  很多人都是這樣
[00:08:42.160 --> 00:08:45.160]  但沒想到問題就是
[00:08:45.160 --> 00:08:47.160]  其實你賺多少
[00:08:47.160 --> 00:08:50.160]  都不等於解決到問題
[00:08:50.160 --> 00:08:52.160]  都不等於解決到問題
[00:08:52.160 --> 00:08:55.160]  反而是因為你靠那樣東西
[00:08:55.160 --> 00:08:57.160]  你一靠那樣東西
[00:08:57.160 --> 00:08:59.160]  那樣東西就控制住你
[00:08:59.160 --> 00:09:04.160]  你靠那一筆巨款
[00:09:04.160 --> 00:09:06.160]  那巨款就控制住你
[00:09:06.160 --> 00:09:09.160]  令你天天都想念那樣東西
[00:09:09.160 --> 00:09:11.160]  所以看聖經
[00:09:11.160 --> 00:09:14.160]  有句話可能很多基督徒都記得
[00:09:14.160 --> 00:09:15.160]  知道的
[00:09:15.160 --> 00:09:17.160]  就是耶穌的血
[00:09:17.160 --> 00:09:19.160]  令我們脫離罪惡
[00:09:19.160 --> 00:09:22.160]  大家看清楚
[00:09:22.160 --> 00:09:24.160]  簡體剛才的痛苦就是
[00:09:24.160 --> 00:09:27.160]  他可能要想脫離這個時代
[00:09:27.160 --> 00:09:29.160]  是過去式的
[00:09:29.160 --> 00:09:31.160]  不是現在式的
[00:09:31.160 --> 00:09:33.160]  你的罪惡
[00:09:33.160 --> 00:09:35.160]  你的內疚
[00:09:35.160 --> 00:09:39.160]  耶穌的血已經幫你解決了
[00:09:39.160 --> 00:09:41.160]  已經是過去了
[00:09:41.160 --> 00:09:43.160]  你不用再內疚了
[00:09:43.160 --> 00:09:47.160]  你覺得我辜負了這個弟弟
[00:09:47.160 --> 00:09:49.160]  這些是過去了
[00:09:49.160 --> 00:09:53.160]  耶穌已經幫你解決了
[00:09:53.160 --> 00:09:55.160]  清了這條數
[00:09:55.160 --> 00:09:57.160]  如果有這個想法
[00:09:57.160 --> 00:09:59.160]  內疚就控制不了你
[00:09:59.160 --> 00:10:01.160]  如果不是我們一輩子都內疚
[00:10:01.160 --> 00:10:03.160]  做爸爸做得不好
[00:10:03.160 --> 00:10:04.160]  做媽媽做得不好
[00:10:04.160 --> 00:10:05.160]  做媳婦做得不好
[00:10:05.160 --> 00:10:07.160]  整天都覺得看見那些人
[00:10:07.160 --> 00:10:08.160]  哎呀老人家
[00:10:08.160 --> 00:10:09.160]  我照顧不了他
[00:10:09.160 --> 00:10:11.160]  很難過很難過
[00:10:11.160 --> 00:10:13.160]  但是你要相信
[00:10:13.160 --> 00:10:15.160]  你交給耶穌的時候
[00:10:15.160 --> 00:10:18.160]  已經在執行他的計劃
[00:10:18.160 --> 00:10:20.160]  代替了你的工作
[00:10:20.160 --> 00:10:22.160]  已經是過去了
[00:10:22.160 --> 00:10:24.160]  已經開了工了
[00:10:24.160 --> 00:10:26.160]  已經在開工了
[00:10:26.160 --> 00:10:28.160]  這個概念很重要
[00:10:28.160 --> 00:10:31.160]  我們經常以為上帝還沒出手
[00:10:31.160 --> 00:10:33.160]  我們經常都以為
[00:10:33.160 --> 00:10:35.160]  還是我的時間
[00:10:35.160 --> 00:10:37.160]  這張炮就是我正在跑的這棒
[00:10:37.160 --> 00:10:39.160]  他還沒接這棒
[00:10:39.160 --> 00:10:41.160]  所以我們很痛苦
[00:10:41.160 --> 00:10:43.160]  所以我們做心理醫生
[00:10:43.160 --> 00:10:45.160]  做精神科的人
[00:10:45.160 --> 00:10:47.160]  經常都覺得很多過去的東西
[00:10:47.160 --> 00:10:49.160]  不要將它控制在現在裡面
[00:10:49.160 --> 00:10:51.160]  不然你很慘
[00:10:51.160 --> 00:10:53.160]  另一件事是什麼呢
[00:10:53.160 --> 00:10:55.160]  就是我們在香港最近這幾年
[00:10:55.160 --> 00:10:59.160]  很多年輕人
[00:10:59.160 --> 00:11:01.160]  真是真事
[00:11:01.160 --> 00:11:03.160]  在問父母分家產
[00:11:03.160 --> 00:11:07.160]  因為想早點有筆錢
[00:11:07.160 --> 00:11:09.160]  無論是去外國也好
[00:11:09.160 --> 00:11:11.160]  做生意也好
[00:11:11.160 --> 00:11:13.160]  但暗中的原因就是
[00:11:13.160 --> 00:11:15.160]  想快點擁有一個條件去
[00:11:15.160 --> 00:11:17.160]  過一個很自由的生活
[00:11:17.160 --> 00:11:19.160]  我喜歡怎樣就怎樣
[00:11:19.160 --> 00:11:21.160]  去環遊世界
[00:11:21.160 --> 00:11:23.160]  玩幾年也可以
[00:11:23.160 --> 00:11:25.160]  什麼都可以
[00:11:25.160 --> 00:11:27.160]  很多富有的人家
[00:11:27.160 --> 00:11:29.160]  很痛苦
[00:11:29.160 --> 00:11:31.160]  就是
[00:11:31.160 --> 00:11:33.160]  真的不捨得這麼早
[00:11:33.160 --> 00:11:35.160]  給錢子女
[00:11:35.160 --> 00:11:37.160]  但子女就開始
[00:11:37.160 --> 00:11:39.160]  很不滿
[00:11:39.160 --> 00:11:41.160]  很不滿
[00:11:41.160 --> 00:11:43.160]  很多不滿足
[00:11:43.160 --> 00:11:45.160]  我希望
[00:11:45.160 --> 00:11:47.160]  這件事不是發生在你家
[00:11:47.160 --> 00:11:49.160]  但我預計的太多了
[00:11:49.160 --> 00:11:51.160]  太多了
[00:11:51.160 --> 00:11:53.160]  但錢呢
[00:11:53.160 --> 00:11:55.160]  成為了兇手
[00:11:55.160 --> 00:11:57.160]  為什麼呢
[00:11:57.160 --> 00:11:59.160]  就是這些
[00:11:59.160 --> 00:12:01.160]  小一代的人
[00:12:01.160 --> 00:12:03.160]  他竟然間這些錢
[00:12:03.160 --> 00:12:05.160]  令他濫用了
[00:12:05.160 --> 00:12:07.160]  有些吸毒
[00:12:07.160 --> 00:12:09.160]  也有些做了一些
[00:12:09.160 --> 00:12:11.160]  很想一步登天
[00:12:11.160 --> 00:12:13.160]  發達
[00:12:13.160 --> 00:12:15.160]  投資錯誤了
[00:12:15.160 --> 00:12:17.160]  後來這個家庭
[00:12:17.160 --> 00:12:19.160]  落入了一個
[00:12:19.160 --> 00:12:21.160]  很大的爭執
[00:12:21.160 --> 00:12:23.160]  分家的狀態
[00:12:23.160 --> 00:12:25.160]  成為了他們的兇手
[00:12:25.160 --> 00:12:27.160]  所以當你看到
[00:12:27.160 --> 00:12:29.160]  路加福音的時候
[00:12:29.160 --> 00:12:31.160]  看十五章
[00:12:31.160 --> 00:12:33.160]  那個浪子要分家產走
[00:12:33.160 --> 00:12:35.160]  其實那個爸爸真的不想分給他
[00:12:35.160 --> 00:12:37.160]  一來很不孝
[00:12:37.160 --> 00:12:39.160]  爸爸還沒死就拿遺產
[00:12:39.160 --> 00:12:41.160]  問題就是天下間
[00:12:41.160 --> 00:12:43.160]  有多少
[00:12:43.160 --> 00:12:45.160]  人是不滿意
[00:12:45.160 --> 00:12:47.160]  他擁有的太少
[00:12:47.160 --> 00:12:49.160]  如果你不
[00:12:49.160 --> 00:12:51.160]  自小教你的子女
[00:12:51.160 --> 00:12:53.160]  要滿足在今天有的東西
[00:12:53.160 --> 00:12:55.160]  他很快就
[00:12:55.160 --> 00:12:57.160]  不滿足了
[00:12:57.160 --> 00:12:59.160]  這個不滿足就令他一輩子
[00:12:59.160 --> 00:13:01.160]  都是哀聲嘆氣
[00:13:01.160 --> 00:13:03.160]  和怨天怨地
[00:13:03.160 --> 00:13:05.160]  最接就怨他父母
[00:13:05.160 --> 00:13:07.160]  你沒給我 你沒給我
[00:13:07.160 --> 00:13:09.160]  但其實每個人都知道
[00:13:09.160 --> 00:13:11.160]  未成熟的時候
[00:13:11.160 --> 00:13:13.160]  有的東西不是益處
[00:13:13.160 --> 00:13:15.160]  不是福氣
[00:13:15.160 --> 00:13:17.160]  不是的 還是害死他
[00:13:17.160 --> 00:13:19.160]  所以今天
[00:13:19.160 --> 00:13:21.160]  我想大家坐在一起
[00:13:21.160 --> 00:13:23.160]  去想想不能滿足
[00:13:23.160 --> 00:13:25.160]  究竟上帝給我們的東西是怎樣呢
[00:13:25.160 --> 00:13:27.160]  當你看回舊約
[00:13:27.160 --> 00:13:29.160]  你看到上帝是
[00:13:29.160 --> 00:13:31.160]  每天給瑪拿下來
[00:13:31.160 --> 00:13:33.160]  他沒有一早給你
[00:13:33.160 --> 00:13:35.160]  拿個冰箱冰起來
[00:13:35.160 --> 00:13:37.160]  他真的沒有 他每天給你
[00:13:37.160 --> 00:13:39.160]  原來做基督徒
[00:13:39.160 --> 00:13:41.160]  和這個世界
[00:13:41.160 --> 00:13:43.160]  最大的分別
[00:13:43.160 --> 00:13:45.160]  就是我們接受到上帝
[00:13:45.160 --> 00:13:47.160]  逐次給我們
[00:13:47.160 --> 00:13:49.160]  這個世界不是
[00:13:49.160 --> 00:13:51.160]  有多少就拿多少
[00:13:51.160 --> 00:13:53.160]  我們沒信心
[00:13:53.160 --> 00:13:55.160]  所以你說
[00:13:55.160 --> 00:13:57.160]  這是一個很奇怪很大的改變
[00:13:57.160 --> 00:13:59.160]  成為基督徒的時候
[00:13:59.160 --> 00:14:01.160]  你用信心生活
[00:14:01.160 --> 00:14:03.160]  上帝要訓練你
[00:14:03.160 --> 00:14:05.160]  所以他說要苦練你
[00:14:05.160 --> 00:14:07.160]  任你飢餓
[00:14:07.160 --> 00:14:09.160]  不是飢餓很多天 飢餓一天
[00:14:09.160 --> 00:14:11.160]  但你要等明天
[00:14:11.160 --> 00:14:13.160]  練這個東西就是現在的
[00:14:13.160 --> 00:14:15.160]  EQ 情緒智商
[00:14:15.160 --> 00:14:17.160]  克制衝動
[00:14:17.160 --> 00:14:19.160]  延遲滿足
[00:14:19.160 --> 00:14:21.160]  第二個power point
[00:14:21.160 --> 00:14:23.160]  要解決
[00:14:23.160 --> 00:14:25.160]  現在這個疫情
[00:14:25.160 --> 00:14:27.160]  很多人看
[00:14:27.160 --> 00:14:29.160]  很多人都說
[00:14:29.160 --> 00:14:31.160]  如果這件事之後
[00:14:31.160 --> 00:14:33.160]  下一次更嚴重
[00:14:33.160 --> 00:14:35.160]  未發明得
[00:14:35.160 --> 00:14:37.160]  藥的時候就大件事
[00:14:37.160 --> 00:14:39.160]  窮苦那邊的世界
[00:14:39.160 --> 00:14:41.160]  就大件事
[00:14:41.160 --> 00:14:43.160]  死很多人
[00:14:43.160 --> 00:14:45.160]  有錢就買藥
[00:14:45.160 --> 00:14:47.160]  沒錢怎麼辦
[00:14:47.160 --> 00:14:49.160]  但我們要留意
[00:14:49.160 --> 00:14:51.160]  這件事
[00:14:51.160 --> 00:14:53.160]  這節經文在啟示錄一章五節
[00:14:53.160 --> 00:14:55.160]  剛才我說過
[00:14:55.160 --> 00:14:57.160]  脫離這個字
[00:14:57.160 --> 00:14:59.160]  用自己的血史
[00:14:59.160 --> 00:15:01.160]  脫離罪惡
[00:15:01.160 --> 00:15:03.160]  是一個過去式
[00:15:03.160 --> 00:15:05.160]  罪惡的問題
[00:15:05.160 --> 00:15:07.160]  在耶穌的救贖已經解決了
[00:15:07.160 --> 00:15:09.160]  已經解決了
[00:15:09.160 --> 00:15:11.160]  我很喜歡中文字講的字
[00:15:11.160 --> 00:15:13.160]  罪惡
[00:15:13.160 --> 00:15:15.160]  我做心理輔導
[00:15:15.160 --> 00:15:17.160]  我很喜歡看這兩個字是兩個字拆開
[00:15:17.160 --> 00:15:19.160]  罪
[00:15:19.160 --> 00:15:21.160]  然後就惡
[00:15:21.160 --> 00:15:23.160]  為什麼呢
[00:15:23.160 --> 00:15:25.160]  我最多就是講
[00:15:25.160 --> 00:15:27.160]  做離婚案
[00:15:27.160 --> 00:15:29.160]  兩夫妻
[00:15:29.160 --> 00:15:31.160]  我一見
[00:15:31.160 --> 00:15:33.160]  大家的眼睛目露凶光
[00:15:33.160 --> 00:15:35.160]  望著對面
[00:15:35.160 --> 00:15:37.160]  兩個鬥蛇
[00:15:37.160 --> 00:15:39.160]  很厲害
[00:15:39.160 --> 00:15:41.160]  好像八米電影的光
[00:15:41.160 --> 00:15:43.160]  一閃過兩面
[00:15:43.160 --> 00:15:45.160]  生氣
[00:15:45.160 --> 00:15:47.160]  眼睛都閉起來
[00:15:47.160 --> 00:15:49.160]  惡惡
[00:15:49.160 --> 00:15:51.160]  因為他對他不住
[00:15:51.160 --> 00:15:53.160]  所以罪
[00:15:53.160 --> 00:15:55.160]  黏著惡
[00:15:55.160 --> 00:15:57.160]  大家對對方
[00:15:57.160 --> 00:15:59.160]  仇家
[00:15:59.160 --> 00:16:01.160]  惡出來了
[00:16:01.160 --> 00:16:03.160]  所以我們輔導室
[00:16:03.160 --> 00:16:05.160]  其實沒什麼用
[00:16:05.160 --> 00:16:07.160]  雖然有隔音板
[00:16:07.160 --> 00:16:09.160]  但隔壁都聽得到
[00:16:09.160 --> 00:16:11.160]  因為叫得很大聲
[00:16:11.160 --> 00:16:13.160]  老實講你問我
[00:16:13.160 --> 00:16:15.160]  做這些工作
[00:16:15.160 --> 00:16:17.160]  我做了幾十年
[00:16:17.160 --> 00:16:19.160]  是不是做到很厭呢
[00:16:19.160 --> 00:16:21.160]  我寧願去豬肉舖
[00:16:21.160 --> 00:16:23.160]  宰豬都好過
[00:16:23.160 --> 00:16:25.160]  豬夠叫
[00:16:25.160 --> 00:16:27.160]  但叫得來我明白
[00:16:27.160 --> 00:16:29.160]  陰公的就是被人宰
[00:16:29.160 --> 00:16:31.160]  但人的叫聲
[00:16:31.160 --> 00:16:33.160]  真的很難聽
[00:16:33.160 --> 00:16:35.160]  特別他們上班的時候
[00:16:35.160 --> 00:16:37.160]  他們是開會的行政人員
[00:16:37.160 --> 00:16:39.160]  他們講的東西
[00:16:39.160 --> 00:16:41.160]  很有理性
[00:16:41.160 --> 00:16:43.160]  但當他惡起來的時候
[00:16:43.160 --> 00:16:45.160]  大家都找對方不好的東西講
[00:16:45.160 --> 00:16:47.160]  如果你看到
[00:16:47.160 --> 00:16:49.160]  當然兩個都錯
[00:16:49.160 --> 00:16:51.160]  因為兩個都有證據
[00:16:51.160 --> 00:16:53.160]  但問題在這裡
[00:16:53.160 --> 00:16:55.160]  他對不起誰呢
[00:16:55.160 --> 00:16:57.160]  終於明白一切
[00:16:57.160 --> 00:16:59.160]  他對不起創造的上帝
[00:16:59.160 --> 00:17:01.160]  上帝給人
[00:17:01.160 --> 00:17:03.160]  先有愛
[00:17:03.160 --> 00:17:05.160]  然後愛別人
[00:17:05.160 --> 00:17:07.160]  當時結婚的時候
[00:17:07.160 --> 00:17:09.160]  是講你愛我
[00:17:09.160 --> 00:17:11.160]  我愛你
[00:17:11.160 --> 00:17:13.160]  誰反口呢
[00:17:13.160 --> 00:17:15.160]  他們兩個都反口
