
[00:00:00.000 --> 00:00:07.100]  非常感激 教會給我這個機會
[00:08:32.860 --> 00:08:39.760]  保羅 你想清楚再說
[00:08:39.760 --> 00:08:42.580]  誰呢?你覺得呢?
[00:08:42.580 --> 00:08:46.860]  我覺得以下是我的看法
[00:08:46.860 --> 00:08:48.820]  請我們先讀一段經文
[00:08:48.820 --> 00:08:51.720]  《創世紀》二章一到三節一起讀出來
[00:08:51.720 --> 00:08:55.160]  天地萬物 眾生萬物 各有其人
[00:08:55.160 --> 00:08:57.620]  神所造 各有其人
[00:08:57.620 --> 00:09:00.700]  就在於第七天 揭曉加一切創造的果
[00:09:00.700 --> 00:09:03.780]  安息了 神之國及一切人
[00:09:03.780 --> 00:09:06.640]  並為聖人 並為創世人
[00:09:06.640 --> 00:09:10.900]  神揭曉加一切創造的果 就安息了
[00:09:10.900 --> 00:09:17.040]  我認為時間管理的高手是上帝自己
[00:09:17.040 --> 00:09:20.520]  在上帝創造裏面 包括創造時間
[00:09:20.520 --> 00:09:25.700]  包括創造大地的運作 包括管治大地
[00:09:25.700 --> 00:09:30.120]  然後在創造裏面 是有安息的
[00:09:30.120 --> 00:09:33.520]  這裏有很多神學上很值得討論的地方
[00:09:33.520 --> 00:09:35.560]  究竟創造是什麼高峰呢?
[00:09:35.560 --> 00:09:37.380]  有人認為創造的高峰就是人
[00:09:37.380 --> 00:09:40.920]  亞當、夏娃、秘祖就是創造的高峰
[00:09:40.920 --> 00:09:44.920]  但是有更多人的理解 創造的高峰不是人
[00:09:44.920 --> 00:09:48.700]  創造的高峰是什麼呢?就是安息
[00:09:48.700 --> 00:09:52.680]  正如創世第二章所講的 天地萬物做齊了
[00:09:52.680 --> 00:09:55.880]  然後神說這個是好的
[00:09:55.880 --> 00:10:02.100]  安息不是一個附加上去的東西
[00:10:02.100 --> 00:10:06.740]  安息是整個創造的最終目標
[00:10:06.740 --> 00:10:09.540]  這個不知道你同不同意 我再講一下
[00:10:09.540 --> 00:10:12.240]  安息不是一個好像給大家有機會
[00:10:12.240 --> 00:10:14.600]  有些空間的 讓大家可以調節一下
[00:10:14.600 --> 00:10:16.480]  這個是我們很多時候的想法
[00:10:16.480 --> 00:10:21.580]  安息是由第一天創造一直朝向的目標
[00:10:21.580 --> 00:10:27.120]  這個安息會在後來上帝怎樣管治大地
[00:10:27.120 --> 00:10:32.060]  直到天地萬物要結束 新天新地的時間
[00:10:32.060 --> 00:10:36.640]  仍然是安息的目標
[00:10:36.640 --> 00:10:40.000]  所以這個安息不是一個好像是
[00:10:40.000 --> 00:10:42.580]  給我們一些空間去休息一下
[00:10:42.580 --> 00:10:47.860]  安息是整個創造的目的 或者創造的高峰
[00:10:47.860 --> 00:10:52.120]  這個看法就令到我對很多所謂時間管理
[00:10:52.120 --> 00:10:56.860]  有很多不同的看法 因此很抱歉
[00:10:56.860 --> 00:10:59.680]  如果當中有人不負責定這個題目
[00:10:59.680 --> 00:11:03.540]  我有一點點改 希望你不要介意
[00:11:03.540 --> 00:11:10.460]  我會將這個在忙碌中保持平衡生活改做
[00:11:10.460 --> 00:11:16.380]  就是如何在忙碌生活中保持安息的心境
[00:11:16.380 --> 00:11:22.260]  我講一下 其實兩者我覺得是可以並存的
[00:11:22.260 --> 00:11:28.300]  就是在忙碌的生活裏面保持安息的心境
[00:11:28.300 --> 00:11:31.740]  就是我所認為的平衡生活
[00:11:31.740 --> 00:11:34.740]  你覺得在忙碌的生活裏面
[00:11:34.740 --> 00:11:39.960]  保持安息的心境難不難呢?
[00:11:39.960 --> 00:11:43.780]  就等於我們廣東話說「不用急 最重要是快」
[00:11:43.780 --> 00:11:46.040]  我們很多時候開玩笑這樣講
[00:11:46.040 --> 00:11:48.240]  不過如果真的做到是挺好的
[00:11:48.240 --> 00:11:50.720]  就是你很快 不過你不急的
[00:11:50.720 --> 00:11:53.480]  就是你這個人很有效率 不過不急躁的
[00:11:53.480 --> 00:11:58.040]  是挺好的 忙而不亂
[00:11:58.040 --> 00:12:01.960]  但問題就是做到了 有沒有可能呢?
[00:12:01.960 --> 00:12:04.540]  如何理解什麼叫做安息呢?
[00:12:04.540 --> 00:12:06.460]  我猜在《聖經》裏面談到安息
[00:12:06.460 --> 00:12:09.400]  一段最詳細的經文就是希伯來書
[00:12:09.400 --> 00:12:13.940]  四章一到十一節 我們讀一次好不好?
[00:12:13.940 --> 00:12:16.740]  或者大家可以在星期天安息一下
[00:12:16.740 --> 00:12:19.980]  就不用讀完 分開來讀 請姐妹先讀
[00:12:19.980 --> 00:12:23.140]  然後弟兄讀下面的部分 請姐妹先讀
[00:12:23.140 --> 00:12:28.000]  我沒有機會留下 就算是安息的機會
[00:12:28.000 --> 00:12:31.020]  就當畏懼 為何我們中間
[00:12:31.020 --> 00:12:34.200]  還有人似乎是安不上癮
[00:12:34.200 --> 00:12:39.080]  因為有好人傳給我們 像傳給他們一樣
[00:12:39.080 --> 00:12:42.560]  只是所聽見的道理與他們無益
[00:12:42.560 --> 00:12:47.320]  因為他們沒有信心與所聽見的道理無關
[00:12:47.320 --> 00:12:52.140]  但我們已經相信人不得要進入那安息
[00:12:52.140 --> 00:12:56.180]  正如神所說 我在腦中起誓說
[00:12:56.180 --> 00:12:59.420]  他們絕不可進入我的安息
[00:12:59.420 --> 00:13:02.180]  其實做民族公共同胞的世人
[00:13:02.180 --> 00:13:04.300]  有感欲死全死
[00:13:04.300 --> 00:13:06.300]  好 請弟兄讀下面的部分
[00:13:06.300 --> 00:13:09.340]  我到第七天就有真處說
[00:13:09.340 --> 00:13:13.260]  到第七天神就顯耀那一切的光
[00:13:13.260 --> 00:13:18.280]  就有真處說 他們絕不可進入我的安息
[00:13:18.280 --> 00:13:20.580]  其有必進方式的人
[00:13:20.580 --> 00:13:23.200]  那先前聽見福音的
[00:13:23.200 --> 00:13:26.120]  因為不順從 不得進去
[00:13:26.120 --> 00:13:29.920]  所以過了多年 就在大衛的書上
[00:13:29.920 --> 00:13:33.940]  又設定了一天 如以上所引的說
[00:13:33.940 --> 00:13:38.500]  你們今日若聽他的話 就不可硬著心
[00:13:38.500 --> 00:13:42.260]  若是若輸也 已叫他們享了安息
[00:13:42.260 --> 00:13:45.740]  後來神就不再提別的開始了
[00:13:45.740 --> 00:13:49.840]  這樣看來 必另有一安息日的安息
[00:13:49.840 --> 00:13:52.100]  為神的子民存留
[00:13:52.100 --> 00:13:56.580]  因為那進入安息的 乃是竭了自己的功
[00:13:56.580 --> 00:13:59.500]  正如神竭了他的功一樣
[00:13:59.500 --> 00:14:02.900]  所以 我們讀到這裡
[00:14:02.900 --> 00:14:06.680]  其實下面那句 還有一句 一起讀
[00:14:06.680 --> 00:14:10.580]  所以我們務必竭力進入那安息
[00:14:10.580 --> 00:14:14.800]  免得有人學那不順從的樣子
[00:14:14.800 --> 00:14:18.820]  這篇經文當然有很多地方需要去解釋一下
[00:14:18.820 --> 00:14:20.240]  然後我們更加清楚一點
[00:14:20.240 --> 00:14:21.740]  不過這裡我只是提倡竭力
[00:14:21.740 --> 00:14:23.980]  提出這篇經文有幾個重點
[00:14:23.980 --> 00:14:27.220]  我說 怎樣在忙碌的日子裏面
[00:14:27.220 --> 00:14:30.440]  保持一個安息的心境 其實很難的
[00:14:30.440 --> 00:14:33.420]  這也是我一直在學習 提醒自己的地方
[00:14:33.420 --> 00:14:35.160]  我忙碌的時候就是忙亂的了
[00:14:35.160 --> 00:14:37.740]  就是很容易的 很多人不記得這些
[00:14:37.740 --> 00:14:39.500]  或者心情很煩躁
[00:14:39.500 --> 00:14:44.420]  但我猜這個正正就是耶穌和仕途留下來的榜樣
[00:14:44.420 --> 00:14:48.100]  如果你想著時間管理是等著你可以休息一下
[00:14:48.100 --> 00:14:50.020]  那這個肯定不是聖經所說的
[00:14:50.020 --> 00:14:52.820]  肯定不是耶穌和仕途的榜樣
[00:14:52.820 --> 00:14:55.220]  如果平衡生活是指
[00:14:55.220 --> 00:15:00.200]  我能夠在很多工作裏面有效率地完成
[00:15:00.200 --> 00:15:03.880]  並且保持著我和上帝有美好的交往
[00:15:03.880 --> 00:15:06.840]  這個就是我覺得是耶穌和仕途留下來的榜樣
[00:15:06.840 --> 00:15:10.280]  並且是我們要追求的方向 學習的方向
[00:15:10.280 --> 00:15:12.300]  在這篇經文裏面
[00:15:12.300 --> 00:15:14.840]  在白俄書第四章的經文裏面提到安息
[00:15:14.840 --> 00:15:19.140]  有幾個重點 第一 進入安息的條件
[00:15:19.140 --> 00:15:24.280]  是對上帝的應許有信心
[00:15:24.280 --> 00:15:26.560]  是對上帝的應許有信心
[00:15:26.560 --> 00:15:29.740]  我們基隆樓下進入他安息的應許
[00:15:29.740 --> 00:15:34.080]  就當畏懼 免得我們中間有人說得上
[00:15:34.080 --> 00:15:37.280]  第二 因為有福音傳給我們
[00:15:37.280 --> 00:15:39.660]  象傳給他們 即以前的一樣
[00:15:39.660 --> 00:15:42.540]  只是聽見的人而他們無益 為什麼呢?
[00:15:42.540 --> 00:15:45.500]  因為他們沒有信心
[00:15:45.500 --> 00:15:49.260]  就是說 舊約的人他不能夠進入安息的原因
[00:15:49.260 --> 00:15:50.460]  是因為沒有信心
[00:15:50.460 --> 00:15:52.080]  我們好像從這個角度去想
[00:15:52.080 --> 00:15:54.800]  我們想著安息和信心好像沒有關係
[00:15:54.800 --> 00:15:57.220]  但是你留意一下 在原本的文字上面
[00:15:57.220 --> 00:15:59.780]  舊約的人 他不信應許
[00:15:59.780 --> 00:16:03.060]  那個字是eupangelia
[00:16:03.060 --> 00:16:04.440]  不好意思 鄭 讓我試一下
[00:16:04.440 --> 00:16:07.340]  看這個字你才知道那個微妙的地方
[00:16:07.340 --> 00:16:10.320]  然後 相信福音
[00:16:10.320 --> 00:16:14.520]  福音這個字在新約是eupangelio
[00:16:14.520 --> 00:16:17.300]  gelesus 或者如果動詞是gelesus
[00:16:17.300 --> 00:16:19.300]  你見到這兩個字是很相似的
[00:16:19.300 --> 00:16:21.460]  就是說這個是語帶相關
[00:16:21.460 --> 00:16:23.620]  用英文講就是play on words
[00:16:23.620 --> 00:16:25.020]  舊約的人是不信
[00:16:25.020 --> 00:16:27.020]  新約的人是相信福音
[00:16:27.020 --> 00:16:30.980]  其實語帶相關是講進入安息的條件
[00:16:30.980 --> 00:16:32.980]  是對上帝有信心
[00:16:32.980 --> 00:16:34.540]  這個差不多在時間管理裏面
[00:16:34.540 --> 00:16:36.780]  我們完全沒有想過這個範圍的
[00:16:36.780 --> 00:16:41.580]  我究竟是否相信上帝和我的時間管理
[00:16:41.580 --> 00:16:45.160]  而帶來的心境是息息相關的
[00:16:45.160 --> 00:16:46.360]  我再講一次
[00:16:46.360 --> 00:16:48.700]  信心在時間管理裏面
[00:16:48.700 --> 00:16:52.660]  是一個起了絕對重要的位置
[00:16:52.660 --> 00:16:54.860]  越講越複雜 是不是?
[00:16:54.860 --> 00:16:57.720]  一會兒我會再提一下
[00:16:57.720 --> 00:16:59.020]  這段經文第二個重點
[00:16:59.020 --> 00:17:01.400]  進入安息的意義就在這裏所講
[00:17:01.400 --> 00:17:02.640]  進入安息的意義
[00:17:02.640 --> 00:17:03.980]  什麼是安息呢?
[00:17:03.980 --> 00:17:08.060]  經文在第四到第十節裏面
[00:17:08.060 --> 00:17:10.380]  是講到這個重點
[00:17:10.380 --> 00:17:12.380]  他說你看舊約的人
[00:17:12.380 --> 00:17:14.380]  上帝創造世界
[00:17:14.380 --> 00:17:16.660]  然後設立了安息日
[00:17:16.660 --> 00:17:20.180]  接著上帝帶領以色列人進入迦南地
[00:17:20.180 --> 00:17:21.620]  然後設下十界
[00:17:21.620 --> 00:17:23.620]  他們守十界包括安息日
[00:17:23.620 --> 00:17:27.100]  不過他們進入迦南地都還未得安息
[00:17:27.100 --> 00:17:29.460]  如果進入迦南地等於安息的話
[00:17:29.460 --> 00:17:33.680]  上帝就不需要再講在迦南地以外的安息
[00:17:33.680 --> 00:17:35.580]  如果安息日本身是可以的話
[00:17:35.580 --> 00:17:37.780]  就不需要講安息日以外的安息
[00:17:37.780 --> 00:17:38.740]  好像很複雜
[00:17:38.740 --> 00:17:39.620]  簡單地講
[00:17:39.620 --> 00:17:41.620]  舊約只不過是用希伯來書去講
[00:17:41.620 --> 00:17:43.140]  是影言 是一個預表
[00:17:43.140 --> 00:17:46.740]  不過真正進入上帝所設的安息
[00:17:46.740 --> 00:17:48.420]  對希伯來書的作者來說
[00:17:48.420 --> 00:17:51.000]  是要將來或者說是新天新地
[00:17:51.000 --> 00:17:56.320]  所以我說安息並不是其中一個可有可無的主題
[00:17:56.320 --> 00:17:58.500]  是由創世紀的高峰
[00:17:58.500 --> 00:18:00.780]  一直去到將來主在來
[00:18:00.780 --> 00:18:01.820]  新天新地的時候
[00:18:01.820 --> 00:18:03.540]  都是向著這個目標
[00:18:03.540 --> 00:18:06.740]  就是能夠與神在一起
[00:18:06.740 --> 00:18:10.340]  心靈裏面是完全的平和
[00:18:10.340 --> 00:18:12.100]  這個是安息
[00:18:12.100 --> 00:18:14.100]  因此我簡單地講
[00:18:14.100 --> 00:18:16.760]  甚麼是安息日的意義呢?
[00:18:16.760 --> 00:18:18.460]  如果我歸納了一句話
[00:18:18.460 --> 00:18:22.200]  是對神的作為有滿足
[00:18:22.200 --> 00:18:26.620]  對於上帝的作為是非常滿足的
[00:18:26.620 --> 00:18:29.020]  這個我知道今天星期天下午這樣講的話
[00:18:29.020 --> 00:18:30.600]  大家會聽得辛苦一些
[00:18:30.600 --> 00:18:31.980]  所以我嘗試講一些有趣的
[00:18:31.980 --> 00:18:35.580]  因為我聽到你開始已經有些打盹的跡象
[00:18:35.580 --> 00:18:38.900]  講一些有趣的
[00:18:38.900 --> 00:18:42.980]  最近有機會看《時代》的雜誌
[00:18:42.980 --> 00:18:48.420]  有一篇文章我發覺對我的基督徒是很相似的
[00:18:48.420 --> 00:18:52.000]  這篇文章裏面是講甚麼呢?
[00:18:52.000 --> 00:19:02.180]  它講分別在於快樂與有意義的生活
[00:19:02.180 --> 00:19:03.680]  快樂與有意義的生活
[00:19:03.680 --> 00:19:06.480]  我應該先收起來
[00:19:06.480 --> 00:19:08.980]  我先講一下這篇文章的背景
[00:19:08.980 --> 00:19:10.260]  這樣會容易一些
[00:19:10.260 --> 00:19:11.880]  這篇文章是一個心理學家寫的
[00:19:11.880 --> 00:19:13.220]  他做了一個研究
[00:19:13.220 --> 00:19:14.900]  他研究年輕人
[00:19:14.900 --> 00:19:18.600]  他發現在美國有很多年輕人動不動就自殺
[00:19:18.600 --> 00:19:20.200]  其實在香港也是這樣
[00:19:20.200 --> 00:19:21.480]  他就想研究一下
[00:19:21.480 --> 00:19:24.780]  為甚麼年輕人這麼容易會自殺呢?
[00:19:24.780 --> 00:19:26.120]  他做了之後
[00:19:26.120 --> 00:19:27.580]  他就嘗試問一些成年人
[00:19:27.580 --> 00:19:29.100]  看他們是否了解年輕人
[00:19:29.100 --> 00:19:30.700]  問他們一個問題
[00:19:30.700 --> 00:19:31.700]  問他們
[00:19:31.700 --> 00:19:35.260]  你覺得年輕人要結束自己的生命
[00:19:35.260 --> 00:19:41.160]  是否因為不開心?
[00:19:41.160 --> 00:19:43.020]  你要答問成年人
[00:19:43.020 --> 00:19:45.380]  或者你覺得年輕人也不要緊
[00:19:45.380 --> 00:19:46.900]  你覺得年輕人要結束自己的生命
[00:19:46.900 --> 00:19:52.760]  是否因為不開心?
[00:19:52.760 --> 00:19:53.520]  是否很自然?
[00:19:53.520 --> 00:19:55.000]  不開心就死了
[00:19:55.000 --> 00:19:56.280]  是否很自然這樣想?
[00:19:56.280 --> 00:19:57.780]  所以很多成年人都回答
[00:19:57.780 --> 00:19:58.380]  是
[00:19:58.380 --> 00:19:59.580]  我相信他們不開心
