
[00:00:00.000 --> 00:00:09.120]  接下來這段時間就是一些比較具體的生活性的討論
[00:01:59.240 --> 00:02:00.400]  在主面前得到安息
[00:02:00.400 --> 00:02:01.640]  我希望這個都是
[00:02:01.640 --> 00:02:03.680]  多謝馬洪斯一些補充給我們
[00:02:03.680 --> 00:02:08.320]  可以提醒的
[00:02:08.320 --> 00:02:09.680]  剛才可能講的時候
[00:02:09.680 --> 00:02:12.400]  有幾個地方我比較快點完順了
[00:02:12.400 --> 00:02:14.240]  但是我想我都不再重復了
[00:02:14.240 --> 00:02:15.160]  如果大家有問題
[00:02:15.160 --> 00:02:17.320]  聽得有些地方好像不是太清楚
[00:02:17.320 --> 00:02:18.520]  請你一會提出來
[00:02:18.520 --> 00:02:21.000]  我現在先完了我這一部分
[00:02:21.000 --> 00:02:23.960]  我大概都有繼續40分鐘左右
[00:02:23.960 --> 00:02:26.560]  接著有20分鐘左右的討論
[00:02:26.560 --> 00:02:28.360]  或者我其實如果沒有什麼要講
[00:02:28.360 --> 00:02:28.880]  我快點了
[00:02:28.880 --> 00:02:31.400]  我就可以開始大家一起討論一下
[00:02:31.400 --> 00:02:31.880]  好不好?
[00:02:31.880 --> 00:02:33.360]  希望大家開心見識
[00:02:33.360 --> 00:02:35.560]  講一下你一些困難
[00:02:35.560 --> 00:02:37.240]  講一下你的一些心得
[00:02:37.240 --> 00:02:40.440]  講一下你剛才所聽到的一些回應
[00:02:40.440 --> 00:02:42.400]  去到具體的問題
[00:02:42.400 --> 00:02:47.080]  怎樣可以有效率地完成神給我的各方面的責任呢?
[00:02:47.080 --> 00:02:49.760]  這個我覺得是基督徒平衡的生活
[00:02:49.760 --> 00:02:51.760]  或者時間管理的核心
[00:02:51.760 --> 00:02:55.680]  就是讓我們在神面前有效率地
[00:02:55.680 --> 00:02:57.920]  和上帝有好的關係
[00:02:57.920 --> 00:02:59.480]  然後完成祂給我們的責任
[00:02:59.480 --> 00:03:00.200]  這個就是安息
[00:03:00.200 --> 00:03:01.880]  這個就是有效率管理時間
[00:03:01.880 --> 00:03:03.120]  這個就是我的看法
[00:03:03.120 --> 00:03:03.560]  好了
[00:03:03.560 --> 00:03:04.720]  實際上怎麼樣呢?
[00:03:04.720 --> 00:03:08.680]  請你重定理定一下自己人生目標
[00:03:08.680 --> 00:03:10.440]  這個雖然是老生常談
[00:03:10.440 --> 00:03:11.560]  但是很實在的
[00:03:11.560 --> 00:03:14.440]  究竟什麼是你想人生得到的?
[00:03:14.440 --> 00:03:16.440]  你要問一下自己的
[00:03:16.440 --> 00:03:18.320]  你要誠實問一下自己
[00:03:18.320 --> 00:03:20.120]  我最近很想做一個項目
[00:03:20.120 --> 00:03:22.120]  但是我還沒有下定決心去做
[00:03:22.120 --> 00:03:23.960]  就是我想坐下來很認真地
[00:03:23.960 --> 00:03:24.840]  我不是隨便寫的
[00:03:24.840 --> 00:03:29.160]  我想在臨死之前完成一百件事
[00:03:29.160 --> 00:03:32.880]  大家有沒有興趣做這些項目呢?
[00:03:32.880 --> 00:03:35.960]  如果做完之後大家比較一下
[00:03:35.960 --> 00:03:38.640]  臨死之前就想做一百件事
[00:03:38.640 --> 00:03:40.640]  比如說我想
[00:03:40.640 --> 00:03:44.480]  不知道有沒有人想去阿拉斯加游船河
[00:03:44.480 --> 00:03:46.480]  有沒有興趣?
[00:03:46.480 --> 00:03:48.480]  我去了
[00:03:48.480 --> 00:03:54.800]  或者我想寫一本我自己的傳記
[00:03:54.800 --> 00:03:55.800]  寫一本書
[00:03:55.800 --> 00:04:01.640]  或者我很想看到我孫子的畢業禮等等
[00:04:01.640 --> 00:04:03.040]  隨便你說
[00:04:03.040 --> 00:04:05.440]  總之要定下人生你想做些什麼
[00:04:05.440 --> 00:04:07.440]  當你說做些什麼的時候
[00:04:07.440 --> 00:04:10.440]  背後的理念
[00:04:10.440 --> 00:04:15.480]  背後真正的核心的焦點在哪裡呢?
[00:04:15.480 --> 00:04:18.480]  對基督徒來說當然就是上帝自己了
[00:04:18.480 --> 00:04:20.480]  我希望你記得
[00:04:20.480 --> 00:04:24.120]  上帝給你應該普通人都不會一個責任的
[00:04:24.120 --> 00:04:25.320]  有多個責任
[00:04:25.320 --> 00:04:27.520]  社會、家庭、教會
[00:04:27.520 --> 00:04:31.520]  或者甚至是其他一些責任
[00:04:31.520 --> 00:04:35.520]  不會兩個人是完全一樣的
[00:04:35.520 --> 00:04:37.040]  所以有些人這麼做
[00:04:37.040 --> 00:04:38.040]  你祝福他
[00:04:38.040 --> 00:04:40.040]  但是不等於你要做的
[00:04:40.040 --> 00:04:41.040]  你明白我的意思嗎?
[00:04:41.040 --> 00:04:45.040]  比如說我從小就有機會學習鋼琴
[00:04:45.040 --> 00:04:46.040]  當然就是彈鋼琴
[00:04:46.040 --> 00:04:48.040]  在教會裡面可能你會侍奉
[00:04:48.040 --> 00:04:49.040]  但我不懂的
[00:04:49.040 --> 00:04:50.040]  當然不會說你會彈琴
[00:04:50.040 --> 00:04:51.040]  我不會彈琴
[00:04:51.040 --> 00:04:53.040]  是不同的大家
[00:04:53.040 --> 00:04:54.040]  同樣道理
[00:04:54.040 --> 00:04:57.040]  有些人可能說我對社會、時事、政治的東西
[00:04:57.040 --> 00:04:58.040]  比較負擔的
[00:04:58.040 --> 00:05:01.040]  比較想為基督徒有些見證的
[00:05:01.040 --> 00:05:02.040]  我祝福你
[00:05:02.040 --> 00:05:03.040]  希望你做好一點
[00:05:03.040 --> 00:05:06.040]  但有些人可能說我對教會有承擔的
[00:05:06.040 --> 00:05:07.040]  我希望在教會裡面
[00:05:07.040 --> 00:05:10.040]  能夠一生做一個忠心的主教老師
[00:05:10.040 --> 00:05:12.040]  做一個好的青年團的導師
[00:05:12.040 --> 00:05:15.040]  或者做一個好的執事等等
[00:05:15.040 --> 00:05:17.040]  請你來定下
[00:05:17.040 --> 00:05:19.040]  你在上帝面前
[00:05:19.040 --> 00:05:21.040]  神啊你給我這個生命
[00:05:21.040 --> 00:05:23.040]  究竟要做成什麼呢?
[00:05:23.040 --> 00:05:24.040]  第二
[00:05:24.040 --> 00:05:26.040]  要具體
[00:05:26.040 --> 00:05:29.040]  千萬不要停留一些比較抽象的東西
[00:05:29.040 --> 00:05:31.040]  最好越具體越好
[00:05:31.040 --> 00:05:33.040]  如果說我想為主而活
[00:05:33.040 --> 00:05:34.040]  我非常好
[00:05:34.040 --> 00:05:36.040]  不過這個就籠統一點
[00:05:36.040 --> 00:05:37.040]  有沒有具體的
[00:05:37.040 --> 00:05:39.040]  怎麼為主而活呢?
[00:05:39.040 --> 00:05:41.040]  還有一個很實在的問題
[00:05:41.040 --> 00:05:42.040]  就是時間表
[00:05:42.040 --> 00:05:44.040]  這裡我用時間講一下
[00:05:44.040 --> 00:05:48.040]  我有一段時間就很喜歡教神學生
[00:05:48.040 --> 00:05:49.040]  怎麼寫時間表
[00:05:49.040 --> 00:05:51.040]  我發覺他們沒有這個觀念
[00:05:51.040 --> 00:05:53.040]  為什麼我可以教他們寫時間表呢?
[00:05:53.040 --> 00:05:56.040]  因為我實在失敗太多了
[00:05:56.040 --> 00:05:58.040]  我以前在年輕的時候寫時間表
[00:05:58.040 --> 00:06:02.040]  差不多寫的和實際是兩回事
[00:06:02.040 --> 00:06:03.040]  寫就這樣寫
[00:06:03.040 --> 00:06:04.040]  但實際是做不到的
[00:06:04.040 --> 00:06:06.040]  後來錯得多之後
[00:06:06.040 --> 00:06:07.040]  我又開始得了
[00:06:07.040 --> 00:06:09.040]  有些人就像我這樣
[00:06:09.040 --> 00:06:11.040]  定了時間表做不到
[00:06:11.040 --> 00:06:12.040]  就索性不寫時間表
[00:06:12.040 --> 00:06:13.040]  更糟
[00:06:13.040 --> 00:06:15.040]  沒有時間表更糟
[00:06:15.040 --> 00:06:18.040]  大家有沒有寫時間表習慣呢?
[00:06:18.040 --> 00:06:22.040]  這裡有多少人在讀書呢?
[00:06:22.040 --> 00:06:24.040]  即是全職在讀書
[00:06:24.040 --> 00:06:25.040]  在學的
[00:06:25.040 --> 00:06:30.040]  你們有沒有寫時間表習慣呢?
[00:06:30.040 --> 00:06:34.040]  我以前寫時間表就是
[00:06:34.040 --> 00:06:35.040]  我寫到就是說
[00:06:35.040 --> 00:06:37.040]  幾點起床
[00:06:37.040 --> 00:06:39.040]  梳洗
[00:06:39.040 --> 00:06:42.040]  幾點做什麼功課
[00:06:42.040 --> 00:06:44.040]  晚上幾點睡覺
[00:06:44.040 --> 00:06:47.040]  我發覺這樣定
[00:06:47.040 --> 00:06:49.040]  我不知道其他人是否這樣
[00:06:49.040 --> 00:06:50.040]  可能有些人可以的
[00:06:50.040 --> 00:06:51.040]  但我不可以的
[00:06:51.040 --> 00:06:52.040]  不可以
[00:06:52.040 --> 00:06:53.040]  不單止那天不行
[00:06:53.040 --> 00:06:54.040]  而且因為我做了
[00:06:54.040 --> 00:06:55.040]  我這一天不行
[00:06:55.040 --> 00:06:56.040]  第二天不行
[00:06:56.040 --> 00:06:57.040]  累積了這麼多事情不做
[00:06:57.040 --> 00:06:59.040]  所以索性就不寫了
[00:06:59.040 --> 00:07:01.040]  因為知道一路堆起來
[00:07:01.040 --> 00:07:03.040]  到最後只有開夜車
[00:07:03.040 --> 00:07:05.040]  或者很麻煩完成那些事情
[00:07:05.040 --> 00:07:07.040]  這個就是我所說的
[00:07:07.040 --> 00:07:10.040]  是沒有效率地完成上帝給你的托付
[00:07:10.040 --> 00:07:13.040]  所以我慢慢學會了
[00:07:13.040 --> 00:07:15.040]  我現在這樣定時間表
[00:07:15.040 --> 00:07:17.040]  我就用一個block
[00:07:17.040 --> 00:07:19.040]  比如上午
[00:07:19.040 --> 00:07:20.040]  下午
[00:07:20.040 --> 00:07:21.040]  晚上
[00:07:21.040 --> 00:07:23.040]  然後我寫時間表之前
[00:07:23.040 --> 00:07:24.040]  我先定下
[00:07:24.040 --> 00:07:25.040]  比如我一個星期寫時間表
[00:07:25.040 --> 00:07:28.040]  我先定下那個星期我想完成什麼
[00:07:28.040 --> 00:07:31.040]  比如我在這個時間表
[00:07:31.040 --> 00:07:33.040]  我旁邊寫下我想完成的
[00:07:33.040 --> 00:07:35.040]  可能是20件事
[00:07:35.040 --> 00:07:38.040]  然後我就定下
[00:07:38.040 --> 00:07:39.040]  在這個block裡面
[00:07:39.040 --> 00:07:41.040]  能不能放這20件事
[00:07:41.040 --> 00:07:43.040]  不要定這麼特別
[00:07:43.040 --> 00:07:44.040]  半個小時
[00:07:44.040 --> 00:07:45.040]  你真的做不到
[00:07:45.040 --> 00:07:46.040]  你知道的
[00:07:46.040 --> 00:07:47.040]  你稍微松一松
[00:07:47.040 --> 00:07:49.040]  或者稍微和人聊一聊
[00:07:49.040 --> 00:07:50.040]  或者把電話丟過來
[00:07:50.040 --> 00:07:51.040]  那半個小時就沒有了
[00:07:51.040 --> 00:07:52.040]  然後你沒有心思去做
[00:07:52.040 --> 00:07:54.040]  所以你寫一個block
[00:07:54.040 --> 00:07:55.040]  一個長的時間
[00:07:55.040 --> 00:07:57.040]  兩個小時三個小時的block
[00:07:57.040 --> 00:07:59.040]  然後你將這些fit進去
[00:07:59.040 --> 00:08:02.040]  你記得一定要fit滿
[00:08:02.040 --> 00:08:04.040]  比如這20件事
[00:08:04.040 --> 00:08:07.040]  我記得我做完之後
[00:08:07.040 --> 00:08:10.040]  我還有大約兩三個block空的
[00:08:10.040 --> 00:08:11.040]  專門留空它
[00:08:11.040 --> 00:08:13.040]  為什麼專門留空它呢
[00:08:13.040 --> 00:08:15.040]  那些是我獎賞來的
[00:08:15.040 --> 00:08:17.040]  是我自己獎我自己的
[00:08:17.040 --> 00:08:18.040]  什麼意思呢
[00:08:18.040 --> 00:08:20.040]  如果我真的完成了
[00:08:20.040 --> 00:08:22.040]  那兩三個block怎麼樣呢
[00:08:22.040 --> 00:08:23.040]  那不需要點的
[00:08:23.040 --> 00:08:24.040]  你不用全部定下
[00:08:24.040 --> 00:08:25.040]  兩三個block
[00:08:25.040 --> 00:08:26.040]  到時你有時間
[00:08:26.040 --> 00:08:28.040]  你大把東西可以做
[00:08:28.040 --> 00:08:32.040]  你可以上下網
[00:08:32.040 --> 00:08:34.040]  馬上就沒有了
[00:08:34.040 --> 00:08:37.040]  或者你可以去休息一下
[00:08:37.040 --> 00:08:40.040]  或者你可以去吃個tea
[00:08:40.040 --> 00:08:42.040]  你可以獎你自己
[00:08:42.040 --> 00:08:43.040]  真的厲害了
[00:08:43.040 --> 00:08:44.040]  這個星期完成了
[00:08:44.040 --> 00:08:46.040]  就是這樣的方法
[00:08:46.040 --> 00:08:48.040]  每個星期清掉它
[00:08:48.040 --> 00:08:51.040]  我發覺這樣有效率很多
[00:08:51.040 --> 00:08:52.040]  就是東西不會漏
[00:08:52.040 --> 00:08:55.040]  並且是有獎勵的
[00:08:55.040 --> 00:08:57.040]  還有很多時候
[00:08:57.040 --> 00:08:58.040]  我會打叉寸度
[00:08:58.040 --> 00:08:59.040]  你打都知道
[00:08:59.040 --> 00:09:00.040]  突然間有個桑
[00:09:00.040 --> 00:09:01.040]  桑禮是沒有預備的
[00:09:01.040 --> 00:09:02.040]  我沒有預備你死
[00:09:02.040 --> 00:09:03.040]  你死了
[00:09:03.040 --> 00:09:04.040]  你不可以這樣說
[00:09:04.040 --> 00:09:07.040]  死都來就死了
[00:09:07.040 --> 00:09:10.040]  這次你要講道
[00:09:10.040 --> 00:09:13.040]  一去就可能負責桑禮的編排
[00:09:13.040 --> 00:09:14.040]  幫手
[00:09:14.040 --> 00:09:15.040]  你去了一整天
[00:09:15.040 --> 00:09:16.040]  甚至兩天
[00:09:16.040 --> 00:09:17.040]  那你怎麼辦呢
[00:09:17.040 --> 00:09:19.040]  但如果空洞的時間
[00:09:19.040 --> 00:09:20.040]  我都填回去了
[00:09:20.040 --> 00:09:21.040]  尤其是那樣東西
[00:09:21.040 --> 00:09:23.040]  我本來想著兩三個block做完
[00:09:23.040 --> 00:09:24.040]  做不完
[00:09:24.040 --> 00:09:28.040]  我就可以用空間裡面
[00:09:28.040 --> 00:09:30.040]  補回我重要的地方
[00:09:30.040 --> 00:09:31.040]  所以我每個星期
[00:09:31.040 --> 00:09:32.040]  我achieve到
[00:09:32.040 --> 00:09:33.040]  我完成了
[00:09:33.040 --> 00:09:34.040]  我就用顏色筆
[00:09:34.040 --> 00:09:35.040]  做了
[00:09:35.040 --> 00:09:36.040]  我很開心
[00:09:36.040 --> 00:09:37.040]  又一樣做了
[00:09:37.040 --> 00:09:39.040]  我就很有滿足感
[00:09:39.040 --> 00:09:41.040]  這個是
[00:09:41.040 --> 00:09:43.040]  我用時間表的時候是這樣做的
[00:09:43.040 --> 00:09:44.040]  坦白說
[00:09:44.040 --> 00:09:46.040]  現在我越來越難做時間表
[00:09:46.040 --> 00:09:48.040]  可能有點習慣了
[00:09:48.040 --> 00:09:49.040]  但最初的時候
[00:09:49.040 --> 00:09:50.040]  我覺得這樣做
[00:09:50.040 --> 00:09:51.040]  是對我有幫助
[00:09:51.040 --> 00:09:53.040]  我讀書的時候有沒有幫助
[00:09:53.040 --> 00:09:58.040]  我說一下在外國讀書的時候
[00:09:58.040 --> 00:10:00.040]  我用這個時間表
[00:10:00.040 --> 00:10:02.040]  是對我怎麼幫助
[00:10:02.040 --> 00:10:11.040]  我在1987年
[00:10:11.040 --> 00:10:13.040]  有些人還沒出生
[00:10:13.040 --> 00:10:16.040]  87年我就去美國讀書
[00:10:16.040 --> 00:10:18.040]  我那時候是很差
[00:10:18.040 --> 00:10:19.040]  其實我讀書是很差的
[00:10:19.040 --> 00:10:21.040]  有些人不相信我
[00:10:21.040 --> 00:10:22.040]  說我讀書是很差的
[00:10:22.040 --> 00:10:23.040]  我英文又差
[00:10:23.040 --> 00:10:25.040]  讀書能力又一般
[00:10:25.040 --> 00:10:27.040]  我是普普通通的
[00:10:27.040 --> 00:10:29.040]  種種種的學生
[00:10:29.040 --> 00:10:31.040]  所以去到那裡我就很努力了
[00:10:31.040 --> 00:10:32.040]  因為我過去的時候
[00:10:32.040 --> 00:10:33.040]  我是probation
[00:10:33.040 --> 00:10:34.040]  我是試讀生
[00:10:34.040 --> 00:10:36.040]  因為我考科課考得一般般
[00:10:36.040 --> 00:10:39.040]  所以我去到那裡就要試讀生
[00:10:39.040 --> 00:10:40.040]  試讀生
[00:10:40.040 --> 00:10:41.040]  第一個學期
[00:10:41.040 --> 00:10:42.040]  如果你低於B
[00:10:42.040 --> 00:10:44.040]  就給你一個warning
[00:10:44.040 --> 00:10:45.040]  第二個學期
[00:10:45.040 --> 00:10:46.040]  都低於B
[00:10:46.040 --> 00:10:48.040]  就請你回家
[00:10:48.040 --> 00:10:50.040]  所以很大壓力
[00:10:50.040 --> 00:10:52.040]  而我過去讀書的時候
[00:10:52.040 --> 00:10:53.040]  我已經決定了
[00:10:53.040 --> 00:10:55.040]  準備過去的時候
[00:10:55.040 --> 00:10:57.040]  就發現我太太有新記
[00:10:57.040 --> 00:10:59.040]  我剛剛新婚大約一年
[00:10:59.040 --> 00:11:00.040]  有新記
[00:11:00.040 --> 00:11:03.040]  所以她又作小產
[00:11:03.040 --> 00:11:05.040]  所以她又要跟我一起去
[00:11:05.040 --> 00:11:06.040]  然後我臥床
[00:11:06.040 --> 00:11:07.040]  我還要做家務
[00:11:07.040 --> 00:11:08.040]  要照顧她
[00:11:08.040 --> 00:11:09.040]  因為醫生說
[00:11:09.040 --> 00:11:11.040]  除了吃飯去洗手間之外
[00:11:11.040 --> 00:11:13.040]  我們全部要臥床
[00:11:13.040 --> 00:11:15.040]  所以我兩個人都要煮飯
[00:11:15.040 --> 00:11:16.040]  都要生活
[00:11:16.040 --> 00:11:17.040]  我做完了
[00:11:17.040 --> 00:11:19.040]  因為這樣的緣故
[00:11:19.040 --> 00:11:21.040]  所以我覺得我的時間很緊張
[00:11:21.040 --> 00:11:22.040]  我又要讀書
[00:11:22.040 --> 00:11:23.040]  英文又不好
[00:11:23.040 --> 00:11:25.040]  又不知道醫生說什麼
[00:11:25.040 --> 00:11:26.040]  有個老師
[00:11:26.040 --> 00:11:27.040]  我最怕上他課
[00:11:27.040 --> 00:11:28.040]  因為他說話很喜歡說笑
[00:11:28.040 --> 00:11:30.040]  你知道一說笑就更難聽
[00:11:30.040 --> 00:11:32.040]  但那些原來是考試內容
[00:11:32.040 --> 00:11:34.040]  你死不死得
[00:11:34.040 --> 00:11:39.040]  有個老師就很怪
[00:11:39.040 --> 00:11:41.040]  我真的覺得他很怪
[00:11:41.040 --> 00:11:43.040]  我的判斷也是對的
[00:11:43.040 --> 00:11:45.040]  因為後來他被人炒了
[00:11:46.040 --> 00:11:49.040]  他穿件很
[00:11:49.040 --> 00:11:51.040]  他都六七十歲
[00:11:51.040 --> 00:11:53.040]  穿件很鮮色的T恤
[00:11:53.040 --> 00:11:56.040]  戴一個好像很粗的鍊子
[00:11:56.040 --> 00:11:58.040]  有個十字架掛在那裡
[00:11:58.040 --> 00:12:00.040]  上課又不喜歡
[00:12:00.040 --> 00:12:01.040]  他很可愛
[00:12:01.040 --> 00:12:04.040]  他又不喜歡派示卷
[00:12:04.040 --> 00:12:06.040]  他不能還
[00:12:06.040 --> 00:12:08.040]  他又不喜歡寫白板
[00:12:08.040 --> 00:12:10.040]  白板的味道很難聞
[00:12:10.040 --> 00:12:11.040]  所以不寫
[00:12:11.040 --> 00:12:13.040]  他以前寫粉筆
[00:12:13.040 --> 00:12:15.040]  他又不喜歡寫
[00:12:15.040 --> 00:12:18.040]  所以他上課喜歡說笑
[00:12:18.040 --> 00:12:20.040]  一課五十分鐘
[00:12:20.040 --> 00:12:24.040]  他基本上前面三四十分鐘都說笑
[00:12:24.040 --> 00:12:27.040]  最後十分鐘就很精彩
[00:12:27.040 --> 00:12:29.040]  但我聽不明白他說什麼
[00:12:29.040 --> 00:12:32.040]  然後他有本書他自己寫
[00:12:32.040 --> 00:12:35.040]  本書每一句好像保羅書信
[00:12:35.040 --> 00:12:37.040]  每一句都差不多半版紙那麼長
[00:12:37.040 --> 00:12:39.040]  不要說我們外國人看不明白
[00:12:39.040 --> 00:12:41.040]  美國人都看不明白他寫什麼
[00:12:41.040 --> 00:12:43.040]  美國人就問他
[00:12:43.040 --> 00:12:44.040]  我不知道你說什麼
[00:12:44.040 --> 00:12:45.040]  你解釋一下
[00:12:45.040 --> 00:12:46.040]  那個先生說
[00:12:46.040 --> 00:12:48.040]  你crystal clear
[00:12:48.040 --> 00:12:50.040]  那麼清晰你都不知道
[00:12:50.040 --> 00:12:53.040]  所以不能說
[00:12:53.040 --> 00:12:56.040]  然後考試更慘
[00:12:56.040 --> 00:12:58.040]  他又不喜歡印示卷
[00:12:58.040 --> 00:12:59.040]  又不喜歡寫白板
[00:12:59.040 --> 00:13:00.040]  那怎麼辦呢
[00:13:00.040 --> 00:13:02.040]  他讀給你聽
[00:13:02.040 --> 00:13:04.040]  哇!真是很大件事
[00:13:04.040 --> 00:13:06.040]  你讀給我聽我聽不到
[00:13:06.040 --> 00:13:08.040]  我連題目都不知道怎麼回答
[00:13:08.040 --> 00:13:10.040]  就這麼讀
[00:13:10.040 --> 00:13:14.040]  我這科一定不行
[00:13:14.040 --> 00:13:18.040]  很感恩上帝有恩典
[00:13:18.040 --> 00:13:20.040]  我旁邊坐了一個白人
[00:13:20.040 --> 00:13:21.040]  一個西人在那裡
[00:13:21.040 --> 00:13:23.040]  當時是1987年的時代
[00:13:23.040 --> 00:13:26.040]  所以電腦都不是很普遍
[00:13:26.040 --> 00:13:29.040]  他見我坐在旁邊
[00:13:29.040 --> 00:13:31.040]  那班人一百人上課
[00:13:31.040 --> 00:13:33.040]  他見我坐在旁邊上課
[00:13:33.040 --> 00:13:35.040]  一張白紙
[00:13:35.040 --> 00:13:37.040]  我不知道他怎麼寫
[00:13:37.040 --> 00:13:38.040]  沒有寫東西
[00:13:38.040 --> 00:13:40.040]  所以他很憐憫我
[00:13:40.040 --> 00:13:41.040]  他跟我說
[00:13:41.040 --> 00:13:42.040]  他說
[00:13:42.040 --> 00:13:44.040]  為什麼你沒有寫筆記
[00:13:44.040 --> 00:13:46.040]  我不知道他怎麼寫
[00:13:46.040 --> 00:13:48.040]  然後他說
[00:13:48.040 --> 00:13:49.040]  不如我幫你
[00:13:49.040 --> 00:13:50.040]  我怎麼幫
[00:13:50.040 --> 00:13:52.040]  他說我每次上課
[00:13:52.040 --> 00:13:55.040]  我都會把他打在電腦上
[00:13:55.040 --> 00:13:57.040]  我印一份給你
[00:13:57.040 --> 00:14:00.040]  哇!然後救了我的命
[00:14:00.040 --> 00:14:01.040]  我就拿回去讀
[00:14:01.040 --> 00:14:02.040]  讀他那份筆記
[00:14:02.040 --> 00:14:03.040]  結果呢
[00:14:03.040 --> 00:14:05.040]  我成績比他好
[00:14:05.040 --> 00:14:12.040]  我不是想他好
[00:14:12.040 --> 00:14:14.040]  只是神的恩典
[00:14:14.040 --> 00:14:15.040]  在這種情況下
[00:14:15.040 --> 00:14:16.040]  我更加緊張
[00:14:16.040 --> 00:14:17.040]  因為聽不明白
[00:14:17.040 --> 00:14:18.040]  所以很緊張
[00:14:18.040 --> 00:14:19.040]  安排時間
[00:14:19.040 --> 00:14:21.040]  我講一下我的成績
[00:14:21.040 --> 00:14:22.040]  安排一些參考
[00:14:22.040 --> 00:14:23.040]  坦白說
[00:14:23.040 --> 00:14:24.040]  我現在做不到
[00:14:24.040 --> 00:14:26.040]  當時沒有弟弟
[00:14:26.040 --> 00:14:27.040]  我們兩個人
[00:14:27.040 --> 00:14:28.040]  雖然很忙碌
[00:14:28.040 --> 00:14:29.040]  但是呢
[00:14:29.040 --> 00:14:31.040]  我大約讀十五六個學分
[00:14:31.040 --> 00:14:32.040]  一個學期
[00:14:32.040 --> 00:14:34.040]  有十五六個小時上課之外
[00:14:34.040 --> 00:14:38.040]  我定了每一天
[00:14:38.040 --> 00:14:40.040]  星期一到星期五
[00:14:40.040 --> 00:14:42.040]  要讀十個小時的書
[00:14:42.040 --> 00:14:44.040]  除了上課
[00:14:44.040 --> 00:14:45.040]  原來是可以的
[00:14:45.040 --> 00:14:46.040]  然後星期六
[00:14:46.040 --> 00:14:48.040]  我不讀書的
[00:14:48.040 --> 00:14:49.040]  星期六
[00:14:49.040 --> 00:14:51.040]  我盡情地在教會生活
[00:14:51.040 --> 00:14:52.040]  和我太太相處
[00:14:52.040 --> 00:14:54.040]  我煮一餐好飯給她吃
[00:14:54.040 --> 00:14:56.040]  到星期日黃昏
[00:14:56.040 --> 00:14:57.040]  大約六七點
[00:14:57.040 --> 00:14:58.040]  吃完飯之後
[00:14:58.040 --> 00:15:00.040]  我開始進入讀書狀態
[00:15:00.040 --> 00:15:01.040]  又很緊張
[00:15:01.040 --> 00:15:02.040]  星期一到五
[00:15:02.040 --> 00:15:03.040]  她沒有找我
[00:15:03.040 --> 00:15:04.040]  我開始讀書
[00:15:04.040 --> 00:15:06.040]  然後星期六
[00:15:06.040 --> 00:15:08.040]  我就不理課本
[00:15:08.040 --> 00:15:09.040]  我就去教會
[00:15:09.040 --> 00:15:11.040]  很專心地去教會侍奉
