
[00:00:00.000 --> 00:00:03.880]  我還有一對朋友一起來講的
[00:04:07.500 --> 00:04:12.100]  但是有些人還沒有死就好像死了一樣
[00:04:12.100 --> 00:04:12.860]  是不是?
[00:04:12.860 --> 00:04:15.260]  就是說我死了就死了
[00:04:15.260 --> 00:04:18.300]  意思就是做人沒有目標
[00:04:18.300 --> 00:04:21.020]  也都沒有什麼動力 還沒有死的
[00:04:21.020 --> 00:04:24.620]  但是好像什麼都不能動的樣子
[00:04:24.620 --> 00:04:30.140]  有時候你說病、沒有病、死、沒有死
[00:04:30.140 --> 00:04:31.900]  有時候是相反的
[00:04:31.900 --> 00:04:35.340]  當我們沒有了我們的生命的來源、信仰
[00:04:35.340 --> 00:04:37.580]  耶穌的時候
[00:04:37.580 --> 00:04:39.460]  好像是病、好像死一樣
[00:04:39.460 --> 00:04:42.340]  其實好像還沒有死就沒有病 是不是?
[00:04:42.340 --> 00:04:44.220]  所以付出是什麼呢?
[00:04:44.220 --> 00:04:46.740]  都要靠我們去重新想一下
[00:04:46.740 --> 00:04:50.780]  其實我們內心裡面裝了些什麼在裡面呢?
[00:04:50.780 --> 00:04:53.660]  我做了功課 星期四晚上
[00:04:53.660 --> 00:04:57.580]  我就訪問了一些我的拍檔
[00:04:57.580 --> 00:04:59.460]  以前我在亞視
[00:04:59.460 --> 00:05:00.980]  其實我不是做財經節目的
[00:05:00.980 --> 00:05:02.340]  就是《曾晨夏午茶》
[00:05:02.340 --> 00:05:04.900]  我幫曾志英 我就說親子
[00:05:04.900 --> 00:05:07.020]  就是2點10分輪到我
[00:05:07.020 --> 00:05:08.540]  我有一個曾志英
[00:05:08.540 --> 00:05:10.380]  我問他說 你幫我補一集
[00:05:10.380 --> 00:05:12.700]  我快要來這裡第一城鎮信會
[00:05:12.700 --> 00:05:16.140]  講一些什麼金融海嘯活著富中的題目
[00:05:16.140 --> 00:05:17.980]  你什麼題材給我?
[00:05:17.980 --> 00:05:19.180]  曾志英就跟我說
[00:05:19.180 --> 00:05:24.460]  他說 姨先生 我不是小看你
[00:05:24.460 --> 00:05:28.620]  你不算有錢 我說當然啦
[00:05:28.620 --> 00:05:30.780]  他們知道什麼叫有錢
[00:05:30.780 --> 00:05:34.820]  那些買的那些accumulator的人叫有錢
[00:05:34.820 --> 00:05:37.540]  accumulator 講準一點發音
[00:05:37.540 --> 00:05:40.820]  不是accumulator 差不多是這個意思
[00:05:40.820 --> 00:05:43.260]  accumulator那些
[00:05:43.260 --> 00:05:46.740]  他知道起碼多少錢才能買的
[00:05:46.740 --> 00:05:47.860]  我說 我真的不知道
[00:05:47.860 --> 00:05:50.300]  你的財經專家告訴我
[00:05:50.300 --> 00:05:53.780]  他說800萬
[00:05:53.780 --> 00:05:56.020]  他說沒有800萬不算是買的
[00:05:56.020 --> 00:05:57.300]  我說 那我沒有了
[00:05:57.300 --> 00:05:58.380]  他說 不是的
[00:05:58.380 --> 00:06:00.980]  你知道香港很多人有的
[00:06:00.980 --> 00:06:03.940]  很多800萬的倍數
[00:06:03.940 --> 00:06:06.620]  他們輸得很慘
[00:06:06.620 --> 00:06:08.500]  所以其實他說
[00:06:08.500 --> 00:06:10.380]  我們都做訓練機構的
[00:06:10.380 --> 00:06:11.820]  你們的生意沒有什麼影響的
[00:06:11.820 --> 00:06:15.860]  因為真的沒有了很多錢的人
[00:06:15.860 --> 00:06:17.900]  就不是我們普通的人
[00:06:17.900 --> 00:06:20.340]  是那些有幾千萬的人
[00:06:20.340 --> 00:06:22.460]  或者有2000萬以上的人真的沒有錢
[00:06:22.460 --> 00:06:25.420]  不過
[00:06:25.420 --> 00:06:29.740]  就快這個故事就繼續講下去了
[00:06:29.740 --> 00:06:33.500]  就是那些沒有了幾千萬或者以上的人
[00:06:33.500 --> 00:06:35.660]  他們在做生意的
[00:06:35.660 --> 00:06:39.220]  他們因為這個世界經濟的問題
[00:06:39.220 --> 00:06:42.020]  開始要萎縮他們在做的事情
[00:06:42.020 --> 00:06:45.100]  所以很多人就遇害了
[00:06:45.100 --> 00:06:47.260]  就是裁員了
[00:06:47.260 --> 00:06:50.500]  就是很多人再也沒辦法容納
[00:06:50.500 --> 00:06:52.860]  繼續照顧很多僱員了
[00:06:52.860 --> 00:06:55.460]  那個就是真正香港人
[00:06:55.460 --> 00:06:57.820]  現在09年接著要面對的事情
[00:06:57.820 --> 00:07:01.380]  就是很多人可能會失業
[00:07:01.380 --> 00:07:03.500]  我們怕的是可能的事情
[00:07:03.500 --> 00:07:07.820]  但是真的好像還沒有被影響
[00:07:07.820 --> 00:07:10.580]  就快要受影響的那個感覺
[00:07:10.580 --> 00:07:13.660]  那個感覺其實也不一定是真的
[00:07:13.660 --> 00:07:16.020]  但是如果你想你是怕的話
[00:07:16.020 --> 00:07:19.020]  你會怕到現在都在發抖
[00:07:19.020 --> 00:07:21.220]  就是如果你怕老公失業
[00:07:21.220 --> 00:07:24.220]  或者怕家裡經濟不好
[00:07:24.220 --> 00:07:26.500]  所以我們一定要學一下什麼呢?
[00:07:26.500 --> 00:07:28.580]  就是在一些這樣的消息
[00:07:28.580 --> 00:07:31.500]  不是太好的時候 這個時代
[00:07:31.500 --> 00:07:33.620]  怎麼讓周圍的人看到
[00:07:33.620 --> 00:07:37.180]  我們有一種力量幫我們去生活的
[00:07:37.180 --> 00:07:39.380]  甚至我們仍然認自己
[00:07:39.380 --> 00:07:41.700]  心裡面是很豐富的
[00:07:41.700 --> 00:07:45.060]  豐富不是抽象的東西 是事實的東西
[00:07:45.060 --> 00:07:49.220]  後來曾先生臨走我們聊完天
[00:07:49.220 --> 00:07:50.660]  他又跟我說
[00:07:50.660 --> 00:07:57.300]  他說我們基督徒應該有一個在這個時代
[00:07:57.300 --> 00:08:01.580]  更加明亮的讓人看到我們的不同在哪裡
[00:08:01.580 --> 00:08:03.940]  不同就是我們活著
[00:08:03.940 --> 00:08:07.860]  裡面有很多根據、很多附屬的條件
[00:08:07.860 --> 00:08:10.460]  我不知道今天你坐在這裡覺得
[00:08:10.460 --> 00:08:11.700]  自己的情況怎麼樣
[00:08:11.700 --> 00:08:13.940]  不如我玩一個測驗好不好?
[00:08:13.940 --> 00:08:17.820]  我以前在理工大學
[00:08:17.820 --> 00:08:20.220]  經常設計一些這樣的測試
[00:08:20.220 --> 00:08:21.580]  看看你怎麼樣
[00:08:21.580 --> 00:08:25.940]  我測你四樣東西好不好?
[00:08:25.940 --> 00:08:30.500]  大家認不認現在是下半生呢?
[00:08:30.500 --> 00:08:32.580]  不認的 當然是 很年輕
[00:08:32.580 --> 00:08:35.220]  但是如果你暫時先認
[00:08:35.220 --> 00:08:36.420]  你雖然25歲而已
[00:08:36.420 --> 00:08:41.060]  但是你當現在是過了一半
[00:08:41.060 --> 00:08:43.300]  如果你過了一半
[00:08:43.300 --> 00:08:47.500]  你猜你下一半最弱的那樣東西
[00:08:47.500 --> 00:08:49.620]  給你四樣選擇
[00:08:49.620 --> 00:08:51.020]  你寧願哪樣呢?
[00:08:51.020 --> 00:08:53.820]  第一樣就是體弱多病
[00:08:53.820 --> 00:08:55.220]  喜不喜歡?
[00:08:55.220 --> 00:08:57.140]  不喜歡 不想
[00:08:57.140 --> 00:08:58.900]  隨便一定要選一樣
[00:08:58.900 --> 00:09:01.060]  很茅的
[00:09:01.060 --> 00:09:02.620]  第二樣就是窮困
[00:09:02.620 --> 00:09:04.140]  喜不喜歡?
[00:09:04.140 --> 00:09:05.700]  窮困
[00:09:05.700 --> 00:09:06.340]  好了
[00:09:06.340 --> 00:09:07.900]  第三樣就是癡呆
[00:09:07.900 --> 00:09:08.860]  喜不喜歡?
[00:09:08.860 --> 00:09:10.900]  不想 又不喜歡
[00:09:10.900 --> 00:09:12.020]  第四樣
[00:09:12.020 --> 00:09:14.740]  孤單喜不喜歡?
[00:09:14.740 --> 00:09:15.740]  逼著選一樣
[00:09:15.740 --> 00:09:17.220]  你選哪樣呢?
[00:09:17.220 --> 00:09:19.740]  癡呆
[00:09:19.740 --> 00:09:21.740]  癡呆
[00:09:21.740 --> 00:09:23.740]  哈哈
[00:09:23.740 --> 00:09:25.740]  哈哈
[00:09:25.740 --> 00:09:28.740]  選癡呆
[00:09:28.740 --> 00:09:30.740]  哈哈
[00:09:30.740 --> 00:09:31.740]  想清楚
[00:09:31.740 --> 00:09:32.740]  不要旁邊那個逼你癡呆
[00:09:32.740 --> 00:09:33.740]  你就癡呆
[00:09:33.740 --> 00:09:34.740]  真的
[00:09:34.740 --> 00:09:35.740]  多謝你
[00:09:35.740 --> 00:09:36.740]  哈哈
[00:09:36.740 --> 00:09:37.740]  再說一次
[00:09:37.740 --> 00:09:38.740]  再說一次
[00:09:38.740 --> 00:09:39.740]  四樣
[00:09:39.740 --> 00:09:41.740]  體弱多病
[00:09:41.740 --> 00:09:43.740]  窮困
[00:09:43.740 --> 00:09:45.740]  癡呆
[00:09:45.740 --> 00:09:46.740]  孤單
[00:09:46.740 --> 00:09:48.740]  這四樣
[00:09:48.740 --> 00:09:50.740]  如果一定要你選一樣
[00:09:50.740 --> 00:09:52.740]  你選哪樣呢?
[00:09:52.740 --> 00:09:55.740]  有多少人選體弱多病呢?
[00:09:55.740 --> 00:09:57.740]  個個都不肯
[00:09:57.740 --> 00:09:58.740]  沒有
[00:09:58.740 --> 00:09:59.740]  一個都沒有
[00:09:59.740 --> 00:10:01.740]  窮困呢?
[00:10:01.740 --> 00:10:02.740]  很多人選
[00:10:02.740 --> 00:10:03.740]  窮困
[00:10:03.740 --> 00:10:04.740]  很多人選
[00:10:04.740 --> 00:10:05.740]  好
[00:10:05.740 --> 00:10:06.740]  癡呆呢?
[00:10:06.740 --> 00:10:09.740]  癡呆和窮困兩邊對立
[00:10:09.740 --> 00:10:11.740]  很刺激
[00:10:11.740 --> 00:10:13.740]  孤單呢?
[00:10:13.740 --> 00:10:15.740]  都有幾位
[00:10:15.740 --> 00:10:17.740]  有幾位孤單
[00:10:17.740 --> 00:10:18.740]  只有幾位
[00:10:18.740 --> 00:10:20.740]  不是很多
[00:10:20.740 --> 00:10:23.740]  似乎真相是什麼呢?
[00:10:23.740 --> 00:10:26.740]  就是個個都不肯體弱多病
[00:10:26.740 --> 00:10:27.740]  個個都不肯
[00:10:27.740 --> 00:10:30.740]  所以最多都孤單
[00:10:30.740 --> 00:10:32.740]  孤單只有幾位
[00:10:32.740 --> 00:10:34.740]  其他呢?
[00:10:34.740 --> 00:10:36.740]  窮困
[00:10:36.740 --> 00:10:37.740]  癡呆
[00:10:37.740 --> 00:10:39.740]  當然希望四樣都好
[00:10:39.740 --> 00:10:42.740]  你說余三美惡作劇
[00:10:42.740 --> 00:10:44.740]  這個有根據的
[00:10:44.740 --> 00:10:46.740]  如果你讀心理
[00:10:46.740 --> 00:10:48.740]  精神病學
[00:10:48.740 --> 00:10:50.740]  人抵抗
[00:10:50.740 --> 00:10:54.740]  抵抗任何環境的逆境
[00:10:54.740 --> 00:10:57.740]  只有四個逆境
[00:10:57.740 --> 00:11:00.740]  第一個逆境就是體質
[00:11:00.740 --> 00:11:03.740]  突然間一路差
[00:11:03.740 --> 00:11:06.740]  如果用性質慢慢扭壞
[00:11:06.740 --> 00:11:08.740]  一路差
[00:11:08.740 --> 00:11:11.740]  第二可能就是
[00:11:11.740 --> 00:11:15.740]  你的錢出現了很大危機
[00:11:15.740 --> 00:11:19.740]  好就是很夠錢解決問題
[00:11:19.740 --> 00:11:21.740]  不好就是完全沒能力
[00:11:21.740 --> 00:11:23.740]  在錢上解決問題
[00:11:23.740 --> 00:11:25.740]  第三就是你的智慧
[00:11:25.740 --> 00:11:27.740]  智能是很差
[00:11:27.740 --> 00:11:31.740]  第四就是你周圍的親友
[00:11:31.740 --> 00:11:35.740]  好朋友都陸續離開你
[00:11:35.740 --> 00:11:39.740]  人最強的日子
[00:11:39.740 --> 00:11:41.740]  我想你們都可能經歷過
[00:11:41.740 --> 00:11:44.740]  應該很大機會就是年青易壯
[00:11:44.740 --> 00:11:46.740]  人都試過
[00:11:46.740 --> 00:11:48.740]  起碼試過一天
[00:11:48.740 --> 00:11:50.740]  年青易壯
[00:11:50.740 --> 00:11:52.740]  有些人很厲害
[00:11:52.740 --> 00:11:54.740]  跑馬拉松
[00:11:54.740 --> 00:11:56.740]  年青易壯
[00:11:56.740 --> 00:11:58.740]  人都十幾歲的時候
[00:11:58.740 --> 00:12:00.740]  起碼都動兩天
[00:12:00.740 --> 00:12:02.740]  最多扮孩子
[00:12:02.740 --> 00:12:04.740]  第二就是夠錢花
[00:12:04.740 --> 00:12:06.740]  年輕就夠錢花
[00:12:06.740 --> 00:12:08.740]  你不要繼續問爸爸
[00:12:08.740 --> 00:12:12.740]  當然那時候的錢也不是很多
[00:12:12.740 --> 00:12:14.740]  你又買了什麼
[00:12:14.740 --> 00:12:16.740]  十幾歲或者十歲
[00:12:16.740 --> 00:12:18.740]  有錢花又很開心
[00:12:18.740 --> 00:12:20.740]  智能呢
[00:12:20.740 --> 00:12:22.740]  又沒問題
[00:12:22.740 --> 00:12:24.740]  因為你不知道再高深是什麼
[00:12:24.740 --> 00:12:27.740]  你那麼小就得知天高地厚
[00:12:27.740 --> 00:12:29.740]  經常以為自己很聰明
[00:12:29.740 --> 00:12:31.740]  你肯定在三十個人面前
[00:12:31.740 --> 00:12:34.740]  所以機會都不是很差
[00:12:34.740 --> 00:12:36.740]  我很聰明
[00:12:36.740 --> 00:12:38.740]  朋友很多
[00:12:38.740 --> 00:12:40.740]  起碼那時候沒那麼大仇
[00:12:40.740 --> 00:12:42.740]  特別讀小學
[00:12:42.740 --> 00:12:44.740]  你想想年輕的時候
[00:12:44.740 --> 00:12:46.740]  真的很幸福
[00:12:46.740 --> 00:12:48.740]  你有個兒子
[00:12:48.740 --> 00:12:50.740]  如果是七歲八歲九歲
[00:12:50.740 --> 00:12:52.740]  真的很快樂
[00:12:52.740 --> 00:12:54.740]  他這四個條件很優厚
[00:12:54.740 --> 00:12:56.740]  他又沒什麼錢花
[00:12:56.740 --> 00:12:58.740]  他還以為那封利是二十塊就大了
[00:12:58.740 --> 00:13:00.740]  真的很快樂
[00:13:00.740 --> 00:13:02.740]  很快樂
[00:13:02.740 --> 00:13:04.740]  曾幾何時我們
[00:13:04.740 --> 00:13:06.740]  四個人都好像不夠
[00:13:06.740 --> 00:13:08.740]  體質
[00:13:08.740 --> 00:13:10.740]  我都不夠膽說
[00:13:10.740 --> 00:13:12.740]  我一定不會生病
[00:13:12.740 --> 00:13:14.740]  很困難
[00:13:14.740 --> 00:13:16.740]  錢呢
[00:13:16.740 --> 00:13:18.740]  現在夠
[00:13:18.740 --> 00:13:20.740]  但不知道將來夠不夠
[00:13:20.740 --> 00:13:22.740]  然後呢
[00:13:22.740 --> 00:13:24.740]  就想想
[00:13:24.740 --> 00:13:26.740]  越來越懵
[00:13:26.740 --> 00:13:28.740]  知道自己懵已經很聰明
[00:13:28.740 --> 00:13:30.740]  最慘是懵了都不知道
[00:13:30.740 --> 00:13:32.740]  通常懵的人都不知道自己是懵的
[00:13:32.740 --> 00:13:34.740]  懵的很謙虛
[00:13:34.740 --> 00:13:36.740]  很清醒
[00:13:36.740 --> 00:13:38.740]  最後呢
[00:13:38.740 --> 00:13:40.740]  好朋友真的不多
[00:13:40.740 --> 00:13:42.740]  我們很幸福
[00:13:42.740 --> 00:13:44.740]  今天坐這麼多人
[00:13:44.740 --> 00:13:46.740]  在教會找到一個大家庭
[00:13:46.740 --> 00:13:48.740]  但你出去沙田九龍看看
[00:13:48.740 --> 00:13:50.740]  有多少人
[00:13:50.740 --> 00:13:52.740]  有百多二百人
[00:13:52.740 --> 00:13:54.740]  是認識的是友善的
[00:13:54.740 --> 00:13:56.740]  你說香港人有多少個友
[00:13:56.740 --> 00:13:58.740]  真的很少
[00:13:58.740 --> 00:14:00.740]  這個已經是第一個附足證據
[00:14:00.740 --> 00:14:02.740]  耶穌給了我們一個教會
[00:14:02.740 --> 00:14:04.740]  一個大家庭
[00:14:04.740 --> 00:14:06.740]  你不是說孤單嗎
[00:14:06.740 --> 00:14:08.740]  有很多人陪你一起
[00:14:08.740 --> 00:14:10.740]  第二個問題就是
[00:14:10.740 --> 00:14:12.740]  你說我們的智慧不是高
[00:14:12.740 --> 00:14:14.740]  但我們認識智慧最高的那個
[00:14:14.740 --> 00:14:16.740]  我們敬畏而懷智慧海端
[00:14:16.740 --> 00:14:18.740]  我們知道
[00:14:18.740 --> 00:14:20.740]  識智慧是什麼
[00:14:20.740 --> 00:14:22.740]  還有呢
[00:14:22.740 --> 00:14:24.740]  我們不夠錢用
[00:14:24.740 --> 00:14:26.740]  但問題是真的要這麼多錢嗎
[00:14:26.740 --> 00:14:28.740]  你反而不是
[00:14:28.740 --> 00:14:30.740]  真的不是
[00:14:30.740 --> 00:14:32.740]  如果上帝保守你
[00:14:32.740 --> 00:14:34.740]  你有限的錢
[00:14:34.740 --> 00:14:36.740]  都仍然可以做的
[00:14:36.740 --> 00:14:38.740]  你信不信
[00:14:38.740 --> 00:14:40.740]  最後你說體質
[00:14:40.740 --> 00:14:42.740]  體質越來越老
[00:14:42.740 --> 00:14:44.740]  越來越差
[00:14:44.740 --> 00:14:46.740]  是正常的
[00:14:46.740 --> 00:14:48.740]  那又如何呢
[00:14:48.740 --> 00:14:50.740]  因為我們仰望的
[00:14:50.740 --> 00:14:52.740]  我們的盼望
[00:14:52.740 --> 00:14:54.740]  是一個榮耀的身體
[00:14:54.740 --> 00:14:56.740]  是上帝和我們在一起
[00:14:56.740 --> 00:14:58.740]  永遠
[00:14:58.740 --> 00:15:00.740]  如果你想想
[00:15:00.740 --> 00:15:02.740]  如果你想通了
[00:15:02.740 --> 00:15:04.740]  你會發現你未信耶穌的時候
[00:15:04.740 --> 00:15:06.740]  你困難的那幾樣東西
[00:15:06.740 --> 00:15:08.740]  你害怕的
[00:15:08.740 --> 00:15:10.740]  體育多病
[00:15:10.740 --> 00:15:12.740]  狂困 孤單 癡呆
[00:15:12.740 --> 00:15:14.740]  但今天不是
[00:15:14.740 --> 00:15:16.740]  剛才有很多舉癡呆的
[00:15:16.740 --> 00:15:18.740]  清醒人士
[00:15:18.740 --> 00:15:20.740]  我投你神聖一票
[00:15:20.740 --> 00:15:22.740]  你是最聰明的
[00:15:22.740 --> 00:15:24.740]  你是最聰明的
[00:15:24.740 --> 00:15:26.740]  我舉個例子
[00:15:26.740 --> 00:15:28.740]  我先一個
[00:15:28.740 --> 00:15:30.740]  我最好的人
[00:15:30.740 --> 00:15:32.740]  就是我媽媽
[00:15:32.740 --> 00:15:34.740]  我媽媽現在在老人院住
[00:15:34.740 --> 00:15:36.740]  在家邪對面
[00:15:36.740 --> 00:15:38.740]  我每天都見她
[00:15:38.740 --> 00:15:40.740]  是永遠都可以做證人
[00:15:40.740 --> 00:15:42.740]  我媽媽
[00:15:42.740 --> 00:15:44.740]  吃完東西
[00:15:44.740 --> 00:15:46.740]  走過隔壁
[00:15:46.740 --> 00:15:48.740]  已經告訴人
[00:15:48.740 --> 00:15:50.740]  今天沒吃過東西
[00:15:50.740 --> 00:15:52.740]  沒吃過東西
[00:15:52.740 --> 00:15:54.740]  她是完全忘記了
[00:15:54.740 --> 00:15:56.740]  即時的東西
[00:15:56.740 --> 00:15:58.740]  但我媽媽很快樂
[00:15:58.740 --> 00:16:00.740]  我媽媽沒試過
[00:16:00.740 --> 00:16:02.740]  吵過一句
[00:16:02.740 --> 00:16:04.740]  為甚麼呢
[00:16:04.740 --> 00:16:06.740]  上帝保守她
[00:16:06.740 --> 00:16:08.740]  我太太是她的媳婦
[00:16:08.740 --> 00:16:10.740]  我太太照顧了她30年
[00:16:10.740 --> 00:16:12.740]  她看醫生
[00:16:12.740 --> 00:16:14.740]  以前她未有病的時候
[00:16:14.740 --> 00:16:16.740]  游泳 打羽毛球
[00:16:16.740 --> 00:16:18.740]  我媽媽到
[00:16:18.740 --> 00:16:20.740]  75歲
[00:16:20.740 --> 00:16:22.740]  還跳拉丁舞
[00:16:22.740 --> 00:16:24.740]  很厲害
[00:16:24.740 --> 00:16:26.740]  我太太不是她那輩子
[00:16:26.740 --> 00:16:28.740]  我媽媽又跳線舞
[00:16:28.740 --> 00:16:30.740]  中西都跳遍了
[00:16:30.740 --> 00:16:32.740]  打羽毛球
[00:16:32.740 --> 00:16:34.740]  臨到80歲
[00:16:34.740 --> 00:16:36.740]  唯一打得厲害的是乒乓球
[00:16:36.740 --> 00:16:38.740]  82歲就證實
[00:16:38.740 --> 00:16:40.740]  老人之外
[00:16:40.740 --> 00:16:42.740]  我太太死了
[00:16:42.740 --> 00:16:44.740]  她媳婦死了
[00:16:44.740 --> 00:16:46.740]  我太太兩年前
[00:16:46.740 --> 00:16:48.740]  兩年半前患胰臟癌
[00:16:48.740 --> 00:16:50.740]  剛剛
[00:16:50.740 --> 00:16:52.740]  胰臟癌之前
[00:16:52.740 --> 00:16:54.740]  為我媽媽
[00:16:54.740 --> 00:16:56.740]  找了一間很好的老人院
[00:16:56.740 --> 00:16:58.740]  我太太
[00:16:58.740 --> 00:17:00.740]  可以探望她
[00:17:00.740 --> 00:17:02.740]  特別和她出去洗頭
[00:17:02.740 --> 00:17:04.740]  和她去街上 回教會
[00:17:04.740 --> 00:17:06.740]  但我太太有了胰臟癌之後
[00:17:06.740 --> 00:17:08.740]  沒怎麼去探望她
[00:17:08.740 --> 00:17:10.740]  因為
[00:17:10.740 --> 00:17:12.740]  呼吸上來說 如果去的地方
[00:17:12.740 --> 00:17:14.740]  不是太好 我太太不敢進去
[00:17:14.740 --> 00:17:16.740]  醫生警告她
[00:17:16.740 --> 00:17:18.740]  肺部首先有事
[00:17:18.740 --> 00:17:20.740]  所以她不敢進去
[00:17:20.740 --> 00:17:22.740]  奇妙
[00:17:22.740 --> 00:17:24.740]  這兩年半
[00:17:24.740 --> 00:17:26.740]  我媽從來沒問我太太
[00:17:26.740 --> 00:17:28.740]  去哪裡
[00:17:28.740 --> 00:17:30.740]  她見到所有的
[00:17:30.740 --> 00:17:32.740]  我弟弟的老婆
[00:17:32.740 --> 00:17:34.740]  就是另一個媳婦
[00:17:34.740 --> 00:17:36.740]  見到我旁邊有人
[00:17:36.740 --> 00:17:38.740]  坐在那裡 見到我爸爸
