
[00:00:00.000 --> 00:00:06.240]  多謝袁長老袁院長的介紹
[00:05:14.880 --> 00:05:18.480]  亞國書有沒有一個統一的主題呢
[00:05:18.480 --> 00:05:24.240]  那個邏輯的思路是怎樣可以貫穿整本書呢
[00:05:24.240 --> 00:05:26.240]  是一個很艱難的問題
[00:05:26.240 --> 00:05:28.240]  有少部分的悉經學者放棄了
[00:05:28.240 --> 00:05:30.240]  說亞國書沒有一個統一的主題
[00:05:30.240 --> 00:05:35.840]  甚至說亞國書像舊約的真言
[00:05:35.840 --> 00:05:37.840]  很多的智慧
[00:05:37.840 --> 00:05:41.040]  是一些前輩對著一些晚輩
[00:05:41.040 --> 00:05:44.400]  想到當時他要說的話
[00:05:44.400 --> 00:05:46.400]  當時受眾需要的訊息
[00:05:46.400 --> 00:05:50.400]  沒有一個很邏輯性的貫徹在一起
[00:05:50.400 --> 00:05:52.400]  所以很難分段的
[00:05:52.400 --> 00:05:56.720]  我估這是一個少部分的悉經學者的取向
[00:05:56.720 --> 00:06:02.480]  但仍然有很多學者努力地想將亞國書的主題
[00:06:02.480 --> 00:06:04.480]  怎樣能夠貫穿
[00:06:04.480 --> 00:06:06.480]  你要跟我們說
[00:06:06.480 --> 00:06:08.480]  我差不多肯定你
[00:06:08.480 --> 00:06:10.480]  你打開十本不同的悉經書
[00:06:10.480 --> 00:06:12.480]  都應該沒有兩本悉經書的大綱一樣
[00:06:12.480 --> 00:06:15.760]  你可以看到難度是多大
[00:06:15.760 --> 00:06:17.760]  不過無論如何
[00:06:17.760 --> 00:06:19.760]  我相信亞國書是有主題的
[00:06:19.760 --> 00:06:23.760]  亞國書是有邏輯的進度的
[00:06:23.760 --> 00:06:26.800]  今晚我們沒有太多時間去分析
[00:06:26.800 --> 00:06:28.800]  我就用這段經文做例子
[00:06:28.800 --> 00:06:31.760]  亞國書一章一到十一節
[00:06:31.760 --> 00:06:33.760]  是在傳書的引頁
[00:06:33.760 --> 00:06:35.760]  亞國書只有五章
[00:06:35.760 --> 00:06:37.760]  到結束的時候第五章
[00:06:37.760 --> 00:06:39.760]  可以說是傳書的結論
[00:06:39.760 --> 00:06:41.760]  你看看第一章
[00:06:41.760 --> 00:06:45.760]  十一節聖經和第五章結束
[00:06:45.760 --> 00:06:47.760]  你會看到很難否定
[00:06:47.760 --> 00:06:49.760]  亞國書是有編排
[00:06:49.760 --> 00:06:53.760]  將整本書的訊息貫穿在一起
[00:06:53.760 --> 00:06:55.760]  什麼意思呢?
[00:06:55.760 --> 00:06:57.760]  我試試這樣說
[00:06:57.760 --> 00:06:59.760]  這個引言和結論
[00:06:59.760 --> 00:07:03.760]  可以說是彼此有呼應
[00:07:03.760 --> 00:07:05.760]  譬如亞國書一章一到十一節
[00:07:05.760 --> 00:07:07.760]  很明顯的字眼就是
[00:07:07.760 --> 00:07:09.760]  「思念」
[00:07:09.760 --> 00:07:11.760]  「思念」在第一章出現了多次
[00:07:11.760 --> 00:07:13.760]  貫穿了第一章
[00:07:13.760 --> 00:07:17.760]  在說基督徒在面對紅爐下的考驗
[00:07:17.760 --> 00:07:19.760]  用的字眼就是「思念」
[00:07:19.760 --> 00:07:23.760]  但原來到亞國書五章結束的時候
[00:07:23.760 --> 00:07:25.760]  同樣是說「思念」
[00:07:25.760 --> 00:07:29.760]  五章第七節這個字又再出現
[00:07:29.760 --> 00:07:31.760]  亞國書第一章開始的時候
[00:07:31.760 --> 00:07:33.760]  很明顯有一個字眼很重要的「忍耐」
[00:07:33.760 --> 00:07:35.760]  然後亞國書結束的時候
[00:07:35.760 --> 00:07:37.760]  第五章更詳盡
[00:07:37.760 --> 00:07:39.760]  用約白的例子等等
[00:07:39.760 --> 00:07:41.760]  說出忍耐的訊息
[00:07:41.760 --> 00:07:45.760]  亞國書在開始的時候
[00:07:45.760 --> 00:07:47.760]  說出一個很重要的課題
[00:07:47.760 --> 00:07:49.760]  「信心」
[00:07:49.760 --> 00:07:51.760]  所以今晚我用這段經文說
[00:07:51.760 --> 00:07:53.760]  紅爐下的信心
[00:07:53.760 --> 00:07:55.760]  然後在亞國書結束的時候
[00:07:55.760 --> 00:07:57.760]  第五章也說出信心
[00:07:57.760 --> 00:07:59.760]  信心和祈禱是分不開的
[00:07:59.760 --> 00:08:01.760]  在結束的時候
[00:08:01.760 --> 00:08:05.760]  同樣像以利亞的信心祈禱
[00:08:05.760 --> 00:08:07.760]  這些可能你都覺得
[00:08:07.760 --> 00:08:11.760]  這些很一般性的宿命字眼
[00:08:11.760 --> 00:08:13.760]  第一章出現 第五章出現
[00:08:13.760 --> 00:08:15.760]  第一點我想都很難否定
[00:08:15.760 --> 00:08:17.760]  亞國書第一章裡面
[00:08:17.760 --> 00:08:21.760]  他用一個課題來引言結束
[00:08:21.760 --> 00:08:23.760]  就是貧窮和富足
[00:08:23.760 --> 00:08:25.760]  這個比較特別一點
[00:08:25.760 --> 00:08:27.760]  不是一般的宿命字眼
[00:08:27.760 --> 00:08:29.760]  他說到貧窮和富足
[00:08:29.760 --> 00:08:31.760]  一個這樣的課題或例子
[00:08:31.760 --> 00:08:35.760]  但不要忘記在亞國書結束的時候
[00:08:35.760 --> 00:08:39.760]  同樣也說貧窮和富足
[00:08:39.760 --> 00:08:41.760]  如果這幾點加在一起
[00:08:41.760 --> 00:08:47.760]  我猜你很難否定亞國書的結束和開始
[00:08:47.760 --> 00:08:49.760]  是沒有一個鋪排的
[00:08:49.760 --> 00:08:51.760]  不過他鋪排的方法
[00:08:51.760 --> 00:08:57.760]  不是像一般的希臘羅馬式的方法
[00:08:57.760 --> 00:09:01.760]  似乎是用比東方人更加熟悉的猶太人式
[00:09:01.760 --> 00:09:03.760]  那種智慧的方法
[00:09:03.760 --> 00:09:05.760]  將一些訊息
[00:09:05.760 --> 00:09:07.760]  他不一定很工整的排列
[00:09:07.760 --> 00:09:11.760]  將主題的思想貫穿了開始和結束
[00:09:11.760 --> 00:09:17.760]  我們試試看這本書的內容
[00:09:17.760 --> 00:09:21.760]  一章一到四節
[00:09:21.760 --> 00:09:23.760]  開始的時候說
[00:09:23.760 --> 00:09:27.760]  作神和主耶穌基督僕人的亞國
[00:09:27.760 --> 00:09:29.760]  大家知道在新罪聖經裡面
[00:09:29.760 --> 00:09:31.760]  包括保羅書信
[00:09:31.760 --> 00:09:37.760]  他也包括了三件問安的說話
[00:09:37.760 --> 00:09:39.760]  一個是介紹自己
[00:09:39.760 --> 00:09:41.760]  用中國人的方法說
[00:09:41.760 --> 00:09:43.760]  就是我們的下款
[00:09:43.760 --> 00:09:45.760]  他們寫信的方法是放在最前的
[00:09:45.760 --> 00:09:47.760]  作神和主耶穌基督的僕人亞國
[00:09:47.760 --> 00:09:53.760]  然後就是讀者請散住在十二支派的人安
[00:09:53.760 --> 00:09:55.760]  簡單的一個問安
[00:09:55.760 --> 00:09:57.760]  向他們問安
[00:09:57.760 --> 00:10:03.760]  將第一節的三個元素放在第一節裡面
[00:10:03.760 --> 00:10:05.760]  這三個元素我想比較詳細的看一下
[00:10:05.760 --> 00:10:11.760]  作神和主耶穌基督僕人的亞國
[00:10:11.760 --> 00:10:13.760]  這是作者自己介紹的
[00:10:13.760 --> 00:10:15.760]  作神和主耶穌基督僕人
[00:10:15.760 --> 00:10:19.760]  這句話全本身在聖經裡面
[00:10:19.760 --> 00:10:21.760]  只有這節聖經出現過
[00:10:21.760 --> 00:10:23.760]  只是作耶穌基督僕人就有的
[00:10:23.760 --> 00:10:25.760]  只是作神的僕人都有的
[00:10:25.760 --> 00:10:29.760]  不過將神特別是聖經裡面說到上帝
[00:10:29.760 --> 00:10:31.760]  如果沒有特別指明的話是指天父
[00:10:31.760 --> 00:10:35.760]  天父和耶穌基督是對等的放在一起
[00:10:35.760 --> 00:10:39.760]  表明了他們兩個都是同一個尊貴的身份
[00:10:39.760 --> 00:10:45.760]  作聖父和聖子神和耶穌基督僕人的亞國
[00:10:45.760 --> 00:10:53.760]  他用這樣的方法去介紹自己的身份
[00:10:53.760 --> 00:10:55.760]  亞國是誰呢?
[00:10:55.760 --> 00:10:59.760]  如果你有機會讀過亞國書就有很多討論
[00:10:59.760 --> 00:11:01.760]  不過我只是將結論
[00:11:01.760 --> 00:11:03.760]  我相信亞國是耶穌基督育身的弟弟
[00:11:03.760 --> 00:11:07.760]  這是大部分的聖經書的結論
[00:11:07.760 --> 00:11:11.760]  是耶穌基督在世的弟弟亞國
[00:11:11.760 --> 00:11:15.760]  原來聖經裡面多次提到亞國這個人物
[00:11:15.760 --> 00:11:19.760]  我們舉一些比較有代表性的經文
[00:11:19.760 --> 00:11:21.760]  例如在馬特福音13章裡面說
[00:11:21.760 --> 00:11:25.760]  當耶穌在他們當中講道的時候
[00:11:25.760 --> 00:11:27.760]  那些人覺得稀奇
[00:11:27.760 --> 00:11:31.760]  他的弟兄不是叫亞國約西西門尤大媽
[00:11:31.760 --> 00:11:35.760]  即是他也是我們認識的家庭在我們當中
[00:11:35.760 --> 00:11:39.760]  換言之就是對他帶著權柄來講道
[00:11:39.760 --> 00:11:41.760]  是有些質問的
[00:11:41.760 --> 00:11:45.760]  而在他列出的兄弟當中亞國是排在第一個的
[00:11:45.760 --> 00:11:51.760]  雖然我們沒有百分之百的肯定
[00:11:51.760 --> 00:11:55.760]  亞國大概是耶穌在世的大弟弟
[00:11:55.760 --> 00:11:57.760]  如果照一般的排列方法的話
[00:11:57.760 --> 00:11:59.760]  亞國可能是這個身份
[00:11:59.760 --> 00:12:01.760]  在耶穌在世的時候
[00:12:01.760 --> 00:12:03.760]  福音裡面很明顯告訴他
[00:12:03.760 --> 00:12:09.760]  就連他的兄弟包括亞國在內都不信他
[00:12:09.760 --> 00:12:11.760]  如果你想威風的話
[00:12:11.760 --> 00:12:13.760]  你就趁節日上耶路撒冷吧
[00:12:13.760 --> 00:12:15.760]  表明了
[00:12:15.760 --> 00:12:17.760]  福音很清楚說
[00:12:17.760 --> 00:12:19.760]  他這樣說是因為不信他
[00:12:19.760 --> 00:12:21.760]  所以在世的時間
[00:12:21.760 --> 00:12:23.760]  耶穌和他們生活
[00:12:23.760 --> 00:12:25.760]  亞國和其他兄弟姐妹
[00:12:25.760 --> 00:12:27.760]  是不相信他是要來的
[00:12:27.760 --> 00:12:29.760]  來塞亞
[00:12:29.760 --> 00:12:31.760]  不過當耶穌還死了復活的時候
[00:12:31.760 --> 00:12:33.760]  哥林多前書15章
[00:12:33.760 --> 00:12:35.760]  保羅說他顯給很多人看
[00:12:35.760 --> 00:12:39.760]  其中一個是顯給亞國看
[00:12:39.760 --> 00:12:41.760]  似乎這個亞國已經是教會
[00:12:41.760 --> 00:12:43.760]  大家都認識的人
[00:12:43.760 --> 00:12:45.760]  他不需要多說就知道亞國是誰
[00:12:45.760 --> 00:12:51.760]  因此亞國很可能在耶穌死了復活之後
[00:12:51.760 --> 00:12:54.760]  他才真真正正認識耶穌基督
[00:12:54.760 --> 00:12:56.760]  相信了他
[00:12:56.760 --> 00:12:58.760]  後來我們看士童傳的時候
[00:12:58.760 --> 00:13:00.760]  亞國在耶路撒冷會議上
[00:13:00.760 --> 00:13:03.760]  有一個顯赫的地位
[00:13:03.760 --> 00:13:05.760]  如果看耶路撒冷
[00:13:05.760 --> 00:13:07.760]  在士童傳15章記載
[00:13:07.760 --> 00:13:09.760]  彼得起來說話
[00:13:09.760 --> 00:13:11.760]  保羅也說他是見證
[00:13:11.760 --> 00:13:13.760]  不過那些猶太人也不服
[00:13:13.760 --> 00:13:18.760]  就算他說上帝多奇妙接納外邦人
[00:13:18.760 --> 00:13:19.760]  他們也不服
[00:13:19.760 --> 00:13:21.760]  覺得外邦人要守國禮
[00:13:21.760 --> 00:13:26.760]  直至亞國引用亞摩斯書
[00:13:26.760 --> 00:13:28.760]  可以說是一錘定音
[00:13:28.760 --> 00:13:30.760]  當亞國引用亞摩斯書說
[00:13:30.760 --> 00:13:37.760]  這個破口大衛的角度
[00:13:37.760 --> 00:13:41.760]  早就有外邦人在神的計劃裏面
[00:13:41.760 --> 00:13:43.760]  不應該難為他
[00:13:43.760 --> 00:13:46.760]  所以亞國在耶路撒冷教會裏面
[00:13:46.760 --> 00:13:48.760]  是很被尊重的人物
[00:13:48.760 --> 00:13:51.760]  然後在士童傳21章
[00:13:51.760 --> 00:13:54.760]  當保羅去到耶路撒冷的時候
[00:13:54.760 --> 00:13:57.760]  當然聖經說保羅見到其他人
[00:13:57.760 --> 00:13:58.760]  長老也在那裏
[00:13:58.760 --> 00:14:01.760]  不過有提名的唯一一個就是亞國
[00:14:01.760 --> 00:14:04.760]  你可以見到亞國在耶路撒冷
[00:14:04.760 --> 00:14:06.760]  很重要的身份
[00:14:06.760 --> 00:14:08.760]  在加拿大書更加明顯
[00:14:08.760 --> 00:14:10.760]  這句話有很多討論
[00:14:10.760 --> 00:14:11.760]  大家有興趣可以慢慢研究
[00:14:11.760 --> 00:14:13.760]  怎樣理解這句話
[00:14:13.760 --> 00:14:14.760]  中文也可以
[00:14:14.760 --> 00:14:15.760]  不用找太多原文
[00:14:15.760 --> 00:14:16.760]  就是中文
[00:14:16.760 --> 00:14:17.760]  請你告訴我
[00:14:17.760 --> 00:14:19.760]  至於別的士徒
[00:14:19.760 --> 00:14:22.760]  除了主的兄弟亞國
[00:14:22.760 --> 00:14:25.760]  我都會有漢傑
[00:14:25.760 --> 00:14:27.760]  亞國是士徒嗎
[00:14:27.760 --> 00:14:30.760]  再讀一次
[00:14:30.760 --> 00:14:32.760]  至於別的士徒
[00:14:32.760 --> 00:14:35.760]  除了主的兄弟亞國
[00:14:35.760 --> 00:14:38.760]  我都會有漢傑
[00:14:38.760 --> 00:14:41.760]  亞國是士徒嗎
[00:14:41.760 --> 00:14:44.760]  最直接的理解就是
[00:14:44.760 --> 00:14:46.760]  不過是不是百分之百呢
[00:14:46.760 --> 00:14:47.760]  大概不是
[00:14:47.760 --> 00:14:48.760]  有機會不是
[00:14:48.760 --> 00:14:50.760]  你繼續想想
[00:14:50.760 --> 00:14:53.760]  不過今天就不在重點這裏
[00:14:53.760 --> 00:14:55.760]  如果亞國最直接理解的經文
[00:14:55.760 --> 00:14:56.760]  大概是士徒
[00:14:56.760 --> 00:14:58.760]  如果將這些人物加起來
[00:14:58.760 --> 00:15:00.760]  例如巴拿巴 西拉等等
[00:15:00.760 --> 00:15:01.760]  加起來
[00:15:01.760 --> 00:15:04.760]  大概相信聖經被提名是士徒
[00:15:04.760 --> 00:15:06.760]  這裏不多說了
[00:15:06.760 --> 00:15:11.760]  你見到保羅說
[00:15:11.760 --> 00:15:13.760]  我上耶路撒冷的時候
[00:15:13.760 --> 00:15:20.760]  其他士徒除了主的兄弟亞國
[00:15:20.760 --> 00:15:24.760]  甚至到第二章
[00:15:24.760 --> 00:15:29.760]  保羅稱呼那稱為教會儲石的亞國
[00:15:29.760 --> 00:15:35.760]  這是保羅明顯對教會作見證
[00:15:35.760 --> 00:15:38.760]  他是教會的儲石和根基
[00:15:38.760 --> 00:15:39.760]  就是亞國
[00:15:39.760 --> 00:15:46.760]  可見到亞國是一個相當重要的初期教會領袖
[00:15:46.760 --> 00:15:47.760]  特別是耶路撒冷
[00:15:47.760 --> 00:15:50.760]  請大家留意的是
[00:15:50.760 --> 00:15:53.760]  亞國如何介紹自己呢
[00:15:53.760 --> 00:15:56.760]  在亞國書裏
[00:15:56.760 --> 00:16:00.760]  他沒有任何一點兒
[00:16:00.760 --> 00:16:04.760]  用剛才的背景介紹他
[00:16:04.760 --> 00:16:08.760]  亞國沒有說因為我在耶路撒冷做領袖
[00:16:08.760 --> 00:16:11.760]  所以我現在吩咐你們教導你們
[00:16:11.760 --> 00:16:14.760]  亞國更沒有說因為我是耶穌的兄弟
[00:16:14.760 --> 00:16:17.760]  所以耶穌向我顯現我有一個特殊的身份
[00:16:17.760 --> 00:16:21.760]  甚至和士徒是一樣的尊貴身份
[00:16:21.760 --> 00:16:23.760]  所以你們要聽我說
[00:16:23.760 --> 00:16:25.760]  亞國稱呼自己做什麼呢
[00:16:25.760 --> 00:16:29.760]  是神和耶穌基督僕人的亞國
[00:16:29.760 --> 00:16:35.760]  大家應該知道僕人不只是工人
[00:16:35.760 --> 00:16:37.760]  僕人是奴隸
[00:16:37.760 --> 00:16:41.760]  亞國能夠有資格
[00:16:41.760 --> 00:16:45.760]  亞國能夠有權並去教導的不是因為他顯赫的身份
[00:16:45.760 --> 00:16:50.760]  是因為他是耶穌基督的奴僕
[00:16:50.760 --> 00:16:53.760]  所以他用這個角度去寫這封信
[00:16:53.760 --> 00:16:59.760]  這正正是我們今天侍奉神的人要考慮的一個情況
[00:16:59.760 --> 00:17:01.760]  我們是誰呢
[00:17:01.760 --> 00:17:03.760]  教會裏面多少問題
[00:17:03.760 --> 00:17:05.760]  根源都在這裏
[00:17:05.760 --> 00:17:07.760]  究竟我們是誰呢
[00:17:07.760 --> 00:17:10.760]  我時常說
[00:17:10.760 --> 00:17:16.760]  如果我們侍奉神的人包括我們傳道人
[00:17:16.760 --> 00:17:23.760]  我們沒有從心底認清我是耶穌基督的奴隸
[00:17:23.760 --> 00:17:26.760]  我們根本不應該侍奉神
[00:17:26.760 --> 00:17:29.760]  不過我想說清楚
[00:17:29.760 --> 00:17:35.760]  聖經裏面多次包括保羅在內包括亞國在內
[00:17:35.760 --> 00:17:39.760]  說是耶穌基督的奴僕是奴隸
[00:17:39.760 --> 00:17:47.760]  不過聖經裏面從來沒有一次叫神的工人是教會的奴隸
[00:17:47.760 --> 00:17:49.760]  請你不要搞錯
[00:17:49.760 --> 00:17:51.760]  所以你們不要把傳道人當奴隸
[00:17:51.760 --> 00:17:53.760]  這是不合適聖經的
[00:17:53.760 --> 00:17:55.760]  他是耶穌基督的奴隸
[00:17:55.760 --> 00:17:58.760]  不過不是教會眾人的奴隸
[00:17:58.760 --> 00:18:03.760]  我很欣賞平安坊有很多好的文化
[00:18:03.760 --> 00:18:05.760]  我誠實地說
[00:18:05.760 --> 00:18:07.760]  請你們不要以為我是真的誠實地說
[00:18:07.760 --> 00:18:10.760]  譬如你們其中一個文化叫做「阿姐」、「阿哥」
[00:18:10.760 --> 00:18:12.760]  這是非常好的
[00:18:12.760 --> 00:18:14.760]  弟兄會的背景「阿姐」、「阿哥」
[00:18:14.760 --> 00:18:17.760]  在神的面前我們都是主的弟兄姊妹
[00:18:17.760 --> 00:18:18.760]  是很好的
[00:18:18.760 --> 00:18:24.760]  不過有時候「阿姐」、「阿哥」變成一個專有的身份到一個地步
[00:18:24.760 --> 00:18:29.760]  教會裏面有很多大佬、大姐
[00:18:29.760 --> 00:18:35.760]  他們說的話
[00:18:35.760 --> 00:18:39.760]  其他人如果不同意
[00:18:39.760 --> 00:18:43.760]  你就沒有好日子過了
[00:18:43.760 --> 00:18:51.760]  這些情況是很複雜不能夠三言兩語說得清楚
[00:18:51.760 --> 00:18:55.760]  不過歸根到底的原則
[00:18:55.760 --> 00:18:59.760]  就算你是什麼身份
[00:18:59.760 --> 00:19:04.760]  你一定要認清楚
[00:19:04.760 --> 00:19:07.760]  我只不過是耶穌基督的奴僕
[00:19:07.760 --> 00:19:14.760]  我的權柄是來自上帝
[00:19:14.760 --> 00:19:17.760]  我的權柄不是來自我身份
[00:19:17.760 --> 00:19:23.760]  教會裏面有時候不知不覺
[00:19:23.760 --> 00:19:26.760]  把世俗的東西帶來教會
[00:19:26.760 --> 00:19:30.760]  還以為這是屬靈的原則
[00:19:30.760 --> 00:19:39.760]  我在其他場合都講過這個例子
[00:19:39.760 --> 00:19:45.760]  很多年前有機會講解盤英大會
[00:19:45.760 --> 00:19:46.760]  就是用這個地方
[00:19:46.760 --> 00:19:49.760]  我第一次被邀請做這裡的講員
[00:19:49.760 --> 00:19:53.760]  很感恩有這個機會
[00:19:53.760 --> 00:19:56.760]  是一個神好使用的聚會
[00:19:56.760 --> 00:19:57.760]  到現在都是90多年
[00:19:57.760 --> 00:20:01.760]  教會歷史裏面很少運動能夠超過幾十年
[00:20:01.760 --> 00:20:02.760]  感謝主
[00:20:02.760 --> 00:20:04.760]  港版盤英大會繼續被神好大使用
[00:20:04.760 --> 00:20:07.760]  很多忠心的僕人宣講神的真理
[00:20:07.760 --> 00:20:12.760]  當中有位董事
[00:20:12.760 --> 00:20:15.760]  他和我私下有交情
[00:20:15.760 --> 00:20:17.760]  他們開會決定之後
[00:20:17.760 --> 00:20:20.760]  差不多兩三年後才跟我講
[00:20:20.760 --> 00:20:23.760]  他很早就請我做講員
[00:20:23.760 --> 00:20:25.760]  他打電話給我
[00:20:25.760 --> 00:20:26.760]  他通知我
[00:20:26.760 --> 00:20:29.760]  他說盤英會請你做講員
[00:20:29.760 --> 00:20:33.760]  我感謝他特別提醒我鼓勵我
[00:20:33.760 --> 00:20:35.760]  不過他提的方法很特別
[00:20:35.760 --> 00:20:38.760]  令我到現在都很深印象
[00:20:38.760 --> 00:20:39.760]  他打來的時候跟我說
[00:20:39.760 --> 00:20:40.760]  恭喜你啊
[00:20:40.760 --> 00:20:44.760]  盤英會找你做講員
[00:20:44.760 --> 00:20:45.760]  恭喜好像得獎一樣
[00:20:45.760 --> 00:20:47.760]  恭喜你啊
[00:20:47.760 --> 00:20:49.760]  為什麼恭喜我呢
[00:20:49.760 --> 00:20:51.760]  感謝主平安方向沒有說
[00:20:51.760 --> 00:20:52.760]  恭喜你啊
[00:20:52.760 --> 00:20:54.760]  我們找你做2004年講員
[00:20:54.760 --> 00:20:56.760]  你有機會講啊
[00:20:56.760 --> 00:21:01.760]  這種思想慢慢好像
[00:21:01.760 --> 00:21:02.760]  如果你到這個階段
[00:21:02.760 --> 00:21:04.760]  你就得到肯定
[00:21:04.760 --> 00:21:11.760]  然後你現在就更加得到人的尊重
[00:21:11.760 --> 00:21:13.760]  或者我們講得熟悉一點
[00:21:13.760 --> 00:21:15.760]  阿神更多使用你
[00:21:15.760 --> 00:21:18.760]  其實你更出名了
[00:21:18.760 --> 00:21:21.760]  在西方教會有一個說法
[00:21:21.760 --> 00:21:24.760]  你的知名度
[00:21:24.760 --> 00:21:29.760]  就和你的飛行理數有關係
[00:21:29.760 --> 00:21:31.760]  如果你多點外面請你
[00:21:31.760 --> 00:21:35.760]  你就很出名了
[00:21:35.760 --> 00:21:41.760]  有時候我們慢慢忘記了
[00:21:41.760 --> 00:21:45.760]  就是我很厲害
