
[00:00:00.000 --> 00:00:07.680]  上一堂我們主要由阿摩斯書的第一章
[00:05:18.400 --> 00:05:23.520]  六個段落緊緊的連接在一起
[00:05:23.520 --> 00:05:26.720]  如果其中有一個是後來才加上去的
[00:05:26.720 --> 00:05:29.600]  就很難能夠插進去
[00:05:29.600 --> 00:05:35.440]  來完成這麼整齊的連貫
[00:05:35.440 --> 00:05:38.160]  不過我們要再進一步來說
[00:05:38.160 --> 00:05:44.000]  如果我們再看以色列的二章六到十六節
[00:05:44.000 --> 00:05:49.200]  如果那個主題是在欺負弱者之上
[00:05:49.200 --> 00:05:51.040]  我們再看回頭
[00:05:51.040 --> 00:05:57.120]  上主指責這七個其他的國家民族
[00:05:57.120 --> 00:05:59.520]  說他們所犯的罪行
[00:05:59.520 --> 00:06:05.360]  大部分都是和這個主題有關連的
[00:06:05.360 --> 00:06:12.400]  譬如阿蘭他們是以打糧食的設計打激烈
[00:06:12.400 --> 00:06:15.200]  我們說過這是對邊界的居民
[00:06:15.200 --> 00:06:21.280]  一種殺雞儆猴殺一儆百的殘忍手段
[00:06:21.280 --> 00:06:23.760]  這幫是手無寸鐵的平民
[00:06:23.760 --> 00:06:29.920]  阿蘭國的軍隊是以很狠毒的手法來殺戮他們
[00:06:29.920 --> 00:06:31.760]  譬如說到菲利士
[00:06:31.760 --> 00:06:35.360]  他們擄掠眾民
[00:06:35.360 --> 00:06:38.320]  然後將他們販賣給以東
[00:06:38.320 --> 00:06:43.120]  這個也是將一些弱者
[00:06:43.120 --> 00:06:49.200]  全部當奴隸般販賣
[00:06:49.200 --> 00:06:50.400]  推羅一樣
[00:06:50.400 --> 00:06:52.480]  他們不紀念弟兄的盟約
[00:06:52.480 --> 00:07:01.920]  對戰敗的俘虜完全沒有道義上的關係
[00:07:01.920 --> 00:07:05.440]  以東就更加殘忍
[00:07:05.440 --> 00:07:08.320]  他們對婦女殺戮
[00:07:08.320 --> 00:07:12.080]  阿曼他們否開激烈的孕婦
[00:07:12.080 --> 00:07:14.080]  這些都是弱者
[00:07:14.080 --> 00:07:21.120]  所以如果我們從最後以色列審判的訊息的焦點
[00:07:21.120 --> 00:07:26.400]  去檢查起初這七段的經文
[00:07:26.400 --> 00:07:29.280]  我們就發覺沒有錯
[00:07:29.280 --> 00:07:33.600]  即是開頭這六段到摩押
[00:07:33.600 --> 00:07:37.360]  說他焚燒以東王的骸骨死人
[00:07:37.360 --> 00:07:40.160]  更加是沒有辦法能夠保護自己的
[00:07:40.160 --> 00:07:42.800]  任你宰割任人魚肉
[00:07:42.800 --> 00:07:44.960]  當我們這樣看的時候
[00:07:44.960 --> 00:07:49.280]  我們就留意到猶大的審判
[00:07:49.280 --> 00:07:53.760]  就和這個主題好像比較遙遠
[00:07:53.760 --> 00:07:56.960]  我們再讀二章第四節
[00:07:56.960 --> 00:08:02.400]  猶大那三番四次的背影是他們棄絕上主的訓誨
[00:08:02.400 --> 00:08:05.920]  他的律例他們沒有遵守
[00:08:05.920 --> 00:08:09.760]  他們的虛方我們說過這個虛方是指拜偶像
[00:08:09.760 --> 00:08:12.320]  使他們誤入歧途
[00:08:12.320 --> 00:08:17.200]  這個拜偶像的罪是他們列祖已經開始的
[00:08:17.200 --> 00:08:20.560]  所以上主說我要降火在猶大
[00:08:20.560 --> 00:08:23.200]  吞滅耶路撒冷的堡壘
[00:08:23.200 --> 00:08:27.680]  這裡似乎沒有提到任何弱者
[00:08:27.680 --> 00:08:31.280]  這裡所指著他們得罪的是耶和華
[00:08:31.280 --> 00:08:33.280]  是上主自己
[00:08:33.280 --> 00:08:36.480]  我們不應該說這說法
[00:08:36.480 --> 00:08:40.480]  就是將上帝看成一個弱者
[00:08:40.480 --> 00:08:45.280]  任由大人去對待
[00:08:45.280 --> 00:08:47.280]  這個解法是不通的
[00:08:47.280 --> 00:08:50.400]  上主不是那個弱者
[00:08:50.400 --> 00:08:53.200]  這裡對他們的警告
[00:08:53.200 --> 00:09:00.640]  事實上也是新命紀摩西臨終的時候
[00:09:00.640 --> 00:09:03.200]  開始留給他們的警告
[00:09:03.200 --> 00:09:07.440]  一直貫穿整個歷史書
[00:09:07.440 --> 00:09:12.400]  即是約書亞紀、時詩紀、撒姆爾紀、列王記
[00:09:12.400 --> 00:09:19.600]  猶大的亡國是因為他們離棄上主
[00:09:20.320 --> 00:09:23.120]  所以從這個角度來看
[00:09:23.120 --> 00:09:27.920]  我們記得上帝所說的連貫
[00:09:27.920 --> 00:09:29.920]  是停在摩亞的
[00:09:29.920 --> 00:09:36.320]  摩亞和猶大就再沒有連貫
[00:09:36.320 --> 00:09:39.840]  除非我們說降火和吞滅
[00:09:39.840 --> 00:09:41.840]  但降火和吞滅
[00:09:41.840 --> 00:09:46.480]  事實上除了亞滿的點火之外
[00:09:46.480 --> 00:09:48.160]  其他每一段都出現的
[00:09:48.160 --> 00:09:53.920]  所以不像其他段與段之間的連繫
[00:09:53.920 --> 00:09:55.920]  上一堂很詳細說過
[00:09:55.920 --> 00:09:57.920]  我就不再重複了
[00:09:57.920 --> 00:09:59.920]  由此來看
[00:09:59.920 --> 00:10:01.920]  我們也有理由去推測
[00:10:01.920 --> 00:10:03.920]  猶大的這一段
[00:10:03.920 --> 00:10:07.920]  或是後來加上去
[00:10:07.920 --> 00:10:09.920]  即是說
[00:10:09.920 --> 00:10:13.520]  可能如果以主題來看
[00:10:13.520 --> 00:10:16.960]  阿摩西是沒有提過猶大
[00:10:16.960 --> 00:10:22.080]  他提及的六個民族國家
[00:10:22.080 --> 00:10:27.200]  都是為以色列的罪行作一個伏筆
[00:10:27.200 --> 00:10:29.760]  就是欺凌弱小
[00:10:29.760 --> 00:10:35.520]  而猶大的指責與主題是離行離難的
[00:10:35.520 --> 00:10:38.080]  猶大的指責就是
[00:10:38.080 --> 00:10:44.000]  從他們亡國的反省做出發點
[00:10:44.000 --> 00:10:49.120]  這個推論有甚麼價值和意義呢
[00:10:49.120 --> 00:10:50.080]  第一
[00:10:50.080 --> 00:10:52.960]  我們在第一堂時已提及
[00:10:52.960 --> 00:11:00.880]  先知書的成書過程不是那麼簡單
[00:11:00.880 --> 00:11:05.200]  不是一個人收到電話
[00:11:05.200 --> 00:11:08.320]  有出版商約他寫本書
[00:11:08.320 --> 00:11:12.800]  如今天我講完阿摩西書之後
[00:11:12.800 --> 00:11:14.800]  有人說不如你寫了它
[00:11:14.800 --> 00:11:18.800]  於是我回去對著電腦打打打寫完
[00:11:18.800 --> 00:11:21.440]  交給出版社和我出版
[00:11:21.440 --> 00:11:27.520]  這不是昔日阿摩西書成書的過程
[00:11:27.520 --> 00:11:32.480]  我們知道昔日的先知
[00:11:32.480 --> 00:11:36.640]  他們大部份都是口頭說話
[00:11:36.640 --> 00:11:38.640]  他們不是作家
[00:11:38.640 --> 00:11:42.480]  耶穌是一個很好的例子
[00:11:42.480 --> 00:11:46.000]  他一生沒有留下點滴不默
[00:11:46.000 --> 00:11:52.240]  但他的教訓潰隻人口流傳萬世
[00:11:52.240 --> 00:11:53.920]  你一聽完之後
[00:11:53.920 --> 00:11:56.240]  普薩瑪利亞人的故事
[00:11:56.240 --> 00:11:58.640]  浪子回頭的故事
[00:11:58.640 --> 00:12:01.200]  這些是一聽就記得
[00:12:01.200 --> 00:12:07.520]  這是我們研究以前的人的教導
[00:12:07.520 --> 00:12:14.880]  他們的講論口頭的傳說
[00:12:14.880 --> 00:12:16.880]  這是很重要的
[00:12:16.880 --> 00:12:22.880]  昔日的人的教導不是靠出版來流傳
[00:12:22.880 --> 00:12:28.000]  出版這件事是改革運動時才出現
[00:12:28.000 --> 00:12:31.600]  所以馬丁路德為何改革成功呢
[00:12:31.600 --> 00:12:36.720]  其中出版事業對他有很大的幫助
[00:12:36.720 --> 00:12:43.760]  在改革運動的過程中有很大的功勞
[00:12:43.760 --> 00:12:46.960]  但這與舊約時代距離太遠了
[00:12:46.960 --> 00:12:51.200]  昔日阿摩西所說的話
[00:12:51.200 --> 00:12:57.280]  流傳在民間或是他的門徒當中
[00:12:57.280 --> 00:12:58.800]  我們不知道
[00:12:58.800 --> 00:13:00.240]  但無論如何
[00:13:00.240 --> 00:13:02.880]  這些說話得以保存
[00:13:02.880 --> 00:13:08.880]  不是因為當時說的時候受到歡迎
[00:13:08.880 --> 00:13:13.920]  而是後來顯出是事實
[00:13:13.920 --> 00:13:16.000]  我們可以假設一個這樣的情況
[00:13:16.000 --> 00:13:19.760]  就是當猶太人流亡到巴比倫
[00:13:19.760 --> 00:13:21.520]  坐在巴比倫河邊
[00:13:21.520 --> 00:13:25.120]  除了哭之外還有甚麼做呢
[00:13:25.120 --> 00:13:26.800]  一定會聊天的
[00:13:26.800 --> 00:13:28.480]  聊天的時候會說甚麼呢
[00:13:28.480 --> 00:13:31.360]  一定會說為何他們會落到這樣的地步
[00:13:31.360 --> 00:13:34.160]  當中一定會有人想起
[00:13:34.160 --> 00:13:37.360]  我們記得有人曾經提及
[00:13:37.360 --> 00:13:42.800]  以前有神的僕人也曾經跟我們說過這件事
[00:13:42.800 --> 00:13:45.440]  說的時候我們不喜歡聽
[00:13:45.440 --> 00:13:48.640]  但現在已經成為事實了
[00:13:48.640 --> 00:13:52.960]  這班人的說話顯得很重要
[00:13:52.960 --> 00:13:55.040]  能否找回他們呢
[00:13:55.040 --> 00:13:58.400]  當然每個人都已經不再生了
[00:13:58.400 --> 00:14:02.160]  他們的後人能否將他們所說的話
[00:14:02.160 --> 00:14:05.440]  幫我們重覆出來呢
[00:14:05.440 --> 00:14:11.920]  所以重視的起點是應用的
[00:14:11.920 --> 00:14:13.760]  是對我們有意義的
[00:14:13.760 --> 00:14:15.120]  所以我們想聽阿摩斯
[00:14:15.120 --> 00:14:20.000]  雖然他已經是一個世紀之前說話的
[00:14:20.000 --> 00:14:25.680]  所以這個應用大部分是在猶太
[00:14:25.680 --> 00:14:28.800]  雖然阿摩斯是對以色列北角說話
[00:14:28.800 --> 00:14:33.120]  但阿摩斯書成書的過程當中
[00:14:33.120 --> 00:14:35.360]  那個群體是猶大的
[00:14:35.360 --> 00:14:37.360]  群體不是以色列的
[00:14:37.360 --> 00:14:39.440]  所以在阿摩斯書裏面
[00:14:39.440 --> 00:14:44.080]  為何第一節會提猶大王烏西亞
[00:14:44.080 --> 00:14:49.040]  為何不只是提以色列王約阿斯的兒子耶羅安呢
[00:14:49.040 --> 00:14:52.320]  這個猶大王烏西亞這句說話
[00:14:52.320 --> 00:14:57.440]  是對後來讀阿摩斯書的猶大人很重要的
[00:14:57.440 --> 00:15:00.960]  是他們歷史的一部分
[00:15:00.960 --> 00:15:03.840]  這一段對猶大的指責
[00:15:03.840 --> 00:15:08.000]  如果不是阿摩斯當日所說的
[00:15:08.000 --> 00:15:13.120]  可能是之後成書的過程當中
[00:15:13.120 --> 00:15:15.840]  這些阿摩斯的後人
[00:15:15.840 --> 00:15:19.840]  當他重覆這一段一章第二節
[00:15:19.840 --> 00:15:23.040]  第三節到二章第十六節的時候
[00:15:23.040 --> 00:15:26.720]  他是對著猶大人說話
[00:15:26.720 --> 00:15:28.800]  那個對象轉了
[00:15:28.800 --> 00:15:33.040]  他不是單單記錄一百年前
[00:15:33.040 --> 00:15:36.800]  或百多年前阿摩斯昔日的說話
[00:15:36.800 --> 00:15:38.080]  這個和我們今天很不同
[00:15:38.080 --> 00:15:40.640]  今天我們寫論文做研究
[00:15:40.640 --> 00:15:42.640]  我們要找出真相
[00:15:42.640 --> 00:15:44.640]  事實看真一點
[00:15:44.640 --> 00:15:46.640]  我們不可以加東西進去
[00:15:47.120 --> 00:15:51.280]  但現在這個將阿摩斯的說話
[00:15:51.280 --> 00:15:54.960]  傳遞出來在巴比倫的猶大人
[00:15:54.960 --> 00:15:58.240]  他面對的不是昔日的以色列
[00:15:58.240 --> 00:16:00.720]  他面對的是今天的猶大人
[00:16:00.720 --> 00:16:04.240]  阿摩斯的信息對他們有沒有意思呢
[00:16:04.240 --> 00:16:07.440]  這一段對猶大的指責
[00:16:07.440 --> 00:16:10.640]  如果是在那個場合出現的話
[00:16:10.640 --> 00:16:13.520]  都不是一個不可能的事情
[00:16:14.480 --> 00:16:17.600]  這是一個application先知書
[00:16:17.600 --> 00:16:20.640]  應用在後一代
[00:16:20.640 --> 00:16:23.600]  後一個處境
[00:16:23.600 --> 00:16:27.120]  同類的情況在荷西亞書也出現
[00:16:27.120 --> 00:16:29.040]  荷西亞先知也是一個
[00:16:29.040 --> 00:16:32.880]  向北國以色列宣佈上帝的說話的先知
[00:16:32.880 --> 00:16:36.480]  但荷西亞書裏面有很多段
[00:16:36.480 --> 00:16:38.480]  我們看到是對猶大人說的
[00:16:39.440 --> 00:16:44.240]  荷西亞昔日對以色列講道的時候
[00:16:44.240 --> 00:16:46.240]  不需要向猶大人說話
[00:16:46.240 --> 00:16:48.240]  但成書的過程當中
[00:16:48.240 --> 00:16:50.240]  讀者轉移了
[00:16:50.240 --> 00:16:55.600]  於是這些信息也adapt
[00:16:55.600 --> 00:17:01.200]  將應用放在不再是以前的人
[00:17:01.200 --> 00:17:04.720]  而是今天讀這本書的猶大人
[00:17:04.720 --> 00:17:07.920]  同樣的情況出現在生命紀
[00:17:07.920 --> 00:17:12.720]  摩西對著那些在曠野出生的以色列人
[00:17:12.720 --> 00:17:16.880]  40年前在西乃山上立約
[00:17:16.880 --> 00:17:18.160]  他們還未出生
[00:17:18.160 --> 00:17:20.720]  當時剛剛出埃及三個月
[00:17:20.720 --> 00:17:24.560]  那群出埃及的以色列人在曠野裏面死光了
[00:17:24.560 --> 00:17:28.160]  現在是第二代的以色列人
[00:17:28.160 --> 00:17:30.160]  臨入迦南之前
[00:17:30.160 --> 00:17:32.160]  摩西對他們訓話
[00:17:32.160 --> 00:17:34.160]  你留心看生命紀怎麼說
[00:17:34.160 --> 00:17:38.000]  摩西說上帝昔日所立的約
[00:17:38.000 --> 00:17:40.480]  不是和你們父親立的
[00:17:40.480 --> 00:17:42.480]  是和你們立的
[00:17:42.480 --> 00:17:45.120]  這句說話不是一個歷史的說法
[00:17:45.120 --> 00:17:48.000]  這和歷史真相無關
[00:17:48.000 --> 00:17:50.000]  摩西說錯了
[00:17:50.000 --> 00:17:53.360]  摩西正在應用真理
[00:17:53.360 --> 00:17:58.480]  摩西正在應用上帝和他們立約的事實
[00:17:58.480 --> 00:18:01.200]  在第二代的以色列人當中
[00:18:01.200 --> 00:18:05.040]  你會發覺出讀舊約聖經有這個過程在裏面
[00:18:05.040 --> 00:18:07.760]  原本的事件
[00:18:07.760 --> 00:18:09.760]  如何應用在後世
[00:18:09.760 --> 00:18:11.760]  原本的信息
[00:18:11.760 --> 00:18:15.280]  如何應用在另一班讀者身上
[00:18:15.280 --> 00:18:18.800]  兩樣都有聖靈的感動
[00:18:18.800 --> 00:18:21.760]  聖靈的工作不只是限制在
[00:18:21.760 --> 00:18:26.560]  出世時的阿摩斯身上
[00:18:26.560 --> 00:18:29.760]  如果後人在巴比倫時期
[00:18:29.760 --> 00:18:33.120]  整理編修阿摩斯書
[00:18:33.120 --> 00:18:36.160]  編輯整理發表
[00:18:36.160 --> 00:18:38.640]  他亦蒙聖靈的感動
[00:18:38.640 --> 00:18:41.600]  將這個信息應用在
[00:18:41.600 --> 00:18:45.360]  第五世紀第六世紀阿摩斯之後
[00:18:45.360 --> 00:18:48.320]  一二百年之後的猶大人身上
[00:18:48.320 --> 00:18:50.320]  他同樣有聖靈的感動
[00:18:50.320 --> 00:18:53.760]  我們不需要說這一段是沒用的
[00:18:53.760 --> 00:18:55.760]  次要的第二代
[00:18:55.760 --> 00:18:57.760]  十九世紀浪漫主義
[00:18:57.760 --> 00:19:02.880]  仍然希望尋找歷史真相時的分類
[00:19:02.880 --> 00:19:06.240]  所以我們從主題入手來看
[00:19:06.240 --> 00:19:07.440]  我們的確發現
[00:19:07.440 --> 00:19:10.880]  學者提出的問題是有道理的
[00:19:10.880 --> 00:19:12.880]  這八段經文
[00:19:12.880 --> 00:19:16.960]  是否全部一氣呵成呢?
[00:19:16.960 --> 00:19:18.960]  我們發覺前面的六段
[00:19:18.960 --> 00:19:22.240]  我們可以維護它的完整性
[00:19:22.240 --> 00:19:24.960]  我們保護它的正義
[00:19:24.960 --> 00:19:28.160]  Sharon Paul 的論點非常之好
[00:19:28.160 --> 00:19:32.640]  但猶大這一段的說話
[00:19:32.640 --> 00:19:35.440]  在主題的考慮之下
[00:19:35.440 --> 00:19:38.000]  似乎不合格
[00:19:38.000 --> 00:19:42.560]  未能讓我們看到連貫性
[00:19:42.560 --> 00:19:45.440]  可能我們漏了一些東西
[00:19:45.440 --> 00:19:48.480]  或者以後有另外的學者指出
[00:19:48.480 --> 00:19:51.760]  猶大這一段事實上也和上下文很有連貫
[00:19:51.760 --> 00:19:54.240]  這些就是我們研究聖經的時候
[00:19:54.240 --> 00:19:56.240]  我們的推敲
[00:19:56.240 --> 00:20:00.960]  我們沒有百分之一百的把握在這些問題上
[00:20:00.960 --> 00:20:02.480]  不過正如我所說
[00:20:02.480 --> 00:20:07.680]  我們的焦點不在開頭那七段經文
[00:20:07.680 --> 00:20:09.680]  焦點在以色列
[00:20:09.680 --> 00:20:15.520]  以色列上帝透過阿摩斯
[00:20:15.520 --> 00:20:22.400]  是要針對他們來發出審判的警告
[00:20:22.400 --> 00:20:25.280]  所以上一堂我們結束的時候提到
[00:20:25.280 --> 00:20:27.840]  阿摩斯在這裡說到地震
[00:20:27.840 --> 00:20:32.400]  這一幅圖畫在二章十三節到十六節
[00:20:32.400 --> 00:20:34.400]  這裡不是說打仗
[00:20:34.400 --> 00:20:37.840]  因為在一場戰爭當中
[00:20:37.840 --> 00:20:40.640]  那些勇士是可以逃生的
[00:20:40.640 --> 00:20:45.760]  只是那些武功很差的人會被人殺死
[00:20:45.760 --> 00:20:47.520]  這裡所說的情況
[00:20:47.520 --> 00:20:54.560]  就是無論你多快多英勇多鎮定
[00:20:54.560 --> 00:20:57.120]  你都不能夠逃走
[00:20:57.120 --> 00:21:02.960]  因為地震的包括範圍是不能走的
[00:21:02.960 --> 00:21:04.960]  走去哪裡呢 地震的時候
[00:21:04.960 --> 00:21:07.520]  所以這個結束
[00:21:07.520 --> 00:21:10.480]  雖然我們強調十三節
[00:21:10.480 --> 00:21:13.520]  那個「陷在原地」的動詞
[00:21:13.520 --> 00:21:17.520]  或者和合本譯做「壓」
[00:21:17.520 --> 00:21:20.000]  我便壓你們
[00:21:20.000 --> 00:21:23.440]  如同裝滿和菌的車壓物一樣
[00:21:23.440 --> 00:21:24.720]  這個「壓」字
[00:21:24.720 --> 00:21:26.720]  我們說在原本希伯來文
[00:21:26.720 --> 00:21:28.720]  我們不清楚它的意思
[00:21:28.720 --> 00:21:32.240]  它只是出現在這一節聖經裡面
[00:21:32.240 --> 00:21:33.440]  除了這一節之外
[00:21:33.440 --> 00:21:35.440]  整本舊約聖經找不到這個字
[00:21:35.440 --> 00:21:38.880]  這是一個很難解決的問題
[00:21:38.880 --> 00:21:42.560]  不過儘管我們不懂得這個動詞
[00:21:42.560 --> 00:21:46.080]  我們對整幅圖畫仍然可以有把握
[00:21:46.080 --> 00:21:55.040]  這是書卷的標題所提的大地震的警告
[00:21:55.040 --> 00:21:58.720]  我們一直很關心阿摩斯用這個方法
[00:21:58.720 --> 00:22:04.960]  即是他以一個拯救先知的姿態出現
[00:22:04.960 --> 00:22:11.360]  宣佈上主審判以色列的宿敵
[00:22:11.360 --> 00:22:12.880]  用這個方法
[00:22:12.880 --> 00:22:18.720]  然後趁他的聽眾還未透過氣來
[00:22:18.720 --> 00:22:22.800]  就馬上宣佈上帝對他們的審判
[00:22:22.800 --> 00:22:26.960]  這個手法是否奏效呢?
[00:22:26.960 --> 00:22:29.920]  是否達到目的呢?
[00:22:29.920 --> 00:22:33.600]  三章第一到第八節
[00:22:33.600 --> 00:22:36.960]  就給我們一個很好的答案
[00:22:36.960 --> 00:22:41.120]  三章一至八節
[00:22:41.120 --> 00:22:45.600]  仍然是屬於阿摩斯書的第一大段落
[00:22:45.600 --> 00:22:51.120]  因為三章第八節提到獅子的叫喊
[00:22:51.120 --> 00:22:54.400]  是回應一章二節
[00:22:54.400 --> 00:23:00.240]  上主從石安獅子叫喊這個主題
[00:23:00.240 --> 00:23:03.520]  所以分章的人似乎給我們一個印象
[00:23:03.520 --> 00:23:06.080]  三章開始是新的段落
[00:23:06.080 --> 00:23:08.080]  三、四、五一直下
[00:23:08.080 --> 00:23:11.600]  但如果我們從經文的內容去看
[00:23:11.600 --> 00:23:16.560]  首先有這個結尾的前後
[00:23:16.560 --> 00:23:19.360]  首尾的呼應
[00:23:19.360 --> 00:23:22.160]  獅子的咆哮
[00:23:22.160 --> 00:23:25.280]  其次三章一至八節
[00:23:25.280 --> 00:23:28.240]  不是解釋下文
[00:23:28.240 --> 00:23:32.560]  即是三章第九節到第四章、第五章的內容
[00:23:32.560 --> 00:23:37.680]  三章一至八節是解釋上文
[00:23:37.680 --> 00:23:40.560]  才宣佈審判的訊息
[00:23:40.560 --> 00:23:42.320]  結果如何呢?
[00:23:42.320 --> 00:23:46.320]  這八節聖經就給我們一個交代
[00:23:46.320 --> 00:23:49.200]  我們先讀第三章第一、第二節
[00:23:49.200 --> 00:23:53.760]  「聽上主針對你們所說的話
[00:23:53.760 --> 00:23:56.880]  以色列眾子也」
[00:23:56.880 --> 00:23:58.960]  這裡開頭就很清楚了
[00:23:58.960 --> 00:24:01.840]  現在不需要再假裝了
[00:24:01.840 --> 00:24:05.840]  現在可以率直的、坦白的
[00:24:05.840 --> 00:24:12.000]  說出上主針對以色列眾民有說話要說
[00:24:12.000 --> 00:24:19.680]  「就是針對我領上來的全族從埃及地說
[00:24:19.680 --> 00:24:25.040]  我只認識你們在地上萬族中
[00:24:25.040 --> 00:24:31.440]  因此我必追究你們一切的過法」
[00:24:33.440 --> 00:24:40.800]  這句「阿摩斯用我領上來的全族從埃及地」
[00:24:40.800 --> 00:24:43.680]  這句話是很有來頭的
[00:24:43.680 --> 00:24:49.360]  這句話就是上主在西乃山
[00:24:49.360 --> 00:24:51.280]  跟他們立約
[00:24:51.280 --> 00:24:57.120]  然後頒佈十誡的開場白
[00:24:57.120 --> 00:25:00.080]  我們時時都有一個錯覺
[00:25:00.080 --> 00:25:07.120]  以為十誡的起點就是「除我以外不可有別的神」
[00:25:07.120 --> 00:25:08.800]  這是錯誤的
[00:25:08.800 --> 00:25:13.520]  十誡的起點是「我是耶和華你的神
[00:25:13.520 --> 00:25:20.560]  曾將你從埃及遺留之地領出來」
[00:25:20.560 --> 00:25:23.600]  這是十誡的起點
[00:25:23.600 --> 00:25:26.160]  猶太人的拉比沒有搞錯
[00:25:26.160 --> 00:25:29.360]  他們有很多很美麗的故事來解釋
[00:25:29.360 --> 00:25:32.160]  其中一個故事是上帝創造天地的時候
[00:25:32.160 --> 00:25:35.200]  二十二個希伯來文的字母輪流下來
[00:25:35.200 --> 00:25:38.640]  求上帝用「佢」來創造天地
