
[00:00:00.000 --> 00:00:05.120]  各位聽聽姐妹們 平安
[00:01:35.800 --> 00:01:38.320]  其實耶穌接著做什麼呢?
[00:01:38.320 --> 00:01:39.520]  就是我們很熟悉的
[00:01:39.520 --> 00:01:42.320]  耶穌幫門徒洗腳
[00:01:42.320 --> 00:01:43.360]  幫誰呢?
[00:01:43.360 --> 00:01:46.480]  幫所有十二門徒去洗腳
[00:01:46.480 --> 00:01:49.360]  包括有份出賣他們
[00:01:49.360 --> 00:01:50.920]  我相信這是其中一個表現
[00:01:50.920 --> 00:01:55.080]  就是祂愛就愛他們到底
[00:01:55.080 --> 00:01:56.360]  在13:11那裡
[00:01:56.360 --> 00:01:59.280]  祂說「耶穌已經知道要出賣祂的是誰
[00:01:59.280 --> 00:02:00.320]  因此就說
[00:02:00.320 --> 00:02:03.720]  你們不都是乾淨的」
[00:02:03.720 --> 00:02:04.360]  接著就說到
[00:02:04.360 --> 00:02:05.560]  耶穌洗完腳之後
[00:02:05.560 --> 00:02:07.480]  說了一番話
[00:02:07.480 --> 00:02:11.520]  其中一句真的挺悲傷的
[00:02:11.520 --> 00:02:13.080]  祂在第18節說
[00:02:13.080 --> 00:02:15.080]  「我不是指著你們眾人說的
[00:02:15.080 --> 00:02:17.320]  我知道我所揀選的是誰
[00:02:17.320 --> 00:02:19.400]  但是要應驗經上的話
[00:02:19.400 --> 00:02:22.880]  吃我飯的人用腳踢我」
[00:02:22.880 --> 00:02:25.680]  就是說到祂知道有人要出賣祂
[00:02:25.680 --> 00:02:27.520]  當講完這段話之後
[00:02:27.520 --> 00:02:28.920]  祂說13:21
[00:02:28.920 --> 00:02:30.440]  祂說「耶穌說了這句話
[00:02:30.440 --> 00:02:32.880]  就心裡憂愁
[00:02:32.880 --> 00:02:33.800]  就明說
[00:02:33.800 --> 00:02:36.240]  我實實在在地告訴你們
[00:02:36.240 --> 00:02:39.840]  你們中間有一個人要賣我了」
[00:02:39.840 --> 00:02:41.360]  哇 你可以想象一下
[00:02:41.360 --> 00:02:43.600]  當時的氣氛是很緊張的
[00:02:43.600 --> 00:02:45.560]  就是一路耶穌已經是
[00:02:45.560 --> 00:02:47.000]  就是說了一些話
[00:02:47.000 --> 00:02:48.400]  是很傷祂的心
[00:02:48.400 --> 00:02:51.120]  又說到有人會出賣祂
[00:02:51.120 --> 00:02:54.720]  這裡說得這麼明白的時候
[00:02:54.720 --> 00:02:56.080]  那門徒怎麼辦呢?
[00:02:56.080 --> 00:02:58.240]  在23節
[00:02:58.240 --> 00:03:00.240]  之前是門徒在對望
[00:03:00.240 --> 00:03:01.680]  因為說有人出賣祂
[00:03:01.680 --> 00:03:04.200]  他們在對望的時候
[00:03:04.200 --> 00:03:05.800]  他們不知道怎麼辦
[00:03:05.800 --> 00:03:07.320]  或者可能大家在想
[00:03:07.320 --> 00:03:08.800]  在猜測
[00:03:08.800 --> 00:03:11.400]  究竟在我們這12個人當中
[00:03:11.400 --> 00:03:14.520]  哪一個是出賣耶穌的
[00:03:14.520 --> 00:03:16.040]  而門徒中有一個人
[00:03:16.040 --> 00:03:17.400]  聖經是這麼說的
[00:03:17.400 --> 00:03:19.400]  是耶穌所愛的
[00:03:19.400 --> 00:03:24.400]  就側身靠近耶穌的胸懷
[00:03:24.400 --> 00:03:26.120]  他做了這個動作
[00:03:26.120 --> 00:03:27.800]  原因是什麼呢?
[00:03:27.800 --> 00:03:28.880]  在24節
[00:03:28.880 --> 00:03:31.600]  西門彼得就點頭和他說
[00:03:31.600 --> 00:03:33.320]  彼得就點頭和
[00:03:33.320 --> 00:03:35.280]  那個耶穌所愛的門徒
[00:03:35.280 --> 00:03:37.440]  就是靠近他那一位
[00:03:37.440 --> 00:03:38.360]  說什麼呢?
[00:03:38.360 --> 00:03:39.960]  「你告訴我們
[00:03:39.960 --> 00:03:43.040]  主是指著誰說的」
[00:03:43.040 --> 00:03:45.680]  他叫這個耶穌所愛的門徒
[00:03:45.680 --> 00:03:46.920]  去問耶穌
[00:03:46.920 --> 00:03:48.520]  但他自己不問
[00:03:48.520 --> 00:03:50.440]  他也沒有叫其他人問
[00:03:50.440 --> 00:03:52.200]  是找這個人問
[00:03:52.200 --> 00:03:53.240]  25節
[00:03:53.240 --> 00:03:55.880]  「那門徒便順勢靠著
[00:03:55.880 --> 00:03:57.640]  耶穌的胸膛
[00:03:57.640 --> 00:03:59.040]  問他說
[00:03:59.040 --> 00:04:02.640]  主是誰呢?」
[00:04:02.640 --> 00:04:04.320]  這個人相信他當時
[00:04:04.320 --> 00:04:06.680]  就坐在了耶穌的一邊
[00:04:06.680 --> 00:04:09.920]  然後才可以順勢靠近
[00:04:09.920 --> 00:04:11.120]  去和祂說
[00:04:11.120 --> 00:04:12.920]  很多牧者
[00:04:12.920 --> 00:04:14.360]  聖經學者都說
[00:04:14.360 --> 00:04:18.600]  如果你坐在了耶穌的一邊
[00:04:18.600 --> 00:04:21.280]  可能就是耶穌特別邀請
[00:04:21.280 --> 00:04:23.760]  或者說是和耶穌的關係
[00:04:23.760 --> 00:04:25.920]  更加密切
[00:04:25.920 --> 00:04:27.960]  或者是耶穌經常和他一起
[00:04:27.960 --> 00:04:29.320]  結果坐著的時候
[00:04:29.320 --> 00:04:30.960]  就可以坐在耶穌旁邊
[00:04:30.960 --> 00:04:33.600]  而他立刻就可以靠近祂
[00:04:33.600 --> 00:04:34.840]  那些人就解釋
[00:04:34.840 --> 00:04:38.800]  說這個門徒
[00:04:38.800 --> 00:04:40.400]  就是大家覺得
[00:04:40.400 --> 00:04:42.640]  祂是最沒有可能的
[00:04:42.640 --> 00:04:45.240]  所以就找他去問耶穌
[00:04:45.240 --> 00:04:47.960]  而另一次聽到一位牧者的講道分享
[00:04:47.960 --> 00:04:50.120]  我都覺得好像挺合理
[00:04:50.120 --> 00:04:52.600]  每一個爸爸媽媽
[00:04:52.600 --> 00:04:54.960]  聽說是愛他們的子女
[00:04:54.960 --> 00:04:57.160]  或許表達方法不同
[00:04:57.160 --> 00:04:58.080]  如果你是爸爸
[00:04:58.080 --> 00:04:59.080]  你是媽媽
[00:04:59.080 --> 00:05:01.200]  你有六七個子女
[00:05:01.200 --> 00:05:03.840]  你肯定也愛他們每一個
[00:05:03.840 --> 00:05:05.640]  但是你對他們每一個的愛
[00:05:05.640 --> 00:05:07.640]  表達的流露
[00:05:07.640 --> 00:05:08.880]  說話的語氣
[00:05:08.880 --> 00:05:10.440]  都可能有些不同
[00:05:10.440 --> 00:05:13.120]  有些可能是溫柔一點的
[00:05:13.120 --> 00:05:14.760]  有些不知為什麼
[00:05:14.760 --> 00:05:18.920]  一說你就會自然粗聲粗氣了
[00:05:18.920 --> 00:05:19.600]  那好了
[00:05:19.600 --> 00:05:20.400]  那牧者就說
[00:05:20.400 --> 00:05:21.640]  如果你有些什麼
[00:05:21.640 --> 00:05:23.600]  想和爸爸媽媽提出
[00:05:23.600 --> 00:05:25.400]  你會叫誰?
[00:05:25.400 --> 00:05:27.640]  叫平時和爸爸說話
[00:05:27.640 --> 00:05:28.720]  爸爸自然會對他
[00:05:28.720 --> 00:05:29.760]  當然不是說
[00:05:29.760 --> 00:05:31.320]  那牧者也不會說
[00:05:31.320 --> 00:05:33.480]  耶穌是特別偏心
[00:05:33.480 --> 00:05:35.280]  但是他這樣說這個例子
[00:05:35.280 --> 00:05:36.440]  我覺得是
[00:05:36.440 --> 00:05:37.480]  我們很多時候
[00:05:37.480 --> 00:05:39.200]  找人去表達一些東西
[00:05:39.200 --> 00:05:40.760]  會找一個
[00:05:40.760 --> 00:05:42.640]  好像那個會容易一點
[00:05:42.640 --> 00:05:43.440]  和爸爸
[00:05:43.440 --> 00:05:45.360]  容易一點和媽媽去說的
[00:05:45.360 --> 00:05:46.360]  不知道這個場景
[00:05:46.360 --> 00:05:48.440]  是不是那個牧者所說的
[00:05:48.440 --> 00:05:50.360]  但是無論怎樣都好
[00:05:50.360 --> 00:05:51.960]  彼得真的找了他
[00:05:51.960 --> 00:05:53.280]  而他真的問了耶穌
[00:05:53.280 --> 00:05:56.240]  而耶穌又真的立刻回答他
[00:05:56.240 --> 00:05:57.320]  這裡不詳細說了
[00:05:57.320 --> 00:05:58.480]  耶穌回答說
[00:05:58.480 --> 00:06:00.680]  哪一個將餅子點一點
[00:06:00.680 --> 00:06:03.200]  然後去給他那個
[00:06:03.200 --> 00:06:06.440]  他說我沾一點餅吸水
[00:06:06.440 --> 00:06:07.920]  就是誰
[00:06:07.920 --> 00:06:11.600]  耶穌真的去回答了他
[00:06:11.600 --> 00:06:14.200]  然後當一些行動
[00:06:14.200 --> 00:06:15.280]  就是由
[00:06:15.280 --> 00:06:16.840]  《約翰福音》13章30節
[00:06:16.840 --> 00:06:18.920]  告訴我們
[00:06:18.920 --> 00:06:23.240]  猶太真的錯到極點了
[00:06:23.240 --> 00:06:26.160]  猶太受了哪點餅以後
[00:06:26.160 --> 00:06:27.760]  立刻出去
[00:06:27.760 --> 00:06:30.920]  哪時候是夜間了
[00:06:30.920 --> 00:06:34.160]  在這個情景裡面
[00:06:34.160 --> 00:06:35.360]  我可以說
[00:06:35.360 --> 00:06:37.600]  這個耶穌所謂的門徒
[00:06:37.600 --> 00:06:41.040]  做了一個流通子
[00:06:41.040 --> 00:06:42.160]  有聖經學者說
[00:06:42.160 --> 00:06:43.960]  這個時候他可能成為了一個
[00:06:43.960 --> 00:06:46.320]  促進者或者一個答橋者
[00:06:46.320 --> 00:06:47.000]  就是什麼呢
[00:06:47.000 --> 00:06:48.840]  就是透過他去問耶穌
[00:06:48.840 --> 00:06:50.880]  當然如果沒有他
[00:06:50.880 --> 00:06:52.840]  可能耶穌都會表達出來
[00:06:52.840 --> 00:06:55.040]  但是這裡就是聖經讓我們知道
[00:06:55.040 --> 00:06:57.400]  透過這個所謂的門徒
[00:06:57.400 --> 00:07:00.360]  耶穌表達了一件很重要的事
[00:07:00.360 --> 00:07:04.600]  去指出哪一個人是賣他的
[00:07:04.600 --> 00:07:05.920]  大家先記一記
[00:07:05.920 --> 00:07:07.920]  第一個場景讓我們知道
[00:07:07.920 --> 00:07:10.120]  要成為耶穌所謂的門徒
[00:07:10.120 --> 00:07:15.160]  就是你願不願意成為流通的管子
[00:07:15.160 --> 00:07:18.160]  《約翰福音》19章25節
[00:07:18.160 --> 00:07:20.720]  去到一個很悲傷的場面
[00:07:20.720 --> 00:07:22.600]  情景就是什麼
[00:07:22.600 --> 00:07:26.360]  就是耶穌被釘十字架
[00:07:26.360 --> 00:07:28.440]  站在耶穌十字架旁邊的
[00:07:28.440 --> 00:07:31.000]  有他的母親姨母
[00:07:31.000 --> 00:07:33.720]  加勒巴的妻子瑪利亞
[00:07:33.720 --> 00:07:36.160]  和莫大拉的瑪利亞
[00:07:36.160 --> 00:07:39.920]  26節
[00:07:39.920 --> 00:07:45.800]  耶穌見母親和他所愛的那門徒站在旁邊
[00:07:45.800 --> 00:07:47.040]  就對母親說
[00:07:47.040 --> 00:07:49.760]  母親看你的兒子
[00:07:49.760 --> 00:07:53.600]  這是另一次這樣去描述一個門徒
[00:07:53.600 --> 00:07:54.120]  他就說
[00:07:54.120 --> 00:07:58.760]  耶穌見母親和他所愛的那門徒站在旁邊
[00:07:58.760 --> 00:08:00.680]  你看其他傅雷福音
[00:08:00.680 --> 00:08:04.600]  他沒有說其他男人或者門徒在這裡
[00:08:04.600 --> 00:08:05.760]  我們只知道
[00:08:05.760 --> 00:08:08.720]  相信最後在釘十字架的時候
[00:08:08.720 --> 00:08:12.800]  就是一群傅雷加唯一一個男人
[00:08:12.800 --> 00:08:16.880]  而這個男人就是耶穌所愛的門徒
[00:08:16.880 --> 00:08:20.040]  當耶穌見到母親和他所愛的那門徒站在旁邊的時候
[00:08:20.040 --> 00:08:22.240]  就對母親說
[00:08:22.240 --> 00:08:25.120]  母親看你的兒子
[00:08:25.120 --> 00:08:29.800]  當他說到這句話的時候
[00:08:29.800 --> 00:08:30.720]  他就說
[00:08:30.720 --> 00:08:32.600]  又對那門徒說
[00:08:32.600 --> 00:08:34.920]  看你的母親
[00:08:34.920 --> 00:08:36.320]  從那刻起
[00:08:36.320 --> 00:08:40.120]  那門徒就接他到自己家裡去了
[00:08:40.120 --> 00:08:42.120]  當然這裡很多時穆者都會解釋
[00:08:42.120 --> 00:08:44.480]  這是耶穌一個孝順的表現
[00:08:44.480 --> 00:08:45.480]  當然是
[00:08:45.480 --> 00:08:48.760]  因為當他臨離開的時候
[00:08:48.760 --> 00:08:50.200]  當耶穌臨離開的時候
[00:08:50.200 --> 00:08:51.560]  耶穌是長子
[00:08:51.560 --> 00:08:54.760]  而很多人都會推測
[00:08:54.760 --> 00:08:56.800]  他的爸爸可能是英年早逝
[00:08:56.800 --> 00:08:58.800]  所以聖經沒有再提及他
[00:08:58.800 --> 00:09:01.240]  而耶穌為什麼要做這個動作
[00:09:01.240 --> 00:09:04.600]  要將母親交給一個他所愛的門徒呢?
[00:09:04.600 --> 00:09:09.880]  就是給母親當時有一個很重要的法律的保障
[00:09:09.880 --> 00:09:11.240]  因為我們都知道
[00:09:11.240 --> 00:09:13.960]  如果一個寡婦
[00:09:13.960 --> 00:09:15.640]  如果要去伸冤的話
[00:09:15.640 --> 00:09:16.840]  其實真的需要
[00:09:16.840 --> 00:09:18.480]  如果她家裡有男人
[00:09:18.480 --> 00:09:20.160]  就真的要找男人去
[00:09:20.160 --> 00:09:22.000]  或者找兒子去
[00:09:22.000 --> 00:09:24.320]  而如果她什麼都沒有了的時候
[00:09:24.320 --> 00:09:27.320]  其實她在法律上是沒有什麼保障的
[00:09:27.320 --> 00:09:29.840]  很多聖經的研究學者告訴我們
[00:09:29.840 --> 00:09:31.080]  所以很重要就是
[00:09:31.080 --> 00:09:33.920]  將她母親托付給門徒
[00:09:33.920 --> 00:09:35.920]  而剛才說這句話
[00:09:35.920 --> 00:09:39.880]  其實就是當時一個法律的用語
[00:09:39.880 --> 00:09:47.040]  就是將媽媽交托給一個成為了她的兒子
[00:09:47.040 --> 00:09:49.760]  所以這裡說從那一刻起
[00:09:49.760 --> 00:09:54.680]  那門徒就接他到自己家裡去了
[00:09:54.680 --> 00:09:57.000]  在還沒說這個那門徒
[00:09:57.000 --> 00:09:59.720]  耶穌所謂的門徒事情之前
[00:09:59.720 --> 00:10:01.400]  我想多說一點背景
[00:10:01.400 --> 00:10:05.320]  這個也是一個很重要的神學的意義
[00:10:05.320 --> 00:10:07.120]  在約翰福音19:26
[00:10:07.120 --> 00:10:08.720]  剛才我們看到的
[00:10:08.720 --> 00:10:11.280]  不知道你以前有沒有留意
[00:10:11.280 --> 00:10:15.240]  當新標點和合本都是這樣說
[00:10:15.240 --> 00:10:18.640]  耶穌見母親和她所謂的那門徒站在旁邊
[00:10:18.640 --> 00:10:19.600]  就對母親說
[00:10:19.600 --> 00:10:21.120]  母親看你的兒子
[00:10:21.120 --> 00:10:21.960]  你說有什麼特別呢?
[00:10:21.960 --> 00:10:22.400]  在傳道里
[00:10:22.400 --> 00:10:24.400]  為什麼特別要高光了
[00:10:24.400 --> 00:10:26.080]  藍色了這個母親呢?
[00:10:26.080 --> 00:10:29.640]  當你看和合本修訂版的時候
[00:10:29.640 --> 00:10:33.160]  他給了你多一些資料
[00:10:33.160 --> 00:10:34.680]  我給你看一看
[00:10:34.680 --> 00:10:39.480]  當他和他所愛的門徒站在旁邊
[00:10:39.480 --> 00:10:40.680]  就對母親說
[00:10:40.680 --> 00:10:42.440]  就是同瑪利亞
[00:10:42.440 --> 00:10:43.480]  說什麼?
[00:10:43.480 --> 00:10:44.640]  母親
[00:10:44.640 --> 00:10:45.640]  對啊 母親
[00:10:45.640 --> 00:10:47.280]  但你見到旁邊有一本小書
[00:10:47.280 --> 00:10:49.320]  而上面是什麼呢?
[00:10:49.320 --> 00:10:53.280]  就是他說原文直譯是婦人的
[00:10:53.280 --> 00:10:58.800]  你說為什麼耶穌會這樣提起媽媽呢?
[00:10:58.800 --> 00:10:59.560]  他應該說
[00:10:59.560 --> 00:11:00.560]  媽媽 母親
[00:11:00.560 --> 00:11:02.240]  那和合本就是這樣譯
[00:11:02.240 --> 00:11:04.000]  但原來真正原文
[00:11:04.000 --> 00:11:06.000]  真的不是母親這個字
[00:11:06.000 --> 00:11:07.200]  是婦人的
[00:11:07.200 --> 00:11:09.160]  我給你看看原文
[00:11:09.160 --> 00:11:10.360]  原文這個字
[00:11:10.360 --> 00:11:12.920]  女人或者太太
[00:11:12.920 --> 00:11:14.480]  就叫做Yune
[00:11:14.480 --> 00:11:16.080]  希臘文就是Yune
[00:11:16.080 --> 00:11:18.600]  真的只是譯作太太
[00:11:18.600 --> 00:11:21.160]  或者是譯作老婆
[00:11:21.160 --> 00:11:22.480]  wife 妻子
[00:11:22.480 --> 00:11:23.800]  或者是女人
[00:11:23.800 --> 00:11:27.040]  或者是已經出嫁的
[00:11:27.040 --> 00:11:28.520]  原來在那一刻
[00:11:28.520 --> 00:11:32.040]  耶穌真的用Yune這個字
[00:11:32.040 --> 00:11:35.680]  而不是用母親
[00:11:35.680 --> 00:11:37.080]  不是用母親這個字
[00:11:37.080 --> 00:11:40.880]  母親這個字是有另一個希臘文的
[00:11:40.880 --> 00:11:44.280]  如果你看The Message的版本
[00:11:44.280 --> 00:11:45.600]  你會很清楚
[00:11:45.600 --> 00:11:48.120]  究竟應該怎麼譯這句話
[00:11:48.120 --> 00:11:50.520]  大家看一看現在橙色的字
[00:11:50.520 --> 00:11:51.120]  在這裡他說
[00:11:51.120 --> 00:11:52.160]  He said to his mother
[00:11:52.160 --> 00:11:54.480]  他對他媽媽說
[00:11:54.480 --> 00:11:58.160]  婦人是你的兒子
[00:11:58.160 --> 00:12:01.080]  真的譯作婦人是你的兒子
[00:12:01.080 --> 00:12:03.720]  然後和他的所謂的門徒說什麼呢
[00:12:03.720 --> 00:12:06.360]  這個是你的母親
[00:12:06.360 --> 00:12:08.320]  真的譯作母親
[00:12:08.320 --> 00:12:12.720]  你看清楚這三個的表達
[00:12:12.720 --> 00:12:13.920]  是這樣的
[00:12:13.920 --> 00:12:15.920]  就是He said to his mother
[00:12:15.920 --> 00:12:18.240]  他和他的媽媽說
[00:12:18.240 --> 00:12:21.800]  婦人是你的兒子
[00:12:21.800 --> 00:12:23.800]  然後和他的門徒說
[00:12:23.800 --> 00:12:25.680]  是你的媽媽
[00:12:25.680 --> 00:12:28.160]  所以原來真的很清楚
[00:12:28.160 --> 00:12:29.920]  耶穌是分得很清楚
[00:12:29.920 --> 00:12:35.240]  當時用哪些字來形容他的媽媽
[00:12:35.240 --> 00:12:36.040]  好了
[00:12:36.040 --> 00:12:38.760]  還有一個很重要的神學思想
[00:12:38.760 --> 00:12:40.520]  就是19章27節
[00:12:40.520 --> 00:12:41.840]  又對那門徒說
[00:12:41.840 --> 00:12:46.600]  看你的母親從那刻起
[00:12:46.600 --> 00:12:49.600]  那門徒就接他到自己家裡
[00:12:49.600 --> 00:12:52.040]  原來從那一刻起
[00:12:52.040 --> 00:12:54.600]  在原文裡面就會用這個字
[00:12:54.600 --> 00:12:57.600]  就是hour
[00:12:57.600 --> 00:13:00.600]  如果希臘文就是hora
[00:13:00.600 --> 00:13:03.360]  hora這個字是解作什麼呢
[00:13:03.360 --> 00:13:05.600]  可以解作那一刻
[00:13:05.600 --> 00:13:07.120]  可以解作hour
[00:13:07.120 --> 00:13:08.160]  或者那時候
[00:13:08.160 --> 00:13:09.960]  所以說那個時辰
[00:13:09.960 --> 00:13:13.080]  為什麼特別說這兩件事情
[00:13:13.080 --> 00:13:14.720]  是很重要的神學意義呢
[00:13:14.720 --> 00:13:17.280]  因為他說到他形容媽媽
[00:13:17.280 --> 00:13:18.600]  或者他和媽媽說話
[00:13:18.600 --> 00:13:20.880]  竟然說是婦人
[00:13:20.880 --> 00:13:23.120]  或者說到時辰
[00:13:23.120 --> 00:13:24.360]  說到hour
[00:13:24.360 --> 00:13:26.600]  說到那一刻
[00:13:26.600 --> 00:13:27.920]  如果你有印象
[00:13:27.920 --> 00:13:30.840]  在約翰福音2:1那裡
[00:13:30.840 --> 00:13:32.120]  他說第三天
[00:13:32.120 --> 00:13:34.160]  在加里里的加拿大
[00:13:34.160 --> 00:13:35.560]  有一個婚宴
[00:13:35.560 --> 00:13:38.000]  耶穌的母親在哪裡
[00:13:38.000 --> 00:13:39.880]  這個是加拿大的婚宴
[00:13:39.880 --> 00:13:40.760]  其實這個
[00:13:40.760 --> 00:13:42.320]  一會兒講完之後你會知道
[00:13:42.320 --> 00:13:45.440]  原來這個是耶穌所行的
[00:13:45.440 --> 00:13:46.320]  第一個神跡
[00:13:46.320 --> 00:13:47.840]  在約翰福音的記載
[00:13:47.840 --> 00:13:48.680]  在2:11
[00:13:48.680 --> 00:13:51.520]  他說這是耶穌所行的第一個神跡
[00:13:51.520 --> 00:13:53.680]  是在加里里的加拿大行的
[00:13:53.680 --> 00:13:55.840]  顯出了祂的榮耀來
[00:13:55.840 --> 00:14:00.000]  祂的門徒就信祂了
[00:14:00.000 --> 00:14:02.240]  那個神跡是怎麼發生的
[00:14:02.240 --> 00:14:04.320]  講一點背景給大家知道
[00:14:04.320 --> 00:14:06.040]  就是約翰福音2:3那裡說
[00:14:06.040 --> 00:14:07.280]  祂說走勇完了
[00:14:07.280 --> 00:14:08.720]  這個是一個婚宴
[00:14:08.720 --> 00:14:10.040]  祂說走勇完了
[00:14:10.040 --> 00:14:14.240]  耶穌的母親對祂說
[00:14:14.240 --> 00:14:16.760]  他們沒有走了
[00:14:16.760 --> 00:14:20.320]  耶穌一起跟門徒
[00:14:20.320 --> 00:14:23.040]  跟祂的母親去飲宴的時候
[00:14:23.040 --> 00:14:25.120]  祂的母親這樣跟祂說
[00:14:25.120 --> 00:14:27.240]  他們沒有走了
[00:14:27.240 --> 00:14:28.880]  很多色經學家都說
[00:14:28.880 --> 00:14:31.400]  相信祂的母親在婚禮里
[00:14:31.400 --> 00:14:33.720]  都是扮演著一些重要的角色
[00:14:33.720 --> 00:14:34.480]  因為他們那時候
[00:14:34.480 --> 00:14:37.360]  都有類似婚禮統籌
[00:14:37.360 --> 00:14:38.800]  真的要去決定
[00:14:38.800 --> 00:14:40.480]  打點如何招呼客人
[00:14:40.480 --> 00:14:42.120]  如何預備食物
[00:14:42.120 --> 00:14:46.000]  而走在婚宴里是極重要的事情
[00:14:46.000 --> 00:14:47.600]  是代表著喜樂的
[00:14:47.600 --> 00:14:48.440]  但是如果那一刻
[00:14:48.440 --> 00:14:50.840]  竟然說沒有走
[00:14:50.840 --> 00:14:52.120]  是很重要的
[00:14:52.120 --> 00:14:53.480]  所以相信這樣的時候
[00:14:53.480 --> 00:14:54.960]  祂的母親有很大責任
[00:14:54.960 --> 00:14:57.120]  她就跟她的兒子耶穌說
[00:14:57.120 --> 00:14:59.160]  但是耶穌怎麼回應她
[00:14:59.160 --> 00:15:00.320]  耶穌說
[00:15:00.320 --> 00:15:01.120]  母親
[00:15:01.120 --> 00:15:03.960]  我與你有什麼相干
[00:15:03.960 --> 00:15:06.720]  我的時候還沒有到
[00:15:06.720 --> 00:15:07.840]  所以你可能會說
[00:15:07.840 --> 00:15:08.560]  哎呀 為什麼耶穌
[00:15:08.560 --> 00:15:10.320]  好像這麼沒禮貌
[00:15:10.320 --> 00:15:11.640]  跟媽媽說話都說
[00:15:11.640 --> 00:15:14.080]  我與你有什麼相干
[00:15:14.080 --> 00:15:15.600]  我的時候
[00:15:15.600 --> 00:15:17.720]  這裡有提到母親
[00:15:17.720 --> 00:15:20.120]  提到的時候
[00:15:20.120 --> 00:15:21.000]  提到母親
[00:15:21.000 --> 00:15:22.280]  提到的時候
[00:15:22.280 --> 00:15:27.520]  這個母親的主要的原文的直譯
[00:15:27.520 --> 00:15:30.520]  我想大家都會猜到是什麼
[00:15:30.520 --> 00:15:32.480]  在和訪裡面
[00:15:32.480 --> 00:15:35.000]  祂再會指明
[00:15:35.000 --> 00:15:35.920]  第四節
[00:15:35.920 --> 00:15:37.560]  耶穌說
[00:15:37.560 --> 00:15:38.160]  母親
[00:15:38.160 --> 00:15:39.600]  我與你有什麼相干
[00:15:39.600 --> 00:15:42.160]  我的時候還沒有到
[00:15:42.160 --> 00:15:43.560]  這個原文
[00:15:43.560 --> 00:15:47.120]  原來都是在說什麼
[00:15:47.120 --> 00:15:49.040]  婦人
[00:15:49.040 --> 00:15:50.600]  都是在說婦人
[00:15:50.600 --> 00:15:54.480]  而這裡說的時候還沒有到
[00:15:54.480 --> 00:15:56.160]  用的希臘文
[00:15:56.160 --> 00:15:58.640]  都是剛才我給你們看的那個
[00:15:58.640 --> 00:16:00.200]  orah
[00:16:00.200 --> 00:16:02.040]  不知道大家會不會覺得
[00:16:02.040 --> 00:16:04.560]  是非常之吻合呢
[00:16:04.560 --> 00:16:07.440]  而當第一次這個神跡出現的時候
[00:16:07.440 --> 00:16:10.640]  當耶穌去稱呼瑪利亞
[00:16:10.640 --> 00:16:14.440]  稱呼他的母親做婦人的時候
[00:16:14.440 --> 00:16:18.240]  提及到時候還沒有到
[00:16:18.240 --> 00:16:20.080]  而這個婚宴
[00:16:20.080 --> 00:16:21.920]  你可以想不想象到
[00:16:21.920 --> 00:16:24.320]  什麼時候是第一次
[00:16:24.320 --> 00:16:27.800]  上帝去設立一個新的家庭
[00:16:27.800 --> 00:16:31.760]  或者說一個新的家庭的秩序
