
[00:00:00.000 --> 00:00:07.360]  是的 繼續要透過這個空中跟大家見面
[00:05:10.120 --> 00:05:12.800]  在祂只有一
[00:05:12.800 --> 00:05:15.520]  只有是
[00:05:15.520 --> 00:05:19.280]  神的應許不論有多少
[00:05:19.280 --> 00:05:21.920]  在基督都是是的
[00:05:21.920 --> 00:05:26.840]  所以藉著祂也都是實在的
[00:05:26.840 --> 00:05:29.920]  叫神因我們得榮耀
[00:05:29.920 --> 00:05:34.200]  也在基督裡堅固我們和你們
[00:05:34.200 --> 00:05:37.800]  並且高我們的就是神
[00:05:37.800 --> 00:05:40.920]  祂又容人引了我們
[00:05:40.920 --> 00:05:45.520]  並賜聖靈在我們的心裡作憑據
[00:05:45.520 --> 00:05:49.720]  我呼籲神給我的心作見證
[00:05:49.720 --> 00:05:55.240]  我沒有往哥林多去示弊要寬容你們
[00:05:55.240 --> 00:05:58.320]  我們並不是要嚇管你們的信心
[00:05:58.320 --> 00:06:01.240]  乃是幫助你們的快樂
[00:06:01.240 --> 00:06:05.600]  因為你們憑順才站立得住
[00:06:05.600 --> 00:06:07.880]  我自己定了主意
[00:06:07.880 --> 00:06:09.680]  再到你們那裡去
[00:06:09.680 --> 00:06:12.440]  必須大家沒有憂愁
[00:06:12.440 --> 00:06:15.080]  倘若我叫你們憂愁
[00:06:15.080 --> 00:06:18.560]  除了我叫那憂愁的人以外
[00:06:18.560 --> 00:06:21.320]  誰能叫我快樂呢?
[00:06:21.320 --> 00:06:24.600]  我曾把這事寫給你們
[00:06:24.600 --> 00:06:27.320]  恐怕我到的時候
[00:06:27.320 --> 00:06:30.240]  應該叫我快樂的那些人
[00:06:30.240 --> 00:06:32.160]  反倒叫我憂愁
[00:06:32.160 --> 00:06:38.400]  我又深信你們眾人都以我的快樂為自己的快樂
[00:06:38.400 --> 00:06:42.600]  我先前心裡難過、痛苦
[00:06:42.600 --> 00:06:45.920]  多多地流淚寫信給你們
[00:06:45.920 --> 00:06:47.640]  不是叫你們憂愁
[00:06:47.640 --> 00:06:54.200]  乃是叫你們知道我格外地痛愛你們
[00:06:54.200 --> 00:06:56.560]  有點掉漆
[00:06:56.560 --> 00:06:58.880]  不過我們一路看經文
[00:06:58.880 --> 00:07:02.160]  希望幫助大家明白這段經文
[00:07:02.160 --> 00:07:04.640]  我們低頭再做一個禱告
[00:07:04.640 --> 00:07:06.760]  主耶穌是我們在世界上
[00:07:06.760 --> 00:07:08.720]  我們會面對憂愁
[00:07:08.720 --> 00:07:11.520]  我們會面對流淚的日子
[00:07:11.520 --> 00:07:13.200]  不過幫助我們
[00:07:13.200 --> 00:07:14.400]  勤力幫助我們
[00:07:14.400 --> 00:07:16.840]  因為有主耶穌在我們的心中
[00:07:16.840 --> 00:07:20.040]  因為我們有弟兄姊妹鼓勵我們
[00:07:20.040 --> 00:07:23.520]  我們在憂愁的道路能夠走過
[00:07:23.520 --> 00:07:28.640]  能夠以盼望、以堅強的心走過這些困難的道路
[00:07:28.640 --> 00:07:32.200]  今日求你藉著保羅的話
[00:07:32.200 --> 00:07:34.480]  再次激勵我們的心
[00:07:34.480 --> 00:07:36.560]  我們將聽到的時間交託
[00:07:36.560 --> 00:07:38.280]  禱告奉耶穌基督的名
[00:07:38.280 --> 00:07:39.280]  阿們
[00:07:39.280 --> 00:07:43.680]  好,繼續說說背景
[00:07:43.680 --> 00:07:47.440]  首先你要明白
[00:07:47.440 --> 00:07:51.200]  保羅基本上是哥倫多教會的founder
[00:07:51.200 --> 00:07:57.760]  是他首先將福音帶到哥倫多教會
[00:07:57.760 --> 00:08:01.520]  但哥倫多教會也是一個給他很多麻煩的教會
[00:08:01.520 --> 00:08:04.960]  如果你看過哥倫多前書
[00:08:04.960 --> 00:08:07.400]  我們今次不會說哥倫多後書
[00:08:07.400 --> 00:08:09.480]  不過如果你有看過哥倫多前書
[00:08:09.480 --> 00:08:12.800]  你都知道哥倫多的人問了很多問題
[00:08:12.800 --> 00:08:14.960]  也有些罪在他們當中
[00:08:14.960 --> 00:08:16.960]  所以在哥倫多前書裏面
[00:08:16.960 --> 00:08:19.280]  保羅也有一些責備的說話
[00:08:19.280 --> 00:08:25.680]  保羅寫了至少四封以上的書信給哥倫多
[00:08:25.680 --> 00:08:28.800]  因為哥倫多前後書有提到他其他的書信
[00:08:28.800 --> 00:08:30.000]  但我們失去了
[00:08:30.000 --> 00:08:33.760]  我們現在有的就是哥倫多前書和哥倫多後書
[00:08:33.760 --> 00:08:39.360]  兩本書可以說是一個很心痛的書
[00:08:39.360 --> 00:08:40.960]  如果你說一個比喻
[00:08:40.960 --> 00:08:44.080]  哥倫多教會就是一個很頑皮的孩子
[00:08:44.080 --> 00:08:46.640]  這是保羅設立的教會
[00:08:46.640 --> 00:08:50.080]  他視哥倫多的人都是他的兒女
[00:08:50.080 --> 00:08:54.800]  但可惜這些兒女在生命中有很多問題
[00:08:54.800 --> 00:08:58.640]  在哥倫多前書裏面面對很多道德的問題
[00:08:58.640 --> 00:09:02.800]  所以如果你要研究新約的倫理
[00:09:02.800 --> 00:09:05.920]  哥倫多前書是一本很重要的書
[00:09:05.920 --> 00:09:11.440]  在哥倫多後書的問題就更加個人化
[00:09:11.440 --> 00:09:13.680]  哥倫多後書保羅面對的問題
[00:09:13.680 --> 00:09:19.200]  在哥倫多教會有人質疑保羅這個人的誠信
[00:09:19.200 --> 00:09:24.560]  所以整本哥倫多後書他要多方去抵抗
[00:09:24.560 --> 00:09:29.120]  他要為自己去辯白
[00:09:29.120 --> 00:09:34.480]  但他也明白有時候事情越辯越黑
[00:09:34.480 --> 00:09:36.320]  所以他一直掙扎
[00:09:36.320 --> 00:09:37.360]  我們一直看下去
[00:09:37.360 --> 00:09:39.440]  你會看到一方面保羅好像說
[00:09:39.440 --> 00:09:41.120]  我都不想為自己辯白
[00:09:41.120 --> 00:09:44.240]  但他又覺得他需要為自己去辯白
[00:09:44.240 --> 00:09:46.080]  不是為了他的緣故
[00:09:46.080 --> 00:09:48.400]  是為了福音的緣故
[00:09:48.400 --> 00:09:51.520]  這就是大概的問題
[00:09:51.520 --> 00:09:54.640]  我們希望講下去的時候清楚一點
[00:09:54.640 --> 00:09:56.400]  為何有人會質疑保羅
[00:09:56.400 --> 00:09:59.600]  保羅如何為自己辯白
[00:09:59.600 --> 00:10:02.400]  第三節開始到第十一節
[00:10:02.400 --> 00:10:03.760]  就是第一段
[00:10:03.760 --> 00:10:08.720]  第一段基本上是保羅在講他寫信的處境
[00:10:08.720 --> 00:10:10.400]  保羅寫信的處境
[00:10:10.400 --> 00:10:13.120]  第四節說我們在一切患難之中
[00:10:13.120 --> 00:10:14.800]  他用「安慰了我們」
[00:10:14.800 --> 00:10:19.760]  保羅強調他經過一些患難之後
[00:10:19.760 --> 00:10:22.480]  然後他寫這封信
[00:10:22.480 --> 00:10:24.560]  為何他要強調患難呢?
[00:10:24.560 --> 00:10:27.360]  我們也只能夠猜測
[00:10:27.360 --> 00:10:31.200]  其實保羅這封哥倫多後書是這個開始
[00:10:31.200 --> 00:10:33.040]  第一、第二節就標準了
[00:10:33.040 --> 00:10:36.320]  保羅基督的使徒寫給什麼人
[00:10:36.320 --> 00:10:37.520]  寫給哥倫多人
[00:10:37.520 --> 00:10:38.720]  這是很標準的
[00:10:38.720 --> 00:10:40.240]  第三節開始
[00:10:40.240 --> 00:10:42.400]  哥倫多後書其實比較特別
[00:10:42.400 --> 00:10:45.520]  因為保羅通常寫完他的書
[00:10:45.520 --> 00:10:48.160]  說我保羅寫給什麼人
[00:10:48.160 --> 00:10:50.800]  然後他就會有一些感恩的話
[00:10:50.800 --> 00:10:52.480]  比如羅馬書是典型的
[00:10:52.480 --> 00:10:56.320]  羅馬書說你們的信心全世界都聽過了
[00:10:56.320 --> 00:10:59.200]  如果你記得我說羅馬書的話
[00:10:59.200 --> 00:11:01.360]  他通常有一些感恩的話
[00:11:01.360 --> 00:11:04.720]  為修信人的某些事情感恩
[00:11:04.720 --> 00:11:08.160]  但是哥倫多後書沒有做到這件事
[00:11:08.160 --> 00:11:14.320]  很可能因為他與哥倫多人的關係有很大的張力
[00:11:14.320 --> 00:11:18.720]  所以他覺得如果在這個場景他再去稱讚哥倫多人
[00:11:18.720 --> 00:11:22.400]  反而好像有些假的感覺
[00:11:22.400 --> 00:11:25.760]  所以反而他在哥倫多後書的起點
[00:11:25.760 --> 00:11:28.480]  是他強調自己的軟弱
[00:11:28.480 --> 00:11:30.960]  他經過一些痛苦
[00:11:30.960 --> 00:11:32.720]  這些痛苦
[00:11:32.720 --> 00:11:35.680]  什麼痛苦我們不知道
[00:11:35.680 --> 00:11:38.000]  第八節說
[00:11:38.000 --> 00:11:42.800]  弟兄們我們不要你們不曉得
[00:11:42.800 --> 00:11:46.560]  我們從前在亞細下遭遇苦難
[00:11:46.560 --> 00:11:48.560]  被壓太重
[00:11:48.560 --> 00:11:51.600]  這些比較舊的中文
[00:11:51.600 --> 00:11:59.280]  和合本有時候也要習慣一下那時候的中文
[00:11:59.280 --> 00:12:03.280]  總之他主要的重點就是他很辛苦
[00:12:03.280 --> 00:12:08.400]  和修本也因受到無法忍受的壓力
[00:12:08.400 --> 00:12:10.960]  被壓太重無法忍受的壓力
[00:12:10.960 --> 00:12:12.480]  力不能勝
[00:12:12.480 --> 00:12:19.280]  總之基本上他連活命的指望都沒有
[00:12:19.280 --> 00:12:22.960]  和合本和和修本都差不多
[00:12:22.960 --> 00:12:25.680]  我們不知道保羅經歷了什麼
[00:12:25.680 --> 00:12:28.720]  這裡很可能有些色經家估計
[00:12:28.720 --> 00:12:31.920]  這個可能保羅在爾忽所
[00:12:31.920 --> 00:12:35.040]  算了不說這麼多地理了
[00:12:35.040 --> 00:12:36.080]  總之隔了一個海
[00:12:36.080 --> 00:12:36.880]  爾忽所在這邊
[00:12:36.880 --> 00:12:38.720]  哥倫多在另外一邊
[00:12:38.720 --> 00:12:39.920]  中間隔了一個海
[00:12:39.920 --> 00:12:42.720]  可能他寫封信過去對面
[00:12:42.720 --> 00:12:44.880]  說我在爾忽所的時候
[00:12:44.880 --> 00:12:48.000]  其實可能應該是病了
[00:12:48.000 --> 00:12:49.360]  病到快要死了
[00:12:49.360 --> 00:12:52.400]  可能他自己都以為自己要死了
[00:12:52.400 --> 00:12:54.320]  有些色經家就說
[00:12:54.320 --> 00:12:56.640]  可能保羅寫哥倫多後書
[00:12:56.640 --> 00:13:00.800]  其實和菲律比是同一個處境裡面寫的
[00:13:00.800 --> 00:13:02.960]  菲律比都說到
[00:13:02.960 --> 00:13:04.720]  想著死就好得無比
[00:13:04.720 --> 00:13:07.680]  保羅可能真的想著自己可能會死
[00:13:07.680 --> 00:13:09.680]  他遇到一些身體上的毛病
[00:13:09.680 --> 00:13:12.640]  哥倫多後書其實到後來
[00:13:12.640 --> 00:13:15.440]  第十二章保羅會說他幾次
[00:13:15.440 --> 00:13:18.240]  這個可能都是和身體的疾病有關
[00:13:18.240 --> 00:13:19.120]  但無論如何
[00:13:19.120 --> 00:13:21.360]  保羅首先一開刀就強調
[00:13:21.360 --> 00:13:22.880]  他自己的軟弱
[00:13:22.880 --> 00:13:26.560]  他遇到一些困難或者是病
[00:13:26.560 --> 00:13:27.920]  總之遇到這些困難
[00:13:27.920 --> 00:13:29.040]  到了一個地步
[00:13:29.040 --> 00:13:32.080]  連他都快要放棄了
[00:13:32.080 --> 00:13:33.600]  所謂放棄了
[00:13:33.600 --> 00:13:34.480]  算了
[00:13:34.480 --> 00:13:36.320]  死了他算了
[00:13:36.320 --> 00:13:39.360]  但是在這樣的環境裡面
[00:13:39.360 --> 00:13:42.000]  他就經歷了神的安慰
[00:13:42.000 --> 00:13:44.160]  所以保羅因為面對這個張力
[00:13:44.160 --> 00:13:47.360]  他第一要承認他自己是一個軟弱的人
[00:13:47.360 --> 00:13:48.720]  不過他雖然軟弱
[00:13:48.720 --> 00:13:50.960]  但是他很感謝神
[00:13:50.960 --> 00:13:52.320]  他祝福神
[00:13:52.320 --> 00:13:53.520]  一開始就是獻神
[00:13:53.520 --> 00:13:55.040]  得到重讚
[00:13:55.040 --> 00:13:56.080]  讚美神
[00:13:56.080 --> 00:13:59.920]  因為神是一個賜安慰的神
[00:13:59.920 --> 00:14:03.520]  安慰這個字在哥倫多後書是很重要的
[00:14:03.520 --> 00:14:05.680]  出現了夜幾次的哥倫多後書
[00:14:05.680 --> 00:14:07.360]  安慰這個字
[00:14:07.360 --> 00:14:08.960]  保羅要強調
[00:14:08.960 --> 00:14:11.280]  他能夠繼續去minister
[00:14:11.280 --> 00:14:14.000]  他繼續能夠服侍神和服侍人
[00:14:14.000 --> 00:14:17.120]  是因為神帶給他的安慰
[00:14:17.120 --> 00:14:18.640]  而神帶給他的安慰
[00:14:18.640 --> 00:14:19.840]  保羅就強調
[00:14:19.840 --> 00:14:21.920]  為甚麼神要安慰他呢
[00:14:21.920 --> 00:14:24.480]  就不是單單為了保羅
[00:14:24.480 --> 00:14:26.240]  上面說到
[00:14:26.240 --> 00:14:29.680]  第四節
[00:14:29.680 --> 00:14:33.360]  「叫我們能用神所賜的安慰
[00:14:33.360 --> 00:14:36.960]  去安慰那遭各樣患難的人」
[00:14:36.960 --> 00:14:42.400]  保羅覺得他能夠經歷神的安慰
[00:14:42.400 --> 00:14:44.160]  也是為了別人
[00:14:44.160 --> 00:14:46.160]  可以用這種安慰去安慰別人
[00:14:46.160 --> 00:14:47.760]  所以保羅再引申
[00:14:47.760 --> 00:14:49.280]  他要經歷安慰
[00:14:49.280 --> 00:14:51.680]  當然是因為他有安慰的需要
[00:14:51.680 --> 00:14:53.520]  就是接受安慰的需要
[00:14:53.520 --> 00:14:55.200]  他有接受安慰的需要
[00:14:55.200 --> 00:14:57.120]  就是因為他經歷苦難
[00:14:57.120 --> 00:15:00.400]  所以保羅甚至用一個
[00:15:00.400 --> 00:15:06.000]  差不多接近歡迎的態度去看苦難
[00:15:06.000 --> 00:15:06.800]  第五節
[00:15:06.800 --> 00:15:10.000]  「我們既多受基督的苦楚
[00:15:10.000 --> 00:15:13.520]  就靠基督多得安慰」
[00:15:13.520 --> 00:15:17.440]  原文的多受基督的苦楚
[00:15:17.440 --> 00:15:19.600]  好像是一種abundance
[00:15:19.600 --> 00:15:24.000]  一種基督的苦楚的風聲流到我的身上
[00:15:24.000 --> 00:15:25.360]  差不多是這樣
[00:15:25.360 --> 00:15:26.880]  保羅說到
[00:15:26.880 --> 00:15:34.400]  他要向哥倫多人承認
[00:15:34.400 --> 00:15:37.120]  他曾經因為他所受的困難
[00:15:37.120 --> 00:15:38.800]  他差不多沒有了指望
[00:15:38.800 --> 00:15:41.200]  他快要想死了
[00:15:41.200 --> 00:15:42.480]  但他回頭看
[00:15:42.480 --> 00:15:45.120]  他發覺原來他經歷的苦難
[00:15:45.120 --> 00:15:48.560]  原來是為了與基督的苦難有份
[00:15:48.560 --> 00:15:49.360]  可以這麼說
[00:15:49.360 --> 00:15:53.280]  雖然基督在世上都經歷過這麼多的苦難
[00:15:53.280 --> 00:15:56.800]  所以他看他自己經歷的苦難
[00:15:56.800 --> 00:15:58.480]  其實就是與基督
[00:15:58.480 --> 00:15:59.200]  fellowship
[00:15:59.200 --> 00:16:02.880]  是與基督的一個團契的一個過程
[00:16:02.880 --> 00:16:05.680]  正如基督在死而復活
[00:16:05.680 --> 00:16:09.920]  所以保羅經歷這個差不多絕望的環境之後
[00:16:09.920 --> 00:16:12.400]  而經歷了神的安慰
[00:16:12.400 --> 00:16:15.520]  就好像經歷了基督復活的大能
[00:16:15.520 --> 00:16:18.480]  保羅說他經歷這個復活的大能
[00:16:18.480 --> 00:16:22.000]  其實都是為了哥倫多人
[00:16:22.000 --> 00:16:26.720]  既為哥倫多人
[00:16:26.720 --> 00:16:28.640]  也為眾人
[00:16:28.640 --> 00:16:29.520]  第十一節
[00:16:29.520 --> 00:16:32.080]  「你們以祈禱幫助我們
[00:16:32.080 --> 00:16:33.920]  叫許多人為我們謝恩
[00:16:33.920 --> 00:16:38.480]  就是因為我們因許多人所得的恩」
[00:16:38.480 --> 00:16:42.000]  其實他希望他得到的安慰
[00:16:42.000 --> 00:16:44.240]  能夠成為許多人的祝福
[00:16:44.240 --> 00:16:46.320]  保羅在原本的context
[00:16:46.320 --> 00:16:48.720]  他首先承認自己的軟弱
[00:16:48.720 --> 00:16:53.040]  你可以說是某程度上博取哥倫多人的同情
[00:16:53.040 --> 00:16:55.600]  哥倫多人你不要對他這麼兇
[00:16:55.600 --> 00:16:58.080]  其實保羅也經歷了很多困難
[00:16:58.080 --> 00:16:59.680]  我差點想死
[00:16:59.680 --> 00:17:00.640]  不過感謝神
[00:17:00.640 --> 00:17:01.360]  神給我力量
[00:17:01.360 --> 00:17:02.240]  所以我沒有死
[00:17:02.240 --> 00:17:04.880]  並且能夠將這些安慰與人分享
[00:17:04.880 --> 00:17:07.600]  對於我們一般人來說
[00:17:07.600 --> 00:17:08.480]  再引申一點
[00:17:08.480 --> 00:17:11.520]  我想保羅其實這段經文讓我們反省
[00:17:11.520 --> 00:17:14.560]  我們經歷一些苦難的時候
[00:17:14.560 --> 00:17:16.560]  不知道甚麼苦難
[00:17:16.560 --> 00:17:19.520]  我不知道最近的疫情有沒有帶給你苦難
[00:17:19.520 --> 00:17:21.680]  如果你是醫務人員
[00:17:21.680 --> 00:17:23.680]  可能你也挺苦的
[00:17:23.680 --> 00:17:26.880]  前兩天才看紐約時報的新聞
[00:17:26.880 --> 00:17:34.400]  說有一個在紐約市的緊急病房工作的醫生
[00:17:34.400 --> 00:17:37.600]  一個中年女醫生自殺死了
[00:17:37.600 --> 00:17:39.600]  為甚麼她自殺死呢
[00:17:39.600 --> 00:17:41.920]  其實她的健康是OK的
[00:17:41.920 --> 00:17:46.400]  不過她的爸爸說可能因為那個女醫生
[00:17:46.400 --> 00:17:48.400]  看到死了太多人
[00:17:48.400 --> 00:17:50.400]  你知道紐約死了很多人
[00:17:50.400 --> 00:17:52.400]  看到一些人一送來醫院就死了
[00:17:52.400 --> 00:17:56.400]  或者在救傷車打開門
[00:17:56.400 --> 00:17:58.400]  原來那個人已經死了
[00:17:58.400 --> 00:18:00.400]  你看到人死多了
[00:18:00.400 --> 00:18:02.400]  其實是很壓抑的
[00:18:02.400 --> 00:18:04.400]  令到醫生自己也不想活
[00:18:04.400 --> 00:18:06.400]  很壓抑
[00:18:06.400 --> 00:18:09.920]  或者經過這個意外
[00:18:09.920 --> 00:18:10.720]  不是意外
[00:18:10.720 --> 00:18:12.720]  可能大家再想想
[00:18:12.720 --> 00:18:14.720]  是不是做醫生這麼好呢
[00:18:14.720 --> 00:18:16.720]  不要緊的
[00:18:16.720 --> 00:18:18.720]  你做醫生是非常好的
[00:18:18.720 --> 00:18:20.720]  這是很榮幸的一件事
[00:18:20.720 --> 00:18:22.720]  但無論如何
[00:18:22.720 --> 00:18:24.720]  我們在世上可能看到一些很慘的事情
[00:18:24.720 --> 00:18:26.720]  或者我們自己經歷一些很慘的事情
[00:18:26.720 --> 00:18:32.720]  我們人的自然反應就是投訴、逃避
[00:18:32.720 --> 00:18:36.720]  為甚麼你給我這些困難
[00:18:36.720 --> 00:18:40.720]  保羅這段是幫助我們用另一個態度去看
[00:18:40.720 --> 00:18:42.720]  當我們經歷困難
[00:18:42.720 --> 00:18:44.720]  當我們經歷苦楚的時候
[00:18:44.720 --> 00:18:50.720]  第一,這就是我們跟基督團契的一部分
[00:18:50.720 --> 00:18:54.720]  主耶穌都是要經歷十誡
[00:18:54.720 --> 00:18:56.720]  然後才有復活
[00:18:56.720 --> 00:18:58.720]  祂也經歷了人們的痛苦
[00:18:58.720 --> 00:19:00.720]  經歷肉體的痛苦
[00:19:00.720 --> 00:19:02.720]  當我們經歷身體的痛苦的時候
[00:19:02.720 --> 00:19:10.720]  其實我們可以進入一種與耶穌一起同行的經驗
[00:19:10.720 --> 00:19:12.720]  保羅說這種經驗是很寶貴的
[00:19:12.720 --> 00:19:16.720]  當然保羅不是叫我們去求苦難
[00:19:16.720 --> 00:19:18.720]  不是每個人都能夠承擔得到
[00:19:18.720 --> 00:19:22.720]  譬如醫生明天跟我說我有癌症
[00:19:22.720 --> 00:19:24.720]  我的心情會怎樣
[00:19:24.720 --> 00:19:25.720]  我不知道
[00:19:25.720 --> 00:19:27.720]  我會不會怨天尤人呢
[00:19:27.720 --> 00:19:28.720]  其實我不知道
[00:19:28.720 --> 00:19:33.720]  所以保羅說神會按著我們所能夠承受的
[00:19:33.720 --> 00:19:35.720]  然後神給我們
[00:19:35.720 --> 00:19:37.720]  不過你可以這麼說
[00:19:37.720 --> 00:19:40.720]  神所謂祖國看得起我們
[00:19:40.720 --> 00:19:43.720]  真的要我們經歷一些苦難的時候
[00:19:43.720 --> 00:19:45.720]  保羅鼓勵我們去看
[00:19:45.720 --> 00:19:50.720]  第一,這是我們與基督同行的一個過程
[00:19:50.720 --> 00:19:53.720]  第二,保羅鼓勵我們去想
[00:19:53.720 --> 00:19:55.720]  在這個苦難之中
[00:19:55.720 --> 00:19:57.720]  不是看這個苦難有多重
[00:19:57.720 --> 00:20:01.720]  是在這個苦難之中我們怎樣經歷了神的安慰
[00:20:01.720 --> 00:20:05.720]  然後我們能夠經歷這些安慰的時候
[00:20:05.720 --> 00:20:08.720]  我們就可以去安慰人
[00:20:08.720 --> 00:20:10.720]  當你這樣去看的時候
[00:20:10.720 --> 00:20:11.720]  你開始明白
[00:20:11.720 --> 00:20:14.720]  為什麼有時候我們人生要走過一些路
[00:20:14.720 --> 00:20:16.720]  有時候我們不走過一些路
[00:20:16.720 --> 00:20:19.720]  我們又不懂得去安慰經過那些路的人
[00:20:19.720 --> 00:20:23.720]  譬如隨便舉一個不是很嚴肅的例子
[00:20:23.720 --> 00:20:28.720]  例如我老婆用電腦很差
[00:20:28.720 --> 00:20:31.720]  我經常都不懂得教她
[00:20:31.720 --> 00:20:33.720]  教著教著就沒有耐性了
[00:20:33.720 --> 00:20:35.720]  這也是我的罪性
